Orthogroup	Bicyclus_anynana	Danaus_plexippus
OG0008546	Bany_13139-RA	DPOGS202720-PA
OG0008547	Bany_06621-RA	DPOGS214560-PA
OG0008549	Bany_05938-RA	DPOGS204368-PA
OG0008550	Bany_02717-RA	DPOGS209579-PA
OG0008551	Bany_11225-RA	DPOGS214321-PA
OG0008552	Bany_01033-RA	DPOGS203107-PA
OG0008553	Bany_04426-RA	DPOGS215721-PA
OG0008554	Bany_00106-RA	DPOGS215323-PA
OG0008555	Bany_00108-RA	DPOGS215324-PA
OG0008556	Bany_00111-RA	DPOGS215325-PA
OG0008557	Bany_14373-RA	DPOGS209519-PA
OG0008558	Bany_11239-RA	DPOGS208341-PA
OG0008559	Bany_11243-RA	DPOGS208339-PA
OG0008560	Bany_04434-RA	DPOGS215723-PA
OG0008561	Bany_05941-RA	DPOGS204365-PA
OG0008562	Bany_01951-RA	DPOGS216165-PA
OG0008563	Bany_11247-RA	DPOGS208330-PA, DPOGS215924-PA
OG0008564	Bany_09986-RA	DPOGS210075-PA
OG0008565	Bany_00124-RA	DPOGS215306-PA
OG0008566	Bany_13155-RA	DPOGS200227-PA
OG0008567	Bany_10697-RA	DPOGS204448-PA
OG0008568	Bany_02726-RA	DPOGS209577-PA
OG0008569	Bany_16543-RA	DPOGS202939-PA
OG0008570	Bany_12611-RA	DPOGS204623-PA
OG0008571	Bany_15574-RA	DPOGS205304-PA
OG0008572	Bany_10698-RA	DPOGS204447-PA
OG0008573	Bany_08037-RA	DPOGS201144-PA
OG0008574	Bany_17497-RA	DPOGS213645-PA
OG0008575	Bany_11264-RA	DPOGS208395-PA
OG0008576	Bany_05946-RA	DPOGS204363-PA
OG0008577	Bany_02731-RA	DPOGS209640-PA
OG0008578	Bany_02732-RA	DPOGS209641-PA
OG0008579	Bany_02735-RA	DPOGS209643-PA
OG0008580	Bany_02736-RA	DPOGS209573-PA
OG0008581	Bany_11272-RA	DPOGS208400-PA
OG0008582	Bany_08044-RA	DPOGS201146-PA
OG0008583	Bany_08045-RA	DPOGS201148-PA
OG0008585	Bany_01972-RA	DPOGS216154-PA
OG0008586	Bany_15583-RA	DPOGS205267-PA
OG0008587	Bany_01973-RA	DPOGS216153-PA
OG0008588	Bany_10704-RA	DPOGS210627-PA
OG0008589	Bany_17794-RA	DPOGS207221-PA, DPOGS207222-PA
OG0008590	Bany_11279-RA	DPOGS208403-PA
OG0008591	Bany_02748-RA	DPOGS209568-PA
OG0008592	Bany_07273-RA	DPOGS207182-PA
OG0008593	Bany_09997-RA	DPOGS209994-PA
OG0008595	Bany_08773-RA	DPOGS206323-PA
OG0008596	Bany_09436-RA	DPOGS204201-PA
OG0008597	Bany_11289-RA	DPOGS214014-PA
OG0008598	Bany_10711-RA	DPOGS210581-PA
OG0008600	Bany_01986-RA	DPOGS200759-PA
OG0008601	Bany_15586-RA	DPOGS205268-PA
OG0008602	Bany_09441-RA	DPOGS204199-PA
OG0008603	Bany_14986-RA	DPOGS203121-PA
OG0008604	Bany_17805-RA	DPOGS206193-PA
OG0008605	Bany_14987-RA	DPOGS203120-PA
OG0008606	Bany_00164-RA	DPOGS215291-PA
OG0008607	Bany_08776-RA	DPOGS206326-PA
OG0008608	Bany_16574-RA	DPOGS204626-PA
OG0008609	Bany_06656-RA	DPOGS211738-PA, DPOGS210196-PA
OG0008610	Bany_14403-RA	DPOGS204660-PA
OG0008611	Bany_04453-RA	DPOGS215732-PA
OG0008612	Bany_08781-RA	DPOGS206335-PA
OG0008614	Bany_14412-RA	DPOGS204656-PA, DPOGS204657-PA
OG0008615	Bany_09454-RA	DPOGS214583-PA
OG0008616	Bany_14990-RA	DPOGS203118-PA
OG0008617	Bany_04466-RA	DPOGS215684-PA
OG0008618	Bany_09458-RA	DPOGS202319-PA
OG0008619	Bany_02004-RA	DPOGS203550-PA
OG0008621	Bany_14415-RA	DPOGS204700-PA
OG0008622	Bany_06661-RA	DPOGS210186-PA
OG0008623	Bany_05983-RA	DPOGS209440-PA
OG0008624	Bany_09464-RA	DPOGS202315-PA
OG0008625	Bany_05985-RA	DPOGS209473-PA
OG0008626	Bany_14417-RA	DPOGS204654-PA
OG0008627	Bany_01063-RA	DPOGS204090-PA
OG0008628	Bany_12661-RA	DPOGS208766-PA
OG0008629	Bany_09465-RA	DPOGS202314-PA
OG0008630	Bany_10736-RA	DPOGS204136-PA
OG0008631	Bany_16210-RA	DPOGS203119-PA
OG0008632	Bany_08784-RA	DPOGS206331-PA
OG0008633	Bany_14420-RA	DPOGS204653-PA
OG0008634	Bany_06665-RA	DPOGS210184-PA
OG0008635	Bany_09470-RA	DPOGS202276-PA
OG0008636	Bany_04473-RA	DPOGS215740-PA
OG0008637	Bany_01071-RA	DPOGS203187-PA
OG0008638	Bany_16596-RA	DPOGS213791-PA
OG0008639	Bany_17070-RA	DPOGS215216-PA
OG0008640	Bany_06668-RA	DPOGS206762-PA
OG0008641	Bany_09474-RA	DPOGS202309-PA
OG0008642	Bany_11927-RA	DPOGS209806-PA
OG0008643	Bany_08063-RA	DPOGS210835-PA
OG0008644	Bany_17074-RA	DPOGS215194-PA
OG0008645	Bany_08068-RA	DPOGS210833-PA
OG0008646	Bany_00190-RA	DPOGS208816-PA
OG0008647	Bany_09480-RA	DPOGS202282-PA
OG0008648	Bany_05298-RA	DPOGS202029-PA
OG0008649	Bany_06007-RA	DPOGS212601-PA
OG0008650	Bany_06675-RA	DPOGS206740-PA
OG0008651	Bany_06676-RA	DPOGS206761-PA
OG0008652	Bany_08072-RA	DPOGS202432-PA
OG0008653	Bany_10753-RA	DPOGS204130-PA
OG0008654	Bany_08082-RA, Bany_08131-RA	DPOGS205730-PA
OG0008655	Bany_00191-RA	DPOGS208811-PA
OG0008656	Bany_17834-RA	DPOGS207212-PA
OG0008657	Bany_17078-RA	DPOGS215213-PA
OG0008659	Bany_02770-RA	DPOGS212087-PA
OG0008660	Bany_06015-RA, Bany_06019-RA	DPOGS212624-PA
OG0008661	Bany_13756-RA	DPOGS212928-PA
OG0008662	Bany_13758-RA	DPOGS212976-PA
OG0008663	Bany_00193-RA	DPOGS208813-PA
OG0008665	Bany_10769-RA	DPOGS204125-PA
OG0008666	Bany_10017-RA	DPOGS206511-PA
OG0008667	Bany_17837-RA	DPOGS206777-PA
OG0008668	Bany_10019-RA	DPOGS206494-PA
OG0008669	Bany_05312-RA	DPOGS202048-PA
OG0008670	Bany_14428-RA	DPOGS215496-PA
OG0008671	Bany_14431-RA	DPOGS216045-PA
OG0008672	Bany_13765-RA	DPOGS212978-PA
OG0008673	Bany_13766-RA	DPOGS212925-PA
OG0008674	Bany_01086-RA	DPOGS204925-PA
OG0008675	Bany_16232-RA	DPOGS203346-PA
OG0008676	Bany_01087-RA	DPOGS204927-PA, DPOGS204926-PA
OG0008677	Bany_11310-RA	DPOGS202935-PA
OG0008678	Bany_11311-RA	DPOGS202933-PA
OG0008679	Bany_14435-RA	DPOGS216047-PA
OG0008680	Bany_13769-RA	DPOGS212924-PA
OG0008681	Bany_06025-RA	DPOGS205727-PA
OG0008682	Bany_02034-RA	DPOGS200693-PA
OG0008683	Bany_02783-RA	DPOGS212169-PA
OG0008684	Bany_16606-RA	DPOGS213749-PA
OG0008685	Bany_17099-RA	DPOGS215205-PA
OG0008686	Bany_09502-RA	DPOGS202291-PA
OG0008687	Bany_01093-RA	DPOGS204929-PA
OG0008688	Bany_17521-RA	DPOGS208596-PA
OG0008689	Bany_07292-RA	DPOGS200097-PA
OG0008690	Bany_05327-RA	DPOGS202041-PA
OG0008691	Bany_08793-RA	DPOGS204931-PA
OG0008692	Bany_12704-RA, Bany_07644-RA, Bany_12705-RA	DPOGS207910-PA
OG0008693	Bany_06028-RA	DPOGS206177-PA
OG0008694	Bany_16248-RA	DPOGS200791-PA
OG0008695	Bany_12707-RA	DPOGS205745-PA
OG0008696	Bany_02047-RA	DPOGS202576-PA
OG0008697	Bany_07301-RA	DPOGS206155-PA
OG0008698	Bany_11322-RA	DPOGS207500-PA
OG0008699	Bany_15613-RA	DPOGS205295-PA
OG0008700	Bany_11323-RA	DPOGS207501-PA
OG0008701	Bany_11943-RA	DPOGS209019-PA
OG0008702	Bany_01100-RA	DPOGS203449-PA
OG0008703	Bany_12713-RA	DPOGS205236-PA
OG0008704	Bany_17847-RA	DPOGS215533-PA
OG0008705	Bany_08796-RA	DPOGS204932-PA
OG0008706	Bany_11954-RA	DPOGS209006-PA
OG0008707	Bany_10786-RA	DPOGS208303-PA
OG0008708	Bany_10033-RA	DPOGS210034-PA
OG0008709	Bany_10035-RA	DPOGS210125-PA
OG0008710	Bany_17114-RA	DPOGS211712-PA
OG0008711	Bany_10036-RA	DPOGS210126-PA
OG0008712	Bany_17115-RA	DPOGS211709-PA
OG0008713	Bany_02810-RA	DPOGS212103-PA
OG0008714	Bany_02811-RA	DPOGS212160-PA
OG0008715	Bany_02815-RA	DPOGS212156-PA
OG0008717	Bany_02819-RA	DPOGS212107-PA
OG0008718	Bany_03610-RA	DPOGS211130-PA
OG0008719	Bany_16615-RA	DPOGS213779-PA
OG0008720	Bany_03612-RA	DPOGS211131-PA
OG0008722	Bany_03613-RA	DPOGS211169-PA
OG0008723	Bany_03614-RA	DPOGS210137-PA
OG0008724	Bany_10789-RA	DPOGS210986-PA
OG0008725	Bany_10040-RA	DPOGS210128-PA
OG0008726	Bany_09519-RA	DPOGS211308-PA
OG0008727	Bany_17863-RA	DPOGS213234-PA
OG0008728	Bany_06039-RA	DPOGS213687-PA
OG0008729	Bany_15004-RA	DPOGS204585-PA
OG0008730	Bany_10041-RA	DPOGS210029-PA
OG0008731	Bany_08103-RA	DPOGS210872-PA
OG0008732	Bany_12734-RA	DPOGS203880-PA
OG0008733	Bany_11328-RA	DPOGS207533-PA
OG0008734	Bany_06717-RA	DPOGS206238-PA
OG0008735	Bany_17530-RA	DPOGS208592-PA
OG0008736	Bany_13207-RA	DPOGS211372-PA
OG0008737	Bany_00223-RA, Bany_00222-RA	DPOGS213059-PA
OG0008738	Bany_01112-RA	DPOGS214540-PA
OG0008739	Bany_15627-RA	DPOGS205290-PA
OG0008740	Bany_07318-RA	DPOGS200092-PA
OG0008741	Bany_16280-RA	DPOGS209281-PA
OG0008742	Bany_09522-RA	DPOGS211304-PA
OG0008743	Bany_15629-RA	DPOGS205289-PA
OG0008744	Bany_17122-RA	DPOGS207671-PA
OG0008745	Bany_09524-RA	DPOGS211327-PA
OG0008746	Bany_09525-RA	DPOGS211302-PA
OG0008747	Bany_07321-RA	DPOGS200091-PA
OG0008748	Bany_01120-RA	DPOGS201805-PA
OG0008749	Bany_00228-RA	DPOGS213142-PA
OG0008750	Bany_01121-RA	DPOGS201806-PA
OG0008751	Bany_00229-RA	DPOGS213141-PA
OG0008752	Bany_17127-RA	DPOGS207675-PA
OG0008753	Bany_06043-RA	DPOGS213677-PA
OG0008754	Bany_07326-RA	DPOGS207197-PA
OG0008755	Bany_02827-RA	DPOGS212110-PA
OG0008756	Bany_10044-RA	DPOGS203274-PA
OG0008757	Bany_17134-RA	DPOGS207678-PA
OG0008758	Bany_06048-RA	DPOGS213694-PA
OG0008759	Bany_06052-RA	DPOGS213695-PA
OG0008760	Bany_17144-RA	DPOGS209778-PA
OG0008761	Bany_06741-RA	DPOGS209089-PA
OG0008762	Bany_17145-RA	DPOGS209770-PA
OG0008763	Bany_16291-RA	DPOGS203062-PA
OG0008764	Bany_06742-RA	DPOGS209098-PA
OG0008765	Bany_06060-RA	DPOGS213669-PA
OG0008766	Bany_10810-RA	DPOGS210968-PA
OG0008767	Bany_01128-RA	DPOGS207163-PA
OG0008768	Bany_10811-RA	DPOGS210967-PA
OG0008769	Bany_13227-RA	DPOGS211345-PA
OG0008770	Bany_01132-RA	DPOGS201790-PA
OG0008771	Bany_12763-RA	DPOGS205219-PA
OG0008772	Bany_16628-RA	DPOGS213761-PA
OG0008773	Bany_06063-RA	DPOGS213665-PA
OG0008774	Bany_13228-RA	DPOGS211346-PA
OG0008775	Bany_13229-RA	DPOGS211347-PA
OG0008777	Bany_12766-RA	DPOGS205217-PA
OG0008778	Bany_06070-RA	DPOGS213704-PA
OG0008779	Bany_17160-RA	DPOGS205008-PA
OG0008780	Bany_17163-RA	DPOGS204969-PA
OG0008782	Bany_02838-RA	DPOGS212145-PA
OG0008783	Bany_00241-RA	DPOGS213066-PA
OG0008784	Bany_05376-RA	DPOGS205159-PA
OG0008785	Bany_05377-RA	DPOGS205187-PA
OG0008786	Bany_07338-RA	DPOGS206805-PA
OG0008787	Bany_07339-RA	DPOGS211057-PA
OG0008788	Bany_06775-RA	DPOGS210570-PA
OG0008789	Bany_03659-RA	DPOGS214899-PA
OG0008790	Bany_17889-RA	DPOGS209105-PA
OG0008791	Bany_12792-RA	DPOGS209346-PA
OG0008792	Bany_10064-RA	DPOGS203265-PA
OG0008793	Bany_02109-RA	DPOGS213479-PA
OG0008794	Bany_02849-RA	DPOGS212120-PA
OG0008795	Bany_10065-RA	DPOGS203264-PA
OG0008796	Bany_15640-RA	DPOGS205283-PA
OG0008797	Bany_00249-RA	DPOGS213071-PA
OG0008798	Bany_14475-RA	DPOGS208442-PA
OG0008799	Bany_02859-RA	DPOGS212136-PA
OG0008800	Bany_13250-RA	DPOGS207887-PA
OG0008802	Bany_15037-RA	DPOGS202506-PA
OG0008803	Bany_03667-RA, Bany_03668-RA	DPOGS201353-PA
OG0008804	Bany_03669-RA	DPOGS211363-PA
OG0008805	Bany_13257-RA	DPOGS207889-PA
OG0008806	Bany_00250-RA	DPOGS213129-PA, DPOGS213130-PA
OG0008807	Bany_02115-RA	DPOGS213473-PA
OG0008808	Bany_02867-RA	DPOGS212132-PA
OG0008809	Bany_13825-RA	DPOGS214798-PA
OG0008810	Bany_00255-RA	DPOGS213127-PA
OG0008811	Bany_06102-RA	DPOGS208541-PA
OG0008812	Bany_01151-RA	DPOGS212707-PA
OG0008813	Bany_09544-RA	DPOGS214720-PA
OG0008814	Bany_15641-RA	DPOGS205281-PA
OG0008815	Bany_02872-RA	DPOGS201946-PA
OG0008816	Bany_17546-RA	DPOGS208626-PA, DPOGS208625-PA
OG0008817	Bany_13268-RA	DPOGS207867-PA
OG0008818	Bany_16652-RA	DPOGS216131-PA
OG0008819	Bany_08822-RA	DPOGS209759-PA
OG0008820	Bany_10076-RA	DPOGS215893-PA
OG0008821	Bany_13271-RA	DPOGS207894-PA
OG0008822	Bany_00257-RA	DPOGS213075-PA
OG0008823	Bany_10825-RA	DPOGS210960-PA
OG0008824	Bany_10077-RA	DPOGS215894-PA
OG0008825	Bany_03681-RA	DPOGS201342-PA
OG0008826	Bany_03682-RA	DPOGS201341-PA
OG0008827	Bany_11375-RA	DPOGS214666-PA
OG0008828	Bany_10078-RA	DPOGS215896-PA
OG0008829	Bany_11377-RA	DPOGS214665-PA
OG0008830	Bany_11379-RA	DPOGS214670-PA
OG0008831	Bany_08838-RA	DPOGS209765-PA
OG0008832	Bany_13829-RA	DPOGS214801-PA
OG0008833	Bany_06119-RA	DPOGS208492-PA
OG0008834	Bany_12822-RA	DPOGS205194-PA
OG0008835	Bany_02880-RA	DPOGS208109-PA
OG0008836	Bany_02136-RA	DPOGS213470-PA
OG0008837	Bany_00265-RA	DPOGS213078-PA, DPOGS213080-PA
OG0008838	Bany_08157-RA	DPOGS205892-PA
OG0008839	Bany_17199-RA	DPOGS207316-PA
OG0008840	Bany_08158-RA	DPOGS205893-PA
OG0008841	Bany_08159-RA	DPOGS205919-PA
OG0008842	Bany_14495-RA	DPOGS208434-PA
OG0008843	Bany_13838-RA	DPOGS213509-PA
OG0008844	Bany_08166-RA	DPOGS205891-PA
OG0008845	Bany_13842-RA	DPOGS213623-PA
OG0008846	Bany_11400-RA	DPOGS215943-PA
OG0008847	Bany_10104-RA	DPOGS215914-PA
OG0008848	Bany_08856-RA	DPOGS201682-PA
OG0008849	Bany_10105-RA	DPOGS215915-PA
OG0008850	Bany_15069-RA	DPOGS204813-PA
OG0008851	Bany_09562-RA	DPOGS214623-PA
OG0008852	Bany_13848-RA	DPOGS213617-PA
OG0008853	Bany_10110-RA	DPOGS215919-PA
OG0008854	Bany_06802-RA	DPOGS203636-PA
OG0008855	Bany_16375-RA	DPOGS209865-PA
OG0008856	Bany_05411-RA	DPOGS211878-PA
OG0008857	Bany_15071-RA	DPOGS204823-PA
OG0008858	Bany_11412-RA	DPOGS210437-PA
OG0008859	Bany_11413-RA	DPOGS210459-PA
OG0008860	Bany_06808-RA	DPOGS203858-PA
OG0008861	Bany_08868-RA	DPOGS201677-PA
OG0008862	Bany_05415-RA	DPOGS211946-PA
OG0008863	Bany_08871-RA	DPOGS206470-PA
OG0008864	Bany_13862-RA	DPOGS213518-PA
OG0008865	Bany_17921-RA	DPOGS210267-PA
OG0008866	Bany_14501-RA	DPOGS215476-PA
OG0008867	Bany_03733-RA, Bany_03728-RA	DPOGS211119-PA
OG0008868	Bany_07372-RA	DPOGS201369-PA
OG0008869	Bany_12014-RA	DPOGS211284-PA
OG0008870	Bany_02894-RA	DPOGS208116-PA
OG0008871	Bany_06811-RA	DPOGS213858-PA
OG0008872	Bany_15653-RA	DPOGS203200-PA
OG0008873	Bany_16385-RA	DPOGS202747-PA
OG0008874	Bany_16386-RA	DPOGS205428-PA
OG0008875	Bany_03736-RA	DPOGS211182-PA
OG0008876	Bany_16388-RA	DPOGS205429-PA
OG0008877	Bany_06814-RA	DPOGS207518-PA
OG0008878	Bany_12870-RA	DPOGS205197-PA, DPOGS205198-PA
OG0008879	Bany_12021-RA, Bany_12023-RA	DPOGS211282-PA
OG0008880	Bany_12873-RA	DPOGS205241-PA
OG0008881	Bany_10120-RA	DPOGS215868-PA
OG0008882	Bany_06156-RA	DPOGS208476-PA
OG0008883	Bany_08187-RA	DPOGS203249-PA
OG0008884	Bany_12876-RA	DPOGS205202-PA
OG0008885	Bany_00308-RA	DPOGS213094-PA
OG0008886	Bany_00310-RA	DPOGS213095-PA
OG0008889	Bany_07384-RA	DPOGS201378-PA
OG0008890	Bany_13877-RA	DPOGS213606-PA
OG0008891	Bany_07385-RA	DPOGS201377-PA
OG0008892	Bany_15078-RA	DPOGS204828-PA
OG0008893	Bany_16400-RA	DPOGS204907-PA, DPOGS204908-PA
OG0008894	Bany_06165-RA	DPOGS208566-PA
OG0008895	Bany_06167-RA	DPOGS208568-PA
OG0008896	Bany_10853-RA	DPOGS210952-PA
OG0008897	Bany_05434-RA	DPOGS211956-PA
OG0008898	Bany_07388-RA	DPOGS201375-PA
OG0008899	Bany_10857-RA	DPOGS211016-PA
OG0008900	Bany_06168-RA	DPOGS208471-PA
OG0008901	Bany_08894-RA	DPOGS207773-PA
OG0008902	Bany_10859-RA	DPOGS211018-PA
OG0008903	Bany_10860-RA	DPOGS211019-PA
OG0008904	Bany_00324-RA	DPOGS213100-PA
OG0008905	Bany_10862-RA	DPOGS210948-PA
OG0008906	Bany_00325-RA	DPOGS213099-PA
OG0008907	Bany_15673-RA	DPOGS209220-PA
OG0008908	Bany_09588-RA, Bany_09589-RA	DPOGS204188-PA
OG0008909	Bany_10867-RA	DPOGS211021-PA
OG0008910	Bany_02912-RA	DPOGS213819-PA
OG0008911	Bany_03749-RA	DPOGS211188-PA
OG0008912	Bany_05441-RA	DPOGS211965-PA
OG0008913	Bany_14517-RA	DPOGS215483-PA
OG0008914	Bany_15088-RA	DPOGS204807-PA
OG0008915	Bany_12041-RA	DPOGS201250-PA
OG0008916	Bany_08902-RA	DPOGS207776-PA
OG0008917	Bany_04625-RA	DPOGS215615-PA
OG0008918	Bany_04626-RA	DPOGS215616-PA
OG0008919	Bany_17943-RA	DPOGS200235-PA
OG0008920	Bany_11450-RA	DPOGS210431-PA
OG0008921	Bany_05450-RA	DPOGS211854-PA
OG0008922	Bany_10133-RA	DPOGS215863-PA
OG0008923	Bany_02176-RA	DPOGS213420-PA
OG0008924	Bany_12045-RA	DPOGS201235-PA
OG0008928	Bany_13292-RA	DPOGS206647-PA
OG0008929	Bany_17950-RA	DPOGS200248-PA
OG0008930	Bany_06190-RA	DPOGS208461-PA
OG0008932	Bany_17953-RA	DPOGS200247-PA
OG0008933	Bany_16677-RA	DPOGS213250-PA
OG0008934	Bany_14534-RA	DPOGS215493-PA
OG0008935	Bany_12050-RA	DPOGS201231-PA
OG0008936	Bany_14536-RA	DPOGS215458-PA
OG0008937	Bany_11463-RA	DPOGS210428-PA
OG0008938	Bany_13296-RA	DPOGS206645-PA
OG0008939	Bany_04639-RA	DPOGS215795-PA
OG0008940	Bany_16427-RA, Bany_16430-RA	DPOGS214609-PA, DPOGS214608-PA
OG0008942	Bany_06859-RA	DPOGS212524-PA
OG0008943	Bany_08914-RA	DPOGS204546-PA
OG0008944	Bany_07453-RA, Bany_16682-RA	DPOGS213242-PA
OG0008945	Bany_14542-RA	DPOGS216042-PA
OG0008946	Bany_11466-RA	DPOGS210426-PA
OG0008947	Bany_08915-RA	DPOGS204544-PA
OG0008948	Bany_16683-RA	DPOGS213254-PA
OG0008949	Bany_00342-RA	DPOGS204382-PA
OG0008950	Bany_00343-RA	DPOGS204505-PA
OG0008951	Bany_08917-RA	DPOGS204543-PA
OG0008952	Bany_00344-RA	DPOGS204504-PA
OG0008953	Bany_13304-RA	DPOGS206667-PA
OG0008954	Bany_11467-RA	DPOGS210472-PA
OG0008955	Bany_12056-RA	DPOGS201254-PA
OG0008956	Bany_06197-RA	DPOGS208458-PA
OG0008957	Bany_01204-RA	DPOGS203103-PA
OG0008959	Bany_12937-RA	DPOGS200658-PA
OG0008960	Bany_13909-RA	DPOGS213593-PA
OG0008961	Bany_11472-RA	DPOGS210476-PA
OG0008962	Bany_01217-RA	DPOGS205969-PA
OG0008963	Bany_15091-RA	DPOGS205404-PA
OG0008964	Bany_06200-RA	DPOGS208584-PA
OG0008965	Bany_09605-RA	DPOGS204173-PA
OG0008966	Bany_14561-RA	DPOGS200414-PA, DPOGS200413-PA
OG0008967	Bany_14562-RA	DPOGS200439-PA
OG0008968	Bany_09606-RA	DPOGS204174-PA
OG0008969	Bany_03782-RA	DPOGS211103-PA
OG0008971	Bany_14563-RA	DPOGS200416-PA
OG0008972	Bany_02928-RA	DPOGS213804-PA
OG0008973	Bany_02930-RA	DPOGS213805-PA
OG0008974	Bany_13311-RA	DPOGS210018-PA
OG0008975	Bany_15094-RA	DPOGS205406-PA
OG0008976	Bany_16697-RA	DPOGS213260-PA
OG0008977	Bany_15096-RA	DPOGS205398-PA
OG0008979	Bany_04662-RA	DPOGS201753-PA
OG0008980	Bany_04663-RA	DPOGS201754-PA
OG0008981	Bany_13920-RA	DPOGS213586-PA
OG0008983	Bany_04664-RA	DPOGS203647-PA
OG0008984	Bany_02936-RA	DPOGS203056-PA
OG0008985	Bany_06874-RA	DPOGS212530-PA
OG0008986	Bany_17237-RA	DPOGS207344-PA
OG0008987	Bany_17969-RA	DPOGS210023-PA
OG0008988	Bany_17970-RA	DPOGS210025-PA
OG0008989	Bany_07465-RA, Bany_15106-RA	DPOGS205412-PA
OG0008990	Bany_10880-RA	DPOGS211570-PA
OG0008991	Bany_03794-RA	DPOGS211096-PA
OG0008992	Bany_06203-RA	DPOGS205794-PA
OG0008993	Bany_09617-RA	DPOGS200192-PA
OG0008994	Bany_03799-RA	DPOGS211091-PA
OG0008995	Bany_15114-RA	DPOGS205420-PA
OG0008996	Bany_10884-RA	DPOGS211575-PA
OG0008997	Bany_13326-RA	DPOGS210008-PA
OG0008998	Bany_12972-RA	DPOGS214455-PA
OG0008999	Bany_17978-RA	DPOGS210019-PA
OG0009000	Bany_11494-RA	DPOGS209129-PA
OG0009001	Bany_13328-RA	DPOGS205477-PA
OG0009002	Bany_07454-RA	DPOGS213251-PA
OG0009003	Bany_13329-RA	DPOGS205463-PA
OG0009005	Bany_02943-RA	DPOGS203053-PA
OG0009006	Bany_10166-RA	DPOGS200919-PA
OG0009007	Bany_15119-RA	DPOGS205390-PA
OG0009008	Bany_15120-RA	DPOGS205423-PA
OG0009009	Bany_15122-RA	DPOGS201073-PA
OG0009010	Bany_13933-RA	DPOGS213580-PA
OG0009011	Bany_06217-RA	DPOGS205027-PA
OG0009012	Bany_15124-RA	DPOGS201086-PA
OG0009013	Bany_02958-RA	DPOGS203046-PA
OG0009014	Bany_02959-RA	DPOGS203049-PA
OG0009015	Bany_02960-RA	DPOGS203048-PA
OG0009016	Bany_01253-RA	DPOGS207069-PA, DPOGS207068-PA
OG0009017	Bany_08948-RA	DPOGS206467-PA
OG0009018	Bany_17988-RA	DPOGS204798-PA
OG0009019	Bany_07462-RA	DPOGS209677-PA
OG0009020	Bany_02963-RA	DPOGS206120-PA
OG0009021	Bany_00375-RA	DPOGS204395-PA
OG0009022	Bany_10180-RA	DPOGS207954-PA
OG0009023	Bany_17251-RA	DPOGS200939-PA
OG0009024	Bany_10182-RA	DPOGS207953-PA
OG0009025	Bany_06225-RA	DPOGS205791-PA
OG0009026	Bany_03818-RA	DPOGS211079-PA
OG0009027	Bany_12986-RA	DPOGS214451-PA
OG0009028	Bany_13943-RA	DPOGS213553-PA
OG0009029	Bany_14572-RA	DPOGS200424-PA
OG0009030	Bany_14573-RA	DPOGS200433-PA
OG0009031	Bany_07467-RA	DPOGS201389-PA
OG0009032	Bany_17257-RA	DPOGS212055-PA
OG0009033	Bany_10187-RA	DPOGS207948-PA
OG0009034	Bany_06903-RA	DPOGS201728-PA
OG0009035	Bany_14575-RA	DPOGS200432-PA
OG0009036	Bany_13343-RA	DPOGS214029-PA
OG0009037	Bany_02974-RA	DPOGS206114-PA
OG0009038	Bany_05511-RA	DPOGS215980-PA
OG0009039	Bany_07472-RA	DPOGS201395-PA
OG0009040	Bany_14577-RA	DPOGS200431-PA
OG0009041	Bany_17263-RA	DPOGS212052-PA
OG0009042	Bany_17265-RA	DPOGS212018-PA
OG0009043	Bany_08242-RA	DPOGS209267-PA
OG0009044	Bany_02975-RA	DPOGS206113-PA
OG0009045	Bany_02979-RA	DPOGS206061-PA
OG0009046	Bany_03833-RA	DPOGS211071-PA
OG0009047	Bany_13954-RA	DPOGS214812-PA
OG0009048	Bany_02980-RA	DPOGS206112-PA
OG0009049	Bany_01271-RA	DPOGS212700-PA
OG0009050	Bany_14580-RA	DPOGS207370-PA
OG0009051	Bany_05521-RA	DPOGS216009-PA
OG0009052	Bany_08247-RA	DPOGS209270-PA
OG0009053	Bany_14587-RA	DPOGS207393-PA
OG0009054	Bany_16724-RA	DPOGS215508-PA
OG0009055	Bany_15720-RA	DPOGS213729-PA
OG0009057	Bany_13346-RA	DPOGS214036-PA
OG0009058	Bany_02986-RA	DPOGS206065-PA
OG0009059	Bany_14589-RA	DPOGS207392-PA
OG0009060	Bany_10196-RA	DPOGS207942-PA
OG0009061	Bany_14590-RA	DPOGS207391-PA
OG0009062	Bany_02989-RA	DPOGS206067-PA
OG0009063	Bany_06244-RA	DPOGS205803-PA
OG0009064	Bany_01294-RA	DPOGS212749-PA
OG0009065	Bany_18010-RA	DPOGS200536-PA
OG0009066	Bany_02993-RA	DPOGS206108-PA
OG0009067	Bany_00393-RA	DPOGS204401-PA
OG0009068	Bany_10201-RA	DPOGS207965-PA
OG0009069	Bany_02994-RA	DPOGS206070-PA
OG0009070	Bany_10203-RA	DPOGS207966-PA
OG0009071	Bany_14597-RA	DPOGS207373-PA
OG0009072	Bany_04688-RA	DPOGS203840-PA
OG0009073	Bany_05529-RA	DPOGS207470-PA
OG0009074	Bany_13015-RA	DPOGS215104-PA
OG0009075	Bany_03003-RA	DPOGS206104-PA
OG0009077	Bany_06922-RA	DPOGS203629-PA
OG0009079	Bany_14605-RA	DPOGS207382-PA
OG0009080	Bany_02247-RA	DPOGS212669-PA
