Orthogroup	Bicyclus_anynana	Junonia_coenia
OG0007405	Bany_02361-RA	JC_13634-RA
OG0007406	Bany_13478-RA	JC_11128-RA
OG0007407	Bany_09787-RA	JC_12657-RA
OG0007408	Bany_17358-RA	JC_13307-RA
OG0007409	Bany_11703-RA	JC_10391-RA
OG0007410	Bany_13480-RA	JC_11131-RA
OG0007411	Bany_06359-RA	JC_09347-RA
OG0007412	Bany_09791-RA	JC_12652-RA
OG0007413	Bany_05676-RA	JC_02918-RA
OG0007414	Bany_09793-RA	JC_12650-RA
OG0007415	Bany_07636-RA	JC_01892-RA
OG0007416	Bany_09107-RA	JC_07715-RA
OG0007417	Bany_07637-RA	JC_01890-RA
OG0007418	Bany_07034-RA	JC_15364-RA
OG0007419	Bany_15296-RA	JC_05765-RA
OG0007420	Bany_10984-RA	JC_06663-RA
OG0007421	Bany_05679-RA	JC_02916-RA
OG0007422	Bany_00574-RA	JC_00411-RA
OG0007423	Bany_09110-RA	JC_07716-RA
OG0007424	Bany_07640-RA	JC_01885-RA
OG0007425	Bany_13485-RA	JC_11132-RA
OG0007426	Bany_12235-RA	JC_08988-RA
OG0007427	Bany_16850-RA	JC_13783-RA
OG0007428	Bany_06365-RA	JC_09338-RA
OG0007429	Bany_10985-RA	JC_06662-RA
OG0007430	Bany_17362-RA	JC_13315-RA
OG0007431	Bany_04843-RA	JC_01294-RA
OG0007432	Bany_17363-RA	JC_13316-RA
OG0007433	Bany_07643-RA	JC_01882-RA
OG0007434	Bany_15301-RA	JC_05773-RA
OG0007435	Bany_17366-RA	JC_13317-RA
OG0007436	Bany_07647-RA	JC_01881-RA
OG0007437	Bany_08391-RA	JC_03230-RA
OG0007438	Bany_15303-RA	JC_05775-RA
OG0007439	Bany_17368-RA	JC_13318-RA
OG0007440	Bany_15868-RA	JC_05217-RA
OG0007441	Bany_07040-RA, Bany_09141-RA, Bany_04968-RA	JC_16612-RA, JC_16684-RA
OG0007442	Bany_12236-RA	JC_08989-RA
OG0007443	Bany_15869-RA	JC_05216-RA
OG0007444	Bany_12237-RA	JC_13112-RA
OG0007445	Bany_10355-RA	JC_04841-RA
OG0007446	Bany_17370-RA	JC_13320-RA
OG0007447	Bany_07653-RA	JC_01876-RA
OG0007448	Bany_15871-RA	JC_05215-RA
OG0007449	Bany_14742-RA	JC_10951-RA
OG0007451	Bany_04851-RA	JC_01308-RA
OG0007452	Bany_12241-RA	JC_08991-RA
OG0007453	Bany_07654-RA	JC_01874-RA
OG0007454	Bany_07655-RA	JC_01873-RA
OG0007455	Bany_10357-RA	JC_04835-RA
OG0007456	Bany_15874-RA	JC_05213-RA
OG0007457	Bany_06370-RA	JC_09335-RA
OG0007458	Bany_06371-RA	JC_09333-RA
OG0007459	Bany_10359-RA	JC_04833-RA
OG0007460	Bany_07660-RA	JC_01870-RA
OG0007461	Bany_13487-RA	JC_11133-RA
OG0007462	Bany_03165-RA	JC_03896-RA
OG0007463	Bany_07664-RA	JC_01868-RA
OG0007464	Bany_04856-RA	JC_01311-RA
OG0007465	Bany_10363-RA	JC_04829-RA
OG0007466	Bany_00584-RA	JC_00424-RA
OG0007467	Bany_04858-RA	JC_01313-RA
OG0007468	Bany_04859-RA	JC_01314-RA
OG0007470	Bany_00587-RA	JC_00426-RA
OG0007471	Bany_15875-RA	JC_05209-RA
OG0007472	Bany_12246-RA	JC_08992-RA
OG0007473	Bany_15878-RA	JC_05204-RA
OG0007474	Bany_12247-RA	JC_08993-RA
OG0007475	Bany_12248-RA	JC_08994-RA
OG0007476	Bany_00589-RA	JC_00430-RA
OG0007477	Bany_16871-RA	JC_13796-RA
OG0007478	Bany_09123-RA	JC_07731-RA
OG0007479	Bany_14061-RA	JC_07076-RA
OG0007480	Bany_04866-RA	JC_01053-RA
OG0007481	Bany_07044-RA	JC_15374-RA
OG0007483	Bany_17378-RA	JC_13323-RA
OG0007484	Bany_13490-RA	JC_11137-RA
OG0007485	Bany_07668-RA	JC_01865-RA
OG0007486	Bany_14062-RA	JC_07072-RA
OG0007488	Bany_04870-RA	JC_01056-RA
OG0007489	Bany_09127-RA	JC_07737-RA
OG0007490	Bany_14751-RA	JC_10957-RA
OG0007491	Bany_00593-RA	JC_00436-RA
OG0007492	Bany_17383-RA	JC_13325-RA
OG0007493	Bany_13492-RA	JC_11142-RA
OG0007494	Bany_04875-RA	JC_01061-RA
OG0007495	Bany_14070-RA	JC_06999-RA
OG0007498	Bany_00597-RA	JC_00440-RA
OG0007499	Bany_07049-RA	JC_15379-RA
OG0007500	Bany_00599-RA	JC_00312-RA
OG0007501	Bany_14760-RA	JC_10962-RA
OG0007502	Bany_00600-RA	JC_00311-RA
OG0007503	Bany_09802-RA	JC_12645-RA
OG0007504	Bany_04879-RA	JC_01065-RA
OG0007505	Bany_08402-RA	JC_03216-RA
OG0007507	Bany_09804-RA	JC_12642-RA
OG0007508	Bany_09134-RA	JC_07747-RA
OG0007509	Bany_17393-RA	JC_13335-RA
OG0007510	Bany_07671-RA	JC_01862-RA
OG0007511	Bany_09135-RA	JC_07748-RA
OG0007512	Bany_14761-RA	JC_10963-RA
OG0007513	Bany_08404-RA	JC_03211-RA
OG0007514	Bany_09136-RA	JC_07749-RA
OG0007515	Bany_07054-RA	JC_15383-RA
OG0007516	Bany_09807-RA	JC_12638-RA
OG0007517	Bany_01532-RA, Bany_01533-RA	JC_12070-RA
OG0007518	Bany_09138-RA	JC_07751-RA
OG0007520	Bany_09809-RA	JC_12636-RA
OG0007521	Bany_00608-RA	JC_00299-RA
OG0007522	Bany_12257-RA	JC_09009-RA
OG0007523	Bany_00610-RA	JC_00298-RA
OG0007524	Bany_12258-RA	JC_09010-RA
OG0007525	Bany_14764-RA	JC_10967-RA
OG0007526	Bany_04880-RA	JC_01066-RA
OG0007527	Bany_02386-RA	JC_13608-RA, JC_13610-RA, JC_06363-RA
OG0007528	Bany_15887-RA	JC_05197-RA
OG0007529	Bany_03998-RA	JC_08389-RA
OG0007530	Bany_03999-RA	JC_08388-RA
OG0007531	Bany_07680-RA	JC_01857-RA
OG0007532	Bany_04001-RA	JC_08386-RA
OG0007533	Bany_09143-RA	JC_07753-RA
OG0007534	Bany_04002-RA	JC_08385-RA
OG0007535	Bany_04003-RA	JC_08384-RA
OG0007536	Bany_04007-RA	JC_08382-RA
OG0007537	Bany_08410-RA	JC_03206-RA
OG0007538	Bany_15316-RA	JC_05790-RA
OG0007539	Bany_04008-RA	JC_08381-RA
OG0007540	Bany_04009-RA	JC_08379-RA
OG0007541	Bany_16918-RA	JC_13856-RA
OG0007542	Bany_09146-RA	JC_07754-RA, JC_07755-RA
OG0007543	Bany_02388-RA	JC_13580-RA
OG0007544	Bany_04010-RA	JC_08377-RA
OG0007545	Bany_00617-RA	JC_00292-RA
OG0007546	Bany_04013-RA	JC_08373-RA
OG0007547	Bany_04014-RA	JC_08372-RA
OG0007548	Bany_08415-RA	JC_03199-RA
OG0007549	Bany_03180-RA	JC_04161-RA
OG0007550	Bany_04016-RA	JC_08369-RA
OG0007551	Bany_08416-RA	JC_03196-RA
OG0007552	Bany_07063-RA	JC_15507-RA
OG0007553	Bany_07064-RA	JC_15508-RA
OG0007554	Bany_15891-RA	JC_05193-RA
OG0007555	Bany_07065-RA	JC_15506-RA
OG0007556	Bany_16921-RA	JC_13850-RA
OG0007557	Bany_01540-RA	JC_12077-RA
OG0007558	Bany_04883-RA	JC_01067-RA
OG0007559	Bany_11740-RA	JC_10451-RA
OG0007560	Bany_12265-RA	JC_09020-RA
OG0007561	Bany_15892-RA	JC_05194-RA
OG0007562	Bany_11741-RA	JC_10450-RA
OG0007563	Bany_12266-RA	JC_09021-RA
OG0007564	Bany_14094-RA	JC_07028-RA
OG0007565	Bany_14095-RA	JC_07030-RA
OG0007566	Bany_08417-RA	JC_03191-RA
OG0007567	Bany_07067-RA	JC_15429-RA
OG0007568	Bany_15895-RA	JC_05189-RA
OG0007569	Bany_08419-RA	JC_02600-RA
OG0007571	Bany_14096-RA	JC_07031-RA
OG0007572	Bany_05685-RA	JC_02913-RA
OG0007573	Bany_09828-RA	JC_12621-RA
OG0007574	Bany_04021-RA	JC_08430-RA
OG0007575	Bany_05686-RA	JC_02912-RA
OG0007576	Bany_04022-RA	JC_08431-RA
OG0007577	Bany_11749-RA	JC_10446-RA
OG0007578	Bany_11002-RA	JC_06649-RA
OG0007579	Bany_11753-RA	JC_10445-RA
OG0007580	Bany_11754-RA	JC_10444-RA
OG0007581	Bany_00626-RA	JC_00283-RA
OG0007582	Bany_05690-RA	JC_02896-RA
OG0007583	Bany_11756-RA	JC_10443-RA
OG0007584	Bany_14103-RA	JC_07036-RA
OG0007585	Bany_15327-RA	JC_05802-RA
OG0007586	Bany_09833-RA	JC_12617-RA
OG0007587	Bany_05691-RA	JC_02895-RA
OG0007588	Bany_06388-RA	JC_09316-RA
OG0007589	Bany_04027-RA	JC_08436-RA
OG0007590	Bany_05692-RA	JC_02891-RA
OG0007591	Bany_14104-RA	JC_07038-RA
OG0007592	Bany_05693-RA	JC_02893-RA
OG0007593	Bany_04028-RA	JC_08437-RA
OG0007594	Bany_12273-RA	JC_09027-RA
OG0007595	Bany_14105-RA	JC_07039-RA
OG0007596	Bany_04029-RA	JC_08438-RA
OG0007597	Bany_05694-RA	JC_02892-RA
OG0007598	Bany_15328-RA	JC_05803-RA
OG0007599	Bany_05696-RA	JC_02886-RA
OG0007600	Bany_15329-RA	JC_05804-RA
OG0007601	Bany_12275-RA	JC_09029-RA
OG0007602	Bany_10379-RA	JC_04819-RA
OG0007603	Bany_09836-RA	JC_12571-RA
OG0007604	Bany_09150-RA	JC_07758-RA
OG0007605	Bany_09837-RA	JC_12573-RA
OG0007606	Bany_05698-RA	JC_02889-RA
OG0007607	Bany_05699-RA	JC_02885-RA
OG0007608	Bany_09839-RA	JC_12574-RA
OG0007609	Bany_05700-RA	JC_02884-RA
OG0007610	Bany_09151-RA	JC_07761-RA
OG0007611	Bany_12278-RA	JC_09032-RA
OG0007612	Bany_04030-RA	JC_08440-RA
OG0007613	Bany_06389-RA	JC_09314-RA
OG0007614	Bany_01556-RA	JC_11744-RA
OG0007615	Bany_11005-RA	JC_06648-RA
OG0007616	Bany_10385-RA	JC_04814-RA
OG0007617	Bany_09152-RA	JC_07762-RA
OG0007618	Bany_10386-RA	JC_04813-RA
OG0007619	Bany_09155-RA	JC_07764-RA
OG0007620	Bany_14116-RA	JC_07053-RA
OG0007621	Bany_14794-RA	JC_10991-RA
OG0007622	Bany_09156-RA	JC_07768-RA
OG0007623	Bany_06391-RA	JC_09312-RA
OG0007624	Bany_04033-RA	JC_08443-RA
OG0007625	Bany_09849-RA	JC_12583-RA
OG0007626	Bany_11008-RA	JC_06643-RA, JC_06644-RA
OG0007627	Bany_04035-RA	JC_08448-RA
OG0007628	Bany_09850-RA	JC_12584-RA
OG0007629	Bany_09851-RA	JC_12585-RA
OG0007630	Bany_02395-RA	JC_13557-RA
OG0007631	Bany_07691-RA	JC_01850-RA
OG0007632	Bany_09157-RA	JC_07770-RA
OG0007633	Bany_04040-RA	JC_08452-RA
OG0007634	Bany_15333-RA	JC_05807-RA
OG0007635	Bany_07692-RA	JC_01848-RA
OG0007636	Bany_15335-RA	JC_05808-RA
OG0007637	Bany_01562-RA	JC_11752-RA
OG0007638	Bany_15336-RA	JC_05810-RA
OG0007639	Bany_15905-RA	JC_05182-RA
OG0007640	Bany_09853-RA	JC_12588-RA
OG0007641	Bany_01564-RA	JC_11754-RA
OG0007642	Bany_10387-RA	JC_04811-RA
OG0007643	Bany_07694-RA	JC_01846-RA
OG0007644	Bany_00637-RA	JC_00272-RA
OG0007645	Bany_14806-RA	JC_10998-RA
OG0007646	Bany_14130-RA	JC_07061-RA
OG0007647	Bany_07076-RA	JC_15494-RA
OG0007648	Bany_07696-RA	JC_01844-RA
OG0007649	Bany_14133-RA	JC_07064-RA
OG0007650	Bany_15338-RA	JC_05817-RA
OG0007651	Bany_15339-RA	JC_05820-RA
OG0007652	Bany_14809-RA	JC_11002-RA
OG0007653	Bany_04899-RA	JC_01080-RA
OG0007655	Bany_07077-RA	JC_15495-RA
OG0007656	Bany_12283-RA	JC_09035-RA
OG0007657	Bany_04046-RA	JC_08458-RA
OG0007658	Bany_12284-RA	JC_09036-RA
OG0007659	Bany_13508-RA	JC_11114-RA
OG0007660	Bany_07079-RA	JC_15473-RA
OG0007661	Bany_04050-RA	JC_08461-RA
OG0007662	Bany_09868-RA	JC_12598-RA
OG0007663	Bany_07081-RA	JC_15471-RA
OG0007664	Bany_04051-RA	JC_08462-RA
OG0007665	Bany_15907-RA	JC_05180-RA
OG0007666	Bany_04052-RA	JC_08463-RA
OG0007667	Bany_07698-RA	JC_01841-RA
OG0007668	Bany_04906-RA	JC_01095-RA
OG0007669	Bany_14136-RA	JC_07065-RA
OG0007670	Bany_07083-RA	JC_15469-RA
OG0007671	Bany_14138-RA	JC_07066-RA
OG0007672	Bany_07084-RA	JC_15468-RA
OG0007673	Bany_09871-RA	JC_12600-RA
OG0007674	Bany_04053-RA	JC_08465-RA
OG0007675	Bany_07700-RA	JC_01839-RA
OG0007676	Bany_07701-RA	JC_01838-RA
OG0007677	Bany_14139-RA	JC_07068-RA
OG0007678	Bany_09872-RA	JC_12601-RA
OG0007679	Bany_04908-RA	JC_01100-RA
OG0007680	Bany_07086-RA	JC_15467-RA
OG0007681	Bany_04054-RA	JC_08466-RA
OG0007682	Bany_14140-RA	JC_06995-RA
OG0007683	Bany_14141-RA	JC_06994-RA
OG0007684	Bany_11013-RA	JC_06639-RA
OG0007685	Bany_10389-RA	JC_04921-RA
OG0007686	Bany_07702-RA	JC_01837-RA
OG0007687	Bany_10390-RA	JC_04922-RA
OG0007688	Bany_11014-RA	JC_06638-RA
OG0007689	Bany_11017-RA	JC_06632-RA
OG0007690	Bany_16922-RA	JC_13849-RA
OG0007691	Bany_15920-RA	JC_05085-RA
OG0007692	Bany_15353-RA	JC_05837-RA
OG0007693	Bany_11766-RA	JC_10430-RA
OG0007694	Bany_14151-RA	JC_06982-RA
OG0007695	Bany_15925-RA	JC_05088-RA
OG0007696	Bany_11021-RA	JC_06630-RA, JC_10609-RA
OG0007697	Bany_07705-RA	JC_01800-RA
OG0007698	Bany_14154-RA	JC_07200-RA
OG0007699	Bany_14156-RA	JC_15675-RA, JC_06772-RA
OG0007700	Bany_14157-RA	JC_07202-RA
OG0007702	Bany_11024-RA	JC_06627-RA
OG0007703	Bany_04956-RA	JC_00845-RA
OG0007704	Bany_09885-RA	JC_12603-RA
OG0007705	Bany_12302-RA	JC_15430-RA
OG0007706	Bany_02405-RA	JC_13550-RA
OG0007708	Bany_07707-RA, Bany_03346-RA	JC_04315-RA
OG0007709	Bany_15937-RA	JC_05095-RA
OG0007710	Bany_09889-RA	JC_12273-RA
OG0007711	Bany_07708-RA	JC_01833-RA
OG0007712	Bany_14821-RA	JC_11039-RA
OG0007713	Bany_06396-RA	JC_09307-RA
OG0007714	Bany_09892-RA	JC_12276-RA
OG0007715	Bany_01588-RA	JC_11768-RA
OG0007716	Bany_07096-RA	JC_15456-RA
OG0007717	Bany_11028-RA	JC_06624-RA
OG0007719	Bany_01591-RA	JC_11771-RA
OG0007720	Bany_01592-RA	JC_11770-RA
OG0007721	Bany_07097-RA	JC_15454-RA
OG0007722	Bany_07098-RA	JC_15455-RA
OG0007723	Bany_00660-RA	JC_00255-RA
OG0007724	Bany_00661-RA	JC_00254-RA
OG0007725	Bany_11029-RA	JC_06623-RA
OG0007726	Bany_06410-RA	JC_09291-RA
OG0007727	Bany_11030-RA	JC_06622-RA
OG0007728	Bany_15355-RA	JC_05838-RA
OG0007729	Bany_06412-RA	JC_09292-RA
OG0007730	Bany_15356-RA	JC_05839-RA
OG0007731	Bany_07100-RA	JC_15453-RA
OG0007732	Bany_04065-RA	JC_08478-RA
OG0007733	Bany_06413-RA	JC_09293-RA
OG0007734	Bany_01600-RA	JC_11781-RA
OG0007735	Bany_04916-RA	JC_01101-RA
OG0007736	Bany_09185-RA	JC_07785-RA
OG0007737	Bany_02408-RA	JC_13545-RA
OG0007738	Bany_04070-RA	JC_08483-RA
OG0007739	Bany_11036-RA	JC_06618-RA
OG0007740	Bany_15361-RA	JC_05841-RA
OG0007741	Bany_10403-RA	JC_04940-RA
OG0007742	Bany_06416-RA	JC_09298-RA
OG0007743	Bany_10404-RA	JC_04941-RA
OG0007744	Bany_07711-RA	JC_01830-RA
OG0007745	Bany_10405-RA	JC_04942-RA
OG0007746	Bany_15363-RA	JC_05843-RA
OG0007747	Bany_15954-RA	JC_05110-RA
OG0007748	Bany_06418-RA	JC_09299-RA
OG0007749	Bany_15365-RA	JC_05846-RA
OG0007750	Bany_12312-RA	JC_09058-RA
OG0007751	Bany_02409-RA	JC_13544-RA
OG0007752	Bany_02411-RA	JC_13542-RA
OG0007753	Bany_06420-RA	JC_09287-RA
OG0007754	Bany_06421-RA	JC_09286-RA
OG0007755	Bany_15366-RA	JC_05847-RA
OG0007756	Bany_02415-RA	JC_13540-RA
OG0007757	Bany_11041-RA	JC_06610-RA
OG0007758	Bany_04918-RA	JC_01102-RA
OG0007759	Bany_13520-RA	JC_11049-RA
OG0007760	Bany_08453-RA	JC_03147-RA
OG0007761	Bany_03213-RA	JC_04192-RA
OG0007762	Bany_12315-RA	JC_09060-RA
OG0007763	Bany_15373-RA	JC_05849-RA
OG0007764	Bany_00667-RA	JC_00244-RA
OG0007765	Bany_10408-RA	JC_04946-RA
OG0007766	Bany_06426-RA	JC_09280-RA
OG0007767	Bany_00668-RA	JC_00243-RA
OG0007768	Bany_13528-RA	JC_11054-RA
OG0007769	Bany_13529-RA	JC_11055-RA
OG0007770	Bany_04921-RA	JC_01104-RA
OG0007771	Bany_13530-RA	JC_11056-RA
OG0007772	Bany_12317-RA	JC_09061-RA
OG0007773	Bany_10416-RA	JC_04954-RA
OG0007774	Bany_08454-RA	JC_03146-RA
OG0007776	Bany_02423-RA	JC_13535-RA
OG0007777	Bany_08456-RA	JC_03145-RA
OG0007778	Bany_02425-RA	JC_13534-RA
OG0007779	Bany_14842-RA	JC_11033-RA
OG0007780	Bany_11052-RA	JC_06597-RA
OG0007781	Bany_15976-RA	JC_05129-RA
OG0007782	Bany_01608-RA	JC_11789-RA
OG0007783	Bany_10419-RA	JC_04956-RA
OG0007784	Bany_11799-RA	JC_10429-RA
OG0007785	Bany_01610-RA	JC_11790-RA
OG0007786	Bany_11801-RA	JC_10427-RA
OG0007788	Bany_01611-RA	JC_11791-RA
OG0007789	Bany_11802-RA	JC_10426-RA
OG0007790	Bany_14172-RA	JC_07215-RA
OG0007791	Bany_12327-RA	JC_09081-RA
OG0007792	Bany_09200-RA	JC_07801-RA, JC_07802-RA
OG0007793	Bany_15978-RA	JC_05134-RA, JC_05133-RA
OG0007794	Bany_01613-RA	JC_11795-RA
OG0007795	Bany_07120-RA	JC_15431-RA
OG0007796	Bany_01614-RA	JC_11796-RA
OG0007797	Bany_11809-RA	JC_10421-RA
OG0007798	Bany_02433-RA	JC_13518-RA
OG0007799	Bany_07727-RA	JC_01814-RA
OG0007800	Bany_11814-RA	JC_10416-RA
OG0007801	Bany_00681-RA	JC_00232-RA
OG0007803	Bany_00683-RA	JC_00230-RA
OG0007804	Bany_07129-RA	JC_15426-RA
OG0007805	Bany_07130-RA	JC_15425-RA
OG0007806	Bany_09207-RA	JC_07807-RA
OG0007807	Bany_13549-RA	JC_11062-RA
OG0007808	Bany_08471-RA	JC_03129-RA
OG0007809	Bany_00686-RA	JC_00228-RA
OG0007810	Bany_06434-RA	JC_09275-RA
OG0007811	Bany_11058-RA	JC_06596-RA
OG0007812	Bany_03232-RA	JC_04210-RA
OG0007813	Bany_09212-RA	JC_07812-RA
OG0007814	Bany_00689-RA	JC_00225-RA
OG0007816	Bany_00690-RA	JC_00224-RA
OG0007817	Bany_03234-RA	JC_04214-RA
OG0007818	Bany_08477-RA	JC_03124-RA
OG0007819	Bany_07135-RA	JC_15421-RA
OG0007820	Bany_08478-RA	JC_03123-RA
OG0007821	Bany_12341-RA	JC_09067-RA
OG0007822	Bany_13557-RA	JC_11073-RA
OG0007823	Bany_07136-RA	JC_15420-RA
OG0007824	Bany_04091-RA, Bany_04092-RA	JC_08493-RA
OG0007825	Bany_03237-RA	JC_04216-RA
OG0007826	Bany_12343-RA	JC_09066-RA
OG0007827	Bany_07732-RA	JC_01802-RA
OG0007828	Bany_01623-RA	JC_11802-RA
OG0007829	Bany_08479-RA	JC_03122-RA
OG0007830	Bany_04936-RA	JC_00852-RA
OG0007831	Bany_05726-RA, Bany_05758-RA	JC_02843-RA
OG0007832	Bany_03241-RA	JC_04221-RA
OG0007833	Bany_03242-RA	JC_04222-RA
OG0007834	Bany_04938-RA	JC_00853-RA
OG0007835	Bany_15990-RA	JC_05152-RA
OG0007836	Bany_04940-RA	JC_00854-RA
OG0007837	Bany_07736-RA	JC_01805-RA
OG0007838	Bany_04941-RA	JC_00850-RA
OG0007839	Bany_03244-RA	JC_04224-RA
OG0007840	Bany_08485-RA	JC_03112-RA
OG0007841	Bany_00698-RA	JC_00217-RA
OG0007842	Bany_04095-RA	JC_08498-RA
OG0007843	Bany_00699-RA	JC_00216-RA
OG0007844	Bany_09216-RA	JC_07818-RA
OG0007845	Bany_04097-RA	JC_08500-RA
OG0007846	Bany_04099-RA	JC_08502-RA
OG0007847	Bany_14853-RA	JC_11028-RA
OG0007848	Bany_00704-RA	JC_00212-RA
OG0007849	Bany_12347-RA	JC_09094-RA
OG0007850	Bany_13565-RA	JC_11082-RA
OG0007851	Bany_06441-RA	JC_09257-RA
OG0007852	Bany_09219-RA	JC_07822-RA
OG0007853	Bany_09220-RA	JC_07823-RA
OG0007854	Bany_00708-RA	JC_00207-RA
OG0007855	Bany_07742-RA	JC_01796-RA
OG0007856	Bany_06444-RA	JC_09255-RA
OG0007857	Bany_00710-RA	JC_00206-RA
OG0007858	Bany_02444-RA	JC_13512-RA
OG0007860	Bany_14858-RA	JC_11023-RA
OG0007861	Bany_06448-RA	JC_09251-RA
OG0007862	Bany_06449-RA	JC_09249-RA
OG0007863	Bany_14859-RA	JC_11022-RA
OG0007864	Bany_13574-RA	JC_11091-RA
OG0007865	Bany_08487-RA	JC_03110-RA
OG0007866	Bany_14860-RA	JC_11021-RA
OG0007867	Bany_10436-RA	JC_04967-RA, JC_04968-RA
OG0007868	Bany_09222-RA	JC_07827-RA
OG0007869	Bany_08488-RA	JC_03108-RA
OG0007870	Bany_01631-RA	JC_11820-RA
OG0007871	Bany_14863-RA	JC_11017-RA
OG0007872	Bany_04104-RA	JC_08506-RA
OG0007873	Bany_15993-RA	JC_05154-RA
OG0007874	Bany_09225-RA	JC_07830-RA
OG0007875	Bany_00717-RA, Bany_00718-RA	JC_00198-RA, JC_00200-RA
OG0007876	Bany_04106-RA	JC_08508-RA
OG0007877	Bany_02449-RA	JC_13509-RA
OG0007878	Bany_07748-RA	JC_01791-RA
OG0007879	Bany_02451-RA	JC_13508-RA
OG0007880	Bany_15994-RA	JC_05155-RA
OG0007881	Bany_08495-RA	JC_03104-RA
OG0007882	Bany_08496-RA	JC_03103-RA
OG0007883	Bany_07749-RA	JC_01789-RA
OG0007884	Bany_08498-RA	JC_03101-RA
OG0007885	Bany_08499-RA	JC_03100-RA
OG0007886	Bany_02453-RA	JC_13504-RA
OG0007887	Bany_10439-RA	JC_04976-RA
OG0007888	Bany_08500-RA	JC_03099-RA
OG0007889	Bany_08501-RA	JC_03098-RA
OG0007890	Bany_08502-RA	JC_03097-RA
OG0007891	Bany_15997-RA	JC_05159-RA
OG0007892	Bany_08504-RA	JC_03096-RA
OG0007893	Bany_15999-RA	JC_05161-RA
OG0007894	Bany_08505-RA	JC_03095-RA
OG0007895	Bany_09230-RA	JC_07836-RA
OG0007896	Bany_09231-RA	JC_07837-RA
OG0007897	Bany_01634-RA	JC_11822-RA
OG0007898	Bany_10442-RA	JC_04979-RA
OG0007899	Bany_08509-RA	JC_03093-RA
OG0007900	Bany_09232-RA	JC_07838-RA
OG0007901	Bany_09233-RA	JC_07839-RA
OG0007902	Bany_04959-RA	JC_00843-RA
OG0007903	Bany_11071-RA	JC_06590-RA
OG0007904	Bany_16003-RA	JC_05164-RA
OG0007905	Bany_16004-RA	JC_05165-RA
OG0007906	Bany_04110-RA	JC_08510-RA
OG0007907	Bany_10445-RA	JC_04982-RA
OG0007908	Bany_07757-RA	JC_01653-RA
OG0007909	Bany_08515-RA	JC_03090-RA
OG0007910	Bany_00720-RA	JC_00195-RA
OG0007912	Bany_04964-RA	JC_00836-RA
OG0007913	Bany_00721-RA	JC_00194-RA
OG0007914	Bany_06461-RA	JC_09231-RA
OG0007915	Bany_09235-RA	JC_07841-RA
OG0007916	Bany_10447-RA	JC_04985-RA
OG0007917	Bany_00722-RA	JC_00193-RA
OG0007918	Bany_08517-RA	JC_03088-RA
OG0007919	Bany_04966-RA	JC_00835-RA, JC_00857-RA
OG0007920	Bany_07759-RA	JC_01665-RA
OG0007921	Bany_07760-RA	JC_01667-RA
OG0007922	Bany_04115-RA	JC_08513-RA
OG0007923	Bany_01642-RA	JC_11828-RA
OG0007924	Bany_06462-RA	JC_09224-RA
OG0007925	Bany_01643-RA	JC_11829-RA
OG0007926	Bany_04967-RA	JC_00858-RA
OG0007927	Bany_13582-RA	JC_11102-RA
OG0007928	Bany_08521-RA	JC_03086-RA
OG0007929	Bany_08522-RA	JC_03085-RA
OG0007930	Bany_01644-RA	JC_11831-RA
OG0007931	Bany_09237-RA	JC_07843-RA
OG0007932	Bany_13583-RA	JC_11104-RA
OG0007933	Bany_01645-RA	JC_11832-RA
OG0007934	Bany_01646-RA	JC_11833-RA
OG0007935	Bany_03408-RA	JC_04233-RA
OG0007935	Bany_03253-RA	JC_04232-RA
OG0007936	Bany_13589-RA	JC_11106-RA
OG0007937	Bany_05741-RA	JC_02853-RA
OG0007938	Bany_11076-RA	JC_06584-RA
OG0007939	Bany_09242-RA	JC_07849-RA
OG0007940	Bany_11077-RA	JC_06582-RA
OG0007941	Bany_00734-RA	JC_00183-RA
OG0007942	Bany_01648-RA	JC_11835-RA
OG0007943	Bany_09244-RA	JC_07850-RA
OG0007944	Bany_00736-RA	JC_00179-RA
OG0007945	Bany_11081-RA	JC_06578-RA
OG0007946	Bany_00738-RA	JC_00177-RA
OG0007947	Bany_07764-RA	JC_01714-RA
OG0007948	Bany_11083-RA	JC_06577-RA
OG0007949	Bany_09246-RA	JC_07852-RA
OG0007950	Bany_06472-RA	JC_09216-RA
OG0007951	Bany_09247-RA	JC_07853-RA
OG0007952	Bany_09248-RA	JC_07854-RA
OG0007953	Bany_14199-RA	JC_07229-RA
OG0007954	Bany_04974-RA	JC_00863-RA
OG0007955	Bany_14200-RA	JC_07231-RA
OG0007956	Bany_09250-RA	JC_07856-RA
OG0007957	Bany_04975-RA	JC_00865-RA
OG0007958	Bany_14203-RA	JC_07237-RA
OG0007959	Bany_09253-RA	JC_07858-RA
OG0007960	Bany_06477-RA	JC_09213-RA
OG0007961	Bany_05753-RA	JC_02846-RA
OG0007962	Bany_09255-RA	JC_07859-RA
OG0007963	Bany_14207-RA	JC_07242-RA
OG0007964	Bany_00748-RA	JC_00167-RA
OG0007965	Bany_16012-RA	JC_05170-RA
OG0007966	Bany_14210-RA	JC_07245-RA
OG0007967	Bany_00749-RA	JC_00166-RA
OG0007968	Bany_08525-RA	JC_03079-RA
OG0007969	Bany_16014-RA	JC_05172-RA
OG0007970	Bany_14215-RA	JC_07248-RA
OG0007971	Bany_09258-RA	JC_07860-RA
OG0007972	Bany_11092-RA	JC_06569-RA
OG0007973	Bany_03280-RA	JC_04370-RA
