Orthogroup	Bicyclus_anynana	Heliconius_erato_lativitta
OG0008086	Bany_02501-RA	HEL_008519-RA
OG0008087	Bany_05031-RA	HEL_006685-RA
OG0008088	Bany_05032-RA	HEL_006686-RA
OG0008089	Bany_05034-RA	HEL_006687-RA
OG0008090	Bany_02505-RA	HEL_008513-RA
OG0008091	Bany_12402-RA	HEL_010355-RA
OG0008092	Bany_01705-RA	HEL_008349-RA
OG0008093	Bany_09306-RA	HEL_011988-RA
OG0008094	Bany_09308-RA	HEL_011990-RA
OG0008095	Bany_02507-RA	HEL_008512-RA
OG0008096	Bany_10495-RA	HEL_000186-RA, HEL_000187-RA
OG0008097	Bany_08581-RA	HEL_011404-RA
OG0008098	Bany_07805-RA	HEL_010394-RA
OG0008099	Bany_01714-RA	HEL_008354-RA
OG0008100	Bany_05039-RA	HEL_006689-RA
OG0008101	Bany_00795-RA	HEL_001167-RA
OG0008102	Bany_05041-RA	HEL_006690-RA
OG0008103	Bany_00797-RA	HEL_001164-RA
OG0008104	Bany_00798-RA	HEL_001163-RA
OG0008105	Bany_01718-RA	HEL_008358-RA
OG0008106	Bany_01719-RA	HEL_008359-RA
OG0008107	Bany_00801-RA	HEL_001161-RA
OG0008107	Bany_00799-RA	HEL_001162-RA
OG0008108	Bany_00802-RA	HEL_001160-RA
OG0008109	Bany_08584-RA	HEL_012863-RA
OG0008110	Bany_00803-RA	HEL_001159-RA
OG0008111	Bany_10501-RA	HEL_000194-RA
OG0008112	Bany_08586-RA	HEL_012862-RA
OG0008113	Bany_02519-RA	HEL_008505-RA
OG0008114	Bany_02520-RA	HEL_008502-RA
OG0008115	Bany_10502-RA	HEL_000199-RA
OG0008116	Bany_02525-RA	HEL_008501-RA
OG0008117	Bany_08588-RA	HEL_012861-RA
OG0008118	Bany_07818-RA	HEL_007134-RA
OG0008119	Bany_01729-RA	HEL_014577-RA
OG0008120	Bany_02530-RA	HEL_008499-RA
OG0008122	Bany_02531-RA	HEL_008498-RA
OG0008123	Bany_05053-RA	HEL_006706-RA
OG0008125	Bany_08595-RA	HEL_012851-RA
OG0008126	Bany_01730-RA	HEL_014574-RA
OG0008127	Bany_01732-RA	HEL_014572-RA
OG0008128	Bany_00811-RA	HEL_001153-RA
OG0008129	Bany_04188-RA	HEL_003314-RA
OG0008130	Bany_00813-RA	HEL_001150-RA
OG0008131	Bany_08599-RA	HEL_012845-RA, HEL_012848-RA
OG0008132	Bany_00815-RA	HEL_001148-RA
OG0008133	Bany_07832-RA	HEL_010401-RA
OG0008135	Bany_00819-RA	HEL_001146-RA
OG0008136	Bany_05063-RA	HEL_006710-RA
OG0008137	Bany_01738-RA	HEL_008424-RA
OG0008139	Bany_00823-RA	HEL_001143-RA
OG0008140	Bany_00824-RA	HEL_001141-RA
OG0008142	Bany_01743-RA	HEL_008420-RA
OG0008143	Bany_00825-RA	HEL_001140-RA
OG0008144	Bany_05067-RA	HEL_006713-RA
OG0008145	Bany_05068-RA	HEL_006714-RA
OG0008146	Bany_01745-RA	HEL_008419-RA
OG0008147	Bany_05072-RA	HEL_006717-RA
OG0008148	Bany_03382-RA	HEL_011667-RA
OG0008149	Bany_03385-RA	HEL_011666-RA
OG0008150	Bany_05074-RA	HEL_006719-RA
OG0008151	Bany_03388-RA	HEL_011663-RA
OG0008152	Bany_03389-RA	HEL_011662-RA
OG0008153	Bany_00830-RA	HEL_013121-RA
OG0008154	Bany_00831-RA	HEL_013120-RA
OG0008155	Bany_08608-RA	HEL_012839-RA
OG0008156	Bany_05078-RA	HEL_006727-RA
OG0008157	Bany_04206-RA	HEL_003304-RA
OG0008158	Bany_01750-RA	HEL_008411-RA
OG0008159	Bany_01752-RA	HEL_008410-RA
OG0008160	Bany_02548-RA	HEL_008491-RA
OG0008161	Bany_02549-RA	HEL_008490-RA
OG0008162	Bany_02550-RA	HEL_008489-RA
OG0008163	Bany_00834-RA	HEL_013113-RA
OG0008164	Bany_04211-RA	HEL_003300-RA
OG0008165	Bany_10525-RA	HEL_000204-RA, HEL_000205-RA
OG0008166	Bany_08614-RA	HEL_012826-RA
OG0008167	Bany_00836-RA	HEL_013116-RA
OG0008168	Bany_04214-RA	HEL_003298-RA
OG0008169	Bany_05806-RA	HEL_004466-RA
OG0008170	Bany_05083-RA, Bany_05084-RA	HEL_006728-RA
OG0008171	Bany_05808-RA	HEL_004468-RA
OG0008172	Bany_08627-RA	HEL_012811-RA
OG0008173	Bany_04223-RA	HEL_003289-RA
OG0008174	Bany_05811-RA	HEL_004474-RA
OG0008175	Bany_05812-RA	HEL_004475-RA
OG0008177	Bany_05813-RA	HEL_004476-RA
OG0008178	Bany_08632-RA	HEL_012814-RA
OG0008179	Bany_00844-RA	HEL_013109-RA
OG0008180	Bany_05814-RA	HEL_004478-RA
OG0008181	Bany_08636-RA	HEL_012818-RA
OG0008182	Bany_05815-RA	HEL_004479-RA
OG0008183	Bany_01764-RA	HEL_008402-RA
OG0008184	Bany_01765-RA	HEL_008401-RA
OG0008185	Bany_01767-RA	HEL_008399-RA
OG0008186	Bany_01768-RA	HEL_008398-RA
OG0008187	Bany_02560-RA	HEL_008483-RA
OG0008188	Bany_01773-RA	HEL_008393-RA
OG0008189	Bany_01775-RA	HEL_008392-RA
OG0008190	Bany_08646-RA	HEL_012821-RA
OG0008191	Bany_04236-RA	HEL_003277-RA
OG0008192	Bany_08647-RA	HEL_012822-RA
OG0008193	Bany_04237-RA	HEL_003276-RA
OG0008194	Bany_01782-RA	HEL_008388-RA
OG0008195	Bany_05086-RA	HEL_006730-RA
OG0008196	Bany_05822-RA	HEL_004487-RA
OG0008197	Bany_05824-RA	HEL_004489-RA
OG0008198	Bany_05825-RA	HEL_004490-RA
OG0008199	Bany_01788-RA	HEL_008379-RA
OG0008201	Bany_05089-RA	HEL_006732-RA
OG0008202	Bany_01799-RA	HEL_008372-RA
OG0008203	Bany_05093-RA	HEL_006736-RA
OG0008204	Bany_00853-RA	HEL_013099-RA
OG0008205	Bany_05834-RA	HEL_004504-RA
OG0008206	Bany_07861-RA	HEL_007149-RA
OG0008207	Bany_00865-RA	HEL_013418-RA
OG0008208	Bany_02564-RA	HEL_008479-RA
OG0008209	Bany_03404-RA	HEL_011648-RA
OG0008210	Bany_05836-RA	HEL_004506-RA
OG0008211	Bany_02567-RA	HEL_008477-RA
OG0008212	Bany_03406-RA	HEL_011645-RA
OG0008213	Bany_02569-RA	HEL_008475-RA
OG0008214	Bany_04250-RA	HEL_003263-RA
OG0008215	Bany_04253-RA	HEL_003260-RA
OG0008216	Bany_07868-RA	HEL_007152-RA
OG0008217	Bany_03410-RA	HEL_011628-RA
OG0008218	Bany_05101-RA	HEL_006740-RA
OG0008219	Bany_03412-RA	HEL_011630-RA
OG0008220	Bany_03413-RA	HEL_011631-RA
OG0008221	Bany_05839-RA	HEL_004508-RA
OG0008222	Bany_04255-RA	HEL_003258-RA
OG0008223	Bany_04256-RA	HEL_003259-RA
OG0008224	Bany_05106-RA	HEL_006743-RA
OG0008225	Bany_04263-RA	HEL_003250-RA
OG0008226	Bany_04265-RA	HEL_003246-RA
OG0008227	Bany_04267-RA	HEL_003244-RA
OG0008228	Bany_00860-RA	HEL_013096-RA
OG0008229	Bany_03432-RA	HEL_011639-RA
OG0008230	Bany_02585-RA	HEL_008468-RA
OG0008231	Bany_02586-RA	HEL_008465-RA, HEL_008466-RA, HEL_008467-RA
OG0008232	Bany_03436-RA	HEL_011642-RA
OG0008233	Bany_03437-RA	HEL_011643-RA
OG0008234	Bany_05848-RA	HEL_004519-RA
OG0008235	Bany_02596-RA	HEL_008451-RA
OG0008236	Bany_05852-RA	HEL_004521-RA
OG0008237	Bany_02602-RA	HEL_008445-RA
OG0008238	Bany_04276-RA	HEL_003238-RA
OG0008239	Bany_05858-RA	HEL_004528-RA
OG0008240	Bany_04279-RA	HEL_003235-RA
OG0008241	Bany_07876-RA	HEL_007159-RA
OG0008242	Bany_04285-RA	HEL_003232-RA
OG0008243	Bany_00868-RA	HEL_013417-RA
OG0008244	Bany_04292-RA	HEL_003228-RA
OG0008245	Bany_05117-RA	HEL_006748-RA
OG0008246	Bany_05119-RA	HEL_006750-RA
OG0008247	Bany_07885-RA	HEL_007110-RA
OG0008248	Bany_00879-RA	HEL_013415-RA
OG0008249	Bany_00880-RA	HEL_013414-RA
OG0008250	Bany_05120-RA	HEL_006751-RA
OG0008251	Bany_00884-RA	HEL_013404-RA
OG0008252	Bany_00885-RA	HEL_013405-RA
OG0008253	Bany_00886-RA	HEL_013406-RA
OG0008254	Bany_07891-RA	HEL_007117-RA
OG0008255	Bany_05134-RA	HEL_006764-RA
OG0008256	Bany_05136-RA	HEL_006765-RA
OG0008257	Bany_05138-RA	HEL_006766-RA
OG0008258	Bany_07898-RA	HEL_007104-RA
OG0008259	Bany_05139-RA	HEL_006767-RA
OG0008261	Bany_05145-RA	HEL_006771-RA
OG0008262	Bany_07902-RA	HEL_007099-RA
OG0008263	Bany_05150-RA	HEL_006775-RA
OG0008264	Bany_05153-RA	HEL_006778-RA
OG0008265	Bany_05154-RA	HEL_006779-RA
OG0008266	Bany_05157-RA	HEL_002919-RA
OG0008267	Bany_05162-RA	HEL_002929-RA
OG0008269	Bany_05165-RA	HEL_002931-RA
OG0008270	Bany_07913-RA	HEL_007095-RA
OG0008271	Bany_05171-RA	HEL_002934-RA
OG0008368	Bany_18139-RA	HEL_012190-RA
OG0008370	Bany_18168-RA	HEL_002781-RA
OG0008371	Bany_18165-RA, Bany_08140-RA	HEL_009414-RA
OG0008372	Bany_17688-RA	HEL_011822-RA
OG0008373	Bany_03449-RA	HEL_002223-RA
OG0008374	Bany_04293-RA	HEL_006971-RA
OG0008378	Bany_03453-RA	HEL_002225-RA
OG0008380	Bany_12447-RA	HEL_004166-RA
OG0008381	Bany_08656-RA	HEL_003497-RA
OG0008382	Bany_16938-RA	HEL_001897-RA
OG0008384	Bany_16940-RA	HEL_001895-RA
OG0008385	Bany_15449-RA	HEL_005352-RA
OG0008386	Bany_08659-RA	HEL_003493-RA
OG0008387	Bany_09909-RA	HEL_007643-RA
OG0008390	Bany_03470-RA	HEL_002231-RA
OG0008390	Bany_09405-RA	HEL_005077-RA
OG0008391	Bany_09915-RA	HEL_007639-RA
OG0008392	Bany_06556-RA	HEL_002187-RA
OG0008393	Bany_16946-RA	HEL_001890-RA
OG0008394	Bany_16947-RA	HEL_001879-RA
OG0008395	Bany_16950-RA	HEL_001889-RA
OG0008396	Bany_17407-RA	HEL_005370-RA
OG0008398	Bany_07183-RA, Bany_07182-RA	HEL_009689-RA
OG0008399	Bany_07939-RA	HEL_009470-RA
OG0008400	Bany_14899-RA	HEL_001927-RA
OG0008401	Bany_14278-RA	HEL_012510-RA
OG0008402	Bany_07184-RA, Bany_07185-RA	HEL_009690-RA
OG0008407	Bany_02660-RA	HEL_010486-RA
OG0008408	Bany_07946-RA	HEL_009476-RA
OG0008410	Bany_17412-RA	HEL_005374-RA
OG0008412	Bany_05890-RA	HEL_010159-RA
OG0008413	Bany_15484-RA	HEL_005328-RA
OG0008414	Bany_09679-RA, Bany_07195-RA, Bany_07306-RA	HEL_010973-RA
OG0008415	Bany_17413-RA	HEL_005375-RA
OG0008416	Bany_08684-RA	HEL_003462-RA
OG0008417	Bany_03479-RA	HEL_002238-RA
OG0008418	Bany_16959-RA	HEL_001867-RA
OG0008420	Bany_16962-RA	HEL_001865-RA
OG0008421	Bany_07200-RA	HEL_007118-RA
OG0008422	Bany_14292-RA	HEL_012520-RA
OG0008427	Bany_04335-RA	HEL_006986-RA
OG0008428	Bany_15491-RA	HEL_005317-RA
OG0008430	Bany_14296-RA	HEL_012526-RA
OG0008431	Bany_16071-RA	HEL_013060-RA
OG0008433	Bany_14299-RA	HEL_012531-RA
OG0008434	Bany_01877-RA	HEL_003382-RA
OG0008435	Bany_16969-RA	HEL_001862-RA
OG0008436	Bany_00027-RA	HEL_001712-RA
OG0008439	Bany_04345-RA	HEL_006994-RA
OG0008440	Bany_07220-RA, Bany_12503-RA, Bany_06981-RA, Bany_00351-RA, Bany_07242-RA, Bany_17869-RA	HEL_009277-RA
OG0008441	Bany_12506-RA	HEL_004032-RA
OG0008445	Bany_09942-RA	HEL_007613-RA
OG0008446	Bany_06574-RA	HEL_002203-RA
OG0008447	Bany_11852-RA	HEL_007733-RA
OG0008448	Bany_16495-RA	HEL_000465-RA
OG0008449	Bany_03494-RA	HEL_002247-RA
OG0008450	Bany_15502-RA	HEL_005306-RA
OG0008451	Bany_14308-RA	HEL_012540-RA
OG0008452	Bany_07206-RA	HEL_009655-RA
OG0008453	Bany_11853-RA	HEL_007730-RA
OG0008454	Bany_12530-RA	HEL_004059-RA
OG0008455	Bany_16098-RA	HEL_011676-RA
OG0008456	Bany_01896-RA	HEL_003361-RA
OG0008460	Bany_06585-RA	HEL_002212-RA
OG0008461	Bany_14937-RA	HEL_013864-RA
OG0008462	Bany_04364-RA	HEL_012396-RA
OG0008463	Bany_00992-RA	HEL_012642-RA
OG0008465	Bany_16101-RA	HEL_011672-RA
OG0008466	Bany_15518-RA	HEL_005280-RA
OG0008467	Bany_04370-RA	HEL_012399-RA
OG0008468	Bany_05910-RA	HEL_010185-RA
OG0008469	Bany_08716-RA	HEL_003502-RA
OG0008471	Bany_17445-RA	HEL_005403-RA
OG0008472	Bany_13061-RA	HEL_008917-RA
OG0008473	Bany_09954-RA	HEL_007597-RA
OG0008475	Bany_11174-RA	HEL_014467-RA, HEL_014468-RA
OG0008476	Bany_17743-RA, Bany_17744-RA	HEL_009238-RA
OG0008477	Bany_13066-RA	HEL_008914-RA
OG0008482	Bany_03515-RA	HEL_002264-RA
OG0008484	Bany_06596-RA	HEL_002219-RA, HEL_002216-RA
OG0008487	Bany_10650-RA	HEL_013215-RA
OG0008489	Bany_10651-RA	HEL_013214-RA
OG0008490	Bany_13088-RA	HEL_008901-RA
OG0008493	Bany_17753-RA	HEL_013504-RA
OG0008494	Bany_17458-RA	HEL_005415-RA
OG0008495	Bany_04390-RA	HEL_012410-RA
OG0008498	Bany_09387-RA	HEL_014585-RA
OG0008500	Bany_04393-RA	HEL_012412-RA
OG0008501	Bany_05244-RA	HEL_003970-RA
OG0008504	Bany_10659-RA	HEL_013206-RA
OG0008507	Bany_13104-RA	HEL_004078-RA
OG0008508	Bany_16121-RA	HEL_013061-RA
OG0008509	Bany_17004-RA	HEL_002068-RA
OG0008513	Bany_13702-RA, Bany_13703-RA	HEL_000763-RA
OG0008514	Bany_01013-RA	HEL_013895-RA
OG0008518	Bany_00074-RA	HEL_001753-RA
OG0008520	Bany_03521-RA	HEL_002267-RA
OG0008522	Bany_13713-RA	HEL_000774-RA
OG0008523	Bany_15538-RA	HEL_005262-RA
OG0008525	Bany_11196-RA	HEL_008236-RA
OG0008526	Bany_16136-RA	HEL_011763-RA
OG0008527	Bany_10676-RA	HEL_013189-RA
OG0008528	Bany_01025-RA	HEL_013912-RA
OG0008530	Bany_16140-RA	HEL_011761-RA, HEL_011760-RA
OG0008531	Bany_10678-RA	HEL_013186-RA
OG0008532	Bany_08729-RA	HEL_003514-RA
OG0008536	Bany_15552-RA	HEL_005246-RA
OG0008539	Bany_10681-RA	HEL_013185-RA
OG0008541	Bany_13133-RA	HEL_009020-RA
OG0008542	Bany_14360-RA	HEL_005673-RA
OG0008543	Bany_10686-RA	HEL_013182-RA
OG0008544	Bany_06617-RA	HEL_011244-RA
OG0008545	Bany_06619-RA	HEL_011242-RA
OG0008547	Bany_06621-RA	HEL_011240-RA
OG0008548	Bany_12587-RA	HEL_004085-RA
OG0008549	Bany_05938-RA	HEL_010201-RA
OG0008550	Bany_02717-RA	HEL_010546-RA
OG0008551	Bany_11225-RA	HEL_008213-RA
OG0008552	Bany_01033-RA	HEL_010151-RA
OG0008554	Bany_00106-RA	HEL_001773-RA
OG0008555	Bany_00108-RA	HEL_001775-RA
OG0008557	Bany_14373-RA	HEL_005684-RA
OG0008558	Bany_11239-RA	HEL_014301-RA
OG0008559	Bany_11243-RA	HEL_014304-RA
OG0008560	Bany_04434-RA	HEL_012433-RA
OG0008561	Bany_05941-RA	HEL_010203-RA
OG0008562	Bany_01951-RA	HEL_003318-RA
OG0008564	Bany_09986-RA	HEL_007574-RA
OG0008565	Bany_00124-RA	HEL_001789-RA
OG0008566	Bany_13155-RA	HEL_008875-RA
OG0008567	Bany_10697-RA	HEL_013166-RA
OG0008568	Bany_02726-RA	HEL_010548-RA
OG0008569	Bany_16543-RA	HEL_006411-RA
OG0008570	Bany_12611-RA	HEL_004024-RA
OG0008571	Bany_15574-RA	HEL_005233-RA
OG0008572	Bany_10698-RA	HEL_013165-RA
OG0008574	Bany_17497-RA	HEL_005430-RA
OG0008575	Bany_11264-RA	HEL_014318-RA
OG0008576	Bany_05946-RA	HEL_010207-RA
OG0008577	Bany_02731-RA	HEL_010556-RA
OG0008578	Bany_02732-RA	HEL_010557-RA
OG0008579	Bany_02735-RA	HEL_010560-RA
OG0008580	Bany_02736-RA	HEL_010561-RA
OG0008581	Bany_11272-RA	HEL_006393-RA
OG0008582	Bany_08044-RA	HEL_010269-RA
OG0008583	Bany_08045-RA	HEL_010268-RA
OG0008584	Bany_12633-RA	HEL_004105-RA
OG0008585	Bany_01972-RA	HEL_005046-RA
OG0008586	Bany_15583-RA	HEL_005224-RA
OG0008587	Bany_01973-RA	HEL_005047-RA
OG0008590	Bany_11279-RA	HEL_006399-RA
OG0008592	Bany_07273-RA	HEL_009675-RA
OG0008597	Bany_11289-RA	HEL_006404-RA
OG0008598	Bany_10711-RA	HEL_011127-RA
OG0008600	Bany_01986-RA	HEL_005059-RA
OG0008601	Bany_15586-RA	HEL_010859-RA
OG0008603	Bany_14986-RA	HEL_009722-RA
OG0008604	Bany_17805-RA	HEL_009366-RA
OG0008605	Bany_14987-RA	HEL_009723-RA
OG0008607	Bany_08776-RA	HEL_003547-RA
OG0008609	Bany_06656-RA	HEL_011295-RA
OG0008610	Bany_14403-RA	HEL_005711-RA
OG0008612	Bany_08781-RA	HEL_003554-RA
OG0008614	Bany_14412-RA	HEL_005718-RA
OG0008617	Bany_04466-RA	HEL_002526-RA
OG0008618	Bany_09458-RA	HEL_003679-RA
OG0008619	Bany_02004-RA	HEL_004945-RA
OG0008620	Bany_05980-RA	HEL_010232-RA
OG0008621	Bany_14415-RA	HEL_005719-RA
OG0008622	Bany_06661-RA	HEL_011298-RA
OG0008624	Bany_09464-RA	HEL_003672-RA
OG0008627	Bany_01063-RA	HEL_010122-RA
OG0008628	Bany_12661-RA	HEL_013608-RA
OG0008629	Bany_09465-RA	HEL_003671-RA
OG0008630	Bany_10736-RA	HEL_011108-RA
OG0008632	Bany_08784-RA	HEL_003558-RA
OG0008633	Bany_14420-RA	HEL_005725-RA
OG0008634	Bany_06665-RA	HEL_011309-RA
OG0008636	Bany_04473-RA	HEL_002530-RA
OG0008637	Bany_01071-RA	HEL_010113-RA
OG0008639	Bany_17070-RA	HEL_002135-RA
OG0008640	Bany_06668-RA	HEL_011314-RA
OG0008642	Bany_11927-RA	HEL_006021-RA
OG0008644	Bany_17074-RA	HEL_002138-RA
OG0008649	Bany_06007-RA	HEL_008047-RA
OG0008650	Bany_06675-RA	HEL_011317-RA
OG0008651	Bany_06676-RA	HEL_011318-RA
OG0008652	Bany_08072-RA	HEL_005957-RA
OG0008658	Bany_03570-RA	HEL_002296-RA
OG0008659	Bany_02770-RA	HEL_009046-RA
OG0008660	Bany_06015-RA, Bany_06019-RA	HEL_008042-RA
OG0008661	Bany_13756-RA	HEL_000806-RA
OG0008662	Bany_13758-RA	HEL_000808-RA
OG0008663	Bany_00193-RA	HEL_001701-RA
OG0008665	Bany_10769-RA	HEL_011069-RA
OG0008667	Bany_17837-RA	HEL_011840-RA
OG0008671	Bany_14431-RA	HEL_005824-RA
OG0008673	Bany_13766-RA	HEL_000812-RA
OG0008675	Bany_16232-RA	HEL_011793-RA
OG0008677	Bany_11310-RA	HEL_006420-RA
OG0008678	Bany_11311-RA	HEL_006421-RA
OG0008679	Bany_14435-RA	HEL_005817-RA
OG0008683	Bany_02783-RA	HEL_009058-RA
OG0008685	Bany_17099-RA	HEL_002156-RA
OG0008686	Bany_09502-RA	HEL_014563-RA
OG0008687	Bany_01093-RA	HEL_010094-RA
OG0008688	Bany_17521-RA	HEL_004655-RA
OG0008689	Bany_07292-RA	HEL_012064-RA
OG0008690	Bany_05327-RA	HEL_014035-RA
OG0008691	Bany_08793-RA	HEL_003564-RA
OG0008694	Bany_16248-RA	HEL_000730-RA
OG0008696	Bany_02047-RA	HEL_004986-RA
OG0008699	Bany_15613-RA	HEL_010840-RA
OG0008700	Bany_11323-RA	HEL_006433-RA
OG0008702	Bany_01100-RA	HEL_010089-RA
OG0008703	Bany_12713-RA	HEL_014524-RA
OG0008704	Bany_17847-RA	HEL_011831-RA
OG0008706	Bany_11954-RA	HEL_007831-RA
OG0008707	Bany_10786-RA	HEL_004376-RA
OG0008708	Bany_10033-RA	HEL_007689-RA
OG0008710	Bany_17114-RA	HEL_002165-RA
OG0008711	Bany_10036-RA	HEL_007695-RA
OG0008713	Bany_02810-RA	HEL_009078-RA
OG0008714	Bany_02811-RA	HEL_009079-RA
OG0008715	Bany_02815-RA	HEL_009083-RA
OG0008720	Bany_03612-RA	HEL_002329-RA
OG0008723	Bany_03614-RA	HEL_002244-RA
OG0008724	Bany_10789-RA	HEL_004366-RA
OG0008726	Bany_09519-RA	HEL_014229-RA
OG0008727	Bany_17863-RA	HEL_009283-RA
OG0008728	Bany_06039-RA	HEL_008084-RA
OG0008729	Bany_15004-RA	HEL_009740-RA
OG0008730	Bany_10041-RA	HEL_007702-RA
OG0008733	Bany_11328-RA	HEL_006440-RA
OG0008735	Bany_17530-RA	HEL_004644-RA
OG0008736	Bany_13207-RA	HEL_011204-RA
OG0008738	Bany_01112-RA	HEL_010083-RA
OG0008739	Bany_15627-RA	HEL_010828-RA
OG0008740	Bany_07318-RA	HEL_012060-RA
OG0008742	Bany_09522-RA	HEL_014228-RA
OG0008744	Bany_17122-RA	HEL_014387-RA
OG0008747	Bany_07321-RA	HEL_012058-RA
OG0008748	Bany_01120-RA	HEL_014503-RA
OG0008749	Bany_00228-RA	HEL_001666-RA
OG0008750	Bany_01121-RA	HEL_014501-RA
OG0008751	Bany_00229-RA	HEL_001665-RA
OG0008753	Bany_06043-RA	HEL_008087-RA
OG0008754	Bany_07326-RA	HEL_009699-RA
OG0008756	Bany_10044-RA	HEL_007710-RA
OG0008764	Bany_06742-RA	HEL_011383-RA
OG0008765	Bany_06060-RA	HEL_007977-RA
OG0008766	Bany_10810-RA	HEL_004342-RA
OG0008767	Bany_01128-RA	HEL_013259-RA
OG0008768	Bany_10811-RA	HEL_004336-RA
OG0008769	Bany_13227-RA	HEL_011183-RA
OG0008770	Bany_01132-RA	HEL_014393-RA
OG0008774	Bany_13228-RA	HEL_011182-RA
OG0008775	Bany_13229-RA	HEL_011181-RA
OG0008776	Bany_11972-RA	HEL_006381-RA
OG0008778	Bany_06070-RA	HEL_007985-RA, HEL_007986-RA
OG0008779	Bany_17160-RA	HEL_001940-RA
OG0008780	Bany_17163-RA	HEL_001948-RA
OG0008782	Bany_02838-RA	HEL_009108-RA
OG0008783	Bany_00241-RA	HEL_001653-RA
OG0008784	Bany_05376-RA	HEL_008845-RA
OG0008785	Bany_05377-RA	HEL_008841-RA
OG0008786	Bany_07338-RA	HEL_009670-RA
OG0008789	Bany_03659-RA	HEL_002363-RA
OG0008790	Bany_17889-RA	HEL_009247-RA
OG0008793	Bany_02109-RA	HEL_004933-RA
OG0008794	Bany_02849-RA	HEL_009119-RA
OG0008795	Bany_10065-RA	HEL_007723-RA
OG0008796	Bany_15640-RA	HEL_010809-RA
OG0008800	Bany_13250-RA	HEL_011154-RA
OG0008801	Bany_12801-RA	HEL_013686-RA
OG0008802	Bany_15037-RA	HEL_013766-RA
OG0008803	Bany_03667-RA, Bany_03668-RA	HEL_002368-RA
OG0008804	Bany_03669-RA	HEL_011171-RA
OG0008805	Bany_13257-RA	HEL_011148-RA
OG0008808	Bany_02867-RA	HEL_009136-RA
OG0008809	Bany_13825-RA	HEL_009799-RA
OG0008810	Bany_00255-RA	HEL_001639-RA
OG0008811	Bany_06102-RA	HEL_008016-RA
OG0008813	Bany_09544-RA	HEL_005118-RA
OG0008814	Bany_15641-RA	HEL_010808-RA
OG0008815	Bany_02872-RA	HEL_009149-RA, HEL_009148-RA
OG0008818	Bany_16652-RA	HEL_000383-RA
OG0008819	Bany_08822-RA	HEL_010694-RA
OG0008820	Bany_10076-RA	HEL_013274-RA
OG0008821	Bany_13271-RA	HEL_011139-RA
OG0008822	Bany_00257-RA	HEL_001638-RA
OG0008823	Bany_10825-RA	HEL_004329-RA
OG0008826	Bany_03682-RA	HEL_002379-RA
OG0008829	Bany_11377-RA	HEL_006482-RA
OG0008830	Bany_11379-RA	HEL_006485-RA
OG0008831	Bany_08838-RA	HEL_010704-RA
OG0008832	Bany_13829-RA	HEL_009795-RA
OG0008833	Bany_06119-RA	HEL_008098-RA
OG0008835	Bany_02880-RA	HEL_009156-RA
OG0008836	Bany_02136-RA	HEL_004914-RA
OG0008843	Bany_13838-RA	HEL_000934-RA
OG0008844	Bany_08166-RA	HEL_009397-RA
OG0008845	Bany_13842-RA	HEL_000932-RA
OG0008846	Bany_11400-RA	HEL_006504-RA
OG0008847	Bany_10104-RA	HEL_013303-RA
OG0008852	Bany_13848-RA	HEL_000924-RA
OG0008853	Bany_10110-RA	HEL_013307-RA
OG0008855	Bany_16375-RA	HEL_013018-RA
OG0008857	Bany_15071-RA	HEL_013794-RA
OG0008859	Bany_11413-RA	HEL_006517-RA
OG0008863	Bany_08871-RA	HEL_010728-RA
OG0008865	Bany_17921-RA	HEL_009324-RA
OG0008868	Bany_07372-RA	HEL_013227-RA
OG0008869	Bany_12014-RA	HEL_006182-RA
OG0008871	Bany_06811-RA	HEL_000564-RA
OG0008872	Bany_15653-RA	HEL_014511-RA
OG0008873	Bany_16385-RA	HEL_013013-RA
OG0008874	Bany_16386-RA	HEL_013922-RA
OG0008875	Bany_03736-RA	HEL_002416-RA
OG0008876	Bany_16388-RA	HEL_013921-RA
OG0008879	Bany_12021-RA, Bany_12023-RA	HEL_006178-RA
OG0008882	Bany_06156-RA	HEL_007932-RA
OG0008883	Bany_08187-RA	HEL_009379-RA
OG0008884	Bany_12876-RA	HEL_014527-RA
OG0008889	Bany_07384-RA	HEL_009645-RA
OG0008892	Bany_15078-RA	HEL_011527-RA
OG0008894	Bany_06165-RA	HEL_007928-RA
OG0008896	Bany_10853-RA	HEL_004310-RA
OG0008898	Bany_07388-RA	HEL_009643-RA
OG0008903	Bany_10860-RA	HEL_004306-RA
OG0008904	Bany_00324-RA	HEL_001592-RA
OG0008905	Bany_10862-RA	HEL_004305-RA
OG0008906	Bany_00325-RA	HEL_001591-RA
OG0008908	Bany_09588-RA, Bany_09589-RA	HEL_005175-RA
OG0008909	Bany_10867-RA	HEL_004300-RA
OG0008913	Bany_14517-RA	HEL_005762-RA
OG0008914	Bany_15088-RA	HEL_011537-RA
OG0008915	Bany_12041-RA	HEL_006168-RA
OG0008916	Bany_08902-RA	HEL_012133-RA
OG0008919	Bany_17943-RA	HEL_009342-RA
OG0008920	Bany_11450-RA	HEL_006550-RA
OG0008921	Bany_05450-RA	HEL_008767-RA
OG0008922	Bany_10133-RA	HEL_014434-RA
OG0008924	Bany_12045-RA	HEL_006166-RA
OG0008925	Bany_02179-RA	HEL_004867-RA, HEL_004865-RA, HEL_004866-RA, HEL_004870-RA
OG0008926	Bany_05452-RA	HEL_008764-RA
OG0008927	Bany_13290-RA	HEL_012294-RA
