Orthogroup	Bicyclus_anynana	Vanessa_tameamea
OG0007635	Bany_07692-RA	XP_026490114.1
OG0007636	Bany_15335-RA	XP_026493154.1
OG0007637	Bany_01562-RA	XP_026488076.1
OG0007638	Bany_15336-RA	XP_026493162.1
OG0007639	Bany_15905-RA	XP_026488516.1
OG0007640	Bany_09853-RA	XP_026486717.1
OG0007641	Bany_01564-RA	XP_026488063.1
OG0007642	Bany_10387-RA	XP_026486123.1
OG0007643	Bany_07694-RA	XP_026490166.1
OG0007644	Bany_00637-RA	XP_026484618.1
OG0007645	Bany_14806-RA	XP_026487983.1
OG0007646	Bany_14130-RA	XP_026486844.1
OG0007647	Bany_07076-RA	XP_026484141.1
OG0007648	Bany_07696-RA	XP_026490105.1
OG0007649	Bany_14133-RA	XP_026486989.1
OG0007650	Bany_15338-RA	XP_026493480.1
OG0007651	Bany_15339-RA	XP_026493479.1
OG0007652	Bany_14809-RA	XP_026488010.1
OG0007653	Bany_04899-RA	XP_026496591.1
OG0007654	Bany_09861-RA	XP_026486674.1
OG0007655	Bany_07077-RA	XP_026484179.1
OG0007656	Bany_12283-RA	XP_026492821.1
OG0007657	Bany_04046-RA	XP_026487806.1
OG0007658	Bany_12284-RA	XP_026492779.1
OG0007659	Bany_13508-RA	XP_026490297.1
OG0007661	Bany_04050-RA	XP_026487810.1
OG0007662	Bany_09868-RA	XP_026486682.1
OG0007663	Bany_07081-RA	XP_026484176.1
OG0007664	Bany_04051-RA	XP_026487812.1
OG0007665	Bany_15907-RA	XP_026488531.1
OG0007666	Bany_04052-RA	XP_026487537.1
OG0007667	Bany_07698-RA	XP_026489994.1
OG0007668	Bany_04906-RA	XP_026494691.1
OG0007669	Bany_14136-RA	XP_026486982.1
OG0007670	Bany_07083-RA	XP_026484015.1
OG0007671	Bany_14138-RA	XP_026486985.1
OG0007672	Bany_07084-RA	XP_026483922.1
OG0007673	Bany_09871-RA	XP_026486727.1
OG0007674	Bany_04053-RA	XP_026487809.1
OG0007675	Bany_07700-RA	XP_026490045.1
OG0007676	Bany_07701-RA	XP_026490070.1
OG0007677	Bany_14139-RA	XP_026486991.1
OG0007678	Bany_09872-RA	XP_026486720.1
OG0007679	Bany_04908-RA	XP_026494690.1
OG0007680	Bany_07086-RA	XP_026483932.1
OG0007681	Bany_04054-RA	XP_026487513.1
OG0007682	Bany_14140-RA	XP_026499148.1
OG0007683	Bany_14141-RA	XP_026499183.1
OG0007684	Bany_11013-RA	XP_026485342.1, XP_026485343.1
OG0007685	Bany_10389-RA	XP_026485720.1
OG0007686	Bany_07702-RA	XP_026489916.1
OG0007687	Bany_10390-RA	XP_026485718.1
OG0007688	Bany_11014-RA	XP_026485351.1
OG0007689	Bany_11017-RA	XP_026485544.1
OG0007690	Bany_16922-RA	XP_026488044.1
OG0007691	Bany_15920-RA	XP_026501054.1, XP_026501052.1
OG0007692	Bany_15353-RA	XP_026493196.1
OG0007693	Bany_11766-RA	XP_026496547.1
OG0007694	Bany_14151-RA	XP_026499140.1
OG0007695	Bany_15925-RA	XP_026501802.1
OG0007696	Bany_11021-RA	XP_026485569.1
OG0007697	Bany_07705-RA	XP_026500640.1
OG0007698	Bany_14154-RA	XP_026489217.1
OG0007700	Bany_14157-RA	XP_026489211.1
OG0007701	Bany_11022-RA	XP_026485570.1
OG0007702	Bany_11024-RA	XP_026485488.1
OG0007703	Bany_02404-RA	XP_026492577.1
OG0007704	Bany_09885-RA	XP_026486699.1
OG0007705	Bany_12302-RA	XP_026501728.1
OG0007706	Bany_02405-RA	XP_026497728.1
OG0007707	Bany_14163-RA	XP_026489205.1
OG0007708	Bany_07707-RA, Bany_03346-RA	XP_026501550.1
OG0007709	Bany_15937-RA	XP_026488658.1
OG0007710	Bany_09889-RA	XP_026494319.1
OG0007711	Bany_07708-RA	XP_026489954.1
OG0007712	Bany_14821-RA	XP_026487985.1
OG0007713	Bany_06396-RA	XP_026483656.1
OG0007714	Bany_09892-RA	XP_026494334.1
OG0007715	Bany_01588-RA	XP_026488077.1
OG0007716	Bany_07096-RA	XP_026484087.1
OG0007717	Bany_11028-RA	XP_026485498.1
OG0007718	Bany_03207-RA	XP_026495201.1
OG0007719	Bany_01591-RA	XP_026488085.1
OG0007720	Bany_01592-RA	XP_026488084.1
OG0007721	Bany_07097-RA	XP_026483887.1
OG0007722	Bany_07098-RA	XP_026483885.1
OG0007723	Bany_00660-RA	XP_026485151.1
OG0007724	Bany_00661-RA	XP_026485150.1
OG0007725	Bany_11029-RA	XP_026485481.1
OG0007726	Bany_06410-RA	XP_026484210.1
OG0007727	Bany_11030-RA	XP_026485325.1
OG0007728	Bany_15355-RA	XP_026493271.1
OG0007729	Bany_06412-RA	XP_026484278.1
OG0007730	Bany_15356-RA	XP_026493361.1
OG0007731	Bany_07100-RA	XP_026483884.1
OG0007732	Bany_04065-RA	XP_026487517.1
OG0007733	Bany_06413-RA	XP_026484352.1
OG0007734	Bany_01600-RA	XP_026499766.1
OG0007735	Bany_04916-RA	XP_026494798.1
OG0007736	Bany_09185-RA	XP_026486579.1
OG0007737	Bany_02408-RA	XP_026497733.1
OG0007738	Bany_04070-RA	XP_026487514.1
OG0007739	Bany_11036-RA	XP_026485284.1
OG0007740	Bany_15361-RA	XP_026493092.1
OG0007741	Bany_10403-RA	XP_026486292.1
OG0007742	Bany_06416-RA	XP_026484400.1
OG0007743	Bany_10404-RA	XP_026486282.1
OG0007744	Bany_07711-RA	XP_026497192.1
OG0007745	Bany_10405-RA	XP_026486295.1
OG0007746	Bany_15363-RA	XP_026493355.1
OG0007747	Bany_15954-RA	XP_026488696.1
OG0007748	Bany_06418-RA	XP_026484424.1
OG0007749	Bany_15365-RA	XP_026493348.1
OG0007750	Bany_12312-RA	XP_026492837.1
OG0007751	Bany_02409-RA	XP_026497779.1
OG0007752	Bany_02411-RA	XP_026497777.1
OG0007753	Bany_06420-RA	XP_026489481.1
OG0007754	Bany_06421-RA	XP_026489483.1
OG0007755	Bany_15366-RA	XP_026493165.1
OG0007756	Bany_02415-RA	XP_026497781.1
OG0007757	Bany_11041-RA	XP_026493013.1
OG0007758	Bany_04918-RA	XP_026494796.1
OG0007760	Bany_08453-RA	XP_026490848.1
OG0007761	Bany_03213-RA	XP_026494805.1
OG0007762	Bany_12315-RA	XP_026492843.1
OG0007763	Bany_15373-RA	XP_026493342.1
OG0007764	Bany_00667-RA	XP_026484438.1
OG0007765	Bany_10408-RA	XP_026485909.1
OG0007766	Bany_06426-RA	XP_026489434.1
OG0007767	Bany_00668-RA	XP_026484802.1
OG0007768	Bany_13528-RA	XP_026483316.1
OG0007769	Bany_13529-RA	XP_026483317.1
OG0007770	Bany_04921-RA	XP_026494795.1
OG0007771	Bany_13530-RA	XP_026483319.1
OG0007772	Bany_12317-RA	XP_026492831.1
OG0007773	Bany_10416-RA	XP_026486199.1
OG0007774	Bany_08454-RA	XP_026490887.1
OG0007775	Bany_11048-RA	XP_026493012.1
OG0007776	Bany_02423-RA	XP_026497817.1
OG0007777	Bany_08456-RA	XP_026490824.1
OG0007778	Bany_02425-RA	XP_026497806.1
OG0007779	Bany_14842-RA	XP_026487991.1
OG0007780	Bany_11052-RA	XP_026493019.1
OG0007781	Bany_15976-RA	XP_026488712.1
OG0007782	Bany_01608-RA	XP_026490768.1
OG0007783	Bany_10419-RA	XP_026486165.1
OG0007784	Bany_11799-RA	XP_026496468.1
OG0007785	Bany_01610-RA	XP_026490762.1
OG0007786	Bany_11801-RA	XP_026496469.1
OG0007787	Bany_04108-RA, Bany_04080-RA	XP_026487506.1
OG0007788	Bany_01611-RA	XP_026490755.1
OG0007789	Bany_11802-RA	XP_026496466.1
OG0007790	Bany_14172-RA	XP_026499541.1
OG0007791	Bany_12327-RA	XP_026492842.1
OG0007792	Bany_09200-RA	XP_026490253.1
OG0007793	Bany_15978-RA	XP_026488652.1
OG0007794	Bany_01613-RA	XP_026490773.1
OG0007795	Bany_07120-RA	XP_026501759.1
OG0007796	Bany_01614-RA	XP_026490774.1
OG0007797	Bany_11809-RA	XP_026496502.1
OG0007798	Bany_02433-RA	XP_026497739.1
OG0007799	Bany_07727-RA	XP_026497354.1
OG0007800	Bany_11814-RA	XP_026496462.1
OG0007801	Bany_00681-RA	XP_026484897.1
OG0007802	Bany_10427-RA	XP_026485995.1
OG0007803	Bany_00683-RA	XP_026484620.1
OG0007804	Bany_07129-RA	XP_026501727.1
OG0007805	Bany_07130-RA	XP_026501725.1
OG0007806	Bany_09207-RA	XP_026496084.1
OG0007807	Bany_13549-RA	XP_026490273.1
OG0007808	Bany_08471-RA	XP_026490865.1
OG0007809	Bany_00686-RA	XP_026484681.1
OG0007810	Bany_06434-RA	XP_026489449.1
OG0007811	Bany_11057-RA, Bany_11058-RA	XP_026493025.1
OG0007812	Bany_03232-RA	XP_026501561.1
OG0007813	Bany_09212-RA	XP_026496078.1
OG0007814	Bany_00689-RA	XP_026484699.1
OG0007815	Bany_01620-RA	XP_026490735.1
OG0007816	Bany_00690-RA	XP_026484702.1
OG0007817	Bany_03234-RA	XP_026501564.1
OG0007818	Bany_08477-RA	XP_026490882.1
OG0007819	Bany_07135-RA	XP_026501729.1
OG0007820	Bany_08478-RA	XP_026490864.1
OG0007821	Bany_12341-RA	XP_026492753.1
OG0007822	Bany_13557-RA	XP_026490313.1
OG0007823	Bany_07136-RA	XP_026501733.1
OG0007824	Bany_04091-RA, Bany_04092-RA	XP_026487397.1
OG0007825	Bany_03237-RA	XP_026501470.1
OG0007826	Bany_12343-RA	XP_026492759.1
OG0007827	Bany_07732-RA	XP_026500686.1
OG0007828	Bany_01623-RA	XP_026490740.1
OG0007829	Bany_08479-RA	XP_026490884.1
OG0007830	Bany_04936-RA	XP_026500046.1
OG0007831	Bany_05726-RA, Bany_05758-RA	XP_026491727.1
OG0007832	Bany_03241-RA	XP_026501683.1
OG0007833	Bany_03242-RA	XP_026501670.1
OG0007834	Bany_04938-RA	XP_026500045.1
OG0007835	Bany_15990-RA	XP_026488673.1
OG0007836	Bany_04940-RA	XP_026500047.1
OG0007837	Bany_07736-RA	XP_026500662.1
OG0007838	Bany_04941-RA	XP_026500048.1
OG0007839	Bany_03244-RA	XP_026501672.1
OG0007840	Bany_08485-RA	XP_026490787.1
OG0007841	Bany_00698-RA	XP_026484703.1
OG0007842	Bany_04095-RA	XP_026487536.1
OG0007843	Bany_00699-RA	XP_026484698.1
OG0007844	Bany_09216-RA	XP_026496076.1
OG0007845	Bany_04097-RA	XP_026487533.1
OG0007846	Bany_04099-RA	XP_026487434.1
OG0007847	Bany_14853-RA	XP_026487990.1
OG0007848	Bany_00704-RA	XP_026484672.1
OG0007849	Bany_12347-RA	XP_026492770.1
OG0007850	Bany_13565-RA	XP_026490299.1
OG0007851	Bany_06441-RA	XP_026489489.1
OG0007852	Bany_09219-RA	XP_026496093.1
OG0007853	Bany_09220-RA	XP_026496089.1
OG0007854	Bany_00708-RA	XP_026484669.1
OG0007855	Bany_07742-RA	XP_026500677.1
OG0007856	Bany_06444-RA	XP_026489518.1
OG0007857	Bany_00710-RA	XP_026484666.1
OG0007858	Bany_02444-RA	XP_026497784.1
OG0007859	Bany_00713-RA	XP_026484707.1, XP_026484706.1
OG0007860	Bany_14858-RA	XP_026488034.1
OG0007861	Bany_06448-RA	XP_026489444.1
OG0007862	Bany_06449-RA	XP_026489461.1
OG0007863	Bany_14859-RA	XP_026488035.1
OG0007864	Bany_13574-RA	XP_026490280.1
OG0007865	Bany_08487-RA	XP_026490801.1
OG0007867	Bany_10436-RA	XP_026485802.1
OG0007868	Bany_09222-RA	XP_026485217.1
OG0007869	Bany_08488-RA	XP_026490852.1
OG0007870	Bany_01631-RA	XP_026490760.1
OG0007871	Bany_14863-RA	XP_026487981.1
OG0007872	Bany_04104-RA	XP_026487497.1
OG0007873	Bany_15993-RA	XP_026488647.1
OG0007874	Bany_09225-RA	XP_026485218.1
OG0007875	Bany_00717-RA, Bany_00718-RA	XP_026484593.1
OG0007876	Bany_04106-RA	XP_026487496.1
OG0007877	Bany_02449-RA	XP_026497769.1
OG0007878	Bany_07748-RA	XP_026500684.1
OG0007879	Bany_02451-RA	XP_026497771.1
OG0007880	Bany_15994-RA	XP_026488645.1
OG0007881	Bany_08495-RA	XP_026490857.1
OG0007882	Bany_08496-RA	XP_026490818.1
OG0007883	Bany_07749-RA	XP_026500636.1
OG0007884	Bany_08498-RA	XP_026490830.1
OG0007885	Bany_08499-RA	XP_026490922.1
OG0007886	Bany_02453-RA	XP_026497800.1
OG0007887	Bany_10439-RA	XP_026486125.1
OG0007888	Bany_08500-RA	XP_026490920.1
OG0007889	Bany_08501-RA	XP_026490923.1
OG0007890	Bany_08502-RA	XP_026490919.1
OG0007891	Bany_15997-RA	XP_026488674.1
OG0007892	Bany_08504-RA	XP_026490918.1
OG0007893	Bany_15999-RA	XP_026488682.1
OG0007894	Bany_08505-RA	XP_026490851.1
OG0007895	Bany_09230-RA	XP_026488179.1
OG0007896	Bany_09231-RA	XP_026488182.1
OG0007897	Bany_01634-RA	XP_026494500.1
OG0007898	Bany_10442-RA	XP_026486222.1, XP_026486223.1
OG0007900	Bany_09232-RA	XP_026488183.1
OG0007901	Bany_09233-RA	XP_026488174.1
OG0007902	Bany_04959-RA	XP_026492617.1
OG0007903	Bany_11071-RA	XP_026493008.1
OG0007904	Bany_16003-RA	XP_026484222.1
OG0007905	Bany_16004-RA	XP_026484219.1
OG0007906	Bany_04110-RA	XP_026487492.1
OG0007907	Bany_10445-RA	XP_026485993.1
OG0007908	Bany_07757-RA	XP_026500715.1
OG0007909	Bany_08515-RA	XP_026490924.1
OG0007910	Bany_00720-RA	XP_026485188.1
OG0007911	Bany_04111-RA	XP_026487363.1
OG0007912	Bany_04964-RA	XP_026492610.1
OG0007913	Bany_00721-RA	XP_026485019.1
OG0007914	Bany_06461-RA	XP_026489464.1
OG0007915	Bany_09235-RA	XP_026488166.1
OG0007916	Bany_10447-RA	XP_026486256.1
OG0007917	Bany_00722-RA	XP_026484509.1
OG0007918	Bany_08517-RA	XP_026490837.1
OG0007919	Bany_04966-RA	XP_026492661.1
OG0007920	Bany_07759-RA	XP_026497178.1
OG0007921	Bany_07760-RA	XP_026497106.1
OG0007922	Bany_04115-RA	XP_026487488.1
OG0007923	Bany_01642-RA	XP_026494497.1
OG0007924	Bany_06462-RA	XP_026489488.1
OG0007925	Bany_01643-RA	XP_026494505.1
OG0007926	Bany_04967-RA	XP_026492602.1
OG0007927	Bany_13582-RA	XP_026490266.1
OG0007928	Bany_08521-RA	XP_026490915.1
OG0007929	Bany_08522-RA	XP_026490911.1
OG0007930	Bany_01644-RA	XP_026494494.1
OG0007931	Bany_09237-RA	XP_026488172.1
OG0007932	Bany_13583-RA	XP_026490267.1
OG0007933	Bany_01645-RA	XP_026494501.1
OG0007934	Bany_01646-RA	XP_026494489.1
OG0007936	Bany_13589-RA	XP_026490257.1
OG0007937	Bany_05741-RA	XP_026491697.1
OG0007938	Bany_11076-RA	XP_026493003.1
OG0007939	Bany_09242-RA	XP_026488175.1
OG0007940	Bany_11077-RA	XP_026492996.1
OG0007941	Bany_00734-RA	XP_026484654.1
OG0007942	Bany_01648-RA	XP_026494504.1
OG0007943	Bany_09244-RA	XP_026488177.1
OG0007944	Bany_00736-RA	XP_026484645.1
OG0007945	Bany_11081-RA	XP_026493002.1
OG0007946	Bany_00738-RA	XP_026484653.1
OG0007947	Bany_07764-RA	XP_026500695.1
OG0007948	Bany_11083-RA	XP_026492999.1, XP_026493000.1
OG0007949	Bany_09246-RA	XP_026488140.1
OG0007950	Bany_06472-RA	XP_026489503.1
OG0007951	Bany_09247-RA	XP_026488162.1
OG0007952	Bany_09248-RA	XP_026488164.1
OG0007953	Bany_14199-RA	XP_026499955.1
OG0007954	Bany_04974-RA	XP_026492673.1
OG0007955	Bany_14200-RA	XP_026499947.1
OG0007956	Bany_09250-RA	XP_026488165.1
OG0007957	Bany_04975-RA	XP_026492668.1
OG0007958	Bany_14203-RA	XP_026499960.1
OG0007959	Bany_09253-RA	XP_026488153.1
OG0007960	Bany_06477-RA	XP_026486471.1
OG0007961	Bany_05753-RA	XP_026491057.1
OG0007962	Bany_09255-RA	XP_026488145.1
OG0007963	Bany_14207-RA	XP_026499918.1
OG0007964	Bany_00748-RA	XP_026484648.1
OG0007965	Bany_16012-RA	XP_026489820.1
OG0007966	Bany_14210-RA	XP_026499938.1
OG0007967	Bany_00749-RA	XP_026485114.1
OG0007968	Bany_08525-RA	XP_026490799.1
OG0007969	Bany_16014-RA	XP_026489808.1
OG0007970	Bany_14215-RA	XP_026499911.1
OG0007971	Bany_09258-RA	XP_026488176.1
OG0007972	Bany_11092-RA	XP_026498364.1
OG0007973	Bany_03280-RA	XP_026501436.1
OG0007974	Bany_10457-RA	XP_026485803.1
OG0007975	Bany_09259-RA	XP_026488135.1
OG0007976	Bany_09260-RA	XP_026488137.1
OG0007977	Bany_06482-RA	XP_026486468.1
OG0007978	Bany_09261-RA	XP_026488139.1
OG0007979	Bany_06483-RA	XP_026486467.1
OG0007980	Bany_05760-RA	XP_026491481.1
OG0007981	Bany_04126-RA	XP_026487502.1
OG0007982	Bany_13593-RA	XP_026490295.1
OG0007983	Bany_04127-RA	XP_026487482.1
OG0007984	Bany_03285-RA	XP_026501412.1
OG0007985	Bany_06485-RA	XP_026486470.1
OG0007986	Bany_11094-RA	XP_026498344.1
OG0007987	Bany_05762-RA	XP_026491172.1
OG0007988	Bany_01666-RA	XP_026498396.1
OG0007989	Bany_08531-RA	XP_026490896.1
OG0007990	Bany_00755-RA	XP_026485120.1
OG0007991	Bany_08532-RA	XP_026490813.1
OG0007992	Bany_04132-RA	XP_026487495.1
OG0007993	Bany_07778-RA	XP_026500667.1
OG0007994	Bany_03288-RA	XP_026501448.1
OG0007995	Bany_16019-RA	XP_026488543.1
OG0007996	Bany_06489-RA	XP_026486474.1
OG0007997	Bany_00756-RA	XP_026485122.1
OG0007998	Bany_05767-RA	XP_026491072.1
OG0007999	Bany_00758-RA	XP_026485126.1
OG0008000	Bany_00759-RA	XP_026485127.1
OG0008001	Bany_16021-RA	XP_026488538.1
OG0008002	Bany_00762-RA	XP_026485110.1
OG0008003	Bany_05771-RA	XP_026491533.1
OG0008004	Bany_07779-RA	XP_026500704.1
OG0008005	Bany_03291-RA	XP_026501658.1
OG0008006	Bany_07780-RA	XP_026500702.1
OG0008007	Bany_03293-RA	XP_026501467.1
OG0008008	Bany_08541-RA	XP_026490814.1
OG0008009	Bany_05773-RA	XP_026491534.1
OG0008010	Bany_07781-RA	XP_026500705.1
OG0008011	Bany_00764-RA	XP_026484859.1
OG0008012	Bany_13599-RA	XP_026493850.1
OG0008013	Bany_04137-RA	XP_026487503.1
OG0008014	Bany_03298-RA	XP_026501479.1
OG0008015	Bany_11101-RA	XP_026498341.1
OG0008016	Bany_15422-RA	XP_026493475.1
OG0008017	Bany_06501-RA	XP_026486451.1
OG0008018	Bany_06503-RA	XP_026486446.1
OG0008019	Bany_00765-RA	XP_026484733.1
OG0008020	Bany_02470-RA	XP_026491930.1
OG0008021	Bany_06504-RA	XP_026486444.1
OG0008022	Bany_13601-RA	XP_026493821.1
OG0008023	Bany_15424-RA	XP_026493319.1
OG0008024	Bany_06505-RA	XP_026486448.1
OG0008026	Bany_06507-RA	XP_026486472.1
OG0008027	Bany_12372-RA	XP_026489196.1
OG0008028	Bany_07783-RA	XP_026500650.1
OG0008029	Bany_07163-RA	XP_026501775.1
OG0008030	Bany_12373-RA	XP_026489191.1
OG0008031	Bany_02477-RA	XP_026491874.1
OG0008032	Bany_08558-RA	XP_026490898.1
OG0008033	Bany_02478-RA	XP_026491873.1
OG0008034	Bany_12375-RA	XP_026489172.1
OG0008035	Bany_09272-RA	XP_026494560.1
OG0008036	Bany_01676-RA	XP_026498395.1
OG0008037	Bany_09273-RA	XP_026494563.1
OG0008038	Bany_03316-RA	XP_026501622.1
OG0008039	Bany_14228-RA	XP_026499928.1
OG0008040	Bany_05000-RA	XP_026492592.1
OG0008041	Bany_06509-RA	XP_026486454.1
OG0008042	Bany_07785-RA	XP_026500646.1
OG0008043	Bany_11112-RA	XP_026498345.1
OG0008044	Bany_05778-RA	XP_026491094.1
OG0008045	Bany_08565-RA	XP_026486994.1
OG0008046	Bany_14245-RA	XP_026499919.1, XP_026499920.1
OG0008047	Bany_01686-RA	XP_026487115.1
OG0008048	Bany_09279-RA	XP_026494559.1
OG0008049	Bany_14246-RA	XP_026488667.1, XP_026499922.1
OG0008050	Bany_05004-RA	XP_026492591.1
OG0008051	Bany_09281-RA	XP_026487213.1
OG0008052	Bany_05006-RA	XP_026492583.1
OG0008053	Bany_12384-RA	XP_026489200.1
OG0008054	Bany_05013-RA	XP_026492732.1
OG0008055	Bany_12385-RA	XP_026489176.1
OG0008056	Bany_09287-RA	XP_026487217.1
OG0008057	Bany_00781-RA	XP_026484738.1
OG0008058	Bany_02486-RA	XP_026491931.1
OG0008059	Bany_10471-RA	XP_026485845.1, XP_026485987.1, XP_026485986.1
OG0008060	Bany_01691-RA	XP_026487105.1
OG0008061	Bany_05017-RA	XP_026492624.1
OG0008062	Bany_05018-RA	XP_026492688.1
OG0008063	Bany_05019-RA	XP_026492697.1
OG0008064	Bany_07793-RA	XP_026500767.1, XP_026500766.1, XP_026500765.1
OG0008065	Bany_02489-RA	XP_026491997.1
OG0008066	Bany_10474-RA	XP_026485983.1
OG0008067	Bany_05786-RA	XP_026491162.1
OG0008068	Bany_01694-RA	XP_026487112.1
OG0008069	Bany_10475-RA	XP_026486129.1
OG0008070	Bany_05023-RA	XP_026492694.1
OG0008071	Bany_09293-RA	XP_026483228.1
OG0008072	Bany_05788-RA	XP_026491382.1
OG0008073	Bany_02491-RA, Bany_02492-RA	XP_026492006.1
OG0008074	Bany_02494-RA	XP_026492004.1
OG0008075	Bany_10478-RA	XP_026486011.1
OG0008076	Bany_07798-RA	XP_026500625.1
OG0008077	Bany_01696-RA	XP_026487108.1
OG0008078	Bany_09295-RA	XP_026483225.1
OG0008079	Bany_10480-RA	XP_026486305.1
OG0008080	Bany_05029-RA	XP_026492704.1
OG0008081	Bany_05792-RA	XP_026491383.1
OG0008082	Bany_10482-RA	XP_026486314.1
OG0008083	Bany_05794-RA	XP_026491381.1
OG0008084	Bany_02500-RA	XP_026491897.1
OG0008085	Bany_10483-RA	XP_026486303.1
OG0008086	Bany_02501-RA	XP_026491896.1
OG0008087	Bany_05031-RA	XP_026492699.1
OG0008088	Bany_05032-RA	XP_026493697.1
OG0008089	Bany_05034-RA	XP_026493698.1
OG0008090	Bany_02505-RA	XP_026491914.1
OG0008091	Bany_12402-RA	XP_026489151.1
OG0008092	Bany_01705-RA	XP_026487127.1
OG0008093	Bany_09306-RA	XP_026486505.1
OG0008094	Bany_09308-RA	XP_026486504.1
OG0008095	Bany_02507-RA	XP_026491926.1
OG0008096	Bany_10495-RA	XP_026486243.1
OG0008097	Bany_08581-RA	XP_026488133.1
OG0008098	Bany_07805-RA	XP_026500730.1
OG0008099	Bany_01714-RA	XP_026487138.1
OG0008100	Bany_05039-RA	XP_026497116.1
OG0008101	Bany_00795-RA	XP_026485062.1
OG0008102	Bany_05041-RA	XP_026497145.1
OG0008103	Bany_00797-RA	XP_026485055.1
OG0008104	Bany_00798-RA	XP_026485061.1
OG0008105	Bany_01718-RA	XP_026487141.1
OG0008106	Bany_01719-RA	XP_026487144.1
OG0008107	Bany_00801-RA	XP_026485063.1
OG0008108	Bany_00802-RA	XP_026484731.1
OG0008109	Bany_08584-RA	XP_026488127.1
OG0008110	Bany_00803-RA	XP_026485045.1
OG0008111	Bany_10501-RA	XP_026486254.1
OG0008112	Bany_08586-RA	XP_026488124.1
OG0008113	Bany_02519-RA	XP_026499977.1
OG0008114	Bany_02520-RA	XP_026499755.1
OG0008115	Bany_10502-RA	XP_026486029.1
OG0008116	Bany_02525-RA	XP_026491971.1
OG0008117	Bany_08588-RA	XP_026488131.1
OG0008118	Bany_07818-RA	XP_026500726.1
OG0008119	Bany_01729-RA	XP_026486425.1
OG0008121	Bany_03352-RA	XP_026501460.1
OG0008122	Bany_02531-RA	XP_026491915.1
OG0008123	Bany_05053-RA	XP_026497069.1
OG0008124	Bany_03358-RA	XP_026501452.1
OG0008125	Bany_08595-RA	XP_026497981.1
OG0008126	Bany_01730-RA	XP_026486429.1
OG0008127	Bany_01732-RA	XP_026500037.1
OG0008128	Bany_00811-RA	XP_026484496.1
OG0008129	Bany_04188-RA	XP_026490501.1
OG0008130	Bany_00813-RA	XP_026484498.1
OG0008131	Bany_08599-RA	XP_026497979.1
OG0008132	Bany_00815-RA	XP_026484514.1
OG0008133	Bany_07832-RA	XP_026500706.1
OG0008134	Bany_03368-RA, Bany_03367-RA	XP_026501513.1
OG0008135	Bany_00819-RA	XP_026484519.1
OG0008136	Bany_05063-RA	XP_026497097.1
OG0008137	Bany_01738-RA	XP_026488585.1
OG0008138	Bany_03374-RA, Bany_03377-RA	XP_026501508.1
OG0008139	Bany_00823-RA	XP_026485031.1
OG0008140	Bany_00824-RA	XP_026485030.1
OG0008141	Bany_02538-RA	XP_026491936.1
OG0008142	Bany_01743-RA	XP_026488587.1
OG0008143	Bany_00825-RA	XP_026485036.1
OG0008144	Bany_05067-RA	XP_026497109.1
OG0008145	Bany_05068-RA	XP_026497105.1, XP_026497107.1
OG0008146	Bany_01745-RA	XP_026488590.1
OG0008147	Bany_05072-RA	XP_026497113.1
OG0008148	Bany_03382-RA	XP_026501497.1
OG0008149	Bany_03385-RA	XP_026501514.1
OG0008150	Bany_05074-RA	XP_026497061.1
OG0008151	Bany_03388-RA	XP_026501516.1
OG0008152	Bany_03389-RA	XP_026501521.1
OG0008153	Bany_00830-RA	XP_026484323.1
OG0008154	Bany_00831-RA	XP_026485174.1
OG0008155	Bany_08608-RA	XP_026497970.1
OG0008156	Bany_05078-RA	XP_026497151.1
OG0008157	Bany_04206-RA	XP_026490552.1
OG0008158	Bany_01750-RA	XP_026501370.1
OG0008159	Bany_01752-RA	XP_026501383.1
OG0008160	Bany_02548-RA	XP_026491958.1
OG0008161	Bany_02549-RA	XP_026491959.1
OG0008162	Bany_02550-RA	XP_026491966.1
OG0008163	Bany_00834-RA	XP_026484476.1
OG0008164	Bany_04211-RA	XP_026490526.1
OG0008165	Bany_10525-RA	XP_026485789.1
OG0008166	Bany_08614-RA	XP_026497968.1
OG0008167	Bany_00836-RA	XP_026485049.1
OG0008168	Bany_04214-RA	XP_026490528.1
OG0008169	Bany_05806-RA	XP_026491354.1
OG0008171	Bany_05808-RA	XP_026491384.1
OG0008172	Bany_08627-RA	XP_026486657.1
OG0008173	Bany_04223-RA	XP_026490438.1
OG0008174	Bany_05811-RA	XP_026491376.1
OG0008175	Bany_05812-RA	XP_026491378.1
OG0008176	Bany_01761-RA	XP_026501381.1
OG0008177	Bany_05813-RA	XP_026491375.1
OG0008178	Bany_08632-RA	XP_026486641.1
OG0008179	Bany_00844-RA	XP_026484455.1
OG0008180	Bany_05814-RA	XP_026491371.1
OG0008181	Bany_08636-RA	XP_026486642.1
OG0008182	Bany_05815-RA	XP_026491366.1
OG0008183	Bany_01764-RA	XP_026501380.1
OG0008184	Bany_01765-RA	XP_026501379.1
OG0008185	Bany_01767-RA	XP_026501376.1
OG0008186	Bany_01768-RA	XP_026501321.1
OG0008187	Bany_02560-RA	XP_026491961.1
OG0008188	Bany_01773-RA	XP_026501408.1
OG0008189	Bany_01775-RA	XP_026501410.1
OG0008190	Bany_08646-RA	XP_026486663.1
OG0008191	Bany_04236-RA	XP_026490460.1
OG0008192	Bany_08647-RA	XP_026486653.1
OG0008193	Bany_04237-RA	XP_026490483.1
