Orthogroup	Bicyclus_anynana	Vanessa_cardui
OG0009395	Bany_09102-RA	Vcard_DToL09275-RA
OG0009396	Bany_17359-RA	Vcard_DToL15446-RA
OG0009397	Bany_14041-RA	Vcard_DToL12045-RA
OG0009398	Bany_14042-RA	Vcard_DToL12046-RA
OG0009399	Bany_02366-RA	Vcard_DToL15591-RA
OG0009400	Bany_09792-RA	Vcard_DToL14382-RA
OG0009401	Bany_00571-RA	Vcard_DToL02272-RA
OG0009402	Bany_09794-RA	Vcard_DToL14379-RA
OG0009403	Bany_14046-RA	Vcard_DToL12054-RA
OG0009404	Bany_14047-RA	Vcard_DToL12055-RA
OG0009406	Bany_10352-RA	Vcard_DToL05439-RA
OG0009407	Bany_10987-RA	Vcard_DToL10373-RA
OG0009408	Bany_07039-RA	Vcard_DToL17247-RA
OG0009409	Bany_15866-RA	Vcard_DToL03025-RA
OG0009410	Bany_15867-RA	Vcard_DToL03026-RA
OG0009411	Bany_15304-RA	Vcard_DToL10127-RA
OG0009412	Bany_14743-RA	Vcard_DToL12603-RA
OG0009413	Bany_14744-RA	Vcard_DToL12601-RA
OG0009415	Bany_16858-RA	Vcard_DToL14278-RA
OG0009416	Bany_15872-RA	Vcard_DToL03031-RA
OG0009417	Bany_02372-RA	Vcard_DToL15678-RA
OG0009418	Bany_03163-RA	Vcard_DToL08521-RA
OG0009419	Bany_04853-RA	Vcard_DToL01189-RA
OG0009421	Bany_07663-RA	Vcard_DToL00512-RA
OG0009422	Bany_03164-RA	Vcard_DToL08773-RA
OG0009423	Bany_00586-RA	Vcard_DToL02247-RA
OG0009424	Bany_03170-RA	Vcard_DToL08513-RA
OG0009425	Bany_09121-RA	Vcard_DToL09260-RA
OG0009426	Bany_14748-RA	Vcard_DToL12599-RA
OG0009427	Bany_14749-RA	Vcard_DToL12598-RA
OG0009428	Bany_11712-RA	Vcard_DToL13731-RA
OG0009429	Bany_04867-RA	Vcard_DToL01417-RA
OG0009430	Bany_04872-RA	Vcard_DToL01419-RA
OG0009431	Bany_14752-RA	Vcard_DToL12595-RA
OG0009432	Bany_09129-RA	Vcard_DToL09242-RA
OG0009433	Bany_14753-RA	Vcard_DToL12594-RA
OG0009434	Bany_10994-RA	Vcard_DToL10367-RA
OG0009435	Bany_14072-RA	Vcard_DToL12169-RA
OG0009436	Bany_14758-RA	Vcard_DToL12587-RA
OG0009437	Bany_14759-RA	Vcard_DToL12586-RA
OG0009438	Bany_14073-RA	Vcard_DToL12168-RA
OG0009439	Bany_14077-RA	Vcard_DToL12164-RA
OG0009440	Bany_09133-RA	Vcard_DToL09239-RA
OG0009441	Bany_14078-RA	Vcard_DToL12163-RA
OG0009442	Bany_07052-RA	Vcard_DToL17238-RA
OG0009443	Bany_17392-RA	Vcard_DToL15480-RA
OG0009444	Bany_00604-RA	Vcard_DToL02377-RA
OG0009445	Bany_03994-RA	Vcard_DToL05748-RA
OG0009446	Bany_14080-RA	Vcard_DToL12161-RA
OG0009447	Bany_14081-RA	Vcard_DToL12160-RA
OG0009448	Bany_12256-RA	Vcard_DToL07491-RA
OG0009450	Bany_03175-RA	Vcard_DToL08511-RA
OG0009453	Bany_15312-RA	Vcard_DToL10114-RA
OG0009454	Bany_15885-RA	Vcard_DToL03047-RA
OG0009455	Bany_16908-RA	Vcard_DToL13936-RA
OG0009456	Bany_17398-RA	Vcard_DToL15484-RA
OG0009457	Bany_00612-RA	Vcard_DToL02388-RA
OG0009458	Bany_16910-RA	Vcard_DToL13938-RA
OG0009459	Bany_08408-RA	Vcard_DToL04491-RA
OG0009461	Bany_16917-RA	Vcard_DToL14175-RA
OG0009463	Bany_09821-RA	Vcard_DToL14352-RA
OG0009464	Bany_09822-RA	Vcard_DToL14353-RA
OG0009465	Bany_11732-RA	Vcard_DToL13820-RA
OG0009466	Bany_07059-RA	Vcard_DToL17227-RA
OG0009468	Bany_11735-RA	Vcard_DToL13819-RA
OG0009469	Bany_03181-RA	Vcard_DToL08507-RA
OG0009470	Bany_04017-RA	Vcard_DToL05711-RA
OG0009471	Bany_11739-RA	Vcard_DToL13815-RA
OG0009472	Bany_15894-RA	Vcard_DToL03053-RA
OG0009473	Bany_15323-RA	Vcard_DToL10099-RA
OG0009475	Bany_15898-RA	Vcard_DToL03056-RA
OG0009477	Bany_11750-RA	Vcard_DToL13806-RA
OG0009478	Bany_11751-RA	Vcard_DToL13805-RA
OG0009479	Bany_03184-RA	Vcard_DToL08505-RA
OG0009480	Bany_05689-RA	Vcard_DToL03816-RA
OG0009481	Bany_04026-RA	Vcard_DToL05704-RA
OG0009483	Bany_05695-RA	Vcard_DToL03825-RA
OG0009484	Bany_14107-RA	Vcard_DToL12166-RA
OG0009485	Bany_14792-RA	Vcard_DToL12558-RA
OG0009487	Bany_03187-RA	Vcard_DToL08500-RA
OG0009488	Bany_12277-RA	Vcard_DToL07515-RA
OG0009489	Bany_10382-RA	Vcard_DToL05177-RA
OG0009490	Bany_09841-RA	Vcard_DToL14338-RA
OG0009491	Bany_09843-RA	Vcard_DToL14336-RA
OG0009493	Bany_09846-RA	Vcard_DToL14334-RA
OG0009494	Bany_04032-RA	Vcard_DToL05698-RA
OG0009495	Bany_12280-RA	Vcard_DToL07517-RA
OG0009496	Bany_14795-RA	Vcard_DToL12556-RA
OG0009497	Bany_14117-RA	Vcard_DToL12105-RA
OG0009498	Bany_04034-RA	Vcard_DToL05696-RA
OG0009501	Bany_00634-RA	Vcard_DToL02417-RA
OG0009502	Bany_14803-RA	Vcard_DToL12549-RA
OG0009503	Bany_11012-RA	Vcard_DToL10346-RA
OG0009504	Bany_14804-RA	Vcard_DToL12548-RA
OG0009505	Bany_09855-RA	Vcard_DToL14315-RA
OG0009507	Bany_07075-RA	Vcard_DToL17176-RA
OG0009508	Bany_04043-RA	Vcard_DToL05683-RA
OG0009509	Bany_12282-RA	Vcard_DToL07520-RA
OG0009511	Bany_04049-RA	Vcard_DToL05677-RA
OG0009512	Bany_07080-RA	Vcard_DToL17169-RA
OG0009513	Bany_03194-RA	Vcard_DToL08495-RA
OG0009514	Bany_03195-RA	Vcard_DToL08494-RA
OG0009515	Bany_03199-RA	Vcard_DToL08489-RA
OG0009516	Bany_07085-RA	Vcard_DToL17164-RA
OG0009517	Bany_03200-RA	Vcard_DToL08487-RA
OG0009518	Bany_12291-RA	Vcard_DToL07531-RA
OG0009519	Bany_14148-RA	Vcard_DToL12187-RA
OG0009520	Bany_14149-RA	Vcard_DToL12188-RA
OG0009522	Bany_10391-RA	Vcard_DToL05346-RA
OG0009523	Bany_11018-RA	Vcard_DToL10340-RA
OG0009524	Bany_11019-RA	Vcard_DToL10339-RA
OG0009525	Bany_11020-RA	Vcard_DToL10338-RA
OG0009526	Bany_12294-RA	Vcard_DToL07542-RA
OG0009528	Bany_15927-RA	Vcard_DToL02722-RA
OG0009529	Bany_14155-RA	Vcard_DToL11918-RA
OG0009530	Bany_15931-RA	Vcard_DToL02727-RA
OG0009531	Bany_03202-RA	Vcard_DToL08484-RA
OG0009533	Bany_03203-RA	Vcard_DToL08482-RA
OG0009534	Bany_14160-RA	Vcard_DToL11913-RA
OG0009535	Bany_03204-RA	Vcard_DToL08481-RA
OG0009536	Bany_01583-RA	Vcard_DToL08212-RA
OG0009537	Bany_04913-RA	Vcard_DToL01471-RA
OG0009538	Bany_15934-RA	Vcard_DToL02729-RA
OG0009539	Bany_08439-RA	Vcard_DToL04529-RA
OG0009540	Bany_01587-RA	Vcard_DToL08210-RA
OG0009541	Bany_15941-RA	Vcard_DToL02753-RA
OG0009542	Bany_01595-RA	Vcard_DToL08197-RA
OG0009543	Bany_06405-RA	Vcard_DToL06655-RA
OG0009545	Bany_04061-RA	Vcard_DToL05662-RA
OG0009547	Bany_07099-RA	Vcard_DToL17155-RA
OG0009549	Bany_01599-RA	Vcard_DToL08192-RA
OG0009550	Bany_04066-RA	Vcard_DToL05658-RA
OG0009551	Bany_04067-RA	Vcard_DToL05655-RA
OG0009553	Bany_10400-RA	Vcard_DToL05333-RA
OG0009554	Bany_07710-RA	Vcard_DToL00583-RA
OG0009555	Bany_15946-RA	Vcard_DToL02756-RA
OG0009556	Bany_15949-RA	Vcard_DToL02759-RA
OG0009557	Bany_15950-RA	Vcard_DToL02760-RA
OG0009558	Bany_08451-RA	Vcard_DToL04544-RA
OG0009560	Bany_15364-RA	Vcard_DToL10060-RA
OG0009561	Bany_12313-RA	Vcard_DToL07556-RA
OG0009562	Bany_15955-RA	Vcard_DToL02768-RA
OG0009563	Bany_07712-RA	Vcard_DToL00586-RA
OG0009564	Bany_02416-RA	Vcard_DToL15687-RA
OG0009565	Bany_04072-RA	Vcard_DToL05650-RA
OG0009566	Bany_15959-RA	Vcard_DToL02769-RA
OG0009567	Bany_15960-RA	Vcard_DToL02771-RA
OG0009568	Bany_03211-RA	Vcard_DToL08473-RA
OG0009569	Bany_15962-RA	Vcard_DToL02772-RA
OG0009570	Bany_07108-RA	Vcard_DToL17141-RA
OG0009571	Bany_03212-RA	Vcard_DToL08472-RA
OG0009572	Bany_15964-RA	Vcard_DToL02773-RA
OG0009573	Bany_15966-RA	Vcard_DToL02777-RA
OG0009574	Bany_15374-RA	Vcard_DToL10054-RA
OG0009575	Bany_10411-RA	Vcard_DToL05318-RA
OG0009576	Bany_02420-RA	Vcard_DToL15689-RA
OG0009577	Bany_06429-RA	Vcard_DToL06957-RA
OG0009578	Bany_08455-RA	Vcard_DToL04551-RA
OG0009579	Bany_09196-RA	Vcard_DToL09183-RA
OG0009580	Bany_07115-RA	Vcard_DToL17134-RA
OG0009581	Bany_15971-RA	Vcard_DToL02782-RA
OG0009582	Bany_15972-RA	Vcard_DToL02784-RA
OG0009583	Bany_14167-RA	Vcard_DToL11906-RA
OG0009584	Bany_10421-RA	Vcard_DToL05312-RA
OG0009585	Bany_03228-RA	Vcard_DToL08460-RA
OG0009586	Bany_07722-RA	Vcard_DToL00595-RA
OG0009587	Bany_11807-RA	Vcard_DToL13783-RA
OG0009588	Bany_10425-RA	Vcard_DToL05306-RA
OG0009590	Bany_04084-RA	Vcard_DToL05646-RA
OG0009591	Bany_09206-RA	Vcard_DToL09175-RA
OG0009592	Bany_15982-RA	Vcard_DToL02799-RA
OG0009593	Bany_01618-RA	Vcard_DToL08173-RA
OG0009594	Bany_03233-RA	Vcard_DToL08454-RA
OG0009595	Bany_15983-RA	Vcard_DToL02800-RA
OG0009596	Bany_15985-RA	Vcard_DToL02804-RA
OG0009597	Bany_15986-RA	Vcard_DToL02805-RA
OG0009598	Bany_15987-RA	Vcard_DToL02808-RA
OG0009599	Bany_15988-RA	Vcard_DToL02809-RA
OG0009600	Bany_09213-RA	Vcard_DToL09165-RA
OG0009601	Bany_03239-RA	Vcard_DToL08449-RA
OG0009602	Bany_04937-RA	Vcard_DToL01721-RA
OG0009603	Bany_01624-RA	Vcard_DToL08168-RA
OG0009605	Bany_04098-RA	Vcard_DToL05635-RA
OG0009607	Bany_00705-RA	Vcard_DToL02516-RA
OG0009608	Bany_00706-RA	Vcard_DToL02517-RA
OG0009609	Bany_06446-RA	Vcard_DToL06962-RA
OG0009611	Bany_00714-RA	Vcard_DToL02529-RA
OG0009612	Bany_14192-RA	Vcard_DToL11882-RA
OG0009614	Bany_04105-RA	Vcard_DToL05628-RA
OG0009615	Bany_09226-RA	Vcard_DToL09150-RA
OG0009618	Bany_10440-RA	Vcard_DToL05281-RA
OG0009619	Bany_07751-RA	Vcard_DToL00727-RA
OG0009620	Bany_04957-RA	Vcard_DToL01713-RA
OG0009621	Bany_10444-RA	Vcard_DToL05275-RA
OG0009622	Bany_03249-RA	Vcard_DToL08438-RA
OG0009623	Bany_04965-RA	Vcard_DToL01700-RA
OG0009624	Bany_11072-RA	Vcard_DToL10293-RA
OG0009625	Bany_00724-RA	Vcard_DToL02536-RA
OG0009627	Bany_08520-RA	Vcard_DToL04619-RA
OG0009628	Bany_07145-RA	Vcard_DToL17101-RA
OG0009629	Bany_09239-RA	Vcard_DToL09138-RA
OG0009630	Bany_06464-RA	Vcard_DToL06992-RA
OG0009631	Bany_13585-RA	Vcard_DToL10897-RA
OG0009632	Bany_13587-RA	Vcard_DToL10899-RA
OG0009633	Bany_11075-RA	Vcard_DToL10290-RA
OG0009635	Bany_14198-RA	Vcard_DToL11879-RA
OG0009636	Bany_01651-RA	Vcard_DToL08138-RA
OG0009637	Bany_04120-RA	Vcard_DToL01413-RA
OG0009638	Bany_04972-RA	Vcard_DToL01694-RA
OG0009639	Bany_00745-RA	Vcard_DToL02557-RA
OG0009640	Bany_07768-RA	Vcard_DToL00787-RA
OG0009642	Bany_04979-RA	Vcard_DToL01688-RA
OG0009643	Bany_10455-RA	Vcard_DToL05267-RA
OG0009645	Bany_04981-RA	Vcard_DToL01684-RA
OG0009646	Bany_14214-RA	Vcard_DToL11861-RA
OG0009648	Bany_06484-RA	Vcard_DToL07011-RA
OG0009649	Bany_05763-RA	Vcard_DToL03884-RA
OG0009650	Bany_08530-RA	Vcard_DToL04628-RA
OG0009652	Bany_04987-RA	Vcard_DToL01669-RA
OG0009653	Bany_05770-RA	Vcard_DToL03892-RA
OG0009654	Bany_02466-RA	Vcard_DToL15746-RA
OG0009655	Bany_08535-RA	Vcard_DToL04635-RA
OG0009656	Bany_09269-RA	Vcard_DToL09109-RA
OG0009657	Bany_11100-RA	Vcard_DToL10263-RA
OG0009658	Bany_03295-RA	Vcard_DToL08307-RA
OG0009659	Bany_06497-RA	Vcard_DToL07018-RA
OG0009660	Bany_03299-RA	Vcard_DToL08311-RA
OG0009661	Bany_06500-RA	Vcard_DToL07022-RA
OG0009662	Bany_01671-RA	Vcard_DToL08104-RA
OG0009663	Bany_03306-RA	Vcard_DToL08315-RA
OG0009664	Bany_04995-RA	Vcard_DToL01662-RA
OG0009665	Bany_02476-RA	Vcard_DToL15758-RA
OG0009666	Bany_03313-RA	Vcard_DToL08319-RA
OG0009667	Bany_03314-RA	Vcard_DToL08321-RA
OG0009668	Bany_11110-RA	Vcard_DToL10258-RA
OG0009669	Bany_08561-RA	Vcard_DToL04660-RA
OG0009670	Bany_14226-RA	Vcard_DToL11851-RA
OG0009671	Bany_01678-RA	Vcard_DToL08098-RA
OG0009672	Bany_03320-RA	Vcard_DToL08325-RA
OG0009673	Bany_12376-RA	Vcard_DToL07603-RA
OG0009675	Bany_07786-RA	Vcard_DToL00748-RA
OG0009676	Bany_03322-RA	Vcard_DToL08328-RA
OG0009677	Bany_03323-RA	Vcard_DToL08329-RA
OG0009678	Bany_03324-RA	Vcard_DToL08330-RA
OG0009679	Bany_03326-RA	Vcard_DToL08332-RA
OG0009680	Bany_14247-RA	Vcard_DToL11831-RA
OG0009682	Bany_04143-RA	Vcard_DToL05597-RA
OG0009683	Bany_09285-RA	Vcard_DToL09091-RA
OG0009685	Bany_12386-RA	Vcard_DToL07621-RA
OG0009686	Bany_05016-RA	Vcard_DToL01637-RA
OG0009687	Bany_07791-RA	Vcard_DToL00751-RA
OG0009688	Bany_09291-RA	Vcard_DToL09086-RA
OG0009689	Bany_07794-RA	Vcard_DToL00610-RA
OG0009690	Bany_10477-RA	Vcard_DToL05242-RA
OG0009691	Bany_12391-RA	Vcard_DToL07627-RA
OG0009692	Bany_01697-RA	Vcard_DToL08077-RA
OG0009693	Bany_05795-RA	Vcard_DToL03912-RA
OG0009694	Bany_10485-RA	Vcard_DToL05228-RA
OG0009695	Bany_06539-RA	Vcard_DToL07040-RA
OG0009696	Bany_01701-RA	Vcard_DToL07350-RA, Vcard_DToL08073-RA
OG0009698	Bany_12405-RA	Vcard_DToL07636-RA
OG0009700	Bany_04172-RA	Vcard_DToL05459-RA
OG0009701	Bany_10499-RA	Vcard_DToL05211-RA
OG0009702	Bany_02523-RA	Vcard_DToL15810-RA
OG0009703	Bany_03336-RA	Vcard_DToL08343-RA
OG0009704	Bany_07812-RA	Vcard_DToL00779-RA
OG0009707	Bany_03341-RA	Vcard_DToL08349-RA
OG0009708	Bany_04179-RA	Vcard_DToL05464-RA
OG0009709	Bany_07817-RA	Vcard_DToL00715-RA
OG0009712	Bany_01728-RA	Vcard_DToL08287-RA
OG0009713	Bany_03348-RA	Vcard_DToL08353-RA
OG0009714	Bany_10505-RA	Vcard_DToL05450-RA
OG0009715	Bany_04180-RA	Vcard_DToL05466-RA
OG0009716	Bany_03355-RA	Vcard_DToL08358-RA
OG0009717	Bany_04182-RA	Vcard_DToL05471-RA
OG0009718	Bany_04183-RA	Vcard_DToL05472-RA
OG0009719	Bany_07824-RA	Vcard_DToL00792-RA
OG0009720	Bany_01731-RA	Vcard_DToL08281-RA
OG0009721	Bany_03359-RA	Vcard_DToL08361-RA
OG0009722	Bany_04186-RA	Vcard_DToL05476-RA
OG0009723	Bany_03364-RA	Vcard_DToL08364-RA
OG0009724	Bany_03365-RA	Vcard_DToL08365-RA
OG0009725	Bany_07830-RA	Vcard_DToL00759-RA
OG0009726	Bany_04192-RA	Vcard_DToL05480-RA
OG0009727	Bany_03369-RA	Vcard_DToL08369-RA
OG0009728	Bany_03370-RA	Vcard_DToL08370-RA
OG0009729	Bany_03376-RA, Bany_03371-RA	Vcard_DToL08371-RA
OG0009730	Bany_03372-RA	Vcard_DToL08373-RA
OG0009731	Bany_01741-RA	Vcard_DToL08270-RA
OG0009732	Bany_05065-RA	Vcard_DToL01321-RA
OG0009733	Bany_12423-RA	Vcard_DToL07654-RA
OG0009734	Bany_12424-RA	Vcard_DToL07656-RA
OG0009735	Bany_03381-RA	Vcard_DToL08379-RA
OG0009737	Bany_03384-RA	Vcard_DToL08381-RA
OG0009738	Bany_00829-RA	Vcard_DToL02641-RA
OG0009739	Bany_02544-RA	Vcard_DToL15822-RA
OG0009740	Bany_07845-RA	Vcard_DToL00789-RA
OG0009741	Bany_04208-RA	Vcard_DToL05495-RA
OG0009742	Bany_01755-RA	Vcard_DToL08005-RA
OG0009744	Bany_08617-RA	Vcard_DToL04757-RA
OG0009746	Bany_03396-RA	Vcard_DToL08397-RA
OG0009747	Bany_08619-RA	Vcard_DToL04753-RA
OG0009749	Bany_08620-RA	Vcard_DToL04752-RA
OG0009750	Bany_10538-RA	Vcard_DToL05205-RA
OG0009751	Bany_08628-RA	Vcard_DToL04741-RA
OG0009752	Bany_01760-RA	Vcard_DToL08009-RA
OG0009753	Bany_04225-RA	Vcard_DToL05515-RA
OG0009754	Bany_01769-RA	Vcard_DToL08019-RA
OG0009755	Bany_04231-RA	Vcard_DToL05524-RA
OG0009757	Bany_05821-RA	Vcard_DToL03939-RA
OG0009759	Bany_04240-RA	Vcard_DToL05535-RA
OG0009760	Bany_01797-RA	Vcard_DToL07039-RA
OG0009761	Bany_03405-RA	Vcard_DToL08410-RA
OG0009762	Bany_02568-RA	Vcard_DToL15843-RA
OG0009764	Bany_05837-RA	Vcard_DToL03963-RA
OG0009766	Bany_05104-RA	Vcard_DToL01358-RA
OG0009767	Bany_04257-RA	Vcard_DToL05557-RA
OG0009768	Bany_03417-RA	Vcard_DToL08428-RA
OG0009769	Bany_03433-RA	Vcard_DToL08423-RA
OG0009770	Bany_02583-RA	Vcard_DToL15855-RA
OG0009771	Bany_05843-RA	Vcard_DToL03966-RA
OG0009772	Bany_05849-RA	Vcard_DToL03977-RA
OG0009773	Bany_05851-RA	Vcard_DToL03979-RA
OG0009774	Bany_04272-RA	Vcard_DToL05569-RA
OG0009775	Bany_05857-RA	Vcard_DToL03771-RA
OG0009777	Bany_04284-RA	Vcard_DToL05587-RA
OG0009778	Bany_05118-RA	Vcard_DToL01370-RA
OG0009779	Bany_07888-RA	Vcard_DToL00656-RA
OG0009780	Bany_07890-RA	Vcard_DToL00658-RA
OG0009781	Bany_00888-RA	Vcard_DToL02690-RA
OG0009782	Bany_05132-RA	Vcard_DToL01383-RA
OG0009783	Bany_00900-RA	Vcard_DToL02696-RA
OG0009784	Bany_00913-RA	Vcard_DToL02702-RA
OG0009788	Bany_05149-RA	Vcard_DToL01395-RA
OG0009789	Bany_05161-RA	Vcard_DToL01494-RA
OG0009790	Bany_05170-RA	Vcard_DToL01483-RA
OG0010017	Bany_11825-RA	Vcard_DToL07042-RA
OG0010019	Bany_16935-RA	Vcard_DToL15289-RA
OG0010027	Bany_06552-RA	Vcard_DToL17342-RA
OG0010028	Bany_06555-RA	Vcard_DToL17343-RA
OG0010029	Bany_08662-RA	Vcard_DToL09688-RA
OG0010033	Bany_14273-RA, Bany_14272-RA	Vcard_DToL13119-RA
OG0010034	Bany_14898-RA	Vcard_DToL15271-RA
OG0010037	Bany_14901-RA	Vcard_DToL15274-RA
OG0010038	Bany_05195-RA	Vcard_DToL03313-RA
OG0010041	Bany_13037-RA	Vcard_DToL11320-RA
OG0010042	Bany_15478-RA	Vcard_DToL03072-RA
OG0010043	Bany_11843-RA, Bany_11844-RA	Vcard_DToL07175-RA
OG0010044	Bany_05200-RA	Vcard_DToL03326-RA
OG0010045	Bany_07954-RA	Vcard_DToL06238-RA
OG0010046	Bany_04333-RA	Vcard_DToL00824-RA
OG0010047	Bany_01870-RA	Vcard_DToL16726-RA
OG0010048	Bany_08689-RA	Vcard_DToL09727-RA
OG0010049	Bany_04336-RA	Vcard_DToL00826-RA
OG0010051	Bany_04343-RA	Vcard_DToL00832-RA
OG0010052	Bany_14306-RA	Vcard_DToL13092-RA
OG0010053	Bany_13048-RA	Vcard_DToL11337-RA, Vcard_DToL11338-RA
OG0010055	Bany_04348-RA	Vcard_DToL00145-RA
OG0010058	Bany_00986-RA	Vcard_DToL18537-RA
OG0010060	Bany_01898-RA	Vcard_DToL16702-RA
OG0010062	Bany_16997-RA, Bany_16998-RA	Vcard_DToL15073-RA
OG0010063	Bany_04374-RA	Vcard_DToL05540-RA
OG0010064	Bany_13064-RA	Vcard_DToL11352-RA
OG0010065	Bany_09369-RA	Vcard_DToL14909-RA
OG0010066	Bany_05231-RA	Vcard_DToL03361-RA
OG0010067	Bany_10643-RA	Vcard_DToL10692-RA
OG0010069	Bany_05919-RA	Vcard_DToL06386-RA
OG0010074	Bany_00048-RA	Vcard_DToL01836-RA
OG0010076	Bany_00062-RA	Vcard_DToL01820-RA
OG0010080	Bany_07999-RA	Vcard_DToL04136-RA
OG0010082	Bany_00078-RA	Vcard_DToL01803-RA
OG0010083	Bany_09973-RA	Vcard_DToL04806-RA
OG0010084	Bany_15537-RA	Vcard_DToL03126-RA
OG0010086	Bany_00085-RA	Vcard_DToL01793-RA
OG0010087	Bany_11199-RA	Vcard_DToL13655-RA
OG0010092	Bany_15544-RA	Vcard_DToL03131-RA
OG0010093	Bany_02699-RA	Vcard_DToL09015-RA
OG0010094	Bany_14955-RA	Vcard_DToL10012-RA
OG0010095	Bany_15548-RA	Vcard_DToL03136-RA
OG0010097	Bany_08016-RA	Vcard_DToL04120-RA
OG0010098	Bany_08735-RA	Vcard_DToL09647-RA
OG0010099	Bany_02705-RA	Vcard_DToL09012-RA
OG0010100	Bany_13132-RA	Vcard_DToL11267-RA
OG0010101	Bany_13135-RA	Vcard_DToL11264-RA
OG0010103	Bany_13138-RA	Vcard_DToL11261-RA
OG0010105	Bany_12586-RA	Vcard_DToL17857-RA
OG0010109	Bany_11244-RA	Vcard_DToL13558-RA
OG0010111	Bany_17492-RA	Vcard_DToL16880-RA
OG0010113	Bany_11246-RA	Vcard_DToL18532-RA, Vcard_DToL13557-RA
OG0010115	Bany_13156-RA	Vcard_DToL11248-RA
OG0010117	Bany_11254-RA	Vcard_DToL13555-RA
OG0010119	Bany_15576-RA	Vcard_DToL03158-RA
OG0010121	Bany_10699-RA	Vcard_DToL10805-RA
OG0010122	Bany_13750-RA	Vcard_DToL12358-RA
OG0010124	Bany_09991-RA	Vcard_DToL04796-RA
OG0010129	Bany_00136-RA	Vcard_DToL01754-RA
OG0010132	Bany_16559-RA	Vcard_DToL13850-RA
OG0010133	Bany_09431-RA	Vcard_DToL14697-RA
OG0010134	Bany_04451-RA	Vcard_DToL00929-RA
OG0010135	Bany_17801-RA	Vcard_DToL16037-RA
OG0010137	Bany_00168-RA	Vcard_DToL01727-RA
OG0010138	Bany_16579-RA, Bany_16581-RA	Vcard_DToL13831-RA
OG0010139	Bany_12735-RA, Bany_15598-RA, Bany_12289-RA	Vcard_DToL09980-RA
OG0010140	Bany_05971-RA	Vcard_DToL06431-RA
OG0010141	Bany_15599-RA, Bany_15601-RA	Vcard_DToL03176-RA
OG0010143	Bany_17507-RA	Vcard_DToL16864-RA
OG0010144	Bany_10735-RA	Vcard_DToL10745-RA
OG0010148	Bany_00187-RA	Vcard_DToL01881-RA
OG0010149	Bany_09479-RA	Vcard_DToL14584-RA
OG0010150	Bany_16221-RA	Vcard_DToL18837-RA
OG0010155	Bany_11306-RA	Vcard_DToL13491-RA
OG0010157	Bany_07287-RA	Vcard_DToL00156-RA
OG0010161	Bany_10027-RA	Vcard_DToL04881-RA
OG0010165	Bany_10030-RA	Vcard_DToL04884-RA
OG0010167	Bany_13774-RA	Vcard_DToL12354-RA
OG0010168	Bany_07304-RA	Vcard_DToL00147-RA
OG0010169	Bany_11950-RA	Vcard_DToL07190-RA
OG0010170	Bany_16253-RA	Vcard_DToL18860-RA
OG0010171	Bany_02812-RA	Vcard_DToL08898-RA
OG0010172	Bany_02817-RA	Vcard_DToL08891-RA
OG0010174	Bany_16273-RA	Vcard_DToL18563-RA
OG0010175	Bany_11329-RA	Vcard_DToL13464-RA
OG0010177	Bany_10794-RA	Vcard_DToL10585-RA
OG0010178	Bany_09521-RA	Vcard_DToL14630-RA
OG0010179	Bany_16619-RA	Vcard_DToL14022-RA
OG0010181	Bany_01115-RA	Vcard_DToL18395-RA
OG0010182	Bany_11341-RA	Vcard_DToL13452-RA
OG0010185	Bany_17136-RA	Vcard_DToL14966-RA
OG0010187	Bany_02829-RA	Vcard_DToL08877-RA
OG0010188	Bany_10045-RA	Vcard_DToL04913-RA
OG0010189	Bany_16629-RA	Vcard_DToL14013-RA
OG0010190	Bany_10049-RA	Vcard_DToL04922-RA
OG0010192	Bany_08124-RA	Vcard_DToL04175-RA
OG0010193	Bany_14459-RA	Vcard_DToL12866-RA
OG0010194	Bany_17159-RA	Vcard_DToL15257-RA
OG0010195	Bany_04542-RA	Vcard_DToL01040-RA
OG0010196	Bany_11350-RA	Vcard_DToL13445-RA
OG0010197	Bany_08814-RA	Vcard_DToL09556-RA
OG0010198	Bany_07335-RA	Vcard_DToL00083-RA
OG0010199	Bany_12782-RA	Vcard_DToL18173-RA
OG0010200	Bany_02843-RA	Vcard_DToL08866-RA
OG0010201	Bany_06090-RA	Vcard_DToL06624-RA
OG0010202	Bany_13245-RA	Vcard_DToL11162-RA
OG0010203	Bany_02860-RA	Vcard_DToL08852-RA
OG0010206	Bany_02113-RA	Vcard_DToL16462-RA
OG0010208	Bany_13826-RA	Vcard_DToL11940-RA
OG0010209	Bany_13260-RA	Vcard_DToL11148-RA
OG0010211	Bany_10074-RA	Vcard_DToL04948-RA
OG0010214	Bany_16653-RA	Vcard_DToL13986-RA
OG0010219	Bany_06124-RA	Vcard_DToL06572-RA
OG0010220	Bany_06795-RA	Vcard_DToL17552-RA
OG0010222	Bany_08163-RA	Vcard_DToL04213-RA
OG0010223	Bany_12841-RA	Vcard_DToL18140-RA
OG0010225	Bany_13840-RA	Vcard_DToL12197-RA
OG0010226	Bany_00283-RA	Vcard_DToL02014-RA
OG0010228	Bany_08862-RA	Vcard_DToL09517-RA
OG0010231	Bany_11409-RA	Vcard_DToL13381-RA
OG0010234	Bany_13860-RA	Vcard_DToL12215-RA
OG0010236	Bany_11424-RA	Vcard_DToL13365-RA
OG0010237	Bany_02897-RA	Vcard_DToL08814-RA
OG0010239	Bany_09585-RA	Vcard_DToL14826-RA
