Orthogroup	Bicyclus_anynana	Pararge_aegeria
OG0008210	Bany_05836-RA	XP_039745754.1
OG0008211	Bany_02567-RA	XP_039745951.1
OG0008212	Bany_03406-RA	XP_039747213.1
OG0008213	Bany_02569-RA	XP_039762812.1
OG0008214	Bany_04250-RA	XP_039764833.1
OG0008215	Bany_04253-RA	XP_039764648.1
OG0008216	Bany_07868-RA	XP_039764153.1
OG0008217	Bany_03410-RA	XP_039746981.1
OG0008218	Bany_05101-RA	XP_039761380.1
OG0008219	Bany_03412-RA	XP_039746709.1
OG0008220	Bany_03413-RA	XP_039747320.1
OG0008221	Bany_05839-RA	XP_039746254.1
OG0008222	Bany_04255-RA	XP_039764997.1
OG0008223	Bany_04256-RA	XP_039764996.1
OG0008224	Bany_05106-RA	XP_039755966.1
OG0008225	Bany_04263-RA	XP_039765155.1
OG0008226	Bany_04265-RA	XP_039764783.1
OG0008227	Bany_04267-RA	XP_039764839.1
OG0008228	Bany_00860-RA	XP_039745416.1
OG0008229	Bany_03432-RA	XP_039747170.1
OG0008230	Bany_02585-RA	XP_039765853.1
OG0008232	Bany_03436-RA	XP_039747061.1
OG0008233	Bany_03437-RA	XP_039747207.1
OG0008234	Bany_05848-RA	XP_039745873.1
OG0008235	Bany_02596-RA	XP_039749930.1
OG0008236	Bany_05852-RA	XP_039745774.1
OG0008237	Bany_02602-RA	XP_039749402.1
OG0008238	Bany_04276-RA	XP_039764594.1
OG0008239	Bany_05858-RA	XP_039746129.1
OG0008240	Bany_04279-RA	XP_039762953.1
OG0008241	Bany_07876-RA	XP_039763293.1
OG0008242	Bany_04285-RA	XP_039762557.1
OG0008243	Bany_00868-RA	XP_039765785.1
OG0008244	Bany_04292-RA	XP_039764949.1
OG0008245	Bany_05117-RA	XP_039760512.1
OG0008246	Bany_05119-RA	XP_039760431.1
OG0008247	Bany_07885-RA	XP_039764117.1
OG0008248	Bany_00879-RA	XP_039745261.1
OG0008249	Bany_00880-RA	XP_039745378.1
OG0008250	Bany_05120-RA	XP_039760935.1
OG0008251	Bany_00884-RA	XP_039745400.1
OG0008252	Bany_00885-RA	XP_039765480.1
OG0008253	Bany_00886-RA	XP_039765339.1
OG0008254	Bany_07891-RA	XP_039764114.1
OG0008255	Bany_05134-RA	XP_039757816.1
OG0008256	Bany_05136-RA	XP_039757703.1
OG0008257	Bany_05138-RA	XP_039760883.1
OG0008258	Bany_07898-RA	XP_039763514.1, XP_039763515.1
OG0008259	Bany_05139-RA	XP_039753380.1
OG0008260	Bany_07899-RA	XP_039763666.1
OG0008261	Bany_05145-RA	XP_039756809.1
OG0008262	Bany_07902-RA	XP_039763843.1
OG0008263	Bany_05150-RA	XP_039761053.1
OG0008264	Bany_05153-RA	XP_039751948.1
OG0008265	Bany_05154-RA	XP_039761321.1
OG0008266	Bany_05157-RA	XP_039760182.1
OG0008267	Bany_05162-RA	XP_039755681.1
OG0008268	Bany_05163-RA	XP_039755661.1, XP_039755654.1
OG0008269	Bany_05165-RA	XP_039757472.1
OG0008270	Bany_07913-RA	XP_039764137.1
OG0008271	Bany_05171-RA	XP_039755808.1
OG0008368	Bany_18139-RA	XP_039753392.1
OG0008370	Bany_18168-RA	XP_039760405.1
OG0008372	Bany_17688-RA	XP_039760749.1
OG0008373	Bany_03449-RA	XP_039764434.1
OG0008374	Bany_04293-RA	XP_039756414.1
OG0008375	Bany_10542-RA	XP_039750582.1
OG0008376	Bany_01809-RA	XP_039758511.1
OG0008377	Bany_11828-RA	XP_039749705.1
OG0008378	Bany_03453-RA	XP_039764435.1
OG0008380	Bany_12447-RA	XP_039762133.1
OG0008381	Bany_08656-RA	XP_039752921.1
OG0008382	Bany_16938-RA	XP_039760090.1
OG0008383	Bany_15447-RA	XP_039755195.1
OG0008384	Bany_16940-RA	XP_039760232.1
OG0008385	Bany_15449-RA	XP_039755142.1
OG0008387	Bany_09909-RA	XP_039748730.1
OG0008388	Bany_07176-RA, Bany_12653-RA	XP_039763010.1
OG0008389	Bany_12457-RA	XP_039762057.1
OG0008391	Bany_09915-RA	XP_039748521.1
OG0008392	Bany_06556-RA	XP_039761431.1
OG0008393	Bany_16946-RA	XP_039759789.1
OG0008394	Bany_16947-RA	XP_039760134.1
OG0008395	Bany_16950-RA	XP_039759996.1
OG0008396	Bany_17407-RA	XP_039761129.1
OG0008397	Bany_01845-RA	XP_039749142.1
OG0008398	Bany_07183-RA, Bany_07182-RA	XP_039764157.1
OG0008399	Bany_07939-RA	XP_039754404.1
OG0008400	Bany_14899-RA	XP_039759922.1
OG0008401	Bany_14278-RA	XP_039756405.1
OG0008403	Bany_07943-RA	XP_039754468.1
OG0008404	Bany_00950-RA	XP_039752601.1
OG0008405	Bany_00951-RA	XP_039752412.1
OG0008406	Bany_12476-RA, Bany_12474-RA	XP_039762388.1
OG0008407	Bany_02660-RA	XP_039746623.1
OG0008408	Bany_07946-RA	XP_039754412.1
OG0008409	Bany_10563-RA	XP_039750518.1
OG0008410	Bany_17412-RA	XP_039761363.1
OG0008412	Bany_05890-RA	XP_039751162.1
OG0008413	Bany_15484-RA	XP_039755056.1
OG0008414	Bany_09679-RA, Bany_07195-RA, Bany_07306-RA	XP_039749146.1
OG0008416	Bany_08684-RA	XP_039752913.1
OG0008417	Bany_03479-RA	XP_039765068.1
OG0008418	Bany_16959-RA	XP_039759865.1
OG0008419	Bany_05201-RA	XP_039746043.1
OG0008420	Bany_16962-RA	XP_039760331.1
OG0008421	Bany_07200-RA	XP_039763859.1
OG0008423	Bany_06564-RA	XP_039761429.1
OG0008424	Bany_07956-RA	XP_039754488.1, XP_039754487.1
OG0008425	Bany_17716-RA	XP_039760504.1
OG0008426	Bany_06566-RA	XP_039761759.1
OG0008427	Bany_04335-RA	XP_039758538.1
OG0008428	Bany_15491-RA	XP_039754996.1
OG0008429	Bany_16965-RA	XP_039760127.1
OG0008430	Bany_14296-RA	XP_039756714.1
OG0008431	Bany_16071-RA	XP_039762735.1
OG0008432	Bany_16968-RA	XP_039759909.1
OG0008433	Bany_14299-RA	XP_039756043.1
OG0008434	Bany_01877-RA	XP_039746277.1
OG0008435	Bany_16969-RA	XP_039759901.1
OG0008436	Bany_00027-RA	XP_039765405.1
OG0008437	Bany_00028-RA	XP_039765591.1
OG0008438	Bany_00029-RA	XP_039765590.1
OG0008439	Bany_04345-RA	XP_039759394.1
OG0008441	Bany_12506-RA	XP_039762397.1
OG0008442	Bany_00966-RA	XP_039752084.1
OG0008443	Bany_01885-RA, Bany_03445-RA	XP_039746713.1
OG0008444	Bany_00032-RA	XP_039765418.1
OG0008445	Bany_09942-RA	XP_039749184.1
OG0008446	Bany_06574-RA	XP_039761609.1
OG0008447	Bany_11852-RA	XP_039749883.1
OG0008449	Bany_03494-RA	XP_039765072.1
OG0008450	Bany_15502-RA	XP_039754876.1
OG0008451	Bany_14308-RA	XP_039756198.1
OG0008452	Bany_07206-RA	XP_039763572.1
OG0008453	Bany_11853-RA	XP_039749882.1
OG0008454	Bany_12530-RA	XP_039762055.1
OG0008455	Bany_16098-RA	XP_039762789.1
OG0008456	Bany_01896-RA	XP_039746351.1
OG0008457	Bany_01897-RA	XP_039746363.1
OG0008458	Bany_14935-RA	XP_039758688.1
OG0008459	Bany_07985-RA	XP_039754158.1
OG0008460	Bany_06585-RA	XP_039761543.1
OG0008461	Bany_14937-RA	XP_039758733.1
OG0008462	Bany_04364-RA	XP_039760779.1
OG0008463	Bany_00992-RA	XP_039752016.1
OG0008464	Bany_13057-RA	XP_039757187.1
OG0008465	Bany_16101-RA	XP_039762795.1
OG0008466	Bany_15518-RA	XP_039754719.1
OG0008467	Bany_04370-RA	XP_039758076.1
OG0008468	Bany_05910-RA	XP_039751721.1
OG0008469	Bany_08716-RA	XP_039753406.1
OG0008470	Bany_07990-RA	XP_039754066.1
OG0008471	Bany_17445-RA	XP_039761183.1
OG0008472	Bany_13061-RA	XP_039757410.1
OG0008473	Bany_09954-RA	XP_039748798.1
OG0008474	Bany_13063-RA	XP_039757329.1
OG0008477	Bany_13066-RA	XP_039756772.1
OG0008478	Bany_13068-RA	XP_039757411.1
OG0008480	Bany_09372-RA	XP_039757726.1
OG0008481	Bany_00043-RA	XP_039765636.1
OG0008482	Bany_03515-RA	XP_039764628.1
OG0008483	Bany_09377-RA	XP_039757527.1
OG0008485	Bany_13079-RA	XP_039757418.1, XP_039757419.1
OG0008486	Bany_11178-RA	XP_039758960.1
OG0008487	Bany_10650-RA	XP_039750353.1
OG0008488	Bany_06599-RA, Bany_06598-RA	XP_039747493.1
OG0008489	Bany_10651-RA	XP_039750863.1
OG0008490	Bany_13088-RA	XP_039757425.1
OG0008491	Bany_11180-RA	XP_039759642.1
OG0008492	Bany_00054-RA	XP_039745245.1
OG0008493	Bany_17753-RA	XP_039760509.1
OG0008494	Bany_17458-RA	XP_039761095.1
OG0008495	Bany_04390-RA	XP_039757364.1
OG0008496	Bany_13094-RA	XP_039757104.1
OG0008497	Bany_13692-RA, Bany_17503-RA	XP_039755571.1
OG0008498	Bany_09387-RA	XP_039757568.1
OG0008499	Bany_11183-RA	XP_039759178.1
OG0008500	Bany_04393-RA	XP_039753272.1
OG0008501	Bany_05244-RA	XP_039746021.1
OG0008502	Bany_11186-RA	XP_039759305.1
OG0008503	Bany_16118-RA	XP_039762508.1
OG0008504	Bany_10659-RA	XP_039750367.1
OG0008505	Bany_00063-RA	XP_039765870.1
OG0008506	Bany_11187-RA	XP_039759406.1
OG0008507	Bany_13104-RA	XP_039762337.1
OG0008508	Bany_16121-RA	XP_039762678.1
OG0008509	Bany_17004-RA	XP_039760094.1
OG0008510	Bany_11190-RA	XP_039758950.1
OG0008511	Bany_09395-RA	XP_039757889.1
OG0008512	Bany_13105-RA	XP_039757217.1
OG0008513	Bany_13702-RA, Bany_13703-RA	XP_039755613.1
OG0008514	Bany_01013-RA	XP_039752780.1
OG0008515	Bany_13705-RA	XP_039755948.1
OG0008516	Bany_13108-RA	XP_039757403.1
OG0008517	Bany_05250-RA	XP_039746030.1
OG0008518	Bany_00074-RA	XP_039765475.1
OG0008519	Bany_11871-RA	XP_039750032.1
OG0008520	Bany_03521-RA	XP_039765020.1
OG0008521	Bany_00075-RA	XP_039765473.1
OG0008522	Bany_13713-RA	XP_039755875.1
OG0008523	Bany_15538-RA	XP_039754893.1, XP_039754892.1
OG0008524	Bany_00082-RA	XP_039765492.1
OG0008525	Bany_11196-RA	XP_039759689.1
OG0008526	Bany_16136-RA	XP_039762966.1
OG0008527	Bany_10676-RA	XP_039750911.1
OG0008528	Bany_01025-RA	XP_039752461.1
OG0008529	Bany_04402-RA	XP_039756076.1, XP_039756113.1, XP_039756088.1, XP_039756100.1
OG0008530	Bany_16140-RA	XP_039762512.1
OG0008531	Bany_10678-RA	XP_039750946.1
OG0008532	Bany_08729-RA	XP_039753479.1
OG0008533	Bany_11209-RA	XP_039759302.1
OG0008534	Bany_10680-RA	XP_039750671.1
OG0008535	Bany_14959-RA	XP_039754557.1
OG0008536	Bany_15552-RA	XP_039754693.1
OG0008537	Bany_01936-RA	XP_039748831.1
OG0008538	Bany_04408-RA	XP_039759987.1
OG0008539	Bany_10681-RA	XP_039750270.1
OG0008540	Bany_06615-RA	XP_039748135.1
OG0008541	Bany_13133-RA	XP_039757150.1
OG0008542	Bany_14360-RA	XP_039756646.1
OG0008543	Bany_10686-RA	XP_039750608.1
OG0008544	Bany_06617-RA	XP_039748350.1
OG0008545	Bany_06619-RA	XP_039748179.1
OG0008546	Bany_13139-RA	XP_039757392.1
OG0008547	Bany_06621-RA	XP_039748086.1
OG0008548	Bany_12587-RA	XP_039762426.1
OG0008549	Bany_05938-RA	XP_039751297.1
OG0008550	Bany_02717-RA	XP_039746643.1
OG0008551	Bany_11225-RA	XP_039759535.1
OG0008552	Bany_01033-RA	XP_039751959.1
OG0008553	Bany_04426-RA	XP_039753092.1
OG0008554	Bany_00106-RA	XP_039765635.1
OG0008555	Bany_00108-RA	XP_039765364.1
OG0008556	Bany_00111-RA	XP_039765361.1
OG0008557	Bany_14373-RA	XP_039756752.1
OG0008558	Bany_11239-RA	XP_039758920.1
OG0008559	Bany_11243-RA	XP_039759323.1
OG0008560	Bany_04434-RA	XP_039756041.1
OG0008561	Bany_05941-RA	XP_039751395.1
OG0008562	Bany_01951-RA	XP_039748765.1
OG0008563	Bany_11247-RA	XP_039759563.1
OG0008564	Bany_09986-RA	XP_039749300.1
OG0008565	Bany_00124-RA	XP_039745427.1
OG0008566	Bany_13155-RA	XP_039757241.1
OG0008567	Bany_10697-RA	XP_039750642.1
OG0008568	Bany_02726-RA	XP_039747274.1
OG0008569	Bany_16543-RA	XP_039759347.1
OG0008570	Bany_12611-RA	XP_039761839.1
OG0008571	Bany_15574-RA	XP_039754810.1
OG0008572	Bany_10698-RA	XP_039750864.1
OG0008573	Bany_08037-RA	XP_039754479.1
OG0008574	Bany_17497-RA	XP_039761184.1
OG0008575	Bany_11264-RA	XP_039759105.1
OG0008576	Bany_05946-RA	XP_039751472.1
OG0008577	Bany_02731-RA	XP_039747117.1
OG0008578	Bany_02732-RA	XP_039746977.1
OG0008579	Bany_02735-RA	XP_039747354.1
OG0008580	Bany_02736-RA	XP_039746644.1
OG0008581	Bany_11272-RA	XP_039759371.1
OG0008582	Bany_08044-RA	XP_039754135.1
OG0008584	Bany_12633-RA	XP_039762332.1, XP_039762331.1
OG0008585	Bany_01972-RA	XP_039745747.1
OG0008586	Bany_15583-RA	XP_039754913.1
OG0008587	Bany_01973-RA	XP_039747633.1
OG0008588	Bany_10704-RA	XP_039750942.1
OG0008589	Bany_17794-RA	XP_039760654.1
OG0008590	Bany_11279-RA	XP_039759036.1
OG0008591	Bany_02748-RA	XP_039747235.1
OG0008592	Bany_07273-RA	XP_039763837.1
OG0008593	Bany_09997-RA	XP_039749171.1
OG0008595	Bany_08773-RA	XP_039753717.1
OG0008596	Bany_09436-RA	XP_039757802.1
OG0008597	Bany_11289-RA	XP_039759145.1
OG0008598	Bany_10711-RA	XP_039750726.1
OG0008600	Bany_01986-RA	XP_039749527.1
OG0008601	Bany_15586-RA	XP_039754806.1
OG0008602	Bany_09441-RA	XP_039758034.1
OG0008604	Bany_17805-RA	XP_039760422.1
OG0008605	Bany_14987-RA	XP_039758199.1
OG0008606	Bany_00164-RA	XP_039765743.1
OG0008607	Bany_08776-RA	XP_039753424.1
OG0008608	Bany_16574-RA	XP_039748105.1
OG0008609	Bany_06656-RA	XP_039748126.1
OG0008610	Bany_14403-RA	XP_039756383.1
OG0008611	Bany_04453-RA	XP_039752639.1
OG0008612	Bany_08781-RA	XP_039752985.1
OG0008614	Bany_14412-RA	XP_039756051.1
OG0008615	Bany_09454-RA	XP_039757971.1
OG0008616	Bany_14990-RA	XP_039758197.1
OG0008617	Bany_04466-RA	XP_039761886.1
OG0008618	Bany_09458-RA	XP_039757706.1
OG0008619	Bany_02004-RA	XP_039749566.1
OG0008620	Bany_05980-RA	XP_039751651.1
OG0008621	Bany_14415-RA	XP_039756496.1
OG0008622	Bany_06661-RA	XP_039747550.1
OG0008623	Bany_05983-RA	XP_039751280.1
OG0008624	Bany_09464-RA	XP_039757582.1
OG0008625	Bany_05985-RA	XP_039751401.1
OG0008626	Bany_14417-RA	XP_039756541.1
OG0008627	Bany_01063-RA	XP_039752298.1
OG0008629	Bany_09465-RA	XP_039757466.1
OG0008630	Bany_10736-RA	XP_039750605.1
OG0008631	Bany_16210-RA	XP_039762815.1
OG0008632	Bany_08784-RA	XP_039753239.1
OG0008633	Bany_14420-RA	XP_039756418.1
OG0008634	Bany_06665-RA	XP_039748425.1
OG0008635	Bany_09470-RA	XP_039757819.1
OG0008636	Bany_04473-RA	XP_039757865.1
OG0008637	Bany_01071-RA	XP_039752369.1
OG0008638	Bany_16596-RA	XP_039748220.1
OG0008639	Bany_17070-RA	XP_039759998.1
OG0008641	Bany_09474-RA	XP_039757916.1
OG0008642	Bany_11927-RA	XP_039749826.1
OG0008643	Bany_08063-RA	XP_039754517.1
OG0008644	Bany_17074-RA	XP_039760190.1
OG0008645	Bany_08068-RA	XP_039754094.1
OG0008646	Bany_00190-RA	XP_039765422.1
OG0008647	Bany_09480-RA	XP_039757712.1, XP_039757713.1
OG0008648	Bany_05298-RA	XP_039746431.1
OG0008649	Bany_06007-RA	XP_039751507.1
OG0008650	Bany_06675-RA	XP_039748312.1
OG0008651	Bany_06676-RA	XP_039748390.1
OG0008652	Bany_08072-RA	XP_039761800.1
OG0008653	Bany_10753-RA	XP_039750922.1
OG0008654	Bany_08082-RA, Bany_08131-RA	XP_039754582.1
OG0008655	Bany_00191-RA	XP_039765423.1
OG0008656	Bany_17834-RA	XP_039760759.1
OG0008657	Bany_17078-RA	XP_039759738.1
OG0008658	Bany_03570-RA	XP_039765216.1
OG0008659	Bany_02770-RA	XP_039747436.1
OG0008661	Bany_13756-RA	XP_039755558.1
OG0008662	Bany_13758-RA	XP_039755557.1
OG0008663	Bany_00193-RA	XP_039745433.1
OG0008665	Bany_10769-RA	XP_039750625.1
OG0008666	Bany_10017-RA	XP_039748689.1
OG0008667	Bany_17837-RA	XP_039760871.1
OG0008668	Bany_10019-RA	XP_039748850.1
OG0008669	Bany_05312-RA	XP_039746417.1
OG0008670	Bany_14428-RA	XP_039756557.1
OG0008672	Bany_13765-RA	XP_039755734.1
OG0008673	Bany_13766-RA	XP_039755733.1
OG0008674	Bany_01086-RA	XP_039752399.1
OG0008675	Bany_16232-RA	XP_039762679.1
OG0008676	Bany_01087-RA	XP_039752006.1
OG0008677	Bany_11310-RA	XP_039759490.1
OG0008678	Bany_11311-RA	XP_039759291.1
OG0008679	Bany_14435-RA	XP_039756060.1
OG0008680	Bany_13769-RA	XP_039755935.1
OG0008681	Bany_06025-RA	XP_039751699.1
OG0008682	Bany_02034-RA	XP_039747337.1
OG0008683	Bany_02783-RA	XP_039746939.1
OG0008684	Bany_16606-RA	XP_039748084.1
OG0008685	Bany_17099-RA	XP_039760112.1
OG0008686	Bany_09502-RA	XP_039757786.1
OG0008687	Bany_01093-RA	XP_039752363.1
OG0008688	Bany_17521-RA	XP_039760964.1
OG0008689	Bany_07292-RA	XP_039764187.1
OG0008690	Bany_05327-RA	XP_039746267.1
OG0008691	Bany_08793-RA	XP_039753369.1
OG0008692	Bany_12704-RA, Bany_07644-RA, Bany_12705-RA	XP_039761873.1
OG0008693	Bany_06028-RA	XP_039751574.1
OG0008694	Bany_16248-RA	XP_039762884.1
OG0008696	Bany_02047-RA	XP_039748910.1
OG0008697	Bany_07301-RA	XP_039763489.1
OG0008698	Bany_11322-RA	XP_039759232.1
OG0008699	Bany_15613-RA	XP_039755163.1
OG0008700	Bany_11323-RA	XP_039759471.1
OG0008701	Bany_11943-RA	XP_039749802.1
OG0008702	Bany_01100-RA	XP_039752778.1
OG0008703	Bany_12713-RA	XP_039762185.1
OG0008704	Bany_17847-RA	XP_039760803.1
OG0008705	Bany_08796-RA	XP_039753727.1
OG0008706	Bany_11954-RA	XP_039749854.1
OG0008707	Bany_10786-RA	XP_039750831.1
OG0008708	Bany_10033-RA	XP_039748866.1
OG0008709	Bany_10035-RA	XP_039749049.1
OG0008710	Bany_17114-RA	XP_039759995.1
OG0008711	Bany_10036-RA	XP_039748766.1
OG0008712	Bany_17115-RA	XP_039760119.1
OG0008713	Bany_02810-RA	XP_039746771.1
OG0008714	Bany_02811-RA	XP_039746772.1
OG0008715	Bany_02815-RA	XP_039747413.1
OG0008716	Bany_09515-RA, Bany_09516-RA	XP_039757661.1
OG0008717	Bany_02819-RA	XP_039747451.1
OG0008718	Bany_03610-RA	XP_039765098.1
OG0008719	Bany_16615-RA	XP_039747940.1
OG0008720	Bany_03612-RA	XP_039765096.1
OG0008721	Bany_16266-RA, Bany_16271-RA	XP_039762942.1, XP_039762943.1, XP_039762938.1, XP_039762939.1, XP_039762941.1
OG0008722	Bany_03613-RA	XP_039765100.1
OG0008723	Bany_03614-RA	XP_039764828.1
OG0008724	Bany_10789-RA	XP_039750276.1
OG0008725	Bany_10040-RA	XP_039748754.1
OG0008726	Bany_09519-RA	XP_039757513.1
OG0008727	Bany_17863-RA	XP_039760747.1
OG0008728	Bany_06039-RA	XP_039751244.1
OG0008729	Bany_15004-RA	XP_039758674.1
OG0008730	Bany_10041-RA	XP_039748878.1
OG0008731	Bany_08103-RA	XP_039754229.1
OG0008732	Bany_12734-RA	XP_039762052.1
OG0008733	Bany_11328-RA	XP_039759333.1
OG0008734	Bany_06717-RA	XP_039747859.1
OG0008735	Bany_17530-RA	XP_039761151.1
OG0008736	Bany_13207-RA	XP_039757211.1
OG0008737	Bany_00223-RA, Bany_00222-RA	XP_039745462.1
OG0008738	Bany_01112-RA	XP_039752670.1
OG0008739	Bany_15627-RA	XP_039755046.1
OG0008740	Bany_07318-RA	XP_039763138.1
OG0008741	Bany_16280-RA	XP_039762921.1, XP_039762922.1
OG0008742	Bany_09522-RA	XP_039757451.1
OG0008743	Bany_15629-RA	XP_039755103.1
OG0008744	Bany_17122-RA	XP_039760191.1
OG0008745	Bany_09524-RA	XP_039757450.1
OG0008746	Bany_09525-RA	XP_039757449.1
OG0008747	Bany_07321-RA	XP_039764150.1
OG0008748	Bany_01120-RA	XP_039752158.1
OG0008749	Bany_00228-RA	XP_039745107.1
OG0008750	Bany_01121-RA	XP_039752674.1
OG0008751	Bany_00229-RA	XP_039765938.1
OG0008752	Bany_17127-RA	XP_039760081.1
OG0008753	Bany_06043-RA	XP_039751320.1
OG0008754	Bany_07326-RA	XP_039763146.1
OG0008755	Bany_02827-RA	XP_039746652.1
OG0008756	Bany_10044-RA	XP_039749132.1
OG0008757	Bany_17134-RA	XP_039759706.1
OG0008758	Bany_06048-RA	XP_039751124.1
OG0008759	Bany_06052-RA	XP_039751153.1
OG0008760	Bany_17144-RA	XP_039759812.1
OG0008761	Bany_06741-RA	XP_039747980.1
OG0008762	Bany_17145-RA	XP_039760222.1
OG0008763	Bany_16291-RA	XP_039762552.1
OG0008764	Bany_06742-RA	XP_039747725.1
OG0008767	Bany_01128-RA	XP_039752749.1
OG0008768	Bany_10811-RA	XP_039750594.1
OG0008769	Bany_13227-RA	XP_039757381.1
OG0008770	Bany_01132-RA	XP_039751995.1
OG0008771	Bany_12763-RA	XP_039762349.1
OG0008772	Bany_16628-RA	XP_039747897.1
OG0008773	Bany_06063-RA	XP_039751569.1
OG0008774	Bany_13228-RA	XP_039757380.1
OG0008775	Bany_13229-RA	XP_039757315.1
OG0008777	Bany_12766-RA	XP_039762115.1
OG0008778	Bany_06070-RA	XP_039751005.1
OG0008779	Bany_17160-RA	XP_039760067.1
OG0008781	Bany_01142-RA, Bany_03033-RA, Bany_10992-RA	XP_039754819.1, XP_039760428.1, XP_039755812.1
OG0008782	Bany_02838-RA	XP_039746654.1
OG0008783	Bany_00241-RA	XP_039765817.1
OG0008784	Bany_05376-RA	XP_039745787.1
OG0008786	Bany_07338-RA	XP_039763736.1
OG0008787	Bany_07339-RA	XP_039762328.1, XP_039762327.1
OG0008788	Bany_06775-RA	XP_039748113.1
OG0008789	Bany_03659-RA	XP_039764475.1
OG0008790	Bany_17889-RA	XP_039760688.1
OG0008791	Bany_12792-RA	XP_039762223.1
OG0008792	Bany_10064-RA	XP_039748954.1
OG0008793	Bany_02109-RA	XP_039745162.1
OG0008794	Bany_02849-RA	XP_039747016.1
OG0008795	Bany_10065-RA	XP_039748950.1
OG0008796	Bany_15640-RA	XP_039755052.1
OG0008797	Bany_00249-RA	XP_039745104.1
OG0008798	Bany_14475-RA	XP_039756509.1
OG0008799	Bany_02859-RA	XP_039746842.1
OG0008801	Bany_12801-RA	XP_039762116.1
OG0008802	Bany_15037-RA	XP_039758805.1
OG0008803	Bany_03667-RA, Bany_03668-RA	XP_039765129.1
OG0008804	Bany_03669-RA	XP_039757376.1
OG0008805	Bany_13257-RA	XP_039757262.1
OG0008806	Bany_00250-RA	XP_039745105.1
OG0008807	Bany_02115-RA	XP_039745482.1
OG0008808	Bany_02867-RA	XP_039746986.1
OG0008809	Bany_13825-RA	XP_039755615.1
OG0008810	Bany_00255-RA	XP_039745285.1
OG0008812	Bany_01151-RA	XP_039752421.1
OG0008813	Bany_09544-RA	XP_039757756.1
OG0008814	Bany_15641-RA	XP_039755156.1
OG0008816	Bany_17546-RA	XP_039761066.1
OG0008817	Bany_13268-RA	XP_039757207.1
OG0008818	Bany_16652-RA	XP_039747889.1
OG0008819	Bany_08822-RA	XP_039753560.1
OG0008820	Bany_10076-RA	XP_039748588.1
OG0008821	Bany_13271-RA	XP_039757285.1
OG0008822	Bany_00257-RA	XP_039765914.1
OG0008823	Bany_10825-RA	XP_039750560.1
OG0008824	Bany_10077-RA	XP_039748585.1
OG0008825	Bany_03681-RA	XP_039764862.1
OG0008826	Bany_03682-RA	XP_039764573.1
OG0008827	Bany_11375-RA	XP_039759296.1
OG0008828	Bany_10078-RA	XP_039749196.1
OG0008829	Bany_11377-RA	XP_039759447.1
OG0008830	Bany_11379-RA	XP_039759162.1
OG0008831	Bany_08838-RA	XP_039753379.1
OG0008832	Bany_13829-RA	XP_039755621.1
OG0008833	Bany_06119-RA	XP_039751018.1
OG0008834	Bany_12822-RA	XP_039762102.1
OG0008835	Bany_02880-RA	XP_039747288.1
OG0008836	Bany_02136-RA	XP_039746450.1
OG0008837	Bany_00265-RA	XP_039745167.1
OG0008838	Bany_08157-RA	XP_039754535.1
OG0008839	Bany_17199-RA	XP_039760223.1
OG0008840	Bany_08158-RA	XP_039754025.1
OG0008841	Bany_08159-RA	XP_039754026.1
OG0008842	Bany_14495-RA	XP_039756615.1
OG0008843	Bany_13838-RA	XP_039755324.1
OG0008844	Bany_08166-RA	XP_039754339.1
OG0008845	Bany_13842-RA	XP_039755606.1
OG0008846	Bany_11400-RA	XP_039759583.1
OG0008847	Bany_10104-RA	XP_039748724.1
OG0008848	Bany_08856-RA	XP_039752842.1
OG0008849	Bany_10105-RA	XP_039748890.1
OG0008850	Bany_15069-RA	XP_039758741.1
OG0008851	Bany_09562-RA	XP_039758066.1
OG0008852	Bany_13848-RA	XP_039755716.1
OG0008853	Bany_10110-RA	XP_039748815.1
OG0008854	Bany_06802-RA	XP_039748320.1
OG0008855	Bany_16375-RA	XP_039762765.1
OG0008856	Bany_05411-RA	XP_039745923.1
OG0008857	Bany_15071-RA	XP_039758844.1
OG0008858	Bany_11412-RA	XP_039759258.1
OG0008859	Bany_11413-RA	XP_039759261.1
OG0008860	Bany_06808-RA	XP_039747855.1
OG0008861	Bany_08868-RA	XP_039752932.1
OG0008862	Bany_05415-RA	XP_039746179.1
OG0008863	Bany_08871-RA	XP_039753355.1
OG0008864	Bany_13862-RA	XP_039755917.1
OG0008865	Bany_17921-RA	XP_039760718.1
OG0008866	Bany_14501-RA	XP_039756507.1
OG0008867	Bany_03733-RA, Bany_03728-RA	XP_039763562.1
OG0008868	Bany_07372-RA	XP_039764023.1
OG0008869	Bany_12014-RA	XP_039750070.1
OG0008870	Bany_02894-RA	XP_039746664.1
OG0008871	Bany_06811-RA	XP_039747576.1, XP_039747577.1
OG0008872	Bany_15653-RA	XP_039754741.1
OG0008873	Bany_16385-RA	XP_039762891.1
OG0008874	Bany_16386-RA	XP_039762951.1
OG0008875	Bany_03736-RA	XP_039763506.1
OG0008876	Bany_16388-RA	XP_039762609.1
OG0008877	Bany_06814-RA	XP_039761891.1
OG0008879	Bany_12023-RA	XP_039749626.1
OG0008880	Bany_12873-RA	XP_039762134.1
OG0008881	Bany_10120-RA	XP_039748635.1
OG0008882	Bany_06156-RA	XP_039751720.1
OG0008883	Bany_08187-RA	XP_039754051.1
OG0008884	Bany_12876-RA	XP_039762019.1
OG0008885	Bany_00308-RA	XP_039745382.1
