Orthogroup	Bicyclus_anynana	Maniola_hyperantus
OG0008436	Bany_00027-RA	XP_034841243.1
OG0008437	Bany_00028-RA	XP_034840844.1
OG0008438	Bany_00029-RA	XP_034841256.1
OG0008439	Bany_04345-RA	XP_034831759.1
OG0008441	Bany_12506-RA	XP_034838196.1
OG0008442	Bany_00966-RA	XP_034827963.1
OG0008443	Bany_01885-RA, Bany_03445-RA	XP_034840199.1
OG0008444	Bany_00032-RA	XP_034841250.1
OG0008445	Bany_09942-RA	XP_034824726.1
OG0008446	Bany_06574-RA	XP_034837556.1
OG0008447	Bany_11852-RA	XP_034829820.1
OG0008448	Bany_16495-RA	XP_034836577.1
OG0008449	Bany_03494-RA	XP_034827231.1
OG0008450	Bany_15502-RA	XP_034829180.1
OG0008451	Bany_14308-RA	XP_034834333.1
OG0008452	Bany_07206-RA	XP_034839159.1
OG0008453	Bany_11853-RA	XP_034829897.1
OG0008454	Bany_12530-RA	XP_034837915.1
OG0008455	Bany_16098-RA	XP_034838942.1
OG0008456	Bany_01896-RA	XP_034826345.1
OG0008457	Bany_01897-RA	XP_034826350.1
OG0008458	Bany_14935-RA	XP_034833501.1
OG0008459	Bany_07985-RA	XP_034830318.1
OG0008461	Bany_14937-RA	XP_034833502.1
OG0008462	Bany_04364-RA	XP_034831552.1
OG0008463	Bany_00992-RA	XP_034827436.1
OG0008464	Bany_13057-RA	XP_034832592.1
OG0008465	Bany_16101-RA	XP_034839113.1, XP_034839114.1
OG0008466	Bany_15518-RA	XP_034829370.1
OG0008467	Bany_04370-RA	XP_034834999.1
OG0008468	Bany_05910-RA	XP_034826955.1
OG0008469	Bany_08716-RA	XP_034831874.1
OG0008470	Bany_07990-RA	XP_034830471.1
OG0008471	Bany_17445-RA	XP_034836781.1
OG0008473	Bany_09954-RA	XP_034824723.1
OG0008474	Bany_13063-RA	XP_034833022.1
OG0008476	Bany_17743-RA, Bany_17744-RA	XP_034837144.1
OG0008477	Bany_13066-RA	XP_034833020.1, XP_034832565.1
OG0008478	Bany_13068-RA	XP_034832566.1
OG0008479	Bany_05235-RA	XP_034833255.1, XP_034837067.1, XP_034838267.1, XP_034836088.1, XP_034840039.1, XP_034825734.1
OG0008480	Bany_09372-RA	XP_034833842.1
OG0008481	Bany_00043-RA	XP_034824004.1
OG0008482	Bany_03515-RA	XP_034825102.1
OG0008483	Bany_09377-RA	XP_034834070.1
OG0008484	Bany_06596-RA	XP_034837600.1
OG0008485	Bany_13079-RA	XP_034832591.1
OG0008486	Bany_11178-RA	XP_034835238.1
OG0008487	Bany_10650-RA	XP_034828350.1
OG0008488	Bany_06599-RA, Bany_06598-RA	XP_034840149.1
OG0008489	Bany_10651-RA	XP_034828351.1
OG0008491	Bany_11180-RA	XP_034835243.1
OG0008492	Bany_00054-RA	XP_034823992.1
OG0008493	Bany_17753-RA	XP_034837199.1
OG0008494	Bany_17458-RA	XP_034836777.1
OG0008495	Bany_04390-RA	XP_034837515.1
OG0008496	Bany_13094-RA	XP_034832570.1
OG0008497	Bany_13692-RA, Bany_17503-RA	XP_034831410.1
OG0008498	Bany_09387-RA	XP_034834068.1
OG0008499	Bany_11183-RA	XP_034835265.1
OG0008500	Bany_04393-RA	XP_034837409.1
OG0008501	Bany_05244-RA	XP_034825330.1
OG0008502	Bany_11186-RA	XP_034835261.1
OG0008503	Bany_16118-RA	XP_034838791.1
OG0008504	Bany_10659-RA	XP_034828795.1
OG0008505	Bany_00063-RA	XP_034823946.1
OG0008506	Bany_11187-RA	XP_034835257.1
OG0008507	Bany_13104-RA	XP_034837804.1
OG0008508	Bany_16121-RA	XP_034838918.1
OG0008509	Bany_17004-RA	XP_034835924.1
OG0008510	Bany_11190-RA	XP_034835258.1
OG0008511	Bany_09395-RA	XP_034833847.1
OG0008512	Bany_13105-RA	XP_034832813.1
OG0008513	Bany_13702-RA, Bany_13703-RA	XP_034831398.1
OG0008514	Bany_01013-RA	XP_034827585.1
OG0008515	Bany_13705-RA	XP_034831391.1
OG0008516	Bany_13108-RA	XP_034832940.1
OG0008517	Bany_05250-RA	XP_034825540.1
OG0008518	Bany_00074-RA	XP_034823991.1
OG0008520	Bany_03521-RA	XP_034840395.1
OG0008521	Bany_00075-RA	XP_034823952.1
OG0008522	Bany_13713-RA	XP_034831394.1
OG0008523	Bany_15538-RA	XP_034828956.1
OG0008524	Bany_00082-RA	XP_034824001.1
OG0008525	Bany_11196-RA	XP_034835174.1
OG0008526	Bany_16136-RA	XP_034838984.1
OG0008527	Bany_10676-RA	XP_034828373.1
OG0008528	Bany_01025-RA	XP_034827679.1
OG0008529	Bany_04402-RA	XP_034832331.1, XP_034832343.1
OG0008531	Bany_10678-RA	XP_034828476.1
OG0008532	Bany_08729-RA	XP_034831717.1
OG0008533	Bany_11209-RA	XP_034835070.1
OG0008534	Bany_10680-RA	XP_034828475.1
OG0008535	Bany_14959-RA	XP_034830436.1
OG0008536	Bany_15552-RA	XP_034828979.1
OG0008537	Bany_01936-RA	XP_034826321.1
OG0008538	Bany_04408-RA	XP_034831857.1
OG0008539	Bany_10681-RA	XP_034828363.1
OG0008540	Bany_06615-RA	XP_034838368.1
OG0008541	Bany_13133-RA	XP_034832803.1
OG0008542	Bany_14360-RA	XP_034834940.1
OG0008543	Bany_10686-RA	XP_034828906.1
OG0008544	Bany_06617-RA	XP_034838592.1
OG0008545	Bany_06619-RA	XP_034838555.1
OG0008546	Bany_13139-RA	XP_034833054.1
OG0008547	Bany_06621-RA	XP_034838553.1
OG0008548	Bany_12587-RA	XP_034838168.1, XP_034837837.1
OG0008549	Bany_05938-RA	XP_034826951.1
OG0008550	Bany_02717-RA	XP_034840352.1
OG0008551	Bany_11225-RA	XP_034835195.1
OG0008552	Bany_01033-RA	XP_034828219.1, XP_034828220.1
OG0008553	Bany_04426-RA	XP_034838143.1
OG0008554	Bany_00106-RA	XP_034841170.1
OG0008555	Bany_00108-RA	XP_034840969.1
OG0008556	Bany_00111-RA	XP_034840965.1
OG0008557	Bany_14373-RA	XP_034834705.1
OG0008558	Bany_11239-RA	XP_034835662.1
OG0008559	Bany_11243-RA	XP_034835706.1
OG0008560	Bany_04434-RA	XP_034834883.1
OG0008561	Bany_05941-RA	XP_034826778.1
OG0008562	Bany_01951-RA	XP_034826023.1
OG0008564	Bany_09986-RA	XP_034824417.1
OG0008565	Bany_00124-RA	XP_034840877.1
OG0008566	Bany_13155-RA	XP_034832654.1
OG0008567	Bany_10697-RA	XP_034828927.1
OG0008568	Bany_02726-RA	XP_034840722.1
OG0008569	Bany_16543-RA	XP_034835197.1
OG0008571	Bany_15574-RA	XP_034829166.1
OG0008572	Bany_10698-RA	XP_034828785.1
OG0008573	Bany_08037-RA	XP_034830876.1
OG0008574	Bany_17497-RA	XP_034837007.1
OG0008575	Bany_11264-RA	XP_034835686.1
OG0008576	Bany_05946-RA	XP_034826909.1
OG0008578	Bany_02732-RA	XP_034840353.1
OG0008579	Bany_02735-RA	XP_034840324.1
OG0008580	Bany_02736-RA	XP_034840318.1
OG0008581	Bany_11272-RA	XP_034835684.1
OG0008582	Bany_08044-RA	XP_034830603.1
OG0008583	Bany_08045-RA	XP_034830605.1
OG0008584	Bany_12633-RA	XP_034838206.1
OG0008585	Bany_01972-RA	XP_034826173.1
OG0008586	Bany_15583-RA	XP_034829194.1
OG0008587	Bany_01973-RA	XP_034826174.1
OG0008588	Bany_10704-RA	XP_034828556.1
OG0008589	Bany_17794-RA	XP_034837401.1
OG0008590	Bany_11279-RA	XP_034835648.1
OG0008591	Bany_02748-RA	XP_034840331.1
OG0008592	Bany_07273-RA	XP_034839377.1
OG0008595	Bany_08773-RA	XP_034832110.1
OG0008596	Bany_09436-RA	XP_034834122.1
OG0008597	Bany_11289-RA	XP_034835546.1
OG0008598	Bany_10711-RA	XP_034828557.1
OG0008600	Bany_01986-RA	XP_034826071.1
OG0008601	Bany_15586-RA	XP_034829241.1
OG0008602	Bany_09441-RA	XP_034834120.1
OG0008603	Bany_14986-RA	XP_034833603.1
OG0008604	Bany_17805-RA	XP_034837113.1
OG0008605	Bany_14987-RA	XP_034833237.1
OG0008606	Bany_00164-RA	XP_034841536.1
OG0008607	Bany_08776-RA	XP_034832100.1
OG0008608	Bany_16574-RA	XP_034836367.1
OG0008609	Bany_06656-RA	XP_034838589.1
OG0008610	Bany_14403-RA	XP_034834661.1
OG0008611	Bany_04453-RA	XP_034832450.1
OG0008612	Bany_08781-RA	XP_034832108.1
OG0008614	Bany_14412-RA	XP_034834710.1
OG0008615	Bany_09454-RA	XP_034834246.1
OG0008616	Bany_14990-RA	XP_034833651.1
OG0008617	Bany_04466-RA	XP_034837696.1
OG0008618	Bany_09458-RA	XP_034833738.1
OG0008619	Bany_02004-RA	XP_034825953.1
OG0008620	Bany_05980-RA	XP_034826935.1
OG0008621	Bany_14415-RA	XP_034834726.1
OG0008622	Bany_06661-RA	XP_034838686.1
OG0008624	Bany_09464-RA	XP_034833758.1
OG0008625	Bany_05985-RA	XP_034826726.1
OG0008626	Bany_14417-RA	XP_034834743.1
OG0008627	Bany_01063-RA	XP_034827715.1
OG0008629	Bany_09465-RA	XP_034833751.1
OG0008630	Bany_10736-RA	XP_034828685.1
OG0008631	Bany_16210-RA	XP_034838754.1
OG0008632	Bany_08784-RA	XP_034832098.1
OG0008633	Bany_14420-RA	XP_034834740.1
OG0008634	Bany_06665-RA	XP_034838548.1
OG0008635	Bany_09470-RA	XP_034834183.1
OG0008636	Bany_04473-RA	XP_034831558.1
OG0008637	Bany_01071-RA	XP_034827773.1
OG0008638	Bany_16596-RA	XP_034836398.1
OG0008639	Bany_17070-RA	XP_034836164.1
OG0008640	Bany_06668-RA	XP_034838485.1
OG0008641	Bany_09474-RA	XP_034834210.1
OG0008642	Bany_11927-RA	XP_034830030.1
OG0008643	Bany_08063-RA	XP_034830346.1
OG0008644	Bany_17074-RA	XP_034836152.1
OG0008645	Bany_08068-RA	XP_034830727.1
OG0008646	Bany_00190-RA	XP_034841215.1
OG0008647	Bany_09480-RA	XP_034834213.1
OG0008648	Bany_05298-RA	XP_034825262.1
OG0008649	Bany_06007-RA	XP_034826788.1
OG0008650	Bany_06675-RA	XP_034838402.1
OG0008651	Bany_06676-RA	XP_034838502.1
OG0008652	Bany_08072-RA	XP_034837697.1
OG0008653	Bany_10753-RA	XP_034828744.1
OG0008654	Bany_08082-RA, Bany_08131-RA	XP_034830843.1
OG0008655	Bany_00191-RA	XP_034841216.1
OG0008656	Bany_17834-RA	XP_034837208.1
OG0008657	Bany_17078-RA	XP_034836135.1
OG0008658	Bany_03570-RA	XP_034825653.1
OG0008659	Bany_02770-RA	XP_034840451.1
OG0008661	Bany_13756-RA	XP_034831287.1
OG0008662	Bany_13758-RA	XP_034831286.1
OG0008663	Bany_00193-RA	XP_034841284.1
OG0008665	Bany_10769-RA	XP_034828535.1
OG0008666	Bany_10017-RA	XP_034824278.1, XP_034839899.1
OG0008667	Bany_17837-RA	XP_034837138.1
OG0008668	Bany_10019-RA	XP_034824704.1, XP_034839894.1
OG0008669	Bany_05312-RA	XP_034825399.1
OG0008670	Bany_14428-RA	XP_034834851.1
OG0008671	Bany_14431-RA	XP_034834567.1
OG0008672	Bany_13765-RA	XP_034831288.1
OG0008673	Bany_13766-RA	XP_034831283.1
OG0008674	Bany_01086-RA	XP_034827666.1
OG0008676	Bany_01087-RA	XP_034827776.1
OG0008677	Bany_11310-RA	XP_034835398.1
OG0008678	Bany_11311-RA	XP_034835402.1
OG0008679	Bany_14435-RA	XP_034834963.1
OG0008680	Bany_13769-RA	XP_034831285.1
OG0008681	Bany_06025-RA	XP_034826841.1
OG0008682	Bany_02034-RA	XP_034826005.1, XP_034826002.1
OG0008683	Bany_02783-RA	XP_034839558.1
OG0008684	Bany_16606-RA	XP_034836454.1
OG0008685	Bany_17099-RA	XP_034835724.1
OG0008686	Bany_09502-RA	XP_034834217.1
OG0008687	Bany_01093-RA	XP_034827582.1
OG0008688	Bany_17521-RA	XP_034836959.1
OG0008689	Bany_07292-RA	XP_034839663.1
OG0008690	Bany_05327-RA	XP_034825740.1, XP_034825739.1
OG0008691	Bany_08793-RA	XP_034832248.1
OG0008693	Bany_06028-RA	XP_034826803.1
OG0008694	Bany_16248-RA	XP_034838742.1
OG0008695	Bany_12707-RA	XP_034837869.1
OG0008696	Bany_02047-RA	XP_034826066.1
OG0008697	Bany_07301-RA	XP_034839359.1, XP_034839360.1
OG0008698	Bany_11322-RA	XP_034835081.1
OG0008699	Bany_15613-RA	XP_034829131.1
OG0008700	Bany_11323-RA	XP_034835079.1
OG0008701	Bany_11943-RA	XP_034829896.1
OG0008702	Bany_01100-RA	XP_034828005.1
OG0008703	Bany_12713-RA	XP_034838273.1
OG0008704	Bany_17847-RA	XP_034837358.1
OG0008705	Bany_08796-RA	XP_034832063.1
OG0008706	Bany_11954-RA	XP_034830059.1
OG0008707	Bany_10786-RA	XP_034828803.1, XP_034828804.1
OG0008708	Bany_10033-RA	XP_034824296.1
OG0008709	Bany_10035-RA	XP_034824501.1
OG0008710	Bany_17114-RA	XP_034835824.1
OG0008711	Bany_10036-RA	XP_034824226.1
OG0008712	Bany_17115-RA	XP_034835731.1
OG0008713	Bany_02810-RA	XP_034840182.1
OG0008714	Bany_02811-RA	XP_034840183.1
OG0008715	Bany_02815-RA	XP_034840026.1
OG0008716	Bany_09515-RA, Bany_09516-RA	XP_034834049.1
OG0008717	Bany_02819-RA	XP_034839586.1
OG0008718	Bany_03610-RA	XP_034825938.1
OG0008719	Bany_16615-RA	XP_034836516.1
OG0008720	Bany_03612-RA	XP_034825908.1
OG0008721	Bany_16266-RA, Bany_16271-RA	XP_034835661.1
OG0008722	Bany_03613-RA	XP_034825968.1
OG0008723	Bany_03614-RA	XP_034824268.1
OG0008724	Bany_10789-RA	XP_034828494.1
OG0008725	Bany_10040-RA	XP_034824947.1
OG0008726	Bany_09519-RA	XP_034834050.1
OG0008727	Bany_17863-RA	XP_034837391.1
OG0008728	Bany_06039-RA	XP_034827333.1
OG0008729	Bany_15004-RA	XP_034833490.1
OG0008730	Bany_10041-RA	XP_034824951.1
OG0008731	Bany_08103-RA	XP_034830555.1
OG0008732	Bany_12734-RA	XP_034837947.1
OG0008733	Bany_11328-RA	XP_034835395.1
OG0008734	Bany_06717-RA	XP_034838639.1
OG0008735	Bany_17530-RA	XP_034836960.1
OG0008736	Bany_13207-RA	XP_034832797.1
OG0008737	Bany_00223-RA, Bany_00222-RA	XP_034841239.1
OG0008738	Bany_01112-RA	XP_034827902.1
OG0008739	Bany_15627-RA	XP_034829100.1
OG0008741	Bany_16280-RA	XP_034838885.1
OG0008743	Bany_15629-RA	XP_034829105.1
OG0008744	Bany_17122-RA	XP_034835757.1
OG0008745	Bany_09524-RA	XP_034834299.1
OG0008746	Bany_09525-RA	XP_034834298.1
OG0008748	Bany_01120-RA	XP_034827574.1
OG0008749	Bany_00228-RA	XP_034841155.1
OG0008750	Bany_01121-RA	XP_034827534.1
OG0008751	Bany_00229-RA	XP_034840994.1
OG0008752	Bany_17127-RA	XP_034835741.1, XP_034835739.1
OG0008753	Bany_06043-RA	XP_034827043.1
OG0008755	Bany_02827-RA	XP_034840370.1
OG0008756	Bany_10044-RA	XP_034824746.1
OG0008757	Bany_17134-RA	XP_034835737.1
OG0008758	Bany_06048-RA	XP_034826696.1
OG0008759	Bany_06052-RA	XP_034826931.1
OG0008760	Bany_17144-RA	XP_034835803.1
OG0008761	Bany_06741-RA	XP_034838690.1
OG0008762	Bany_17145-RA	XP_034835734.1
OG0008763	Bany_16291-RA	XP_034838960.1
OG0008764	Bany_06742-RA	XP_034838660.1
OG0008765	Bany_06060-RA	XP_034826871.1
OG0008766	Bany_10810-RA	XP_034828813.1
OG0008767	Bany_01128-RA	XP_034827540.1
OG0008768	Bany_10811-RA	XP_034828660.1
OG0008769	Bany_13227-RA	XP_034832605.1
OG0008770	Bany_01132-RA	XP_034827795.1
OG0008771	Bany_12763-RA	XP_034838253.1
OG0008772	Bany_16628-RA	XP_034836327.1
OG0008773	Bany_06063-RA	XP_034827239.1
OG0008774	Bany_13228-RA	XP_034833062.1
OG0008775	Bany_13229-RA	XP_034833063.1
OG0008777	Bany_12766-RA	XP_034837965.1
OG0008778	Bany_06070-RA	XP_034827049.1
OG0008779	Bany_17160-RA	XP_034836049.1
OG0008780	Bany_17163-RA	XP_034836055.1
OG0008781	Bany_01142-RA, Bany_03033-RA, Bany_10992-RA	XP_034824254.1
OG0008782	Bany_02838-RA	XP_034840373.1
OG0008783	Bany_00241-RA	XP_034841018.1
OG0008784	Bany_05376-RA	XP_034825552.1
OG0008785	Bany_05377-RA	XP_034825461.1
OG0008786	Bany_07338-RA	XP_034839669.1
OG0008787	Bany_07339-RA	XP_034837997.1
OG0008788	Bany_06775-RA	XP_034838634.1
OG0008789	Bany_03659-RA	XP_034824327.1
OG0008790	Bany_17889-RA	XP_034837253.1
OG0008791	Bany_12792-RA	XP_034838294.1
OG0008792	Bany_10064-RA	XP_034824877.1
OG0008793	Bany_02109-RA	XP_034826362.1
OG0008794	Bany_02849-RA	XP_034840564.1
OG0008795	Bany_10065-RA	XP_034824748.1
OG0008796	Bany_15640-RA	XP_034829123.1
OG0008797	Bany_00249-RA	XP_034841425.1
OG0008798	Bany_14475-RA	XP_034834486.1
OG0008799	Bany_02859-RA	XP_034840178.1
OG0008800	Bany_13250-RA	XP_034832648.1
OG0008801	Bany_12801-RA	XP_034838318.1
OG0008802	Bany_15037-RA	XP_034833334.1
OG0008804	Bany_03669-RA	XP_034832664.1
OG0008805	Bany_13257-RA	XP_034832674.1
OG0008806	Bany_00250-RA	XP_034841427.1
OG0008807	Bany_02115-RA	XP_034825835.1
OG0008808	Bany_02867-RA	XP_034840678.1
OG0008809	Bany_13825-RA	XP_034831089.1
OG0008810	Bany_00255-RA	XP_034841423.1
OG0008811	Bany_06102-RA	XP_034827052.1
OG0008812	Bany_01151-RA	XP_034827491.1
OG0008813	Bany_09544-RA	XP_034833817.1
OG0008814	Bany_15641-RA	XP_034829000.1
OG0008816	Bany_17546-RA	XP_034836813.1
OG0008817	Bany_13268-RA	XP_034833072.1
OG0008818	Bany_16652-RA	XP_034836321.1
OG0008819	Bany_08822-RA	XP_034831729.1
OG0008820	Bany_10076-RA	XP_034824566.1
OG0008821	Bany_13271-RA	XP_034832587.1
OG0008822	Bany_00257-RA	XP_034841495.1
OG0008823	Bany_10825-RA	XP_034828593.1
OG0008824	Bany_10077-RA	XP_034824558.1
OG0008825	Bany_03681-RA	XP_034838142.1
OG0008826	Bany_03682-RA	XP_034837646.1
OG0008827	Bany_11375-RA	XP_034835104.1
OG0008828	Bany_10078-RA	XP_034824525.1
OG0008829	Bany_11377-RA	XP_034835207.1
OG0008831	Bany_08838-RA	XP_034832457.1
OG0008832	Bany_13829-RA	XP_034831358.1
OG0008833	Bany_06119-RA	XP_034827137.1
OG0008834	Bany_12822-RA	XP_034838081.1
OG0008835	Bany_02880-RA	XP_034840188.1
OG0008836	Bany_02136-RA	XP_034826514.1
OG0008837	Bany_00265-RA	XP_034841510.1
OG0008838	Bany_08157-RA	XP_034830650.1
OG0008839	Bany_17199-RA	XP_034835916.1
OG0008840	Bany_08158-RA	XP_034830651.1
OG0008841	Bany_08159-RA	XP_034830644.1
OG0008842	Bany_14495-RA	XP_034834832.1, XP_034834831.1
OG0008843	Bany_13838-RA	XP_034831561.1
OG0008844	Bany_08166-RA	XP_034830647.1
OG0008845	Bany_13842-RA	XP_034831162.1
OG0008846	Bany_11400-RA	XP_034835534.1
OG0008847	Bany_10104-RA	XP_034824553.1
OG0008848	Bany_08856-RA	XP_034832160.1
OG0008849	Bany_10105-RA	XP_034824568.1
OG0008850	Bany_15069-RA	XP_034833207.1
OG0008851	Bany_09562-RA	XP_034833820.1
OG0008852	Bany_13848-RA	XP_034831618.1
OG0008853	Bany_10110-RA	XP_034824554.1
OG0008854	Bany_06802-RA	XP_034838562.1
OG0008855	Bany_16375-RA	XP_034838934.1
OG0008856	Bany_05411-RA	XP_034825629.1
OG0008858	Bany_11412-RA	XP_034835094.1, XP_034835272.1
OG0008859	Bany_11413-RA	XP_034835093.1
OG0008860	Bany_06808-RA	XP_034838542.1
OG0008861	Bany_08868-RA	XP_034832233.1
OG0008862	Bany_05415-RA	XP_034825651.1
OG0008863	Bany_08871-RA	XP_034832131.1
OG0008864	Bany_13862-RA	XP_034831028.1
OG0008865	Bany_17921-RA	XP_034837308.1
OG0008866	Bany_14501-RA	XP_034834331.1
OG0008867	Bany_03733-RA, Bany_03728-RA	XP_034826690.1
OG0008868	Bany_07372-RA	XP_034839554.1
OG0008869	Bany_12014-RA	XP_034830039.1
OG0008872	Bany_15653-RA	XP_034829071.1
OG0008873	Bany_16385-RA	XP_034839019.1
OG0008874	Bany_16386-RA	XP_034839020.1
OG0008875	Bany_03736-RA	XP_034826384.1
OG0008876	Bany_16388-RA	XP_034838972.1
OG0008877	Bany_06814-RA	XP_034836337.1, XP_034837922.1, XP_034836648.1
OG0008878	Bany_12870-RA	XP_034838292.1
OG0008879	Bany_12023-RA	XP_034829838.1
OG0008880	Bany_12873-RA	XP_034838291.1
OG0008881	Bany_10120-RA	XP_034824567.1
OG0008882	Bany_06156-RA	XP_034826920.1
OG0008883	Bany_08187-RA	XP_034830950.1
OG0008884	Bany_12876-RA	XP_034837969.1
OG0008885	Bany_00308-RA	XP_034823990.1
OG0008886	Bany_00310-RA	XP_034824010.1
OG0008887	Bany_00312-RA	XP_034823984.1, XP_034823985.1, XP_034823983.1, XP_034823982.1
OG0008889	Bany_07384-RA	XP_034839644.1
OG0008890	Bany_13877-RA	XP_034831516.1
OG0008891	Bany_07385-RA	XP_034839474.1
OG0008892	Bany_15078-RA	XP_034833455.1
OG0008893	Bany_16400-RA	XP_034838840.1
OG0008894	Bany_06165-RA	XP_034827064.1
OG0008895	Bany_06167-RA	XP_034827263.1
OG0008896	Bany_10853-RA	XP_034828425.1
OG0008897	Bany_05434-RA	XP_034825480.1
OG0008898	Bany_07388-RA	XP_034839213.1
OG0008899	Bany_10857-RA	XP_034828437.1
OG0008900	Bany_06168-RA	XP_034826705.1
OG0008901	Bany_08894-RA	XP_034832373.1
OG0008902	Bany_10859-RA	XP_034828441.1
OG0008903	Bany_10860-RA	XP_034828442.1
OG0008904	Bany_00324-RA	XP_034841210.1, XP_034841209.1
OG0008905	Bany_10862-RA	XP_034828427.1
OG0008906	Bany_00325-RA	XP_034841208.1
OG0008907	Bany_15673-RA	XP_034829034.1
OG0008909	Bany_10867-RA	XP_034828331.1
OG0008910	Bany_02912-RA	XP_034840768.1
OG0008911	Bany_03749-RA	XP_034826802.1
OG0008912	Bany_05441-RA	XP_034825219.1
OG0008913	Bany_14517-RA	XP_034834631.1
OG0008914	Bany_15088-RA	XP_034833440.1
OG0008915	Bany_12041-RA	XP_034830108.1
OG0008916	Bany_08902-RA	XP_034832095.1
OG0008917	Bany_04625-RA	XP_034833306.1
OG0008918	Bany_04626-RA	XP_034832750.1
OG0008919	Bany_17943-RA	XP_034837224.1
OG0008920	Bany_11450-RA	XP_034835427.1
OG0008921	Bany_05450-RA	XP_034825559.1
OG0008922	Bany_10133-RA	XP_034824981.1
OG0008923	Bany_02176-RA	XP_034826125.1
OG0008924	Bany_12045-RA	XP_034829859.1
OG0008926	Bany_05452-RA	XP_034825163.1
OG0008927	Bany_13290-RA	XP_034832736.1
OG0008928	Bany_13292-RA	XP_034833080.1
OG0008929	Bany_17950-RA	XP_034837293.1
OG0008930	Bany_06190-RA	XP_034827327.1
OG0008931	Bany_06191-RA	XP_034827329.1
OG0008932	Bany_17953-RA	XP_034837326.1
OG0008933	Bany_16677-RA	XP_034836317.1
OG0008934	Bany_14534-RA	XP_034834822.1
OG0008935	Bany_12050-RA	XP_034829654.1
OG0008936	Bany_14536-RA	XP_034834815.1
OG0008937	Bany_11463-RA	XP_034835370.1
OG0008938	Bany_13296-RA	XP_034832628.1
OG0008939	Bany_04639-RA	XP_034838625.1
OG0008940	Bany_16427-RA, Bany_16430-RA	XP_034838812.1
OG0008941	Bany_10139-RA	XP_034824871.1
OG0008942	Bany_06859-RA	XP_034838526.1
OG0008943	Bany_08914-RA	XP_034832170.1
OG0008944	Bany_07453-RA, Bany_16682-RA	XP_034836503.1
OG0008945	Bany_14542-RA	XP_034834573.1
OG0008946	Bany_11466-RA	XP_034835343.1
OG0008947	Bany_08915-RA	XP_034831801.1
OG0008948	Bany_16683-RA	XP_034836506.1
OG0008949	Bany_00342-RA	XP_034840936.1
OG0008950	Bany_00343-RA	XP_034840947.1
OG0008951	Bany_08917-RA	XP_034831802.1
OG0008952	Bany_00344-RA	XP_034840926.1
OG0008953	Bany_13304-RA	XP_034832642.1, XP_034832641.1
OG0008954	Bany_11467-RA	XP_034835335.1
OG0008955	Bany_12056-RA	XP_034830165.1
OG0008956	Bany_06197-RA	XP_034827315.1
OG0008957	Bany_01204-RA	XP_034827455.1
OG0008958	Bany_08920-RA	XP_034832221.1
OG0008959	Bany_12937-RA	XP_034838305.1
OG0008960	Bany_13909-RA	XP_034831104.1
OG0008961	Bany_11472-RA	XP_034835362.1
OG0008962	Bany_01217-RA	XP_034836376.1
OG0008963	Bany_15091-RA	XP_034833188.1, XP_034833187.1
OG0008964	Bany_06200-RA	XP_034827122.1
OG0008965	Bany_09605-RA	XP_034834015.1
OG0008966	Bany_14561-RA	XP_034834799.1
OG0008967	Bany_14562-RA	XP_034834792.1
OG0008968	Bany_09606-RA	XP_034839941.1, XP_034834019.1
OG0008969	Bany_03782-RA	XP_034826402.1
OG0008971	Bany_14563-RA	XP_034834794.1
OG0008972	Bany_02928-RA	XP_034840612.1
OG0008973	Bany_02930-RA	XP_034840601.1
OG0008974	Bany_13311-RA	XP_034832767.1
OG0008975	Bany_15094-RA	XP_034833673.1
OG0008976	Bany_16697-RA	XP_034836475.1
OG0008977	Bany_15096-RA	XP_034833674.1
OG0008979	Bany_04662-RA	XP_034834678.1
OG0008980	Bany_04663-RA	XP_034834629.1
OG0008981	Bany_13920-RA	XP_034831666.1
OG0008984	Bany_02936-RA	XP_034840623.1
OG0008985	Bany_06874-RA	XP_034839566.1
OG0008987	Bany_17969-RA	XP_034837315.1
OG0008988	Bany_17970-RA	XP_034837317.1
OG0008989	Bany_07465-RA, Bany_15106-RA	XP_034833134.1
OG0008990	Bany_10880-RA	XP_034828607.1
OG0008991	Bany_03794-RA	XP_034826728.1
OG0008992	Bany_06203-RA	XP_034827196.1
OG0008993	Bany_09617-RA	XP_034834010.1
OG0008994	Bany_03799-RA	XP_034827484.1
OG0008995	Bany_15114-RA	XP_034833171.1
OG0008996	Bany_10884-RA	XP_034828570.1
OG0008997	Bany_13326-RA	XP_034832815.1
OG0008999	Bany_17978-RA	XP_034837451.1
OG0009000	Bany_11494-RA	XP_034835367.1
OG0009001	Bany_13328-RA	XP_034832816.1
OG0009002	Bany_07454-RA	XP_034836497.1, XP_034836496.1
OG0009003	Bany_13329-RA	XP_034832810.1
OG0009005	Bany_02943-RA	XP_034840628.1
OG0009006	Bany_10166-RA	XP_034824452.1
OG0009007	Bany_15119-RA	XP_034833657.1
OG0009008	Bany_15120-RA	XP_034833658.1
OG0009009	Bany_15122-RA	XP_034833478.1
OG0009010	Bany_13933-RA	XP_034831048.1
OG0009011	Bany_06217-RA	XP_034826844.1
OG0009012	Bany_15124-RA	XP_034833483.1
OG0009013	Bany_02958-RA	XP_034840756.1
OG0009014	Bany_02959-RA	XP_034840758.1
OG0009015	Bany_02960-RA	XP_034840211.1
OG0009016	Bany_01253-RA	XP_034827539.1
OG0009017	Bany_08948-RA	XP_034832458.1
OG0009018	Bany_17988-RA	XP_034837175.1
