Orthogroup	Bicyclus_anynana	Heliconius_melpomene_melpomene
OG0007512	Bany_14761-RA	HMEL036816g1.t1
OG0007514	Bany_09136-RA	HMEL015311g1.t1
OG0007515	Bany_07054-RA	HMEL014991g1.t1
OG0007516	Bany_09807-RA	HMEL008177g1.t1
OG0007518	Bany_09138-RA	HMEL015312g1.t1
OG0007519	Bany_15882-RA	HMEL034242g1.t1
OG0007520	Bany_09809-RA	HMEL008179g1.t1
OG0007521	Bany_00608-RA	HMEL015186g1.t1
OG0007522	Bany_12257-RA	HMEL015774g1.t1
OG0007523	Bany_00610-RA	HMEL015187g1.t1
OG0007524	Bany_12258-RA	HMEL015775g1.t1
OG0007525	Bany_14764-RA	HMEL036817g1.t1
OG0007526	Bany_04880-RA	HMEL015955g1.t1
OG0007527	Bany_02386-RA	HMEL007035g1.t1
OG0007528	Bany_15887-RA	HMEL014198g1.t1
OG0007529	Bany_03998-RA	HMEL033021g1.t1
OG0007530	Bany_03999-RA	HMEL015636g1.t1
OG0007531	Bany_07680-RA	HMEL003978g1.t1
OG0007532	Bany_04001-RA	HMEL015638g1.t1
OG0007534	Bany_04002-RA	HMEL015639g1.t1
OG0007535	Bany_04003-RA	HMEL015640g1.t1
OG0007536	Bany_04007-RA	HMEL016408g1.t1
OG0007537	Bany_08410-RA	HMEL032733g1.t1
OG0007539	Bany_04008-RA	HMEL016409g1.t1
OG0007540	Bany_04009-RA	HMEL016411g1.t1
OG0007541	Bany_16918-RA	HMEL005154g1.t1
OG0007542	Bany_09146-RA	HMEL031670g1.t1
OG0007543	Bany_02388-RA	HMEL012038g1.t1
OG0007544	Bany_04010-RA	HMEL016412g1.t1
OG0007545	Bany_00617-RA	HMEL015190g1.t1
OG0007546	Bany_04013-RA	HMEL033018g1.t1
OG0007547	Bany_04014-RA	HMEL033017g1.t1
OG0007548	Bany_08415-RA	HMEL032731g1.t1
OG0007549	Bany_03180-RA	HMEL003965g1.t1
OG0007550	Bany_04016-RA	HMEL033015g1.t1
OG0007551	Bany_08416-RA	HMEL032728g1.t1
OG0007552	Bany_07063-RA	HMEL030049g1.t1
OG0007553	Bany_07064-RA	HMEL030048g1.t1
OG0007554	Bany_15891-RA	HMEL014195g1.t1
OG0007555	Bany_07065-RA	HMEL015001g1.t1
OG0007556	Bany_16921-RA	HMEL005150g1.t1
OG0007557	Bany_01540-RA	HMEL002126g1.t1
OG0007558	Bany_04883-RA	HMEL015950g1.t1
OG0007559	Bany_11740-RA	HMEL006752g1.t1
OG0007560	Bany_12265-RA	HMEL037076g1.t1
OG0007561	Bany_15892-RA	HMEL014194g1.t1
OG0007562	Bany_11741-RA	HMEL010487g1.t1
OG0007563	Bany_12266-RA	HMEL037077g1.t1
OG0007564	Bany_14094-RA	HMEL006302g1.t1
OG0007565	Bany_14095-RA	HMEL006303g1.t1
OG0007566	Bany_08417-RA	HMEL011884g1.t1
OG0007567	Bany_07067-RA	HMEL003797g1.t1
OG0007568	Bany_15895-RA	HMEL034233g1.t1
OG0007569	Bany_08419-RA	HMEL010834g1.t1
OG0007570	Bany_06386-RA	HMEL017990g1.t1
OG0007571	Bany_14096-RA	HMEL006304g1.t1
OG0007572	Bany_05685-RA	HMEL017724g1.t1
OG0007573	Bany_09828-RA	HMEL008189g1.t1
OG0007574	Bany_04021-RA	HMEL011372g1.t1
OG0007575	Bany_05686-RA	HMEL017723g1.t1
OG0007576	Bany_04022-RA	HMEL011373g1.t1
OG0007577	Bany_11749-RA	HMEL011849g1.t1
OG0007578	Bany_11002-RA	HMEL020587g1.t1
OG0007579	Bany_11753-RA	HMEL011845g1.t1
OG0007580	Bany_11754-RA	HMEL011844g1.t1
OG0007581	Bany_00626-RA	HMEL015196g1.t1
OG0007582	Bany_05690-RA	HMEL017718g1.t1
OG0007583	Bany_11756-RA	HMEL010433g1.t1
OG0007584	Bany_14103-RA	HMEL006312g1.t1
OG0007585	Bany_15327-RA	HMEL003674g1.t1
OG0007586	Bany_09833-RA	HMEL008195g1.t1
OG0007587	Bany_05691-RA	HMEL017717g1.t1
OG0007588	Bany_06388-RA	HMEL034723g1.t1
OG0007589	Bany_04027-RA	HMEL011376g1.t1
OG0007590	Bany_05692-RA	HMEL033718g1.t1
OG0007591	Bany_14104-RA	HMEL009956g1.t1
OG0007592	Bany_05693-RA	HMEL033717g1.t1
OG0007593	Bany_04028-RA	HMEL011377g1.t1
OG0007594	Bany_12273-RA	HMEL037081g1.t1
OG0007595	Bany_14105-RA	HMEL009955g1.t1
OG0007596	Bany_04029-RA	HMEL011378g1.t1
OG0007597	Bany_05694-RA	HMEL033719g1.t1
OG0007598	Bany_15328-RA	HMEL003673g1.t1
OG0007599	Bany_05696-RA	HMEL017709g1.t1
OG0007600	Bany_15329-RA	HMEL003672g1.t1
OG0007601	Bany_12275-RA	HMEL037082g1.t1
OG0007602	Bany_10379-RA	HMEL007752g1.t1
OG0007603	Bany_09836-RA	HMEL038167g1.t1
OG0007604	Bany_09150-RA	HMEL015321g1.t1
OG0007605	Bany_09837-RA	HMEL010112g1.t1
OG0007606	Bany_05698-RA	HMEL033721g1.t1
OG0007607	Bany_05699-RA	HMEL017708g1.t1
OG0007608	Bany_09839-RA	HMEL010113g1.t1
OG0007609	Bany_05700-RA	HMEL017707g1.t1
OG0007610	Bany_09151-RA	HMEL015323g1.t1
OG0007611	Bany_12278-RA	HMEL016070g1.t1
OG0007612	Bany_04030-RA	HMEL033041g1.t1
OG0007613	Bany_06389-RA	HMEL020539g1.t1, HMEL034722g1.t1
OG0007614	Bany_01556-RA	HMEL002117g1.t1
OG0007615	Bany_11005-RA	HMEL002324g1.t1
OG0007616	Bany_10385-RA	HMEL031954g1.t1
OG0007617	Bany_09152-RA	HMEL015324g1.t1
OG0007618	Bany_10386-RA	HMEL031953g1.t1
OG0007619	Bany_09155-RA	HMEL015327g1.t1
OG0007621	Bany_14794-RA	HMEL004648g1.t1
OG0007622	Bany_09156-RA	HMEL015328g1.t1
OG0007623	Bany_06391-RA	HMEL034720g1.t1
OG0007624	Bany_04033-RA	HMEL011383g1.t1
OG0007625	Bany_09849-RA	HMEL010119g1.t1
OG0007626	Bany_11008-RA	HMEL036020g1.t1
OG0007627	Bany_04035-RA	HMEL011385g1.t1
OG0007628	Bany_09850-RA	HMEL010120g1.t1
OG0007629	Bany_09851-RA	HMEL038171g1.t1
OG0007630	Bany_02395-RA	HMEL017166g1.t1
OG0007631	Bany_07691-RA	HMEL035547g1.t1
OG0007632	Bany_09157-RA	HMEL007094g1.t1
OG0007633	Bany_04040-RA	HMEL033044g1.t1
OG0007634	Bany_15333-RA	HMEL009716g1.t1
OG0007635	Bany_07692-RA	HMEL035548g1.t1
OG0007636	Bany_15335-RA	HMEL009717g1.t1
OG0007637	Bany_01562-RA	HMEL002112g1.t1
OG0007638	Bany_15336-RA	HMEL009718g1.t1
OG0007639	Bany_15905-RA	HMEL005056g1.t1
OG0007640	Bany_09853-RA	HMEL010122g1.t1
OG0007641	Bany_01564-RA	HMEL005709g1.t1
OG0007642	Bany_10387-RA	HMEL031952g1.t1
OG0007643	Bany_07694-RA	HMEL012088g1.t1
OG0007644	Bany_00637-RA	HMEL003311g1.t1
OG0007645	Bany_14806-RA	HMEL013786g1.t1
OG0007646	Bany_14130-RA	HMEL013904-RA
OG0007647	Bany_07076-RA	HMEL011274g1.t1
OG0007648	Bany_07696-RA	HMEL012087-RA
OG0007649	Bany_14133-RA	HMEL013901g1.t1
OG0007650	Bany_15338-RA	HMEL009721g1.t1
OG0007651	Bany_15339-RA	HMEL017419g1.t1
OG0007652	Bany_14809-RA	HMEL013788g1.t1
OG0007653	Bany_04899-RA	HMEL015936g1.t1
OG0007654	Bany_09861-RA	HMEL004478g1.t1
OG0007655	Bany_07077-RA	HMEL011275g1.t1
OG0007656	Bany_12283-RA	HMEL037088g1.t1
OG0007657	Bany_04046-RA	HMEL033049g1.t1
OG0007658	Bany_12284-RA	HMEL021638g1.t1
OG0007659	Bany_13508-RA	HMEL010589g1.t1
OG0007660	Bany_07079-RA	HMEL011276g1.t1
OG0007661	Bany_04050-RA	HMEL011395g1.t1
OG0007662	Bany_09868-RA	HMEL004481g1.t1
OG0007663	Bany_07081-RA	HMEL011278g1.t1
OG0007664	Bany_04051-RA	HMEL011396g1.t1
OG0007665	Bany_15907-RA	HMEL005052g1.t1
OG0007666	Bany_04052-RA	HMEL011397g1.t1
OG0007667	Bany_07698-RA	HMEL012084g1.t1
OG0007668	Bany_04906-RA	HMEL015930g1.t1
OG0007669	Bany_14136-RA	HMEL013900g1.t1
OG0007670	Bany_07083-RA	HMEL011280g1.t1
OG0007671	Bany_14138-RA	HMEL037622g1.t1
OG0007672	Bany_07084-RA	HMEL011281g1.t1
OG0007673	Bany_09871-RA	HMEL004483g1.t1
OG0007674	Bany_04053-RA	HMEL011399g1.t1
OG0007675	Bany_07700-RA	HMEL012082g1.t1
OG0007676	Bany_07701-RA	HMEL012081g1.t1
OG0007677	Bany_14139-RA	HMEL013898g1.t1
OG0007678	Bany_09872-RA	HMEL038180g1.t1
OG0007679	Bany_04908-RA	HMEL003712g1.t1
OG0007680	Bany_07086-RA	HMEL011283g1.t1
OG0007681	Bany_04054-RA	HMEL011400g1.t1
OG0007682	Bany_14140-RA	HMEL006646g1.t1
OG0007683	Bany_14141-RA	HMEL006647g1.t1
OG0007684	Bany_11013-RA	HMEL008888g1.t1
OG0007685	Bany_10389-RA	HMEL032007g1.t1
OG0007686	Bany_07702-RA	HMEL012080g1.t1
OG0007687	Bany_10390-RA	HMEL032008g1.t1
OG0007688	Bany_11014-RA	HMEL021776g1.t1
OG0007689	Bany_11017-RA	HMEL036016g1.t1
OG0007690	Bany_16922-RA	HMEL012881g1.t1
OG0007691	Bany_15920-RA	HMEL009999g1.t1
OG0007692	Bany_15353-RA	HMEL017429g1.t1
OG0007693	Bany_11766-RA	HMEL008012g1.t1
OG0007694	Bany_14151-RA	HMEL007788g1.t1
OG0007696	Bany_11021-RA	HMEL021575g1.t1
OG0007697	Bany_07705-RA	HMEL035575g1.t1, HMEL035574g1.t1
OG0007698	Bany_14154-RA	HMEL013388g1.t1
OG0007699	Bany_14156-RA	HMEL030767g1.t1, HMEL014829g1.t1, HMEL036370g1.t1, HMEL030004g1.t1, HMEL035910g1.t1, HMEL035636g1.t1
OG0007700	Bany_14157-RA	HMEL013386g1.t1
OG0007701	Bany_11022-RA	HMEL036014g1.t1
OG0007702	Bany_11024-RA	HMEL035954g1.t1
OG0007703	Bany_02404-RA	HMEL005895g1.t1
OG0007703	Bany_04956-RA	HMEL030961g1.t1
OG0007704	Bany_09885-RA	HMEL014262g1.t1
OG0007705	Bany_12302-RA	HMEL003796g1.t1
OG0007706	Bany_02405-RA	HMEL004236g1.t1
OG0007707	Bany_14163-RA	HMEL011463g1.t1
OG0007708	Bany_07707-RA, Bany_03346-RA	HMEL012057g1.t1
OG0007710	Bany_09889-RA	HMEL038111g1.t1
OG0007711	Bany_07708-RA	HMEL012077g1.t1
OG0007712	Bany_14821-RA	HMEL036853g1.t1
OG0007713	Bany_06396-RA	HMEL009304g1.t1
OG0007714	Bany_09892-RA	HMEL012362g1.t1
OG0007715	Bany_01588-RA	HMEL014377g1.t1
OG0007716	Bany_07096-RA	HMEL011291g1.t1
OG0007717	Bany_11028-RA	HMEL035957g1.t1
OG0007718	Bany_03207-RA	HMEL035220g1.t1
OG0007719	Bany_01591-RA	HMEL033304g1.t1
OG0007720	Bany_01592-RA	HMEL033305g1.t1
OG0007721	Bany_07097-RA	HMEL011294g1.t1
OG0007722	Bany_07098-RA	HMEL011293g1.t1
OG0007723	Bany_00660-RA	HMEL003321g1.t1
OG0007724	Bany_00661-RA	HMEL003322g1.t1
OG0007725	Bany_11029-RA	HMEL007076g1.t1
OG0007726	Bany_06410-RA	HMEL002668g1.t1
OG0007727	Bany_11030-RA	HMEL007077g1.t1
OG0007728	Bany_15355-RA	HMEL017432g1.t1
OG0007729	Bany_06412-RA	HMEL002666g1.t1
OG0007730	Bany_15356-RA	HMEL017433g1.t1
OG0007731	Bany_07100-RA	HMEL011295g1.t1
OG0007732	Bany_04065-RA	HMEL011409g1.t1
OG0007733	Bany_06413-RA	HMEL002665g1.t1
OG0007734	Bany_01600-RA	HMEL015467g1.t1
OG0007735	Bany_04916-RA	HMEL003719g1.t1
OG0007736	Bany_09185-RA	HMEL008426g1.t1
OG0007737	Bany_02408-RA	HMEL018100g1.t1
OG0007738	Bany_04070-RA	HMEL011414g1.t1
OG0007739	Bany_11036-RA	HMEL007081g1.t1
OG0007740	Bany_15361-RA	HMEL017437g1.t1
OG0007741	Bany_10403-RA	HMEL008087g1.t1
OG0007742	Bany_06416-RA	HMEL002662g1.t1
OG0007743	Bany_10404-RA	HMEL032016g1.t1
OG0007744	Bany_07711-RA	HMEL007774g1.t1
OG0007745	Bany_10405-RA	HMEL005674g1.t1
OG0007746	Bany_15363-RA	HMEL017439g1.t1
OG0007747	Bany_15954-RA	HMEL013553g1.t1
OG0007748	Bany_06418-RA	HMEL002661g1.t1
OG0007749	Bany_15365-RA	HMEL036315g1.t1
OG0007750	Bany_12312-RA	HMEL020458g1.t1
OG0007751	Bany_02409-RA	HMEL002906-RA
OG0007752	Bany_02411-RA	HMEL002904-RA
OG0007753	Bany_06420-RA	HMEL003651g1.t1
OG0007754	Bany_06421-RA	HMEL003650g1.t1
OG0007755	Bany_15366-RA	HMEL017443g1.t1
OG0007756	Bany_02415-RA	HMEL002902-RA
OG0007757	Bany_11041-RA	HMEL016170g1.t1
OG0007758	Bany_04918-RA	HMEL022536-RA
OG0007760	Bany_08453-RA	HMEL011564g1.t1
OG0007761	Bany_03213-RA	HMEL035227g1.t1
OG0007762	Bany_12315-RA	HMEL037100g1.t1
OG0007763	Bany_15373-RA	HMEL017445g1.t1
OG0007764	Bany_00667-RA	HMEL002845g1.t1
OG0007765	Bany_10408-RA	HMEL007565g1.t1
OG0007766	Bany_06426-RA	HMEL005992g1.t1
OG0007767	Bany_00668-RA	HMEL002844g1.t1
OG0007768	Bany_13528-RA	HMEL006121g1.t1
OG0007769	Bany_13529-RA	HMEL006122g1.t1
OG0007770	Bany_04921-RA	HMEL007305g1.t1
OG0007771	Bany_13530-RA	HMEL006123g1.t1
OG0007772	Bany_12317-RA	HMEL016162g1.t1
OG0007773	Bany_10416-RA	HMEL032011g1.t1
OG0007774	Bany_08454-RA	HMEL032699g1.t1
OG0007775	Bany_11048-RA	HMEL002416g1.t1
OG0007776	Bany_02423-RA	HMEL002895g1.t1
OG0007778	Bany_02425-RA	HMEL030631g1.t1
OG0007779	Bany_14842-RA	HMEL036887g1.t1
OG0007780	Bany_11052-RA	HMEL035964g1.t1, HMEL035961g1.t1
OG0007781	Bany_15976-RA	HMEL003861g1.t1
OG0007782	Bany_01608-RA	HMEL033353g1.t1
OG0007783	Bany_10419-RA	HMEL017385g1.t1
OG0007784	Bany_11799-RA	HMEL006309g1.t1
OG0007785	Bany_01610-RA	HMEL010622g1.t1
OG0007786	Bany_11801-RA	HMEL032324g1.t1
OG0007787	Bany_04108-RA, Bany_04080-RA	HMEL011441-RA
OG0007788	Bany_01611-RA	HMEL010623g1.t1
OG0007789	Bany_11802-RA	HMEL032325g1.t1
OG0007790	Bany_14172-RA	HMEL037732g1.t1
OG0007791	Bany_12327-RA	HMEL015483g1.t1
OG0007793	Bany_15978-RA	HMEL003857g1.t1
OG0007794	Bany_01613-RA	HMEL010626g1.t1
OG0007795	Bany_07120-RA	HMEL003798g1.t1
OG0007796	Bany_01614-RA	HMEL010627g1.t1
OG0007797	Bany_11809-RA	HMEL014588g1.t1
OG0007798	Bany_02433-RA	HMEL030629g1.t1
OG0007799	Bany_07727-RA	HMEL016621g1.t1
OG0007800	Bany_11814-RA	HMEL032327g1.t1
OG0007801	Bany_00681-RA	HMEL015280g1.t1
OG0007803	Bany_00683-RA	HMEL015279g1.t1
OG0007804	Bany_07129-RA	HMEL030025g1.t1
OG0007805	Bany_07130-RA	HMEL003793g1.t1
OG0007806	Bany_09207-RA	HMEL011477g1.t1
OG0007807	Bany_13549-RA	HMEL014293g1.t1
OG0007808	Bany_08471-RA	HMEL032692g1.t1
OG0007809	Bany_00686-RA	HMEL015278g1.t1
OG0007810	Bany_06434-RA	HMEL003762g1.t1
OG0007812	Bany_03232-RA	HMEL022507-RA
OG0007813	Bany_09212-RA	HMEL011474g1.t1
OG0007814	Bany_00689-RA	HMEL015276g1.t1
OG0007816	Bany_00690-RA	HMEL015275g1.t1
OG0007817	Bany_03234-RA	HMEL009446g1.t1
OG0007818	Bany_08477-RA	HMEL000060g1.t1
OG0007819	Bany_07135-RA	HMEL003791g1.t1
OG0007820	Bany_08478-RA	HMEL000059g1.t1
OG0007821	Bany_12341-RA	HMEL037115g1.t1
OG0007822	Bany_13557-RA	HMEL014299g1.t1
OG0007823	Bany_07136-RA	HMEL003790g1.t1
OG0007824	Bany_04091-RA, Bany_04092-RA	HMEL011425g1.t1
OG0007825	Bany_03237-RA	HMEL009443g1.t1
OG0007826	Bany_12343-RA	HMEL005457g1.t1
OG0007827	Bany_07732-RA	HMEL035573g1.t1
OG0007828	Bany_01623-RA	HMEL010636g1.t1
OG0007829	Bany_08479-RA	HMEL000058-RA
OG0007830	Bany_04936-RA	HMEL005900g1.t1
OG0007831	Bany_05726-RA, Bany_05758-RA	HMEL008967g1.t1
OG0007832	Bany_03241-RA	HMEL009441g1.t1
OG0007833	Bany_03242-RA	HMEL009438g1.t1
OG0007834	Bany_04938-RA	HMEL005901g1.t1
OG0007835	Bany_15990-RA	HMEL001028-RA
OG0007836	Bany_04940-RA	HMEL005902g1.t1
OG0007837	Bany_07736-RA	HMEL016629g1.t1
OG0007839	Bany_03244-RA	HMEL009440g1.t1
OG0007840	Bany_08485-RA	HMEL000053-RA
OG0007841	Bany_00698-RA	HMEL015268g1.t1
OG0007842	Bany_04095-RA	HMEL011428g1.t1
OG0007843	Bany_00699-RA	HMEL015267g1.t1
OG0007844	Bany_09216-RA	HMEL011470g1.t1
OG0007845	Bany_04097-RA	HMEL011431g1.t1
OG0007846	Bany_04099-RA	HMEL011433g1.t1
OG0007847	Bany_14853-RA	HMEL013990g1.t1
OG0007848	Bany_00704-RA	HMEL015263g1.t1
OG0007849	Bany_12347-RA	HMEL037118g1.t1
OG0007850	Bany_13565-RA	HMEL014308g1.t1
OG0007851	Bany_06441-RA	HMEL003752g1.t1
OG0007852	Bany_09219-RA	HMEL011468g1.t1
OG0007853	Bany_09220-RA	HMEL031693g1.t1
OG0007854	Bany_00708-RA	HMEL015261g1.t1
OG0007855	Bany_07742-RA	HMEL016639g1.t1
OG0007856	Bany_06444-RA	HMEL006291g1.t1
OG0007857	Bany_00710-RA	HMEL015260g1.t1
OG0007858	Bany_02444-RA	HMEL011122g1.t1
OG0007859	Bany_00713-RA	HMEL015256g1.t1
OG0007860	Bany_14858-RA	HMEL011990g1.t1
OG0007861	Bany_06448-RA	HMEL006295g1.t1
OG0007862	Bany_06449-RA	HMEL006296g1.t1
OG0007863	Bany_14859-RA	HMEL036867g1.t1
OG0007864	Bany_13574-RA	HMEL014311g1.t1
OG0007865	Bany_08487-RA	HMEL032686g1.t1, HMEL021863g1.t1
OG0007866	Bany_14860-RA	HMEL036865g1.t1
OG0007868	Bany_09222-RA	HMEL012628g1.t1
OG0007869	Bany_08488-RA	HMEL000051g1.t1
OG0007870	Bany_01631-RA	HMEL014031g1.t1
OG0007871	Bany_14863-RA	HMEL012717-RA
OG0007872	Bany_04104-RA	HMEL011436-RA
OG0007873	Bany_15993-RA	HMEL001014g1.t1
OG0007874	Bany_09225-RA	HMEL012632g1.t1
OG0007875	Bany_00717-RA, Bany_00718-RA	HMEL015252g1.t1
OG0007876	Bany_04106-RA	HMEL022601g1.t1
OG0007877	Bany_02449-RA	HMEL011118g1.t1
OG0007878	Bany_07748-RA	HMEL035578g1.t1
OG0007879	Bany_02451-RA	HMEL011117g1.t1
OG0007880	Bany_15994-RA	HMEL001017g1.t1
OG0007881	Bany_08495-RA	HMEL000048g1.t1
OG0007882	Bany_08496-RA	HMEL000047-RA
OG0007883	Bany_07749-RA	HMEL016647g1.t1
OG0007884	Bany_08498-RA	HMEL000045g1.t1
OG0007885	Bany_08499-RA	HMEL000044g1.t1
OG0007886	Bany_02453-RA	HMEL011114g1.t1
OG0007887	Bany_10439-RA	HMEL017394g1.t1
OG0007888	Bany_08500-RA	HMEL000043-RA
OG0007889	Bany_08501-RA	HMEL000042-RA
OG0007890	Bany_08502-RA	HMEL000041-RA
OG0007891	Bany_15997-RA	HMEL001020g1.t1
OG0007892	Bany_08504-RA	HMEL000040-RA
OG0007893	Bany_15999-RA	HMEL001022g1.t1
OG0007894	Bany_08505-RA	HMEL000039-RA
OG0007895	Bany_09230-RA	HMEL012638g1.t1
OG0007896	Bany_09231-RA	HMEL012639g1.t1
OG0007897	Bany_01634-RA	HMEL014035g1.t1
OG0007899	Bany_08509-RA	HMEL000036-RA
OG0007900	Bany_09232-RA	HMEL012640g1.t1
OG0007901	Bany_09233-RA	HMEL012641g1.t1
OG0007902	Bany_04959-RA	HMEL003091g1.t1
OG0007903	Bany_11071-RA	HMEL035976g1.t1
OG0007904	Bany_16003-RA	HMEL001006g1.t1
OG0007905	Bany_16004-RA	HMEL001004g1.t1
OG0007906	Bany_04110-RA	HMEL033072g1.t1
OG0007907	Bany_10445-RA	HMEL016748g1.t1
OG0007908	Bany_07757-RA	HMEL013532g1.t1
OG0007909	Bany_08515-RA	HMEL000033-RA
OG0007910	Bany_00720-RA	HMEL031022g1.t1
OG0007911	Bany_04111-RA	HMEL014091g1.t1
OG0007912	Bany_04964-RA	HMEL003087g1.t1
OG0007913	Bany_00721-RA	HMEL031021g1.t1
OG0007914	Bany_06461-RA	HMEL009280g1.t1
OG0007915	Bany_09235-RA	HMEL012642g1.t1
OG0007916	Bany_10447-RA	HMEL032040g1.t1
OG0007917	Bany_00722-RA	HMEL015247g1.t1
OG0007918	Bany_08517-RA	HMEL000032-RA
OG0007919	Bany_04966-RA	HMEL003084g1.t1
OG0007920	Bany_07759-RA	HMEL017939g1.t1
OG0007921	Bany_07760-RA	HMEL017944g1.t1
OG0007922	Bany_04115-RA	HMEL020096g1.t1
OG0007923	Bany_01642-RA	HMEL014040g1.t1
OG0007924	Bany_06462-RA	HMEL009286g1.t1
OG0007925	Bany_01643-RA	HMEL014041g1.t1
OG0007926	Bany_04967-RA	HMEL003083g1.t1
OG0007927	Bany_13582-RA	HMEL014016g1.t1
OG0007928	Bany_08521-RA	HMEL000028-RA
OG0007929	Bany_08522-RA	HMEL000027g1.t1
OG0007930	Bany_01644-RA	HMEL014042g1.t1
OG0007931	Bany_09237-RA	HMEL012643g1.t1
OG0007932	Bany_13583-RA	HMEL014013g1.t1
OG0007933	Bany_01645-RA	HMEL014043g1.t1
OG0007934	Bany_01646-RA	HMEL014044g1.t1
OG0007935	Bany_03253-RA	HMEL035244g1.t1
OG0007936	Bany_13589-RA	HMEL016243g1.t1
OG0007937	Bany_05741-RA	HMEL010092g1.t1
OG0007938	Bany_11076-RA	HMEL005783g1.t1
OG0007939	Bany_09242-RA	HMEL004006g1.t1
OG0007940	Bany_11077-RA	HMEL011502g1.t1
OG0007941	Bany_00734-RA	HMEL015241g1.t1
OG0007942	Bany_01648-RA	HMEL014045g1.t1
OG0007943	Bany_09244-RA	HMEL004007g1.t1
OG0007944	Bany_00736-RA	HMEL015237g1.t1
OG0007945	Bany_11081-RA	HMEL011497g1.t1
OG0007946	Bany_00738-RA	HMEL015236g1.t1
OG0007947	Bany_07764-RA	HMEL009539g1.t1
OG0007948	Bany_11083-RA	HMEL021239g1.t1
OG0007949	Bany_09246-RA	HMEL003530g1.t1
OG0007950	Bany_06472-RA	HMEL009294g1.t1
OG0007951	Bany_09247-RA	HMEL003529g1.t1
OG0007952	Bany_09248-RA	HMEL003528g1.t1
OG0007953	Bany_14199-RA	HMEL003943g1.t1
OG0007954	Bany_04974-RA	HMEL009168g1.t1
OG0007955	Bany_14200-RA	HMEL037746g1.t1
OG0007956	Bany_09250-RA	HMEL012349g1.t1
OG0007957	Bany_04975-RA	HMEL009169g1.t1
OG0007958	Bany_14203-RA	HMEL037748g1.t1
OG0007959	Bany_09253-RA	HMEL012347g1.t1
OG0007960	Bany_06477-RA	HMEL009297g1.t1
OG0007961	Bany_05753-RA	HMEL008969g1.t1
OG0007962	Bany_09255-RA	HMEL031703g1.t1
OG0007963	Bany_14207-RA	HMEL005663g1.t1
OG0007964	Bany_00748-RA	HMEL015228g1.t1
OG0007965	Bany_16012-RA	HMEL003293g1.t1
OG0007966	Bany_14210-RA	HMEL005660g1.t1
OG0007967	Bany_00749-RA	HMEL015227g1.t1
OG0007968	Bany_08525-RA	HMEL000025-RA
OG0007969	Bany_16014-RA	HMEL003289g1.t1
OG0007970	Bany_14215-RA	HMEL037756g1.t1
OG0007971	Bany_09258-RA	HMEL012344g1.t1
OG0007972	Bany_11092-RA	HMEL009531g1.t1
OG0007973	Bany_03280-RA	HMEL003493g1.t1
OG0007974	Bany_10457-RA	HMEL009766g1.t1
OG0007975	Bany_09259-RA	HMEL031704g1.t1
OG0007976	Bany_09260-RA	HMEL031705g1.t1
OG0007977	Bany_06482-RA	HMEL009299g1.t1
OG0007978	Bany_09261-RA	HMEL012341g1.t1
OG0007979	Bany_06483-RA	HMEL009300g1.t1
OG0007980	Bany_05760-RA	HMEL008964g1.t1
OG0007981	Bany_04126-RA	HMEL011986g1.t1
OG0007982	Bany_13593-RA	HMEL013767g1.t1
OG0007983	Bany_04127-RA	HMEL011987g1.t1
OG0007984	Bany_03285-RA	HMEL003491g1.t1
OG0007985	Bany_06485-RA	HMEL002678g1.t1
OG0007986	Bany_11094-RA	HMEL022032g1.t1
OG0007987	Bany_05762-RA	HMEL008962g1.t1
OG0007988	Bany_01666-RA	HMEL004145g1.t1
OG0007989	Bany_08531-RA	HMEL000024-RA
OG0007990	Bany_00755-RA	HMEL031014g1.t1
OG0007991	Bany_08532-RA	HMEL000022-RA
OG0007992	Bany_04132-RA	HMEL033081g1.t1
OG0007993	Bany_07778-RA	HMEL007279g1.t1
OG0007994	Bany_03288-RA	HMEL004855g1.t1
OG0007995	Bany_16019-RA	HMEL022514-RA
OG0007996	Bany_06489-RA	HMEL002682g1.t1
OG0007997	Bany_00756-RA	HMEL015218g1.t1
OG0007998	Bany_05767-RA	HMEL008959g1.t1
OG0007999	Bany_00758-RA	HMEL015215g1.t1
OG0008000	Bany_00759-RA	HMEL015214g1.t1
OG0008001	Bany_16021-RA	HMEL003383g1.t1
OG0008002	Bany_00762-RA	HMEL015211g1.t1
OG0008003	Bany_05771-RA	HMEL008956g1.t1
OG0008004	Bany_07779-RA	HMEL011019g1.t1
OG0008006	Bany_07780-RA	HMEL011020g1.t1
OG0008007	Bany_03293-RA	HMEL006441g1.t1
OG0008008	Bany_08541-RA	HMEL000016g1.t1
OG0008009	Bany_05773-RA	HMEL008955g1.t1
OG0008010	Bany_07781-RA	HMEL011021g1.t1
OG0008011	Bany_00764-RA	HMEL015209g1.t1
OG0008012	Bany_13599-RA	HMEL011153g1.t1
OG0008013	Bany_04137-RA	HMEL033083g1.t1
OG0008014	Bany_03298-RA	HMEL006443g1.t1
OG0008015	Bany_11101-RA	HMEL011673g1.t1
OG0008016	Bany_15422-RA	HMEL036357g1.t1
OG0008017	Bany_06501-RA	HMEL002687g1.t1
OG0008018	Bany_06503-RA	HMEL002688g1.t1
OG0008019	Bany_00765-RA	HMEL015207g1.t1
OG0008020	Bany_02470-RA	HMEL011084g1.t1
OG0008021	Bany_06504-RA	HMEL002689g1.t1
OG0008022	Bany_13601-RA	HMEL011155g1.t1
