Orthogroup	Vanessa_tameamea	Maniola_hyperantus
OG0008751	XP_026484724.1	XP_034840994.1
OG0008752	XP_026500167.1	XP_034835741.1, XP_034835739.1
OG0008753	XP_026501067.1	XP_034827043.1
OG0008755	XP_026495146.1	XP_034840370.1
OG0008756	XP_026499540.1	XP_034824746.1
OG0008757	XP_026500142.1	XP_034835737.1
OG0008758	XP_026489513.1	XP_034826696.1
OG0008759	XP_026489512.1	XP_034826931.1
OG0008760	XP_026500101.1	XP_034835803.1
OG0008761	XP_026483859.1	XP_034838690.1
OG0008762	XP_026500100.1	XP_034835734.1
OG0008763	XP_026483220.1	XP_034838960.1
OG0008764	XP_026483857.1	XP_034838660.1
OG0008765	XP_026501034.1	XP_034826871.1
OG0008766	XP_026485604.1	XP_034828813.1
OG0008767	XP_026500501.1	XP_034827540.1
OG0008768	XP_026485411.1	XP_034828660.1
OG0008769	XP_026494617.1	XP_034832605.1
OG0008770	XP_026489113.1	XP_034827795.1
OG0008771	XP_026489757.1	XP_034838253.1
OG0008772	XP_026490361.1	XP_034836327.1
OG0008773	XP_026485443.1	XP_034827239.1
OG0008774	XP_026494616.1	XP_034833062.1
OG0008775	XP_026494615.1	XP_034833063.1
OG0008777	XP_026489398.1	XP_034837965.1
OG0008779	XP_026497295.1	XP_034836049.1
OG0008780	XP_026497300.1	XP_034836055.1
OG0008782	XP_026494874.1	XP_034840373.1
OG0008783	XP_026484637.1	XP_034841018.1
OG0008784	XP_026491752.1	XP_034825552.1
OG0008785	XP_026491252.1	XP_034825461.1
OG0008786	XP_026500283.1	XP_034839669.1
OG0008787	XP_026496045.1	XP_034837997.1
OG0008788	XP_026483787.1	XP_034838634.1
OG0008789	XP_026487125.1	XP_034824327.1
OG0008790	XP_026501715.1	XP_034837253.1
OG0008791	XP_026488626.1, XP_026488627.1	XP_034838294.1
OG0008792	XP_026486276.1	XP_034824877.1
OG0008793	XP_026499363.1	XP_034826362.1
OG0008794	XP_026495320.1	XP_034840564.1
OG0008795	XP_026486274.1	XP_034824748.1
OG0008796	XP_026496314.1	XP_034829123.1
OG0008797	XP_026484446.1	XP_034841425.1
OG0008798	XP_026495556.1	XP_034834486.1
OG0008799	XP_026494835.1	XP_034840178.1
OG0008800	XP_026494679.1	XP_034832648.1
OG0008801	XP_026488643.1	XP_034838318.1
OG0008802	XP_026493396.1	XP_034833334.1
OG0008804	XP_026494604.1	XP_034832664.1
OG0008805	XP_026494635.1	XP_034832674.1
OG0008806	XP_026484783.1	XP_034841427.1
OG0008807	XP_026499393.1	XP_034825835.1
OG0008808	XP_026494975.1	XP_034840678.1
OG0008809	XP_026486794.1	XP_034831089.1
OG0008810	XP_026484556.1	XP_034841423.1
OG0008811	XP_026484411.1	XP_034827052.1
OG0008812	XP_026487931.1	XP_034827491.1
OG0008813	XP_026490975.1	XP_034833817.1
OG0008814	XP_026496319.1	XP_034829000.1
OG0008816	XP_026486842.1	XP_034836813.1
OG0008817	XP_026493929.1	XP_034833072.1
OG0008818	XP_026491851.1	XP_034836321.1
OG0008819	XP_026492343.1	XP_034831729.1
OG0008820	XP_026486192.1	XP_034824566.1
OG0008821	XP_026494000.1	XP_034832587.1
OG0008822	XP_026484795.1	XP_034841495.1
OG0008823	XP_026485353.1	XP_034828593.1
OG0008824	XP_026485838.1	XP_034824558.1
OG0008825	XP_026488644.1	XP_034838142.1
OG0008826	XP_026488634.1	XP_034837646.1
OG0008827	XP_026495592.1	XP_034835104.1
OG0008828	XP_026486141.1	XP_034824525.1
OG0008829	XP_026495572.1	XP_034835207.1
OG0008831	XP_026492252.1	XP_034832457.1
OG0008832	XP_026486939.1	XP_034831358.1
OG0008833	XP_026501237.1	XP_034827137.1
OG0008834	XP_026489373.1	XP_034838081.1
OG0008835	XP_026494956.1	XP_034840188.1
OG0008836	XP_026499384.1	XP_034826514.1
OG0008837	XP_026485096.1	XP_034841510.1
OG0008838	XP_026488339.1	XP_034830650.1
OG0008839	XP_026497593.1	XP_034835916.1
OG0008840	XP_026488260.1	XP_034830651.1
OG0008841	XP_026488259.1	XP_034830644.1
OG0008842	XP_026495542.1	XP_034834832.1, XP_034834831.1
OG0008843	XP_026499168.1	XP_034831561.1
OG0008844	XP_026488436.1	XP_034830647.1
OG0008845	XP_026499294.1	XP_034831162.1
OG0008846	XP_026493510.1	XP_034835534.1
OG0008847	XP_026485842.1	XP_034824553.1
OG0008848	XP_026492361.1	XP_034832160.1
OG0008849	XP_026485788.1	XP_034824568.1
OG0008850	XP_026493283.1	XP_034833207.1
OG0008851	XP_026491024.1	XP_034833820.1
OG0008852	XP_026499209.1	XP_034831618.1
OG0008853	XP_026486208.1	XP_034824554.1
OG0008854	XP_026483683.1	XP_034838562.1
OG0008855	XP_026483177.1	XP_034838934.1
OG0008856	XP_026491749.1	XP_034825629.1
OG0008858	XP_026493851.1	XP_034835094.1, XP_034835272.1
OG0008859	XP_026493867.1	XP_034835093.1
OG0008860	XP_026483669.1	XP_034838542.1
OG0008861	XP_026492160.1	XP_034832233.1
OG0008862	XP_026491813.1	XP_034825651.1
OG0008863	XP_026492293.1	XP_034832131.1
OG0008864	XP_026499178.1	XP_034831028.1
OG0008865	XP_026492454.1	XP_034837308.1
OG0008866	XP_026495609.1	XP_034834331.1
OG0008867	XP_026500402.1	XP_034826690.1
OG0008868	XP_026497908.1	XP_034839554.1
OG0008869	XP_026496804.1	XP_034830039.1
OG0008872	XP_026496202.1	XP_034829071.1
OG0008873	XP_026483073.1	XP_034839019.1
OG0008874	XP_026483176.1	XP_034839020.1
OG0008875	XP_026500399.1	XP_034826384.1
OG0008876	XP_026483071.1	XP_034838972.1
OG0008878	XP_026489347.1	XP_034838292.1
OG0008880	XP_026489372.1	XP_034838291.1
OG0008881	XP_026486136.1	XP_034824567.1
OG0008882	XP_026501466.1	XP_034826920.1
OG0008883	XP_026488221.1	XP_034830950.1
OG0008884	XP_026489385.1	XP_034837969.1
OG0008885	XP_026484742.1	XP_034823990.1
OG0008886	XP_026484664.1	XP_034824010.1
OG0008889	XP_026498012.1	XP_034839644.1
OG0008890	XP_026499200.1	XP_034831516.1
OG0008891	XP_026498067.1	XP_034839474.1
OG0008892	XP_026493305.1	XP_034833455.1
OG0008893	XP_026483084.1	XP_034838840.1
OG0008894	XP_026485050.1	XP_034827064.1
OG0008895	XP_026501413.1	XP_034827263.1
OG0008896	XP_026485550.1	XP_034828425.1
OG0008897	XP_026491576.1	XP_034825480.1
OG0008898	XP_026498139.1	XP_034839213.1
OG0008899	XP_026485557.1	XP_034828437.1
OG0008900	XP_026485480.1	XP_034826705.1
OG0008901	XP_026499673.1	XP_034832373.1
OG0008902	XP_026485336.1	XP_034828441.1
OG0008903	XP_026485605.1	XP_034828442.1
OG0008904	XP_026484726.1	XP_034841210.1, XP_034841209.1
OG0008905	XP_026485630.1	XP_034828427.1
OG0008906	XP_026484725.1	XP_034841208.1
OG0008907	XP_026496349.1	XP_034829034.1
OG0008910	XP_026494885.1	XP_034840768.1
OG0008911	XP_026487680.1	XP_034826802.1
OG0008912	XP_026491805.1	XP_034825219.1
OG0008913	XP_026495783.1	XP_034834631.1
OG0008914	XP_026493318.1	XP_034833440.1
OG0008915	XP_026496757.1	XP_034830108.1
OG0008916	XP_026499590.1	XP_034832095.1
OG0008917	XP_026487860.1	XP_034833306.1
OG0008918	XP_026487867.1	XP_034832750.1
OG0008919	XP_026492430.1	XP_034837224.1
OG0008920	XP_026491650.1	XP_034835427.1
OG0008921	XP_026491416.1	XP_034825559.1
OG0008922	XP_026485850.1	XP_034824981.1
OG0008923	XP_026499859.1	XP_034826125.1
OG0008924	XP_026496686.1	XP_034829859.1
OG0008926	XP_026491804.1	XP_034825163.1
OG0008927	XP_026493824.1	XP_034832736.1
OG0008928	XP_026493826.1	XP_034833080.1
OG0008929	XP_026492447.1	XP_034837293.1
OG0008930	XP_026498831.1	XP_034827327.1
OG0008931	XP_026499954.1	XP_034827329.1
OG0008932	XP_026492482.1	XP_034837326.1
OG0008933	XP_026500004.1	XP_034836317.1
OG0008934	XP_026495954.1	XP_034834822.1
OG0008935	XP_026496832.1	XP_034829654.1
OG0008936	XP_026495947.1	XP_034834815.1
OG0008937	XP_026492095.1	XP_034835370.1
OG0008938	XP_026493920.1	XP_034832628.1
OG0008939	XP_026487875.1	XP_034838625.1
OG0008940	XP_026489239.1	XP_034838812.1
OG0008941	XP_026485738.1	XP_034824871.1
OG0008942	XP_026483782.1	XP_034838526.1
OG0008943	XP_026499709.1	XP_034832170.1
OG0008944	XP_026496102.1	XP_034836503.1
OG0008945	XP_026496021.1	XP_034834573.1
OG0008946	XP_026491900.1	XP_034835343.1
OG0008947	XP_026499711.1	XP_034831801.1
OG0008948	XP_026496106.1	XP_034836506.1
OG0008949	XP_026484404.1	XP_034840936.1
OG0008950	XP_026484430.1	XP_034840947.1
OG0008951	XP_026499712.1	XP_034831802.1
OG0008952	XP_026484389.1	XP_034840926.1
OG0008953	XP_026493818.1	XP_034832642.1, XP_034832641.1
OG0008954	XP_026491800.1	XP_034835335.1
OG0008955	XP_026496850.1	XP_034830165.1
OG0008956	XP_026484638.1	XP_034827315.1
OG0008957	XP_026483439.1	XP_034827455.1
OG0008958	XP_026499629.1	XP_034832221.1
OG0008959	XP_026488636.1	XP_034838305.1
OG0008960	XP_026499045.1	XP_034831104.1
OG0008961	XP_026491986.1	XP_034835362.1
OG0008962	XP_026501265.1	XP_034836376.1
OG0008964	XP_026500554.1	XP_034827122.1
OG0008965	XP_026489653.1	XP_034834015.1
OG0008966	XP_026495841.1	XP_034834799.1
OG0008967	XP_026495832.1	XP_034834792.1
OG0008968	XP_026489657.1	XP_034839941.1, XP_034834019.1
OG0008969	XP_026487539.1	XP_034826402.1
OG0008971	XP_026495834.1	XP_034834794.1
OG0008972	XP_026494950.1	XP_034840612.1
OG0008973	XP_026494942.1	XP_034840601.1
OG0008974	XP_026498039.1	XP_034832767.1
OG0008975	XP_026493533.1	XP_034833673.1
OG0008976	XP_026496155.1	XP_034836475.1
OG0008977	XP_026493089.1	XP_034833674.1
OG0008979	XP_026494760.1	XP_034834678.1
OG0008980	XP_026494756.1	XP_034834629.1
OG0008981	XP_026499256.1	XP_034831666.1
OG0008984	XP_026495174.1	XP_034840623.1
OG0008985	XP_026483655.1	XP_034839566.1
OG0008987	XP_026498720.1	XP_034837315.1
OG0008988	XP_026498721.1	XP_034837317.1
OG0008989	XP_026493518.1	XP_034833134.1
OG0008990	XP_026485455.1	XP_034828607.1
OG0008991	XP_026487379.1	XP_034826728.1
OG0008992	XP_026493866.1	XP_034827196.1
OG0008993	XP_026489660.1	XP_034834010.1
OG0008994	XP_026487343.1	XP_034827484.1
OG0008995	XP_026493448.1	XP_034833171.1
OG0008996	XP_026485452.1	XP_034828570.1
OG0009000	XP_026492052.1	XP_034835367.1
OG0009001	XP_026500013.1	XP_034832816.1
OG0009002	XP_026496101.1	XP_034836497.1, XP_034836496.1
OG0009005	XP_026495295.1	XP_034840628.1
OG0009006	XP_026485790.1	XP_034824452.1
OG0009007	XP_026493183.1	XP_034833657.1
OG0009008	XP_026493184.1	XP_034833658.1
OG0009009	XP_026493178.1	XP_034833478.1
OG0009010	XP_026499104.1	XP_034831048.1
OG0009011	XP_026486996.1	XP_034826844.1
OG0009013	XP_026494914.1	XP_034840756.1
OG0009014	XP_026495392.1	XP_034840758.1
OG0009015	XP_026495390.1	XP_034840211.1
OG0009016	XP_026488597.1	XP_034827539.1
OG0009017	XP_026499727.1	XP_034832458.1
OG0009018	XP_026498778.1	XP_034837175.1
OG0009019	XP_026489556.1	XP_034839629.1
OG0009020	XP_026495061.1	XP_034840505.1
OG0009021	XP_026484407.1	XP_034841363.1
OG0009022	XP_026485897.1	XP_034824486.1
OG0009023	XP_026497519.1	XP_034835987.1
OG0009024	XP_026485782.1	XP_034824442.1
OG0009025	XP_026484925.1	XP_034826776.1
OG0009026	XP_026487617.1	XP_034828890.1
OG0009027	XP_026496054.1	XP_034837986.1
OG0009028	XP_026499081.1	XP_034831063.1
OG0009029	XP_026495559.1	XP_034834976.1
OG0009030	XP_026495588.1	XP_034834785.1
OG0009031	XP_026489622.1	XP_034839504.1
OG0009032	XP_026497521.1	XP_034835971.1
OG0009033	XP_026485898.1	XP_034824791.1
OG0009035	XP_026495582.1	XP_034834783.1
OG0009036	XP_026493845.1	XP_034832560.1
OG0009037	XP_026495068.1	XP_034840509.1
OG0009038	XP_026491799.1	XP_034825486.1
OG0009039	XP_026489755.1	XP_034839379.1
OG0009040	XP_026495596.1	XP_034834350.1
OG0009041	XP_026497384.1	XP_034835957.1
OG0009042	XP_026497482.1	XP_034835952.1
OG0009043	XP_026488256.1	XP_034830864.1
OG0009044	XP_026495109.1	XP_034840484.1
OG0009045	XP_026495057.1	XP_034840473.1
OG0009046	XP_026487387.1	XP_034828929.1
OG0009047	XP_026486840.1	XP_034831426.1
OG0009048	XP_026495092.1	XP_034840482.1
OG0009049	XP_026489006.1	XP_034828210.1
OG0009050	XP_026495557.1	XP_034834759.1
OG0009051	XP_026491349.1	XP_034825768.1
OG0009052	XP_026488293.1	XP_034830327.1
OG0009053	XP_026495590.1, XP_026495589.1	XP_034834563.1
OG0009054	XP_026486374.1	XP_034836434.1
OG0009055	XP_026489791.1	XP_034829117.1
OG0009056	XP_026485490.1	XP_034828824.1
OG0009057	XP_026493973.1	XP_034832790.1
OG0009058	XP_026495037.1	XP_034840463.1
OG0009059	XP_026495597.1	XP_034834564.1
OG0009060	XP_026486176.1	XP_034824457.1
OG0009061	XP_026497748.1, XP_026495581.1	XP_034834593.1
OG0009062	XP_026495073.1	XP_034840476.1
OG0009063	XP_026483562.1	XP_034827280.1
OG0009064	XP_026489109.1	XP_034827955.1
OG0009066	XP_026495052.1	XP_034840466.1
OG0009067	XP_026484534.1	XP_034840897.1
OG0009069	XP_026495051.1	XP_034840465.1
OG0009070	XP_026485977.1	XP_034824465.1
OG0009071	XP_026495560.1	XP_034834438.1
OG0009072	XP_026501050.1	XP_034831748.1
OG0009073	XP_026491042.1	XP_034825787.1
OG0009074	XP_026498283.1	XP_034838324.1
OG0009075	XP_026495116.1	XP_034840488.1
OG0009076	XP_026493977.1	XP_034832538.1, XP_034832539.1
OG0009077	XP_026483663.1	XP_034838492.1
OG0009078	XP_026498531.1	XP_034838191.1, XP_034838190.1
OG0009079	XP_026495682.1	XP_034834360.1
OG0009080	XP_026494461.1	XP_034825862.1
OG0009081	XP_026486405.1	XP_034831386.1
OG0009082	XP_026484625.1	XP_034841306.1
OG0009083	XP_026500513.1	XP_034827074.1
OG0009084	XP_026489642.1	XP_034834520.1, XP_034833927.1
OG0009085	XP_026496778.1	XP_034829636.1
OG0009086	XP_026486349.1	XP_034824483.1
OG0009087	XP_026487594.1	XP_034829569.1
OG0009088	XP_026495065.1	XP_034840226.1
OG0009089	XP_026494367.1	XP_034833875.1
OG0009090	XP_026486945.1	XP_034831305.1
OG0009091	XP_026485384.1	XP_034828584.1
OG0009092	XP_026496690.1	XP_034829540.1
OG0009093	XP_026495083.1	XP_034840231.1
OG0009094	XP_026488864.1	XP_034827760.1
OG0009095	XP_026495084.1	XP_034840232.1
OG0009096	XP_026489774.1	XP_034829365.1
OG0009097	XP_026495110.1	XP_034840256.1
OG0009098	XP_026492306.1	XP_034835226.1
OG0009099	XP_026500819.1	XP_034839623.1
OG0009100	XP_026493385.1	XP_034833127.1
OG0009101	XP_026489772.1	XP_034829348.1
OG0009103	XP_026500838.1	XP_034839621.1
OG0009104	XP_026488473.1	XP_034830376.1
OG0009105	XP_026483649.1	XP_034838545.1
OG0009106	XP_026488379.1	XP_034830283.1
OG0009107	XP_026495085.1	XP_034840234.1
OG0009108	XP_026495087.1	XP_034840235.1
OG0009109	XP_026495111.1	XP_034840257.1
OG0009110	XP_026495093.1	XP_034840241.1
OG0009111	XP_026488313.1	XP_034830286.1
OG0009112	XP_026495082.1	XP_034840229.1
OG0009113	XP_026494553.1	XP_034837290.1
OG0009114	XP_026492727.1	XP_034838021.1
OG0009115	XP_026495041.1	XP_034840216.1
OG0009116	XP_026496959.1	XP_034829804.1
OG0009117	XP_026496816.1	XP_034829794.1
OG0009118	XP_026496820.1	XP_034829802.1
OG0009123	XP_026486936.1	XP_034831490.1
OG0009124	XP_026497513.1	XP_034836214.1
OG0009126	XP_026486341.1	XP_034824287.1
OG0009127	XP_026486347.1	XP_034824275.1
OG0009128	XP_026495117.1	XP_034840261.1
OG0009129	XP_026486351.1	XP_034824813.1
OG0009130	XP_026487605.1	XP_034829508.1
OG0009131	XP_026492736.1	XP_034837919.1
OG0009132	XP_026488471.1	XP_034830902.1
OG0009133	XP_026487565.1	XP_034829476.1
OG0009134	XP_026495039.1	XP_034840385.1
OG0009135	XP_026488470.1	XP_034830910.1
OG0009136	XP_026484319.1	XP_034824078.1
OG0009137	XP_026486926.1	XP_034831486.1
OG0009138	XP_026487603.1	XP_034825420.1
OG0009139	XP_026488971.1	XP_034827943.1
OG0009140	XP_026492611.1	XP_034837872.1
OG0009141	XP_026500276.1	XP_034839615.1
OG0009142	XP_026488924.1	XP_034828280.1
OG0009143	XP_026486139.1	XP_034824325.1
OG0009144	XP_026495219.1	XP_034840386.1
OG0009145	XP_026484502.1	XP_034824076.1
OG0009146	XP_026491278.1	XP_034825564.1
OG0009147	XP_026489009.1	XP_034828277.1
OG0009148	XP_026494526.1	XP_034837279.1
OG0009149	XP_026486935.1	XP_034831612.1
OG0009150	XP_026484744.1	XP_034840978.1
OG0009152	XP_026498622.1	XP_034829159.1
OG0009153	XP_026495225.1	XP_034840236.1
OG0009154	XP_026499970.1	XP_034826200.1
OG0009155	XP_026494877.1	XP_034840215.1
OG0009156	XP_026484059.1	XP_034837707.1
OG0009157	XP_026492197.1	XP_034830830.1
OG0009158	XP_026485545.1	XP_034828659.1
OG0009159	XP_026500017.1	XP_034826534.1
OG0009160	XP_026494879.1	XP_034840244.1
OG0009161	XP_026488370.1	XP_034830695.1
OG0009162	XP_026495184.1	XP_034840387.1
OG0009163	XP_026484869.1	XP_034841016.1
OG0009164	XP_026488908.1	XP_034828256.1
OG0009165	XP_026500020.1	XP_034826535.1
OG0009166	XP_026495142.1	XP_034840228.1
OG0009168	XP_026495217.1	XP_034840219.1
OG0009169	XP_026492224.1	XP_034832285.1
OG0009170	XP_026488368.1	XP_034831003.1
OG0009171	XP_026483139.1	XP_034839076.1
OG0009172	XP_026486115.1	XP_034824646.1
OG0009173	XP_026492219.1	XP_034832283.1
OG0009174	XP_026496667.1	XP_034839329.1
OG0009176	XP_026498129.1	XP_034826285.1
OG0009177	XP_026485026.1	XP_034823927.1
OG0009178	XP_026492369.1	XP_034832325.1
OG0009179	XP_026492709.1	XP_034833156.1
OG0009180	XP_026485910.1	XP_034824225.1
OG0009181	XP_026492710.1	XP_034833147.1
OG0009182	XP_026496289.1	XP_034839797.1
OG0009183	XP_026491325.1	XP_034835616.1
OG0009184	XP_026494330.1	XP_034834059.1
OG0009185	XP_026498138.1	XP_034826540.1
OG0009186	XP_026487361.1	XP_034829441.1
OG0009187	XP_026496789.1	XP_034830208.1
OG0009188	XP_026486102.1	XP_034824181.1
OG0009189	XP_026486113.1, XP_026486114.1	XP_034824184.1, XP_034824185.1
OG0009190	XP_026498641.1	XP_034829300.1
OG0009191	XP_026498157.1	XP_034833537.1
OG0009192	XP_026495177.1	XP_034840639.1
OG0009193	XP_026492179.1	XP_034831767.1
OG0009194	XP_026498600.1	XP_034829451.1
OG0009195	XP_026493747.1	XP_034836178.1
OG0009196	XP_026498201.1	XP_034833540.1
OG0009198	XP_026498632.1	XP_034829392.1
OG0009199	XP_026485809.1	XP_034824964.1
OG0009200	XP_026485722.1	XP_034824801.1
OG0009201	XP_026498206.1	XP_034833125.1
OG0009202	XP_026487624.1	XP_034825668.1
OG0009203	XP_026484741.1	XP_034840989.1
OG0009204	XP_026485396.1	XP_034828580.1
OG0009205	XP_026495764.1	XP_034834978.1
OG0009206	XP_026495234.1	XP_034840047.1
OG0009207	XP_026484137.1	XP_034837508.1
OG0009208	XP_026493720.1	XP_034834863.1
OG0009209	XP_026493569.1	XP_034836791.1
OG0009210	XP_026494990.1	XP_034840049.1
OG0009213	XP_026494994.1	XP_034840066.1
OG0009214	XP_026494995.1	XP_034840068.1
OG0009215	XP_026494993.1	XP_034840071.1
OG0009216	XP_026494991.1	XP_034840050.1
OG0009217	XP_026494992.1	XP_034840065.1
OG0009218	XP_026487636.1	XP_034824025.1
OG0009220	XP_026498171.1	XP_034833176.1
OG0009221	XP_026493899.1	XP_034832745.1
OG0009222	XP_026498246.1	XP_034836652.1
OG0009224	XP_026492374.1	XP_034832306.1
OG0009225	XP_026495358.1	XP_034840042.1
OG0009226	XP_026485083.1	XP_034841144.1
OG0009227	XP_026495359.1	XP_034840064.1
OG0009228	XP_026495361.1	XP_034840052.1
OG0009229	XP_026485769.1	XP_034824794.1
OG0009230	XP_026488559.1	XP_034826243.1
OG0009231	XP_026492201.1	XP_034832030.1
OG0009232	XP_026495360.1	XP_034840070.1
OG0009233	XP_026494364.1	XP_034833760.1
OG0009234	XP_026498187.1	XP_034833631.1
OG0009235	XP_026491088.1	XP_034825039.1
OG0009236	XP_026498183.1	XP_034833157.1
OG0009237	XP_026487695.1	XP_034829638.1
OG0009238	XP_026493877.1	XP_034832769.1
OG0009240	XP_026498290.1	XP_034836370.1
OG0009241	XP_026487687.1	XP_034829053.1
OG0009242	XP_026498178.1	XP_034833532.1
OG0009243	XP_026501322.1	XP_034827586.1
OG0009244	XP_026494021.1	XP_034832775.1
OG0009245	XP_026491565.1	XP_034825724.1
OG0009246	XP_026496957.1	XP_034829887.1
OG0009247	XP_026501403.1	XP_034827587.1
OG0009248	XP_026485865.1	XP_034824821.1
OG0009249	XP_026495178.1	XP_034840059.1
OG0009250	XP_026488247.1	XP_034830365.1
OG0009251	XP_026501319.1	XP_034827580.1
OG0009252	XP_026496898.1	XP_034829669.1
OG0009253	XP_026488272.1	XP_034830491.1
OG0009254	XP_026498306.1	XP_034836525.1
OG0009255	XP_026484887.1	XP_034824163.1
OG0009257	XP_026501390.1	XP_034827847.1
OG0009258	XP_026496003.1	XP_034834803.1
OG0009259	XP_026495218.1	XP_034840670.1
OG0009260	XP_026493593.1	XP_034836780.1
OG0009261	XP_026498152.1	XP_034833182.1
OG0009262	XP_026494301.1	XP_034833736.1
OG0009263	XP_026488548.1	XP_034825976.1
OG0009264	XP_026488557.1	XP_034825975.1
OG0009265	XP_026493168.1	XP_034835562.1
OG0009266	XP_026496031.1	XP_034834336.1
OG0009267	XP_026501375.1	XP_034827410.1
OG0009268	XP_026494246.1	XP_034833754.1
OG0009269	XP_026495024.1	XP_034840671.1
OG0009270	XP_026494979.1	XP_034840677.1
OG0009271	XP_026495746.1	XP_034834610.1
OG0009272	XP_026484988.1	XP_034841096.1
OG0009273	XP_026486787.1	XP_034831633.1
OG0009274	XP_026500562.1	XP_034839370.1
OG0009275	XP_026494351.1	XP_034833874.1
OG0009276	XP_026487773.1	XP_034841556.1
OG0009277	XP_026493933.1	XP_034832918.1
OG0009278	XP_026494881.1	XP_034840089.1
OG0009279	XP_026495172.1	XP_034840090.1
OG0009280	XP_026489529.1	XP_034833637.1
OG0009281	XP_026500558.1, XP_026500559.1	XP_034839323.1
OG0009282	XP_026495886.1	XP_034834637.1
OG0009283	XP_026489533.1	XP_034833649.1
OG0009284	XP_026498264.1	XP_034836527.1
OG0009285	XP_026487745.1	XP_034827682.1
OG0009286	XP_026487776.1	XP_034827669.1
OG0009287	XP_026497377.1	XP_034835913.1
OG0009288	XP_026495483.1	XP_034835172.1
OG0009289	XP_026494019.1	XP_034832903.1
OG0009290	XP_026494943.1	XP_034840392.1
OG0009291	XP_026487775.1	XP_034824787.1
OG0009292	XP_026486833.1	XP_034831176.1
OG0009293	XP_026494908.1	XP_034840724.1
OG0009294	XP_026491595.1	XP_034825088.1
OG0009295	XP_026484980.1	XP_034841435.1
OG0009296	XP_026489588.1	XP_034837072.1
OG0009297	XP_026492336.1	XP_034832125.1
OG0009299	XP_026501719.1	XP_034827086.1
OG0009300	XP_026494957.1	XP_034840307.1
OG0009301	XP_026487800.1	XP_034836896.1
OG0009302	XP_026486810.1	XP_034831443.1
OG0009303	XP_026488453.1	XP_034830282.1
OG0009304	XP_026501303.1	XP_034827869.1
OG0009305	XP_026493667.1	XP_034830533.1
OG0009306	XP_026495145.1	XP_034839611.1
OG0009307	XP_026486967.1	XP_034831583.1
OG0009308	XP_026494854.1	XP_034839632.1
OG0009309	XP_026497432.1	XP_034835895.1
OG0009310	XP_026494852.1	XP_034839622.1
OG0009311	XP_026497428.1	XP_034835894.1
OG0009312	XP_026488461.1	XP_034830817.1
OG0009313	XP_026498957.1	XP_034838707.1
OG0009314	XP_026499587.1	XP_034839729.1
OG0009315	XP_026498969.1	XP_034839689.1
OG0009316	XP_026491671.1	XP_034825252.1
OG0009317	XP_026496956.1	XP_034830062.1
OG0009318	XP_026495751.1	XP_034834545.1
OG0009319	XP_026495272.1	XP_034840213.1
OG0009320	XP_026495279.1	XP_034840214.1
OG0009321	XP_026501010.1	XP_034826747.1
OG0009322	XP_026495924.1	XP_034834549.1
OG0009323	XP_026499442.1	XP_034839713.1
OG0009324	XP_026499893.1	XP_034839726.1
OG0009325	XP_026487657.1	XP_034840277.1
OG0009326	XP_026488831.1	XP_034827528.1
OG0009327	XP_026495477.1	XP_034835158.1
OG0009328	XP_026495278.1	XP_034840034.1
OG0009329	XP_026499615.1	XP_034832399.1
OG0009330	XP_026495742.1	XP_034834558.1
OG0009331	XP_026497466.1	XP_034836021.1
OG0009332	XP_026497531.1	XP_034836022.1
OG0009333	XP_026489544.1	XP_034828866.1
OG0009334	XP_026488899.1	XP_034827535.1
OG0009335	XP_026499144.1	XP_034839734.1
OG0009336	XP_026488842.1	XP_034827799.1
OG0009337	XP_026485616.1	XP_034828839.1
OG0009338	XP_026495942.1	XP_034834537.1
OG0009339	XP_026495438.1	XP_034835600.1
OG0009340	XP_026494906.1	XP_034840129.1
OG0009341	XP_026493864.1	XP_034832912.1
OG0009342	XP_026494806.1	XP_034840649.1
OG0009343	XP_026496953.1	XP_034829521.1
OG0009344	XP_026499875.1	XP_034839737.1
OG0009345	XP_026495170.1	XP_034840790.1
OG0009346	XP_026498226.1	XP_034836486.1
OG0009347	XP_026495165.1	XP_034840782.1
OG0009348	XP_026495166.1	XP_034840786.1
OG0009349	XP_026498258.1	XP_034836394.1
OG0009350	XP_026497436.1	XP_034835776.1
OG0009351	XP_026495457.1	XP_034835034.1
OG0009352	XP_026497435.1	XP_034835927.1
OG0009353	XP_026485016.1	XP_034841359.1
OG0009354	XP_026493562.1	XP_034833357.1
OG0009355	XP_026495161.1	XP_034840781.1
OG0009356	XP_026487437.1	XP_034840616.1
OG0009357	XP_026498644.1	XP_034829024.1
OG0009358	XP_026495458.1	XP_034835204.1
OG0009359	XP_026494245.1	XP_034834184.1
OG0009360	XP_026493940.1	XP_034832831.1
OG0009361	XP_026500577.1	XP_034839766.1
OG0009362	XP_026497397.1	XP_034835888.1
OG0009363	XP_026493840.1	XP_034832834.1
OG0009364	XP_026494026.1	XP_034832835.1
OG0009365	XP_026500576.1	XP_034839764.1
OG0009366	XP_026491641.1	XP_034825398.1
OG0009367	XP_026496488.1	XP_034835464.1
OG0009368	XP_026491655.1	XP_034825722.1
OG0009369	XP_026496894.1	XP_034829976.1
OG0009370	XP_026493427.1	XP_034833593.1
OG0009371	XP_026484996.1	XP_034824168.1
OG0009373	XP_026497376.1	XP_034835786.1
OG0009374	XP_026487369.1	XP_034828260.1
OG0009375	XP_026498885.1	XP_034834159.1
OG0009376	XP_026487923.1	XP_034831799.1
