Orthogroup	Vanessa_tameamea	Junonia_coenia
OG0007647	XP_026484141.1	JC_15494-RA
OG0007648	XP_026490105.1	JC_01844-RA
OG0007649	XP_026486989.1	JC_07064-RA
OG0007650	XP_026493480.1	JC_05817-RA
OG0007651	XP_026493479.1	JC_05820-RA
OG0007652	XP_026488010.1	JC_11002-RA
OG0007653	XP_026496591.1	JC_01080-RA
OG0007655	XP_026484179.1	JC_15495-RA
OG0007656	XP_026492821.1	JC_09035-RA
OG0007657	XP_026487806.1	JC_08458-RA
OG0007658	XP_026492779.1	JC_09036-RA
OG0007659	XP_026490297.1	JC_11114-RA
OG0007661	XP_026487810.1	JC_08461-RA
OG0007662	XP_026486682.1	JC_12598-RA
OG0007663	XP_026484176.1	JC_15471-RA
OG0007664	XP_026487812.1	JC_08462-RA
OG0007665	XP_026488531.1	JC_05180-RA
OG0007666	XP_026487537.1	JC_08463-RA
OG0007667	XP_026489994.1	JC_01841-RA
OG0007668	XP_026494691.1	JC_01095-RA
OG0007669	XP_026486982.1	JC_07065-RA
OG0007670	XP_026484015.1	JC_15469-RA
OG0007671	XP_026486985.1	JC_07066-RA
OG0007672	XP_026483922.1	JC_15468-RA
OG0007673	XP_026486727.1	JC_12600-RA
OG0007674	XP_026487809.1	JC_08465-RA
OG0007675	XP_026490045.1	JC_01839-RA
OG0007676	XP_026490070.1	JC_01838-RA
OG0007677	XP_026486991.1	JC_07068-RA
OG0007678	XP_026486720.1	JC_12601-RA
OG0007679	XP_026494690.1	JC_01100-RA
OG0007680	XP_026483932.1	JC_15467-RA
OG0007681	XP_026487513.1	JC_08466-RA
OG0007682	XP_026499148.1	JC_06995-RA
OG0007683	XP_026499183.1	JC_06994-RA
OG0007684	XP_026485342.1, XP_026485343.1	JC_06639-RA
OG0007685	XP_026485720.1	JC_04921-RA
OG0007686	XP_026489916.1	JC_01837-RA
OG0007687	XP_026485718.1	JC_04922-RA
OG0007688	XP_026485351.1	JC_06638-RA
OG0007689	XP_026485544.1	JC_06632-RA
OG0007690	XP_026488044.1	JC_13849-RA
OG0007691	XP_026501054.1, XP_026501052.1	JC_05085-RA
OG0007692	XP_026493196.1	JC_05837-RA
OG0007693	XP_026496547.1	JC_10430-RA
OG0007694	XP_026499140.1	JC_06982-RA
OG0007695	XP_026501802.1	JC_05088-RA, JC_05087-RA
OG0007696	XP_026485569.1	JC_06630-RA, JC_10609-RA
OG0007697	XP_026500640.1	JC_01800-RA
OG0007698	XP_026489217.1	JC_07200-RA
OG0007700	XP_026489211.1	JC_07202-RA
OG0007701	XP_026485570.1	JC_06629-RA
OG0007702	XP_026485488.1	JC_06627-RA
OG0007704	XP_026486699.1	JC_12603-RA
OG0007705	XP_026501728.1	JC_15430-RA
OG0007706	XP_026497728.1	JC_13550-RA
OG0007708	XP_026501550.1	JC_04315-RA
OG0007709	XP_026488658.1	JC_05095-RA
OG0007710	XP_026494319.1	JC_12273-RA
OG0007711	XP_026489954.1	JC_01833-RA
OG0007712	XP_026487985.1	JC_11039-RA
OG0007713	XP_026483656.1	JC_09307-RA
OG0007714	XP_026494334.1	JC_12276-RA
OG0007715	XP_026488077.1	JC_11768-RA
OG0007716	XP_026484087.1	JC_15456-RA
OG0007717	XP_026485498.1	JC_06624-RA
OG0007718	XP_026495201.1	JC_04187-RA
OG0007719	XP_026488085.1	JC_11771-RA
OG0007720	XP_026488084.1	JC_11770-RA
OG0007721	XP_026483887.1	JC_15454-RA
OG0007722	XP_026483885.1	JC_15455-RA
OG0007723	XP_026485151.1	JC_00255-RA
OG0007724	XP_026485150.1	JC_00254-RA
OG0007725	XP_026485481.1	JC_06623-RA
OG0007726	XP_026484210.1	JC_09291-RA
OG0007727	XP_026485325.1	JC_06622-RA
OG0007728	XP_026493271.1	JC_05838-RA
OG0007729	XP_026484278.1	JC_09292-RA
OG0007730	XP_026493361.1	JC_05839-RA
OG0007731	XP_026483884.1	JC_15453-RA
OG0007732	XP_026487517.1	JC_08478-RA
OG0007733	XP_026484352.1	JC_09293-RA
OG0007734	XP_026499766.1	JC_11781-RA
OG0007735	XP_026494798.1	JC_01101-RA
OG0007736	XP_026486579.1	JC_07785-RA
OG0007737	XP_026497733.1	JC_13545-RA
OG0007738	XP_026487514.1	JC_08483-RA
OG0007739	XP_026485284.1	JC_06618-RA
OG0007740	XP_026493092.1	JC_05841-RA
OG0007741	XP_026486292.1	JC_04940-RA
OG0007742	XP_026484400.1	JC_09298-RA
OG0007743	XP_026486282.1	JC_04941-RA
OG0007744	XP_026497192.1	JC_01830-RA
OG0007745	XP_026486295.1	JC_04942-RA
OG0007746	XP_026493355.1	JC_05843-RA
OG0007747	XP_026488696.1	JC_05110-RA
OG0007748	XP_026484424.1	JC_09299-RA
OG0007749	XP_026493348.1	JC_05846-RA
OG0007750	XP_026492837.1	JC_09058-RA
OG0007751	XP_026497779.1	JC_13544-RA
OG0007752	XP_026497777.1	JC_13542-RA
OG0007753	XP_026489481.1	JC_09287-RA
OG0007754	XP_026489483.1	JC_09286-RA
OG0007755	XP_026493165.1	JC_05847-RA
OG0007756	XP_026497781.1	JC_13540-RA
OG0007757	XP_026493013.1	JC_06610-RA
OG0007758	XP_026494796.1	JC_01102-RA
OG0007760	XP_026490848.1	JC_03147-RA
OG0007761	XP_026494805.1	JC_04192-RA
OG0007762	XP_026492843.1	JC_09060-RA
OG0007763	XP_026493342.1	JC_05849-RA
OG0007764	XP_026484438.1	JC_00244-RA
OG0007765	XP_026485909.1	JC_04946-RA
OG0007766	XP_026489434.1	JC_09280-RA
OG0007767	XP_026484802.1	JC_00243-RA
OG0007768	XP_026483316.1	JC_11054-RA
OG0007769	XP_026483317.1	JC_11055-RA
OG0007770	XP_026494795.1	JC_01104-RA
OG0007771	XP_026483319.1	JC_11056-RA
OG0007772	XP_026492831.1	JC_09061-RA
OG0007773	XP_026486199.1	JC_04954-RA
OG0007774	XP_026490887.1	JC_03146-RA
OG0007776	XP_026497817.1	JC_13535-RA
OG0007777	XP_026490824.1	JC_03145-RA
OG0007778	XP_026497806.1	JC_13534-RA
OG0007779	XP_026487991.1	JC_11033-RA
OG0007780	XP_026493019.1	JC_06597-RA
OG0007781	XP_026488712.1	JC_05129-RA
OG0007782	XP_026490768.1	JC_11789-RA
OG0007783	XP_026486165.1	JC_04956-RA
OG0007784	XP_026496468.1	JC_10429-RA
OG0007785	XP_026490762.1	JC_11790-RA
OG0007786	XP_026496469.1	JC_10427-RA
OG0007788	XP_026490755.1	JC_11791-RA
OG0007789	XP_026496466.1	JC_10426-RA
OG0007790	XP_026499541.1	JC_07215-RA
OG0007791	XP_026492842.1	JC_09081-RA
OG0007792	XP_026490253.1	JC_07801-RA, JC_07802-RA
OG0007793	XP_026488652.1	JC_05134-RA, JC_05133-RA
OG0007794	XP_026490773.1	JC_11795-RA
OG0007795	XP_026501759.1	JC_15431-RA
OG0007796	XP_026490774.1	JC_11796-RA
OG0007797	XP_026496502.1	JC_10421-RA
OG0007798	XP_026497739.1	JC_13518-RA
OG0007799	XP_026497354.1	JC_01814-RA
OG0007800	XP_026496462.1	JC_10416-RA
OG0007801	XP_026484897.1	JC_00232-RA
OG0007802	XP_026485995.1	JC_04974-RA
OG0007803	XP_026484620.1	JC_00230-RA
OG0007804	XP_026501727.1	JC_15426-RA
OG0007805	XP_026501725.1	JC_15425-RA
OG0007806	XP_026496084.1	JC_07807-RA
OG0007807	XP_026490273.1	JC_11062-RA
OG0007808	XP_026490865.1	JC_03129-RA
OG0007809	XP_026484681.1	JC_00228-RA
OG0007810	XP_026489449.1	JC_09275-RA
OG0007811	XP_026493025.1	JC_06596-RA
OG0007812	XP_026501561.1	JC_04210-RA
OG0007813	XP_026496078.1	JC_07812-RA
OG0007814	XP_026484699.1	JC_00225-RA
OG0007816	XP_026484702.1	JC_00224-RA
OG0007817	XP_026501564.1	JC_04214-RA
OG0007818	XP_026490882.1	JC_03124-RA
OG0007819	XP_026501729.1	JC_15421-RA
OG0007820	XP_026490864.1	JC_03123-RA
OG0007821	XP_026492753.1	JC_09067-RA
OG0007822	XP_026490313.1	JC_11073-RA
OG0007823	XP_026501733.1	JC_15420-RA
OG0007824	XP_026487397.1	JC_08493-RA
OG0007825	XP_026501470.1	JC_04216-RA
OG0007826	XP_026492759.1	JC_09066-RA
OG0007827	XP_026500686.1	JC_01802-RA
OG0007828	XP_026490740.1	JC_11802-RA
OG0007829	XP_026490884.1	JC_03122-RA
OG0007830	XP_026500046.1	JC_00852-RA
OG0007831	XP_026491727.1	JC_02843-RA
OG0007832	XP_026501683.1	JC_04221-RA
OG0007833	XP_026501670.1	JC_04222-RA
OG0007834	XP_026500045.1	JC_00853-RA
OG0007835	XP_026488673.1	JC_05152-RA
OG0007836	XP_026500047.1	JC_00854-RA
OG0007837	XP_026500662.1	JC_01805-RA
OG0007838	XP_026500048.1	JC_00850-RA
OG0007839	XP_026501672.1	JC_04224-RA
OG0007840	XP_026490787.1	JC_03112-RA
OG0007841	XP_026484703.1	JC_00217-RA
OG0007842	XP_026487536.1	JC_08498-RA
OG0007843	XP_026484698.1	JC_00216-RA
OG0007844	XP_026496076.1	JC_07818-RA
OG0007845	XP_026487533.1	JC_08500-RA
OG0007846	XP_026487434.1	JC_08502-RA
OG0007847	XP_026487990.1	JC_11028-RA
OG0007848	XP_026484672.1	JC_00212-RA
OG0007849	XP_026492770.1	JC_09094-RA
OG0007850	XP_026490299.1	JC_11082-RA
OG0007851	XP_026489489.1	JC_09257-RA
OG0007852	XP_026496093.1	JC_07822-RA
OG0007853	XP_026496089.1	JC_07823-RA
OG0007854	XP_026484669.1	JC_00207-RA
OG0007855	XP_026500677.1	JC_01796-RA
OG0007856	XP_026489518.1	JC_09255-RA
OG0007857	XP_026484666.1	JC_00206-RA
OG0007858	XP_026497784.1	JC_13512-RA
OG0007860	XP_026488034.1	JC_11023-RA
OG0007861	XP_026489444.1	JC_09251-RA
OG0007862	XP_026489461.1	JC_09249-RA
OG0007863	XP_026488035.1	JC_11022-RA
OG0007864	XP_026490280.1	JC_11091-RA
OG0007865	XP_026490801.1	JC_03110-RA
OG0007867	XP_026485802.1	JC_04967-RA, JC_04968-RA
OG0007868	XP_026485217.1	JC_07827-RA
OG0007869	XP_026490852.1	JC_03108-RA
OG0007870	XP_026490760.1	JC_11820-RA
OG0007871	XP_026487981.1	JC_11017-RA
OG0007872	XP_026487497.1	JC_08506-RA
OG0007873	XP_026488647.1	JC_05154-RA
OG0007874	XP_026485218.1	JC_07830-RA
OG0007875	XP_026484593.1	JC_00198-RA, JC_00200-RA
OG0007876	XP_026487496.1	JC_08508-RA
OG0007877	XP_026497769.1	JC_13509-RA
OG0007878	XP_026500684.1	JC_01791-RA
OG0007879	XP_026497771.1	JC_13508-RA
OG0007880	XP_026488645.1	JC_05155-RA
OG0007881	XP_026490857.1	JC_03104-RA
OG0007882	XP_026490818.1	JC_03103-RA
OG0007883	XP_026500636.1	JC_01789-RA
OG0007884	XP_026490830.1	JC_03101-RA
OG0007885	XP_026490922.1	JC_03100-RA
OG0007886	XP_026497800.1	JC_13504-RA
OG0007887	XP_026486125.1	JC_04976-RA
OG0007888	XP_026490920.1	JC_03099-RA
OG0007889	XP_026490923.1	JC_03098-RA
OG0007890	XP_026490919.1	JC_03097-RA
OG0007891	XP_026488674.1	JC_05159-RA
OG0007892	XP_026490918.1	JC_03096-RA
OG0007893	XP_026488682.1	JC_05161-RA
OG0007894	XP_026490851.1	JC_03095-RA
OG0007895	XP_026488179.1	JC_07836-RA
OG0007896	XP_026488182.1	JC_07837-RA
OG0007897	XP_026494500.1	JC_11822-RA
OG0007898	XP_026486222.1, XP_026486223.1	JC_04979-RA
OG0007900	XP_026488183.1	JC_07838-RA
OG0007901	XP_026488174.1	JC_07839-RA
OG0007902	XP_026492617.1	JC_00843-RA
OG0007903	XP_026493008.1	JC_06590-RA
OG0007904	XP_026484222.1	JC_05164-RA
OG0007905	XP_026484219.1	JC_05165-RA
OG0007906	XP_026487492.1	JC_08510-RA
OG0007907	XP_026485993.1	JC_04982-RA
OG0007908	XP_026500715.1	JC_01653-RA
OG0007909	XP_026490924.1	JC_03090-RA
OG0007910	XP_026485188.1	JC_00195-RA
OG0007912	XP_026492610.1	JC_00836-RA
OG0007913	XP_026485019.1	JC_00194-RA
OG0007914	XP_026489464.1	JC_09231-RA
OG0007915	XP_026488166.1	JC_07841-RA
OG0007916	XP_026486256.1	JC_04985-RA
OG0007917	XP_026484509.1	JC_00193-RA
OG0007918	XP_026490837.1	JC_03088-RA
OG0007919	XP_026492661.1	JC_00835-RA, JC_00857-RA
OG0007920	XP_026497178.1	JC_01665-RA
OG0007921	XP_026497106.1	JC_01667-RA
OG0007922	XP_026487488.1	JC_08513-RA
OG0007923	XP_026494497.1	JC_11828-RA
OG0007924	XP_026489488.1	JC_09224-RA
OG0007925	XP_026494505.1	JC_11829-RA
OG0007926	XP_026492602.1	JC_00858-RA
OG0007927	XP_026490266.1	JC_11102-RA
OG0007928	XP_026490915.1	JC_03086-RA
OG0007929	XP_026490911.1	JC_03085-RA
OG0007930	XP_026494494.1	JC_11831-RA
OG0007931	XP_026488172.1	JC_07843-RA
OG0007932	XP_026490267.1	JC_11104-RA
OG0007933	XP_026494501.1	JC_11832-RA
OG0007934	XP_026494489.1	JC_11833-RA
OG0007936	XP_026490257.1	JC_11106-RA
OG0007937	XP_026491697.1	JC_02853-RA
OG0007938	XP_026493003.1	JC_06584-RA
OG0007939	XP_026488175.1	JC_07849-RA
OG0007940	XP_026492996.1	JC_06582-RA
OG0007941	XP_026484654.1	JC_00183-RA
OG0007942	XP_026494504.1	JC_11835-RA
OG0007943	XP_026488177.1	JC_07850-RA
OG0007944	XP_026484645.1	JC_00179-RA
OG0007945	XP_026493002.1	JC_06578-RA
OG0007946	XP_026484653.1	JC_00177-RA
OG0007947	XP_026500695.1	JC_01714-RA
OG0007948	XP_026492999.1, XP_026493000.1	JC_06577-RA
OG0007949	XP_026488140.1	JC_07852-RA
OG0007950	XP_026489503.1	JC_09216-RA
OG0007951	XP_026488162.1	JC_07853-RA
OG0007952	XP_026488164.1	JC_07854-RA
OG0007953	XP_026499955.1	JC_07229-RA
OG0007954	XP_026492673.1	JC_00863-RA
OG0007955	XP_026499947.1	JC_07231-RA
OG0007956	XP_026488165.1	JC_07856-RA
OG0007957	XP_026492668.1	JC_00865-RA
OG0007958	XP_026499960.1	JC_07237-RA
OG0007959	XP_026488153.1	JC_07858-RA
OG0007960	XP_026486471.1	JC_09213-RA
OG0007961	XP_026491057.1	JC_02846-RA
OG0007962	XP_026488145.1	JC_07859-RA
OG0007963	XP_026499918.1	JC_07242-RA
OG0007964	XP_026484648.1	JC_00167-RA
OG0007965	XP_026489820.1	JC_05170-RA
OG0007966	XP_026499938.1	JC_07245-RA
OG0007967	XP_026485114.1	JC_00166-RA
OG0007968	XP_026490799.1	JC_03079-RA
OG0007969	XP_026489808.1	JC_05172-RA
OG0007970	XP_026499911.1	JC_07248-RA
OG0007971	XP_026488176.1	JC_07860-RA
OG0007972	XP_026498364.1	JC_06569-RA
OG0007973	XP_026501436.1	JC_04370-RA
OG0007974	XP_026485803.1	JC_04992-RA
OG0007975	XP_026488135.1	JC_07861-RA
OG0007976	XP_026488137.1	JC_07862-RA
OG0007977	XP_026486468.1	JC_09208-RA
OG0007978	XP_026488139.1	JC_07863-RA
OG0007979	XP_026486467.1	JC_09209-RA
OG0007980	XP_026491481.1	JC_02840-RA
OG0007981	XP_026487502.1	JC_08516-RA
OG0007982	XP_026490295.1	JC_11109-RA
OG0007983	XP_026487482.1	JC_08517-RA
OG0007984	XP_026501412.1	JC_04368-RA
OG0007985	XP_026486470.1	JC_09206-RA
OG0007986	XP_026498344.1	JC_06567-RA
OG0007987	XP_026491172.1	JC_02839-RA
OG0007988	XP_026498396.1	JC_11847-RA
OG0007989	XP_026490896.1	JC_03074-RA
OG0007990	XP_026485120.1	JC_00162-RA
OG0007991	XP_026490813.1	JC_03072-RA
OG0007992	XP_026487495.1	JC_08522-RA
OG0007993	XP_026500667.1	JC_01627-RA
OG0007994	XP_026501448.1	JC_04367-RA
OG0007995	XP_026488543.1	JC_05175-RA
OG0007996	XP_026486474.1	JC_09202-RA
OG0007997	XP_026485122.1	JC_00160-RA
OG0007998	XP_026491072.1	JC_02833-RA
OG0007999	XP_026485126.1	JC_00158-RA
OG0008000	XP_026485127.1	JC_00157-RA
OG0008001	XP_026488538.1	JC_05176-RA
OG0008002	XP_026485110.1	JC_00155-RA
OG0008003	XP_026491533.1	JC_02832-RA
OG0008004	XP_026500704.1	JC_01644-RA
OG0008005	XP_026501658.1	JC_04359-RA, JC_04360-RA
OG0008006	XP_026500702.1	JC_01640-RA
OG0008007	XP_026501467.1	JC_04358-RA
OG0008008	XP_026490814.1	JC_03067-RA
OG0008010	XP_026500705.1	JC_01639-RA
OG0008011	XP_026484859.1	JC_00153-RA
OG0008012	XP_026493850.1	JC_11268-RA
OG0008013	XP_026487503.1	JC_08526-RA
OG0008014	XP_026501479.1	JC_04355-RA
OG0008015	XP_026498341.1	JC_06562-RA
OG0008016	XP_026493475.1	JC_05742-RA
OG0008017	XP_026486451.1	JC_09193-RA
OG0008018	XP_026486446.1	JC_09179-RA
OG0008019	XP_026484733.1	JC_00152-RA
OG0008020	XP_026491930.1	JC_13479-RA
OG0008021	XP_026486444.1	JC_09180-RA
OG0008022	XP_026493821.1	JC_11267-RA
OG0008023	XP_026493319.1	JC_05739-RA
OG0008024	XP_026486448.1	JC_09181-RA
OG0008026	XP_026486472.1	JC_09182-RA
OG0008027	XP_026489196.1	JC_09112-RA
OG0008028	XP_026500650.1	JC_01637-RA
OG0008029	XP_026501775.1	JC_15396-RA
OG0008030	XP_026489191.1	JC_09113-RA
OG0008031	XP_026491874.1	JC_13472-RA
OG0008032	XP_026490898.1	JC_03049-RA
OG0008033	XP_026491873.1	JC_13470-RA
OG0008034	XP_026489172.1	JC_09116-RA
OG0008035	XP_026494560.1	JC_07870-RA
OG0008036	XP_026498395.1	JC_11875-RA
OG0008037	XP_026494563.1	JC_07871-RA
OG0008038	XP_026501622.1	JC_04342-RA
OG0008039	XP_026499928.1	JC_07256-RA
OG0008040	XP_026492592.1	JC_00893-RA
OG0008041	XP_026486454.1	JC_09183-RA
OG0008042	XP_026500646.1	JC_01635-RA
OG0008043	XP_026498345.1	JC_06556-RA
OG0008044	XP_026491094.1	JC_02828-RA
OG0008045	XP_026486994.1	JC_03041-RA
OG0008046	XP_026499919.1, XP_026499920.1	JC_07266-RA
OG0008047	XP_026487115.1	JC_11887-RA
OG0008048	XP_026494559.1	JC_07874-RA
OG0008049	XP_026488667.1, XP_026499922.1	JC_07267-RA
OG0008050	XP_026492591.1	JC_00897-RA
OG0008051	XP_026487213.1	JC_07876-RA
OG0008052	XP_026492583.1	JC_00899-RA
OG0008053	XP_026489200.1	JC_09131-RA
OG0008054	XP_026492732.1	JC_00904-RA
OG0008055	XP_026489176.1	JC_09132-RA
OG0008056	XP_026487217.1	JC_07880-RA
OG0008057	XP_026484738.1	JC_00124-RA
OG0008058	XP_026491931.1	JC_13464-RA
OG0008060	XP_026487105.1	JC_11890-RA
OG0008061	XP_026492624.1	JC_00911-RA
OG0008062	XP_026492688.1	JC_00912-RA
OG0008063	XP_026492697.1	JC_00913-RA
OG0008064	XP_026500767.1, XP_026500766.1, XP_026500765.1	JC_01629-RA
OG0008065	XP_026491997.1	JC_13462-RA
OG0008066	XP_026485983.1	JC_05032-RA
OG0008067	XP_026491162.1	JC_02823-RA
OG0008068	XP_026487112.1	JC_11893-RA
OG0008069	XP_026486129.1	JC_05024-RA
OG0008070	XP_026492694.1	JC_00917-RA
OG0008071	XP_026483228.1	JC_07886-RA
OG0008072	XP_026491382.1	JC_02821-RA
OG0008073	XP_026492006.1	JC_13459-RA, JC_13460-RA
OG0008074	XP_026492004.1	JC_13457-RA
OG0008075	XP_026486011.1	JC_05025-RA
OG0008076	XP_026500625.1	JC_01695-RA
OG0008078	XP_026483225.1	JC_07888-RA
OG0008079	XP_026486305.1	JC_05026-RA
OG0008080	XP_026492704.1	JC_00921-RA
OG0008081	XP_026491383.1	JC_02814-RA
OG0008082	XP_026486314.1	JC_05023-RA
OG0008083	XP_026491381.1	JC_02813-RA
OG0008084	XP_026491897.1	JC_13450-RA
OG0008085	XP_026486303.1	JC_05022-RA
OG0008086	XP_026491896.1	JC_13451-RA
OG0008087	XP_026492699.1	JC_00922-RA
OG0008088	XP_026493697.1	JC_00923-RA
OG0008089	XP_026493698.1	JC_00924-RA
OG0008090	XP_026491914.1	JC_13446-RA
OG0008091	XP_026489151.1	JC_09151-RA
OG0008092	XP_026487127.1	JC_11902-RA
OG0008093	XP_026486505.1	JC_07898-RA
OG0008094	XP_026486504.1	JC_07901-RA
OG0008095	XP_026491926.1	JC_13445-RA
OG0008096	XP_026486243.1	JC_05050-RA
OG0008097	XP_026488133.1	JC_03026-RA
OG0008098	XP_026500730.1	JC_01704-RA
OG0008099	XP_026487138.1	JC_11906-RA
OG0008100	XP_026497116.1	JC_00925-RA
OG0008101	XP_026485062.1	JC_00115-RA
OG0008102	XP_026497145.1	JC_00926-RA
OG0008103	XP_026485055.1	JC_00111-RA
OG0008104	XP_026485061.1	JC_00110-RA
OG0008105	XP_026487141.1	JC_11648-RA
OG0008106	XP_026487144.1	JC_11647-RA
OG0008108	XP_026484731.1	JC_00109-RA
OG0008109	XP_026488127.1	JC_03023-RA
OG0008110	XP_026485045.1	JC_00108-RA
OG0008111	XP_026486254.1	JC_05060-RA
OG0008112	XP_026488124.1	JC_03021-RA
OG0008113	XP_026499977.1	JC_13436-RA
OG0008114	XP_026499755.1	JC_13432-RA
OG0008115	XP_026486029.1	JC_05070-RA
OG0008116	XP_026491971.1	JC_13431-RA
OG0008117	XP_026488131.1	JC_03018-RA
OG0008118	XP_026500726.1	JC_01660-RA
OG0008119	XP_026486425.1	JC_11554-RA
OG0008120	XP_026491879.1	JC_13427-RA
OG0008121	XP_026501460.1	JC_04311-RA
OG0008122	XP_026491915.1	JC_13423-RA
OG0008123	XP_026497069.1	JC_00943-RA
OG0008124	XP_026501452.1	JC_04306-RA, JC_04304-RA
OG0008125	XP_026497981.1	JC_03005-RA
OG0008126	XP_026486429.1	JC_11558-RA
OG0008127	XP_026500037.1	JC_11561-RA
OG0008128	XP_026484496.1	JC_00099-RA
OG0008129	XP_026490501.1	JC_08617-RA
OG0008130	XP_026484498.1	JC_00098-RA
OG0008131	XP_026497979.1	JC_02999-RA
OG0008132	XP_026484514.1	JC_00097-RA
OG0008133	XP_026500706.1	JC_01624-RA
OG0008134	XP_026501513.1	JC_04296-RA
OG0008135	XP_026484519.1	JC_00095-RA
OG0008136	XP_026497097.1	JC_00954-RA
OG0008137	XP_026488585.1	JC_11570-RA
OG0008138	XP_026501508.1	JC_04290-RA
OG0008139	XP_026485031.1	JC_00091-RA
OG0008141	XP_026491936.1	JC_13413-RA, JC_13415-RA
OG0008142	XP_026488587.1	JC_11575-RA
OG0008143	XP_026485036.1	JC_00088-RA
OG0008144	XP_026497109.1	JC_00959-RA
OG0008145	XP_026497105.1, XP_026497107.1	JC_00960-RA
OG0008146	XP_026488590.1	JC_11576-RA
OG0008147	XP_026497113.1	JC_00966-RA
OG0008148	XP_026501497.1	JC_04283-RA
OG0008149	XP_026501514.1	JC_04281-RA
OG0008150	XP_026497061.1	JC_00968-RA
OG0008151	XP_026501516.1	JC_04278-RA
OG0008152	XP_026501521.1	JC_04277-RA
OG0008153	XP_026484323.1	JC_00082-RA
OG0008154	XP_026485174.1	JC_00081-RA
OG0008155	XP_026497970.1	JC_02997-RA
OG0008156	XP_026497151.1	JC_00975-RA
OG0008157	XP_026490552.1	JC_08606-RA
OG0008158	XP_026501370.1	JC_11585-RA
OG0008159	XP_026501383.1	JC_11586-RA
OG0008160	XP_026491958.1	JC_13401-RA
OG0008161	XP_026491959.1	JC_13400-RA
OG0008162	XP_026491966.1	JC_13399-RA
OG0008163	XP_026484476.1	JC_00078-RA
OG0008164	XP_026490526.1	JC_08601-RA
OG0008166	XP_026497968.1	JC_02991-RA
OG0008167	XP_026485049.1	JC_00076-RA
OG0008168	XP_026490528.1	JC_08598-RA
OG0008169	XP_026491354.1	JC_02804-RA
OG0008171	XP_026491384.1	JC_02801-RA
OG0008173	XP_026490438.1	JC_08589-RA
OG0008174	XP_026491376.1	JC_02795-RA
OG0008175	XP_026491378.1	JC_02794-RA
OG0008176	XP_026501381.1	JC_11592-RA
OG0008177	XP_026491375.1	JC_02793-RA
OG0008178	XP_026486641.1	JC_02970-RA
OG0008179	XP_026484455.1	JC_00070-RA
OG0008180	XP_026491371.1	JC_02789-RA
OG0008181	XP_026486642.1	JC_02973-RA
OG0008182	XP_026491366.1	JC_02788-RA
OG0008183	XP_026501380.1	JC_11597-RA
OG0008184	XP_026501379.1	JC_11598-RA
OG0008185	XP_026501376.1	JC_11599-RA
OG0008186	XP_026501321.1	JC_11601-RA
OG0008187	XP_026491961.1	JC_13387-RA
OG0008188	XP_026501408.1	JC_11605-RA
OG0008189	XP_026501410.1	JC_11608-RA
OG0008190	XP_026486663.1	JC_02978-RA
OG0008191	XP_026490460.1	JC_08579-RA
OG0008192	XP_026486653.1	JC_02979-RA
OG0008193	XP_026490483.1	JC_08577-RA, JC_08578-RA
OG0008194	XP_026501300.1	JC_11614-RA
OG0008195	XP_026497090.1	JC_00979-RA
OG0008196	XP_026491540.1	JC_02779-RA
OG0008197	XP_026491537.1	JC_02776-RA
OG0008198	XP_026491536.1	JC_02775-RA
OG0008199	XP_026501331.1	JC_11620-RA
OG0008200	XP_026491541.1	JC_02773-RA, JC_02772-RA
OG0008201	XP_026497120.1	JC_00983-RA
OG0008203	XP_026497161.1	JC_00986-RA
OG0008204	XP_026484858.1	JC_00037-RA
OG0008205	XP_026491080.1	JC_02767-RA
OG0008206	XP_026498431.1	JC_01684-RA
OG0008208	XP_026491960.1	JC_13382-RA
OG0008209	XP_026501610.1	JC_04258-RA
OG0008210	XP_026491078.1	JC_02765-RA
OG0008211	XP_026491964.1	JC_13379-RA
OG0008212	XP_026501417.1	JC_04256-RA
OG0008213	XP_026491963.1	JC_13376-RA
OG0008214	XP_026490449.1	JC_08567-RA
OG0008215	XP_026490442.1	JC_08564-RA
OG0008216	XP_026498362.1	JC_01729-RA
OG0008217	XP_026501597.1	JC_04236-RA
OG0008218	XP_026497086.1	JC_00991-RA
OG0008219	XP_026501586.1	JC_04237-RA
OG0008220	XP_026501463.1	JC_04239-RA
OG0008221	XP_026491501.1	JC_02764-RA
OG0008222	XP_026490511.1	JC_08562-RA
OG0008223	XP_026490520.1	JC_08561-RA
OG0008224	XP_026497058.1	JC_01000-RA
OG0008225	XP_026490505.1	JC_08557-RA
OG0008226	XP_026490507.1	JC_08553-RA
OG0008227	XP_026490476.1	JC_08551-RA
OG0008228	XP_026484805.1	JC_00022-RA
OG0008229	XP_026501608.1	JC_04247-RA
OG0008230	XP_026492008.1	JC_13364-RA
OG0008231	XP_026492007.1	JC_13363-RA
OG0008232	XP_026501416.1	JC_04250-RA
OG0008233	XP_026501415.1	JC_04251-RA
OG0008234	XP_026491781.1	JC_02755-RA
OG0008235	XP_026491894.1	JC_13352-RA
OG0008236	XP_026491648.1	JC_02751-RA
OG0008237	XP_026500074.1	JC_13340-RA
OG0008238	XP_026488793.1	JC_08544-RA
OG0008239	XP_026491760.1	JC_02747-RA
OG0008240	XP_026488783.1	JC_08540-RA
OG0008241	XP_026498544.1	JC_01736-RA
OG0008242	XP_026488796.1	JC_08538-RA
OG0008243	XP_026484831.1	JC_00012-RA
OG0008244	XP_026488798.1	JC_08534-RA
