Orthogroup	Vanessa_tameamea	Danaus_plexippus
OG0009310	XP_026494852.1	DPOGS213005-PA
OG0009311	XP_026497428.1	DPOGS214870-PA
OG0009312	XP_026488461.1	DPOGS203603-PA
OG0009313	XP_026498957.1	DPOGS206138-PA
OG0009314	XP_026499587.1	DPOGS206139-PA
OG0009315	XP_026498969.1	DPOGS206140-PA
OG0009316	XP_026491671.1	DPOGS211928-PA
OG0009317	XP_026496956.1	DPOGS208875-PA
OG0009318	XP_026495751.1	DPOGS209740-PA
OG0009319	XP_026495272.1	DPOGS213019-PA
OG0009320	XP_026495279.1	DPOGS213001-PA
OG0009321	XP_026501010.1	DPOGS201967-PA, DPOGS213741-PA
OG0009322	XP_026495924.1	DPOGS209714-PA
OG0009323	XP_026499442.1	DPOGS206045-PA
OG0009324	XP_026499893.1	DPOGS206141-PA
OG0009325	XP_026487657.1	DPOGS214160-PA
OG0009326	XP_026488831.1	DPOGS212783-PA
OG0009327	XP_026495477.1	DPOGS214356-PA
OG0009328	XP_026495278.1	DPOGS213022-PA
OG0009329	XP_026499615.1	DPOGS207806-PA
OG0009330	XP_026495742.1	DPOGS209717-PA
OG0009331	XP_026497466.1	DPOGS214845-PA
OG0009332	XP_026497531.1	DPOGS214869-PA
OG0009333	XP_026489544.1	DPOGS205610-PA
OG0009334	XP_026488899.1	DPOGS201800-PA
OG0009335	XP_026499144.1	DPOGS206143-PA
OG0009336	XP_026488842.1	DPOGS201801-PA
OG0009338	XP_026495942.1	DPOGS209719-PA
OG0009339	XP_026495438.1	DPOGS214336-PA
OG0009340	XP_026494906.1	DPOGS213026-PA
OG0009341	XP_026493864.1	DPOGS206628-PA
OG0009342	XP_026494806.1	DPOGS213000-PA
OG0009343	XP_026496953.1	DPOGS208967-PA
OG0009344	XP_026499875.1	DPOGS206145-PA
OG0009345	XP_026495170.1	DPOGS213030-PA
OG0009346	XP_026498226.1	DPOGS207429-PA
OG0009347	XP_026495165.1	DPOGS212998-PA
OG0009348	XP_026495166.1	DPOGS212996-PA
OG0009349	XP_026498258.1	DPOGS207402-PA
OG0009350	XP_026497436.1	DPOGS214848-PA
OG0009351	XP_026495457.1	DPOGS214346-PA
OG0009352	XP_026497435.1	DPOGS214864-PA
OG0009353	XP_026485016.1	DPOGS203078-PA
OG0009354	XP_026493562.1	DPOGS208024-PA
OG0009355	XP_026495161.1	DPOGS213031-PA
OG0009356	XP_026487437.1	DPOGS214132-PA
OG0009357	XP_026498644.1	DPOGS212267-PA
OG0009358	XP_026495458.1	DPOGS214339-PA
OG0009359	XP_026494245.1	DPOGS204017-PA
OG0009360	XP_026493940.1	DPOGS202630-PA
OG0009361	XP_026500577.1	DPOGS206032-PA
OG0009362	XP_026497397.1	DPOGS214860-PA
OG0009363	XP_026493840.1	DPOGS202632-PA
OG0009364	XP_026494026.1	DPOGS202633-PA
OG0009365	XP_026500576.1	DPOGS206030-PA
OG0009366	XP_026491641.1	DPOGS216016-PA
OG0009367	XP_026496488.1	DPOGS202892-PA
OG0009368	XP_026491655.1	DPOGS215960-PA
OG0009369	XP_026496894.1	DPOGS208946-PA
OG0009370	XP_026493427.1	DPOGS208014-PA
OG0009371	XP_026484996.1	DPOGS208666-PA
OG0009373	XP_026497376.1	DPOGS209069-PA
OG0009374	XP_026487369.1	DPOGS214247-PA
OG0009375	XP_026498885.1	DPOGS204042-PA
OG0009376	XP_026487923.1	DPOGS203717-PA
OG0009377	XP_026483210.1	DPOGS209067-PA
OG0009378	XP_026498949.1	DPOGS204039-PA
OG0009379	XP_026489041.1	DPOGS206938-PA
OG0009380	XP_026499651.1	DPOGS207816-PA
OG0009382	XP_026496784.1	DPOGS208951-PA
OG0009384	XP_026499416.1	DPOGS206136-PA
OG0009386	XP_026498944.1	DPOGS204038-PA
OG0009387	XP_026500560.1	DPOGS203318-PA
OG0009388	XP_026496782.1	DPOGS208916-PA
OG0009390	XP_026491591.1	DPOGS215957-PA
OG0009391	XP_026498945.1	DPOGS204024-PA
OG0009393	XP_026484927.1	DPOGS208640-PA
OG0009394	XP_026485474.1	DPOGS210674-PA
OG0009395	XP_026499687.1	DPOGS207741-PA
OG0009396	XP_026483194.1	DPOGS209026-PA
OG0009397	XP_026486901.1	DPOGS207283-PA
OG0009400	XP_026498924.1	DPOGS204030-PA
OG0009401	XP_026485152.1	DPOGS208658-PA
OG0009402	XP_026498926.1	DPOGS204031-PA
OG0009403	XP_026486801.1	DPOGS207274-PA
OG0009404	XP_026486799.1	DPOGS207280-PA
OG0009405	XP_026485388.1	DPOGS210679-PA
OG0009406	XP_026486060.1	DPOGS202450-PA
OG0009409	XP_026498554.1	DPOGS212278-PA
OG0009410	XP_026498568.1	DPOGS212277-PA
OG0009412	XP_026495755.1	DPOGS201037-PA
OG0009413	XP_026495752.1	DPOGS201036-PA
OG0009414	XP_026499783.1	DPOGS207827-PA
OG0009415	XP_026498286.1	DPOGS205822-PA
OG0009416	XP_026498587.1	DPOGS202593-PA
OG0009417	XP_026497734.1	DPOGS209536-PA
OG0009418	XP_026494980.1	DPOGS212992-PA
OG0009419	XP_026487839.1	DPOGS215790-PA
OG0009420	XP_026499539.1	DPOGS203971-PA
OG0009421	XP_026499069.1	DPOGS206050-PA
OG0009422	XP_026495212.1	DPOGS213798-PA
OG0009423	XP_026484873.1	DPOGS208649-PA
OG0009424	XP_026494955.1	DPOGS212988-PA
OG0009426	XP_026496017.1	DPOGS201035-PA
OG0009427	XP_026496012.1	DPOGS200977-PA
OG0009428	XP_026495403.1	DPOGS214341-PA
OG0009429	XP_026496611.1	DPOGS201454-PA
OG0009430	XP_026496616.1	DPOGS201492-PA
OG0009431	XP_026495868.1	DPOGS201033-PA
OG0009432	XP_026499776.1	DPOGS207725-PA
OG0009433	XP_026495821.1	DPOGS200979-PA
OG0009434	XP_026485514.1	DPOGS210685-PA
OG0009435	XP_026499201.1	DPOGS211644-PA
OG0009436	XP_026495625.1	DPOGS200981-PA
OG0009437	XP_026495624.1	DPOGS201029-PA
OG0009438	XP_026499199.1	DPOGS211645-PA
OG0009439	XP_026499142.1	DPOGS211635-PA
OG0009441	XP_026499211.1	DPOGS211648-PA
OG0009442	XP_026483946.1	DPOGS211987-PA
OG0009443	XP_026483202.1	DPOGS209048-PA
OG0009444	XP_026485006.1	DPOGS204249-PA
OG0009445	XP_026487465.1	DPOGS214228-PA
OG0009447	XP_026499293.1	DPOGS211650-PA
OG0009448	XP_026496680.1	DPOGS208957-PA
OG0009450	XP_026495180.1	DPOGS213044-PA
OG0009451	XP_026495628.1	DPOGS201026-PA
OG0009452	XP_026487444.1	DPOGS214227-PA
OG0009453	XP_026493347.1	DPOGS200030-PA
OG0009454	XP_026498584.1	DPOGS213837-PA
OG0009455	XP_026496121.1	DPOGS213263-PA
OG0009456	XP_026483189.1	DPOGS209044-PA
OG0009457	XP_026484472.1	DPOGS204255-PA
OG0009458	XP_026496154.1	DPOGS213262-PA
OG0009459	XP_026488282.1	DPOGS214771-PA
OG0009460	XP_026501267.1	DPOGS205991-PA
OG0009461	XP_026501258.1	DPOGS205992-PA
OG0009462	XP_026489020.1	DPOGS206987-PA
OG0009463	XP_026498888.1	DPOGS212868-PA
OG0009464	XP_026498887.1	DPOGS212867-PA
OG0009465	XP_026496536.1, XP_026496535.1	DPOGS209898-PA
OG0009466	XP_026483979.1	DPOGS205878-PA
OG0009467	XP_026499321.1	DPOGS205995-PA
OG0009468	XP_026496529.1	DPOGS209894-PA
OG0009469	XP_026495185.1	DPOGS202114-PA
OG0009470	XP_026487577.1	DPOGS214253-PA
OG0009471	XP_026496533.1	DPOGS209900-PA
OG0009472	XP_026498582.1	DPOGS213829-PA
OG0009473	XP_026493285.1	DPOGS215396-PA, DPOGS215398-PA
OG0009474	XP_026487648.1	DPOGS214255-PA
OG0009475	XP_026498566.1	DPOGS213840-PA
OG0009477	XP_026496551.1	DPOGS209903-PA
OG0009478	XP_026496550.1	DPOGS209889-PA
OG0009479	XP_026495262.1	DPOGS202115-PA
OG0009480	XP_026491755.1	DPOGS211920-PA
OG0009482	XP_026495714.1	DPOGS200988-PA
OG0009483	XP_026491435.1	DPOGS211917-PA
OG0009485	XP_026495507.1	DPOGS200990-PA
OG0009486	XP_026494847.1	DPOGS202110-PA
OG0009487	XP_026494827.1	DPOGS202116-PA
OG0009488	XP_026492847.1	DPOGS208942-PA
OG0009489	XP_026486067.1	DPOGS205758-PA
OG0009490	XP_026486681.1	DPOGS212857-PA
OG0009492	XP_026486719.1	DPOGS212856-PA
OG0009493	XP_026486715.1	DPOGS212823-PA
OG0009494	XP_026487668.1	DPOGS214262-PA
OG0009496	XP_026500056.1	DPOGS200992-PA
OG0009497	XP_026486856.1	DPOGS204868-PA
OG0009498	XP_026487417.1	DPOGS214263-PA
OG0009499	XP_026485352.1	DPOGS210701-PA, DPOGS210699-PA
OG0009500	XP_026498687.1	DPOGS213825-PA
OG0009502	XP_026488024.1	DPOGS201011-PA
OG0009503	XP_026485345.1	DPOGS210704-PA
OG0009504	XP_026488026.1	DPOGS200994-PA
OG0009505	XP_026486700.1	DPOGS212848-PA
OG0009506	XP_026486706.1	DPOGS212847-PA
OG0009507	XP_026484035.1	DPOGS205543-PA
OG0009508	XP_026487805.1	DPOGS214266-PA
OG0009509	XP_026492778.1	DPOGS208923-PA
OG0009510	XP_026487814.1	DPOGS214268-PA
OG0009511	XP_026487808.1	DPOGS214117-PA
OG0009512	XP_026484174.1	DPOGS205498-PA
OG0009513	XP_026494928.1	DPOGS202119-PA
OG0009514	XP_026494932.1	DPOGS202108-PA
OG0009515	XP_026494926.1	DPOGS202121-PA
OG0009516	XP_026483933.1	DPOGS205537-PA
OG0009517	XP_026494923.1	DPOGS202106-PA
OG0009518	XP_026492848.1	DPOGS208935-PA
OG0009519	XP_026499176.1	DPOGS213506-PA
OG0009520	XP_026499173.1	DPOGS213626-PA
OG0009521	XP_026493410.1	DPOGS215381-PA
OG0009522	XP_026485716.1	DPOGS211403-PA
OG0009523	XP_026485563.1	DPOGS210711-PA
OG0009524	XP_026485564.1	DPOGS210742-PA
OG0009525	XP_026485571.1	DPOGS210712-PA
OG0009526	XP_026492856.1	DPOGS208934-PA
OG0009527	XP_026490005.1	DPOGS212556-PA
OG0009528	XP_026501803.1	DPOGS209946-PA
OG0009529	XP_026489222.1	DPOGS212329-PA
OG0009530	XP_026501807.1	DPOGS209947-PA
OG0009531	XP_026495341.1	DPOGS202123-PA
OG0009532	XP_026485568.1	DPOGS210714-PA
OG0009533	XP_026495340.1	DPOGS202103-PA
OG0009534	XP_026489214.1	DPOGS212327-PA
OG0009535	XP_026494921.1	DPOGS202124-PA
OG0009536	XP_026488072.1	DPOGS207005-PA
OG0009537	XP_026494762.1	DPOGS201922-PA
OG0009538	XP_026501796.1	DPOGS209976-PA
OG0009539	XP_026490863.1	DPOGS200312-PA
OG0009540	XP_026488083.1	DPOGS206931-PA
OG0009541	XP_026488666.1	DPOGS209980-PA
OG0009542	XP_026488088.1	DPOGS207009-PA
OG0009543	XP_026484178.1	DPOGS207663-PA
OG0009544	XP_026486576.1	DPOGS207701-PA
OG0009545	XP_026487348.1	DPOGS214279-PA
OG0009546	XP_026486577.1	DPOGS207698-PA
OG0009547	XP_026484036.1	DPOGS205506-PA
OG0009549	XP_026499764.1	DPOGS206926-PA
OG0009550	XP_026487525.1	DPOGS214108-PA
OG0009551	XP_026487516.1	DPOGS214283-PA
OG0009552	XP_026486286.1	DPOGS211416-PA
OG0009553	XP_026486288.1	DPOGS211399-PA
OG0009554	XP_026497423.1	DPOGS212558-PA
OG0009555	XP_026488691.1	DPOGS209983-PA
OG0009556	XP_026488695.1	DPOGS209949-PA
OG0009557	XP_026488693.1	DPOGS209984-PA
OG0009558	XP_026490826.1	DPOGS200321-PA
OG0009559	XP_026486281.1	DPOGS211421-PA
OG0009560	XP_026493357.1	DPOGS215416-PA
OG0009561	XP_026492864.1	DPOGS200053-PA
OG0009562	XP_026488701.1	DPOGS209974-PA
OG0009564	XP_026497776.1	DPOGS202358-PA
OG0009565	XP_026487642.1	DPOGS214105-PA
OG0009566	XP_026488687.1	DPOGS209973-PA
OG0009567	XP_026488689.1	DPOGS209956-PA
OG0009568	XP_026494804.1	DPOGS202099-PA
OG0009569	XP_026488683.1	DPOGS209972-PA
OG0009570	XP_026483947.1	DPOGS205529-PA
OG0009571	XP_026494800.1	DPOGS202126-PA
OG0009572	XP_026488648.1	DPOGS209957-PA
OG0009573	XP_026488651.1	DPOGS209971-PA
OG0009574	XP_026493346.1	DPOGS215420-PA
OG0009575	XP_026485998.1	DPOGS211424-PA
OG0009576	XP_026497772.1	DPOGS202357-PA
OG0009578	XP_026490832.1	DPOGS200306-PA
OG0009579	XP_026490246.1	DPOGS200818-PA
OG0009580	XP_026501774.1	DPOGS205517-PA
OG0009581	XP_026488714.1	DPOGS209959-PA
OG0009582	XP_026488716.1	DPOGS209968-PA
OG0009583	XP_026489229.1	DPOGS212319-PA
OG0009584	XP_026486169.1	DPOGS205848-PA
OG0009586	XP_026497095.1	DPOGS212561-PA
OG0009587	XP_026496491.1	DPOGS202881-PA
OG0009588	XP_026486168.1	DPOGS205851-PA
OG0009589	XP_026497736.1, XP_026497738.1	DPOGS210298-PA
OG0009590	XP_026487563.1	DPOGS214098-PA
OG0009591	XP_026496085.1	DPOGS200873-PA
OG0009592	XP_026488649.1	DPOGS200648-PA
OG0009593	XP_026490734.1	DPOGS206918-PA
OG0009594	XP_026501527.1	DPOGS200182-PA
OG0009595	XP_026488650.1	DPOGS200591-PA
OG0009596	XP_026488681.1	DPOGS200645-PA
OG0009597	XP_026488672.1	DPOGS200594-PA
OG0009598	XP_026488717.1	DPOGS200644-PA
OG0009599	XP_026488718.1	DPOGS200595-PA
OG0009600	XP_026496072.1	DPOGS200825-PA
OG0009601	XP_026501676.1	DPOGS200180-PA
OG0009602	XP_026500049.1	DPOGS210601-PA
OG0009603	XP_026490737.1	DPOGS206957-PA
OG0009604	XP_026487535.1	DPOGS214290-PA
OG0009605	XP_026487436.1	DPOGS214291-PA
OG0009606	XP_026490757.1	DPOGS206964-PA
OG0009607	XP_026484705.1	DPOGS208725-PA
OG0009608	XP_026484686.1	DPOGS208714-PA
OG0009609	XP_026489519.1	DPOGS202835-PA
OG0009610	XP_026484708.1	DPOGS208712-PA
OG0009611	XP_026484675.1	DPOGS208730-PA
OG0009612	XP_026489769.1	DPOGS212382-PA
OG0009613	XP_026487980.1	DPOGS215274-PA
OG0009615	XP_026485219.1	DPOGS200832-PA
OG0009616	XP_026490858.1	DPOGS200343-PA
OG0009617	XP_026490268.1	DPOGS211605-PA
OG0009618	XP_026485848.1	DPOGS209929-PA
OG0009619	XP_026500722.1	DPOGS203004-PA
OG0009620	XP_026492621.1	DPOGS210597-PA
OG0009621	XP_026486221.1	DPOGS209931-PA
OG0009622	XP_026501599.1	DPOGS200174-PA
OG0009623	XP_026492662.1	DPOGS210616-PA
OG0009624	XP_026493017.1	DPOGS208315-PA
OG0009625	XP_026484511.1	DPOGS208733-PA
OG0009626	XP_026490914.1	DPOGS200286-PA
OG0009627	XP_026490917.1	DPOGS200355-PA
OG0009628	XP_026501736.1	DPOGS207691-PA
OG0009629	XP_026488173.1	DPOGS200836-PA
OG0009630	XP_026489490.1	DPOGS202828-PA
OG0009631	XP_026490312.1	DPOGS211615-PA
OG0009632	XP_026490256.1	DPOGS211616-PA
OG0009633	XP_026493010.1, XP_026493011.1	DPOGS208314-PA
OG0009634	XP_026491219.1	DPOGS200746-PA
OG0009635	XP_026499929.1	DPOGS212336-PA
OG0009636	XP_026494487.1	DPOGS206863-PA
OG0009637	XP_026492744.1	DPOGS200656-PA, DPOGS200804-PA
OG0009638	XP_026492604.1	DPOGS210621-PA
OG0009640	XP_026500696.1	DPOGS202977-PA
OG0009641	XP_026499948.1	DPOGS212376-PA
OG0009642	XP_026492672.1	DPOGS202186-PA
OG0009643	XP_026485992.1	DPOGS209933-PA
OG0009644	XP_026499930.1	DPOGS212342-PA
OG0009645	XP_026492574.1	DPOGS202234-PA
OG0009646	XP_026499932.1, XP_026499933.1	DPOGS212369-PA
OG0009647	XP_026497715.1	DPOGS208161-PA, DPOGS208160-PA
OG0009648	XP_026486469.1	DPOGS202844-PA
OG0009649	XP_026491332.1	DPOGS200738-PA
OG0009650	XP_026490860.1	DPOGS200283-PA
OG0009651	XP_026501655.1	DPOGS204762-PA
OG0009653	XP_026491074.1	DPOGS200727-PA
OG0009655	XP_026490795.1	DPOGS200280-PA
OG0009656	XP_026494564.1	DPOGS200850-PA
OG0009657	XP_026498358.1	DPOGS202347-PA
OG0009658	XP_026501425.1	DPOGS205956-PA
OG0009659	XP_026486450.1	DPOGS202773-PA
OG0009660	XP_026501646.1	DPOGS205955-PA
OG0009661	XP_026486452.1	DPOGS202848-PA
OG0009662	XP_026498384.1	DPOGS207088-PA
OG0009663	XP_026501482.1	DPOGS205929-PA
OG0009665	XP_026491993.1	DPOGS208153-PA
OG0009666	XP_026501487.1	DPOGS205952-PA
OG0009667	XP_026501486.1	DPOGS205950-PA
OG0009668	XP_026498351.1	DPOGS211468-PA
OG0009669	XP_026490885.1	DPOGS215065-PA
OG0009670	XP_026499940.1	DPOGS212348-PA
OG0009671	XP_026498376.1	DPOGS207091-PA
OG0009672	XP_026501629.1	DPOGS205933-PA
OG0009673	XP_026489198.1	DPOGS210209-PA
OG0009675	XP_026500701.1	DPOGS202995-PA
OG0009676	XP_026501474.1, XP_026501475.1	DPOGS205935-PA
OG0009677	XP_026501465.1	DPOGS205936-PA
OG0009678	XP_026501543.1	DPOGS205945-PA
OG0009679	XP_026501558.1	DPOGS205944-PA
OG0009680	XP_026499923.1	DPOGS212353-PA
OG0009681	XP_026487118.1	DPOGS206852-PA
OG0009682	XP_026488781.1	DPOGS211832-PA
OG0009683	XP_026487210.1	DPOGS205700-PA
OG0009684	XP_026492728.1	DPOGS202219-PA
OG0009685	XP_026489182.1	DPOGS210215-PA
OG0009686	XP_026492622.1	DPOGS202203-PA
OG0009687	XP_026500768.1	DPOGS203016-PA
OG0009688	XP_026483234.1	DPOGS205707-PA
OG0009690	XP_026486012.1	DPOGS211382-PA
OG0009691	XP_026489148.1	DPOGS210245-PA
OG0009692	XP_026487110.1	DPOGS207098-PA
OG0009694	XP_026486306.1	DPOGS211389-PA
OG0009695	XP_026483301.1	DPOGS202866-PA
OG0009697	XP_026484661.1	DPOGS208671-PA
OG0009698	XP_026489120.1	DPOGS210220-PA
OG0009700	XP_026490521.1	DPOGS201833-PA
OG0009701	XP_026486144.1	DPOGS205834-PA
OG0009703	XP_026501545.1	DPOGS206729-PA
OG0009704	XP_026500644.1	DPOGS202980-PA
OG0009705	XP_026501795.1	DPOGS206839-PA
OG0009706	XP_026500692.1	DPOGS203032-PA
OG0009707	XP_026501541.1	DPOGS206726-PA
OG0009708	XP_026490482.1	DPOGS201905-PA
OG0009709	XP_026500631.1	DPOGS203368-PA
OG0009710	XP_026501649.1	DPOGS206725-PA, DPOGS212423-PA
OG0009712	XP_026486428.1	DPOGS207141-PA
OG0009713	XP_026501560.1	DPOGS212425-PA
OG0009714	XP_026486056.1, XP_026486055.1	DPOGS202467-PA
OG0009715	XP_026490555.1	DPOGS201835-PA
OG0009716	XP_026501456.1	DPOGS212419-PA
OG0009717	XP_026490557.1	DPOGS201901-PA
OG0009718	XP_026490561.1	DPOGS201836-PA
OG0009719	XP_026497543.1	DPOGS202975-PA
OG0009721	XP_026501464.1	DPOGS212429-PA
OG0009722	XP_026490491.1	DPOGS201898-PA
OG0009723	XP_026501581.1	DPOGS212414-PA
OG0009724	XP_026501567.1	DPOGS212430-PA
OG0009725	XP_026500672.1	DPOGS202989-PA
OG0009726	XP_026490453.1	DPOGS201894-PA
OG0009727	XP_026501523.1	DPOGS212432-PA
OG0009728	XP_026501520.1	DPOGS212412-PA
OG0009729	XP_026501512.1	DPOGS212433-PA
OG0009730	XP_026501519.1	DPOGS212411-PA
OG0009731	XP_026488589.1	DPOGS207135-PA
OG0009732	XP_026497115.1	DPOGS201542-PA
OG0009733	XP_026489183.1	DPOGS210234-PA
OG0009734	XP_026489184.1	DPOGS210236-PA
OG0009735	XP_026501525.1	DPOGS212409-PA
OG0009736	XP_026490554.1	DPOGS201887-PA
OG0009737	XP_026501515.1	DPOGS212438-PA
OG0009738	XP_026484322.1	DPOGS202410-PA
OG0009739	XP_026491954.1	DPOGS211729-PA
OG0009740	XP_026497544.1	DPOGS203035-PA
OG0009741	XP_026490553.1	DPOGS201885-PA
OG0009742	XP_026501367.1	DPOGS206825-PA
OG0009743	XP_026490532.1	DPOGS201883-PA
OG0009744	XP_026489811.1	DPOGS209391-PA
OG0009745	XP_026491884.1	DPOGS211724-PA
OG0009746	XP_026501441.1	DPOGS212448-PA
OG0009747	XP_026489824.1	DPOGS209390-PA
OG0009748	XP_026501440.1	DPOGS212449-PA
OG0009749	XP_026489862.1	DPOGS209352-PA
OG0009750	XP_026485980.1	DPOGS205846-PA
OG0009751	XP_026486659.1	DPOGS209359-PA
OG0009752	XP_026501382.1	DPOGS207128-PA
OG0009753	XP_026490439.1	DPOGS201852-PA
OG0009754	XP_026501307.1	DPOGS206829-PA
OG0009755	XP_026490537.1	DPOGS201855-PA
OG0009756	XP_026491885.1	DPOGS214959-PA
OG0009757	XP_026491302.1	DPOGS205631-PA
OG0009758	XP_026491538.1	DPOGS205632-PA
OG0009759	XP_026490473.1	DPOGS201865-PA
OG0009760	XP_026486441.1	DPOGS202761-PA
OG0009761	XP_026501619.1	DPOGS200151-PA
OG0009762	XP_026491952.1	DPOGS215157-PA
OG0009763	XP_026498503.1	DPOGS208385-PA
OG0009764	XP_026491333.1	DPOGS205653-PA
OG0009765	XP_026484848.1	DPOGS200014-PA
OG0009767	XP_026490496.1	DPOGS201558-PA
OG0009768	XP_026501472.1	DPOGS200168-PA
OG0009769	XP_026501609.1	DPOGS200165-PA
OG0009770	XP_026491899.1	DPOGS214833-PA
OG0009771	XP_026491454.1	DPOGS205650-PA
OG0009772	XP_026491686.1	DPOGS214783-PA
OG0009773	XP_026491461.1	DPOGS214782-PA
OG0009774	XP_026488773.1	DPOGS201573-PA
OG0009775	XP_026491675.1	DPOGS212211-PA
OG0009776	XP_026498595.1	DPOGS208371-PA
OG0009777	XP_026488795.1	DPOGS211839-PA
OG0009778	XP_026497051.1	DPOGS201448-PA
OG0009779	XP_026490382.1	DPOGS203289-PA
OG0009780	XP_026490200.1	DPOGS203293-PA
OG0009781	XP_026484350.1	DPOGS211456-PA
OG0009782	XP_026497174.1	DPOGS201437-PA, DPOGS201436-PA
OG0009783	XP_026485195.1	DPOGS211451-PA
OG0009784	XP_026484867.1	DPOGS211445-PA
OG0009785	XP_026496568.1	DPOGS201514-PA
OG0009786	XP_026496603.1	DPOGS201512-PA, DPOGS201513-PA
OG0009787	XP_026496597.1	DPOGS201510-PA
OG0009788	XP_026496592.1	DPOGS201445-PA
OG0009789	XP_026494749.1	DPOGS201740-PA
OG0009790	XP_026494723.1	DPOGS201925-PA
OG0009791	XP_026483121.1	DPOGS212954-PA, DPOGS212073-PA
OG0009793	XP_026483694.1	DPOGS211665-PA, DPOGS202133-PA
OG0009794	XP_026493241.1	DPOGS205254-PA
OG0009795	XP_026497657.1	DPOGS212228-PA
OG0009797	XP_026483776.1	DPOGS201799-PA
OG0009798	XP_026485169.1	DPOGS208652-PA
OG0009799	XP_026487996.1	DPOGS215265-PA
OG0009800	XP_026492350.1	DPOGS200809-PA
OG0009801	XP_026497327.1	DPOGS212492-PA
OG0009802	XP_026494398.1	DPOGS214015-PA
OG0009803	XP_026494598.1	DPOGS208097-PA
OG0009804	XP_026494216.1	DPOGS211313-PA, DPOGS211315-PA
OG0009805	XP_026497774.1	DPOGS209531-PA
OG0009806	XP_026483203.1	DPOGS209050-PA
OG0009807	XP_026488725.1	DPOGS214555-PA
OG0009808	XP_026489445.1	DPOGS213367-PA
OG0009809	XP_026498870.1	DPOGS206206-PA
OG0009810	XP_026485176.1	DPOGS202407-PA
OG0009811	XP_026491012.1	DPOGS214723-PA
OG0009812	XP_026488814.1	DPOGS201588-PA
OG0009813	XP_026491777.1	DPOGS205644-PA
OG0009814	XP_026490723.1	DPOGS203885-PA
OG0009815	XP_026501528.1	DPOGS204767-PA
OG0009816	XP_026483894.1	DPOGS205137-PA
OG0009817	XP_026497248.1, XP_026497247.1	DPOGS204630-PA
OG0009818	XP_026484570.1	DPOGS213103-PA
OG0009819	XP_026499866.1	DPOGS211744-PA
OG0009820	XP_026484944.1	DPOGS203070-PA
OG0009821	XP_026498453.1	DPOGS204116-PA
OG0009822	XP_026499913.1	DPOGS212366-PA
OG0009823	XP_026498760.1	DPOGS212189-PA
OG0009824	XP_026494780.1	DPOGS201746-PA
OG0009825	XP_026494898.1	DPOGS208410-PA
OG0009826	XP_026496504.1	DPOGS202899-PA
OG0009827	XP_026492862.1	DPOGS215932-PA
OG0009828	XP_026493004.1	DPOGS208313-PA
OG0009829	XP_026498136.1	DPOGS206422-PA
OG0009830	XP_026499626.1	DPOGS206455-PA
OG0009831	XP_026486921.1	DPOGS206172-PA
OG0009832	XP_026485067.1	DPOGS211440-PA
OG0009833	XP_026499067.1	DPOGS213557-PA
OG0009834	XP_026494739.1	DPOGS208399-PA
OG0009835	XP_026498122.1	DPOGS209312-PA
OG0009836	XP_026500358.1	DPOGS210556-PA
OG0009837	XP_026491437.1	DPOGS211919-PA
OG0009838	XP_026486495.1	DPOGS205713-PA
OG0009839	XP_026487768.1	DPOGS214197-PA
OG0009840	XP_026493402.1	DPOGS206257-PA
OG0009841	XP_026497034.1	DPOGS201039-PA
OG0009842	XP_026493563.1	DPOGS215949-PA
OG0009843	XP_026501350.1	DPOGS212618-PA
OG0009844	XP_026501697.1	DPOGS209464-PA
OG0009845	XP_026486197.1	DPOGS215892-PA
OG0009846	XP_026485819.1	DPOGS215569-PA
OG0009847	XP_026487941.1	DPOGS204729-PA
OG0009848	XP_026491342.1	DPOGS205180-PA
OG0009849	XP_026500935.1, XP_026500949.1, XP_026500941.1	DPOGS206246-PA
OG0009850	XP_026485854.1	DPOGS205829-PA
OG0009851	XP_026501445.1	DPOGS209469-PA
OG0009852	XP_026492702.1	DPOGS202215-PA
OG0009853	XP_026496002.1	DPOGS200625-PA
OG0009854	XP_026484290.1	DPOGS201997-PA
OG0009855	XP_026489647.1	DPOGS204184-PA
OG0009856	XP_026499567.1	DPOGS207794-PA
OG0009857	XP_026490525.1	DPOGS201877-PA
OG0009858	XP_026496007.1	DPOGS200626-PA
OG0009859	XP_026497132.1	DPOGS203369-PA
OG0009860	XP_026486755.1	DPOGS211498-PA
OG0009861	XP_026487769.1	DPOGS214206-PA
OG0009862	XP_026488746.1	DPOGS210201-PA
OG0009863	XP_026496766.1	DPOGS211477-PA
OG0009864	XP_026488744.1	DPOGS210202-PA
OG0009865	XP_026497710.1	DPOGS214800-PA
OG0009866	XP_026489572.1	DPOGS206267-PA, DPOGS206268-PA
OG0009867	XP_026485524.1	DPOGS210991-PA
OG0009868	XP_026489545.1, XP_026489546.1	DPOGS205598-PA
OG0009869	XP_026484609.1	DPOGS202176-PA
OG0009870	XP_026489152.1	DPOGS210231-PA
OG0009871	XP_026492571.1	DPOGS202200-PA
OG0009873	XP_026485182.1	DPOGS209474-PA
OG0009874	XP_026496399.1	DPOGS209156-PA
OG0009875	XP_026491193.1	DPOGS207455-PA
OG0009877	XP_026485087.1	DPOGS209476-PA
OG0009878	XP_026497358.1	DPOGS205004-PA
OG0009879	XP_026484934.1	DPOGS208638-PA
OG0009880	XP_026497696.1	DPOGS203525-PA
OG0009881	XP_026486656.1	DPOGS209387-PA
