Orthogroup	Vanessa_tameamea	Vanessa_cardui
OG0009307	XP_026486967.1	Vcard_DToL12023-RA
OG0009308	XP_026494854.1	Vcard_DToL08554-RA
OG0009309	XP_026497432.1	Vcard_DToL15412-RA
OG0009310	XP_026494852.1	Vcard_DToL08552-RA
OG0009311	XP_026497428.1	Vcard_DToL15413-RA
OG0009312	XP_026488461.1	Vcard_DToL04416-RA
OG0009313	XP_026498957.1	Vcard_DToL00499-RA
OG0009314	XP_026499587.1	Vcard_DToL00498-RA
OG0009315	XP_026498969.1	Vcard_DToL00495-RA
OG0009316	XP_026491671.1	Vcard_DToL03746-RA
OG0009317	XP_026496956.1	Vcard_DToL07395-RA
OG0009319	XP_026495272.1	Vcard_DToL08551-RA
OG0009320	XP_026495279.1	Vcard_DToL08550-RA
OG0009322	XP_026495924.1	Vcard_DToL12644-RA
OG0009323	XP_026499442.1	Vcard_DToL00494-RA
OG0009324	XP_026499893.1	Vcard_DToL00492-RA
OG0009325	XP_026487657.1	Vcard_DToL05784-RA
OG0009326	XP_026488831.1	Vcard_DToL07699-RA
OG0009328	XP_026495278.1	Vcard_DToL08547-RA
OG0009329	XP_026499615.1	Vcard_DToL09308-RA
OG0009333	XP_026489544.1	Vcard_DToL09749-RA
OG0009334	XP_026488899.1	Vcard_DToL07693-RA
OG0009335	XP_026499144.1	Vcard_DToL00488-RA
OG0009336	XP_026488842.1	Vcard_DToL07689-RA
OG0009337	XP_026485616.1	Vcard_DToL10399-RA
OG0009339	XP_026495438.1	Vcard_DToL13711-RA
OG0009340	XP_026494906.1	Vcard_DToL08544-RA
OG0009342	XP_026494806.1	Vcard_DToL08539-RA
OG0009343	XP_026496953.1	Vcard_DToL07416-RA
OG0009344	XP_026499875.1	Vcard_DToL00480-RA
OG0009345	XP_026495170.1	Vcard_DToL08533-RA
OG0009346	XP_026498226.1	Vcard_DToL14246-RA
OG0009347	XP_026495165.1	Vcard_DToL08531-RA
OG0009348	XP_026495166.1	Vcard_DToL08529-RA
OG0009350	XP_026497436.1	Vcard_DToL15420-RA
OG0009352	XP_026497435.1	Vcard_DToL15421-RA
OG0009353	XP_026485016.1	Vcard_DToL02307-RA
OG0009354	XP_026493562.1	Vcard_DToL09954-RA
OG0009355	XP_026495161.1	Vcard_DToL08527-RA
OG0009356	XP_026487437.1	Vcard_DToL05718-RA
OG0009357	XP_026498644.1	Vcard_DToL03011-RA
OG0009358	XP_026495458.1	Vcard_DToL13725-RA
OG0009361	XP_026500577.1	Vcard_DToL00477-RA
OG0009362	XP_026497397.1	Vcard_DToL15429-RA
OG0009363	XP_026493840.1	Vcard_DToL10951-RA
OG0009364	XP_026494026.1	Vcard_DToL10949-RA
OG0009365	XP_026500576.1	Vcard_DToL00474-RA
OG0009366	XP_026491641.1	Vcard_DToL03778-RA
OG0009367	XP_026496488.1	Vcard_DToL13763-RA
OG0009369	XP_026496894.1	Vcard_DToL07445-RA
OG0009370	XP_026493427.1	Vcard_DToL10161-RA
OG0009371	XP_026484996.1	Vcard_DToL02292-RA
OG0009373	XP_026497376.1	Vcard_DToL15438-RA
OG0009374	XP_026487369.1	Vcard_DToL05725-RA
OG0009376	XP_026487923.1	Vcard_DToL01208-RA
OG0009377	XP_026483210.1	Vcard_DToL15444-RA
OG0009378	XP_026498949.1	Vcard_DToL14401-RA
OG0009379	XP_026489041.1	Vcard_DToL07809-RA
OG0009380	XP_026499651.1	Vcard_DToL09287-RA
OG0009381	XP_026484946.1	Vcard_DToL02285-RA, Vcard_DToL02286-RA
OG0009382	XP_026496784.1	Vcard_DToL07456-RA
OG0009383	XP_026499593.1	Vcard_DToL09284-RA
OG0009384	XP_026499416.1	Vcard_DToL00501-RA
OG0009387	XP_026500560.1	Vcard_DToL00448-RA
OG0009389	XP_026498938.1	Vcard_DToL14396-RA
OG0009390	XP_026491591.1	Vcard_DToL03795-RA
OG0009391	XP_026498945.1	Vcard_DToL14394-RA
OG0009395	XP_026499687.1	Vcard_DToL09275-RA
OG0009396	XP_026483194.1	Vcard_DToL15446-RA
OG0009397	XP_026486901.1	Vcard_DToL12045-RA
OG0009400	XP_026498924.1	Vcard_DToL14382-RA
OG0009401	XP_026485152.1	Vcard_DToL02272-RA
OG0009402	XP_026498926.1	Vcard_DToL14379-RA
OG0009403	XP_026486801.1	Vcard_DToL12054-RA
OG0009404	XP_026486799.1	Vcard_DToL12055-RA
OG0009406	XP_026486060.1	Vcard_DToL05439-RA
OG0009409	XP_026498554.1	Vcard_DToL03025-RA
OG0009410	XP_026498568.1	Vcard_DToL03026-RA
OG0009411	XP_026493531.1, XP_026493477.1	Vcard_DToL10127-RA
OG0009412	XP_026495755.1	Vcard_DToL12603-RA
OG0009413	XP_026495752.1	Vcard_DToL12601-RA
OG0009415	XP_026498286.1	Vcard_DToL14278-RA
OG0009416	XP_026498587.1	Vcard_DToL03031-RA
OG0009417	XP_026497734.1	Vcard_DToL15678-RA
OG0009418	XP_026494980.1	Vcard_DToL08521-RA
OG0009419	XP_026487839.1	Vcard_DToL01189-RA
OG0009421	XP_026499069.1	Vcard_DToL00512-RA
OG0009422	XP_026495212.1	Vcard_DToL08773-RA
OG0009423	XP_026484873.1	Vcard_DToL02247-RA
OG0009424	XP_026494955.1	Vcard_DToL08513-RA
OG0009425	XP_026499821.1	Vcard_DToL09260-RA
OG0009426	XP_026496017.1	Vcard_DToL12599-RA
OG0009427	XP_026496012.1	Vcard_DToL12598-RA
OG0009428	XP_026495403.1	Vcard_DToL13731-RA
OG0009429	XP_026496611.1	Vcard_DToL01417-RA
OG0009430	XP_026496616.1	Vcard_DToL01419-RA
OG0009431	XP_026495868.1	Vcard_DToL12595-RA
OG0009432	XP_026499776.1	Vcard_DToL09242-RA
OG0009433	XP_026495821.1	Vcard_DToL12594-RA
OG0009434	XP_026485514.1	Vcard_DToL10367-RA
OG0009435	XP_026499201.1	Vcard_DToL12169-RA
OG0009436	XP_026495625.1	Vcard_DToL12587-RA
OG0009437	XP_026495624.1	Vcard_DToL12586-RA
OG0009438	XP_026499199.1	Vcard_DToL12168-RA
OG0009439	XP_026499142.1	Vcard_DToL12164-RA
OG0009440	XP_026499813.1	Vcard_DToL09239-RA
OG0009441	XP_026499211.1	Vcard_DToL12163-RA
OG0009442	XP_026483946.1	Vcard_DToL17238-RA
OG0009443	XP_026483202.1	Vcard_DToL15480-RA
OG0009444	XP_026485006.1	Vcard_DToL02377-RA
OG0009445	XP_026487465.1	Vcard_DToL05748-RA
OG0009447	XP_026499293.1	Vcard_DToL12160-RA
OG0009448	XP_026496680.1	Vcard_DToL07491-RA
OG0009450	XP_026495180.1	Vcard_DToL08511-RA
OG0009453	XP_026493347.1	Vcard_DToL10114-RA
OG0009454	XP_026498584.1	Vcard_DToL03047-RA
OG0009455	XP_026496121.1	Vcard_DToL13936-RA
OG0009456	XP_026483189.1	Vcard_DToL15484-RA
OG0009457	XP_026484472.1	Vcard_DToL02388-RA
OG0009458	XP_026496154.1	Vcard_DToL13938-RA
OG0009459	XP_026488282.1	Vcard_DToL04491-RA
OG0009461	XP_026501258.1	Vcard_DToL14175-RA
OG0009463	XP_026498888.1	Vcard_DToL14352-RA
OG0009464	XP_026498887.1	Vcard_DToL14353-RA
OG0009465	XP_026496536.1, XP_026496535.1	Vcard_DToL13820-RA
OG0009466	XP_026483979.1	Vcard_DToL17227-RA
OG0009468	XP_026496529.1	Vcard_DToL13819-RA
OG0009469	XP_026495185.1	Vcard_DToL08507-RA
OG0009470	XP_026487577.1	Vcard_DToL05711-RA
OG0009471	XP_026496533.1	Vcard_DToL13815-RA
OG0009472	XP_026498582.1	Vcard_DToL03053-RA
OG0009473	XP_026493285.1	Vcard_DToL10099-RA
OG0009475	XP_026498566.1	Vcard_DToL03056-RA
OG0009477	XP_026496551.1	Vcard_DToL13806-RA
OG0009478	XP_026496550.1	Vcard_DToL13805-RA
OG0009479	XP_026495262.1	Vcard_DToL08505-RA
OG0009480	XP_026491755.1	Vcard_DToL03816-RA
OG0009483	XP_026491435.1	Vcard_DToL03825-RA
OG0009485	XP_026495507.1	Vcard_DToL12558-RA
OG0009487	XP_026494827.1	Vcard_DToL08500-RA
OG0009488	XP_026492847.1	Vcard_DToL07515-RA
OG0009489	XP_026486067.1	Vcard_DToL05177-RA
OG0009490	XP_026486681.1	Vcard_DToL14338-RA
OG0009491	XP_026486680.1	Vcard_DToL14336-RA
OG0009493	XP_026486715.1	Vcard_DToL14334-RA
OG0009494	XP_026487668.1	Vcard_DToL05698-RA
OG0009496	XP_026500056.1	Vcard_DToL12556-RA
OG0009497	XP_026486856.1	Vcard_DToL12105-RA
OG0009498	XP_026487417.1	Vcard_DToL05696-RA
OG0009501	XP_026484839.1	Vcard_DToL02417-RA
OG0009502	XP_026488024.1	Vcard_DToL12549-RA
OG0009503	XP_026485345.1	Vcard_DToL10346-RA
OG0009504	XP_026488026.1	Vcard_DToL12548-RA
OG0009505	XP_026486700.1	Vcard_DToL14315-RA
OG0009507	XP_026484035.1	Vcard_DToL17176-RA
OG0009508	XP_026487805.1	Vcard_DToL05683-RA
OG0009509	XP_026492778.1	Vcard_DToL07520-RA
OG0009511	XP_026487808.1	Vcard_DToL05677-RA
OG0009512	XP_026484174.1	Vcard_DToL17169-RA
OG0009513	XP_026494928.1	Vcard_DToL08495-RA
OG0009514	XP_026494932.1	Vcard_DToL08494-RA
OG0009515	XP_026494926.1	Vcard_DToL08489-RA
OG0009516	XP_026483933.1	Vcard_DToL17164-RA
OG0009517	XP_026494923.1	Vcard_DToL08487-RA
OG0009518	XP_026492848.1	Vcard_DToL07531-RA
OG0009519	XP_026499176.1	Vcard_DToL12187-RA
OG0009520	XP_026499173.1	Vcard_DToL12188-RA
OG0009522	XP_026485716.1	Vcard_DToL05346-RA
OG0009523	XP_026485563.1	Vcard_DToL10340-RA
OG0009524	XP_026485564.1	Vcard_DToL10339-RA
OG0009525	XP_026485571.1	Vcard_DToL10338-RA
OG0009526	XP_026492856.1	Vcard_DToL07542-RA
OG0009528	XP_026501803.1	Vcard_DToL02722-RA
OG0009529	XP_026489222.1	Vcard_DToL11918-RA
OG0009530	XP_026501807.1	Vcard_DToL02727-RA
OG0009531	XP_026495341.1	Vcard_DToL08484-RA
OG0009533	XP_026495340.1	Vcard_DToL08482-RA
OG0009534	XP_026489214.1	Vcard_DToL11913-RA
OG0009535	XP_026494921.1	Vcard_DToL08481-RA
OG0009536	XP_026488072.1	Vcard_DToL08212-RA
OG0009537	XP_026494762.1	Vcard_DToL01471-RA
OG0009538	XP_026501796.1	Vcard_DToL02729-RA
OG0009539	XP_026490863.1	Vcard_DToL04529-RA
OG0009540	XP_026488083.1	Vcard_DToL08210-RA
OG0009541	XP_026488666.1	Vcard_DToL02753-RA
OG0009542	XP_026488088.1	Vcard_DToL08197-RA
OG0009543	XP_026484178.1	Vcard_DToL06655-RA
OG0009545	XP_026487348.1	Vcard_DToL05662-RA
OG0009547	XP_026484036.1	Vcard_DToL17155-RA
OG0009549	XP_026499764.1	Vcard_DToL08192-RA
OG0009550	XP_026487525.1	Vcard_DToL05658-RA
OG0009551	XP_026487516.1	Vcard_DToL05655-RA
OG0009553	XP_026486288.1	Vcard_DToL05333-RA
OG0009554	XP_026497423.1	Vcard_DToL00583-RA
OG0009555	XP_026488691.1	Vcard_DToL02756-RA
OG0009556	XP_026488695.1	Vcard_DToL02759-RA
OG0009557	XP_026488693.1	Vcard_DToL02760-RA
OG0009558	XP_026490826.1	Vcard_DToL04544-RA
OG0009560	XP_026493357.1	Vcard_DToL10060-RA
OG0009561	XP_026492864.1	Vcard_DToL07556-RA
OG0009562	XP_026488701.1	Vcard_DToL02768-RA
OG0009563	XP_026497185.1	Vcard_DToL00586-RA
OG0009564	XP_026497776.1	Vcard_DToL15687-RA
OG0009565	XP_026487642.1	Vcard_DToL05650-RA
OG0009566	XP_026488687.1	Vcard_DToL02769-RA
OG0009567	XP_026488689.1	Vcard_DToL02771-RA
OG0009568	XP_026494804.1	Vcard_DToL08473-RA
OG0009569	XP_026488683.1	Vcard_DToL02772-RA
OG0009570	XP_026483947.1	Vcard_DToL17141-RA
OG0009571	XP_026494800.1	Vcard_DToL08472-RA
OG0009572	XP_026488648.1	Vcard_DToL02773-RA
OG0009573	XP_026488651.1	Vcard_DToL02777-RA
OG0009574	XP_026493346.1	Vcard_DToL10054-RA
OG0009575	XP_026485998.1	Vcard_DToL05318-RA
OG0009576	XP_026497772.1	Vcard_DToL15689-RA
OG0009578	XP_026490832.1	Vcard_DToL04551-RA
OG0009579	XP_026490246.1	Vcard_DToL09183-RA
OG0009580	XP_026501774.1	Vcard_DToL17134-RA
OG0009581	XP_026488714.1	Vcard_DToL02782-RA
OG0009582	XP_026488716.1	Vcard_DToL02784-RA
OG0009583	XP_026489229.1	Vcard_DToL11906-RA
OG0009584	XP_026486169.1	Vcard_DToL05312-RA
OG0009586	XP_026497095.1	Vcard_DToL00595-RA
OG0009587	XP_026496491.1	Vcard_DToL13783-RA
OG0009588	XP_026486168.1	Vcard_DToL05306-RA
OG0009590	XP_026487563.1	Vcard_DToL05646-RA
OG0009591	XP_026496085.1	Vcard_DToL09175-RA
OG0009592	XP_026488649.1	Vcard_DToL02799-RA
OG0009593	XP_026490734.1	Vcard_DToL08173-RA
OG0009594	XP_026501527.1	Vcard_DToL08454-RA
OG0009595	XP_026488650.1	Vcard_DToL02800-RA
OG0009596	XP_026488681.1	Vcard_DToL02804-RA
OG0009597	XP_026488672.1	Vcard_DToL02805-RA
OG0009598	XP_026488717.1	Vcard_DToL02808-RA
OG0009599	XP_026488718.1	Vcard_DToL02809-RA
OG0009600	XP_026496072.1	Vcard_DToL09165-RA
OG0009601	XP_026501676.1	Vcard_DToL08449-RA
OG0009602	XP_026500049.1	Vcard_DToL01721-RA
OG0009603	XP_026490737.1	Vcard_DToL08168-RA
OG0009605	XP_026487436.1	Vcard_DToL05635-RA
OG0009607	XP_026484705.1	Vcard_DToL02516-RA
OG0009608	XP_026484686.1	Vcard_DToL02517-RA
OG0009609	XP_026489519.1	Vcard_DToL06962-RA
OG0009611	XP_026484675.1	Vcard_DToL02529-RA
OG0009612	XP_026489769.1	Vcard_DToL11882-RA
OG0009615	XP_026485219.1	Vcard_DToL09150-RA
OG0009618	XP_026485848.1	Vcard_DToL05281-RA
OG0009619	XP_026500722.1	Vcard_DToL00727-RA
OG0009620	XP_026492621.1	Vcard_DToL01713-RA
OG0009621	XP_026486221.1	Vcard_DToL05275-RA
OG0009622	XP_026501599.1	Vcard_DToL08438-RA
OG0009623	XP_026492662.1	Vcard_DToL01700-RA
OG0009624	XP_026493017.1	Vcard_DToL10293-RA
OG0009625	XP_026484511.1	Vcard_DToL02536-RA
OG0009627	XP_026490917.1	Vcard_DToL04619-RA
OG0009628	XP_026501736.1	Vcard_DToL17101-RA
OG0009629	XP_026488173.1	Vcard_DToL09138-RA
OG0009630	XP_026489490.1	Vcard_DToL06992-RA
OG0009631	XP_026490312.1	Vcard_DToL10897-RA
OG0009632	XP_026490256.1	Vcard_DToL10899-RA
OG0009633	XP_026493010.1, XP_026493011.1	Vcard_DToL10290-RA
OG0009635	XP_026499929.1	Vcard_DToL11879-RA
OG0009636	XP_026494487.1	Vcard_DToL08138-RA
OG0009637	XP_026492744.1	Vcard_DToL01413-RA
OG0009638	XP_026492604.1	Vcard_DToL01694-RA
OG0009640	XP_026500696.1	Vcard_DToL00787-RA
OG0009642	XP_026492672.1	Vcard_DToL01688-RA
OG0009643	XP_026485992.1	Vcard_DToL05267-RA
OG0009645	XP_026492574.1	Vcard_DToL01684-RA
OG0009646	XP_026499932.1, XP_026499933.1	Vcard_DToL11861-RA
OG0009648	XP_026486469.1	Vcard_DToL07011-RA
OG0009649	XP_026491332.1	Vcard_DToL03884-RA
OG0009650	XP_026490860.1	Vcard_DToL04628-RA
OG0009653	XP_026491074.1	Vcard_DToL03892-RA
OG0009654	XP_026491871.1, XP_026491872.1	Vcard_DToL15746-RA
OG0009655	XP_026490795.1	Vcard_DToL04635-RA
OG0009656	XP_026494564.1	Vcard_DToL09109-RA
OG0009657	XP_026498358.1	Vcard_DToL10263-RA
OG0009658	XP_026501425.1	Vcard_DToL08307-RA
OG0009659	XP_026486450.1	Vcard_DToL07018-RA
OG0009660	XP_026501646.1	Vcard_DToL08311-RA
OG0009661	XP_026486452.1	Vcard_DToL07022-RA
OG0009662	XP_026498384.1	Vcard_DToL08104-RA
OG0009663	XP_026501482.1	Vcard_DToL08315-RA
OG0009665	XP_026491993.1	Vcard_DToL15758-RA
OG0009666	XP_026501487.1	Vcard_DToL08319-RA
OG0009667	XP_026501486.1	Vcard_DToL08321-RA
OG0009668	XP_026498351.1	Vcard_DToL10258-RA
OG0009669	XP_026490885.1	Vcard_DToL04660-RA
OG0009670	XP_026499940.1	Vcard_DToL11851-RA
OG0009671	XP_026498376.1	Vcard_DToL08098-RA
OG0009672	XP_026501629.1	Vcard_DToL08325-RA
OG0009673	XP_026489198.1	Vcard_DToL07603-RA
OG0009675	XP_026500701.1	Vcard_DToL00748-RA
OG0009676	XP_026501474.1, XP_026501475.1	Vcard_DToL08328-RA
OG0009677	XP_026501465.1	Vcard_DToL08329-RA
OG0009678	XP_026501543.1	Vcard_DToL08330-RA
OG0009679	XP_026501558.1	Vcard_DToL08332-RA
OG0009680	XP_026499923.1	Vcard_DToL11831-RA
OG0009682	XP_026488781.1	Vcard_DToL05597-RA
OG0009683	XP_026487210.1	Vcard_DToL09091-RA
OG0009685	XP_026489182.1	Vcard_DToL07621-RA
OG0009686	XP_026492622.1	Vcard_DToL01637-RA
OG0009687	XP_026500768.1	Vcard_DToL00751-RA
OG0009688	XP_026483234.1	Vcard_DToL09086-RA
OG0009689	XP_026497412.1	Vcard_DToL00610-RA
OG0009690	XP_026486012.1	Vcard_DToL05242-RA
OG0009691	XP_026489148.1	Vcard_DToL07627-RA
OG0009692	XP_026487110.1	Vcard_DToL08077-RA
OG0009694	XP_026486306.1	Vcard_DToL05228-RA
OG0009695	XP_026483301.1	Vcard_DToL07040-RA
OG0009698	XP_026489120.1	Vcard_DToL07636-RA
OG0009700	XP_026490521.1	Vcard_DToL05459-RA
OG0009701	XP_026486144.1	Vcard_DToL05211-RA
OG0009703	XP_026501545.1	Vcard_DToL08343-RA
OG0009704	XP_026500644.1	Vcard_DToL00779-RA
OG0009707	XP_026501541.1	Vcard_DToL08349-RA
OG0009708	XP_026490482.1	Vcard_DToL05464-RA
OG0009709	XP_026500631.1	Vcard_DToL00715-RA
OG0009712	XP_026486428.1	Vcard_DToL08287-RA
OG0009713	XP_026501560.1	Vcard_DToL08353-RA
OG0009714	XP_026486056.1, XP_026486055.1	Vcard_DToL05450-RA
OG0009715	XP_026490555.1	Vcard_DToL05466-RA
OG0009716	XP_026501456.1	Vcard_DToL08358-RA
OG0009717	XP_026490557.1	Vcard_DToL05471-RA
OG0009718	XP_026490561.1	Vcard_DToL05472-RA
OG0009719	XP_026497543.1	Vcard_DToL00792-RA
OG0009721	XP_026501464.1	Vcard_DToL08361-RA
OG0009722	XP_026490491.1	Vcard_DToL05476-RA
OG0009723	XP_026501581.1	Vcard_DToL08364-RA
OG0009724	XP_026501567.1	Vcard_DToL08365-RA
OG0009725	XP_026500672.1	Vcard_DToL00759-RA
OG0009726	XP_026490453.1	Vcard_DToL05480-RA
OG0009727	XP_026501523.1	Vcard_DToL08369-RA
OG0009728	XP_026501520.1	Vcard_DToL08370-RA
OG0009729	XP_026501512.1	Vcard_DToL08371-RA
OG0009730	XP_026501519.1	Vcard_DToL08373-RA
OG0009731	XP_026488589.1	Vcard_DToL08270-RA
OG0009732	XP_026497115.1	Vcard_DToL01321-RA
OG0009733	XP_026489183.1	Vcard_DToL07654-RA
OG0009734	XP_026489184.1	Vcard_DToL07656-RA
OG0009735	XP_026501525.1	Vcard_DToL08379-RA
OG0009737	XP_026501515.1	Vcard_DToL08381-RA
OG0009738	XP_026484322.1	Vcard_DToL02641-RA
OG0009739	XP_026491954.1	Vcard_DToL15822-RA
OG0009740	XP_026497544.1	Vcard_DToL00789-RA
OG0009741	XP_026490553.1	Vcard_DToL05495-RA
OG0009742	XP_026501367.1	Vcard_DToL08005-RA
OG0009744	XP_026489811.1	Vcard_DToL04757-RA
OG0009745	XP_026491884.1	Vcard_DToL15831-RA
OG0009746	XP_026501441.1	Vcard_DToL08397-RA
OG0009747	XP_026489824.1	Vcard_DToL04753-RA
OG0009749	XP_026489862.1	Vcard_DToL04752-RA
OG0009750	XP_026485980.1	Vcard_DToL05205-RA
OG0009751	XP_026486659.1	Vcard_DToL04741-RA
OG0009752	XP_026501382.1	Vcard_DToL08009-RA
OG0009753	XP_026490439.1	Vcard_DToL05515-RA
OG0009754	XP_026501307.1	Vcard_DToL08019-RA
OG0009755	XP_026490537.1	Vcard_DToL05524-RA
OG0009757	XP_026491302.1	Vcard_DToL03939-RA
OG0009759	XP_026490473.1	Vcard_DToL05535-RA
OG0009760	XP_026486441.1	Vcard_DToL07039-RA
OG0009761	XP_026501619.1	Vcard_DToL08410-RA
OG0009762	XP_026491952.1	Vcard_DToL15843-RA
OG0009764	XP_026491333.1	Vcard_DToL03963-RA
OG0009767	XP_026490496.1	Vcard_DToL05557-RA
OG0009768	XP_026501472.1	Vcard_DToL08428-RA
OG0009769	XP_026501609.1	Vcard_DToL08423-RA
OG0009770	XP_026491899.1	Vcard_DToL15855-RA
OG0009771	XP_026491454.1	Vcard_DToL03966-RA
OG0009772	XP_026491686.1	Vcard_DToL03977-RA
OG0009773	XP_026491461.1	Vcard_DToL03979-RA
OG0009774	XP_026488773.1	Vcard_DToL05569-RA
OG0009775	XP_026491675.1	Vcard_DToL03771-RA
OG0009777	XP_026488795.1	Vcard_DToL05587-RA
OG0009778	XP_026497051.1	Vcard_DToL01370-RA
OG0009779	XP_026490382.1	Vcard_DToL00656-RA
OG0009780	XP_026490200.1	Vcard_DToL00658-RA
OG0009781	XP_026484350.1	Vcard_DToL02690-RA
OG0009782	XP_026497174.1	Vcard_DToL01383-RA
OG0009783	XP_026485195.1	Vcard_DToL02696-RA
OG0009784	XP_026484867.1	Vcard_DToL02702-RA
OG0009788	XP_026496592.1	Vcard_DToL01395-RA
OG0009789	XP_026494749.1	Vcard_DToL01494-RA
OG0009790	XP_026494723.1	Vcard_DToL01483-RA
OG0009791	XP_026483121.1	Vcard_DToL18647-RA
OG0009793	XP_026483694.1	Vcard_DToL17432-RA
OG0009794	XP_026493241.1	Vcard_DToL09896-RA
OG0009797	XP_026483776.1	Vcard_DToL17520-RA
OG0009798	XP_026485169.1	Vcard_DToL02248-RA
OG0009799	XP_026487996.1	Vcard_DToL12497-RA
OG0009800	XP_026492350.1	Vcard_DToL09527-RA
OG0009801	XP_026497327.1	Vcard_DToL15313-RA
OG0009802	XP_026494398.1	Vcard_DToL13507-RA
OG0009804	XP_026494216.1	Vcard_DToL14604-RA
OG0009805	XP_026497774.1	Vcard_DToL15680-RA
OG0009806	XP_026483203.1	Vcard_DToL15478-RA
OG0009807	XP_026488725.1	Vcard_DToL17717-RA, Vcard_DToL17718-RA
OG0009809	XP_026498870.1	Vcard_DToL18857-RA
OG0009810	XP_026485176.1	Vcard_DToL02646-RA
OG0009811	XP_026491012.1	Vcard_DToL14877-RA
OG0009812	XP_026488814.1	Vcard_DToL17884-RA
OG0009813	XP_026491777.1	Vcard_DToL03974-RA
OG0009814	XP_026490723.1	Vcard_DToL17927-RA
OG0009815	XP_026501528.1	Vcard_DToL08297-RA
OG0009816	XP_026483894.1	Vcard_DToL17357-RA
OG0009817	XP_026497248.1, XP_026497247.1	Vcard_DToL13849-RA
OG0009818	XP_026484570.1	Vcard_DToL02042-RA
OG0009819	XP_026499866.1	Vcard_DToL16416-RA
OG0009820	XP_026484944.1	Vcard_DToL02304-RA
OG0009821	XP_026498453.1	Vcard_DToL10721-RA
OG0009822	XP_026499913.1	Vcard_DToL11852-RA
OG0009823	XP_026498760.1	Vcard_DToL16170-RA
OG0009824	XP_026494780.1	Vcard_DToL01515-RA
OG0009827	XP_026492862.1	Vcard_DToL13342-RA
OG0009828	XP_026493004.1	Vcard_DToL10289-RA
OG0009829	XP_026498136.1	Vcard_DToL15518-RA
OG0009830	XP_026499626.1	Vcard_DToL09387-RA
OG0009831	XP_026486921.1	Vcard_DToL11965-RA
OG0009832	XP_026485067.1	Vcard_DToL02691-RA
OG0009833	XP_026499067.1	Vcard_DToL12317-RA
OG0009834	XP_026494739.1	Vcard_DToL13539-RA
OG0009835	XP_026498122.1	Vcard_DToL15500-RA
OG0009836	XP_026500358.1	Vcard_DToL10831-RA
OG0009837	XP_026491437.1	Vcard_DToL03821-RA
OG0009838	XP_026486495.1	Vcard_DToL09069-RA
OG0009839	XP_026487768.1	Vcard_DToL05831-RA
OG0009840	XP_026493402.1	Vcard_DToL10013-RA
OG0009841	XP_026497034.1	Vcard_DToL07299-RA
OG0009842	XP_026493563.1	Vcard_DToL13348-RA
OG0009843	XP_026501350.1	Vcard_DToL06472-RA
OG0009844	XP_026501697.1	Vcard_DToL06430-RA
OG0009846	XP_026485819.1	Vcard_DToL05137-RA
OG0009847	XP_026487941.1	Vcard_DToL11361-RA
OG0009848	XP_026491342.1	Vcard_DToL03483-RA
OG0009850	XP_026485854.1	Vcard_DToL05304-RA
OG0009851	XP_026501445.1	Vcard_DToL06436-RA
OG0009852	XP_026492702.1	Vcard_DToL01629-RA
OG0009853	XP_026496002.1	Vcard_DToL12690-RA
OG0009854	XP_026484290.1	Vcard_DToL06657-RA
OG0009855	XP_026489647.1	Vcard_DToL14817-RA
OG0009856	XP_026499567.1	Vcard_DToL09333-RA
OG0009857	XP_026490525.1	Vcard_DToL05506-RA
OG0009858	XP_026496007.1	Vcard_DToL12689-RA
OG0009859	XP_026497132.1	Vcard_DToL00606-RA
OG0009860	XP_026486755.1	Vcard_DToL17903-RA
OG0009861	XP_026487769.1	Vcard_DToL05811-RA
OG0009862	XP_026488746.1	Vcard_DToL17742-RA
OG0009863	XP_026496766.1	Vcard_DToL07189-RA
OG0009864	XP_026488744.1	Vcard_DToL17744-RA
OG0009865	XP_026497710.1	Vcard_DToL15740-RA, Vcard_DToL17612-RA, Vcard_DToL15217-RA, Vcard_DToL18672-RA, Vcard_DToL06897-RA, Vcard_DToL17994-RA
OG0009866	XP_026489572.1	Vcard_DToL16215-RA
OG0009867	XP_026485524.1	Vcard_DToL10581-RA
OG0009868	XP_026489545.1, XP_026489546.1	Vcard_DToL09750-RA
OG0009869	XP_026484609.1	Vcard_DToL02615-RA
OG0009870	XP_026489152.1	Vcard_DToL07645-RA
OG0009871	XP_026492571.1	Vcard_DToL01644-RA, Vcard_DToL01640-RA
OG0009873	XP_026485182.1	Vcard_DToL06444-RA
OG0009874	XP_026496399.1	Vcard_DToL03257-RA
OG0009875	XP_026491193.1	Vcard_DToL03663-RA
OG0009877	XP_026485087.1	Vcard_DToL06445-RA
OG0009878	XP_026497358.1	Vcard_DToL15260-RA
OG0009879	XP_026484934.1	Vcard_DToL02284-RA
OG0009880	XP_026497696.1	Vcard_DToL16555-RA
OG0009881	XP_026486656.1	Vcard_DToL04740-RA
OG0009882	XP_026486660.1, XP_026486661.1	Vcard_DToL04744-RA
OG0009883	XP_026499455.1	Vcard_DToL16271-RA
OG0009884	XP_026488306.1	Vcard_DToL04196-RA
OG0009885	XP_026498099.1	Vcard_DToL00906-RA
OG0009886	XP_026493561.1	Vcard_DToL09945-RA
OG0009887	XP_026498265.1	Vcard_DToL14262-RA
OG0009888	XP_026484643.1	Vcard_DToL02541-RA
OG0009889	XP_026487733.1	Vcard_DToL05798-RA
OG0009890	XP_026495613.1	Vcard_DToL12639-RA
