Orthogroup	Vanessa_tameamea	Bicyclus_anynana
OG0007639	XP_026488516.1	Bany_15905-RA
OG0007640	XP_026486717.1	Bany_09853-RA
OG0007641	XP_026488063.1	Bany_01564-RA
OG0007642	XP_026486123.1	Bany_10387-RA
OG0007643	XP_026490166.1	Bany_07694-RA
OG0007644	XP_026484618.1	Bany_00637-RA
OG0007645	XP_026487983.1	Bany_14806-RA
OG0007646	XP_026486844.1	Bany_14130-RA
OG0007647	XP_026484141.1	Bany_07076-RA
OG0007648	XP_026490105.1	Bany_07696-RA
OG0007649	XP_026486989.1	Bany_14133-RA
OG0007650	XP_026493480.1	Bany_15338-RA
OG0007651	XP_026493479.1	Bany_15339-RA
OG0007652	XP_026488010.1	Bany_14809-RA
OG0007653	XP_026496591.1	Bany_04899-RA
OG0007654	XP_026486674.1	Bany_09861-RA
OG0007655	XP_026484179.1	Bany_07077-RA
OG0007656	XP_026492821.1	Bany_12283-RA
OG0007657	XP_026487806.1	Bany_04046-RA
OG0007658	XP_026492779.1	Bany_12284-RA
OG0007659	XP_026490297.1	Bany_13508-RA
OG0007661	XP_026487810.1	Bany_04050-RA
OG0007662	XP_026486682.1	Bany_09868-RA
OG0007663	XP_026484176.1	Bany_07081-RA
OG0007664	XP_026487812.1	Bany_04051-RA
OG0007665	XP_026488531.1	Bany_15907-RA
OG0007666	XP_026487537.1	Bany_04052-RA
OG0007667	XP_026489994.1	Bany_07698-RA
OG0007668	XP_026494691.1	Bany_04906-RA
OG0007669	XP_026486982.1	Bany_14136-RA
OG0007670	XP_026484015.1	Bany_07083-RA
OG0007671	XP_026486985.1	Bany_14138-RA
OG0007672	XP_026483922.1	Bany_07084-RA
OG0007673	XP_026486727.1	Bany_09871-RA
OG0007674	XP_026487809.1	Bany_04053-RA
OG0007675	XP_026490045.1	Bany_07700-RA
OG0007676	XP_026490070.1	Bany_07701-RA
OG0007677	XP_026486991.1	Bany_14139-RA
OG0007678	XP_026486720.1	Bany_09872-RA
OG0007679	XP_026494690.1	Bany_04908-RA
OG0007680	XP_026483932.1	Bany_07086-RA
OG0007681	XP_026487513.1	Bany_04054-RA
OG0007682	XP_026499148.1	Bany_14140-RA
OG0007683	XP_026499183.1	Bany_14141-RA
OG0007684	XP_026485342.1, XP_026485343.1	Bany_11013-RA
OG0007685	XP_026485720.1	Bany_10389-RA
OG0007686	XP_026489916.1	Bany_07702-RA
OG0007687	XP_026485718.1	Bany_10390-RA
OG0007688	XP_026485351.1	Bany_11014-RA
OG0007689	XP_026485544.1	Bany_11017-RA
OG0007690	XP_026488044.1	Bany_16922-RA
OG0007691	XP_026501054.1, XP_026501052.1	Bany_15920-RA
OG0007692	XP_026493196.1	Bany_15353-RA
OG0007693	XP_026496547.1	Bany_11766-RA
OG0007694	XP_026499140.1	Bany_14151-RA
OG0007695	XP_026501802.1	Bany_15925-RA
OG0007696	XP_026485569.1	Bany_11021-RA
OG0007697	XP_026500640.1	Bany_07705-RA
OG0007698	XP_026489217.1	Bany_14154-RA
OG0007700	XP_026489211.1	Bany_14157-RA
OG0007701	XP_026485570.1	Bany_11022-RA
OG0007702	XP_026485488.1	Bany_11024-RA
OG0007703	XP_026492577.1	Bany_02404-RA
OG0007704	XP_026486699.1	Bany_09885-RA
OG0007705	XP_026501728.1	Bany_12302-RA
OG0007706	XP_026497728.1	Bany_02405-RA
OG0007707	XP_026489205.1	Bany_14163-RA
OG0007708	XP_026501550.1	Bany_07707-RA, Bany_03346-RA
OG0007709	XP_026488658.1	Bany_15937-RA
OG0007710	XP_026494319.1	Bany_09889-RA
OG0007711	XP_026489954.1	Bany_07708-RA
OG0007712	XP_026487985.1	Bany_14821-RA
OG0007713	XP_026483656.1	Bany_06396-RA
OG0007714	XP_026494334.1	Bany_09892-RA
OG0007715	XP_026488077.1	Bany_01588-RA
OG0007716	XP_026484087.1	Bany_07096-RA
OG0007717	XP_026485498.1	Bany_11028-RA
OG0007718	XP_026495201.1	Bany_03207-RA
OG0007719	XP_026488085.1	Bany_01591-RA
OG0007720	XP_026488084.1	Bany_01592-RA
OG0007721	XP_026483887.1	Bany_07097-RA
OG0007722	XP_026483885.1	Bany_07098-RA
OG0007723	XP_026485151.1	Bany_00660-RA
OG0007724	XP_026485150.1	Bany_00661-RA
OG0007725	XP_026485481.1	Bany_11029-RA
OG0007726	XP_026484210.1	Bany_06410-RA
OG0007727	XP_026485325.1	Bany_11030-RA
OG0007728	XP_026493271.1	Bany_15355-RA
OG0007729	XP_026484278.1	Bany_06412-RA
OG0007730	XP_026493361.1	Bany_15356-RA
OG0007731	XP_026483884.1	Bany_07100-RA
OG0007732	XP_026487517.1	Bany_04065-RA
OG0007733	XP_026484352.1	Bany_06413-RA
OG0007734	XP_026499766.1	Bany_01600-RA
OG0007735	XP_026494798.1	Bany_04916-RA
OG0007736	XP_026486579.1	Bany_09185-RA
OG0007737	XP_026497733.1	Bany_02408-RA
OG0007738	XP_026487514.1	Bany_04070-RA
OG0007739	XP_026485284.1	Bany_11036-RA
OG0007740	XP_026493092.1	Bany_15361-RA
OG0007741	XP_026486292.1	Bany_10403-RA
OG0007742	XP_026484400.1	Bany_06416-RA
OG0007743	XP_026486282.1	Bany_10404-RA
OG0007744	XP_026497192.1	Bany_07711-RA
OG0007745	XP_026486295.1	Bany_10405-RA
OG0007746	XP_026493355.1	Bany_15363-RA
OG0007747	XP_026488696.1	Bany_15954-RA
OG0007748	XP_026484424.1	Bany_06418-RA
OG0007749	XP_026493348.1	Bany_15365-RA
OG0007750	XP_026492837.1	Bany_12312-RA
OG0007751	XP_026497779.1	Bany_02409-RA
OG0007752	XP_026497777.1	Bany_02411-RA
OG0007753	XP_026489481.1	Bany_06420-RA
OG0007754	XP_026489483.1	Bany_06421-RA
OG0007755	XP_026493165.1	Bany_15366-RA
OG0007756	XP_026497781.1	Bany_02415-RA
OG0007757	XP_026493013.1	Bany_11041-RA
OG0007758	XP_026494796.1	Bany_04918-RA
OG0007760	XP_026490848.1	Bany_08453-RA
OG0007761	XP_026494805.1	Bany_03213-RA
OG0007762	XP_026492843.1	Bany_12315-RA
OG0007763	XP_026493342.1	Bany_15373-RA
OG0007764	XP_026484438.1	Bany_00667-RA
OG0007765	XP_026485909.1	Bany_10408-RA
OG0007766	XP_026489434.1	Bany_06426-RA
OG0007767	XP_026484802.1	Bany_00668-RA
OG0007768	XP_026483316.1	Bany_13528-RA
OG0007769	XP_026483317.1	Bany_13529-RA
OG0007770	XP_026494795.1	Bany_04921-RA
OG0007771	XP_026483319.1	Bany_13530-RA
OG0007772	XP_026492831.1	Bany_12317-RA
OG0007773	XP_026486199.1	Bany_10416-RA
OG0007774	XP_026490887.1	Bany_08454-RA
OG0007775	XP_026493012.1	Bany_11048-RA
OG0007776	XP_026497817.1	Bany_02423-RA
OG0007777	XP_026490824.1	Bany_08456-RA
OG0007778	XP_026497806.1	Bany_02425-RA
OG0007779	XP_026487991.1	Bany_14842-RA
OG0007780	XP_026493019.1	Bany_11052-RA
OG0007781	XP_026488712.1	Bany_15976-RA
OG0007782	XP_026490768.1	Bany_01608-RA
OG0007783	XP_026486165.1	Bany_10419-RA
OG0007784	XP_026496468.1	Bany_11799-RA
OG0007785	XP_026490762.1	Bany_01610-RA
OG0007786	XP_026496469.1	Bany_11801-RA
OG0007787	XP_026487506.1	Bany_04108-RA, Bany_04080-RA
OG0007788	XP_026490755.1	Bany_01611-RA
OG0007789	XP_026496466.1	Bany_11802-RA
OG0007790	XP_026499541.1	Bany_14172-RA
OG0007791	XP_026492842.1	Bany_12327-RA
OG0007792	XP_026490253.1	Bany_09200-RA
OG0007793	XP_026488652.1	Bany_15978-RA
OG0007794	XP_026490773.1	Bany_01613-RA
OG0007795	XP_026501759.1	Bany_07120-RA
OG0007796	XP_026490774.1	Bany_01614-RA
OG0007797	XP_026496502.1	Bany_11809-RA
OG0007798	XP_026497739.1	Bany_02433-RA
OG0007799	XP_026497354.1	Bany_07727-RA
OG0007800	XP_026496462.1	Bany_11814-RA
OG0007801	XP_026484897.1	Bany_00681-RA
OG0007802	XP_026485995.1	Bany_10427-RA
OG0007803	XP_026484620.1	Bany_00683-RA
OG0007804	XP_026501727.1	Bany_07129-RA
OG0007805	XP_026501725.1	Bany_07130-RA
OG0007806	XP_026496084.1	Bany_09207-RA
OG0007807	XP_026490273.1	Bany_13549-RA
OG0007808	XP_026490865.1	Bany_08471-RA
OG0007809	XP_026484681.1	Bany_00686-RA
OG0007810	XP_026489449.1	Bany_06434-RA
OG0007811	XP_026493025.1	Bany_11057-RA, Bany_11058-RA
OG0007812	XP_026501561.1	Bany_03232-RA
OG0007813	XP_026496078.1	Bany_09212-RA
OG0007814	XP_026484699.1	Bany_00689-RA
OG0007815	XP_026490735.1	Bany_01620-RA
OG0007816	XP_026484702.1	Bany_00690-RA
OG0007817	XP_026501564.1	Bany_03234-RA
OG0007818	XP_026490882.1	Bany_08477-RA
OG0007819	XP_026501729.1	Bany_07135-RA
OG0007820	XP_026490864.1	Bany_08478-RA
OG0007821	XP_026492753.1	Bany_12341-RA
OG0007822	XP_026490313.1	Bany_13557-RA
OG0007823	XP_026501733.1	Bany_07136-RA
OG0007824	XP_026487397.1	Bany_04091-RA, Bany_04092-RA
OG0007825	XP_026501470.1	Bany_03237-RA
OG0007826	XP_026492759.1	Bany_12343-RA
OG0007827	XP_026500686.1	Bany_07732-RA
OG0007828	XP_026490740.1	Bany_01623-RA
OG0007829	XP_026490884.1	Bany_08479-RA
OG0007830	XP_026500046.1	Bany_04936-RA
OG0007831	XP_026491727.1	Bany_05726-RA, Bany_05758-RA
OG0007832	XP_026501683.1	Bany_03241-RA
OG0007833	XP_026501670.1	Bany_03242-RA
OG0007834	XP_026500045.1	Bany_04938-RA
OG0007835	XP_026488673.1	Bany_15990-RA
OG0007836	XP_026500047.1	Bany_04940-RA
OG0007837	XP_026500662.1	Bany_07736-RA
OG0007838	XP_026500048.1	Bany_04941-RA
OG0007839	XP_026501672.1	Bany_03244-RA
OG0007840	XP_026490787.1	Bany_08485-RA
OG0007841	XP_026484703.1	Bany_00698-RA
OG0007842	XP_026487536.1	Bany_04095-RA
OG0007843	XP_026484698.1	Bany_00699-RA
OG0007844	XP_026496076.1	Bany_09216-RA
OG0007845	XP_026487533.1	Bany_04097-RA
OG0007846	XP_026487434.1	Bany_04099-RA
OG0007847	XP_026487990.1	Bany_14853-RA
OG0007848	XP_026484672.1	Bany_00704-RA
OG0007849	XP_026492770.1	Bany_12347-RA
OG0007850	XP_026490299.1	Bany_13565-RA
OG0007851	XP_026489489.1	Bany_06441-RA
OG0007852	XP_026496093.1	Bany_09219-RA
OG0007853	XP_026496089.1	Bany_09220-RA
OG0007854	XP_026484669.1	Bany_00708-RA
OG0007855	XP_026500677.1	Bany_07742-RA
OG0007856	XP_026489518.1	Bany_06444-RA
OG0007857	XP_026484666.1	Bany_00710-RA
OG0007858	XP_026497784.1	Bany_02444-RA
OG0007859	XP_026484707.1, XP_026484706.1	Bany_00713-RA
OG0007860	XP_026488034.1	Bany_14858-RA
OG0007861	XP_026489444.1	Bany_06448-RA
OG0007862	XP_026489461.1	Bany_06449-RA
OG0007863	XP_026488035.1	Bany_14859-RA
OG0007864	XP_026490280.1	Bany_13574-RA
OG0007865	XP_026490801.1	Bany_08487-RA
OG0007867	XP_026485802.1	Bany_10436-RA
OG0007868	XP_026485217.1	Bany_09222-RA
OG0007869	XP_026490852.1	Bany_08488-RA
OG0007870	XP_026490760.1	Bany_01631-RA
OG0007871	XP_026487981.1	Bany_14863-RA
OG0007872	XP_026487497.1	Bany_04104-RA
OG0007873	XP_026488647.1	Bany_15993-RA
OG0007874	XP_026485218.1	Bany_09225-RA
OG0007875	XP_026484593.1	Bany_00717-RA, Bany_00718-RA
OG0007876	XP_026487496.1	Bany_04106-RA
OG0007877	XP_026497769.1	Bany_02449-RA
OG0007878	XP_026500684.1	Bany_07748-RA
OG0007879	XP_026497771.1	Bany_02451-RA
OG0007880	XP_026488645.1	Bany_15994-RA
OG0007881	XP_026490857.1	Bany_08495-RA
OG0007882	XP_026490818.1	Bany_08496-RA
OG0007883	XP_026500636.1	Bany_07749-RA
OG0007884	XP_026490830.1	Bany_08498-RA
OG0007885	XP_026490922.1	Bany_08499-RA
OG0007886	XP_026497800.1	Bany_02453-RA
OG0007887	XP_026486125.1	Bany_10439-RA
OG0007888	XP_026490920.1	Bany_08500-RA
OG0007889	XP_026490923.1	Bany_08501-RA
OG0007890	XP_026490919.1	Bany_08502-RA
OG0007891	XP_026488674.1	Bany_15997-RA
OG0007892	XP_026490918.1	Bany_08504-RA
OG0007893	XP_026488682.1	Bany_15999-RA
OG0007894	XP_026490851.1	Bany_08505-RA
OG0007895	XP_026488179.1	Bany_09230-RA
OG0007896	XP_026488182.1	Bany_09231-RA
OG0007897	XP_026494500.1	Bany_01634-RA
OG0007898	XP_026486222.1, XP_026486223.1	Bany_10442-RA
OG0007900	XP_026488183.1	Bany_09232-RA
OG0007901	XP_026488174.1	Bany_09233-RA
OG0007902	XP_026492617.1	Bany_04959-RA
OG0007903	XP_026493008.1	Bany_11071-RA
OG0007904	XP_026484222.1	Bany_16003-RA
OG0007905	XP_026484219.1	Bany_16004-RA
OG0007906	XP_026487492.1	Bany_04110-RA
OG0007907	XP_026485993.1	Bany_10445-RA
OG0007908	XP_026500715.1	Bany_07757-RA
OG0007909	XP_026490924.1	Bany_08515-RA
OG0007910	XP_026485188.1	Bany_00720-RA
OG0007911	XP_026487363.1	Bany_04111-RA
OG0007912	XP_026492610.1	Bany_04964-RA
OG0007913	XP_026485019.1	Bany_00721-RA
OG0007914	XP_026489464.1	Bany_06461-RA
OG0007915	XP_026488166.1	Bany_09235-RA
OG0007916	XP_026486256.1	Bany_10447-RA
OG0007917	XP_026484509.1	Bany_00722-RA
OG0007918	XP_026490837.1	Bany_08517-RA
OG0007919	XP_026492661.1	Bany_04966-RA
OG0007920	XP_026497178.1	Bany_07759-RA
OG0007921	XP_026497106.1	Bany_07760-RA
OG0007922	XP_026487488.1	Bany_04115-RA
OG0007923	XP_026494497.1	Bany_01642-RA
OG0007924	XP_026489488.1	Bany_06462-RA
OG0007925	XP_026494505.1	Bany_01643-RA
OG0007926	XP_026492602.1	Bany_04967-RA
OG0007927	XP_026490266.1	Bany_13582-RA
OG0007928	XP_026490915.1	Bany_08521-RA
OG0007929	XP_026490911.1	Bany_08522-RA
OG0007930	XP_026494494.1	Bany_01644-RA
OG0007931	XP_026488172.1	Bany_09237-RA
OG0007932	XP_026490267.1	Bany_13583-RA
OG0007933	XP_026494501.1	Bany_01645-RA
OG0007934	XP_026494489.1	Bany_01646-RA
OG0007936	XP_026490257.1	Bany_13589-RA
OG0007937	XP_026491697.1	Bany_05741-RA
OG0007938	XP_026493003.1	Bany_11076-RA
OG0007939	XP_026488175.1	Bany_09242-RA
OG0007940	XP_026492996.1	Bany_11077-RA
OG0007941	XP_026484654.1	Bany_00734-RA
OG0007942	XP_026494504.1	Bany_01648-RA
OG0007943	XP_026488177.1	Bany_09244-RA
OG0007944	XP_026484645.1	Bany_00736-RA
OG0007945	XP_026493002.1	Bany_11081-RA
OG0007946	XP_026484653.1	Bany_00738-RA
OG0007947	XP_026500695.1	Bany_07764-RA
OG0007948	XP_026492999.1, XP_026493000.1	Bany_11083-RA
OG0007949	XP_026488140.1	Bany_09246-RA
OG0007950	XP_026489503.1	Bany_06472-RA
OG0007951	XP_026488162.1	Bany_09247-RA
OG0007952	XP_026488164.1	Bany_09248-RA
OG0007953	XP_026499955.1	Bany_14199-RA
OG0007954	XP_026492673.1	Bany_04974-RA
OG0007955	XP_026499947.1	Bany_14200-RA
OG0007956	XP_026488165.1	Bany_09250-RA
OG0007957	XP_026492668.1	Bany_04975-RA
OG0007958	XP_026499960.1	Bany_14203-RA
OG0007959	XP_026488153.1	Bany_09253-RA
OG0007960	XP_026486471.1	Bany_06477-RA
OG0007961	XP_026491057.1	Bany_05753-RA
OG0007962	XP_026488145.1	Bany_09255-RA
OG0007963	XP_026499918.1	Bany_14207-RA
OG0007964	XP_026484648.1	Bany_00748-RA
OG0007965	XP_026489820.1	Bany_16012-RA
OG0007966	XP_026499938.1	Bany_14210-RA
OG0007967	XP_026485114.1	Bany_00749-RA
OG0007968	XP_026490799.1	Bany_08525-RA
OG0007969	XP_026489808.1	Bany_16014-RA
OG0007970	XP_026499911.1	Bany_14215-RA
OG0007971	XP_026488176.1	Bany_09258-RA
OG0007972	XP_026498364.1	Bany_11092-RA
OG0007973	XP_026501436.1	Bany_03280-RA
OG0007974	XP_026485803.1	Bany_10457-RA
OG0007975	XP_026488135.1	Bany_09259-RA
OG0007976	XP_026488137.1	Bany_09260-RA
OG0007977	XP_026486468.1	Bany_06482-RA
OG0007978	XP_026488139.1	Bany_09261-RA
OG0007979	XP_026486467.1	Bany_06483-RA
OG0007980	XP_026491481.1	Bany_05760-RA
OG0007981	XP_026487502.1	Bany_04126-RA
OG0007982	XP_026490295.1	Bany_13593-RA
OG0007983	XP_026487482.1	Bany_04127-RA
OG0007984	XP_026501412.1	Bany_03285-RA
OG0007985	XP_026486470.1	Bany_06485-RA
OG0007986	XP_026498344.1	Bany_11094-RA
OG0007987	XP_026491172.1	Bany_05762-RA
OG0007988	XP_026498396.1	Bany_01666-RA
OG0007989	XP_026490896.1	Bany_08531-RA
OG0007990	XP_026485120.1	Bany_00755-RA
OG0007991	XP_026490813.1	Bany_08532-RA
OG0007992	XP_026487495.1	Bany_04132-RA
OG0007993	XP_026500667.1	Bany_07778-RA
OG0007994	XP_026501448.1	Bany_03288-RA
OG0007995	XP_026488543.1	Bany_16019-RA
OG0007996	XP_026486474.1	Bany_06489-RA
OG0007997	XP_026485122.1	Bany_00756-RA
OG0007998	XP_026491072.1	Bany_05767-RA
OG0007999	XP_026485126.1	Bany_00758-RA
OG0008000	XP_026485127.1	Bany_00759-RA
OG0008001	XP_026488538.1	Bany_16021-RA
OG0008002	XP_026485110.1	Bany_00762-RA
OG0008003	XP_026491533.1	Bany_05771-RA
OG0008004	XP_026500704.1	Bany_07779-RA
OG0008005	XP_026501658.1	Bany_03291-RA
OG0008006	XP_026500702.1	Bany_07780-RA
OG0008007	XP_026501467.1	Bany_03293-RA
OG0008008	XP_026490814.1	Bany_08541-RA
OG0008009	XP_026491534.1	Bany_05773-RA
OG0008010	XP_026500705.1	Bany_07781-RA
OG0008011	XP_026484859.1	Bany_00764-RA
OG0008012	XP_026493850.1	Bany_13599-RA
OG0008013	XP_026487503.1	Bany_04137-RA
OG0008014	XP_026501479.1	Bany_03298-RA
OG0008015	XP_026498341.1	Bany_11101-RA
OG0008016	XP_026493475.1	Bany_15422-RA
OG0008017	XP_026486451.1	Bany_06501-RA
OG0008018	XP_026486446.1	Bany_06503-RA
OG0008019	XP_026484733.1	Bany_00765-RA
OG0008020	XP_026491930.1	Bany_02470-RA
OG0008021	XP_026486444.1	Bany_06504-RA
OG0008022	XP_026493821.1	Bany_13601-RA
OG0008023	XP_026493319.1	Bany_15424-RA
OG0008024	XP_026486448.1	Bany_06505-RA
OG0008026	XP_026486472.1	Bany_06507-RA
OG0008027	XP_026489196.1	Bany_12372-RA
OG0008028	XP_026500650.1	Bany_07783-RA
OG0008029	XP_026501775.1	Bany_07163-RA
OG0008030	XP_026489191.1	Bany_12373-RA
OG0008031	XP_026491874.1	Bany_02477-RA
OG0008032	XP_026490898.1	Bany_08558-RA
OG0008033	XP_026491873.1	Bany_02478-RA
OG0008034	XP_026489172.1	Bany_12375-RA
OG0008035	XP_026494560.1	Bany_09272-RA
OG0008036	XP_026498395.1	Bany_01676-RA
OG0008037	XP_026494563.1	Bany_09273-RA
OG0008038	XP_026501622.1	Bany_03316-RA
OG0008039	XP_026499928.1	Bany_14228-RA
OG0008040	XP_026492592.1	Bany_05000-RA
OG0008041	XP_026486454.1	Bany_06509-RA
OG0008042	XP_026500646.1	Bany_07785-RA
OG0008043	XP_026498345.1	Bany_11112-RA
OG0008044	XP_026491094.1	Bany_05778-RA
OG0008045	XP_026486994.1	Bany_08565-RA
OG0008046	XP_026499919.1, XP_026499920.1	Bany_14245-RA
OG0008047	XP_026487115.1	Bany_01686-RA
OG0008048	XP_026494559.1	Bany_09279-RA
OG0008049	XP_026488667.1, XP_026499922.1	Bany_14246-RA
OG0008050	XP_026492591.1	Bany_05004-RA
OG0008051	XP_026487213.1	Bany_09281-RA
OG0008052	XP_026492583.1	Bany_05006-RA
OG0008053	XP_026489200.1	Bany_12384-RA
OG0008054	XP_026492732.1	Bany_05013-RA
OG0008055	XP_026489176.1	Bany_12385-RA
OG0008056	XP_026487217.1	Bany_09287-RA
OG0008057	XP_026484738.1	Bany_00781-RA
OG0008058	XP_026491931.1	Bany_02486-RA
OG0008059	XP_026485845.1, XP_026485987.1, XP_026485986.1	Bany_10471-RA
OG0008060	XP_026487105.1	Bany_01691-RA
OG0008061	XP_026492624.1	Bany_05017-RA
OG0008062	XP_026492688.1	Bany_05018-RA
OG0008063	XP_026492697.1	Bany_05019-RA
OG0008064	XP_026500767.1, XP_026500766.1, XP_026500765.1	Bany_07793-RA
OG0008065	XP_026491997.1	Bany_02489-RA
OG0008066	XP_026485983.1	Bany_10474-RA
OG0008067	XP_026491162.1	Bany_05786-RA
OG0008068	XP_026487112.1	Bany_01694-RA
OG0008069	XP_026486129.1	Bany_10475-RA
OG0008070	XP_026492694.1	Bany_05023-RA
OG0008071	XP_026483228.1	Bany_09293-RA
OG0008072	XP_026491382.1	Bany_05788-RA
OG0008073	XP_026492006.1	Bany_02491-RA, Bany_02492-RA
OG0008074	XP_026492004.1	Bany_02494-RA
OG0008075	XP_026486011.1	Bany_10478-RA
OG0008076	XP_026500625.1	Bany_07798-RA
OG0008077	XP_026487108.1	Bany_01696-RA
OG0008078	XP_026483225.1	Bany_09295-RA
OG0008079	XP_026486305.1	Bany_10480-RA
OG0008080	XP_026492704.1	Bany_05029-RA
OG0008081	XP_026491383.1	Bany_05792-RA
OG0008082	XP_026486314.1	Bany_10482-RA
OG0008083	XP_026491381.1	Bany_05794-RA
OG0008084	XP_026491897.1	Bany_02500-RA
OG0008085	XP_026486303.1	Bany_10483-RA
OG0008086	XP_026491896.1	Bany_02501-RA
OG0008087	XP_026492699.1	Bany_05031-RA
OG0008088	XP_026493697.1	Bany_05032-RA
OG0008089	XP_026493698.1	Bany_05034-RA
OG0008090	XP_026491914.1	Bany_02505-RA
OG0008091	XP_026489151.1	Bany_12402-RA
OG0008092	XP_026487127.1	Bany_01705-RA
OG0008093	XP_026486505.1	Bany_09306-RA
OG0008094	XP_026486504.1	Bany_09308-RA
OG0008095	XP_026491926.1	Bany_02507-RA
OG0008096	XP_026486243.1	Bany_10495-RA
OG0008097	XP_026488133.1	Bany_08581-RA
OG0008098	XP_026500730.1	Bany_07805-RA
OG0008099	XP_026487138.1	Bany_01714-RA
OG0008100	XP_026497116.1	Bany_05039-RA
OG0008101	XP_026485062.1	Bany_00795-RA
OG0008102	XP_026497145.1	Bany_05041-RA
OG0008103	XP_026485055.1	Bany_00797-RA
OG0008104	XP_026485061.1	Bany_00798-RA
OG0008105	XP_026487141.1	Bany_01718-RA
OG0008106	XP_026487144.1	Bany_01719-RA
OG0008107	XP_026485063.1	Bany_00801-RA
OG0008108	XP_026484731.1	Bany_00802-RA
OG0008109	XP_026488127.1	Bany_08584-RA
OG0008110	XP_026485045.1	Bany_00803-RA
OG0008111	XP_026486254.1	Bany_10501-RA
OG0008112	XP_026488124.1	Bany_08586-RA
OG0008113	XP_026499977.1	Bany_02519-RA
OG0008114	XP_026499755.1	Bany_02520-RA
OG0008115	XP_026486029.1	Bany_10502-RA
OG0008116	XP_026491971.1	Bany_02525-RA
OG0008117	XP_026488131.1	Bany_08588-RA
OG0008118	XP_026500726.1	Bany_07818-RA
OG0008119	XP_026486425.1	Bany_01729-RA
OG0008121	XP_026501460.1	Bany_03352-RA
OG0008122	XP_026491915.1	Bany_02531-RA
OG0008123	XP_026497069.1	Bany_05053-RA
OG0008124	XP_026501452.1	Bany_03358-RA
OG0008125	XP_026497981.1	Bany_08595-RA
OG0008126	XP_026486429.1	Bany_01730-RA
OG0008127	XP_026500037.1	Bany_01732-RA
OG0008128	XP_026484496.1	Bany_00811-RA
OG0008129	XP_026490501.1	Bany_04188-RA
OG0008130	XP_026484498.1	Bany_00813-RA
OG0008131	XP_026497979.1	Bany_08599-RA
OG0008132	XP_026484514.1	Bany_00815-RA
OG0008133	XP_026500706.1	Bany_07832-RA
OG0008134	XP_026501513.1	Bany_03368-RA, Bany_03367-RA
OG0008135	XP_026484519.1	Bany_00819-RA
OG0008136	XP_026497097.1	Bany_05063-RA
OG0008137	XP_026488585.1	Bany_01738-RA
OG0008138	XP_026501508.1	Bany_03374-RA, Bany_03377-RA
OG0008139	XP_026485031.1	Bany_00823-RA
OG0008140	XP_026485030.1	Bany_00824-RA
OG0008141	XP_026491936.1	Bany_02538-RA
OG0008142	XP_026488587.1	Bany_01743-RA
OG0008143	XP_026485036.1	Bany_00825-RA
OG0008144	XP_026497109.1	Bany_05067-RA
OG0008145	XP_026497105.1, XP_026497107.1	Bany_05068-RA
OG0008146	XP_026488590.1	Bany_01745-RA
OG0008147	XP_026497113.1	Bany_05072-RA
OG0008148	XP_026501497.1	Bany_03382-RA
OG0008149	XP_026501514.1	Bany_03385-RA
OG0008150	XP_026497061.1	Bany_05074-RA
OG0008151	XP_026501516.1	Bany_03388-RA
OG0008152	XP_026501521.1	Bany_03389-RA
OG0008153	XP_026484323.1	Bany_00830-RA
OG0008154	XP_026485174.1	Bany_00831-RA
OG0008155	XP_026497970.1	Bany_08608-RA
OG0008156	XP_026497151.1	Bany_05078-RA
OG0008157	XP_026490552.1	Bany_04206-RA
OG0008158	XP_026501370.1	Bany_01750-RA
OG0008159	XP_026501383.1	Bany_01752-RA
OG0008160	XP_026491958.1	Bany_02548-RA
OG0008161	XP_026491959.1	Bany_02549-RA
OG0008162	XP_026491966.1	Bany_02550-RA
OG0008163	XP_026484476.1	Bany_00834-RA
OG0008164	XP_026490526.1	Bany_04211-RA
OG0008165	XP_026485789.1	Bany_10525-RA
OG0008166	XP_026497968.1	Bany_08614-RA
OG0008167	XP_026485049.1	Bany_00836-RA
OG0008168	XP_026490528.1	Bany_04214-RA
OG0008169	XP_026491354.1	Bany_05806-RA
OG0008171	XP_026491384.1	Bany_05808-RA
OG0008172	XP_026486657.1	Bany_08627-RA
OG0008173	XP_026490438.1	Bany_04223-RA
OG0008174	XP_026491376.1	Bany_05811-RA
OG0008175	XP_026491378.1	Bany_05812-RA
OG0008176	XP_026501381.1	Bany_01761-RA
OG0008177	XP_026491375.1	Bany_05813-RA
OG0008178	XP_026486641.1	Bany_08632-RA
OG0008179	XP_026484455.1	Bany_00844-RA
OG0008180	XP_026491371.1	Bany_05814-RA
OG0008181	XP_026486642.1	Bany_08636-RA
OG0008182	XP_026491366.1	Bany_05815-RA
OG0008183	XP_026501380.1	Bany_01764-RA
OG0008184	XP_026501379.1	Bany_01765-RA
OG0008185	XP_026501376.1	Bany_01767-RA
OG0008186	XP_026501321.1	Bany_01768-RA
OG0008187	XP_026491961.1	Bany_02560-RA
OG0008188	XP_026501408.1	Bany_01773-RA
OG0008189	XP_026501410.1	Bany_01775-RA
OG0008190	XP_026486663.1	Bany_08646-RA
OG0008191	XP_026490460.1	Bany_04236-RA
OG0008192	XP_026486653.1	Bany_08647-RA
OG0008193	XP_026490483.1	Bany_04237-RA
OG0008194	XP_026501300.1	Bany_01782-RA
OG0008195	XP_026497090.1	Bany_05086-RA
OG0008196	XP_026491540.1	Bany_05822-RA
OG0008197	XP_026491537.1	Bany_05824-RA
