Orthogroup	Vanessa_tameamea	Heliconius_melpomene_melpomene
OG0008271	XP_026494732.1	HMEL007313g1.t1
OG0008273	XP_026493484.1	HMEL009722g1.t1
OG0008274	XP_026500050.1	HMEL030969g1.t1
OG0008275	XP_026499132.1	HMEL006645g1.t1
OG0008276	XP_026486879.1	HMEL037633g1.t1
OG0008277	XP_026483068.1	HMEL011525g1.t1
OG0008278	XP_026483269.1	HMEL009625g1.t1
OG0008279	XP_026486601.1	HMEL030785g1.t1
OG0008280	XP_026494359.1	HMEL005000g1.t1
OG0008281	XP_026490683.1	HMEL015579g1.t1
OG0008282	XP_026498790.1, XP_026498788.1, XP_026498789.1	HMEL017543g1.t1
OG0008283	XP_026483450.1	HMEL034725g1.t1
OG0008284	XP_026483984.1	HMEL014994g1.t1
OG0008285	XP_026490586.1	HMEL011197g1.t1, HMEL011196g1.t1
OG0008286	XP_026488999.1, XP_026489000.1	HMEL003574g1.t1
OG0008287	XP_026485471.1	HMEL032346g1.t1, HMEL037012g1.t1, HMEL031369g1.t1, HMEL006885g1.t1
OG0008288	XP_026484693.1, XP_026484691.1	HMEL015255g1.t1
OG0008289	XP_026493072.1	HMEL009833g1.t1, HMEL016304g1.t1
OG0008290	XP_026488494.1, XP_026488493.1	HMEL032785g1.t1
OG0008291	XP_026494401.1	HMEL002447g1.t1
OG0008293	XP_026483330.1	HMEL010606g1.t1
OG0008294	XP_026490024.1, XP_026490020.1, XP_026490022.1, XP_026490023.1	HMEL013247g1.t1
OG0008295	XP_026494181.1	HMEL037962g1.t1
OG0008296	XP_026484195.1	HMEL015669g1.t1
OG0008297	XP_026489339.1	HMEL015820g1.t1
OG0008298	XP_026483451.1	HMEL035313g1.t1
OG0008299	XP_026495665.1	HMEL036756g1.t1
OG0008300	XP_026500194.1	HMEL010767-RA
OG0008301	XP_026485825.1	HMEL031941g1.t1
OG0008302	XP_026488273.1	HMEL016731g1.t1
OG0008303	XP_026498202.1	HMEL036533g1.t1
OG0008304	XP_026494446.1	HMEL011000g1.t1
OG0008305	XP_026485404.1	HMEL036153g1.t1
OG0008306	XP_026487714.1	HMEL002297g1.t1
OG0008307	XP_026497554.1	HMEL008461g1.t1
OG0008308	XP_026491573.1	HMEL022543g1.t1
OG0008309	XP_026499361.1	HMEL016843g1.t1
OG0008310	XP_026490210.1	HMEL016561g1.t1
OG0008311	XP_026493295.1	HMEL017807g1.t1
OG0008312	XP_026496352.1	HMEL013524g1.t1
OG0008313	XP_026484876.1	HMEL011737g1.t1
OG0008315	XP_026483577.1, XP_026483578.1	HMEL010413g1.t1
OG0008316	XP_026493823.1	HMEL033549g1.t1
OG0008317	XP_026499692.1	HMEL031641g1.t1
OG0008318	XP_026486085.1	HMEL032044g1.t1
OG0008319	XP_026491999.1	HMEL013413g1.t1
OG0008320	XP_026500264.1	HMEL012220g1.t1, HMEL012222g1.t1
OG0008321	XP_026486814.1	HMEL037731g1.t1
OG0008322	XP_026496498.1	HMEL014586g1.t1
OG0008323	XP_026494300.1	HMEL007644g1.t1
OG0008325	XP_026496563.1	HMEL015967g1.t1
OG0008326	XP_026489669.1, XP_026489668.1	HMEL014957g1.t1
OG0008327	XP_026490908.1	HMEL000010g1.t1
OG0008329	XP_026486066.1	HMEL007839g1.t1
OG0008331	XP_026489460.1	HMEL009273g1.t1
OG0008332	XP_026486063.1	HMEL018028g1.t1
OG0008333	XP_026491827.1	HMEL033879g1.t1
OG0008334	XP_026488408.1, XP_026488409.1	HMEL032766g1.t1
OG0008335	XP_026483236.1, XP_026483227.1	HMEL008762g1.t1
OG0008336	XP_026496208.1, XP_026496209.1	HMEL034370g1.t1
OG0008338	XP_026485502.1	HMEL036037g1.t1
OG0008339	XP_026491441.1	HMEL004809g1.t1
OG0008341	XP_026489216.1	HMEL013390g1.t1
OG0008342	XP_026490141.1, XP_026490140.1	HMEL031829g1.t1
OG0008343	XP_026487403.1	HMEL033055g1.t1
OG0008344	XP_026496697.1	HMEL016791g1.t1
OG0008345	XP_026497889.1	HMEL008539g1.t1
OG0008347	XP_026492614.1	HMEL006959g1.t1
OG0008348	XP_026486580.1	HMEL008427g1.t1
OG0008349	XP_026486578.1	HMEL008428g1.t1
OG0008350	XP_026498571.1	HMEL022553-RA
OG0008351	XP_026498850.1	HMEL008331g1.t1, HMEL008330g1.t1
OG0008353	XP_026494361.1	HMEL002108g1.t1
OG0008354	XP_026495768.1	HMEL030876g1.t1, HMEL030878g1.t1, HMEL038182g1.t1, HMEL035849g1.t1, HMEL034996g1.t1, HMEL037188g1.t1, HMEL037557g1.t1, HMEL038183g1.t1
OG0008356	XP_026500663.1	HMEL033279g1.t1
OG0008360	XP_026483830.1	HMEL035700g1.t1
OG0008368	XP_026499607.1	HMEL011965g1.t1
OG0008371	XP_026488288.1	HMEL013013g1.t1
OG0008372	XP_026498842.1	HMEL034627g1.t1
OG0008373	XP_026498700.1	HMEL004335g1.t1
OG0008374	XP_026487097.1	HMEL005884-RA
OG0008375	XP_026485406.1	HMEL036174g1.t1
OG0008376	XP_026493526.1	HMEL003454g1.t1
OG0008377	XP_026496180.1	HMEL036945g1.t1
OG0008378	XP_026489248.1	HMEL004333g1.t1
OG0008380	XP_026486763.1	HMEL013223g1.t1
OG0008381	XP_026492107.1	HMEL017123g1.t1
OG0008383	XP_026496417.1	HMEL003249g1.t1
OG0008384	XP_026497270.1	HMEL009500g1.t1
OG0008385	XP_026496421.1	HMEL003251g1.t1
OG0008386	XP_026492123.1	HMEL017126g1.t1
OG0008389	XP_026486771.1	HMEL013219g1.t1
OG0008392	XP_026483897.1	HMEL014527g1.t1
OG0008393	XP_026497275.1	HMEL030378g1.t1
OG0008396	XP_026492915.1	HMEL006054g1.t1
OG0008397	XP_026485238.1	HMEL016397g1.t1
OG0008399	XP_026498996.1	HMEL005156g1.t1
OG0008400	XP_026497359.1	HMEL009474g1.t1
OG0008403	XP_026499020.1	HMEL007828g1.t1
OG0008404	XP_026483428.1	HMEL008226g1.t1
OG0008407	XP_026490002.1	HMEL003913g1.t1
OG0008408	XP_026499033.1	HMEL009118g1.t1
OG0008409	XP_026485632.1	HMEL010393g1.t1
OG0008410	XP_026492918.1	HMEL006060g1.t1
OG0008412	XP_026500915.1	HMEL017955g1.t1
OG0008413	XP_026488520.1	HMEL014781g1.t1
OG0008415	XP_026485677.1	HMEL006061g1.t1
OG0008416	XP_026492141.1	HMEL004742g1.t1
OG0008417	XP_026489343.1	HMEL011604g1.t1
OG0008418	XP_026497339.1	HMEL030367g1.t1
OG0008419	XP_026491043.1	HMEL034002g1.t1
OG0008421	XP_026490331.1	HMEL035589g1.t1
OG0008422	XP_026500992.1	HMEL002997g1.t1
OG0008423	XP_026483904.1	HMEL030101g1.t1
OG0008424	XP_026499036.1	HMEL032890g1.t1
OG0008425	XP_026499425.1	HMEL008682g1.t1
OG0008426	XP_026483905.1	HMEL030102g1.t1
OG0008427	XP_026487016.1	HMEL030697g1.t1
OG0008429	XP_026497518.1	HMEL007479g1.t1
OG0008430	XP_026500994.1	HMEL002992g1.t1
OG0008431	XP_026483124.1	HMEL010821g1.t1
OG0008432	XP_026497277.1	HMEL007484g1.t1
OG0008435	XP_026497331.1	HMEL030364g1.t1
OG0008436	XP_026501217.1	HMEL004916g1.t1
OG0008437	XP_026501223.1	HMEL031234g1.t1
OG0008438	XP_026501222.1	HMEL004918g1.t1
OG0008439	XP_026487015.1	HMEL010482g1.t1
OG0008441	XP_026500936.1	HMEL034042g1.t1
OG0008442	XP_026483442.1	HMEL020783g1.t1
OG0008443	XP_026501647.1	HMEL020899g1.t1
OG0008444	XP_026501159.1	HMEL012819g1.t1
OG0008447	XP_026496166.1	HMEL010586g1.t1
OG0008448	XP_026500906.1	HMEL005621-RA
OG0008450	XP_026496348.1	HMEL007951g1.t1
OG0008451	XP_026501038.1	HMEL036607g1.t1
OG0008453	XP_026496169.1	HMEL004891g1.t1
OG0008456	XP_026499999.1	HMEL031446g1.t1
OG0008457	XP_026500000.1	HMEL014502g1.t1
OG0008458	XP_026493202.1	HMEL036390g1.t1
OG0008459	XP_026498962.1	HMEL032906g1.t1
OG0008460	XP_026484069.1	HMEL004281g1.t1
OG0008461	XP_026493233.1	HMEL014624g1.t1
OG0008462	XP_026487011.1	HMEL009007g1.t1
OG0008463	XP_026483597.1	HMEL012877g1.t1
OG0008464	XP_026487938.1	HMEL011715g1.t1
OG0008465	XP_026483126.1	HMEL037251g1.t1
OG0008466	XP_026496265.1	HMEL010059g1.t1
OG0008467	XP_026487063.1	HMEL009010g1.t1
OG0008468	XP_026490089.1	HMEL013746g1.t1
OG0008469	XP_026492126.1	HMEL017119g1.t1
OG0008470	XP_026499000.1	HMEL032909g1.t1
OG0008472	XP_026487946.1	HMEL011712g1.t1
OG0008474	XP_026487943.1	HMEL033622g1.t1
OG0008477	XP_026487973.1	HMEL011709g1.t1
OG0008478	XP_026487975.1	HMEL011706g1.t1
OG0008480	XP_026491015.1	HMEL020353g1.t1
OG0008481	XP_026501236.1	HMEL004189g1.t1
OG0008482	XP_026489330.1	HMEL002856g1.t1
OG0008483	XP_026494287.1	HMEL016480g1.t1
OG0008484	XP_026483915.1	HMEL010947g1.t1
OG0008485	XP_026487945.1	HMEL011703g1.t1
OG0008486	XP_026490788.1	HMEL020644g1.t1
OG0008487	XP_026500363.1	HMEL036289g1.t1
OG0008490	XP_026487966.1	HMEL011699g1.t1
OG0008491	XP_026491331.1	HMEL032397g1.t1
OG0008492	XP_026501205.1	HMEL015438g1.t1
OG0008493	XP_026498824.1	HMEL003522g1.t1
OG0008494	XP_026501706.1	HMEL034437g1.t1
OG0008495	XP_026487064.1	HMEL009020g1.t1
OG0008496	XP_026487967.1	HMEL011696g1.t1
OG0008499	XP_026490668.1	HMEL032387g1.t1
OG0008500	XP_026487076.1	HMEL009022g1.t1
OG0008501	XP_026491226.1	HMEL033981g1.t1
OG0008502	XP_026490622.1	HMEL003460g1.t1
OG0008503	XP_026486523.1	HMEL037254g1.t1
OG0008504	XP_026500365.1	HMEL009546g1.t1
OG0008505	XP_026501165.1	HMEL015431g1.t1
OG0008506	XP_026490578.1	HMEL003461g1.t1
OG0008507	XP_026499510.1	HMEL002975g1.t1
OG0008509	XP_026500237.1	HMEL010770g1.t1
OG0008510	XP_026490600.1	HMEL004656g1.t1
OG0008511	XP_026494186.1	HMEL021486g1.t1
OG0008512	XP_026500014.1	HMEL033668g1.t1
OG0008513	XP_026487259.1	HMEL005504g1.t1
OG0008514	XP_026483468.1	HMEL035368g1.t1
OG0008515	XP_026487221.1	HMEL008713g1.t1
OG0008516	XP_026500898.1	HMEL002192g1.t1
OG0008517	XP_026491036.1	HMEL033975g1.t1
OG0008519	XP_026496179.1	HMEL004341g1.t1, HMEL035483g1.t1
OG0008520	XP_026489281.1	HMEL003502g1.t1
OG0008521	XP_026501152.1	HMEL031247g1.t1
OG0008522	XP_026494140.1	HMEL037486g1.t1
OG0008523	XP_026496310.1	HMEL017840g1.t1
OG0008524	XP_026501101.1	HMEL015412g1.t1
OG0008525	XP_026495461.1	HMEL003360g1.t1
OG0008526	XP_026500069.1	HMEL003813g1.t1
OG0008527	XP_026497213.1	HMEL003471g1.t1
OG0008530	XP_026498221.1	HMEL009557g1.t1
OG0008532	XP_026492366.1	HMEL012621g1.t1
OG0008533	XP_026495416.1	HMEL022270g1.t1
OG0008534	XP_026498425.1	HMEL003469g1.t1
OG0008535	XP_026497964.1	HMEL021147g1.t1
OG0008536	XP_026496241.1	HMEL003630g1.t1
OG0008537	XP_026490194.1	HMEL012750g1.t1
OG0008538	XP_026498070.1	HMEL030722g1.t1
OG0008539	XP_026498424.1	HMEL003468g1.t1
OG0008540	XP_026488723.1	HMEL007658g1.t1
OG0008541	XP_026492943.1	HMEL017745g1.t1
OG0008543	XP_026498428.1	HMEL036266g1.t1
OG0008546	XP_026492971.1	HMEL007887g1.t1
OG0008548	XP_026499535.1	HMEL008105g1.t1
OG0008549	XP_026490199.1	HMEL008847g1.t1
OG0008550	XP_026489935.1	HMEL017039g1.t1
OG0008551	XP_026495409.1	HMEL006358g1.t1
OG0008552	XP_026483516.1	HMEL035359g1.t1
OG0008553	XP_026498071.1	HMEL009646g1.t1
OG0008554	XP_026501185.1	HMEL010027g1.t1
OG0008556	XP_026501183.1	HMEL010024g1.t1
OG0008558	XP_026494376.1	HMEL032425g1.t1
OG0008559	XP_026494502.1	HMEL013981-RA
OG0008560	XP_026498045.1	HMEL009648g1.t1
OG0008561	XP_026489615.1	HMEL005295g1.t1
OG0008563	XP_026494448.1	HMEL032435g1.t1
OG0008564	XP_026490145.1	HMEL017852g1.t1
OG0008565	XP_026501142.1	HMEL010014g1.t1
OG0008566	XP_026492969.1	HMEL017533g1.t1
OG0008567	XP_026497217.1	HMEL017403g1.t1
OG0008568	XP_026489941.1	HMEL017040g1.t1
OG0008570	XP_026497233.1, XP_026498697.1	HMEL034045g1.t1
OG0008572	XP_026497215.1	HMEL017404g1.t1
OG0008573	XP_026493630.1	HMEL010444g1.t1
OG0008575	XP_026493432.1	HMEL020813g1.t1
OG0008576	XP_026483668.1	HMEL018010g1.t1
OG0008578	XP_026489892.1	HMEL035005g1.t1
OG0008580	XP_026489912.1	HMEL035007g1.t1
OG0008581	XP_026494590.1	HMEL010988-RA
OG0008582	XP_026493638.1	HMEL014151g1.t1
OG0008583	XP_026493636.1	HMEL022186g1.t1, HMEL014149g1.t1
OG0008584	XP_026490712.1	HMEL034053g1.t1
OG0008587	XP_026490181.1	HMEL016546g1.t1
OG0008588	XP_026498432.1	HMEL017415g1.t1
OG0008589	XP_026498727.1	HMEL006198g1.t1
OG0008590	XP_026493444.1	HMEL032449g1.t1
OG0008591	XP_026489986.1	HMEL035011g1.t1
OG0008592	XP_026500282.1	HMEL035672g1.t1, HMEL010380g1.t1
OG0008593	XP_026499462.1	HMEL031761g1.t1
OG0008595	XP_026492309.1	HMEL031526g1.t1
OG0008596	XP_026489717.1	HMEL021611g1.t1
OG0008597	XP_026494426.1	HMEL032453g1.t1
OG0008598	XP_026498447.1	HMEL007163g1.t1
OG0008600	XP_026483290.1	HMEL005537g1.t1
OG0008601	XP_026496220.1	HMEL016212g1.t1
OG0008602	XP_026489716.1	HMEL009900g1.t1
OG0008603	XP_026493080.1	HMEL016045g1.t1
OG0008604	XP_026492461.1	HMEL013959g1.t1
OG0008605	XP_026493082.1	HMEL036412g1.t1
OG0008606	XP_026501130.1	HMEL008660g1.t1
OG0008607	XP_026492240.1	HMEL002712g1.t1
OG0008608	XP_026497255.1	HMEL032276g1.t1
OG0008610	XP_026495529.1	HMEL008248g1.t1
OG0008611	XP_026486584.1	HMEL004063g1.t1
OG0008612	XP_026492147.1, XP_026492148.1	HMEL002718g1.t1
OG0008614	XP_026495856.1	HMEL004012g1.t1
OG0008615	XP_026489656.1	HMEL020910g1.t1
OG0008616	XP_026493078.1	HMEL036415g1.t1
OG0008617	XP_026486605.1	HMEL004073g1.t1
OG0008618	XP_026494204.1	HMEL038017g1.t1
OG0008620	XP_026492623.1	HMEL004496g1.t1
OG0008621	XP_026495797.1	HMEL008222g1.t1
OG0008624	XP_026494297.1	HMEL007637g1.t1
OG0008625	XP_026500507.1	HMEL004493g1.t1
OG0008626	XP_026495858.1	HMEL003200g1.t1
OG0008627	XP_026483473.1	HMEL014563g1.t1
OG0008628	XP_026494128.1	HMEL037217g1.t1, HMEL030556g1.t1, HMEL015132g1.t1
OG0008629	XP_026494296.1	HMEL007636g1.t1
OG0008630	XP_026498420.1	HMEL012928g1.t1
OG0008633	XP_026496034.1	HMEL036628g1.t1
OG0008635	XP_026494203.1	HMEL038020g1.t1
OG0008636	XP_026486588.1	HMEL004076g1.t1
OG0008637	XP_026483393.1	HMEL012323g1.t1
OG0008638	XP_026490368.1	HMEL022169g1.t1
OG0008639	XP_026500105.1	HMEL009269g1.t1
OG0008641	XP_026494414.1	HMEL037956g1.t1
OG0008643	XP_026499027.1	HMEL009945g1.t1
OG0008644	XP_026500193.1	HMEL009272g1.t1
OG0008645	XP_026499030.1	HMEL021302g1.t1
OG0008646	XP_026484342.1	HMEL015092g1.t1
OG0008647	XP_026494261.1	HMEL004729g1.t1
OG0008648	XP_026491324.1	HMEL033940g1.t1
OG0008649	XP_026484561.1	HMEL020237g1.t1
OG0008650	XP_026488760.1	HMEL037368g1.t1
OG0008651	XP_026488761.1	HMEL037369g1.t1
OG0008653	XP_026498485.1	HMEL008294g1.t1
OG0008655	XP_026484456.1	HMEL015089g1.t1
OG0008656	XP_026498712.1	HMEL034629g1.t1
OG0008657	XP_026500244.1	HMEL003874g1.t1
OG0008658	XP_026488142.1	HMEL017260g1.t1
OG0008662	XP_026488964.1	HMEL037507g1.t1
OG0008663	XP_026484759.1	HMEL015087g1.t1
OG0008665	XP_026489528.1	HMEL011484g1.t1
OG0008667	XP_026498704.1	HMEL006179g1.t1
OG0008668	XP_026499467.1	HMEL006611g1.t1
OG0008669	XP_026491429.1	HMEL021917g1.t1
OG0008670	XP_026495912.1	HMEL008360g1.t1
OG0008671	XP_026495537.1	HMEL008918g1.t1
OG0008672	XP_026489119.1	HMEL037508g1.t1
OG0008673	XP_026489105.1	HMEL037509g1.t1
OG0008674	XP_026483552.1, XP_026483553.1	HMEL035337g1.t1
OG0008675	XP_026486411.1	HMEL022632g1.t1
OG0008676	XP_026483555.1	HMEL035336g1.t1
OG0008677	XP_026492885.1	HMEL005631g1.t1
OG0008678	XP_026492897.1	HMEL032468g1.t1
OG0008679	XP_026495731.1	HMEL015046g1.t1
OG0008680	XP_026489115.1	HMEL021982g1.t1
OG0008681	XP_026501156.1	HMEL017878g1.t1
OG0008682	XP_026497692.1	HMEL013202g1.t1
OG0008684	XP_026490359.1	HMEL032234g1.t1
OG0008685	XP_026500232.1	HMEL009669g1.t1
OG0008686	XP_026494259.1	HMEL013030g1.t1
OG0008687	XP_026483432.1	HMEL003738g1.t1
OG0008688	XP_026486922.1	HMEL034485g1.t1
OG0008689	XP_026500813.1	HMEL009808g1.t1
OG0008690	XP_026491187.1	HMEL002620g1.t1
OG0008691	XP_026492307.1	HMEL014456g1.t1
OG0008692	XP_026500314.1	HMEL034086g1.t1
OG0008693	XP_026483195.1	HMEL034884g1.t1
OG0008694	XP_026500781.1	HMEL013852g1.t1
OG0008695	XP_026486774.1	HMEL034085g1.t1
OG0008696	XP_026490428.1	HMEL031391g1.t1
OG0008698	XP_026490530.1	HMEL017307g1.t1
OG0008699	XP_026496288.1	HMEL016235-RA
OG0008700	XP_026490506.1	HMEL017308g1.t1
OG0008701	XP_026484294.1	HMEL002549g1.t1
OG0008702	XP_026483477.1	HMEL035329g1.t1
OG0008703	XP_026489383.1	HMEL014752g1.t1
OG0008704	XP_026498805.1	HMEL006170g1.t1
OG0008705	XP_026492193.1	HMEL010526g1.t1
OG0008708	XP_026490132.1, XP_026490133.1	HMEL031821g1.t1
OG0008709	XP_026490091.1	HMEL031823g1.t1
OG0008710	XP_026500216.1	HMEL009678g1.t1
OG0008711	XP_026490125.1	HMEL017997g1.t1
OG0008712	XP_026500207.1	HMEL009679g1.t1
OG0008714	XP_026494849.1	HMEL012539g1.t1
OG0008716	XP_026494403.1	HMEL037976g1.t1
OG0008717	XP_026494970.1	HMEL035025g1.t1
OG0008718	XP_026488562.1	HMEL017227g1.t1
OG0008719	XP_026490357.1	HMEL032229g1.t1
OG0008722	XP_026488580.1	HMEL017225g1.t1
OG0008725	XP_026490138.1	HMEL031828g1.t1
OG0008727	XP_026492416.1	HMEL016960g1.t1
OG0008728	XP_026489515.1	HMEL010759g1.t1
OG0008729	XP_026493270.1	HMEL008390g1.t1
OG0008730	XP_026490143.1	HMEL007198g1.t1
OG0008731	XP_026487188.1	HMEL022250g1.t1
OG0008734	XP_026483740.1	HMEL037390g1.t1
OG0008736	XP_026494657.1	HMEL033586g1.t1
OG0008739	XP_026496320.1	HMEL017481g1.t1
OG0008742	XP_026494272.1	HMEL037968g1.t1
OG0008743	XP_026496327.1	HMEL034352g1.t1
OG0008744	XP_026500150.1	HMEL011590g1.t1
OG0008745	XP_026494282.1	HMEL037966g1.t1
OG0008746	XP_026494280.1	HMEL022344g1.t1
OG0008747	XP_026500818.1	HMEL009815g1.t1
OG0008748	XP_026488845.1	HMEL007042g1.t1
OG0008749	XP_026484723.1	HMEL010347g1.t1
OG0008751	XP_026484724.1	HMEL010348g1.t1
OG0008753	XP_026501067.1	HMEL034871g1.t1
OG0008754	XP_026500845.1	HMEL035716g1.t1, HMEL009818g1.t1
OG0008755	XP_026495146.1	HMEL035032g1.t1
OG0008757	XP_026500142.1	HMEL030508g1.t1
OG0008758	XP_026489513.1	HMEL034830g1.t1
OG0008759	XP_026489512.1	HMEL016431g1.t1
OG0008760	XP_026500101.1	HMEL014895g1.t1
OG0008761	XP_026483859.1	HMEL011211g1.t1
OG0008762	XP_026500100.1	HMEL014894g1.t1
OG0008763	XP_026483220.1	HMEL037203g1.t1
OG0008764	XP_026483857.1	HMEL011210g1.t1
OG0008765	XP_026501034.1	HMEL016422g1.t1
OG0008766	XP_026485604.1	HMEL025050-RA
OG0008767	XP_026500501.1	HMEL009251g1.t1
OG0008768	XP_026485411.1	HMEL025052-RA
OG0008769	XP_026494617.1	HMEL002783g1.t1
OG0008770	XP_026489113.1	HMEL015516g1.t1
OG0008771	XP_026489757.1	HMEL034152g1.t1
OG0008772	XP_026490361.1	HMEL032223g1.t1
OG0008773	XP_026485443.1	HMEL016419g1.t1
OG0008774	XP_026494616.1	HMEL002782g1.t1
OG0008775	XP_026494615.1	HMEL004389g1.t1
OG0008776	XP_026501809.1, XP_026487153.1, XP_026494130.1, XP_026493371.1, XP_026496530.1	HMEL032993g1.t1
OG0008777	XP_026489398.1	HMEL013459g1.t1
OG0008779	XP_026497295.1	HMEL009461g1.t1
OG0008780	XP_026497300.1	HMEL009458g1.t1
OG0008785	XP_026491252.1	HMEL021821g1.t1
OG0008788	XP_026483787.1	HMEL037392g1.t1
OG0008789	XP_026487125.1	HMEL017186g1.t1
OG0008790	XP_026501715.1	HMEL014463g1.t1
OG0008792	XP_026486276.1	HMEL015364g1.t1
OG0008793	XP_026499363.1	HMEL031379g1.t1
OG0008794	XP_026495320.1	HMEL007730g1.t1
OG0008796	XP_026496314.1	HMEL017493-RA
OG0008797	XP_026484446.1	HMEL013578g1.t1
OG0008798	XP_026495556.1	HMEL007206g1.t1
OG0008799	XP_026494835.1	HMEL035045g1.t1
OG0008800	XP_026494679.1	HMEL022521-RA
OG0008801	XP_026488643.1	HMEL005227g1.t1
OG0008802	XP_026493396.1	HMEL007438g1.t1
OG0008803	XP_026487113.1	HMEL030209g1.t1
OG0008804	XP_026494604.1	HMEL004400g1.t1
OG0008805	XP_026494635.1	HMEL010237g1.t1
OG0008806	XP_026484783.1	HMEL006525g1.t1
OG0008807	XP_026499393.1	HMEL031376g1.t1
OG0008808	XP_026494975.1	HMEL003820g1.t1
OG0008809	XP_026486794.1	HMEL017290g1.t1
OG0008811	XP_026484411.1	HMEL008752g1.t1
OG0008812	XP_026487931.1	HMEL022589g1.t1
OG0008814	XP_026496319.1	HMEL017500-RA
OG0008815	XP_026495354.1	HMEL003825g1.t1
OG0008817	XP_026493929.1	HMEL033568g1.t1
OG0008818	XP_026491851.1	HMEL032205g1.t1
OG0008819	XP_026492343.1	HMEL011904g1.t1
OG0008820	XP_026486192.1	HMEL008095g1.t1
OG0008821	XP_026494000.1	HMEL033566g1.t1
OG0008822	XP_026484795.1	HMEL007185g1.t1
OG0008823	XP_026485353.1	HMEL025056-RA
OG0008824	XP_026485838.1	HMEL021388g1.t1
OG0008825	XP_026488644.1	HMEL012392g1.t1
OG0008827	XP_026495592.1	HMEL004769g1.t1
OG0008828	XP_026486141.1	HMEL020720g1.t1
OG0008830	XP_026495035.1	HMEL020919g1.t1
OG0008831	XP_026492252.1	HMEL011913g1.t1
OG0008832	XP_026486939.1	HMEL009221g1.t1
OG0008833	XP_026501237.1	HMEL017882g1.t1
OG0008834	XP_026489373.1	HMEL013451g1.t1
OG0008835	XP_026494956.1	HMEL006222g1.t1
OG0008836	XP_026499384.1	HMEL016842g1.t1
OG0008838	XP_026488339.1	HMEL021235g1.t1
OG0008839	XP_026497593.1	HMEL030401g1.t1
OG0008840	XP_026488260.1	HMEL032827g1.t1
OG0008841	XP_026488259.1	HMEL021237g1.t1
OG0008844	XP_026488436.1	HMEL005572g1.t1
OG0008846	XP_026493510.1	HMEL007682g1.t1
OG0008847	XP_026485842.1	HMEL031871g1.t1
OG0008848	XP_026492361.1	HMEL011924g1.t1
OG0008849	XP_026485788.1	HMEL005401g1.t1
OG0008850	XP_026493283.1	HMEL036469g1.t1
OG0008851	XP_026491024.1	HMEL006975g1.t1
OG0008852	XP_026499209.1	HMEL017846g1.t1
OG0008854	XP_026483683.1	HMEL008484g1.t1
OG0008856	XP_026491749.1	HMEL007702g1.t1
OG0008857	XP_026493391.1	HMEL036473g1.t1
OG0008858	XP_026493851.1	HMEL015109g1.t1
OG0008859	XP_026493867.1	HMEL032515g1.t1
OG0008860	XP_026483669.1	HMEL037405g1.t1
OG0008861	XP_026492160.1	HMEL011932g1.t1
OG0008862	XP_026491813.1	HMEL033878g1.t1
OG0008864	XP_026499178.1	HMEL013691g1.t1
OG0008865	XP_026492454.1	HMEL008616g1.t1
OG0008866	XP_026495609.1	HMEL036656g1.t1
OG0008868	XP_026497908.1	HMEL025045g1.t1
OG0008869	XP_026496804.1	HMEL003218g1.t1
OG0008872	XP_026496202.1	HMEL011010-RA
OG0008873	XP_026483073.1	HMEL011523g1.t1
OG0008874	XP_026483176.1	HMEL010823g1.t1
OG0008876	XP_026483071.1	HMEL010822g1.t1
OG0008880	XP_026489372.1	HMEL013457g1.t1
OG0008881	XP_026486136.1	HMEL031881g1.t1
OG0008882	XP_026501466.1	HMEL014650g1.t1
OG0008883	XP_026488221.1	HMEL032807g1.t1
OG0008884	XP_026489385.1	HMEL002732g1.t1
OG0008885	XP_026484742.1	HMEL031175g1.t1
OG0008886	XP_026484664.1	HMEL031174g1.t1
OG0008890	XP_026499200.1	HMEL013676g1.t1
OG0008891	XP_026498067.1	HMEL002160g1.t1
OG0008892	XP_026493305.1	HMEL014389g1.t1
OG0008893	XP_026483084.1	HMEL037184g1.t1
OG0008894	XP_026485050.1	HMEL004303g1.t1
OG0008895	XP_026501413.1	HMEL034815g1.t1
OG0008896	XP_026485550.1	HMEL006043g1.t1
OG0008897	XP_026491576.1	HMEL021650g1.t1
OG0008898	XP_026498139.1	HMEL002158g1.t1
OG0008899	XP_026485557.1	HMEL006044g1.t1
OG0008900	XP_026485480.1	HMEL004298g1.t1
OG0008901	XP_026499673.1	HMEL031625g1.t1
OG0008902	XP_026485336.1	HMEL006048g1.t1
OG0008906	XP_026484725.1	HMEL006559g1.t1
OG0008907	XP_026496349.1	HMEL015740g1.t1
OG0008908	XP_026499910.1	HMEL013427g1.t1
OG0008910	XP_026494885.1	HMEL035071g1.t1
OG0008911	XP_026487680.1	HMEL012434g1.t1
OG0008912	XP_026491805.1	HMEL033865g1.t1
OG0008913	XP_026495783.1	HMEL036640g1.t1
OG0008914	XP_026493318.1	HMEL014400g1.t1
OG0008915	XP_026496757.1	HMEL002772g1.t1
OG0008916	XP_026499590.1	HMEL017582g1.t1
OG0008917	XP_026487860.1	HMEL005922g1.t1
OG0008918	XP_026487867.1	HMEL030793g1.t1
OG0008919	XP_026492430.1	HMEL010663g1.t1
OG0008920	XP_026491650.1	HMEL032536g1.t1
OG0008921	XP_026491416.1	HMEL004875g1.t1
OG0008923	XP_026499859.1	HMEL016804g1.t1
OG0008924	XP_026496686.1	HMEL002774g1.t1
OG0008926	XP_026491804.1	HMEL004874g1.t1
