Orthogroup	Vanessa_tameamea	Heliconius_erato_lativitta
OG0008281	XP_026490683.1	HEL_011687-RA
OG0008282	XP_026498790.1, XP_026498788.1, XP_026498789.1	HEL_008892-RA
OG0008283	XP_026483450.1	HEL_006262-RA
OG0008284	XP_026483984.1	HEL_005943-RA
OG0008285	XP_026490586.1	HEL_011348-RA
OG0008286	XP_026488999.1, XP_026489000.1	HEL_014502-RA
OG0008287	XP_026485471.1	HEL_004370-RA
OG0008288	XP_026484693.1, XP_026484691.1	HEL_001232-RA
OG0008289	XP_026493072.1	HEL_011581-RA
OG0008291	XP_026494401.1	HEL_014232-RA
OG0008292	XP_026499888.1	HEL_004878-RA, HEL_004879-RA
OG0008293	XP_026483330.1	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA
OG0008294	XP_026490024.1, XP_026490020.1, XP_026490022.1, XP_026490023.1	HEL_004137-RA
OG0008295	XP_026494181.1	HEL_013856-RA
OG0008296	XP_026484195.1	HEL_006000-RA
OG0008297	XP_026489339.1	HEL_002280-RA
OG0008298	XP_026483451.1	HEL_010058-RA, HEL_010057-RA
OG0008299	XP_026495665.1	HEL_012750-RA
OG0008300	XP_026500194.1	HEL_002065-RA, HEL_002066-RA
OG0008301	XP_026485825.1	HEL_010957-RA
OG0008302	XP_026488273.1	HEL_009369-RA
OG0008303	XP_026498202.1	HEL_014010-RA
OG0008304	XP_026494446.1	HEL_004801-RA, HEL_004800-RA
OG0008305	XP_026485404.1	HEL_004350-RA
OG0008306	XP_026487714.1	HEL_003005-RA
OG0008307	XP_026497554.1	HEL_009635-RA
OG0008308	XP_026491573.1	HEL_008696-RA
OG0008309	XP_026499361.1	HEL_004915-RA
OG0008310	XP_026490210.1	HEL_005031-RA
OG0008311	XP_026493295.1	HEL_007311-RA
OG0008312	XP_026496352.1	HEL_010429-RA
OG0008313	XP_026484876.1	HEL_001400-RA, HEL_001399-RA
OG0008314	XP_026490937.1	HEL_011516-RA
OG0008315	XP_026483577.1, XP_026483578.1	HEL_010118-RA
OG0008316	XP_026493823.1	HEL_012296-RA, HEL_012295-RA, HEL_012292-RA
OG0008317	XP_026499692.1	HEL_012169-RA, HEL_012167-RA
OG0008318	XP_026486085.1	HEL_000146-RA
OG0008319	XP_026491999.1	HEL_006554-RA
OG0008320	XP_026500264.1	HEL_012087-RA
OG0008321	XP_026486814.1	HEL_009801-RA, HEL_009804-RA
OG0008322	XP_026496498.1	HEL_008138-RA
OG0008323	XP_026494300.1	HEL_003677-RA
OG0008324	XP_026498236.1	HEL_000280-RA
OG0008325	XP_026496563.1	HEL_006782-RA
OG0008326	XP_026489669.1, XP_026489668.1	HEL_013827-RA
OG0008327	XP_026490908.1	HEL_011442-RA
OG0008328	XP_026483314.1, XP_026483312.1, XP_026483313.1	HEL_008666-RA
OG0008329	XP_026486066.1	HEL_013323-RA
OG0008330	XP_026490315.1, XP_026490316.1	HEL_008648-RA
OG0008331	XP_026489460.1	HEL_006213-RA
OG0008332	XP_026486063.1	HEL_000045-RA
OG0008333	XP_026491827.1	HEL_008802-RA, HEL_008801-RA
OG0008334	XP_026488408.1, XP_026488409.1	HEL_007467-RA
OG0008335	XP_026483236.1, XP_026483227.1	HEL_008029-RA
OG0008336	XP_026496208.1, XP_026496209.1	HEL_010849-RA
OG0008338	XP_026485502.1	HEL_012385-RA
OG0008339	XP_026491441.1	HEL_008778-RA
OG0008341	XP_026489216.1	HEL_009786-RA
OG0008342	XP_026490141.1, XP_026490140.1	HEL_007701-RA
OG0008343	XP_026487403.1	HEL_003147-RA
OG0008344	XP_026496697.1	HEL_006101-RA, HEL_006099-RA
OG0008345	XP_026497889.1	HEL_002635-RA, HEL_002636-RA
OG0008346	XP_026493758.1	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA
OG0008347	XP_026492614.1	HEL_002847-RA
OG0008348	XP_026486580.1	HEL_012617-RA
OG0008349	XP_026486578.1	HEL_012618-RA
OG0008350	XP_026498571.1	HEL_005477-RA
OG0008351	XP_026498850.1	HEL_009902-RA, HEL_009901-RA
OG0008353	XP_026494361.1	HEL_003745-RA, HEL_003746-RA, HEL_003747-RA
OG0008368	XP_026499607.1	HEL_012190-RA
OG0008370	XP_026493728.1	HEL_002781-RA
OG0008371	XP_026488288.1	HEL_009414-RA
OG0008372	XP_026498842.1	HEL_011822-RA
OG0008373	XP_026498700.1	HEL_002223-RA
OG0008374	XP_026487097.1	HEL_006971-RA
OG0008378	XP_026489248.1	HEL_002225-RA
OG0008380	XP_026486763.1	HEL_004166-RA
OG0008381	XP_026492107.1	HEL_003497-RA
OG0008382	XP_026497269.1	HEL_001897-RA
OG0008384	XP_026497270.1	HEL_001895-RA
OG0008385	XP_026496421.1	HEL_005352-RA
OG0008386	XP_026492123.1	HEL_003493-RA
OG0008387	XP_026490151.1	HEL_007643-RA
OG0008392	XP_026483897.1	HEL_002187-RA
OG0008393	XP_026497275.1	HEL_001890-RA
OG0008395	XP_026497426.1	HEL_001889-RA
OG0008396	XP_026492915.1	HEL_005370-RA
OG0008399	XP_026498996.1	HEL_009470-RA
OG0008400	XP_026497359.1	HEL_001927-RA
OG0008401	XP_026501039.1	HEL_012510-RA
OG0008402	XP_026500864.1	HEL_009690-RA
OG0008407	XP_026490002.1	HEL_010486-RA
OG0008408	XP_026499033.1	HEL_009476-RA
OG0008410	XP_026492918.1	HEL_005374-RA
OG0008412	XP_026500915.1	HEL_010159-RA
OG0008413	XP_026488520.1	HEL_005328-RA
OG0008414	XP_026485807.1	HEL_010973-RA
OG0008415	XP_026485677.1	HEL_005375-RA
OG0008416	XP_026492141.1	HEL_003462-RA
OG0008417	XP_026489343.1	HEL_002238-RA
OG0008418	XP_026497339.1	HEL_001867-RA
OG0008420	XP_026497302.1	HEL_001865-RA
OG0008421	XP_026490331.1	HEL_007118-RA
OG0008422	XP_026500992.1	HEL_012520-RA
OG0008427	XP_026487016.1	HEL_006986-RA
OG0008428	XP_026496302.1	HEL_005317-RA
OG0008430	XP_026500994.1	HEL_012526-RA
OG0008431	XP_026483124.1	HEL_013060-RA
OG0008433	XP_026500987.1	HEL_012531-RA
OG0008435	XP_026497331.1	HEL_001862-RA
OG0008436	XP_026501217.1	HEL_001712-RA
OG0008439	XP_026487015.1	HEL_006994-RA
OG0008441	XP_026500936.1	HEL_004032-RA
OG0008446	XP_026484170.1	HEL_002203-RA
OG0008447	XP_026496166.1	HEL_007733-RA
OG0008448	XP_026500906.1	HEL_000465-RA
OG0008449	XP_026489314.1	HEL_002247-RA
OG0008450	XP_026496348.1	HEL_005306-RA
OG0008451	XP_026501038.1	HEL_012540-RA
OG0008452	XP_026500474.1	HEL_009655-RA
OG0008453	XP_026496169.1	HEL_007730-RA
OG0008454	XP_026483223.1	HEL_004059-RA
OG0008456	XP_026499999.1	HEL_003361-RA
OG0008460	XP_026484069.1	HEL_002212-RA
OG0008461	XP_026493233.1	HEL_013864-RA
OG0008462	XP_026487011.1	HEL_012396-RA
OG0008463	XP_026483597.1	HEL_012642-RA
OG0008465	XP_026483126.1	HEL_011672-RA
OG0008466	XP_026496265.1	HEL_005280-RA
OG0008467	XP_026487063.1	HEL_012399-RA
OG0008468	XP_026490089.1	HEL_010185-RA
OG0008469	XP_026492126.1	HEL_003502-RA
OG0008471	XP_026501695.1	HEL_005403-RA
OG0008472	XP_026487946.1	HEL_008917-RA
OG0008477	XP_026487973.1	HEL_008914-RA
OG0008482	XP_026489330.1	HEL_002264-RA
OG0008484	XP_026483915.1	HEL_002219-RA, HEL_002216-RA
OG0008487	XP_026500363.1	HEL_013215-RA
OG0008489	XP_026500361.1	HEL_013214-RA
OG0008490	XP_026487966.1	HEL_008901-RA
OG0008493	XP_026498824.1	HEL_013504-RA
OG0008494	XP_026501706.1	HEL_005415-RA
OG0008495	XP_026487064.1	HEL_012410-RA
OG0008498	XP_026494184.1	HEL_014585-RA
OG0008500	XP_026487076.1	HEL_012412-RA
OG0008501	XP_026491226.1	HEL_003970-RA
OG0008504	XP_026500365.1	HEL_013206-RA
OG0008507	XP_026499510.1	HEL_004078-RA
OG0008508	XP_026500957.1	HEL_013061-RA
OG0008509	XP_026500237.1	HEL_002068-RA
OG0008513	XP_026487259.1	HEL_000763-RA
OG0008514	XP_026483468.1	HEL_013895-RA
OG0008520	XP_026489281.1	HEL_002267-RA
OG0008522	XP_026494140.1	HEL_000774-RA
OG0008523	XP_026496310.1	HEL_005262-RA
OG0008525	XP_026495461.1	HEL_008236-RA
OG0008526	XP_026500069.1	HEL_011763-RA
OG0008527	XP_026497213.1	HEL_013189-RA
OG0008530	XP_026498221.1	HEL_011761-RA, HEL_011760-RA
OG0008531	XP_026498426.1	HEL_013186-RA
OG0008532	XP_026492366.1	HEL_003514-RA
OG0008536	XP_026496241.1	HEL_005246-RA
OG0008539	XP_026498424.1	HEL_013185-RA
OG0008541	XP_026492943.1	HEL_009020-RA
OG0008542	XP_026495792.1	HEL_005673-RA
OG0008543	XP_026498428.1	HEL_013182-RA
OG0008544	XP_026488739.1	HEL_011244-RA
OG0008547	XP_026488730.1	HEL_011240-RA
OG0008548	XP_026499535.1	HEL_004085-RA
OG0008549	XP_026490199.1	HEL_010201-RA
OG0008550	XP_026489935.1	HEL_010546-RA
OG0008551	XP_026495409.1	HEL_008213-RA
OG0008552	XP_026483516.1	HEL_010151-RA
OG0008554	XP_026501185.1	HEL_001773-RA
OG0008555	XP_026501190.1	HEL_001775-RA
OG0008557	XP_026495814.1	HEL_005684-RA
OG0008558	XP_026494376.1	HEL_014301-RA
OG0008559	XP_026494502.1	HEL_014304-RA
OG0008560	XP_026498045.1	HEL_012433-RA
OG0008561	XP_026489615.1	HEL_010203-RA
OG0008562	XP_026490196.1	HEL_003318-RA
OG0008564	XP_026490145.1	HEL_007574-RA
OG0008565	XP_026501142.1	HEL_001789-RA
OG0008566	XP_026492969.1	HEL_008875-RA
OG0008567	XP_026497217.1	HEL_013166-RA
OG0008568	XP_026489941.1	HEL_010548-RA
OG0008569	XP_026494247.1	HEL_006411-RA
OG0008570	XP_026497233.1, XP_026498697.1	HEL_004024-RA
OG0008571	XP_026496332.1	HEL_005233-RA
OG0008572	XP_026497215.1	HEL_013165-RA
OG0008574	XP_026492891.1	HEL_005430-RA
OG0008575	XP_026493432.1	HEL_014318-RA
OG0008576	XP_026483668.1	HEL_010207-RA
OG0008578	XP_026489892.1	HEL_010557-RA
OG0008580	XP_026489912.1	HEL_010561-RA
OG0008581	XP_026494590.1	HEL_006393-RA
OG0008582	XP_026493638.1	HEL_010269-RA
OG0008583	XP_026493636.1	HEL_010268-RA
OG0008584	XP_026490712.1	HEL_004105-RA
OG0008585	XP_026490180.1	HEL_005046-RA
OG0008586	XP_026496350.1	HEL_005224-RA
OG0008587	XP_026490181.1	HEL_005047-RA
OG0008590	XP_026493444.1	HEL_006399-RA
OG0008592	XP_026500282.1	HEL_009675-RA
OG0008597	XP_026494426.1	HEL_006404-RA
OG0008598	XP_026498447.1	HEL_011127-RA
OG0008600	XP_026483290.1	HEL_005059-RA
OG0008601	XP_026496220.1	HEL_010859-RA
OG0008603	XP_026493080.1	HEL_009722-RA
OG0008604	XP_026492461.1	HEL_009366-RA
OG0008605	XP_026493082.1	HEL_009723-RA
OG0008607	XP_026492240.1	HEL_003547-RA
OG0008610	XP_026495529.1	HEL_005711-RA
OG0008612	XP_026492147.1, XP_026492148.1	HEL_003554-RA
OG0008614	XP_026495856.1	HEL_005718-RA
OG0008617	XP_026486605.1	HEL_002526-RA
OG0008618	XP_026494204.1	HEL_003679-RA
OG0008619	XP_026497666.1	HEL_004945-RA
OG0008620	XP_026492623.1	HEL_010232-RA
OG0008621	XP_026495797.1	HEL_005719-RA
OG0008622	XP_026488742.1	HEL_011298-RA
OG0008623	XP_026500478.1	HEL_010234-RA
OG0008624	XP_026494297.1	HEL_003672-RA
OG0008627	XP_026483473.1	HEL_010122-RA
OG0008628	XP_026494128.1	HEL_013608-RA
OG0008629	XP_026494296.1	HEL_003671-RA
OG0008630	XP_026498420.1	HEL_011108-RA
OG0008633	XP_026496034.1	HEL_005725-RA
OG0008634	XP_026488743.1	HEL_011309-RA
OG0008636	XP_026486588.1	HEL_002530-RA
OG0008637	XP_026483393.1	HEL_010113-RA
OG0008639	XP_026500105.1	HEL_002135-RA
OG0008644	XP_026500193.1	HEL_002138-RA
OG0008649	XP_026484561.1	HEL_008047-RA
OG0008650	XP_026488760.1	HEL_011317-RA
OG0008651	XP_026488761.1	HEL_011318-RA
OG0008658	XP_026488142.1	HEL_002296-RA
OG0008659	XP_026489899.1	HEL_009046-RA
OG0008662	XP_026488964.1	HEL_000808-RA
OG0008663	XP_026484759.1	HEL_001701-RA
OG0008665	XP_026489528.1	HEL_011069-RA
OG0008667	XP_026498704.1	HEL_011840-RA
OG0008671	XP_026495537.1	HEL_005824-RA
OG0008673	XP_026489105.1	HEL_000812-RA
OG0008675	XP_026486411.1	HEL_011793-RA
OG0008677	XP_026492885.1	HEL_006420-RA
OG0008678	XP_026492897.1	HEL_006421-RA
OG0008679	XP_026495731.1	HEL_005817-RA
OG0008683	XP_026494820.1	HEL_009058-RA
OG0008685	XP_026500232.1	HEL_002156-RA
OG0008686	XP_026494259.1	HEL_014563-RA
OG0008687	XP_026483432.1	HEL_010094-RA
OG0008688	XP_026486922.1	HEL_004655-RA
OG0008689	XP_026500813.1	HEL_012064-RA
OG0008690	XP_026491187.1	HEL_014035-RA
OG0008691	XP_026492307.1	HEL_003564-RA
OG0008694	XP_026500781.1	HEL_000730-RA
OG0008696	XP_026490428.1	HEL_004986-RA
OG0008699	XP_026496288.1	HEL_010840-RA
OG0008700	XP_026490506.1	HEL_006433-RA
OG0008702	XP_026483477.1	HEL_010089-RA
OG0008703	XP_026489383.1	HEL_014524-RA
OG0008704	XP_026498805.1	HEL_011831-RA
OG0008706	XP_026496806.1	HEL_007831-RA
OG0008708	XP_026490132.1, XP_026490133.1	HEL_007689-RA
OG0008710	XP_026500216.1	HEL_002165-RA
OG0008711	XP_026490125.1	HEL_007695-RA
OG0008713	XP_026494848.1	HEL_009078-RA
OG0008714	XP_026494849.1	HEL_009079-RA
OG0008715	XP_026494966.1	HEL_009083-RA
OG0008720	XP_026488552.1	HEL_002329-RA
OG0008723	XP_026489336.1	HEL_002244-RA
OG0008726	XP_026494406.1	HEL_014229-RA
OG0008727	XP_026492416.1	HEL_009283-RA
OG0008728	XP_026489515.1	HEL_008084-RA
OG0008729	XP_026493270.1	HEL_009740-RA
OG0008730	XP_026490143.1	HEL_007702-RA
OG0008733	XP_026492703.1	HEL_006440-RA
OG0008735	XP_026486447.1	HEL_004644-RA
OG0008736	XP_026494657.1	HEL_011204-RA
OG0008738	XP_026483569.1	HEL_010083-RA
OG0008739	XP_026496320.1	HEL_010828-RA
OG0008740	XP_026500894.1	HEL_012060-RA
OG0008742	XP_026494272.1	HEL_014228-RA
OG0008744	XP_026500150.1	HEL_014387-RA
OG0008747	XP_026500818.1	HEL_012058-RA
OG0008748	XP_026488845.1	HEL_014503-RA
OG0008749	XP_026484723.1	HEL_001666-RA
OG0008751	XP_026484724.1	HEL_001665-RA
OG0008753	XP_026501067.1	HEL_008087-RA
OG0008754	XP_026500845.1	HEL_009699-RA
OG0008756	XP_026499540.1	HEL_007710-RA
OG0008764	XP_026483857.1	HEL_011383-RA
OG0008765	XP_026501034.1	HEL_007977-RA
OG0008766	XP_026485604.1	HEL_004342-RA
OG0008767	XP_026500501.1	HEL_013259-RA
OG0008768	XP_026485411.1	HEL_004336-RA
OG0008769	XP_026494617.1	HEL_011183-RA
OG0008770	XP_026489113.1	HEL_014393-RA
OG0008774	XP_026494616.1	HEL_011182-RA
OG0008775	XP_026494615.1	HEL_011181-RA
OG0008776	XP_026501809.1, XP_026487153.1, XP_026494130.1, XP_026493371.1, XP_026496530.1	HEL_006381-RA
OG0008779	XP_026497295.1	HEL_001940-RA
OG0008780	XP_026497300.1	HEL_001948-RA
OG0008782	XP_026494874.1	HEL_009108-RA
OG0008783	XP_026484637.1	HEL_001653-RA
OG0008784	XP_026491752.1	HEL_008845-RA
OG0008785	XP_026491252.1	HEL_008841-RA
OG0008786	XP_026500283.1	HEL_009670-RA
OG0008789	XP_026487125.1	HEL_002363-RA
OG0008790	XP_026501715.1	HEL_009247-RA
OG0008793	XP_026499363.1	HEL_004933-RA
OG0008794	XP_026495320.1	HEL_009119-RA
OG0008795	XP_026486274.1	HEL_007723-RA
OG0008796	XP_026496314.1	HEL_010809-RA
OG0008800	XP_026494679.1	HEL_011154-RA
OG0008801	XP_026488643.1	HEL_013686-RA
OG0008802	XP_026493396.1	HEL_013766-RA
OG0008803	XP_026487113.1	HEL_002368-RA
OG0008804	XP_026494604.1	HEL_011171-RA
OG0008805	XP_026494635.1	HEL_011148-RA
OG0008808	XP_026494975.1	HEL_009136-RA
OG0008809	XP_026486794.1	HEL_009799-RA
OG0008810	XP_026484556.1	HEL_001639-RA
OG0008811	XP_026484411.1	HEL_008016-RA
OG0008813	XP_026490975.1	HEL_005118-RA
OG0008814	XP_026496319.1	HEL_010808-RA
OG0008815	XP_026495354.1	HEL_009149-RA, HEL_009148-RA
OG0008818	XP_026491851.1	HEL_000383-RA
OG0008819	XP_026492343.1	HEL_010694-RA
OG0008820	XP_026486192.1	HEL_013274-RA
OG0008821	XP_026494000.1	HEL_011139-RA
OG0008822	XP_026484795.1	HEL_001638-RA
OG0008823	XP_026485353.1	HEL_004329-RA
OG0008826	XP_026488634.1	HEL_002379-RA
OG0008829	XP_026495572.1	HEL_006482-RA
OG0008830	XP_026495035.1	HEL_006485-RA
OG0008831	XP_026492252.1	HEL_010704-RA
OG0008832	XP_026486939.1	HEL_009795-RA
OG0008833	XP_026501237.1	HEL_008098-RA
OG0008835	XP_026494956.1	HEL_009156-RA
OG0008836	XP_026499384.1	HEL_004914-RA
OG0008843	XP_026499168.1	HEL_000934-RA
OG0008844	XP_026488436.1	HEL_009397-RA
OG0008845	XP_026499294.1	HEL_000932-RA
OG0008846	XP_026493510.1	HEL_006504-RA
OG0008847	XP_026485842.1	HEL_013303-RA
OG0008852	XP_026499209.1	HEL_000924-RA
OG0008853	XP_026486208.1	HEL_013307-RA
OG0008855	XP_026483177.1	HEL_013018-RA
OG0008857	XP_026493391.1	HEL_013794-RA
OG0008859	XP_026493867.1	HEL_006517-RA
OG0008863	XP_026492293.1	HEL_010728-RA
OG0008865	XP_026492454.1	HEL_009324-RA
OG0008868	XP_026497908.1	HEL_013227-RA
OG0008869	XP_026496804.1	HEL_006182-RA
OG0008871	XP_026483778.1	HEL_000564-RA
OG0008872	XP_026496202.1	HEL_014511-RA
OG0008873	XP_026483073.1	HEL_013013-RA
OG0008874	XP_026483176.1	HEL_013922-RA
OG0008875	XP_026500399.1	HEL_002416-RA
OG0008876	XP_026483071.1	HEL_013921-RA
OG0008882	XP_026501466.1	HEL_007932-RA
OG0008883	XP_026488221.1	HEL_009379-RA
OG0008884	XP_026489385.1	HEL_014527-RA
OG0008889	XP_026498012.1	HEL_009645-RA
OG0008892	XP_026493305.1	HEL_011527-RA
OG0008894	XP_026485050.1	HEL_007928-RA
OG0008896	XP_026485550.1	HEL_004310-RA
OG0008898	XP_026498139.1	HEL_009643-RA
OG0008903	XP_026485605.1	HEL_004306-RA
OG0008904	XP_026484726.1	HEL_001592-RA
OG0008905	XP_026485630.1	HEL_004305-RA
OG0008906	XP_026484725.1	HEL_001591-RA
OG0008908	XP_026499910.1	HEL_005175-RA
OG0008913	XP_026495783.1	HEL_005762-RA
OG0008914	XP_026493318.1	HEL_011537-RA
OG0008915	XP_026496757.1	HEL_006168-RA
OG0008916	XP_026499590.1	HEL_012133-RA
OG0008919	XP_026492430.1	HEL_009342-RA
OG0008920	XP_026491650.1	HEL_006550-RA
OG0008921	XP_026491416.1	HEL_008767-RA
OG0008922	XP_026485850.1	HEL_014434-RA
OG0008924	XP_026496686.1	HEL_006166-RA
OG0008926	XP_026491804.1	HEL_008764-RA
OG0008927	XP_026493824.1	HEL_012294-RA
OG0008929	XP_026492447.1	HEL_009347-RA
OG0008930	XP_026498831.1	HEL_007902-RA
OG0008931	XP_026499954.1	HEL_007901-RA
OG0008932	XP_026492482.1	HEL_009349-RA
OG0008934	XP_026495954.1	HEL_005739-RA
OG0008935	XP_026496832.1	HEL_006162-RA
OG0008936	XP_026495947.1	HEL_005737-RA
OG0008937	XP_026492095.1	HEL_006561-RA
OG0008938	XP_026493920.1	HEL_012289-RA
OG0008939	XP_026487875.1	HEL_002688-RA
OG0008940	XP_026489239.1	HEL_012986-RA
OG0008941	XP_026485738.1	HEL_014439-RA
OG0008942	XP_026483782.1	HEL_000608-RA
OG0008944	XP_026496102.1	HEL_000358-RA
OG0008947	XP_026499711.1	HEL_012125-RA
OG0008948	XP_026496106.1	HEL_000355-RA
OG0008952	XP_026484389.1	HEL_001580-RA
OG0008955	XP_026496850.1	HEL_006159-RA
OG0008956	XP_026484638.1	HEL_007896-RA
OG0008957	XP_026483439.1	HEL_010068-RA
OG0008958	XP_026499629.1	HEL_012123-RA
OG0008961	XP_026491986.1	HEL_006570-RA
OG0008969	XP_026487539.1	HEL_002455-RA
OG0008971	XP_026495834.1	HEL_012717-RA
OG0008976	XP_026496155.1	HEL_000342-RA
OG0008979	XP_026494760.1	HEL_002896-RA
OG0008980	XP_026494756.1	HEL_002895-RA
OG0008983	XP_026494730.1	HEL_002894-RA
OG0008986	XP_026498690.1	HEL_002028-RA, HEL_002029-RA, HEL_002027-RA
OG0008991	XP_026487379.1	HEL_002470-RA
OG0008992	XP_026493866.1	HEL_007891-RA
OG0008993	XP_026489660.1	HEL_005208-RA
OG0008994	XP_026487343.1	HEL_002477-RA
OG0008995	XP_026493448.1	HEL_011554-RA
OG0008996	XP_026485452.1	HEL_004279-RA
OG0008998	XP_026496050.1	HEL_004175-RA
OG0009001	XP_026500013.1	HEL_008989-RA
OG0009004	XP_026483814.1	HEL_000630-RA, HEL_000629-RA, HEL_000628-RA
OG0009005	XP_026495295.1	HEL_009203-RA
OG0009011	XP_026486996.1	HEL_007884-RA
OG0009016	XP_026488597.1	HEL_009920-RA, HEL_009918-RA
OG0009017	XP_026499727.1	HEL_010799-RA
OG0009018	XP_026498778.1	HEL_011872-RA
OG0009019	XP_026489556.1	HEL_007191-RA
OG0009022	XP_026485897.1	HEL_010882-RA
OG0009024	XP_026485782.1	HEL_010885-RA
OG0009025	XP_026484925.1	HEL_007874-RA
OG0009026	XP_026487617.1	HEL_002496-RA
OG0009027	XP_026496054.1	HEL_004192-RA
OG0009029	XP_026495559.1	HEL_012708-RA
OG0009031	XP_026489622.1	HEL_007189-RA
OG0009032	XP_026497521.1	HEL_001850-RA
OG0009036	XP_026493845.1	HEL_012468-RA
OG0009038	XP_026491799.1	HEL_008726-RA
OG0009039	XP_026489755.1	HEL_007184-RA
OG0009041	XP_026497384.1	HEL_001846-RA
OG0009043	XP_026488256.1	HEL_007544-RA
OG0009046	XP_026487387.1	HEL_002509-RA
OG0009049	XP_026489006.1	HEL_014416-RA
OG0009052	XP_026488293.1	HEL_007540-RA
OG0009056	XP_026485490.1	HEL_004257-RA
OG0009057	XP_026493973.1	HEL_012471-RA
OG0009060	XP_026486176.1	HEL_010898-RA
OG0009064	XP_026489109.1	HEL_009858-RA
OG0009065	XP_026499454.1	HEL_009585-RA
OG0009067	XP_026484534.1	HEL_001520-RA
OG0009068	XP_026486173.1	HEL_010902-RA
OG0009070	XP_026485977.1	HEL_010903-RA
OG0009072	XP_026501050.1	HEL_002873-RA
OG0009073	XP_026491042.1	HEL_008714-RA
OG0009077	XP_026483663.1	HEL_000659-RA
OG0009078	XP_026498531.1	HEL_004089-RA
OG0009080	XP_026494461.1	HEL_004775-RA
OG0009081	XP_026486405.1	HEL_002867-RA
OG0009082	XP_026484625.1	HEL_001512-RA
OG0009083	XP_026500513.1	HEL_007840-RA
OG0009085	XP_026496778.1	HEL_006133-RA
OG0009086	XP_026486349.1	HEL_010907-RA
OG0009087	XP_026487594.1	HEL_002957-RA
OG0009089	XP_026494367.1	HEL_003782-RA
OG0009091	XP_026485384.1	HEL_004248-RA
OG0009094	XP_026488864.1	HEL_009863-RA
OG0009096	XP_026489774.1	HEL_005589-RA
OG0009098	XP_026492306.1	HEL_014092-RA
OG0009099	XP_026500819.1	HEL_007167-RA
OG0009100	XP_026493385.1	HEL_011577-RA
OG0009101	XP_026489772.1	HEL_005587-RA
OG0009103	XP_026500838.1	HEL_007165-RA
OG0009104	XP_026488473.1	HEL_007522-RA
OG0009105	XP_026483649.1	HEL_000671-RA
OG0009106	XP_026488379.1	HEL_007519-RA
OG0009114	XP_026492727.1	HEL_002857-RA
OG0009116	XP_026496959.1	HEL_006122-RA
OG0009117	XP_026496816.1	HEL_006120-RA
OG0009118	XP_026496820.1	HEL_006117-RA
OG0009120	XP_026492412.1, XP_026492410.1, XP_026492413.1, XP_026492411.1	HEL_009878-RA
OG0009121	XP_026484188.1	HEL_002168-RA
OG0009124	XP_026497513.1	HEL_001825-RA
OG0009126	XP_026486341.1	HEL_010928-RA
OG0009127	XP_026486347.1	HEL_010929-RA
OG0009130	XP_026487605.1	HEL_002963-RA
OG0009138	XP_026487603.1	HEL_002970-RA
OG0009139	XP_026488971.1	HEL_009890-RA
OG0009140	XP_026492611.1	HEL_002849-RA
OG0009141	XP_026500276.1	HEL_010425-RA
OG0009142	XP_026488924.1	HEL_009929-RA
OG0009143	XP_026486139.1	HEL_010937-RA
OG0009146	XP_026491278.1	HEL_008673-RA
OG0009147	XP_026489009.1	HEL_009934-RA
OG0009148	XP_026494526.1	HEL_009557-RA
OG0009152	XP_026498622.1	HEL_005571-RA
OG0009156	XP_026484059.1	HEL_002178-RA
OG0009157	XP_026492197.1	HEL_014117-RA
OG0009158	XP_026485545.1	HEL_004237-RA
OG0009159	XP_026500017.1	HEL_006967-RA
OG0009163	XP_026484869.1	HEL_001486-RA
OG0009164	XP_026488908.1	HEL_009950-RA
OG0009169	XP_026492224.1	HEL_010775-RA
OG0009171	XP_026483139.1	HEL_013970-RA
OG0009172	XP_026486115.1	HEL_010960-RA
OG0009174	XP_026496667.1	HEL_010431-RA
OG0009175	XP_026498627.1	HEL_005561-RA
OG0009176	XP_026498129.1	HEL_006959-RA
OG0009178	XP_026492369.1	HEL_010767-RA
OG0009179	XP_026492709.1	HEL_002830-RA
OG0009180	XP_026485910.1	HEL_010963-RA
OG0009181	XP_026492710.1	HEL_002829-RA
OG0009182	XP_026496289.1	HEL_010439-RA
OG0009183	XP_026491325.1	HEL_012772-RA
OG0009184	XP_026494330.1	HEL_003724-RA
OG0009185	XP_026498138.1	HEL_006956-RA
OG0009186	XP_026487361.1	HEL_002981-RA
OG0009187	XP_026496789.1	HEL_006103-RA
OG0009188	XP_026486102.1	HEL_010966-RA
OG0009195	XP_026493747.1	HEL_002809-RA
OG0009196	XP_026498201.1	HEL_014007-RA
OG0009198	XP_026498632.1	HEL_005551-RA
OG0009199	XP_026485809.1	HEL_010974-RA
OG0009200	XP_026485722.1	HEL_000064-RA
OG0009201	XP_026498206.1	HEL_014014-RA
OG0009202	XP_026487624.1	HEL_002984-RA
OG0009203	XP_026484741.1	HEL_001456-RA
OG0009205	XP_026495764.1	HEL_012740-RA
OG0009208	XP_026493720.1	HEL_002802-RA
OG0009209	XP_026493569.1	HEL_004716-RA
OG0009211	XP_026488848.1	HEL_009968-RA
OG0009218	XP_026487636.1	HEL_002985-RA
OG0009220	XP_026498171.1	HEL_012895-RA
OG0009221	XP_026493899.1	HEL_013728-RA
OG0009224	XP_026492374.1	HEL_010755-RA
OG0009226	XP_026485083.1	HEL_001447-RA
OG0009229	XP_026485769.1	HEL_000056-RA
