Orthogroup	Junonia_coenia	Heliconius_melpomene_melpomene
OG0009220	JC_05897-RA	HMEL005837g1.t1
OG0009222	JC_13828-RA	HMEL012883-RA
OG0009223	JC_08822-RA	HMEL002926g1.t1
OG0009225	JC_04101-RA	HMEL015602g1.t1
OG0009227	JC_04102-RA	HMEL015603g1.t1
OG0009228	JC_04103-RA	HMEL035165g1.t1
OG0009229	JC_04905-RA	HMEL031996g1.t1
OG0009232	JC_04104-RA	HMEL015606g1.t1
OG0009234	JC_05888-RA	HMEL004655g1.t1
OG0009236	JC_05886-RA	HMEL004654g1.t1
OG0009237	JC_08301-RA	HMEL030287g1.t1
OG0009239	JC_00318-RA	HMEL015172g1.t1
OG0009242	JC_05880-RA	HMEL021070g1.t1
OG0009244	JC_11230-RA	HMEL033529g1.t1
OG0009245	JC_02693-RA	HMEL016676g1.t1
OG0009246	JC_08818-RA	HMEL002930g1.t1
OG0009248	JC_04896-RA	HMEL018032g1.t1
OG0009250	JC_03286-RA	HMEL032789g1.t1
OG0009251	JC_11964-RA	HMEL006861g1.t1
OG0009252	JC_08815-RA	HMEL002934g1.t1
OG0009255	JC_00324-RA	HMEL031069g1.t1
OG0009256	JC_11234-RA	HMEL033527g1.t1
OG0009258	JC_10865-RA	HMEL020979g1.t1
OG0009259	JC_04107-RA	HMEL035166g1.t1
OG0009260	JC_15745-RA	HMEL003749g1.t1
OG0009261	JC_05872-RA	HMEL009846g1.t1
OG0009263	JC_13702-RA	HMEL006890g1.t1
OG0009265	JC_09919-RA	HMEL032589g1.t1
OG0009266	JC_10885-RA	HMEL036782g1.t1
OG0009267	JC_11970-RA	HMEL006853g1.t1
OG0009268	JC_12529-RA	HMEL007649g1.t1
OG0009269	JC_04112-RA	HMEL015614g1.t1
OG0009270	JC_04114-RA	HMEL015616g1.t1
OG0009272	JC_00332-RA	HMEL031073g1.t1
OG0009274	JC_02149-RA	HMEL035469g1.t1
OG0009275	JC_12272-RA	HMEL015598g1.t1
OG0009276	JC_08319-RA	HMEL002306g1.t1
OG0009278	JC_04116-RA	HMEL013437g1.t1
OG0009279	JC_04117-RA	HMEL013438g1.t1
OG0009282	JC_10890-RA	HMEL036791g1.t1
OG0009290	JC_04118-RA	HMEL035175g1.t1
OG0009292	JC_07127-RA	HMEL037664g1.t1
OG0009293	JC_04120-RA	HMEL008202g1.t1
OG0009295	JC_00364-RA	HMEL015137g1.t1
OG0009296	JC_14762-RA	HMEL013138g1.t1
OG0009298	JC_10893-RA	HMEL017871g1.t1
OG0009299	JC_09377-RA	HMEL034771g1.t1
OG0009300	JC_04123-RA	HMEL005066-RA
OG0009301	JC_08338-RA	HMEL033005g1.t1
OG0009302	JC_07124-RA	HMEL002181g1.t1
OG0009305	JC_01271-RA	HMEL012505g1.t1
OG0009306	JC_04124-RA	HMEL005065g1.t1
OG0009308	JC_04126-RA	HMEL012299g1.t1
OG0009310	JC_04127-RA	HMEL035179g1.t1
OG0009313	JC_02205-RA	HMEL008782g1.t1
OG0009314	JC_02204-RA	HMEL008781g1.t1
OG0009315	JC_02202-RA	HMEL035517g1.t1
OG0009317	JC_08803-RA	HMEL003902g1.t1
OG0009318	JC_10912-RA	HMEL011344g1.t1
OG0009320	JC_04128-RA	HMEL012295g1.t1
OG0009321	JC_09374-RA	HMEL034762g1.t1
OG0009323	JC_02200-RA	HMEL008777-RA
OG0009324	JC_02199-RA	HMEL008776g1.t1
OG0009325	JC_08361-RA	HMEL006793g1.t1
OG0009327	JC_10360-RA	HMEL032359g1.t1, HMEL032360g1.t1
OG0009328	JC_04131-RA	HMEL021154g1.t1
OG0009329	JC_07687-RA	HMEL031646g1.t1
OG0009330	JC_10923-RA	HMEL011354g1.t1
OG0009331	JC_13265-RA	HMEL007023g1.t1
OG0009332	JC_13266-RA	HMEL007022g1.t1
OG0009334	JC_12182-RA	HMEL007049g1.t1
OG0009335	JC_02196-RA	HMEL006629g1.t1
OG0009336	JC_12181-RA	HMEL007048g1.t1
OG0009338	JC_10929-RA	HMEL011359g1.t1
OG0009339	JC_10368-RA	HMEL020037g1.t1
OG0009340	JC_04133-RA	HMEL004703g1.t1
OG0009342	JC_04135-RA	HMEL004701g1.t1
OG0009343	JC_08955-RA	HMEL037002g1.t1
OG0009344	JC_02192-RA	HMEL015058g1.t1
OG0009345	JC_04137-RA	HMEL004699g1.t1
OG0009347	JC_04138-RA	HMEL004698g1.t1
OG0009348	JC_04141-RA	HMEL020887g1.t1
OG0009349	JC_13754-RA	HMEL005446g1.t1
OG0009350	JC_13270-RA	HMEL015022g1.t1
OG0009351	JC_10376-RA	HMEL032352g1.t1
OG0009353	JC_00373-RA	HMEL031087g1.t1
OG0009354	JC_05699-RA	HMEL014558g1.t1
OG0009355	JC_04142-RA	HMEL035186g1.t1
OG0009359	JC_12306-RA	HMEL038138g1.t1
OG0009360	JC_11158-RA	HMEL010220g1.t1
OG0009361	JC_02177-RA	HMEL013480g1.t1
OG0009362	JC_13277-RA	HMEL015012g1.t1
OG0009365	JC_02174-RA	HMEL013476g1.t1
OG0009368	JC_02934-RA	HMEL016447g1.t1
OG0009371	JC_00391-RA	HMEL031093g1.t1
OG0009373	JC_13286-RA	HMEL038225g1.t1
OG0009375	JC_12681-RA	HMEL010643g1.t1
OG0009376	JC_01291-RA	HMEL005954g1.t1
OG0009378	JC_12674-RA	HMEL010646g1.t1
OG0009384	JC_02206-RA	HMEL008783g1.t1
OG0009386	JC_12669-RA	HMEL004958g1.t1
OG0009388	JC_08981-RA	HMEL037063g1.t1
OG0009390	JC_02926-RA	HMEL016452g1.t1
OG0009392	JC_10394-RA, JC_10393-RA	HMEL032338g1.t1
OG0009394	JC_06667-RA	HMEL021601g1.t1
OG0009398	JC_07096-RA	HMEL015763g1.t1
OG0009399	JC_13627-RA	HMEL007598g1.t1
OG0009401	JC_00410-RA	HMEL031098g1.t1
OG0009402	JC_12649-RA	HMEL008166g1.t1
OG0009403	JC_07092-RA	HMEL037641g1.t1
OG0009404	JC_07091-RA	HMEL037642g1.t1
OG0009405	JC_06661-RA	HMEL017475g1.t1
OG0009406	JC_04850-RA	HMEL015653g1.t1
OG0009407	JC_06659-RA	HMEL017473g1.t1
OG0009408	JC_15370-RA, JC_15369-RA	HMEL030060g1.t1
OG0009410	JC_05218-RA	HMEL006654g1.t1
OG0009411	JC_05776-RA	HMEL036343g1.t1
OG0009414	JC_07723-RA, JC_07722-RA	HMEL031659g1.t1
OG0009418	JC_04148-RA	HMEL035197g1.t1
OG0009420	JC_01869-RA	HMEL010374g1.t1
OG0009422	JC_03895-RA	HMEL035094g1.t1
OG0009425	JC_07728-RA	HMEL015296g1.t1
OG0009426	JC_10955-RA	HMEL021526g1.t1
OG0009427	JC_10956-RA	HMEL021527g1.t1
OG0009428	JC_10380-RA	HMEL032345g1.t1
OG0009430	JC_01058-RA	HMEL015962g1.t1
OG0009434	JC_06657-RA	HMEL020367g1.t1
OG0009435	JC_07001-RA	HMEL006639g1.t1
OG0009439	JC_07006-RA	HMEL006638g1.t1
OG0009440	JC_07746-RA, JC_07744-RA	HMEL031669g1.t1
OG0009441	JC_07007-RA	HMEL006637g1.t1
OG0009442	JC_15380-RA	HMEL030055g1.t1
OG0009446	JC_07009-RA	HMEL006635g1.t1
OG0009447	JC_07010-RA	HMEL006634g1.t1
OG0009450	JC_04158-RA	HMEL035204g1.t1
OG0009451	JC_10966-RA	HMEL011826g1.t1
OG0009452	JC_08392-RA	HMEL015633g1.t1
OG0009455	JC_13929-RA	HMEL021686g1.t1
OG0009457	JC_00295-RA	HMEL031062g1.t1
OG0009458	JC_13931-RA	HMEL032176g1.t1
OG0009460	JC_13861-RA, JC_13860-RA	HMEL032121g1.t1
OG0009461	JC_13857-RA	HMEL020073g1.t1
OG0009462	JC_12074-RA	HMEL011075g1.t1
OG0009463	JC_12626-RA	HMEL038162g1.t1
OG0009467	JC_13854-RA	HMEL032119g1.t1
OG0009468	JC_10453-RA	HMEL007981g1.t1
OG0009469	JC_04162-RA	HMEL003966g1.t1
OG0009472	JC_05191-RA	HMEL034234g1.t1
OG0009474	JC_08429-RA	HMEL011371g1.t1
OG0009475	JC_05187-RA	HMEL034232g1.t1
OG0009476	JC_10985-RA	HMEL004650g1.t1, HMEL038216g1.t1
OG0009479	JC_04165-RA	HMEL021953g1.t1
OG0009480	JC_02897-RA	HMEL017719g1.t1
OG0009481	JC_08435-RA	HMEL011375g1.t1
OG0009482	JC_10988-RA	HMEL036825g1.t1
OG0009483	JC_02890-RA	HMEL033720g1.t1
OG0009484	JC_07052-RA	HMEL003666g1.t1
OG0009486	JC_04168-RA, JC_04166-RA	HMEL035212g1.t1
OG0009487	JC_04169-RA	HMEL008024g1.t1
OG0009490	JC_12575-RA	HMEL010114g1.t1
OG0009491	JC_12578-RA	HMEL010116g1.t1
OG0009492	JC_12580-RA	HMEL010117g1.t1
OG0009495	JC_09033-RA	HMEL037084g1.t1
OG0009496	JC_10992-RA	HMEL004649g1.t1
OG0009497	JC_07055-RA	HMEL003667g1.t1
OG0009500	JC_05184-RA	HMEL005058g1.t1
OG0009501	JC_00274-RA	HMEL015202g1.t1
OG0009506	JC_12592-RA	HMEL004476g1.t1
OG0009509	JC_09034-RA	HMEL008007g1.t1
OG0009510	JC_08460-RA	HMEL011394g1.t1
OG0009512	JC_15472-RA	HMEL011277g1.t1
OG0009513	JC_04174-RA	HMEL002386g1.t1
OG0009514	JC_04175-RA	HMEL035216g1.t1
OG0009515	JC_04179-RA	HMEL014601g1.t1
OG0009517	JC_04180-RA	HMEL014600g1.t1
OG0009518	JC_09044-RA	HMEL004763g1.t1
OG0009519	JC_06989-RA	HMEL003555g1.t1
OG0009520	JC_06988-RA	HMEL003554g1.t1
OG0009521	JC_05835-RA	HMEL017427g1.t1
OG0009523	JC_06631-RA	HMEL021772g1.t1
OG0009526	JC_09050-RA	HMEL004760g1.t1
OG0009527	JC_01835-RA	HMEL012079g1.t1
OG0009528	JC_05089-RA	HMEL009690g1.t1
OG0009529	JC_07201-RA	HMEL013387g1.t1
OG0009530	JC_05091-RA	HMEL009688g1.t1
OG0009531	JC_04182-RA	HMEL007757g1.t1
OG0009532	JC_06628-RA	HMEL035955g1.t1
OG0009533	JC_04184-RA	HMEL007758g1.t1
OG0009534	JC_07205-RA	HMEL037719g1.t1
OG0009535	JC_04185-RA	HMEL007759g1.t1
OG0009536	JC_11763-RA	HMEL033306g1.t1
OG0009538	JC_05093-RA	HMEL009686g1.t1
OG0009539	JC_03170-RA	HMEL022412g1.t1
OG0009541	JC_05097-RA	HMEL009681g1.t1
OG0009542	JC_11776-RA	HMEL015462g1.t1
OG0009544	JC_07781-RA	HMEL008421g1.t1
OG0009546	JC_07790-RA	HMEL031681g1.t1
OG0009548	JC_04932-RA, JC_04931-RA	HMEL032014g1.t1
OG0009552	JC_04934-RA	HMEL008084g1.t1
OG0009553	JC_04935-RA	HMEL008085g1.t1
OG0009555	JC_05101-RA	HMEL013547g1.t1
OG0009556	JC_05102-RA	HMEL013549g1.t1
OG0009557	JC_05103-RA	HMEL013551g1.t1
OG0009559	JC_04945-RA	HMEL005676g1.t1
OG0009561	JC_09059-RA	HMEL037099g1.t1
OG0009562	JC_05111-RA	HMEL034200g1.t1
OG0009563	JC_01829-RA	HMEL007775g1.t1
OG0009564	JC_13539-RA	HMEL002901-RA
OG0009566	JC_05112-RA	HMEL013554g1.t1
OG0009567	JC_05114-RA	HMEL013555g1.t1
OG0009568	JC_04190-RA	HMEL035226g1.t1
OG0009572	JC_05118-RA	HMEL013558g1.t1
OG0009573	JC_05119-RA	HMEL013559g1.t1
OG0009575	JC_04952-RA	HMEL007569g1.t1
OG0009576	JC_13537-RA	HMEL002899-RA
OG0009577	JC_09278-RA	HMEL005995g1.t1
OG0009581	JC_05121-RA	HMEL003175g1.t1
OG0009582	JC_05122-RA	HMEL003176-RA
OG0009583	JC_07210-RA	HMEL009406g1.t1
OG0009585	JC_04207-RA	HMEL021150g1.t1
OG0009589	JC_13522-RA	HMEL002880g1.t1
OG0009590	JC_08489-RA	HMEL011421g1.t1
OG0009592	JC_05138-RA	HMEL001029g1.t1
OG0009594	JC_04213-RA	HMEL035237g1.t1
OG0009595	JC_05139-RA	HMEL001031g1.t1
OG0009596	JC_05143-RA	HMEL001036g1.t1
OG0009597	JC_05144-RA	HMEL001037g1.t1
OG0009598	JC_05145-RA	HMEL001038g1.t1
OG0009599	JC_05146-RA	HMEL001039g1.t1
OG0009602	JC_00851-RA	HMEL005899g1.t1
OG0009604	JC_08499-RA	HMEL033070g1.t1
OG0009605	JC_08501-RA	HMEL011432g1.t1
OG0009606	JC_11812-RA	HMEL009235-RA
OG0009607	JC_00211-RA	HMEL031032g1.t1
OG0009608	JC_00210-RA	HMEL031031g1.t1
OG0009610	JC_00205-RA	HMEL015259g1.t1
OG0009613	JC_11019-RA	HMEL036862g1.t1
OG0009614	JC_08507-RA	HMEL011439g1.t1
OG0009616	JC_03102-RA	HMEL032684g1.t1
OG0009617	JC_11095-RA	HMEL014314g1.t1
OG0009618	JC_04977-RA	HMEL016751g1.t1
OG0009619	JC_01649-RA	HMEL011015g1.t1
OG0009620	JC_00844-RA	HMEL030956g1.t1
OG0009622	JC_04229-RA	HMEL035243g1.t1
OG0009624	JC_06589-RA	HMEL006000g1.t1
OG0009625	JC_00190-RA	HMEL031020g1.t1
OG0009626	JC_03087-RA	HMEL000030-RA
OG0009628	JC_15409-RA	HMEL030017g1.t1
OG0009630	JC_09222-RA	HMEL009289g1.t1
OG0009634	JC_02850-RA	HMEL033751g1.t1
OG0009638	JC_00861-RA	HMEL009167g1.t1
OG0009639	JC_00172-RA	HMEL015231g1.t1
OG0009640	JC_01723-RA	HMEL014081g1.t1
OG0009643	JC_04989-RA	HMEL032043g1.t1
OG0009644	JC_07244-RA	HMEL005661g1.t1
OG0009647	JC_13485-RA	HMEL030620g1.t1
OG0009649	JC_02837-RA	HMEL033758g1.t1
OG0009650	JC_03075-RA	HMEL032678g1.t1
OG0009651	JC_04366-RA	HMEL035298g1.t1
OG0009655	JC_03068-RA	HMEL000019-RA
OG0009659	JC_09198-RA	HMEL034700g1.t1
OG0009660	JC_04354-RA	HMEL006444g1.t1
OG0009663	JC_04349-RA	HMEL035296g1.t1
OG0009664	JC_00888-RA	HMEL009183g1.t1
OG0009666	JC_04345-RA	HMEL006451g1.t1
OG0009667	JC_04343-RA	HMEL006453g1.t1
OG0009672	JC_04337-RA	HMEL035293g1.t1
OG0009673	JC_09117-RA	HMEL009154g1.t1
OG0009674	JC_11879-RA, JC_11880-RA	HMEL006141g1.t1
OG0009677	JC_04334-RA	HMEL008160-RA
OG0009678	JC_04333-RA	HMEL008159g1.t1
OG0009679	JC_04332-RA	HMEL035290g1.t1
OG0009680	JC_07268-RA	HMEL005300g1.t1
OG0009681	JC_11888-RA	HMEL006135g1.t1
OG0009684	JC_00903-RA	HMEL030941g1.t1
OG0009686	JC_00910-RA	HMEL009202g1.t1
OG0009689	JC_01663-RA	HMEL017937g1.t1
OG0009691	JC_09138-RA	HMEL013775g1.t1
OG0009692	JC_11897-RA	HMEL013289g1.t1
OG0009693	JC_02812-RA	HMEL007340g1.t1
OG0009694	JC_05020-RA	HMEL017090g1.t1
OG0009695	JC_09175-RA	HMEL008572g1.t1
OG0009696	JC_11900-RA	HMEL033386g1.t1
OG0009697	JC_00121-RA, JC_00120-RA	HMEL003029g1.t1
OG0009698	JC_09154-RA	HMEL037153g1.t1
OG0009699	JC_05051-RA	HMEL032060g1.t1, HMEL032061g1.t1
OG0009700	JC_08639-RA	HMEL033153g1.t1
OG0009701	JC_05057-RA	HMEL021424g1.t1
OG0009702	JC_13433-RA	HMEL030605g1.t1
OG0009703	JC_04325-RA	HMEL035284g1.t1
OG0009704	JC_01712-RA	HMEL009536g1.t1
OG0009705	JC_11635-RA	HMEL033394g1.t1
OG0009706	JC_01713-RA	HMEL009537g1.t1
OG0009707	JC_04319-RA	HMEL012060g1.t1
OG0009708	JC_08634-RA	HMEL014025g1.t1
OG0009710	JC_04316-RA	HMEL035282g1.t1
OG0009711	JC_14486-RA	HMEL016541g1.t1
OG0009712	JC_11553-RA	HMEL033433g1.t1
OG0009713	JC_04313-RA	HMEL012054g1.t1
OG0009715	JC_08633-RA	HMEL033148g1.t1
OG0009716	JC_04310-RA	HMEL035277g1.t1
OG0009717	JC_08627-RA	HMEL033144g1.t1
OG0009718	JC_08626-RA	HMEL005342g1.t1
OG0009719	JC_01727-RA	HMEL014077g1.t1
OG0009720	JC_11560-RA	HMEL017607g1.t1
OG0009721	JC_04302-RA	HMEL009615g1.t1
OG0009722	JC_08619-RA	HMEL014747g1.t1
OG0009723	JC_04299-RA	HMEL012361g1.t1
OG0009724	JC_04298-RA	HMEL012360g1.t1
OG0009725	JC_01625-RA	HMEL011032g1.t1
OG0009726	JC_08615-RA	HMEL014743g1.t1
OG0009727	JC_04295-RA	HMEL012357g1.t1
OG0009728	JC_04294-RA	HMEL012356g1.t1
OG0009730	JC_04291-RA	HMEL012354g1.t1
OG0009731	JC_11572-RA	HMEL033416g1.t1
OG0009732	JC_00958-RA	HMEL030924g1.t1
OG0009733	JC_09167-RA	HMEL020448g1.t1
OG0009734	JC_09168-RA	HMEL020449g1.t1
OG0009735	JC_04284-RA	HMEL035273g1.t1
OG0009736	JC_08609-RA	HMEL003935g1.t1
OG0009737	JC_04282-RA	HMEL035270g1.t1
OG0009740	JC_01725-RA	HMEL014079g1.t1
OG0009741	JC_08604-RA	HMEL033137g1.t1
OG0009743	JC_08602-RA	HMEL013098g1.t1
OG0009744	JC_02946-RA	HMEL003001g1.t1
OG0009745	JC_13397-RA	HMEL017357g1.t1
OG0009746	JC_04267-RA	HMEL010955g1.t1
OG0009747	JC_02947-RA	HMEL003002g1.t1
OG0009748	JC_04266-RA	HMEL035263g1.t1
OG0009749	JC_02948-RA	HMEL020350g1.t1
OG0009755	JC_08583-RA	HMEL021165g1.t1
OG0009756	JC_13386-RA	HMEL017370g1.t1
OG0009757	JC_02781-RA	HMEL007100g1.t1
OG0009758	JC_02777-RA	HMEL033787g1.t1
OG0009760	JC_09177-RA	HMEL002701g1.t1
OG0009763	JC_01685-RA	HMEL008791g1.t1
OG0009765	JC_00025-RA	HMEL004522g1.t1
OG0009766	JC_00999-RA	HMEL030910g1.t1
OG0009770	JC_13368-RA	HMEL013671g1.t1
OG0009772	JC_02754-RA	HMEL033795g1.t1
OG0009773	JC_02752-RA	HMEL006846g1.t1
OG0009774	JC_08550-RA	HMEL002401g1.t1
OG0009775	JC_02748-RA	HMEL006841g1.t1
OG0009776	JC_01737-RA	HMEL007232g1.t1
OG0009781	JC_00141-RA	HMEL013823g1.t1
OG0009783	JC_00139-RA	HMEL007452g1.t1
OG0009785	JC_01028-RA	HMEL015980g1.t1
OG0009786	JC_01029-RA	HMEL030892g1.t1
OG0009787	JC_01030-RA	HMEL015978g1.t1
OG0009792	JC_01309-RA	HMEL030798g1.t1
OG0009793	JC_15821-RA	HMEL015890g1.t1
OG0009794	JC_06018-RA	HMEL016504g1.t1
OG0009795	JC_14292-RA	HMEL007962g1.t1
OG0009796	JC_08644-RA	HMEL005883g1.t1
OG0009798	JC_00425-RA	HMEL003336g1.t1
OG0009799	JC_11034-RA	HMEL036896g1.t1
OG0009800	JC_07437-RA	HMEL011921g1.t1
OG0009801	JC_13155-RA	HMEL007473g1.t1
OG0009802	JC_10188-RA	HMEL013814g1.t1
OG0009803	JC_11339-RA	HMEL034170g1.t1, HMEL033582g1.t1
OG0009804	JC_12471-RA	HMEL009360g1.t1
OG0009805	JC_13623-RA	HMEL006077g1.t1
OG0009806	JC_13333-RA	HMEL006089g1.t1
OG0009808	JC_14636-RA	HMEL016395g1.t1
OG0009809	JC_16562-RA	HMEL022574g1.t1
OG0009810	JC_00079-RA	HMEL006281g1.t1
OG0009811	JC_12760-RA	HMEL037849g1.t1
OG0009812	JC_17056-RA	HMEL008117g1.t1
OG0009813	JC_02759-RA	HMEL006850g1.t1
OG0009814	JC_17026-RA	HMEL008131g1.t1
OG0009815	JC_04369-RA	HMEL003492g1.t1
OG0009816	JC_15217-RA	HMEL002605g1.t1
OG0009817	JC_14143-RA	HMEL032267g1.t1
OG0009818	JC_00597-RA	HMEL006554g1.t1
OG0009819	JC_14250-RA	HMEL016821g1.t1
OG0009820	JC_00376-RA	HMEL004307g1.t1
OG0009821	JC_06204-RA	HMEL036237g1.t1
OG0009822	JC_07252-RA	HMEL005311g1.t1
OG0009823	JC_14779-RA	HMEL013154g1.t1
OG0009824	JC_01128-RA	HMEL006705g1.t1
OG0009826	JC_10386-RA, JC_10384-RA, JC_10385-RA, JC_10387-RA	HMEL016294g1.t1
OG0009827	JC_10049-RA	HMEL032529g1.t1
OG0009828	JC_06585-RA	HMEL035978g1.t1
OG0009829	JC_13720-RA	HMEL018079g1.t1
OG0009830	JC_07622-RA	HMEL012938g1.t1
OG0009831	JC_07165-RA	HMEL007926g1.t1
OG0009832	JC_00142-RA	HMEL015345g1.t1
OG0009833	JC_06887-RA	HMEL008558g1.t1
OG0009834	JC_10212-RA	HMEL010992-RA
OG0009835	JC_13732-RA	HMEL005872g1.t1
OG0009836	JC_06086-RA	HMEL009545g1.t1
OG0009837	JC_02894-RA	HMEL017716g1.t1
OG0009838	JC_07899-RA	HMEL007294g1.t1
OG0009839	JC_08323-RA	HMEL007328g1.t1
OG0009840	JC_05643-RA	HMEL005892g1.t1
OG0009841	JC_08885-RA	HMEL005360g1.t1
OG0009843	JC_09691-RA	HMEL002477g1.t1
OG0009844	JC_09803-RA	HMEL004503g1.t1
OG0009845	JC_04584-RA	HMEL031847g1.t1
OG0009847	JC_11530-RA	HMEL011704g1.t1
OG0009848	JC_02499-RA	HMEL012798g1.t1
OG0009849	JC_09322-RA	HMEL013416g1.t1
OG0009850	JC_04962-RA	HMEL017393g1.t1
OG0009851	JC_09812-RA, JC_09813-RA	HMEL004497g1.t1
OG0009852	JC_00918-RA	HMEL009210g1.t1
OG0009853	JC_10861-RA	HMEL035970g1.t1
OG0009854	JC_09383-RA	HMEL034761g1.t1
OG0009855	JC_12695-RA	HMEL009962g1.t1
OG0009856	JC_07664-RA	HMEL017565g1.t1
OG0009857	JC_08595-RA	HMEL013090g1.t1
OG0009858	JC_10862-RA	HMEL003142g1.t1
OG0009860	JC_17053-RA	HMEL034093g1.t1
OG0009861	JC_08339-RA	HMEL033004g1.t1
OG0009862	JC_16131-RA	HMEL009527g1.t1
OG0009863	JC_08646-RA	HMEL036914g1.t1
OG0009864	JC_16132-RA	HMEL009529g1.t1
OG0009867	JC_06370-RA	HMEL036156g1.t1
OG0009868	JC_05856-RA	HMEL021787g1.t1
OG0009869	JC_00107-RA	HMEL010887g1.t1
OG0009870	JC_09162-RA	HMEL037170g1.t1
OG0009872	JC_14930-RA	HMEL034608g1.t1
OG0009873	JC_09822-RA	HMEL004490g1.t1
OG0009874	JC_05389-RA	HMEL003070g1.t1
OG0009875	JC_02653-RA	HMEL033824g1.t1
OG0009877	JC_09823-RA	HMEL004491g1.t1
OG0009878	JC_13106-RA	HMEL009464g1.t1
OG0009879	JC_00397-RA	HMEL011739g1.t1
OG0009880	JC_14413-RA	HMEL013207g1.t1
OG0009881	JC_02966-RA	HMEL013108g1.t1
OG0009883	JC_14701-RA	HMEL034678g1.t1
OG0009884	JC_03458-RA	HMEL021432g1.t1
OG0009885	JC_01536-RA	HMEL009650g1.t1
OG0009886	JC_06047-RA	HMEL007443g1.t1
OG0009887	JC_13765-RA	HMEL002073g1.t1
OG0009888	JC_00184-RA	HMEL015242g1.t1
OG0009889	JC_08350-RA	HMEL006803g1.t1
OG0009890	JC_10918-RA	HMEL036799g1.t1
OG0009891	JC_02664-RA	HMEL014848g1.t1
OG0009892	JC_10487-RA	HMEL002990g1.t1
OG0009895	JC_10139-RA	HMEL006002g1.t1
OG0009896	JC_06635-RA	HMEL021775g1.t1
OG0009897	JC_12511-RA	HMEL038022g1.t1
OG0009898	JC_06697-RA	HMEL007260g1.t1
OG0009899	JC_07188-RA	HMEL017289g1.t1
OG0009900	JC_05721-RA	HMEL012133g1.t1
OG0009901	JC_05521-RA	HMEL017836g1.t1
OG0009902	JC_05074-RA, JC_05072-RA, JC_00766-RA	HMEL017301-RA
OG0009903	JC_09563-RA	HMEL016424g1.t1
OG0009904	JC_05815-RA	HMEL009719g1.t1
OG0009905	JC_05816-RA	HMEL009720g1.t1
OG0009906	JC_08275-RA	HMEL011648g1.t1
OG0009907	JC_14312-RA	HMEL016827g1.t1
OG0009908	JC_00816-RA	HMEL031262g1.t1
OG0009909	JC_06441-RA	HMEL036094g1.t1
OG0009910	JC_02949-RA	HMEL006371g1.t1
OG0009911	JC_14425-RA	HMEL004108g1.t1
OG0009912	JC_10753-RA	HMEL008939g1.t1
OG0009913	JC_15470-RA	HMEL030035g1.t1
OG0009915	JC_06827-RA	HMEL017798g1.t1
OG0009916	JC_01098-RA	HMEL015928-RA
OG0009917	JC_01596-RA	HMEL011123g1.t1
OG0009918	JC_02799-RA	HMEL033780g1.t1
OG0009919	JC_08270-RA	HMEL030277g1.t1
OG0009920	JC_07515-RA	HMEL011925g1.t1
OG0009921	JC_03189-RA	HMEL032727g1.t1
OG0009923	JC_06572-RA	HMEL035983g1.t1
OG0009924	JC_00323-RA	HMEL031068g1.t1
OG0009925	JC_12385-RA	HMEL009904g1.t1
OG0009926	JC_07294-RA, JC_07293-RA	HMEL015904g1.t1
OG0009927	JC_12355-RA	HMEL005694g1.t1
OG0009928	JC_05429-RA	HMEL034331g1.t1
OG0009929	JC_15763-RA	HMEL004227g1.t1
OG0009930	JC_13255-RA	HMEL008230g1.t1
OG0009931	JC_12556-RA	HMEL038077g1.t1
OG0009932	JC_04755-RA	HMEL007004g1.t1
OG0009933	JC_04756-RA	HMEL031924g1.t1
OG0009934	JC_15754-RA	HMEL004218g1.t1
OG0009935	JC_05245-RA	HMEL014937g1.t1
OG0009936	JC_00348-RA	HMEL015146g1.t1
OG0009937	JC_07119-RA	HMEL002176g1.t1
OG0009938	JC_08260-RA	HMEL007457g1.t1
OG0009940	JC_04211-RA	HMEL035236g1.t1
OG0009941	JC_07170-RA	HMEL004971g1.t1
OG0009942	JC_14855-RA	HMEL006172g1.t1
OG0009943	JC_07875-RA	HMEL012327g1.t1
OG0009944	JC_05295-RA	HMEL010976g1.t1
OG0009945	JC_08380-RA	HMEL016410g1.t1
OG0009946	JC_05565-RA	HMEL014777g1.t1
OG0009947	JC_11070-RA	HMEL014297g1.t1
OG0009948	JC_12040-RA	HMEL033339g1.t1
OG0009949	JC_00524-RA	HMEL003989-RA
OG0009950	JC_06838-RA	HMEL037502g1.t1
OG0009951	JC_11708-RA	HMEL015533g1.t1
OG0009952	JC_06963-RA	HMEL013690g1.t1
OG0009953	JC_06969-RA	HMEL013695g1.t1
OG0009954	JC_02549-RA	HMEL017768g1.t1
OG0009955	JC_08214-RA	HMEL012462g1.t1
OG0009956	JC_08859-RA	HMEL037032g1.t1
OG0009958	JC_03757-RA	HMEL012557g1.t1
OG0009959	JC_01884-RA	HMEL002824g1.t1
OG0009960	JC_11761-RA	HMEL008666g1.t1
OG0009961	JC_07739-RA	HMEL015306g1.t1
OG0009962	JC_07740-RA	HMEL015307g1.t1
OG0009963	JC_06987-RA	HMEL007790g1.t1
OG0009964	JC_01782-RA	HMEL016652g1.t1
OG0009965	JC_11774-RA	HMEL033340g1.t1
OG0009966	JC_03320-RA	HMEL005385g1.t1
OG0009967	JC_02574-RA	HMEL033863g1.t1
OG0009968	JC_00677-RA	HMEL010330g1.t1
OG0009969	JC_09542-RA	HMEL003266g1.t1
OG0009970	JC_00679-RA	HMEL010328g1.t1
