Orthogroup	Junonia_coenia	Vanessa_cardui
OG0007504	JC_01065-RA	Vcard_DToL01428-RA
OG0007505	JC_03216-RA	Vcard_DToL04481-RA
OG0007507	JC_12642-RA	Vcard_DToL14371-RA
OG0007508	JC_07747-RA	Vcard_DToL09238-RA
OG0007509	JC_13335-RA	Vcard_DToL15481-RA
OG0007510	JC_01862-RA	Vcard_DToL00548-RA
OG0007511	JC_07748-RA	Vcard_DToL09237-RA
OG0007512	JC_10963-RA	Vcard_DToL12584-RA
OG0007513	JC_03211-RA	Vcard_DToL04488-RA, Vcard_DToL04485-RA
OG0007514	JC_07749-RA	Vcard_DToL09236-RA
OG0007515	JC_15383-RA	Vcard_DToL17234-RA
OG0007516	JC_12638-RA	Vcard_DToL14367-RA
OG0007518	JC_07751-RA	Vcard_DToL09235-RA
OG0007520	JC_12636-RA	Vcard_DToL14365-RA
OG0007521	JC_00299-RA	Vcard_DToL02384-RA
OG0007522	JC_09009-RA	Vcard_DToL07492-RA
OG0007523	JC_00298-RA	Vcard_DToL02385-RA
OG0007524	JC_09010-RA	Vcard_DToL07493-RA
OG0007525	JC_10967-RA	Vcard_DToL12580-RA
OG0007526	JC_01066-RA	Vcard_DToL01429-RA
OG0007527	JC_13608-RA, JC_13610-RA, JC_06363-RA	Vcard_DToL15668-RA
OG0007528	JC_05197-RA	Vcard_DToL03048-RA
OG0007529	JC_08389-RA	Vcard_DToL05754-RA
OG0007530	JC_08388-RA	Vcard_DToL05755-RA
OG0007531	JC_01857-RA	Vcard_DToL00552-RA
OG0007532	JC_08386-RA	Vcard_DToL05756-RA
OG0007533	JC_07753-RA	Vcard_DToL09233-RA
OG0007534	JC_08385-RA	Vcard_DToL05757-RA
OG0007535	JC_08384-RA	Vcard_DToL05758-RA
OG0007536	JC_08382-RA	Vcard_DToL05761-RA
OG0007537	JC_03206-RA	Vcard_DToL04498-RA
OG0007538	JC_05790-RA	Vcard_DToL10107-RA, Vcard_DToL10108-RA
OG0007539	JC_08381-RA	Vcard_DToL05762-RA
OG0007540	JC_08379-RA	Vcard_DToL05764-RA
OG0007541	JC_13856-RA	Vcard_DToL14176-RA
OG0007543	JC_13580-RA	Vcard_DToL15626-RA
OG0007544	JC_08377-RA	Vcard_DToL05765-RA
OG0007545	JC_00292-RA	Vcard_DToL02397-RA
OG0007546	JC_08373-RA	Vcard_DToL05768-RA
OG0007547	JC_08372-RA	Vcard_DToL05769-RA
OG0007548	JC_03199-RA	Vcard_DToL04505-RA
OG0007549	JC_04161-RA	Vcard_DToL08510-RA
OG0007550	JC_08369-RA	Vcard_DToL05773-RA
OG0007551	JC_03196-RA	Vcard_DToL04508-RA
OG0007552	JC_15507-RA	Vcard_DToL17222-RA
OG0007553	JC_15508-RA	Vcard_DToL17221-RA
OG0007554	JC_05193-RA	Vcard_DToL03050-RA
OG0007555	JC_15506-RA	Vcard_DToL17218-RA
OG0007556	JC_13850-RA	Vcard_DToL14178-RA
OG0007557	JC_12077-RA	Vcard_DToL07826-RA
OG0007558	JC_01067-RA	Vcard_DToL01430-RA
OG0007559	JC_10451-RA	Vcard_DToL13814-RA
OG0007560	JC_09020-RA	Vcard_DToL07504-RA
OG0007561	JC_05194-RA	Vcard_DToL03051-RA
OG0007562	JC_10450-RA	Vcard_DToL13813-RA
OG0007563	JC_09021-RA	Vcard_DToL07505-RA
OG0007564	JC_07028-RA	Vcard_DToL12137-RA
OG0007565	JC_07030-RA	Vcard_DToL12135-RA
OG0007566	JC_03191-RA	Vcard_DToL04512-RA
OG0007567	JC_15429-RA	Vcard_DToL17128-RA
OG0007568	JC_05189-RA	Vcard_DToL03055-RA
OG0007569	JC_02600-RA	Vcard_DToL04497-RA
OG0007571	JC_07031-RA	Vcard_DToL12133-RA
OG0007572	JC_02913-RA	Vcard_DToL03806-RA
OG0007573	JC_12621-RA	Vcard_DToL14347-RA
OG0007574	JC_08430-RA	Vcard_DToL05708-RA
OG0007575	JC_02912-RA	Vcard_DToL03809-RA
OG0007576	JC_08431-RA	Vcard_DToL05707-RA
OG0007577	JC_10446-RA	Vcard_DToL13807-RA
OG0007578	JC_06649-RA	Vcard_DToL10358-RA
OG0007579	JC_10445-RA	Vcard_DToL13803-RA
OG0007580	JC_10444-RA	Vcard_DToL13802-RA
OG0007581	JC_00283-RA	Vcard_DToL02404-RA
OG0007582	JC_02896-RA	Vcard_DToL03817-RA
OG0007583	JC_10443-RA	Vcard_DToL13800-RA
OG0007584	JC_07036-RA	Vcard_DToL12120-RA
OG0007585	JC_05802-RA	Vcard_DToL10096-RA
OG0007586	JC_12617-RA	Vcard_DToL14345-RA
OG0007587	JC_02895-RA	Vcard_DToL03818-RA
OG0007588	JC_09316-RA	Vcard_DToL06771-RA
OG0007589	JC_08436-RA	Vcard_DToL05703-RA
OG0007590	JC_02891-RA	Vcard_DToL03823-RA
OG0007591	JC_07038-RA	Vcard_DToL12119-RA
OG0007592	JC_02893-RA	Vcard_DToL03822-RA
OG0007593	JC_08437-RA	Vcard_DToL05702-RA
OG0007594	JC_09027-RA	Vcard_DToL07511-RA
OG0007595	JC_07039-RA	Vcard_DToL12118-RA
OG0007596	JC_08438-RA	Vcard_DToL05701-RA
OG0007597	JC_02892-RA	Vcard_DToL03824-RA
OG0007598	JC_05803-RA	Vcard_DToL10095-RA
OG0007599	JC_02886-RA	Vcard_DToL03830-RA
OG0007600	JC_05804-RA	Vcard_DToL10094-RA
OG0007601	JC_09029-RA	Vcard_DToL07513-RA
OG0007602	JC_04819-RA	Vcard_DToL05179-RA
OG0007603	JC_12571-RA	Vcard_DToL14341-RA
OG0007604	JC_07758-RA	Vcard_DToL09227-RA
OG0007605	JC_12573-RA	Vcard_DToL14340-RA
OG0007606	JC_02889-RA	Vcard_DToL03826-RA
OG0007607	JC_02885-RA	Vcard_DToL03831-RA
OG0007608	JC_12574-RA	Vcard_DToL14339-RA
OG0007609	JC_02884-RA	Vcard_DToL03832-RA
OG0007610	JC_07761-RA	Vcard_DToL09225-RA
OG0007611	JC_09032-RA	Vcard_DToL07516-RA
OG0007612	JC_08440-RA	Vcard_DToL05700-RA
OG0007613	JC_09314-RA	Vcard_DToL06770-RA
OG0007614	JC_11744-RA	Vcard_DToL08232-RA
OG0007615	JC_06648-RA	Vcard_DToL10355-RA
OG0007616	JC_04814-RA	Vcard_DToL05172-RA
OG0007617	JC_07762-RA	Vcard_DToL09224-RA
OG0007618	JC_04813-RA	Vcard_DToL05171-RA
OG0007619	JC_07764-RA	Vcard_DToL09222-RA
OG0007620	JC_07053-RA	Vcard_DToL12106-RA
OG0007621	JC_10991-RA	Vcard_DToL12557-RA
OG0007622	JC_07768-RA	Vcard_DToL09221-RA
OG0007623	JC_09312-RA	Vcard_DToL06768-RA
OG0007624	JC_08443-RA	Vcard_DToL05697-RA
OG0007625	JC_12583-RA	Vcard_DToL14332-RA
OG0007626	JC_06643-RA, JC_06644-RA	Vcard_DToL10352-RA
OG0007627	JC_08448-RA	Vcard_DToL05694-RA
OG0007628	JC_12584-RA	Vcard_DToL14329-RA
OG0007630	JC_13557-RA	Vcard_DToL15614-RA
OG0007631	JC_01850-RA	Vcard_DToL00562-RA
OG0007632	JC_07770-RA	Vcard_DToL09220-RA
OG0007633	JC_08452-RA	Vcard_DToL05689-RA
OG0007634	JC_05807-RA	Vcard_DToL10091-RA
OG0007635	JC_01848-RA	Vcard_DToL00565-RA
OG0007636	JC_05808-RA	Vcard_DToL10090-RA
OG0007637	JC_11752-RA	Vcard_DToL08227-RA
OG0007638	JC_05810-RA	Vcard_DToL10088-RA
OG0007639	JC_05182-RA	Vcard_DToL03060-RA
OG0007640	JC_12588-RA	Vcard_DToL14319-RA
OG0007641	JC_11754-RA	Vcard_DToL08224-RA
OG0007642	JC_04811-RA	Vcard_DToL05170-RA
OG0007643	JC_01846-RA	Vcard_DToL00569-RA
OG0007644	JC_00272-RA	Vcard_DToL02424-RA
OG0007646	JC_07061-RA	Vcard_DToL12092-RA
OG0007647	JC_15494-RA	Vcard_DToL17175-RA
OG0007648	JC_01844-RA	Vcard_DToL00572-RA
OG0007649	JC_07064-RA	Vcard_DToL12088-RA
OG0007650	JC_05817-RA	Vcard_DToL10080-RA
OG0007651	JC_05820-RA	Vcard_DToL10077-RA
OG0007652	JC_11002-RA	Vcard_DToL12544-RA
OG0007653	JC_01080-RA	Vcard_DToL01444-RA
OG0007655	JC_15495-RA	Vcard_DToL17174-RA
OG0007656	JC_09035-RA	Vcard_DToL07522-RA
OG0007657	JC_08458-RA	Vcard_DToL05680-RA
OG0007658	JC_09036-RA	Vcard_DToL07523-RA
OG0007659	JC_11114-RA	Vcard_DToL10909-RA
OG0007660	JC_15473-RA	Vcard_DToL17170-RA, Vcard_DToL17172-RA
OG0007661	JC_08461-RA	Vcard_DToL05675-RA
OG0007662	JC_12598-RA	Vcard_DToL14305-RA
OG0007663	JC_15471-RA	Vcard_DToL17168-RA
OG0007664	JC_08462-RA	Vcard_DToL05674-RA
OG0007665	JC_05180-RA	Vcard_DToL03063-RA
OG0007666	JC_08463-RA	Vcard_DToL05673-RA
OG0007667	JC_01841-RA	Vcard_DToL00576-RA
OG0007668	JC_01095-RA	Vcard_DToL01466-RA
OG0007669	JC_07065-RA	Vcard_DToL12085-RA
OG0007670	JC_15469-RA	Vcard_DToL17166-RA
OG0007671	JC_07066-RA	Vcard_DToL12083-RA
OG0007672	JC_15468-RA	Vcard_DToL17165-RA
OG0007673	JC_12600-RA	Vcard_DToL14302-RA
OG0007674	JC_08465-RA	Vcard_DToL05671-RA
OG0007675	JC_01839-RA	Vcard_DToL00577-RA
OG0007676	JC_01838-RA	Vcard_DToL00578-RA
OG0007677	JC_07068-RA	Vcard_DToL12082-RA
OG0007678	JC_12601-RA	Vcard_DToL14301-RA
OG0007679	JC_01100-RA	Vcard_DToL01468-RA
OG0007680	JC_15467-RA	Vcard_DToL17163-RA
OG0007681	JC_08466-RA	Vcard_DToL05670-RA
OG0007682	JC_06995-RA	Vcard_DToL12177-RA
OG0007683	JC_06994-RA	Vcard_DToL12178-RA
OG0007685	JC_04921-RA	Vcard_DToL05343-RA
OG0007686	JC_01837-RA	Vcard_DToL00579-RA
OG0007687	JC_04922-RA	Vcard_DToL05342-RA
OG0007688	JC_06638-RA	Vcard_DToL10344-RA
OG0007689	JC_06632-RA	Vcard_DToL10341-RA
OG0007690	JC_13849-RA	Vcard_DToL14179-RA
OG0007691	JC_05085-RA	Vcard_DToL02717-RA
OG0007692	JC_05837-RA	Vcard_DToL10068-RA
OG0007693	JC_10430-RA	Vcard_DToL13793-RA
OG0007694	JC_06982-RA	Vcard_DToL12192-RA
OG0007695	JC_05088-RA	Vcard_DToL02719-RA, Vcard_DToL02720-RA
OG0007698	JC_07200-RA	Vcard_DToL11920-RA
OG0007700	JC_07202-RA	Vcard_DToL11917-RA
OG0007701	JC_06629-RA	Vcard_DToL10337-RA
OG0007702	JC_06627-RA	Vcard_DToL10333-RA
OG0007704	JC_12603-RA	Vcard_DToL14299-RA
OG0007705	JC_15430-RA	Vcard_DToL17127-RA
OG0007706	JC_13550-RA	Vcard_DToL15600-RA
OG0007708	JC_04315-RA	Vcard_DToL08351-RA
OG0007709	JC_05095-RA	Vcard_DToL02747-RA, Vcard_DToL02745-RA, Vcard_DToL02749-RA
OG0007710	JC_12273-RA	Vcard_DToL14447-RA
OG0007711	JC_01833-RA	Vcard_DToL00581-RA
OG0007713	JC_09307-RA	Vcard_DToL06762-RA
OG0007714	JC_12276-RA	Vcard_DToL14442-RA
OG0007715	JC_11768-RA	Vcard_DToL08208-RA
OG0007716	JC_15456-RA	Vcard_DToL17156-RA
OG0007717	JC_06624-RA	Vcard_DToL10330-RA
OG0007718	JC_04187-RA	Vcard_DToL08476-RA
OG0007719	JC_11771-RA	Vcard_DToL08205-RA
OG0007720	JC_11770-RA	Vcard_DToL08206-RA
OG0007721	JC_15454-RA	Vcard_DToL17150-RA
OG0007722	JC_15455-RA	Vcard_DToL17154-RA
OG0007723	JC_00255-RA	Vcard_DToL02444-RA
OG0007724	JC_00254-RA	Vcard_DToL02445-RA
OG0007725	JC_06623-RA	Vcard_DToL10328-RA
OG0007726	JC_09291-RA	Vcard_DToL06650-RA
OG0007727	JC_06622-RA	Vcard_DToL10329-RA
OG0007728	JC_05838-RA	Vcard_DToL10067-RA
OG0007729	JC_09292-RA	Vcard_DToL06649-RA
OG0007730	JC_05839-RA	Vcard_DToL10066-RA
OG0007731	JC_15453-RA	Vcard_DToL17149-RA
OG0007732	JC_08478-RA	Vcard_DToL05657-RA
OG0007733	JC_09293-RA	Vcard_DToL06648-RA
OG0007734	JC_11781-RA	Vcard_DToL08191-RA
OG0007735	JC_01101-RA	Vcard_DToL01472-RA
OG0007736	JC_07785-RA	Vcard_DToL09204-RA
OG0007737	JC_13545-RA	Vcard_DToL15595-RA
OG0007738	JC_08483-RA	Vcard_DToL05651-RA
OG0007739	JC_06618-RA	Vcard_DToL10324-RA
OG0007740	JC_05841-RA	Vcard_DToL10063-RA
OG0007741	JC_04940-RA	Vcard_DToL05328-RA
OG0007742	JC_09298-RA	Vcard_DToL06643-RA
OG0007743	JC_04941-RA	Vcard_DToL05326-RA
OG0007744	JC_01830-RA	Vcard_DToL00585-RA
OG0007745	JC_04942-RA	Vcard_DToL05325-RA
OG0007746	JC_05843-RA	Vcard_DToL10062-RA
OG0007747	JC_05110-RA	Vcard_DToL02767-RA
OG0007748	JC_09299-RA	Vcard_DToL06636-RA
OG0007749	JC_05846-RA	Vcard_DToL10059-RA
OG0007750	JC_09058-RA	Vcard_DToL07555-RA
OG0007751	JC_13544-RA	Vcard_DToL15682-RA
OG0007752	JC_13542-RA	Vcard_DToL15683-RA
OG0007753	JC_09287-RA	Vcard_DToL06933-RA
OG0007754	JC_09286-RA	Vcard_DToL06936-RA
OG0007755	JC_05847-RA	Vcard_DToL10058-RA
OG0007756	JC_13540-RA	Vcard_DToL15686-RA
OG0007757	JC_06610-RA	Vcard_DToL10316-RA
OG0007758	JC_01102-RA	Vcard_DToL01473-RA
OG0007759	JC_11049-RA	Vcard_DToL10851-RA
OG0007760	JC_03147-RA	Vcard_DToL04548-RA
OG0007761	JC_04192-RA	Vcard_DToL08471-RA
OG0007762	JC_09060-RA	Vcard_DToL07558-RA
OG0007763	JC_05849-RA	Vcard_DToL10055-RA
OG0007764	JC_00244-RA	Vcard_DToL02475-RA
OG0007765	JC_04946-RA	Vcard_DToL05321-RA
OG0007766	JC_09280-RA	Vcard_DToL06960-RA
OG0007767	JC_00243-RA	Vcard_DToL02477-RA
OG0007768	JC_11054-RA	Vcard_DToL10860-RA
OG0007769	JC_11055-RA	Vcard_DToL10861-RA
OG0007770	JC_01104-RA	Vcard_DToL01476-RA
OG0007771	JC_11056-RA	Vcard_DToL10863-RA
OG0007772	JC_09061-RA	Vcard_DToL07560-RA
OG0007773	JC_04954-RA	Vcard_DToL05315-RA
OG0007774	JC_03146-RA	Vcard_DToL04550-RA
OG0007776	JC_13535-RA	Vcard_DToL15691-RA
OG0007777	JC_03145-RA	Vcard_DToL04552-RA
OG0007778	JC_13534-RA	Vcard_DToL15694-RA
OG0007779	JC_11033-RA	Vcard_DToL12499-RA
OG0007781	JC_05129-RA	Vcard_DToL02790-RA
OG0007782	JC_11789-RA	Vcard_DToL08185-RA
OG0007783	JC_04956-RA	Vcard_DToL05313-RA
OG0007784	JC_10429-RA	Vcard_DToL13790-RA
OG0007785	JC_11790-RA	Vcard_DToL08183-RA
OG0007786	JC_10427-RA	Vcard_DToL13788-RA
OG0007788	JC_11791-RA	Vcard_DToL08182-RA
OG0007789	JC_10426-RA	Vcard_DToL13786-RA
OG0007790	JC_07215-RA	Vcard_DToL11900-RA
OG0007791	JC_09081-RA	Vcard_DToL07565-RA
OG0007792	JC_07801-RA, JC_07802-RA	Vcard_DToL09180-RA
OG0007793	JC_05134-RA, JC_05133-RA	Vcard_DToL02796-RA
OG0007794	JC_11795-RA	Vcard_DToL08179-RA
OG0007795	JC_15431-RA	Vcard_DToL17129-RA
OG0007796	JC_11796-RA	Vcard_DToL08178-RA
OG0007797	JC_10421-RA	Vcard_DToL13779-RA
OG0007798	JC_13518-RA	Vcard_DToL15706-RA
OG0007799	JC_01814-RA	Vcard_DToL00601-RA
OG0007800	JC_10416-RA	Vcard_DToL13772-RA
OG0007801	JC_00232-RA	Vcard_DToL02489-RA
OG0007802	JC_04974-RA	Vcard_DToL05288-RA
OG0007803	JC_00230-RA	Vcard_DToL02492-RA
OG0007804	JC_15426-RA	Vcard_DToL17125-RA
OG0007805	JC_15425-RA	Vcard_DToL17122-RA
OG0007806	JC_07807-RA	Vcard_DToL09174-RA
OG0007807	JC_11062-RA	Vcard_DToL10868-RA
OG0007808	JC_03129-RA	Vcard_DToL04569-RA
OG0007809	JC_00228-RA	Vcard_DToL02495-RA
OG0007810	JC_09275-RA	Vcard_DToL06955-RA
OG0007811	JC_06596-RA	Vcard_DToL10297-RA
OG0007812	JC_04210-RA	Vcard_DToL08457-RA
OG0007813	JC_07812-RA	Vcard_DToL09169-RA
OG0007814	JC_00225-RA	Vcard_DToL02498-RA
OG0007816	JC_00224-RA	Vcard_DToL02500-RA
OG0007817	JC_04214-RA	Vcard_DToL08453-RA
OG0007818	JC_03124-RA	Vcard_DToL04575-RA
OG0007819	JC_15421-RA	Vcard_DToL17116-RA
OG0007820	JC_03123-RA	Vcard_DToL04576-RA
OG0007821	JC_09067-RA	Vcard_DToL07577-RA
OG0007822	JC_11073-RA	Vcard_DToL10875-RA
OG0007823	JC_15420-RA	Vcard_DToL17114-RA
OG0007825	JC_04216-RA	Vcard_DToL08450-RA
OG0007826	JC_09066-RA	Vcard_DToL07578-RA
OG0007827	JC_01802-RA	Vcard_DToL00702-RA
OG0007828	JC_11802-RA	Vcard_DToL08169-RA
OG0007829	JC_03122-RA	Vcard_DToL04577-RA
OG0007830	JC_00852-RA	Vcard_DToL01722-RA
OG0007832	JC_04221-RA	Vcard_DToL08446-RA
OG0007833	JC_04222-RA	Vcard_DToL08445-RA
OG0007834	JC_00853-RA	Vcard_DToL01723-RA
OG0007835	JC_05152-RA	Vcard_DToL02818-RA
OG0007836	JC_00854-RA	Vcard_DToL01724-RA
OG0007837	JC_01805-RA	Vcard_DToL00704-RA
OG0007838	JC_00850-RA	Vcard_DToL01720-RA
OG0007839	JC_04224-RA	Vcard_DToL08443-RA
OG0007840	JC_03112-RA	Vcard_DToL04585-RA
OG0007841	JC_00217-RA	Vcard_DToL02511-RA
OG0007842	JC_08498-RA	Vcard_DToL05639-RA
OG0007843	JC_00216-RA	Vcard_DToL02512-RA
OG0007844	JC_07818-RA	Vcard_DToL09162-RA
OG0007845	JC_08500-RA	Vcard_DToL05636-RA
OG0007846	JC_08502-RA	Vcard_DToL05634-RA
OG0007847	JC_11028-RA	Vcard_DToL12509-RA
OG0007848	JC_00212-RA	Vcard_DToL02515-RA
OG0007849	JC_09094-RA	Vcard_DToL07582-RA
OG0007850	JC_11082-RA	Vcard_DToL10885-RA
OG0007851	JC_09257-RA	Vcard_DToL06946-RA
OG0007852	JC_07822-RA	Vcard_DToL09159-RA
OG0007853	JC_07823-RA	Vcard_DToL09158-RA
OG0007854	JC_00207-RA	Vcard_DToL02523-RA
OG0007855	JC_01796-RA	Vcard_DToL00693-RA
OG0007857	JC_00206-RA	Vcard_DToL02524-RA
OG0007858	JC_13512-RA	Vcard_DToL15717-RA
OG0007860	JC_11023-RA	Vcard_DToL12512-RA
OG0007861	JC_09251-RA	Vcard_DToL06964-RA
OG0007862	JC_09249-RA	Vcard_DToL06965-RA
OG0007863	JC_11022-RA	Vcard_DToL12513-RA
OG0007864	JC_11091-RA	Vcard_DToL10889-RA
OG0007865	JC_03110-RA	Vcard_DToL04588-RA
OG0007866	JC_11021-RA	Vcard_DToL12514-RA
OG0007867	JC_04967-RA, JC_04968-RA	Vcard_DToL05295-RA
OG0007868	JC_07827-RA	Vcard_DToL09153-RA
OG0007869	JC_03108-RA	Vcard_DToL04590-RA
OG0007870	JC_11820-RA	Vcard_DToL08156-RA
OG0007871	JC_11017-RA	Vcard_DToL12516-RA
OG0007872	JC_08506-RA	Vcard_DToL05627-RA
OG0007873	JC_05154-RA	Vcard_DToL02819-RA
OG0007874	JC_07830-RA	Vcard_DToL09152-RA
OG0007876	JC_08508-RA	Vcard_DToL05626-RA
OG0007877	JC_13509-RA	Vcard_DToL15722-RA
OG0007878	JC_01791-RA	Vcard_DToL00691-RA
OG0007879	JC_13508-RA	Vcard_DToL15723-RA
OG0007880	JC_05155-RA	Vcard_DToL02820-RA
OG0007881	JC_03104-RA	Vcard_DToL04594-RA
OG0007882	JC_03103-RA	Vcard_DToL04595-RA
OG0007883	JC_01789-RA	Vcard_DToL00689-RA
OG0007884	JC_03101-RA	Vcard_DToL04600-RA
OG0007885	JC_03100-RA	Vcard_DToL04601-RA
OG0007886	JC_13504-RA	Vcard_DToL15728-RA
OG0007887	JC_04976-RA	Vcard_DToL05283-RA
OG0007888	JC_03099-RA	Vcard_DToL04602-RA
OG0007889	JC_03098-RA	Vcard_DToL04603-RA
OG0007890	JC_03097-RA	Vcard_DToL04606-RA
OG0007891	JC_05159-RA	Vcard_DToL02824-RA
OG0007892	JC_03096-RA	Vcard_DToL04607-RA
OG0007893	JC_05161-RA	Vcard_DToL02828-RA
OG0007894	JC_03095-RA	Vcard_DToL04608-RA
OG0007895	JC_07836-RA	Vcard_DToL09147-RA
OG0007896	JC_07837-RA	Vcard_DToL09145-RA
OG0007897	JC_11822-RA	Vcard_DToL08155-RA
OG0007898	JC_04979-RA	Vcard_DToL05279-RA
OG0007899	JC_03093-RA	Vcard_DToL04613-RA
OG0007900	JC_07838-RA	Vcard_DToL09144-RA
OG0007901	JC_07839-RA	Vcard_DToL09143-RA
OG0007902	JC_00843-RA	Vcard_DToL01712-RA
OG0007903	JC_06590-RA	Vcard_DToL10294-RA
OG0007904	JC_05164-RA	Vcard_DToL02829-RA
OG0007905	JC_05165-RA	Vcard_DToL02830-RA
OG0007906	JC_08510-RA	Vcard_DToL05622-RA
OG0007908	JC_01653-RA	Vcard_DToL00718-RA
OG0007909	JC_03090-RA	Vcard_DToL04616-RA
OG0007910	JC_00195-RA	Vcard_DToL02531-RA
OG0007912	JC_00836-RA	Vcard_DToL01703-RA
OG0007913	JC_00194-RA	Vcard_DToL02532-RA
OG0007914	JC_09231-RA	Vcard_DToL06981-RA
OG0007915	JC_07841-RA	Vcard_DToL09142-RA
OG0007916	JC_04985-RA	Vcard_DToL05272-RA
OG0007917	JC_00193-RA	Vcard_DToL02534-RA
OG0007918	JC_03088-RA	Vcard_DToL04617-RA
OG0007920	JC_01665-RA	Vcard_DToL00612-RA
OG0007921	JC_01667-RA	Vcard_DToL00614-RA
OG0007922	JC_08513-RA	Vcard_DToL05619-RA
OG0007923	JC_11828-RA	Vcard_DToL08150-RA
OG0007924	JC_09224-RA	Vcard_DToL06991-RA
OG0007925	JC_11829-RA	Vcard_DToL08149-RA
OG0007926	JC_00858-RA	Vcard_DToL01697-RA
OG0007927	JC_11102-RA	Vcard_DToL10894-RA
OG0007928	JC_03086-RA	Vcard_DToL04620-RA
OG0007929	JC_03085-RA	Vcard_DToL04621-RA
OG0007930	JC_11831-RA	Vcard_DToL08145-RA
OG0007931	JC_07843-RA	Vcard_DToL09140-RA
OG0007932	JC_11104-RA	Vcard_DToL10896-RA
OG0007933	JC_11832-RA	Vcard_DToL08147-RA
OG0007934	JC_11833-RA	Vcard_DToL08146-RA
OG0007935	JC_04233-RA	Vcard_DToL08434-RA
OG0007935	JC_04232-RA	Vcard_DToL08435-RA
OG0007936	JC_11106-RA	Vcard_DToL10900-RA
OG0007937	JC_02853-RA	Vcard_DToL03867-RA
OG0007938	JC_06584-RA	Vcard_DToL10288-RA
OG0007939	JC_07849-RA	Vcard_DToL09132-RA
OG0007940	JC_06582-RA	Vcard_DToL10287-RA
OG0007941	JC_00183-RA	Vcard_DToL02542-RA
OG0007942	JC_11835-RA	Vcard_DToL08144-RA
OG0007943	JC_07850-RA	Vcard_DToL09130-RA
OG0007944	JC_00179-RA	Vcard_DToL02544-RA
OG0007945	JC_06578-RA	Vcard_DToL10280-RA
OG0007946	JC_00177-RA	Vcard_DToL02550-RA
OG0007947	JC_01714-RA	Vcard_DToL00780-RA
OG0007948	JC_06577-RA	Vcard_DToL10277-RA
OG0007949	JC_07852-RA	Vcard_DToL09128-RA
OG0007950	JC_09216-RA	Vcard_DToL07001-RA
OG0007951	JC_07853-RA	Vcard_DToL09127-RA
OG0007952	JC_07854-RA	Vcard_DToL09126-RA
OG0007953	JC_07229-RA	Vcard_DToL11878-RA
OG0007954	JC_00863-RA	Vcard_DToL01691-RA
OG0007955	JC_07231-RA	Vcard_DToL11877-RA
OG0007956	JC_07856-RA	Vcard_DToL09123-RA
OG0007957	JC_00865-RA	Vcard_DToL01690-RA
OG0007958	JC_07237-RA	Vcard_DToL11873-RA
OG0007959	JC_07858-RA	Vcard_DToL09121-RA
OG0007960	JC_09213-RA	Vcard_DToL07005-RA
OG0007961	JC_02846-RA	Vcard_DToL03876-RA
OG0007962	JC_07859-RA	Vcard_DToL09118-RA
OG0007963	JC_07242-RA	Vcard_DToL11871-RA
OG0007964	JC_00167-RA	Vcard_DToL02563-RA
OG0007965	JC_05170-RA	Vcard_DToL02834-RA
OG0007966	JC_07245-RA	Vcard_DToL11868-RA
OG0007967	JC_00166-RA	Vcard_DToL02564-RA
OG0007968	JC_03079-RA	Vcard_DToL04624-RA
OG0007969	JC_05172-RA	Vcard_DToL02838-RA
OG0007970	JC_07248-RA	Vcard_DToL11860-RA
OG0007971	JC_07860-RA	Vcard_DToL09116-RA
OG0007972	JC_06569-RA	Vcard_DToL10271-RA
OG0007973	JC_04370-RA	Vcard_DToL08296-RA
OG0007974	JC_04992-RA	Vcard_DToL05265-RA
OG0007975	JC_07861-RA	Vcard_DToL09115-RA
OG0007976	JC_07862-RA	Vcard_DToL09114-RA
OG0007977	JC_09208-RA	Vcard_DToL07008-RA
OG0007978	JC_07863-RA	Vcard_DToL09113-RA
OG0007979	JC_09209-RA	Vcard_DToL07010-RA
OG0007980	JC_02840-RA	Vcard_DToL03881-RA
OG0007981	JC_08516-RA	Vcard_DToL05614-RA
OG0007982	JC_11109-RA	Vcard_DToL10903-RA
OG0007983	JC_08517-RA	Vcard_DToL05613-RA
OG0007984	JC_04368-RA	Vcard_DToL08298-RA
OG0007985	JC_09206-RA	Vcard_DToL07012-RA
OG0007986	JC_06567-RA	Vcard_DToL10268-RA
OG0007987	JC_02839-RA	Vcard_DToL03882-RA
OG0007989	JC_03074-RA	Vcard_DToL04629-RA
OG0007990	JC_00162-RA	Vcard_DToL02570-RA
OG0007991	JC_03072-RA	Vcard_DToL04631-RA
OG0007992	JC_08522-RA	Vcard_DToL05608-RA
OG0007993	JC_01627-RA	Vcard_DToL00756-RA
OG0007994	JC_04367-RA	Vcard_DToL08299-RA
OG0007995	JC_05175-RA	Vcard_DToL03067-RA
OG0007996	JC_09202-RA	Vcard_DToL07014-RA
OG0007997	JC_00160-RA	Vcard_DToL02574-RA
OG0007998	JC_02833-RA	Vcard_DToL03890-RA
OG0007999	JC_00158-RA	Vcard_DToL02577-RA
OG0008000	JC_00157-RA	Vcard_DToL02578-RA
OG0008001	JC_05176-RA	Vcard_DToL03065-RA
OG0008002	JC_00155-RA	Vcard_DToL02580-RA
OG0008003	JC_02832-RA	Vcard_DToL03893-RA
OG0008004	JC_01644-RA	Vcard_DToL00736-RA
OG0008005	JC_04360-RA	Vcard_DToL08305-RA
OG0008006	JC_01640-RA	Vcard_DToL00737-RA
OG0008007	JC_04358-RA	Vcard_DToL08306-RA
