Orthogroup	Junonia_coenia	Maniola_hyperantus
OG0008507	JC_17072-RA	XP_034837804.1
OG0008508	JC_16746-RA	XP_034838918.1
OG0008509	JC_12985-RA	XP_034835924.1
OG0008510	JC_10302-RA	XP_034835258.1
OG0008511	JC_12428-RA	XP_034833847.1
OG0008512	JC_11453-RA	XP_034832813.1
OG0008514	JC_16241-RA	XP_034827585.1
OG0008515	JC_06799-RA	XP_034831391.1
OG0008516	JC_11446-RA	XP_034832940.1
OG0008517	JC_02345-RA	XP_034825540.1
OG0008518	JC_00767-RA	XP_034823991.1
OG0008520	JC_07969-RA	XP_034840395.1
OG0008521	JC_00769-RA	XP_034823952.1
OG0008522	JC_06804-RA	XP_034831394.1
OG0008524	JC_00774-RA	XP_034824001.1
OG0008525	JC_10310-RA	XP_034835174.1
OG0008527	JC_06108-RA	XP_034828373.1
OG0008528	JC_05066-RA	XP_034827679.1
OG0008531	JC_06146-RA	XP_034828476.1
OG0008533	JC_10320-RA	XP_034835070.1
OG0008534	JC_06141-RA	XP_034828475.1
OG0008535	JC_02987-RA	XP_034830436.1
OG0008536	JC_05510-RA	XP_034828979.1
OG0008537	JC_14523-RA	XP_034826321.1
OG0008538	JC_01557-RA	XP_034831857.1
OG0008539	JC_06140-RA	XP_034828363.1
OG0008540	JC_15995-RA	XP_034838368.1
OG0008541	JC_11419-RA	XP_034832803.1
OG0008542	JC_10563-RA	XP_034834940.1
OG0008543	JC_06137-RA	XP_034828906.1
OG0008544	JC_15999-RA	XP_034838592.1
OG0008545	JC_16003-RA	XP_034838555.1
OG0008546	JC_11414-RA	XP_034833054.1
OG0008547	JC_16006-RA	XP_034838553.1
OG0008548	JC_17116-RA	XP_034838168.1, XP_034837837.1
OG0008553	JC_01543-RA	XP_034838143.1
OG0008555	JC_00796-RA	XP_034840969.1
OG0008556	JC_00799-RA	XP_034840965.1
OG0008557	JC_10575-RA	XP_034834705.1
OG0008559	JC_10244-RA	XP_034835706.1
OG0008560	JC_01541-RA	XP_034834883.1
OG0008562	JC_14513-RA	XP_034826023.1
OG0008564	JC_04509-RA	XP_034824417.1
OG0008566	JC_11403-RA	XP_034832654.1
OG0008567	JC_06112-RA	XP_034828927.1
OG0008569	JC_10182-RA	XP_034835197.1
OG0008571	JC_05495-RA	XP_034829166.1
OG0008572	JC_06113-RA	XP_034828785.1
OG0008573	JC_03596-RA	XP_034830876.1
OG0008574	JC_15596-RA	XP_034837007.1
OG0008579	JC_03718-RA	XP_034840324.1
OG0008580	JC_03719-RA	XP_034840318.1
OG0008583	JC_03590-RA	XP_034830605.1
OG0008584	JC_17024-RA	XP_034838206.1
OG0008585	JC_14491-RA	XP_034826173.1
OG0008586	JC_05485-RA	XP_034829194.1
OG0008587	JC_14490-RA	XP_034826174.1
OG0008588	JC_06148-RA	XP_034828556.1
OG0008589	JC_14828-RA	XP_034837401.1
OG0008590	JC_10199-RA	XP_034835648.1
OG0008591	JC_03730-RA	XP_034840331.1
OG0008595	JC_07422-RA	XP_034832110.1
OG0008596	JC_12390-RA	XP_034834122.1
OG0008600	JC_14476-RA	XP_034826071.1
OG0008602	JC_12387-RA	XP_034834120.1
OG0008603	JC_05620-RA	XP_034833603.1
OG0008604	JC_14902-RA	XP_034837113.1
OG0008606	JC_00809-RA	XP_034841536.1
OG0008607	JC_07424-RA	XP_034832100.1
OG0008608	JC_14155-RA	XP_034836367.1
OG0008610	JC_10611-RA	XP_034834661.1
OG0008611	JC_01516-RA	XP_034832450.1
OG0008615	JC_12372-RA	XP_034834246.1
OG0008616	JC_05619-RA	XP_034833651.1
OG0008619	JC_14426-RA	XP_034825953.1
OG0008620	JC_09817-RA	XP_034826935.1
OG0008622	JC_16129-RA	XP_034838686.1
OG0008625	JC_09819-RA	XP_034826726.1
OG0008626	JC_10623-RA	XP_034834743.1
OG0008627	JC_16408-RA	XP_034827715.1
OG0008629	JC_12519-RA	XP_034833751.1
OG0008630	JC_06183-RA	XP_034828685.1
OG0008631	JC_16606-RA, JC_16607-RA	XP_034838754.1
OG0008632	JC_07432-RA	XP_034832098.1
OG0008633	JC_10626-RA	XP_034834740.1
OG0008634	JC_16135-RA	XP_034838548.1
OG0008635	JC_12512-RA	XP_034834183.1
OG0008638	JC_14033-RA	XP_034836398.1
OG0008639	JC_12918-RA	XP_034836164.1
OG0008640	JC_16139-RA	XP_034838485.1
OG0008641	JC_12502-RA	XP_034834210.1
OG0008642	JC_08738-RA	XP_034830030.1
OG0008643	JC_03579-RA	XP_034830346.1
OG0008645	JC_03575-RA	XP_034830727.1
OG0008646	JC_00704-RA	XP_034841215.1
OG0008647	JC_12497-RA	XP_034834213.1
OG0008648	JC_02437-RA	XP_034825262.1
OG0008650	JC_16146-RA	XP_034838402.1
OG0008652	JC_15371-RA	XP_034837697.1
OG0008653	JC_06201-RA	XP_034828744.1
OG0008654	JC_03475-RA	XP_034830843.1
OG0008655	JC_00703-RA	XP_034841216.1
OG0008656	JC_14840-RA	XP_034837208.1
OG0008657	JC_12903-RA	XP_034836135.1
OG0008658	JC_08009-RA	XP_034825653.1
OG0008659	JC_03750-RA	XP_034840451.1
OG0008661	JC_06837-RA	XP_034831287.1
OG0008662	JC_06840-RA	XP_034831286.1
OG0008665	JC_06216-RA	XP_034828535.1
OG0008666	JC_04542-RA	XP_034824278.1, XP_034839899.1
OG0008669	JC_02454-RA	XP_034825399.1
OG0008670	JC_10701-RA	XP_034834851.1
OG0008671	JC_10735-RA	XP_034834567.1
OG0008672	JC_06844-RA	XP_034831288.1
OG0008674	JC_16360-RA	XP_034827666.1
OG0008676	JC_16359-RA	XP_034827776.1
OG0008679	JC_10730-RA	XP_034834963.1
OG0008680	JC_06846-RA	XP_034831285.1
OG0008681	JC_09664-RA	XP_034826841.1
OG0008682	JC_14404-RA	XP_034826005.1, XP_034826002.1
OG0008683	JC_03763-RA	XP_034839558.1
OG0008684	JC_14025-RA	XP_034836454.1
OG0008685	JC_12889-RA	XP_034835724.1
OG0008686	JC_12474-RA	XP_034834217.1
OG0008688	JC_15701-RA	XP_034836959.1
OG0008689	JC_01917-RA	XP_034839663.1
OG0008691	JC_07502-RA	XP_034832248.1
OG0008693	JC_09660-RA	XP_034826803.1
OG0008694	JC_09464-RA	XP_034838742.1
OG0008695	JC_17040-RA	XP_034837869.1
OG0008696	JC_14390-RA	XP_034826066.1
OG0008697	JC_01927-RA	XP_034839359.1, XP_034839360.1
OG0008698	JC_10157-RA	XP_034835081.1
OG0008701	JC_08752-RA	XP_034829896.1
OG0008704	JC_14858-RA	XP_034837358.1
OG0008705	JC_07485-RA	XP_034832063.1
OG0008706	JC_08760-RA	XP_034830059.1
OG0008707	JC_06348-RA	XP_034828803.1, XP_034828804.1
OG0008711	JC_04392-RA	XP_034824226.1
OG0008712	JC_12874-RA	XP_034835731.1
OG0008713	JC_03781-RA	XP_034840182.1
OG0008715	JC_03785-RA	XP_034840026.1
OG0008716	JC_12456-RA	XP_034834049.1
OG0008717	JC_03788-RA	XP_034839586.1
OG0008718	JC_08047-RA	XP_034825938.1
OG0008719	JC_14016-RA	XP_034836516.1
OG0008720	JC_08049-RA	XP_034825908.1
OG0008722	JC_08051-RA	XP_034825968.1
OG0008723	JC_07933-RA	XP_034824268.1
OG0008724	JC_06354-RA	XP_034828494.1
OG0008725	JC_04381-RA	XP_034824947.1
OG0008726	JC_12452-RA	XP_034834050.1
OG0008727	JC_14993-RA	XP_034837391.1
OG0008728	JC_09640-RA	XP_034827333.1
OG0008731	JC_03497-RA	XP_034830555.1
OG0008732	JC_03946-RA, JC_03947-RA	XP_034837947.1
OG0008733	JC_10150-RA	XP_034835395.1
OG0008734	JC_16120-RA	XP_034838639.1
OG0008735	JC_15689-RA	XP_034836960.1
OG0008737	JC_00670-RA	XP_034841239.1
OG0008738	JC_16329-RA	XP_034827902.1
OG0008739	JC_05445-RA	XP_034829100.1
OG0008741	JC_16487-RA	XP_034838885.1
OG0008743	JC_02175-RA	XP_034829105.1
OG0008744	JC_12834-RA	XP_034835757.1
OG0008745	JC_12445-RA	XP_034834299.1
OG0008746	JC_12446-RA	XP_034834298.1
OG0008748	JC_12176-RA	XP_034827574.1
OG0008750	JC_12173-RA	XP_034827534.1
OG0008752	JC_12842-RA	XP_034835741.1, XP_034835739.1
OG0008755	JC_03798-RA	XP_034840370.1
OG0008756	JC_04551-RA	XP_034824746.1
OG0008757	JC_12849-RA	XP_034835737.1
OG0008758	JC_09639-RA	XP_034826696.1
OG0008759	JC_09636-RA	XP_034826931.1
OG0008760	JC_12857-RA	XP_034835803.1
OG0008761	JC_16108-RA, JC_16109-RA	XP_034838690.1
OG0008762	JC_12858-RA	XP_034835734.1
OG0008763	JC_16490-RA	XP_034838960.1
OG0008765	JC_09606-RA	XP_034826871.1
OG0008766	JC_06383-RA	XP_034828813.1
OG0008768	JC_06385-RA	XP_034828660.1
OG0008770	JC_12144-RA	XP_034827795.1
OG0008771	JC_16794-RA	XP_034838253.1
OG0008772	JC_14005-RA	XP_034836327.1
OG0008773	JC_09604-RA	XP_034827239.1
OG0008777	JC_16813-RA	XP_034837965.1
OG0008778	JC_09598-RA	XP_034827049.1
OG0008780	JC_13099-RA	XP_034836055.1
OG0008782	JC_03809-RA	XP_034840373.1
OG0008783	JC_00652-RA	XP_034841018.1
OG0008784	JC_02507-RA	XP_034825552.1
OG0008785	JC_02509-RA	XP_034825461.1
OG0008786	JC_02245-RA	XP_034839669.1
OG0008787	JC_16864-RA	XP_034837997.1
OG0008788	JC_15958-RA	XP_034838634.1
OG0008789	JC_08100-RA	XP_034824327.1
OG0008790	JC_15019-RA	XP_034837253.1
OG0008791	JC_17009-RA	XP_034838294.1
OG0008792	JC_04571-RA	XP_034824877.1
OG0008794	JC_03819-RA	XP_034840564.1
OG0008795	JC_04572-RA	XP_034824748.1
OG0008797	JC_00642-RA	XP_034841425.1
OG0008798	JC_10635-RA	XP_034834486.1
OG0008799	JC_03827-RA	XP_034840178.1
OG0008800	JC_11316-RA	XP_034832648.1
OG0008801	JC_16942-RA	XP_034838318.1
OG0008802	JC_06042-RA	XP_034833334.1
OG0008804	JC_11333-RA	XP_034832664.1
OG0008805	JC_11310-RA	XP_034832674.1
OG0008807	JC_14334-RA	XP_034825835.1
OG0008808	JC_03837-RA	XP_034840678.1
OG0008810	JC_00638-RA	XP_034841423.1
OG0008811	JC_09568-RA	XP_034827052.1
OG0008812	JC_12236-RA	XP_034827491.1
OG0008813	JC_12766-RA	XP_034833817.1
OG0008816	JC_15671-RA	XP_034836813.1
OG0008817	JC_11301-RA	XP_034833072.1
OG0008818	JC_13977-RA	XP_034836321.1
OG0008819	JC_07459-RA	XP_034831729.1
OG0008820	JC_04586-RA	XP_034824566.1
OG0008824	JC_04587-RA	XP_034824558.1
OG0008825	JC_08118-RA	XP_034838142.1
OG0008826	JC_08119-RA	XP_034837646.1
OG0008827	JC_10115-RA	XP_034835104.1
OG0008828	JC_04589-RA	XP_034824525.1
OG0008829	JC_10112-RA	XP_034835207.1
OG0008831	JC_07448-RA	XP_034832457.1
OG0008834	JC_06510-RA	XP_034838081.1
OG0008837	JC_00630-RA	XP_034841510.1
OG0008838	JC_03447-RA	XP_034830650.1
OG0008839	JC_13064-RA	XP_034835916.1
OG0008840	JC_03446-RA	XP_034830651.1
OG0008841	JC_03445-RA	XP_034830644.1
OG0008842	JC_10650-RA	XP_034834832.1, XP_034834831.1
OG0008843	JC_06979-RA	XP_034831561.1
OG0008845	JC_06977-RA	XP_034831162.1
OG0008846	JC_10084-RA	XP_034835534.1
OG0008847	JC_04622-RA	XP_034824553.1
OG0008848	JC_07514-RA	XP_034832160.1
OG0008849	JC_04623-RA	XP_034824568.1
OG0008850	JC_06019-RA	XP_034833207.1
OG0008851	JC_12745-RA	XP_034833820.1
OG0008852	JC_06971-RA	XP_034831618.1
OG0008853	JC_04630-RA	XP_034824554.1
OG0008854	JC_15938-RA	XP_034838562.1
OG0008855	JC_16434-RA	XP_034838934.1
OG0008856	JC_02536-RA	XP_034825629.1
OG0008858	JC_10073-RA	XP_034835094.1, XP_034835272.1
OG0008859	JC_10072-RA	XP_034835093.1
OG0008860	JC_15932-RA	XP_034838542.1
OG0008861	JC_07525-RA	XP_034832233.1
OG0008862	JC_02539-RA, JC_02540-RA	XP_034825651.1
OG0008863	JC_07528-RA	XP_034832131.1
OG0008864	JC_06964-RA	XP_034831028.1
OG0008865	JC_14949-RA	XP_034837308.1
OG0008866	JC_10659-RA	XP_034834331.1
OG0008867	JC_08167-RA	XP_034826690.1
OG0008868	JC_01989-RA	XP_034839554.1
OG0008874	JC_16417-RA	XP_034839020.1
OG0008875	JC_08171-RA	XP_034826384.1
OG0008876	JC_16418-RA	XP_034838972.1
OG0008878	JC_16903-RA, JC_16901-RA	XP_034838292.1
OG0008880	JC_16897-RA	XP_034838291.1
OG0008881	JC_04640-RA	XP_034824567.1
OG0008884	JC_16893-RA	XP_034837969.1
OG0008885	JC_00604-RA	XP_034823990.1
OG0008886	JC_00603-RA	XP_034824010.1
OG0008889	JC_02004-RA	XP_034839644.1
OG0008890	JC_06945-RA	XP_034831516.1
OG0008891	JC_02006-RA	XP_034839474.1
OG0008892	JC_06010-RA	XP_034833455.1
OG0008893	JC_16459-RA, JC_16460-RA	XP_034838840.1
OG0008895	JC_09529-RA	XP_034827263.1
OG0008897	JC_02560-RA	XP_034825480.1
OG0008898	JC_02009-RA	XP_034839213.1
OG0008899	JC_06420-RA	XP_034828437.1
OG0008900	JC_09527-RA	XP_034826705.1
OG0008901	JC_07650-RA	XP_034832373.1
OG0008902	JC_06424-RA	XP_034828441.1
OG0008903	JC_06425-RA	XP_034828442.1
OG0008904	JC_00593-RA	XP_034841210.1, XP_034841209.1
OG0008905	JC_06426-RA	XP_034828427.1
OG0008906	JC_00592-RA	XP_034841208.1
OG0008907	JC_05411-RA	XP_034829034.1
OG0008909	JC_06431-RA	XP_034828331.1
OG0008910	JC_03879-RA	XP_034840768.1
OG0008911	JC_08185-RA	XP_034826802.1
OG0008912	JC_02572-RA	XP_034825219.1
OG0008916	JC_07644-RA	XP_034832095.1
OG0008918	JC_01335-RA	XP_034832750.1
OG0008920	JC_10040-RA	XP_034835427.1
OG0008921	JC_02581-RA	XP_034825559.1
OG0008922	JC_04650-RA	XP_034824981.1
OG0008926	JC_02584-RA, JC_02585-RA	XP_034825163.1
OG0008927	JC_11289-RA	XP_034832736.1
OG0008928	JC_11284-RA	XP_034833080.1
OG0008929	JC_14919-RA	XP_034837293.1
OG0008931	JC_09505-RA, JC_09504-RA	XP_034827329.1
OG0008933	JC_13951-RA	XP_034836317.1
OG0008935	JC_08899-RA	XP_034829654.1
OG0008937	JC_10023-RA	XP_034835370.1
OG0008941	JC_04659-RA	XP_034824871.1
OG0008942	JC_15881-RA	XP_034838526.1
OG0008943	JC_07635-RA	XP_034832170.1
OG0008944	JC_13948-RA	XP_034836503.1
OG0008945	JC_10740-RA	XP_034834573.1
OG0008946	JC_10021-RA	XP_034835343.1
OG0008947	JC_07634-RA	XP_034831801.1
OG0008948	JC_13946-RA	XP_034836506.1
OG0008949	JC_00577-RA	XP_034840936.1
OG0008950	JC_00576-RA	XP_034840947.1
OG0008951	JC_07633-RA	XP_034831802.1
OG0008952	JC_00575-RA	XP_034840926.1
OG0008954	JC_10020-RA	XP_034835335.1
OG0008955	JC_08895-RA	XP_034830165.1
OG0008957	JC_16387-RA	XP_034827455.1
OG0008958	JC_07631-RA	XP_034832221.1
OG0008959	JC_16941-RA	XP_034838305.1
OG0008960	JC_06928-RA	XP_034831104.1
OG0008961	JC_10013-RA	XP_034835362.1
OG0008962	JC_13862-RA	XP_034836376.1
OG0008963	JC_06001-RA	XP_034833188.1, XP_034833187.1
OG0008964	JC_09497-RA	XP_034827122.1
OG0008965	JC_12312-RA	XP_034834015.1
OG0008967	JC_10827-RA	XP_034834792.1
OG0008968	JC_12313-RA	XP_034839941.1, XP_034834019.1
OG0008969	JC_08212-RA	XP_034826402.1
OG0008972	JC_03903-RA	XP_034840612.1
OG0008973	JC_03905-RA	XP_034840601.1
OG0008974	JC_11475-RA	XP_034832767.1
OG0008976	JC_13934-RA	XP_034836475.1
OG0008977	JC_05997-RA	XP_034833674.1
OG0008981	JC_06915-RA	XP_034831666.1
OG0008984	JC_03906-RA	XP_034840623.1
OG0008985	JC_15897-RA	XP_034839566.1
OG0008987	JC_14822-RA	XP_034837315.1
OG0008988	JC_14821-RA	XP_034837317.1
OG0008989	JC_05986-RA	XP_034833134.1
OG0008990	JC_06445-RA	XP_034828607.1
OG0008995	JC_05980-RA	XP_034833171.1
OG0008996	JC_06453-RA	XP_034828570.1
OG0008997	JC_11458-RA	XP_034832815.1
OG0008999	JC_14811-RA	XP_034837451.1
OG0009000	JC_09991-RA	XP_034835367.1
OG0009001	JC_11455-RA	XP_034832816.1
OG0009002	JC_13947-RA	XP_034836497.1, XP_034836496.1
OG0009003	JC_11454-RA	XP_034832810.1
OG0009005	JC_03910-RA	XP_034840628.1
OG0009006	JC_04687-RA	XP_034824452.1
OG0009007	JC_05973-RA	XP_034833657.1
OG0009008	JC_05972-RA	XP_034833658.1
OG0009009	JC_05969-RA	XP_034833478.1
OG0009010	JC_06905-RA	XP_034831048.1
OG0009011	JC_09487-RA	XP_034826844.1
OG0009012	JC_05966-RA	XP_034833483.1
OG0009013	JC_03962-RA	XP_034840756.1
OG0009014	JC_03964-RA	XP_034840758.1
OG0009015	JC_03965-RA	XP_034840211.1
OG0009016	JC_11697-RA	XP_034827539.1
OG0009018	JC_14804-RA	XP_034837175.1
OG0009019	JC_02077-RA	XP_034839629.1
OG0009020	JC_03967-RA	XP_034840505.1
OG0009021	JC_00547-RA	XP_034841363.1
OG0009022	JC_04700-RA	XP_034824486.1
OG0009023	JC_13173-RA	XP_034835987.1
OG0009024	JC_04702-RA	XP_034824442.1
OG0009025	JC_09478-RA	XP_034826776.1
OG0009026	JC_08240-RA	XP_034828890.1
OG0009027	JC_16850-RA	XP_034837986.1
OG0009028	JC_06880-RA	XP_034831063.1
OG0009030	JC_10813-RA	XP_034834785.1
OG0009032	JC_13177-RA	XP_034835971.1
OG0009033	JC_04707-RA	XP_034824791.1
OG0009034	JC_15835-RA, JC_15834-RA	XP_034838430.1
OG0009035	JC_10809-RA	XP_034834783.1
OG0009036	JC_11166-RA	XP_034832560.1
OG0009037	JC_03973-RA	XP_034840509.1
OG0009039	JC_02070-RA	XP_034839379.1
OG0009040	JC_10806-RA	XP_034834350.1
OG0009042	JC_13193-RA	XP_034835952.1
OG0009044	JC_03974-RA	XP_034840484.1
OG0009045	JC_03977-RA	XP_034840473.1
OG0009047	JC_07183-RA	XP_034831426.1
OG0009048	JC_03978-RA	XP_034840482.1
OG0009049	JC_11653-RA	XP_034828210.1
OG0009050	JC_10805-RA	XP_034834759.1
OG0009051	JC_02633-RA	XP_034825768.1
OG0009052	JC_03378-RA	XP_034830327.1
OG0009053	JC_10802-RA	XP_034834563.1
OG0009054	JC_13896-RA	XP_034836434.1
OG0009055	JC_05355-RA	XP_034829117.1
OG0009056	JC_06475-RA	XP_034828824.1
OG0009058	JC_03983-RA	XP_034840463.1
OG0009059	JC_10801-RA	XP_034834564.1
OG0009060	JC_04718-RA	XP_034824457.1
OG0009062	JC_03984-RA	XP_034840476.1
OG0009063	JC_09467-RA	XP_034827280.1
OG0009066	JC_03987-RA	XP_034840466.1
OG0009069	JC_03988-RA	XP_034840465.1
OG0009070	JC_04726-RA	XP_034824465.1
OG0009071	JC_10790-RA	XP_034834438.1
OG0009072	JC_01161-RA	XP_034831748.1
OG0009074	JC_16875-RA	XP_034838324.1
OG0009075	JC_03999-RA	XP_034840488.1
OG0009076	JC_11182-RA	XP_034832538.1, XP_034832539.1
OG0009077	JC_15791-RA	XP_034838492.1
OG0009078	JC_17121-RA	XP_034838191.1, XP_034838190.1
OG0009079	JC_10781-RA	XP_034834360.1
OG0009080	JC_14197-RA	XP_034825862.1
OG0009084	JC_12366-RA	XP_034834520.1, XP_034833927.1
OG0009085	JC_08866-RA	XP_034829636.1
OG0009086	JC_04738-RA	XP_034824483.1
OG0009088	JC_04002-RA	XP_034840226.1
OG0009089	JC_12264-RA	XP_034833875.1
OG0009090	JC_07173-RA	XP_034831305.1
OG0009091	JC_06484-RA	XP_034828584.1
OG0009092	JC_08861-RA	XP_034829540.1
OG0009093	JC_04004-RA	XP_034840231.1
OG0009094	JC_12092-RA	XP_034827760.1
OG0009095	JC_04005-RA	XP_034840232.1
OG0009096	JC_05339-RA	XP_034829365.1
OG0009097	JC_04006-RA	XP_034840256.1
OG0009099	JC_02045-RA	XP_034839623.1
OG0009100	JC_05950-RA	XP_034833127.1
OG0009102	JC_04007-RA	XP_034840263.1
OG0009104	JC_03354-RA	XP_034830376.1
OG0009106	JC_03352-RA	XP_034830283.1
OG0009107	JC_04010-RA	XP_034840234.1
OG0009108	JC_04012-RA	XP_034840235.1
OG0009109	JC_04013-RA	XP_034840257.1
OG0009110	JC_04014-RA	XP_034840241.1
OG0009111	JC_03350-RA	XP_034830286.1
OG0009112	JC_04019-RA	XP_034840229.1
OG0009113	JC_14688-RA	XP_034837290.1
OG0009114	JC_01177-RA	XP_034838021.1
OG0009115	JC_04024-RA	XP_034840216.1
OG0009117	JC_08851-RA	XP_034829794.1
OG0009118	JC_08849-RA	XP_034829802.1
OG0009123	JC_07161-RA	XP_034831490.1
OG0009124	JC_13210-RA	XP_034836214.1
OG0009126	JC_04763-RA	XP_034824287.1
OG0009127	JC_04764-RA	XP_034824275.1
OG0009128	JC_04028-RA	XP_034840261.1
OG0009129	JC_04765-RA	XP_034824813.1
OG0009130	JC_08264-RA	XP_034829508.1
OG0009131	JC_01185-RA	XP_034837919.1
OG0009132	JC_03348-RA	XP_034830902.1
OG0009133	JC_08267-RA	XP_034829476.1
OG0009134	JC_04030-RA	XP_034840385.1
OG0009135	JC_03347-RA	XP_034830910.1
OG0009136	JC_00510-RA	XP_034824078.1
OG0009137	JC_07157-RA	XP_034831486.1
OG0009139	JC_11663-RA	XP_034827943.1
OG0009140	JC_01187-RA	XP_034837872.1
OG0009141	JC_02080-RA	XP_034839615.1
OG0009143	JC_04777-RA	XP_034824325.1
OG0009144	JC_04041-RA	XP_034840386.1
OG0009145	JC_00502-RA	XP_034824076.1
OG0009146	JC_02678-RA	XP_034825564.1
OG0009148	JC_14669-RA	XP_034837279.1
OG0009149	JC_07155-RA	XP_034831612.1
OG0009150	JC_00496-RA	XP_034840978.1
OG0009151	JC_05318-RA	XP_034829143.1
OG0009152	JC_05316-RA	XP_034829159.1
OG0009153	JC_04045-RA	XP_034840236.1
OG0009154	JC_14164-RA	XP_034826200.1
OG0009155	JC_04050-RA	XP_034840215.1
OG0009156	JC_15236-RA	XP_034837707.1
OG0009158	JC_06500-RA	XP_034828659.1
OG0009160	JC_04052-RA	XP_034840244.1
OG0009161	JC_03329-RA	XP_034830695.1
OG0009162	JC_04053-RA	XP_034840387.1
OG0009163	JC_00493-RA	XP_034841016.1
OG0009164	JC_11920-RA	XP_034828256.1
OG0009166	JC_04057-RA	XP_034840228.1
OG0009168	JC_04058-RA	XP_034840219.1
OG0009169	JC_07582-RA	XP_034832285.1
OG0009170	JC_03324-RA	XP_034831003.1
OG0009172	JC_04795-RA	XP_034824646.1
OG0009173	JC_07579-RA	XP_034832283.1
OG0009174	JC_02088-RA	XP_034839329.1
OG0009177	JC_00487-RA	XP_034823927.1
OG0009178	JC_07574-RA	XP_034832325.1
OG0009179	JC_01208-RA	XP_034833156.1
OG0009180	JC_04797-RA	XP_034824225.1
OG0009181	JC_01209-RA	XP_034833147.1
OG0009184	JC_12566-RA	XP_034834059.1
OG0009185	JC_13729-RA	XP_034826540.1
OG0009187	JC_08831-RA	XP_034830208.1
OG0009189	JC_04800-RA	XP_034824184.1, XP_034824185.1
OG0009190	JC_05302-RA	XP_034829300.1
OG0009191	JC_05922-RA	XP_034833537.1
OG0009192	JC_04061-RA	XP_034840639.1
OG0009193	JC_07567-RA	XP_034831767.1
OG0009194	JC_05297-RA, JC_05298-RA	XP_034829451.1
OG0009195	JC_01219-RA	XP_034836178.1
OG0009197	JC_06505-RA	XP_034828411.1
OG0009199	JC_04808-RA	XP_034824964.1
OG0009202	JC_08289-RA	XP_034825668.1
OG0009203	JC_00457-RA	XP_034840989.1
OG0009204	JC_06513-RA	XP_034828580.1
OG0009205	JC_10850-RA	XP_034834978.1
OG0009206	JC_04081-RA	XP_034840047.1
OG0009207	JC_15350-RA	XP_034837508.1
OG0009208	JC_01232-RA	XP_034834863.1
OG0009210	JC_04087-RA	XP_034840049.1
OG0009212	JC_11944-RA	XP_034827821.1
OG0009213	JC_04088-RA	XP_034840066.1
OG0009214	JC_04089-RA	XP_034840068.1
OG0009215	JC_04090-RA	XP_034840071.1
OG0009216	JC_04091-RA	XP_034840050.1
OG0009217	JC_04092-RA	XP_034840065.1
OG0009218	JC_08290-RA	XP_034824025.1
OG0009220	JC_05897-RA	XP_034833176.1
OG0009222	JC_13828-RA	XP_034836652.1
OG0009223	JC_08822-RA	XP_034829886.1
OG0009225	JC_04101-RA	XP_034840042.1
OG0009227	JC_04102-RA	XP_034840064.1
OG0009228	JC_04103-RA	XP_034840052.1
OG0009229	JC_04905-RA	XP_034824794.1
OG0009230	JC_13709-RA	XP_034826243.1
OG0009232	JC_04104-RA	XP_034840070.1
OG0009234	JC_05888-RA	XP_034833631.1
OG0009235	JC_02692-RA	XP_034825039.1
OG0009236	JC_05886-RA	XP_034833157.1
OG0009237	JC_08301-RA	XP_034829638.1
OG0009239	JC_00318-RA	XP_034840995.1
OG0009240	JC_13819-RA	XP_034836370.1
OG0009242	JC_05880-RA	XP_034833532.1
OG0009243	JC_11957-RA	XP_034827586.1
OG0009244	JC_11230-RA	XP_034832775.1
OG0009245	JC_02693-RA	XP_034825724.1
OG0009246	JC_08818-RA	XP_034829887.1
OG0009248	JC_04896-RA	XP_034824821.1
OG0009249	JC_04105-RA, JC_04106-RA	XP_034840059.1
OG0009250	JC_03286-RA	XP_034830365.1
OG0009251	JC_11964-RA	XP_034827580.1
OG0009252	JC_08815-RA	XP_034829669.1
OG0009254	JC_13809-RA	XP_034836525.1
OG0009255	JC_00324-RA	XP_034824163.1
OG0009258	JC_10865-RA	XP_034834803.1
OG0009259	JC_04107-RA	XP_034840670.1
OG0009260	JC_15745-RA	XP_034836780.1
OG0009261	JC_05872-RA	XP_034833182.1
OG0009263	JC_13702-RA	XP_034825976.1
OG0009264	JC_13701-RA	XP_034825975.1
OG0009265	JC_09919-RA	XP_034835562.1
OG0009266	JC_10885-RA	XP_034834336.1
OG0009267	JC_11970-RA	XP_034827410.1
OG0009268	JC_12529-RA	XP_034833754.1
OG0009269	JC_04112-RA	XP_034840671.1
OG0009270	JC_04114-RA	XP_034840677.1
OG0009272	JC_00332-RA	XP_034841096.1
OG0009274	JC_02149-RA	XP_034839370.1
OG0009275	JC_12272-RA	XP_034833874.1
OG0009276	JC_08319-RA	XP_034841556.1
OG0009278	JC_04116-RA	XP_034840089.1
OG0009279	JC_04117-RA	XP_034840090.1
OG0009282	JC_10890-RA	XP_034834637.1
OG0009286	JC_08327-RA	XP_034827669.1
OG0009288	JC_10339-RA	XP_034835172.1
OG0009290	JC_04118-RA	XP_034840392.1
OG0009292	JC_07127-RA	XP_034831176.1
OG0009293	JC_04120-RA	XP_034840724.1
OG0009295	JC_00364-RA	XP_034841435.1
OG0009296	JC_14762-RA	XP_034837072.1
OG0009297	JC_07548-RA	XP_034832125.1
OG0009298	JC_10893-RA	XP_034834901.1
OG0009299	JC_09377-RA	XP_034827086.1
OG0009300	JC_04123-RA	XP_034840307.1
OG0009301	JC_08338-RA	XP_034836896.1
