Orthogroup	Junonia_coenia	Vanessa_tameamea
OG0008018	JC_09179-RA	XP_026486446.1
OG0008019	JC_00152-RA	XP_026484733.1
OG0008020	JC_13479-RA	XP_026491930.1
OG0008021	JC_09180-RA	XP_026486444.1
OG0008022	JC_11267-RA	XP_026493821.1
OG0008023	JC_05739-RA	XP_026493319.1
OG0008024	JC_09181-RA	XP_026486448.1
OG0008026	JC_09182-RA	XP_026486472.1
OG0008027	JC_09112-RA	XP_026489196.1
OG0008028	JC_01637-RA	XP_026500650.1
OG0008029	JC_15396-RA	XP_026501775.1
OG0008030	JC_09113-RA	XP_026489191.1
OG0008031	JC_13472-RA	XP_026491874.1
OG0008032	JC_03049-RA	XP_026490898.1
OG0008033	JC_13470-RA	XP_026491873.1
OG0008034	JC_09116-RA	XP_026489172.1
OG0008035	JC_07870-RA	XP_026494560.1
OG0008036	JC_11875-RA	XP_026498395.1
OG0008037	JC_07871-RA	XP_026494563.1
OG0008038	JC_04342-RA	XP_026501622.1
OG0008039	JC_07256-RA	XP_026499928.1
OG0008040	JC_00893-RA	XP_026492592.1
OG0008041	JC_09183-RA	XP_026486454.1
OG0008042	JC_01635-RA	XP_026500646.1
OG0008043	JC_06556-RA	XP_026498345.1
OG0008044	JC_02828-RA	XP_026491094.1
OG0008045	JC_03041-RA	XP_026486994.1
OG0008046	JC_07266-RA	XP_026499919.1, XP_026499920.1
OG0008047	JC_11887-RA	XP_026487115.1
OG0008048	JC_07874-RA	XP_026494559.1
OG0008049	JC_07267-RA	XP_026488667.1, XP_026499922.1
OG0008050	JC_00897-RA	XP_026492591.1
OG0008051	JC_07876-RA	XP_026487213.1
OG0008052	JC_00899-RA	XP_026492583.1
OG0008053	JC_09131-RA	XP_026489200.1
OG0008054	JC_00904-RA	XP_026492732.1
OG0008055	JC_09132-RA	XP_026489176.1
OG0008056	JC_07880-RA	XP_026487217.1
OG0008057	JC_00124-RA	XP_026484738.1
OG0008058	JC_13464-RA	XP_026491931.1
OG0008060	JC_11890-RA	XP_026487105.1
OG0008061	JC_00911-RA	XP_026492624.1
OG0008062	JC_00912-RA	XP_026492688.1
OG0008063	JC_00913-RA	XP_026492697.1
OG0008064	JC_01629-RA	XP_026500767.1, XP_026500766.1, XP_026500765.1
OG0008065	JC_13462-RA	XP_026491997.1
OG0008066	JC_05032-RA	XP_026485983.1
OG0008067	JC_02823-RA	XP_026491162.1
OG0008068	JC_11893-RA	XP_026487112.1
OG0008069	JC_05024-RA	XP_026486129.1
OG0008070	JC_00917-RA	XP_026492694.1
OG0008071	JC_07886-RA	XP_026483228.1
OG0008072	JC_02821-RA	XP_026491382.1
OG0008073	JC_13459-RA, JC_13460-RA	XP_026492006.1
OG0008074	JC_13457-RA	XP_026492004.1
OG0008075	JC_05025-RA	XP_026486011.1
OG0008076	JC_01695-RA	XP_026500625.1
OG0008078	JC_07888-RA	XP_026483225.1
OG0008079	JC_05026-RA	XP_026486305.1
OG0008080	JC_00921-RA	XP_026492704.1
OG0008081	JC_02814-RA	XP_026491383.1
OG0008082	JC_05023-RA	XP_026486314.1
OG0008083	JC_02813-RA	XP_026491381.1
OG0008084	JC_13450-RA	XP_026491897.1
OG0008085	JC_05022-RA	XP_026486303.1
OG0008086	JC_13451-RA	XP_026491896.1
OG0008087	JC_00922-RA	XP_026492699.1
OG0008088	JC_00923-RA	XP_026493697.1
OG0008089	JC_00924-RA	XP_026493698.1
OG0008090	JC_13446-RA	XP_026491914.1
OG0008091	JC_09151-RA	XP_026489151.1
OG0008092	JC_11902-RA	XP_026487127.1
OG0008093	JC_07898-RA	XP_026486505.1
OG0008094	JC_07901-RA	XP_026486504.1
OG0008095	JC_13445-RA	XP_026491926.1
OG0008096	JC_05050-RA	XP_026486243.1
OG0008097	JC_03026-RA	XP_026488133.1
OG0008098	JC_01704-RA	XP_026500730.1
OG0008099	JC_11906-RA	XP_026487138.1
OG0008100	JC_00925-RA	XP_026497116.1
OG0008101	JC_00115-RA	XP_026485062.1
OG0008102	JC_00926-RA	XP_026497145.1
OG0008103	JC_00111-RA	XP_026485055.1
OG0008104	JC_00110-RA	XP_026485061.1
OG0008105	JC_11648-RA	XP_026487141.1
OG0008106	JC_11647-RA	XP_026487144.1
OG0008108	JC_00109-RA	XP_026484731.1
OG0008109	JC_03023-RA	XP_026488127.1
OG0008110	JC_00108-RA	XP_026485045.1
OG0008111	JC_05060-RA	XP_026486254.1
OG0008112	JC_03021-RA	XP_026488124.1
OG0008113	JC_13436-RA	XP_026499977.1
OG0008114	JC_13432-RA	XP_026499755.1
OG0008115	JC_05070-RA	XP_026486029.1
OG0008116	JC_13431-RA	XP_026491971.1
OG0008117	JC_03018-RA	XP_026488131.1
OG0008118	JC_01660-RA	XP_026500726.1
OG0008119	JC_11554-RA	XP_026486425.1
OG0008120	JC_13427-RA	XP_026491879.1
OG0008121	JC_04311-RA	XP_026501460.1
OG0008122	JC_13423-RA	XP_026491915.1
OG0008123	JC_00943-RA	XP_026497069.1
OG0008124	JC_04306-RA, JC_04304-RA	XP_026501452.1
OG0008125	JC_03005-RA	XP_026497981.1
OG0008126	JC_11558-RA	XP_026486429.1
OG0008127	JC_11561-RA	XP_026500037.1
OG0008128	JC_00099-RA	XP_026484496.1
OG0008129	JC_08617-RA	XP_026490501.1
OG0008130	JC_00098-RA	XP_026484498.1
OG0008131	JC_02999-RA	XP_026497979.1
OG0008132	JC_00097-RA	XP_026484514.1
OG0008133	JC_01624-RA	XP_026500706.1
OG0008134	JC_04296-RA	XP_026501513.1
OG0008135	JC_00095-RA	XP_026484519.1
OG0008136	JC_00954-RA	XP_026497097.1
OG0008137	JC_11570-RA	XP_026488585.1
OG0008138	JC_04290-RA	XP_026501508.1
OG0008139	JC_00091-RA	XP_026485031.1
OG0008141	JC_13413-RA, JC_13415-RA	XP_026491936.1
OG0008142	JC_11575-RA	XP_026488587.1
OG0008143	JC_00088-RA	XP_026485036.1
OG0008144	JC_00959-RA	XP_026497109.1
OG0008145	JC_00960-RA	XP_026497105.1, XP_026497107.1
OG0008146	JC_11576-RA	XP_026488590.1
OG0008147	JC_00966-RA	XP_026497113.1
OG0008148	JC_04283-RA	XP_026501497.1
OG0008149	JC_04281-RA	XP_026501514.1
OG0008150	JC_00968-RA	XP_026497061.1
OG0008151	JC_04278-RA	XP_026501516.1
OG0008152	JC_04277-RA	XP_026501521.1
OG0008153	JC_00082-RA	XP_026484323.1
OG0008154	JC_00081-RA	XP_026485174.1
OG0008155	JC_02997-RA	XP_026497970.1
OG0008156	JC_00975-RA	XP_026497151.1
OG0008157	JC_08606-RA	XP_026490552.1
OG0008158	JC_11585-RA	XP_026501370.1
OG0008159	JC_11586-RA	XP_026501383.1
OG0008160	JC_13401-RA	XP_026491958.1
OG0008161	JC_13400-RA	XP_026491959.1
OG0008162	JC_13399-RA	XP_026491966.1
OG0008163	JC_00078-RA	XP_026484476.1
OG0008164	JC_08601-RA	XP_026490526.1
OG0008166	JC_02991-RA	XP_026497968.1
OG0008167	JC_00076-RA	XP_026485049.1
OG0008168	JC_08598-RA	XP_026490528.1
OG0008169	JC_02804-RA	XP_026491354.1
OG0008171	JC_02801-RA	XP_026491384.1
OG0008173	JC_08589-RA	XP_026490438.1
OG0008174	JC_02795-RA	XP_026491376.1
OG0008175	JC_02794-RA	XP_026491378.1
OG0008176	JC_11592-RA	XP_026501381.1
OG0008177	JC_02793-RA	XP_026491375.1
OG0008178	JC_02970-RA	XP_026486641.1
OG0008179	JC_00070-RA	XP_026484455.1
OG0008180	JC_02789-RA	XP_026491371.1
OG0008181	JC_02973-RA	XP_026486642.1
OG0008182	JC_02788-RA	XP_026491366.1
OG0008183	JC_11597-RA	XP_026501380.1
OG0008184	JC_11598-RA	XP_026501379.1
OG0008185	JC_11599-RA	XP_026501376.1
OG0008186	JC_11601-RA	XP_026501321.1
OG0008187	JC_13387-RA	XP_026491961.1
OG0008188	JC_11605-RA	XP_026501408.1
OG0008189	JC_11608-RA	XP_026501410.1
OG0008190	JC_02978-RA	XP_026486663.1
OG0008191	JC_08579-RA	XP_026490460.1
OG0008192	JC_02979-RA	XP_026486653.1
OG0008193	JC_08577-RA, JC_08578-RA	XP_026490483.1
OG0008194	JC_11614-RA	XP_026501300.1
OG0008195	JC_00979-RA	XP_026497090.1
OG0008196	JC_02779-RA	XP_026491540.1
OG0008197	JC_02776-RA	XP_026491537.1
OG0008198	JC_02775-RA	XP_026491536.1
OG0008199	JC_11620-RA	XP_026501331.1
OG0008200	JC_02773-RA, JC_02772-RA	XP_026491541.1
OG0008201	JC_00983-RA	XP_026497120.1
OG0008203	JC_00986-RA	XP_026497161.1
OG0008204	JC_00037-RA	XP_026484858.1
OG0008205	JC_02767-RA	XP_026491080.1
OG0008206	JC_01684-RA	XP_026498431.1
OG0008208	JC_13382-RA	XP_026491960.1
OG0008209	JC_04258-RA	XP_026501610.1
OG0008210	JC_02765-RA	XP_026491078.1
OG0008211	JC_13379-RA	XP_026491964.1
OG0008212	JC_04256-RA	XP_026501417.1
OG0008213	JC_13376-RA	XP_026491963.1
OG0008214	JC_08567-RA	XP_026490449.1
OG0008215	JC_08564-RA	XP_026490442.1
OG0008216	JC_01729-RA	XP_026498362.1
OG0008217	JC_04236-RA	XP_026501597.1
OG0008218	JC_00991-RA	XP_026497086.1
OG0008219	JC_04237-RA	XP_026501586.1
OG0008220	JC_04239-RA	XP_026501463.1
OG0008221	JC_02764-RA	XP_026491501.1
OG0008222	JC_08562-RA	XP_026490511.1
OG0008223	JC_08561-RA	XP_026490520.1
OG0008224	JC_01000-RA	XP_026497058.1
OG0008225	JC_08557-RA	XP_026490505.1
OG0008226	JC_08553-RA	XP_026490507.1
OG0008227	JC_08551-RA	XP_026490476.1
OG0008228	JC_00022-RA	XP_026484805.1
OG0008229	JC_04247-RA	XP_026501608.1
OG0008230	JC_13364-RA	XP_026492008.1
OG0008231	JC_13363-RA	XP_026492007.1
OG0008232	JC_04250-RA	XP_026501416.1
OG0008233	JC_04251-RA	XP_026501415.1
OG0008234	JC_02755-RA	XP_026491781.1
OG0008235	JC_13352-RA	XP_026491894.1
OG0008236	JC_02751-RA	XP_026491648.1
OG0008237	JC_13340-RA	XP_026500074.1
OG0008238	JC_08544-RA	XP_026488793.1
OG0008239	JC_02747-RA	XP_026491760.1
OG0008240	JC_08540-RA	XP_026488783.1
OG0008241	JC_01736-RA	XP_026498544.1
OG0008242	JC_08538-RA	XP_026488796.1
OG0008243	JC_00012-RA	XP_026484831.1
OG0008244	JC_08534-RA	XP_026488798.1
OG0008245	JC_01005-RA	XP_026497157.1
OG0008246	JC_01007-RA	XP_026497039.1
OG0008247	JC_01748-RA	XP_026490394.1
OG0008248	JC_00009-RA	XP_026485066.1
OG0008250	JC_01008-RA	XP_026497091.1
OG0008251	JC_00002-RA	XP_026484353.1
OG0008252	JC_00003-RA	XP_026484351.1
OG0008253	JC_00004-RA	XP_026484354.1
OG0008254	JC_01754-RA	XP_026490343.1
OG0008255	JC_01021-RA	XP_026497173.1
OG0008256	JC_01025-RA	XP_026497177.1
OG0008257	JC_01026-RA	XP_026497074.1
OG0008258	JC_01760-RA	XP_026500746.1
OG0008259	JC_01027-RA	XP_026496567.1
OG0008260	JC_01762-RA	XP_026500761.1
OG0008261	JC_01031-RA	XP_026496593.1
OG0008262	JC_01768-RA	XP_026500739.1
OG0008263	JC_01036-RA	XP_026496609.1
OG0008264	JC_01042-RA	XP_026496606.1
OG0008265	JC_01047-RA	XP_026496595.1
OG0008266	JC_01120-RA	XP_026494748.1
OG0008267	JC_01115-RA	XP_026494724.1
OG0008268	JC_01114-RA	XP_026494702.1
OG0008269	JC_01112-RA	XP_026494725.1
OG0008270	JC_01780-RA	XP_026500634.1
OG0008271	JC_01106-RA	XP_026494732.1
OG0008273	JC_05818-RA	XP_026493484.1
OG0008274	JC_00839-RA	XP_026500050.1
OG0008275	JC_06996-RA	XP_026499132.1
OG0008276	JC_07086-RA	XP_026486879.1
OG0008277	JC_16430-RA	XP_026483068.1
OG0008278	JC_14977-RA, JC_14464-RA	XP_026483269.1
OG0008279	JC_01485-RA	XP_026486601.1
OG0008280	JC_12284-RA	XP_026494359.1
OG0008281	JC_16770-RA	XP_026490683.1
OG0008282	JC_11550-RA	XP_026498790.1, XP_026498788.1, XP_026498789.1
OG0008283	JC_09317-RA	XP_026483450.1
OG0008284	JC_15387-RA	XP_026483984.1
OG0008285	JC_16066-RA	XP_026490586.1
OG0008286	JC_12174-RA	XP_026488999.1, XP_026489000.1
OG0008288	JC_00202-RA	XP_026484693.1, XP_026484691.1
OG0008289	JC_05947-RA	XP_026493072.1
OG0008290	JC_03346-RA	XP_026488494.1, XP_026488493.1
OG0008291	JC_12455-RA	XP_026494401.1
OG0008292	JC_14264-RA	XP_026499888.1
OG0008293	JC_16203-RA	XP_026483330.1
OG0008295	JC_12486-RA	XP_026494181.1
OG0008296	JC_15306-RA	XP_026484195.1
OG0008297	JC_07980-RA	XP_026489339.1
OG0008298	JC_16376-RA	XP_026483451.1
OG0008299	JC_10858-RA	XP_026495665.1
OG0008300	JC_12988-RA	XP_026500194.1
OG0008301	JC_04791-RA, JC_04790-RA	XP_026485825.1
OG0008302	JC_03413-RA	XP_026488273.1
OG0008303	JC_05913-RA	XP_026498202.1
OG0008304	JC_14219-RA	XP_026494446.1
OG0008305	JC_06375-RA	XP_026485404.1
OG0008306	JC_08312-RA	XP_026487714.1
OG0008307	JC_02018-RA	XP_026497554.1
OG0008308	JC_02657-RA, JC_02656-RA	XP_026491573.1
OG0008309	JC_14326-RA	XP_026499361.1
OG0008310	JC_14508-RA	XP_026490210.1
OG0008311	JC_05709-RA	XP_026493295.1
OG0008312	JC_02086-RA	XP_026496352.1
OG0008313	JC_00393-RA	XP_026484876.1
OG0008314	JC_03140-RA, JC_03141-RA	XP_026490937.1
OG0008315	JC_16404-RA	XP_026483578.1
OG0008316	JC_11286-RA	XP_026493823.1
OG0008317	JC_07680-RA	XP_026499692.1
OG0008318	JC_04991-RA	XP_026486085.1
OG0008320	JC_01947-RA	XP_026500264.1
OG0008321	JC_07186-RA	XP_026486814.1
OG0008322	JC_10423-RA	XP_026496498.1
OG0008323	JC_12526-RA	XP_026494300.1
OG0008324	JC_13816-RA	XP_026498236.1
OG0008325	JC_01051-RA	XP_026496563.1
OG0008326	JC_12358-RA	XP_026489669.1, XP_026489668.1
OG0008327	JC_03058-RA	XP_026490908.1
OG0008328	JC_11053-RA	XP_026483314.1, XP_026483312.1, XP_026483313.1
OG0008329	JC_04645-RA	XP_026486066.1
OG0008330	JC_11069-RA, JC_11068-RA	XP_026490315.1, XP_026490316.1
OG0008331	JC_09247-RA	XP_026489460.1
OG0008332	JC_04891-RA	XP_026486063.1
OG0008333	JC_02538-RA	XP_026491827.1
OG0008334	JC_03294-RA	XP_026488408.1, XP_026488409.1
OG0008335	JC_09614-RA	XP_026483236.1, XP_026483227.1
OG0008336	JC_05470-RA	XP_026496208.1, XP_026496209.1
OG0008338	JC_06660-RA	XP_026485502.1
OG0008339	JC_02563-RA	XP_026491441.1
OG0008341	JC_07198-RA	XP_026489216.1
OG0008343	JC_08472-RA	XP_026487403.1
OG0008344	JC_08829-RA	XP_026496697.1
OG0008345	JC_01372-RA	XP_026497889.1
OG0008346	JC_01235-RA	XP_026493758.1
OG0008347	JC_01190-RA, JC_01189-RA	XP_026492614.1
OG0008348	JC_07786-RA, JC_07787-RA	XP_026486580.1
OG0008349	JC_07789-RA, JC_07788-RA	XP_026486578.1
OG0008350	JC_05205-RA, JC_05206-RA, JC_05207-RA	XP_026498571.1
OG0008351	JC_09281-RA, JC_07269-RA, JC_11123-RA	XP_026498850.1
OG0008353	JC_12241-RA	XP_026494361.1
OG0008370	JC_01247-RA	XP_026493728.1
OG0008371	JC_03464-RA	XP_026488288.1
OG0008373	JC_07906-RA	XP_026498700.1
OG0008375	JC_06342-RA	XP_026485406.1
OG0008376	JC_05855-RA	XP_026493526.1
OG0008377	JC_08677-RA	XP_026496180.1
OG0008378	JC_07908-RA	XP_026489248.1
OG0008382	JC_13128-RA	XP_026497269.1
OG0008383	JC_05594-RA	XP_026496417.1
OG0008385	JC_05592-RA	XP_026496421.1
OG0008386	JC_07354-RA	XP_026492123.1
OG0008387	JC_04417-RA	XP_026490151.1
OG0008389	JC_17047-RA	XP_026486771.1
OG0008392	JC_15223-RA	XP_026483897.1
OG0008395	JC_13133-RA	XP_026497426.1
OG0008397	JC_14641-RA	XP_026485238.1
OG0008399	JC_03524-RA	XP_026498996.1
OG0008401	JC_10470-RA	XP_026501039.1
OG0008402	JC_02214-RA	XP_026500864.1
OG0008403	JC_03531-RA	XP_026499020.1
OG0008404	JC_16217-RA	XP_026483428.1
OG0008405	JC_16218-RA	XP_026483420.1
OG0008406	JC_17175-RA	XP_026496452.1
OG0008407	JC_03650-RA	XP_026490002.1
OG0008409	JC_06318-RA, JC_06317-RA	XP_026485632.1
OG0008415	JC_15574-RA	XP_026485677.1
OG0008416	JC_07326-RA	XP_026492141.1
OG0008418	JC_13159-RA	XP_026497339.1
OG0008419	JC_02399-RA	XP_026491043.1
OG0008420	JC_13160-RA	XP_026497302.1
OG0008421	JC_01755-RA, JC_01753-RA	XP_026490331.1
OG0008422	JC_10479-RA	XP_026500992.1
OG0008423	JC_15216-RA	XP_026483904.1
OG0008425	JC_15050-RA	XP_026499425.1
OG0008426	JC_15215-RA	XP_026483905.1
OG0008428	JC_05557-RA, JC_05560-RA	XP_026496302.1
OG0008429	JC_13162-RA	XP_026497518.1
OG0008430	JC_10483-RA	XP_026500994.1
OG0008432	JC_13164-RA	XP_026497277.1
OG0008436	JC_00720-RA	XP_026501217.1
OG0008437	JC_00719-RA	XP_026501223.1
OG0008438	JC_00716-RA	XP_026501222.1
OG0008441	JC_17163-RA	XP_026500936.1
OG0008442	JC_16237-RA	XP_026483442.1
OG0008444	JC_00714-RA	XP_026501159.1
OG0008446	JC_15205-RA	XP_026484170.1
OG0008447	JC_08657-RA	XP_026496166.1
OG0008448	JC_14075-RA	XP_026500906.1
OG0008449	JC_07940-RA	XP_026489314.1
OG0008451	JC_10493-RA	XP_026501038.1
OG0008452	JC_02267-RA	XP_026500474.1
OG0008453	JC_08653-RA	XP_026496169.1
OG0008454	JC_17093-RA	XP_026483223.1
OG0008456	JC_14574-RA	XP_026499999.1
OG0008457	JC_14573-RA	XP_026500000.1
OG0008458	JC_05664-RA	XP_026493202.1
OG0008460	JC_15190-RA	XP_026484069.1
OG0008462	JC_01593-RA	XP_026487011.1
OG0008463	JC_16210-RA	XP_026483597.1
OG0008464	JC_11517-RA	XP_026487938.1
OG0008470	JC_03564-RA	XP_026499000.1
OG0008471	JC_15525-RA	XP_026501695.1
OG0008472	JC_11521-RA	XP_026487946.1
OG0008474	JC_11523-RA	XP_026487943.1
OG0008478	JC_11527-RA	XP_026487975.1
OG0008480	JC_12787-RA	XP_026491015.1
OG0008481	JC_00737-RA	XP_026501236.1
OG0008483	JC_12436-RA	XP_026494287.1
OG0008485	JC_11532-RA	XP_026487945.1
OG0008486	JC_10293-RA	XP_026490788.1
OG0008488	JC_04270-RA	XP_026501648.1
OG0008489	JC_06077-RA	XP_026500361.1
OG0008490	JC_11541-RA	XP_026487966.1
OG0008491	JC_10294-RA	XP_026491331.1
OG0008492	JC_00747-RA	XP_026501205.1
OG0008495	JC_01575-RA	XP_026487064.1
OG0008496	JC_11545-RA	XP_026487967.1
OG0008497	JC_06782-RA	XP_026487291.1
OG0008498	JC_12432-RA	XP_026494184.1
OG0008499	JC_10297-RA	XP_026490668.1
OG0008501	JC_02352-RA	XP_026491226.1
OG0008502	JC_10299-RA	XP_026490622.1
OG0008503	JC_16737-RA	XP_026486523.1
OG0008504	JC_06085-RA	XP_026500365.1
OG0008505	JC_00757-RA	XP_026501165.1
OG0008506	JC_10300-RA	XP_026490578.1
OG0008507	JC_17072-RA	XP_026499510.1
OG0008508	JC_16746-RA	XP_026500957.1
OG0008509	JC_12985-RA	XP_026500237.1
OG0008510	JC_10302-RA	XP_026490600.1
OG0008511	JC_12428-RA	XP_026494186.1
OG0008512	JC_11453-RA	XP_026500014.1
OG0008514	JC_16241-RA	XP_026483468.1
OG0008515	JC_06799-RA	XP_026487221.1
OG0008516	JC_11446-RA	XP_026500898.1
OG0008517	JC_02345-RA	XP_026491036.1
OG0008519	JC_08681-RA	XP_026496179.1
OG0008520	JC_07969-RA	XP_026489281.1
OG0008521	JC_00769-RA	XP_026501152.1
OG0008522	JC_06804-RA	XP_026494140.1
OG0008524	JC_00774-RA	XP_026501101.1
OG0008525	JC_10310-RA	XP_026495461.1
OG0008527	JC_06108-RA	XP_026497213.1
OG0008530	JC_16618-RA, JC_16619-RA	XP_026498221.1
OG0008531	JC_06146-RA	XP_026498426.1
OG0008533	JC_10320-RA	XP_026495416.1
OG0008534	JC_06141-RA	XP_026498425.1
OG0008535	JC_02987-RA	XP_026497964.1
OG0008536	JC_05510-RA	XP_026496241.1
OG0008537	JC_14523-RA	XP_026490194.1
OG0008538	JC_01557-RA	XP_026498070.1
OG0008539	JC_06140-RA	XP_026498424.1
OG0008540	JC_15995-RA	XP_026488723.1
OG0008541	JC_11419-RA	XP_026492943.1
OG0008542	JC_10563-RA	XP_026495792.1
OG0008543	JC_06137-RA	XP_026498428.1
OG0008544	JC_15999-RA	XP_026488739.1
OG0008546	JC_11414-RA	XP_026492971.1
OG0008547	JC_16006-RA	XP_026488730.1
OG0008548	JC_17116-RA	XP_026499535.1
OG0008553	JC_01543-RA	XP_026498071.1
OG0008555	JC_00796-RA	XP_026501190.1
OG0008556	JC_00799-RA	XP_026501183.1
OG0008557	JC_10575-RA	XP_026495814.1
OG0008559	JC_10244-RA	XP_026494502.1
OG0008560	JC_01541-RA	XP_026498045.1
OG0008562	JC_14513-RA	XP_026490196.1
OG0008563	JC_10237-RA	XP_026494448.1
OG0008564	JC_04509-RA	XP_026490145.1
OG0008566	JC_11403-RA	XP_026492969.1
OG0008567	JC_06112-RA	XP_026497217.1
OG0008569	JC_10182-RA	XP_026494247.1
OG0008570	JC_17152-RA	XP_026497233.1, XP_026498697.1
OG0008571	JC_05495-RA	XP_026496332.1
OG0008572	JC_06113-RA	XP_026497215.1
OG0008573	JC_03596-RA	XP_026493630.1
OG0008574	JC_15596-RA	XP_026492891.1
OG0008580	JC_03719-RA	XP_026489912.1
OG0008583	JC_03590-RA	XP_026493636.1
OG0008584	JC_17024-RA	XP_026490712.1
OG0008585	JC_14491-RA	XP_026490180.1
OG0008586	JC_05485-RA	XP_026496350.1
OG0008587	JC_14490-RA	XP_026490181.1
OG0008588	JC_06148-RA	XP_026498432.1
OG0008589	JC_14828-RA	XP_026498727.1
OG0008590	JC_10199-RA	XP_026493444.1
OG0008591	JC_03730-RA	XP_026489986.1
OG0008593	JC_04522-RA, JC_04521-RA	XP_026499462.1
OG0008595	JC_07422-RA	XP_026492309.1
OG0008596	JC_12390-RA	XP_026489717.1
OG0008600	JC_14476-RA	XP_026483290.1
OG0008602	JC_12387-RA	XP_026489716.1
OG0008603	JC_05620-RA	XP_026493080.1
OG0008604	JC_14902-RA	XP_026492461.1
OG0008606	JC_00809-RA	XP_026501130.1
OG0008607	JC_07424-RA	XP_026492240.1
OG0008608	JC_14155-RA	XP_026497255.1
OG0008610	JC_10611-RA	XP_026495529.1
OG0008611	JC_01516-RA	XP_026486584.1
OG0008615	JC_12372-RA	XP_026489656.1
OG0008616	JC_05619-RA	XP_026493078.1
OG0008619	JC_14426-RA	XP_026497666.1
OG0008620	JC_09817-RA	XP_026492623.1
OG0008622	JC_16129-RA	XP_026488742.1
OG0008623	JC_09818-RA	XP_026500478.1
OG0008625	JC_09819-RA	XP_026500507.1
OG0008626	JC_10623-RA	XP_026495858.1
OG0008627	JC_16408-RA	XP_026483473.1
OG0008628	JC_03950-RA	XP_026494128.1
OG0008629	JC_12519-RA	XP_026494296.1
OG0008630	JC_06183-RA	XP_026498420.1
OG0008631	JC_16606-RA, JC_16607-RA	XP_026486420.1
OG0008633	JC_10626-RA	XP_026496034.1
OG0008634	JC_16135-RA	XP_026488743.1
OG0008635	JC_12512-RA	XP_026494203.1
OG0008638	JC_14033-RA	XP_026490368.1
OG0008639	JC_12918-RA	XP_026500105.1
OG0008641	JC_12502-RA	XP_026494414.1
OG0008643	JC_03579-RA	XP_026499027.1
OG0008645	JC_03575-RA	XP_026499030.1
OG0008646	JC_00704-RA	XP_026484342.1
OG0008647	JC_12497-RA	XP_026494261.1
OG0008648	JC_02437-RA	XP_026491324.1
OG0008650	JC_16146-RA	XP_026488760.1
OG0008653	JC_06201-RA	XP_026498485.1
OG0008655	JC_00703-RA	XP_026484456.1
OG0008656	JC_14840-RA	XP_026498712.1
OG0008657	JC_12903-RA	XP_026500244.1
OG0008658	JC_08009-RA	XP_026488142.1
OG0008659	JC_03750-RA	XP_026489899.1
OG0008662	JC_06840-RA	XP_026488964.1
OG0008665	JC_06216-RA	XP_026489528.1
OG0008666	JC_04542-RA	XP_026499457.1
OG0008669	JC_02454-RA	XP_026491429.1
OG0008670	JC_10701-RA	XP_026495912.1
OG0008671	JC_10735-RA	XP_026495537.1
OG0008672	JC_06844-RA	XP_026489119.1
OG0008674	JC_16360-RA	XP_026483552.1, XP_026483553.1
OG0008675	JC_16670-RA	XP_026486411.1
OG0008676	JC_16359-RA	XP_026483555.1
OG0008679	JC_10730-RA	XP_026495731.1
OG0008680	JC_06846-RA	XP_026489115.1
OG0008681	JC_09664-RA	XP_026501156.1
OG0008682	JC_14404-RA	XP_026497692.1
OG0008683	JC_03763-RA	XP_026494820.1
OG0008684	JC_14025-RA	XP_026490359.1
OG0008685	JC_12889-RA	XP_026500232.1
OG0008686	JC_12474-RA	XP_026494259.1
OG0008688	JC_15701-RA	XP_026486922.1
OG0008689	JC_01917-RA	XP_026500813.1
OG0008691	JC_07502-RA	XP_026492307.1
OG0008692	JC_17042-RA	XP_026500314.1
OG0008693	JC_09660-RA	XP_026483195.1
OG0008694	JC_09464-RA	XP_026500781.1
OG0008695	JC_17040-RA	XP_026486774.1
OG0008696	JC_14390-RA	XP_026490428.1
OG0008697	JC_01927-RA	XP_026500783.1
OG0008698	JC_10157-RA	XP_026490530.1
OG0008701	JC_08752-RA	XP_026484294.1
OG0008704	JC_14858-RA	XP_026498805.1
OG0008705	JC_07485-RA	XP_026492193.1
OG0008706	JC_08760-RA	XP_026496806.1
OG0008711	JC_04392-RA	XP_026490125.1
OG0008712	JC_12874-RA	XP_026500207.1
OG0008713	JC_03781-RA	XP_026494848.1
OG0008715	JC_03785-RA	XP_026494966.1
OG0008716	JC_12456-RA	XP_026494403.1
OG0008717	JC_03788-RA	XP_026494970.1
OG0008718	JC_08047-RA	XP_026488562.1
OG0008719	JC_14016-RA	XP_026490357.1
OG0008720	JC_08049-RA	XP_026488552.1
OG0008722	JC_08051-RA	XP_026488580.1
OG0008723	JC_07933-RA	XP_026489336.1
OG0008725	JC_04381-RA	XP_026490138.1
OG0008726	JC_12452-RA	XP_026494406.1
OG0008727	JC_14993-RA	XP_026492416.1
OG0008728	JC_09640-RA	XP_026489515.1
OG0008731	JC_03497-RA	XP_026487188.1
OG0008732	JC_03946-RA, JC_03947-RA	XP_026494118.1
OG0008733	JC_10150-RA	XP_026492703.1
OG0008734	JC_16120-RA	XP_026483740.1
OG0008735	JC_15689-RA	XP_026486447.1
OG0008738	JC_16329-RA	XP_026483569.1
OG0008739	JC_05445-RA	XP_026496320.1
OG0008740	JC_01910-RA	XP_026500894.1
OG0008742	JC_12448-RA	XP_026494272.1
OG0008743	JC_02175-RA	XP_026496327.1
OG0008744	JC_12834-RA	XP_026500150.1
OG0008745	JC_12445-RA	XP_026494282.1
