Orthogroup	Junonia_coenia	Pararge_aegeria
OG0007565	JC_07030-RA	XP_039755506.1
OG0007566	JC_03191-RA	XP_039754265.1
OG0007567	JC_15429-RA	XP_039761604.1
OG0007568	JC_05189-RA	XP_039754686.1
OG0007569	JC_02600-RA	XP_039754574.1
OG0007571	JC_07031-RA	XP_039755537.1
OG0007572	JC_02913-RA	XP_039745808.1
OG0007573	JC_12621-RA	XP_039758164.1
OG0007574	JC_08430-RA	XP_039765117.1
OG0007575	JC_02912-RA	XP_039746419.1
OG0007576	JC_08431-RA	XP_039765118.1
OG0007577	JC_10446-RA	XP_039759523.1
OG0007578	JC_06649-RA	XP_039750762.1
OG0007579	JC_10445-RA	XP_039758947.1
OG0007580	JC_10444-RA	XP_039759534.1
OG0007581	JC_00283-RA	XP_039745179.1
OG0007582	JC_02896-RA	XP_039746326.1
OG0007583	JC_10443-RA	XP_039759453.1
OG0007584	JC_07036-RA	XP_039755674.1
OG0007585	JC_05802-RA	XP_039758473.1
OG0007586	JC_12617-RA	XP_039757968.1
OG0007587	JC_02895-RA	XP_039746069.1
OG0007588	JC_09316-RA	XP_039751445.1
OG0007589	JC_08436-RA	XP_039763751.1
OG0007590	JC_02891-RA	XP_039745604.1
OG0007591	JC_07038-RA	XP_039755478.1
OG0007592	JC_02893-RA	XP_039745601.1
OG0007593	JC_08437-RA	XP_039763761.1
OG0007594	JC_09027-RA	XP_039749695.1
OG0007595	JC_07039-RA	XP_039755658.1
OG0007596	JC_08438-RA	XP_039765047.1
OG0007597	JC_02892-RA	XP_039745605.1
OG0007598	JC_05803-RA	XP_039758776.1
OG0007599	JC_02886-RA	XP_039745609.1
OG0007600	JC_05804-RA	XP_039758710.1
OG0007601	JC_09029-RA	XP_039749465.1
OG0007602	JC_04819-RA	XP_039749089.1
OG0007603	JC_12571-RA	XP_039758115.1
OG0007604	JC_07758-RA	XP_039753262.1
OG0007605	JC_12573-RA	XP_039757959.1
OG0007606	JC_02889-RA	XP_039745606.1
OG0007607	JC_02885-RA	XP_039745816.1
OG0007609	JC_02884-RA	XP_039745815.1
OG0007610	JC_07761-RA	XP_039753595.1
OG0007611	JC_09032-RA	XP_039749974.1
OG0007612	JC_08440-RA	XP_039764714.1
OG0007613	JC_09314-RA	XP_039751411.1
OG0007614	JC_11744-RA	XP_039751904.1
OG0007615	JC_06648-RA	XP_039750878.1
OG0007616	JC_04814-RA	XP_039749233.1
OG0007617	JC_07762-RA	XP_039753303.1
OG0007618	JC_04813-RA	XP_039749085.1
OG0007619	JC_07764-RA	XP_039753551.1
OG0007620	JC_07053-RA	XP_039755830.1
OG0007621	JC_10991-RA	XP_039756168.1
OG0007622	JC_07768-RA	XP_039753614.1
OG0007623	JC_09312-RA	XP_039751344.1
OG0007624	JC_08443-RA	XP_039762825.1
OG0007625	JC_12583-RA	XP_039757577.1
OG0007626	JC_06643-RA, JC_06644-RA	XP_039750953.1
OG0007627	JC_08448-RA	XP_039765187.1
OG0007628	JC_12584-RA	XP_039757690.1
OG0007629	JC_12585-RA	XP_039758181.1
OG0007630	JC_13557-RA	XP_039755993.1
OG0007631	JC_01850-RA	XP_039763458.1
OG0007632	JC_07770-RA	XP_039752849.1
OG0007633	JC_08452-RA	XP_039765184.1
OG0007634	JC_05807-RA	XP_039758406.1
OG0007635	JC_01848-RA	XP_039763623.1
OG0007636	JC_05808-RA	XP_039758594.1
OG0007637	JC_11752-RA	XP_039752701.1
OG0007638	JC_05810-RA	XP_039758460.1
OG0007639	JC_05182-RA	XP_039755166.1
OG0007640	JC_12588-RA	XP_039757558.1
OG0007641	JC_11754-RA	XP_039752054.1
OG0007642	JC_04811-RA	XP_039748942.1
OG0007643	JC_01846-RA	XP_039764110.1
OG0007644	JC_00272-RA	XP_039745158.1
OG0007645	JC_10998-RA	XP_039756243.1
OG0007646	JC_07061-RA	XP_039755467.1
OG0007647	JC_15494-RA	XP_039761802.1
OG0007648	JC_01844-RA	XP_039763523.1
OG0007649	JC_07064-RA	XP_039755282.1
OG0007650	JC_05817-RA	XP_039758700.1
OG0007651	JC_05820-RA	XP_039758694.1
OG0007652	JC_11002-RA	XP_039756478.1
OG0007653	JC_01080-RA	XP_039751935.1
OG0007655	JC_15495-RA	XP_039761654.1
OG0007656	JC_09035-RA	XP_039749775.1
OG0007657	JC_08458-RA	XP_039764076.1
OG0007658	JC_09036-RA	XP_039749512.1
OG0007659	JC_11114-RA	XP_039757098.1
OG0007660	JC_15473-RA	XP_039761663.1
OG0007661	JC_08461-RA	XP_039764789.1
OG0007662	JC_12598-RA	XP_039757869.1
OG0007663	JC_15471-RA	XP_039761648.1
OG0007664	JC_08462-RA	XP_039764583.1
OG0007665	JC_05180-RA	XP_039754901.1
OG0007666	JC_08463-RA	XP_039764584.1
OG0007667	JC_01841-RA	XP_039764113.1
OG0007668	JC_01095-RA	XP_039758508.1
OG0007669	JC_07065-RA	XP_039755754.1
OG0007670	JC_15469-RA	XP_039761812.1
OG0007671	JC_07066-RA	XP_039755607.1
OG0007672	JC_15468-RA	XP_039761700.1
OG0007673	JC_12600-RA	XP_039757484.1
OG0007674	JC_08465-RA	XP_039764507.1
OG0007675	JC_01839-RA	XP_039764127.1
OG0007676	JC_01838-RA	XP_039763442.1
OG0007677	JC_07068-RA	XP_039755550.1
OG0007678	JC_12601-RA	XP_039757793.1
OG0007679	JC_01100-RA	XP_039760682.1
OG0007680	JC_15467-RA	XP_039761409.1
OG0007681	JC_08466-RA	XP_039764887.1
OG0007682	JC_06995-RA	XP_039755299.1
OG0007683	JC_06994-RA	XP_039755300.1
OG0007684	JC_06639-RA	XP_039750540.1
OG0007685	JC_04921-RA	XP_039748918.1
OG0007686	JC_01837-RA	XP_039763503.1, XP_039763504.1
OG0007687	JC_04922-RA	XP_039749150.1
OG0007688	JC_06638-RA	XP_039750753.1
OG0007689	JC_06632-RA	XP_039750785.1
OG0007690	JC_13849-RA	XP_039747673.1
OG0007691	JC_05085-RA	XP_039754816.1
OG0007692	JC_05837-RA	XP_039758284.1
OG0007693	JC_10430-RA	XP_039758929.1
OG0007694	JC_06982-RA	XP_039755411.1
OG0007695	JC_05088-RA, JC_05087-RA	XP_039755199.1
OG0007696	JC_06630-RA, JC_10609-RA	XP_039750561.1
OG0007697	JC_01800-RA	XP_039764128.1, XP_039763862.1, XP_039763863.1
OG0007698	JC_07200-RA	XP_039755500.1
OG0007700	JC_07202-RA	XP_039755710.1
OG0007702	JC_06627-RA	XP_039750532.1
OG0007704	JC_12603-RA	XP_039758013.1
OG0007705	JC_15430-RA	XP_039749825.1
OG0007706	JC_13550-RA	XP_039750243.1
OG0007708	JC_04315-RA	XP_039747406.1
OG0007709	JC_05095-RA	XP_039754611.1
OG0007710	JC_12273-RA	XP_039757583.1
OG0007711	JC_01833-RA	XP_039763701.1
OG0007712	JC_11039-RA	XP_039756407.1
OG0007713	JC_09307-RA	XP_039751444.1
OG0007714	JC_12276-RA	XP_039757592.1
OG0007715	JC_11768-RA	XP_039752734.1
OG0007716	JC_15456-RA	XP_039761643.1
OG0007717	JC_06624-RA	XP_039750609.1
OG0007719	JC_11771-RA	XP_039752732.1
OG0007720	JC_11770-RA	XP_039752731.1
OG0007721	JC_15454-RA	XP_039761671.1
OG0007722	JC_15455-RA	XP_039761471.1
OG0007723	JC_00255-RA	XP_039745346.1
OG0007724	JC_00254-RA	XP_039765923.1
OG0007725	JC_06623-RA	XP_039750331.1
OG0007726	JC_09291-RA	XP_039751455.1
OG0007727	JC_06622-RA	XP_039750691.1
OG0007728	JC_05838-RA	XP_039758447.1
OG0007729	JC_09292-RA	XP_039751458.1
OG0007730	JC_05839-RA	XP_039758791.1
OG0007731	JC_15453-RA	XP_039761628.1
OG0007732	JC_08478-RA	XP_039764602.1
OG0007733	JC_09293-RA	XP_039751204.1
OG0007734	JC_11781-RA	XP_039752493.1
OG0007735	JC_01101-RA	XP_039757180.1
OG0007736	JC_07785-RA	XP_039753516.1
OG0007737	JC_13545-RA	XP_039761860.1
OG0007738	JC_08483-RA	XP_039764513.1
OG0007739	JC_06618-RA	XP_039750253.1
OG0007740	JC_05841-RA	XP_039758558.1
OG0007741	JC_04940-RA	XP_039748787.1
OG0007742	JC_09298-RA	XP_039751563.1
OG0007743	JC_04941-RA	XP_039748785.1
OG0007744	JC_01830-RA	XP_039763484.1
OG0007745	JC_04942-RA	XP_039748814.1
OG0007746	JC_05843-RA	XP_039758612.1
OG0007747	JC_05110-RA	XP_039754954.1
OG0007748	JC_09299-RA	XP_039751588.1
OG0007749	JC_05846-RA	XP_039758211.1
OG0007750	JC_09058-RA	XP_039749770.1
OG0007751	JC_13544-RA	XP_039745256.1
OG0007752	JC_13542-RA	XP_039745244.1
OG0007753	JC_09287-RA	XP_039751593.1
OG0007754	JC_09286-RA	XP_039751673.1
OG0007755	JC_05847-RA	XP_039758535.1
OG0007756	JC_13540-RA	XP_039765753.1
OG0007757	JC_06610-RA	XP_039750494.1
OG0007758	JC_01102-RA	XP_039757897.1
OG0007759	JC_11049-RA	XP_039757337.1, XP_039757336.1
OG0007760	JC_03147-RA	XP_039754227.1
OG0007761	JC_04192-RA	XP_039746585.1
OG0007762	JC_09060-RA	XP_039749509.1
OG0007763	JC_05849-RA	XP_039758394.1
OG0007764	JC_00244-RA	XP_039765589.1
OG0007765	JC_04946-RA	XP_039748848.1
OG0007766	JC_09280-RA	XP_039751194.1
OG0007767	JC_00243-RA	XP_039745248.1
OG0007768	JC_11054-RA	XP_039756971.1
OG0007769	JC_11055-RA	XP_039756973.1
OG0007770	JC_01104-RA	XP_039755858.1
OG0007771	JC_11056-RA	XP_039757040.1
OG0007772	JC_09061-RA	XP_039749345.1
OG0007773	JC_04954-RA	XP_039748568.1
OG0007774	JC_03146-RA	XP_039754112.1
OG0007776	JC_13535-RA	XP_039764712.1
OG0007777	JC_03145-RA	XP_039754016.1
OG0007778	JC_13534-RA	XP_039764698.1
OG0007779	JC_11033-RA	XP_039756698.1
OG0007780	JC_06597-RA	XP_039750653.1
OG0007781	JC_05129-RA	XP_039755165.1
OG0007782	JC_11789-RA	XP_039752286.1
OG0007783	JC_04956-RA	XP_039748738.1
OG0007784	JC_10429-RA	XP_039759510.1
OG0007785	JC_11790-RA	XP_039752721.1
OG0007786	JC_10427-RA	XP_039758990.1
OG0007788	JC_11791-RA	XP_039752063.1
OG0007789	JC_10426-RA	XP_039758991.1
OG0007790	JC_07215-RA	XP_039755967.1
OG0007791	JC_09081-RA	XP_039750058.1
OG0007792	JC_07801-RA, JC_07802-RA	XP_039753422.1
OG0007793	JC_05134-RA, JC_05133-RA	XP_039754880.1
OG0007794	JC_11795-RA	XP_039752699.1
OG0007795	JC_15431-RA	XP_039761578.1
OG0007796	JC_11796-RA	XP_039752781.1
OG0007797	JC_10421-RA	XP_039759242.1
OG0007798	JC_13518-RA	XP_039745231.1
OG0007799	JC_01814-RA	XP_039763450.1
OG0007800	JC_10416-RA	XP_039759450.1
OG0007801	JC_00232-RA	XP_039765971.1
OG0007803	JC_00230-RA	XP_039765820.1
OG0007804	JC_15426-RA	XP_039761588.1
OG0007805	JC_15425-RA	XP_039761734.1
OG0007806	JC_07807-RA	XP_039753489.1
OG0007807	JC_11062-RA	XP_039757430.1
OG0007808	JC_03129-RA	XP_039753875.1
OG0007809	JC_00228-RA	XP_039745129.1
OG0007810	JC_09275-RA	XP_039751229.1
OG0007812	JC_04210-RA	XP_039747427.1
OG0007813	JC_07812-RA	XP_039753025.1
OG0007814	JC_00225-RA	XP_039765460.1
OG0007816	JC_00224-RA	XP_039745348.1
OG0007817	JC_04214-RA	XP_039747278.1
OG0007818	JC_03124-RA	XP_039754456.1
OG0007819	JC_15421-RA	XP_039761521.1
OG0007820	JC_03123-RA	XP_039754121.1
OG0007821	JC_09067-RA	XP_039750043.1
OG0007822	JC_11073-RA	XP_039756903.1
OG0007823	JC_15420-RA	XP_039761773.1
OG0007824	JC_08493-RA	XP_039764688.1
OG0007825	JC_04216-RA	XP_039747037.1
OG0007826	JC_09066-RA	XP_039749765.1
OG0007827	JC_01802-RA	XP_039764077.1
OG0007828	JC_11802-RA	XP_039752380.1
OG0007829	JC_03122-RA	XP_039754365.1
OG0007830	JC_00852-RA	XP_039754905.1
OG0007831	JC_02843-RA	XP_039746112.1
OG0007832	JC_04221-RA	XP_039747007.1
OG0007833	JC_04222-RA	XP_039746659.1
OG0007834	JC_00853-RA	XP_039754371.1
OG0007835	JC_05152-RA	XP_039755045.1
OG0007836	JC_00854-RA	XP_039754383.1
OG0007837	JC_01805-RA	XP_039763946.1
OG0007838	JC_00850-RA	XP_039758649.1, XP_039755042.1
OG0007839	JC_04224-RA	XP_039746621.1
OG0007840	JC_03112-RA	XP_039754106.1
OG0007841	JC_00217-RA	XP_039765834.1
OG0007842	JC_08498-RA	XP_039765071.1
OG0007843	JC_00216-RA	XP_039765943.1
OG0007844	JC_07818-RA	XP_039753275.1
OG0007845	JC_08500-RA	XP_039764877.1
OG0007846	JC_08502-RA	XP_039765178.1
OG0007847	JC_11028-RA	XP_039756034.1
OG0007848	JC_00212-RA	XP_039765397.1
OG0007849	JC_09094-RA	XP_039749583.1
OG0007850	JC_11082-RA	XP_039757048.1
OG0007851	JC_09257-RA	XP_039751630.1
OG0007852	JC_07822-RA	XP_039753577.1
OG0007853	JC_07823-RA	XP_039752875.1
OG0007854	JC_00207-RA	XP_039745046.1
OG0007855	JC_01796-RA	XP_039764185.1
OG0007856	JC_09255-RA	XP_039751648.1
OG0007857	JC_00206-RA	XP_039745209.1
OG0007858	JC_13512-RA	XP_039750263.1
OG0007860	JC_11023-RA	XP_039756080.1
OG0007861	JC_09251-RA	XP_039751728.1
OG0007862	JC_09249-RA	XP_039751727.1
OG0007863	JC_11022-RA	XP_039756345.1
OG0007864	JC_11091-RA	XP_039756793.1
OG0007865	JC_03110-RA	XP_039754204.1
OG0007866	JC_11021-RA	XP_039756597.1
OG0007867	JC_04967-RA, JC_04968-RA	XP_039749014.1
OG0007868	JC_07827-RA	XP_039753493.1
OG0007869	JC_03108-RA	XP_039754357.1
OG0007870	JC_11820-RA	XP_039752738.1
OG0007871	JC_11017-RA	XP_039756258.1
OG0007872	JC_08506-RA	XP_039765182.1
OG0007873	JC_05154-RA	XP_039755108.1
OG0007874	JC_07830-RA	XP_039753194.1
OG0007875	JC_00198-RA, JC_00200-RA	XP_039745478.1
OG0007876	JC_08508-RA	XP_039762568.1
OG0007877	JC_13509-RA	XP_039745303.1
OG0007878	JC_01791-RA	XP_039763273.1
OG0007879	JC_13508-RA	XP_039745315.1
OG0007880	JC_05155-RA	XP_039754658.1
OG0007881	JC_03104-RA	XP_039754117.1
OG0007882	JC_03103-RA	XP_039754150.1
OG0007883	JC_01789-RA	XP_039764144.1
OG0007884	JC_03101-RA	XP_039754179.1
OG0007885	JC_03100-RA	XP_039754527.1
OG0007886	JC_13504-RA	XP_039748580.1
OG0007887	JC_04976-RA	XP_039748794.1
OG0007888	JC_03099-RA	XP_039754020.1
OG0007889	JC_03098-RA	XP_039754022.1
OG0007890	JC_03097-RA	XP_039754019.1
OG0007891	JC_05159-RA	XP_039754629.1
OG0007892	JC_03096-RA	XP_039754264.1
OG0007893	JC_05161-RA	XP_039755033.1
OG0007894	JC_03095-RA	XP_039753922.1
OG0007895	JC_07836-RA	XP_039753202.1
OG0007896	JC_07837-RA	XP_039752969.1
OG0007897	JC_11822-RA	XP_039752570.1
OG0007898	JC_04979-RA	XP_039748716.1
OG0007899	JC_03093-RA	XP_039753823.1, XP_039753825.1
OG0007900	JC_07838-RA	XP_039752972.1
OG0007901	JC_07839-RA	XP_039753142.1
OG0007902	JC_00843-RA	XP_039755211.1
OG0007903	JC_06590-RA	XP_039750918.1
OG0007904	JC_05164-RA	XP_039754796.1
OG0007905	JC_05165-RA	XP_039755203.1
OG0007906	JC_08510-RA	XP_039764891.1
OG0007907	JC_04982-RA	XP_039748611.1, XP_039748612.1
OG0007908	JC_01653-RA	XP_039763696.1
OG0007909	JC_03090-RA	XP_039754530.1
OG0007910	JC_00195-RA	XP_039745237.1
OG0007912	JC_00836-RA	XP_039758624.1
OG0007913	JC_00194-RA	XP_039745235.1
OG0007914	JC_09231-RA	XP_039751717.1
OG0007915	JC_07841-RA	XP_039753625.1
OG0007916	JC_04985-RA	XP_039748576.1
OG0007917	JC_00193-RA	XP_039745472.1
OG0007918	JC_03088-RA	XP_039754100.1
OG0007919	JC_00835-RA, JC_00857-RA	XP_039755087.1
OG0007920	JC_01665-RA	XP_039763803.1
OG0007921	JC_01667-RA	XP_039763395.1
OG0007922	JC_08513-RA	XP_039764902.1
OG0007923	JC_11828-RA	XP_039751772.1
OG0007924	JC_09224-RA	XP_039751493.1
OG0007925	JC_11829-RA	XP_039752287.1
OG0007926	JC_00858-RA	XP_039761269.1
OG0007927	JC_11102-RA	XP_039757182.1
OG0007928	JC_03086-RA	XP_039753957.1
OG0007929	JC_03085-RA	XP_039753956.1
OG0007930	JC_11831-RA	XP_039752696.1
OG0007931	JC_07843-RA	XP_039753695.1
OG0007932	JC_11104-RA	XP_039757256.1
OG0007933	JC_11832-RA	XP_039751816.1
OG0007934	JC_11833-RA	XP_039751949.1
OG0007936	JC_11106-RA	XP_039756938.1
OG0007937	JC_02853-RA	XP_039746473.1
OG0007938	JC_06584-RA	XP_039750480.1
OG0007939	JC_07849-RA	XP_039753626.1
OG0007940	JC_06582-RA	XP_039750866.1
OG0007941	JC_00183-RA	XP_039765801.1
OG0007942	JC_11835-RA	XP_039752106.1
OG0007943	JC_07850-RA	XP_039753642.1
OG0007944	JC_00179-RA	XP_039765387.1
OG0007945	JC_06578-RA	XP_039750718.1
OG0007946	JC_00177-RA	XP_039765858.1
OG0007947	JC_01714-RA	XP_039763306.1
OG0007948	JC_06577-RA	XP_039750269.1
OG0007949	JC_07852-RA	XP_039752992.1
OG0007950	JC_09216-RA	XP_039751094.1
OG0007951	JC_07853-RA	XP_039753592.1
OG0007952	JC_07854-RA	XP_039753650.1
OG0007953	JC_07229-RA	XP_039755712.1
OG0007954	JC_00863-RA	XP_039754360.1
OG0007955	JC_07231-RA	XP_039755744.1
OG0007956	JC_07856-RA	XP_039753261.1
OG0007957	JC_00865-RA	XP_039762001.1
OG0007958	JC_07237-RA	XP_039755651.1
OG0007959	JC_07858-RA	XP_039753040.1
OG0007960	JC_09213-RA	XP_039751557.1
OG0007961	JC_02846-RA	XP_039746081.1
OG0007962	JC_07859-RA	XP_039753580.1
OG0007963	JC_07242-RA	XP_039755868.1
OG0007964	JC_00167-RA	XP_039765972.1
OG0007965	JC_05170-RA	XP_039754799.1
OG0007966	JC_07245-RA	XP_039755636.1
OG0007967	JC_00166-RA	XP_039745308.1
OG0007968	JC_03079-RA	XP_039754459.1
OG0007969	JC_05172-RA	XP_039754642.1
OG0007970	JC_07248-RA	XP_039755635.1
OG0007971	JC_07860-RA	XP_039752963.1
OG0007972	JC_06569-RA	XP_039750273.1
OG0007973	JC_04370-RA	XP_039746723.1
OG0007974	JC_04992-RA	XP_039748841.1
OG0007975	JC_07861-RA	XP_039752962.1
OG0007976	JC_07862-RA	XP_039752964.1
OG0007977	JC_09208-RA	XP_039751272.1
OG0007978	JC_07863-RA	XP_039752968.1
OG0007979	JC_09209-RA	XP_039751520.1
OG0007980	JC_02840-RA	XP_039746285.1
OG0007981	JC_08516-RA	XP_039765021.1
OG0007982	JC_11109-RA	XP_039757345.1
OG0007983	JC_08517-RA	XP_039764780.1
OG0007984	JC_04368-RA	XP_039746610.1
OG0007985	JC_09206-RA	XP_039751206.1
OG0007986	JC_06567-RA	XP_039750810.1
OG0007987	JC_02839-RA	XP_039746226.1
OG0007988	JC_11847-RA	XP_039752658.1
OG0007989	JC_03074-RA	XP_039754059.1
OG0007990	JC_00162-RA	XP_039745119.1
OG0007991	JC_03072-RA	XP_039754505.1
OG0007992	JC_08522-RA	XP_039764782.1
OG0007993	JC_01627-RA	XP_039763437.1
OG0007994	JC_04367-RA	XP_039746518.1
OG0007995	JC_05175-RA	XP_039754949.1
OG0007996	JC_09202-RA	XP_039751389.1
OG0007997	JC_00160-RA	XP_039765871.1
OG0007998	JC_02833-RA	XP_039745796.1
OG0007999	JC_00158-RA	XP_039765829.1
OG0008000	JC_00157-RA	XP_039745328.1
OG0008001	JC_05176-RA	XP_039754651.1
OG0008002	JC_00155-RA	XP_039765530.1
OG0008003	JC_02832-RA	XP_039745781.1
OG0008004	JC_01644-RA	XP_039763813.1
OG0008005	JC_04359-RA, JC_04360-RA	XP_039747188.1
OG0008006	JC_01640-RA	XP_039763881.1
OG0008007	JC_04358-RA	XP_039746721.1
OG0008008	JC_03067-RA	XP_039754247.1
OG0008010	JC_01639-RA	XP_039763117.1
OG0008011	JC_00153-RA	XP_039745404.1
OG0008012	JC_11268-RA	XP_039757214.1
OG0008013	JC_08526-RA	XP_039764299.1
OG0008014	JC_04355-RA	XP_039746937.1
OG0008015	JC_06562-RA	XP_039750214.1
OG0008016	JC_05742-RA	XP_039758654.1
OG0008017	JC_09193-RA	XP_039751553.1
OG0008018	JC_09179-RA	XP_039751685.1
OG0008019	JC_00152-RA	XP_039745391.1
OG0008020	JC_13479-RA	XP_039747435.1
OG0008021	JC_09180-RA	XP_039751428.1
OG0008022	JC_11267-RA	XP_039756949.1
OG0008023	JC_05739-RA	XP_039758446.1
OG0008024	JC_09181-RA	XP_039751517.1
OG0008025	JC_07250-RA	XP_039755879.1
OG0008026	JC_09182-RA	XP_039751453.1
OG0008027	JC_09112-RA	XP_039749585.1
OG0008028	JC_01637-RA	XP_039763321.1
OG0008029	JC_15396-RA	XP_039761483.1
OG0008030	JC_09113-RA	XP_039749586.1
OG0008031	JC_13472-RA	XP_039762060.1
OG0008032	JC_03049-RA	XP_039754506.1
OG0008033	JC_13470-RA	XP_039746177.1, XP_039746184.1
OG0008034	JC_09116-RA	XP_039749588.1
OG0008035	JC_07870-RA	XP_039753535.1
OG0008036	JC_11875-RA	XP_039752241.1
OG0008037	JC_07871-RA	XP_039753170.1
OG0008038	JC_04342-RA	XP_039747159.1, XP_039747158.1
OG0008039	JC_07256-RA	XP_039755927.1
OG0008040	JC_00893-RA	XP_039757589.1
OG0008041	JC_09183-RA	XP_039751459.1
OG0008042	JC_01635-RA	XP_039763203.1
OG0008043	JC_06556-RA	XP_039750614.1
OG0008044	JC_02828-RA	XP_039745713.1
OG0008045	JC_03041-RA	XP_039754211.1
OG0008046	JC_07266-RA	XP_039755435.1
OG0008047	JC_11887-RA	XP_039751936.1
OG0008048	JC_07874-RA	XP_039753267.1
OG0008049	JC_07267-RA	XP_039755436.1
OG0008050	JC_00897-RA	XP_039761344.1
OG0008051	JC_07876-RA	XP_039753646.1
OG0008052	JC_00899-RA	XP_039761404.1
OG0008053	JC_09131-RA	XP_039749574.1
OG0008054	JC_00904-RA	XP_039761531.1, XP_039761540.1
OG0008055	JC_09132-RA	XP_039749809.1
OG0008056	JC_07880-RA	XP_039753499.1
OG0008057	JC_00124-RA	XP_039765599.1
OG0008058	JC_13464-RA	XP_039746646.1
OG0008060	JC_11890-RA	XP_039751956.1
OG0008062	JC_00912-RA	XP_039755124.1
OG0008063	JC_00913-RA	XP_039759188.1
OG0008064	JC_01629-RA	XP_039763926.1, XP_039763925.1
OG0008065	JC_13462-RA	XP_039745547.1
OG0008066	JC_05032-RA	XP_039749256.1
OG0008067	JC_02823-RA	XP_039745644.1
OG0008068	JC_11893-RA	XP_039752468.1
OG0008069	JC_05024-RA	XP_039749045.1
OG0008070	JC_00917-RA	XP_039761743.1
OG0008071	JC_07886-RA	XP_039753522.1
OG0008072	JC_02821-RA	XP_039745947.1
OG0008073	JC_13459-RA, JC_13460-RA	XP_039762403.1
OG0008075	JC_05025-RA	XP_039749116.1
OG0008076	JC_01695-RA	XP_039763152.1
OG0008078	JC_07888-RA	XP_039753633.1
OG0008079	JC_05026-RA	XP_039749149.1
OG0008080	JC_00921-RA	XP_039752294.1
OG0008081	JC_02814-RA	XP_039745760.1
OG0008082	JC_05023-RA	XP_039748818.1
OG0008083	JC_02813-RA	XP_039745761.1
OG0008084	JC_13450-RA	XP_039750751.1
OG0008085	JC_05022-RA	XP_039749309.1
OG0008086	JC_13451-RA	XP_039762482.1
OG0008087	JC_00922-RA	XP_039752313.1
OG0008088	JC_00923-RA	XP_039755715.1
OG0008089	JC_00924-RA	XP_039757204.1
OG0008090	JC_13446-RA	XP_039762554.1
OG0008091	JC_09151-RA	XP_039749659.1
OG0008092	JC_11902-RA	XP_039752765.1
OG0008093	JC_07898-RA	XP_039753114.1
OG0008094	JC_07901-RA	XP_039753188.1
OG0008095	JC_13445-RA	XP_039746329.1
OG0008096	JC_05050-RA	XP_039748897.1
OG0008097	JC_03026-RA	XP_039754366.1
OG0008098	JC_01704-RA	XP_039763358.1
OG0008099	JC_11906-RA	XP_039751784.1
OG0008100	JC_00925-RA	XP_039758806.1
OG0008101	JC_00115-RA	XP_039745381.1
OG0008102	JC_00926-RA	XP_039761234.1
OG0008103	JC_00111-RA	XP_039745526.1
OG0008104	JC_00110-RA	XP_039745527.1
OG0008105	JC_11648-RA	XP_039752519.1
OG0008106	JC_11647-RA	XP_039752267.1
OG0008108	JC_00109-RA	XP_039765625.1
OG0008109	JC_03023-RA	XP_039754369.1
OG0008110	JC_00108-RA	XP_039765928.1
OG0008111	JC_05060-RA	XP_039749123.1
OG0008112	JC_03021-RA	XP_039754036.1
OG0008113	JC_13436-RA	XP_039764961.1
OG0008114	JC_13432-RA	XP_039745908.1
OG0008115	JC_05070-RA	XP_039748564.1
OG0008116	JC_13431-RA	XP_039749115.1
OG0008117	JC_03018-RA	XP_039754131.1
OG0008118	JC_01660-RA	XP_039763130.1
OG0008119	JC_11554-RA	XP_039751827.1
OG0008121	JC_04311-RA	XP_039747383.1
OG0008122	JC_13423-RA	XP_039750113.1
OG0008123	JC_00943-RA	XP_039758353.1
OG0008124	JC_04306-RA, JC_04304-RA	XP_039746609.1
OG0008125	JC_03005-RA	XP_039753872.1
OG0008126	JC_11558-RA	XP_039752389.1
OG0008127	JC_11561-RA	XP_039752716.1
OG0008128	JC_00099-RA	XP_039765515.1
OG0008129	JC_08617-RA	XP_039765141.1
OG0008130	JC_00098-RA	XP_039765755.1
OG0008131	JC_02999-RA	XP_039754370.1
OG0008132	JC_00097-RA	XP_039765311.1
OG0008133	JC_01624-RA	XP_039763763.1
OG0008134	JC_04296-RA	XP_039747501.1
OG0008135	JC_00095-RA	XP_039745279.1
OG0008136	JC_00954-RA	XP_039756294.1
OG0008137	JC_11570-RA	XP_039752236.1
OG0008138	JC_04290-RA	XP_039747119.1
OG0008139	JC_00091-RA	XP_039765915.1
OG0008141	JC_13413-RA, JC_13415-RA	XP_039750054.1
OG0008142	JC_11575-RA	XP_039752327.1
OG0008143	JC_00088-RA	XP_039765745.1
OG0008144	JC_00959-RA	XP_039758849.1
OG0008145	JC_00960-RA	XP_039754164.1
OG0008146	JC_11576-RA	XP_039752234.1
OG0008147	JC_00966-RA	XP_039753163.1
OG0008148	JC_04283-RA	XP_039746867.1
OG0008149	JC_04281-RA	XP_039746895.1
OG0008150	JC_00968-RA	XP_039752474.1
OG0008151	JC_04278-RA	XP_039747293.1
OG0008152	JC_04277-RA	XP_039747384.1
OG0008153	JC_00082-RA	XP_039745286.1
OG0008154	JC_00081-RA	XP_039765560.1
OG0008155	JC_02997-RA	XP_039754554.1
OG0008156	JC_00975-RA	XP_039752440.1
OG0008157	JC_08606-RA	XP_039762522.1
OG0008158	JC_11585-RA	XP_039752465.1
OG0008159	JC_11586-RA	XP_039752368.1
OG0008160	JC_13401-RA	XP_039748630.1
OG0008161	JC_13400-RA	XP_039765314.1
