Orthogroup	Junonia_coenia	Bicyclus_anynana
OG0008110	JC_00108-RA	Bany_00803-RA
OG0008111	JC_05060-RA	Bany_10501-RA
OG0008112	JC_03021-RA	Bany_08586-RA
OG0008113	JC_13436-RA	Bany_02519-RA
OG0008114	JC_13432-RA	Bany_02520-RA
OG0008115	JC_05070-RA	Bany_10502-RA
OG0008116	JC_13431-RA	Bany_02525-RA
OG0008117	JC_03018-RA	Bany_08588-RA
OG0008118	JC_01660-RA	Bany_07818-RA
OG0008119	JC_11554-RA	Bany_01729-RA
OG0008120	JC_13428-RA	Bany_02530-RA
OG0008121	JC_04311-RA	Bany_03352-RA
OG0008122	JC_13423-RA	Bany_02531-RA
OG0008123	JC_00943-RA	Bany_05053-RA
OG0008124	JC_04306-RA, JC_04304-RA	Bany_03358-RA
OG0008125	JC_03005-RA	Bany_08595-RA
OG0008126	JC_11558-RA	Bany_01730-RA
OG0008127	JC_11561-RA	Bany_01732-RA
OG0008128	JC_00099-RA	Bany_00811-RA
OG0008129	JC_08617-RA	Bany_04188-RA
OG0008130	JC_00098-RA	Bany_00813-RA
OG0008131	JC_02999-RA	Bany_08599-RA
OG0008132	JC_00097-RA	Bany_00815-RA
OG0008133	JC_01624-RA	Bany_07832-RA
OG0008134	JC_04296-RA	Bany_03368-RA, Bany_03367-RA
OG0008135	JC_00095-RA	Bany_00819-RA
OG0008136	JC_00954-RA	Bany_05063-RA
OG0008137	JC_11570-RA	Bany_01738-RA
OG0008138	JC_04290-RA	Bany_03374-RA, Bany_03377-RA
OG0008139	JC_00091-RA	Bany_00823-RA
OG0008141	JC_13413-RA, JC_13415-RA	Bany_02538-RA
OG0008142	JC_11575-RA	Bany_01743-RA
OG0008143	JC_00088-RA	Bany_00825-RA
OG0008144	JC_00959-RA	Bany_05067-RA
OG0008145	JC_00960-RA	Bany_05068-RA
OG0008146	JC_11576-RA	Bany_01745-RA
OG0008147	JC_00966-RA	Bany_05072-RA
OG0008148	JC_04283-RA	Bany_03382-RA
OG0008149	JC_04281-RA	Bany_03385-RA
OG0008150	JC_00968-RA	Bany_05074-RA
OG0008151	JC_04278-RA	Bany_03388-RA
OG0008152	JC_04277-RA	Bany_03389-RA
OG0008153	JC_00082-RA	Bany_00830-RA
OG0008154	JC_00081-RA	Bany_00831-RA
OG0008155	JC_02997-RA	Bany_08608-RA
OG0008156	JC_00975-RA	Bany_05078-RA
OG0008157	JC_08606-RA	Bany_04206-RA
OG0008158	JC_11585-RA	Bany_01750-RA
OG0008159	JC_11586-RA	Bany_01752-RA
OG0008160	JC_13401-RA	Bany_02548-RA
OG0008161	JC_13400-RA	Bany_02549-RA
OG0008162	JC_13399-RA	Bany_02550-RA
OG0008163	JC_00078-RA	Bany_00834-RA
OG0008164	JC_08601-RA	Bany_04211-RA
OG0008166	JC_02991-RA	Bany_08614-RA
OG0008167	JC_00076-RA	Bany_00836-RA
OG0008168	JC_08598-RA	Bany_04214-RA
OG0008169	JC_02804-RA	Bany_05806-RA
OG0008170	JC_00976-RA	Bany_05083-RA, Bany_05084-RA
OG0008171	JC_02801-RA	Bany_05808-RA
OG0008173	JC_08589-RA	Bany_04223-RA
OG0008174	JC_02795-RA	Bany_05811-RA
OG0008175	JC_02794-RA	Bany_05812-RA
OG0008176	JC_11592-RA	Bany_01761-RA
OG0008177	JC_02793-RA	Bany_05813-RA
OG0008178	JC_02970-RA	Bany_08632-RA
OG0008179	JC_00070-RA	Bany_00844-RA
OG0008180	JC_02789-RA	Bany_05814-RA
OG0008181	JC_02973-RA	Bany_08636-RA
OG0008182	JC_02788-RA	Bany_05815-RA
OG0008183	JC_11597-RA	Bany_01764-RA
OG0008184	JC_11598-RA	Bany_01765-RA
OG0008185	JC_11599-RA	Bany_01767-RA
OG0008186	JC_11601-RA	Bany_01768-RA
OG0008187	JC_13387-RA	Bany_02560-RA
OG0008188	JC_11605-RA	Bany_01773-RA
OG0008189	JC_11608-RA	Bany_01775-RA
OG0008190	JC_02978-RA	Bany_08646-RA
OG0008191	JC_08579-RA	Bany_04236-RA
OG0008192	JC_02979-RA	Bany_08647-RA
OG0008193	JC_08577-RA, JC_08578-RA	Bany_04237-RA
OG0008194	JC_11614-RA	Bany_01782-RA
OG0008195	JC_00979-RA	Bany_05086-RA
OG0008196	JC_02779-RA	Bany_05822-RA
OG0008197	JC_02776-RA	Bany_05824-RA
OG0008198	JC_02775-RA	Bany_05825-RA
OG0008199	JC_11620-RA	Bany_01788-RA
OG0008200	JC_02773-RA, JC_02772-RA	Bany_05829-RA
OG0008201	JC_00983-RA	Bany_05089-RA
OG0008203	JC_00986-RA	Bany_05093-RA
OG0008204	JC_00037-RA	Bany_00853-RA
OG0008205	JC_02767-RA	Bany_05834-RA
OG0008206	JC_01684-RA	Bany_07861-RA
OG0008208	JC_13382-RA	Bany_02564-RA
OG0008209	JC_04258-RA	Bany_03404-RA
OG0008210	JC_02765-RA	Bany_05836-RA
OG0008211	JC_13379-RA	Bany_02567-RA
OG0008212	JC_04256-RA	Bany_03406-RA
OG0008213	JC_13376-RA	Bany_02569-RA
OG0008214	JC_08567-RA	Bany_04250-RA
OG0008215	JC_08564-RA	Bany_04253-RA
OG0008216	JC_01729-RA	Bany_07868-RA
OG0008217	JC_04236-RA	Bany_03410-RA
OG0008218	JC_00991-RA	Bany_05101-RA
OG0008219	JC_04237-RA	Bany_03412-RA
OG0008220	JC_04239-RA	Bany_03413-RA
OG0008221	JC_02764-RA	Bany_05839-RA
OG0008222	JC_08562-RA	Bany_04255-RA
OG0008223	JC_08561-RA	Bany_04256-RA
OG0008224	JC_01000-RA	Bany_05106-RA
OG0008225	JC_08557-RA	Bany_04263-RA
OG0008226	JC_08553-RA	Bany_04265-RA
OG0008227	JC_08551-RA	Bany_04267-RA
OG0008228	JC_00022-RA	Bany_00860-RA
OG0008229	JC_04247-RA	Bany_03432-RA
OG0008230	JC_13364-RA	Bany_02585-RA
OG0008231	JC_13363-RA	Bany_02586-RA
OG0008232	JC_04250-RA	Bany_03436-RA
OG0008233	JC_04251-RA	Bany_03437-RA
OG0008234	JC_02755-RA	Bany_05848-RA
OG0008235	JC_13352-RA	Bany_02596-RA
OG0008236	JC_02751-RA	Bany_05852-RA
OG0008237	JC_13340-RA	Bany_02602-RA
OG0008238	JC_08544-RA	Bany_04276-RA
OG0008239	JC_02747-RA	Bany_05858-RA
OG0008240	JC_08540-RA	Bany_04279-RA
OG0008241	JC_01736-RA	Bany_07876-RA
OG0008242	JC_08538-RA	Bany_04285-RA
OG0008243	JC_00012-RA	Bany_00868-RA
OG0008244	JC_08534-RA	Bany_04292-RA
OG0008245	JC_01005-RA	Bany_05117-RA
OG0008246	JC_01007-RA	Bany_05119-RA
OG0008247	JC_01748-RA	Bany_07885-RA
OG0008248	JC_00008-RA, JC_00009-RA	Bany_00879-RA
OG0008250	JC_01008-RA	Bany_05120-RA
OG0008251	JC_00002-RA	Bany_00884-RA
OG0008252	JC_00003-RA	Bany_00885-RA
OG0008253	JC_00004-RA	Bany_00886-RA
OG0008254	JC_01754-RA	Bany_07891-RA
OG0008255	JC_01021-RA	Bany_05134-RA
OG0008256	JC_01025-RA	Bany_05136-RA
OG0008257	JC_01026-RA	Bany_05138-RA
OG0008258	JC_01760-RA	Bany_07898-RA
OG0008259	JC_01027-RA	Bany_05139-RA
OG0008260	JC_01762-RA	Bany_07899-RA
OG0008261	JC_01031-RA	Bany_05145-RA
OG0008262	JC_01768-RA	Bany_07902-RA
OG0008263	JC_01036-RA	Bany_05150-RA
OG0008264	JC_01042-RA	Bany_05153-RA
OG0008265	JC_01047-RA	Bany_05154-RA
OG0008266	JC_01120-RA	Bany_05157-RA
OG0008267	JC_01115-RA	Bany_05162-RA
OG0008268	JC_01114-RA	Bany_05163-RA
OG0008269	JC_01112-RA	Bany_05165-RA
OG0008270	JC_01780-RA	Bany_07913-RA
OG0008271	JC_01106-RA	Bany_05171-RA
OG0008370	JC_01247-RA	Bany_18168-RA
OG0008371	JC_03464-RA	Bany_18165-RA, Bany_08140-RA
OG0008373	JC_07906-RA	Bany_03449-RA
OG0008375	JC_06342-RA	Bany_10542-RA
OG0008376	JC_05855-RA	Bany_01809-RA
OG0008377	JC_08677-RA	Bany_11828-RA
OG0008378	JC_07908-RA	Bany_03453-RA
OG0008382	JC_13128-RA	Bany_16938-RA
OG0008383	JC_05594-RA	Bany_15447-RA
OG0008385	JC_05592-RA	Bany_15449-RA
OG0008386	JC_07354-RA	Bany_08659-RA
OG0008387	JC_04417-RA	Bany_09909-RA
OG0008388	JC_16444-RA	Bany_07176-RA, Bany_12653-RA
OG0008389	JC_17047-RA	Bany_12457-RA
OG0008390	JC_12886-RA	Bany_17101-RA
OG0008390	JC_07918-RA	Bany_03470-RA
OG0008391	JC_04422-RA	Bany_09915-RA
OG0008392	JC_15223-RA	Bany_06556-RA
OG0008394	JC_13135-RA	Bany_16947-RA
OG0008395	JC_13133-RA	Bany_16950-RA
OG0008397	JC_14641-RA	Bany_01845-RA
OG0008398	JC_02216-RA	Bany_07183-RA, Bany_07182-RA
OG0008399	JC_03524-RA	Bany_07939-RA
OG0008401	JC_10470-RA	Bany_14278-RA
OG0008402	JC_02214-RA	Bany_07184-RA, Bany_07185-RA
OG0008403	JC_03531-RA	Bany_07943-RA
OG0008404	JC_16217-RA	Bany_00950-RA
OG0008405	JC_16218-RA	Bany_00951-RA
OG0008406	JC_17175-RA	Bany_12476-RA, Bany_12474-RA
OG0008407	JC_03650-RA	Bany_02660-RA
OG0008409	JC_06318-RA, JC_06317-RA	Bany_10563-RA
OG0008415	JC_15574-RA	Bany_17413-RA
OG0008416	JC_07326-RA	Bany_08684-RA
OG0008418	JC_13159-RA	Bany_16959-RA
OG0008419	JC_02399-RA	Bany_05201-RA
OG0008420	JC_13160-RA	Bany_16962-RA
OG0008421	JC_01755-RA, JC_01753-RA	Bany_07200-RA
OG0008422	JC_10479-RA	Bany_14292-RA
OG0008423	JC_15216-RA	Bany_06564-RA
OG0008425	JC_15050-RA	Bany_17716-RA
OG0008426	JC_15215-RA	Bany_06566-RA
OG0008428	JC_05557-RA, JC_05560-RA	Bany_15491-RA
OG0008429	JC_13162-RA	Bany_16965-RA
OG0008430	JC_10483-RA	Bany_14296-RA
OG0008432	JC_13164-RA	Bany_16968-RA
OG0008434	JC_14597-RA	Bany_01877-RA
OG0008436	JC_00720-RA	Bany_00027-RA
OG0008437	JC_00719-RA	Bany_00028-RA
OG0008438	JC_00716-RA	Bany_00029-RA
OG0008441	JC_17163-RA	Bany_12506-RA
OG0008442	JC_16237-RA	Bany_00966-RA
OG0008444	JC_00714-RA	Bany_00032-RA
OG0008445	JC_04453-RA	Bany_09942-RA
OG0008446	JC_15205-RA	Bany_06574-RA
OG0008447	JC_08657-RA	Bany_11852-RA
OG0008448	JC_14075-RA	Bany_16495-RA
OG0008449	JC_07940-RA	Bany_03494-RA
OG0008451	JC_10493-RA	Bany_14308-RA
OG0008452	JC_02267-RA	Bany_07206-RA
OG0008453	JC_08653-RA	Bany_11853-RA
OG0008454	JC_17093-RA	Bany_12530-RA
OG0008455	JC_16715-RA, JC_16957-RA	Bany_16098-RA
OG0008456	JC_14574-RA	Bany_01896-RA
OG0008457	JC_14573-RA	Bany_01897-RA
OG0008458	JC_05664-RA	Bany_14935-RA
OG0008460	JC_15190-RA	Bany_06585-RA
OG0008462	JC_01593-RA	Bany_04364-RA
OG0008463	JC_16210-RA	Bany_00992-RA
OG0008464	JC_11517-RA	Bany_13057-RA
OG0008470	JC_03564-RA	Bany_07990-RA
OG0008471	JC_15525-RA	Bany_17445-RA
OG0008472	JC_11521-RA	Bany_13061-RA
OG0008473	JC_04465-RA	Bany_09954-RA
OG0008474	JC_11523-RA	Bany_13063-RA
OG0008478	JC_11527-RA	Bany_13068-RA
OG0008479	JC_14931-RA	Bany_05235-RA
OG0008480	JC_12787-RA	Bany_09372-RA
OG0008481	JC_00737-RA	Bany_00043-RA
OG0008483	JC_12436-RA	Bany_09377-RA
OG0008485	JC_11532-RA	Bany_13079-RA
OG0008486	JC_10293-RA	Bany_11178-RA
OG0008488	JC_04270-RA	Bany_06599-RA, Bany_06598-RA
OG0008489	JC_06077-RA	Bany_10651-RA
OG0008490	JC_11541-RA	Bany_13088-RA
OG0008491	JC_10294-RA	Bany_11180-RA
OG0008492	JC_00747-RA	Bany_00054-RA
OG0008495	JC_01575-RA	Bany_04390-RA
OG0008496	JC_11545-RA	Bany_13094-RA
OG0008497	JC_06782-RA	Bany_13692-RA, Bany_17503-RA
OG0008498	JC_12432-RA	Bany_09387-RA
OG0008499	JC_10297-RA	Bany_11183-RA
OG0008501	JC_02352-RA	Bany_05244-RA
OG0008502	JC_10299-RA	Bany_11186-RA
OG0008503	JC_16737-RA	Bany_16118-RA
OG0008504	JC_06085-RA	Bany_10659-RA
OG0008505	JC_00757-RA	Bany_00063-RA
OG0008506	JC_10300-RA	Bany_11187-RA
OG0008507	JC_17072-RA	Bany_13104-RA
OG0008508	JC_16746-RA	Bany_16121-RA
OG0008509	JC_12985-RA	Bany_17004-RA
OG0008510	JC_10302-RA	Bany_11190-RA
OG0008511	JC_12428-RA	Bany_09395-RA
OG0008512	JC_11453-RA	Bany_13105-RA
OG0008514	JC_16241-RA	Bany_01013-RA
OG0008515	JC_06799-RA	Bany_13705-RA
OG0008517	JC_02345-RA	Bany_05250-RA
OG0008518	JC_00767-RA	Bany_00074-RA
OG0008519	JC_08681-RA	Bany_11871-RA
OG0008520	JC_07969-RA	Bany_03521-RA
OG0008521	JC_00769-RA	Bany_00075-RA
OG0008522	JC_06804-RA	Bany_13713-RA
OG0008524	JC_00774-RA	Bany_00082-RA
OG0008525	JC_10310-RA	Bany_11196-RA
OG0008527	JC_06108-RA	Bany_10676-RA
OG0008528	JC_05066-RA	Bany_01025-RA
OG0008530	JC_16618-RA, JC_16619-RA	Bany_16140-RA
OG0008531	JC_06146-RA	Bany_10678-RA
OG0008533	JC_10320-RA	Bany_11209-RA
OG0008534	JC_06141-RA	Bany_10680-RA
OG0008535	JC_02987-RA	Bany_14959-RA
OG0008536	JC_05510-RA	Bany_15552-RA
OG0008537	JC_14523-RA	Bany_01936-RA
OG0008538	JC_01557-RA	Bany_04408-RA
OG0008539	JC_06140-RA	Bany_10681-RA
OG0008540	JC_15995-RA	Bany_06615-RA
OG0008541	JC_11419-RA	Bany_13133-RA
OG0008542	JC_10563-RA	Bany_14360-RA
OG0008543	JC_06137-RA	Bany_10686-RA
OG0008544	JC_15999-RA	Bany_06617-RA
OG0008545	JC_16003-RA	Bany_06619-RA
OG0008546	JC_11414-RA	Bany_13139-RA
OG0008547	JC_16006-RA	Bany_06621-RA
OG0008548	JC_17116-RA	Bany_12587-RA
OG0008553	JC_01543-RA	Bany_04426-RA
OG0008555	JC_00796-RA	Bany_00108-RA
OG0008556	JC_00799-RA	Bany_00111-RA
OG0008557	JC_10575-RA	Bany_14373-RA
OG0008559	JC_10244-RA	Bany_11243-RA
OG0008560	JC_01541-RA	Bany_04434-RA
OG0008562	JC_14513-RA	Bany_01951-RA
OG0008563	JC_10237-RA	Bany_11247-RA
OG0008564	JC_04509-RA	Bany_09986-RA
OG0008566	JC_11403-RA	Bany_13155-RA
OG0008567	JC_06112-RA	Bany_10697-RA
OG0008569	JC_10182-RA	Bany_16543-RA
OG0008570	JC_17152-RA	Bany_12611-RA
OG0008571	JC_05495-RA	Bany_15574-RA
OG0008572	JC_06113-RA	Bany_10698-RA
OG0008573	JC_03596-RA	Bany_08037-RA
OG0008574	JC_15596-RA	Bany_17497-RA
OG0008577	JC_03715-RA	Bany_02731-RA
OG0008579	JC_03718-RA	Bany_02735-RA
OG0008580	JC_03719-RA	Bany_02736-RA
OG0008583	JC_03590-RA	Bany_08045-RA
OG0008584	JC_17024-RA	Bany_12633-RA
OG0008585	JC_14491-RA	Bany_01972-RA
OG0008586	JC_05485-RA	Bany_15583-RA
OG0008587	JC_14490-RA	Bany_01973-RA
OG0008588	JC_06148-RA	Bany_10704-RA
OG0008589	JC_14828-RA	Bany_17794-RA
OG0008590	JC_10199-RA	Bany_11279-RA
OG0008591	JC_03730-RA	Bany_02748-RA
OG0008593	JC_04522-RA, JC_04521-RA	Bany_09997-RA
OG0008595	JC_07422-RA	Bany_08773-RA
OG0008596	JC_12390-RA	Bany_09436-RA
OG0008600	JC_14476-RA	Bany_01986-RA
OG0008602	JC_12387-RA	Bany_09441-RA
OG0008603	JC_05620-RA	Bany_14986-RA
OG0008604	JC_14902-RA	Bany_17805-RA
OG0008606	JC_00809-RA	Bany_00164-RA
OG0008607	JC_07424-RA	Bany_08776-RA
OG0008608	JC_14155-RA	Bany_16574-RA
OG0008610	JC_10611-RA	Bany_14403-RA
OG0008611	JC_01516-RA	Bany_04453-RA
OG0008613	JC_09688-RA, JC_14934-RA, JC_15976-RA, JC_13359-RA, JC_04564-RA	Bany_15600-RA
OG0008615	JC_12372-RA	Bany_09454-RA
OG0008616	JC_05619-RA	Bany_14990-RA
OG0008619	JC_14426-RA	Bany_02004-RA
OG0008620	JC_09817-RA	Bany_05980-RA
OG0008622	JC_16129-RA	Bany_06661-RA
OG0008623	JC_09818-RA	Bany_05983-RA
OG0008625	JC_09819-RA	Bany_05985-RA
OG0008626	JC_10623-RA	Bany_14417-RA
OG0008627	JC_16408-RA	Bany_01063-RA
OG0008628	JC_03950-RA	Bany_12661-RA
OG0008629	JC_12519-RA	Bany_09465-RA
OG0008630	JC_06183-RA	Bany_10736-RA
OG0008631	JC_16606-RA, JC_16607-RA	Bany_16210-RA
OG0008632	JC_07432-RA	Bany_08784-RA
OG0008633	JC_10626-RA	Bany_14420-RA
OG0008634	JC_16135-RA	Bany_06665-RA
OG0008635	JC_12512-RA	Bany_09470-RA
OG0008638	JC_14033-RA	Bany_16596-RA
OG0008639	JC_12918-RA	Bany_17070-RA
OG0008641	JC_12502-RA	Bany_09474-RA
OG0008642	JC_08738-RA	Bany_11927-RA
OG0008643	JC_03579-RA	Bany_08063-RA
OG0008645	JC_03575-RA	Bany_08068-RA
OG0008646	JC_00704-RA	Bany_00190-RA
OG0008647	JC_12497-RA	Bany_09480-RA
OG0008648	JC_02437-RA	Bany_05298-RA
OG0008650	JC_16146-RA	Bany_06675-RA
OG0008652	JC_12476-RA, JC_15371-RA	Bany_08072-RA
OG0008653	JC_06201-RA	Bany_10753-RA
OG0008654	JC_03475-RA	Bany_08082-RA, Bany_08131-RA
OG0008655	JC_00703-RA	Bany_00191-RA
OG0008656	JC_14840-RA	Bany_17834-RA
OG0008657	JC_12903-RA	Bany_17078-RA
OG0008658	JC_08009-RA	Bany_03570-RA
OG0008659	JC_03750-RA	Bany_02770-RA
OG0008661	JC_06837-RA	Bany_13756-RA
OG0008662	JC_06840-RA	Bany_13758-RA
OG0008664	JC_00043-RA	Bany_15167-RA, Bany_02529-RA, Bany_05055-RA, Bany_15087-RA, Bany_11324-RA, Bany_06018-RA, Bany_08207-RA
OG0008665	JC_06216-RA	Bany_10769-RA
OG0008666	JC_04542-RA	Bany_10017-RA
OG0008669	JC_02454-RA	Bany_05312-RA
OG0008670	JC_10701-RA	Bany_14428-RA
OG0008671	JC_10735-RA	Bany_14431-RA
OG0008672	JC_06844-RA	Bany_13765-RA
OG0008674	JC_16360-RA	Bany_01086-RA
OG0008675	JC_16670-RA	Bany_16232-RA
OG0008676	JC_16359-RA	Bany_01087-RA
OG0008679	JC_10730-RA	Bany_14435-RA
OG0008680	JC_06846-RA	Bany_13769-RA
OG0008681	JC_09664-RA	Bany_06025-RA
OG0008682	JC_14404-RA	Bany_02034-RA
OG0008683	JC_03763-RA	Bany_02783-RA
OG0008684	JC_14025-RA	Bany_16606-RA
OG0008685	JC_12889-RA	Bany_17099-RA
OG0008686	JC_12474-RA	Bany_09502-RA
OG0008688	JC_15701-RA	Bany_17521-RA
OG0008689	JC_01917-RA	Bany_07292-RA
OG0008691	JC_07502-RA	Bany_08793-RA
OG0008692	JC_17042-RA	Bany_12704-RA, Bany_07644-RA, Bany_12705-RA
OG0008693	JC_09660-RA	Bany_06028-RA
OG0008694	JC_09464-RA	Bany_16248-RA
OG0008695	JC_17040-RA	Bany_12707-RA
OG0008696	JC_14390-RA	Bany_02047-RA
OG0008697	JC_01927-RA	Bany_07301-RA
OG0008698	JC_10157-RA	Bany_11322-RA
OG0008701	JC_08752-RA	Bany_11943-RA
OG0008704	JC_14858-RA	Bany_17847-RA
OG0008705	JC_07485-RA	Bany_08796-RA
OG0008706	JC_08760-RA	Bany_11954-RA
OG0008707	JC_06348-RA	Bany_10786-RA
OG0008711	JC_04392-RA	Bany_10036-RA
OG0008712	JC_12874-RA	Bany_17115-RA
OG0008713	JC_03781-RA	Bany_02810-RA
OG0008715	JC_03785-RA	Bany_02815-RA
OG0008716	JC_12456-RA	Bany_09515-RA, Bany_09516-RA
OG0008717	JC_03788-RA	Bany_02819-RA
OG0008718	JC_08047-RA	Bany_03610-RA
OG0008719	JC_14016-RA	Bany_16615-RA
OG0008720	JC_08049-RA	Bany_03612-RA
OG0008722	JC_08051-RA	Bany_03613-RA
OG0008723	JC_07933-RA	Bany_03614-RA
OG0008724	JC_06354-RA	Bany_10789-RA
OG0008725	JC_04381-RA	Bany_10040-RA
OG0008726	JC_12452-RA	Bany_09519-RA
OG0008727	JC_14993-RA	Bany_17863-RA
OG0008728	JC_09640-RA	Bany_06039-RA
OG0008731	JC_03497-RA	Bany_08103-RA
OG0008732	JC_03946-RA, JC_03947-RA	Bany_12734-RA
OG0008733	JC_10150-RA	Bany_11328-RA
OG0008734	JC_16120-RA	Bany_06717-RA
OG0008735	JC_15689-RA	Bany_17530-RA
OG0008737	JC_00670-RA	Bany_00223-RA, Bany_00222-RA
OG0008738	JC_16329-RA	Bany_01112-RA
OG0008739	JC_05445-RA	Bany_15627-RA
OG0008740	JC_01910-RA	Bany_07318-RA
OG0008741	JC_16487-RA	Bany_16280-RA
OG0008742	JC_12448-RA	Bany_09522-RA
OG0008743	JC_02175-RA	Bany_15629-RA
OG0008744	JC_12834-RA	Bany_17122-RA
OG0008745	JC_12445-RA	Bany_09524-RA
OG0008746	JC_12446-RA	Bany_09525-RA
OG0008747	JC_01907-RA	Bany_07321-RA
OG0008748	JC_12176-RA	Bany_01120-RA
OG0008750	JC_12173-RA	Bany_01121-RA
OG0008752	JC_12842-RA	Bany_17127-RA
OG0008754	JC_01904-RA	Bany_07326-RA
OG0008755	JC_03798-RA	Bany_02827-RA
OG0008756	JC_04551-RA	Bany_10044-RA
OG0008757	JC_12849-RA	Bany_17134-RA
OG0008758	JC_09639-RA	Bany_06048-RA
OG0008759	JC_09636-RA	Bany_06052-RA
OG0008760	JC_12857-RA	Bany_17144-RA
OG0008761	JC_16109-RA	Bany_06741-RA
OG0008762	JC_12858-RA	Bany_17145-RA
OG0008763	JC_16490-RA	Bany_16291-RA
OG0008765	JC_09606-RA	Bany_06060-RA
OG0008766	JC_06383-RA	Bany_10810-RA
OG0008768	JC_06385-RA	Bany_10811-RA
OG0008770	JC_12144-RA	Bany_01132-RA
OG0008771	JC_16794-RA	Bany_12763-RA
OG0008772	JC_14005-RA	Bany_16628-RA
OG0008773	JC_09604-RA	Bany_06063-RA
OG0008777	JC_16813-RA	Bany_12766-RA
OG0008778	JC_09598-RA	Bany_06070-RA
OG0008780	JC_13099-RA	Bany_17163-RA
OG0008782	JC_03809-RA	Bany_02838-RA
OG0008783	JC_00652-RA	Bany_00241-RA
OG0008784	JC_02507-RA	Bany_05376-RA
OG0008785	JC_02509-RA	Bany_05377-RA
OG0008786	JC_02245-RA	Bany_07338-RA
OG0008787	JC_16864-RA	Bany_07339-RA
OG0008788	JC_15958-RA	Bany_06775-RA
OG0008789	JC_08100-RA	Bany_03659-RA
OG0008790	JC_15019-RA	Bany_17889-RA
OG0008791	JC_17009-RA	Bany_12792-RA
OG0008792	JC_04571-RA	Bany_10064-RA
OG0008794	JC_03819-RA	Bany_02849-RA
OG0008795	JC_04572-RA	Bany_10065-RA
OG0008797	JC_00642-RA	Bany_00249-RA
OG0008798	JC_10635-RA	Bany_14475-RA
OG0008799	JC_03827-RA	Bany_02859-RA
OG0008800	JC_11316-RA	Bany_13250-RA
OG0008801	JC_16942-RA	Bany_12801-RA
OG0008802	JC_06042-RA	Bany_15037-RA
OG0008803	JC_08108-RA	Bany_03667-RA, Bany_03668-RA
OG0008804	JC_11333-RA	Bany_03669-RA
OG0008805	JC_11310-RA	Bany_13257-RA
OG0008807	JC_14334-RA	Bany_02115-RA
OG0008808	JC_03837-RA	Bany_02867-RA
OG0008810	JC_00638-RA	Bany_00255-RA
OG0008811	JC_09568-RA	Bany_06102-RA
OG0008812	JC_12236-RA	Bany_01151-RA
OG0008813	JC_12766-RA	Bany_09544-RA
OG0008815	JC_03841-RA	Bany_02872-RA
OG0008816	JC_15671-RA	Bany_17546-RA
OG0008817	JC_11301-RA	Bany_13268-RA
OG0008818	JC_13977-RA	Bany_16652-RA
OG0008819	JC_07459-RA	Bany_08822-RA
OG0008820	JC_04586-RA	Bany_10076-RA
OG0008824	JC_04587-RA	Bany_10077-RA
OG0008825	JC_08118-RA	Bany_03681-RA
OG0008826	JC_08119-RA	Bany_03682-RA
OG0008827	JC_10115-RA	Bany_11375-RA
OG0008828	JC_04589-RA	Bany_10078-RA
OG0008829	JC_10112-RA	Bany_11377-RA
OG0008830	JC_10110-RA	Bany_11379-RA
OG0008831	JC_07448-RA	Bany_08838-RA
OG0008834	JC_06510-RA	Bany_12822-RA
OG0008837	JC_00630-RA	Bany_00265-RA
OG0008838	JC_03447-RA	Bany_08157-RA
OG0008839	JC_13064-RA	Bany_17199-RA
OG0008840	JC_03446-RA	Bany_08158-RA
OG0008841	JC_03445-RA	Bany_08159-RA
OG0008842	JC_10650-RA	Bany_14495-RA
OG0008843	JC_06979-RA	Bany_13838-RA
OG0008845	JC_06977-RA	Bany_13842-RA
OG0008846	JC_10084-RA	Bany_11400-RA
OG0008847	JC_04622-RA	Bany_10104-RA
OG0008848	JC_07514-RA	Bany_08856-RA
OG0008849	JC_04623-RA	Bany_10105-RA
OG0008850	JC_06019-RA	Bany_15069-RA
OG0008851	JC_12745-RA	Bany_09562-RA
OG0008852	JC_06971-RA	Bany_13848-RA
OG0008853	JC_04630-RA	Bany_10110-RA
OG0008854	JC_15938-RA	Bany_06802-RA
OG0008855	JC_16434-RA	Bany_16375-RA
OG0008856	JC_02536-RA	Bany_05411-RA
OG0008857	JC_06017-RA, JC_06016-RA	Bany_15071-RA
OG0008858	JC_10073-RA	Bany_11412-RA
OG0008859	JC_10072-RA	Bany_11413-RA
OG0008860	JC_15932-RA	Bany_06808-RA
OG0008861	JC_07525-RA	Bany_08868-RA
OG0008862	JC_02539-RA, JC_02540-RA	Bany_05415-RA
OG0008863	JC_07528-RA	Bany_08871-RA
OG0008864	JC_06964-RA	Bany_13862-RA
OG0008865	JC_14949-RA	Bany_17921-RA
OG0008866	JC_10659-RA	Bany_14501-RA
OG0008867	JC_08167-RA	Bany_03733-RA, Bany_03728-RA
OG0008868	JC_01989-RA	Bany_07372-RA
OG0008870	JC_03861-RA	Bany_02894-RA
OG0008871	JC_15929-RA	Bany_06811-RA
OG0008874	JC_16417-RA	Bany_16386-RA
OG0008875	JC_08171-RA	Bany_03736-RA
OG0008876	JC_16418-RA	Bany_16388-RA
OG0008878	JC_16903-RA, JC_16901-RA	Bany_12870-RA
OG0008880	JC_16897-RA	Bany_12873-RA
OG0008881	JC_04640-RA	Bany_10120-RA
OG0008884	JC_16893-RA	Bany_12876-RA
OG0008885	JC_00604-RA	Bany_00308-RA
OG0008886	JC_00603-RA	Bany_00310-RA
