Orthogroup	Junonia_coenia	Heliconius_erato_lativitta
OG0008118	JC_01660-RA	HEL_007134-RA
OG0008119	JC_11554-RA	HEL_014577-RA
OG0008120	JC_13428-RA, JC_13427-RA	HEL_008499-RA
OG0008122	JC_13423-RA	HEL_008498-RA
OG0008123	JC_00943-RA	HEL_006706-RA
OG0008125	JC_03005-RA	HEL_012851-RA
OG0008126	JC_11558-RA	HEL_014574-RA
OG0008127	JC_11561-RA	HEL_014572-RA
OG0008128	JC_00099-RA	HEL_001153-RA
OG0008129	JC_08617-RA	HEL_003314-RA
OG0008130	JC_00098-RA	HEL_001150-RA
OG0008131	JC_02999-RA	HEL_012845-RA, HEL_012848-RA
OG0008132	JC_00097-RA	HEL_001148-RA
OG0008133	JC_01624-RA	HEL_010401-RA
OG0008135	JC_00095-RA	HEL_001146-RA
OG0008136	JC_00954-RA	HEL_006710-RA
OG0008137	JC_11570-RA	HEL_008424-RA
OG0008139	JC_00091-RA	HEL_001143-RA
OG0008142	JC_11575-RA	HEL_008420-RA
OG0008143	JC_00088-RA	HEL_001140-RA
OG0008144	JC_00959-RA	HEL_006713-RA
OG0008145	JC_00960-RA	HEL_006714-RA
OG0008146	JC_11576-RA	HEL_008419-RA
OG0008147	JC_00966-RA	HEL_006717-RA
OG0008148	JC_04283-RA	HEL_011667-RA
OG0008149	JC_04281-RA	HEL_011666-RA
OG0008150	JC_00968-RA	HEL_006719-RA
OG0008151	JC_04278-RA	HEL_011663-RA
OG0008152	JC_04277-RA	HEL_011662-RA
OG0008153	JC_00082-RA	HEL_013121-RA
OG0008154	JC_00081-RA	HEL_013120-RA
OG0008155	JC_02997-RA	HEL_012839-RA
OG0008156	JC_00975-RA	HEL_006727-RA
OG0008157	JC_08606-RA	HEL_003304-RA
OG0008158	JC_11585-RA	HEL_008411-RA
OG0008159	JC_11586-RA	HEL_008410-RA
OG0008160	JC_13401-RA	HEL_008491-RA
OG0008161	JC_13400-RA	HEL_008490-RA
OG0008162	JC_13399-RA	HEL_008489-RA
OG0008163	JC_00078-RA	HEL_013113-RA
OG0008164	JC_08601-RA	HEL_003300-RA
OG0008166	JC_02991-RA	HEL_012826-RA
OG0008167	JC_00076-RA	HEL_013116-RA
OG0008168	JC_08598-RA	HEL_003298-RA
OG0008169	JC_02804-RA	HEL_004466-RA
OG0008170	JC_00976-RA	HEL_006728-RA
OG0008171	JC_02801-RA	HEL_004468-RA
OG0008173	JC_08589-RA	HEL_003289-RA
OG0008174	JC_02795-RA	HEL_004474-RA
OG0008175	JC_02794-RA	HEL_004475-RA
OG0008177	JC_02793-RA	HEL_004476-RA
OG0008178	JC_02970-RA	HEL_012814-RA
OG0008179	JC_00070-RA	HEL_013109-RA
OG0008180	JC_02789-RA	HEL_004478-RA
OG0008181	JC_02973-RA	HEL_012818-RA
OG0008182	JC_02788-RA	HEL_004479-RA
OG0008183	JC_11597-RA	HEL_008402-RA
OG0008184	JC_11598-RA	HEL_008401-RA
OG0008185	JC_11599-RA	HEL_008399-RA
OG0008186	JC_11601-RA	HEL_008398-RA
OG0008187	JC_13387-RA	HEL_008483-RA
OG0008188	JC_11605-RA	HEL_008393-RA
OG0008189	JC_11608-RA	HEL_008392-RA
OG0008190	JC_02978-RA	HEL_012821-RA
OG0008191	JC_08579-RA	HEL_003277-RA
OG0008192	JC_02979-RA	HEL_012822-RA
OG0008193	JC_08577-RA, JC_08578-RA	HEL_003276-RA
OG0008194	JC_11614-RA	HEL_008388-RA
OG0008195	JC_00979-RA	HEL_006730-RA
OG0008196	JC_02779-RA	HEL_004487-RA
OG0008197	JC_02776-RA	HEL_004489-RA
OG0008198	JC_02775-RA	HEL_004490-RA
OG0008199	JC_11620-RA	HEL_008379-RA
OG0008201	JC_00983-RA	HEL_006732-RA
OG0008203	JC_00986-RA	HEL_006736-RA
OG0008204	JC_00037-RA	HEL_013099-RA
OG0008205	JC_02767-RA	HEL_004504-RA
OG0008206	JC_01684-RA	HEL_007149-RA
OG0008208	JC_13382-RA	HEL_008479-RA
OG0008209	JC_04258-RA	HEL_011648-RA
OG0008210	JC_02765-RA	HEL_004506-RA
OG0008211	JC_13379-RA	HEL_008477-RA
OG0008212	JC_04256-RA	HEL_011645-RA
OG0008213	JC_13376-RA	HEL_008475-RA
OG0008214	JC_08567-RA	HEL_003263-RA
OG0008215	JC_08564-RA	HEL_003260-RA
OG0008216	JC_01729-RA	HEL_007152-RA
OG0008217	JC_04236-RA	HEL_011628-RA
OG0008218	JC_00991-RA	HEL_006740-RA
OG0008219	JC_04237-RA	HEL_011630-RA
OG0008220	JC_04239-RA	HEL_011631-RA
OG0008221	JC_02764-RA	HEL_004508-RA
OG0008222	JC_08562-RA	HEL_003258-RA
OG0008223	JC_08561-RA	HEL_003259-RA
OG0008224	JC_01000-RA	HEL_006743-RA
OG0008225	JC_08557-RA	HEL_003250-RA
OG0008226	JC_08553-RA	HEL_003246-RA
OG0008227	JC_08551-RA	HEL_003244-RA
OG0008228	JC_00022-RA	HEL_013096-RA
OG0008229	JC_04247-RA	HEL_011639-RA
OG0008230	JC_13364-RA	HEL_008468-RA
OG0008231	JC_13363-RA	HEL_008465-RA, HEL_008466-RA, HEL_008467-RA
OG0008232	JC_04250-RA	HEL_011642-RA
OG0008233	JC_04251-RA	HEL_011643-RA
OG0008234	JC_02755-RA	HEL_004519-RA
OG0008235	JC_13352-RA	HEL_008451-RA
OG0008236	JC_02751-RA	HEL_004521-RA
OG0008237	JC_13340-RA	HEL_008445-RA
OG0008238	JC_08544-RA	HEL_003238-RA
OG0008239	JC_02747-RA	HEL_004528-RA
OG0008240	JC_08540-RA	HEL_003235-RA
OG0008241	JC_01736-RA	HEL_007159-RA
OG0008242	JC_08538-RA	HEL_003232-RA
OG0008243	JC_00012-RA	HEL_013417-RA
OG0008244	JC_08534-RA	HEL_003228-RA
OG0008245	JC_01005-RA	HEL_006748-RA
OG0008246	JC_01007-RA	HEL_006750-RA
OG0008247	JC_01748-RA	HEL_007110-RA
OG0008248	JC_00008-RA, JC_00009-RA	HEL_013415-RA
OG0008250	JC_01008-RA	HEL_006751-RA
OG0008251	JC_00002-RA	HEL_013404-RA
OG0008252	JC_00003-RA	HEL_013405-RA
OG0008253	JC_00004-RA	HEL_013406-RA
OG0008254	JC_01754-RA	HEL_007117-RA
OG0008255	JC_01021-RA	HEL_006764-RA
OG0008256	JC_01025-RA	HEL_006765-RA
OG0008257	JC_01026-RA	HEL_006766-RA
OG0008258	JC_01760-RA	HEL_007104-RA
OG0008259	JC_01027-RA	HEL_006767-RA
OG0008261	JC_01031-RA	HEL_006771-RA
OG0008262	JC_01768-RA	HEL_007099-RA
OG0008263	JC_01036-RA	HEL_006775-RA
OG0008264	JC_01042-RA	HEL_006778-RA
OG0008265	JC_01047-RA	HEL_006779-RA
OG0008266	JC_01120-RA	HEL_002919-RA
OG0008267	JC_01115-RA	HEL_002929-RA
OG0008269	JC_01112-RA	HEL_002931-RA
OG0008270	JC_01780-RA	HEL_007095-RA
OG0008271	JC_01106-RA	HEL_002934-RA
OG0008273	JC_05818-RA	HEL_007227-RA
OG0008274	JC_00839-RA	HEL_006611-RA
OG0008275	JC_06996-RA	HEL_000953-RA, HEL_000954-RA
OG0008277	JC_16430-RA	HEL_013015-RA
OG0008278	JC_14977-RA, JC_14464-RA	HEL_005066-RA
OG0008280	JC_12284-RA	HEL_003806-RA, HEL_003807-RA
OG0008281	JC_16770-RA	HEL_011687-RA
OG0008282	JC_11550-RA	HEL_008892-RA
OG0008283	JC_09317-RA	HEL_006262-RA
OG0008284	JC_15387-RA	HEL_005943-RA
OG0008285	JC_16066-RA	HEL_011348-RA
OG0008286	JC_12174-RA	HEL_014502-RA
OG0008288	JC_00202-RA	HEL_001232-RA
OG0008289	JC_05947-RA	HEL_011581-RA
OG0008291	JC_12455-RA	HEL_014232-RA
OG0008293	JC_16203-RA	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA
OG0008295	JC_12486-RA	HEL_013856-RA
OG0008296	JC_15306-RA	HEL_006000-RA
OG0008297	JC_07980-RA	HEL_002280-RA
OG0008298	JC_16376-RA	HEL_010058-RA, HEL_010057-RA
OG0008299	JC_10858-RA	HEL_012750-RA
OG0008300	JC_12988-RA	HEL_002065-RA
OG0008301	JC_04791-RA	HEL_010957-RA
OG0008302	JC_03413-RA	HEL_009369-RA
OG0008303	JC_05913-RA	HEL_014010-RA
OG0008304	JC_14219-RA	HEL_004801-RA, HEL_004800-RA
OG0008305	JC_06375-RA	HEL_004350-RA
OG0008306	JC_08312-RA	HEL_003005-RA
OG0008307	JC_02018-RA	HEL_009635-RA
OG0008308	JC_02657-RA	HEL_008696-RA
OG0008309	JC_14326-RA	HEL_004915-RA
OG0008310	JC_14508-RA	HEL_005031-RA
OG0008311	JC_05709-RA	HEL_007311-RA
OG0008312	JC_02086-RA	HEL_010429-RA
OG0008313	JC_00393-RA	HEL_001400-RA, HEL_001399-RA
OG0008314	JC_03140-RA, JC_03141-RA	HEL_011516-RA
OG0008315	JC_16404-RA	HEL_010118-RA
OG0008316	JC_11286-RA	HEL_012296-RA, HEL_012295-RA, HEL_012292-RA
OG0008317	JC_07680-RA	HEL_012169-RA, HEL_012167-RA
OG0008318	JC_04991-RA	HEL_000146-RA
OG0008320	JC_01947-RA	HEL_012087-RA
OG0008321	JC_07186-RA	HEL_009801-RA, HEL_009804-RA
OG0008322	JC_10423-RA	HEL_008138-RA
OG0008323	JC_12526-RA	HEL_003677-RA
OG0008324	JC_13816-RA	HEL_000280-RA
OG0008325	JC_01051-RA	HEL_006782-RA
OG0008326	JC_12358-RA	HEL_013827-RA
OG0008327	JC_03058-RA	HEL_011442-RA
OG0008328	JC_11053-RA	HEL_008666-RA
OG0008329	JC_04645-RA	HEL_013323-RA
OG0008330	JC_11069-RA, JC_11068-RA	HEL_008648-RA
OG0008331	JC_09247-RA	HEL_006213-RA
OG0008332	JC_04891-RA	HEL_000045-RA
OG0008333	JC_02538-RA	HEL_008802-RA, HEL_008801-RA
OG0008334	JC_03294-RA	HEL_007467-RA
OG0008335	JC_09614-RA	HEL_008029-RA
OG0008336	JC_05470-RA	HEL_010849-RA
OG0008337	JC_03303-RA	HEL_007473-RA
OG0008338	JC_06660-RA	HEL_012385-RA
OG0008339	JC_02563-RA	HEL_008778-RA
OG0008340	JC_06993-RA	HEL_000949-RA
OG0008341	JC_07198-RA	HEL_009786-RA
OG0008343	JC_08472-RA	HEL_003147-RA
OG0008344	JC_08829-RA	HEL_006101-RA, HEL_006099-RA
OG0008345	JC_01372-RA	HEL_002635-RA, HEL_002636-RA
OG0008346	JC_01235-RA	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA
OG0008347	JC_01190-RA, JC_01189-RA	HEL_002847-RA
OG0008348	JC_07786-RA, JC_07787-RA	HEL_012617-RA
OG0008349	JC_07789-RA	HEL_012618-RA
OG0008350	JC_05205-RA, JC_05206-RA, JC_05207-RA	HEL_005477-RA
OG0008351	JC_09281-RA, JC_07269-RA, JC_11123-RA	HEL_009902-RA, HEL_009901-RA
OG0008353	JC_12241-RA	HEL_003745-RA, HEL_003746-RA, HEL_003747-RA
OG0008370	JC_01247-RA	HEL_002781-RA
OG0008371	JC_03464-RA	HEL_009414-RA
OG0008373	JC_07906-RA	HEL_002223-RA
OG0008378	JC_07908-RA	HEL_002225-RA
OG0008382	JC_13128-RA	HEL_001897-RA
OG0008385	JC_05592-RA	HEL_005352-RA
OG0008386	JC_07354-RA	HEL_003493-RA
OG0008387	JC_04417-RA	HEL_007643-RA
OG0008390	JC_07918-RA	HEL_002231-RA
OG0008391	JC_04422-RA	HEL_007639-RA
OG0008392	JC_15223-RA	HEL_002187-RA
OG0008394	JC_13135-RA	HEL_001879-RA
OG0008395	JC_13133-RA	HEL_001889-RA
OG0008398	JC_02216-RA	HEL_009689-RA
OG0008399	JC_03524-RA	HEL_009470-RA
OG0008401	JC_10470-RA	HEL_012510-RA
OG0008402	JC_02214-RA	HEL_009690-RA
OG0008407	JC_03650-RA	HEL_010486-RA
OG0008415	JC_15574-RA	HEL_005375-RA
OG0008416	JC_07326-RA	HEL_003462-RA
OG0008418	JC_13159-RA	HEL_001867-RA
OG0008420	JC_13160-RA	HEL_001865-RA
OG0008421	JC_01755-RA, JC_01753-RA	HEL_007118-RA
OG0008422	JC_10479-RA	HEL_012520-RA
OG0008428	JC_05557-RA, JC_05560-RA	HEL_005317-RA
OG0008430	JC_10483-RA	HEL_012526-RA
OG0008434	JC_14597-RA	HEL_003382-RA
OG0008436	JC_00720-RA	HEL_001712-RA
OG0008441	JC_17163-RA	HEL_004032-RA
OG0008445	JC_04453-RA	HEL_007613-RA
OG0008446	JC_15205-RA	HEL_002203-RA
OG0008447	JC_08657-RA	HEL_007733-RA
OG0008448	JC_14075-RA	HEL_000465-RA
OG0008449	JC_07940-RA	HEL_002247-RA
OG0008451	JC_10493-RA	HEL_012540-RA
OG0008452	JC_02267-RA	HEL_009655-RA
OG0008453	JC_08653-RA	HEL_007730-RA
OG0008454	JC_17093-RA	HEL_004059-RA
OG0008455	JC_16715-RA, JC_16957-RA	HEL_011676-RA
OG0008456	JC_14574-RA	HEL_003361-RA
OG0008460	JC_15190-RA	HEL_002212-RA
OG0008462	JC_01593-RA	HEL_012396-RA
OG0008463	JC_16210-RA	HEL_012642-RA
OG0008471	JC_15525-RA	HEL_005403-RA
OG0008472	JC_11521-RA	HEL_008917-RA
OG0008473	JC_04465-RA	HEL_007597-RA
OG0008489	JC_06077-RA	HEL_013214-RA
OG0008490	JC_11541-RA	HEL_008901-RA
OG0008495	JC_01575-RA	HEL_012410-RA
OG0008498	JC_12432-RA	HEL_014585-RA
OG0008501	JC_02352-RA	HEL_003970-RA
OG0008504	JC_06085-RA	HEL_013206-RA
OG0008507	JC_17072-RA	HEL_004078-RA
OG0008508	JC_16746-RA	HEL_013061-RA
OG0008509	JC_12985-RA	HEL_002068-RA
OG0008514	JC_16241-RA	HEL_013895-RA
OG0008518	JC_00767-RA	HEL_001753-RA
OG0008520	JC_07969-RA	HEL_002267-RA
OG0008522	JC_06804-RA	HEL_000774-RA
OG0008525	JC_10310-RA	HEL_008236-RA
OG0008527	JC_06108-RA	HEL_013189-RA
OG0008528	JC_05066-RA	HEL_013912-RA
OG0008530	JC_16618-RA, JC_16619-RA	HEL_011761-RA, HEL_011760-RA
OG0008531	JC_06146-RA	HEL_013186-RA
OG0008536	JC_05510-RA	HEL_005246-RA
OG0008539	JC_06140-RA	HEL_013185-RA
OG0008541	JC_11419-RA	HEL_009020-RA
OG0008542	JC_10563-RA	HEL_005673-RA
OG0008543	JC_06137-RA	HEL_013182-RA
OG0008544	JC_15999-RA	HEL_011244-RA
OG0008545	JC_16003-RA	HEL_011242-RA
OG0008547	JC_16006-RA	HEL_011240-RA
OG0008548	JC_17116-RA	HEL_004085-RA
OG0008555	JC_00796-RA	HEL_001775-RA
OG0008557	JC_10575-RA	HEL_005684-RA
OG0008559	JC_10244-RA	HEL_014304-RA
OG0008560	JC_01541-RA	HEL_012433-RA
OG0008562	JC_14513-RA	HEL_003318-RA
OG0008564	JC_04509-RA	HEL_007574-RA
OG0008566	JC_11403-RA	HEL_008875-RA
OG0008567	JC_06112-RA	HEL_013166-RA
OG0008569	JC_10182-RA	HEL_006411-RA
OG0008570	JC_17152-RA	HEL_004024-RA
OG0008571	JC_05495-RA	HEL_005233-RA
OG0008572	JC_06113-RA	HEL_013165-RA
OG0008574	JC_15596-RA	HEL_005430-RA
OG0008577	JC_03715-RA	HEL_010556-RA
OG0008579	JC_03718-RA	HEL_010560-RA
OG0008580	JC_03719-RA	HEL_010561-RA
OG0008583	JC_03590-RA	HEL_010268-RA
OG0008584	JC_17024-RA	HEL_004105-RA
OG0008585	JC_14491-RA	HEL_005046-RA
OG0008586	JC_05485-RA	HEL_005224-RA
OG0008587	JC_14490-RA	HEL_005047-RA
OG0008590	JC_10199-RA	HEL_006399-RA
OG0008600	JC_14476-RA	HEL_005059-RA
OG0008603	JC_05620-RA	HEL_009722-RA
OG0008604	JC_14902-RA	HEL_009366-RA
OG0008607	JC_07424-RA	HEL_003547-RA
OG0008610	JC_10611-RA	HEL_005711-RA
OG0008619	JC_14426-RA	HEL_004945-RA
OG0008620	JC_09817-RA	HEL_010232-RA
OG0008622	JC_16129-RA	HEL_011298-RA
OG0008623	JC_09818-RA	HEL_010234-RA
OG0008627	JC_16408-RA	HEL_010122-RA
OG0008628	JC_03950-RA	HEL_013608-RA
OG0008629	JC_12519-RA	HEL_003671-RA
OG0008630	JC_06183-RA	HEL_011108-RA
OG0008632	JC_07432-RA	HEL_003558-RA
OG0008633	JC_10626-RA	HEL_005725-RA
OG0008634	JC_16135-RA	HEL_011309-RA
OG0008639	JC_12918-RA	HEL_002135-RA
OG0008640	JC_16139-RA	HEL_011312-RA
OG0008642	JC_08738-RA	HEL_006021-RA
OG0008650	JC_16146-RA	HEL_011317-RA
OG0008652	JC_12476-RA	HEL_005957-RA
OG0008658	JC_08009-RA	HEL_002296-RA
OG0008659	JC_03750-RA	HEL_009046-RA
OG0008661	JC_06837-RA	HEL_000806-RA
OG0008662	JC_06840-RA	HEL_000808-RA
OG0008665	JC_06216-RA	HEL_011069-RA
OG0008671	JC_10735-RA	HEL_005824-RA
OG0008675	JC_16670-RA	HEL_011793-RA
OG0008679	JC_10730-RA	HEL_005817-RA
OG0008683	JC_03763-RA	HEL_009058-RA
OG0008685	JC_12889-RA	HEL_002156-RA
OG0008686	JC_12474-RA	HEL_014563-RA
OG0008688	JC_15701-RA	HEL_004655-RA
OG0008689	JC_01917-RA	HEL_012064-RA
OG0008691	JC_07502-RA	HEL_003564-RA
OG0008694	JC_09464-RA	HEL_000730-RA
OG0008696	JC_14390-RA	HEL_004986-RA
OG0008704	JC_14858-RA	HEL_011831-RA
OG0008706	JC_08760-RA	HEL_007831-RA
OG0008707	JC_06348-RA	HEL_004376-RA
OG0008711	JC_04392-RA	HEL_007695-RA
OG0008713	JC_03781-RA	HEL_009078-RA
OG0008715	JC_03785-RA	HEL_009083-RA
OG0008720	JC_08049-RA	HEL_002329-RA
OG0008723	JC_07933-RA	HEL_002244-RA
OG0008724	JC_06354-RA	HEL_004366-RA
OG0008726	JC_12452-RA	HEL_014229-RA
OG0008727	JC_14993-RA	HEL_009283-RA
OG0008728	JC_09640-RA	HEL_008084-RA
OG0008733	JC_10150-RA	HEL_006440-RA
OG0008735	JC_15689-RA	HEL_004644-RA
OG0008738	JC_16329-RA	HEL_010083-RA
OG0008739	JC_05445-RA	HEL_010828-RA
OG0008740	JC_01910-RA	HEL_012060-RA
OG0008742	JC_12448-RA	HEL_014228-RA
OG0008744	JC_12834-RA	HEL_014387-RA
OG0008747	JC_01907-RA	HEL_012058-RA
OG0008748	JC_12176-RA	HEL_014503-RA
OG0008750	JC_12173-RA	HEL_014501-RA
OG0008754	JC_01904-RA	HEL_009699-RA
OG0008756	JC_04551-RA	HEL_007710-RA
OG0008765	JC_09606-RA	HEL_007977-RA
OG0008766	JC_06383-RA	HEL_004342-RA
OG0008768	JC_06385-RA	HEL_004336-RA
OG0008770	JC_12144-RA	HEL_014393-RA
OG0008778	JC_09598-RA	HEL_007985-RA, HEL_007986-RA
OG0008780	JC_13099-RA	HEL_001948-RA
OG0008782	JC_03809-RA	HEL_009108-RA
OG0008783	JC_00652-RA	HEL_001653-RA
OG0008784	JC_02507-RA	HEL_008845-RA
OG0008785	JC_02509-RA	HEL_008841-RA
OG0008786	JC_02245-RA	HEL_009670-RA
OG0008789	JC_08100-RA	HEL_002363-RA
OG0008790	JC_15019-RA	HEL_009247-RA
OG0008794	JC_03819-RA	HEL_009119-RA
OG0008795	JC_04572-RA	HEL_007723-RA
OG0008800	JC_11316-RA	HEL_011154-RA
OG0008801	JC_16942-RA	HEL_013686-RA
OG0008802	JC_06042-RA	HEL_013766-RA
OG0008803	JC_08108-RA	HEL_002368-RA
OG0008804	JC_11333-RA	HEL_011171-RA
OG0008805	JC_11310-RA	HEL_011148-RA
OG0008808	JC_03837-RA	HEL_009136-RA
OG0008810	JC_00638-RA	HEL_001639-RA
OG0008811	JC_09568-RA	HEL_008016-RA
OG0008813	JC_12766-RA	HEL_005118-RA
OG0008815	JC_03841-RA	HEL_009149-RA, HEL_009148-RA
OG0008818	JC_13977-RA	HEL_000383-RA
OG0008819	JC_07459-RA	HEL_010694-RA
OG0008820	JC_04586-RA	HEL_013274-RA
OG0008826	JC_08119-RA	HEL_002379-RA
OG0008829	JC_10112-RA	HEL_006482-RA
OG0008830	JC_10110-RA	HEL_006485-RA
OG0008831	JC_07448-RA	HEL_010704-RA
OG0008843	JC_06979-RA	HEL_000934-RA
OG0008845	JC_06977-RA	HEL_000932-RA
OG0008846	JC_10084-RA	HEL_006504-RA
OG0008847	JC_04622-RA	HEL_013303-RA
OG0008852	JC_06971-RA	HEL_000924-RA
OG0008853	JC_04630-RA	HEL_013307-RA
OG0008855	JC_16434-RA	HEL_013018-RA
OG0008857	JC_06017-RA, JC_06016-RA	HEL_013794-RA
OG0008859	JC_10072-RA	HEL_006517-RA
OG0008863	JC_07528-RA	HEL_010728-RA
OG0008865	JC_14949-RA	HEL_009324-RA
OG0008868	JC_01989-RA	HEL_013227-RA
OG0008871	JC_15929-RA	HEL_000564-RA
OG0008874	JC_16417-RA	HEL_013922-RA
OG0008875	JC_08171-RA	HEL_002416-RA
OG0008876	JC_16418-RA	HEL_013921-RA
OG0008884	JC_16893-RA	HEL_014527-RA
OG0008889	JC_02004-RA	HEL_009645-RA
OG0008892	JC_06010-RA	HEL_011527-RA
OG0008898	JC_02009-RA	HEL_009643-RA
OG0008903	JC_06425-RA	HEL_004306-RA
OG0008904	JC_00593-RA	HEL_001592-RA
OG0008905	JC_06426-RA	HEL_004305-RA
OG0008906	JC_00592-RA	HEL_001591-RA
OG0008908	JC_12712-RA	HEL_005175-RA
OG0008909	JC_06431-RA	HEL_004300-RA
OG0008916	JC_07644-RA	HEL_012133-RA
OG0008920	JC_10040-RA	HEL_006550-RA
OG0008921	JC_02581-RA	HEL_008767-RA
OG0008922	JC_04650-RA	HEL_014434-RA
OG0008926	JC_02584-RA, JC_02585-RA	HEL_008764-RA
OG0008927	JC_11289-RA	HEL_012294-RA
OG0008929	JC_14919-RA	HEL_009347-RA
OG0008931	JC_09505-RA, JC_09504-RA	HEL_007901-RA
OG0008935	JC_08899-RA	HEL_006162-RA
OG0008937	JC_10023-RA	HEL_006561-RA
OG0008941	JC_04659-RA	HEL_014439-RA
OG0008942	JC_15881-RA	HEL_000608-RA
OG0008944	JC_13948-RA	HEL_000358-RA
OG0008947	JC_07634-RA	HEL_012125-RA
OG0008948	JC_13946-RA	HEL_000355-RA
OG0008952	JC_00575-RA	HEL_001580-RA
OG0008955	JC_08895-RA	HEL_006159-RA
OG0008957	JC_16387-RA	HEL_010068-RA
OG0008958	JC_07631-RA	HEL_012123-RA
OG0008961	JC_10013-RA	HEL_006570-RA
OG0008969	JC_08212-RA	HEL_002455-RA
OG0008970	JC_13146-RA	HEL_009870-RA, HEL_005582-RA
OG0008976	JC_13934-RA	HEL_000342-RA
OG0008983	JC_01140-RA	HEL_002894-RA
OG0008995	JC_05980-RA	HEL_011554-RA
OG0008996	JC_06453-RA	HEL_004279-RA
OG0008997	JC_11458-RA	HEL_008987-RA
OG0008998	JC_16869-RA	HEL_004175-RA
OG0008999	JC_14811-RA	HEL_011866-RA
OG0009001	JC_11455-RA	HEL_008989-RA
OG0009003	JC_11454-RA	HEL_008990-RA
OG0009004	JC_15848-RA	HEL_000630-RA, HEL_000629-RA, HEL_000628-RA
OG0009005	JC_03910-RA	HEL_009203-RA
OG0009011	JC_09487-RA	HEL_007884-RA
OG0009012	JC_05966-RA	HEL_011558-RA
OG0009016	JC_11697-RA	HEL_009920-RA, HEL_009918-RA
OG0009018	JC_14804-RA	HEL_011872-RA
OG0009019	JC_02077-RA	HEL_007191-RA
OG0009022	JC_04700-RA	HEL_010882-RA
OG0009024	JC_04702-RA	HEL_010885-RA
OG0009025	JC_09478-RA	HEL_007874-RA
OG0009026	JC_08240-RA	HEL_002496-RA
OG0009027	JC_16850-RA	HEL_004192-RA
OG0009032	JC_13177-RA	HEL_001850-RA
OG0009034	JC_15835-RA, JC_15834-RA	HEL_000641-RA
OG0009036	JC_11166-RA	HEL_012468-RA
OG0009039	JC_02070-RA	HEL_007184-RA
OG0009049	JC_11653-RA	HEL_014416-RA
OG0009052	JC_03378-RA	HEL_007540-RA
OG0009056	JC_06475-RA	HEL_004257-RA
OG0009060	JC_04718-RA	HEL_010898-RA
OG0009065	JC_14705-RA	HEL_009585-RA
OG0009068	JC_04724-RA	HEL_010902-RA
OG0009070	JC_04726-RA	HEL_010903-RA
OG0009072	JC_01161-RA	HEL_002873-RA
OG0009077	JC_15791-RA	HEL_000659-RA
OG0009078	JC_17121-RA	HEL_004089-RA
OG0009080	JC_14197-RA	HEL_004775-RA
OG0009085	JC_08866-RA	HEL_006133-RA
OG0009086	JC_04738-RA	HEL_010907-RA
OG0009089	JC_12264-RA	HEL_003782-RA
OG0009091	JC_06484-RA	HEL_004248-RA
OG0009094	JC_12092-RA	HEL_009863-RA
OG0009096	JC_05339-RA	HEL_005589-RA
OG0009099	JC_02045-RA	HEL_007167-RA
OG0009100	JC_05950-RA	HEL_011577-RA
OG0009104	JC_03354-RA	HEL_007522-RA
OG0009106	JC_03352-RA	HEL_007519-RA
OG0009114	JC_01177-RA	HEL_002857-RA
OG0009117	JC_08851-RA	HEL_006120-RA
OG0009118	JC_08849-RA	HEL_006117-RA
OG0009119	JC_14683-RA	HEL_009568-RA, HEL_009569-RA
OG0009120	JC_11725-RA, JC_11724-RA	HEL_009878-RA
OG0009121	JC_15244-RA	HEL_002168-RA
OG0009124	JC_13210-RA	HEL_001825-RA
OG0009125	JC_09843-RA	HEL_014102-RA
OG0009126	JC_04763-RA	HEL_010928-RA
OG0009127	JC_04764-RA	HEL_010929-RA
OG0009130	JC_08264-RA	HEL_002963-RA
OG0009139	JC_11663-RA	HEL_009890-RA
OG0009140	JC_01187-RA	HEL_002849-RA
OG0009141	JC_02080-RA	HEL_010425-RA
OG0009143	JC_04777-RA	HEL_010937-RA
OG0009146	JC_02678-RA	HEL_008673-RA
OG0009148	JC_14669-RA	HEL_009557-RA
OG0009151	JC_05318-RA	HEL_005572-RA
OG0009152	JC_05316-RA	HEL_005571-RA
OG0009156	JC_15236-RA	HEL_002178-RA
OG0009158	JC_06500-RA	HEL_004237-RA
OG0009163	JC_00493-RA	HEL_001486-RA
OG0009164	JC_11920-RA	HEL_009950-RA
OG0009169	JC_07582-RA	HEL_010775-RA
OG0009172	JC_04795-RA	HEL_010960-RA
OG0009174	JC_02088-RA	HEL_010431-RA
OG0009175	JC_05306-RA	HEL_005561-RA
OG0009178	JC_07574-RA	HEL_010767-RA
OG0009179	JC_01208-RA	HEL_002830-RA
OG0009180	JC_04797-RA	HEL_010963-RA
OG0009181	JC_01209-RA	HEL_002829-RA
OG0009184	JC_12566-RA	HEL_003724-RA
OG0009185	JC_13729-RA	HEL_006956-RA
OG0009187	JC_08831-RA	HEL_006103-RA
OG0009195	JC_01219-RA	HEL_002809-RA
OG0009197	JC_06505-RA	HEL_004232-RA
OG0009199	JC_04808-RA	HEL_010974-RA
OG0009202	JC_08289-RA	HEL_002984-RA
OG0009203	JC_00457-RA	HEL_001456-RA
OG0009205	JC_10850-RA	HEL_012740-RA
OG0009208	JC_01232-RA	HEL_002802-RA
OG0009211	JC_11943-RA, JC_11939-RA, JC_11941-RA	HEL_009968-RA
OG0009212	JC_11944-RA	HEL_009969-RA
OG0009218	JC_08290-RA	HEL_002985-RA
