Orthogroup	Vanessa_cardui	Bicyclus_anynana
OG0008175	Vcard_DToL03927-RA	Bany_05812-RA
OG0008176	Vcard_DToL08010-RA	Bany_01761-RA
OG0008177	Vcard_DToL03928-RA	Bany_05813-RA
OG0008178	Vcard_DToL04734-RA	Bany_08632-RA
OG0008179	Vcard_DToL02653-RA	Bany_00844-RA
OG0008180	Vcard_DToL03931-RA	Bany_05814-RA
OG0008181	Vcard_DToL04731-RA	Bany_08636-RA
OG0008182	Vcard_DToL03932-RA	Bany_05815-RA
OG0008183	Vcard_DToL08013-RA	Bany_01764-RA
OG0008184	Vcard_DToL08014-RA	Bany_01765-RA
OG0008185	Vcard_DToL08017-RA	Bany_01767-RA
OG0008186	Vcard_DToL08018-RA	Bany_01768-RA
OG0008187	Vcard_DToL15835-RA	Bany_02560-RA
OG0008188	Vcard_DToL08024-RA	Bany_01773-RA
OG0008189	Vcard_DToL08027-RA	Bany_01775-RA
OG0008190	Vcard_DToL04729-RA	Bany_08646-RA
OG0008191	Vcard_DToL05531-RA	Bany_04236-RA
OG0008192	Vcard_DToL04728-RA	Bany_08647-RA
OG0008193	Vcard_DToL05533-RA	Bany_04237-RA
OG0008194	Vcard_DToL08031-RA	Bany_01782-RA
OG0008195	Vcard_DToL01343-RA	Bany_05086-RA
OG0008196	Vcard_DToL03941-RA	Bany_05822-RA
OG0008197	Vcard_DToL03942-RA	Bany_05824-RA
OG0008198	Vcard_DToL03944-RA	Bany_05825-RA
OG0008199	Vcard_DToL08037-RA	Bany_01788-RA
OG0008200	Vcard_DToL03951-RA	Bany_05829-RA
OG0008201	Vcard_DToL01348-RA	Bany_05089-RA
OG0008202	Vcard_DToL08042-RA	Bany_01799-RA
OG0008203	Vcard_DToL01351-RA	Bany_05093-RA
OG0008204	Vcard_DToL02667-RA	Bany_00853-RA
OG0008205	Vcard_DToL03958-RA	Bany_05834-RA
OG0008206	Vcard_DToL00626-RA	Bany_07861-RA
OG0008207	Vcard_DToL02670-RA	Bany_00854-RA
OG0008207	Vcard_DToL02680-RA	Bany_00865-RA
OG0008208	Vcard_DToL15840-RA	Bany_02564-RA
OG0008209	Vcard_DToL08405-RA	Bany_03404-RA
OG0008210	Vcard_DToL03962-RA	Bany_05836-RA
OG0008211	Vcard_DToL15842-RA	Bany_02567-RA
OG0008212	Vcard_DToL08411-RA	Bany_03406-RA
OG0008213	Vcard_DToL15844-RA	Bany_02569-RA
OG0008214	Vcard_DToL05551-RA	Bany_04250-RA
OG0008215	Vcard_DToL05553-RA	Bany_04253-RA
OG0008216	Vcard_DToL00633-RA	Bany_07868-RA
OG0008217	Vcard_DToL08433-RA	Bany_03410-RA
OG0008218	Vcard_DToL01356-RA	Bany_05101-RA
OG0008219	Vcard_DToL08432-RA	Bany_03412-RA
OG0008220	Vcard_DToL08430-RA	Bany_03413-RA
OG0008221	Vcard_DToL03964-RA	Bany_05839-RA
OG0008222	Vcard_DToL05555-RA	Bany_04255-RA
OG0008223	Vcard_DToL05556-RA	Bany_04256-RA
OG0008224	Vcard_DToL01360-RA	Bany_05106-RA
OG0008225	Vcard_DToL05562-RA	Bany_04263-RA
OG0008226	Vcard_DToL05566-RA	Bany_04265-RA
OG0008227	Vcard_DToL05568-RA	Bany_04267-RA
OG0008228	Vcard_DToL02676-RA	Bany_00860-RA
OG0008229	Vcard_DToL08424-RA	Bany_03432-RA
OG0008230	Vcard_DToL15857-RA	Bany_02585-RA
OG0008232	Vcard_DToL08420-RA	Bany_03436-RA
OG0008233	Vcard_DToL08419-RA	Bany_03437-RA
OG0008234	Vcard_DToL03976-RA	Bany_05848-RA
OG0008235	Vcard_DToL15866-RA	Bany_02596-RA
OG0008236	Vcard_DToL03777-RA	Bany_05852-RA
OG0008237	Vcard_DToL15882-RA	Bany_02602-RA
OG0008238	Vcard_DToL05576-RA	Bany_04276-RA
OG0008239	Vcard_DToL03770-RA	Bany_05858-RA
OG0008240	Vcard_DToL05583-RA	Bany_04279-RA
OG0008241	Vcard_DToL00642-RA	Bany_07876-RA
OG0008242	Vcard_DToL05588-RA	Bany_04285-RA
OG0008243	Vcard_DToL02681-RA	Bany_00868-RA
OG0008244	Vcard_DToL05593-RA	Bany_04292-RA
OG0008245	Vcard_DToL01368-RA	Bany_05117-RA
OG0008246	Vcard_DToL01371-RA	Bany_05119-RA
OG0008247	Vcard_DToL00653-RA	Bany_07885-RA
OG0008250	Vcard_DToL01372-RA	Bany_05120-RA
OG0008251	Vcard_DToL02687-RA	Bany_00884-RA
OG0008252	Vcard_DToL02688-RA	Bany_00885-RA
OG0008253	Vcard_DToL02689-RA	Bany_00886-RA
OG0008254	Vcard_DToL00659-RA	Bany_07891-RA
OG0008255	Vcard_DToL01384-RA	Bany_05134-RA
OG0008256	Vcard_DToL01386-RA	Bany_05136-RA
OG0008257	Vcard_DToL01387-RA	Bany_05138-RA
OG0008258	Vcard_DToL00663-RA	Bany_07898-RA
OG0008259	Vcard_DToL01389-RA	Bany_05139-RA
OG0008260	Vcard_DToL00664-RA	Bany_07899-RA
OG0008261	Vcard_DToL01391-RA	Bany_05145-RA
OG0008262	Vcard_DToL00670-RA	Bany_07902-RA
OG0008263	Vcard_DToL01396-RA	Bany_05150-RA
OG0008264	Vcard_DToL01401-RA	Bany_05153-RA
OG0008265	Vcard_DToL01404-RA	Bany_05154-RA
OG0008266	Vcard_DToL01500-RA	Bany_05157-RA
OG0008267	Vcard_DToL01493-RA	Bany_05162-RA
OG0008268	Vcard_DToL01492-RA	Bany_05163-RA
OG0008269	Vcard_DToL01490-RA	Bany_05165-RA
OG0008270	Vcard_DToL00682-RA	Bany_07913-RA
OG0008271	Vcard_DToL01481-RA	Bany_05171-RA
OG0008368	Vcard_DToL09297-RA	Bany_18139-RA
OG0008370	Vcard_DToL01260-RA	Bany_18168-RA
OG0008371	Vcard_DToL04187-RA	Bany_18165-RA, Bany_08140-RA
OG0008372	Vcard_DToL16083-RA	Bany_17688-RA
OG0008373	Vcard_DToL06344-RA	Bany_03449-RA
OG0008374	Vcard_DToL00795-RA	Bany_04293-RA
OG0008375	Vcard_DToL10601-RA	Bany_10542-RA
OG0008376	Vcard_DToL10046-RA	Bany_01809-RA
OG0008377	Vcard_DToL07154-RA	Bany_11828-RA
OG0008380	Vcard_DToL17900-RA	Bany_12447-RA
OG0008381	Vcard_DToL09680-RA	Bany_08656-RA
OG0008382	Vcard_DToL15292-RA	Bany_16938-RA
OG0008383	Vcard_DToL03294-RA	Bany_15447-RA
OG0008384	Vcard_DToL15294-RA	Bany_16940-RA
OG0008385	Vcard_DToL03293-RA	Bany_15449-RA
OG0008386	Vcard_DToL09684-RA	Bany_08659-RA
OG0008387	Vcard_DToL04867-RA	Bany_09909-RA
OG0008388	Vcard_DToL18620-RA	Bany_07176-RA, Bany_12653-RA
OG0008389	Vcard_DToL17897-RA	Bany_12457-RA
OG0008390	Vcard_DToL06329-RA	Bany_03470-RA
OG0008391	Vcard_DToL04860-RA	Bany_09915-RA
OG0008393	Vcard_DToL15299-RA	Bany_16946-RA
OG0008394	Vcard_DToL15306-RA	Bany_16947-RA
OG0008395	Vcard_DToL15300-RA	Bany_16950-RA
OG0008396	Vcard_DToL16833-RA	Bany_17407-RA
OG0008397	Vcard_DToL16751-RA	Bany_01845-RA
OG0008398	Vcard_DToL00117-RA	Bany_07183-RA, Bany_07182-RA
OG0008400	Vcard_DToL15272-RA	Bany_14899-RA
OG0008401	Vcard_DToL13117-RA	Bany_14278-RA
OG0008402	Vcard_DToL00121-RA	Bany_07184-RA, Bany_07185-RA
OG0008403	Vcard_DToL04012-RA	Bany_07943-RA
OG0008404	Vcard_DToL18337-RA	Bany_00950-RA
OG0008405	Vcard_DToL18336-RA	Bany_00951-RA
OG0008406	Vcard_DToL17806-RA	Bany_12476-RA, Bany_12474-RA
OG0008408	Vcard_DToL04014-RA	Bany_07946-RA
OG0008410	Vcard_DToL16829-RA	Bany_17412-RA
OG0008412	Vcard_DToL06358-RA	Bany_05890-RA
OG0008413	Vcard_DToL03077-RA	Bany_15484-RA
OG0008414	Vcard_DToL05166-RA	Bany_09679-RA, Bany_07195-RA, Bany_07306-RA
OG0008415	Vcard_DToL16828-RA	Bany_17413-RA
OG0008417	Vcard_DToL06319-RA	Bany_03479-RA
OG0008418	Vcard_DToL15319-RA	Bany_16959-RA
OG0008419	Vcard_DToL03328-RA	Bany_05201-RA
OG0008420	Vcard_DToL15322-RA	Bany_16962-RA
OG0008422	Vcard_DToL13108-RA	Bany_14292-RA
OG0008423	Vcard_DToL17359-RA	Bany_06564-RA
OG0008424	Vcard_DToL04030-RA	Bany_07956-RA
OG0008425	Vcard_DToL15893-RA	Bany_17716-RA
OG0008426	Vcard_DToL17360-RA	Bany_06566-RA
OG0008427	Vcard_DToL00825-RA	Bany_04335-RA
OG0008429	Vcard_DToL15324-RA	Bany_16965-RA
OG0008431	Vcard_DToL18705-RA	Bany_16071-RA
OG0008432	Vcard_DToL15326-RA	Bany_16968-RA
OG0008433	Vcard_DToL13101-RA	Bany_14299-RA
OG0008434	Vcard_DToL16723-RA	Bany_01877-RA
OG0008435	Vcard_DToL15327-RA	Bany_16969-RA
OG0008437	Vcard_DToL01870-RA	Bany_00028-RA
OG0008438	Vcard_DToL01871-RA	Bany_00029-RA
OG0008439	Vcard_DToL00833-RA	Bany_04345-RA
OG0008442	Vcard_DToL18429-RA	Bany_00966-RA
OG0008443	Vcard_DToL08413-RA	Bany_01885-RA, Bany_03445-RA
OG0008444	Vcard_DToL01873-RA	Bany_00032-RA
OG0008445	Vcard_DToL04841-RA	Bany_09942-RA
OG0008446	Vcard_DToL17371-RA	Bany_06574-RA
OG0008448	Vcard_DToL14080-RA	Bany_16495-RA
OG0008449	Vcard_DToL06300-RA	Bany_03494-RA
OG0008450	Vcard_DToL03092-RA	Bany_15502-RA
OG0008452	Vcard_DToL00060-RA	Bany_07206-RA
OG0008454	Vcard_DToL17817-RA	Bany_12530-RA
OG0008457	Vcard_DToL16703-RA	Bany_01897-RA
OG0008458	Vcard_DToL09995-RA	Bany_14935-RA
OG0008459	Vcard_DToL04066-RA, Vcard_DToL04068-RA	Bany_07985-RA
OG0008460	Vcard_DToL17383-RA	Bany_06585-RA
OG0008461	Vcard_DToL09994-RA	Bany_14937-RA
OG0008464	Vcard_DToL11347-RA	Bany_13057-RA
OG0008466	Vcard_DToL03106-RA	Bany_15518-RA
OG0008467	Vcard_DToL00841-RA	Bany_04370-RA
OG0008468	Vcard_DToL06376-RA	Bany_05910-RA
OG0008469	Vcard_DToL09673-RA	Bany_08716-RA
OG0008470	Vcard_DToL04072-RA	Bany_07990-RA
OG0008471	Vcard_DToL16784-RA	Bany_17445-RA
OG0008472	Vcard_DToL11349-RA	Bany_13061-RA
OG0008473	Vcard_DToL04825-RA	Bany_09954-RA
OG0008474	Vcard_DToL11351-RA	Bany_13063-RA
OG0008475	Vcard_DToL13632-RA	Bany_11174-RA
OG0008477	Vcard_DToL11354-RA	Bany_13066-RA
OG0008478	Vcard_DToL11357-RA	Bany_13068-RA
OG0008480	Vcard_DToL14901-RA	Bany_09372-RA
OG0008481	Vcard_DToL01845-RA	Bany_00043-RA
OG0008482	Vcard_DToL06265-RA	Bany_03515-RA
OG0008483	Vcard_DToL14642-RA	Bany_09377-RA
OG0008484	Vcard_DToL17388-RA	Bany_06596-RA
OG0008486	Vcard_DToL13636-RA	Bany_11178-RA
OG0008487	Vcard_DToL10848-RA	Bany_10650-RA
OG0008488	Vcard_DToL08394-RA	Bany_06599-RA, Bany_06598-RA
OG0008489	Vcard_DToL10847-RA	Bany_10651-RA
OG0008491	Vcard_DToL13637-RA	Bany_11180-RA
OG0008492	Vcard_DToL01832-RA	Bany_00054-RA
OG0008493	Vcard_DToL16051-RA	Bany_17753-RA
OG0008494	Vcard_DToL16773-RA	Bany_17458-RA
OG0008496	Vcard_DToL11368-RA	Bany_13094-RA
OG0008497	Vcard_DToL12418-RA	Bany_13692-RA, Bany_17503-RA
OG0008498	Vcard_DToL14647-RA	Bany_09387-RA
OG0008499	Vcard_DToL13640-RA	Bany_11183-RA
OG0008500	Vcard_DToL00859-RA	Bany_04393-RA
OG0008502	Vcard_DToL13643-RA	Bany_11186-RA
OG0008503	Vcard_DToL18740-RA	Bany_16118-RA
OG0008505	Vcard_DToL01819-RA	Bany_00063-RA
OG0008506	Vcard_DToL13645-RA	Bany_11187-RA
OG0008508	Vcard_DToL18744-RA	Bany_16121-RA
OG0008509	Vcard_DToL15083-RA	Bany_17004-RA
OG0008510	Vcard_DToL13649-RA	Bany_11190-RA
OG0008511	Vcard_DToL14652-RA	Bany_09395-RA
OG0008512	Vcard_DToL11285-RA	Bany_13105-RA
OG0008514	Vcard_DToL18422-RA	Bany_01013-RA
OG0008515	Vcard_DToL12404-RA	Bany_13705-RA
OG0008517	Vcard_DToL03382-RA	Bany_05250-RA
OG0008518	Vcard_DToL01807-RA	Bany_00074-RA
OG0008519	Vcard_DToL07150-RA	Bany_11871-RA
OG0008521	Vcard_DToL01806-RA	Bany_00075-RA
OG0008524	Vcard_DToL01798-RA	Bany_00082-RA
OG0008526	Vcard_DToL18812-RA	Bany_16136-RA
OG0008528	Vcard_DToL18450-RA	Bany_01025-RA
OG0008529	Vcard_DToL00873-RA	Bany_04402-RA
OG0008531	Vcard_DToL10780-RA	Bany_10678-RA
OG0008532	Vcard_DToL09655-RA	Bany_08729-RA
OG0008533	Vcard_DToL13662-RA	Bany_11209-RA
OG0008534	Vcard_DToL10783-RA	Bany_10680-RA
OG0008535	Vcard_DToL04724-RA	Bany_14959-RA
OG0008538	Vcard_DToL00879-RA	Bany_04408-RA
OG0008540	Vcard_DToL17724-RA	Bany_06615-RA
OG0008542	Vcard_DToL13012-RA	Bany_14360-RA
OG0008543	Vcard_DToL10789-RA	Bany_10686-RA
OG0008544	Vcard_DToL17723-RA	Bany_06617-RA
OG0008545	Vcard_DToL17719-RA	Bany_06619-RA
OG0008546	Vcard_DToL11260-RA	Bany_13139-RA
OG0008547	Vcard_DToL17716-RA	Bany_06621-RA
OG0008549	Vcard_DToL06398-RA	Bany_05938-RA
OG0008550	Vcard_DToL08993-RA	Bany_02717-RA
OG0008551	Vcard_DToL13676-RA	Bany_11225-RA
OG0008553	Vcard_DToL00897-RA	Bany_04426-RA
OG0008554	Vcard_DToL01778-RA	Bany_00106-RA
OG0008555	Vcard_DToL01775-RA	Bany_00108-RA
OG0008556	Vcard_DToL01773-RA	Bany_00111-RA
OG0008557	Vcard_DToL13004-RA	Bany_14373-RA
OG0008558	Vcard_DToL13561-RA	Bany_11239-RA
OG0008561	Vcard_DToL06402-RA	Bany_05941-RA
OG0008562	Vcard_DToL16679-RA	Bany_01951-RA
OG0008563	Vcard_DToL13556-RA	Bany_11247-RA
OG0008565	Vcard_DToL01764-RA	Bany_00124-RA
OG0008568	Vcard_DToL08991-RA	Bany_02726-RA
OG0008569	Vcard_DToL13499-RA	Bany_16543-RA
OG0008571	Vcard_DToL03157-RA	Bany_15574-RA
OG0008573	Vcard_DToL04107-RA	Bany_08037-RA
OG0008574	Vcard_DToL16858-RA	Bany_17497-RA
OG0008575	Vcard_DToL13546-RA	Bany_11264-RA
OG0008576	Vcard_DToL06404-RA	Bany_05946-RA
OG0008577	Vcard_DToL08982-RA	Bany_02731-RA
OG0008578	Vcard_DToL08981-RA	Bany_02732-RA
OG0008579	Vcard_DToL08978-RA	Bany_02735-RA
OG0008581	Vcard_DToL13528-RA	Bany_11272-RA
OG0008582	Vcard_DToL04102-RA	Bany_08044-RA
OG0008585	Vcard_DToL16647-RA	Bany_01972-RA
OG0008586	Vcard_DToL03165-RA	Bany_15583-RA
OG0008588	Vcard_DToL10777-RA	Bany_10704-RA
OG0008591	Vcard_DToL08964-RA	Bany_02748-RA
OG0008593	Vcard_DToL04786-RA	Bany_09997-RA
OG0008595	Vcard_DToL09604-RA	Bany_08773-RA
OG0008596	Vcard_DToL14704-RA	Bany_09436-RA
OG0008597	Vcard_DToL13510-RA	Bany_11289-RA
OG0008598	Vcard_DToL10768-RA	Bany_10711-RA
OG0008601	Vcard_DToL03167-RA	Bany_15586-RA
OG0008602	Vcard_DToL14708-RA	Bany_09441-RA
OG0008603	Vcard_DToL10028-RA	Bany_14986-RA
OG0008605	Vcard_DToL10029-RA	Bany_14987-RA
OG0008606	Vcard_DToL01731-RA	Bany_00164-RA
OG0008608	Vcard_DToL13836-RA	Bany_16574-RA
OG0008611	Vcard_DToL00932-RA	Bany_04453-RA
OG0008613	Vcard_DToL13158-RA, Vcard_DToL09558-RA	Bany_15600-RA
OG0008615	Vcard_DToL14728-RA	Bany_09454-RA
OG0008616	Vcard_DToL10031-RA	Bany_14990-RA
OG0008617	Vcard_DToL00940-RA	Bany_04466-RA
OG0008618	Vcard_DToL14549-RA	Bany_09458-RA
OG0008619	Vcard_DToL16580-RA	Bany_02004-RA
OG0008620	Vcard_DToL06437-RA	Bany_05980-RA
OG0008621	Vcard_DToL12962-RA	Bany_14415-RA
OG0008622	Vcard_DToL17739-RA	Bany_06661-RA
OG0008623	Vcard_DToL06441-RA	Bany_05983-RA
OG0008624	Vcard_DToL14559-RA	Bany_09464-RA
OG0008625	Vcard_DToL06442-RA	Bany_05985-RA
OG0008626	Vcard_DToL12958-RA	Bany_14417-RA
OG0008631	Vcard_DToL18831-RA	Bany_16210-RA
OG0008632	Vcard_DToL09598-RA	Bany_08784-RA
OG0008634	Vcard_DToL17753-RA	Bany_06665-RA
OG0008635	Vcard_DToL14569-RA	Bany_09470-RA
OG0008636	Vcard_DToL00944-RA	Bany_04473-RA
OG0008637	Vcard_DToL18363-RA	Bany_01071-RA
OG0008638	Vcard_DToL14055-RA	Bany_16596-RA
OG0008640	Vcard_DToL17756-RA	Bany_06668-RA
OG0008641	Vcard_DToL14582-RA	Bany_09474-RA
OG0008642	Vcard_DToL07070-RA	Bany_11927-RA
OG0008643	Vcard_DToL04090-RA	Bany_08063-RA
OG0008644	Vcard_DToL15025-RA	Bany_17074-RA
OG0008645	Vcard_DToL04085-RA	Bany_08068-RA
OG0008646	Vcard_DToL01886-RA	Bany_00190-RA
OG0008648	Vcard_DToL03438-RA	Bany_05298-RA
OG0008649	Vcard_DToL06467-RA	Bany_06007-RA
OG0008651	Vcard_DToL17759-RA	Bany_06676-RA
OG0008653	Vcard_DToL10727-RA	Bany_10753-RA
OG0008655	Vcard_DToL01890-RA	Bany_00191-RA
OG0008656	Vcard_DToL16109-RA	Bany_17834-RA
OG0008657	Vcard_DToL15036-RA	Bany_17078-RA
OG0008658	Vcard_DToL06217-RA	Bany_03570-RA
OG0008659	Vcard_DToL08939-RA	Bany_02770-RA
OG0008660	Vcard_DToL06455-RA	Bany_06015-RA, Bany_06019-RA
OG0008661	Vcard_DToL12369-RA	Bany_13756-RA
OG0008663	Vcard_DToL01893-RA	Bany_00193-RA
OG0008666	Vcard_DToL04764-RA	Bany_10017-RA
OG0008667	Vcard_DToL16104-RA	Bany_17837-RA
OG0008668	Vcard_DToL04761-RA	Bany_10019-RA
OG0008669	Vcard_DToL03442-RA	Bany_05312-RA
OG0008670	Vcard_DToL12945-RA	Bany_14428-RA
OG0008671	Vcard_DToL12833-RA	Bany_14431-RA
OG0008672	Vcard_DToL12364-RA	Bany_13765-RA
OG0008673	Vcard_DToL12363-RA	Bany_13766-RA
OG0008675	Vcard_DToL18844-RA	Bany_16232-RA
OG0008677	Vcard_DToL13487-RA	Bany_11310-RA
OG0008678	Vcard_DToL13485-RA	Bany_11311-RA
OG0008680	Vcard_DToL12361-RA	Bany_13769-RA
OG0008681	Vcard_DToL06449-RA	Bany_06025-RA
OG0008683	Vcard_DToL08927-RA	Bany_02783-RA
OG0008684	Vcard_DToL14045-RA	Bany_16606-RA
OG0008687	Vcard_DToL18377-RA	Bany_01093-RA
OG0008693	Vcard_DToL06891-RA	Bany_06028-RA
OG0008697	Vcard_DToL00146-RA	Bany_07301-RA
OG0008698	Vcard_DToL13474-RA	Bany_11322-RA
OG0008699	Vcard_DToL03182-RA	Bany_15613-RA
OG0008700	Vcard_DToL13473-RA	Bany_11323-RA
OG0008701	Vcard_DToL07048-RA	Bany_11943-RA
OG0008702	Vcard_DToL18387-RA	Bany_01100-RA
OG0008703	Vcard_DToL18165-RA	Bany_12713-RA
OG0008705	Vcard_DToL09583-RA	Bany_08796-RA
OG0008706	Vcard_DToL07195-RA	Bany_11954-RA
OG0008709	Vcard_DToL04890-RA, Vcard_DToL04889-RA	Bany_10035-RA
OG0008710	Vcard_DToL15061-RA	Bany_17114-RA
OG0008712	Vcard_DToL15062-RA	Bany_17115-RA
OG0008713	Vcard_DToL08900-RA	Bany_02810-RA
OG0008714	Vcard_DToL08899-RA	Bany_02811-RA
OG0008715	Vcard_DToL08892-RA	Bany_02815-RA
OG0008716	Vcard_DToL14622-RA	Bany_09515-RA, Bany_09516-RA
OG0008717	Vcard_DToL08889-RA	Bany_02819-RA
OG0008718	Vcard_DToL06157-RA	Bany_03610-RA
OG0008719	Vcard_DToL14027-RA	Bany_16615-RA
OG0008720	Vcard_DToL06155-RA	Bany_03612-RA
OG0008722	Vcard_DToL06154-RA	Bany_03613-RA
OG0008723	Vcard_DToL06307-RA	Bany_03614-RA
OG0008724	Vcard_DToL10593-RA	Bany_10789-RA
OG0008725	Vcard_DToL04896-RA	Bany_10040-RA
OG0008726	Vcard_DToL14629-RA	Bany_09519-RA
OG0008729	Vcard_DToL10245-RA	Bany_15004-RA
OG0008730	Vcard_DToL04900-RA	Bany_10041-RA
OG0008731	Vcard_DToL04151-RA	Bany_08103-RA
OG0008732	Vcard_DToL17966-RA	Bany_12734-RA
OG0008733	Vcard_DToL13465-RA	Bany_11328-RA
OG0008734	Vcard_DToL17615-RA	Bany_06717-RA
OG0008735	Vcard_DToL16969-RA	Bany_17530-RA
OG0008736	Vcard_DToL11207-RA	Bany_13207-RA
OG0008737	Vcard_DToL01940-RA	Bany_00223-RA, Bany_00222-RA
OG0008738	Vcard_DToL18397-RA	Bany_01112-RA
OG0008740	Vcard_DToL00133-RA, Vcard_DToL16233-RA	Bany_07318-RA
OG0008741	Vcard_DToL18583-RA	Bany_16280-RA
OG0008742	Vcard_DToL14631-RA	Bany_09522-RA
OG0008743	Vcard_DToL03193-RA	Bany_15629-RA
OG0008745	Vcard_DToL14633-RA	Bany_09524-RA
OG0008746	Vcard_DToL14634-RA	Bany_09525-RA
OG0008747	Vcard_DToL00131-RA	Bany_07321-RA
OG0008749	Vcard_DToL01945-RA	Bany_00228-RA
OG0008750	Vcard_DToL07687-RA	Bany_01121-RA
OG0008751	Vcard_DToL01946-RA	Bany_00229-RA
OG0008752	Vcard_DToL14959-RA	Bany_17127-RA
OG0008753	Vcard_DToL06912-RA	Bany_06043-RA
OG0008755	Vcard_DToL08879-RA	Bany_02827-RA
OG0008756	Vcard_DToL04912-RA	Bany_10044-RA
OG0008757	Vcard_DToL14964-RA	Bany_17134-RA
OG0008758	Vcard_DToL06918-RA	Bany_06048-RA
OG0008759	Vcard_DToL06920-RA	Bany_06052-RA
OG0008760	Vcard_DToL14975-RA	Bany_17144-RA
OG0008762	Vcard_DToL14976-RA	Bany_17145-RA
OG0008763	Vcard_DToL18584-RA	Bany_16291-RA
OG0008764	Vcard_DToL17627-RA	Bany_06742-RA
OG0008765	Vcard_DToL06594-RA	Bany_06060-RA
OG0008766	Vcard_DToL10567-RA	Bany_10810-RA
OG0008767	Vcard_DToL00020-RA	Bany_01128-RA
OG0008769	Vcard_DToL11182-RA	Bany_13227-RA
OG0008771	Vcard_DToL18196-RA	Bany_12763-RA
OG0008772	Vcard_DToL14014-RA	Bany_16628-RA
OG0008773	Vcard_DToL06599-RA	Bany_06063-RA
OG0008774	Vcard_DToL11180-RA	Bany_13228-RA
OG0008775	Vcard_DToL11179-RA	Bany_13229-RA
OG0008777	Vcard_DToL18185-RA	Bany_12766-RA
OG0008779	Vcard_DToL15256-RA	Bany_17160-RA
OG0008780	Vcard_DToL15253-RA	Bany_17163-RA
OG0008782	Vcard_DToL08870-RA	Bany_02838-RA
OG0008783	Vcard_DToL01966-RA	Bany_00241-RA
OG0008784	Vcard_DToL03499-RA	Bany_05376-RA
OG0008785	Vcard_DToL03501-RA	Bany_05377-RA
OG0008786	Vcard_DToL00086-RA	Bany_07338-RA
OG0008787	Vcard_DToL18234-RA	Bany_07339-RA
OG0008788	Vcard_DToL17573-RA	Bany_06775-RA
OG0008791	Vcard_DToL18062-RA	Bany_12792-RA
OG0008792	Vcard_DToL04938-RA	Bany_10064-RA
OG0008793	Vcard_DToL16466-RA	Bany_02109-RA
OG0008795	Vcard_DToL04939-RA	Bany_10065-RA
OG0008796	Vcard_DToL03202-RA	Bany_15640-RA
OG0008797	Vcard_DToL01984-RA	Bany_00249-RA
OG0008798	Vcard_DToL12873-RA	Bany_14475-RA
OG0008799	Vcard_DToL08854-RA	Bany_02859-RA
OG0008800	Vcard_DToL11156-RA	Bany_13250-RA
OG0008801	Vcard_DToL18096-RA	Bany_12801-RA
OG0008806	Vcard_DToL01985-RA	Bany_00250-RA
OG0008807	Vcard_DToL16460-RA	Bany_02115-RA
OG0008809	Vcard_DToL11941-RA	Bany_13825-RA
OG0008810	Vcard_DToL01992-RA	Bany_00255-RA
OG0008811	Vcard_DToL06634-RA	Bany_06102-RA
OG0008812	Vcard_DToL07667-RA	Bany_01151-RA
OG0008813	Vcard_DToL14882-RA	Bany_09544-RA
OG0008814	Vcard_DToL03204-RA	Bany_15641-RA
OG0008815	Vcard_DToL08836-RA	Bany_02872-RA
OG0008816	Vcard_DToL16953-RA	Bany_17546-RA
OG0008817	Vcard_DToL11141-RA	Bany_13268-RA
OG0008821	Vcard_DToL11140-RA	Bany_13271-RA
OG0008822	Vcard_DToL01994-RA	Bany_00257-RA
OG0008823	Vcard_DToL10557-RA	Bany_10825-RA
OG0008824	Vcard_DToL04949-RA	Bany_10077-RA
OG0008825	Vcard_DToL06083-RA	Bany_03681-RA
OG0008826	Vcard_DToL06082-RA	Bany_03682-RA
OG0008827	Vcard_DToL13424-RA	Bany_11375-RA
OG0008828	Vcard_DToL04951-RA	Bany_10078-RA
OG0008829	Vcard_DToL13421-RA	Bany_11377-RA
OG0008830	Vcard_DToL13420-RA	Bany_11379-RA
OG0008832	Vcard_DToL11936-RA	Bany_13829-RA
OG0008833	Vcard_DToL06578-RA	Bany_06119-RA
OG0008834	Vcard_DToL18146-RA	Bany_12822-RA
OG0008835	Vcard_DToL08828-RA	Bany_02880-RA
OG0008836	Vcard_DToL16446-RA	Bany_02136-RA
OG0008837	Vcard_DToL02001-RA	Bany_00265-RA
OG0008838	Vcard_DToL04209-RA	Bany_08157-RA
OG0008839	Vcard_DToL15211-RA	Bany_17199-RA
OG0008840	Vcard_DToL04210-RA	Bany_08158-RA
OG0008841	Vcard_DToL04211-RA	Bany_08159-RA
OG0008843	Vcard_DToL12196-RA	Bany_13838-RA
OG0008844	Vcard_DToL04217-RA	Bany_08166-RA
OG0008845	Vcard_DToL12199-RA	Bany_13842-RA
OG0008848	Vcard_DToL09524-RA	Bany_08856-RA
OG0008849	Vcard_DToL04966-RA	Bany_10105-RA
OG0008850	Vcard_DToL09897-RA	Bany_15069-RA
OG0008851	Vcard_DToL14857-RA	Bany_09562-RA
OG0008853	Vcard_DToL04975-RA	Bany_10110-RA
OG0008854	Vcard_DToL17549-RA	Bany_06802-RA
OG0008855	Vcard_DToL18642-RA	Bany_16375-RA
OG0008856	Vcard_DToL03536-RA	Bany_05411-RA
OG0008860	Vcard_DToL17542-RA	Bany_06808-RA
OG0008861	Vcard_DToL09513-RA	Bany_08868-RA
OG0008863	Vcard_DToL09509-RA	Bany_08871-RA
