Orthogroup	Vanessa_cardui	Vanessa_tameamea
OG0009046	Vcard_DToL05933-RA	XP_026487387.1
OG0009047	Vcard_DToL11947-RA	XP_026486840.1
OG0009048	Vcard_DToL08729-RA	XP_026495092.1
OG0009049	Vcard_DToL07882-RA	XP_026489006.1
OG0009050	Vcard_DToL12758-RA	XP_026495557.1
OG0009051	Vcard_DToL03644-RA	XP_026491349.1
OG0009052	Vcard_DToL04292-RA	XP_026488293.1
OG0009054	Vcard_DToL14146-RA	XP_026486374.1
OG0009055	Vcard_DToL02867-RA	XP_026489791.1
OG0009056	Vcard_DToL10473-RA	XP_026485490.1
OG0009057	Vcard_DToL10963-RA	XP_026493973.1
OG0009058	Vcard_DToL08723-RA	XP_026495037.1
OG0009059	Vcard_DToL12763-RA	XP_026495597.1
OG0009060	Vcard_DToL05072-RA	XP_026486176.1
OG0009061	Vcard_DToL12764-RA	XP_026497748.1, XP_026495581.1
OG0009062	Vcard_DToL08722-RA	XP_026495073.1
OG0009063	Vcard_DToL06885-RA	XP_026483562.1
OG0009064	Vcard_DToL07830-RA	XP_026489109.1
OG0009065	Vcard_DToL16273-RA	XP_026499454.1
OG0009066	Vcard_DToL08718-RA	XP_026495052.1
OG0009067	Vcard_DToL02126-RA	XP_026484534.1
OG0009068	Vcard_DToL05078-RA	XP_026486173.1
OG0009069	Vcard_DToL08717-RA	XP_026495051.1
OG0009070	Vcard_DToL05080-RA	XP_026485977.1
OG0009071	Vcard_DToL12776-RA	XP_026495560.1
OG0009073	Vcard_DToL03650-RA	XP_026491042.1
OG0009074	Vcard_DToL18251-RA	XP_026498283.1
OG0009075	Vcard_DToL08706-RA	XP_026495116.1
OG0009076	Vcard_DToL10982-RA	XP_026493977.1
OG0009078	Vcard_DToL17861-RA	XP_026498531.1
OG0009079	Vcard_DToL12787-RA	XP_026495682.1
OG0009081	Vcard_DToL01561-RA	XP_026486405.1
OG0009082	Vcard_DToL02137-RA	XP_026484625.1
OG0009083	Vcard_DToL06680-RA	XP_026500513.1
OG0009084	Vcard_DToL14739-RA	XP_026489642.1
OG0009085	Vcard_DToL07320-RA	XP_026496778.1
OG0009087	Vcard_DToL05920-RA	XP_026487594.1
OG0009088	Vcard_DToL08700-RA	XP_026495065.1
OG0009089	Vcard_DToL14455-RA	XP_026494367.1
OG0009090	Vcard_DToL11957-RA	XP_026486945.1
OG0009092	Vcard_DToL07325-RA	XP_026496690.1
OG0009093	Vcard_DToL08698-RA	XP_026495083.1
OG0009094	Vcard_DToL07835-RA	XP_026488864.1
OG0009095	Vcard_DToL08697-RA	XP_026495084.1
OG0009096	Vcard_DToL02879-RA	XP_026489774.1
OG0009097	Vcard_DToL08695-RA	XP_026495110.1
OG0009098	Vcard_DToL13172-RA	XP_026492306.1
OG0009099	Vcard_DToL00214-RA	XP_026500819.1
OG0009101	Vcard_DToL02882-RA	XP_026489772.1
OG0009103	Vcard_DToL00211-RA	XP_026500838.1
OG0009104	Vcard_DToL04312-RA	XP_026488473.1
OG0009105	Vcard_DToL17427-RA	XP_026483649.1
OG0009107	Vcard_DToL08689-RA	XP_026495085.1
OG0009108	Vcard_DToL08684-RA	XP_026495087.1
OG0009109	Vcard_DToL08683-RA	XP_026495111.1
OG0009110	Vcard_DToL08681-RA	XP_026495093.1
OG0009111	Vcard_DToL04315-RA	XP_026488313.1
OG0009112	Vcard_DToL08676-RA	XP_026495082.1
OG0009113	Vcard_DToL16260-RA	XP_026494553.1
OG0009114	Vcard_DToL01574-RA	XP_026492727.1
OG0009115	Vcard_DToL08669-RA	XP_026495041.1
OG0009116	Vcard_DToL07334-RA	XP_026496959.1
OG0009118	Vcard_DToL07337-RA	XP_026496820.1
OG0009121	Vcard_DToL17324-RA	XP_026484188.1
OG0009123	Vcard_DToL11971-RA	XP_026486936.1
OG0009127	Vcard_DToL05114-RA	XP_026486347.1
OG0009128	Vcard_DToL08664-RA	XP_026495117.1
OG0009129	Vcard_DToL05117-RA	XP_026486351.1
OG0009130	Vcard_DToL05914-RA	XP_026487605.1
OG0009131	Vcard_DToL01584-RA	XP_026492736.1
OG0009132	Vcard_DToL04317-RA	XP_026488471.1
OG0009133	Vcard_DToL05911-RA	XP_026487565.1
OG0009134	Vcard_DToL08660-RA	XP_026495039.1
OG0009135	Vcard_DToL04318-RA	XP_026488470.1
OG0009136	Vcard_DToL02158-RA	XP_026484319.1
OG0009137	Vcard_DToL11977-RA	XP_026486926.1
OG0009138	Vcard_DToL05904-RA	XP_026487603.1
OG0009140	Vcard_DToL01586-RA	XP_026492611.1
OG0009141	Vcard_DToL00185-RA	XP_026500276.1
OG0009142	Vcard_DToL07884-RA	XP_026488924.1
OG0009143	Vcard_DToL05126-RA	XP_026486139.1
OG0009144	Vcard_DToL08654-RA	XP_026495219.1
OG0009145	Vcard_DToL02168-RA	XP_026484502.1
OG0009146	Vcard_DToL03689-RA	XP_026491278.1
OG0009147	Vcard_DToL07888-RA	XP_026489009.1
OG0009149	Vcard_DToL11980-RA	XP_026486935.1
OG0009150	Vcard_DToL02174-RA	XP_026484744.1
OG0009152	Vcard_DToL02929-RA	XP_026498622.1
OG0009153	Vcard_DToL08647-RA	XP_026495225.1
OG0009154	Vcard_DToL16287-RA	XP_026499970.1
OG0009155	Vcard_DToL08644-RA	XP_026494877.1
OG0009157	Vcard_DToL13141-RA	XP_026492197.1
OG0009159	Vcard_DToL15487-RA	XP_026500017.1
OG0009160	Vcard_DToL08642-RA	XP_026494879.1
OG0009161	Vcard_DToL04341-RA	XP_026488370.1
OG0009162	Vcard_DToL08640-RA	XP_026495184.1
OG0009166	Vcard_DToL08637-RA	XP_026495142.1
OG0009168	Vcard_DToL08634-RA	XP_026495217.1
OG0009169	Vcard_DToL09434-RA	XP_026492224.1
OG0009170	Vcard_DToL04347-RA	XP_026488368.1
OG0009171	Vcard_DToL18687-RA	XP_026483139.1
OG0009173	Vcard_DToL09439-RA	XP_026492219.1
OG0009174	Vcard_DToL00358-RA	XP_026496667.1
OG0009175	Vcard_DToL02939-RA	XP_026498627.1
OG0009176	Vcard_DToL15499-RA	XP_026498129.1
OG0009177	Vcard_DToL02184-RA	XP_026485026.1
OG0009178	Vcard_DToL09447-RA	XP_026492369.1
OG0009179	Vcard_DToL01609-RA	XP_026492709.1
OG0009180	Vcard_DToL05152-RA	XP_026485910.1
OG0009181	Vcard_DToL01610-RA	XP_026492710.1
OG0009182	Vcard_DToL00379-RA	XP_026496289.1
OG0009183	Vcard_DToL13202-RA	XP_026491325.1
OG0009184	Vcard_DToL14500-RA	XP_026494330.1
OG0009185	Vcard_DToL15503-RA	XP_026498138.1
OG0009186	Vcard_DToL05885-RA	XP_026487361.1
OG0009187	Vcard_DToL07361-RA	XP_026496789.1
OG0009188	Vcard_DToL05155-RA	XP_026486102.1
OG0009190	Vcard_DToL02946-RA	XP_026498641.1
OG0009191	Vcard_DToL09814-RA	XP_026498157.1
OG0009192	Vcard_DToL08629-RA	XP_026495177.1
OG0009193	Vcard_DToL09455-RA	XP_026492179.1
OG0009194	Vcard_DToL02951-RA	XP_026498600.1
OG0009195	Vcard_DToL01288-RA	XP_026493747.1
OG0009196	Vcard_DToL09809-RA	XP_026498201.1
OG0009198	Vcard_DToL02955-RA	XP_026498632.1
OG0009199	Vcard_DToL05167-RA	XP_026485809.1
OG0009200	Vcard_DToL05347-RA	XP_026485722.1
OG0009201	Vcard_DToL09798-RA	XP_026498206.1
OG0009203	Vcard_DToL02208-RA	XP_026484741.1
OG0009204	Vcard_DToL10429-RA	XP_026485396.1
OG0009205	Vcard_DToL12704-RA	XP_026495764.1
OG0009206	Vcard_DToL08615-RA	XP_026495234.1
OG0009207	Vcard_DToL17275-RA	XP_026484137.1
OG0009208	Vcard_DToL01277-RA	XP_026493720.1
OG0009209	Vcard_DToL17050-RA	XP_026493569.1
OG0009210	Vcard_DToL08606-RA	XP_026494990.1
OG0009213	Vcard_DToL08605-RA	XP_026494994.1
OG0009214	Vcard_DToL08604-RA	XP_026494995.1
OG0009215	Vcard_DToL08603-RA	XP_026494993.1
OG0009216	Vcard_DToL08602-RA	XP_026494991.1
OG0009217	Vcard_DToL08601-RA	XP_026494992.1
OG0009218	Vcard_DToL05876-RA	XP_026487636.1
OG0009221	Vcard_DToL11024-RA	XP_026493899.1
OG0009222	Vcard_DToL14204-RA	XP_026498246.1
OG0009224	Vcard_DToL09464-RA	XP_026492374.1
OG0009225	Vcard_DToL08589-RA	XP_026495358.1
OG0009226	Vcard_DToL02227-RA	XP_026485083.1
OG0009227	Vcard_DToL08588-RA	XP_026495359.1
OG0009228	Vcard_DToL08587-RA	XP_026495361.1
OG0009230	Vcard_DToL15531-RA	XP_026488559.1
OG0009231	Vcard_DToL09469-RA	XP_026492201.1
OG0009232	Vcard_DToL08583-RA	XP_026495360.1
OG0009233	Vcard_DToL14519-RA	XP_026494364.1
OG0009235	Vcard_DToL03706-RA	XP_026491088.1
OG0009236	Vcard_DToL09783-RA	XP_026498183.1
OG0009237	Vcard_DToL05864-RA	XP_026487695.1
OG0009238	Vcard_DToL11040-RA	XP_026493877.1
OG0009240	Vcard_DToL14218-RA	XP_026498290.1
OG0009241	Vcard_DToL05862-RA	XP_026487687.1
OG0009242	Vcard_DToL09781-RA	XP_026498178.1
OG0009243	Vcard_DToL07922-RA	XP_026501322.1
OG0009245	Vcard_DToL03709-RA	XP_026491565.1
OG0009247	Vcard_DToL07999-RA	XP_026501403.1
OG0009249	Vcard_DToL08582-RA	XP_026495178.1
OG0009250	Vcard_DToL04384-RA	XP_026488247.1
OG0009253	Vcard_DToL04386-RA	XP_026488272.1
OG0009254	Vcard_DToL14226-RA	XP_026498306.1
OG0009255	Vcard_DToL02355-RA	XP_026484887.1
OG0009256	Vcard_DToL11048-RA	XP_026493876.1
OG0009257	Vcard_DToL07991-RA	XP_026501390.1
OG0009258	Vcard_DToL12686-RA	XP_026496003.1
OG0009259	Vcard_DToL08581-RA	XP_026495218.1
OG0009261	Vcard_DToL09773-RA	XP_026498152.1
OG0009262	Vcard_DToL14543-RA	XP_026494301.1
OG0009263	Vcard_DToL15537-RA	XP_026488548.1
OG0009264	Vcard_DToL15538-RA	XP_026488557.1
OG0009265	Vcard_DToL13221-RA	XP_026493168.1
OG0009266	Vcard_DToL12683-RA	XP_026496031.1
OG0009267	Vcard_DToL07986-RA	XP_026501375.1
OG0009268	Vcard_DToL14546-RA	XP_026494246.1
OG0009269	Vcard_DToL08576-RA	XP_026495024.1
OG0009270	Vcard_DToL08573-RA	XP_026494979.1
OG0009271	Vcard_DToL12681-RA	XP_026495746.1
OG0009272	Vcard_DToL02347-RA	XP_026484988.1
OG0009273	Vcard_DToL11995-RA	XP_026486787.1
OG0009274	Vcard_DToL00441-RA	XP_026500562.1
OG0009277	Vcard_DToL11062-RA	XP_026493933.1
OG0009278	Vcard_DToL08566-RA	XP_026494881.1
OG0009279	Vcard_DToL08565-RA	XP_026495172.1
OG0009280	Vcard_DToL09763-RA	XP_026489529.1
OG0009282	Vcard_DToL12676-RA	XP_026495886.1
OG0009283	Vcard_DToL09764-RA	XP_026489533.1
OG0009284	Vcard_DToL14235-RA	XP_026498264.1
OG0009285	Vcard_DToL05828-RA	XP_026487745.1
OG0009286	Vcard_DToL05827-RA	XP_026487776.1
OG0009287	Vcard_DToL15407-RA	XP_026497377.1
OG0009288	Vcard_DToL13682-RA	XP_026495483.1
OG0009289	Vcard_DToL11063-RA	XP_026494019.1
OG0009290	Vcard_DToL08564-RA	XP_026494943.1
OG0009291	Vcard_DToL05824-RA	XP_026487775.1
OG0009292	Vcard_DToL12007-RA	XP_026486833.1
OG0009293	Vcard_DToL08563-RA	XP_026494908.1
OG0009294	Vcard_DToL03735-RA	XP_026491595.1
OG0009295	Vcard_DToL02316-RA	XP_026484980.1
OG0009296	Vcard_DToL16184-RA	XP_026489588.1
OG0009297	Vcard_DToL09483-RA	XP_026492336.1
OG0009300	Vcard_DToL08558-RA	XP_026494957.1
OG0009302	Vcard_DToL12012-RA	XP_026486810.1
OG0009303	Vcard_DToL04407-RA	XP_026488453.1
OG0009304	Vcard_DToL07953-RA	XP_026501303.1
OG0009306	Vcard_DToL08555-RA	XP_026495145.1
OG0009307	Vcard_DToL12023-RA	XP_026486967.1
OG0009308	Vcard_DToL08554-RA	XP_026494854.1
OG0009309	Vcard_DToL15412-RA	XP_026497432.1
OG0009310	Vcard_DToL08552-RA	XP_026494852.1
OG0009311	Vcard_DToL15413-RA	XP_026497428.1
OG0009312	Vcard_DToL04416-RA	XP_026488461.1
OG0009313	Vcard_DToL00499-RA	XP_026498957.1
OG0009314	Vcard_DToL00498-RA	XP_026499587.1
OG0009315	Vcard_DToL00495-RA	XP_026498969.1
OG0009316	Vcard_DToL03746-RA	XP_026491671.1
OG0009317	Vcard_DToL07395-RA	XP_026496956.1
OG0009319	Vcard_DToL08551-RA	XP_026495272.1
OG0009320	Vcard_DToL08550-RA	XP_026495279.1
OG0009322	Vcard_DToL12644-RA	XP_026495924.1
OG0009323	Vcard_DToL00494-RA	XP_026499442.1
OG0009324	Vcard_DToL00492-RA	XP_026499893.1
OG0009325	Vcard_DToL05784-RA	XP_026487657.1
OG0009326	Vcard_DToL07699-RA	XP_026488831.1
OG0009328	Vcard_DToL08547-RA	XP_026495278.1
OG0009329	Vcard_DToL09308-RA	XP_026499615.1
OG0009333	Vcard_DToL09749-RA	XP_026489544.1
OG0009334	Vcard_DToL07693-RA	XP_026488899.1
OG0009335	Vcard_DToL00488-RA	XP_026499144.1
OG0009336	Vcard_DToL07689-RA	XP_026488842.1
OG0009337	Vcard_DToL10399-RA	XP_026485616.1
OG0009339	Vcard_DToL13711-RA	XP_026495438.1
OG0009340	Vcard_DToL08544-RA	XP_026494906.1
OG0009342	Vcard_DToL08539-RA	XP_026494806.1
OG0009343	Vcard_DToL07416-RA	XP_026496953.1
OG0009344	Vcard_DToL00480-RA	XP_026499875.1
OG0009345	Vcard_DToL08533-RA	XP_026495170.1
OG0009346	Vcard_DToL14246-RA	XP_026498226.1
OG0009347	Vcard_DToL08531-RA	XP_026495165.1
OG0009348	Vcard_DToL08529-RA	XP_026495166.1
OG0009350	Vcard_DToL15420-RA	XP_026497436.1
OG0009352	Vcard_DToL15421-RA	XP_026497435.1
OG0009353	Vcard_DToL02307-RA	XP_026485016.1
OG0009354	Vcard_DToL09954-RA	XP_026493562.1
OG0009355	Vcard_DToL08527-RA	XP_026495161.1
OG0009356	Vcard_DToL05718-RA	XP_026487437.1
OG0009357	Vcard_DToL03011-RA	XP_026498644.1
OG0009358	Vcard_DToL13725-RA	XP_026495458.1
OG0009361	Vcard_DToL00477-RA	XP_026500577.1
OG0009362	Vcard_DToL15429-RA	XP_026497397.1
OG0009363	Vcard_DToL10951-RA	XP_026493840.1
OG0009364	Vcard_DToL10949-RA	XP_026494026.1
OG0009365	Vcard_DToL00474-RA	XP_026500576.1
OG0009366	Vcard_DToL03778-RA	XP_026491641.1
OG0009367	Vcard_DToL13763-RA	XP_026496488.1
OG0009369	Vcard_DToL07445-RA	XP_026496894.1
OG0009370	Vcard_DToL10161-RA	XP_026493427.1
OG0009371	Vcard_DToL02292-RA	XP_026484996.1
OG0009373	Vcard_DToL15438-RA	XP_026497376.1
OG0009374	Vcard_DToL05725-RA	XP_026487369.1
OG0009376	Vcard_DToL01208-RA	XP_026487923.1
OG0009377	Vcard_DToL15444-RA	XP_026483210.1
OG0009378	Vcard_DToL14401-RA	XP_026498949.1
OG0009379	Vcard_DToL07809-RA	XP_026489041.1
OG0009380	Vcard_DToL09287-RA	XP_026499651.1
OG0009381	Vcard_DToL02285-RA, Vcard_DToL02286-RA	XP_026484946.1
OG0009382	Vcard_DToL07456-RA	XP_026496784.1
OG0009383	Vcard_DToL09284-RA	XP_026499593.1
OG0009384	Vcard_DToL00501-RA	XP_026499416.1
OG0009387	Vcard_DToL00448-RA	XP_026500560.1
OG0009389	Vcard_DToL14396-RA	XP_026498938.1
OG0009390	Vcard_DToL03795-RA	XP_026491591.1
OG0009391	Vcard_DToL14394-RA	XP_026498945.1
OG0009395	Vcard_DToL09275-RA	XP_026499687.1
OG0009396	Vcard_DToL15446-RA	XP_026483194.1
OG0009397	Vcard_DToL12045-RA	XP_026486901.1
OG0009400	Vcard_DToL14382-RA	XP_026498924.1
OG0009401	Vcard_DToL02272-RA	XP_026485152.1
OG0009402	Vcard_DToL14379-RA	XP_026498926.1
OG0009403	Vcard_DToL12054-RA	XP_026486801.1
OG0009404	Vcard_DToL12055-RA	XP_026486799.1
OG0009406	Vcard_DToL05439-RA	XP_026486060.1
OG0009409	Vcard_DToL03025-RA	XP_026498554.1
OG0009410	Vcard_DToL03026-RA	XP_026498568.1
OG0009411	Vcard_DToL10127-RA	XP_026493531.1, XP_026493477.1
OG0009412	Vcard_DToL12603-RA	XP_026495755.1
OG0009413	Vcard_DToL12601-RA	XP_026495752.1
OG0009415	Vcard_DToL14278-RA	XP_026498286.1
OG0009416	Vcard_DToL03031-RA	XP_026498587.1
OG0009417	Vcard_DToL15678-RA	XP_026497734.1
OG0009418	Vcard_DToL08521-RA	XP_026494980.1
OG0009419	Vcard_DToL01189-RA	XP_026487839.1
OG0009421	Vcard_DToL00512-RA	XP_026499069.1
OG0009422	Vcard_DToL08773-RA	XP_026495212.1
OG0009423	Vcard_DToL02247-RA	XP_026484873.1
OG0009424	Vcard_DToL08513-RA	XP_026494955.1
OG0009425	Vcard_DToL09260-RA	XP_026499821.1
OG0009426	Vcard_DToL12599-RA	XP_026496017.1
OG0009427	Vcard_DToL12598-RA	XP_026496012.1
OG0009428	Vcard_DToL13731-RA	XP_026495403.1
OG0009429	Vcard_DToL01417-RA	XP_026496611.1
OG0009430	Vcard_DToL01419-RA	XP_026496616.1
OG0009431	Vcard_DToL12595-RA	XP_026495868.1
OG0009432	Vcard_DToL09242-RA	XP_026499776.1
OG0009433	Vcard_DToL12594-RA	XP_026495821.1
OG0009434	Vcard_DToL10367-RA	XP_026485514.1
OG0009435	Vcard_DToL12169-RA	XP_026499201.1
OG0009436	Vcard_DToL12587-RA	XP_026495625.1
OG0009437	Vcard_DToL12586-RA	XP_026495624.1
OG0009438	Vcard_DToL12168-RA	XP_026499199.1
OG0009439	Vcard_DToL12164-RA	XP_026499142.1
OG0009440	Vcard_DToL09239-RA	XP_026499813.1
OG0009441	Vcard_DToL12163-RA	XP_026499211.1
OG0009442	Vcard_DToL17238-RA	XP_026483946.1
OG0009443	Vcard_DToL15480-RA	XP_026483202.1
OG0009444	Vcard_DToL02377-RA	XP_026485006.1
OG0009445	Vcard_DToL05748-RA	XP_026487465.1
OG0009447	Vcard_DToL12160-RA	XP_026499293.1
OG0009448	Vcard_DToL07491-RA	XP_026496680.1
OG0009450	Vcard_DToL08511-RA	XP_026495180.1
OG0009453	Vcard_DToL10114-RA	XP_026493347.1
OG0009454	Vcard_DToL03047-RA	XP_026498584.1
OG0009455	Vcard_DToL13936-RA	XP_026496121.1
OG0009456	Vcard_DToL15484-RA	XP_026483189.1
OG0009457	Vcard_DToL02388-RA	XP_026484472.1
OG0009458	Vcard_DToL13938-RA	XP_026496154.1
OG0009459	Vcard_DToL04491-RA	XP_026488282.1
OG0009461	Vcard_DToL14175-RA	XP_026501258.1
OG0009463	Vcard_DToL14352-RA	XP_026498888.1
OG0009464	Vcard_DToL14353-RA	XP_026498887.1
OG0009465	Vcard_DToL13820-RA	XP_026496536.1, XP_026496535.1
OG0009466	Vcard_DToL17227-RA	XP_026483979.1
OG0009468	Vcard_DToL13819-RA	XP_026496529.1
OG0009469	Vcard_DToL08507-RA	XP_026495185.1
OG0009470	Vcard_DToL05711-RA	XP_026487577.1
OG0009471	Vcard_DToL13815-RA	XP_026496533.1
OG0009472	Vcard_DToL03053-RA	XP_026498582.1
OG0009473	Vcard_DToL10099-RA	XP_026493285.1
OG0009475	Vcard_DToL03056-RA	XP_026498566.1
OG0009477	Vcard_DToL13806-RA	XP_026496551.1
OG0009478	Vcard_DToL13805-RA	XP_026496550.1
OG0009479	Vcard_DToL08505-RA	XP_026495262.1
OG0009480	Vcard_DToL03816-RA	XP_026491755.1
OG0009483	Vcard_DToL03825-RA	XP_026491435.1
OG0009485	Vcard_DToL12558-RA	XP_026495507.1
OG0009487	Vcard_DToL08500-RA	XP_026494827.1
OG0009488	Vcard_DToL07515-RA	XP_026492847.1
OG0009489	Vcard_DToL05177-RA	XP_026486067.1
OG0009490	Vcard_DToL14338-RA	XP_026486681.1
OG0009491	Vcard_DToL14336-RA	XP_026486680.1
OG0009493	Vcard_DToL14334-RA	XP_026486715.1
OG0009494	Vcard_DToL05698-RA	XP_026487668.1
OG0009496	Vcard_DToL12556-RA	XP_026500056.1
OG0009497	Vcard_DToL12105-RA	XP_026486856.1
OG0009498	Vcard_DToL05696-RA	XP_026487417.1
OG0009501	Vcard_DToL02417-RA	XP_026484839.1
OG0009502	Vcard_DToL12549-RA	XP_026488024.1
OG0009503	Vcard_DToL10346-RA	XP_026485345.1
OG0009504	Vcard_DToL12548-RA	XP_026488026.1
OG0009505	Vcard_DToL14315-RA	XP_026486700.1
OG0009507	Vcard_DToL17176-RA	XP_026484035.1
OG0009508	Vcard_DToL05683-RA	XP_026487805.1
OG0009509	Vcard_DToL07520-RA	XP_026492778.1
OG0009511	Vcard_DToL05677-RA	XP_026487808.1
OG0009512	Vcard_DToL17169-RA	XP_026484174.1
OG0009513	Vcard_DToL08495-RA	XP_026494928.1
OG0009514	Vcard_DToL08494-RA	XP_026494932.1
OG0009515	Vcard_DToL08489-RA	XP_026494926.1
OG0009516	Vcard_DToL17164-RA	XP_026483933.1
OG0009517	Vcard_DToL08487-RA	XP_026494923.1
OG0009518	Vcard_DToL07531-RA	XP_026492848.1
OG0009519	Vcard_DToL12187-RA	XP_026499176.1
OG0009520	Vcard_DToL12188-RA	XP_026499173.1
OG0009522	Vcard_DToL05346-RA	XP_026485716.1
OG0009523	Vcard_DToL10340-RA	XP_026485563.1
OG0009524	Vcard_DToL10339-RA	XP_026485564.1
OG0009525	Vcard_DToL10338-RA	XP_026485571.1
OG0009526	Vcard_DToL07542-RA	XP_026492856.1
OG0009528	Vcard_DToL02722-RA	XP_026501803.1
OG0009529	Vcard_DToL11918-RA	XP_026489222.1
OG0009530	Vcard_DToL02727-RA	XP_026501807.1
OG0009531	Vcard_DToL08484-RA	XP_026495341.1
OG0009533	Vcard_DToL08482-RA	XP_026495340.1
OG0009534	Vcard_DToL11913-RA	XP_026489214.1
OG0009535	Vcard_DToL08481-RA	XP_026494921.1
OG0009536	Vcard_DToL08212-RA	XP_026488072.1
OG0009537	Vcard_DToL01471-RA	XP_026494762.1
OG0009538	Vcard_DToL02729-RA	XP_026501796.1
OG0009539	Vcard_DToL04529-RA	XP_026490863.1
OG0009540	Vcard_DToL08210-RA	XP_026488083.1
OG0009541	Vcard_DToL02753-RA	XP_026488666.1
OG0009542	Vcard_DToL08197-RA	XP_026488088.1
OG0009543	Vcard_DToL06655-RA	XP_026484178.1
OG0009545	Vcard_DToL05662-RA	XP_026487348.1
OG0009547	Vcard_DToL17155-RA	XP_026484036.1
OG0009549	Vcard_DToL08192-RA	XP_026499764.1
OG0009550	Vcard_DToL05658-RA	XP_026487525.1
OG0009551	Vcard_DToL05655-RA	XP_026487516.1
OG0009553	Vcard_DToL05333-RA	XP_026486288.1
OG0009554	Vcard_DToL00583-RA	XP_026497423.1
OG0009555	Vcard_DToL02756-RA	XP_026488691.1
OG0009556	Vcard_DToL02759-RA	XP_026488695.1
OG0009557	Vcard_DToL02760-RA	XP_026488693.1
OG0009558	Vcard_DToL04544-RA	XP_026490826.1
OG0009560	Vcard_DToL10060-RA	XP_026493357.1
OG0009561	Vcard_DToL07556-RA	XP_026492864.1
OG0009562	Vcard_DToL02768-RA	XP_026488701.1
OG0009563	Vcard_DToL00586-RA	XP_026497185.1
OG0009564	Vcard_DToL15687-RA	XP_026497776.1
OG0009565	Vcard_DToL05650-RA	XP_026487642.1
OG0009566	Vcard_DToL02769-RA	XP_026488687.1
OG0009567	Vcard_DToL02771-RA	XP_026488689.1
OG0009568	Vcard_DToL08473-RA	XP_026494804.1
OG0009569	Vcard_DToL02772-RA	XP_026488683.1
OG0009570	Vcard_DToL17141-RA	XP_026483947.1
OG0009571	Vcard_DToL08472-RA	XP_026494800.1
OG0009572	Vcard_DToL02773-RA	XP_026488648.1
OG0009573	Vcard_DToL02777-RA	XP_026488651.1
OG0009574	Vcard_DToL10054-RA	XP_026493346.1
OG0009575	Vcard_DToL05318-RA	XP_026485998.1
OG0009576	Vcard_DToL15689-RA	XP_026497772.1
OG0009578	Vcard_DToL04551-RA	XP_026490832.1
OG0009579	Vcard_DToL09183-RA	XP_026490246.1
OG0009580	Vcard_DToL17134-RA	XP_026501774.1
OG0009581	Vcard_DToL02782-RA	XP_026488714.1
OG0009582	Vcard_DToL02784-RA	XP_026488716.1
OG0009583	Vcard_DToL11906-RA	XP_026489229.1
OG0009584	Vcard_DToL05312-RA	XP_026486169.1
OG0009586	Vcard_DToL00595-RA	XP_026497095.1
OG0009587	Vcard_DToL13783-RA	XP_026496491.1
OG0009588	Vcard_DToL05306-RA	XP_026486168.1
OG0009590	Vcard_DToL05646-RA	XP_026487563.1
OG0009591	Vcard_DToL09175-RA	XP_026496085.1
OG0009592	Vcard_DToL02799-RA	XP_026488649.1
OG0009593	Vcard_DToL08173-RA	XP_026490734.1
OG0009594	Vcard_DToL08454-RA	XP_026501527.1
OG0009595	Vcard_DToL02800-RA	XP_026488650.1
OG0009596	Vcard_DToL02804-RA	XP_026488681.1
OG0009597	Vcard_DToL02805-RA	XP_026488672.1
OG0009598	Vcard_DToL02808-RA	XP_026488717.1
OG0009599	Vcard_DToL02809-RA	XP_026488718.1
OG0009600	Vcard_DToL09165-RA	XP_026496072.1
OG0009601	Vcard_DToL08449-RA	XP_026501676.1
OG0009602	Vcard_DToL01721-RA	XP_026500049.1
OG0009603	Vcard_DToL08168-RA	XP_026490737.1
OG0009605	Vcard_DToL05635-RA	XP_026487436.1
OG0009607	Vcard_DToL02516-RA	XP_026484705.1
OG0009608	Vcard_DToL02517-RA	XP_026484686.1
OG0009609	Vcard_DToL06962-RA	XP_026489519.1
OG0009611	Vcard_DToL02529-RA	XP_026484675.1
OG0009612	Vcard_DToL11882-RA	XP_026489769.1
OG0009615	Vcard_DToL09150-RA	XP_026485219.1
OG0009618	Vcard_DToL05281-RA	XP_026485848.1
OG0009619	Vcard_DToL00727-RA	XP_026500722.1
OG0009620	Vcard_DToL01713-RA	XP_026492621.1
OG0009621	Vcard_DToL05275-RA	XP_026486221.1
OG0009622	Vcard_DToL08438-RA	XP_026501599.1
OG0009623	Vcard_DToL01700-RA	XP_026492662.1
OG0009624	Vcard_DToL10293-RA	XP_026493017.1
OG0009625	Vcard_DToL02536-RA	XP_026484511.1
OG0009627	Vcard_DToL04619-RA	XP_026490917.1
OG0009628	Vcard_DToL17101-RA	XP_026501736.1
OG0009629	Vcard_DToL09138-RA	XP_026488173.1
OG0009630	Vcard_DToL06992-RA	XP_026489490.1
OG0009631	Vcard_DToL10897-RA	XP_026490312.1
OG0009632	Vcard_DToL10899-RA	XP_026490256.1
OG0009633	Vcard_DToL10290-RA	XP_026493010.1, XP_026493011.1
OG0009635	Vcard_DToL11879-RA	XP_026499929.1
OG0009636	Vcard_DToL08138-RA	XP_026494487.1
OG0009637	Vcard_DToL01413-RA	XP_026492744.1
OG0009638	Vcard_DToL01694-RA	XP_026492604.1
OG0009640	Vcard_DToL00787-RA	XP_026500696.1
OG0009642	Vcard_DToL01688-RA	XP_026492672.1
OG0009643	Vcard_DToL05267-RA	XP_026485992.1
OG0009645	Vcard_DToL01684-RA	XP_026492574.1
