Orthogroup	Vanessa_cardui	Pararge_aegeria
OG0007141	Vcard_DToL07974-RA	XP_039752557.1
OG0007142	Vcard_DToL16202-RA	XP_039760758.1
OG0007143	Vcard_DToL11999-RA	XP_039755905.1
OG0007144	Vcard_DToL16201-RA	XP_039760486.1
OG0007145	Vcard_DToL01246-RA	XP_039752043.1
OG0007146	Vcard_DToL16199-RA	XP_039760487.1
OG0007147	Vcard_DToL12000-RA	XP_039755598.1
OG0007148	Vcard_DToL12001-RA	XP_039755793.1
OG0007149	Vcard_DToL07386-RA	XP_039750041.1
OG0007150	Vcard_DToL05395-RA	XP_039749298.1
OG0007151	Vcard_DToL09766-RA	XP_039758626.1
OG0007152	Vcard_DToL12678-RA	XP_039756404.1
OG0007153	Vcard_DToL10413-RA	XP_039750732.1
OG0007154	Vcard_DToL01242-RA	XP_039753554.1
OG0007155	Vcard_DToL02331-RA	XP_039765746.1
OG0007156	Vcard_DToL15550-RA	XP_039747179.1
OG0007157	Vcard_DToL05835-RA	XP_039764981.1
OG0007158	Vcard_DToL12674-RA	XP_039756526.1
OG0007159	Vcard_DToL05834-RA	XP_039765265.1
OG0007160	Vcard_DToL07971-RA	XP_039752466.1
OG0007161	Vcard_DToL05832-RA	XP_039763049.1
OG0007162	Vcard_DToL09761-RA	XP_039758823.1
OG0007163	Vcard_DToL00447-RA	XP_039763972.1, XP_039763250.1
OG0007164	Vcard_DToL00449-RA	XP_039764049.1
OG0007165	Vcard_DToL00450-RA	XP_039763474.1
OG0007166	Vcard_DToL02328-RA	XP_039765774.1
OG0007167	Vcard_DToL05404-RA	XP_039748960.1
OG0007168	Vcard_DToL01240-RA	XP_039752602.1
OG0007169	Vcard_DToL05408-RA	XP_039748783.1
OG0007171	Vcard_DToL01239-RA	XP_039758671.1
OG0007172	Vcard_DToL05829-RA	XP_039763150.1
OG0007173	Vcard_DToL05411-RA	XP_039749230.1
OG0007174	Vcard_DToL03731-RA	XP_039745827.1
OG0007175	Vcard_DToL13684-RA, Vcard_DToL13685-RA	XP_039759692.1
OG0007176	Vcard_DToL05825-RA	XP_039764120.1
OG0007178	Vcard_DToL05823-RA	XP_039763714.1
OG0007179	Vcard_DToL07390-RA	XP_039749747.1
OG0007180	Vcard_DToL13681-RA	XP_039759349.1
OG0007181	Vcard_DToL02318-RA	XP_039765507.1
OG0007182	Vcard_DToL02317-RA	XP_039765502.1
OG0007183	Vcard_DToL03737-RA	XP_039746451.1
OG0007184	Vcard_DToL03738-RA	XP_039745983.1
OG0007185	Vcard_DToL03739-RA	XP_039745967.1
OG0007186	Vcard_DToL09482-RA	XP_039753502.1
OG0007187	Vcard_DToL01238-RA	XP_039757105.1
OG0007188	Vcard_DToL05814-RA	XP_039762979.1, XP_039762987.1
OG0007189	Vcard_DToL14236-RA	XP_039748322.1
OG0007190	Vcard_DToL01234-RA, Vcard_DToL01235-RA	XP_039759641.1
OG0007191	Vcard_DToL12009-RA	XP_039755331.1
OG0007192	Vcard_DToL05813-RA	XP_039764510.1
OG0007193	Vcard_DToL14425-RA	XP_039757502.1
OG0007194	Vcard_DToL01233-RA	XP_039752102.1
OG0007195	Vcard_DToL05417-RA	XP_039749058.1
OG0007196	Vcard_DToL01231-RA	XP_039752116.1
OG0007197	Vcard_DToL07954-RA	XP_039752536.1
OG0007198	Vcard_DToL12664-RA	XP_039756545.1
OG0007200	Vcard_DToL12014-RA	XP_039755415.1
OG0007202	Vcard_DToL12016-RA	XP_039755783.1
OG0007203	Vcard_DToL01230-RA	XP_039758896.1
OG0007205	Vcard_DToL02312-RA	XP_039765522.1
OG0007206	Vcard_DToL09494-RA	XP_039752956.1
OG0007207	Vcard_DToL13694-RA	XP_039759509.1
OG0007208	Vcard_DToL12660-RA	XP_039756435.1
OG0007209	Vcard_DToL07951-RA	XP_039751972.1
OG0007210	Vcard_DToL15410-RA	XP_039760149.1
OG0007211	Vcard_DToL15409-RA	XP_039760100.1
OG0007212	Vcard_DToL06822-RA	XP_039751363.1
OG0007213	Vcard_DToL09499-RA	XP_039753266.1
OG0007214	Vcard_DToL03742-RA	XP_039745767.1
OG0007215	Vcard_DToL01229-RA	XP_039761807.1
OG0007216	Vcard_DToL09336-RA	XP_039753450.1
OG0007217	Vcard_DToL09335-RA	XP_039753713.1
OG0007218	Vcard_DToL05800-RA	XP_039764746.1
OG0007219	Vcard_DToL09334-RA	XP_039753574.1
OG0007220	Vcard_DToL05799-RA	XP_039764747.1
OG0007221	Vcard_DToL12027-RA	XP_039755380.1
OG0007222	Vcard_DToL04417-RA	XP_039754255.1
OG0007223	Vcard_DToL05794-RA	XP_039765208.1
OG0007224	Vcard_DToL05793-RA	XP_039765212.1
OG0007225	Vcard_DToL05792-RA	XP_039765211.1
OG0007227	Vcard_DToL12656-RA	XP_039756007.1
OG0007228	Vcard_DToL12653-RA	XP_039756324.1
OG0007229	Vcard_DToL09328-RA	XP_039753030.1
OG0007230	Vcard_DToL13699-RA	XP_039759202.1
OG0007231	Vcard_DToL03745-RA	XP_039745829.1
OG0007232	Vcard_DToL17294-RA	XP_039761744.1
OG0007233	Vcard_DToL12650-RA	XP_039756619.1
OG0007234	Vcard_DToL09325-RA	XP_039753619.1
OG0007235	Vcard_DToL12648-RA	XP_039756320.1
OG0007236	Vcard_DToL02994-RA	XP_039755079.1
OG0007237	Vcard_DToL12646-RA	XP_039756359.1
OG0007238	Vcard_DToL03751-RA	XP_039745866.1
OG0007239	Vcard_DToL05788-RA	XP_039764501.1
OG0007240	Vcard_DToL09322-RA	XP_039753624.1
OG0007241	Vcard_DToL06819-RA	XP_039751416.1
OG0007242	Vcard_DToL09321-RA	XP_039753505.1
OG0007243	Vcard_DToL09320-RA	XP_039753506.1
OG0007244	Vcard_DToL07399-RA	XP_039749523.1
OG0007245	Vcard_DToL07400-RA	XP_039750073.1
OG0007246	Vcard_DToL07701-RA	XP_039752238.1
OG0007247	Vcard_DToL09314-RA	XP_039752937.1
OG0007248	Vcard_DToL07700-RA	XP_039752607.1
OG0007249	Vcard_DToL17213-RA	XP_039761547.1
OG0007250	Vcard_DToL17214-RA	XP_039761548.1
OG0007252	Vcard_DToL07696-RA	XP_039752646.1
OG0007253	Vcard_DToL13703-RA	XP_039759189.1
OG0007254	Vcard_DToL09307-RA	XP_039753157.1
OG0007255	Vcard_DToL11859-RA	XP_039755903.1
OG0007257	Vcard_DToL07401-RA	XP_039749717.1
OG0007258	Vcard_DToL09304-RA	XP_039753343.1
OG0007259	Vcard_DToL12636-RA	XP_039756265.1
OG0007260	Vcard_DToL11072-RA	XP_039757242.1
OG0007261	Vcard_DToL16176-RA	XP_039760838.1
OG0007262	Vcard_DToL13704-RA	XP_039759191.1
OG0007263	Vcard_DToL09302-RA	XP_039753297.1
OG0007266	Vcard_DToL11075-RA	XP_039757059.1
OG0007267	Vcard_DToL11076-RA	XP_039756909.1
OG0007268	Vcard_DToL00489-RA	XP_039763245.1
OG0007270	Vcard_DToL00486-RA	XP_039763233.1
OG0007271	Vcard_DToL12625-RA	XP_039756270.1
OG0007272	Vcard_DToL13710-RA	XP_039759550.1
OG0007273	Vcard_DToL11079-RA	XP_039756941.1
OG0007274	Vcard_DToL15566-RA	XP_039764851.1
OG0007275	Vcard_DToL03001-RA	XP_039755073.1
OG0007276	Vcard_DToL03002-RA	XP_039755072.1
OG0007278	Vcard_DToL15418-RA	XP_039759842.1
OG0007279	Vcard_DToL04419-RA	XP_039753792.1
OG0007280	Vcard_DToL12621-RA	XP_039756593.1
OG0007281	Vcard_DToL04420-RA	XP_039753969.1
OG0007282	Vcard_DToL07413-RA	XP_039749745.1
OG0007283	Vcard_DToL07414-RA	XP_039749746.1
OG0007284	Vcard_DToL01217-RA	XP_039761425.1
OG0007285	Vcard_DToL06817-RA	XP_039751633.1
OG0007286	Vcard_DToL15419-RA	XP_039760144.1
OG0007287	Vcard_DToL07417-RA	XP_039749735.1, XP_039749942.1
OG0007288	Vcard_DToL07783-RA	XP_039752592.1
OG0007289	Vcard_DToL04426-RA	XP_039753852.1, XP_039753851.1
OG0007290	Vcard_DToL07785-RA	XP_039752673.1
OG0007291	Vcard_DToL03762-RA	XP_039746155.1
OG0007292	Vcard_DToL07788-RA	XP_039752676.1
OG0007293	Vcard_DToL06815-RA	XP_039751638.1
OG0007295	Vcard_DToL13720-RA	XP_039759265.1
OG0007296	Vcard_DToL03765-RA	XP_039746310.1
OG0007297	Vcard_DToL13721-RA	XP_039759267.1
OG0007298	Vcard_DToL03767-RA	XP_039746276.1
OG0007299	Vcard_DToL06813-RA	XP_039751729.1
OG0007300	Vcard_DToL11088-RA	XP_039756947.1
OG0007301	Vcard_DToL07790-RA	XP_039752751.1
OG0007304	Vcard_DToL01215-RA	XP_039761331.1
OG0007305	Vcard_DToL05421-RA	XP_039748681.1
OG0007306	Vcard_DToL07794-RA	XP_039752589.1
OG0007307	Vcard_DToL15575-RA	XP_039763067.1
OG0007308	Vcard_DToL05423-RA	XP_039749282.1
OG0007309	Vcard_DToL07795-RA	XP_039752044.1
OG0007310	Vcard_DToL04435-RA, Vcard_DToL04436-RA	XP_039754381.1
OG0007311	Vcard_DToL05778-RA	XP_039764587.1
OG0007312	Vcard_DToL15576-RA	XP_039764813.1
OG0007313	Vcard_DToL05425-RA	XP_039748900.1
OG0007314	Vcard_DToL15423-RA	XP_039759832.1
OG0007315	Vcard_DToL09955-RA	XP_039758734.1
OG0007316	Vcard_DToL05777-RA	XP_039764725.1
OG0007317	Vcard_DToL05776-RA	XP_039764726.1
OG0007318	Vcard_DToL09950-RA	XP_039758243.1
OG0007319	Vcard_DToL05775-RA	XP_039765196.1
OG0007320	Vcard_DToL11097-RA	XP_039757307.1
OG0007321	Vcard_DToL04437-RA	XP_039754502.1
OG0007322	Vcard_DToL06812-RA	XP_039751639.1
OG0007323	Vcard_DToL09949-RA	XP_039758228.1
OG0007324	Vcard_DToL07429-RA	XP_039749786.1
OG0007325	Vcard_DToL04443-RA	XP_039754095.1
OG0007326	Vcard_DToL07796-RA	XP_039752804.1
OG0007327	Vcard_DToL09946-RA	XP_039758226.1
OG0007328	Vcard_DToL10215-RA	XP_039758367.1
OG0007329	Vcard_DToL07431-RA	XP_039749764.1
OG0007330	Vcard_DToL03012-RA	XP_039755050.1
OG0007331	Vcard_DToL07432-RA	XP_039750153.1
OG0007333	Vcard_DToL03013-RA	XP_039755049.1
OG0007334	Vcard_DToL18711-RA	XP_039760324.1
OG0007335	Vcard_DToL09296-RA	XP_039753008.1
OG0007336	Vcard_DToL14255-RA	XP_039748065.1
OG0007337	Vcard_DToL14412-RA	XP_039757544.1
OG0007338	Vcard_DToL14258-RA	XP_039747756.1
OG0007339	Vcard_DToL15431-RA	XP_039759870.1
OG0007340	Vcard_DToL14259-RA	XP_039747757.1
OG0007341	Vcard_DToL04447-RA	XP_039754001.1
OG0007342	Vcard_DToL12033-RA	XP_039755602.1
OG0007344	Vcard_DToL14264-RA	XP_039748439.1
OG0007345	Vcard_DToL10948-RA	XP_039757263.1
OG0007346	Vcard_DToL10945-RA	XP_039757289.1
OG0007347	Vcard_DToL03017-RA	XP_039755194.1
OG0007348	Vcard_DToL05721-RA	XP_039764421.1
OG0007349	Vcard_DToL10165-RA	XP_039758272.1
OG0007350	Vcard_DToL14266-RA	XP_039748263.1
OG0007351	Vcard_DToL00473-RA	XP_039763510.1
OG0007352	Vcard_DToL10944-RA	XP_039756818.1
OG0007353	Vcard_DToL05722-RA	XP_039765191.1
OG0007354	Vcard_DToL12036-RA	XP_039755724.1
OG0007355	Vcard_DToL07443-RA	XP_039750161.1
OG0007356	Vcard_DToL07444-RA	XP_039750162.1
OG0007357	Vcard_DToL03783-RA	XP_039746258.1
OG0007358	Vcard_DToL00471-RA	XP_039763730.1
OG0007359	Vcard_DToL14269-RA	XP_039747534.1
OG0007360	Vcard_DToL07446-RA	XP_039749777.1
OG0007361	Vcard_DToL05723-RA	XP_039765194.1
OG0007362	Vcard_DToL09290-RA	XP_039753466.1
OG0007363	Vcard_DToL07802-RA	XP_039752719.1
OG0007364	Vcard_DToL07449-RA	XP_039749736.1
OG0007365	Vcard_DToL07803-RA	XP_039752720.1
OG0007366	Vcard_DToL07452-RA	XP_039750150.1
OG0007367	Vcard_DToL09289-RA	XP_039753465.1
OG0007368	Vcard_DToL03788-RA	XP_039746457.1
OG0007369	Vcard_DToL03018-RA	XP_039754778.1
OG0007370	Vcard_DToL00467-RA	XP_039763968.1
OG0007371	Vcard_DToL14408-RA	XP_039757979.1
OG0007372	Vcard_DToL07453-RA	XP_039749858.1
OG0007373	Vcard_DToL14407-RA	XP_039758065.1
OG0007374	Vcard_DToL07806-RA	XP_039752457.1
OG0007375	Vcard_DToL14403-RA	XP_039757511.1
OG0007376	Vcard_DToL07454-RA	XP_039750066.1
OG0007377	Vcard_DToL07455-RA	XP_039749376.1
OG0007378	Vcard_DToL01206-RA	XP_039755824.1
OG0007379	Vcard_DToL05728-RA	XP_039764983.1
OG0007380	Vcard_DToL00465-RA	XP_039763534.1
OG0007382	Vcard_DToL14271-RA	XP_039747529.1
OG0007383	Vcard_DToL12611-RA	XP_039756515.1
OG0007384	Vcard_DToL00466-RA	XP_039763532.1
OG0007385	Vcard_DToL12610-RA	XP_039756358.1
OG0007386	Vcard_DToL02287-RA	XP_039745401.1
OG0007387	Vcard_DToL12609-RA	XP_039756637.1
OG0007388	Vcard_DToL13751-RA	XP_039759246.1
OG0007389	Vcard_DToL03020-RA, Vcard_DToL03019-RA	XP_039754866.1
OG0007390	Vcard_DToL10144-RA	XP_039758643.1
OG0007391	Vcard_DToL03794-RA	XP_039745868.1
OG0007392	Vcard_DToL02281-RA	XP_039765535.1
OG0007393	Vcard_DToL10143-RA	XP_039758413.1
OG0007394	Vcard_DToL12608-RA	XP_039756687.1
OG0007395	Vcard_DToL10386-RA	XP_039750567.1
OG0007397	Vcard_DToL10915-RA	XP_039757031.1
OG0007398	Vcard_DToL14390-RA	XP_039758022.1
OG0007399	Vcard_DToL09279-RA	XP_039753215.1
OG0007400	Vcard_DToL13744-RA	XP_039759437.1
OG0007401	Vcard_DToL02280-RA	XP_039765796.1
OG0007402	Vcard_DToL07458-RA	XP_039750053.1
OG0007403	Vcard_DToL07461-RA	XP_039749946.1
OG0007404	Vcard_DToL10918-RA	XP_039756803.1
OG0007405	Vcard_DToL15586-RA	XP_039757291.1
OG0007406	Vcard_DToL10919-RA	XP_039757314.1
OG0007407	Vcard_DToL14386-RA	XP_039758032.1
OG0007408	Vcard_DToL15445-RA	XP_039760252.1, XP_039760251.1
OG0007409	Vcard_DToL13740-RA	XP_039759170.1
OG0007410	Vcard_DToL10924-RA	XP_039756957.1
OG0007411	Vcard_DToL06797-RA	XP_039751019.1
OG0007412	Vcard_DToL14383-RA	XP_039757705.1
OG0007413	Vcard_DToL03798-RA	XP_039745978.1
OG0007414	Vcard_DToL14380-RA	XP_039757739.1
OG0007415	Vcard_DToL00506-RA	XP_039763577.1
OG0007416	Vcard_DToL09274-RA	XP_039753229.1
OG0007417	Vcard_DToL00507-RA	XP_039763573.1
OG0007418	Vcard_DToL17253-RA	XP_039761597.1
OG0007419	Vcard_DToL10136-RA	XP_039758738.1
OG0007420	Vcard_DToL10378-RA	XP_039750737.1
OG0007421	Vcard_DToL03801-RA	XP_039746085.1
OG0007422	Vcard_DToL02270-RA	XP_039765430.1
OG0007423	Vcard_DToL09273-RA	XP_039753599.1
OG0007424	Vcard_DToL00513-RA	XP_039763958.1
OG0007425	Vcard_DToL10925-RA	XP_039757221.1
OG0007426	Vcard_DToL07464-RA	XP_039749607.1
OG0007427	Vcard_DToL14274-RA	XP_039747656.1
OG0007428	Vcard_DToL06792-RA	XP_039751508.1
OG0007429	Vcard_DToL10376-RA	XP_039750921.1
OG0007430	Vcard_DToL15457-RA	XP_039760097.1
OG0007431	Vcard_DToL01204-RA	XP_039752486.1
OG0007432	Vcard_DToL15458-RA	XP_039760107.1
OG0007433	Vcard_DToL00520-RA	XP_039763551.1
OG0007434	Vcard_DToL10131-RA	XP_039758778.1
OG0007435	Vcard_DToL15459-RA	XP_039759863.1
OG0007436	Vcard_DToL00521-RA	XP_039763953.1
OG0007437	Vcard_DToL04458-RA	XP_039753983.1
OG0007438	Vcard_DToL10128-RA	XP_039758672.1
OG0007440	Vcard_DToL03027-RA	XP_039755262.1
OG0007442	Vcard_DToL07465-RA	XP_039750076.1
OG0007443	Vcard_DToL03028-RA	XP_039755259.1
OG0007444	Vcard_DToL07466-RA, Vcard_DToL07467-RA	XP_039749560.1
OG0007445	Vcard_DToL05446-RA	XP_039748774.1
OG0007446	Vcard_DToL15461-RA	XP_039760156.1
OG0007448	Vcard_DToL03029-RA	XP_039755111.1
OG0007449	Vcard_DToL12602-RA	XP_039756191.1
OG0007450	Vcard_DToL07471-RA	XP_039750013.1, XP_039750012.1
OG0007451	Vcard_DToL01190-RA	XP_039756782.1
OG0007452	Vcard_DToL07472-RA	XP_039750049.1
OG0007453	Vcard_DToL00530-RA	XP_039763243.1
OG0007454	Vcard_DToL00532-RA	XP_039763775.1
OG0007455	Vcard_DToL05448-RA	XP_039748998.1
OG0007456	Vcard_DToL03032-RA	XP_039754937.1
OG0007457	Vcard_DToL06790-RA	XP_039751151.1
OG0007458	Vcard_DToL06789-RA	XP_039751431.1
OG0007459	Vcard_DToL05193-RA	XP_039749297.1
OG0007460	Vcard_DToL00535-RA	XP_039764074.1
OG0007461	Vcard_DToL10927-RA	XP_039757101.1
OG0007462	Vcard_DToL08772-RA	XP_039746832.1
OG0007463	Vcard_DToL00537-RA	XP_039763935.1
OG0007464	Vcard_DToL01185-RA	XP_039758225.1
OG0007465	Vcard_DToL05189-RA	XP_039748925.1
OG0007466	Vcard_DToL02250-RA	XP_039745458.1
OG0007467	Vcard_DToL01183-RA	XP_039757239.1
OG0007468	Vcard_DToL01182-RA	XP_039757482.1
OG0007470	Vcard_DToL02246-RA	XP_039765512.1
OG0007471	Vcard_DToL03034-RA	XP_039754988.1
OG0007472	Vcard_DToL07476-RA	XP_039749859.1
OG0007473	Vcard_DToL03039-RA	XP_039755159.1
OG0007474	Vcard_DToL07477-RA	XP_039750015.1
OG0007475	Vcard_DToL07478-RA	XP_039749811.1
OG0007476	Vcard_DToL02242-RA	XP_039765797.1
OG0007478	Vcard_DToL09257-RA	XP_039753675.1
OG0007479	Vcard_DToL12073-RA	XP_039755296.1
OG0007480	Vcard_DToL01416-RA	XP_039758275.1
OG0007481	Vcard_DToL17244-RA	XP_039761629.1
OG0007483	Vcard_DToL15470-RA	XP_039759953.1
OG0007484	Vcard_DToL10930-RA	XP_039757299.1
OG0007485	Vcard_DToL00542-RA	XP_039763815.1
OG0007486	Vcard_DToL12077-RA	XP_039755928.1
OG0007487	Vcard_DToL15471-RA	XP_039759970.1
OG0007488	Vcard_DToL01418-RA	XP_039754808.1
OG0007489	Vcard_DToL09248-RA	XP_039753459.1
OG0007490	Vcard_DToL12596-RA	XP_039756362.1
OG0007491	Vcard_DToL02237-RA, Vcard_DToL02238-RA	XP_039765721.1
OG0007492	Vcard_DToL15473-RA	XP_039760123.1
OG0007493	Vcard_DToL10933-RA	XP_039757259.1
OG0007494	Vcard_DToL01424-RA	XP_039759782.1
OG0007495	Vcard_DToL12171-RA	XP_039755491.1
OG0007497	Vcard_DToL10934-RA	XP_039757223.1, XP_039757224.1
OG0007498	Vcard_DToL02231-RA	XP_039765509.1
OG0007499	Vcard_DToL17240-RA	XP_039761532.1
OG0007500	Vcard_DToL02371-RA	XP_039765747.1
OG0007501	Vcard_DToL12585-RA	XP_039756261.1
OG0007502	Vcard_DToL02372-RA	XP_039745098.1
OG0007503	Vcard_DToL14374-RA	XP_039757953.1
OG0007504	Vcard_DToL01428-RA	XP_039759838.1
OG0007505	Vcard_DToL04481-RA	XP_039754592.1
OG0007506	Vcard_DToL10935-RA	XP_039756830.1, XP_039756829.1
OG0007507	Vcard_DToL14371-RA	XP_039757813.1
OG0007508	Vcard_DToL09238-RA	XP_039753335.1
OG0007509	Vcard_DToL15481-RA	XP_039760271.1
OG0007510	Vcard_DToL00548-RA	XP_039764080.1
OG0007511	Vcard_DToL09237-RA	XP_039753555.1
OG0007512	Vcard_DToL12584-RA	XP_039756216.1
OG0007513	Vcard_DToL04488-RA, Vcard_DToL04485-RA	XP_039754159.1
OG0007514	Vcard_DToL09236-RA	XP_039753553.1
OG0007515	Vcard_DToL17234-RA	XP_039761762.1
OG0007516	Vcard_DToL14367-RA	XP_039758020.1
OG0007518	Vcard_DToL09235-RA	XP_039753603.1
OG0007520	Vcard_DToL14365-RA	XP_039757515.1
OG0007521	Vcard_DToL02384-RA	XP_039745172.1
OG0007522	Vcard_DToL07492-RA	XP_039749863.1
OG0007523	Vcard_DToL02385-RA	XP_039765546.1
OG0007524	Vcard_DToL07493-RA	XP_039749667.1
OG0007525	Vcard_DToL12580-RA	XP_039756343.1
OG0007526	Vcard_DToL01429-RA	XP_039760370.1
OG0007527	Vcard_DToL15668-RA	XP_039758449.1
OG0007528	Vcard_DToL03048-RA	XP_039754638.1
OG0007529	Vcard_DToL05754-RA	XP_039765174.1
OG0007530	Vcard_DToL05755-RA	XP_039764669.1
OG0007531	Vcard_DToL00552-RA	XP_039763177.1
OG0007532	Vcard_DToL05756-RA	XP_039765266.1
OG0007533	Vcard_DToL09233-RA	XP_039753334.1
OG0007534	Vcard_DToL05757-RA	XP_039763268.1
OG0007535	Vcard_DToL05758-RA	XP_039763305.1
OG0007536	Vcard_DToL05761-RA	XP_039763292.1
OG0007537	Vcard_DToL04498-RA	XP_039753813.1
OG0007538	Vcard_DToL10107-RA, Vcard_DToL10108-RA	XP_039758404.1
OG0007539	Vcard_DToL05762-RA	XP_039763282.1
OG0007540	Vcard_DToL05764-RA	XP_039764167.1
OG0007541	Vcard_DToL14176-RA	XP_039748467.1
OG0007543	Vcard_DToL15626-RA	XP_039748072.1
OG0007544	Vcard_DToL05765-RA	XP_039764154.1
OG0007545	Vcard_DToL02397-RA	XP_039765902.1
OG0007546	Vcard_DToL05768-RA	XP_039764720.1
OG0007547	Vcard_DToL05769-RA	XP_039764740.1
OG0007548	Vcard_DToL04505-RA	XP_039754147.1
OG0007550	Vcard_DToL05773-RA	XP_039764579.1
OG0007551	Vcard_DToL04508-RA	XP_039754234.1
OG0007552	Vcard_DToL17222-RA	XP_039761594.1
OG0007553	Vcard_DToL17221-RA	XP_039761462.1
OG0007554	Vcard_DToL03050-RA	XP_039754694.1
OG0007555	Vcard_DToL17218-RA	XP_039761593.1
OG0007556	Vcard_DToL14178-RA	XP_039747869.1
OG0007557	Vcard_DToL07826-RA	XP_039752295.1
OG0007558	Vcard_DToL01430-RA	XP_039759405.1
OG0007559	Vcard_DToL13814-RA	XP_039759539.1
OG0007560	Vcard_DToL07504-RA	XP_039749514.1
OG0007561	Vcard_DToL03051-RA	XP_039755157.1
OG0007562	Vcard_DToL13813-RA	XP_039759285.1
OG0007563	Vcard_DToL07505-RA	XP_039749516.1
OG0007564	Vcard_DToL12137-RA	XP_039755796.1
OG0007565	Vcard_DToL12135-RA	XP_039755506.1
OG0007566	Vcard_DToL04512-RA	XP_039754265.1
OG0007567	Vcard_DToL17128-RA	XP_039761604.1
OG0007568	Vcard_DToL03055-RA	XP_039754686.1
OG0007569	Vcard_DToL04497-RA	XP_039754574.1
OG0007571	Vcard_DToL12133-RA	XP_039755537.1
OG0007572	Vcard_DToL03806-RA	XP_039745808.1
OG0007573	Vcard_DToL14347-RA	XP_039758164.1
OG0007574	Vcard_DToL05708-RA	XP_039765117.1
OG0007575	Vcard_DToL03809-RA	XP_039746419.1
OG0007576	Vcard_DToL05707-RA	XP_039765118.1
OG0007577	Vcard_DToL13807-RA	XP_039759523.1
OG0007578	Vcard_DToL10358-RA	XP_039750762.1
OG0007579	Vcard_DToL13803-RA	XP_039758947.1
OG0007580	Vcard_DToL13802-RA	XP_039759534.1
OG0007581	Vcard_DToL02404-RA	XP_039745179.1
OG0007582	Vcard_DToL03817-RA	XP_039746326.1
OG0007583	Vcard_DToL13800-RA	XP_039759453.1
OG0007584	Vcard_DToL12120-RA	XP_039755674.1
OG0007585	Vcard_DToL10096-RA	XP_039758473.1
OG0007586	Vcard_DToL14345-RA	XP_039757968.1
OG0007587	Vcard_DToL03818-RA	XP_039746069.1
OG0007588	Vcard_DToL06771-RA	XP_039751445.1
OG0007589	Vcard_DToL05703-RA	XP_039763751.1
OG0007590	Vcard_DToL03823-RA	XP_039745604.1
OG0007591	Vcard_DToL12119-RA	XP_039755478.1
OG0007592	Vcard_DToL03822-RA	XP_039745601.1
OG0007593	Vcard_DToL05702-RA	XP_039763761.1
OG0007594	Vcard_DToL07511-RA	XP_039749695.1
OG0007595	Vcard_DToL12118-RA	XP_039755658.1
OG0007596	Vcard_DToL05701-RA	XP_039765047.1
OG0007597	Vcard_DToL03824-RA	XP_039745605.1
OG0007598	Vcard_DToL10095-RA	XP_039758776.1
OG0007599	Vcard_DToL03830-RA	XP_039745609.1
OG0007600	Vcard_DToL10094-RA	XP_039758710.1
OG0007601	Vcard_DToL07513-RA	XP_039749465.1
OG0007602	Vcard_DToL05179-RA	XP_039749089.1
OG0007603	Vcard_DToL14341-RA	XP_039758115.1
OG0007604	Vcard_DToL09227-RA	XP_039753262.1
OG0007605	Vcard_DToL14340-RA	XP_039757959.1
OG0007606	Vcard_DToL03826-RA	XP_039745606.1
OG0007607	Vcard_DToL03831-RA	XP_039745816.1
OG0007609	Vcard_DToL03832-RA	XP_039745815.1
OG0007610	Vcard_DToL09225-RA	XP_039753595.1
OG0007611	Vcard_DToL07516-RA	XP_039749974.1
OG0007612	Vcard_DToL05700-RA	XP_039764714.1
OG0007613	Vcard_DToL06770-RA	XP_039751411.1
OG0007614	Vcard_DToL08232-RA	XP_039751904.1
OG0007615	Vcard_DToL10355-RA	XP_039750878.1
OG0007616	Vcard_DToL05172-RA	XP_039749233.1
OG0007617	Vcard_DToL09224-RA	XP_039753303.1
OG0007618	Vcard_DToL05171-RA	XP_039749085.1
OG0007619	Vcard_DToL09222-RA	XP_039753551.1
OG0007620	Vcard_DToL12106-RA	XP_039755830.1
OG0007621	Vcard_DToL12557-RA	XP_039756168.1
OG0007622	Vcard_DToL09221-RA	XP_039753614.1
OG0007623	Vcard_DToL06768-RA	XP_039751344.1
OG0007624	Vcard_DToL05697-RA	XP_039762825.1
OG0007625	Vcard_DToL14332-RA	XP_039757577.1
OG0007626	Vcard_DToL10352-RA	XP_039750953.1
OG0007627	Vcard_DToL05694-RA	XP_039765187.1
OG0007628	Vcard_DToL14329-RA	XP_039757690.1
OG0007630	Vcard_DToL15614-RA	XP_039755993.1
OG0007631	Vcard_DToL00562-RA	XP_039763458.1
OG0007632	Vcard_DToL09220-RA	XP_039752849.1
OG0007633	Vcard_DToL05689-RA	XP_039765184.1
OG0007634	Vcard_DToL10091-RA	XP_039758406.1
OG0007635	Vcard_DToL00565-RA	XP_039763623.1
OG0007636	Vcard_DToL10090-RA	XP_039758594.1
OG0007637	Vcard_DToL08227-RA	XP_039752701.1
OG0007638	Vcard_DToL10088-RA	XP_039758460.1
OG0007639	Vcard_DToL03060-RA	XP_039755166.1
OG0007640	Vcard_DToL14319-RA	XP_039757558.1
OG0007641	Vcard_DToL08224-RA	XP_039752054.1
OG0007642	Vcard_DToL05170-RA	XP_039748942.1
OG0007643	Vcard_DToL00569-RA	XP_039764110.1
OG0007644	Vcard_DToL02424-RA	XP_039745158.1
OG0007646	Vcard_DToL12092-RA	XP_039755467.1
OG0007647	Vcard_DToL17175-RA	XP_039761802.1
OG0007648	Vcard_DToL00572-RA	XP_039763523.1
OG0007649	Vcard_DToL12088-RA	XP_039755282.1
