Orthogroup	Vanessa_cardui	Danaus_plexippus
OG0008710	Vcard_DToL15061-RA	DPOGS211712-PA
OG0008712	Vcard_DToL15062-RA	DPOGS211709-PA
OG0008713	Vcard_DToL08900-RA	DPOGS212103-PA
OG0008714	Vcard_DToL08899-RA	DPOGS212160-PA
OG0008715	Vcard_DToL08892-RA	DPOGS212156-PA
OG0008717	Vcard_DToL08889-RA	DPOGS212107-PA
OG0008718	Vcard_DToL06157-RA	DPOGS211130-PA
OG0008719	Vcard_DToL14027-RA	DPOGS213779-PA
OG0008720	Vcard_DToL06155-RA	DPOGS211131-PA
OG0008722	Vcard_DToL06154-RA	DPOGS211169-PA
OG0008723	Vcard_DToL06307-RA	DPOGS210137-PA
OG0008724	Vcard_DToL10593-RA	DPOGS210986-PA
OG0008725	Vcard_DToL04896-RA	DPOGS210128-PA
OG0008726	Vcard_DToL14629-RA	DPOGS211308-PA
OG0008729	Vcard_DToL10245-RA	DPOGS204585-PA
OG0008730	Vcard_DToL04900-RA	DPOGS210029-PA
OG0008731	Vcard_DToL04151-RA	DPOGS210872-PA
OG0008732	Vcard_DToL17966-RA	DPOGS203880-PA
OG0008733	Vcard_DToL13465-RA	DPOGS207533-PA
OG0008734	Vcard_DToL17615-RA	DPOGS206238-PA
OG0008735	Vcard_DToL16969-RA	DPOGS208592-PA
OG0008736	Vcard_DToL11207-RA	DPOGS211372-PA
OG0008737	Vcard_DToL01940-RA	DPOGS213059-PA
OG0008738	Vcard_DToL18397-RA	DPOGS214540-PA
OG0008740	Vcard_DToL00133-RA, Vcard_DToL16233-RA	DPOGS200092-PA
OG0008741	Vcard_DToL18583-RA	DPOGS209281-PA
OG0008742	Vcard_DToL14631-RA	DPOGS211304-PA
OG0008743	Vcard_DToL03193-RA	DPOGS205289-PA
OG0008745	Vcard_DToL14633-RA	DPOGS211327-PA
OG0008746	Vcard_DToL14634-RA	DPOGS211302-PA
OG0008747	Vcard_DToL00131-RA	DPOGS200091-PA
OG0008749	Vcard_DToL01945-RA	DPOGS213142-PA
OG0008750	Vcard_DToL07687-RA	DPOGS201806-PA
OG0008751	Vcard_DToL01946-RA	DPOGS213141-PA
OG0008752	Vcard_DToL14959-RA	DPOGS207675-PA
OG0008753	Vcard_DToL06912-RA	DPOGS213677-PA
OG0008755	Vcard_DToL08879-RA	DPOGS212110-PA
OG0008756	Vcard_DToL04912-RA	DPOGS203274-PA
OG0008757	Vcard_DToL14964-RA	DPOGS207678-PA
OG0008758	Vcard_DToL06918-RA	DPOGS213694-PA
OG0008759	Vcard_DToL06920-RA	DPOGS213695-PA
OG0008760	Vcard_DToL14975-RA	DPOGS209778-PA
OG0008762	Vcard_DToL14976-RA	DPOGS209770-PA
OG0008763	Vcard_DToL18584-RA	DPOGS203062-PA
OG0008764	Vcard_DToL17627-RA	DPOGS209098-PA
OG0008765	Vcard_DToL06594-RA	DPOGS213669-PA
OG0008766	Vcard_DToL10567-RA	DPOGS210968-PA
OG0008767	Vcard_DToL00020-RA	DPOGS207163-PA
OG0008769	Vcard_DToL11182-RA	DPOGS211345-PA
OG0008771	Vcard_DToL18196-RA	DPOGS205219-PA
OG0008772	Vcard_DToL14014-RA	DPOGS213761-PA
OG0008773	Vcard_DToL06599-RA	DPOGS213665-PA
OG0008774	Vcard_DToL11180-RA	DPOGS211346-PA
OG0008775	Vcard_DToL11179-RA	DPOGS211347-PA
OG0008777	Vcard_DToL18185-RA	DPOGS205217-PA
OG0008779	Vcard_DToL15256-RA	DPOGS205008-PA
OG0008780	Vcard_DToL15253-RA	DPOGS204969-PA
OG0008782	Vcard_DToL08870-RA	DPOGS212145-PA
OG0008783	Vcard_DToL01966-RA	DPOGS213066-PA
OG0008784	Vcard_DToL03499-RA	DPOGS205159-PA
OG0008785	Vcard_DToL03501-RA	DPOGS205187-PA
OG0008786	Vcard_DToL00086-RA	DPOGS206805-PA
OG0008787	Vcard_DToL18234-RA	DPOGS211057-PA
OG0008788	Vcard_DToL17573-RA	DPOGS210570-PA
OG0008791	Vcard_DToL18062-RA	DPOGS209346-PA
OG0008792	Vcard_DToL04938-RA	DPOGS203265-PA
OG0008793	Vcard_DToL16466-RA	DPOGS213479-PA
OG0008795	Vcard_DToL04939-RA	DPOGS203264-PA
OG0008796	Vcard_DToL03202-RA	DPOGS205283-PA
OG0008797	Vcard_DToL01984-RA	DPOGS213071-PA
OG0008798	Vcard_DToL12873-RA	DPOGS208442-PA
OG0008799	Vcard_DToL08854-RA	DPOGS212136-PA
OG0008800	Vcard_DToL11156-RA	DPOGS207887-PA
OG0008806	Vcard_DToL01985-RA	DPOGS213129-PA, DPOGS213130-PA
OG0008807	Vcard_DToL16460-RA	DPOGS213473-PA
OG0008809	Vcard_DToL11941-RA	DPOGS214798-PA
OG0008810	Vcard_DToL01992-RA	DPOGS213127-PA
OG0008811	Vcard_DToL06634-RA	DPOGS208541-PA
OG0008812	Vcard_DToL07667-RA	DPOGS212707-PA
OG0008813	Vcard_DToL14882-RA	DPOGS214720-PA
OG0008814	Vcard_DToL03204-RA	DPOGS205281-PA
OG0008815	Vcard_DToL08836-RA	DPOGS201946-PA
OG0008816	Vcard_DToL16953-RA	DPOGS208626-PA, DPOGS208625-PA
OG0008817	Vcard_DToL11141-RA	DPOGS207867-PA
OG0008821	Vcard_DToL11140-RA	DPOGS207894-PA
OG0008822	Vcard_DToL01994-RA	DPOGS213075-PA
OG0008823	Vcard_DToL10557-RA	DPOGS210960-PA
OG0008824	Vcard_DToL04949-RA	DPOGS215894-PA
OG0008825	Vcard_DToL06083-RA	DPOGS201342-PA
OG0008826	Vcard_DToL06082-RA	DPOGS201341-PA
OG0008827	Vcard_DToL13424-RA	DPOGS214666-PA
OG0008828	Vcard_DToL04951-RA	DPOGS215896-PA
OG0008829	Vcard_DToL13421-RA	DPOGS214665-PA
OG0008830	Vcard_DToL13420-RA	DPOGS214670-PA
OG0008832	Vcard_DToL11936-RA	DPOGS214801-PA
OG0008833	Vcard_DToL06578-RA	DPOGS208492-PA
OG0008834	Vcard_DToL18146-RA	DPOGS205194-PA
OG0008835	Vcard_DToL08828-RA	DPOGS208109-PA
OG0008836	Vcard_DToL16446-RA	DPOGS213470-PA
OG0008837	Vcard_DToL02001-RA	DPOGS213078-PA, DPOGS213080-PA
OG0008838	Vcard_DToL04209-RA	DPOGS205892-PA
OG0008839	Vcard_DToL15211-RA	DPOGS207316-PA
OG0008840	Vcard_DToL04210-RA	DPOGS205893-PA
OG0008841	Vcard_DToL04211-RA	DPOGS205919-PA
OG0008843	Vcard_DToL12196-RA	DPOGS213509-PA
OG0008844	Vcard_DToL04217-RA	DPOGS205891-PA
OG0008845	Vcard_DToL12199-RA	DPOGS213623-PA
OG0008848	Vcard_DToL09524-RA	DPOGS201682-PA
OG0008849	Vcard_DToL04966-RA	DPOGS215915-PA
OG0008850	Vcard_DToL09897-RA	DPOGS204813-PA
OG0008851	Vcard_DToL14857-RA	DPOGS214623-PA
OG0008853	Vcard_DToL04975-RA	DPOGS215919-PA
OG0008854	Vcard_DToL17549-RA	DPOGS203636-PA
OG0008855	Vcard_DToL18642-RA	DPOGS209865-PA
OG0008856	Vcard_DToL03536-RA	DPOGS211878-PA
OG0008860	Vcard_DToL17542-RA	DPOGS203858-PA
OG0008861	Vcard_DToL09513-RA	DPOGS201677-PA
OG0008863	Vcard_DToL09509-RA	DPOGS206470-PA
OG0008864	Vcard_DToL12217-RA	DPOGS213518-PA
OG0008866	Vcard_DToL12901-RA	DPOGS215476-PA
OG0008867	Vcard_DToL06037-RA	DPOGS211119-PA
OG0008869	Vcard_DToL07255-RA	DPOGS211284-PA
OG0008870	Vcard_DToL08817-RA	DPOGS208116-PA
OG0008871	Vcard_DToL17539-RA	DPOGS213858-PA
OG0008872	Vcard_DToL03209-RA	DPOGS203200-PA
OG0008873	Vcard_DToL18634-RA	DPOGS202747-PA
OG0008875	Vcard_DToL06035-RA	DPOGS211182-PA
OG0008878	Vcard_DToL18156-RA	DPOGS205197-PA
OG0008879	Vcard_DToL07259-RA	DPOGS211282-PA
OG0008880	Vcard_DToL18159-RA	DPOGS205241-PA
OG0008881	Vcard_DToL04988-RA	DPOGS215868-PA
OG0008882	Vcard_DToL06534-RA	DPOGS208476-PA
OG0008883	Vcard_DToL04235-RA	DPOGS203249-PA
OG0008885	Vcard_DToL02033-RA	DPOGS213094-PA
OG0008886	Vcard_DToL02035-RA	DPOGS213095-PA
OG0008889	Vcard_DToL00301-RA	DPOGS201378-PA
OG0008890	Vcard_DToL12243-RA	DPOGS213606-PA
OG0008891	Vcard_DToL00300-RA	DPOGS201377-PA
OG0008894	Vcard_DToL06529-RA	DPOGS208566-PA
OG0008895	Vcard_DToL06526-RA	DPOGS208568-PA
OG0008896	Vcard_DToL10535-RA	DPOGS210952-PA
OG0008897	Vcard_DToL03563-RA	DPOGS211956-PA
OG0008899	Vcard_DToL10531-RA	DPOGS211016-PA
OG0008900	Vcard_DToL06524-RA	DPOGS208471-PA
OG0008902	Vcard_DToL10530-RA	DPOGS211018-PA
OG0008903	Vcard_DToL10528-RA	DPOGS211019-PA
OG0008904	Vcard_DToL02046-RA	DPOGS213100-PA
OG0008905	Vcard_DToL10526-RA	DPOGS210948-PA
OG0008906	Vcard_DToL02048-RA	DPOGS213099-PA
OG0008907	Vcard_DToL03229-RA	DPOGS209220-PA
OG0008909	Vcard_DToL10521-RA	DPOGS211021-PA
OG0008910	Vcard_DToL08799-RA	DPOGS213819-PA
OG0008911	Vcard_DToL06022-RA	DPOGS211188-PA
OG0008912	Vcard_DToL03578-RA	DPOGS211965-PA
OG0008913	Vcard_DToL12918-RA	DPOGS215483-PA
OG0008914	Vcard_DToL09879-RA	DPOGS204807-PA
OG0008915	Vcard_DToL07276-RA	DPOGS201250-PA
OG0008917	Vcard_DToL01157-RA	DPOGS215615-PA
OG0008918	Vcard_DToL01158-RA	DPOGS215616-PA
OG0008919	Vcard_DToL16014-RA	DPOGS200235-PA
OG0008920	Vcard_DToL13330-RA	DPOGS210431-PA
OG0008921	Vcard_DToL03588-RA	DPOGS211854-PA
OG0008922	Vcard_DToL05000-RA	DPOGS215863-PA
OG0008923	Vcard_DToL16396-RA	DPOGS213420-PA
OG0008924	Vcard_DToL07281-RA	DPOGS201235-PA
OG0008928	Vcard_DToL11120-RA	DPOGS206647-PA
OG0008929	Vcard_DToL16021-RA	DPOGS200248-PA
OG0008930	Vcard_DToL06501-RA	DPOGS208461-PA
OG0008932	Vcard_DToL16023-RA	DPOGS200247-PA
OG0008933	Vcard_DToL13960-RA	DPOGS213250-PA
OG0008934	Vcard_DToL12940-RA	DPOGS215493-PA
OG0008935	Vcard_DToL07285-RA	DPOGS201231-PA
OG0008936	Vcard_DToL12942-RA	DPOGS215458-PA
OG0008937	Vcard_DToL13315-RA	DPOGS210428-PA
OG0008938	Vcard_DToL11113-RA	DPOGS206645-PA
OG0008939	Vcard_DToL01172-RA	DPOGS215795-PA
OG0008943	Vcard_DToL09365-RA	DPOGS204546-PA
OG0008944	Vcard_DToL13956-RA	DPOGS213242-PA
OG0008945	Vcard_DToL12827-RA	DPOGS216042-PA
OG0008946	Vcard_DToL13312-RA	DPOGS210426-PA
OG0008947	Vcard_DToL09366-RA	DPOGS204544-PA
OG0008949	Vcard_DToL02060-RA	DPOGS204382-PA
OG0008950	Vcard_DToL02061-RA	DPOGS204505-PA
OG0008951	Vcard_DToL09367-RA	DPOGS204543-PA
OG0008952	Vcard_DToL02062-RA	DPOGS204504-PA
OG0008953	Vcard_DToL11106-RA	DPOGS206667-PA
OG0008954	Vcard_DToL13310-RA	DPOGS210472-PA
OG0008955	Vcard_DToL07288-RA	DPOGS201254-PA
OG0008956	Vcard_DToL06493-RA	DPOGS208458-PA
OG0008959	Vcard_DToL18095-RA	DPOGS200658-PA
OG0008960	Vcard_DToL12267-RA	DPOGS213593-PA
OG0008962	Vcard_DToL14172-RA	DPOGS205969-PA
OG0008963	Vcard_DToL09875-RA	DPOGS205404-PA
OG0008964	Vcard_DToL06489-RA	DPOGS208584-PA
OG0008965	Vcard_DToL14808-RA	DPOGS204173-PA
OG0008966	Vcard_DToL12737-RA	DPOGS200414-PA, DPOGS200413-PA
OG0008967	Vcard_DToL12739-RA	DPOGS200439-PA
OG0008969	Vcard_DToL05990-RA	DPOGS211103-PA
OG0008971	Vcard_DToL12740-RA	DPOGS200416-PA
OG0008972	Vcard_DToL08767-RA	DPOGS213804-PA
OG0008973	Vcard_DToL08765-RA	DPOGS213805-PA
OG0008974	Vcard_DToL11305-RA	DPOGS210018-PA
OG0008975	Vcard_DToL09872-RA	DPOGS205406-PA
OG0008977	Vcard_DToL09868-RA	DPOGS205398-PA
OG0008979	Vcard_DToL01529-RA	DPOGS201753-PA
OG0008980	Vcard_DToL01530-RA	DPOGS201754-PA
OG0008981	Vcard_DToL12283-RA	DPOGS213586-PA
OG0008983	Vcard_DToL01531-RA	DPOGS203647-PA
OG0008984	Vcard_DToL08763-RA	DPOGS203056-PA
OG0008985	Vcard_DToL17506-RA	DPOGS212530-PA
OG0008986	Vcard_DToL15162-RA	DPOGS207344-PA
OG0008987	Vcard_DToL16128-RA	DPOGS210023-PA
OG0008988	Vcard_DToL16129-RA	DPOGS210025-PA
OG0008989	Vcard_DToL09860-RA	DPOGS205412-PA
OG0008990	Vcard_DToL10504-RA	DPOGS211570-PA
OG0008991	Vcard_DToL05979-RA	DPOGS211096-PA
OG0008992	Vcard_DToL06484-RA	DPOGS205794-PA
OG0008993	Vcard_DToL14798-RA	DPOGS200192-PA
OG0008994	Vcard_DToL05971-RA	DPOGS211091-PA
OG0008995	Vcard_DToL09857-RA	DPOGS205420-PA
OG0008996	Vcard_DToL10494-RA	DPOGS211575-PA
OG0008997	Vcard_DToL11290-RA	DPOGS210008-PA
OG0008998	Vcard_DToL18243-RA	DPOGS214455-PA
OG0008999	Vcard_DToL16143-RA	DPOGS210019-PA
OG0009000	Vcard_DToL13271-RA	DPOGS209129-PA
OG0009003	Vcard_DToL11286-RA	DPOGS205463-PA
OG0009005	Vcard_DToL08755-RA	DPOGS203053-PA
OG0009006	Vcard_DToL05032-RA	DPOGS200919-PA
OG0009007	Vcard_DToL09853-RA	DPOGS205390-PA
OG0009008	Vcard_DToL09852-RA	DPOGS205423-PA
OG0009009	Vcard_DToL09850-RA	DPOGS201073-PA
OG0009010	Vcard_DToL12297-RA	DPOGS213580-PA
OG0009011	Vcard_DToL06850-RA	DPOGS205027-PA
OG0009012	Vcard_DToL09849-RA	DPOGS201086-PA
OG0009013	Vcard_DToL08744-RA	DPOGS203046-PA
OG0009014	Vcard_DToL08742-RA	DPOGS203049-PA
OG0009015	Vcard_DToL08741-RA	DPOGS203048-PA
OG0009017	Vcard_DToL09398-RA	DPOGS206467-PA
OG0009019	Vcard_DToL00261-RA	DPOGS209677-PA
OG0009020	Vcard_DToL08739-RA	DPOGS206120-PA
OG0009021	Vcard_DToL02104-RA	DPOGS204395-PA
OG0009023	Vcard_DToL15339-RA	DPOGS200939-PA
OG0009024	Vcard_DToL05049-RA	DPOGS207953-PA
OG0009025	Vcard_DToL06873-RA	DPOGS205791-PA
OG0009026	Vcard_DToL05951-RA	DPOGS211079-PA
OG0009028	Vcard_DToL12308-RA	DPOGS213553-PA
OG0009029	Vcard_DToL12748-RA	DPOGS200424-PA
OG0009030	Vcard_DToL12750-RA	DPOGS200433-PA
OG0009031	Vcard_DToL00257-RA	DPOGS201389-PA
OG0009033	Vcard_DToL05055-RA	DPOGS207948-PA
OG0009035	Vcard_DToL12752-RA	DPOGS200432-PA
OG0009036	Vcard_DToL10961-RA	DPOGS214029-PA
OG0009037	Vcard_DToL08734-RA	DPOGS206114-PA
OG0009038	Vcard_DToL03636-RA	DPOGS215980-PA
OG0009039	Vcard_DToL00243-RA	DPOGS201395-PA
OG0009040	Vcard_DToL12756-RA	DPOGS200431-PA
OG0009041	Vcard_DToL15349-RA	DPOGS212052-PA
OG0009042	Vcard_DToL15351-RA	DPOGS212018-PA
OG0009043	Vcard_DToL04287-RA	DPOGS209267-PA
OG0009044	Vcard_DToL08733-RA	DPOGS206113-PA
OG0009045	Vcard_DToL08730-RA	DPOGS206061-PA
OG0009046	Vcard_DToL05933-RA	DPOGS211071-PA
OG0009047	Vcard_DToL11947-RA	DPOGS214812-PA
OG0009048	Vcard_DToL08729-RA	DPOGS206112-PA
OG0009049	Vcard_DToL07882-RA	DPOGS212700-PA
OG0009050	Vcard_DToL12758-RA	DPOGS207370-PA
OG0009051	Vcard_DToL03644-RA	DPOGS216009-PA
OG0009052	Vcard_DToL04292-RA	DPOGS209270-PA
OG0009054	Vcard_DToL14146-RA	DPOGS215508-PA
OG0009055	Vcard_DToL02867-RA	DPOGS213729-PA
OG0009057	Vcard_DToL10963-RA	DPOGS214036-PA
OG0009058	Vcard_DToL08723-RA	DPOGS206065-PA
OG0009059	Vcard_DToL12763-RA	DPOGS207392-PA
OG0009060	Vcard_DToL05072-RA	DPOGS207942-PA
OG0009061	Vcard_DToL12764-RA	DPOGS207391-PA
OG0009062	Vcard_DToL08722-RA	DPOGS206067-PA
OG0009063	Vcard_DToL06885-RA	DPOGS205803-PA
OG0009064	Vcard_DToL07830-RA	DPOGS212749-PA
OG0009065	Vcard_DToL16273-RA	DPOGS200536-PA
OG0009066	Vcard_DToL08718-RA	DPOGS206108-PA
OG0009067	Vcard_DToL02126-RA	DPOGS204401-PA
OG0009068	Vcard_DToL05078-RA	DPOGS207965-PA
OG0009069	Vcard_DToL08717-RA	DPOGS206070-PA
OG0009070	Vcard_DToL05080-RA	DPOGS207966-PA
OG0009071	Vcard_DToL12776-RA	DPOGS207373-PA
OG0009073	Vcard_DToL03650-RA	DPOGS207470-PA
OG0009074	Vcard_DToL18251-RA	DPOGS215104-PA
OG0009075	Vcard_DToL08706-RA	DPOGS206104-PA
OG0009079	Vcard_DToL12787-RA	DPOGS207382-PA
OG0009081	Vcard_DToL01561-RA	DPOGS203656-PA
OG0009082	Vcard_DToL02137-RA	DPOGS204406-PA
OG0009083	Vcard_DToL06680-RA	DPOGS205778-PA
OG0009084	Vcard_DToL14739-RA	DPOGS214580-PA
OG0009085	Vcard_DToL07320-RA	DPOGS202065-PA
OG0009087	Vcard_DToL05920-RA	DPOGS215847-PA
OG0009088	Vcard_DToL08700-RA	DPOGS206075-PA
OG0009089	Vcard_DToL14455-RA	DPOGS214941-PA
OG0009090	Vcard_DToL11957-RA	DPOGS214818-PA
OG0009092	Vcard_DToL07325-RA	DPOGS202015-PA
OG0009093	Vcard_DToL08698-RA	DPOGS206076-PA
OG0009094	Vcard_DToL07835-RA	DPOGS212715-PA
OG0009095	Vcard_DToL08697-RA	DPOGS206102-PA
OG0009096	Vcard_DToL02879-RA	DPOGS215514-PA
OG0009097	Vcard_DToL08695-RA	DPOGS206101-PA
OG0009098	Vcard_DToL13172-RA	DPOGS210489-PA
OG0009099	Vcard_DToL00214-RA	DPOGS203992-PA
OG0009101	Vcard_DToL02882-RA	DPOGS203757-PA
OG0009102	Vcard_DToL08694-RA	DPOGS206100-PA
OG0009103	Vcard_DToL00211-RA	DPOGS203991-PA
OG0009104	Vcard_DToL04312-RA	DPOGS204350-PA
OG0009105	Vcard_DToL17427-RA	DPOGS211661-PA
OG0009107	Vcard_DToL08689-RA	DPOGS206079-PA
OG0009108	Vcard_DToL08684-RA	DPOGS206096-PA
OG0009109	Vcard_DToL08683-RA	DPOGS206081-PA
OG0009110	Vcard_DToL08681-RA	DPOGS206095-PA
OG0009111	Vcard_DToL04315-RA	DPOGS204323-PA
OG0009112	Vcard_DToL08676-RA	DPOGS206094-PA
OG0009113	Vcard_DToL16260-RA	DPOGS200544-PA
OG0009114	Vcard_DToL01574-RA	DPOGS203659-PA
OG0009115	Vcard_DToL08669-RA	DPOGS206091-PA
OG0009116	Vcard_DToL07334-RA	DPOGS202057-PA
OG0009118	Vcard_DToL07337-RA	DPOGS202055-PA
OG0009119	Vcard_DToL16257-RA	DPOGS200551-PA
OG0009121	Vcard_DToL17324-RA	DPOGS201644-PA
OG0009123	Vcard_DToL11971-RA	DPOGS206171-PA, DPOGS206170-PA
OG0009127	Vcard_DToL05114-RA	DPOGS207984-PA
OG0009128	Vcard_DToL08664-RA	DPOGS205072-PA
OG0009129	Vcard_DToL05117-RA	DPOGS207985-PA
OG0009130	Vcard_DToL05914-RA	DPOGS215842-PA
OG0009131	Vcard_DToL01584-RA	DPOGS203832-PA
OG0009132	Vcard_DToL04317-RA	DPOGS204324-PA
OG0009133	Vcard_DToL05911-RA	DPOGS215811-PA
OG0009134	Vcard_DToL08660-RA	DPOGS205071-PA
OG0009135	Vcard_DToL04318-RA	DPOGS204325-PA
OG0009136	Vcard_DToL02158-RA	DPOGS204471-PA
OG0009137	Vcard_DToL11977-RA	DPOGS207312-PA
OG0009138	Vcard_DToL05904-RA	DPOGS215814-PA
OG0009140	Vcard_DToL01586-RA	DPOGS203831-PA
OG0009141	Vcard_DToL00185-RA	DPOGS203906-PA
OG0009142	Vcard_DToL07884-RA	DPOGS207065-PA
OG0009144	Vcard_DToL08654-RA	DPOGS205070-PA
OG0009145	Vcard_DToL02168-RA	DPOGS204421-PA
OG0009147	Vcard_DToL07888-RA	DPOGS207063-PA
OG0009149	Vcard_DToL11980-RA	DPOGS207310-PA
OG0009150	Vcard_DToL02174-RA	DPOGS204424-PA
OG0009151	Vcard_DToL02928-RA	DPOGS203221-PA
OG0009153	Vcard_DToL08647-RA	DPOGS205068-PA
OG0009154	Vcard_DToL16287-RA	DPOGS202474-PA
OG0009155	Vcard_DToL08644-RA	DPOGS205078-PA
OG0009157	Vcard_DToL13141-RA	DPOGS210508-PA
OG0009159	Vcard_DToL15487-RA	DPOGS209330-PA
OG0009160	Vcard_DToL08642-RA	DPOGS205067-PA
OG0009161	Vcard_DToL04341-RA	DPOGS204336-PA
OG0009162	Vcard_DToL08640-RA	DPOGS205080-PA
OG0009166	Vcard_DToL08637-RA	DPOGS205082-PA
OG0009168	Vcard_DToL08634-RA	DPOGS205065-PA
OG0009169	Vcard_DToL09434-RA	DPOGS202739-PA
OG0009170	Vcard_DToL04347-RA	DPOGS200383-PA
OG0009171	Vcard_DToL18687-RA	DPOGS214614-PA
OG0009173	Vcard_DToL09439-RA	DPOGS202727-PA
OG0009174	Vcard_DToL00358-RA	DPOGS203956-PA
OG0009175	Vcard_DToL02939-RA	DPOGS203157-PA
OG0009176	Vcard_DToL15499-RA	DPOGS209310-PA
OG0009177	Vcard_DToL02184-RA	DPOGS204459-PA
OG0009178	Vcard_DToL09447-RA	DPOGS211253-PA
OG0009180	Vcard_DToL05152-RA	DPOGS215566-PA
OG0009182	Vcard_DToL00379-RA	DPOGS203929-PA
OG0009183	Vcard_DToL13202-RA	DPOGS206006-PA
OG0009184	Vcard_DToL14500-RA	DPOGS202244-PA
OG0009185	Vcard_DToL15503-RA	DPOGS209325-PA
OG0009186	Vcard_DToL05885-RA	DPOGS215821-PA
OG0009187	Vcard_DToL07361-RA	DPOGS208994-PA
OG0009188	Vcard_DToL05155-RA	DPOGS215600-PA
OG0009190	Vcard_DToL02946-RA	DPOGS203213-PA
OG0009191	Vcard_DToL09814-RA	DPOGS215088-PA
OG0009192	Vcard_DToL08629-RA	DPOGS205085-PA
OG0009193	Vcard_DToL09455-RA	DPOGS211249-PA
OG0009195	Vcard_DToL01288-RA	DPOGS203818-PA
OG0009196	Vcard_DToL09809-RA	DPOGS215090-PA
OG0009197	Vcard_DToL10439-RA	DPOGS202616-PA
OG0009198	Vcard_DToL02955-RA	DPOGS203212-PA
OG0009199	Vcard_DToL05167-RA	DPOGS215560-PA
OG0009200	Vcard_DToL05347-RA	DPOGS211409-PA
OG0009201	Vcard_DToL09798-RA	DPOGS215072-PA
OG0009203	Vcard_DToL02208-RA	DPOGS208064-PA
OG0009204	Vcard_DToL10429-RA	DPOGS202619-PA
OG0009205	Vcard_DToL12704-RA	DPOGS200615-PA
OG0009206	Vcard_DToL08615-RA	DPOGS205092-PA
OG0009207	Vcard_DToL17275-RA	DPOGS211067-PA
OG0009208	Vcard_DToL01277-RA	DPOGS203815-PA
OG0009209	Vcard_DToL17050-RA	DPOGS203773-PA
OG0009210	Vcard_DToL08606-RA	DPOGS205057-PA
OG0009213	Vcard_DToL08605-RA	DPOGS205056-PA
OG0009214	Vcard_DToL08604-RA	DPOGS205095-PA
OG0009215	Vcard_DToL08603-RA	DPOGS205055-PA
OG0009216	Vcard_DToL08602-RA	DPOGS205096-PA
OG0009217	Vcard_DToL08601-RA	DPOGS205054-PA
OG0009218	Vcard_DToL05876-RA	DPOGS206543-PA
OG0009221	Vcard_DToL11024-RA	DPOGS206603-PA
OG0009222	Vcard_DToL14204-RA	DPOGS200530-PA
OG0009223	Vcard_DToL07377-RA	DPOGS208861-PA
OG0009224	Vcard_DToL09464-RA	DPOGS206479-PA
OG0009225	Vcard_DToL08589-RA	DPOGS205052-PA
OG0009226	Vcard_DToL02227-RA	DPOGS208082-PA
OG0009227	Vcard_DToL08588-RA	DPOGS205098-PA
OG0009228	Vcard_DToL08587-RA	DPOGS205051-PA
OG0009230	Vcard_DToL15531-RA	DPOGS206411-PA
OG0009231	Vcard_DToL09469-RA	DPOGS206439-PA
OG0009232	Vcard_DToL08583-RA	DPOGS205049-PA
OG0009233	Vcard_DToL14519-RA	DPOGS202329-PA
OG0009235	Vcard_DToL03706-RA	DPOGS215992-PA
OG0009236	Vcard_DToL09783-RA	DPOGS201068-PA
OG0009237	Vcard_DToL05864-RA	DPOGS206536-PA
OG0009238	Vcard_DToL11040-RA	DPOGS206685-PA
OG0009239	Vcard_DToL02364-RA	DPOGS204243-PA
OG0009240	Vcard_DToL14218-RA	DPOGS200568-PA
OG0009241	Vcard_DToL05862-RA	DPOGS206535-PA
OG0009242	Vcard_DToL09781-RA	DPOGS201067-PA
OG0009243	Vcard_DToL07922-RA	DPOGS206891-PA
OG0009245	Vcard_DToL03709-RA	DPOGS215991-PA
OG0009247	Vcard_DToL07999-RA	DPOGS206893-PA
OG0009249	Vcard_DToL08582-RA	DPOGS205099-PA
OG0009250	Vcard_DToL04384-RA	DPOGS205349-PA
OG0009253	Vcard_DToL04386-RA	DPOGS205353-PA
OG0009254	Vcard_DToL14226-RA	DPOGS200572-PA
OG0009255	Vcard_DToL02355-RA	DPOGS204236-PA
OG0009256	Vcard_DToL11048-RA	DPOGS206611-PA
OG0009257	Vcard_DToL07991-RA	DPOGS207041-PA
OG0009258	Vcard_DToL12686-RA	DPOGS200608-PA
OG0009259	Vcard_DToL08581-RA	DPOGS205048-PA
OG0009261	Vcard_DToL09773-RA	DPOGS201097-PA
OG0009262	Vcard_DToL14543-RA	DPOGS202265-PA
OG0009263	Vcard_DToL15537-RA	DPOGS206428-PA
OG0009264	Vcard_DToL15538-RA	DPOGS206429-PA
OG0009265	Vcard_DToL13221-RA	DPOGS209398-PA
OG0009266	Vcard_DToL12683-RA	DPOGS200692-PA
OG0009267	Vcard_DToL07986-RA	DPOGS207039-PA
OG0009268	Vcard_DToL14546-RA	DPOGS202268-PA
OG0009269	Vcard_DToL08576-RA	DPOGS210404-PA
OG0009270	Vcard_DToL08573-RA	DPOGS205101-PA
OG0009271	Vcard_DToL12681-RA	DPOGS200691-PA
OG0009272	Vcard_DToL02347-RA	DPOGS204232-PA
OG0009273	Vcard_DToL11995-RA	DPOGS207252-PA
OG0009274	Vcard_DToL00441-RA	DPOGS203390-PA
OG0009277	Vcard_DToL11062-RA	DPOGS206676-PA
OG0009278	Vcard_DToL08566-RA	DPOGS213010-PA
OG0009279	Vcard_DToL08565-RA	DPOGS213012-PA
OG0009280	Vcard_DToL09763-RA	DPOGS205605-PA
