Orthogroup	Vanessa_cardui	Heliconius_erato_lativitta
OG0007114	Vcard_DToL02353-RA	HEL_001346-RA
OG0007115	Vcard_DToL12685-RA	HEL_013610-RA
OG0007116	Vcard_DToL05845-RA	HEL_003006-RA
OG0007117	Vcard_DToL07987-RA	HEL_009992-RA
OG0007118	Vcard_DToL12684-RA	HEL_013611-RA
OG0007119	Vcard_DToL12682-RA	HEL_013612-RA
OG0007120	Vcard_DToL05843-RA	HEL_003008-RA
OG0007121	Vcard_DToL15544-RA	HEL_006920-RA
OG0007122	Vcard_DToL02349-RA	HEL_001348-RA
OG0007124	Vcard_DToL05380-RA	HEL_000044-RA
OG0007125	Vcard_DToL00253-RA	HEL_007187-RA
OG0007126	Vcard_DToL09473-RA	HEL_010751-RA
OG0007127	Vcard_DToL02348-RA	HEL_001349-RA
OG0007128	Vcard_DToL05383-RA	HEL_000041-RA
OG0007129	Vcard_DToL11994-RA	HEL_001080-RA
OG0007131	Vcard_DToL07980-RA	HEL_009997-RA
OG0007133	Vcard_DToL03721-RA	HEL_004569-RA
OG0007134	Vcard_DToL17035-RA	HEL_004704-RA
OG0007135	Vcard_DToL02344-RA	HEL_001351-RA
OG0007136	Vcard_DToL11060-RA	HEL_014078-RA
OG0007138	Vcard_DToL05386-RA	HEL_000036-RA
OG0007139	Vcard_DToL07976-RA	HEL_009999-RA
OG0007140	Vcard_DToL17032-RA	HEL_004703-RA
OG0007141	Vcard_DToL07974-RA	HEL_010000-RA
OG0007142	Vcard_DToL16202-RA	HEL_009518-RA
OG0007143	Vcard_DToL11999-RA	HEL_001083-RA
OG0007144	Vcard_DToL16201-RA	HEL_009517-RA
OG0007145	Vcard_DToL01246-RA	HEL_002769-RA
OG0007146	Vcard_DToL16199-RA	HEL_009515-RA
OG0007147	Vcard_DToL12000-RA	HEL_001084-RA
OG0007148	Vcard_DToL12001-RA	HEL_001085-RA
OG0007149	Vcard_DToL07386-RA	HEL_006082-RA
OG0007150	Vcard_DToL05395-RA	HEL_000028-RA
OG0007151	Vcard_DToL09766-RA	HEL_012920-RA
OG0007152	Vcard_DToL12678-RA	HEL_013614-RA
OG0007153	Vcard_DToL10413-RA	HEL_004215-RA
OG0007154	Vcard_DToL01242-RA	HEL_002763-RA
OG0007155	Vcard_DToL02331-RA	HEL_001365-RA
OG0007156	Vcard_DToL15550-RA	HEL_006927-RA
OG0007157	Vcard_DToL05835-RA	HEL_003014-RA
OG0007158	Vcard_DToL12674-RA	HEL_013616-RA
OG0007159	Vcard_DToL05834-RA	HEL_003015-RA
OG0007160	Vcard_DToL07971-RA	HEL_010003-RA
OG0007161	Vcard_DToL05832-RA	HEL_003017-RA
OG0007162	Vcard_DToL09761-RA	HEL_012925-RA
OG0007163	Vcard_DToL00447-RA	HEL_014474-RA
OG0007165	Vcard_DToL00450-RA	HEL_014476-RA
OG0007166	Vcard_DToL02328-RA	HEL_001368-RA
OG0007167	Vcard_DToL05404-RA	HEL_000026-RA
OG0007168	Vcard_DToL01240-RA	HEL_002761-RA
OG0007169	Vcard_DToL05408-RA	HEL_000025-RA
OG0007170	Vcard_DToL02325-RA	HEL_001370-RA
OG0007171	Vcard_DToL01239-RA	HEL_002759-RA
OG0007172	Vcard_DToL05829-RA	HEL_003023-RA
OG0007174	Vcard_DToL03731-RA	HEL_004564-RA
OG0007175	Vcard_DToL13684-RA, Vcard_DToL13685-RA	HEL_008208-RA
OG0007176	Vcard_DToL05825-RA	HEL_003025-RA
OG0007178	Vcard_DToL05823-RA	HEL_003027-RA
OG0007179	Vcard_DToL07390-RA	HEL_006078-RA
OG0007181	Vcard_DToL02318-RA	HEL_001376-RA
OG0007182	Vcard_DToL02317-RA	HEL_001377-RA
OG0007183	Vcard_DToL03737-RA	HEL_004558-RA
OG0007184	Vcard_DToL03738-RA	HEL_004557-RA
OG0007185	Vcard_DToL03739-RA	HEL_004556-RA
OG0007186	Vcard_DToL09482-RA	HEL_010744-RA
OG0007187	Vcard_DToL01238-RA	HEL_002758-RA
OG0007188	Vcard_DToL05814-RA	HEL_003035-RA
OG0007189	Vcard_DToL14236-RA	HEL_000273-RA
OG0007191	Vcard_DToL12009-RA	HEL_001090-RA
OG0007192	Vcard_DToL05813-RA	HEL_003036-RA
OG0007194	Vcard_DToL01233-RA	HEL_002757-RA
OG0007195	Vcard_DToL05417-RA	HEL_000020-RA
OG0007196	Vcard_DToL01231-RA	HEL_002756-RA
OG0007197	Vcard_DToL07954-RA	HEL_010015-RA
OG0007198	Vcard_DToL12664-RA	HEL_013620-RA
OG0007200	Vcard_DToL12014-RA	HEL_001098-RA
OG0007202	Vcard_DToL12016-RA	HEL_001101-RA
OG0007203	Vcard_DToL01230-RA	HEL_002754-RA
OG0007205	Vcard_DToL02312-RA	HEL_001379-RA
OG0007206	Vcard_DToL09494-RA	HEL_010740-RA
OG0007207	Vcard_DToL13694-RA	HEL_008199-RA
OG0007208	Vcard_DToL12660-RA	HEL_013623-RA
OG0007209	Vcard_DToL07951-RA	HEL_010018-RA
OG0007210	Vcard_DToL15410-RA	HEL_012356-RA
OG0007211	Vcard_DToL15409-RA	HEL_012355-RA
OG0007212	Vcard_DToL06822-RA	HEL_006304-RA
OG0007213	Vcard_DToL09499-RA	HEL_010738-RA
OG0007214	Vcard_DToL03742-RA	HEL_004553-RA
OG0007215	Vcard_DToL01229-RA	HEL_002753-RA
OG0007216	Vcard_DToL09336-RA	HEL_012150-RA
OG0007217	Vcard_DToL09335-RA	HEL_012151-RA
OG0007218	Vcard_DToL05800-RA	HEL_003043-RA
OG0007219	Vcard_DToL09334-RA	HEL_012152-RA
OG0007220	Vcard_DToL05799-RA	HEL_003044-RA
OG0007221	Vcard_DToL12027-RA	HEL_001108-RA
OG0007222	Vcard_DToL04417-RA	HEL_007424-RA, HEL_007423-RA
OG0007223	Vcard_DToL05794-RA	HEL_003047-RA
OG0007224	Vcard_DToL05793-RA	HEL_003048-RA
OG0007225	Vcard_DToL05792-RA	HEL_003049-RA
OG0007227	Vcard_DToL12656-RA	HEL_013626-RA
OG0007228	Vcard_DToL12653-RA	HEL_013627-RA
OG0007229	Vcard_DToL09328-RA	HEL_012158-RA
OG0007230	Vcard_DToL13699-RA	HEL_008196-RA
OG0007231	Vcard_DToL03745-RA	HEL_004549-RA
OG0007232	Vcard_DToL17294-RA	HEL_005983-RA
OG0007233	Vcard_DToL12650-RA	HEL_013628-RA
OG0007234	Vcard_DToL09325-RA	HEL_012160-RA
OG0007235	Vcard_DToL12648-RA	HEL_013630-RA
OG0007236	Vcard_DToL02994-RA	HEL_005508-RA
OG0007237	Vcard_DToL12646-RA	HEL_013633-RA
OG0007238	Vcard_DToL03751-RA	HEL_004542-RA
OG0007239	Vcard_DToL05788-RA	HEL_003052-RA
OG0007240	Vcard_DToL09322-RA	HEL_012162-RA
OG0007241	Vcard_DToL06819-RA	HEL_006305-RA
OG0007242	Vcard_DToL09321-RA	HEL_012163-RA
OG0007243	Vcard_DToL09320-RA	HEL_012164-RA
OG0007244	Vcard_DToL07399-RA	HEL_006072-RA
OG0007245	Vcard_DToL07400-RA	HEL_006071-RA
OG0007246	Vcard_DToL07701-RA	HEL_013553-RA
OG0007247	Vcard_DToL09314-RA	HEL_012172-RA
OG0007248	Vcard_DToL07700-RA	HEL_013554-RA
OG0007249	Vcard_DToL17213-RA	HEL_005933-RA
OG0007250	Vcard_DToL17214-RA	HEL_005934-RA
OG0007252	Vcard_DToL07696-RA	HEL_014510-RA
OG0007253	Vcard_DToL13703-RA	HEL_008194-RA
OG0007254	Vcard_DToL09307-RA	HEL_012181-RA
OG0007255	Vcard_DToL11859-RA	HEL_009845-RA
OG0007257	Vcard_DToL07401-RA	HEL_006070-RA
OG0007258	Vcard_DToL09304-RA	HEL_012182-RA
OG0007259	Vcard_DToL12636-RA	HEL_013640-RA
OG0007260	Vcard_DToL11072-RA	HEL_014089-RA
OG0007261	Vcard_DToL16176-RA	HEL_009498-RA
OG0007262	Vcard_DToL13704-RA	HEL_008193-RA
OG0007263	Vcard_DToL09302-RA	HEL_012183-RA, HEL_012184-RA
OG0007264	Vcard_DToL12632-RA	HEL_013642-RA, HEL_013643-RA
OG0007266	Vcard_DToL11075-RA	HEL_012251-RA
OG0007267	Vcard_DToL11076-RA	HEL_012253-RA
OG0007269	Vcard_DToL01221-RA	HEL_002738-RA
OG0007271	Vcard_DToL12625-RA	HEL_013647-RA
OG0007273	Vcard_DToL11079-RA	HEL_012257-RA
OG0007274	Vcard_DToL15566-RA	HEL_006886-RA
OG0007275	Vcard_DToL03001-RA	HEL_005504-RA
OG0007278	Vcard_DToL15418-RA	HEL_012339-RA
OG0007279	Vcard_DToL04419-RA	HEL_007421-RA
OG0007280	Vcard_DToL12621-RA	HEL_013651-RA
OG0007281	Vcard_DToL04420-RA	HEL_007420-RA
OG0007282	Vcard_DToL07413-RA	HEL_006055-RA
OG0007283	Vcard_DToL07414-RA	HEL_006054-RA
OG0007284	Vcard_DToL01217-RA	HEL_002729-RA
OG0007285	Vcard_DToL06817-RA	HEL_006308-RA
OG0007286	Vcard_DToL15419-RA	HEL_012338-RA
OG0007287	Vcard_DToL07417-RA	HEL_006053-RA
OG0007288	Vcard_DToL07783-RA	HEL_013332-RA
OG0007289	Vcard_DToL04426-RA	HEL_007418-RA
OG0007290	Vcard_DToL07785-RA	HEL_013334-RA
OG0007291	Vcard_DToL03762-RA	HEL_004534-RA
OG0007292	Vcard_DToL07788-RA	HEL_013336-RA
OG0007293	Vcard_DToL06815-RA	HEL_006313-RA
OG0007296	Vcard_DToL03765-RA	HEL_004532-RA
OG0007297	Vcard_DToL13721-RA	HEL_008185-RA
OG0007298	Vcard_DToL03767-RA	HEL_004530-RA
OG0007299	Vcard_DToL06813-RA	HEL_006316-RA
OG0007300	Vcard_DToL11088-RA	HEL_012260-RA
OG0007301	Vcard_DToL07790-RA	HEL_013337-RA
OG0007304	Vcard_DToL01215-RA	HEL_002725-RA
OG0007305	Vcard_DToL05421-RA	HEL_000016-RA
OG0007306	Vcard_DToL07794-RA	HEL_013344-RA
OG0007307	Vcard_DToL15575-RA	HEL_006880-RA
OG0007308	Vcard_DToL05423-RA	HEL_000015-RA
OG0007309	Vcard_DToL07795-RA	HEL_013345-RA
OG0007311	Vcard_DToL05778-RA	HEL_003055-RA
OG0007312	Vcard_DToL15576-RA	HEL_006879-RA
OG0007313	Vcard_DToL05425-RA	HEL_000014-RA
OG0007314	Vcard_DToL15423-RA	HEL_012334-RA
OG0007315	Vcard_DToL09955-RA	HEL_007320-RA
OG0007316	Vcard_DToL05777-RA	HEL_003056-RA
OG0007317	Vcard_DToL05776-RA	HEL_003057-RA
OG0007318	Vcard_DToL09950-RA	HEL_007317-RA
OG0007319	Vcard_DToL05775-RA	HEL_003058-RA
OG0007320	Vcard_DToL11097-RA	HEL_012263-RA
OG0007321	Vcard_DToL04437-RA	HEL_007416-RA
OG0007322	Vcard_DToL06812-RA	HEL_006317-RA
OG0007323	Vcard_DToL09949-RA	HEL_007316-RA
OG0007324	Vcard_DToL07429-RA	HEL_006042-RA
OG0007325	Vcard_DToL04443-RA	HEL_007412-RA
OG0007326	Vcard_DToL07796-RA	HEL_013346-RA
OG0007327	Vcard_DToL09946-RA	HEL_007314-RA
OG0007328	Vcard_DToL10215-RA	HEL_007313-RA
OG0007329	Vcard_DToL07431-RA	HEL_006041-RA
OG0007330	Vcard_DToL03012-RA	HEL_005497-RA
OG0007331	Vcard_DToL07432-RA	HEL_006193-RA
OG0007333	Vcard_DToL03013-RA	HEL_005496-RA
OG0007335	Vcard_DToL09296-RA	HEL_012191-RA
OG0007337	Vcard_DToL14412-RA	HEL_003836-RA
OG0007338	Vcard_DToL14258-RA	HEL_000250-RA
OG0007339	Vcard_DToL15431-RA	HEL_012320-RA
OG0007340	Vcard_DToL14259-RA	HEL_000249-RA
OG0007341	Vcard_DToL04447-RA	HEL_007409-RA
OG0007342	Vcard_DToL12033-RA	HEL_001114-RA
OG0007343	Vcard_DToL02299-RA, Vcard_DToL02298-RA	HEL_001391-RA
OG0007344	Vcard_DToL14264-RA	HEL_000245-RA
OG0007345	Vcard_DToL10948-RA	HEL_012460-RA
OG0007346	Vcard_DToL10945-RA	HEL_012458-RA
OG0007347	Vcard_DToL03017-RA	HEL_005493-RA
OG0007348	Vcard_DToL05721-RA	HEL_003098-RA
OG0007349	Vcard_DToL10165-RA	HEL_007295-RA
OG0007350	Vcard_DToL14266-RA	HEL_000242-RA
OG0007351	Vcard_DToL00473-RA	HEL_014496-RA
OG0007352	Vcard_DToL10944-RA	HEL_012457-RA
OG0007353	Vcard_DToL05722-RA	HEL_003097-RA
OG0007354	Vcard_DToL12036-RA	HEL_001117-RA
OG0007355	Vcard_DToL07443-RA	HEL_010576-RA
OG0007356	Vcard_DToL07444-RA	HEL_010577-RA
OG0007357	Vcard_DToL03783-RA	HEL_014155-RA
OG0007358	Vcard_DToL00471-RA	HEL_014494-RA
OG0007359	Vcard_DToL14269-RA	HEL_000238-RA
OG0007360	Vcard_DToL07446-RA	HEL_010579-RA
OG0007361	Vcard_DToL05723-RA	HEL_003095-RA
OG0007362	Vcard_DToL09290-RA	HEL_012198-RA
OG0007363	Vcard_DToL07802-RA	HEL_013349-RA
OG0007364	Vcard_DToL07449-RA	HEL_010581-RA
OG0007365	Vcard_DToL07803-RA	HEL_013350-RA
OG0007366	Vcard_DToL07452-RA	HEL_010582-RA
OG0007367	Vcard_DToL09289-RA	HEL_012199-RA
OG0007368	Vcard_DToL03788-RA	HEL_014157-RA
OG0007369	Vcard_DToL03018-RA	HEL_005491-RA
OG0007370	Vcard_DToL00467-RA	HEL_014486-RA
OG0007371	Vcard_DToL14408-RA	HEL_003838-RA
OG0007372	Vcard_DToL07453-RA	HEL_010583-RA
OG0007373	Vcard_DToL14407-RA	HEL_003840-RA
OG0007374	Vcard_DToL07806-RA	HEL_013353-RA
OG0007375	Vcard_DToL14403-RA	HEL_003841-RA
OG0007376	Vcard_DToL07454-RA	HEL_010584-RA
OG0007377	Vcard_DToL07455-RA	HEL_010585-RA
OG0007378	Vcard_DToL01206-RA	HEL_002719-RA
OG0007379	Vcard_DToL05728-RA	HEL_003090-RA
OG0007380	Vcard_DToL00465-RA	HEL_014484-RA
OG0007382	Vcard_DToL14271-RA	HEL_000235-RA
OG0007383	Vcard_DToL12611-RA	HEL_014358-RA
OG0007384	Vcard_DToL00466-RA	HEL_014485-RA
OG0007385	Vcard_DToL12610-RA	HEL_014359-RA
OG0007386	Vcard_DToL02287-RA	HEL_001401-RA
OG0007387	Vcard_DToL12609-RA	HEL_014360-RA
OG0007388	Vcard_DToL13751-RA	HEL_008163-RA
OG0007389	Vcard_DToL03020-RA	HEL_005490-RA
OG0007390	Vcard_DToL10144-RA	HEL_009727-RA
OG0007391	Vcard_DToL03794-RA	HEL_014160-RA
OG0007392	Vcard_DToL02281-RA	HEL_001407-RA
OG0007393	Vcard_DToL10143-RA	HEL_007269-RA
OG0007394	Vcard_DToL12608-RA	HEL_014362-RA
OG0007395	Vcard_DToL10386-RA	HEL_012392-RA
OG0007397	Vcard_DToL10915-RA	HEL_008599-RA
OG0007398	Vcard_DToL14390-RA	HEL_003848-RA
OG0007399	Vcard_DToL09279-RA	HEL_012210-RA
OG0007400	Vcard_DToL13744-RA	HEL_008167-RA
OG0007401	Vcard_DToL02280-RA	HEL_001410-RA
OG0007402	Vcard_DToL07458-RA	HEL_010588-RA
OG0007403	Vcard_DToL07461-RA	HEL_010589-RA
OG0007404	Vcard_DToL10918-RA	HEL_008597-RA
OG0007405	Vcard_DToL15586-RA	HEL_006868-RA
OG0007406	Vcard_DToL10919-RA	HEL_008596-RA
OG0007407	Vcard_DToL14386-RA	HEL_003855-RA
OG0007408	Vcard_DToL15445-RA	HEL_013490-RA
OG0007409	Vcard_DToL13740-RA	HEL_008168-RA
OG0007410	Vcard_DToL10924-RA	HEL_008593-RA
OG0007411	Vcard_DToL06797-RA	HEL_006330-RA
OG0007412	Vcard_DToL14383-RA	HEL_003860-RA
OG0007413	Vcard_DToL03798-RA	HEL_014164-RA
OG0007414	Vcard_DToL14380-RA	HEL_003863-RA
OG0007415	Vcard_DToL00506-RA	HEL_006996-RA
OG0007417	Vcard_DToL00507-RA	HEL_006999-RA
OG0007418	Vcard_DToL17253-RA	HEL_005973-RA
OG0007419	Vcard_DToL10136-RA	HEL_007265-RA
OG0007420	Vcard_DToL10378-RA	HEL_012388-RA
OG0007421	Vcard_DToL03801-RA	HEL_014167-RA
OG0007422	Vcard_DToL02270-RA	HEL_001420-RA
OG0007423	Vcard_DToL09273-RA	HEL_012214-RA
OG0007424	Vcard_DToL00513-RA	HEL_007004-RA
OG0007425	Vcard_DToL10925-RA	HEL_008592-RA
OG0007426	Vcard_DToL07464-RA	HEL_010594-RA
OG0007427	Vcard_DToL14274-RA	HEL_000232-RA
OG0007428	Vcard_DToL06792-RA	HEL_006352-RA
OG0007429	Vcard_DToL10376-RA	HEL_012387-RA
OG0007430	Vcard_DToL15457-RA	HEL_013482-RA
OG0007431	Vcard_DToL01204-RA	HEL_002716-RA
OG0007432	Vcard_DToL15458-RA	HEL_013483-RA
OG0007433	Vcard_DToL00520-RA	HEL_007006-RA
OG0007434	Vcard_DToL10131-RA	HEL_007263-RA
OG0007435	Vcard_DToL15459-RA	HEL_013477-RA
OG0007436	Vcard_DToL00521-RA	HEL_007007-RA
OG0007437	Vcard_DToL04458-RA	HEL_007402-RA
OG0007438	Vcard_DToL10128-RA	HEL_007262-RA
OG0007440	Vcard_DToL03027-RA	HEL_005486-RA
OG0007442	Vcard_DToL07465-RA	HEL_010595-RA
OG0007443	Vcard_DToL03028-RA	HEL_005485-RA
OG0007445	Vcard_DToL05446-RA	HEL_011004-RA
OG0007446	Vcard_DToL15461-RA	HEL_013472-RA
OG0007448	Vcard_DToL03029-RA	HEL_005483-RA
OG0007449	Vcard_DToL12602-RA	HEL_013602-RA
OG0007450	Vcard_DToL07471-RA	HEL_010599-RA
OG0007451	Vcard_DToL01190-RA	HEL_002699-RA
OG0007452	Vcard_DToL07472-RA	HEL_010601-RA
OG0007453	Vcard_DToL00530-RA	HEL_007013-RA
OG0007454	Vcard_DToL00532-RA	HEL_007014-RA
OG0007455	Vcard_DToL05448-RA	HEL_011000-RA
OG0007456	Vcard_DToL03032-RA	HEL_005480-RA
OG0007457	Vcard_DToL06790-RA	HEL_006272-RA
OG0007458	Vcard_DToL06789-RA	HEL_006270-RA
OG0007459	Vcard_DToL05193-RA	HEL_010990-RA
OG0007460	Vcard_DToL00535-RA	HEL_007016-RA
OG0007461	Vcard_DToL10927-RA	HEL_008591-RA
OG0007463	Vcard_DToL00537-RA	HEL_007018-RA
OG0007464	Vcard_DToL01185-RA	HEL_002695-RA
OG0007465	Vcard_DToL05189-RA	HEL_010995-RA
OG0007467	Vcard_DToL01183-RA	HEL_002691-RA
OG0007468	Vcard_DToL01182-RA	HEL_002690-RA
OG0007470	Vcard_DToL02246-RA	HEL_001432-RA
OG0007471	Vcard_DToL03034-RA	HEL_005479-RA
OG0007472	Vcard_DToL07476-RA	HEL_010602-RA
OG0007473	Vcard_DToL03039-RA	HEL_005476-RA
OG0007474	Vcard_DToL07477-RA	HEL_010603-RA
OG0007475	Vcard_DToL07478-RA	HEL_010604-RA
OG0007476	Vcard_DToL02242-RA	HEL_001436-RA
OG0007478	Vcard_DToL09257-RA	HEL_012229-RA
OG0007479	Vcard_DToL12073-RA	HEL_001025-RA
OG0007480	Vcard_DToL01416-RA	HEL_006783-RA
OG0007481	Vcard_DToL17244-RA	HEL_005954-RA
OG0007482	Vcard_DToL00812-RA	HEL_007883-RA, HEL_006978-RA
OG0007483	Vcard_DToL15470-RA	HEL_013466-RA
OG0007484	Vcard_DToL10930-RA	HEL_008586-RA
OG0007485	Vcard_DToL00542-RA	HEL_007021-RA
OG0007486	Vcard_DToL12077-RA	HEL_001024-RA
OG0007487	Vcard_DToL15471-RA	HEL_013461-RA, HEL_013464-RA
OG0007488	Vcard_DToL01418-RA	HEL_006785-RA
OG0007489	Vcard_DToL09248-RA	HEL_012233-RA
OG0007490	Vcard_DToL12596-RA	HEL_013598-RA
OG0007492	Vcard_DToL15473-RA	HEL_013459-RA
OG0007493	Vcard_DToL10933-RA	HEL_008584-RA
OG0007494	Vcard_DToL01424-RA	HEL_006788-RA
OG0007495	Vcard_DToL12171-RA	HEL_000956-RA
OG0007496	Vcard_DToL15527-RA	HEL_014335-RA
OG0007497	Vcard_DToL10934-RA	HEL_008583-RA
OG0007498	Vcard_DToL02231-RA	HEL_001444-RA
OG0007499	Vcard_DToL17240-RA	HEL_005952-RA
OG0007500	Vcard_DToL02371-RA	HEL_001328-RA
OG0007501	Vcard_DToL12585-RA	HEL_013591-RA
OG0007502	Vcard_DToL02372-RA	HEL_001327-RA
OG0007503	Vcard_DToL14374-RA	HEL_003867-RA
OG0007504	Vcard_DToL01428-RA	HEL_006789-RA
OG0007505	Vcard_DToL04481-RA	HEL_007389-RA
OG0007506	Vcard_DToL10935-RA	HEL_008582-RA
OG0007507	Vcard_DToL14371-RA	HEL_003869-RA
OG0007508	Vcard_DToL09238-RA	HEL_012240-RA
OG0007509	Vcard_DToL15481-RA	HEL_013452-RA
OG0007510	Vcard_DToL00548-RA	HEL_007023-RA
OG0007511	Vcard_DToL09237-RA	HEL_012241-RA
OG0007512	Vcard_DToL12584-RA	HEL_013590-RA
OG0007513	Vcard_DToL04488-RA, Vcard_DToL04485-RA	HEL_007385-RA
OG0007514	Vcard_DToL09236-RA	HEL_012243-RA
OG0007515	Vcard_DToL17234-RA	HEL_005946-RA
OG0007516	Vcard_DToL14367-RA	HEL_003872-RA
OG0007518	Vcard_DToL09235-RA	HEL_012246-RA
OG0007520	Vcard_DToL14365-RA	HEL_003874-RA
OG0007521	Vcard_DToL02384-RA	HEL_001317-RA
OG0007522	Vcard_DToL07492-RA	HEL_010616-RA
OG0007523	Vcard_DToL02385-RA	HEL_001316-RA
OG0007524	Vcard_DToL07493-RA	HEL_010617-RA
OG0007525	Vcard_DToL12580-RA	HEL_013587-RA
OG0007526	Vcard_DToL01429-RA	HEL_006790-RA
OG0007528	Vcard_DToL03048-RA	HEL_005471-RA
OG0007529	Vcard_DToL05754-RA	HEL_003075-RA
OG0007530	Vcard_DToL05755-RA	HEL_003074-RA
OG0007531	Vcard_DToL00552-RA	HEL_007026-RA
OG0007532	Vcard_DToL05756-RA	HEL_003072-RA
OG0007533	Vcard_DToL09233-RA	HEL_012575-RA
OG0007534	Vcard_DToL05757-RA	HEL_003071-RA
OG0007535	Vcard_DToL05758-RA	HEL_003070-RA
OG0007536	Vcard_DToL05761-RA	HEL_003068-RA
OG0007537	Vcard_DToL04498-RA	HEL_007379-RA
OG0007538	Vcard_DToL10107-RA, Vcard_DToL10108-RA	HEL_007248-RA
OG0007539	Vcard_DToL05762-RA	HEL_003067-RA
OG0007540	Vcard_DToL05764-RA	HEL_003065-RA
OG0007541	Vcard_DToL14176-RA	HEL_000300-RA
OG0007543	Vcard_DToL15626-RA	HEL_006831-RA
OG0007544	Vcard_DToL05765-RA	HEL_003064-RA
OG0007545	Vcard_DToL02397-RA	HEL_001312-RA
OG0007546	Vcard_DToL05768-RA	HEL_003062-RA
OG0007547	Vcard_DToL05769-RA	HEL_003061-RA
OG0007548	Vcard_DToL04505-RA	HEL_007375-RA
OG0007550	Vcard_DToL05773-RA	HEL_003059-RA
OG0007552	Vcard_DToL17222-RA	HEL_005939-RA
OG0007553	Vcard_DToL17221-RA	HEL_005938-RA
OG0007554	Vcard_DToL03050-RA	HEL_005470-RA
OG0007555	Vcard_DToL17218-RA	HEL_005937-RA
OG0007556	Vcard_DToL14178-RA	HEL_000294-RA
OG0007557	Vcard_DToL07826-RA	HEL_013127-RA
OG0007558	Vcard_DToL01430-RA	HEL_006791-RA
OG0007559	Vcard_DToL13814-RA	HEL_008108-RA
OG0007560	Vcard_DToL07504-RA	HEL_010623-RA
OG0007561	Vcard_DToL03051-RA	HEL_005469-RA
OG0007562	Vcard_DToL13813-RA	HEL_008109-RA
OG0007563	Vcard_DToL07505-RA	HEL_010624-RA
OG0007564	Vcard_DToL12137-RA	HEL_000966-RA
OG0007565	Vcard_DToL12135-RA	HEL_000968-RA
OG0007566	Vcard_DToL04512-RA	HEL_007369-RA
OG0007567	Vcard_DToL17128-RA	HEL_005879-RA
OG0007568	Vcard_DToL03055-RA	HEL_005468-RA
OG0007569	Vcard_DToL04497-RA	HEL_007380-RA
OG0007571	Vcard_DToL12133-RA	HEL_000970-RA
OG0007572	Vcard_DToL03806-RA	HEL_004383-RA
OG0007573	Vcard_DToL14347-RA	HEL_003886-RA
OG0007574	Vcard_DToL05708-RA	HEL_003114-RA
OG0007575	Vcard_DToL03809-RA	HEL_004384-RA
OG0007576	Vcard_DToL05707-RA	HEL_003115-RA
OG0007577	Vcard_DToL13807-RA	HEL_008114-RA
OG0007578	Vcard_DToL10358-RA	HEL_012378-RA
OG0007579	Vcard_DToL13803-RA	HEL_008119-RA
OG0007580	Vcard_DToL13802-RA	HEL_008120-RA
OG0007581	Vcard_DToL02404-RA	HEL_001306-RA
OG0007582	Vcard_DToL03817-RA	HEL_004389-RA
OG0007583	Vcard_DToL13800-RA	HEL_008121-RA
OG0007584	Vcard_DToL12120-RA	HEL_000982-RA
OG0007585	Vcard_DToL10096-RA	HEL_007238-RA
OG0007586	Vcard_DToL14345-RA	HEL_003891-RA
OG0007587	Vcard_DToL03818-RA	HEL_004390-RA
OG0007588	Vcard_DToL06771-RA	HEL_006261-RA
OG0007589	Vcard_DToL05703-RA	HEL_003121-RA
OG0007590	Vcard_DToL03823-RA	HEL_004393-RA
OG0007591	Vcard_DToL12119-RA	HEL_000983-RA
OG0007592	Vcard_DToL03822-RA	HEL_004392-RA
OG0007593	Vcard_DToL05702-RA	HEL_003122-RA
OG0007594	Vcard_DToL07511-RA	HEL_010639-RA
OG0007595	Vcard_DToL12118-RA	HEL_000984-RA
OG0007596	Vcard_DToL05701-RA	HEL_003123-RA
OG0007597	Vcard_DToL03824-RA	HEL_004394-RA
OG0007598	Vcard_DToL10095-RA	HEL_007237-RA
OG0007599	Vcard_DToL03830-RA	HEL_004398-RA
OG0007600	Vcard_DToL10094-RA	HEL_007236-RA
OG0007601	Vcard_DToL07513-RA	HEL_010641-RA
OG0007602	Vcard_DToL05179-RA	HEL_010985-RA
OG0007603	Vcard_DToL14341-RA	HEL_003894-RA
OG0007604	Vcard_DToL09227-RA	HEL_012582-RA
OG0007605	Vcard_DToL14340-RA	HEL_003895-RA
OG0007606	Vcard_DToL03826-RA	HEL_004396-RA
OG0007607	Vcard_DToL03831-RA	HEL_004400-RA
OG0007608	Vcard_DToL14339-RA	HEL_003896-RA
OG0007609	Vcard_DToL03832-RA	HEL_004402-RA
OG0007610	Vcard_DToL09225-RA	HEL_012584-RA
OG0007611	Vcard_DToL07516-RA	HEL_010644-RA
OG0007612	Vcard_DToL05700-RA	HEL_003124-RA
OG0007614	Vcard_DToL08232-RA	HEL_013389-RA
OG0007615	Vcard_DToL10355-RA	HEL_012377-RA
OG0007616	Vcard_DToL05172-RA	HEL_010977-RA
OG0007617	Vcard_DToL09224-RA	HEL_012585-RA
OG0007618	Vcard_DToL05171-RA	HEL_010976-RA
OG0007619	Vcard_DToL09222-RA	HEL_012589-RA
OG0007620	Vcard_DToL12106-RA	HEL_000989-RA
OG0007621	Vcard_DToL12557-RA	HEL_011995-RA
OG0007622	Vcard_DToL09221-RA	HEL_012590-RA
OG0007623	Vcard_DToL06768-RA	HEL_006259-RA
OG0007624	Vcard_DToL05697-RA	HEL_003127-RA
OG0007625	Vcard_DToL14332-RA	HEL_003904-RA
