Orthogroup	Vanessa_cardui	Heliconius_melpomene_melpomene
OG0008824	Vcard_DToL04949-RA	HMEL021388g1.t1
OG0008825	Vcard_DToL06083-RA	HMEL012392g1.t1
OG0008827	Vcard_DToL13424-RA	HMEL004769g1.t1
OG0008828	Vcard_DToL04951-RA	HMEL020720g1.t1
OG0008830	Vcard_DToL13420-RA	HMEL020919g1.t1
OG0008832	Vcard_DToL11936-RA	HMEL009221g1.t1
OG0008833	Vcard_DToL06578-RA	HMEL017882g1.t1
OG0008834	Vcard_DToL18146-RA	HMEL013451g1.t1
OG0008835	Vcard_DToL08828-RA	HMEL006222g1.t1
OG0008836	Vcard_DToL16446-RA	HMEL016842g1.t1
OG0008838	Vcard_DToL04209-RA	HMEL021235g1.t1
OG0008839	Vcard_DToL15211-RA	HMEL030401g1.t1
OG0008840	Vcard_DToL04210-RA	HMEL032827g1.t1
OG0008841	Vcard_DToL04211-RA	HMEL021237g1.t1
OG0008844	Vcard_DToL04217-RA	HMEL005572g1.t1
OG0008848	Vcard_DToL09524-RA	HMEL011924g1.t1
OG0008849	Vcard_DToL04966-RA	HMEL005401g1.t1
OG0008850	Vcard_DToL09897-RA	HMEL036469g1.t1
OG0008851	Vcard_DToL14857-RA	HMEL006975g1.t1
OG0008854	Vcard_DToL17549-RA	HMEL008484g1.t1
OG0008856	Vcard_DToL03536-RA	HMEL007702g1.t1
OG0008860	Vcard_DToL17542-RA	HMEL037405g1.t1
OG0008861	Vcard_DToL09513-RA	HMEL011932g1.t1
OG0008864	Vcard_DToL12217-RA	HMEL013691g1.t1
OG0008866	Vcard_DToL12901-RA	HMEL036656g1.t1
OG0008869	Vcard_DToL07255-RA	HMEL003218g1.t1
OG0008870	Vcard_DToL08817-RA	HMEL035063g1.t1
OG0008872	Vcard_DToL03209-RA	HMEL011010-RA
OG0008873	Vcard_DToL18634-RA	HMEL011523g1.t1
OG0008879	Vcard_DToL07259-RA	HMEL003213g1.t1
OG0008880	Vcard_DToL18159-RA	HMEL013457g1.t1
OG0008881	Vcard_DToL04988-RA	HMEL031881g1.t1
OG0008882	Vcard_DToL06534-RA	HMEL014650g1.t1
OG0008883	Vcard_DToL04235-RA	HMEL032807g1.t1
OG0008885	Vcard_DToL02033-RA	HMEL031175g1.t1
OG0008886	Vcard_DToL02035-RA	HMEL031174g1.t1
OG0008887	Vcard_DToL02037-RA	HMEL031173g1.t1
OG0008890	Vcard_DToL12243-RA	HMEL013676g1.t1
OG0008891	Vcard_DToL00300-RA	HMEL002160g1.t1
OG0008894	Vcard_DToL06529-RA	HMEL004303g1.t1
OG0008895	Vcard_DToL06526-RA	HMEL034815g1.t1
OG0008896	Vcard_DToL10535-RA	HMEL006043g1.t1
OG0008897	Vcard_DToL03563-RA	HMEL021650g1.t1
OG0008899	Vcard_DToL10531-RA	HMEL006044g1.t1
OG0008900	Vcard_DToL06524-RA	HMEL004298g1.t1
OG0008902	Vcard_DToL10530-RA	HMEL006048g1.t1
OG0008906	Vcard_DToL02048-RA	HMEL006559g1.t1
OG0008907	Vcard_DToL03229-RA	HMEL015740g1.t1
OG0008909	Vcard_DToL10521-RA	HMEL006111g1.t1
OG0008910	Vcard_DToL08799-RA	HMEL035071g1.t1
OG0008911	Vcard_DToL06022-RA	HMEL012434g1.t1
OG0008912	Vcard_DToL03578-RA	HMEL033865g1.t1
OG0008913	Vcard_DToL12918-RA	HMEL036640g1.t1
OG0008914	Vcard_DToL09879-RA	HMEL014400g1.t1
OG0008915	Vcard_DToL07276-RA	HMEL002772g1.t1
OG0008917	Vcard_DToL01157-RA	HMEL005922g1.t1
OG0008918	Vcard_DToL01158-RA	HMEL030793g1.t1
OG0008919	Vcard_DToL16014-RA	HMEL010663g1.t1
OG0008920	Vcard_DToL13330-RA	HMEL032536g1.t1
OG0008921	Vcard_DToL03588-RA	HMEL004875g1.t1
OG0008923	Vcard_DToL16396-RA	HMEL016804g1.t1
OG0008924	Vcard_DToL07281-RA	HMEL002774g1.t1
OG0008925	Vcard_DToL16394-RA	HMEL016802g1.t1
OG0008927	Vcard_DToL11125-RA	HMEL033551g1.t1
OG0008928	Vcard_DToL11120-RA	HMEL033548g1.t1
OG0008930	Vcard_DToL06501-RA	HMEL008056g1.t1
OG0008932	Vcard_DToL16023-RA	HMEL010670g1.t1
OG0008933	Vcard_DToL13960-RA	HMEL022357g1.t1
OG0008934	Vcard_DToL12940-RA	HMEL008355g1.t1
OG0008936	Vcard_DToL12942-RA	HMEL036635g1.t1
OG0008937	Vcard_DToL13315-RA	HMEL012774g1.t1
OG0008938	Vcard_DToL11113-RA	HMEL033546g1.t1
OG0008939	Vcard_DToL01172-RA	HMEL030796g1.t1
OG0008941	Vcard_DToL05006-RA	HMEL016186g1.t1
OG0008943	Vcard_DToL09365-RA	HMEL031622g1.t1
OG0008945	Vcard_DToL12827-RA	HMEL036681g1.t1
OG0008946	Vcard_DToL13312-RA	HMEL032543g1.t1
OG0008949	Vcard_DToL02060-RA	HMEL031163g1.t1
OG0008950	Vcard_DToL02061-RA	HMEL013076g1.t1
OG0008951	Vcard_DToL09367-RA	HMEL017589g1.t1
OG0008953	Vcard_DToL11106-RA	HMEL011143g1.t1
OG0008954	Vcard_DToL13310-RA	HMEL021572g1.t1
OG0008955	Vcard_DToL07288-RA	HMEL005350g1.t1
OG0008956	Vcard_DToL06493-RA	HMEL004935g1.t1
OG0008958	Vcard_DToL09369-RA	HMEL017593g1.t1
OG0008959	Vcard_DToL18095-RA	HMEL005228g1.t1
OG0008960	Vcard_DToL12267-RA	HMEL005472g1.t1
OG0008962	Vcard_DToL14172-RA	HMEL020070g1.t1
OG0008963	Vcard_DToL09875-RA	HMEL022219g1.t1
OG0008964	Vcard_DToL06489-RA	HMEL022301g1.t1
OG0008965	Vcard_DToL14808-RA	HMEL022063g1.t1
OG0008966	Vcard_DToL12737-RA	HMEL011603g1.t1
OG0008967	Vcard_DToL12739-RA	HMEL036728g1.t1
OG0008971	Vcard_DToL12740-RA	HMEL036727g1.t1
OG0008972	Vcard_DToL08767-RA	HMEL014725g1.t1
OG0008973	Vcard_DToL08765-RA	HMEL014722g1.t1
OG0008974	Vcard_DToL11305-RA	HMEL033640g1.t1
OG0008975	Vcard_DToL09872-RA	HMEL036484g1.t1
OG0008977	Vcard_DToL09868-RA	HMEL022215g1.t1
OG0008978	Vcard_DToL01575-RA	HMEL006946g1.t1
OG0008979	Vcard_DToL01529-RA	HMEL006714g1.t1
OG0008980	Vcard_DToL01530-RA	HMEL006715g1.t1
OG0008981	Vcard_DToL12283-RA	HMEL005484g1.t1
OG0008983	Vcard_DToL01531-RA	HMEL006716g1.t1
OG0008984	Vcard_DToL08763-RA	HMEL013428g1.t1
OG0008985	Vcard_DToL17506-RA	HMEL037423g1.t1
OG0008986	Vcard_DToL15162-RA	HMEL030425g1.t1
OG0008987	Vcard_DToL16128-RA	HMEL034636g1.t1
OG0008988	Vcard_DToL16129-RA	HMEL002086g1.t1
OG0008990	Vcard_DToL10504-RA	HMEL036092g1.t1
OG0008991	Vcard_DToL05979-RA	HMEL012475g1.t1
OG0008992	Vcard_DToL06484-RA	HMEL016102g1.t1
OG0008993	Vcard_DToL14798-RA	HMEL017967g1.t1
OG0008994	Vcard_DToL05971-RA	HMEL012482g1.t1
OG0008997	Vcard_DToL11290-RA	HMEL033650g1.t1
OG0008998	Vcard_DToL18243-RA	HMEL004439g1.t1
OG0008999	Vcard_DToL16143-RA	HMEL002091g1.t1
OG0009000	Vcard_DToL13271-RA	HMEL020206g1.t1
OG0009003	Vcard_DToL11286-RA	HMEL021887g1.t1
OG0009006	Vcard_DToL05032-RA	HMEL020277g1.t1
OG0009007	Vcard_DToL09853-RA	HMEL022321g1.t1
OG0009008	Vcard_DToL09852-RA	HMEL036496g1.t1
OG0009009	Vcard_DToL09850-RA	HMEL036499g1.t1
OG0009010	Vcard_DToL12297-RA	HMEL017909g1.t1
OG0009012	Vcard_DToL09849-RA	HMEL022315g1.t1
OG0009013	Vcard_DToL08744-RA	HMEL012895g1.t1
OG0009014	Vcard_DToL08742-RA	HMEL035095g1.t1
OG0009015	Vcard_DToL08741-RA	HMEL012893g1.t1
OG0009017	Vcard_DToL09398-RA	HMEL012946g1.t1
OG0009020	Vcard_DToL08739-RA	HMEL014074g1.t1
OG0009021	Vcard_DToL02104-RA	HMEL011863g1.t1
OG0009023	Vcard_DToL15339-RA	HMEL030353g1.t1
OG0009028	Vcard_DToL12308-RA	HMEL008563g1.t1
OG0009029	Vcard_DToL12748-RA	HMEL002498g1.t1
OG0009030	Vcard_DToL12750-RA	HMEL002499g1.t1
OG0009031	Vcard_DToL00257-RA	HMEL014704g1.t1
OG0009033	Vcard_DToL05055-RA	HMEL014213g1.t1
OG0009035	Vcard_DToL12752-RA	HMEL002502g1.t1
OG0009037	Vcard_DToL08734-RA	HMEL035109g1.t1
OG0009038	Vcard_DToL03636-RA	HMEL008679g1.t1
OG0009040	Vcard_DToL12756-RA	HMEL012257g1.t1
OG0009041	Vcard_DToL15349-RA	HMEL013595g1.t1
OG0009042	Vcard_DToL15351-RA	HMEL013597g1.t1
OG0009043	Vcard_DToL04287-RA	HMEL008265g1.t1
OG0009044	Vcard_DToL08733-RA	HMEL014068g1.t1
OG0009045	Vcard_DToL08730-RA	HMEL035110g1.t1
OG0009046	Vcard_DToL05933-RA	HMEL009381g1.t1
OG0009047	Vcard_DToL11947-RA	HMEL010707g1.t1
OG0009048	Vcard_DToL08729-RA	HMEL035111g1.t1
OG0009050	Vcard_DToL12758-RA	HMEL035748g1.t1
OG0009051	Vcard_DToL03644-RA	HMEL033833g1.t1
OG0009054	Vcard_DToL14146-RA	HMEL032140g1.t1
OG0009055	Vcard_DToL02867-RA	HMEL034302g1.t1
OG0009056	Vcard_DToL10473-RA	HMEL012259-RA
OG0009057	Vcard_DToL10963-RA	HMEL004778g1.t1
OG0009058	Vcard_DToL08723-RA	HMEL015754g1.t1
OG0009059	Vcard_DToL12763-RA	HMEL012248g1.t1
OG0009061	Vcard_DToL12764-RA	HMEL012247g1.t1
OG0009062	Vcard_DToL08722-RA	HMEL035119g1.t1
OG0009063	Vcard_DToL06885-RA	HMEL022079g1.t1
OG0009064	Vcard_DToL07830-RA	HMEL015543g1.t1
OG0009065	Vcard_DToL16273-RA	HMEL034680g1.t1
OG0009066	Vcard_DToL08718-RA	HMEL005038g1.t1
OG0009067	Vcard_DToL02126-RA	HMEL015683g1.t1
OG0009068	Vcard_DToL05078-RA	HMEL005189g1.t1
OG0009069	Vcard_DToL08717-RA	HMEL005039g1.t1
OG0009071	Vcard_DToL12776-RA	HMEL012242g1.t1
OG0009073	Vcard_DToL03650-RA	HMEL004676g1.t1
OG0009074	Vcard_DToL18251-RA	HMEL014225g1.t1
OG0009075	Vcard_DToL08706-RA	HMEL035126g1.t1
OG0009078	Vcard_DToL17861-RA	HMEL008109g1.t1
OG0009079	Vcard_DToL12787-RA	HMEL012238g1.t1
OG0009081	Vcard_DToL01561-RA	HMEL006942g1.t1
OG0009082	Vcard_DToL02137-RA	HMEL002149g1.t1
OG0009083	Vcard_DToL06680-RA	HMEL011574g1.t1
OG0009087	Vcard_DToL05920-RA	HMEL030262g1.t1
OG0009088	Vcard_DToL08700-RA	HMEL035131g1.t1
OG0009090	Vcard_DToL11957-RA	HMEL004974g1.t1
OG0009092	Vcard_DToL07325-RA	HMEL016759g1.t1
OG0009093	Vcard_DToL08698-RA	HMEL035133g1.t1
OG0009095	Vcard_DToL08697-RA	HMEL035134g1.t1
OG0009096	Vcard_DToL02879-RA	HMEL002559g1.t1
OG0009097	Vcard_DToL08695-RA	HMEL005774g1.t1
OG0009098	Vcard_DToL13172-RA	HMEL016344g1.t1
OG0009099	Vcard_DToL00214-RA	HMEL013873g1.t1
OG0009101	Vcard_DToL02882-RA	HMEL002557g1.t1
OG0009103	Vcard_DToL00211-RA	HMEL007228g1.t1
OG0009105	Vcard_DToL17427-RA	HMEL015883g1.t1
OG0009107	Vcard_DToL08689-RA	HMEL005770g1.t1
OG0009108	Vcard_DToL08684-RA	HMEL012103g1.t1
OG0009109	Vcard_DToL08683-RA	HMEL035138g1.t1
OG0009110	Vcard_DToL08681-RA	HMEL035139g1.t1
OG0009111	Vcard_DToL04315-RA	HMEL016291g1.t1
OG0009112	Vcard_DToL08676-RA	HMEL035140g1.t1
OG0009113	Vcard_DToL16260-RA	HMEL034669g1.t1
OG0009115	Vcard_DToL08669-RA	HMEL012110g1.t1
OG0009116	Vcard_DToL07334-RA	HMEL016767g1.t1
OG0009118	Vcard_DToL07337-RA	HMEL037026g1.t1
OG0009119	Vcard_DToL16257-RA	HMEL016871g1.t1
OG0009121	Vcard_DToL17324-RA	HMEL014548g1.t1
OG0009127	Vcard_DToL05114-RA	HMEL031926g1.t1
OG0009128	Vcard_DToL08664-RA	HMEL012115g1.t1
OG0009129	Vcard_DToL05117-RA	HMEL031927g1.t1
OG0009131	Vcard_DToL01584-RA	HMEL030840g1.t1
OG0009132	Vcard_DToL04317-RA	HMEL032787g1.t1
OG0009133	Vcard_DToL05911-RA	HMEL011656g1.t1
OG0009134	Vcard_DToL08660-RA	HMEL012118g1.t1
OG0009135	Vcard_DToL04318-RA	HMEL032786g1.t1
OG0009136	Vcard_DToL02158-RA	HMEL006264g1.t1
OG0009137	Vcard_DToL11977-RA	HMEL037639g1.t1
OG0009138	Vcard_DToL05904-RA	HMEL011651g1.t1
OG0009141	Vcard_DToL00185-RA	HMEL013528g1.t1
OG0009142	Vcard_DToL07884-RA	HMEL010199g1.t1
OG0009143	Vcard_DToL05126-RA	HMEL006016g1.t1
OG0009144	Vcard_DToL08654-RA	HMEL035143g1.t1
OG0009145	Vcard_DToL02168-RA	HMEL006257g1.t1
OG0009146	Vcard_DToL03689-RA	HMEL014860g1.t1
OG0009147	Vcard_DToL07888-RA	HMEL010197g1.t1
OG0009149	Vcard_DToL11980-RA	HMEL037637g1.t1
OG0009150	Vcard_DToL02174-RA	HMEL031126g1.t1
OG0009151	Vcard_DToL02928-RA	HMEL006501g1.t1
OG0009152	Vcard_DToL02929-RA	HMEL006500g1.t1
OG0009153	Vcard_DToL08647-RA	HMEL035144g1.t1
OG0009154	Vcard_DToL16287-RA	HMEL004156g1.t1
OG0009155	Vcard_DToL08644-RA	HMEL035145g1.t1
OG0009157	Vcard_DToL13141-RA	HMEL009244g1.t1
OG0009159	Vcard_DToL15487-RA	HMEL005881g1.t1
OG0009160	Vcard_DToL08642-RA	HMEL035147g1.t1
OG0009161	Vcard_DToL04341-RA	HMEL005392g1.t1
OG0009162	Vcard_DToL08640-RA	HMEL004825g1.t1
OG0009166	Vcard_DToL08637-RA	HMEL005742g1.t1
OG0009168	Vcard_DToL08634-RA	HMEL005743g1.t1
OG0009170	Vcard_DToL04347-RA	HMEL032774g1.t1
OG0009171	Vcard_DToL18687-RA	HMEL010732g1.t1
OG0009173	Vcard_DToL09439-RA	HMEL031605g1.t1
OG0009175	Vcard_DToL02939-RA	HMEL006488g1.t1
OG0009176	Vcard_DToL15499-RA	HMEL030681g1.t1
OG0009177	Vcard_DToL02184-RA	HMEL006244g1.t1
OG0009179	Vcard_DToL01609-RA	HMEL013343g1.t1
OG0009180	Vcard_DToL05152-RA	HMEL031943g1.t1
OG0009181	Vcard_DToL01610-RA	HMEL013341g1.t1
OG0009182	Vcard_DToL00379-RA	HMEL013512g1.t1
OG0009183	Vcard_DToL13202-RA	HMEL014606g1.t1
OG0009185	Vcard_DToL15503-RA	HMEL005869g1.t1
OG0009186	Vcard_DToL05885-RA	HMEL011640g1.t1
OG0009188	Vcard_DToL05155-RA	HMEL031945g1.t1
OG0009191	Vcard_DToL09814-RA	HMEL021438g1.t1
OG0009192	Vcard_DToL08629-RA	HMEL020094g1.t1
OG0009193	Vcard_DToL09455-RA	HMEL012698g1.t1
OG0009194	Vcard_DToL02951-RA	HMEL034289g1.t1
OG0009195	Vcard_DToL01288-RA	HMEL013331g1.t1
OG0009196	Vcard_DToL09809-RA	HMEL010537g1.t1
OG0009197	Vcard_DToL10439-RA	HMEL002459g1.t1
OG0009198	Vcard_DToL02955-RA	HMEL010974g1.t1
OG0009200	Vcard_DToL05347-RA	HMEL009855g1.t1
OG0009201	Vcard_DToL09798-RA	HMEL010545g1.t1
OG0009204	Vcard_DToL10429-RA	HMEL036072g1.t1
OG0009205	Vcard_DToL12704-RA	HMEL036746g1.t1
OG0009206	Vcard_DToL08615-RA	HMEL035151g1.t1
OG0009207	Vcard_DToL17275-RA	HMEL030072g1.t1
OG0009209	Vcard_DToL17050-RA	HMEL004217g1.t1
OG0009210	Vcard_DToL08606-RA	HMEL035158g1.t1
OG0009213	Vcard_DToL08605-RA	HMEL035159g1.t1
OG0009214	Vcard_DToL08604-RA	HMEL007930g1.t1
OG0009215	Vcard_DToL08603-RA	HMEL035160g1.t1
OG0009216	Vcard_DToL08602-RA	HMEL035161g1.t1
OG0009217	Vcard_DToL08601-RA	HMEL035162g1.t1
OG0009221	Vcard_DToL11024-RA	HMEL008836g1.t1
OG0009222	Vcard_DToL14204-RA	HMEL012883-RA
OG0009223	Vcard_DToL07377-RA	HMEL002926g1.t1
OG0009224	Vcard_DToL09464-RA	HMEL012710g1.t1
OG0009225	Vcard_DToL08589-RA	HMEL015602g1.t1
OG0009226	Vcard_DToL02227-RA	HMEL031111g1.t1
OG0009227	Vcard_DToL08588-RA	HMEL015603g1.t1
OG0009228	Vcard_DToL08587-RA	HMEL035165g1.t1
OG0009231	Vcard_DToL09469-RA	HMEL012713g1.t1
OG0009232	Vcard_DToL08583-RA	HMEL015606g1.t1
OG0009233	Vcard_DToL14519-RA	HMEL038052g1.t1
OG0009236	Vcard_DToL09783-RA	HMEL004654g1.t1
OG0009237	Vcard_DToL05864-RA	HMEL030287g1.t1
OG0009238	Vcard_DToL11040-RA	HMEL006576g1.t1
OG0009239	Vcard_DToL02364-RA	HMEL015172g1.t1
OG0009241	Vcard_DToL05862-RA	HMEL030288g1.t1
OG0009242	Vcard_DToL09781-RA	HMEL021070g1.t1
OG0009245	Vcard_DToL03709-RA	HMEL016676g1.t1
OG0009247	Vcard_DToL07999-RA	HMEL006864g1.t1
OG0009250	Vcard_DToL04384-RA	HMEL032789g1.t1
OG0009253	Vcard_DToL04386-RA	HMEL006153g1.t1
OG0009255	Vcard_DToL02355-RA	HMEL031069g1.t1
OG0009256	Vcard_DToL11048-RA	HMEL033527g1.t1
OG0009257	Vcard_DToL07991-RA	HMEL006857g1.t1
OG0009258	Vcard_DToL12686-RA	HMEL020979g1.t1
OG0009259	Vcard_DToL08581-RA	HMEL035166g1.t1
OG0009261	Vcard_DToL09773-RA	HMEL009846g1.t1
OG0009262	Vcard_DToL14543-RA	HMEL005602g1.t1
OG0009263	Vcard_DToL15537-RA	HMEL006890g1.t1
OG0009265	Vcard_DToL13221-RA	HMEL032589g1.t1
OG0009266	Vcard_DToL12683-RA	HMEL036782g1.t1
OG0009267	Vcard_DToL07986-RA	HMEL006853g1.t1
OG0009268	Vcard_DToL14546-RA	HMEL007649g1.t1
OG0009269	Vcard_DToL08576-RA	HMEL015614g1.t1
OG0009270	Vcard_DToL08573-RA	HMEL015616g1.t1
OG0009271	Vcard_DToL12681-RA	HMEL013921g1.t1
OG0009272	Vcard_DToL02347-RA	HMEL031073g1.t1
OG0009273	Vcard_DToL11995-RA	HMEL037657g1.t1
OG0009274	Vcard_DToL00441-RA	HMEL035469g1.t1
OG0009277	Vcard_DToL11062-RA	HMEL003074g1.t1
OG0009278	Vcard_DToL08566-RA	HMEL013437g1.t1
OG0009279	Vcard_DToL08565-RA	HMEL013438g1.t1
OG0009280	Vcard_DToL09763-RA	HMEL013922g1.t1
OG0009282	Vcard_DToL12676-RA	HMEL036791g1.t1
OG0009283	Vcard_DToL09764-RA	HMEL017460g1.t1
OG0009284	Vcard_DToL14235-RA	HMEL008480g1.t1
OG0009285	Vcard_DToL05828-RA	HMEL007324g1.t1
OG0009287	Vcard_DToL15407-RA	HMEL004103g1.t1
OG0009289	Vcard_DToL11063-RA	HMEL011008g1.t1
OG0009290	Vcard_DToL08564-RA	HMEL035175g1.t1
OG0009291	Vcard_DToL05824-RA	HMEL006824g1.t1
OG0009292	Vcard_DToL12007-RA	HMEL037664g1.t1
OG0009293	Vcard_DToL08563-RA	HMEL008202g1.t1
OG0009294	Vcard_DToL03735-RA	HMEL016691g1.t1
OG0009295	Vcard_DToL02316-RA	HMEL015137g1.t1
OG0009296	Vcard_DToL16184-RA	HMEL013138g1.t1
OG0009298	Vcard_DToL12670-RA	HMEL017871g1.t1
OG0009300	Vcard_DToL08558-RA	HMEL005066-RA
OG0009302	Vcard_DToL12012-RA	HMEL002181g1.t1
OG0009304	Vcard_DToL07953-RA	HMEL016092g1.t1
OG0009306	Vcard_DToL08555-RA	HMEL005065g1.t1
OG0009307	Vcard_DToL12023-RA	HMEL037673g1.t1
OG0009308	Vcard_DToL08554-RA	HMEL012299g1.t1
OG0009310	Vcard_DToL08552-RA	HMEL035179g1.t1
OG0009311	Vcard_DToL15413-RA	HMEL007614g1.t1
OG0009313	Vcard_DToL00499-RA	HMEL008782g1.t1
OG0009314	Vcard_DToL00498-RA	HMEL008781g1.t1
OG0009315	Vcard_DToL00495-RA	HMEL035517g1.t1
OG0009317	Vcard_DToL07395-RA	HMEL003902g1.t1
OG0009319	Vcard_DToL08551-RA	HMEL035181g1.t1
OG0009320	Vcard_DToL08550-RA	HMEL012295g1.t1
OG0009322	Vcard_DToL12644-RA	HMEL011347g1.t1
OG0009323	Vcard_DToL00494-RA	HMEL008777-RA
OG0009324	Vcard_DToL00492-RA	HMEL008776g1.t1
OG0009325	Vcard_DToL05784-RA	HMEL006793g1.t1
OG0009326	Vcard_DToL07699-RA	HMEL007054g1.t1
OG0009328	Vcard_DToL08547-RA	HMEL021154g1.t1
OG0009329	Vcard_DToL09308-RA	HMEL031646g1.t1
OG0009333	Vcard_DToL09749-RA	HMEL036569g1.t1
OG0009334	Vcard_DToL07693-RA	HMEL007049g1.t1
OG0009335	Vcard_DToL00488-RA	HMEL006629g1.t1
OG0009336	Vcard_DToL07689-RA	HMEL007048g1.t1
OG0009337	Vcard_DToL10399-RA	HMEL036049g1.t1
OG0009339	Vcard_DToL13711-RA	HMEL020037g1.t1
OG0009340	Vcard_DToL08544-RA	HMEL004703g1.t1
OG0009342	Vcard_DToL08539-RA	HMEL004701g1.t1
OG0009343	Vcard_DToL07416-RA	HMEL037002g1.t1
OG0009344	Vcard_DToL00480-RA	HMEL015058g1.t1
OG0009345	Vcard_DToL08533-RA	HMEL004699g1.t1
OG0009346	Vcard_DToL14246-RA	HMEL005444g1.t1
OG0009347	Vcard_DToL08531-RA	HMEL004698g1.t1
OG0009348	Vcard_DToL08529-RA	HMEL020887g1.t1
OG0009350	Vcard_DToL15420-RA	HMEL015022g1.t1
OG0009352	Vcard_DToL15421-RA	HMEL015021g1.t1
OG0009353	Vcard_DToL02307-RA	HMEL031087g1.t1
OG0009354	Vcard_DToL09954-RA	HMEL014558g1.t1
OG0009355	Vcard_DToL08527-RA	HMEL035186g1.t1
OG0009356	Vcard_DToL05718-RA	HMEL033040g1.t1
OG0009358	Vcard_DToL13725-RA	HMEL006482g1.t1
OG0009361	Vcard_DToL00477-RA	HMEL013480g1.t1
OG0009362	Vcard_DToL15429-RA	HMEL015012g1.t1
OG0009363	Vcard_DToL10951-RA	HMEL010219g1.t1
OG0009364	Vcard_DToL10949-RA	HMEL010217g1.t1
OG0009365	Vcard_DToL00474-RA	HMEL013476g1.t1
OG0009366	Vcard_DToL03778-RA	HMEL033684g1.t1
OG0009367	Vcard_DToL13763-RA	HMEL011779g1.t1
OG0009369	Vcard_DToL07445-RA	HMEL002641g1.t1
OG0009370	Vcard_DToL10161-RA	HMEL012130g1.t1
OG0009371	Vcard_DToL02292-RA	HMEL031093g1.t1
OG0009373	Vcard_DToL15438-RA	HMEL038225g1.t1
OG0009374	Vcard_DToL05725-RA	HMEL004441g1.t1
OG0009376	Vcard_DToL01208-RA	HMEL005954g1.t1
OG0009377	Vcard_DToL15444-RA	HMEL005267g1.t1
OG0009378	Vcard_DToL14401-RA	HMEL010646g1.t1
OG0009379	Vcard_DToL07809-RA	HMEL015454g1.t1
OG0009382	Vcard_DToL07456-RA	HMEL037062g1.t1
OG0009384	Vcard_DToL00501-RA	HMEL008783g1.t1
OG0009387	Vcard_DToL00448-RA	HMEL008809g1.t1
OG0009389	Vcard_DToL14396-RA	HMEL035768g1.t1, HMEL038146g1.t1
OG0009390	Vcard_DToL03795-RA	HMEL016452g1.t1
OG0009391	Vcard_DToL14394-RA	HMEL004957g1.t1
OG0009392	Vcard_DToL13745-RA	HMEL032338g1.t1
OG0009395	Vcard_DToL09275-RA	HMEL011981g1.t1
OG0009396	Vcard_DToL15446-RA	HMEL005269g1.t1
OG0009397	Vcard_DToL12045-RA	HMEL012319g1.t1
OG0009398	Vcard_DToL12046-RA	HMEL015763g1.t1
OG0009399	Vcard_DToL15591-RA	HMEL007598g1.t1
OG0009401	Vcard_DToL02272-RA	HMEL031098g1.t1
OG0009402	Vcard_DToL14379-RA	HMEL008166g1.t1
OG0009403	Vcard_DToL12054-RA	HMEL037641g1.t1
OG0009404	Vcard_DToL12055-RA	HMEL037642g1.t1
OG0009406	Vcard_DToL05439-RA	HMEL015653g1.t1
OG0009407	Vcard_DToL10373-RA	HMEL017473g1.t1
OG0009408	Vcard_DToL17247-RA	HMEL030060g1.t1
OG0009410	Vcard_DToL03026-RA	HMEL006654g1.t1
OG0009411	Vcard_DToL10127-RA	HMEL036343g1.t1
OG0009413	Vcard_DToL12601-RA	HMEL016722g1.t1
OG0009415	Vcard_DToL14278-RA	HMEL012520g1.t1
OG0009416	Vcard_DToL03031-RA	HMEL006658g1.t1
OG0009417	Vcard_DToL15678-RA	HMEL006075g1.t1
OG0009418	Vcard_DToL08521-RA	HMEL035197g1.t1
OG0009419	Vcard_DToL01189-RA	HMEL030799g1.t1
OG0009421	Vcard_DToL00512-RA	HMEL002822g1.t1
OG0009422	Vcard_DToL08773-RA	HMEL035094g1.t1
OG0009423	Vcard_DToL02247-RA	HMEL003337g1.t1
OG0009424	Vcard_DToL08513-RA	HMEL007695g1.t1
OG0009425	Vcard_DToL09260-RA	HMEL015296g1.t1
OG0009426	Vcard_DToL12599-RA	HMEL021526g1.t1
OG0009427	Vcard_DToL12598-RA	HMEL021527g1.t1
OG0009428	Vcard_DToL13731-RA	HMEL032345g1.t1
OG0009429	Vcard_DToL01417-RA	HMEL015965g1.t1
OG0009430	Vcard_DToL01419-RA	HMEL015962g1.t1
OG0009431	Vcard_DToL12595-RA	HMEL002376g1.t1
OG0009433	Vcard_DToL12594-RA	HMEL036815g1.t1
OG0009434	Vcard_DToL10367-RA	HMEL020367g1.t1
OG0009435	Vcard_DToL12169-RA	HMEL006639g1.t1
OG0009436	Vcard_DToL12587-RA	HMEL002380g1.t1
OG0009437	Vcard_DToL12586-RA	HMEL002381g1.t1
OG0009439	Vcard_DToL12164-RA	HMEL006638g1.t1
OG0009440	Vcard_DToL09239-RA	HMEL031669g1.t1
OG0009441	Vcard_DToL12163-RA	HMEL006637g1.t1
OG0009442	Vcard_DToL17238-RA	HMEL030055g1.t1
OG0009443	Vcard_DToL15480-RA	HMEL038212g1.t1
OG0009444	Vcard_DToL02377-RA	HMEL015183g1.t1
OG0009446	Vcard_DToL12161-RA	HMEL006635g1.t1
OG0009447	Vcard_DToL12160-RA	HMEL006634g1.t1
OG0009450	Vcard_DToL08511-RA	HMEL035204g1.t1
OG0009453	Vcard_DToL10114-RA	HMEL003687g1.t1
OG0009455	Vcard_DToL13936-RA	HMEL021686g1.t1
