Orthogroup	Vanessa_cardui	Maniola_hyperantus
OG0008786	Vcard_DToL00086-RA	XP_034839669.1
OG0008787	Vcard_DToL18234-RA	XP_034837997.1
OG0008788	Vcard_DToL17573-RA	XP_034838634.1
OG0008791	Vcard_DToL18062-RA	XP_034838294.1
OG0008792	Vcard_DToL04938-RA	XP_034824877.1
OG0008793	Vcard_DToL16466-RA	XP_034826362.1
OG0008795	Vcard_DToL04939-RA	XP_034824748.1
OG0008796	Vcard_DToL03202-RA	XP_034829123.1
OG0008797	Vcard_DToL01984-RA	XP_034841425.1
OG0008798	Vcard_DToL12873-RA	XP_034834486.1
OG0008799	Vcard_DToL08854-RA	XP_034840178.1
OG0008800	Vcard_DToL11156-RA	XP_034832648.1
OG0008801	Vcard_DToL18096-RA	XP_034838318.1
OG0008806	Vcard_DToL01985-RA	XP_034841427.1
OG0008807	Vcard_DToL16460-RA	XP_034825835.1
OG0008809	Vcard_DToL11941-RA	XP_034831089.1
OG0008810	Vcard_DToL01992-RA	XP_034841423.1
OG0008811	Vcard_DToL06634-RA	XP_034827052.1
OG0008812	Vcard_DToL07667-RA	XP_034827491.1
OG0008813	Vcard_DToL14882-RA	XP_034833817.1
OG0008814	Vcard_DToL03204-RA	XP_034829000.1
OG0008816	Vcard_DToL16953-RA	XP_034836813.1
OG0008817	Vcard_DToL11141-RA	XP_034833072.1
OG0008821	Vcard_DToL11140-RA	XP_034832587.1
OG0008822	Vcard_DToL01994-RA	XP_034841495.1
OG0008823	Vcard_DToL10557-RA	XP_034828593.1
OG0008824	Vcard_DToL04949-RA	XP_034824558.1
OG0008825	Vcard_DToL06083-RA	XP_034838142.1
OG0008826	Vcard_DToL06082-RA	XP_034837646.1
OG0008827	Vcard_DToL13424-RA	XP_034835104.1
OG0008828	Vcard_DToL04951-RA	XP_034824525.1
OG0008829	Vcard_DToL13421-RA	XP_034835207.1
OG0008832	Vcard_DToL11936-RA	XP_034831358.1
OG0008833	Vcard_DToL06578-RA	XP_034827137.1
OG0008834	Vcard_DToL18146-RA	XP_034838081.1
OG0008835	Vcard_DToL08828-RA	XP_034840188.1
OG0008836	Vcard_DToL16446-RA	XP_034826514.1
OG0008837	Vcard_DToL02001-RA	XP_034841510.1
OG0008838	Vcard_DToL04209-RA	XP_034830650.1
OG0008839	Vcard_DToL15211-RA	XP_034835916.1
OG0008840	Vcard_DToL04210-RA	XP_034830651.1
OG0008841	Vcard_DToL04211-RA	XP_034830644.1
OG0008843	Vcard_DToL12196-RA	XP_034831561.1
OG0008844	Vcard_DToL04217-RA	XP_034830647.1
OG0008845	Vcard_DToL12199-RA	XP_034831162.1
OG0008848	Vcard_DToL09524-RA	XP_034832160.1
OG0008849	Vcard_DToL04966-RA	XP_034824568.1
OG0008850	Vcard_DToL09897-RA	XP_034833207.1
OG0008851	Vcard_DToL14857-RA	XP_034833820.1
OG0008853	Vcard_DToL04975-RA	XP_034824554.1
OG0008854	Vcard_DToL17549-RA	XP_034838562.1
OG0008855	Vcard_DToL18642-RA	XP_034838934.1
OG0008856	Vcard_DToL03536-RA	XP_034825629.1
OG0008860	Vcard_DToL17542-RA	XP_034838542.1
OG0008861	Vcard_DToL09513-RA	XP_034832233.1
OG0008863	Vcard_DToL09509-RA	XP_034832131.1
OG0008864	Vcard_DToL12217-RA	XP_034831028.1
OG0008866	Vcard_DToL12901-RA	XP_034834331.1
OG0008867	Vcard_DToL06037-RA	XP_034826690.1
OG0008869	Vcard_DToL07255-RA	XP_034830039.1
OG0008872	Vcard_DToL03209-RA	XP_034829071.1
OG0008873	Vcard_DToL18634-RA	XP_034839019.1
OG0008875	Vcard_DToL06035-RA	XP_034826384.1
OG0008878	Vcard_DToL18156-RA	XP_034838292.1
OG0008879	Vcard_DToL07259-RA	XP_034829838.1
OG0008880	Vcard_DToL18159-RA	XP_034838291.1
OG0008881	Vcard_DToL04988-RA	XP_034824567.1
OG0008882	Vcard_DToL06534-RA	XP_034826920.1
OG0008883	Vcard_DToL04235-RA	XP_034830950.1
OG0008885	Vcard_DToL02033-RA	XP_034823990.1
OG0008886	Vcard_DToL02035-RA	XP_034824010.1
OG0008887	Vcard_DToL02037-RA	XP_034823984.1, XP_034823985.1, XP_034823983.1, XP_034823982.1
OG0008889	Vcard_DToL00301-RA	XP_034839644.1
OG0008890	Vcard_DToL12243-RA	XP_034831516.1
OG0008891	Vcard_DToL00300-RA	XP_034839474.1
OG0008894	Vcard_DToL06529-RA	XP_034827064.1
OG0008895	Vcard_DToL06526-RA	XP_034827263.1
OG0008896	Vcard_DToL10535-RA	XP_034828425.1
OG0008897	Vcard_DToL03563-RA	XP_034825480.1
OG0008899	Vcard_DToL10531-RA	XP_034828437.1
OG0008900	Vcard_DToL06524-RA	XP_034826705.1
OG0008902	Vcard_DToL10530-RA	XP_034828441.1
OG0008903	Vcard_DToL10528-RA	XP_034828442.1
OG0008904	Vcard_DToL02046-RA	XP_034841210.1, XP_034841209.1
OG0008905	Vcard_DToL10526-RA	XP_034828427.1
OG0008906	Vcard_DToL02048-RA	XP_034841208.1
OG0008907	Vcard_DToL03229-RA	XP_034829034.1
OG0008909	Vcard_DToL10521-RA	XP_034828331.1
OG0008910	Vcard_DToL08799-RA	XP_034840768.1
OG0008911	Vcard_DToL06022-RA	XP_034826802.1
OG0008912	Vcard_DToL03578-RA	XP_034825219.1
OG0008913	Vcard_DToL12918-RA	XP_034834631.1
OG0008914	Vcard_DToL09879-RA	XP_034833440.1
OG0008915	Vcard_DToL07276-RA	XP_034830108.1
OG0008917	Vcard_DToL01157-RA	XP_034833306.1
OG0008918	Vcard_DToL01158-RA	XP_034832750.1
OG0008919	Vcard_DToL16014-RA	XP_034837224.1
OG0008920	Vcard_DToL13330-RA	XP_034835427.1
OG0008921	Vcard_DToL03588-RA	XP_034825559.1
OG0008922	Vcard_DToL05000-RA	XP_034824981.1
OG0008923	Vcard_DToL16396-RA	XP_034826125.1
OG0008924	Vcard_DToL07281-RA	XP_034829859.1
OG0008927	Vcard_DToL11125-RA	XP_034832736.1
OG0008928	Vcard_DToL11120-RA	XP_034833080.1
OG0008929	Vcard_DToL16021-RA	XP_034837293.1
OG0008930	Vcard_DToL06501-RA	XP_034827327.1
OG0008931	Vcard_DToL06499-RA	XP_034827329.1
OG0008932	Vcard_DToL16023-RA	XP_034837326.1
OG0008933	Vcard_DToL13960-RA	XP_034836317.1
OG0008934	Vcard_DToL12940-RA	XP_034834822.1
OG0008935	Vcard_DToL07285-RA	XP_034829654.1
OG0008936	Vcard_DToL12942-RA	XP_034834815.1
OG0008937	Vcard_DToL13315-RA	XP_034835370.1
OG0008938	Vcard_DToL11113-RA	XP_034832628.1
OG0008939	Vcard_DToL01172-RA	XP_034838625.1
OG0008941	Vcard_DToL05006-RA	XP_034824871.1
OG0008943	Vcard_DToL09365-RA	XP_034832170.1
OG0008944	Vcard_DToL13956-RA	XP_034836503.1
OG0008945	Vcard_DToL12827-RA	XP_034834573.1
OG0008946	Vcard_DToL13312-RA	XP_034835343.1
OG0008947	Vcard_DToL09366-RA	XP_034831801.1
OG0008949	Vcard_DToL02060-RA	XP_034840936.1
OG0008950	Vcard_DToL02061-RA	XP_034840947.1
OG0008951	Vcard_DToL09367-RA	XP_034831802.1
OG0008952	Vcard_DToL02062-RA	XP_034840926.1
OG0008953	Vcard_DToL11106-RA	XP_034832642.1, XP_034832641.1
OG0008954	Vcard_DToL13310-RA	XP_034835335.1
OG0008955	Vcard_DToL07288-RA	XP_034830165.1
OG0008956	Vcard_DToL06493-RA	XP_034827315.1
OG0008958	Vcard_DToL09369-RA	XP_034832221.1
OG0008959	Vcard_DToL18095-RA	XP_034838305.1
OG0008960	Vcard_DToL12267-RA	XP_034831104.1
OG0008962	Vcard_DToL14172-RA	XP_034836376.1
OG0008963	Vcard_DToL09875-RA	XP_034833188.1, XP_034833187.1
OG0008964	Vcard_DToL06489-RA	XP_034827122.1
OG0008965	Vcard_DToL14808-RA	XP_034834015.1
OG0008966	Vcard_DToL12737-RA	XP_034834799.1
OG0008967	Vcard_DToL12739-RA	XP_034834792.1
OG0008969	Vcard_DToL05990-RA	XP_034826402.1
OG0008971	Vcard_DToL12740-RA	XP_034834794.1
OG0008972	Vcard_DToL08767-RA	XP_034840612.1
OG0008973	Vcard_DToL08765-RA	XP_034840601.1
OG0008974	Vcard_DToL11305-RA	XP_034832767.1
OG0008975	Vcard_DToL09872-RA	XP_034833673.1
OG0008977	Vcard_DToL09868-RA	XP_034833674.1
OG0008979	Vcard_DToL01529-RA	XP_034834678.1
OG0008980	Vcard_DToL01530-RA	XP_034834629.1
OG0008981	Vcard_DToL12283-RA	XP_034831666.1
OG0008984	Vcard_DToL08763-RA	XP_034840623.1
OG0008985	Vcard_DToL17506-RA	XP_034839566.1
OG0008987	Vcard_DToL16128-RA	XP_034837315.1
OG0008988	Vcard_DToL16129-RA	XP_034837317.1
OG0008989	Vcard_DToL09860-RA	XP_034833134.1
OG0008990	Vcard_DToL10504-RA	XP_034828607.1
OG0008991	Vcard_DToL05979-RA	XP_034826728.1
OG0008992	Vcard_DToL06484-RA	XP_034827196.1
OG0008993	Vcard_DToL14798-RA	XP_034834010.1
OG0008994	Vcard_DToL05971-RA	XP_034827484.1
OG0008995	Vcard_DToL09857-RA	XP_034833171.1
OG0008996	Vcard_DToL10494-RA	XP_034828570.1
OG0008997	Vcard_DToL11290-RA	XP_034832815.1
OG0008999	Vcard_DToL16143-RA	XP_034837451.1
OG0009000	Vcard_DToL13271-RA	XP_034835367.1
OG0009003	Vcard_DToL11286-RA	XP_034832810.1
OG0009005	Vcard_DToL08755-RA	XP_034840628.1
OG0009006	Vcard_DToL05032-RA	XP_034824452.1
OG0009007	Vcard_DToL09853-RA	XP_034833657.1
OG0009008	Vcard_DToL09852-RA	XP_034833658.1
OG0009009	Vcard_DToL09850-RA	XP_034833478.1
OG0009010	Vcard_DToL12297-RA	XP_034831048.1
OG0009011	Vcard_DToL06850-RA	XP_034826844.1
OG0009012	Vcard_DToL09849-RA	XP_034833483.1
OG0009013	Vcard_DToL08744-RA	XP_034840756.1
OG0009014	Vcard_DToL08742-RA	XP_034840758.1
OG0009015	Vcard_DToL08741-RA	XP_034840211.1
OG0009017	Vcard_DToL09398-RA	XP_034832458.1
OG0009019	Vcard_DToL00261-RA	XP_034839629.1
OG0009020	Vcard_DToL08739-RA	XP_034840505.1
OG0009021	Vcard_DToL02104-RA	XP_034841363.1
OG0009023	Vcard_DToL15339-RA	XP_034835987.1
OG0009024	Vcard_DToL05049-RA	XP_034824442.1
OG0009025	Vcard_DToL06873-RA	XP_034826776.1
OG0009026	Vcard_DToL05951-RA	XP_034828890.1
OG0009028	Vcard_DToL12308-RA	XP_034831063.1
OG0009029	Vcard_DToL12748-RA	XP_034834976.1
OG0009030	Vcard_DToL12750-RA	XP_034834785.1
OG0009031	Vcard_DToL00257-RA	XP_034839504.1
OG0009033	Vcard_DToL05055-RA	XP_034824791.1
OG0009035	Vcard_DToL12752-RA	XP_034834783.1
OG0009036	Vcard_DToL10961-RA	XP_034832560.1
OG0009037	Vcard_DToL08734-RA	XP_034840509.1
OG0009038	Vcard_DToL03636-RA	XP_034825486.1
OG0009039	Vcard_DToL00243-RA	XP_034839379.1
OG0009040	Vcard_DToL12756-RA	XP_034834350.1
OG0009041	Vcard_DToL15349-RA	XP_034835957.1
OG0009042	Vcard_DToL15351-RA	XP_034835952.1
OG0009043	Vcard_DToL04287-RA	XP_034830864.1
OG0009044	Vcard_DToL08733-RA	XP_034840484.1
OG0009045	Vcard_DToL08730-RA	XP_034840473.1
OG0009046	Vcard_DToL05933-RA	XP_034828929.1
OG0009047	Vcard_DToL11947-RA	XP_034831426.1
OG0009048	Vcard_DToL08729-RA	XP_034840482.1
OG0009049	Vcard_DToL07882-RA	XP_034828210.1
OG0009050	Vcard_DToL12758-RA	XP_034834759.1
OG0009051	Vcard_DToL03644-RA	XP_034825768.1
OG0009052	Vcard_DToL04292-RA	XP_034830327.1
OG0009054	Vcard_DToL14146-RA	XP_034836434.1
OG0009055	Vcard_DToL02867-RA	XP_034829117.1
OG0009056	Vcard_DToL10473-RA	XP_034828824.1
OG0009057	Vcard_DToL10963-RA	XP_034832790.1
OG0009058	Vcard_DToL08723-RA	XP_034840463.1
OG0009059	Vcard_DToL12763-RA	XP_034834564.1
OG0009060	Vcard_DToL05072-RA	XP_034824457.1
OG0009061	Vcard_DToL12764-RA	XP_034834593.1
OG0009062	Vcard_DToL08722-RA	XP_034840476.1
OG0009063	Vcard_DToL06885-RA	XP_034827280.1
OG0009064	Vcard_DToL07830-RA	XP_034827955.1
OG0009066	Vcard_DToL08718-RA	XP_034840466.1
OG0009067	Vcard_DToL02126-RA	XP_034840897.1
OG0009069	Vcard_DToL08717-RA	XP_034840465.1
OG0009070	Vcard_DToL05080-RA	XP_034824465.1
OG0009071	Vcard_DToL12776-RA	XP_034834438.1
OG0009073	Vcard_DToL03650-RA	XP_034825787.1
OG0009074	Vcard_DToL18251-RA	XP_034838324.1
OG0009075	Vcard_DToL08706-RA	XP_034840488.1
OG0009076	Vcard_DToL10982-RA, Vcard_DToL10981-RA	XP_034832538.1, XP_034832539.1
OG0009078	Vcard_DToL17861-RA	XP_034838191.1, XP_034838190.1
OG0009079	Vcard_DToL12787-RA	XP_034834360.1
OG0009081	Vcard_DToL01561-RA	XP_034831386.1
OG0009082	Vcard_DToL02137-RA	XP_034841306.1
OG0009083	Vcard_DToL06680-RA	XP_034827074.1
OG0009084	Vcard_DToL14739-RA	XP_034834520.1, XP_034833927.1
OG0009085	Vcard_DToL07320-RA	XP_034829636.1
OG0009087	Vcard_DToL05920-RA	XP_034829569.1
OG0009088	Vcard_DToL08700-RA	XP_034840226.1
OG0009089	Vcard_DToL14455-RA	XP_034833875.1
OG0009090	Vcard_DToL11957-RA	XP_034831305.1
OG0009092	Vcard_DToL07325-RA	XP_034829540.1
OG0009093	Vcard_DToL08698-RA	XP_034840231.1
OG0009094	Vcard_DToL07835-RA	XP_034827760.1
OG0009095	Vcard_DToL08697-RA	XP_034840232.1
OG0009096	Vcard_DToL02879-RA	XP_034829365.1
OG0009097	Vcard_DToL08695-RA	XP_034840256.1
OG0009098	Vcard_DToL13172-RA	XP_034835226.1
OG0009099	Vcard_DToL00214-RA	XP_034839623.1
OG0009101	Vcard_DToL02882-RA	XP_034829348.1
OG0009102	Vcard_DToL08694-RA	XP_034840263.1
OG0009103	Vcard_DToL00211-RA	XP_034839621.1
OG0009104	Vcard_DToL04312-RA	XP_034830376.1
OG0009105	Vcard_DToL17427-RA	XP_034838545.1
OG0009107	Vcard_DToL08689-RA	XP_034840234.1
OG0009108	Vcard_DToL08684-RA	XP_034840235.1
OG0009109	Vcard_DToL08683-RA	XP_034840257.1
OG0009110	Vcard_DToL08681-RA	XP_034840241.1
OG0009111	Vcard_DToL04315-RA	XP_034830286.1
OG0009112	Vcard_DToL08676-RA	XP_034840229.1
OG0009113	Vcard_DToL16260-RA	XP_034837290.1
OG0009114	Vcard_DToL01574-RA	XP_034838021.1
OG0009115	Vcard_DToL08669-RA	XP_034840216.1
OG0009116	Vcard_DToL07334-RA	XP_034829804.1
OG0009118	Vcard_DToL07337-RA	XP_034829802.1
OG0009123	Vcard_DToL11971-RA	XP_034831490.1
OG0009127	Vcard_DToL05114-RA	XP_034824275.1
OG0009128	Vcard_DToL08664-RA	XP_034840261.1
OG0009129	Vcard_DToL05117-RA	XP_034824813.1
OG0009130	Vcard_DToL05914-RA	XP_034829508.1
OG0009131	Vcard_DToL01584-RA	XP_034837919.1
OG0009132	Vcard_DToL04317-RA	XP_034830902.1
OG0009133	Vcard_DToL05911-RA	XP_034829476.1
OG0009134	Vcard_DToL08660-RA	XP_034840385.1
OG0009135	Vcard_DToL04318-RA	XP_034830910.1
OG0009136	Vcard_DToL02158-RA	XP_034824078.1
OG0009137	Vcard_DToL11977-RA	XP_034831486.1
OG0009138	Vcard_DToL05904-RA	XP_034825420.1
OG0009140	Vcard_DToL01586-RA	XP_034837872.1
OG0009141	Vcard_DToL00185-RA	XP_034839615.1
OG0009142	Vcard_DToL07884-RA	XP_034828280.1
OG0009143	Vcard_DToL05126-RA	XP_034824325.1
OG0009144	Vcard_DToL08654-RA	XP_034840386.1
OG0009145	Vcard_DToL02168-RA	XP_034824076.1
OG0009146	Vcard_DToL03689-RA	XP_034825564.1
OG0009147	Vcard_DToL07888-RA	XP_034828277.1
OG0009149	Vcard_DToL11980-RA	XP_034831612.1
OG0009150	Vcard_DToL02174-RA	XP_034840978.1
OG0009151	Vcard_DToL02928-RA	XP_034829143.1
OG0009152	Vcard_DToL02929-RA	XP_034829159.1
OG0009153	Vcard_DToL08647-RA	XP_034840236.1
OG0009154	Vcard_DToL16287-RA	XP_034826200.1
OG0009155	Vcard_DToL08644-RA	XP_034840215.1
OG0009157	Vcard_DToL13141-RA	XP_034830830.1
OG0009159	Vcard_DToL15487-RA	XP_034826534.1
OG0009160	Vcard_DToL08642-RA	XP_034840244.1
OG0009161	Vcard_DToL04341-RA	XP_034830695.1
OG0009162	Vcard_DToL08640-RA	XP_034840387.1
OG0009166	Vcard_DToL08637-RA	XP_034840228.1
OG0009168	Vcard_DToL08634-RA	XP_034840219.1
OG0009169	Vcard_DToL09434-RA	XP_034832285.1
OG0009170	Vcard_DToL04347-RA	XP_034831003.1
OG0009171	Vcard_DToL18687-RA	XP_034839076.1
OG0009173	Vcard_DToL09439-RA	XP_034832283.1
OG0009174	Vcard_DToL00358-RA	XP_034839329.1
OG0009176	Vcard_DToL15499-RA	XP_034826285.1
OG0009177	Vcard_DToL02184-RA	XP_034823927.1
OG0009178	Vcard_DToL09447-RA	XP_034832325.1
OG0009179	Vcard_DToL01609-RA	XP_034833156.1
OG0009180	Vcard_DToL05152-RA	XP_034824225.1
OG0009181	Vcard_DToL01610-RA	XP_034833147.1
OG0009182	Vcard_DToL00379-RA	XP_034839797.1
OG0009183	Vcard_DToL13202-RA	XP_034835616.1
OG0009184	Vcard_DToL14500-RA	XP_034834059.1
OG0009185	Vcard_DToL15503-RA	XP_034826540.1
OG0009186	Vcard_DToL05885-RA	XP_034829441.1
OG0009187	Vcard_DToL07361-RA	XP_034830208.1
OG0009188	Vcard_DToL05155-RA	XP_034824181.1
OG0009190	Vcard_DToL02946-RA	XP_034829300.1
OG0009191	Vcard_DToL09814-RA	XP_034833537.1
OG0009192	Vcard_DToL08629-RA	XP_034840639.1
OG0009193	Vcard_DToL09455-RA	XP_034831767.1
OG0009194	Vcard_DToL02951-RA	XP_034829451.1
OG0009195	Vcard_DToL01288-RA	XP_034836178.1
OG0009196	Vcard_DToL09809-RA	XP_034833540.1
OG0009197	Vcard_DToL10439-RA	XP_034828411.1
OG0009198	Vcard_DToL02955-RA	XP_034829392.1
OG0009199	Vcard_DToL05167-RA	XP_034824964.1
OG0009200	Vcard_DToL05347-RA	XP_034824801.1
OG0009201	Vcard_DToL09798-RA	XP_034833125.1
OG0009203	Vcard_DToL02208-RA	XP_034840989.1
OG0009204	Vcard_DToL10429-RA	XP_034828580.1
OG0009205	Vcard_DToL12704-RA	XP_034834978.1
OG0009206	Vcard_DToL08615-RA	XP_034840047.1
OG0009207	Vcard_DToL17275-RA	XP_034837508.1
OG0009208	Vcard_DToL01277-RA	XP_034834863.1
OG0009209	Vcard_DToL17050-RA	XP_034836791.1
OG0009210	Vcard_DToL08606-RA	XP_034840049.1
OG0009213	Vcard_DToL08605-RA	XP_034840066.1
OG0009214	Vcard_DToL08604-RA	XP_034840068.1
OG0009215	Vcard_DToL08603-RA	XP_034840071.1
OG0009216	Vcard_DToL08602-RA	XP_034840050.1
OG0009217	Vcard_DToL08601-RA	XP_034840065.1
OG0009218	Vcard_DToL05876-RA	XP_034824025.1
OG0009221	Vcard_DToL11024-RA	XP_034832745.1
OG0009222	Vcard_DToL14204-RA	XP_034836652.1
OG0009223	Vcard_DToL07377-RA	XP_034829886.1
OG0009224	Vcard_DToL09464-RA	XP_034832306.1
OG0009225	Vcard_DToL08589-RA	XP_034840042.1
OG0009226	Vcard_DToL02227-RA	XP_034841144.1
OG0009227	Vcard_DToL08588-RA	XP_034840064.1
OG0009228	Vcard_DToL08587-RA	XP_034840052.1
OG0009230	Vcard_DToL15531-RA	XP_034826243.1
OG0009231	Vcard_DToL09469-RA	XP_034832030.1
OG0009232	Vcard_DToL08583-RA	XP_034840070.1
OG0009233	Vcard_DToL14519-RA	XP_034833760.1
OG0009235	Vcard_DToL03706-RA	XP_034825039.1
OG0009236	Vcard_DToL09783-RA	XP_034833157.1
OG0009237	Vcard_DToL05864-RA	XP_034829638.1
OG0009238	Vcard_DToL11040-RA	XP_034832769.1
OG0009239	Vcard_DToL02364-RA	XP_034840995.1
OG0009240	Vcard_DToL14218-RA	XP_034836370.1
OG0009241	Vcard_DToL05862-RA	XP_034829053.1
OG0009242	Vcard_DToL09781-RA	XP_034833532.1
OG0009243	Vcard_DToL07922-RA	XP_034827586.1
OG0009245	Vcard_DToL03709-RA	XP_034825724.1
OG0009247	Vcard_DToL07999-RA	XP_034827587.1
OG0009249	Vcard_DToL08582-RA	XP_034840059.1
OG0009250	Vcard_DToL04384-RA	XP_034830365.1
OG0009253	Vcard_DToL04386-RA	XP_034830491.1
OG0009254	Vcard_DToL14226-RA	XP_034836525.1
OG0009255	Vcard_DToL02355-RA	XP_034824163.1
OG0009257	Vcard_DToL07991-RA	XP_034827847.1
OG0009258	Vcard_DToL12686-RA	XP_034834803.1
OG0009259	Vcard_DToL08581-RA	XP_034840670.1
OG0009261	Vcard_DToL09773-RA	XP_034833182.1
OG0009262	Vcard_DToL14543-RA	XP_034833736.1
OG0009263	Vcard_DToL15537-RA	XP_034825976.1
OG0009264	Vcard_DToL15538-RA	XP_034825975.1
OG0009265	Vcard_DToL13221-RA	XP_034835562.1
OG0009266	Vcard_DToL12683-RA	XP_034834336.1
OG0009267	Vcard_DToL07986-RA	XP_034827410.1
OG0009268	Vcard_DToL14546-RA	XP_034833754.1
OG0009269	Vcard_DToL08576-RA	XP_034840671.1
OG0009270	Vcard_DToL08573-RA	XP_034840677.1
OG0009271	Vcard_DToL12681-RA	XP_034834610.1
OG0009272	Vcard_DToL02347-RA	XP_034841096.1
OG0009273	Vcard_DToL11995-RA	XP_034831633.1
OG0009274	Vcard_DToL00441-RA	XP_034839370.1
OG0009277	Vcard_DToL11062-RA	XP_034832918.1
OG0009278	Vcard_DToL08566-RA	XP_034840089.1
OG0009279	Vcard_DToL08565-RA	XP_034840090.1
OG0009280	Vcard_DToL09763-RA	XP_034833637.1
OG0009282	Vcard_DToL12676-RA	XP_034834637.1
OG0009283	Vcard_DToL09764-RA	XP_034833649.1
OG0009284	Vcard_DToL14235-RA	XP_034836527.1
OG0009285	Vcard_DToL05828-RA	XP_034827682.1
OG0009286	Vcard_DToL05827-RA	XP_034827669.1
OG0009287	Vcard_DToL15407-RA	XP_034835913.1
OG0009288	Vcard_DToL13682-RA	XP_034835172.1
OG0009289	Vcard_DToL11063-RA	XP_034832903.1
OG0009290	Vcard_DToL08564-RA	XP_034840392.1
OG0009291	Vcard_DToL05824-RA	XP_034824787.1
OG0009292	Vcard_DToL12007-RA	XP_034831176.1
OG0009293	Vcard_DToL08563-RA	XP_034840724.1
OG0009294	Vcard_DToL03735-RA	XP_034825088.1
OG0009295	Vcard_DToL02316-RA	XP_034841435.1
OG0009296	Vcard_DToL16184-RA	XP_034837072.1
OG0009297	Vcard_DToL09483-RA	XP_034832125.1
OG0009298	Vcard_DToL12670-RA	XP_034834901.1
OG0009300	Vcard_DToL08558-RA	XP_034840307.1
OG0009302	Vcard_DToL12012-RA	XP_034831443.1
OG0009303	Vcard_DToL04407-RA	XP_034830282.1
OG0009304	Vcard_DToL07953-RA	XP_034827869.1
OG0009306	Vcard_DToL08555-RA	XP_034839611.1
OG0009307	Vcard_DToL12023-RA	XP_034831583.1
OG0009308	Vcard_DToL08554-RA	XP_034839632.1
OG0009309	Vcard_DToL15412-RA	XP_034835895.1
OG0009310	Vcard_DToL08552-RA	XP_034839622.1
OG0009311	Vcard_DToL15413-RA	XP_034835894.1
OG0009312	Vcard_DToL04416-RA	XP_034830817.1
OG0009313	Vcard_DToL00499-RA	XP_034838707.1
OG0009314	Vcard_DToL00498-RA	XP_034839729.1
OG0009315	Vcard_DToL00495-RA	XP_034839689.1
OG0009316	Vcard_DToL03746-RA	XP_034825252.1
OG0009317	Vcard_DToL07395-RA	XP_034830062.1
OG0009319	Vcard_DToL08551-RA	XP_034840213.1
OG0009320	Vcard_DToL08550-RA	XP_034840214.1
OG0009322	Vcard_DToL12644-RA	XP_034834549.1
OG0009323	Vcard_DToL00494-RA	XP_034839713.1
OG0009324	Vcard_DToL00492-RA	XP_034839726.1
OG0009325	Vcard_DToL05784-RA	XP_034840277.1
OG0009326	Vcard_DToL07699-RA	XP_034827528.1
OG0009328	Vcard_DToL08547-RA	XP_034840034.1
OG0009329	Vcard_DToL09308-RA	XP_034832399.1
OG0009333	Vcard_DToL09749-RA	XP_034828866.1
OG0009334	Vcard_DToL07693-RA	XP_034827535.1
OG0009335	Vcard_DToL00488-RA	XP_034839734.1
OG0009336	Vcard_DToL07689-RA	XP_034827799.1
OG0009337	Vcard_DToL10399-RA	XP_034828839.1
OG0009339	Vcard_DToL13711-RA	XP_034835600.1
OG0009340	Vcard_DToL08544-RA	XP_034840129.1
OG0009342	Vcard_DToL08539-RA	XP_034840649.1
OG0009343	Vcard_DToL07416-RA	XP_034829521.1
OG0009344	Vcard_DToL00480-RA	XP_034839737.1
OG0009345	Vcard_DToL08533-RA	XP_034840790.1
OG0009346	Vcard_DToL14246-RA	XP_034836486.1
OG0009347	Vcard_DToL08531-RA	XP_034840782.1
OG0009348	Vcard_DToL08529-RA	XP_034840786.1
OG0009350	Vcard_DToL15420-RA	XP_034835776.1
OG0009352	Vcard_DToL15421-RA	XP_034835927.1
OG0009353	Vcard_DToL02307-RA	XP_034841359.1
OG0009354	Vcard_DToL09954-RA	XP_034833357.1
OG0009355	Vcard_DToL08527-RA	XP_034840781.1
OG0009356	Vcard_DToL05718-RA	XP_034840616.1
OG0009357	Vcard_DToL03011-RA	XP_034829024.1
OG0009358	Vcard_DToL13725-RA	XP_034835204.1
OG0009361	Vcard_DToL00477-RA	XP_034839766.1
OG0009362	Vcard_DToL15429-RA	XP_034835888.1
OG0009363	Vcard_DToL10951-RA	XP_034832834.1
OG0009364	Vcard_DToL10949-RA	XP_034832835.1
OG0009365	Vcard_DToL00474-RA	XP_034839764.1
OG0009366	Vcard_DToL03778-RA	XP_034825398.1
OG0009367	Vcard_DToL13763-RA	XP_034835464.1
OG0009369	Vcard_DToL07445-RA	XP_034829976.1
OG0009370	Vcard_DToL10161-RA	XP_034833593.1
OG0009371	Vcard_DToL02292-RA	XP_034824168.1
OG0009373	Vcard_DToL15438-RA	XP_034835786.1
OG0009374	Vcard_DToL05725-RA	XP_034828260.1
OG0009376	Vcard_DToL01208-RA	XP_034831799.1
OG0009377	Vcard_DToL15444-RA	XP_034835784.1
OG0009378	Vcard_DToL14401-RA	XP_034834145.1
OG0009379	Vcard_DToL07809-RA	XP_034827977.1
OG0009380	Vcard_DToL09287-RA	XP_034832341.1
OG0009381	Vcard_DToL02285-RA, Vcard_DToL02286-RA	XP_034841025.1
OG0009382	Vcard_DToL07456-RA	XP_034829526.1
OG0009383	Vcard_DToL09284-RA	XP_034832447.1
OG0009384	Vcard_DToL00501-RA	XP_034839591.1
OG0009387	Vcard_DToL00448-RA	XP_034839427.1
OG0009389	Vcard_DToL14396-RA	XP_034834179.1
OG0009390	Vcard_DToL03795-RA	XP_034825710.1
OG0009391	Vcard_DToL14394-RA	XP_034834152.1
