Orthogroup	Heliconius_melpomene_melpomene	Vanessa_cardui
OG0007725	HMEL007076g1.t1	Vcard_DToL10328-RA
OG0007726	HMEL002668g1.t1	Vcard_DToL06650-RA
OG0007727	HMEL007077g1.t1	Vcard_DToL10329-RA
OG0007728	HMEL017432g1.t1	Vcard_DToL10067-RA
OG0007729	HMEL002666g1.t1	Vcard_DToL06649-RA
OG0007730	HMEL017433g1.t1	Vcard_DToL10066-RA
OG0007731	HMEL011295g1.t1	Vcard_DToL17149-RA
OG0007732	HMEL011409g1.t1	Vcard_DToL05657-RA
OG0007733	HMEL002665g1.t1	Vcard_DToL06648-RA
OG0007734	HMEL015467g1.t1	Vcard_DToL08191-RA
OG0007735	HMEL003719g1.t1	Vcard_DToL01472-RA
OG0007736	HMEL008426g1.t1	Vcard_DToL09204-RA
OG0007737	HMEL018100g1.t1	Vcard_DToL15595-RA
OG0007738	HMEL011414g1.t1	Vcard_DToL05651-RA
OG0007739	HMEL007081g1.t1	Vcard_DToL10324-RA
OG0007740	HMEL017437g1.t1	Vcard_DToL10063-RA
OG0007741	HMEL008087g1.t1	Vcard_DToL05328-RA
OG0007742	HMEL002662g1.t1	Vcard_DToL06643-RA
OG0007743	HMEL032016g1.t1	Vcard_DToL05326-RA
OG0007744	HMEL007774g1.t1	Vcard_DToL00585-RA
OG0007745	HMEL005674g1.t1	Vcard_DToL05325-RA
OG0007746	HMEL017439g1.t1	Vcard_DToL10062-RA
OG0007747	HMEL013553g1.t1	Vcard_DToL02767-RA
OG0007748	HMEL002661g1.t1	Vcard_DToL06636-RA
OG0007749	HMEL036315g1.t1	Vcard_DToL10059-RA
OG0007750	HMEL020458g1.t1	Vcard_DToL07555-RA
OG0007751	HMEL002906-RA	Vcard_DToL15682-RA
OG0007752	HMEL002904-RA	Vcard_DToL15683-RA
OG0007753	HMEL003651g1.t1	Vcard_DToL06933-RA
OG0007754	HMEL003650g1.t1	Vcard_DToL06936-RA
OG0007755	HMEL017443g1.t1	Vcard_DToL10058-RA
OG0007756	HMEL002902-RA	Vcard_DToL15686-RA
OG0007757	HMEL016170g1.t1	Vcard_DToL10316-RA
OG0007758	HMEL022536-RA	Vcard_DToL01473-RA
OG0007760	HMEL011564g1.t1	Vcard_DToL04548-RA
OG0007761	HMEL035227g1.t1	Vcard_DToL08471-RA
OG0007762	HMEL037100g1.t1	Vcard_DToL07558-RA
OG0007763	HMEL017445g1.t1	Vcard_DToL10055-RA
OG0007764	HMEL002845g1.t1	Vcard_DToL02475-RA
OG0007765	HMEL007565g1.t1	Vcard_DToL05321-RA
OG0007766	HMEL005992g1.t1	Vcard_DToL06960-RA
OG0007767	HMEL002844g1.t1	Vcard_DToL02477-RA
OG0007768	HMEL006121g1.t1	Vcard_DToL10860-RA
OG0007769	HMEL006122g1.t1	Vcard_DToL10861-RA
OG0007770	HMEL007305g1.t1	Vcard_DToL01476-RA
OG0007771	HMEL006123g1.t1	Vcard_DToL10863-RA
OG0007772	HMEL016162g1.t1	Vcard_DToL07560-RA
OG0007773	HMEL032011g1.t1	Vcard_DToL05315-RA
OG0007774	HMEL032699g1.t1	Vcard_DToL04550-RA
OG0007775	HMEL002416g1.t1	Vcard_DToL10306-RA
OG0007776	HMEL002895g1.t1	Vcard_DToL15691-RA
OG0007778	HMEL030631g1.t1	Vcard_DToL15694-RA
OG0007779	HMEL036887g1.t1	Vcard_DToL12499-RA
OG0007781	HMEL003861g1.t1	Vcard_DToL02790-RA
OG0007782	HMEL033353g1.t1	Vcard_DToL08185-RA
OG0007783	HMEL017385g1.t1	Vcard_DToL05313-RA
OG0007784	HMEL006309g1.t1	Vcard_DToL13790-RA
OG0007785	HMEL010622g1.t1	Vcard_DToL08183-RA
OG0007786	HMEL032324g1.t1	Vcard_DToL13788-RA
OG0007787	HMEL011441-RA	Vcard_DToL05625-RA
OG0007788	HMEL010623g1.t1	Vcard_DToL08182-RA
OG0007789	HMEL032325g1.t1	Vcard_DToL13786-RA
OG0007790	HMEL037732g1.t1	Vcard_DToL11900-RA
OG0007791	HMEL015483g1.t1	Vcard_DToL07565-RA
OG0007793	HMEL003857g1.t1	Vcard_DToL02796-RA
OG0007794	HMEL010626g1.t1	Vcard_DToL08179-RA
OG0007795	HMEL003798g1.t1	Vcard_DToL17129-RA
OG0007796	HMEL010627g1.t1	Vcard_DToL08178-RA
OG0007797	HMEL014588g1.t1	Vcard_DToL13779-RA
OG0007798	HMEL030629g1.t1	Vcard_DToL15706-RA
OG0007799	HMEL016621g1.t1	Vcard_DToL00601-RA
OG0007800	HMEL032327g1.t1	Vcard_DToL13772-RA
OG0007801	HMEL015280g1.t1	Vcard_DToL02489-RA
OG0007803	HMEL015279g1.t1	Vcard_DToL02492-RA
OG0007804	HMEL030025g1.t1	Vcard_DToL17125-RA
OG0007805	HMEL003793g1.t1	Vcard_DToL17122-RA
OG0007806	HMEL011477g1.t1	Vcard_DToL09174-RA
OG0007807	HMEL014293g1.t1	Vcard_DToL10868-RA
OG0007808	HMEL032692g1.t1	Vcard_DToL04569-RA
OG0007809	HMEL015278g1.t1	Vcard_DToL02495-RA
OG0007810	HMEL003762g1.t1	Vcard_DToL06955-RA
OG0007812	HMEL022507-RA	Vcard_DToL08457-RA
OG0007813	HMEL011474g1.t1	Vcard_DToL09169-RA
OG0007814	HMEL015276g1.t1	Vcard_DToL02498-RA
OG0007816	HMEL015275g1.t1	Vcard_DToL02500-RA
OG0007817	HMEL009446g1.t1	Vcard_DToL08453-RA
OG0007818	HMEL000060g1.t1	Vcard_DToL04575-RA
OG0007819	HMEL003791g1.t1	Vcard_DToL17116-RA
OG0007820	HMEL000059g1.t1	Vcard_DToL04576-RA
OG0007821	HMEL037115g1.t1	Vcard_DToL07577-RA
OG0007822	HMEL014299g1.t1	Vcard_DToL10875-RA
OG0007823	HMEL003790g1.t1	Vcard_DToL17114-RA
OG0007825	HMEL009443g1.t1	Vcard_DToL08450-RA
OG0007826	HMEL005457g1.t1	Vcard_DToL07578-RA
OG0007827	HMEL035573g1.t1	Vcard_DToL00702-RA
OG0007828	HMEL010636g1.t1	Vcard_DToL08169-RA
OG0007829	HMEL000058-RA	Vcard_DToL04577-RA
OG0007830	HMEL005900g1.t1	Vcard_DToL01722-RA
OG0007832	HMEL009441g1.t1	Vcard_DToL08446-RA
OG0007833	HMEL009438g1.t1	Vcard_DToL08445-RA
OG0007834	HMEL005901g1.t1	Vcard_DToL01723-RA
OG0007835	HMEL001028-RA	Vcard_DToL02818-RA
OG0007836	HMEL005902g1.t1	Vcard_DToL01724-RA
OG0007837	HMEL016629g1.t1	Vcard_DToL00704-RA
OG0007839	HMEL009440g1.t1	Vcard_DToL08443-RA
OG0007840	HMEL000053-RA	Vcard_DToL04585-RA
OG0007841	HMEL015268g1.t1	Vcard_DToL02511-RA
OG0007842	HMEL011428g1.t1	Vcard_DToL05639-RA
OG0007843	HMEL015267g1.t1	Vcard_DToL02512-RA
OG0007844	HMEL011470g1.t1	Vcard_DToL09162-RA
OG0007845	HMEL011431g1.t1	Vcard_DToL05636-RA
OG0007846	HMEL011433g1.t1	Vcard_DToL05634-RA
OG0007847	HMEL013990g1.t1	Vcard_DToL12509-RA
OG0007848	HMEL015263g1.t1	Vcard_DToL02515-RA
OG0007849	HMEL037118g1.t1	Vcard_DToL07582-RA
OG0007850	HMEL014308g1.t1	Vcard_DToL10885-RA
OG0007851	HMEL003752g1.t1	Vcard_DToL06946-RA
OG0007852	HMEL011468g1.t1	Vcard_DToL09159-RA
OG0007853	HMEL031693g1.t1	Vcard_DToL09158-RA
OG0007854	HMEL015261g1.t1	Vcard_DToL02523-RA
OG0007855	HMEL016639g1.t1	Vcard_DToL00693-RA
OG0007857	HMEL015260g1.t1	Vcard_DToL02524-RA
OG0007858	HMEL011122g1.t1	Vcard_DToL15717-RA
OG0007859	HMEL015256g1.t1	Vcard_DToL02527-RA
OG0007860	HMEL011990g1.t1	Vcard_DToL12512-RA
OG0007861	HMEL006295g1.t1	Vcard_DToL06964-RA
OG0007862	HMEL006296g1.t1	Vcard_DToL06965-RA
OG0007863	HMEL036867g1.t1	Vcard_DToL12513-RA
OG0007864	HMEL014311g1.t1	Vcard_DToL10889-RA
OG0007865	HMEL032686g1.t1, HMEL021863g1.t1	Vcard_DToL04588-RA
OG0007866	HMEL036865g1.t1	Vcard_DToL12514-RA
OG0007868	HMEL012628g1.t1	Vcard_DToL09153-RA
OG0007869	HMEL000051g1.t1	Vcard_DToL04590-RA
OG0007870	HMEL014031g1.t1	Vcard_DToL08156-RA
OG0007871	HMEL012717-RA	Vcard_DToL12516-RA
OG0007872	HMEL011436-RA	Vcard_DToL05627-RA
OG0007873	HMEL001014g1.t1	Vcard_DToL02819-RA
OG0007874	HMEL012632g1.t1	Vcard_DToL09152-RA
OG0007876	HMEL022601g1.t1	Vcard_DToL05626-RA
OG0007877	HMEL011118g1.t1	Vcard_DToL15722-RA
OG0007878	HMEL035578g1.t1	Vcard_DToL00691-RA
OG0007879	HMEL011117g1.t1	Vcard_DToL15723-RA
OG0007880	HMEL001017g1.t1	Vcard_DToL02820-RA
OG0007881	HMEL000048g1.t1	Vcard_DToL04594-RA
OG0007882	HMEL000047-RA	Vcard_DToL04595-RA
OG0007883	HMEL016647g1.t1	Vcard_DToL00689-RA
OG0007884	HMEL000045g1.t1	Vcard_DToL04600-RA
OG0007885	HMEL000044g1.t1	Vcard_DToL04601-RA
OG0007886	HMEL011114g1.t1	Vcard_DToL15728-RA
OG0007887	HMEL017394g1.t1	Vcard_DToL05283-RA
OG0007888	HMEL000043-RA	Vcard_DToL04602-RA
OG0007889	HMEL000042-RA	Vcard_DToL04603-RA
OG0007890	HMEL000041-RA	Vcard_DToL04606-RA
OG0007891	HMEL001020g1.t1	Vcard_DToL02824-RA
OG0007892	HMEL000040-RA	Vcard_DToL04607-RA
OG0007893	HMEL001022g1.t1	Vcard_DToL02828-RA
OG0007894	HMEL000039-RA	Vcard_DToL04608-RA
OG0007895	HMEL012638g1.t1	Vcard_DToL09147-RA
OG0007896	HMEL012639g1.t1	Vcard_DToL09145-RA
OG0007897	HMEL014035g1.t1	Vcard_DToL08155-RA
OG0007899	HMEL000036-RA	Vcard_DToL04613-RA
OG0007900	HMEL012640g1.t1	Vcard_DToL09144-RA
OG0007901	HMEL012641g1.t1	Vcard_DToL09143-RA
OG0007902	HMEL003091g1.t1	Vcard_DToL01712-RA
OG0007903	HMEL035976g1.t1	Vcard_DToL10294-RA
OG0007904	HMEL001006g1.t1	Vcard_DToL02829-RA
OG0007905	HMEL001004g1.t1	Vcard_DToL02830-RA
OG0007906	HMEL033072g1.t1	Vcard_DToL05622-RA
OG0007908	HMEL013532g1.t1	Vcard_DToL00718-RA
OG0007909	HMEL000033-RA	Vcard_DToL04616-RA
OG0007910	HMEL031022g1.t1	Vcard_DToL02531-RA
OG0007911	HMEL014091g1.t1	Vcard_DToL05621-RA
OG0007912	HMEL003087g1.t1	Vcard_DToL01703-RA
OG0007913	HMEL031021g1.t1	Vcard_DToL02532-RA
OG0007914	HMEL009280g1.t1	Vcard_DToL06981-RA
OG0007915	HMEL012642g1.t1	Vcard_DToL09142-RA
OG0007916	HMEL032040g1.t1	Vcard_DToL05272-RA
OG0007917	HMEL015247g1.t1	Vcard_DToL02534-RA
OG0007918	HMEL000032-RA	Vcard_DToL04617-RA
OG0007920	HMEL017939g1.t1	Vcard_DToL00612-RA
OG0007921	HMEL017944g1.t1	Vcard_DToL00614-RA
OG0007922	HMEL020096g1.t1	Vcard_DToL05619-RA
OG0007923	HMEL014040g1.t1	Vcard_DToL08150-RA
OG0007924	HMEL009286g1.t1	Vcard_DToL06991-RA
OG0007925	HMEL014041g1.t1	Vcard_DToL08149-RA
OG0007926	HMEL003083g1.t1	Vcard_DToL01697-RA
OG0007927	HMEL014016g1.t1	Vcard_DToL10894-RA
OG0007928	HMEL000028-RA	Vcard_DToL04620-RA
OG0007929	HMEL000027g1.t1	Vcard_DToL04621-RA
OG0007930	HMEL014042g1.t1	Vcard_DToL08145-RA
OG0007931	HMEL012643g1.t1	Vcard_DToL09140-RA
OG0007932	HMEL014013g1.t1	Vcard_DToL10896-RA
OG0007933	HMEL014043g1.t1	Vcard_DToL08147-RA
OG0007934	HMEL014044g1.t1	Vcard_DToL08146-RA
OG0007935	HMEL035244g1.t1	Vcard_DToL08435-RA
OG0007936	HMEL016243g1.t1	Vcard_DToL10900-RA
OG0007937	HMEL010092g1.t1	Vcard_DToL03867-RA
OG0007938	HMEL005783g1.t1	Vcard_DToL10288-RA
OG0007939	HMEL004006g1.t1	Vcard_DToL09132-RA
OG0007940	HMEL011502g1.t1	Vcard_DToL10287-RA
OG0007941	HMEL015241g1.t1	Vcard_DToL02542-RA
OG0007942	HMEL014045g1.t1	Vcard_DToL08144-RA
OG0007943	HMEL004007g1.t1	Vcard_DToL09130-RA
OG0007944	HMEL015237g1.t1	Vcard_DToL02544-RA
OG0007945	HMEL011497g1.t1	Vcard_DToL10280-RA
OG0007946	HMEL015236g1.t1	Vcard_DToL02550-RA
OG0007947	HMEL009539g1.t1	Vcard_DToL00780-RA
OG0007948	HMEL021239g1.t1	Vcard_DToL10277-RA
OG0007949	HMEL003530g1.t1	Vcard_DToL09128-RA
OG0007950	HMEL009294g1.t1	Vcard_DToL07001-RA
OG0007951	HMEL003529g1.t1	Vcard_DToL09127-RA
OG0007952	HMEL003528g1.t1	Vcard_DToL09126-RA
OG0007953	HMEL003943g1.t1	Vcard_DToL11878-RA
OG0007954	HMEL009168g1.t1	Vcard_DToL01691-RA
OG0007955	HMEL037746g1.t1	Vcard_DToL11877-RA
OG0007956	HMEL012349g1.t1	Vcard_DToL09123-RA
OG0007957	HMEL009169g1.t1	Vcard_DToL01690-RA
OG0007958	HMEL037748g1.t1	Vcard_DToL11873-RA
OG0007959	HMEL012347g1.t1	Vcard_DToL09121-RA
OG0007960	HMEL009297g1.t1	Vcard_DToL07005-RA
OG0007961	HMEL008969g1.t1	Vcard_DToL03876-RA
OG0007962	HMEL031703g1.t1	Vcard_DToL09118-RA
OG0007963	HMEL005663g1.t1	Vcard_DToL11871-RA
OG0007964	HMEL015228g1.t1	Vcard_DToL02563-RA
OG0007965	HMEL003293g1.t1	Vcard_DToL02834-RA
OG0007966	HMEL005660g1.t1	Vcard_DToL11868-RA
OG0007967	HMEL015227g1.t1	Vcard_DToL02564-RA
OG0007968	HMEL000025-RA	Vcard_DToL04624-RA
OG0007969	HMEL003289g1.t1	Vcard_DToL02838-RA
OG0007970	HMEL037756g1.t1	Vcard_DToL11860-RA
OG0007971	HMEL012344g1.t1	Vcard_DToL09116-RA
OG0007972	HMEL009531g1.t1	Vcard_DToL10271-RA
OG0007973	HMEL003493g1.t1	Vcard_DToL08296-RA
OG0007974	HMEL009766g1.t1	Vcard_DToL05265-RA
OG0007975	HMEL031704g1.t1	Vcard_DToL09115-RA
OG0007976	HMEL031705g1.t1	Vcard_DToL09114-RA
OG0007977	HMEL009299g1.t1	Vcard_DToL07008-RA
OG0007978	HMEL012341g1.t1	Vcard_DToL09113-RA
OG0007979	HMEL009300g1.t1	Vcard_DToL07010-RA
OG0007980	HMEL008964g1.t1	Vcard_DToL03881-RA
OG0007981	HMEL011986g1.t1	Vcard_DToL05614-RA
OG0007982	HMEL013767g1.t1	Vcard_DToL10903-RA
OG0007983	HMEL011987g1.t1	Vcard_DToL05613-RA
OG0007984	HMEL003491g1.t1	Vcard_DToL08298-RA
OG0007985	HMEL002678g1.t1	Vcard_DToL07012-RA
OG0007986	HMEL022032g1.t1	Vcard_DToL10268-RA
OG0007987	HMEL008962g1.t1	Vcard_DToL03882-RA
OG0007989	HMEL000024-RA	Vcard_DToL04629-RA
OG0007990	HMEL031014g1.t1	Vcard_DToL02570-RA
OG0007991	HMEL000022-RA	Vcard_DToL04631-RA
OG0007992	HMEL033081g1.t1	Vcard_DToL05608-RA
OG0007993	HMEL007279g1.t1	Vcard_DToL00756-RA
OG0007994	HMEL004855g1.t1	Vcard_DToL08299-RA
OG0007995	HMEL022514-RA	Vcard_DToL03067-RA
OG0007996	HMEL002682g1.t1	Vcard_DToL07014-RA
OG0007997	HMEL015218g1.t1	Vcard_DToL02574-RA
OG0007998	HMEL008959g1.t1	Vcard_DToL03890-RA
OG0007999	HMEL015215g1.t1	Vcard_DToL02577-RA
OG0008000	HMEL015214g1.t1	Vcard_DToL02578-RA
OG0008001	HMEL003383g1.t1	Vcard_DToL03065-RA
OG0008002	HMEL015211g1.t1	Vcard_DToL02580-RA
OG0008003	HMEL008956g1.t1	Vcard_DToL03893-RA
OG0008004	HMEL011019g1.t1	Vcard_DToL00736-RA
OG0008006	HMEL011020g1.t1	Vcard_DToL00737-RA
OG0008007	HMEL006441g1.t1	Vcard_DToL08306-RA
OG0008008	HMEL000016g1.t1	Vcard_DToL04636-RA
OG0008009	HMEL008955g1.t1	Vcard_DToL03894-RA
OG0008010	HMEL011021g1.t1	Vcard_DToL00738-RA
OG0008011	HMEL015209g1.t1	Vcard_DToL02582-RA
OG0008012	HMEL011153g1.t1	Vcard_DToL11099-RA
OG0008013	HMEL033083g1.t1	Vcard_DToL05603-RA
OG0008014	HMEL006443g1.t1	Vcard_DToL08309-RA
OG0008015	HMEL011673g1.t1	Vcard_DToL10262-RA
OG0008017	HMEL002687g1.t1	Vcard_DToL07023-RA
OG0008018	HMEL002688g1.t1	Vcard_DToL07025-RA
OG0008019	HMEL015207g1.t1	Vcard_DToL02583-RA
OG0008020	HMEL011084g1.t1	Vcard_DToL15752-RA
OG0008021	HMEL002689g1.t1	Vcard_DToL07026-RA
OG0008022	HMEL011155g1.t1	Vcard_DToL11098-RA
OG0008023	HMEL021641g1.t1	Vcard_DToL10156-RA
OG0008024	HMEL002690g1.t1	Vcard_DToL07027-RA
OG0008025	HMEL037776g1.t1	Vcard_DToL11853-RA
OG0008026	HMEL002691g1.t1	Vcard_DToL07028-RA
OG0008027	HMEL009800g1.t1	Vcard_DToL07600-RA
OG0008028	HMEL011024g1.t1	Vcard_DToL00740-RA
OG0008029	HMEL002758g1.t1	Vcard_DToL17088-RA
OG0008030	HMEL037136g1.t1	Vcard_DToL07601-RA
OG0008031	HMEL011078g1.t1	Vcard_DToL15760-RA
OG0008032	HMEL002016g1.t1	Vcard_DToL04658-RA
OG0008034	HMEL004535g1.t1	Vcard_DToL07602-RA
OG0008035	HMEL012332g1.t1	Vcard_DToL09105-RA
OG0008036	HMEL006145g1.t1	Vcard_DToL08099-RA
OG0008037	HMEL012330g1.t1	Vcard_DToL09104-RA
OG0008038	HMEL035294g1.t1	Vcard_DToL08322-RA
OG0008039	HMEL037767g1.t1	Vcard_DToL11849-RA
OG0008040	HMEL030945g1.t1	Vcard_DToL01658-RA
OG0008041	HMEL002694g1.t1	Vcard_DToL07029-RA
OG0008042	HMEL011026g1.t1	Vcard_DToL00747-RA
OG0008043	HMEL035989g1.t1	Vcard_DToL10254-RA
OG0008044	HMEL007353g1.t1	Vcard_DToL03899-RA
OG0008045	HMEL002011g1.t1	Vcard_DToL04667-RA
OG0008046	HMEL005302g1.t1	Vcard_DToL11833-RA
OG0008047	HMEL006137g1.t1	Vcard_DToL08084-RA
OG0008048	HMEL012328g1.t1	Vcard_DToL09099-RA
OG0008049	HMEL005301g1.t1	Vcard_DToL11832-RA
OG0008050	HMEL009190g1.t1	Vcard_DToL01655-RA
OG0008051	HMEL012326g1.t1	Vcard_DToL09097-RA
OG0008052	HMEL009193g1.t1	Vcard_DToL01653-RA
OG0008053	HMEL037145g1.t1	Vcard_DToL07617-RA
OG0008054	HMEL030940g1.t1	Vcard_DToL01649-RA
OG0008055	HMEL014660g1.t1	Vcard_DToL07620-RA
OG0008056	HMEL014800g1.t1	Vcard_DToL09090-RA
OG0008057	HMEL031008g1.t1	Vcard_DToL02600-RA
OG0008058	HMEL007551g1.t1	Vcard_DToL15775-RA
OG0008059	HMEL017508g1.t1	Vcard_DToL05252-RA
OG0008060	HMEL006133g1.t1	Vcard_DToL08082-RA
OG0008061	HMEL030938g1.t1	Vcard_DToL01636-RA
OG0008062	HMEL030937g1.t1	Vcard_DToL01635-RA
OG0008063	HMEL030936g1.t1	Vcard_DToL01633-RA
OG0008065	HMEL007549g1.t1	Vcard_DToL15778-RA
OG0008066	HMEL032048g1.t1	Vcard_DToL05244-RA
OG0008067	HMEL007347g1.t1	Vcard_DToL03904-RA
OG0008068	HMEL006131g1.t1	Vcard_DToL08079-RA
OG0008069	HMEL003998g1.t1	Vcard_DToL05243-RA
OG0008070	HMEL009209g1.t1	Vcard_DToL01630-RA
OG0008071	HMEL031712g1.t1	Vcard_DToL09081-RA
OG0008072	HMEL033769g1.t1	Vcard_DToL03906-RA
OG0008075	HMEL032052g1.t1	Vcard_DToL05240-RA
OG0008076	HMEL011041g1.t1	Vcard_DToL00765-RA
OG0008077	HMEL009312g1.t1	Vcard_DToL08078-RA
OG0008078	HMEL014808g1.t1	Vcard_DToL09078-RA
OG0008079	HMEL032056g1.t1	Vcard_DToL05238-RA
OG0008080	HMEL009214g1.t1	Vcard_DToL01622-RA
OG0008081	HMEL007342g1.t1	Vcard_DToL03910-RA
OG0008082	HMEL002099g1.t1	Vcard_DToL05234-RA
OG0008083	HMEL007341g1.t1	Vcard_DToL03911-RA
OG0008084	HMEL007378g1.t1	Vcard_DToL15788-RA
OG0008085	HMEL022383g1.t1	Vcard_DToL05233-RA
OG0008086	HMEL007377g1.t1	Vcard_DToL15789-RA
OG0008087	HMEL009215g1.t1	Vcard_DToL01620-RA
OG0008088	HMEL030935g1.t1	Vcard_DToL01295-RA
OG0008089	HMEL009217g1.t1	Vcard_DToL01297-RA
OG0008090	HMEL007373g1.t1	Vcard_DToL15797-RA
OG0008091	HMEL017751g1.t1	Vcard_DToL07633-RA
OG0008092	HMEL013284g1.t1	Vcard_DToL08069-RA
OG0008093	HMEL007293g1.t1	Vcard_DToL09070-RA
OG0008094	HMEL007295g1.t1	Vcard_DToL09068-RA
OG0008095	HMEL007370g1.t1	Vcard_DToL15799-RA
OG0008097	HMEL032668g1.t1	Vcard_DToL04682-RA
OG0008098	HMEL011050g1.t1	Vcard_DToL00774-RA
OG0008099	HMEL013279g1.t1	Vcard_DToL08064-RA
OG0008100	HMEL006976g1.t1	Vcard_DToL01298-RA
OG0008101	HMEL010894g1.t1	Vcard_DToL02604-RA
OG0008102	HMEL006979g1.t1	Vcard_DToL01301-RA
OG0008103	HMEL010892g1.t1	Vcard_DToL02606-RA
OG0008104	HMEL010891g1.t1	Vcard_DToL02607-RA
OG0008105	HMEL033392g1.t1	Vcard_DToL08058-RA
OG0008106	HMEL013272g1.t1	Vcard_DToL08056-RA
OG0008108	HMEL010889g1.t1	Vcard_DToL02611-RA
OG0008109	HMEL021392g1.t1	Vcard_DToL04684-RA
OG0008110	HMEL010888g1.t1	Vcard_DToL02612-RA
OG0008111	HMEL005137g1.t1	Vcard_DToL05209-RA
OG0008112	HMEL005802g1.t1	Vcard_DToL04689-RA
OG0008113	HMEL004242g1.t1	Vcard_DToL15807-RA
OG0008114	HMEL004239g1.t1	Vcard_DToL15811-RA
OG0008115	HMEL005135g1.t1	Vcard_DToL05454-RA
OG0008116	HMEL022591-RA	Vcard_DToL15812-RA
OG0008117	HMEL002412g1.t1	Vcard_DToL04690-RA
OG0008118	HMEL017934g1.t1	Vcard_DToL00713-RA
OG0008119	HMEL033431g1.t1	Vcard_DToL08286-RA
OG0008121	HMEL035280g1.t1	Vcard_DToL08356-RA
OG0008122	HMEL007880g1.t1	Vcard_DToL15814-RA
OG0008123	HMEL009053g1.t1	Vcard_DToL01316-RA
OG0008124	HMEL009616g1.t1	Vcard_DToL08360-RA
OG0008125	HMEL032663g1.t1	Vcard_DToL04709-RA
OG0008126	HMEL003598g1.t1	Vcard_DToL08284-RA
OG0008127	HMEL017608g1.t1	Vcard_DToL08280-RA
OG0008128	HMEL031005g1.t1	Vcard_DToL02624-RA
OG0008129	HMEL014745g1.t1	Vcard_DToL05478-RA
OG0008130	HMEL010881g1.t1	Vcard_DToL02626-RA
OG0008132	HMEL031003g1.t1	Vcard_DToL02629-RA
OG0008133	HMEL011033g1.t1	Vcard_DToL00760-RA
OG0008134	HMEL012358g1.t1	Vcard_DToL08368-RA
OG0008135	HMEL003701g1.t1	Vcard_DToL02631-RA
OG0008136	HMEL009059g1.t1	Vcard_DToL01319-RA
OG0008137	HMEL010005g1.t1	Vcard_DToL08272-RA
OG0008138	HMEL012352g1.t1	Vcard_DToL08374-RA
OG0008139	HMEL003698g1.t1	Vcard_DToL02635-RA
OG0008140	HMEL003697g1.t1	Vcard_DToL02636-RA
OG0008141	HMEL017339g1.t1	Vcard_DToL15818-RA
OG0008142	HMEL011255g1.t1	Vcard_DToL08267-RA
OG0008143	HMEL003696g1.t1	Vcard_DToL02637-RA
OG0008144	HMEL030923g1.t1	Vcard_DToL01322-RA
OG0008145	HMEL009063g1.t1	Vcard_DToL01323-RA
OG0008146	HMEL011254g1.t1	Vcard_DToL08266-RA
OG0008147	HMEL009066g1.t1	Vcard_DToL01326-RA
OG0008148	HMEL035271g1.t1	Vcard_DToL08380-RA
OG0008149	HMEL008639g1.t1	Vcard_DToL08382-RA
OG0008150	HMEL009068g1.t1	Vcard_DToL01329-RA
OG0008151	HMEL008637g1.t1	Vcard_DToL08384-RA
OG0008152	HMEL035268g1.t1	Vcard_DToL08385-RA
OG0008153	HMEL030999g1.t1	Vcard_DToL02642-RA
OG0008154	HMEL003689g1.t1	Vcard_DToL02643-RA
OG0008155	HMEL006667g1.t1	Vcard_DToL04716-RA
OG0008156	HMEL009076g1.t1	Vcard_DToL01337-RA
OG0008157	HMEL033138g1.t1	Vcard_DToL05494-RA
OG0008158	HMEL011683g1.t1	Vcard_DToL08003-RA
OG0008159	HMEL011684g1.t1	Vcard_DToL08004-RA
OG0008160	HMEL017353g1.t1	Vcard_DToL15825-RA
OG0008161	HMEL017354g1.t1	Vcard_DToL15826-RA
OG0008162	HMEL030597g1.t1	Vcard_DToL15827-RA
OG0008163	HMEL007416g1.t1	Vcard_DToL02647-RA
OG0008164	HMEL013096g1.t1	Vcard_DToL05499-RA
OG0008165	HMEL011784g1.t1	Vcard_DToL05199-RA
OG0008166	HMEL018114-RA	Vcard_DToL04720-RA
OG0008167	HMEL007414g1.t1	Vcard_DToL02649-RA
OG0008168	HMEL013094g1.t1	Vcard_DToL05501-RA
OG0008169	HMEL006214g1.t1	Vcard_DToL03920-RA
OG0008170	HMEL009079g1.t1	Vcard_DToL01339-RA
OG0008171	HMEL006212g1.t1	Vcard_DToL03922-RA
OG0008172	HMEL032642g1.t1	Vcard_DToL04739-RA
OG0008173	HMEL033129g1.t1	Vcard_DToL05514-RA
OG0008174	HMEL033782g1.t1	Vcard_DToL03926-RA
OG0008175	HMEL033783g1.t1	Vcard_DToL03927-RA
OG0008176	HMEL010273g1.t1	Vcard_DToL08010-RA
OG0008177	HMEL006205g1.t1	Vcard_DToL03928-RA
OG0008178	HMEL013113g1.t1	Vcard_DToL04734-RA
OG0008179	HMEL007419g1.t1	Vcard_DToL02653-RA
OG0008180	HMEL006203g1.t1	Vcard_DToL03931-RA
OG0008181	HMEL013115g1.t1	Vcard_DToL04731-RA
OG0008182	HMEL006202g1.t1	Vcard_DToL03932-RA
OG0008183	HMEL009594g1.t1	Vcard_DToL08013-RA
OG0008184	HMEL009595g1.t1	Vcard_DToL08014-RA
OG0008185	HMEL009598g1.t1	Vcard_DToL08017-RA
OG0008186	HMEL009599g1.t1	Vcard_DToL08018-RA
OG0008187	HMEL017368g1.t1	Vcard_DToL15835-RA
OG0008188	HMEL009603g1.t1	Vcard_DToL08024-RA
