Orthogroup	Heliconius_melpomene_melpomene	Vanessa_tameamea
OG0007354	HMEL037689g1.t1	XP_026486849.1
OG0007355	HMEL002643g1.t1	XP_026496892.1
OG0007356	HMEL002642g1.t1	XP_026496888.1
OG0007357	HMEL016446g1.t1	XP_026491642.1
OG0007358	HMEL013473g1.t1	XP_026500573.1
OG0007359	HMEL014864g1.t1	XP_026498276.1
OG0007360	HMEL037060g1.t1	XP_026496887.1
OG0007361	HMEL005671g1.t1	XP_026487315.1
OG0007362	HMEL031653g1.t1	XP_026499648.1
OG0007363	HMEL014367g1.t1	XP_026489037.1
OG0007364	HMEL002638g1.t1	XP_026496827.1
OG0007365	HMEL014368g1.t1	XP_026489047.1
OG0007366	HMEL037061g1.t1	XP_026496947.1
OG0007367	HMEL031654g1.t1	XP_026499643.1
OG0007368	HMEL016448g1.t1	XP_026491639.1
OG0007369	HMEL014920g1.t1	XP_026498649.1
OG0007370	HMEL015065g1.t1	XP_026500612.1
OG0007371	HMEL010642g1.t1	XP_026498933.1
OG0007372	HMEL011551g1.t1	XP_026496859.1
OG0007373	HMEL010644g1.t1	XP_026498883.1
OG0007374	HMEL014371g1.t1	XP_026489030.1
OG0007375	HMEL010645g1.t1	XP_026498884.1
OG0007376	HMEL011552g1.t1	XP_026496661.1
OG0007377	HMEL011553g1.t1	XP_026496655.1
OG0007378	HMEL005951g1.t1	XP_026487862.1
OG0007379	HMEL033035g1.t1	XP_026487526.1
OG0007380	HMEL035497g1.t1	XP_026500610.1
OG0007381	HMEL021743g1.t1	XP_026495885.1
OG0007382	HMEL010907g1.t1	XP_026498241.1
OG0007383	HMEL036808g1.t1	XP_026495884.1
OG0007384	HMEL035498g1.t1	XP_026500617.1
OG0007385	HMEL036809g1.t1	XP_026495864.1
OG0007386	HMEL011738g1.t1	XP_026484961.1
OG0007387	HMEL021746g1.t1	XP_026495865.1
OG0007388	HMEL021082g1.t1	XP_026496481.1
OG0007390	HMEL036420g1.t1	XP_026493363.1
OG0007391	HMEL033705g1.t1	XP_026491659.1
OG0007392	HMEL011744g1.t1	XP_026484924.1
OG0007393	HMEL016524g1.t1	XP_026493364.1
OG0007394	HMEL021747g1.t1	XP_026495748.1
OG0007395	HMEL007693g1.t1	XP_026485617.1
OG0007396	HMEL008785g1.t1	XP_026499300.1
OG0007397	HMEL009397g1.t1	XP_026494031.1
OG0007398	HMEL004955g1.t1	XP_026498927.1
OG0007399	HMEL011979g1.t1	XP_026499599.1
OG0007400	HMEL008097g1.t1	XP_026496489.1
OG0007401	HMEL011746g1.t1	XP_026484929.1
OG0007402	HMEL011557g1.t1	XP_026496854.1
OG0007403	HMEL011558g1.t1	XP_026496938.1
OG0007404	HMEL033475g1.t1	XP_026494032.1
OG0007405	HMEL007592g1.t1	XP_026500067.1
OG0007406	HMEL009394g1.t1	XP_026494033.1
OG0007407	HMEL004951g1.t1	XP_026498925.1
OG0007409	HMEL004686g1.t1	XP_026496471.1
OG0007410	HMEL009391g1.t1	XP_026493938.1
OG0007411	HMEL012805g1.t1	XP_026484220.1
OG0007412	HMEL008162g1.t1	XP_026498919.1
OG0007413	HMEL016458g1.t1	XP_026491676.1
OG0007414	HMEL008165g1.t1	XP_026498922.1
OG0007415	HMEL002817g1.t1	XP_026499106.1
OG0007416	HMEL006261g1.t1	XP_026499689.1
OG0007417	HMEL002818g1.t1	XP_026499080.1
OG0007418	HMEL003399g1.t1	XP_026484003.1
OG0007419	HMEL016528g1.t1	XP_026493235.1
OG0007420	HMEL017477g1.t1	XP_026485522.1
OG0007421	HMEL016460g1.t1	XP_026491665.1
OG0007422	HMEL011754g1.t1	XP_026485158.1
OG0007423	HMEL007390g1.t1	XP_026499658.1
OG0007424	HMEL002823g1.t1	XP_026499053.1
OG0007426	HMEL014666g1.t1	XP_026496736.1
OG0007427	HMEL015895g1.t1	XP_026498252.1
OG0007428	HMEL014058g1.t1	XP_026500149.1
OG0007429	HMEL017476g1.t1	XP_026485543.1
OG0007430	HMEL005275g1.t1	XP_026483181.1
OG0007431	HMEL005948g1.t1	XP_026487829.1
OG0007432	HMEL005273g1.t1	XP_026483182.1
OG0007433	HMEL002826g1.t1	XP_026499681.1
OG0007434	HMEL016533g1.t1	XP_026493274.1
OG0007435	HMEL005277g1.t1	XP_026483188.1
OG0007436	HMEL002827g1.t1	XP_026499979.1
OG0007437	HMEL032739g1.t1	XP_026488270.1
OG0007438	HMEL016534g1.t1	XP_026493331.1
OG0007439	HMEL004643g1.t1	XP_026483191.1
OG0007440	HMEL006655g1.t1	XP_026498572.1
OG0007442	HMEL014669g1.t1	XP_026496780.1
OG0007443	HMEL006656g1.t1	XP_026498541.1
OG0007444	HMEL014670g1.t1	XP_026496733.1
OG0007445	HMEL031981g1.t1	XP_026486037.1
OG0007446	HMEL004645g1.t1	XP_026483190.1
OG0007447	HMEL010367-RA	XP_026499972.1
OG0007448	HMEL006657g1.t1	XP_026498564.1
OG0007449	HMEL016720g1.t1	XP_026495753.1
OG0007450	HMEL022558-RA	XP_026496731.1
OG0007451	HMEL005941g1.t1	XP_026487854.1
OG0007452	HMEL014673g1.t1	XP_026496802.1
OG0007453	HMEL035527g1.t1	XP_026499958.1
OG0007454	HMEL035528g1.t1	XP_026499899.1
OG0007455	HMEL015645g1.t1	XP_026486036.1
OG0007456	HMEL006660g1.t1	XP_026498586.1
OG0007457	HMEL008269g1.t1	XP_026483065.1
OG0007458	HMEL008268g1.t1	XP_026499476.1
OG0007459	HMEL016403g1.t1	XP_026485691.1
OG0007460	HMEL010373g1.t1	XP_026499316.1
OG0007461	HMEL004211g1.t1	XP_026493918.1
OG0007462	HMEL035093g1.t1	XP_026495210.1, XP_026495209.1
OG0007463	HMEL010375g1.t1	XP_026499855.1
OG0007464	HMEL005937g1.t1	XP_026487852.1
OG0007465	HMEL031976g1.t1	XP_026485699.1
OG0007466	HMEL031104g1.t1	XP_026485170.1
OG0007467	HMEL005935g1.t1	XP_026487853.1
OG0007468	HMEL005934g1.t1	XP_026487831.1
OG0007470	HMEL003338g1.t1	XP_026485163.1
OG0007471	HMEL006662g1.t1	XP_026498540.1
OG0007472	HMEL014675g1.t1	XP_026496811.1
OG0007473	HMEL006666-RA	XP_026498574.1
OG0007474	HMEL014676g1.t1	XP_026496781.1
OG0007475	HMEL014677g1.t1	XP_026496805.1
OG0007476	HMEL003341g1.t1	XP_026485168.1
OG0007477	HMEL004557g1.t1	XP_026498235.1
OG0007478	HMEL015299g1.t1	XP_026499837.1
OG0007479	HMEL013893g1.t1	XP_026486992.1
OG0007480	HMEL015966g1.t1	XP_026496572.1
OG0007481	HMEL030057g1.t1	XP_026483934.1
OG0007482	HMEL012173g1.t1	XP_026488457.1
OG0007483	HMEL006098g1.t1	XP_026483217.1
OG0007484	HMEL012649g1.t1	XP_026493912.1
OG0007485	HMEL008047g1.t1	XP_026499514.1
OG0007486	HMEL037629g1.t1	XP_026486909.1
OG0007487	HMEL038214g1.t1	XP_026483212.1
OG0007488	HMEL015964g1.t1	XP_026496612.1
OG0007489	HMEL031667g1.t1	XP_026499782.1
OG0007490	HMEL021529g1.t1	XP_026495494.1
OG0007491	HMEL031109g1.t1	XP_026485084.1
OG0007492	HMEL006094g1.t1	XP_026483218.1
OG0007493	HMEL012650g1.t1	XP_026493849.1
OG0007494	HMEL015960g1.t1	XP_026496613.1
OG0007495	HMEL037590g1.t1	XP_026499112.1
OG0007497	HMEL012653g1.t1	XP_026494043.1
OG0007498	HMEL003348g1.t1	XP_026485072.1
OG0007499	HMEL014985g1.t1	XP_026484172.1
OG0007500	HMEL015178g1.t1	XP_026484999.1
OG0007501	HMEL002382g1.t1	XP_026495627.1
OG0007502	HMEL015179g1.t1	XP_026485014.1
OG0007503	HMEL008172g1.t1	XP_026498930.1
OG0007504	HMEL015958g1.t1	XP_026496558.1
OG0007505	HMEL013588g1.t1	XP_026488502.1
OG0007506	HMEL012654g1.t1	XP_026494045.1
OG0007507	HMEL008174g1.t1	XP_026498896.1
OG0007508	HMEL015309g1.t1	XP_026499807.1
OG0007509	HMEL006086g1.t1	XP_026483197.1
OG0007510	HMEL003974g1.t1	XP_026499484.1
OG0007511	HMEL015310g1.t1	XP_026499811.1
OG0007512	HMEL036816g1.t1	XP_026495619.1
OG0007514	HMEL015311g1.t1	XP_026499819.1
OG0007515	HMEL014991g1.t1	XP_026483951.1
OG0007516	HMEL008177g1.t1	XP_026498935.1
OG0007518	HMEL015312g1.t1	XP_026499767.1
OG0007519	HMEL034242g1.t1	XP_026498563.1
OG0007520	HMEL008179g1.t1	XP_026498931.1
OG0007521	HMEL015186g1.t1	XP_026484809.1
OG0007522	HMEL015774g1.t1	XP_026496683.1
OG0007523	HMEL015187g1.t1	XP_026484470.1
OG0007524	HMEL015775g1.t1	XP_026496681.1
OG0007525	HMEL036817g1.t1	XP_026495791.1
OG0007526	HMEL015955g1.t1	XP_026496570.1
OG0007528	HMEL014198g1.t1	XP_026498561.1
OG0007529	HMEL033021g1.t1	XP_026487476.1
OG0007530	HMEL015636g1.t1	XP_026487478.1
OG0007531	HMEL003978g1.t1	XP_026499242.1
OG0007532	HMEL015638g1.t1	XP_026487474.1
OG0007534	HMEL015639g1.t1	XP_026487450.1
OG0007535	HMEL015640g1.t1	XP_026487479.1
OG0007536	HMEL016408g1.t1	XP_026487475.1
OG0007537	HMEL032733g1.t1	XP_026488218.1
OG0007539	HMEL016409g1.t1	XP_026487461.1
OG0007540	HMEL016411g1.t1	XP_026487464.1
OG0007541	HMEL005154g1.t1	XP_026501259.1
OG0007542	HMEL031670g1.t1	XP_026499828.1
OG0007543	HMEL012038g1.t1	XP_026497792.1
OG0007544	HMEL016412g1.t1	XP_026487553.1
OG0007545	HMEL015190g1.t1	XP_026484451.1
OG0007546	HMEL033018g1.t1	XP_026487481.1
OG0007547	HMEL033017g1.t1	XP_026487480.1
OG0007548	HMEL032731g1.t1	XP_026488237.1
OG0007549	HMEL035208g1.t1	XP_026495187.1
OG0007550	HMEL033015g1.t1	XP_026487370.1
OG0007551	HMEL032728g1.t1	XP_026488236.1
OG0007552	HMEL030049g1.t1	XP_026483995.1
OG0007553	HMEL030048g1.t1	XP_026484143.1
OG0007554	HMEL014195g1.t1	XP_026498551.1
OG0007555	HMEL015001g1.t1	XP_026483978.1
OG0007556	HMEL005150g1.t1	XP_026488043.1
OG0007557	HMEL002126g1.t1	XP_026489100.1
OG0007558	HMEL015950g1.t1	XP_026496565.1
OG0007559	HMEL006752g1.t1	XP_026496542.1
OG0007560	HMEL037076g1.t1	XP_026496797.1
OG0007561	HMEL014194g1.t1	XP_026498569.1
OG0007562	HMEL010487g1.t1	XP_026496545.1
OG0007563	HMEL037077g1.t1	XP_026496798.1
OG0007564	HMEL006302g1.t1	XP_026499218.1
OG0007565	HMEL006303g1.t1	XP_026499177.1
OG0007566	HMEL011884g1.t1	XP_026488420.1
OG0007567	HMEL003797g1.t1	XP_026501760.1
OG0007568	HMEL034233g1.t1	XP_026498570.1
OG0007569	HMEL010834g1.t1	XP_026488365.1
OG0007571	HMEL006304g1.t1	XP_026499070.1
OG0007572	HMEL017724g1.t1	XP_026491585.1
OG0007573	HMEL008189g1.t1	XP_026486693.1
OG0007574	HMEL011372g1.t1	XP_026487647.1
OG0007575	HMEL017723g1.t1	XP_026491590.1
OG0007576	HMEL011373g1.t1	XP_026487651.1
OG0007577	HMEL011849g1.t1	XP_026496552.1
OG0007578	HMEL020587g1.t1	XP_026485309.1
OG0007579	HMEL011845g1.t1	XP_026496539.1
OG0007580	HMEL011844g1.t1	XP_026496543.1
OG0007581	HMEL015196g1.t1	XP_026484336.1
OG0007582	HMEL017718g1.t1	XP_026491754.1
OG0007583	HMEL010433g1.t1	XP_026496515.1
OG0007584	HMEL006312g1.t1	XP_026500035.1
OG0007585	HMEL003674g1.t1	XP_026493284.1
OG0007586	HMEL008195g1.t1	XP_026486696.1
OG0007587	HMEL017717g1.t1	XP_026491513.1
OG0007588	HMEL034723g1.t1	XP_026483679.1
OG0007589	HMEL011376g1.t1	XP_026487650.1
OG0007590	HMEL033718g1.t1	XP_026491430.1
OG0007591	HMEL009956g1.t1	XP_026486829.1
OG0007592	HMEL033717g1.t1	XP_026491431.1
OG0007593	HMEL011377g1.t1	XP_026487654.1
OG0007594	HMEL037081g1.t1	XP_026492776.1
OG0007595	HMEL009955g1.t1	XP_026486828.1
OG0007596	HMEL011378g1.t1	XP_026487439.1
OG0007597	HMEL033719g1.t1	XP_026491432.1
OG0007598	HMEL003673g1.t1	XP_026493166.1
OG0007599	HMEL017709g1.t1	XP_026491438.1
OG0007600	HMEL003672g1.t1	XP_026493170.1
OG0007601	HMEL037082g1.t1	XP_026492850.1
OG0007602	HMEL007752g1.t1	XP_026486225.1
OG0007603	HMEL038167g1.t1	XP_026486695.1
OG0007604	HMEL015321g1.t1	XP_026499792.1
OG0007605	HMEL010112g1.t1	XP_026486669.1
OG0007606	HMEL033721g1.t1	XP_026491433.1
OG0007607	HMEL017708g1.t1	XP_026491192.1
OG0007608	HMEL010113g1.t1	XP_026486702.1
OG0007609	HMEL017707g1.t1	XP_026491753.1
OG0007610	HMEL015323g1.t1	XP_026499785.1
OG0007611	HMEL016070g1.t1	XP_026492745.1
OG0007612	HMEL033041g1.t1	XP_026487671.1
OG0007613	HMEL020539g1.t1, HMEL034722g1.t1	XP_026483481.1
OG0007614	HMEL002117g1.t1	XP_026486508.1
OG0007615	HMEL002324g1.t1	XP_026485526.1
OG0007616	HMEL031954g1.t1	XP_026486278.1
OG0007617	HMEL015324g1.t1	XP_026499797.1
OG0007618	HMEL031953g1.t1	XP_026486280.1
OG0007619	HMEL015327g1.t1	XP_026499789.1
OG0007621	HMEL004648g1.t1	XP_026500060.1
OG0007622	HMEL015328g1.t1	XP_026499790.1
OG0007623	HMEL034720g1.t1	XP_026500970.1
OG0007624	HMEL011383g1.t1	XP_026487670.1
OG0007625	HMEL010119g1.t1	XP_026486704.1
OG0007626	HMEL036020g1.t1	XP_026485621.1
OG0007627	HMEL011385g1.t1	XP_026487416.1
OG0007628	HMEL010120g1.t1	XP_026486708.1
OG0007629	HMEL038171g1.t1	XP_026486709.1
OG0007630	HMEL017166g1.t1	XP_026497718.1
OG0007631	HMEL035547g1.t1	XP_026489896.1
OG0007632	HMEL007094g1.t1	XP_026499808.1
OG0007633	HMEL033044g1.t1	XP_026487803.1
OG0007634	HMEL009716g1.t1	XP_026493137.1
OG0007635	HMEL035548g1.t1	XP_026490114.1
OG0007636	HMEL009717g1.t1	XP_026493154.1
OG0007637	HMEL002112g1.t1	XP_026488076.1
OG0007638	HMEL009718g1.t1	XP_026493162.1
OG0007639	HMEL005056g1.t1	XP_026488516.1
OG0007640	HMEL010122g1.t1	XP_026486717.1
OG0007641	HMEL005709g1.t1	XP_026488063.1
OG0007642	HMEL031952g1.t1	XP_026486123.1
OG0007643	HMEL012088g1.t1	XP_026490166.1
OG0007644	HMEL003311g1.t1	XP_026484618.1
OG0007645	HMEL013786g1.t1	XP_026487983.1
OG0007646	HMEL013904-RA	XP_026486844.1
OG0007647	HMEL011274g1.t1	XP_026484141.1
OG0007648	HMEL012087-RA	XP_026490105.1
OG0007649	HMEL013901g1.t1	XP_026486989.1
OG0007650	HMEL009721g1.t1	XP_026493480.1
OG0007651	HMEL017419g1.t1	XP_026493479.1
OG0007652	HMEL013788g1.t1	XP_026488010.1
OG0007653	HMEL015936g1.t1	XP_026496591.1
OG0007654	HMEL004478g1.t1	XP_026486674.1
OG0007655	HMEL011275g1.t1	XP_026484179.1
OG0007656	HMEL037088g1.t1	XP_026492821.1
OG0007657	HMEL033049g1.t1	XP_026487806.1
OG0007658	HMEL021638g1.t1	XP_026492779.1
OG0007659	HMEL010589g1.t1	XP_026490297.1
OG0007661	HMEL011395g1.t1	XP_026487810.1
OG0007662	HMEL004481g1.t1	XP_026486682.1
OG0007663	HMEL011278g1.t1	XP_026484176.1
OG0007664	HMEL011396g1.t1	XP_026487812.1
OG0007665	HMEL005052g1.t1	XP_026488531.1
OG0007666	HMEL011397g1.t1	XP_026487537.1
OG0007667	HMEL012084g1.t1	XP_026489994.1
OG0007668	HMEL015930g1.t1	XP_026494691.1
OG0007669	HMEL013900g1.t1	XP_026486982.1
OG0007670	HMEL011280g1.t1	XP_026484015.1
OG0007671	HMEL037622g1.t1	XP_026486985.1
OG0007672	HMEL011281g1.t1	XP_026483922.1
OG0007673	HMEL004483g1.t1	XP_026486727.1
OG0007674	HMEL011399g1.t1	XP_026487809.1
OG0007675	HMEL012082g1.t1	XP_026490045.1
OG0007676	HMEL012081g1.t1	XP_026490070.1
OG0007677	HMEL013898g1.t1	XP_026486991.1
OG0007678	HMEL038180g1.t1	XP_026486720.1
OG0007679	HMEL003712g1.t1	XP_026494690.1
OG0007680	HMEL011283g1.t1	XP_026483932.1
OG0007681	HMEL011400g1.t1	XP_026487513.1
OG0007682	HMEL006646g1.t1	XP_026499148.1
OG0007683	HMEL006647g1.t1	XP_026499183.1
OG0007684	HMEL008888g1.t1	XP_026485342.1, XP_026485343.1
OG0007685	HMEL032007g1.t1	XP_026485720.1
OG0007686	HMEL012080g1.t1	XP_026489916.1
OG0007687	HMEL032008g1.t1	XP_026485718.1
OG0007688	HMEL021776g1.t1	XP_026485351.1
OG0007689	HMEL036016g1.t1	XP_026485544.1
OG0007690	HMEL012881g1.t1	XP_026488044.1
OG0007691	HMEL009999g1.t1	XP_026501054.1, XP_026501052.1
OG0007692	HMEL017429g1.t1	XP_026493196.1
OG0007693	HMEL008012g1.t1	XP_026496547.1
OG0007694	HMEL007788g1.t1	XP_026499140.1
OG0007695	HMEL034181g1.t1	XP_026501802.1
OG0007696	HMEL021575g1.t1	XP_026485569.1
OG0007697	HMEL035575g1.t1, HMEL035574g1.t1	XP_026500640.1
OG0007698	HMEL013388g1.t1	XP_026489217.1
OG0007700	HMEL013386g1.t1	XP_026489211.1
OG0007701	HMEL036014g1.t1, HMEL035956g1.t1	XP_026485570.1
OG0007702	HMEL035954g1.t1	XP_026485488.1
OG0007703	HMEL005895g1.t1	XP_026492577.1
OG0007704	HMEL014262g1.t1	XP_026486699.1
OG0007705	HMEL003796g1.t1	XP_026501728.1
OG0007706	HMEL004236g1.t1	XP_026497728.1
OG0007707	HMEL011463g1.t1	XP_026489205.1
OG0007708	HMEL012057g1.t1	XP_026501550.1
OG0007710	HMEL038111g1.t1	XP_026494319.1
OG0007711	HMEL012077g1.t1	XP_026489954.1
OG0007712	HMEL036853g1.t1	XP_026487985.1
OG0007713	HMEL009304g1.t1	XP_026483656.1
OG0007714	HMEL012362g1.t1	XP_026494334.1
OG0007715	HMEL014377g1.t1	XP_026488077.1
OG0007716	HMEL011291g1.t1	XP_026484087.1
OG0007717	HMEL035957g1.t1	XP_026485498.1
OG0007718	HMEL022141g1.t1, HMEL035220g1.t1	XP_026495201.1
OG0007719	HMEL033304g1.t1	XP_026488085.1
OG0007720	HMEL033305g1.t1	XP_026488084.1
OG0007721	HMEL011294g1.t1	XP_026483887.1
OG0007722	HMEL011293g1.t1	XP_026483885.1
OG0007723	HMEL003321g1.t1	XP_026485151.1
OG0007724	HMEL003322g1.t1	XP_026485150.1
OG0007725	HMEL007076g1.t1	XP_026485481.1
OG0007726	HMEL002668g1.t1	XP_026484210.1
OG0007727	HMEL007077g1.t1	XP_026485325.1
OG0007728	HMEL017432g1.t1	XP_026493271.1
OG0007729	HMEL002666g1.t1	XP_026484278.1
OG0007730	HMEL017433g1.t1	XP_026493361.1
OG0007731	HMEL011295g1.t1	XP_026483884.1
OG0007732	HMEL011409g1.t1	XP_026487517.1
OG0007733	HMEL002665g1.t1	XP_026484352.1
OG0007734	HMEL015467g1.t1	XP_026499766.1
OG0007735	HMEL003719g1.t1	XP_026494798.1
OG0007736	HMEL008426g1.t1	XP_026486579.1
OG0007737	HMEL018100g1.t1	XP_026497733.1
OG0007738	HMEL011414g1.t1	XP_026487514.1
OG0007739	HMEL007081g1.t1	XP_026485284.1
OG0007740	HMEL017437g1.t1	XP_026493092.1
OG0007741	HMEL008087g1.t1	XP_026486292.1
OG0007742	HMEL002662g1.t1	XP_026484400.1
OG0007743	HMEL032016g1.t1	XP_026486282.1
OG0007744	HMEL007774g1.t1	XP_026497192.1
OG0007745	HMEL005674g1.t1	XP_026486295.1
OG0007746	HMEL017439g1.t1	XP_026493355.1
OG0007747	HMEL013553g1.t1	XP_026488696.1
OG0007748	HMEL002661g1.t1	XP_026484424.1
OG0007749	HMEL036315g1.t1	XP_026493348.1
OG0007750	HMEL020458g1.t1	XP_026492837.1
OG0007751	HMEL002906-RA	XP_026497779.1
OG0007752	HMEL002904-RA	XP_026497777.1
OG0007753	HMEL003651g1.t1	XP_026489481.1
OG0007754	HMEL003650g1.t1	XP_026489483.1
OG0007755	HMEL017443g1.t1	XP_026493165.1
OG0007756	HMEL002902-RA	XP_026497781.1
OG0007757	HMEL016170g1.t1	XP_026493013.1
OG0007758	HMEL022536-RA	XP_026494796.1
OG0007760	HMEL011564g1.t1	XP_026490848.1
OG0007761	HMEL035227g1.t1	XP_026494805.1
OG0007762	HMEL037100g1.t1	XP_026492843.1
OG0007763	HMEL017445g1.t1	XP_026493342.1
OG0007764	HMEL002845g1.t1	XP_026484438.1
OG0007765	HMEL007565g1.t1	XP_026485909.1
OG0007766	HMEL005992g1.t1	XP_026489434.1
OG0007767	HMEL002844g1.t1	XP_026484802.1
OG0007768	HMEL006121g1.t1	XP_026483316.1
OG0007769	HMEL006122g1.t1	XP_026483317.1
OG0007770	HMEL007305g1.t1	XP_026494795.1
OG0007771	HMEL006123g1.t1	XP_026483319.1
OG0007772	HMEL016162g1.t1	XP_026492831.1
OG0007773	HMEL032011g1.t1	XP_026486199.1
OG0007774	HMEL032699g1.t1	XP_026490887.1
OG0007775	HMEL002416g1.t1	XP_026493012.1
OG0007776	HMEL002895g1.t1	XP_026497817.1
OG0007778	HMEL030631g1.t1	XP_026497806.1
OG0007779	HMEL036887g1.t1	XP_026487991.1
OG0007780	HMEL035964g1.t1, HMEL035961g1.t1	XP_026493019.1
OG0007781	HMEL003861g1.t1	XP_026488712.1
OG0007782	HMEL033353g1.t1	XP_026490768.1
OG0007783	HMEL017385g1.t1	XP_026486165.1
OG0007784	HMEL006309g1.t1	XP_026496468.1
OG0007785	HMEL010622g1.t1	XP_026490762.1
OG0007786	HMEL032324g1.t1	XP_026496469.1
OG0007787	HMEL011441-RA	XP_026487506.1
OG0007788	HMEL010623g1.t1	XP_026490755.1
OG0007789	HMEL032325g1.t1	XP_026496466.1
OG0007790	HMEL037732g1.t1	XP_026499541.1
OG0007791	HMEL015483g1.t1	XP_026492842.1
OG0007793	HMEL003857g1.t1	XP_026488652.1
OG0007794	HMEL010626g1.t1	XP_026490773.1
OG0007795	HMEL003798g1.t1	XP_026501759.1
OG0007796	HMEL010627g1.t1	XP_026490774.1
OG0007797	HMEL014588g1.t1	XP_026496502.1
OG0007798	HMEL030629g1.t1	XP_026497739.1
OG0007799	HMEL016621g1.t1	XP_026497354.1
OG0007800	HMEL032327g1.t1	XP_026496462.1
OG0007801	HMEL015280g1.t1	XP_026484897.1
OG0007803	HMEL015279g1.t1	XP_026484620.1
OG0007804	HMEL030025g1.t1	XP_026501727.1
OG0007805	HMEL003793g1.t1	XP_026501725.1
OG0007806	HMEL011477g1.t1	XP_026496084.1
OG0007807	HMEL014293g1.t1	XP_026490273.1
OG0007808	HMEL032692g1.t1	XP_026490865.1
OG0007809	HMEL015278g1.t1	XP_026484681.1
OG0007810	HMEL003762g1.t1	XP_026489449.1
OG0007812	HMEL022507-RA	XP_026501561.1
OG0007813	HMEL011474g1.t1	XP_026496078.1
OG0007814	HMEL015276g1.t1	XP_026484699.1
OG0007816	HMEL015275g1.t1	XP_026484702.1
OG0007817	HMEL009446g1.t1	XP_026501564.1
OG0007818	HMEL000060g1.t1	XP_026490882.1
OG0007819	HMEL003791g1.t1	XP_026501729.1
OG0007820	HMEL000059g1.t1	XP_026490864.1
OG0007821	HMEL037115g1.t1	XP_026492753.1
OG0007822	HMEL014299g1.t1	XP_026490313.1
OG0007823	HMEL003790g1.t1	XP_026501733.1
OG0007824	HMEL011425g1.t1	XP_026487397.1
OG0007825	HMEL009443g1.t1	XP_026501470.1
OG0007826	HMEL005457g1.t1	XP_026492759.1
OG0007827	HMEL035573g1.t1	XP_026500686.1
OG0007828	HMEL010636g1.t1	XP_026490740.1
OG0007829	HMEL000058-RA	XP_026490884.1
OG0007830	HMEL005900g1.t1	XP_026500046.1
OG0007831	HMEL008967g1.t1	XP_026491727.1
OG0007832	HMEL009441g1.t1	XP_026501683.1
OG0007833	HMEL009438g1.t1	XP_026501670.1
OG0007834	HMEL005901g1.t1	XP_026500045.1
OG0007835	HMEL001028-RA	XP_026488673.1
OG0007836	HMEL005902g1.t1	XP_026500047.1
OG0007837	HMEL016629g1.t1	XP_026500662.1
OG0007839	HMEL009440g1.t1	XP_026501672.1
OG0007840	HMEL000053-RA	XP_026490787.1
OG0007841	HMEL015268g1.t1	XP_026484703.1
OG0007842	HMEL011428g1.t1	XP_026487536.1
OG0007843	HMEL015267g1.t1	XP_026484698.1
OG0007844	HMEL011470g1.t1	XP_026496076.1
OG0007845	HMEL011431g1.t1	XP_026487533.1
OG0007846	HMEL011433g1.t1	XP_026487434.1
OG0007847	HMEL013990g1.t1	XP_026487990.1
OG0007848	HMEL015263g1.t1	XP_026484672.1
OG0007849	HMEL037118g1.t1	XP_026492770.1
OG0007850	HMEL014308g1.t1	XP_026490299.1
OG0007851	HMEL003752g1.t1	XP_026489489.1
OG0007852	HMEL011468g1.t1	XP_026496093.1
OG0007853	HMEL031693g1.t1	XP_026496089.1
OG0007854	HMEL015261g1.t1	XP_026484669.1
OG0007855	HMEL016639g1.t1	XP_026500677.1
OG0007856	HMEL006291g1.t1	XP_026489518.1
OG0007857	HMEL015260g1.t1	XP_026484666.1
OG0007858	HMEL011122g1.t1	XP_026497784.1
OG0007859	HMEL015256g1.t1	XP_026484707.1, XP_026484706.1
OG0007860	HMEL011990g1.t1	XP_026488034.1
OG0007861	HMEL006295g1.t1	XP_026489444.1
OG0007862	HMEL006296g1.t1	XP_026489461.1
OG0007863	HMEL036867g1.t1	XP_026488035.1
OG0007864	HMEL014311g1.t1	XP_026490280.1
OG0007865	HMEL032686g1.t1, HMEL021863g1.t1	XP_026490801.1
OG0007868	HMEL012628g1.t1	XP_026485217.1
OG0007869	HMEL000051g1.t1	XP_026490852.1
OG0007870	HMEL014031g1.t1	XP_026490760.1
OG0007871	HMEL012717-RA	XP_026487981.1
OG0007872	HMEL011436-RA	XP_026487497.1
OG0007873	HMEL001014g1.t1	XP_026488647.1
OG0007874	HMEL012632g1.t1	XP_026485218.1
OG0007875	HMEL015252g1.t1	XP_026484593.1
OG0007876	HMEL022601g1.t1	XP_026487496.1
OG0007877	HMEL011118g1.t1	XP_026497769.1
OG0007878	HMEL035578g1.t1	XP_026500684.1
OG0007879	HMEL011117g1.t1	XP_026497771.1
OG0007880	HMEL001017g1.t1	XP_026488645.1
OG0007881	HMEL000048g1.t1	XP_026490857.1
OG0007882	HMEL000047-RA	XP_026490818.1
OG0007883	HMEL016647g1.t1	XP_026500636.1
OG0007884	HMEL000045g1.t1	XP_026490830.1
OG0007885	HMEL000044g1.t1	XP_026490922.1
OG0007886	HMEL011114g1.t1	XP_026497800.1
OG0007887	HMEL017394g1.t1	XP_026486125.1
OG0007888	HMEL000043-RA	XP_026490920.1
OG0007889	HMEL000042-RA	XP_026490923.1
OG0007890	HMEL000041-RA	XP_026490919.1
OG0007891	HMEL001020g1.t1	XP_026488674.1
OG0007892	HMEL000040-RA	XP_026490918.1
