Orthogroup	Heliconius_melpomene_melpomene	Junonia_coenia
OG0008221	HMEL006591g1.t1	JC_02764-RA
OG0008222	HMEL033117g1.t1	JC_08562-RA
OG0008223	HMEL004869g1.t1	JC_08561-RA
OG0008224	HMEL009095g1.t1	JC_01000-RA
OG0008225	HMEL010920g1.t1	JC_08557-RA
OG0008226	HMEL033111g1.t1	JC_08553-RA
OG0008227	HMEL010924g1.t1	JC_08551-RA
OG0008228	HMEL012004g1.t1	JC_00022-RA
OG0008229	HMEL006879g1.t1	JC_04247-RA
OG0008230	HMEL013669g1.t1	JC_13364-RA
OG0008231	HMEL013668g1.t1	JC_13363-RA
OG0008232	HMEL035255g1.t1	JC_04250-RA
OG0008233	HMEL005714g1.t1	JC_04251-RA
OG0008234	HMEL006848g1.t1	JC_02755-RA
OG0008235	HMEL013651g1.t1	JC_13352-RA
OG0008236	HMEL033796g1.t1	JC_02751-RA
OG0008237	HMEL013639g1.t1	JC_13340-RA
OG0008238	HMEL033106g1.t1	JC_08544-RA
OG0008239	HMEL006840g1.t1	JC_02747-RA
OG0008240	HMEL016492g1.t1	JC_08540-RA
OG0008241	HMEL007233g1.t1	JC_01736-RA
OG0008242	HMEL016495g1.t1	JC_08538-RA
OG0008243	HMEL030985g1.t1	JC_00012-RA
OG0008244	HMEL033099g1.t1	JC_08534-RA
OG0008245	HMEL015497g1.t1	JC_01005-RA
OG0008246	HMEL015501g1.t1	JC_01007-RA
OG0008247	HMEL006384g1.t1	JC_01748-RA
OG0008248	HMEL015337g1.t1	JC_00008-RA, JC_00009-RA
OG0008250	HMEL015504g1.t1	JC_01008-RA
OG0008251	HMEL013820g1.t1	JC_00002-RA
OG0008252	HMEL013821g1.t1	JC_00003-RA
OG0008253	HMEL013822g1.t1	JC_00004-RA
OG0008254	HMEL012067g1.t1	JC_01754-RA
OG0008255	HMEL015988g1.t1	JC_01021-RA
OG0008256	HMEL015987g1.t1	JC_01025-RA
OG0008257	HMEL015985g1.t1	JC_01026-RA
OG0008259	HMEL015981g1.t1	JC_01027-RA
OG0008261	HMEL015977g1.t1	JC_01031-RA
OG0008262	HMEL035583g1.t1	JC_01768-RA
OG0008263	HMEL015973g1.t1	JC_01036-RA
OG0008264	HMEL015971g1.t1	JC_01042-RA
OG0008265	HMEL015970g1.t1	JC_01047-RA
OG0008266	HMEL006696g1.t1	JC_01120-RA
OG0008267	HMEL006692g1.t1	JC_01115-RA
OG0008268	HMEL006690g1.t1	JC_01114-RA
OG0008269	HMEL030864g1.t1	JC_01112-RA
OG0008270	HMEL016653g1.t1	JC_01780-RA
OG0008271	HMEL007313g1.t1	JC_01106-RA
OG0008273	HMEL009722g1.t1	JC_05818-RA
OG0008274	HMEL030969g1.t1	JC_00839-RA
OG0008275	HMEL006645g1.t1	JC_06996-RA
OG0008276	HMEL037633g1.t1	JC_07086-RA
OG0008277	HMEL011525g1.t1	JC_16430-RA
OG0008278	HMEL009625g1.t1	JC_14977-RA, JC_14464-RA
OG0008279	HMEL030785g1.t1	JC_01485-RA
OG0008280	HMEL005000g1.t1	JC_12284-RA
OG0008281	HMEL015579g1.t1	JC_16770-RA
OG0008282	HMEL017543g1.t1	JC_11550-RA
OG0008283	HMEL034725g1.t1	JC_09317-RA
OG0008284	HMEL014994g1.t1	JC_15387-RA
OG0008285	HMEL011197g1.t1, HMEL011196g1.t1	JC_16066-RA
OG0008286	HMEL003574g1.t1	JC_12174-RA
OG0008288	HMEL015255g1.t1	JC_00202-RA
OG0008289	HMEL009833g1.t1, HMEL016304g1.t1	JC_05947-RA
OG0008290	HMEL032785g1.t1	JC_03346-RA
OG0008291	HMEL002447g1.t1	JC_12455-RA
OG0008293	HMEL010606g1.t1	JC_16203-RA
OG0008295	HMEL037962g1.t1	JC_12486-RA
OG0008296	HMEL015669g1.t1	JC_15306-RA
OG0008297	HMEL015820g1.t1	JC_07980-RA
OG0008298	HMEL035313g1.t1	JC_16376-RA
OG0008299	HMEL036756g1.t1	JC_10858-RA
OG0008300	HMEL010767-RA	JC_12988-RA
OG0008301	HMEL031941g1.t1	JC_04791-RA
OG0008302	HMEL016731g1.t1	JC_03413-RA
OG0008303	HMEL036533g1.t1	JC_05913-RA
OG0008304	HMEL011000g1.t1	JC_14219-RA
OG0008305	HMEL036153g1.t1	JC_06375-RA
OG0008306	HMEL002297g1.t1	JC_08312-RA
OG0008307	HMEL008461g1.t1	JC_02018-RA
OG0008308	HMEL022543g1.t1	JC_02657-RA
OG0008309	HMEL016843g1.t1	JC_14326-RA
OG0008310	HMEL016561g1.t1	JC_14508-RA
OG0008311	HMEL017807g1.t1	JC_05709-RA
OG0008312	HMEL013524g1.t1	JC_02086-RA
OG0008313	HMEL011737g1.t1	JC_00393-RA
OG0008315	HMEL010413g1.t1	JC_16404-RA
OG0008316	HMEL033549g1.t1	JC_11286-RA
OG0008317	HMEL031641g1.t1	JC_07680-RA
OG0008318	HMEL032044g1.t1	JC_04991-RA
OG0008320	HMEL012220g1.t1, HMEL012222g1.t1	JC_01947-RA
OG0008321	HMEL037731g1.t1	JC_07186-RA
OG0008322	HMEL014586g1.t1	JC_10423-RA
OG0008323	HMEL007644g1.t1	JC_12526-RA
OG0008325	HMEL015967g1.t1	JC_01051-RA
OG0008326	HMEL014957g1.t1	JC_12358-RA
OG0008327	HMEL000010g1.t1	JC_03058-RA
OG0008329	HMEL007839g1.t1	JC_04645-RA
OG0008331	HMEL009273g1.t1	JC_09247-RA
OG0008332	HMEL018028g1.t1	JC_04891-RA
OG0008333	HMEL033879g1.t1	JC_02538-RA
OG0008334	HMEL032766g1.t1	JC_03294-RA
OG0008335	HMEL008762g1.t1	JC_09614-RA
OG0008336	HMEL034370g1.t1	JC_05470-RA
OG0008337	HMEL020017g1.t1	JC_03303-RA
OG0008338	HMEL036037g1.t1	JC_06660-RA
OG0008339	HMEL004809g1.t1	JC_02563-RA
OG0008340	HMEL006648g1.t1	JC_06993-RA
OG0008341	HMEL013390g1.t1	JC_07198-RA
OG0008343	HMEL033055g1.t1	JC_08472-RA
OG0008344	HMEL016791g1.t1	JC_08829-RA
OG0008345	HMEL008539g1.t1	JC_01372-RA
OG0008347	HMEL006959g1.t1	JC_01190-RA, JC_01189-RA
OG0008348	HMEL008427g1.t1	JC_07786-RA, JC_07787-RA
OG0008349	HMEL008428g1.t1	JC_07789-RA, JC_07788-RA
OG0008350	HMEL022553-RA	JC_05205-RA, JC_05206-RA, JC_05207-RA
OG0008351	HMEL008331g1.t1, HMEL008330g1.t1	JC_09281-RA, JC_07269-RA, JC_11123-RA
OG0008353	HMEL002108g1.t1	JC_12241-RA
OG0008355	HMEL003837g1.t1	JC_15207-RA, JC_09889-RA, JC_04524-RA, JC_08179-RA, JC_16815-RA, JC_04300-RA, JC_16935-RA, JC_11194-RA
OG0008357	HMEL033437g1.t1	JC_08746-RA, JC_08781-RA
OG0008371	HMEL013013g1.t1	JC_03464-RA
OG0008373	HMEL004335g1.t1	JC_07906-RA
OG0008375	HMEL036174g1.t1	JC_06342-RA
OG0008376	HMEL003454g1.t1	JC_05855-RA
OG0008377	HMEL036945g1.t1	JC_08677-RA
OG0008378	HMEL004333g1.t1	JC_07908-RA
OG0008383	HMEL003249g1.t1	JC_05594-RA
OG0008385	HMEL003251g1.t1	JC_05592-RA
OG0008386	HMEL017126g1.t1	JC_07354-RA
OG0008388	HMEL037229g1.t1	JC_16444-RA
OG0008389	HMEL013219g1.t1	JC_17047-RA
OG0008391	HMEL031798g1.t1	JC_04422-RA
OG0008392	HMEL014527g1.t1	JC_15223-RA
OG0008394	HMEL013538g1.t1	JC_13135-RA
OG0008397	HMEL016397g1.t1	JC_14641-RA
OG0008398	HMEL007714g1.t1	JC_02216-RA
OG0008399	HMEL005156g1.t1	JC_03524-RA
OG0008403	HMEL007828g1.t1	JC_03531-RA
OG0008404	HMEL008226g1.t1	JC_16217-RA
OG0008407	HMEL003913g1.t1	JC_03650-RA
OG0008409	HMEL010393g1.t1	JC_06318-RA, JC_06317-RA
OG0008415	HMEL006061g1.t1	JC_15574-RA
OG0008416	HMEL004742g1.t1	JC_07326-RA
OG0008418	HMEL030367g1.t1	JC_13159-RA
OG0008419	HMEL034002g1.t1	JC_02399-RA
OG0008421	HMEL035589g1.t1	JC_01755-RA, JC_01753-RA
OG0008422	HMEL002997g1.t1	JC_10479-RA
OG0008423	HMEL030101g1.t1	JC_15216-RA
OG0008425	HMEL008682g1.t1	JC_15050-RA
OG0008426	HMEL030102g1.t1	JC_15215-RA
OG0008429	HMEL007479g1.t1	JC_13162-RA
OG0008430	HMEL002992g1.t1	JC_10483-RA
OG0008432	HMEL007484g1.t1	JC_13164-RA
OG0008434	HMEL016367g1.t1	JC_14597-RA
OG0008436	HMEL004916g1.t1	JC_00720-RA
OG0008437	HMEL031234g1.t1	JC_00719-RA
OG0008438	HMEL004918g1.t1	JC_00716-RA
OG0008441	HMEL034042g1.t1	JC_17163-RA
OG0008442	HMEL020783g1.t1	JC_16237-RA
OG0008444	HMEL012819g1.t1	JC_00714-RA
OG0008445	HMEL013359g1.t1	JC_04453-RA
OG0008447	HMEL010586g1.t1	JC_08657-RA
OG0008448	HMEL005621-RA	JC_14075-RA
OG0008451	HMEL036607g1.t1	JC_10493-RA
OG0008453	HMEL004891g1.t1	JC_08653-RA
OG0008455	HMEL037249g1.t1	JC_16715-RA, JC_16957-RA
OG0008456	HMEL031446g1.t1	JC_14574-RA
OG0008457	HMEL014502g1.t1	JC_14573-RA
OG0008458	HMEL036390g1.t1	JC_05664-RA
OG0008460	HMEL004281g1.t1	JC_15190-RA
OG0008462	HMEL009007g1.t1	JC_01593-RA
OG0008463	HMEL012877g1.t1	JC_16210-RA
OG0008464	HMEL011715g1.t1	JC_11517-RA
OG0008470	HMEL032909g1.t1	JC_03564-RA
OG0008472	HMEL011712g1.t1	JC_11521-RA
OG0008473	HMEL004736g1.t1	JC_04465-RA
OG0008474	HMEL033622g1.t1	JC_11523-RA
OG0008478	HMEL011706g1.t1	JC_11527-RA
OG0008480	HMEL020353g1.t1	JC_12787-RA
OG0008481	HMEL004189g1.t1	JC_00737-RA
OG0008483	HMEL016480g1.t1	JC_12436-RA
OG0008485	HMEL011703g1.t1	JC_11532-RA
OG0008486	HMEL020644g1.t1	JC_10293-RA
OG0008490	HMEL011699g1.t1	JC_11541-RA
OG0008491	HMEL032397g1.t1	JC_10294-RA
OG0008492	HMEL015438g1.t1	JC_00747-RA
OG0008495	HMEL009020g1.t1	JC_01575-RA
OG0008496	HMEL011696g1.t1	JC_11545-RA
OG0008499	HMEL032387g1.t1	JC_10297-RA
OG0008501	HMEL033981g1.t1	JC_02352-RA
OG0008502	HMEL003460g1.t1	JC_10299-RA
OG0008503	HMEL037254g1.t1	JC_16737-RA
OG0008504	HMEL009546g1.t1	JC_06085-RA
OG0008505	HMEL015431g1.t1	JC_00757-RA
OG0008506	HMEL003461g1.t1	JC_10300-RA
OG0008507	HMEL002975g1.t1	JC_17072-RA
OG0008509	HMEL010770g1.t1	JC_12985-RA
OG0008510	HMEL004656g1.t1	JC_10302-RA
OG0008511	HMEL021486g1.t1	JC_12428-RA
OG0008512	HMEL033668g1.t1	JC_11453-RA
OG0008514	HMEL035368g1.t1	JC_16241-RA
OG0008515	HMEL008713g1.t1	JC_06799-RA
OG0008516	HMEL002192g1.t1	JC_11446-RA
OG0008517	HMEL033975g1.t1	JC_02345-RA
OG0008518	HMEL015423g1.t1	JC_00767-RA
OG0008519	HMEL004341g1.t1, HMEL035483g1.t1	JC_08681-RA
OG0008520	HMEL003502g1.t1	JC_07969-RA
OG0008521	HMEL031247g1.t1	JC_00769-RA
OG0008522	HMEL037486g1.t1	JC_06804-RA
OG0008524	HMEL015412g1.t1	JC_00774-RA
OG0008525	HMEL003360g1.t1	JC_10310-RA
OG0008527	HMEL003471g1.t1	JC_06108-RA
OG0008528	HMEL006338-RA	JC_05066-RA
OG0008530	HMEL009557g1.t1	JC_16618-RA, JC_16619-RA
OG0008533	HMEL022270g1.t1	JC_10320-RA
OG0008534	HMEL003469g1.t1	JC_06141-RA
OG0008535	HMEL021147g1.t1	JC_02987-RA
OG0008536	HMEL003630g1.t1	JC_05510-RA
OG0008537	HMEL012750g1.t1	JC_14523-RA
OG0008538	HMEL030722g1.t1	JC_01557-RA
OG0008539	HMEL003468g1.t1	JC_06140-RA
OG0008540	HMEL007658g1.t1	JC_15995-RA
OG0008541	HMEL017745g1.t1	JC_11419-RA
OG0008543	HMEL036266g1.t1	JC_06137-RA
OG0008545	HMEL035738g1.t1, HMEL037343g1.t1	JC_16003-RA
OG0008546	HMEL007887g1.t1	JC_11414-RA
OG0008548	HMEL008105g1.t1	JC_17116-RA
OG0008553	HMEL009646g1.t1	JC_01543-RA
OG0008556	HMEL010024g1.t1	JC_00799-RA
OG0008559	HMEL013981-RA	JC_10244-RA
OG0008560	HMEL009648g1.t1	JC_01541-RA
OG0008563	HMEL032435g1.t1	JC_10237-RA
OG0008564	HMEL017852g1.t1	JC_04509-RA
OG0008566	HMEL017533g1.t1	JC_11403-RA
OG0008567	HMEL017403g1.t1	JC_06112-RA
OG0008570	HMEL034045g1.t1	JC_17152-RA
OG0008572	HMEL017404g1.t1	JC_06113-RA
OG0008573	HMEL010444g1.t1	JC_03596-RA
OG0008577	HMEL017627g1.t1, HMEL017046g1.t1	JC_03715-RA
OG0008579	HMEL017050g1.t1	JC_03718-RA
OG0008580	HMEL035007g1.t1	JC_03719-RA
OG0008583	HMEL022186g1.t1, HMEL014149g1.t1	JC_03590-RA
OG0008584	HMEL034053g1.t1	JC_17024-RA
OG0008587	HMEL016546g1.t1	JC_14490-RA
OG0008588	HMEL017415g1.t1	JC_06148-RA
OG0008589	HMEL006198g1.t1	JC_14828-RA
OG0008590	HMEL032449g1.t1	JC_10199-RA
OG0008591	HMEL035011g1.t1	JC_03730-RA
OG0008593	HMEL031761g1.t1	JC_04522-RA, JC_04521-RA
OG0008595	HMEL031526g1.t1	JC_07422-RA
OG0008596	HMEL021611g1.t1	JC_12390-RA
OG0008600	HMEL005537g1.t1	JC_14476-RA
OG0008602	HMEL009900g1.t1	JC_12387-RA
OG0008603	HMEL016045g1.t1	JC_05620-RA
OG0008604	HMEL013959g1.t1	JC_14902-RA
OG0008606	HMEL008660g1.t1	JC_00809-RA
OG0008607	HMEL002712g1.t1	JC_07424-RA
OG0008608	HMEL032276g1.t1	JC_14155-RA
OG0008610	HMEL008248g1.t1	JC_10611-RA
OG0008611	HMEL004063g1.t1	JC_01516-RA
OG0008615	HMEL020910g1.t1	JC_12372-RA
OG0008616	HMEL036415g1.t1	JC_05619-RA
OG0008620	HMEL004496g1.t1	JC_09817-RA
OG0008625	HMEL004493g1.t1	JC_09819-RA
OG0008626	HMEL003200g1.t1	JC_10623-RA
OG0008627	HMEL014563g1.t1	JC_16408-RA
OG0008628	HMEL037217g1.t1	JC_03950-RA
OG0008629	HMEL007636g1.t1	JC_12519-RA
OG0008630	HMEL012928g1.t1	JC_06183-RA
OG0008632	HMEL002722g1.t1	JC_07432-RA
OG0008633	HMEL036628g1.t1	JC_10626-RA
OG0008635	HMEL038020g1.t1	JC_12512-RA
OG0008638	HMEL022169g1.t1	JC_14033-RA
OG0008639	HMEL009269g1.t1	JC_12918-RA
OG0008640	HMEL011163g1.t1	JC_16139-RA
OG0008641	HMEL037956g1.t1	JC_12502-RA
OG0008642	HMEL006764g1.t1	JC_08738-RA
OG0008643	HMEL009945g1.t1	JC_03579-RA
OG0008645	HMEL021302g1.t1	JC_03575-RA
OG0008646	HMEL015092g1.t1	JC_00704-RA
OG0008647	HMEL004729g1.t1	JC_12497-RA
OG0008648	HMEL033940g1.t1	JC_02437-RA
OG0008650	HMEL037368g1.t1	JC_16146-RA
OG0008652	HMEL010072g1.t1	JC_12476-RA, JC_15371-RA
OG0008653	HMEL008294g1.t1	JC_06201-RA
OG0008654	HMEL032848g1.t1, HMEL032845g1.t1	JC_03475-RA
OG0008655	HMEL015089g1.t1	JC_00703-RA
OG0008656	HMEL034629g1.t1	JC_14840-RA
OG0008657	HMEL003874g1.t1	JC_12903-RA
OG0008658	HMEL017260g1.t1	JC_08009-RA
OG0008661	HMEL037503g1.t1	JC_06837-RA
OG0008662	HMEL037507g1.t1	JC_06840-RA
OG0008665	HMEL011484g1.t1	JC_06216-RA
OG0008669	HMEL021917g1.t1	JC_02454-RA
OG0008670	HMEL008360g1.t1	JC_10701-RA
OG0008671	HMEL008918g1.t1	JC_10735-RA
OG0008672	HMEL037508g1.t1	JC_06844-RA
OG0008674	HMEL035337g1.t1	JC_16360-RA
OG0008675	HMEL022632g1.t1	JC_16670-RA
OG0008676	HMEL035336g1.t1	JC_16359-RA
OG0008679	HMEL015046g1.t1	JC_10730-RA
OG0008680	HMEL021982g1.t1	JC_06846-RA
OG0008681	HMEL017878g1.t1	JC_09664-RA
OG0008682	HMEL013202g1.t1	JC_14404-RA
OG0008684	HMEL032234g1.t1	JC_14025-RA
OG0008685	HMEL009669g1.t1	JC_12889-RA
OG0008686	HMEL013030g1.t1	JC_12474-RA
OG0008688	HMEL034485g1.t1	JC_15701-RA
OG0008689	HMEL009808g1.t1	JC_01917-RA
OG0008691	HMEL014456g1.t1	JC_07502-RA
OG0008692	HMEL034086g1.t1	JC_17042-RA
OG0008693	HMEL034884g1.t1	JC_09660-RA
OG0008694	HMEL013852g1.t1	JC_09464-RA
OG0008696	HMEL031391g1.t1	JC_14390-RA
OG0008698	HMEL017307g1.t1	JC_10157-RA
OG0008701	HMEL002549g1.t1	JC_08752-RA
OG0008704	HMEL006170g1.t1	JC_14858-RA
OG0008705	HMEL010526g1.t1	JC_07485-RA
OG0008707	HMEL036167g1.t1	JC_06348-RA
OG0008711	HMEL017997g1.t1	JC_04392-RA
OG0008712	HMEL009679g1.t1	JC_12874-RA
OG0008716	HMEL037976g1.t1	JC_12456-RA
OG0008717	HMEL035025g1.t1	JC_03788-RA
OG0008718	HMEL017227g1.t1	JC_08047-RA
OG0008719	HMEL032229g1.t1	JC_14016-RA
OG0008722	HMEL017225g1.t1	JC_08051-RA
OG0008724	HMEL025003g1.t1	JC_06354-RA
OG0008725	HMEL031828g1.t1	JC_04381-RA
OG0008727	HMEL016960g1.t1	JC_14993-RA
OG0008728	HMEL010759g1.t1	JC_09640-RA
OG0008731	HMEL022250g1.t1	JC_03497-RA
OG0008734	HMEL037390g1.t1	JC_16120-RA
OG0008737	HMEL010338g1.t1	JC_00670-RA
OG0008739	HMEL017481g1.t1	JC_05445-RA
OG0008741	HMEL037198g1.t1	JC_16487-RA
OG0008742	HMEL037968g1.t1	JC_12448-RA
OG0008743	HMEL034352g1.t1	JC_02175-RA
OG0008744	HMEL011590g1.t1	JC_12834-RA
OG0008745	HMEL037966g1.t1	JC_12445-RA
OG0008746	HMEL022344g1.t1	JC_12446-RA
OG0008747	HMEL009815g1.t1	JC_01907-RA
OG0008748	HMEL007042g1.t1	JC_12176-RA
OG0008750	HMEL003572g1.t1	JC_12173-RA
OG0008754	HMEL035716g1.t1, HMEL009818g1.t1	JC_01904-RA
OG0008755	HMEL035032g1.t1	JC_03798-RA
OG0008757	HMEL030508g1.t1	JC_12849-RA
OG0008758	HMEL034830g1.t1	JC_09639-RA
OG0008759	HMEL016431g1.t1	JC_09636-RA
OG0008760	HMEL014895g1.t1	JC_12857-RA
OG0008761	HMEL011211g1.t1	JC_16108-RA, JC_16109-RA
OG0008762	HMEL014894g1.t1	JC_12858-RA
OG0008763	HMEL037203g1.t1	JC_16490-RA
OG0008765	HMEL016422g1.t1	JC_09606-RA
OG0008766	HMEL025050-RA	JC_06383-RA
OG0008768	HMEL025052-RA	JC_06385-RA
OG0008770	HMEL015516g1.t1	JC_12144-RA
OG0008771	HMEL034152g1.t1	JC_16794-RA
OG0008772	HMEL032223g1.t1	JC_14005-RA
OG0008773	HMEL016419g1.t1	JC_09604-RA
OG0008777	HMEL013459g1.t1	JC_16813-RA
OG0008778	HMEL034837g1.t1	JC_09598-RA
OG0008780	HMEL009458g1.t1	JC_13099-RA
OG0008785	HMEL021821g1.t1	JC_02509-RA
OG0008788	HMEL037392g1.t1	JC_15958-RA
OG0008789	HMEL017186g1.t1	JC_08100-RA
OG0008790	HMEL014463g1.t1	JC_15019-RA
OG0008792	HMEL015364g1.t1	JC_04571-RA
OG0008794	HMEL007730g1.t1	JC_03819-RA
OG0008797	HMEL013578g1.t1	JC_00642-RA
OG0008798	HMEL007206g1.t1	JC_10635-RA
OG0008799	HMEL035045g1.t1	JC_03827-RA
OG0008800	HMEL022521-RA	JC_11316-RA
OG0008801	HMEL005227g1.t1	JC_16942-RA
OG0008802	HMEL007438g1.t1	JC_06042-RA
OG0008803	HMEL030209g1.t1	JC_08108-RA
OG0008804	HMEL004400g1.t1	JC_11333-RA
OG0008805	HMEL010237g1.t1	JC_11310-RA
OG0008807	HMEL031376g1.t1	JC_14334-RA
OG0008808	HMEL003820g1.t1	JC_03837-RA
OG0008811	HMEL008752g1.t1	JC_09568-RA
OG0008812	HMEL022589g1.t1	JC_12236-RA
OG0008815	HMEL003825g1.t1	JC_03841-RA
OG0008817	HMEL033568g1.t1	JC_11301-RA
OG0008818	HMEL032205g1.t1	JC_13977-RA
OG0008819	HMEL011904g1.t1	JC_07459-RA
OG0008820	HMEL008095g1.t1	JC_04586-RA
OG0008824	HMEL021388g1.t1	JC_04587-RA
OG0008825	HMEL012392g1.t1	JC_08118-RA
OG0008827	HMEL004769g1.t1	JC_10115-RA
OG0008828	HMEL020720g1.t1	JC_04589-RA
OG0008830	HMEL020919g1.t1	JC_10110-RA
OG0008831	HMEL011913g1.t1	JC_07448-RA
OG0008834	HMEL013451g1.t1	JC_06510-RA
OG0008838	HMEL021235g1.t1	JC_03447-RA
OG0008839	HMEL030401g1.t1	JC_13064-RA
OG0008840	HMEL032827g1.t1	JC_03446-RA
OG0008841	HMEL021237g1.t1	JC_03445-RA
OG0008846	HMEL007682g1.t1	JC_10084-RA
OG0008847	HMEL031871g1.t1	JC_04622-RA
OG0008848	HMEL011924g1.t1	JC_07514-RA
OG0008849	HMEL005401g1.t1	JC_04623-RA
OG0008850	HMEL036469g1.t1	JC_06019-RA
OG0008851	HMEL006975g1.t1	JC_12745-RA
OG0008852	HMEL017846g1.t1	JC_06971-RA
OG0008854	HMEL008484g1.t1	JC_15938-RA
OG0008856	HMEL007702g1.t1	JC_02536-RA
OG0008857	HMEL036473g1.t1	JC_06017-RA, JC_06016-RA
OG0008858	HMEL015109g1.t1	JC_10073-RA
OG0008859	HMEL032515g1.t1	JC_10072-RA
OG0008860	HMEL037405g1.t1	JC_15932-RA
OG0008861	HMEL011932g1.t1	JC_07525-RA
OG0008862	HMEL033878g1.t1	JC_02539-RA, JC_02540-RA
OG0008864	HMEL013691g1.t1	JC_06964-RA
OG0008865	HMEL008616g1.t1	JC_14949-RA
OG0008866	HMEL036656g1.t1	JC_10659-RA
OG0008868	HMEL025045g1.t1	JC_01989-RA
OG0008870	HMEL035063g1.t1	JC_03861-RA
OG0008870	HMEL035065g1.t1	JC_03863-RA
OG0008874	HMEL010823g1.t1	JC_16417-RA
OG0008876	HMEL010822g1.t1	JC_16418-RA
OG0008880	HMEL013457g1.t1	JC_16897-RA
OG0008881	HMEL031881g1.t1	JC_04640-RA
OG0008884	HMEL002732g1.t1	JC_16893-RA
OG0008885	HMEL031175g1.t1	JC_00604-RA
OG0008886	HMEL031174g1.t1	JC_00603-RA
OG0008890	HMEL013676g1.t1	JC_06945-RA
OG0008891	HMEL002160g1.t1	JC_02006-RA
OG0008892	HMEL014389g1.t1	JC_06010-RA
OG0008893	HMEL037184g1.t1	JC_16459-RA, JC_16460-RA
OG0008895	HMEL034815g1.t1	JC_09529-RA
OG0008897	HMEL021650g1.t1	JC_02560-RA
OG0008898	HMEL002158g1.t1	JC_02009-RA
OG0008899	HMEL006044g1.t1	JC_06420-RA
OG0008900	HMEL004298g1.t1	JC_09527-RA
OG0008901	HMEL031625g1.t1	JC_07650-RA
OG0008902	HMEL006048g1.t1	JC_06424-RA
OG0008906	HMEL006559g1.t1	JC_00592-RA
OG0008907	HMEL015740g1.t1	JC_05411-RA
OG0008908	HMEL013427g1.t1	JC_12712-RA
OG0008909	HMEL006111g1.t1	JC_06431-RA
OG0008910	HMEL035071g1.t1	JC_03879-RA
OG0008911	HMEL012434g1.t1	JC_08185-RA
OG0008912	HMEL033865g1.t1	JC_02572-RA
OG0008916	HMEL017582g1.t1	JC_07644-RA
OG0008918	HMEL030793g1.t1	JC_01335-RA
OG0008920	HMEL032536g1.t1	JC_10040-RA
OG0008921	HMEL004875g1.t1	JC_02581-RA
OG0008926	HMEL004874g1.t1	JC_02584-RA, JC_02585-RA
OG0008927	HMEL033551g1.t1	JC_11289-RA
OG0008928	HMEL033548g1.t1	JC_11284-RA
OG0008933	HMEL022357g1.t1	JC_13951-RA
OG0008937	HMEL012774g1.t1	JC_10023-RA
OG0008941	HMEL016186g1.t1	JC_04659-RA
OG0008942	HMEL009337g1.t1	JC_15881-RA
OG0008943	HMEL031622g1.t1	JC_07635-RA
OG0008945	HMEL036681g1.t1	JC_10740-RA
OG0008946	HMEL032543g1.t1	JC_10021-RA
OG0008948	HMEL003055g1.t1	JC_13946-RA
OG0008949	HMEL031163g1.t1	JC_00577-RA
OG0008950	HMEL013076g1.t1	JC_00576-RA
OG0008951	HMEL017589g1.t1	JC_07633-RA
OG0008954	HMEL021572g1.t1	JC_10020-RA
OG0008955	HMEL005350g1.t1	JC_08895-RA
OG0008957	HMEL014247-RA	JC_16387-RA
OG0008958	HMEL017593g1.t1	JC_07631-RA
OG0008959	HMEL005228g1.t1	JC_16941-RA
OG0008960	HMEL005472g1.t1	JC_06928-RA
OG0008961	HMEL007582g1.t1	JC_10013-RA
OG0008962	HMEL020070g1.t1	JC_13862-RA
OG0008963	HMEL022219g1.t1	JC_06001-RA
OG0008964	HMEL022301g1.t1	JC_09497-RA
OG0008965	HMEL022063g1.t1	JC_12312-RA
OG0008967	HMEL036728g1.t1	JC_10827-RA
OG0008968	HMEL022062g1.t1	JC_12313-RA
OG0008972	HMEL014725g1.t1	JC_03903-RA
OG0008973	HMEL014722g1.t1	JC_03905-RA
OG0008974	HMEL033640g1.t1	JC_11475-RA
OG0008976	HMEL032179g1.t1	JC_13934-RA
OG0008977	HMEL022215g1.t1	JC_05997-RA
OG0008978	HMEL006946g1.t1	JC_01178-RA
OG0008981	HMEL005484g1.t1	JC_06915-RA
OG0008983	HMEL006716g1.t1	JC_01140-RA
OG0008984	HMEL013428g1.t1	JC_03906-RA
OG0008985	HMEL037423g1.t1	JC_15897-RA
OG0008987	HMEL034636g1.t1	JC_14822-RA
OG0008988	HMEL002086g1.t1	JC_14821-RA
OG0008990	HMEL036092g1.t1	JC_06445-RA
OG0008997	HMEL033650g1.t1	JC_11458-RA
OG0008998	HMEL004439g1.t1	JC_16869-RA
OG0008999	HMEL002091g1.t1	JC_14811-RA
OG0009000	HMEL020206g1.t1	JC_09991-RA
OG0009001	HMEL010182g1.t1	JC_11455-RA
OG0009002	HMEL003057g1.t1	JC_13947-RA
OG0009003	HMEL021887g1.t1	JC_11454-RA
OG0009004	HMEL008439-RA	JC_15848-RA
OG0009006	HMEL020277g1.t1	JC_04687-RA
OG0009007	HMEL022321g1.t1	JC_05973-RA
OG0009008	HMEL036496g1.t1	JC_05972-RA
OG0009009	HMEL036499g1.t1	JC_05969-RA
OG0009010	HMEL017909g1.t1	JC_06905-RA
OG0009012	HMEL022315g1.t1	JC_05966-RA
OG0009013	HMEL012895g1.t1	JC_03962-RA
OG0009014	HMEL035095g1.t1	JC_03964-RA
OG0009015	HMEL012893g1.t1	JC_03965-RA
