Orthogroup	Heliconius_melpomene_melpomene	Danaus_plexippus
OG0010123	HMEL037292g1.t1, HMEL037291g1.t1	DPOGS200780-PA
OG0010128	HMEL016547g1.t1	DPOGS216155-PA
OG0010129	HMEL011860g1.t1	DPOGS215339-PA
OG0010131	HMEL007912g1.t1	DPOGS203114-PA
OG0010132	HMEL010570g1.t1	DPOGS204633-PA
OG0010133	HMEL004122g1.t1	DPOGS204156-PA
OG0010134	HMEL004059g1.t1	DPOGS215691-PA
OG0010135	HMEL013961g1.t1	DPOGS206184-PA
OG0010137	HMEL008663g1.t1	DPOGS203646-PA
OG0010138	HMEL032285g1.t1	DPOGS204625-PA
OG0010143	HMEL004599g1.t1	DPOGS212003-PA
OG0010144	HMEL036246g1.t1	DPOGS204103-PA
OG0010146	HMEL013726g1.t1	DPOGS203195-PA
OG0010148	HMEL031226g1.t1	DPOGS208807-PA
OG0010153	HMEL006910g1.t1	DPOGS204123-PA
OG0010156	HMEL013203g1.t1	DPOGS203540-PA
OG0010158	HMEL037322g1.t1	DPOGS203354-PA
OG0010159	HMEL034882g1.t1, HMEL034883g1.t1	DPOGS206180-PA
OG0010161	HMEL031813g1.t1	DPOGS210121-PA
OG0010162	HMEL013196g1.t1	DPOGS202561-PA
OG0010163	HMEL007740g1.t1	DPOGS210794-PA
OG0010164	HMEL035722g1.t1	DPOGS200098-PA
OG0010165	HMEL031816g1.t1	DPOGS210037-PA
OG0010171	HMEL012538g1.t1	DPOGS212104-PA
OG0010173	HMEL035024g1.t1	DPOGS212154-PA
OG0010174	HMEL037190g1.t1	DPOGS209279-PA
OG0010176	HMEL036159g1.t1	DPOGS210977-PA
OG0010177	HMEL036158g1.t1	DPOGS210988-PA
OG0010178	HMEL021682g1.t1	DPOGS211305-PA
OG0010179	HMEL009737g1.t1	DPOGS209296-PA, DPOGS213755-PA
OG0010180	HMEL013882g1.t1	DPOGS200037-PA
OG0010181	HMEL013881g1.t1	DPOGS200036-PA
OG0010184	HMEL030507g1.t1	DPOGS207684-PA
OG0010185	HMEL030504g1.t1	DPOGS207680-PA
OG0010186	HMEL014900g1.t1, HMEL014899g1.t1	DPOGS207681-PA
OG0010188	HMEL031834g1.t1	DPOGS203273-PA
OG0010189	HMEL032222g1.t1	DPOGS213773-PA
OG0010191	HMEL011201g1.t1	DPOGS212792-PA
OG0010192	HMEL021229g1.t1	DPOGS205735-PA
OG0010193	HMEL036670g1.t1	DPOGS208449-PA
OG0010194	HMEL009463g1.t1	DPOGS205007-PA
OG0010195	HMEL014116g1.t1	DPOGS215763-PA
OG0010196	HMEL032481g1.t1	DPOGS207526-PA
OG0010198	HMEL010548-RA	DPOGS207148-PA
OG0010199	HMEL034161g1.t1	DPOGS205221-PA
OG0010200	HMEL007724g1.t1	DPOGS212143-PA
OG0010201	HMEL021742g1.t1, HMEL014514g1.t1	DPOGS208504-PA
OG0010202	HMEL010226-RA	DPOGS207885-PA
OG0010203	HMEL004990g1.t1	DPOGS212123-PA
OG0010204	HMEL005521g1.t1	DPOGS207523-PA
OG0010205	HMEL007440g1.t1	DPOGS202509-PA
OG0010208	HMEL017288g1.t1	DPOGS214799-PA
OG0010209	HMEL033570g1.t1	DPOGS207872-PA
OG0010210	HMEL010243g1.t1	DPOGS207870-PA
OG0010212	HMEL010246g1.t1	DPOGS207893-PA
OG0010214	HMEL032203g1.t1	DPOGS216096-PA
OG0010215	HMEL032832g1.t1	DPOGS205900-PA
OG0010216	HMEL004771g1.t1	DPOGS214669-PA
OG0010217	HMEL005532g1.t1	DPOGS216093-PA
OG0010218	HMEL011912g1.t1	DPOGS209754-PA
OG0010220	HMEL037400g1.t1	DPOGS203865-PA
OG0010222	HMEL005575g1.t1	DPOGS205896-PA
OG0010224	HMEL031873g1.t1	DPOGS215912-PA
OG0010225	HMEL007784g1.t1	DPOGS213621-PA
OG0010226	HMEL009784g1.t1	DPOGS213086-PA
OG0010227	HMEL034132g1.t1	DPOGS205382-PA
OG0010231	HMEL032513g1.t1	DPOGS215934-PA
OG0010232	HMEL010311g1.t1	DPOGS203859-PA
OG0010235	HMEL008525g1.t1	DPOGS203779-PA
OG0010237	HMEL012269g1.t1	DPOGS208128-PA
OG0010240	HMEL032808g1.t1	DPOGS203239-PA
OG0010241	HMEL031176g1.t1	DPOGS213109-PA
OG0010244	HMEL006550g1.t1	DPOGS213105-PA
OG0010245	HMEL016815g1.t1	DPOGS213412-PA
OG0010247	HMEL004302g1.t1	DPOGS208473-PA
OG0010249	HMEL010827g1.t1	DPOGS204918-PA
OG0010251	HMEL017576g1.t1	DPOGS207787-PA
OG0010252	HMEL003419g1.t1	DPOGS215480-PA
OG0010253	HMEL006049g1.t1	DPOGS210949-PA
OG0010254	HMEL014276g1.t1	DPOGS213883-PA
OG0010255	HMEL017133g1.t1	DPOGS201185-PA
OG0010258	HMEL033864g1.t1	DPOGS211862-PA
OG0010260	HMEL014268g1.t1	DPOGS208092-PA
OG0010261	HMEL016805g1.t1	DPOGS213427-PA
OG0010262	HMEL032535g1.t1	DPOGS210433-PA
OG0010265	HMEL033859g1.t1	DPOGS211851-PA
OG0010266	HMEL002776g1.t1	DPOGS201234-PA
OG0010269	HMEL030236g1.t1	DPOGS211107-PA
OG0010271	HMEL011505g1.t1	DPOGS214617-PA
OG0010272	HMEL036682g1.t1	DPOGS216066-PA
OG0010274	HMEL010684g1.t1	DPOGS206186-PA
OG0010275	HMEL036479g1.t1	DPOGS205405-PA
OG0010276	HMEL020280g1.t1	DPOGS213239-PA
OG0010277	HMEL032547g1.t1	DPOGS210421-PA
OG0010278	HMEL005479g1.t1	DPOGS213588-PA
OG0010280	HMEL022216g1.t1	DPOGS205399-PA
OG0010281	HMEL034806g1.t1	DPOGS202812-PA
OG0010283	HMEL007813g1.t1	DPOGS204387-PA
OG0010284	HMEL006713g1.t1	DPOGS201755-PA
OG0010286	HMEL006718g1.t1	DPOGS203648-PA
OG0010287	HMEL020491g1.t1	DPOGS210484-PA
OG0010290	HMEL002207g1.t1	DPOGS207332-PA
OG0010291	HMEL009350g1.t1	DPOGS212075-PA
OG0010292	HMEL007152g1.t1	DPOGS205414-PA
OG0010293	HMEL030246g1.t1	DPOGS211214-PA
OG0010296	HMEL016144g1.t1	DPOGS203052-PA
OG0010297	HMEL036495g1.t1	DPOGS205422-PA
OG0010298	HMEL016151g1.t1	DPOGS203043-PA
OG0010300	HMEL016994g1.t1	DPOGS211587-PA
OG0010304	HMEL010096g1.t1	DPOGS215983-PA
OG0010305	HMEL008560g1.t1	DPOGS213555-PA
OG0010306	HMEL009748g1.t1	DPOGS209176-PA
OG0010307	HMEL002216-RA	DPOGS211227-PA
OG0010308	HMEL031905g1.t1	DPOGS207949-PA
OG0010309	HMEL014071g1.t1	DPOGS206057-PA
OG0010311	HMEL013172g1.t1	DPOGS206279-PA
OG0010312	HMEL013605g1.t1	DPOGS212021-PA
OG0010314	HMEL010604g1.t1	DPOGS202007-PA
OG0010315	HMEL013863g1.t1	DPOGS203998-PA
OG0010316	HMEL005036g1.t1	DPOGS206069-PA
OG0010317	HMEL034677g1.t1, HMEL030443g1.t1	DPOGS200563-PA
OG0010319	HMEL008565g1.t1	DPOGS200540-PA
OG0010321	HMEL015866g1.t1	DPOGS203583-PA
OG0010322	HMEL035754g1.t1	DPOGS207381-PA
OG0010323	HMEL035755g1.t1	DPOGS207376-PA
OG0010325	HMEL015594g1.t1	DPOGS214953-PA
OG0010326	HMEL002709g1.t1	DPOGS200556-PA
OG0010327	HMEL035135g1.t1	DPOGS206077-PA
OG0010329	HMEL015589g1.t1	DPOGS214951-PA
OG0010330	HMEL016761g1.t1	DPOGS202017-PA
OG0010332	HMEL032626g1.t1	DPOGS210521-PA
OG0010333	HMEL012229g1.t1	DPOGS216026-PA
OG0010335	HMEL015889g1.t1	DPOGS201718-PA
OG0010340	HMEL006511g1.t1	DPOGS203223-PA
OG0010341	HMEL009127g1.t1	DPOGS210518-PA
OG0010343	HMEL037698g1.t1	DPOGS207314-PA
OG0010344	HMEL012113g1.t1	DPOGS206086-PA
OG0010345	HMEL033503g1.t1	DPOGS206699-PA
OG0010351	HMEL033260g1.t1	DPOGS206873-PA
OG0010352	HMEL016878g1.t1	DPOGS201688-PA
OG0010353	HMEL034619g1.t1	DPOGS203931-PA
OG0010354	HMEL008938g1.t1	DPOGS216035-PA
OG0010355	HMEL031934g1.t1	DPOGS207993-PA
OG0010356	HMEL014719g1.t1	DPOGS205446-PA
OG0010359	HMEL013495g1.t1	DPOGS203333-PA
OG0010361	HMEL005877g1.t1	DPOGS209328-PA
OG0010362	HMEL030683g1.t1, HMEL030682g1.t1	DPOGS209309-PA
OG0010363	HMEL012691g1.t1	DPOGS211252-PA
OG0010368	HMEL036743g1.t1	DPOGS200616-PA
OG0010369	HMEL010546g1.t1	DPOGS215093-PA
OG0010371	HMEL002454g1.t1	DPOGS202601-PA
OG0010372	HMEL003403g1.t1	DPOGS211068-PA
OG0010375	HMEL017869g1.t1	DPOGS202598-PA
OG0010376	HMEL002924g1.t1	DPOGS208860-PA
OG0010377	HMEL030283g1.t1	DPOGS206545-PA
OG0010379	HMEL015176g1.t1	DPOGS204245-PA
OG0010380	HMEL030286g1.t1	DPOGS206537-PA
OG0010383	HMEL033283g1.t1	DPOGS206897-PA
OG0010387	HMEL030666g1.t1	DPOGS206427-PA
OG0010388	HMEL015615g1.t1	DPOGS205044-PA
OG0010389	HMEL034655g1.t1	DPOGS206292-PA
OG0010390	HMEL010491g1.t1	DPOGS203607-PA
OG0010391	HMEL020778g1.t1	DPOGS200690-PA
OG0010392	HMEL034266g1.t1	DPOGS212252-PA
OG0010395	HMEL007363g1.t1	DPOGS207254-PA
OG0010396	HMEL017103g1.t1	DPOGS208872-PA
OG0010397	HMEL008040g1.t1	DPOGS211596-PA
OG0010398	HMEL034755g1.t1	DPOGS201982-PA
OG0010401	HMEL007326g1.t1	DPOGS214178-PA
OG0010404	HMEL004999g1.t1	DPOGS202696-PA
OG0010405	HMEL006819g1.t1	DPOGS214174-PA
OG0010407	HMEL007620g1.t1	DPOGS214839-PA
OG0010409	HMEL005012g1.t1	DPOGS214373-PA, DPOGS214372-PA
OG0010410	HMEL005009g1.t1	DPOGS214375-PA
OG0010412	HMEL030823g1.t1	DPOGS203707-PA
OG0010413	HMEL035519g1.t1	DPOGS206137-PA
OG0010417	HMEL031648g1.t1	DPOGS207807-PA
OG0010418	HMEL014546g1.t1	DPOGS201645-PA
OG0010420	HMEL020038g1.t1	DPOGS214352-PA
OG0010421	HMEL015056g1.t1	DPOGS206039-PA
OG0010422	HMEL004700g1.t1	DPOGS213029-PA
OG0010423	HMEL020042g1.t1	DPOGS214338-PA
OG0010425	HMEL014930g1.t1	DPOGS212265-PA
OG0010428	HMEL038137g1.t1	DPOGS204046-PA
OG0010429	HMEL004660g1.t1	DPOGS214310-PA
OG0010431	HMEL034253g1.t1	DPOGS212284-PA
OG0010432	HMEL036365g1.t1	DPOGS208055-PA
OG0010433	HMEL005952g1.t1	DPOGS203787-PA
OG0010436	HMEL021178g1.t1	DPOGS209541-PA
OG0010438	HMEL012321g1.t1	DPOGS207272-PA
OG0010439	HMEL037695g1.t1	DPOGS207284-PA
OG0010443	HMEL037634g1.t1	DPOGS207278-PA
OG0010445	HMEL030061g1.t1	DPOGS202431-PA
OG0010446	HMEL036344g1.t1	DPOGS209555-PA
OG0010449	HMEL007385g1.t1	DPOGS207735-PA
OG0010450	HMEL006331g1.t1	DPOGS204845-PA
OG0010451	HMEL030103g1.t1	DPOGS205134-PA
OG0010452	HMEL015294g1.t1	DPOGS207828-PA
OG0010453	HMEL031662g1.t1	DPOGS207733-PA
OG0010454	HMEL007696g1.t1	DPOGS212989-PA
OG0010455	HMEL031665g1.t1	DPOGS207732-PA
OG0010457	HMEL021528g1.t1	DPOGS201034-PA
OG0010458	HMEL006644g1.t1	DPOGS211642-PA
OG0010459	HMEL037591g1.t1	DPOGS211637-PA
OG0010460	HMEL006636g1.t1	DPOGS211634-PA
OG0010462	HMEL014199g1.t1	DPOGS213836-PA
OG0010463	HMEL035538g1.t1	DPOGS203976-PA
OG0010464	HMEL038160g1.t1	DPOGS212872-PA
OG0010465	HMEL015637g1.t1	DPOGS214146-PA
OG0010469	HMEL020760g1.t1, HMEL007240g1.t1	DPOGS210689-PA
OG0010470	HMEL032118g1.t1	DPOGS205996-PA
OG0010473	HMEL037598g1.t1	DPOGS204881-PA
OG0010474	HMEL037078g1.t1	DPOGS208892-PA
OG0010475	HMEL032309g1.t1	DPOGS209886-PA
OG0010476	HMEL017710g1.t1	DPOGS211916-PA
OG0010477	HMEL037599g1.t1	DPOGS204879-PA
OG0010478	HMEL021853g1.t1	DPOGS204877-PA
OG0010479	HMEL036023g1.t1	DPOGS210749-PA
OG0010480	HMEL031674g1.t1	DPOGS207854-PA
OG0010482	HMEL005054g1.t1	DPOGS213843-PA
OG0010487	HMEL034188g1.t1	DPOGS209942-PA
OG0010488	HMEL003313g1.t1	DPOGS204281-PA
OG0010491	HMEL035937g1.t1	DPOGS210717-PA
OG0010492	HMEL017436g1.t1	DPOGS215415-PA
OG0010495	HMEL002417g1.t1	DPOGS210723-PA
OG0010501	HMEL032328g1.t1	DPOGS202885-PA
OG0010502	HMEL002913g1.t1	DPOGS200303-PA
OG0010503	HMEL037738g1.t1	DPOGS212331-PA
OG0010505	HMEL034707g1.t1	DPOGS202809-PA
OG0010506	HMEL037740g1.t1	DPOGS212332-PA
OG0010507	HMEL012290g1.t1	DPOGS215373-PA
OG0010508	HMEL014303g1.t1	DPOGS203480-PA
OG0010510	HMEL035577g1.t1	DPOGS203310-PA
OG0010511	HMEL014073g1.t1	DPOGS212335-PA, DPOGS206117-PA, DPOGS212381-PA
OG0010513	HMEL030955g1.t1	DPOGS210614-PA
OG0010514	HMEL008892g1.t1	DPOGS213929-PA
OG0010515	HMEL033749g1.t1	DPOGS207300-PA
OG0010518	HMEL003766g1.t1	DPOGS208357-PA
OG0010519	HMEL021240g1.t1	DPOGS208310-PA
OG0010520	HMEL008647g1.t1	DPOGS205557-PA
OG0010521	HMEL033753g1.t1	DPOGS200719-PA
OG0010523	HMEL000017-RA	DPOGS200364-PA
OG0010524	HMEL006445g1.t1	DPOGS205927-PA
OG0010528	HMEL006146g1.t1	DPOGS207089-PA
OG0010530	HMEL006457g1.t1	DPOGS205947-PA
OG0010532	HMEL011027g1.t1	DPOGS202994-PA
OG0010533	HMEL011028g1.t1	DPOGS203012-PA
OG0010534	HMEL035291g1.t1	DPOGS205937-PA
OG0010536	HMEL011613g1.t1	DPOGS205942-PA
OG0010537	HMEL014801g1.t1	DPOGS205699-PA
OG0010538	HMEL006132g1.t1	DPOGS206851-PA
OG0010539	HMEL013799g1.t1	DPOGS211378-PA
OG0010540	HMEL033383g1.t1	DPOGS207096-PA
OG0010541	HMEL031713g1.t1	DPOGS205693-PA
OG0010542	HMEL030934g1.t1	DPOGS202212-PA
OG0010543	HMEL013288g1.t1	DPOGS206846-PA
OG0010545	HMEL012033g1.t1	DPOGS201911-PA
OG0010546	HMEL032059g1.t1	DPOGS211428-PA
OG0010547	HMEL032063g1.t1	DPOGS205835-PA
OG0010548	HMEL002328g1.t1	DPOGS206731-PA
OG0010549	HMEL005803g1.t1	DPOGS215056-PA
OG0010550	HMEL005143g1.t1	DPOGS206719-PA
OG0010551	HMEL035283g1.t1	DPOGS206720-PA
OG0010552	HMEL035281g1.t1	DPOGS212420-PA
OG0010553	HMEL032066g1.t1	DPOGS202441-PA
OG0010554	HMEL009054g1.t1	DPOGS201413-PA
OG0010555	HMEL003702g1.t1	DPOGS202156-PA
OG0010556	HMEL012359g1.t1	DPOGS212413-PA
OG0010558	HMEL003933g1.t1	DPOGS201842-PA
OG0010559	HMEL017341g1.t1	DPOGS211718-PA
OG0010560	HMEL033406g1.t1	DPOGS206824-PA
OG0010562	HMEL033135g1.t1	DPOGS201881-PA
OG0010563	HMEL032078g1.t1	DPOGS205844-PA
OG0010565	HMEL009596g1.t1	DPOGS206828-PA
OG0010566	HMEL033125g1.t1	DPOGS201854-PA
OG0010567	HMEL013435g1.t1	DPOGS201871-PA
OG0010568	HMEL033789g1.t1	DPOGS205659-PA
OG0010569	HMEL007107g1.t1	DPOGS205657-PA
OG0010571	HMEL020898g1.t1	DPOGS200162-PA
OG0010573	HMEL013617g1.t1	DPOGS207540-PA
OG0010575	HMEL006382g1.t1	DPOGS203295-PA
OG0010579	HMEL033245g1.t1	DPOGS210697-PA, DPOGS205874-PA, DPOGS205717-PA, DPOGS215509-PA, DPOGS204441-PA, DPOGS210625-PA
OG0010582	HMEL017860g1.t1	DPOGS213285-PA, DPOGS200518-PA
OG0010584	HMEL031457g1.t1, HMEL033272g1.t1, HMEL030415g1.t1, HMEL035209g1.t1	DPOGS216146-PA, DPOGS216149-PA
OG0010586	HMEL034849g1.t1	DPOGS201060-PA
OG0010587	HMEL012685g1.t1	DPOGS203426-PA
OG0010588	HMEL031113g1.t1	DPOGS216088-PA
OG0010589	HMEL005896g1.t1	DPOGS210599-PA
OG0010590	HMEL002504g1.t1	DPOGS200428-PA
OG0010591	HMEL010079g1.t1	DPOGS203866-PA
OG0010592	HMEL012120g1.t1	DPOGS205075-PA
OG0010593	HMEL014544g1.t1	DPOGS212539-PA
OG0010594	HMEL031123g1.t1	DPOGS204794-PA
OG0010595	HMEL031039g1.t1	DPOGS213944-PA
OG0010597	HMEL035142g1.t1	DPOGS205077-PA
OG0010598	HMEL037694g1.t1	DPOGS207285-PA
OG0010599	HMEL012062g1.t1	DPOGS206727-PA
OG0010600	HMEL011018g1.t1	DPOGS203006-PA
OG0010601	HMEL016393g1.t1	DPOGS213364-PA
OG0010603	HMEL031029g1.t1	DPOGS208711-PA
OG0010604	HMEL016392g1.t1	DPOGS213361-PA
OG0010605	HMEL009747g1.t1	DPOGS209165-PA
OG0010607	HMEL036216g1.t1	DPOGS208266-PA
OG0010608	HMEL022545-RA	DPOGS204754-PA
OG0010609	HMEL036842g1.t1	DPOGS201007-PA
OG0010610	HMEL002676g1.t1	DPOGS207664-PA
OG0010611	HMEL007330g1.t1	DPOGS214196-PA
OG0010613	HMEL011326g1.t1	DPOGS211543-PA
OG0010614	HMEL015385g1.t1	DPOGS206579-PA
OG0010615	HMEL036969g1.t1	DPOGS208146-PA
OG0010616	HMEL031901g1.t1	DPOGS200934-PA
OG0010617	HMEL006736g1.t1	DPOGS215081-PA
OG0010618	HMEL032218g1.t1	DPOGS213771-PA
OG0010620	HMEL002480g1.t1	DPOGS212620-PA
OG0010621	HMEL006896g1.t1	DPOGS206426-PA
OG0010622	HMEL006592g1.t1	DPOGS205639-PA
OG0010623	HMEL035137g1.t1	DPOGS206099-PA
OG0010624	HMEL034082g1.t1	DPOGS201602-PA
OG0010625	HMEL006671g1.t1	DPOGS213867-PA
OG0010626	HMEL030154g1.t1	DPOGS210920-PA
OG0010627	HMEL012682g1.t1	DPOGS202740-PA
OG0010629	HMEL012684g1.t1	DPOGS202741-PA
OG0010631	HMEL036984g1.t1	DPOGS209817-PA
OG0010632	HMEL009256g1.t1	DPOGS201929-PA
OG0010633	HMEL015062g1.t1	DPOGS200082-PA
OG0010634	HMEL031094g1.t1	DPOGS208662-PA
OG0010635	HMEL016846g1.t1	DPOGS213488-PA
OG0010636	HMEL036236g1.t1, HMEL034238g1.t1, HMEL012226g1.t1, HMEL012727g1.t1, HMEL035741g1.t1	DPOGS201604-PA
OG0010637	HMEL020069g1.t1	DPOGS205990-PA
OG0010638	HMEL006450g1.t1	DPOGS205930-PA
OG0010640	HMEL031374g1.t1	DPOGS213469-PA
OG0010641	HMEL009785g1.t1	DPOGS213087-PA
OG0010643	HMEL011642g1.t1	DPOGS215818-PA
OG0010645	HMEL022323g1.t1	DPOGS205391-PA
OG0010646	HMEL017246g1.t1	DPOGS201319-PA
OG0010647	HMEL015881g1.t1	DPOGS211677-PA, DPOGS211676-PA
OG0010648	HMEL021072g1.t1, HMEL034873g1.t1	DPOGS213692-PA
OG0010649	HMEL034182g1.t1	DPOGS209989-PA
OG0010650	HMEL008086g1.t1	DPOGS211419-PA
OG0010651	HMEL011340g1.t1	DPOGS209743-PA
OG0010652	HMEL031063g1.t1	DPOGS204251-PA
OG0010653	HMEL016888g1.t1	DPOGS201694-PA
OG0010654	HMEL012952g1.t1	DPOGS201673-PA
OG0010655	HMEL007639g1.t1	DPOGS202273-PA
OG0010658	HMEL037556g1.t1	DPOGS213592-PA
OG0010660	HMEL021474g1.t1, HMEL007071g1.t1	DPOGS207933-PA
OG0010662	HMEL014497g1.t1	DPOGS213336-PA
OG0010663	HMEL014010g1.t1	DPOGS211491-PA
OG0010664	HMEL036741g1.t1, HMEL014735g1.t1	DPOGS200402-PA
OG0010665	HMEL010030g1.t1	DPOGS209149-PA
OG0010666	HMEL012537g1.t1	DPOGS212158-PA
OG0010667	HMEL021778g1.t1	DPOGS202626-PA
OG0010668	HMEL038056g1.t1	DPOGS204153-PA
OG0010669	HMEL012044g1.t1	DPOGS203389-PA
OG0010670	HMEL004399g1.t1	DPOGS211354-PA
OG0010671	HMEL034003g1.t1	DPOGS204735-PA
OG0010673	HMEL037942g1.t1	DPOGS214642-PA
OG0010674	HMEL001035g1.t1	DPOGS200593-PA
OG0010675	HMEL034213g1.t1	DPOGS200592-PA
OG0010677	HMEL014080g1.t1	DPOGS202976-PA
OG0010679	HMEL020823g1.t1	DPOGS200183-PA
OG0010680	HMEL037671g1.t1	DPOGS207259-PA
OG0010681	HMEL035020g1.t1	DPOGS212168-PA
OG0010683	HMEL032677g1.t1	DPOGS200282-PA
OG0010684	HMEL016774g1.t1	DPOGS202054-PA
OG0010686	HMEL016633g1.t1	DPOGS203398-PA
OG0010687	HMEL009296g1.t1	DPOGS202840-PA
OG0010688	HMEL017773g1.t1	DPOGS211868-PA
OG0010689	HMEL033165g1.t1	DPOGS211804-PA
OG0010690	HMEL031664g1.t1	DPOGS207832-PA
OG0010691	HMEL002947g1.t1	DPOGS211954-PA
OG0010692	HMEL008667g1.t1	DPOGS207003-PA
OG0010693	HMEL012832g1.t1	DPOGS214141-PA
OG0010696	HMEL015057g1.t1	DPOGS206035-PA
OG0010697	HMEL032732g1.t1	DPOGS214693-PA
OG0010698	HMEL004296g1.t1	DPOGS208570-PA
OG0010699	HMEL008041g1.t1	DPOGS211028-PA
OG0010700	HMEL031170g1.t1	DPOGS204506-PA
OG0010702	HMEL008540g1.t1	DPOGS215631-PA
OG0010703	HMEL011411g1.t1	DPOGS214282-PA
OG0010704	HMEL013317g1.t1	DPOGS203812-PA
OG0010705	HMEL022537g1.t1	DPOGS207055-PA
OG0010707	HMEL016750g1.t1, HMEL031537g1.t1	DPOGS214080-PA
OG0010708	HMEL008664g1.t1	DPOGS203644-PA
OG0010709	HMEL011561g1.t1	DPOGS206796-PA
OG0010751	HMEL006669g1.t1	DPOGS213868-PA
OG0010756	HMEL009129g1.t1	DPOGS201955-PA
OG0010758	HMEL004684g1.t1	DPOGS216110-PA
OG0010761	HMEL012157g1.t1	DPOGS201050-PA
OG0010763	HMEL014603g1.t1	DPOGS208027-PA
OG0010764	HMEL030377g1.t1	DPOGS212486-PA
OG0010765	HMEL032413g1.t1	DPOGS211785-PA
OG0010767	HMEL031468g1.t1	DPOGS213366-PA
OG0010768	HMEL017953g1.t1	DPOGS212587-PA
OG0010769	HMEL030123g1.t1	DPOGS210143-PA
OG0010770	HMEL008209g1.t1	DPOGS208238-PA
OG0010777	HMEL010805g1.t1	DPOGS211755-PA
OG0010779	HMEL013295g1.t1	DPOGS210893-PA
OG0010780	HMEL037472g1.t1	DPOGS210376-PA
OG0010783	HMEL002133g1.t1	DPOGS208267-PA
OG0010784	HMEL032398g1.t1	DPOGS214301-PA
OG0010787	HMEL004004g1.t1	DPOGS205365-PA
OG0010788	HMEL011698g1.t1	DPOGS213984-PA
OG0010789	HMEL032915g1.t1	DPOGS210830-PA
OG0010796	HMEL033665g1.t1	DPOGS205486-PA
OG0010797	HMEL012377g1.t1	DPOGS212942-PA
OG0010801	HMEL012749g1.t1	DPOGS213739-PA
OG0010804	HMEL003162g1.t1	DPOGS214556-PA
OG0010805	HMEL017033g1.t1	DPOGS209583-PA
OG0010806	HMEL004024g1.t1	DPOGS204452-PA
OG0010808	HMEL016267g1.t1	DPOGS209486-PA
OG0010809	HMEL013702g1.t1	DPOGS215170-PA
OG0010812	HMEL031435g1.t1	DPOGS200196-PA
OG0010813	HMEL012596g1.t1	DPOGS206344-PA
OG0010815	HMEL037999g1.t1	DPOGS204207-PA
OG0010816	HMEL013707g1.t1	DPOGS215229-PA
OG0010817	HMEL017043g1.t1	DPOGS209576-PA
OG0010819	HMEL017528-RA	DPOGS200224-PA
OG0010821	HMEL030465g1.t1	DPOGS215171-PA
OG0010822	HMEL005113g1.t1	DPOGS215537-PA
OG0010824	HMEL036408g1.t1	DPOGS203113-PA
OG0010826	HMEL032927g1.t1	DPOGS201150-PA
OG0010827	HMEL004415g1.t1	DPOGS215225-PA
OG0010828	HMEL037260g1.t1	DPOGS200043-PA
OG0010833	HMEL011157g1.t1	DPOGS210185-PA
OG0010835	HMEL037359g1.t1, HMEL037358g1.t1	DPOGS206735-PA
OG0010836	HMEL013911g1.t1	DPOGS213790-PA
OG0010837	HMEL021502g1.t1	DPOGS205728-PA
OG0010839	HMEL014420g1.t1	DPOGS213870-PA
OG0010840	HMEL003447g1.t1	DPOGS202301-PA
OG0010842	HMEL031754g1.t1	DPOGS206496-PA
OG0010843	HMEL036233g1.t1	DPOGS204122-PA
OG0010844	HMEL003865g1.t1	DPOGS215202-PA
OG0010846	HMEL007877g1.t1	DPOGS202928-PA
OG0010848	HMEL013201g1.t1	DPOGS203526-PA
OG0010853	HMEL022513g1.t1	DPOGS203361-PA
OG0010854	HMEL013471g1.t1	DPOGS205233-PA
OG0010855	HMEL022100g1.t1	DPOGS208222-PA, DPOGS208221-PA
OG0010856	HMEL002548g1.t1	DPOGS209002-PA
OG0010858	HMEL037975g1.t1	DPOGS211309-PA
OG0010862	HMEL030194g1.t1	DPOGS211164-PA
OG0010864	HMEL030503g1.t1	DPOGS209777-PA
OG0010865	HMEL007651g1.t1	DPOGS203257-PA
OG0010866	HMEL037204g1.t1	DPOGS203063-PA
OG0010867	HMEL012795g1.t1	DPOGS205181-PA
OG0010868	HMEL016568g1.t1	DPOGS202709-PA
OG0010870	HMEL017197g1.t1	DPOGS211157-PA
OG0010871	HMEL035040g1.t1	DPOGS212116-PA
OG0010875	HMEL033571g1.t1	DPOGS207884-PA
OG0010878	HMEL004986g1.t1	DPOGS212127-PA
OG0010880	HMEL037853g1.t1	DPOGS214732-PA
OG0010881	HMEL033569g1.t1	DPOGS207869-PA
OG0010883	HMEL011909g1.t1	DPOGS209756-PA
OG0010885	HMEL032198g1.t1, HMEL005533g1.t1	DPOGS216134-PA
OG0010894	HMEL008531g1.t1	DPOGS203725-PA
OG0010895	HMEL033887g1.t1	DPOGS211880-PA
OG0010899	HMEL037404g1.t1	DPOGS203642-PA
OG0010904	HMEL037183g1.t1	DPOGS205425-PA
OG0010905	HMEL011938g1.t1	DPOGS206450-PA
OG0010908	HMEL031172g1.t1	DPOGS213106-PA
OG0010909	HMEL003212g1.t1	DPOGS201244-PA
OG0010912	HMEL032507g1.t1	DPOGS215940-PA, DPOGS214656-PA
OG0010913	HMEL037904g1.t1	DPOGS204168-PA
OG0010915	HMEL031889g1.t1	DPOGS215858-PA
OG0010916	HMEL011506g1.t1	DPOGS214607-PA, DPOGS215148-PA
OG0010918	HMEL008927g1.t1	DPOGS216039-PA
OG0010919	HMEL004932g1.t1	DPOGS208459-PA
OG0010920	HMEL012581g1.t1	DPOGS213256-PA
