Orthogroup	Heliconius_melpomene_melpomene	Pararge_aegeria
OG0009278	HMEL013437g1.t1	XP_039746886.1
OG0009279	HMEL013438g1.t1	XP_039747380.1
OG0009280	HMEL013922g1.t1	XP_039758625.1
OG0009281	HMEL008813g1.t1	XP_039764181.1
OG0009282	HMEL036791g1.t1	XP_039756325.1
OG0009283	HMEL017460g1.t1	XP_039758632.1
OG0009284	HMEL008480g1.t1	XP_039748117.1
OG0009285	HMEL007324g1.t1	XP_039763137.1
OG0009287	HMEL004103g1.t1	XP_039760057.1
OG0009289	HMEL011008g1.t1	XP_039757322.1
OG0009290	HMEL035175g1.t1	XP_039747216.1
OG0009291	HMEL006824g1.t1	XP_039765167.1
OG0009292	HMEL037664g1.t1	XP_039755706.1
OG0009293	HMEL008202g1.t1	XP_039747343.1
OG0009294	HMEL016691g1.t1	XP_039745627.1
OG0009295	HMEL015137g1.t1	XP_039765529.1
OG0009296	HMEL013138g1.t1	XP_039760854.1
OG0009298	HMEL017871g1.t1	XP_039756544.1
OG0009299	HMEL034771g1.t1	XP_039751490.1
OG0009300	HMEL005066-RA	XP_039746671.1
OG0009301	HMEL033005g1.t1	XP_039764512.1
OG0009302	HMEL002181g1.t1	XP_039755424.1
OG0009304	HMEL016092g1.t1	XP_039752540.1
OG0009305	HMEL012505g1.t1	XP_039752089.1
OG0009306	HMEL005065g1.t1	XP_039746670.1
OG0009307	HMEL037673g1.t1	XP_039755372.1
OG0009308	HMEL012299g1.t1	XP_039746871.1
OG0009310	HMEL035179g1.t1	XP_039746852.1
OG0009311	HMEL007614g1.t1	XP_039759948.1
OG0009313	HMEL008782g1.t1	XP_039764122.1
OG0009314	HMEL008781g1.t1	XP_039764061.1
OG0009315	HMEL035517g1.t1	XP_039763492.1
OG0009318	HMEL011344g1.t1	XP_039756528.1
OG0009319	HMEL035181g1.t1	XP_039746745.1, XP_039746744.1
OG0009320	HMEL012295g1.t1	XP_039746746.1
OG0009321	HMEL034762g1.t1	XP_039751417.1
OG0009322	HMEL011347g1.t1	XP_039756449.1
OG0009323	HMEL008777-RA	XP_039764068.1
OG0009324	HMEL008776g1.t1	XP_039764084.1
OG0009326	HMEL007054g1.t1	XP_039751999.1
OG0009327	HMEL032359g1.t1, HMEL032360g1.t1	XP_039758937.1
OG0009328	HMEL021154g1.t1	XP_039747321.1
OG0009329	HMEL031646g1.t1	XP_039753158.1
OG0009330	HMEL011354g1.t1	XP_039756748.1
OG0009331	HMEL007023g1.t1	XP_039759979.1
OG0009332	HMEL007022g1.t1	XP_039760116.1
OG0009333	HMEL036569g1.t1	XP_039758820.1
OG0009334	HMEL007049g1.t1	XP_039751747.1
OG0009335	HMEL006629g1.t1	XP_039763390.1
OG0009336	HMEL007048g1.t1	XP_039752535.1
OG0009337	HMEL036049g1.t1	XP_039750805.1
OG0009338	HMEL011359g1.t1	XP_039756062.1
OG0009339	HMEL020037g1.t1	XP_039759144.1
OG0009340	HMEL004703g1.t1	XP_039747035.1
OG0009342	HMEL004701g1.t1	XP_039746991.1
OG0009343	HMEL037002g1.t1	XP_039749778.1
OG0009344	HMEL015058g1.t1	XP_039764162.1
OG0009345	HMEL004699g1.t1	XP_039747069.1
OG0009346	HMEL005444g1.t1	XP_039748282.1
OG0009347	HMEL004698g1.t1	XP_039747286.1
OG0009348	HMEL020887g1.t1	XP_039746698.1
OG0009349	HMEL005446g1.t1	XP_039748192.1
OG0009351	HMEL032352g1.t1	XP_039758933.1
OG0009352	HMEL015021g1.t1	XP_039759989.1
OG0009353	HMEL031087g1.t1	XP_039745393.1
OG0009355	HMEL035186g1.t1	XP_039746527.1
OG0009356	HMEL033040g1.t1	XP_039762529.1
OG0009358	HMEL006482g1.t1	XP_039759383.1
OG0009359	HMEL038138g1.t1	XP_039757929.1
OG0009360	HMEL010220g1.t1	XP_039756805.1
OG0009361	HMEL013480g1.t1	XP_039763333.1
OG0009362	HMEL015012g1.t1	XP_039759950.1
OG0009363	HMEL010219g1.t1	XP_039756856.1
OG0009364	HMEL010217g1.t1	XP_039757063.1
OG0009365	HMEL013476g1.t1	XP_039764081.1
OG0009366	HMEL033684g1.t1	XP_039745783.1
OG0009367	HMEL011779g1.t1	XP_039759654.1
OG0009368	HMEL016447g1.t1	XP_039746461.1
OG0009369	HMEL002641g1.t1	XP_039749751.1
OG0009370	HMEL012130g1.t1	XP_039758875.1
OG0009371	HMEL031093g1.t1	XP_039745506.1
OG0009372	HMEL038120g1.t1, HMEL032976g1.t1, HMEL034823g1.t1, HMEL033660g1.t1, HMEL035499g1.t1	XP_039763905.1
OG0009373	HMEL038225g1.t1	XP_039759994.1
OG0009374	HMEL004441g1.t1	XP_039764982.1
OG0009375	HMEL010643g1.t1	XP_039757834.1
OG0009376	HMEL005954g1.t1	XP_039758550.1
OG0009377	HMEL005267g1.t1	XP_039760307.1
OG0009378	HMEL010646g1.t1	XP_039757859.1
OG0009379	HMEL015454g1.t1	XP_039752424.1
OG0009382	HMEL037062g1.t1	XP_039749558.1
OG0009384	HMEL008783g1.t1	XP_039763210.1
OG0009386	HMEL004958g1.t1	XP_039757931.1
OG0009387	HMEL008809g1.t1	XP_039763555.1
OG0009388	HMEL037063g1.t1	XP_039749556.1
OG0009389	HMEL035768g1.t1, HMEL038146g1.t1	XP_039757437.1
OG0009390	HMEL016452g1.t1	XP_039746192.1
OG0009391	HMEL004957g1.t1	XP_039757742.1
OG0009393	HMEL011745g1.t1	XP_039765607.1, XP_039765608.1
OG0009394	HMEL021601g1.t1	XP_039750872.1
OG0009395	HMEL011981g1.t1	XP_039752897.1
OG0009396	HMEL005269g1.t1	XP_039759808.1
OG0009397	HMEL012319g1.t1	XP_039755700.1
OG0009398	HMEL015763g1.t1	XP_039755752.1
OG0009399	HMEL007598g1.t1	XP_039752134.1
OG0009401	HMEL031098g1.t1	XP_039765427.1
OG0009403	HMEL037641g1.t1	XP_039755941.1
OG0009404	HMEL037642g1.t1	XP_039755330.1
OG0009405	HMEL017475g1.t1	XP_039750949.1
OG0009406	HMEL015653g1.t1	XP_039748665.1
OG0009407	HMEL017473g1.t1	XP_039750548.1
OG0009410	HMEL006654g1.t1	XP_039754663.1
OG0009411	HMEL036343g1.t1	XP_039758196.1
OG0009413	HMEL016722g1.t1	XP_039756742.1
OG0009415	HMEL012520g1.t1	XP_039747950.1
OG0009416	HMEL006658g1.t1	XP_039755206.1
OG0009417	HMEL006075g1.t1	XP_039749870.1
OG0009418	HMEL035197g1.t1	XP_039747355.1
OG0009419	HMEL030799g1.t1	XP_039761589.1
OG0009420	HMEL010374g1.t1	XP_039763725.1
OG0009421	HMEL002822g1.t1	XP_039763547.1
OG0009422	HMEL035094g1.t1	XP_039746833.1
OG0009423	HMEL003337g1.t1	XP_039765810.1
OG0009424	HMEL007695g1.t1	XP_039747410.1, XP_039747408.1
OG0009425	HMEL015296g1.t1	XP_039753598.1
OG0009426	HMEL021526g1.t1	XP_039756159.1
OG0009427	HMEL021527g1.t1	XP_039756082.1
OG0009428	HMEL032345g1.t1	XP_039759478.1
OG0009429	HMEL015965g1.t1	XP_039754127.1
OG0009430	HMEL015962g1.t1	XP_039754820.1
OG0009431	HMEL002376g1.t1	XP_039756570.1
OG0009433	HMEL036815g1.t1	XP_039756607.1
OG0009434	HMEL020367g1.t1	XP_039750697.1
OG0009435	HMEL006639g1.t1	XP_039755933.1
OG0009436	HMEL002380g1.t1	XP_039756204.1
OG0009437	HMEL002381g1.t1	XP_039756513.1
OG0009439	HMEL006638g1.t1	XP_039755659.1
OG0009440	HMEL031669g1.t1	XP_039753567.1
OG0009441	HMEL006637g1.t1	XP_039755595.1
OG0009443	HMEL038212g1.t1	XP_039760002.1
OG0009444	HMEL015183g1.t1	XP_039765783.1
OG0009446	HMEL006635g1.t1	XP_039755792.1
OG0009447	HMEL006634g1.t1	XP_039755575.1
OG0009450	HMEL035204g1.t1	XP_039747360.1
OG0009451	HMEL011826g1.t1	XP_039756295.1
OG0009452	HMEL015633g1.t1	XP_039765168.1
OG0009453	HMEL003687g1.t1	XP_039758265.1
OG0009455	HMEL021686g1.t1	XP_039748237.1
OG0009456	HMEL006084g1.t1	XP_039760317.1
OG0009457	HMEL031062g1.t1	XP_039765574.1
OG0009458	HMEL032176g1.t1	XP_039747972.1
OG0009460	HMEL032121g1.t1	XP_039748307.1
OG0009461	HMEL020073g1.t1	XP_039748466.1
OG0009462	HMEL011075g1.t1	XP_039752346.1
OG0009463	HMEL038162g1.t1	XP_039757434.1
OG0009466	HMEL030050g1.t1	XP_039761612.1
OG0009468	HMEL007981g1.t1	XP_039759538.1
OG0009469	HMEL003966g1.t1	XP_039746494.1
OG0009470	HMEL011368g1.t1	XP_039764772.1
OG0009471	HMEL006751g1.t1	XP_039759651.1
OG0009472	HMEL034234g1.t1	XP_039754792.1
OG0009474	HMEL011371g1.t1	XP_039764969.1
OG0009475	HMEL034232g1.t1	XP_039754676.1
OG0009476	HMEL004650g1.t1, HMEL038216g1.t1	XP_039756480.1
OG0009477	HMEL011848g1.t1	XP_039759068.1
OG0009478	HMEL011847g1.t1	XP_039759067.1
OG0009479	HMEL021953g1.t1	XP_039747450.1
OG0009480	HMEL017719g1.t1	XP_039746124.1
OG0009482	HMEL036825g1.t1	XP_039755995.1
OG0009483	HMEL033720g1.t1	XP_039745607.1
OG0009484	HMEL003666g1.t1	XP_039755831.1
OG0009485	HMEL013056g1.t1	XP_039756025.1
OG0009486	HMEL035212g1.t1	XP_039747094.1
OG0009487	HMEL008024g1.t1	XP_039746575.1
OG0009488	HMEL016069g1.t1	XP_039749464.1
OG0009491	HMEL010116g1.t1	XP_039757474.1
OG0009492	HMEL010117g1.t1	XP_039757476.1
OG0009493	HMEL010118g1.t1	XP_039757475.1
OG0009495	HMEL037084g1.t1	XP_039749644.1
OG0009496	HMEL004649g1.t1	XP_039756312.1
OG0009497	HMEL003667g1.t1	XP_039755686.1
OG0009499	HMEL011764g1.t1	XP_039750974.1
OG0009500	HMEL005058g1.t1	XP_039754815.1
OG0009501	HMEL015202g1.t1	XP_039765749.1
OG0009502	HMEL035732g1.t1, HMEL013783g1.t1	XP_039756344.1
OG0009503	HMEL011768g1.t1	XP_039750370.1
OG0009504	HMEL036829g1.t1	XP_039756246.1
OG0009505	HMEL038176g1.t1	XP_039757694.1
OG0009506	HMEL004476g1.t1	XP_039757939.1
OG0009507	HMEL011273g1.t1	XP_039761754.1
OG0009508	HMEL011388g1.t1	XP_039764749.1
OG0009509	HMEL008007g1.t1	XP_039749642.1
OG0009510	HMEL011394g1.t1	XP_039764899.1
OG0009511	HMEL011393g1.t1	XP_039764898.1
OG0009512	HMEL011277g1.t1	XP_039761665.1
OG0009513	HMEL002386g1.t1	XP_039747025.1
OG0009514	HMEL035216g1.t1	XP_039747026.1
OG0009515	HMEL014601g1.t1	XP_039746922.1
OG0009516	HMEL011282g1.t1	XP_039761410.1
OG0009517	HMEL014600g1.t1	XP_039746919.1
OG0009518	HMEL004763g1.t1	XP_039749483.1
OG0009519	HMEL003555g1.t1	XP_039755505.1
OG0009520	HMEL003554g1.t1	XP_039755692.1
OG0009521	HMEL017427g1.t1	XP_039758237.1
OG0009522	HMEL032005g1.t1	XP_039748917.1
OG0009523	HMEL021772g1.t1	XP_039750971.1
OG0009524	HMEL036015g1.t1	XP_039750398.1
OG0009525	HMEL007543g1.t1	XP_039750397.1
OG0009526	HMEL004760g1.t1	XP_039749370.1
OG0009527	HMEL012079g1.t1	XP_039764041.1
OG0009528	HMEL009690g1.t1	XP_039754713.1
OG0009529	HMEL013387g1.t1	XP_039755730.1
OG0009530	HMEL009688g1.t1	XP_039755082.1
OG0009531	HMEL007757g1.t1	XP_039747366.1
OG0009532	HMEL035955g1.t1	XP_039750940.1
OG0009533	HMEL007758g1.t1	XP_039746961.1
OG0009534	HMEL037719g1.t1	XP_039755337.1
OG0009535	HMEL007759g1.t1	XP_039746927.1
OG0009536	HMEL033306g1.t1	XP_039752200.1
OG0009537	HMEL003713g1.t1	XP_039760668.1
OG0009538	HMEL009686g1.t1	XP_039754888.1
OG0009539	HMEL022412g1.t1	XP_039754272.1
OG0009541	HMEL009681g1.t1	XP_039754606.1
OG0009542	HMEL015462g1.t1	XP_039752406.1
OG0009543	HMEL002674g1.t1	XP_039751396.1
OG0009544	HMEL008421g1.t1	XP_039752999.1
OG0009545	HMEL033056g1.t1	XP_039764600.1
OG0009546	HMEL031681g1.t1	XP_039753734.1
OG0009547	HMEL011292g1.t1	XP_039761771.1
OG0009548	HMEL032014g1.t1	XP_039749244.1
OG0009550	HMEL033058g1.t1	XP_039764605.1
OG0009552	HMEL008084g1.t1	XP_039748911.1
OG0009555	HMEL013547g1.t1	XP_039754957.1
OG0009556	HMEL013549g1.t1	XP_039755155.1
OG0009557	HMEL013551g1.t1	XP_039755104.1
OG0009558	HMEL032702g1.t1	XP_039753800.1
OG0009559	HMEL005676g1.t1	XP_039749248.1
OG0009561	HMEL037099g1.t1	XP_039749954.1
OG0009562	HMEL034200g1.t1	XP_039754747.1
OG0009563	HMEL007775g1.t1	XP_039764118.1
OG0009564	HMEL002901-RA	XP_039760521.1
OG0009565	HMEL011417g1.t1	XP_039764220.1
OG0009566	HMEL013554g1.t1	XP_039754994.1
OG0009567	HMEL013555g1.t1	XP_039754769.1
OG0009568	HMEL035226g1.t1	XP_039746587.1
OG0009570	HMEL011298g1.t1	XP_039761799.1
OG0009572	HMEL013558g1.t1	XP_039754764.1
OG0009573	HMEL013559g1.t1	XP_039754851.1
OG0009574	HMEL017446g1.t1	XP_039758562.1
OG0009576	HMEL002899-RA	XP_039746753.1
OG0009577	HMEL005995g1.t1	XP_039751384.1
OG0009578	HMEL015101g1.t1	XP_039753980.1
OG0009581	HMEL003175g1.t1	XP_039755145.1
OG0009582	HMEL003176-RA	XP_039759968.1
OG0009584	HMEL017387g1.t1	XP_039748835.1
OG0009585	HMEL021150g1.t1	XP_039746679.1
OG0009587	HMEL014585g1.t1	XP_039759234.1
OG0009589	HMEL002880g1.t1	XP_039745218.1
OG0009590	HMEL011421g1.t1	XP_039763784.1
OG0009591	HMEL011478g1.t1	XP_039753185.1
OG0009592	HMEL001029g1.t1	XP_039755088.1
OG0009594	HMEL035237g1.t1	XP_039747473.1
OG0009595	HMEL001031g1.t1	XP_039754641.1
OG0009596	HMEL001036g1.t1	XP_039754840.1
OG0009597	HMEL001037g1.t1	XP_039754838.1
OG0009598	HMEL001038g1.t1	XP_039755162.1
OG0009599	HMEL001039g1.t1	XP_039755190.1
OG0009600	HMEL011473g1.t1	XP_039753207.1
OG0009604	HMEL033070g1.t1	XP_039764893.1
OG0009606	HMEL009235-RA	XP_039752153.1
OG0009607	HMEL031032g1.t1	XP_039765588.1
OG0009608	HMEL031031g1.t1	XP_039765587.1
OG0009610	HMEL015259g1.t1	XP_039745281.1
OG0009611	HMEL015254g1.t1	XP_039765619.1
OG0009612	HMEL005630g1.t1	XP_039755735.1
OG0009613	HMEL036862g1.t1	XP_039756701.1
OG0009614	HMEL011439g1.t1	XP_039764516.1
OG0009616	HMEL032684g1.t1	XP_039754463.1
OG0009617	HMEL014314g1.t1	XP_039757110.1
OG0009618	HMEL016751g1.t1	XP_039749079.1
OG0009620	HMEL030956g1.t1	XP_039761388.1
OG0009621	HMEL016749g1.t1	XP_039748617.1
OG0009622	HMEL035243g1.t1	XP_039746996.1
OG0009623	HMEL003085g1.t1	XP_039758613.1
OG0009624	HMEL006000g1.t1	XP_039750754.1
OG0009625	HMEL031020g1.t1	XP_039765772.1
OG0009626	HMEL000030-RA	XP_039754409.1
OG0009627	HMEL000029g1.t1	XP_039753958.1
OG0009628	HMEL030017g1.t1	XP_039761530.1
OG0009629	HMEL012644g1.t1	XP_039753009.1
OG0009631	HMEL014012g1.t1	XP_039757189.1
OG0009632	HMEL016245g1.t1	XP_039757255.1
OG0009634	HMEL033751g1.t1	XP_039746408.1
OG0009635	HMEL010451g1.t1	XP_039755645.1
OG0009637	HMEL020792g1.t1	XP_039754362.1, XP_039754930.1
OG0009638	HMEL009167g1.t1	XP_039761185.1
OG0009639	HMEL015231g1.t1	XP_039745515.1
OG0009640	HMEL014081g1.t1	XP_039763308.1
OG0009641	HMEL005665g1.t1	XP_039755534.1
OG0009642	HMEL030951g1.t1	XP_039756508.1
OG0009643	HMEL032043g1.t1	XP_039749253.1
OG0009644	HMEL005661g1.t1	XP_039755633.1
OG0009647	HMEL030620g1.t1	XP_039761763.1
OG0009648	HMEL009301g1.t1	XP_039751205.1
OG0009649	HMEL033758g1.t1	XP_039746238.1
OG0009650	HMEL032678g1.t1	XP_039754061.1
OG0009651	HMEL035298g1.t1	XP_039746520.1
OG0009653	HMEL008957g1.t1	XP_039745893.1
OG0009654	HMEL011081g1.t1	XP_039745435.1
OG0009657	HMEL011674g1.t1	XP_039750569.1
OG0009659	HMEL034700g1.t1	XP_039751239.1
OG0009660	HMEL006444g1.t1	XP_039746526.1
OG0009663	HMEL035296g1.t1	XP_039747199.1
OG0009664	HMEL009183g1.t1	XP_039753859.1
OG0009665	HMEL011079g1.t1	XP_039745836.1
OG0009666	HMEL006451g1.t1	XP_039747153.1
OG0009667	HMEL006453g1.t1	XP_039747169.1
OG0009668	HMEL014007g1.t1	XP_039750211.1
OG0009671	HMEL006144g1.t1	XP_039752365.1
OG0009672	HMEL035293g1.t1	XP_039747243.1
OG0009674	HMEL006141g1.t1	XP_039752252.1
OG0009676	HMEL008161g1.t1	XP_039747183.1
OG0009677	HMEL008160-RA	XP_039746926.1
OG0009678	HMEL008159g1.t1	XP_039747202.1
OG0009679	HMEL035290g1.t1	XP_039747022.1
OG0009680	HMEL005300g1.t1	XP_039755779.1
OG0009681	HMEL006135g1.t1	XP_039751934.1
OG0009682	HMEL005192g1.t1	XP_039764808.1
OG0009684	HMEL030941g1.t1	XP_039761502.1
OG0009685	HMEL037146g1.t1	XP_039750010.1
OG0009689	HMEL017937g1.t1	XP_039763116.1
OG0009690	HMEL032051g1.t1	XP_039749258.1
OG0009691	HMEL013775g1.t1	XP_039749800.1
OG0009692	HMEL013289g1.t1	XP_039752761.1
OG0009693	HMEL007340g1.t1	XP_039745630.1
OG0009694	HMEL017090g1.t1	XP_039748619.1
OG0009695	HMEL008572g1.t1	XP_039751454.1
OG0009696	HMEL033386g1.t1	XP_039752767.1
OG0009698	HMEL037153g1.t1	XP_039750184.1
OG0009699	HMEL032060g1.t1	XP_039749262.1
OG0009700	HMEL033153g1.t1	XP_039763055.1
OG0009702	HMEL030605g1.t1	XP_039749958.1
OG0009703	HMEL035284g1.t1	XP_039746736.1
OG0009704	HMEL009536g1.t1	XP_039763109.1
OG0009705	HMEL033394g1.t1	XP_039751884.1
OG0009706	HMEL009537g1.t1	XP_039763661.1
OG0009707	HMEL012060g1.t1	XP_039746812.1
OG0009708	HMEL014025g1.t1	XP_039764663.1
OG0009710	HMEL035282g1.t1	XP_039747191.1
OG0009711	HMEL016541g1.t1	XP_039765279.1, XP_039752544.1
OG0009712	HMEL033433g1.t1	XP_039751831.1
OG0009713	HMEL012054g1.t1	XP_039746925.1
OG0009715	HMEL033148g1.t1	XP_039764533.1
OG0009716	HMEL035277g1.t1	XP_039746567.1
OG0009717	HMEL033144g1.t1	XP_039764693.1
OG0009718	HMEL005342g1.t1	XP_039765269.1
OG0009719	HMEL014077g1.t1	XP_039764173.1
OG0009720	HMEL017607g1.t1	XP_039752388.1
OG0009721	HMEL009615g1.t1	XP_039747224.1
OG0009722	HMEL014747g1.t1	XP_039764530.1
OG0009723	HMEL012361g1.t1	XP_039746497.1
OG0009724	HMEL012360g1.t1	XP_039747253.1
OG0009725	HMEL011032g1.t1	XP_039763428.1
OG0009727	HMEL012357g1.t1	XP_039747503.1
OG0009728	HMEL012356g1.t1	XP_039747502.1
OG0009730	HMEL012354g1.t1	XP_039747291.1
OG0009731	HMEL033416g1.t1	XP_039752358.1
OG0009733	HMEL020448g1.t1	XP_039749806.1
OG0009734	HMEL020449g1.t1	XP_039750152.1
OG0009735	HMEL035273g1.t1	XP_039746543.1
OG0009736	HMEL003935g1.t1	XP_039764559.1
OG0009737	HMEL035270g1.t1	XP_039746896.1
OG0009739	HMEL017347g1.t1	XP_039746715.1
OG0009740	HMEL014079g1.t1	XP_039763932.1
OG0009741	HMEL033137g1.t1	XP_039765193.1
OG0009743	HMEL013098g1.t1	XP_039764527.1
OG0009744	HMEL003001g1.t1	XP_039752021.1
OG0009746	HMEL010955g1.t1	XP_039747486.1
OG0009747	HMEL003002g1.t1	XP_039754442.1
OG0009748	HMEL035263g1.t1	XP_039747491.1
OG0009749	HMEL020350g1.t1	XP_039754050.1
OG0009750	HMEL009928g1.t1	XP_039748899.1
OG0009751	HMEL032641g1.t1	XP_039753790.1
OG0009753	HMEL033127g1.t1	XP_039765144.1
OG0009754	HMEL009600g1.t1	XP_039752423.1
OG0009755	HMEL021165g1.t1	XP_039764541.1
OG0009756	HMEL017370g1.t1	XP_039755287.1
OG0009757	HMEL007100g1.t1	XP_039746075.1
OG0009758	HMEL033787g1.t1	XP_039745744.1
OG0009759	HMEL006986g1.t1	XP_039764324.1
OG0009760	HMEL002701g1.t1	XP_039751392.1
OG0009761	HMEL005833g1.t1	XP_039746779.1
OG0009763	HMEL008791g1.t1	XP_039763818.1
OG0009764	HMEL006590g1.t1	XP_039746347.1
OG0009765	HMEL004522g1.t1	XP_039745394.1
OG0009766	HMEL030910g1.t1	XP_039758105.1
OG0009767	HMEL033116g1.t1	XP_039764522.1
OG0009769	HMEL035253g1.t1	XP_039747309.1
OG0009770	HMEL013671g1.t1	XP_039746849.1
OG0009771	HMEL004170g1.t1	XP_039746383.1
OG0009772	HMEL033795g1.t1	XP_039745875.1
OG0009773	HMEL006846g1.t1	XP_039745989.1
OG0009774	HMEL002401g1.t1	XP_039765057.1
OG0009775	HMEL006841g1.t1	XP_039746430.1
OG0009776	HMEL007232g1.t1	XP_039763686.1
OG0009777	HMEL016494g1.t1	XP_039762546.1
OG0009779	HMEL006388g1.t1	XP_039764093.1
OG0009780	HMEL012064g1.t1	XP_039763216.1
OG0009781	HMEL013823g1.t1	XP_039765340.1
OG0009782	HMEL015989g1.t1	XP_039757828.1
OG0009783	HMEL007452g1.t1	XP_039745130.1
OG0009785	HMEL015980g1.t1	XP_039753357.1
OG0009786	HMEL030892g1.t1	XP_039753405.1
OG0009787	HMEL015978g1.t1	XP_039755339.1
OG0009788	HMEL015975g1.t1	XP_039754226.1
OG0009789	HMEL030863g1.t1	XP_039755704.1
OG0009790	HMEL030867g1.t1	XP_039761312.1
OG0009791	HMEL037182g1.t1	XP_039762602.1
OG0009792	HMEL030798g1.t1	XP_039761600.1
OG0009794	HMEL016504g1.t1	XP_039758746.1
OG0009795	HMEL007962g1.t1	XP_039751034.1
OG0009796	HMEL005883g1.t1	XP_039764539.1
OG0009797	HMEL007136g1.t1	XP_039747574.1
OG0009798	HMEL003336g1.t1	XP_039765811.1
OG0009799	HMEL036896g1.t1	XP_039756522.1
OG0009800	HMEL011921g1.t1	XP_039753628.1
OG0009801	HMEL007473g1.t1	XP_039759937.1
OG0009802	HMEL013814g1.t1	XP_039759012.1
OG0009804	HMEL009360g1.t1	XP_039758132.1
OG0009805	HMEL006077g1.t1	XP_039756972.1
OG0009806	HMEL006089g1.t1	XP_039760083.1
OG0009808	HMEL016395g1.t1	XP_039747548.1
OG0009809	HMEL022574g1.t1	XP_039762561.1
OG0009810	HMEL006281g1.t1	XP_039765874.1
OG0009811	HMEL037849g1.t1	XP_039757631.1
OG0009812	HMEL008117g1.t1	XP_039762213.1
OG0009813	HMEL006850g1.t1	XP_039746453.1
OG0009814	HMEL008131g1.t1	XP_039761936.1
OG0009815	HMEL003492g1.t1	XP_039747277.1
OG0009816	HMEL002605g1.t1	XP_039761697.1
OG0009817	HMEL032267g1.t1	XP_039748236.1
OG0009818	HMEL006554g1.t1	XP_039765513.1
OG0009819	HMEL016821g1.t1	XP_039750381.1
OG0009820	HMEL004307g1.t1	XP_039765360.1
OG0009821	HMEL036237g1.t1	XP_039750564.1
OG0009822	HMEL005311g1.t1	XP_039755566.1
OG0009823	HMEL013154g1.t1	XP_039760630.1
OG0009824	HMEL006705g1.t1	XP_039753708.1
OG0009825	HMEL010987-RA	XP_039759372.1
OG0009827	HMEL032529g1.t1	XP_039759344.1
OG0009828	HMEL035978g1.t1	XP_039750667.1
OG0009829	HMEL018079g1.t1	XP_039746836.1
OG0009830	HMEL012938g1.t1	XP_039753348.1
OG0009831	HMEL007926g1.t1	XP_039755580.1
OG0009832	HMEL015345g1.t1	XP_039765347.1
OG0009833	HMEL008558g1.t1	XP_039755863.1
OG0009834	HMEL010992-RA	XP_039759101.1
OG0009835	HMEL005872g1.t1	XP_039747974.1
OG0009836	HMEL009545g1.t1	XP_039750757.1
OG0009837	HMEL017716g1.t1	XP_039745888.1
OG0009838	HMEL007294g1.t1	XP_039753415.1
OG0009839	HMEL007328g1.t1	XP_039765016.1
OG0009840	HMEL005892g1.t1	XP_039758709.1
OG0009841	HMEL005360g1.t1	XP_039749540.1
OG0009842	HMEL010713g1.t1	XP_039759592.1
OG0009843	HMEL002477g1.t1	XP_039751558.1
OG0009844	HMEL004503g1.t1	XP_039751292.1
OG0009845	HMEL031847g1.t1	XP_039748590.1
OG0009847	HMEL011704g1.t1	XP_039757228.1
OG0009848	HMEL012798g1.t1	XP_039746391.1
OG0009849	HMEL013416g1.t1	XP_039751419.1
OG0009850	HMEL017393g1.t1	XP_039748762.1, XP_039748763.1
OG0009851	HMEL004497g1.t1	XP_039751290.1
OG0009852	HMEL009210g1.t1	XP_039761755.1
OG0009853	HMEL035970g1.t1	XP_039756260.1
OG0009854	HMEL034761g1.t1	XP_039751624.1
OG0009855	HMEL009962g1.t1	XP_039757473.1
OG0009857	HMEL013090g1.t1	XP_039764745.1
OG0009858	HMEL003142g1.t1	XP_039756595.1
OG0009860	HMEL034093g1.t1	XP_039762322.1
OG0009861	HMEL033004g1.t1	XP_039764509.1
OG0009862	HMEL009527g1.t1	XP_039748420.1
OG0009863	HMEL036914g1.t1	XP_039749874.1
OG0009864	HMEL009529g1.t1	XP_039748317.1
OG0009867	HMEL036156g1.t1	XP_039750501.1
OG0009868	HMEL021787g1.t1	XP_039758821.1
OG0009869	HMEL010887g1.t1	XP_039745110.1
OG0009870	HMEL037170g1.t1	XP_039749613.1
OG0009872	HMEL034608g1.t1	XP_039760875.1
OG0009872	HMEL010652g1.t1	XP_039760881.1
OG0009873	HMEL004490g1.t1	XP_039751725.1
OG0009874	HMEL003070g1.t1	XP_039754875.1
OG0009875	HMEL033824g1.t1	XP_039745624.1
OG0009877	HMEL004491g1.t1	XP_039751277.1
OG0009878	HMEL009464g1.t1	XP_039760010.1
OG0009879	HMEL011739g1.t1	XP_039765609.1
OG0009880	HMEL013207g1.t1	XP_039749320.1
OG0009881	HMEL013108g1.t1	XP_039753788.1
OG0009882	HMEL032640g1.t1	XP_039754145.1
OG0009883	HMEL034678g1.t1	XP_039760452.1
OG0009884	HMEL021432g1.t1	XP_039754470.1
OG0009885	HMEL009650g1.t1	XP_039760379.1
OG0009886	HMEL007443g1.t1	XP_039755303.1
OG0009887	HMEL002073g1.t1	XP_039748163.1
OG0009888	HMEL015242g1.t1	XP_039745226.1
OG0009889	HMEL006803g1.t1	XP_039765002.1
OG0009890	HMEL036799g1.t1	XP_039756057.1
OG0009891	HMEL014848g1.t1	XP_039745896.1
OG0009894	HMEL003056g1.t1	XP_039748306.1
OG0009895	HMEL006002g1.t1	XP_039759268.1
OG0009896	HMEL021775g1.t1	XP_039750904.1
OG0009897	HMEL038022g1.t1	XP_039757752.1
OG0009898	HMEL007260g1.t1	XP_039755883.1
