Orthogroup	Heliconius_melpomene_melpomene	Maniola_hyperantus
OG0007639	HMEL005056g1.t1	XP_034828962.1
OG0007640	HMEL010122g1.t1	XP_034833997.1
OG0007641	HMEL005709g1.t1	XP_034827634.1
OG0007642	HMEL031952g1.t1	XP_034824645.1
OG0007643	HMEL012088g1.t1	XP_034839124.1
OG0007644	HMEL003311g1.t1	XP_034841059.1
OG0007645	HMEL013786g1.t1	XP_034834868.1, XP_034834867.1
OG0007646	HMEL013904-RA	XP_034831329.1
OG0007647	HMEL011274g1.t1	XP_034837581.1
OG0007648	HMEL012087-RA	XP_034839125.1
OG0007649	HMEL013901g1.t1	XP_034831332.1
OG0007650	HMEL009721g1.t1	XP_034833442.1
OG0007651	HMEL017419g1.t1	XP_034833441.1
OG0007652	HMEL013788g1.t1	XP_034834878.1
OG0007653	HMEL015936g1.t1	XP_034831704.1
OG0007654	HMEL004478g1.t1	XP_034833983.1
OG0007655	HMEL011275g1.t1	XP_034837479.1
OG0007656	HMEL037088g1.t1	XP_034829939.1
OG0007657	HMEL033049g1.t1	XP_034825436.1
OG0007658	HMEL021638g1.t1	XP_034829924.1
OG0007659	HMEL010589g1.t1	XP_034832675.1
OG0007660	HMEL011276g1.t1	XP_034837764.1
OG0007661	HMEL011395g1.t1	XP_034825474.1
OG0007662	HMEL004481g1.t1	XP_034833766.1
OG0007663	HMEL011278g1.t1	XP_034837660.1
OG0007664	HMEL011396g1.t1	XP_034829172.1
OG0007665	HMEL005052g1.t1	XP_034829120.1
OG0007666	HMEL011397g1.t1	XP_034829195.1
OG0007667	HMEL012084g1.t1	XP_034839295.1
OG0007668	HMEL015930g1.t1	XP_034830500.1
OG0007669	HMEL013900g1.t1	XP_034831448.1
OG0007670	HMEL011280g1.t1	XP_034837665.1
OG0007671	HMEL037622g1.t1	XP_034831202.1
OG0007672	HMEL011281g1.t1	XP_034837656.1
OG0007673	HMEL004483g1.t1	XP_034833700.1
OG0007674	HMEL011399g1.t1	XP_034829151.1
OG0007675	HMEL012082g1.t1	XP_034839296.1
OG0007676	HMEL012081g1.t1	XP_034839574.1
OG0007677	HMEL013898g1.t1	XP_034831098.1
OG0007678	HMEL038180g1.t1	XP_034833696.1
OG0007679	HMEL003712g1.t1	XP_034830472.1
OG0007680	HMEL011283g1.t1	XP_034837666.1
OG0007681	HMEL011400g1.t1	XP_034829213.1
OG0007682	HMEL006646g1.t1	XP_034831657.1
OG0007683	HMEL006647g1.t1	XP_034831658.1
OG0007684	HMEL008888g1.t1	XP_034828726.1
OG0007685	HMEL032007g1.t1	XP_034824338.1
OG0007687	HMEL032008g1.t1	XP_034824336.1
OG0007688	HMEL021776g1.t1	XP_034828731.1
OG0007689	HMEL036016g1.t1	XP_034828876.1
OG0007690	HMEL012881g1.t1	XP_034836423.1, XP_034836424.1
OG0007691	HMEL009999g1.t1	XP_034829403.1
OG0007692	HMEL017429g1.t1	XP_034833436.1
OG0007693	HMEL008012g1.t1	XP_034835608.1
OG0007694	HMEL007788g1.t1	XP_034831035.1
OG0007696	HMEL021575g1.t1	XP_034828670.1
OG0007698	HMEL013388g1.t1	XP_034831365.1
OG0007700	HMEL013386g1.t1	XP_034831356.1
OG0007701	HMEL036014g1.t1, HMEL035956g1.t1	XP_034828671.1
OG0007702	HMEL035954g1.t1	XP_034828674.1
OG0007704	HMEL014262g1.t1	XP_034834168.1
OG0007705	HMEL003796g1.t1	XP_034829955.1
OG0007706	HMEL004236g1.t1	XP_034826203.1
OG0007707	HMEL011463g1.t1	XP_034831471.1
OG0007708	HMEL012057g1.t1	XP_034840422.1
OG0007710	HMEL038111g1.t1	XP_034833868.1
OG0007711	HMEL012077g1.t1	XP_034839376.1
OG0007712	HMEL036853g1.t1	XP_034834433.1
OG0007713	HMEL009304g1.t1	XP_034827029.1
OG0007714	HMEL012362g1.t1	XP_034833712.1
OG0007715	HMEL014377g1.t1	XP_034827611.1
OG0007716	HMEL011291g1.t1	XP_034837765.1
OG0007717	HMEL035957g1.t1	XP_034828668.1
OG0007718	HMEL022141g1.t1, HMEL035220g1.t1	XP_034840108.1
OG0007719	HMEL033304g1.t1	XP_034827639.1
OG0007720	HMEL033305g1.t1	XP_034827637.1
OG0007721	HMEL011294g1.t1	XP_034837622.1
OG0007722	HMEL011293g1.t1	XP_034837621.1
OG0007723	HMEL003321g1.t1	XP_034840907.1
OG0007724	HMEL003322g1.t1	XP_034840906.1
OG0007725	HMEL007076g1.t1	XP_034828529.1
OG0007726	HMEL002668g1.t1	XP_034827223.1
OG0007727	HMEL007077g1.t1	XP_034828523.1
OG0007728	HMEL017432g1.t1	XP_034833438.1
OG0007729	HMEL002666g1.t1	XP_034827225.1
OG0007730	HMEL017433g1.t1	XP_034833429.1
OG0007731	HMEL011295g1.t1	XP_034837620.1
OG0007732	HMEL011409g1.t1	XP_034840012.1
OG0007733	HMEL002665g1.t1	XP_034827232.1
OG0007734	HMEL015467g1.t1	XP_034827843.1
OG0007735	HMEL003719g1.t1	XP_034834439.1
OG0007736	HMEL008426g1.t1	XP_034832354.1
OG0007737	HMEL018100g1.t1	XP_034825963.1
OG0007738	HMEL011414g1.t1	XP_034841453.1
OG0007739	HMEL007081g1.t1	XP_034828519.1
OG0007740	HMEL017437g1.t1	XP_034833325.1
OG0007741	HMEL008087g1.t1	XP_034824243.1
OG0007742	HMEL002662g1.t1	XP_034826754.1
OG0007743	HMEL032016g1.t1	XP_034824241.1
OG0007744	HMEL007774g1.t1	XP_034839445.1
OG0007745	HMEL005674g1.t1	XP_034824244.1
OG0007746	HMEL017439g1.t1	XP_034833326.1
OG0007747	HMEL013553g1.t1	XP_034829409.1
OG0007748	HMEL002661g1.t1	XP_034826897.1
OG0007749	HMEL036315g1.t1	XP_034833318.1
OG0007750	HMEL020458g1.t1	XP_034829949.1
OG0007751	HMEL002906-RA	XP_034826132.1
OG0007752	HMEL002904-RA	XP_034826131.1
OG0007753	HMEL003651g1.t1	XP_034827104.1
OG0007754	HMEL003650g1.t1	XP_034827206.1
OG0007755	HMEL017443g1.t1	XP_034833330.1
OG0007756	HMEL002902-RA	XP_034826209.1
OG0007757	HMEL016170g1.t1	XP_034828520.1
OG0007758	HMEL022536-RA	XP_034835116.1
OG0007760	HMEL011564g1.t1	XP_034830640.1
OG0007761	HMEL035227g1.t1	XP_034840121.1
OG0007762	HMEL037100g1.t1	XP_034829603.1
OG0007763	HMEL017445g1.t1	XP_034833316.1
OG0007764	HMEL002845g1.t1	XP_034840899.1
OG0007765	HMEL007565g1.t1	XP_034824230.1
OG0007766	HMEL005992g1.t1	XP_034827198.1
OG0007767	HMEL002844g1.t1	XP_034840903.1
OG0007768	HMEL006121g1.t1	XP_034832678.1
OG0007769	HMEL006122g1.t1	XP_034832690.1
OG0007770	HMEL007305g1.t1	XP_034835385.1
OG0007771	HMEL006123g1.t1	XP_034832576.1
OG0007772	HMEL016162g1.t1	XP_034829588.1
OG0007773	HMEL032011g1.t1	XP_034824862.1
OG0007774	HMEL032699g1.t1	XP_034830798.1
OG0007775	HMEL002416g1.t1	XP_034828585.1
OG0007776	HMEL002895g1.t1	XP_034825803.1
OG0007778	HMEL030631g1.t1	XP_034825794.1
OG0007779	HMEL036887g1.t1	XP_034835000.1
OG0007780	HMEL035964g1.t1, HMEL035961g1.t1	XP_034828883.1
OG0007781	HMEL003861g1.t1	XP_034828932.1, XP_034828931.1
OG0007782	HMEL033353g1.t1	XP_034827620.1
OG0007783	HMEL017385g1.t1	XP_034824193.1
OG0007784	HMEL006309g1.t1	XP_034835041.1
OG0007785	HMEL010622g1.t1	XP_034827642.1
OG0007786	HMEL032324g1.t1	XP_034835043.1
OG0007787	HMEL011441-RA	XP_034825530.1
OG0007788	HMEL010623g1.t1	XP_034827602.1
OG0007789	HMEL032325g1.t1	XP_034835039.1
OG0007790	HMEL037732g1.t1	XP_034831469.1, XP_034831468.1
OG0007791	HMEL015483g1.t1	XP_034829599.1
OG0007793	HMEL003857g1.t1	XP_034829012.1
OG0007794	HMEL010626g1.t1	XP_034827625.1
OG0007795	HMEL003798g1.t1	XP_034837671.1
OG0007796	HMEL010627g1.t1	XP_034827846.1
OG0007797	HMEL014588g1.t1	XP_034835457.1
OG0007798	HMEL030629g1.t1	XP_034825806.1
OG0007799	HMEL016621g1.t1	XP_034839298.1
OG0007800	HMEL032327g1.t1	XP_034835450.1
OG0007801	HMEL015280g1.t1	XP_034824144.1
OG0007803	HMEL015279g1.t1	XP_034841419.1
OG0007804	HMEL030025g1.t1	XP_034837678.1
OG0007805	HMEL003793g1.t1	XP_034837672.1
OG0007806	HMEL011477g1.t1	XP_034832494.1
OG0007807	HMEL014293g1.t1	XP_034832784.1
OG0007808	HMEL032692g1.t1	XP_034830926.1
OG0007809	HMEL015278g1.t1	XP_034841382.1
OG0007810	HMEL003762g1.t1	XP_034827283.1
OG0007812	HMEL022507-RA	XP_034840406.1
OG0007813	HMEL011474g1.t1	XP_034832478.1
OG0007814	HMEL015276g1.t1	XP_034841406.1
OG0007816	HMEL015275g1.t1	XP_034841409.1
OG0007817	HMEL009446g1.t1	XP_034840439.1
OG0007818	HMEL000060g1.t1	XP_034830936.1
OG0007819	HMEL003791g1.t1	XP_034837464.1
OG0007820	HMEL000059g1.t1	XP_034830938.1
OG0007821	HMEL037115g1.t1	XP_034830085.1
OG0007822	HMEL014299g1.t1	XP_034832748.1
OG0007823	HMEL003790g1.t1	XP_034837470.1
OG0007824	HMEL011425g1.t1	XP_034826128.1
OG0007825	HMEL009443g1.t1	XP_034840175.1
OG0007826	HMEL005457g1.t1	XP_034829809.1
OG0007827	HMEL035573g1.t1	XP_034839335.1
OG0007828	HMEL010636g1.t1	XP_034827650.1
OG0007829	HMEL000058-RA	XP_034830796.1
OG0007830	HMEL005900g1.t1	XP_034834001.1
OG0007831	HMEL008967g1.t1	XP_034825119.1
OG0007832	HMEL009441g1.t1	XP_034840409.1
OG0007833	HMEL009438g1.t1	XP_034840164.1
OG0007834	HMEL005901g1.t1	XP_034834261.1
OG0007835	HMEL001028-RA	XP_034829119.1
OG0007836	HMEL005902g1.t1	XP_034832661.1
OG0007837	HMEL016629g1.t1	XP_034839567.1
OG0007839	HMEL009440g1.t1	XP_034840410.1
OG0007840	HMEL000053-RA	XP_034830505.1
OG0007841	HMEL015268g1.t1	XP_034841407.1
OG0007842	HMEL011428g1.t1	XP_034840273.1
OG0007843	HMEL015267g1.t1	XP_034841389.1
OG0007844	HMEL011470g1.t1	XP_034832496.1
OG0007845	HMEL011431g1.t1	XP_034827401.1
OG0007846	HMEL011433g1.t1	XP_034827349.1
OG0007847	HMEL013990g1.t1	XP_034834397.1
OG0007848	HMEL015263g1.t1	XP_034841370.1
OG0007849	HMEL037118g1.t1	XP_034830175.1
OG0007850	HMEL014308g1.t1	XP_034833104.1
OG0007851	HMEL003752g1.t1	XP_034826692.1
OG0007852	HMEL011468g1.t1	XP_034832479.1
OG0007853	HMEL031693g1.t1	XP_034832471.1
OG0007854	HMEL015261g1.t1	XP_034824143.1
OG0007855	HMEL016639g1.t1	XP_034839748.1
OG0007856	HMEL006291g1.t1	XP_034826713.1
OG0007857	HMEL015260g1.t1	XP_034841365.1
OG0007858	HMEL011122g1.t1	XP_034826248.1
OG0007859	HMEL015256g1.t1	XP_034841418.1
OG0007860	HMEL011990g1.t1	XP_034834416.1
OG0007861	HMEL006295g1.t1	XP_034827392.1
OG0007862	HMEL006296g1.t1	XP_034827386.1
OG0007863	HMEL036867g1.t1	XP_034834417.1
OG0007864	HMEL014311g1.t1	XP_034832863.1
OG0007865	HMEL032686g1.t1, HMEL021863g1.t1	XP_034830540.1
OG0007866	HMEL036865g1.t1	XP_034834399.1, XP_034834398.1
OG0007868	HMEL012628g1.t1	XP_034832504.1
OG0007869	HMEL000051g1.t1	XP_034830530.1
OG0007870	HMEL014031g1.t1	XP_034827970.1
OG0007871	HMEL012717-RA	XP_034834410.1
OG0007872	HMEL011436-RA	XP_034840504.1
OG0007873	HMEL001014g1.t1	XP_034829258.1
OG0007874	HMEL012632g1.t1	XP_034831819.1
OG0007875	HMEL015252g1.t1	XP_034841010.1
OG0007876	HMEL022601g1.t1	XP_034840516.1
OG0007877	HMEL011118g1.t1	XP_034826385.1
OG0007878	HMEL035578g1.t1	XP_034839351.1
OG0007879	HMEL011117g1.t1	XP_034826388.1
OG0007880	HMEL001017g1.t1	XP_034829256.1
OG0007881	HMEL000048g1.t1	XP_034830535.1
OG0007882	HMEL000047-RA	XP_034830536.1
OG0007883	HMEL016647g1.t1	XP_034839321.1
OG0007884	HMEL000045g1.t1	XP_034830538.1
OG0007885	HMEL000044g1.t1	XP_034830528.1
OG0007886	HMEL011114g1.t1	XP_034826390.1
OG0007887	HMEL017394g1.t1	XP_034824853.1
OG0007888	HMEL000043-RA	XP_034830527.1
OG0007889	HMEL000042-RA	XP_034830532.1
OG0007890	HMEL000041-RA	XP_034830519.1
OG0007891	HMEL001020g1.t1	XP_034829259.1
OG0007892	HMEL000040-RA	XP_034830514.1
OG0007893	HMEL001022g1.t1	XP_034829033.1
OG0007894	HMEL000039-RA	XP_034830529.1
OG0007895	HMEL012638g1.t1	XP_034831807.1
OG0007896	HMEL012639g1.t1	XP_034831804.1
OG0007897	HMEL014035g1.t1	XP_034828100.1
OG0007899	HMEL000036-RA	XP_034830520.1
OG0007900	HMEL012640g1.t1	XP_034831981.1
OG0007901	HMEL012641g1.t1	XP_034832051.1
OG0007902	HMEL003091g1.t1	XP_034834221.1
OG0007903	HMEL035976g1.t1	XP_034828602.1
OG0007904	HMEL001006g1.t1	XP_034829148.1
OG0007905	HMEL001004g1.t1	XP_034829416.1
OG0007906	HMEL033072g1.t1	XP_034840168.1
OG0007907	HMEL016748g1.t1	XP_034824652.1
OG0007908	HMEL013532g1.t1	XP_034839434.1
OG0007909	HMEL000033-RA	XP_034830791.1
OG0007910	HMEL031022g1.t1	XP_034840923.1
OG0007911	HMEL014091g1.t1	XP_034840107.1
OG0007912	HMEL003087g1.t1	XP_034838525.1
OG0007913	HMEL031021g1.t1	XP_034824141.1
OG0007914	HMEL009280g1.t1	XP_034826704.1
OG0007915	HMEL012642g1.t1	XP_034832033.1
OG0007916	HMEL032040g1.t1	XP_034824855.1
OG0007917	HMEL015247g1.t1	XP_034824172.1
OG0007918	HMEL000032-RA	XP_034830511.1
OG0007919	HMEL003084g1.t1	XP_034833923.1
OG0007920	HMEL017939g1.t1	XP_034839400.1
OG0007921	HMEL017944g1.t1	XP_034839392.1
OG0007922	HMEL020096g1.t1	XP_034840069.1
OG0007923	HMEL014040g1.t1	XP_034828174.1
OG0007924	HMEL009286g1.t1	XP_034826862.1
OG0007925	HMEL014041g1.t1	XP_034828172.1
OG0007926	HMEL003083g1.t1	XP_034834704.1
OG0007927	HMEL014016g1.t1	XP_034832786.1
OG0007928	HMEL000028-RA	XP_034830534.1
OG0007929	HMEL000027g1.t1	XP_034830515.1
OG0007930	HMEL014042g1.t1	XP_034828173.1
OG0007931	HMEL012643g1.t1	XP_034832045.1
OG0007932	HMEL014013g1.t1	XP_034833118.1
OG0007933	HMEL014043g1.t1	XP_034828175.1
OG0007934	HMEL014044g1.t1	XP_034827865.1
OG0007936	HMEL016243g1.t1	XP_034833116.1
OG0007937	HMEL010092g1.t1	XP_034825372.1
OG0007938	HMEL005783g1.t1	XP_034828653.1
OG0007939	HMEL004006g1.t1	XP_034832046.1
OG0007940	HMEL011502g1.t1	XP_034828915.1
OG0007941	HMEL015241g1.t1	XP_034825985.1
OG0007942	HMEL014045g1.t1	XP_034827868.1
OG0007943	HMEL004007g1.t1	XP_034832048.1
OG0007944	HMEL015237g1.t1	XP_034840974.1
OG0007945	HMEL011497g1.t1	XP_034828888.1
OG0007946	HMEL015236g1.t1	XP_034840975.1
OG0007947	HMEL009539g1.t1	XP_034839291.1
OG0007948	HMEL021239g1.t1	XP_034828919.1
OG0007949	HMEL003530g1.t1	XP_034832034.1
OG0007950	HMEL009294g1.t1	XP_034826680.1
OG0007951	HMEL003529g1.t1	XP_034832049.1
OG0007952	HMEL003528g1.t1	XP_034832036.1
OG0007953	HMEL003943g1.t1	XP_034831501.1
OG0007954	HMEL009168g1.t1	XP_034834985.1
OG0007955	HMEL037746g1.t1	XP_034831496.1
OG0007956	HMEL012349g1.t1	XP_034832184.1
OG0007957	HMEL009169g1.t1	XP_034830704.1
OG0007958	HMEL037748g1.t1	XP_034831639.1
OG0007959	HMEL012347g1.t1	XP_034832053.1
OG0007960	HMEL009297g1.t1	XP_034826768.1
OG0007961	HMEL008969g1.t1	XP_034825211.1
OG0007962	HMEL031703g1.t1	XP_034831741.1
OG0007963	HMEL005663g1.t1	XP_034831153.1
OG0007964	HMEL015228g1.t1	XP_034841525.1
OG0007965	HMEL003293g1.t1	XP_034829057.1
OG0007966	HMEL005660g1.t1	XP_034831152.1
OG0007967	HMEL015227g1.t1	XP_034841523.1
OG0007968	HMEL000025-RA	XP_034830668.1
OG0007969	HMEL003289g1.t1	XP_034829050.1
OG0007970	HMEL037756g1.t1	XP_034831690.1
OG0007971	HMEL012344g1.t1	XP_034831743.1
OG0007972	HMEL009531g1.t1	XP_034828891.1
OG0007973	HMEL003493g1.t1	XP_034840429.1
OG0007974	HMEL009766g1.t1	XP_034824700.1
OG0007975	HMEL031704g1.t1	XP_034831742.1
OG0007976	HMEL031705g1.t1	XP_034832183.1
OG0007977	HMEL009299g1.t1	XP_034827220.1
OG0007978	HMEL012341g1.t1	XP_034831809.1
OG0007979	HMEL009300g1.t1	XP_034827209.1
OG0007980	HMEL008964g1.t1	XP_034825393.1
OG0007981	HMEL011986g1.t1	XP_034827867.1
OG0007982	HMEL013767g1.t1	XP_034832854.1
OG0007983	HMEL011987g1.t1	XP_034827840.1
OG0007984	HMEL003491g1.t1	XP_034840074.1
OG0007985	HMEL002678g1.t1	XP_034827222.1
OG0007986	HMEL022032g1.t1	XP_034828749.1
OG0007987	HMEL008962g1.t1	XP_034825175.1
OG0007988	HMEL004145g1.t1	XP_034827741.1
OG0007989	HMEL000024-RA	XP_034830740.1
OG0007990	HMEL031014g1.t1	XP_034824138.1
OG0007991	HMEL000022-RA	XP_034830742.1
OG0007992	HMEL033081g1.t1	XP_034828618.1
OG0007993	HMEL007279g1.t1	XP_034839447.1
OG0007994	HMEL004855g1.t1	XP_034840778.1
OG0007995	HMEL022514-RA	XP_034829419.1
OG0007996	HMEL002682g1.t1	XP_034827219.1
OG0007997	HMEL015218g1.t1	XP_034841081.1
OG0007998	HMEL008959g1.t1	XP_034825193.1
OG0007999	HMEL015215g1.t1	XP_034841086.1
OG0008000	HMEL015214g1.t1	XP_034841088.1
OG0008001	HMEL003383g1.t1	XP_034829275.1
OG0008002	HMEL015211g1.t1	XP_034841072.1
OG0008003	HMEL008956g1.t1	XP_034825181.1
OG0008004	HMEL011019g1.t1	XP_034839443.1
OG0008006	HMEL011020g1.t1	XP_034839437.1
OG0008007	HMEL006441g1.t1	XP_034839994.1
OG0008008	HMEL000016g1.t1	XP_034830787.1
OG0008009	HMEL008955g1.t1	XP_034825184.1
OG0008010	HMEL011021g1.t1	XP_034839440.1
OG0008011	HMEL015209g1.t1	XP_034841074.1
OG0008012	HMEL011153g1.t1	XP_034833119.1
OG0008013	HMEL033083g1.t1	XP_034824958.1
OG0008014	HMEL006443g1.t1	XP_034840020.1
OG0008015	HMEL011673g1.t1	XP_034828335.1
OG0008016	HMEL036357g1.t1	XP_034833401.1, XP_034833402.1
OG0008017	HMEL002687g1.t1	XP_034827304.1
OG0008018	HMEL002688g1.t1	XP_034827302.1
OG0008019	HMEL015207g1.t1	XP_034841090.1
OG0008020	HMEL011084g1.t1	XP_034826633.1
OG0008021	HMEL002689g1.t1	XP_034827301.1
OG0008022	HMEL011155g1.t1	XP_034833121.1
OG0008023	HMEL021641g1.t1	XP_034833404.1
OG0008024	HMEL002690g1.t1	XP_034826761.1
OG0008025	HMEL037776g1.t1	XP_034831315.1
OG0008026	HMEL002691g1.t1	XP_034827121.1
OG0008027	HMEL009800g1.t1	XP_034830114.1
OG0008028	HMEL011024g1.t1	XP_034839523.1
OG0008029	HMEL002758g1.t1	XP_034837463.1
OG0008030	HMEL037136g1.t1	XP_034830116.1
OG0008031	HMEL011078g1.t1	XP_034826127.1
OG0008032	HMEL002016g1.t1	XP_034830334.1
OG0008033	HMEL011207g1.t1	XP_034826129.1
OG0008034	HMEL004535g1.t1	XP_034830115.1
OG0008035	HMEL012332g1.t1	XP_034832181.1
OG0008036	HMEL006145g1.t1	XP_034827443.1
OG0008037	HMEL012330g1.t1	XP_034832333.1
OG0008038	HMEL035294g1.t1	XP_034839915.1
OG0008039	HMEL037767g1.t1	XP_034831621.1
OG0008040	HMEL030945g1.t1	XP_034838355.1
OG0008041	HMEL002694g1.t1	XP_034826737.1
OG0008042	HMEL011026g1.t1	XP_034839435.1
OG0008043	HMEL035989g1.t1	XP_034828894.1
OG0008044	HMEL007353g1.t1	XP_034825017.1
OG0008045	HMEL002011g1.t1	XP_034830344.1
OG0008047	HMEL006137g1.t1	XP_034828187.1
OG0008048	HMEL012328g1.t1	XP_034832332.1
OG0008050	HMEL009190g1.t1	XP_034831228.1
OG0008051	HMEL012326g1.t1	XP_034831975.1
OG0008052	HMEL009193g1.t1	XP_034833823.1
OG0008053	HMEL037145g1.t1	XP_034830144.1
OG0008054	HMEL030940g1.t1	XP_034831161.1
OG0008055	HMEL014660g1.t1	XP_034830152.1
OG0008056	HMEL014800g1.t1	XP_034831788.1
OG0008057	HMEL031008g1.t1	XP_034823918.1
OG0008058	HMEL007551g1.t1	XP_034826231.1
OG0008059	HMEL017508g1.t1	XP_034824369.1
OG0008060	HMEL006133g1.t1	XP_034828178.1
OG0008061	HMEL030938g1.t1	XP_034831207.1, XP_034825447.1
OG0008062	HMEL030937g1.t1	XP_034831032.1
OG0008063	HMEL030936g1.t1	XP_034831095.1
OG0008065	HMEL007549g1.t1	XP_034826394.1
OG0008066	HMEL032048g1.t1	XP_034824245.1
OG0008067	HMEL007347g1.t1	XP_034825007.1
OG0008068	HMEL006131g1.t1	XP_034828195.1
OG0008069	HMEL003998g1.t1	XP_034824246.1
OG0008070	HMEL009209g1.t1	XP_034831054.1
OG0008071	HMEL031712g1.t1	XP_034832429.1
OG0008072	HMEL033769g1.t1	XP_034825035.1
OG0008075	HMEL032052g1.t1	XP_034824298.1
OG0008076	HMEL011041g1.t1	XP_034839453.1
OG0008077	HMEL009312g1.t1	XP_034828181.1, XP_034828180.1
OG0008078	HMEL014808g1.t1	XP_034831852.1
OG0008079	HMEL032056g1.t1	XP_034824297.1
OG0008080	HMEL009214g1.t1	XP_034832573.1
OG0008081	HMEL007342g1.t1	XP_034825015.1
OG0008082	HMEL002099g1.t1	XP_034824490.1
OG0008083	HMEL007341g1.t1	XP_034825034.1
OG0008084	HMEL007378g1.t1	XP_034826397.1
OG0008085	HMEL022383g1.t1	XP_034824588.1
OG0008086	HMEL007377g1.t1	XP_034825978.1
OG0008087	HMEL009215g1.t1	XP_034832586.1
OG0008088	HMEL030935g1.t1	XP_034831415.1
OG0008089	HMEL009217g1.t1	XP_034834409.1
OG0008090	HMEL007373g1.t1	XP_034826620.1
OG0008091	HMEL017751g1.t1	XP_034829996.1
OG0008092	HMEL013284g1.t1	XP_034828194.1
OG0008093	HMEL007293g1.t1	XP_034832176.1
OG0008094	HMEL007295g1.t1	XP_034831758.1
OG0008095	HMEL007370g1.t1	XP_034826044.1
OG0008097	HMEL032668g1.t1	XP_034830774.1
OG0008098	HMEL011050g1.t1	XP_034839456.1
OG0008099	HMEL013279g1.t1	XP_034828205.1
OG0008100	HMEL006976g1.t1	XP_034838197.1
OG0008101	HMEL010894g1.t1	XP_034823919.1
OG0008102	HMEL006979g1.t1	XP_034838200.1
OG0008103	HMEL010892g1.t1	XP_034823912.1
OG0008104	HMEL010891g1.t1	XP_034823913.1
OG0008105	HMEL033392g1.t1	XP_034827842.1
OG0008106	HMEL013272g1.t1	XP_034827736.1
OG0008108	HMEL010889g1.t1	XP_034823895.1
OG0008109	HMEL021392g1.t1	XP_034830773.1
OG0008110	HMEL010888g1.t1	XP_034823907.1
OG0008111	HMEL005137g1.t1	XP_034824360.1
OG0008112	HMEL005802g1.t1	XP_034830699.1
OG0008113	HMEL004242g1.t1	XP_034826032.1
OG0008114	HMEL004239g1.t1	XP_034826047.1
OG0008115	HMEL005135g1.t1	XP_034824410.1
OG0008116	HMEL022591-RA	XP_034826045.1
OG0008117	HMEL002412g1.t1	XP_034830700.1
OG0008118	HMEL017934g1.t1	XP_034839220.1
OG0008119	HMEL033431g1.t1	XP_034828032.1
OG0008120	HMEL007881g1.t1	XP_034826056.1
OG0008121	HMEL035280g1.t1	XP_034839976.1
OG0008122	HMEL007880g1.t1	XP_034826049.1
OG0008123	HMEL009053g1.t1	XP_034831787.1
OG0008124	HMEL009616g1.t1	XP_034839842.1
OG0008125	HMEL032663g1.t1	XP_034830757.1
OG0008126	HMEL003598g1.t1	XP_034828037.1
OG0008127	HMEL017608g1.t1	XP_034827435.1
OG0008128	HMEL031005g1.t1	XP_034823904.1
OG0008129	HMEL014745g1.t1	XP_034831484.1
OG0008130	HMEL010881g1.t1	XP_034841039.1
OG0008131	HMEL002340g1.t1	XP_034830758.1
OG0008132	HMEL031003g1.t1	XP_034841032.1
OG0008133	HMEL011033g1.t1	XP_034839459.1
OG0008134	HMEL012358g1.t1	XP_034839983.1
OG0008135	HMEL003701g1.t1	XP_034841049.1
OG0008136	HMEL009059g1.t1	XP_034837076.1
OG0008137	HMEL010005g1.t1	XP_034827470.1
OG0008138	HMEL012352g1.t1	XP_034840421.1
OG0008139	HMEL003698g1.t1	XP_034841033.1
OG0008140	HMEL003697g1.t1	XP_034841031.1
OG0008141	HMEL017339g1.t1	XP_034826622.1
OG0008142	HMEL011255g1.t1	XP_034828231.1
OG0008143	HMEL003696g1.t1	XP_034841040.1
OG0008144	HMEL030923g1.t1	XP_034836976.1
OG0008145	HMEL009063g1.t1	XP_034836839.1
OG0008146	HMEL011254g1.t1	XP_034828232.1
OG0008147	HMEL009066g1.t1	XP_034837170.1, XP_034833719.1
OG0008148	HMEL035271g1.t1	XP_034839845.1
OG0008149	HMEL008639g1.t1	XP_034839981.1
OG0008150	HMEL009068g1.t1	XP_034837139.1
OG0008151	HMEL008637g1.t1	XP_034840000.1
OG0008152	HMEL035268g1.t1	XP_034840008.1
OG0008153	HMEL030999g1.t1	XP_034840921.1
OG0008154	HMEL003689g1.t1	XP_034840908.1
OG0008155	HMEL006667g1.t1	XP_034830614.1
OG0008156	HMEL009076g1.t1	XP_034837051.1
OG0008157	HMEL033138g1.t1	XP_034827139.1
OG0008158	HMEL011683g1.t1	XP_034827695.1
OG0008159	HMEL011684g1.t1	XP_034827697.1
OG0008160	HMEL017353g1.t1	XP_034826515.1
OG0008161	HMEL017354g1.t1	XP_034826520.1
OG0008162	HMEL030597g1.t1	XP_034826524.1
OG0008163	HMEL007416g1.t1	XP_034840955.1
OG0008164	HMEL013096g1.t1	XP_034827151.1
OG0008165	HMEL011784g1.t1	XP_034824435.1
OG0008166	HMEL018114-RA	XP_034830763.1
OG0008167	HMEL007414g1.t1	XP_034824112.1
OG0008168	HMEL013094g1.t1	XP_034840057.1
OG0008169	HMEL006214g1.t1	XP_034825660.1
OG0008171	HMEL006212g1.t1	XP_034825665.1
OG0008172	HMEL032642g1.t1	XP_034830675.1
OG0008173	HMEL033129g1.t1	XP_034826451.1
OG0008174	HMEL033782g1.t1	XP_034825101.1
OG0008175	HMEL033783g1.t1	XP_034825103.1
OG0008176	HMEL010273g1.t1	XP_034827584.1
OG0008177	HMEL006205g1.t1	XP_034825097.1
