Orthogroup	Pararge_aegeria	Heliconius_erato_lativitta
OG0008259	XP_039753380.1	HEL_006767-RA
OG0008261	XP_039756809.1	HEL_006771-RA
OG0008262	XP_039763843.1	HEL_007099-RA
OG0008263	XP_039761053.1	HEL_006775-RA
OG0008264	XP_039751948.1	HEL_006778-RA
OG0008265	XP_039761321.1	HEL_006779-RA
OG0008266	XP_039760182.1	HEL_002919-RA
OG0008267	XP_039755681.1	HEL_002929-RA
OG0008269	XP_039757472.1	HEL_002931-RA
OG0008270	XP_039764137.1	HEL_007095-RA
OG0008271	XP_039755808.1	HEL_002934-RA
OG0008273	XP_039758495.1	HEL_007227-RA
OG0008274	XP_039760065.1	HEL_006611-RA
OG0008275	XP_039755431.1	HEL_000953-RA, HEL_000954-RA
OG0008277	XP_039762490.1	HEL_013015-RA
OG0008278	XP_039747483.1	HEL_005066-RA
OG0008280	XP_039757737.1	HEL_003806-RA, HEL_003807-RA
OG0008281	XP_039762615.1	HEL_011687-RA
OG0008282	XP_039757428.1	HEL_008892-RA
OG0008283	XP_039751372.1, XP_039751380.1	HEL_006262-RA
OG0008284	XP_039761707.1	HEL_005943-RA
OG0008285	XP_039748052.1	HEL_011348-RA
OG0008286	XP_039752157.1	HEL_014502-RA
OG0008287	XP_039750963.1	HEL_004370-RA
OG0008288	XP_039765620.1	HEL_001232-RA
OG0008289	XP_039758644.1	HEL_011581-RA
OG0008291	XP_039757659.1, XP_039757660.1	HEL_014232-RA
OG0008293	XP_039752037.1	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA
OG0008294	XP_039761843.1	HEL_004137-RA
OG0008295	XP_039757915.1	HEL_013856-RA
OG0008296	XP_039761541.1, XP_039761539.1	HEL_006000-RA
OG0008297	XP_039762621.1, XP_039762630.1	HEL_002280-RA
OG0008298	XP_039752225.1	HEL_010058-RA, HEL_010057-RA
OG0008299	XP_039756326.1, XP_039756327.1	HEL_012750-RA
OG0008300	XP_039759944.1	HEL_002065-RA, HEL_002066-RA
OG0008302	XP_039754024.1	HEL_009369-RA
OG0008303	XP_039758891.1	HEL_014010-RA
OG0008304	XP_039753363.1	HEL_004801-RA, HEL_004800-RA
OG0008305	XP_039750373.1	HEL_004350-RA
OG0008306	XP_039764000.1, XP_039764009.1	HEL_003005-RA
OG0008307	XP_039763550.1	HEL_009635-RA
OG0008308	XP_039746113.1	HEL_008696-RA
OG0008309	XP_039747660.1	HEL_004915-RA
OG0008310	XP_039748261.1	HEL_005031-RA
OG0008311	XP_039758459.1	HEL_007311-RA
OG0008312	XP_039763304.1	HEL_010429-RA
OG0008313	XP_039745161.1	HEL_001400-RA, HEL_001399-RA
OG0008314	XP_039753857.1	HEL_011516-RA
OG0008315	XP_039763482.1, XP_039757872.1	HEL_010118-RA
OG0008317	XP_039752834.1	HEL_012169-RA, HEL_012167-RA
OG0008318	XP_039748894.1, XP_039748895.1	HEL_000146-RA
OG0008319	XP_039759638.1	HEL_006554-RA
OG0008320	XP_039763387.1	HEL_012087-RA
OG0008321	XP_039755611.1	HEL_009801-RA, HEL_009804-RA
OG0008322	XP_039759181.1	HEL_008138-RA
OG0008323	XP_039757957.1, XP_039757956.1	HEL_003677-RA
OG0008324	XP_039748287.1	HEL_000280-RA
OG0008325	XP_039759569.1	HEL_006782-RA
OG0008326	XP_039758129.1	HEL_013827-RA
OG0008327	XP_039753846.1, XP_039753848.1	HEL_011442-RA
OG0008328	XP_039757338.1	HEL_008666-RA
OG0008329	XP_039749302.1	HEL_013323-RA
OG0008330	XP_039757165.1	HEL_008648-RA
OG0008331	XP_039751422.1	HEL_006213-RA
OG0008332	XP_039749140.1	HEL_000045-RA
OG0008333	XP_039745934.1	HEL_008802-RA, HEL_008801-RA
OG0008334	XP_039753864.1	HEL_007467-RA
OG0008335	XP_039751037.1	HEL_008029-RA
OG0008336	XP_039754798.1	HEL_010849-RA
OG0008337	XP_039753937.1	HEL_007473-RA
OG0008338	XP_039750531.1, XP_039750530.1	HEL_012385-RA
OG0008339	XP_039746176.1, XP_039746174.1	HEL_008778-RA
OG0008340	XP_039755292.1, XP_039755290.1, XP_039755291.1	HEL_000949-RA
OG0008341	XP_039755548.1	HEL_009786-RA
OG0008342	XP_039748877.1	HEL_007701-RA
OG0008343	XP_039764977.1	HEL_003147-RA
OG0008344	XP_039749616.1	HEL_006101-RA, HEL_006099-RA
OG0008345	XP_039761623.1	HEL_002635-RA, HEL_002636-RA
OG0008346	XP_039755236.1	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA
OG0008347	XP_039760440.1	HEL_002847-RA
OG0008348	XP_039753474.1	HEL_012617-RA
OG0008349	XP_039753295.1	HEL_012618-RA
OG0008350	XP_039754918.1	HEL_005477-RA
OG0008351	XP_039761475.1	HEL_009902-RA, HEL_009901-RA
OG0008353	XP_039757923.1	HEL_003745-RA, HEL_003746-RA, HEL_003747-RA
OG0008368	XP_039753392.1	HEL_012190-RA
OG0008370	XP_039760405.1	HEL_002781-RA
OG0008372	XP_039760749.1	HEL_011822-RA
OG0008373	XP_039764434.1	HEL_002223-RA
OG0008374	XP_039756414.1	HEL_006971-RA
OG0008378	XP_039764435.1	HEL_002225-RA
OG0008380	XP_039762133.1	HEL_004166-RA
OG0008381	XP_039752921.1	HEL_003497-RA
OG0008382	XP_039760090.1	HEL_001897-RA
OG0008384	XP_039760232.1	HEL_001895-RA
OG0008385	XP_039755142.1	HEL_005352-RA
OG0008387	XP_039748730.1	HEL_007643-RA
OG0008391	XP_039748521.1	HEL_007639-RA
OG0008392	XP_039761431.1	HEL_002187-RA
OG0008393	XP_039759789.1	HEL_001890-RA
OG0008394	XP_039760134.1	HEL_001879-RA
OG0008395	XP_039759996.1	HEL_001889-RA
OG0008396	XP_039761129.1	HEL_005370-RA
OG0008398	XP_039764157.1	HEL_009689-RA
OG0008399	XP_039754404.1	HEL_009470-RA
OG0008400	XP_039759922.1	HEL_001927-RA
OG0008401	XP_039756405.1	HEL_012510-RA
OG0008407	XP_039746623.1	HEL_010486-RA
OG0008408	XP_039754412.1	HEL_009476-RA
OG0008410	XP_039761363.1	HEL_005374-RA
OG0008412	XP_039751162.1	HEL_010159-RA
OG0008413	XP_039755056.1	HEL_005328-RA
OG0008414	XP_039749146.1	HEL_010973-RA
OG0008416	XP_039752913.1	HEL_003462-RA
OG0008417	XP_039765068.1	HEL_002238-RA
OG0008418	XP_039759865.1	HEL_001867-RA
OG0008420	XP_039760331.1	HEL_001865-RA
OG0008421	XP_039763859.1	HEL_007118-RA
OG0008427	XP_039758538.1	HEL_006986-RA
OG0008428	XP_039754996.1	HEL_005317-RA
OG0008430	XP_039756714.1	HEL_012526-RA
OG0008431	XP_039762735.1	HEL_013060-RA
OG0008433	XP_039756043.1	HEL_012531-RA
OG0008434	XP_039746277.1	HEL_003382-RA
OG0008435	XP_039759901.1	HEL_001862-RA
OG0008436	XP_039765405.1	HEL_001712-RA
OG0008439	XP_039759394.1	HEL_006994-RA
OG0008441	XP_039762397.1	HEL_004032-RA
OG0008445	XP_039749184.1	HEL_007613-RA
OG0008446	XP_039761609.1	HEL_002203-RA
OG0008447	XP_039749883.1	HEL_007733-RA
OG0008449	XP_039765072.1	HEL_002247-RA
OG0008450	XP_039754876.1	HEL_005306-RA
OG0008451	XP_039756198.1	HEL_012540-RA
OG0008452	XP_039763572.1	HEL_009655-RA
OG0008453	XP_039749882.1	HEL_007730-RA
OG0008454	XP_039762055.1	HEL_004059-RA
OG0008455	XP_039762789.1	HEL_011676-RA
OG0008456	XP_039746351.1	HEL_003361-RA
OG0008460	XP_039761543.1	HEL_002212-RA
OG0008461	XP_039758733.1	HEL_013864-RA
OG0008462	XP_039760779.1	HEL_012396-RA
OG0008463	XP_039752016.1	HEL_012642-RA
OG0008465	XP_039762795.1	HEL_011672-RA
OG0008466	XP_039754719.1	HEL_005280-RA
OG0008467	XP_039758076.1	HEL_012399-RA
OG0008468	XP_039751721.1	HEL_010185-RA
OG0008469	XP_039753406.1	HEL_003502-RA
OG0008471	XP_039761183.1	HEL_005403-RA
OG0008472	XP_039757410.1	HEL_008917-RA
OG0008473	XP_039748798.1	HEL_007597-RA
OG0008477	XP_039756772.1	HEL_008914-RA
OG0008482	XP_039764628.1	HEL_002264-RA
OG0008487	XP_039750353.1	HEL_013215-RA
OG0008489	XP_039750863.1	HEL_013214-RA
OG0008490	XP_039757425.1	HEL_008901-RA
OG0008493	XP_039760509.1	HEL_013504-RA
OG0008494	XP_039761095.1	HEL_005415-RA
OG0008495	XP_039757364.1	HEL_012410-RA
OG0008498	XP_039757568.1	HEL_014585-RA
OG0008500	XP_039753272.1	HEL_012412-RA
OG0008501	XP_039746021.1	HEL_003970-RA
OG0008504	XP_039750367.1	HEL_013206-RA
OG0008507	XP_039762337.1	HEL_004078-RA
OG0008508	XP_039762678.1	HEL_013061-RA
OG0008509	XP_039760094.1	HEL_002068-RA
OG0008513	XP_039755613.1	HEL_000763-RA
OG0008514	XP_039752780.1	HEL_013895-RA
OG0008518	XP_039765475.1	HEL_001753-RA
OG0008520	XP_039765020.1	HEL_002267-RA
OG0008522	XP_039755875.1	HEL_000774-RA
OG0008523	XP_039754893.1, XP_039754892.1	HEL_005262-RA
OG0008525	XP_039759689.1	HEL_008236-RA
OG0008526	XP_039762966.1	HEL_011763-RA
OG0008527	XP_039750911.1	HEL_013189-RA
OG0008528	XP_039752461.1	HEL_013912-RA
OG0008530	XP_039762512.1	HEL_011761-RA, HEL_011760-RA
OG0008531	XP_039750946.1	HEL_013186-RA
OG0008532	XP_039753479.1	HEL_003514-RA
OG0008536	XP_039754693.1	HEL_005246-RA
OG0008539	XP_039750270.1	HEL_013185-RA
OG0008541	XP_039757150.1	HEL_009020-RA
OG0008542	XP_039756646.1	HEL_005673-RA
OG0008543	XP_039750608.1	HEL_013182-RA
OG0008544	XP_039748350.1	HEL_011244-RA
OG0008545	XP_039748179.1	HEL_011242-RA
OG0008547	XP_039748086.1	HEL_011240-RA
OG0008548	XP_039762426.1	HEL_004085-RA
OG0008549	XP_039751297.1	HEL_010201-RA
OG0008550	XP_039746643.1	HEL_010546-RA
OG0008551	XP_039759535.1	HEL_008213-RA
OG0008552	XP_039751959.1	HEL_010151-RA
OG0008554	XP_039765635.1	HEL_001773-RA
OG0008555	XP_039765364.1	HEL_001775-RA
OG0008557	XP_039756752.1	HEL_005684-RA
OG0008558	XP_039758920.1	HEL_014301-RA
OG0008559	XP_039759323.1	HEL_014304-RA
OG0008560	XP_039756041.1	HEL_012433-RA
OG0008561	XP_039751395.1	HEL_010203-RA
OG0008562	XP_039748765.1	HEL_003318-RA
OG0008564	XP_039749300.1	HEL_007574-RA
OG0008565	XP_039745427.1	HEL_001789-RA
OG0008566	XP_039757241.1	HEL_008875-RA
OG0008567	XP_039750642.1	HEL_013166-RA
OG0008568	XP_039747274.1	HEL_010548-RA
OG0008569	XP_039759347.1	HEL_006411-RA
OG0008570	XP_039761839.1	HEL_004024-RA
OG0008571	XP_039754810.1	HEL_005233-RA
OG0008572	XP_039750864.1	HEL_013165-RA
OG0008574	XP_039761184.1	HEL_005430-RA
OG0008575	XP_039759105.1	HEL_014318-RA
OG0008576	XP_039751472.1	HEL_010207-RA
OG0008577	XP_039747117.1	HEL_010556-RA
OG0008578	XP_039746977.1	HEL_010557-RA
OG0008579	XP_039747354.1	HEL_010560-RA
OG0008580	XP_039746644.1	HEL_010561-RA
OG0008581	XP_039759371.1	HEL_006393-RA
OG0008582	XP_039754135.1	HEL_010269-RA
OG0008584	XP_039762332.1, XP_039762331.1	HEL_004105-RA
OG0008585	XP_039745747.1	HEL_005046-RA
OG0008586	XP_039754913.1	HEL_005224-RA
OG0008587	XP_039747633.1	HEL_005047-RA
OG0008590	XP_039759036.1	HEL_006399-RA
OG0008592	XP_039763837.1	HEL_009675-RA
OG0008597	XP_039759145.1	HEL_006404-RA
OG0008598	XP_039750726.1	HEL_011127-RA
OG0008600	XP_039749527.1	HEL_005059-RA
OG0008601	XP_039754806.1	HEL_010859-RA
OG0008604	XP_039760422.1	HEL_009366-RA
OG0008605	XP_039758199.1	HEL_009723-RA
OG0008607	XP_039753424.1	HEL_003547-RA
OG0008610	XP_039756383.1	HEL_005711-RA
OG0008612	XP_039752985.1	HEL_003554-RA
OG0008614	XP_039756051.1	HEL_005718-RA
OG0008617	XP_039761886.1	HEL_002526-RA
OG0008618	XP_039757706.1	HEL_003679-RA
OG0008619	XP_039749566.1	HEL_004945-RA
OG0008620	XP_039751651.1	HEL_010232-RA
OG0008621	XP_039756496.1	HEL_005719-RA
OG0008622	XP_039747550.1	HEL_011298-RA
OG0008623	XP_039751280.1	HEL_010234-RA
OG0008624	XP_039757582.1	HEL_003672-RA
OG0008627	XP_039752298.1	HEL_010122-RA
OG0008629	XP_039757466.1	HEL_003671-RA
OG0008630	XP_039750605.1	HEL_011108-RA
OG0008632	XP_039753239.1	HEL_003558-RA
OG0008633	XP_039756418.1	HEL_005725-RA
OG0008634	XP_039748425.1	HEL_011309-RA
OG0008636	XP_039757865.1	HEL_002530-RA
OG0008637	XP_039752369.1	HEL_010113-RA
OG0008639	XP_039759998.1	HEL_002135-RA
OG0008642	XP_039749826.1	HEL_006021-RA
OG0008644	XP_039760190.1	HEL_002138-RA
OG0008649	XP_039751507.1	HEL_008047-RA
OG0008650	XP_039748312.1	HEL_011317-RA
OG0008651	XP_039748390.1	HEL_011318-RA
OG0008658	XP_039765216.1	HEL_002296-RA
OG0008659	XP_039747436.1	HEL_009046-RA
OG0008661	XP_039755558.1	HEL_000806-RA
OG0008662	XP_039755557.1	HEL_000808-RA
OG0008663	XP_039745433.1	HEL_001701-RA
OG0008665	XP_039750625.1	HEL_011069-RA
OG0008667	XP_039760871.1	HEL_011840-RA
OG0008673	XP_039755733.1	HEL_000812-RA
OG0008675	XP_039762679.1	HEL_011793-RA
OG0008677	XP_039759490.1	HEL_006420-RA
OG0008678	XP_039759291.1	HEL_006421-RA
OG0008679	XP_039756060.1	HEL_005817-RA
OG0008683	XP_039746939.1	HEL_009058-RA
OG0008685	XP_039760112.1	HEL_002156-RA
OG0008686	XP_039757786.1	HEL_014563-RA
OG0008687	XP_039752363.1	HEL_010094-RA
OG0008688	XP_039760964.1	HEL_004655-RA
OG0008689	XP_039764187.1	HEL_012064-RA
OG0008690	XP_039746267.1	HEL_014035-RA
OG0008691	XP_039753369.1	HEL_003564-RA
OG0008694	XP_039762884.1	HEL_000730-RA
OG0008696	XP_039748910.1	HEL_004986-RA
OG0008699	XP_039755163.1	HEL_010840-RA
OG0008700	XP_039759471.1	HEL_006433-RA
OG0008702	XP_039752778.1	HEL_010089-RA
OG0008703	XP_039762185.1	HEL_014524-RA
OG0008704	XP_039760803.1	HEL_011831-RA
OG0008706	XP_039749854.1	HEL_007831-RA
OG0008707	XP_039750831.1	HEL_004376-RA
OG0008708	XP_039748866.1	HEL_007689-RA
OG0008710	XP_039759995.1	HEL_002165-RA
OG0008711	XP_039748766.1	HEL_007695-RA
OG0008713	XP_039746771.1	HEL_009078-RA
OG0008714	XP_039746772.1	HEL_009079-RA
OG0008715	XP_039747413.1	HEL_009083-RA
OG0008720	XP_039765096.1	HEL_002329-RA
OG0008723	XP_039764828.1	HEL_002244-RA
OG0008724	XP_039750276.1	HEL_004366-RA
OG0008726	XP_039757513.1	HEL_014229-RA
OG0008727	XP_039760747.1	HEL_009283-RA
OG0008728	XP_039751244.1	HEL_008084-RA
OG0008729	XP_039758674.1	HEL_009740-RA
OG0008730	XP_039748878.1	HEL_007702-RA
OG0008733	XP_039759333.1	HEL_006440-RA
OG0008735	XP_039761151.1	HEL_004644-RA
OG0008736	XP_039757211.1	HEL_011204-RA
OG0008738	XP_039752670.1	HEL_010083-RA
OG0008739	XP_039755046.1	HEL_010828-RA
OG0008740	XP_039763138.1	HEL_012060-RA
OG0008742	XP_039757451.1	HEL_014228-RA
OG0008744	XP_039760191.1	HEL_014387-RA
OG0008747	XP_039764150.1	HEL_012058-RA
OG0008748	XP_039752158.1	HEL_014503-RA
OG0008749	XP_039745107.1	HEL_001666-RA
OG0008750	XP_039752674.1	HEL_014501-RA
OG0008751	XP_039765938.1	HEL_001665-RA
OG0008753	XP_039751320.1	HEL_008087-RA
OG0008754	XP_039763146.1	HEL_009699-RA
OG0008756	XP_039749132.1	HEL_007710-RA
OG0008764	XP_039747725.1	HEL_011383-RA
OG0008767	XP_039752749.1	HEL_013259-RA
OG0008768	XP_039750594.1	HEL_004336-RA
OG0008769	XP_039757381.1	HEL_011183-RA
OG0008770	XP_039751995.1	HEL_014393-RA
OG0008774	XP_039757380.1	HEL_011182-RA
OG0008775	XP_039757315.1	HEL_011181-RA
OG0008778	XP_039751005.1	HEL_007985-RA, HEL_007986-RA
OG0008779	XP_039760067.1	HEL_001940-RA
OG0008782	XP_039746654.1	HEL_009108-RA
OG0008783	XP_039765817.1	HEL_001653-RA
OG0008784	XP_039745787.1	HEL_008845-RA
OG0008786	XP_039763736.1	HEL_009670-RA
OG0008789	XP_039764475.1	HEL_002363-RA
OG0008790	XP_039760688.1	HEL_009247-RA
OG0008793	XP_039745162.1	HEL_004933-RA
OG0008794	XP_039747016.1	HEL_009119-RA
OG0008795	XP_039748950.1	HEL_007723-RA
OG0008796	XP_039755052.1	HEL_010809-RA
OG0008801	XP_039762116.1	HEL_013686-RA
OG0008802	XP_039758805.1	HEL_013766-RA
OG0008803	XP_039765129.1	HEL_002368-RA
OG0008804	XP_039757376.1	HEL_011171-RA
OG0008805	XP_039757262.1	HEL_011148-RA
OG0008808	XP_039746986.1	HEL_009136-RA
OG0008809	XP_039755615.1	HEL_009799-RA
OG0008810	XP_039745285.1	HEL_001639-RA
OG0008813	XP_039757756.1	HEL_005118-RA
OG0008814	XP_039755156.1	HEL_010808-RA
OG0008818	XP_039747889.1	HEL_000383-RA
OG0008819	XP_039753560.1	HEL_010694-RA
OG0008820	XP_039748588.1	HEL_013274-RA
OG0008821	XP_039757285.1	HEL_011139-RA
OG0008822	XP_039765914.1	HEL_001638-RA
OG0008823	XP_039750560.1	HEL_004329-RA
OG0008826	XP_039764573.1	HEL_002379-RA
OG0008829	XP_039759447.1	HEL_006482-RA
OG0008830	XP_039759162.1	HEL_006485-RA
OG0008831	XP_039753379.1	HEL_010704-RA
OG0008832	XP_039755621.1	HEL_009795-RA
OG0008833	XP_039751018.1	HEL_008098-RA
OG0008835	XP_039747288.1	HEL_009156-RA
OG0008836	XP_039746450.1	HEL_004914-RA
OG0008843	XP_039755324.1	HEL_000934-RA
OG0008844	XP_039754339.1	HEL_009397-RA
OG0008845	XP_039755606.1	HEL_000932-RA
OG0008846	XP_039759583.1	HEL_006504-RA
OG0008847	XP_039748724.1	HEL_013303-RA
OG0008852	XP_039755716.1	HEL_000924-RA
OG0008853	XP_039748815.1	HEL_013307-RA
OG0008855	XP_039762765.1	HEL_013018-RA
OG0008857	XP_039758844.1	HEL_013794-RA
OG0008859	XP_039759261.1	HEL_006517-RA
OG0008863	XP_039753355.1	HEL_010728-RA
OG0008865	XP_039760718.1	HEL_009324-RA
OG0008868	XP_039764023.1	HEL_013227-RA
OG0008869	XP_039750070.1	HEL_006182-RA
OG0008871	XP_039747576.1, XP_039747577.1	HEL_000564-RA
OG0008872	XP_039754741.1	HEL_014511-RA
OG0008873	XP_039762891.1	HEL_013013-RA
OG0008874	XP_039762951.1	HEL_013922-RA
OG0008875	XP_039763506.1	HEL_002416-RA
OG0008876	XP_039762609.1	HEL_013921-RA
OG0008879	XP_039749626.1	HEL_006178-RA
OG0008882	XP_039751720.1	HEL_007932-RA
OG0008883	XP_039754051.1	HEL_009379-RA
OG0008884	XP_039762019.1	HEL_014527-RA
OG0008889	XP_039763931.1	HEL_009645-RA
OG0008892	XP_039758389.1	HEL_011527-RA
OG0008894	XP_039751535.1	HEL_007928-RA
OG0008896	XP_039750871.1	HEL_004310-RA
OG0008898	XP_039764195.1	HEL_009643-RA
OG0008903	XP_039750679.1	HEL_004306-RA
OG0008905	XP_039750898.1	HEL_004305-RA
OG0008908	XP_039757906.1	HEL_005175-RA
OG0008909	XP_039750820.1	HEL_004300-RA
OG0008913	XP_039756446.1	HEL_005762-RA
OG0008914	XP_039758841.1	HEL_011537-RA
OG0008915	XP_039749455.1	HEL_006168-RA
OG0008916	XP_039753105.1	HEL_012133-RA
OG0008919	XP_039760814.1	HEL_009342-RA
OG0008922	XP_039749017.1	HEL_014434-RA
OG0008924	XP_039750045.1	HEL_006166-RA
OG0008925	XP_039764837.1	HEL_004867-RA, HEL_004865-RA, HEL_004866-RA, HEL_004870-RA
OG0008926	XP_039746316.1	HEL_008764-RA
OG0008927	XP_039756890.1	HEL_012294-RA
OG0008929	XP_039760775.1	HEL_009347-RA
OG0008930	XP_039751580.1	HEL_007902-RA
OG0008931	XP_039751343.1	HEL_007901-RA
OG0008932	XP_039760746.1	HEL_009349-RA
OG0008934	XP_039756309.1	HEL_005739-RA
OG0008935	XP_039749407.1	HEL_006162-RA
OG0008936	XP_039756079.1	HEL_005737-RA
OG0008938	XP_039757260.1	HEL_012289-RA
OG0008939	XP_039756625.1	HEL_002688-RA
OG0008941	XP_039749327.1	HEL_014439-RA
OG0008942	XP_039748295.1	HEL_000608-RA
OG0008947	XP_039753232.1	HEL_012125-RA
OG0008948	XP_039747623.1	HEL_000355-RA
OG0008952	XP_039765884.1	HEL_001580-RA
OG0008956	XP_039751187.1	HEL_007896-RA
OG0008957	XP_039752309.1	HEL_010068-RA
OG0008958	XP_039753345.1	HEL_012123-RA
OG0008961	XP_039758971.1	HEL_006570-RA
OG0008969	XP_039764645.1	HEL_002455-RA
OG0008971	XP_039756517.1	HEL_012717-RA
OG0008976	XP_039747715.1	HEL_000342-RA
OG0008979	XP_039758944.1	HEL_002896-RA
OG0008980	XP_039756560.1	HEL_002895-RA
OG0008983	XP_039756573.1	HEL_002894-RA
OG0008991	XP_039764577.1	HEL_002470-RA
OG0008992	XP_039751485.1	HEL_007891-RA
OG0008993	XP_039757789.1	HEL_005208-RA
OG0008994	XP_039764407.1	HEL_002477-RA
OG0008995	XP_039758536.1	HEL_011554-RA
OG0008996	XP_039750815.1	HEL_004279-RA
OG0008997	XP_039757305.1	HEL_008987-RA
OG0008998	XP_039762044.1	HEL_004175-RA
OG0008999	XP_039760406.1	HEL_011866-RA
OG0009001	XP_039757170.1	HEL_008989-RA
OG0009003	XP_039757332.1	HEL_008990-RA
OG0009005	XP_039747361.1	HEL_009203-RA
OG0009011	XP_039751025.1	HEL_007884-RA
OG0009012	XP_039758840.1	HEL_011558-RA
OG0009017	XP_039753657.1	HEL_010799-RA
OG0009018	XP_039760729.1	HEL_011872-RA
OG0009019	XP_039763889.1	HEL_007191-RA
OG0009022	XP_039749036.1	HEL_010882-RA
OG0009024	XP_039748753.1	HEL_010885-RA
OG0009025	XP_039751190.1	HEL_007874-RA
OG0009026	XP_039765062.1	HEL_002496-RA
OG0009027	XP_039761953.1	HEL_004192-RA
OG0009029	XP_039756092.1	HEL_012708-RA
OG0009031	XP_039763791.1	HEL_007189-RA
OG0009032	XP_039760095.1	HEL_001850-RA
OG0009034	XP_039747845.1	HEL_000641-RA
OG0009036	XP_039756814.1	HEL_012468-RA
OG0009038	XP_039746371.1	HEL_008726-RA
OG0009039	XP_039763873.1	HEL_007184-RA
OG0009041	XP_039760099.1	HEL_001846-RA
OG0009043	XP_039754185.1	HEL_007544-RA
OG0009046	XP_039764911.1	HEL_002509-RA
OG0009049	XP_039752362.1	HEL_014416-RA
OG0009052	XP_039753745.1	HEL_007540-RA
OG0009056	XP_039750507.1	HEL_004257-RA
OG0009057	XP_039757236.1	HEL_012471-RA
OG0009060	XP_039748860.1	HEL_010898-RA
OG0009064	XP_039752140.1	HEL_009858-RA
OG0009065	XP_039760389.1	HEL_009585-RA
OG0009067	XP_039765748.1	HEL_001520-RA
OG0009068	XP_039749022.1	HEL_010902-RA
OG0009070	XP_039748966.1	HEL_010903-RA
OG0009072	XP_039757958.1	HEL_002873-RA
OG0009073	XP_039746165.1	HEL_008714-RA
OG0009077	XP_039747842.1	HEL_000659-RA
OG0009080	XP_039765414.1	HEL_004775-RA
OG0009081	XP_039760656.1	HEL_002867-RA
OG0009082	XP_039765704.1	HEL_001512-RA
OG0009083	XP_039751111.1	HEL_007840-RA
OG0009085	XP_039749838.1	HEL_006133-RA
OG0009086	XP_039749035.1	HEL_010907-RA
OG0009087	XP_039762642.1	HEL_002957-RA
OG0009089	XP_039757610.1	HEL_003782-RA
OG0009091	XP_039750496.1	HEL_004248-RA
OG0009094	XP_039752741.1	HEL_009863-RA
OG0009098	XP_039759249.1	HEL_014092-RA
OG0009100	XP_039758526.1	HEL_011577-RA
OG0009101	XP_039754889.1	HEL_005587-RA
OG0009103	XP_039763997.1	HEL_007165-RA
OG0009104	XP_039754566.1	HEL_007522-RA
OG0009105	XP_039747841.1	HEL_000671-RA
OG0009106	XP_039753882.1, XP_039753881.1	HEL_007519-RA
OG0009114	XP_039756519.1	HEL_002857-RA
OG0009116	XP_039749818.1	HEL_006122-RA
OG0009117	XP_039749469.1	HEL_006120-RA
OG0009119	XP_039760675.1	HEL_009568-RA, HEL_009569-RA
OG0009121	XP_039761699.1	HEL_002168-RA
OG0009124	XP_039759977.1	HEL_001825-RA
OG0009126	XP_039749216.1	HEL_010928-RA
OG0009130	XP_039764551.1	HEL_002963-RA
OG0009138	XP_039765164.1	HEL_002970-RA
OG0009139	XP_039752361.1	HEL_009890-RA
OG0009140	XP_039755576.1	HEL_002849-RA
OG0009142	XP_039752057.1	HEL_009929-RA
OG0009143	XP_039748926.1	HEL_010937-RA
OG0009146	XP_039745913.1	HEL_008673-RA
OG0009147	XP_039752319.1	HEL_009934-RA
OG0009148	XP_039760394.1	HEL_009557-RA
OG0009151	XP_039755160.1	HEL_005572-RA
OG0009152	XP_039754786.1	HEL_005571-RA
OG0009156	XP_039761583.1	HEL_002178-RA
OG0009157	XP_039759078.1	HEL_014117-RA
OG0009158	XP_039750490.1	HEL_004237-RA
OG0009159	XP_039750658.1	HEL_006967-RA
OG0009163	XP_039745091.1	HEL_001486-RA
OG0009164	XP_039752210.1	HEL_009950-RA
OG0009169	XP_039752996.1	HEL_010775-RA
OG0009171	XP_039762764.1	HEL_013970-RA
OG0009172	XP_039748930.1	HEL_010960-RA
OG0009174	XP_039763301.1	HEL_010431-RA
OG0009175	XP_039755154.1	HEL_005561-RA
OG0009176	XP_039746984.1	HEL_006959-RA
OG0009178	XP_039753309.1	HEL_010767-RA
OG0009179	XP_039754776.1	HEL_002830-RA
OG0009181	XP_039754916.1	HEL_002829-RA
OG0009182	XP_039763481.1	HEL_010439-RA
OG0009183	XP_039759401.1	HEL_012772-RA
OG0009184	XP_039757952.1	HEL_003724-RA
OG0009186	XP_039765217.1	HEL_002981-RA
OG0009187	XP_039749855.1	HEL_006103-RA
OG0009188	XP_039748525.1	HEL_010966-RA
OG0009196	XP_039758658.1	HEL_014007-RA
OG0009197	XP_039750692.1	HEL_004232-RA
OG0009198	XP_039754753.1	HEL_005551-RA
OG0009199	XP_039749147.1	HEL_010974-RA
OG0009200	XP_039748896.1	HEL_000064-RA
OG0009201	XP_039758264.1	HEL_014014-RA
OG0009202	XP_039762738.1	HEL_002984-RA
OG0009203	XP_039745319.1	HEL_001456-RA
OG0009208	XP_039761767.1	HEL_002802-RA
OG0009209	XP_039761175.1	HEL_004716-RA
OG0009218	XP_039762751.1	HEL_002985-RA
OG0009219	XP_039761407.1	HEL_005979-RA
OG0009220	XP_039758659.1	HEL_012895-RA
OG0009221	XP_039756855.1	HEL_013728-RA
OG0009223	XP_039749700.1	HEL_006092-RA
OG0009224	XP_039752974.1	HEL_010755-RA
