Orthogroup	Pararge_aegeria	Vanessa_tameamea
OG0007934	XP_039751949.1	XP_026494489.1
OG0007936	XP_039756938.1	XP_026490257.1
OG0007937	XP_039746473.1	XP_026491697.1
OG0007938	XP_039750480.1	XP_026493003.1
OG0007939	XP_039753626.1	XP_026488175.1
OG0007940	XP_039750866.1	XP_026492996.1
OG0007941	XP_039765801.1	XP_026484654.1
OG0007942	XP_039752106.1	XP_026494504.1
OG0007943	XP_039753642.1	XP_026488177.1
OG0007944	XP_039765387.1	XP_026484645.1
OG0007945	XP_039750718.1	XP_026493002.1
OG0007946	XP_039765858.1	XP_026484653.1
OG0007947	XP_039763306.1	XP_026500695.1
OG0007948	XP_039750269.1	XP_026492999.1, XP_026493000.1
OG0007949	XP_039752992.1	XP_026488140.1
OG0007950	XP_039751094.1	XP_026489503.1
OG0007951	XP_039753592.1	XP_026488162.1
OG0007952	XP_039753650.1	XP_026488164.1
OG0007953	XP_039755712.1	XP_026499955.1
OG0007954	XP_039754360.1	XP_026492673.1
OG0007955	XP_039755744.1	XP_026499947.1
OG0007956	XP_039753261.1	XP_026488165.1
OG0007957	XP_039762001.1	XP_026492668.1
OG0007958	XP_039755651.1	XP_026499960.1
OG0007959	XP_039753040.1	XP_026488153.1
OG0007960	XP_039751557.1	XP_026486471.1
OG0007961	XP_039746081.1	XP_026491057.1
OG0007962	XP_039753580.1	XP_026488145.1
OG0007963	XP_039755868.1	XP_026499918.1
OG0007964	XP_039765972.1	XP_026484648.1
OG0007965	XP_039754799.1	XP_026489820.1
OG0007966	XP_039755636.1	XP_026499938.1
OG0007967	XP_039745308.1	XP_026485114.1
OG0007968	XP_039754459.1	XP_026490799.1
OG0007969	XP_039754642.1	XP_026489808.1
OG0007970	XP_039755635.1	XP_026499911.1
OG0007971	XP_039752963.1	XP_026488176.1
OG0007972	XP_039750273.1	XP_026498364.1
OG0007973	XP_039746723.1	XP_026501436.1
OG0007974	XP_039748841.1	XP_026485803.1
OG0007975	XP_039752962.1	XP_026488135.1
OG0007976	XP_039752964.1	XP_026488137.1
OG0007977	XP_039751272.1	XP_026486468.1
OG0007978	XP_039752968.1	XP_026488139.1
OG0007979	XP_039751520.1	XP_026486467.1
OG0007980	XP_039746285.1	XP_026491481.1
OG0007981	XP_039765021.1	XP_026487502.1
OG0007982	XP_039757345.1	XP_026490295.1
OG0007983	XP_039764780.1	XP_026487482.1
OG0007984	XP_039746610.1	XP_026501412.1
OG0007985	XP_039751206.1	XP_026486470.1
OG0007986	XP_039750810.1	XP_026498344.1
OG0007987	XP_039746226.1	XP_026491172.1
OG0007988	XP_039752658.1	XP_026498396.1
OG0007989	XP_039754059.1	XP_026490896.1
OG0007990	XP_039745119.1	XP_026485120.1
OG0007991	XP_039754505.1	XP_026490813.1
OG0007992	XP_039764782.1	XP_026487495.1
OG0007993	XP_039763437.1	XP_026500667.1
OG0007994	XP_039746518.1	XP_026501448.1
OG0007995	XP_039754949.1	XP_026488543.1
OG0007996	XP_039751389.1	XP_026486474.1
OG0007997	XP_039765871.1	XP_026485122.1
OG0007998	XP_039745796.1	XP_026491072.1
OG0007999	XP_039765829.1	XP_026485126.1
OG0008000	XP_039745328.1	XP_026485127.1
OG0008001	XP_039754651.1	XP_026488538.1
OG0008002	XP_039765530.1	XP_026485110.1
OG0008003	XP_039745781.1	XP_026491533.1
OG0008004	XP_039763813.1	XP_026500704.1
OG0008005	XP_039747188.1	XP_026501658.1
OG0008006	XP_039763881.1	XP_026500702.1
OG0008007	XP_039746721.1	XP_026501467.1
OG0008008	XP_039754247.1	XP_026490814.1
OG0008009	XP_039746042.1	XP_026491534.1
OG0008010	XP_039763117.1	XP_026500705.1
OG0008011	XP_039745404.1	XP_026484859.1
OG0008012	XP_039757214.1	XP_026493850.1
OG0008013	XP_039764299.1	XP_026487503.1
OG0008014	XP_039746937.1	XP_026501479.1
OG0008015	XP_039750214.1	XP_026498341.1
OG0008016	XP_039758654.1	XP_026493475.1
OG0008017	XP_039751553.1	XP_026486451.1
OG0008018	XP_039751685.1	XP_026486446.1
OG0008019	XP_039745391.1	XP_026484733.1
OG0008020	XP_039747435.1	XP_026491930.1
OG0008021	XP_039751428.1	XP_026486444.1
OG0008022	XP_039756949.1	XP_026493821.1
OG0008023	XP_039758446.1	XP_026493319.1
OG0008024	XP_039751517.1	XP_026486448.1
OG0008025	XP_039755879.1	XP_026499925.1
OG0008026	XP_039751453.1	XP_026486472.1
OG0008027	XP_039749585.1	XP_026489196.1
OG0008028	XP_039763321.1	XP_026500650.1
OG0008029	XP_039761483.1	XP_026501775.1
OG0008030	XP_039749586.1	XP_026489191.1
OG0008031	XP_039762060.1	XP_026491874.1
OG0008032	XP_039754506.1	XP_026490898.1
OG0008033	XP_039746177.1, XP_039746184.1	XP_026491873.1
OG0008034	XP_039749588.1	XP_026489172.1
OG0008035	XP_039753535.1	XP_026494560.1
OG0008036	XP_039752241.1	XP_026498395.1
OG0008037	XP_039753170.1	XP_026494563.1
OG0008038	XP_039747159.1, XP_039747158.1	XP_026501622.1
OG0008039	XP_039755927.1	XP_026499928.1
OG0008040	XP_039757589.1	XP_026492592.1
OG0008041	XP_039751459.1	XP_026486454.1
OG0008042	XP_039763203.1	XP_026500646.1
OG0008043	XP_039750614.1	XP_026498345.1
OG0008044	XP_039745713.1	XP_026491094.1
OG0008045	XP_039754211.1	XP_026486994.1
OG0008046	XP_039755435.1	XP_026499919.1, XP_026499920.1
OG0008047	XP_039751936.1	XP_026487115.1
OG0008048	XP_039753267.1	XP_026494559.1
OG0008049	XP_039755436.1	XP_026488667.1, XP_026499922.1
OG0008050	XP_039761344.1	XP_026492591.1
OG0008051	XP_039753646.1	XP_026487213.1
OG0008052	XP_039761404.1	XP_026492583.1
OG0008053	XP_039749574.1	XP_026489200.1
OG0008054	XP_039761531.1, XP_039761540.1	XP_026492732.1
OG0008055	XP_039749809.1	XP_026489176.1
OG0008056	XP_039753499.1	XP_026487217.1
OG0008057	XP_039765599.1	XP_026484738.1
OG0008058	XP_039746646.1	XP_026491931.1
OG0008059	XP_039748513.1	XP_026485845.1, XP_026485987.1, XP_026485986.1
OG0008060	XP_039751956.1	XP_026487105.1
OG0008062	XP_039755124.1	XP_026492688.1
OG0008063	XP_039759188.1	XP_026492697.1
OG0008064	XP_039763926.1, XP_039763925.1	XP_026500767.1, XP_026500766.1, XP_026500765.1
OG0008065	XP_039745547.1	XP_026491997.1
OG0008066	XP_039749256.1	XP_026485983.1
OG0008067	XP_039745644.1	XP_026491162.1
OG0008068	XP_039752468.1	XP_026487112.1
OG0008069	XP_039749045.1	XP_026486129.1
OG0008070	XP_039761743.1	XP_026492694.1
OG0008071	XP_039753522.1	XP_026483228.1
OG0008072	XP_039745947.1	XP_026491382.1
OG0008073	XP_039762403.1	XP_026492006.1
OG0008075	XP_039749116.1	XP_026486011.1
OG0008076	XP_039763152.1	XP_026500625.1
OG0008077	XP_039752760.1	XP_026487108.1
OG0008078	XP_039753633.1	XP_026483225.1
OG0008079	XP_039749149.1	XP_026486305.1
OG0008080	XP_039752294.1	XP_026492704.1
OG0008081	XP_039745760.1	XP_026491383.1
OG0008082	XP_039748818.1	XP_026486314.1
OG0008083	XP_039745761.1	XP_026491381.1
OG0008084	XP_039750751.1	XP_026491897.1
OG0008085	XP_039749309.1	XP_026486303.1
OG0008086	XP_039762482.1	XP_026491896.1
OG0008087	XP_039752313.1	XP_026492699.1
OG0008088	XP_039755715.1	XP_026493697.1
OG0008089	XP_039757204.1	XP_026493698.1
OG0008090	XP_039762554.1	XP_026491914.1
OG0008091	XP_039749659.1	XP_026489151.1
OG0008092	XP_039752765.1	XP_026487127.1
OG0008093	XP_039753114.1	XP_026486505.1
OG0008094	XP_039753188.1	XP_026486504.1
OG0008095	XP_039746329.1	XP_026491926.1
OG0008096	XP_039748897.1	XP_026486243.1
OG0008097	XP_039754366.1	XP_026488133.1
OG0008098	XP_039763358.1	XP_026500730.1
OG0008099	XP_039751784.1	XP_026487138.1
OG0008100	XP_039758806.1	XP_026497116.1
OG0008101	XP_039745381.1	XP_026485062.1
OG0008102	XP_039761234.1	XP_026497145.1
OG0008103	XP_039745526.1	XP_026485055.1
OG0008104	XP_039745527.1	XP_026485061.1
OG0008105	XP_039752519.1	XP_026487141.1
OG0008106	XP_039752267.1	XP_026487144.1
OG0008108	XP_039765625.1	XP_026484731.1
OG0008109	XP_039754369.1	XP_026488127.1
OG0008110	XP_039765928.1	XP_026485045.1
OG0008111	XP_039749123.1	XP_026486254.1
OG0008112	XP_039754036.1	XP_026488124.1
OG0008113	XP_039764961.1	XP_026499977.1
OG0008114	XP_039745908.1	XP_026499755.1
OG0008115	XP_039748564.1	XP_026486029.1
OG0008116	XP_039749115.1	XP_026491971.1
OG0008117	XP_039754131.1	XP_026488131.1
OG0008118	XP_039763130.1	XP_026500726.1
OG0008119	XP_039751827.1	XP_026486425.1
OG0008121	XP_039747383.1	XP_026501460.1
OG0008122	XP_039750113.1	XP_026491915.1
OG0008123	XP_039758353.1	XP_026497069.1
OG0008124	XP_039746609.1	XP_026501452.1
OG0008125	XP_039753872.1	XP_026497981.1
OG0008126	XP_039752389.1	XP_026486429.1
OG0008127	XP_039752716.1	XP_026500037.1
OG0008128	XP_039765515.1	XP_026484496.1
OG0008129	XP_039765141.1	XP_026490501.1
OG0008130	XP_039765755.1	XP_026484498.1
OG0008131	XP_039754370.1	XP_026497979.1
OG0008132	XP_039765311.1	XP_026484514.1
OG0008133	XP_039763763.1	XP_026500706.1
OG0008134	XP_039747501.1	XP_026501513.1
OG0008135	XP_039745279.1	XP_026484519.1
OG0008136	XP_039756294.1	XP_026497097.1
OG0008137	XP_039752236.1	XP_026488585.1
OG0008138	XP_039747119.1	XP_026501508.1
OG0008139	XP_039765915.1	XP_026485031.1
OG0008140	XP_039765624.1	XP_026485030.1
OG0008141	XP_039750054.1	XP_026491936.1
OG0008142	XP_039752327.1	XP_026488587.1
OG0008143	XP_039765745.1	XP_026485036.1
OG0008144	XP_039758849.1	XP_026497109.1
OG0008145	XP_039754164.1	XP_026497105.1, XP_026497107.1
OG0008146	XP_039752234.1	XP_026488590.1
OG0008147	XP_039753163.1	XP_026497113.1
OG0008148	XP_039746867.1	XP_026501497.1
OG0008149	XP_039746895.1	XP_026501514.1
OG0008150	XP_039752474.1	XP_026497061.1
OG0008151	XP_039747293.1	XP_026501516.1
OG0008152	XP_039747384.1	XP_026501521.1
OG0008153	XP_039745286.1	XP_026484323.1
OG0008154	XP_039765560.1	XP_026485174.1
OG0008155	XP_039754554.1	XP_026497970.1
OG0008156	XP_039752440.1	XP_026497151.1
OG0008157	XP_039762522.1	XP_026490552.1
OG0008158	XP_039752465.1	XP_026501370.1
OG0008159	XP_039752368.1	XP_026501383.1
OG0008160	XP_039748630.1	XP_026491958.1
OG0008161	XP_039765314.1	XP_026491959.1
OG0008162	XP_039765329.1	XP_026491966.1
OG0008163	XP_039745201.1	XP_026484476.1
OG0008164	XP_039765285.1	XP_026490526.1
OG0008165	XP_039749271.1	XP_026485789.1
OG0008166	XP_039754373.1	XP_026497968.1
OG0008167	XP_039765726.1	XP_026485049.1
OG0008168	XP_039765045.1	XP_026490528.1
OG0008169	XP_039745931.1	XP_026491354.1
OG0008171	XP_039746146.1	XP_026491384.1
OG0008172	XP_039753786.1, XP_039753787.1	XP_026486657.1
OG0008173	XP_039764834.1	XP_026490438.1
OG0008174	XP_039746399.1	XP_026491376.1
OG0008175	XP_039746187.1	XP_026491378.1
OG0008176	XP_039752377.1	XP_026501381.1
OG0008177	XP_039745975.1	XP_026491375.1
OG0008178	XP_039754249.1	XP_026486641.1
OG0008179	XP_039745127.1	XP_026484455.1
OG0008180	XP_039746386.1	XP_026491371.1
OG0008181	XP_039754569.1	XP_026486642.1
OG0008182	XP_039745641.1	XP_026491366.1
OG0008183	XP_039752431.1	XP_026501380.1
OG0008184	XP_039752791.1	XP_026501379.1
OG0008185	XP_039752360.1	XP_026501376.1
OG0008186	XP_039752229.1	XP_026501321.1
OG0008187	XP_039757547.1	XP_026491961.1
OG0008188	XP_039752788.1	XP_026501408.1
OG0008189	XP_039751735.1	XP_026501410.1
OG0008190	XP_039754346.1	XP_026486663.1
OG0008191	XP_039764429.1	XP_026490460.1
OG0008192	XP_039754252.1	XP_026486653.1
OG0008193	XP_039764347.1	XP_026490483.1
OG0008194	XP_039752125.1	XP_026501300.1
OG0008195	XP_039756388.1	XP_026497090.1
OG0008196	XP_039745746.1	XP_026491540.1
OG0008197	XP_039745750.1	XP_026491537.1
OG0008198	XP_039745986.1	XP_026491536.1
OG0008199	XP_039751797.1	XP_026501331.1
OG0008200	XP_039745898.1	XP_026491541.1
OG0008201	XP_039756727.1	XP_026497120.1
OG0008202	XP_039751918.1, XP_039750716.1, XP_039764411.1	XP_026501294.1
OG0008203	XP_039754450.1	XP_026497161.1
OG0008204	XP_039745380.1	XP_026484858.1
OG0008205	XP_039746273.1	XP_026491080.1
OG0008206	XP_039763984.1	XP_026498431.1
OG0008208	XP_039748484.1	XP_026491960.1
OG0008209	XP_039746638.1	XP_026501610.1
OG0008210	XP_039745754.1	XP_026491078.1
OG0008211	XP_039745951.1	XP_026491964.1
OG0008212	XP_039747213.1	XP_026501417.1
OG0008213	XP_039762812.1	XP_026491963.1
OG0008214	XP_039764833.1	XP_026490449.1
OG0008215	XP_039764648.1	XP_026490442.1
OG0008216	XP_039764153.1	XP_026498362.1
OG0008217	XP_039746981.1	XP_026501597.1
OG0008218	XP_039761380.1	XP_026497086.1
OG0008219	XP_039746709.1	XP_026501586.1
OG0008220	XP_039747320.1	XP_026501463.1
OG0008221	XP_039746254.1	XP_026491501.1
OG0008222	XP_039764997.1	XP_026490511.1
OG0008223	XP_039764996.1	XP_026490520.1
OG0008224	XP_039755966.1	XP_026497058.1
OG0008225	XP_039765155.1	XP_026490505.1
OG0008226	XP_039764783.1	XP_026490507.1
OG0008227	XP_039764839.1	XP_026490476.1
OG0008228	XP_039745416.1	XP_026484805.1
OG0008229	XP_039747170.1	XP_026501608.1
OG0008230	XP_039765853.1	XP_026492008.1
OG0008232	XP_039747061.1	XP_026501416.1
OG0008233	XP_039747207.1	XP_026501415.1
OG0008234	XP_039745873.1	XP_026491781.1
OG0008235	XP_039749930.1	XP_026491894.1
OG0008236	XP_039745774.1	XP_026491648.1
OG0008237	XP_039749402.1	XP_026500074.1
OG0008238	XP_039764594.1	XP_026488793.1
OG0008239	XP_039746129.1	XP_026491760.1
OG0008240	XP_039762953.1	XP_026488783.1
OG0008241	XP_039763293.1	XP_026498544.1
OG0008242	XP_039762557.1	XP_026488796.1
OG0008243	XP_039765785.1	XP_026484831.1
OG0008244	XP_039764949.1	XP_026488798.1
OG0008245	XP_039760512.1	XP_026497157.1
OG0008246	XP_039760431.1	XP_026497039.1
OG0008247	XP_039764117.1	XP_026490394.1
OG0008248	XP_039745261.1	XP_026485066.1
OG0008249	XP_039745378.1	XP_026485107.1, XP_026485105.1, XP_026485106.1
OG0008250	XP_039760935.1	XP_026497091.1
OG0008251	XP_039745400.1	XP_026484353.1
OG0008252	XP_039765480.1	XP_026484351.1
OG0008253	XP_039765339.1	XP_026484354.1
OG0008254	XP_039764114.1	XP_026490343.1
OG0008255	XP_039757816.1	XP_026497173.1
OG0008256	XP_039757703.1	XP_026497177.1
OG0008257	XP_039760883.1	XP_026497074.1
OG0008258	XP_039763514.1, XP_039763515.1	XP_026500746.1
OG0008259	XP_039753380.1	XP_026496567.1
OG0008260	XP_039763666.1	XP_026500761.1
OG0008261	XP_039756809.1	XP_026496593.1
OG0008262	XP_039763843.1	XP_026500739.1
OG0008263	XP_039761053.1	XP_026496609.1
OG0008264	XP_039751948.1	XP_026496606.1
OG0008265	XP_039761321.1	XP_026496595.1
OG0008266	XP_039760182.1	XP_026494748.1
OG0008267	XP_039755681.1	XP_026494724.1
OG0008268	XP_039755661.1, XP_039755654.1	XP_026494702.1
OG0008269	XP_039757472.1	XP_026494725.1
OG0008270	XP_039764137.1	XP_026500634.1
OG0008271	XP_039755808.1	XP_026494732.1
OG0008273	XP_039758495.1	XP_026493484.1
OG0008274	XP_039760065.1	XP_026500050.1
OG0008275	XP_039755431.1	XP_026499132.1
OG0008276	XP_039755531.1, XP_039755529.1	XP_026486879.1
OG0008277	XP_039762490.1	XP_026483068.1
OG0008278	XP_039747483.1	XP_026483269.1
OG0008279	XP_039752766.1	XP_026486601.1
OG0008280	XP_039757737.1	XP_026494359.1
OG0008281	XP_039762615.1	XP_026490683.1
OG0008282	XP_039757428.1	XP_026498790.1, XP_026498788.1, XP_026498789.1
OG0008283	XP_039751372.1, XP_039751380.1	XP_026483450.1
OG0008284	XP_039761707.1	XP_026483984.1
OG0008285	XP_039748052.1	XP_026490586.1
OG0008286	XP_039752157.1	XP_026488999.1, XP_026489000.1
OG0008287	XP_039750963.1	XP_026485471.1
OG0008288	XP_039765620.1	XP_026484693.1, XP_026484691.1
OG0008289	XP_039758644.1	XP_026493072.1
OG0008290	XP_039754223.1	XP_026488494.1, XP_026488493.1
OG0008291	XP_039757659.1, XP_039757660.1	XP_026494401.1
OG0008292	XP_039746232.1	XP_026499888.1
OG0008293	XP_039752037.1	XP_026483330.1
OG0008294	XP_039761843.1	XP_026490024.1, XP_026490020.1, XP_026490022.1, XP_026490023.1
OG0008295	XP_039757915.1	XP_026494181.1
OG0008296	XP_039761541.1, XP_039761539.1	XP_026484195.1
OG0008297	XP_039762621.1, XP_039762630.1	XP_026489339.1
OG0008298	XP_039752225.1	XP_026483451.1
OG0008299	XP_039756326.1, XP_039756327.1	XP_026495665.1
OG0008300	XP_039759944.1	XP_026500194.1
OG0008302	XP_039754024.1	XP_026488273.1
OG0008303	XP_039758891.1	XP_026498202.1
OG0008304	XP_039753363.1	XP_026494446.1
OG0008305	XP_039750373.1	XP_026485404.1
OG0008306	XP_039764000.1, XP_039764009.1	XP_026487714.1
OG0008307	XP_039763550.1	XP_026497554.1
OG0008308	XP_039746113.1	XP_026491573.1
OG0008309	XP_039747660.1	XP_026499361.1
OG0008310	XP_039748261.1	XP_026490210.1
OG0008311	XP_039758459.1	XP_026493295.1
OG0008312	XP_039763304.1	XP_026496352.1
OG0008313	XP_039745161.1	XP_026484876.1
OG0008314	XP_039753857.1	XP_026490937.1
OG0008315	XP_039763482.1, XP_039757872.1	XP_026483577.1, XP_026483578.1
OG0008317	XP_039752834.1	XP_026499692.1
OG0008318	XP_039748894.1, XP_039748895.1	XP_026486085.1
OG0008319	XP_039759638.1	XP_026491999.1
OG0008320	XP_039763387.1	XP_026500264.1
OG0008321	XP_039755611.1	XP_026486814.1
OG0008322	XP_039759181.1	XP_026496498.1
OG0008323	XP_039757957.1, XP_039757956.1	XP_026494300.1
OG0008324	XP_039748287.1	XP_026498236.1
OG0008325	XP_039759569.1	XP_026496563.1
OG0008326	XP_039758129.1	XP_026489669.1, XP_026489668.1
OG0008327	XP_039753846.1, XP_039753848.1	XP_026490908.1
OG0008328	XP_039757338.1	XP_026483314.1, XP_026483312.1, XP_026483313.1
OG0008329	XP_039749302.1	XP_026486066.1
OG0008330	XP_039757165.1	XP_026490315.1, XP_026490316.1
OG0008331	XP_039751422.1	XP_026489460.1
OG0008332	XP_039749140.1	XP_026486063.1
OG0008333	XP_039745934.1	XP_026491827.1
OG0008334	XP_039753864.1	XP_026488408.1, XP_026488409.1
OG0008335	XP_039751037.1	XP_026483236.1, XP_026483227.1
OG0008336	XP_039754798.1	XP_026496208.1, XP_026496209.1
OG0008338	XP_039750531.1, XP_039750530.1	XP_026485502.1
OG0008339	XP_039746176.1, XP_039746174.1	XP_026491441.1
OG0008341	XP_039755548.1	XP_026489216.1
OG0008342	XP_039748877.1	XP_026490141.1, XP_026490140.1
OG0008343	XP_039764977.1	XP_026487403.1
OG0008344	XP_039749616.1	XP_026496697.1
OG0008345	XP_039761623.1	XP_026497889.1
OG0008346	XP_039755236.1	XP_026493758.1
OG0008347	XP_039760440.1	XP_026492614.1
OG0008348	XP_039753474.1	XP_026486580.1
OG0008349	XP_039753295.1	XP_026486578.1
OG0008350	XP_039754918.1	XP_026498571.1
OG0008351	XP_039761475.1	XP_026498850.1
OG0008353	XP_039757923.1	XP_026494361.1
OG0008356	XP_039758142.1	XP_026495123.1, XP_026501314.1, XP_026500663.1
OG0008360	XP_039763771.1	XP_026483830.1
OG0008360	XP_039749929.1	XP_026497592.1, XP_026489787.1, XP_026492255.1, XP_026483156.1, XP_026498793.1
OG0008366	XP_039757745.1, XP_039757743.1, XP_039757746.1	XP_026498947.1, XP_026498948.1
OG0008368	XP_039753392.1	XP_026499607.1
OG0008370	XP_039760405.1	XP_026493728.1
OG0008372	XP_039760749.1	XP_026498842.1
OG0008373	XP_039764434.1	XP_026498700.1
OG0008374	XP_039756414.1	XP_026487097.1
OG0008375	XP_039750582.1	XP_026485406.1
OG0008376	XP_039758511.1	XP_026493526.1
OG0008377	XP_039749705.1	XP_026496180.1
OG0008378	XP_039764435.1	XP_026489248.1
OG0008380	XP_039762133.1	XP_026486763.1
OG0008381	XP_039752921.1	XP_026492107.1
OG0008382	XP_039760090.1	XP_026497269.1
OG0008383	XP_039755195.1	XP_026496417.1
OG0008384	XP_039760232.1	XP_026497270.1
OG0008385	XP_039755142.1	XP_026496421.1
OG0008387	XP_039748730.1	XP_026490151.1
OG0008389	XP_039762057.1	XP_026486771.1
OG0008392	XP_039761431.1	XP_026483897.1
OG0008393	XP_039759789.1	XP_026497275.1
OG0008395	XP_039759996.1	XP_026497426.1
OG0008396	XP_039761129.1	XP_026492915.1
OG0008397	XP_039749142.1	XP_026485238.1
OG0008399	XP_039754404.1	XP_026498996.1
OG0008400	XP_039759922.1	XP_026497359.1
OG0008401	XP_039756405.1	XP_026501039.1
OG0008403	XP_039754468.1	XP_026499020.1
OG0008404	XP_039752601.1	XP_026483428.1
OG0008405	XP_039752412.1	XP_026483420.1
OG0008406	XP_039762388.1	XP_026496452.1
OG0008407	XP_039746623.1	XP_026490002.1
OG0008408	XP_039754412.1	XP_026499033.1
OG0008409	XP_039750518.1	XP_026485632.1
OG0008410	XP_039761363.1	XP_026492918.1
OG0008412	XP_039751162.1	XP_026500915.1
OG0008413	XP_039755056.1	XP_026488520.1
OG0008414	XP_039749146.1	XP_026485807.1
OG0008416	XP_039752913.1	XP_026492141.1
OG0008417	XP_039765068.1	XP_026489343.1
OG0008418	XP_039759865.1	XP_026497339.1
OG0008419	XP_039746043.1	XP_026491043.1
OG0008420	XP_039760331.1	XP_026497302.1
OG0008421	XP_039763859.1	XP_026490331.1
OG0008423	XP_039761429.1	XP_026483904.1
OG0008424	XP_039754488.1, XP_039754487.1	XP_026499036.1
OG0008425	XP_039760504.1	XP_026499425.1
OG0008426	XP_039761759.1	XP_026483905.1
OG0008427	XP_039758538.1	XP_026487016.1
OG0008428	XP_039754996.1	XP_026496302.1
OG0008429	XP_039760127.1	XP_026497518.1
OG0008430	XP_039756714.1	XP_026500994.1
OG0008431	XP_039762735.1	XP_026483124.1
OG0008432	XP_039759909.1	XP_026497277.1
OG0008433	XP_039756043.1	XP_026500987.1
OG0008435	XP_039759901.1	XP_026497331.1
OG0008436	XP_039765405.1	XP_026501217.1
OG0008437	XP_039765591.1	XP_026501223.1
OG0008438	XP_039765590.1	XP_026501222.1
OG0008439	XP_039759394.1	XP_026487015.1
OG0008441	XP_039762397.1	XP_026500936.1
OG0008442	XP_039752084.1	XP_026483442.1
OG0008443	XP_039746713.1	XP_026501647.1
OG0008444	XP_039765418.1	XP_026501159.1
OG0008446	XP_039761609.1	XP_026484170.1
OG0008447	XP_039749883.1	XP_026496166.1
OG0008449	XP_039765072.1	XP_026489314.1
OG0008450	XP_039754876.1	XP_026496348.1
OG0008451	XP_039756198.1	XP_026501038.1
OG0008452	XP_039763572.1	XP_026500474.1
OG0008453	XP_039749882.1	XP_026496169.1
OG0008454	XP_039762055.1	XP_026483223.1
OG0008456	XP_039746351.1	XP_026499999.1
OG0008457	XP_039746363.1	XP_026500000.1
OG0008458	XP_039758688.1	XP_026493202.1
OG0008459	XP_039754158.1	XP_026498962.1
OG0008460	XP_039761543.1	XP_026484069.1
OG0008461	XP_039758733.1	XP_026493233.1
OG0008462	XP_039760779.1	XP_026487011.1
OG0008463	XP_039752016.1	XP_026483597.1
OG0008464	XP_039757187.1	XP_026487938.1
OG0008465	XP_039762795.1	XP_026483126.1
OG0008466	XP_039754719.1	XP_026496265.1
OG0008467	XP_039758076.1	XP_026487063.1
OG0008468	XP_039751721.1	XP_026490089.1
OG0008469	XP_039753406.1	XP_026492126.1
OG0008470	XP_039754066.1	XP_026499000.1
OG0008471	XP_039761183.1	XP_026501695.1
OG0008472	XP_039757410.1	XP_026487946.1
OG0008474	XP_039757329.1	XP_026487943.1
OG0008477	XP_039756772.1	XP_026487973.1
OG0008478	XP_039757411.1	XP_026487975.1
OG0008480	XP_039757726.1	XP_026491015.1
OG0008481	XP_039765636.1	XP_026501236.1
OG0008482	XP_039764628.1	XP_026489330.1
OG0008483	XP_039757527.1	XP_026494287.1
OG0008485	XP_039757418.1, XP_039757419.1	XP_026487945.1
OG0008486	XP_039758960.1	XP_026490788.1
OG0008487	XP_039750353.1	XP_026500363.1
OG0008488	XP_039747493.1	XP_026501648.1
OG0008489	XP_039750863.1	XP_026500361.1
OG0008490	XP_039757425.1	XP_026487966.1
OG0008491	XP_039759642.1	XP_026491331.1
OG0008492	XP_039745245.1	XP_026501205.1
OG0008493	XP_039760509.1	XP_026498824.1
OG0008494	XP_039761095.1	XP_026501706.1
OG0008495	XP_039757364.1	XP_026487064.1
OG0008496	XP_039757104.1	XP_026487967.1
OG0008497	XP_039755571.1	XP_026487291.1
OG0008498	XP_039757568.1	XP_026494184.1
OG0008499	XP_039759178.1	XP_026490668.1
OG0008500	XP_039753272.1	XP_026487076.1
OG0008501	XP_039746021.1	XP_026491226.1
OG0008502	XP_039759305.1	XP_026490622.1
OG0008503	XP_039762508.1	XP_026486523.1
OG0008504	XP_039750367.1	XP_026500365.1
OG0008505	XP_039765870.1	XP_026501165.1
OG0008506	XP_039759406.1	XP_026490578.1
OG0008507	XP_039762337.1	XP_026499510.1
OG0008508	XP_039762678.1	XP_026500957.1
OG0008509	XP_039760094.1	XP_026500237.1
OG0008510	XP_039758950.1	XP_026490600.1
OG0008511	XP_039757889.1	XP_026494186.1
OG0008512	XP_039757217.1	XP_026500014.1
OG0008513	XP_039755613.1	XP_026487259.1
OG0008514	XP_039752780.1	XP_026483468.1
OG0008515	XP_039755948.1	XP_026487221.1
OG0008516	XP_039757403.1	XP_026500898.1
OG0008517	XP_039746030.1	XP_026491036.1
OG0008519	XP_039750032.1	XP_026496179.1
OG0008520	XP_039765020.1	XP_026489281.1
OG0008521	XP_039765473.1	XP_026501152.1
OG0008522	XP_039755875.1	XP_026494140.1
OG0008523	XP_039754893.1, XP_039754892.1	XP_026496310.1
OG0008524	XP_039765492.1	XP_026501101.1
OG0008525	XP_039759689.1	XP_026495461.1
OG0008526	XP_039762966.1	XP_026500069.1
OG0008527	XP_039750911.1	XP_026497213.1
OG0008530	XP_039762512.1	XP_026498221.1
OG0008531	XP_039750946.1	XP_026498426.1
OG0008532	XP_039753479.1	XP_026492366.1
OG0008533	XP_039759302.1	XP_026495416.1
OG0008534	XP_039750671.1	XP_026498425.1
OG0008535	XP_039754557.1	XP_026497964.1
OG0008536	XP_039754693.1	XP_026496241.1
OG0008537	XP_039748831.1	XP_026490194.1
OG0008538	XP_039759987.1	XP_026498070.1
OG0008539	XP_039750270.1	XP_026498424.1
OG0008540	XP_039748135.1	XP_026488723.1
OG0008541	XP_039757150.1	XP_026492943.1
OG0008542	XP_039756646.1	XP_026495792.1
