Orthogroup	Pararge_aegeria	Heliconius_melpomene_melpomene
OG0007766	XP_039751194.1	HMEL005992g1.t1
OG0007767	XP_039745248.1	HMEL002844g1.t1
OG0007768	XP_039756971.1	HMEL006121g1.t1
OG0007769	XP_039756973.1	HMEL006122g1.t1
OG0007770	XP_039755858.1	HMEL007305g1.t1
OG0007771	XP_039757040.1	HMEL006123g1.t1
OG0007772	XP_039749345.1	HMEL016162g1.t1
OG0007773	XP_039748568.1	HMEL032011g1.t1
OG0007774	XP_039754112.1	HMEL032699g1.t1
OG0007775	XP_039750876.1	HMEL002416g1.t1
OG0007776	XP_039764712.1	HMEL002895g1.t1
OG0007778	XP_039764698.1	HMEL030631g1.t1
OG0007779	XP_039756698.1	HMEL036887g1.t1
OG0007780	XP_039750653.1	HMEL035964g1.t1, HMEL035961g1.t1
OG0007781	XP_039755165.1	HMEL003861g1.t1
OG0007782	XP_039752286.1	HMEL033353g1.t1
OG0007783	XP_039748738.1	HMEL017385g1.t1
OG0007784	XP_039759510.1	HMEL006309g1.t1
OG0007785	XP_039752721.1	HMEL010622g1.t1
OG0007786	XP_039758990.1	HMEL032324g1.t1
OG0007787	XP_039765267.1	HMEL011441-RA
OG0007788	XP_039752063.1	HMEL010623g1.t1
OG0007789	XP_039758991.1	HMEL032325g1.t1
OG0007790	XP_039755967.1	HMEL037732g1.t1
OG0007791	XP_039750058.1	HMEL015483g1.t1
OG0007793	XP_039754880.1	HMEL003857g1.t1
OG0007794	XP_039752699.1	HMEL010626g1.t1
OG0007795	XP_039761578.1	HMEL003798g1.t1
OG0007796	XP_039752781.1	HMEL010627g1.t1
OG0007797	XP_039759242.1	HMEL014588g1.t1
OG0007798	XP_039745231.1	HMEL030629g1.t1
OG0007799	XP_039763450.1	HMEL016621g1.t1
OG0007800	XP_039759450.1	HMEL032327g1.t1
OG0007801	XP_039765971.1	HMEL015280g1.t1
OG0007803	XP_039765820.1	HMEL015279g1.t1
OG0007804	XP_039761588.1	HMEL030025g1.t1
OG0007805	XP_039761734.1	HMEL003793g1.t1
OG0007806	XP_039753489.1	HMEL011477g1.t1
OG0007807	XP_039757430.1	HMEL014293g1.t1
OG0007808	XP_039753875.1	HMEL032692g1.t1
OG0007809	XP_039745129.1	HMEL015278g1.t1
OG0007810	XP_039751229.1	HMEL003762g1.t1
OG0007812	XP_039747427.1	HMEL022507-RA
OG0007813	XP_039753025.1	HMEL011474g1.t1
OG0007814	XP_039765460.1	HMEL015276g1.t1
OG0007816	XP_039745348.1	HMEL015275g1.t1
OG0007817	XP_039747278.1	HMEL009446g1.t1
OG0007818	XP_039754456.1	HMEL000060g1.t1
OG0007819	XP_039761521.1	HMEL003791g1.t1
OG0007820	XP_039754121.1	HMEL000059g1.t1
OG0007821	XP_039750043.1	HMEL037115g1.t1
OG0007822	XP_039756903.1	HMEL014299g1.t1
OG0007823	XP_039761773.1	HMEL003790g1.t1
OG0007824	XP_039764688.1	HMEL011425g1.t1
OG0007825	XP_039747037.1	HMEL009443g1.t1
OG0007826	XP_039749765.1	HMEL005457g1.t1
OG0007827	XP_039764077.1	HMEL035573g1.t1
OG0007828	XP_039752380.1	HMEL010636g1.t1
OG0007829	XP_039754365.1	HMEL000058-RA
OG0007830	XP_039754905.1	HMEL005900g1.t1
OG0007831	XP_039746112.1	HMEL008967g1.t1
OG0007832	XP_039747007.1	HMEL009441g1.t1
OG0007833	XP_039746659.1	HMEL009438g1.t1
OG0007834	XP_039754371.1	HMEL005901g1.t1
OG0007835	XP_039755045.1	HMEL001028-RA
OG0007836	XP_039754383.1	HMEL005902g1.t1
OG0007837	XP_039763946.1	HMEL016629g1.t1
OG0007839	XP_039746621.1	HMEL009440g1.t1
OG0007840	XP_039754106.1	HMEL000053-RA
OG0007841	XP_039765834.1	HMEL015268g1.t1
OG0007842	XP_039765071.1	HMEL011428g1.t1
OG0007843	XP_039765943.1	HMEL015267g1.t1
OG0007844	XP_039753275.1	HMEL011470g1.t1
OG0007845	XP_039764877.1	HMEL011431g1.t1
OG0007846	XP_039765178.1	HMEL011433g1.t1
OG0007847	XP_039756034.1	HMEL013990g1.t1
OG0007848	XP_039765397.1	HMEL015263g1.t1
OG0007849	XP_039749583.1	HMEL037118g1.t1
OG0007850	XP_039757048.1	HMEL014308g1.t1
OG0007851	XP_039751630.1	HMEL003752g1.t1
OG0007852	XP_039753577.1	HMEL011468g1.t1
OG0007853	XP_039752875.1	HMEL031693g1.t1
OG0007854	XP_039745046.1	HMEL015261g1.t1
OG0007855	XP_039764185.1	HMEL016639g1.t1
OG0007856	XP_039751648.1	HMEL006291g1.t1
OG0007857	XP_039745209.1	HMEL015260g1.t1
OG0007858	XP_039750263.1	HMEL011122g1.t1
OG0007859	XP_039745347.1	HMEL015256g1.t1
OG0007860	XP_039756080.1	HMEL011990g1.t1
OG0007861	XP_039751728.1	HMEL006295g1.t1
OG0007862	XP_039751727.1	HMEL006296g1.t1
OG0007863	XP_039756345.1	HMEL036867g1.t1
OG0007864	XP_039756793.1	HMEL014311g1.t1
OG0007865	XP_039754204.1	HMEL032686g1.t1, HMEL021863g1.t1
OG0007866	XP_039756597.1	HMEL036865g1.t1
OG0007868	XP_039753493.1	HMEL012628g1.t1
OG0007869	XP_039754357.1	HMEL000051g1.t1
OG0007870	XP_039752738.1	HMEL014031g1.t1
OG0007871	XP_039756258.1	HMEL012717-RA
OG0007872	XP_039765182.1	HMEL011436-RA
OG0007873	XP_039755108.1	HMEL001014g1.t1
OG0007874	XP_039753194.1	HMEL012632g1.t1
OG0007875	XP_039745478.1	HMEL015252g1.t1
OG0007876	XP_039762568.1	HMEL022601g1.t1
OG0007877	XP_039745303.1	HMEL011118g1.t1
OG0007878	XP_039763273.1	HMEL035578g1.t1
OG0007879	XP_039745315.1	HMEL011117g1.t1
OG0007880	XP_039754658.1	HMEL001017g1.t1
OG0007881	XP_039754117.1	HMEL000048g1.t1
OG0007882	XP_039754150.1	HMEL000047-RA
OG0007883	XP_039764144.1	HMEL016647g1.t1
OG0007884	XP_039754179.1	HMEL000045g1.t1
OG0007885	XP_039754527.1	HMEL000044g1.t1
OG0007886	XP_039748580.1	HMEL011114g1.t1
OG0007887	XP_039748794.1	HMEL017394g1.t1
OG0007888	XP_039754020.1	HMEL000043-RA
OG0007889	XP_039754022.1	HMEL000042-RA
OG0007890	XP_039754019.1	HMEL000041-RA
OG0007891	XP_039754629.1	HMEL001020g1.t1
OG0007892	XP_039754264.1	HMEL000040-RA
OG0007893	XP_039755033.1	HMEL001022g1.t1
OG0007894	XP_039753922.1	HMEL000039-RA
OG0007895	XP_039753202.1	HMEL012638g1.t1
OG0007896	XP_039752969.1	HMEL012639g1.t1
OG0007897	XP_039752570.1	HMEL014035g1.t1
OG0007899	XP_039753823.1, XP_039753825.1	HMEL000036-RA
OG0007900	XP_039752972.1	HMEL012640g1.t1
OG0007901	XP_039753142.1	HMEL012641g1.t1
OG0007902	XP_039755211.1	HMEL003091g1.t1
OG0007903	XP_039750918.1	HMEL035976g1.t1
OG0007904	XP_039754796.1	HMEL001006g1.t1
OG0007905	XP_039755203.1	HMEL001004g1.t1
OG0007906	XP_039764891.1	HMEL033072g1.t1
OG0007907	XP_039748611.1, XP_039748612.1	HMEL016748g1.t1
OG0007908	XP_039763696.1	HMEL013532g1.t1
OG0007909	XP_039754530.1	HMEL000033-RA
OG0007910	XP_039745237.1	HMEL031022g1.t1
OG0007911	XP_039764908.1	HMEL014091g1.t1
OG0007912	XP_039758624.1	HMEL003087g1.t1
OG0007913	XP_039745235.1	HMEL031021g1.t1
OG0007914	XP_039751717.1	HMEL009280g1.t1
OG0007915	XP_039753625.1	HMEL012642g1.t1
OG0007916	XP_039748576.1	HMEL032040g1.t1
OG0007917	XP_039745472.1	HMEL015247g1.t1
OG0007918	XP_039754100.1	HMEL000032-RA
OG0007919	XP_039755087.1	HMEL003084g1.t1
OG0007920	XP_039763803.1	HMEL017939g1.t1
OG0007921	XP_039763395.1	HMEL017944g1.t1
OG0007922	XP_039764902.1	HMEL020096g1.t1
OG0007923	XP_039751772.1	HMEL014040g1.t1
OG0007924	XP_039751493.1	HMEL009286g1.t1
OG0007925	XP_039752287.1	HMEL014041g1.t1
OG0007926	XP_039761269.1	HMEL003083g1.t1
OG0007927	XP_039757182.1	HMEL014016g1.t1
OG0007928	XP_039753957.1	HMEL000028-RA
OG0007929	XP_039753956.1	HMEL000027g1.t1
OG0007930	XP_039752696.1	HMEL014042g1.t1
OG0007931	XP_039753695.1	HMEL012643g1.t1
OG0007932	XP_039757256.1	HMEL014013g1.t1
OG0007933	XP_039751816.1	HMEL014043g1.t1
OG0007934	XP_039751949.1	HMEL014044g1.t1
OG0007936	XP_039756938.1	HMEL016243g1.t1
OG0007937	XP_039746473.1	HMEL010092g1.t1
OG0007938	XP_039750480.1	HMEL005783g1.t1
OG0007939	XP_039753626.1	HMEL004006g1.t1
OG0007940	XP_039750866.1	HMEL011502g1.t1
OG0007941	XP_039765801.1	HMEL015241g1.t1
OG0007942	XP_039752106.1	HMEL014045g1.t1
OG0007943	XP_039753642.1	HMEL004007g1.t1
OG0007944	XP_039765387.1	HMEL015237g1.t1
OG0007945	XP_039750718.1	HMEL011497g1.t1
OG0007946	XP_039765858.1	HMEL015236g1.t1
OG0007947	XP_039763306.1	HMEL009539g1.t1
OG0007948	XP_039750269.1	HMEL021239g1.t1
OG0007949	XP_039752992.1	HMEL003530g1.t1
OG0007950	XP_039751094.1	HMEL009294g1.t1
OG0007951	XP_039753592.1	HMEL003529g1.t1
OG0007952	XP_039753650.1	HMEL003528g1.t1
OG0007953	XP_039755712.1	HMEL003943g1.t1
OG0007954	XP_039754360.1	HMEL009168g1.t1
OG0007955	XP_039755744.1	HMEL037746g1.t1
OG0007956	XP_039753261.1	HMEL012349g1.t1
OG0007957	XP_039762001.1	HMEL009169g1.t1
OG0007958	XP_039755651.1	HMEL037748g1.t1
OG0007959	XP_039753040.1	HMEL012347g1.t1
OG0007960	XP_039751557.1	HMEL009297g1.t1
OG0007961	XP_039746081.1	HMEL008969g1.t1
OG0007962	XP_039753580.1	HMEL031703g1.t1
OG0007963	XP_039755868.1	HMEL005663g1.t1
OG0007964	XP_039765972.1	HMEL015228g1.t1
OG0007965	XP_039754799.1	HMEL003293g1.t1
OG0007966	XP_039755636.1	HMEL005660g1.t1
OG0007967	XP_039745308.1	HMEL015227g1.t1
OG0007968	XP_039754459.1	HMEL000025-RA
OG0007969	XP_039754642.1	HMEL003289g1.t1
OG0007970	XP_039755635.1	HMEL037756g1.t1
OG0007971	XP_039752963.1	HMEL012344g1.t1
OG0007972	XP_039750273.1	HMEL009531g1.t1
OG0007973	XP_039746723.1	HMEL003493g1.t1
OG0007974	XP_039748841.1	HMEL009766g1.t1
OG0007975	XP_039752962.1	HMEL031704g1.t1
OG0007976	XP_039752964.1	HMEL031705g1.t1
OG0007977	XP_039751272.1	HMEL009299g1.t1
OG0007978	XP_039752968.1	HMEL012341g1.t1
OG0007979	XP_039751520.1	HMEL009300g1.t1
OG0007980	XP_039746285.1	HMEL008964g1.t1
OG0007981	XP_039765021.1	HMEL011986g1.t1
OG0007982	XP_039757345.1	HMEL013767g1.t1
OG0007983	XP_039764780.1	HMEL011987g1.t1
OG0007984	XP_039746610.1	HMEL003491g1.t1
OG0007985	XP_039751206.1	HMEL002678g1.t1
OG0007986	XP_039750810.1	HMEL022032g1.t1
OG0007987	XP_039746226.1	HMEL008962g1.t1
OG0007988	XP_039752658.1	HMEL004145g1.t1
OG0007989	XP_039754059.1	HMEL000024-RA
OG0007990	XP_039745119.1	HMEL031014g1.t1
OG0007991	XP_039754505.1	HMEL000022-RA
OG0007992	XP_039764782.1	HMEL033081g1.t1
OG0007993	XP_039763437.1	HMEL007279g1.t1
OG0007994	XP_039746518.1	HMEL004855g1.t1
OG0007995	XP_039754949.1	HMEL022514-RA
OG0007996	XP_039751389.1	HMEL002682g1.t1
OG0007997	XP_039765871.1	HMEL015218g1.t1
OG0007998	XP_039745796.1	HMEL008959g1.t1
OG0007999	XP_039765829.1	HMEL015215g1.t1
OG0008000	XP_039745328.1	HMEL015214g1.t1
OG0008001	XP_039754651.1	HMEL003383g1.t1
OG0008002	XP_039765530.1	HMEL015211g1.t1
OG0008003	XP_039745781.1	HMEL008956g1.t1
OG0008004	XP_039763813.1	HMEL011019g1.t1
OG0008006	XP_039763881.1	HMEL011020g1.t1
OG0008007	XP_039746721.1	HMEL006441g1.t1
OG0008008	XP_039754247.1	HMEL000016g1.t1
OG0008009	XP_039746042.1	HMEL008955g1.t1
OG0008010	XP_039763117.1	HMEL011021g1.t1
OG0008011	XP_039745404.1	HMEL015209g1.t1
OG0008012	XP_039757214.1	HMEL011153g1.t1
OG0008013	XP_039764299.1	HMEL033083g1.t1
OG0008014	XP_039746937.1	HMEL006443g1.t1
OG0008015	XP_039750214.1	HMEL011673g1.t1
OG0008016	XP_039758654.1	HMEL036357g1.t1
OG0008017	XP_039751553.1	HMEL002687g1.t1
OG0008018	XP_039751685.1	HMEL002688g1.t1
OG0008019	XP_039745391.1	HMEL015207g1.t1
OG0008020	XP_039747435.1	HMEL011084g1.t1
OG0008021	XP_039751428.1	HMEL002689g1.t1
OG0008022	XP_039756949.1	HMEL011155g1.t1
OG0008023	XP_039758446.1	HMEL021641g1.t1
OG0008024	XP_039751517.1	HMEL002690g1.t1
OG0008025	XP_039755879.1	HMEL037776g1.t1
OG0008026	XP_039751453.1	HMEL002691g1.t1
OG0008027	XP_039749585.1	HMEL009800g1.t1
OG0008028	XP_039763321.1	HMEL011024g1.t1
OG0008029	XP_039761483.1	HMEL002758g1.t1
OG0008030	XP_039749586.1	HMEL037136g1.t1
OG0008031	XP_039762060.1	HMEL011078g1.t1
OG0008032	XP_039754506.1	HMEL002016g1.t1
OG0008033	XP_039746177.1, XP_039746184.1	HMEL011207g1.t1
OG0008034	XP_039749588.1	HMEL004535g1.t1
OG0008035	XP_039753535.1	HMEL012332g1.t1
OG0008036	XP_039752241.1	HMEL006145g1.t1
OG0008037	XP_039753170.1	HMEL012330g1.t1
OG0008038	XP_039747159.1, XP_039747158.1	HMEL035294g1.t1
OG0008039	XP_039755927.1	HMEL037767g1.t1
OG0008040	XP_039757589.1	HMEL030945g1.t1
OG0008041	XP_039751459.1	HMEL002694g1.t1
OG0008042	XP_039763203.1	HMEL011026g1.t1
OG0008043	XP_039750614.1	HMEL035989g1.t1
OG0008044	XP_039745713.1	HMEL007353g1.t1
OG0008045	XP_039754211.1	HMEL002011g1.t1
OG0008046	XP_039755435.1	HMEL005302g1.t1
OG0008047	XP_039751936.1	HMEL006137g1.t1
OG0008048	XP_039753267.1	HMEL012328g1.t1
OG0008049	XP_039755436.1	HMEL005301g1.t1
OG0008050	XP_039761344.1	HMEL009190g1.t1
OG0008051	XP_039753646.1	HMEL012326g1.t1
OG0008052	XP_039761404.1	HMEL009193g1.t1
OG0008053	XP_039749574.1	HMEL037145g1.t1
OG0008054	XP_039761531.1, XP_039761540.1	HMEL030940g1.t1
OG0008055	XP_039749809.1	HMEL014660g1.t1
OG0008056	XP_039753499.1	HMEL014800g1.t1
OG0008057	XP_039765599.1	HMEL031008g1.t1
OG0008058	XP_039746646.1	HMEL007551g1.t1
OG0008059	XP_039748513.1	HMEL017508g1.t1
OG0008060	XP_039751956.1	HMEL006133g1.t1
OG0008062	XP_039755124.1	HMEL030937g1.t1
OG0008063	XP_039759188.1	HMEL030936g1.t1
OG0008065	XP_039745547.1	HMEL007549g1.t1
OG0008066	XP_039749256.1	HMEL032048g1.t1
OG0008067	XP_039745644.1	HMEL007347g1.t1
OG0008068	XP_039752468.1	HMEL006131g1.t1
OG0008069	XP_039749045.1	HMEL003998g1.t1
OG0008070	XP_039761743.1	HMEL009209g1.t1
OG0008071	XP_039753522.1	HMEL031712g1.t1
OG0008072	XP_039745947.1	HMEL033769g1.t1
OG0008075	XP_039749116.1	HMEL032052g1.t1
OG0008076	XP_039763152.1	HMEL011041g1.t1
OG0008077	XP_039752760.1	HMEL009312g1.t1
OG0008078	XP_039753633.1	HMEL014808g1.t1
OG0008079	XP_039749149.1	HMEL032056g1.t1
OG0008080	XP_039752294.1	HMEL009214g1.t1
OG0008081	XP_039745760.1	HMEL007342g1.t1
OG0008082	XP_039748818.1	HMEL002099g1.t1
OG0008083	XP_039745761.1	HMEL007341g1.t1
OG0008084	XP_039750751.1	HMEL007378g1.t1
OG0008085	XP_039749309.1	HMEL022383g1.t1
OG0008086	XP_039762482.1	HMEL007377g1.t1
OG0008087	XP_039752313.1	HMEL009215g1.t1
OG0008088	XP_039755715.1	HMEL030935g1.t1
OG0008089	XP_039757204.1	HMEL009217g1.t1
OG0008090	XP_039762554.1	HMEL007373g1.t1
OG0008091	XP_039749659.1	HMEL017751g1.t1
OG0008092	XP_039752765.1	HMEL013284g1.t1
OG0008093	XP_039753114.1	HMEL007293g1.t1
OG0008094	XP_039753188.1	HMEL007295g1.t1
OG0008095	XP_039746329.1	HMEL007370g1.t1
OG0008097	XP_039754366.1	HMEL032668g1.t1
OG0008098	XP_039763358.1	HMEL011050g1.t1
OG0008099	XP_039751784.1	HMEL013279g1.t1
OG0008100	XP_039758806.1	HMEL006976g1.t1
OG0008101	XP_039745381.1	HMEL010894g1.t1
OG0008102	XP_039761234.1	HMEL006979g1.t1
OG0008103	XP_039745526.1	HMEL010892g1.t1
OG0008104	XP_039745527.1	HMEL010891g1.t1
OG0008105	XP_039752519.1	HMEL033392g1.t1
OG0008106	XP_039752267.1	HMEL013272g1.t1
OG0008108	XP_039765625.1	HMEL010889g1.t1
OG0008109	XP_039754369.1	HMEL021392g1.t1
OG0008110	XP_039765928.1	HMEL010888g1.t1
OG0008111	XP_039749123.1	HMEL005137g1.t1
OG0008112	XP_039754036.1	HMEL005802g1.t1
OG0008113	XP_039764961.1	HMEL004242g1.t1
OG0008114	XP_039745908.1	HMEL004239g1.t1
OG0008115	XP_039748564.1	HMEL005135g1.t1
OG0008116	XP_039749115.1	HMEL022591-RA
OG0008117	XP_039754131.1	HMEL002412g1.t1
OG0008118	XP_039763130.1	HMEL017934g1.t1
OG0008119	XP_039751827.1	HMEL033431g1.t1
OG0008121	XP_039747383.1	HMEL035280g1.t1
OG0008122	XP_039750113.1	HMEL007880g1.t1
OG0008123	XP_039758353.1	HMEL009053g1.t1
OG0008124	XP_039746609.1	HMEL009616g1.t1
OG0008125	XP_039753872.1	HMEL032663g1.t1
OG0008126	XP_039752389.1	HMEL003598g1.t1
OG0008127	XP_039752716.1	HMEL017608g1.t1
OG0008128	XP_039765515.1	HMEL031005g1.t1
OG0008129	XP_039765141.1	HMEL014745g1.t1
OG0008130	XP_039765755.1	HMEL010881g1.t1
OG0008131	XP_039754370.1	HMEL002340g1.t1
OG0008132	XP_039765311.1	HMEL031003g1.t1
OG0008133	XP_039763763.1	HMEL011033g1.t1
OG0008134	XP_039747501.1	HMEL012358g1.t1
OG0008135	XP_039745279.1	HMEL003701g1.t1
OG0008136	XP_039756294.1	HMEL009059g1.t1
OG0008137	XP_039752236.1	HMEL010005g1.t1
OG0008138	XP_039747119.1	HMEL012352g1.t1
OG0008139	XP_039765915.1	HMEL003698g1.t1
OG0008140	XP_039765624.1	HMEL003697g1.t1
OG0008141	XP_039750054.1	HMEL017339g1.t1
OG0008142	XP_039752327.1	HMEL011255g1.t1
OG0008143	XP_039765745.1	HMEL003696g1.t1
OG0008144	XP_039758849.1	HMEL030923g1.t1
OG0008145	XP_039754164.1	HMEL009063g1.t1
OG0008146	XP_039752234.1	HMEL011254g1.t1
OG0008147	XP_039753163.1	HMEL009066g1.t1
OG0008148	XP_039746867.1	HMEL035271g1.t1
OG0008149	XP_039746895.1	HMEL008639g1.t1
OG0008150	XP_039752474.1	HMEL009068g1.t1
OG0008151	XP_039747293.1	HMEL008637g1.t1
OG0008152	XP_039747384.1	HMEL035268g1.t1
OG0008153	XP_039745286.1	HMEL030999g1.t1
OG0008154	XP_039765560.1	HMEL003689g1.t1
OG0008155	XP_039754554.1	HMEL006667g1.t1
OG0008156	XP_039752440.1	HMEL009076g1.t1
OG0008157	XP_039762522.1	HMEL033138g1.t1
OG0008158	XP_039752465.1	HMEL011683g1.t1
OG0008159	XP_039752368.1	HMEL011684g1.t1
OG0008160	XP_039748630.1	HMEL017353g1.t1
OG0008161	XP_039765314.1	HMEL017354g1.t1
OG0008162	XP_039765329.1	HMEL030597g1.t1
OG0008163	XP_039745201.1	HMEL007416g1.t1
OG0008164	XP_039765285.1	HMEL013096g1.t1
OG0008165	XP_039749271.1	HMEL011784g1.t1
OG0008166	XP_039754373.1	HMEL018114-RA
OG0008167	XP_039765726.1	HMEL007414g1.t1
OG0008168	XP_039765045.1	HMEL013094g1.t1
OG0008169	XP_039745931.1	HMEL006214g1.t1
OG0008171	XP_039746146.1	HMEL006212g1.t1
OG0008172	XP_039753786.1, XP_039753787.1	HMEL032642g1.t1
OG0008173	XP_039764834.1	HMEL033129g1.t1
OG0008174	XP_039746399.1	HMEL033782g1.t1
OG0008175	XP_039746187.1	HMEL033783g1.t1
OG0008176	XP_039752377.1	HMEL010273g1.t1
OG0008177	XP_039745975.1	HMEL006205g1.t1
OG0008178	XP_039754249.1	HMEL013113g1.t1
OG0008179	XP_039745127.1	HMEL007419g1.t1
OG0008180	XP_039746386.1	HMEL006203g1.t1
OG0008181	XP_039754569.1	HMEL013115g1.t1
OG0008182	XP_039745641.1	HMEL006202g1.t1
OG0008183	XP_039752431.1	HMEL009594g1.t1
OG0008184	XP_039752791.1	HMEL009595g1.t1
OG0008185	XP_039752360.1	HMEL009598g1.t1
OG0008186	XP_039752229.1	HMEL009599g1.t1
OG0008187	XP_039757547.1	HMEL017368g1.t1
OG0008188	XP_039752788.1	HMEL009603g1.t1
OG0008189	XP_039751735.1	HMEL009604g1.t1
OG0008190	XP_039754346.1	HMEL032656g1.t1
OG0008191	XP_039764429.1	HMEL013434g1.t1
OG0008192	XP_039754252.1	HMEL013366g1.t1
OG0008194	XP_039752125.1	HMEL009607g1.t1
OG0008195	XP_039756388.1	HMEL009081g1.t1
OG0008196	XP_039745746.1	HMEL007101g1.t1
OG0008197	XP_039745750.1	HMEL033788g1.t1
OG0008198	XP_039745986.1	HMEL007105g1.t1
OG0008199	XP_039751797.1	HMEL013257g1.t1
OG0008200	XP_039745898.1	HMEL007108g1.t1
OG0008201	XP_039756727.1	HMEL009083g1.t1
OG0008203	XP_039754450.1	HMEL009087g1.t1
OG0008204	XP_039745380.1	HMEL004528g1.t1
OG0008205	XP_039746273.1	HMEL006587g1.t1
OG0008206	XP_039763984.1	HMEL008794g1.t1
OG0008208	XP_039748484.1	HMEL030585g1.t1
OG0008209	XP_039746638.1	HMEL005834g1.t1
OG0008210	XP_039745754.1	HMEL006589g1.t1
OG0008211	XP_039745951.1	HMEL017375g1.t1
OG0008212	XP_039747213.1	HMEL005832g1.t1
OG0008213	XP_039762812.1	HMEL017377g1.t1
OG0008214	XP_039764833.1	HMEL033121g1.t1
OG0008215	XP_039764648.1	HMEL004713g1.t1
OG0008217	XP_039746981.1	HMEL021580g1.t1
OG0008218	XP_039761380.1	HMEL009091g1.t1
OG0008219	XP_039746709.1	HMEL035248g1.t1
OG0008220	XP_039747320.1	HMEL035249g1.t1
OG0008221	XP_039746254.1	HMEL006591g1.t1
OG0008222	XP_039764997.1	HMEL033117g1.t1
OG0008223	XP_039764996.1	HMEL004869g1.t1
OG0008224	XP_039755966.1	HMEL009095g1.t1
OG0008225	XP_039765155.1	HMEL010920g1.t1
OG0008226	XP_039764783.1	HMEL033111g1.t1
OG0008227	XP_039764839.1	HMEL010924g1.t1
OG0008228	XP_039745416.1	HMEL012004g1.t1
OG0008229	XP_039747170.1	HMEL006879g1.t1
OG0008230	XP_039765853.1	HMEL013669g1.t1
OG0008232	XP_039747061.1	HMEL035255g1.t1
OG0008233	XP_039747207.1	HMEL005714g1.t1
OG0008234	XP_039745873.1	HMEL006848g1.t1
OG0008235	XP_039749930.1	HMEL013651g1.t1
OG0008236	XP_039745774.1	HMEL033796g1.t1
OG0008237	XP_039749402.1	HMEL013639g1.t1
OG0008238	XP_039764594.1	HMEL033106g1.t1
OG0008239	XP_039746129.1	HMEL006840g1.t1
OG0008240	XP_039762953.1	HMEL016492g1.t1
OG0008241	XP_039763293.1	HMEL007233g1.t1
OG0008242	XP_039762557.1	HMEL016495g1.t1
OG0008243	XP_039765785.1	HMEL030985g1.t1
OG0008244	XP_039764949.1	HMEL033099g1.t1
OG0008245	XP_039760512.1	HMEL015497g1.t1
OG0008246	XP_039760431.1	HMEL015501g1.t1
OG0008247	XP_039764117.1	HMEL006384g1.t1
OG0008248	XP_039745261.1	HMEL015337g1.t1
OG0008249	XP_039745378.1	HMEL015339g1.t1
OG0008250	XP_039760935.1	HMEL015504g1.t1
OG0008251	XP_039745400.1	HMEL013820g1.t1
OG0008252	XP_039765480.1	HMEL013821g1.t1
OG0008253	XP_039765339.1	HMEL013822g1.t1
OG0008254	XP_039764114.1	HMEL012067g1.t1
OG0008255	XP_039757816.1	HMEL015988g1.t1
OG0008256	XP_039757703.1	HMEL015987g1.t1
OG0008257	XP_039760883.1	HMEL015985g1.t1
OG0008259	XP_039753380.1	HMEL015981g1.t1
OG0008261	XP_039756809.1	HMEL015977g1.t1
OG0008262	XP_039763843.1	HMEL035583g1.t1
OG0008263	XP_039761053.1	HMEL015973g1.t1
OG0008264	XP_039751948.1	HMEL015971g1.t1
OG0008265	XP_039761321.1	HMEL015970g1.t1
OG0008266	XP_039760182.1	HMEL006696g1.t1
OG0008267	XP_039755681.1	HMEL006692g1.t1
OG0008268	XP_039755661.1, XP_039755654.1	HMEL006690g1.t1
OG0008269	XP_039757472.1	HMEL030864g1.t1
OG0008270	XP_039764137.1	HMEL016653g1.t1
OG0008271	XP_039755808.1	HMEL007313g1.t1
OG0008273	XP_039758495.1	HMEL009722g1.t1
OG0008274	XP_039760065.1	HMEL030969g1.t1
OG0008275	XP_039755431.1	HMEL006645g1.t1
OG0008276	XP_039755531.1, XP_039755529.1	HMEL037633g1.t1
OG0008277	XP_039762490.1	HMEL011525g1.t1
OG0008278	XP_039747483.1	HMEL009625g1.t1
OG0008279	XP_039752766.1	HMEL030785g1.t1
OG0008280	XP_039757737.1	HMEL005000g1.t1
OG0008281	XP_039762615.1	HMEL015579g1.t1
OG0008282	XP_039757428.1	HMEL017543g1.t1
OG0008283	XP_039751372.1, XP_039751380.1	HMEL034725g1.t1
OG0008284	XP_039761707.1	HMEL014994g1.t1
OG0008285	XP_039748052.1	HMEL011197g1.t1, HMEL011196g1.t1
OG0008286	XP_039752157.1	HMEL003574g1.t1
OG0008287	XP_039750963.1	HMEL032346g1.t1, HMEL037012g1.t1, HMEL031369g1.t1, HMEL006885g1.t1
OG0008288	XP_039765620.1	HMEL015255g1.t1
OG0008289	XP_039758644.1	HMEL009833g1.t1, HMEL016304g1.t1
OG0008290	XP_039754223.1	HMEL032785g1.t1
OG0008291	XP_039757659.1, XP_039757660.1	HMEL002447g1.t1
OG0008293	XP_039752037.1	HMEL010606g1.t1
OG0008294	XP_039761843.1	HMEL013247g1.t1
OG0008295	XP_039757915.1	HMEL037962g1.t1
OG0008296	XP_039761541.1, XP_039761539.1	HMEL015669g1.t1
OG0008297	XP_039762621.1, XP_039762630.1	HMEL015820g1.t1
OG0008298	XP_039752225.1	HMEL035313g1.t1
OG0008299	XP_039756326.1, XP_039756327.1	HMEL036756g1.t1
OG0008300	XP_039759944.1	HMEL010767-RA
OG0008302	XP_039754024.1	HMEL016731g1.t1
OG0008303	XP_039758891.1	HMEL036533g1.t1
OG0008304	XP_039753363.1	HMEL011000g1.t1
