Orthogroup	Pararge_aegeria	Bicyclus_anynana
OG0009307	XP_039755372.1	Bany_14021-RA
OG0009308	XP_039746871.1	Bany_03124-RA
OG0009309	XP_039759949.1	Bany_17324-RA
OG0009310	XP_039746852.1	Bany_03125-RA
OG0009311	XP_039759948.1	Bany_17325-RA
OG0009312	XP_039754156.1	Bany_08360-RA
OG0009313	XP_039764122.1	Bany_07590-RA
OG0009314	XP_039764061.1	Bany_07591-RA
OG0009315	XP_039763492.1	Bany_07593-RA
OG0009316	XP_039746265.1	Bany_05615-RA
OG0009318	XP_039756528.1	Bany_14701-RA
OG0009319	XP_039746745.1, XP_039746744.1	Bany_03128-RA
OG0009320	XP_039746746.1	Bany_03129-RA
OG0009321	XP_039751417.1	Bany_06335-RA
OG0009322	XP_039756449.1	Bany_14704-RA
OG0009323	XP_039764068.1	Bany_07595-RA
OG0009324	XP_039764084.1	Bany_07596-RA
OG0009326	XP_039751999.1	Bany_01454-RA
OG0009327	XP_039758937.1	Bany_11660-RA
OG0009328	XP_039747321.1	Bany_03135-RA
OG0009329	XP_039753158.1	Bany_09065-RA
OG0009330	XP_039756748.1	Bany_14714-RA
OG0009331	XP_039759979.1	Bany_17329-RA
OG0009332	XP_039760116.1	Bany_17330-RA
OG0009333	XP_039758820.1	Bany_15245-RA
OG0009334	XP_039751747.1	Bany_01459-RA
OG0009335	XP_039763390.1	Bany_07601-RA
OG0009336	XP_039752535.1	Bany_01460-RA
OG0009337	XP_039750805.1	Bany_10968-RA, Bany_10967-RA
OG0009338	XP_039756062.1	Bany_14719-RA
OG0009339	XP_039759144.1	Bany_11671-RA
OG0009340	XP_039747035.1	Bany_03139-RA
OG0009341	XP_039757036.1	Bany_13445-RA, Bany_13446-RA
OG0009342	XP_039746991.1	Bany_03143-RA
OG0009343	XP_039749778.1	Bany_12184-RA
OG0009344	XP_039764162.1	Bany_07605-RA
OG0009345	XP_039747069.1	Bany_03146-RA
OG0009346	XP_039748282.1	Bany_16819-RA
OG0009347	XP_039747286.1	Bany_03147-RA
OG0009348	XP_039746698.1	Bany_03148-RA
OG0009349	XP_039748192.1	Bany_16823-RA
OG0009351	XP_039758933.1	Bany_11680-RA
OG0009352	XP_039759989.1	Bany_17336-RA
OG0009353	XP_039745393.1	Bany_00540-RA
OG0009355	XP_039746527.1	Bany_03150-RA
OG0009356	XP_039762529.1	Bany_03967-RA
OG0009357	XP_039754789.1	Bany_15846-RA
OG0009358	XP_039759383.1	Bany_11682-RA
OG0009359	XP_039757929.1	Bany_09766-RA
OG0009360	XP_039756805.1	Bany_13456-RA
OG0009361	XP_039763333.1	Bany_07614-RA
OG0009362	XP_039759950.1	Bany_17343-RA
OG0009363	XP_039756856.1	Bany_13458-RA
OG0009364	XP_039757063.1	Bany_13460-RA
OG0009365	XP_039764081.1	Bany_07618-RA
OG0009366	XP_039745783.1	Bany_05650-RA
OG0009367	XP_039759654.1	Bany_11686-RA
OG0009368	XP_039746461.1	Bany_05658-RA
OG0009369	XP_039749751.1	Bany_12210-RA
OG0009370	XP_039758875.1	Bany_15279-RA
OG0009371	XP_039745506.1	Bany_00552-RA
OG0009372	XP_039763905.1	Bany_07623-RA
OG0009373	XP_039759994.1	Bany_17349-RA
OG0009374	XP_039764982.1	Bany_03975-RA
OG0009375	XP_039757834.1	Bany_09772-RA
OG0009376	XP_039758550.1	Bany_04836-RA
OG0009377	XP_039760307.1	Bany_17355-RA
OG0009378	XP_039757859.1	Bany_09776-RA
OG0009379	XP_039752424.1	Bany_01504-RA
OG0009380	XP_039753700.1	Bany_09087-RA
OG0009381	XP_039745282.1	Bany_00557-RA
OG0009382	XP_039749558.1	Bany_12220-RA
OG0009383	XP_039753341.1	Bany_09090-RA, Bany_09091-RA
OG0009384	XP_039763210.1	Bany_07629-RA
OG0009386	XP_039757931.1	Bany_09779-RA
OG0009387	XP_039763555.1	Bany_07630-RA
OG0009388	XP_039749556.1	Bany_12227-RA
OG0009389	XP_039757437.1	Bany_09780-RA
OG0009390	XP_039746192.1	Bany_05671-RA
OG0009391	XP_039757742.1	Bany_09781-RA
OG0009393	XP_039765607.1, XP_039765608.1	Bany_00563-RA
OG0009394	XP_039750872.1	Bany_10980-RA
OG0009395	XP_039752897.1	Bany_09102-RA
OG0009396	XP_039759808.1	Bany_17359-RA
OG0009397	XP_039755700.1	Bany_14041-RA
OG0009398	XP_039755752.1	Bany_14042-RA
OG0009399	XP_039752134.1	Bany_02366-RA
OG0009401	XP_039765427.1	Bany_00571-RA
OG0009403	XP_039755941.1	Bany_14046-RA
OG0009404	XP_039755330.1	Bany_14047-RA
OG0009405	XP_039750949.1	Bany_10986-RA
OG0009406	XP_039748665.1	Bany_10352-RA
OG0009407	XP_039750548.1	Bany_10987-RA
OG0009409	XP_039754662.1	Bany_15866-RA
OG0009410	XP_039754663.1	Bany_15867-RA
OG0009411	XP_039758196.1	Bany_15304-RA
OG0009412	XP_039756190.1	Bany_14743-RA
OG0009413	XP_039756742.1	Bany_14744-RA
OG0009415	XP_039747950.1	Bany_16858-RA
OG0009416	XP_039755206.1	Bany_15872-RA
OG0009417	XP_039749870.1	Bany_02372-RA
OG0009418	XP_039747355.1	Bany_03163-RA
OG0009419	XP_039761589.1	Bany_04853-RA
OG0009420	XP_039763725.1	Bany_07662-RA
OG0009421	XP_039763547.1	Bany_07663-RA
OG0009422	XP_039746833.1	Bany_03164-RA
OG0009423	XP_039765810.1	Bany_00586-RA
OG0009424	XP_039747410.1, XP_039747408.1	Bany_03170-RA
OG0009425	XP_039753598.1	Bany_09121-RA
OG0009426	XP_039756159.1	Bany_14748-RA
OG0009427	XP_039756082.1	Bany_14749-RA
OG0009428	XP_039759478.1	Bany_11712-RA
OG0009429	XP_039754127.1	Bany_04867-RA
OG0009430	XP_039754820.1	Bany_04872-RA
OG0009431	XP_039756570.1	Bany_14752-RA
OG0009432	XP_039753509.1	Bany_09129-RA
OG0009433	XP_039756607.1	Bany_14753-RA
OG0009434	XP_039750697.1	Bany_10994-RA
OG0009435	XP_039755933.1	Bany_14072-RA
OG0009436	XP_039756204.1	Bany_14758-RA
OG0009437	XP_039756513.1	Bany_14759-RA
OG0009438	XP_039755860.1	Bany_14073-RA
OG0009439	XP_039755659.1	Bany_14077-RA
OG0009440	XP_039753567.1	Bany_09133-RA
OG0009441	XP_039755595.1	Bany_14078-RA
OG0009443	XP_039760002.1	Bany_17392-RA
OG0009444	XP_039765783.1	Bany_00604-RA
OG0009445	XP_039765139.1	Bany_03994-RA
OG0009446	XP_039755792.1	Bany_14080-RA
OG0009447	XP_039755575.1	Bany_14081-RA
OG0009448	XP_039749702.1	Bany_12256-RA
OG0009449	XP_039748893.1	Bany_15380-RA, Bany_11718-RA
OG0009450	XP_039747360.1	Bany_03175-RA
OG0009451	XP_039756295.1	Bany_14762-RA
OG0009452	XP_039765168.1	Bany_03996-RA
OG0009453	XP_039758265.1	Bany_15312-RA
OG0009454	XP_039754983.1	Bany_15885-RA
OG0009455	XP_039748237.1	Bany_16908-RA
OG0009456	XP_039760317.1	Bany_17398-RA
OG0009457	XP_039765574.1	Bany_00612-RA
OG0009458	XP_039747972.1	Bany_16910-RA
OG0009459	XP_039754167.1	Bany_08408-RA
OG0009460	XP_039748307.1	Bany_16911-RA
OG0009461	XP_039748466.1	Bany_16917-RA
OG0009462	XP_039752346.1	Bany_01536-RA
OG0009463	XP_039757434.1	Bany_09821-RA
OG0009465	XP_039759614.1	Bany_11732-RA
OG0009466	XP_039761612.1	Bany_07059-RA
OG0009468	XP_039759538.1	Bany_11735-RA
OG0009469	XP_039746494.1	Bany_03181-RA
OG0009470	XP_039764772.1	Bany_04017-RA
OG0009471	XP_039759651.1	Bany_11739-RA
OG0009472	XP_039754792.1	Bany_15894-RA
OG0009474	XP_039764969.1	Bany_04020-RA
OG0009475	XP_039754676.1	Bany_15898-RA
OG0009476	XP_039756480.1	Bany_14782-RA
OG0009477	XP_039759068.1	Bany_11750-RA
OG0009478	XP_039759067.1	Bany_11751-RA
OG0009479	XP_039747450.1	Bany_03184-RA
OG0009480	XP_039746124.1	Bany_05689-RA
OG0009482	XP_039755995.1	Bany_14788-RA
OG0009483	XP_039745607.1	Bany_05695-RA
OG0009484	XP_039755829.1	Bany_14107-RA
OG0009485	XP_039756025.1	Bany_14792-RA
OG0009486	XP_039747094.1	Bany_03186-RA
OG0009487	XP_039746575.1	Bany_03187-RA
OG0009488	XP_039749464.1	Bany_12277-RA
OG0009489	XP_039749069.1	Bany_10382-RA
OG0009491	XP_039757474.1	Bany_09843-RA
OG0009492	XP_039757476.1	Bany_09845-RA
OG0009493	XP_039757475.1	Bany_09846-RA
OG0009494	XP_039762803.1	Bany_04032-RA
OG0009495	XP_039749644.1	Bany_12280-RA
OG0009496	XP_039756312.1	Bany_14795-RA
OG0009497	XP_039755686.1	Bany_14117-RA
OG0009498	XP_039764544.1	Bany_04034-RA
OG0009499	XP_039750974.1	Bany_11009-RA
OG0009500	XP_039754815.1	Bany_15903-RA
OG0009501	XP_039765749.1	Bany_00634-RA
OG0009502	XP_039756344.1	Bany_14803-RA
OG0009503	XP_039750370.1	Bany_11012-RA
OG0009504	XP_039756246.1	Bany_14804-RA
OG0009505	XP_039757694.1	Bany_09855-RA
OG0009506	XP_039757939.1	Bany_09858-RA
OG0009507	XP_039761754.1	Bany_07075-RA
OG0009508	XP_039764749.1	Bany_04043-RA
OG0009509	XP_039749642.1	Bany_12282-RA
OG0009510	XP_039764899.1	Bany_04048-RA
OG0009511	XP_039764898.1	Bany_04049-RA
OG0009512	XP_039761665.1	Bany_07080-RA
OG0009513	XP_039747025.1	Bany_03194-RA
OG0009514	XP_039747026.1	Bany_03195-RA
OG0009515	XP_039746922.1	Bany_03199-RA
OG0009516	XP_039761410.1	Bany_07085-RA
OG0009517	XP_039746919.1	Bany_03200-RA
OG0009518	XP_039749483.1	Bany_12291-RA
OG0009519	XP_039755505.1	Bany_14148-RA
OG0009520	XP_039755692.1	Bany_14149-RA
OG0009521	XP_039758237.1	Bany_15351-RA
OG0009522	XP_039748917.1	Bany_10391-RA
OG0009523	XP_039750971.1	Bany_11018-RA
OG0009524	XP_039750398.1	Bany_11019-RA
OG0009525	XP_039750397.1	Bany_11020-RA
OG0009526	XP_039749370.1	Bany_12294-RA
OG0009527	XP_039764041.1	Bany_07706-RA
OG0009528	XP_039754713.1	Bany_15927-RA
OG0009529	XP_039755730.1	Bany_14155-RA
OG0009530	XP_039755082.1	Bany_15931-RA
OG0009531	XP_039747366.1	Bany_03202-RA
OG0009532	XP_039750940.1	Bany_11023-RA
OG0009533	XP_039746961.1	Bany_03203-RA
OG0009534	XP_039755337.1	Bany_14160-RA
OG0009535	XP_039746927.1	Bany_03204-RA
OG0009536	XP_039752200.1	Bany_01583-RA
OG0009537	XP_039760668.1	Bany_04913-RA
OG0009538	XP_039754888.1	Bany_15934-RA
OG0009539	XP_039754272.1	Bany_08439-RA
OG0009540	XP_039752737.1	Bany_01587-RA
OG0009541	XP_039754606.1	Bany_15941-RA
OG0009542	XP_039752406.1	Bany_01595-RA
OG0009543	XP_039751396.1	Bany_06405-RA
OG0009544	XP_039752999.1	Bany_09182-RA
OG0009545	XP_039764600.1	Bany_04061-RA
OG0009546	XP_039753734.1	Bany_09184-RA
OG0009547	XP_039761771.1	Bany_07099-RA
OG0009548	XP_039749244.1	Bany_10395-RA
OG0009549	XP_039752188.1	Bany_01599-RA
OG0009550	XP_039764605.1	Bany_04066-RA
OG0009551	XP_039764601.1	Bany_04067-RA
OG0009552	XP_039748911.1	Bany_10397-RA
OG0009554	XP_039763705.1	Bany_07710-RA
OG0009555	XP_039754957.1	Bany_15946-RA
OG0009556	XP_039755155.1	Bany_15949-RA
OG0009557	XP_039755104.1	Bany_15950-RA
OG0009558	XP_039753800.1	Bany_08451-RA
OG0009559	XP_039749248.1	Bany_10406-RA
OG0009560	XP_039758634.1	Bany_15364-RA
OG0009561	XP_039749954.1	Bany_12313-RA
OG0009562	XP_039754747.1	Bany_15955-RA
OG0009563	XP_039764118.1	Bany_07712-RA
OG0009564	XP_039760521.1	Bany_02416-RA
OG0009565	XP_039764220.1	Bany_04072-RA
OG0009566	XP_039754994.1	Bany_15959-RA
OG0009567	XP_039754769.1	Bany_15960-RA
OG0009568	XP_039746587.1	Bany_03211-RA
OG0009569	XP_039754624.1	Bany_15962-RA
OG0009570	XP_039761799.1	Bany_07108-RA
OG0009571	XP_039746583.1	Bany_03212-RA
OG0009572	XP_039754764.1	Bany_15964-RA
OG0009573	XP_039754851.1	Bany_15966-RA
OG0009574	XP_039758562.1	Bany_15374-RA
OG0009576	XP_039746753.1	Bany_02420-RA
OG0009577	XP_039751384.1	Bany_06429-RA
OG0009578	XP_039753980.1	Bany_08455-RA
OG0009579	XP_039753304.1	Bany_09196-RA
OG0009580	XP_039761659.1	Bany_07115-RA
OG0009581	XP_039755145.1	Bany_15971-RA
OG0009582	XP_039759968.1	Bany_15972-RA
OG0009584	XP_039748835.1	Bany_10421-RA
OG0009585	XP_039746679.1	Bany_03228-RA
OG0009586	XP_039763509.1	Bany_07722-RA
OG0009587	XP_039759234.1	Bany_11807-RA
OG0009588	XP_039748806.1	Bany_10425-RA
OG0009589	XP_039745218.1	Bany_02432-RA
OG0009590	XP_039763784.1	Bany_04084-RA
OG0009591	XP_039753185.1	Bany_09206-RA
OG0009592	XP_039755088.1	Bany_15982-RA
OG0009593	XP_039751800.1	Bany_01618-RA
OG0009594	XP_039747473.1	Bany_03233-RA
OG0009595	XP_039754641.1	Bany_15983-RA
OG0009596	XP_039754840.1	Bany_15985-RA
OG0009597	XP_039754838.1	Bany_15986-RA
OG0009598	XP_039755162.1	Bany_15987-RA
OG0009599	XP_039755190.1	Bany_15988-RA
OG0009600	XP_039753207.1	Bany_09213-RA
OG0009601	XP_039747326.1	Bany_03239-RA
OG0009603	XP_039752682.1	Bany_01624-RA
OG0009604	XP_039764893.1	Bany_04096-RA
OG0009606	XP_039752153.1	Bany_01628-RA
OG0009607	XP_039765588.1	Bany_00705-RA
OG0009608	XP_039765587.1	Bany_00706-RA
OG0009609	XP_039751270.1	Bany_06446-RA
OG0009610	XP_039745281.1	Bany_00711-RA
OG0009611	XP_039765619.1	Bany_00714-RA
OG0009612	XP_039755735.1	Bany_14192-RA
OG0009613	XP_039756701.1	Bany_14862-RA
OG0009614	XP_039764516.1	Bany_04105-RA
OG0009615	XP_039753193.1	Bany_09226-RA
OG0009616	XP_039754463.1	Bany_08497-RA
OG0009617	XP_039757110.1	Bany_13576-RA
OG0009618	XP_039749079.1	Bany_10440-RA
OG0009620	XP_039761388.1	Bany_04957-RA
OG0009621	XP_039748617.1	Bany_10444-RA
OG0009622	XP_039746996.1	Bany_03249-RA
OG0009623	XP_039758613.1	Bany_04965-RA
OG0009624	XP_039750754.1	Bany_11072-RA
OG0009625	XP_039765772.1	Bany_00724-RA
OG0009626	XP_039754409.1	Bany_08519-RA
OG0009627	XP_039753958.1	Bany_08520-RA
OG0009628	XP_039761530.1	Bany_07145-RA
OG0009629	XP_039753009.1	Bany_09239-RA
OG0009631	XP_039757189.1	Bany_13585-RA
OG0009632	XP_039757255.1	Bany_13587-RA
OG0009633	XP_039750600.1	Bany_11075-RA
OG0009634	XP_039746408.1	Bany_05744-RA
OG0009635	XP_039755645.1	Bany_14198-RA
OG0009636	XP_039752324.1	Bany_01651-RA
OG0009637	XP_039754362.1, XP_039754930.1	Bany_04120-RA
OG0009638	XP_039761185.1	Bany_04972-RA
OG0009639	XP_039745515.1	Bany_00745-RA
OG0009640	XP_039763308.1	Bany_07768-RA
OG0009641	XP_039755534.1	Bany_14205-RA
OG0009642	XP_039756508.1	Bany_04979-RA
OG0009643	XP_039749253.1	Bany_10455-RA
OG0009644	XP_039755633.1	Bany_14209-RA
OG0009645	XP_039758130.1	Bany_04981-RA
OG0009647	XP_039761763.1	Bany_02464-RA
OG0009648	XP_039751205.1	Bany_06484-RA
OG0009649	XP_039746238.1	Bany_05763-RA
OG0009650	XP_039754061.1	Bany_08530-RA
OG0009651	XP_039746520.1	Bany_03289-RA
OG0009653	XP_039745893.1	Bany_05770-RA
OG0009654	XP_039745435.1	Bany_02466-RA
OG0009656	XP_039753288.1	Bany_09269-RA
OG0009657	XP_039750569.1	Bany_11100-RA
OG0009658	XP_039746743.1	Bany_03295-RA
OG0009659	XP_039751239.1	Bany_06497-RA
OG0009660	XP_039746526.1	Bany_03299-RA
OG0009661	XP_039751554.1	Bany_06500-RA
OG0009662	XP_039751758.1	Bany_01671-RA
OG0009663	XP_039747199.1	Bany_03306-RA
OG0009664	XP_039753859.1	Bany_04995-RA
OG0009665	XP_039745836.1	Bany_02476-RA
OG0009666	XP_039747153.1	Bany_03313-RA
OG0009667	XP_039747169.1	Bany_03314-RA
OG0009668	XP_039750211.1	Bany_11110-RA
OG0009669	XP_039754057.1	Bany_08561-RA
OG0009670	XP_039755568.1	Bany_14226-RA
OG0009671	XP_039752365.1	Bany_01678-RA
OG0009672	XP_039747243.1	Bany_03320-RA
OG0009674	XP_039752252.1	Bany_01682-RA
OG0009675	XP_039763827.1	Bany_07786-RA
OG0009676	XP_039747183.1	Bany_03322-RA
OG0009677	XP_039746926.1	Bany_03323-RA
OG0009678	XP_039747202.1	Bany_03324-RA
OG0009679	XP_039747022.1	Bany_03326-RA
OG0009680	XP_039755779.1	Bany_14247-RA
OG0009681	XP_039751934.1	Bany_01687-RA
OG0009682	XP_039764808.1	Bany_04143-RA
OG0009683	XP_039753238.1	Bany_09285-RA
OG0009684	XP_039761502.1	Bany_05012-RA
OG0009685	XP_039750010.1	Bany_12386-RA
OG0009687	XP_039764198.1	Bany_07791-RA
OG0009688	XP_039753520.1	Bany_09291-RA
OG0009689	XP_039763116.1	Bany_07794-RA
OG0009690	XP_039749258.1	Bany_10477-RA
OG0009691	XP_039749800.1	Bany_12391-RA
OG0009692	XP_039752761.1	Bany_01697-RA
OG0009693	XP_039745630.1	Bany_05795-RA
OG0009694	XP_039748619.1	Bany_10485-RA
OG0009695	XP_039751454.1	Bany_06539-RA
OG0009696	XP_039752767.1	Bany_01701-RA
OG0009698	XP_039750184.1	Bany_12405-RA
OG0009699	XP_039749262.1	Bany_10496-RA
OG0009700	XP_039763055.1	Bany_04172-RA
OG0009702	XP_039749958.1	Bany_02523-RA
OG0009703	XP_039746736.1	Bany_03336-RA
OG0009704	XP_039763109.1	Bany_07812-RA
OG0009705	XP_039751884.1	Bany_01722-RA
OG0009706	XP_039763661.1	Bany_07814-RA
OG0009707	XP_039746812.1	Bany_03341-RA
OG0009708	XP_039764663.1	Bany_04179-RA
OG0009709	XP_039763764.1	Bany_07817-RA
OG0009710	XP_039747191.1	Bany_03345-RA
OG0009711	XP_039765279.1, XP_039752544.1	Bany_01727-RA
OG0009712	XP_039751831.1	Bany_01728-RA
OG0009713	XP_039746925.1	Bany_03348-RA
OG0009714	XP_039748645.1	Bany_10505-RA
OG0009715	XP_039764533.1	Bany_04180-RA
OG0009716	XP_039746567.1	Bany_03355-RA
OG0009717	XP_039764693.1	Bany_04182-RA
OG0009718	XP_039765269.1	Bany_04183-RA
OG0009719	XP_039764173.1	Bany_07824-RA
OG0009720	XP_039752388.1	Bany_01731-RA
OG0009721	XP_039747224.1	Bany_03359-RA
OG0009722	XP_039764530.1	Bany_04186-RA
OG0009723	XP_039746497.1	Bany_03364-RA
OG0009724	XP_039747253.1	Bany_03365-RA
OG0009725	XP_039763428.1	Bany_07830-RA
OG0009727	XP_039747503.1	Bany_03369-RA
OG0009728	XP_039747502.1	Bany_03370-RA
OG0009729	XP_039747310.1	Bany_03376-RA, Bany_03371-RA
OG0009730	XP_039747291.1	Bany_03372-RA
OG0009731	XP_039752358.1	Bany_01741-RA
OG0009733	XP_039749806.1	Bany_12423-RA
OG0009734	XP_039750152.1	Bany_12424-RA
OG0009735	XP_039746543.1	Bany_03381-RA
OG0009736	XP_039764559.1	Bany_04200-RA
OG0009737	XP_039746896.1	Bany_03384-RA
OG0009738	XP_039745089.1	Bany_00829-RA
OG0009739	XP_039746715.1	Bany_02544-RA
OG0009740	XP_039763932.1	Bany_07845-RA
OG0009741	XP_039765193.1	Bany_04208-RA
OG0009742	XP_039752694.1	Bany_01755-RA
OG0009743	XP_039764527.1	Bany_04210-RA
OG0009744	XP_039752021.1	Bany_08617-RA
OG0009746	XP_039747486.1	Bany_03396-RA
OG0009747	XP_039754442.1	Bany_08619-RA
OG0009748	XP_039747491.1	Bany_03397-RA
OG0009749	XP_039754050.1	Bany_08620-RA
OG0009750	XP_039748899.1	Bany_10538-RA
OG0009751	XP_039753790.1	Bany_08628-RA
OG0009752	XP_039752539.1	Bany_01760-RA
OG0009753	XP_039765144.1	Bany_04225-RA
OG0009754	XP_039752423.1	Bany_01769-RA
OG0009755	XP_039764541.1	Bany_04231-RA
OG0009756	XP_039755287.1	Bany_02561-RA
OG0009757	XP_039746075.1	Bany_05821-RA
OG0009758	XP_039745744.1	Bany_05823-RA
OG0009759	XP_039764324.1	Bany_04240-RA
OG0009760	XP_039751392.1	Bany_01797-RA
OG0009761	XP_039746779.1	Bany_03405-RA
OG0009762	XP_039748641.1	Bany_02568-RA
OG0009763	XP_039763818.1	Bany_07862-RA
OG0009764	XP_039746347.1	Bany_05837-RA
OG0009765	XP_039745394.1	Bany_00858-RA
OG0009766	XP_039758105.1	Bany_05104-RA
OG0009767	XP_039764522.1	Bany_04257-RA
OG0009768	XP_039747322.1	Bany_03417-RA
OG0009769	XP_039747309.1	Bany_03433-RA
OG0009770	XP_039746849.1	Bany_02583-RA
OG0009771	XP_039746383.1	Bany_05843-RA
OG0009772	XP_039745875.1	Bany_05849-RA
OG0009773	XP_039745989.1	Bany_05851-RA
OG0009774	XP_039765057.1	Bany_04272-RA
OG0009775	XP_039746430.1	Bany_05857-RA
OG0009776	XP_039763686.1	Bany_07877-RA
OG0009777	XP_039762546.1	Bany_04284-RA
OG0009778	XP_039755293.1	Bany_05118-RA
OG0009779	XP_039764093.1	Bany_07888-RA
OG0009780	XP_039763216.1	Bany_07890-RA
OG0009781	XP_039765340.1	Bany_00888-RA
OG0009782	XP_039757828.1	Bany_05132-RA
OG0009783	XP_039745130.1	Bany_00900-RA
OG0009784	XP_039765341.1	Bany_00913-RA
OG0009785	XP_039753357.1	Bany_05140-RA
OG0009786	XP_039753405.1	Bany_05142-RA
OG0009787	XP_039755339.1	Bany_05144-RA
OG0009788	XP_039754226.1	Bany_05149-RA
OG0009789	XP_039755704.1	Bany_05161-RA
OG0009790	XP_039761312.1	Bany_05170-RA
OG0010017	XP_039749706.1	Bany_11825-RA
OG0010018	XP_039760655.1	Bany_17692-RA
OG0010022	XP_039762306.1	Bany_12448-RA
OG0010024	XP_039757993.1	Bany_09339-RA
OG0010025	XP_039757882.1, XP_039757883.1	Bany_09340-RA
OG0010026	XP_039750165.1	Bany_16038-RA, Bany_16688-RA, Bany_09559-RA, Bany_06058-RA, Bany_12408-RA
OG0010027	XP_039761627.1	Bany_06552-RA
OG0010028	XP_039761706.1	Bany_06555-RA
OG0010029	XP_039753311.1	Bany_08662-RA
OG0010030	XP_039764762.1	Bany_04313-RA, Bany_16272-RA, Bany_16748-RA, Bany_01913-RA, Bany_01910-RA
OG0010032	XP_039752035.1	Bany_00941-RA
OG0010033	XP_039756329.1	Bany_14273-RA, Bany_14272-RA
OG0010035	XP_039762749.1	Bany_16046-RA
OG0010037	XP_039759914.1	Bany_14901-RA
OG0010039	XP_039746198.1	Bany_05197-RA
OG0010041	XP_039757404.1	Bany_13037-RA
OG0010042	XP_039754967.1	Bany_15478-RA
OG0010044	XP_039745806.1	Bany_05200-RA
OG0010046	XP_039761868.1	Bany_04333-RA
OG0010047	XP_039750189.1	Bany_01870-RA
OG0010050	XP_039756269.1	Bany_04340-RA
OG0010051	XP_039758527.1	Bany_04343-RA
OG0010052	XP_039756331.1	Bany_14306-RA
OG0010053	XP_039757407.1	Bany_13048-RA
OG0010054	XP_039755764.1	Bany_13659-RA
OG0010055	XP_039763490.1	Bany_04348-RA
OG0010058	XP_039752271.1	Bany_00986-RA
OG0010059	XP_039752149.1	Bany_00990-RA
OG0010060	XP_039765940.1	Bany_01898-RA
OG0010061	XP_039754225.1	Bany_07989-RA
OG0010063	XP_039754721.1	Bany_04374-RA
OG0010064	XP_039757282.1	Bany_13064-RA
OG0010065	XP_039758053.1	Bany_09369-RA
OG0010066	XP_039746257.1	Bany_05231-RA
OG0010067	XP_039750848.1	Bany_10643-RA
OG0010068	XP_039758855.1	Bany_14939-RA
OG0010069	XP_039751672.1	Bany_05919-RA
OG0010070	XP_039757413.1	Bany_13072-RA
OG0010071	XP_039757414.1	Bany_13073-RA
OG0010072	XP_039757530.1, XP_039757529.1, XP_039757528.1	Bany_09376-RA
OG0010074	XP_039765567.1	Bany_00048-RA
OG0010075	XP_039757571.1	Bany_09382-RA
OG0010076	XP_039745243.1	Bany_00062-RA
OG0010077	XP_039762434.1	Bany_12552-RA
OG0010078	XP_039750026.1	Bany_11865-RA
OG0010079	XP_039755502.1	Bany_13712-RA
OG0010080	XP_039754104.1	Bany_07999-RA
OG0010081	XP_039757102.1	Bany_13113-RA
OG0010082	XP_039765621.1	Bany_00078-RA
OG0010083	XP_039749006.1	Bany_09973-RA
OG0010084	XP_039754823.1	Bany_15537-RA
OG0010085	XP_039748118.1	Bany_06608-RA
OG0010086	XP_039745034.1	Bany_00085-RA
OG0010087	XP_039759327.1	Bany_11199-RA
OG0010089	XP_039757190.1	Bany_13123-RA
OG0010090	XP_039759396.1	Bany_11207-RA
OG0010091	XP_039749112.1	Bany_09975-RA
OG0010092	XP_039755234.1	Bany_15544-RA
OG0010093	XP_039746573.1	Bany_02699-RA
OG0010094	XP_039758593.1	Bany_14955-RA
OG0010095	XP_039754716.1	Bany_15548-RA
OG0010097	XP_039753929.1	Bany_08016-RA
OG0010099	XP_039746932.1	Bany_02705-RA
OG0010100	XP_039757395.1	Bany_13132-RA
OG0010101	XP_039757394.1	Bany_13135-RA
OG0010102	XP_039760432.1	Bany_17772-RA, Bany_17770-RA
OG0010104	XP_039765924.1	Bany_00098-RA
OG0010105	XP_039762286.1	Bany_12586-RA
OG0010107	XP_039750622.1	Bany_10690-RA
OG0010108	XP_039745485.1	Bany_00338-RA, Bany_00337-RA, Bany_14370-RA, Bany_00305-RA, Bany_00340-RA, Bany_00339-RA
OG0010109	XP_039759660.1	Bany_11244-RA
OG0010110	XP_039759404.1	Bany_11245-RA
OG0010111	XP_039761135.1	Bany_17492-RA
OG0010112	XP_039755036.1, XP_039755242.1	Bany_07256-RA
OG0010114	XP_039750492.1	Bany_10696-RA
OG0010115	XP_039757388.1	Bany_13156-RA
OG0010116	XP_039747352.1	Bany_02728-RA
OG0010118	XP_039747773.1	Bany_16545-RA
OG0010119	XP_039754701.1	Bany_15576-RA
OG0010120	XP_039745232.1	Bany_00126-RA
OG0010121	XP_039750885.1	Bany_10699-RA
OG0010122	XP_039755585.1	Bany_13750-RA
OG0010123	XP_039762744.1	Bany_16178-RA
OG0010124	XP_039749307.1	Bany_09991-RA
OG0010125	XP_039761292.1	Bany_17499-RA
OG0010126	XP_039761121.1	Bany_17502-RA
OG0010127	XP_039746467.1	Bany_05290-RA
OG0010128	XP_039749272.1	Bany_01971-RA
OG0010129	XP_039745217.1	Bany_00136-RA
OG0010130	XP_039763995.1	Bany_07267-RA
OG0010131	XP_039758542.1	Bany_14977-RA
OG0010132	XP_039747620.1	Bany_16559-RA
OG0010133	XP_039757692.1	Bany_09431-RA
OG0010134	XP_039760946.1	Bany_04451-RA
OG0010135	XP_039760642.1	Bany_17801-RA
OG0010136	XP_039758517.1	Bany_14983-RA
