Orthogroup	Pararge_aegeria	Junonia_coenia
OG0007205	XP_039765522.1	JC_00367-RA
OG0007206	XP_039752956.1	JC_07538-RA
OG0007207	XP_039759509.1	JC_10356-RA
OG0007208	XP_039756435.1	JC_10898-RA
OG0007209	XP_039751972.1	JC_11996-RA
OG0007210	XP_039760149.1	JC_13258-RA
OG0007211	XP_039760100.1	JC_13259-RA
OG0007212	XP_039751363.1	JC_09375-RA
OG0007213	XP_039753266.1	JC_07536-RA
OG0007215	XP_039761807.1	JC_01273-RA
OG0007216	XP_039753450.1	JC_07661-RA
OG0007217	XP_039753713.1	JC_07662-RA
OG0007218	XP_039764746.1	JC_08347-RA
OG0007219	XP_039753574.1	JC_07663-RA
OG0007220	XP_039764747.1	JC_08348-RA
OG0007221	XP_039755380.1	JC_07115-RA
OG0007222	XP_039754255.1	JC_03258-RA
OG0007223	XP_039765208.1	JC_08352-RA
OG0007225	XP_039765211.1	JC_08354-RA
OG0007226	XP_039764753.1	JC_08355-RA
OG0007227	XP_039756007.1	JC_10903-RA
OG0007228	XP_039756324.1	JC_10905-RA
OG0007229	XP_039753030.1	JC_07671-RA
OG0007230	XP_039759202.1	JC_10359-RA
OG0007231	XP_039745829.1	JC_02728-RA
OG0007232	XP_039761744.1	JC_15338-RA
OG0007233	XP_039756619.1	JC_10908-RA
OG0007234	XP_039753619.1	JC_07673-RA
OG0007235	XP_039756320.1	JC_10911-RA
OG0007236	XP_039755079.1	JC_05246-RA
OG0007237	XP_039756359.1	JC_10914-RA
OG0007238	XP_039745866.1	JC_02734-RA
OG0007239	XP_039764501.1	JC_08359-RA
OG0007240	XP_039753624.1	JC_07675-RA
OG0007241	XP_039751416.1	JC_09373-RA
OG0007242	XP_039753505.1	JC_07676-RA
OG0007243	XP_039753506.1	JC_07677-RA
OG0007244	XP_039749523.1	JC_08798-RA
OG0007245	XP_039750073.1	JC_08796-RA
OG0007246	XP_039752238.1	JC_12191-RA
OG0007247	XP_039752937.1	JC_07682-RA
OG0007248	XP_039752607.1	JC_12190-RA
OG0007249	XP_039761547.1	JC_15499-RA
OG0007250	XP_039761548.1	JC_15501-RA
OG0007251	XP_039753739.1	JC_07685-RA
OG0007252	XP_039752646.1	JC_12188-RA
OG0007253	XP_039759189.1	JC_10362-RA
OG0007254	XP_039753157.1	JC_07688-RA
OG0007255	XP_039755903.1	JC_07249-RA
OG0007257	XP_039749717.1	JC_08793-RA
OG0007258	XP_039753343.1	JC_07689-RA
OG0007259	XP_039756265.1	JC_10922-RA
OG0007260	XP_039757242.1	JC_11251-RA
OG0007261	XP_039760838.1	JC_14774-RA
OG0007262	XP_039759191.1	JC_10363-RA
OG0007265	XP_039751567.1	JC_09372-RA
OG0007266	XP_039757059.1	JC_11254-RA
OG0007267	XP_039756909.1	JC_11256-RA
OG0007268	XP_039763245.1	JC_02197-RA
OG0007270	XP_039763233.1	JC_02194-RA
OG0007271	XP_039756270.1	JC_10928-RA
OG0007272	XP_039759550.1	JC_10369-RA
OG0007273	XP_039756941.1	JC_11260-RA
OG0007274	XP_039764851.1	JC_13660-RA
OG0007275	XP_039755073.1	JC_05240-RA
OG0007276	XP_039755072.1	JC_05239-RA
OG0007277	XP_039765714.1	JC_13658-RA, JC_13654-RA
OG0007278	XP_039759842.1	JC_13268-RA
OG0007279	XP_039753792.1	JC_03255-RA
OG0007281	XP_039753969.1	JC_03254-RA
OG0007282	XP_039749745.1	JC_08954-RA
OG0007283	XP_039749746.1	JC_08953-RA
OG0007284	XP_039761425.1	JC_01285-RA
OG0007285	XP_039751633.1	JC_09370-RA
OG0007286	XP_039760144.1	JC_13269-RA
OG0007287	XP_039749735.1, XP_039749942.1	JC_08956-RA
OG0007288	XP_039752592.1	JC_12011-RA
OG0007289	XP_039753852.1, XP_039753851.1	JC_03252-RA
OG0007290	XP_039752673.1	JC_12014-RA
OG0007291	XP_039746155.1	JC_02742-RA
OG0007292	XP_039752676.1	JC_12015-RA
OG0007293	XP_039751638.1	JC_09368-RA
OG0007294	XP_039747866.1	JC_13753-RA
OG0007295	XP_039759265.1	JC_10373-RA, JC_10374-RA
OG0007296	XP_039746310.1	JC_02744-RA
OG0007297	XP_039759267.1	JC_10375-RA
OG0007298	XP_039746276.1	JC_02746-RA
OG0007299	XP_039751729.1	JC_09366-RA
OG0007300	XP_039756947.1	JC_11263-RA
OG0007301	XP_039752751.1	JC_12018-RA
OG0007303	XP_039760402.1	JC_14782-RA
OG0007304	XP_039761331.1	JC_01288-RA
OG0007305	XP_039748681.1	JC_04863-RA
OG0007306	XP_039752589.1	JC_12022-RA
OG0007307	XP_039763067.1	JC_13651-RA, JC_13645-RA
OG0007308	XP_039749282.1	JC_04862-RA
OG0007309	XP_039752044.1	JC_12023-RA
OG0007310	XP_039754381.1	JC_03247-RA
OG0007311	XP_039764587.1	JC_08364-RA
OG0007312	XP_039764813.1	JC_13650-RA
OG0007313	XP_039748900.1	JC_04861-RA
OG0007314	XP_039759832.1	JC_13272-RA
OG0007315	XP_039758734.1	JC_05698-RA
OG0007316	XP_039764725.1	JC_08365-RA
OG0007317	XP_039764726.1	JC_08366-RA
OG0007318	XP_039758243.1	JC_05702-RA
OG0007319	XP_039765196.1	JC_08368-RA
OG0007320	XP_039757307.1	JC_11266-RA
OG0007321	XP_039754502.1	JC_03246-RA
OG0007322	XP_039751639.1	JC_09365-RA
OG0007323	XP_039758228.1	JC_05703-RA
OG0007324	XP_039749786.1	JC_08963-RA
OG0007325	XP_039754095.1	JC_03242-RA
OG0007326	XP_039752804.1	JC_12025-RA
OG0007327	XP_039758226.1	JC_05705-RA
OG0007328	XP_039758367.1	JC_05706-RA
OG0007329	XP_039749764.1	JC_08965-RA
OG0007330	XP_039755050.1	JC_05227-RA
OG0007332	XP_039750948.1	JC_06546-RA
OG0007333	XP_039755049.1	JC_05226-RA
OG0007335	XP_039753008.1	JC_07695-RA
OG0007336	XP_039748065.1	JC_13759-RA
OG0007337	XP_039757544.1	JC_12307-RA
OG0007338	XP_039747756.1	JC_13761-RA
OG0007339	XP_039759870.1	JC_13282-RA
OG0007340	XP_039747757.1	JC_13762-RA
OG0007341	XP_039754001.1	JC_03241-RA
OG0007342	XP_039755602.1	JC_07109-RA
OG0007344	XP_039748439.1	JC_13766-RA
OG0007345	XP_039757263.1	JC_11155-RA
OG0007346	XP_039757289.1	JC_11152-RA
OG0007347	XP_039755194.1	JC_05224-RA
OG0007348	XP_039764421.1	JC_08421-RA
OG0007349	XP_039758272.1	JC_05720-RA
OG0007350	XP_039748263.1	JC_13770-RA
OG0007351	XP_039763510.1	JC_02173-RA
OG0007352	XP_039756818.1	JC_11149-RA
OG0007353	XP_039765191.1	JC_08419-RA
OG0007354	XP_039755724.1	JC_07103-RA
OG0007355	XP_039750161.1	JC_08971-RA
OG0007356	XP_039750162.1	JC_08972-RA
OG0007357	XP_039746258.1	JC_02935-RA
OG0007358	XP_039763730.1	JC_02171-RA
OG0007359	XP_039747534.1	JC_13772-RA
OG0007360	XP_039749777.1	JC_08973-RA
OG0007361	XP_039765194.1	JC_08418-RA
OG0007362	XP_039753466.1	JC_07700-RA
OG0007363	XP_039752719.1	JC_12033-RA
OG0007364	XP_039749736.1	JC_08975-RA
OG0007365	XP_039752720.1	JC_12034-RA
OG0007366	XP_039750150.1	JC_08976-RA
OG0007367	XP_039753465.1	JC_07701-RA
OG0007368	XP_039746457.1	JC_02932-RA
OG0007369	XP_039754778.1	JC_05223-RA
OG0007370	XP_039763968.1	JC_02167-RA
OG0007371	XP_039757979.1	JC_12682-RA
OG0007372	XP_039749858.1	JC_08977-RA
OG0007373	XP_039758065.1	JC_12680-RA
OG0007374	XP_039752457.1	JC_12038-RA
OG0007375	XP_039757511.1	JC_12677-RA
OG0007376	XP_039750066.1	JC_08978-RA
OG0007377	XP_039749376.1	JC_08979-RA
OG0007378	XP_039755824.1	JC_01292-RA
OG0007379	XP_039764983.1	JC_08414-RA
OG0007380	XP_039763534.1	JC_02165-RA
OG0007381	XP_039756686.1	JC_10936-RA
OG0007382	XP_039747529.1	JC_13778-RA
OG0007383	XP_039756515.1	JC_10938-RA
OG0007384	XP_039763532.1	JC_02166-RA
OG0007385	XP_039756358.1	JC_10939-RA
OG0007386	XP_039745401.1	JC_00395-RA
OG0007387	XP_039756637.1	JC_10940-RA
OG0007388	XP_039759246.1	JC_10398-RA
OG0007389	XP_039754866.1	JC_05221-RA
OG0007390	XP_039758643.1	JC_05750-RA
OG0007391	XP_039745868.1	JC_02927-RA
OG0007392	XP_039765535.1	JC_00400-RA
OG0007393	XP_039758413.1	JC_05751-RA
OG0007394	XP_039756687.1	JC_10943-RA
OG0007395	XP_039750567.1	JC_06670-RA
OG0007397	XP_039757031.1	JC_11124-RA
OG0007398	XP_039758022.1	JC_12664-RA
OG0007399	XP_039753215.1	JC_07710-RA
OG0007400	XP_039759437.1	JC_10392-RA
OG0007401	XP_039765796.1	JC_00404-RA
OG0007402	XP_039750053.1	JC_08985-RA
OG0007403	XP_039749946.1	JC_08986-RA
OG0007404	XP_039756803.1	JC_11127-RA
OG0007405	XP_039757291.1	JC_13634-RA
OG0007406	XP_039757314.1	JC_11128-RA
OG0007407	XP_039758032.1	JC_12657-RA
OG0007408	XP_039760252.1, XP_039760251.1	JC_13307-RA
OG0007409	XP_039759170.1	JC_10391-RA
OG0007410	XP_039756957.1	JC_11131-RA
OG0007411	XP_039751019.1	JC_09347-RA
OG0007412	XP_039757705.1	JC_12652-RA
OG0007413	XP_039745978.1	JC_02918-RA
OG0007414	XP_039757739.1	JC_12650-RA
OG0007415	XP_039763577.1	JC_01892-RA
OG0007416	XP_039753229.1	JC_07715-RA
OG0007417	XP_039763573.1	JC_01890-RA
OG0007418	XP_039761597.1	JC_15364-RA
OG0007419	XP_039758738.1	JC_05765-RA
OG0007420	XP_039750737.1	JC_06663-RA
OG0007421	XP_039746085.1	JC_02916-RA
OG0007422	XP_039765430.1	JC_00411-RA
OG0007423	XP_039753599.1	JC_07716-RA
OG0007424	XP_039763958.1	JC_01885-RA
OG0007425	XP_039757221.1	JC_11132-RA
OG0007426	XP_039749607.1	JC_08988-RA
OG0007427	XP_039747656.1	JC_13783-RA
OG0007428	XP_039751508.1	JC_09338-RA
OG0007429	XP_039750921.1	JC_06662-RA
OG0007430	XP_039760097.1	JC_13315-RA
OG0007431	XP_039752486.1	JC_01294-RA
OG0007432	XP_039760107.1	JC_13316-RA
OG0007433	XP_039763551.1	JC_01882-RA
OG0007434	XP_039758778.1	JC_05773-RA
OG0007435	XP_039759863.1	JC_13317-RA
OG0007436	XP_039763953.1	JC_01881-RA
OG0007437	XP_039753983.1	JC_03230-RA
OG0007438	XP_039758672.1	JC_05775-RA
OG0007439	XP_039760051.1, XP_039760050.1	JC_13318-RA
OG0007440	XP_039755262.1	JC_05217-RA
OG0007441	XP_039757045.1	JC_16612-RA, JC_16684-RA
OG0007442	XP_039750076.1	JC_08989-RA
OG0007443	XP_039755259.1	JC_05216-RA
OG0007444	XP_039749560.1	JC_13112-RA
OG0007445	XP_039748774.1	JC_04841-RA
OG0007446	XP_039760156.1	JC_13320-RA
OG0007448	XP_039755111.1	JC_05215-RA
OG0007449	XP_039756191.1	JC_10951-RA
OG0007451	XP_039756782.1	JC_01308-RA
OG0007452	XP_039750049.1	JC_08991-RA
OG0007453	XP_039763243.1	JC_01874-RA
OG0007454	XP_039763775.1	JC_01873-RA
OG0007455	XP_039748998.1	JC_04835-RA
OG0007456	XP_039754937.1	JC_05213-RA
OG0007457	XP_039751151.1	JC_09335-RA
OG0007458	XP_039751431.1	JC_09333-RA
OG0007459	XP_039749297.1	JC_04833-RA
OG0007460	XP_039764074.1	JC_01870-RA
OG0007461	XP_039757101.1	JC_11133-RA
OG0007462	XP_039746832.1	JC_03896-RA
OG0007463	XP_039763935.1	JC_01868-RA
OG0007464	XP_039758225.1	JC_01311-RA
OG0007465	XP_039748925.1	JC_04829-RA
OG0007466	XP_039745458.1	JC_00424-RA
OG0007467	XP_039757239.1	JC_01313-RA
OG0007468	XP_039757482.1	JC_01314-RA
OG0007470	XP_039765512.1	JC_00426-RA
OG0007471	XP_039754988.1	JC_05209-RA
OG0007472	XP_039749859.1	JC_08992-RA
OG0007473	XP_039755159.1	JC_05204-RA
OG0007474	XP_039750015.1	JC_08993-RA
OG0007475	XP_039749811.1	JC_08994-RA
OG0007476	XP_039765797.1	JC_00430-RA
OG0007477	XP_039748238.1, XP_039748239.1	JC_13796-RA
OG0007478	XP_039753675.1	JC_07731-RA
OG0007479	XP_039755296.1	JC_07076-RA
OG0007480	XP_039758275.1	JC_01053-RA
OG0007481	XP_039761629.1	JC_15374-RA
OG0007483	XP_039759953.1	JC_13323-RA
OG0007484	XP_039757299.1	JC_11137-RA
OG0007485	XP_039763815.1	JC_01865-RA
OG0007486	XP_039755928.1	JC_07072-RA
OG0007488	XP_039754808.1	JC_01056-RA
OG0007489	XP_039753459.1	JC_07737-RA
OG0007490	XP_039756362.1	JC_10957-RA
OG0007491	XP_039765721.1	JC_00436-RA
OG0007492	XP_039760123.1	JC_13325-RA
OG0007493	XP_039757259.1	JC_11142-RA
OG0007494	XP_039759782.1	JC_01061-RA
OG0007495	XP_039755491.1	JC_06999-RA
OG0007498	XP_039765509.1	JC_00440-RA
OG0007499	XP_039761532.1	JC_15379-RA
OG0007500	XP_039765747.1	JC_00312-RA
OG0007501	XP_039756261.1	JC_10962-RA
OG0007502	XP_039745098.1	JC_00311-RA
OG0007503	XP_039757953.1	JC_12645-RA
OG0007504	XP_039759838.1	JC_01065-RA
OG0007505	XP_039754592.1	JC_03216-RA
OG0007507	XP_039757813.1	JC_12642-RA
OG0007508	XP_039753335.1	JC_07747-RA
OG0007509	XP_039760271.1	JC_13335-RA
OG0007510	XP_039764080.1	JC_01862-RA
OG0007511	XP_039753555.1	JC_07748-RA
OG0007512	XP_039756216.1	JC_10963-RA
OG0007513	XP_039754159.1	JC_03211-RA
OG0007514	XP_039753553.1	JC_07749-RA
OG0007515	XP_039761762.1	JC_15383-RA
OG0007516	XP_039758020.1	JC_12638-RA
OG0007517	XP_039752548.1	JC_12070-RA
OG0007518	XP_039753603.1	JC_07751-RA
OG0007520	XP_039757515.1	JC_12636-RA
OG0007521	XP_039745172.1	JC_00299-RA
OG0007522	XP_039749863.1	JC_09009-RA
OG0007523	XP_039765546.1	JC_00298-RA
OG0007524	XP_039749667.1	JC_09010-RA
OG0007525	XP_039756343.1	JC_10967-RA
OG0007526	XP_039760370.1	JC_01066-RA
OG0007527	XP_039758449.1	JC_13608-RA, JC_13610-RA, JC_06363-RA
OG0007528	XP_039754638.1	JC_05197-RA
OG0007529	XP_039765174.1	JC_08389-RA
OG0007530	XP_039764669.1	JC_08388-RA
OG0007531	XP_039763177.1	JC_01857-RA
OG0007532	XP_039765266.1	JC_08386-RA
OG0007533	XP_039753334.1	JC_07753-RA
OG0007534	XP_039763268.1	JC_08385-RA
OG0007535	XP_039763305.1	JC_08384-RA
OG0007536	XP_039763292.1	JC_08382-RA
OG0007537	XP_039753813.1	JC_03206-RA
OG0007538	XP_039758404.1	JC_05790-RA
OG0007539	XP_039763282.1	JC_08381-RA
OG0007540	XP_039764167.1	JC_08379-RA
OG0007541	XP_039748467.1	JC_13856-RA
OG0007542	XP_039753244.1	JC_07754-RA, JC_07755-RA
OG0007543	XP_039748072.1	JC_13580-RA
OG0007544	XP_039764154.1	JC_08377-RA
OG0007545	XP_039765902.1	JC_00292-RA
OG0007546	XP_039764720.1	JC_08373-RA
OG0007547	XP_039764740.1	JC_08372-RA
OG0007548	XP_039754147.1	JC_03199-RA
OG0007549	XP_039747221.1	JC_04161-RA
OG0007550	XP_039764579.1	JC_08369-RA
OG0007551	XP_039754234.1	JC_03196-RA
OG0007552	XP_039761594.1	JC_15507-RA
OG0007553	XP_039761462.1	JC_15508-RA
OG0007554	XP_039754694.1	JC_05193-RA
OG0007555	XP_039761593.1	JC_15506-RA
OG0007556	XP_039747869.1	JC_13850-RA
OG0007557	XP_039752295.1	JC_12077-RA
OG0007558	XP_039759405.1	JC_01067-RA
OG0007559	XP_039759539.1	JC_10451-RA
OG0007560	XP_039749514.1	JC_09020-RA
OG0007561	XP_039755157.1	JC_05194-RA
OG0007562	XP_039759285.1	JC_10450-RA
OG0007563	XP_039749516.1	JC_09021-RA
OG0007564	XP_039755796.1	JC_07028-RA
OG0007565	XP_039755506.1	JC_07030-RA
OG0007566	XP_039754265.1	JC_03191-RA
OG0007567	XP_039761604.1	JC_15429-RA
OG0007568	XP_039754686.1	JC_05189-RA
OG0007569	XP_039754574.1	JC_02600-RA
OG0007571	XP_039755537.1	JC_07031-RA
OG0007572	XP_039745808.1	JC_02913-RA
OG0007573	XP_039758164.1	JC_12621-RA
OG0007574	XP_039765117.1	JC_08430-RA
OG0007575	XP_039746419.1	JC_02912-RA
OG0007576	XP_039765118.1	JC_08431-RA
OG0007577	XP_039759523.1	JC_10446-RA
OG0007578	XP_039750762.1	JC_06649-RA
OG0007579	XP_039758947.1	JC_10445-RA
OG0007580	XP_039759534.1	JC_10444-RA
OG0007581	XP_039745179.1	JC_00283-RA
OG0007582	XP_039746326.1	JC_02896-RA
OG0007583	XP_039759453.1	JC_10443-RA
OG0007584	XP_039755674.1	JC_07036-RA
OG0007585	XP_039758473.1	JC_05802-RA
OG0007586	XP_039757968.1	JC_12617-RA
OG0007587	XP_039746069.1	JC_02895-RA
OG0007588	XP_039751445.1	JC_09316-RA
OG0007589	XP_039763751.1	JC_08436-RA
OG0007590	XP_039745604.1	JC_02891-RA
OG0007591	XP_039755478.1	JC_07038-RA
OG0007592	XP_039745601.1	JC_02893-RA
OG0007593	XP_039763761.1	JC_08437-RA
OG0007594	XP_039749695.1	JC_09027-RA
OG0007595	XP_039755658.1	JC_07039-RA
OG0007596	XP_039765047.1	JC_08438-RA
OG0007597	XP_039745605.1	JC_02892-RA
OG0007598	XP_039758776.1	JC_05803-RA
OG0007599	XP_039745609.1	JC_02886-RA
OG0007600	XP_039758710.1	JC_05804-RA
OG0007601	XP_039749465.1	JC_09029-RA
OG0007602	XP_039749089.1	JC_04819-RA
OG0007603	XP_039758115.1	JC_12571-RA
OG0007604	XP_039753262.1	JC_07758-RA
OG0007605	XP_039757959.1	JC_12573-RA
OG0007606	XP_039745606.1	JC_02889-RA
OG0007607	XP_039745816.1	JC_02885-RA
OG0007609	XP_039745815.1	JC_02884-RA
OG0007610	XP_039753595.1	JC_07761-RA
OG0007611	XP_039749974.1	JC_09032-RA
OG0007612	XP_039764714.1	JC_08440-RA
OG0007613	XP_039751411.1	JC_09314-RA
OG0007614	XP_039751904.1	JC_11744-RA
OG0007615	XP_039750878.1	JC_06648-RA
OG0007616	XP_039749233.1	JC_04814-RA
OG0007617	XP_039753303.1	JC_07762-RA
OG0007618	XP_039749085.1	JC_04813-RA
OG0007619	XP_039753551.1	JC_07764-RA
OG0007620	XP_039755830.1	JC_07053-RA
OG0007621	XP_039756168.1	JC_10991-RA
OG0007622	XP_039753614.1	JC_07768-RA
OG0007623	XP_039751344.1	JC_09312-RA
OG0007624	XP_039762825.1	JC_08443-RA
OG0007625	XP_039757577.1	JC_12583-RA
OG0007626	XP_039750953.1	JC_06643-RA, JC_06644-RA
OG0007627	XP_039765187.1	JC_08448-RA
OG0007628	XP_039757690.1	JC_12584-RA
OG0007629	XP_039758181.1	JC_12585-RA
OG0007630	XP_039755993.1	JC_13557-RA
OG0007631	XP_039763458.1	JC_01850-RA
OG0007632	XP_039752849.1	JC_07770-RA
OG0007633	XP_039765184.1	JC_08452-RA
OG0007634	XP_039758406.1	JC_05807-RA
OG0007635	XP_039763623.1	JC_01848-RA
OG0007636	XP_039758594.1	JC_05808-RA
OG0007637	XP_039752701.1	JC_11752-RA
OG0007638	XP_039758460.1	JC_05810-RA
OG0007639	XP_039755166.1	JC_05182-RA
OG0007640	XP_039757558.1	JC_12588-RA
OG0007641	XP_039752054.1	JC_11754-RA
OG0007642	XP_039748942.1	JC_04811-RA
OG0007643	XP_039764110.1	JC_01846-RA
OG0007644	XP_039745158.1	JC_00272-RA
OG0007645	XP_039756243.1	JC_10998-RA
OG0007646	XP_039755467.1	JC_07061-RA
OG0007647	XP_039761802.1	JC_15494-RA
OG0007648	XP_039763523.1	JC_01844-RA
OG0007649	XP_039755282.1	JC_07064-RA
OG0007650	XP_039758700.1	JC_05817-RA
OG0007651	XP_039758694.1	JC_05820-RA
OG0007652	XP_039756478.1	JC_11002-RA
OG0007653	XP_039751935.1	JC_01080-RA
OG0007655	XP_039761654.1	JC_15495-RA
OG0007656	XP_039749775.1	JC_09035-RA
OG0007657	XP_039764076.1	JC_08458-RA
OG0007658	XP_039749512.1	JC_09036-RA
OG0007659	XP_039757098.1	JC_11114-RA
OG0007660	XP_039761663.1	JC_15473-RA
OG0007661	XP_039764789.1	JC_08461-RA
OG0007662	XP_039757869.1	JC_12598-RA
OG0007663	XP_039761648.1	JC_15471-RA
OG0007664	XP_039764583.1	JC_08462-RA
OG0007665	XP_039754901.1	JC_05180-RA
OG0007666	XP_039764584.1	JC_08463-RA
OG0007667	XP_039764113.1	JC_01841-RA
OG0007668	XP_039758508.1	JC_01095-RA
OG0007669	XP_039755754.1	JC_07065-RA
OG0007670	XP_039761812.1	JC_15469-RA
OG0007671	XP_039755607.1	JC_07066-RA
OG0007672	XP_039761700.1	JC_15468-RA
OG0007673	XP_039757484.1	JC_12600-RA
OG0007674	XP_039764507.1	JC_08465-RA
OG0007675	XP_039764127.1	JC_01839-RA
OG0007676	XP_039763442.1	JC_01838-RA
OG0007677	XP_039755550.1	JC_07068-RA
OG0007678	XP_039757793.1	JC_12601-RA
OG0007679	XP_039760682.1	JC_01100-RA
OG0007680	XP_039761409.1	JC_15467-RA
OG0007681	XP_039764887.1	JC_08466-RA
OG0007682	XP_039755299.1	JC_06995-RA
OG0007683	XP_039755300.1	JC_06994-RA
OG0007684	XP_039750540.1	JC_06639-RA
OG0007685	XP_039748918.1	JC_04921-RA
OG0007686	XP_039763503.1, XP_039763504.1	JC_01837-RA
OG0007687	XP_039749150.1	JC_04922-RA
OG0007688	XP_039750753.1	JC_06638-RA
OG0007689	XP_039750785.1	JC_06632-RA
OG0007690	XP_039747673.1	JC_13849-RA
OG0007691	XP_039754816.1	JC_05085-RA
OG0007692	XP_039758284.1	JC_05837-RA
OG0007693	XP_039758929.1	JC_10430-RA
OG0007694	XP_039755411.1	JC_06982-RA
OG0007695	XP_039755199.1	JC_05088-RA, JC_05087-RA
OG0007696	XP_039750561.1	JC_06630-RA, JC_10609-RA
OG0007697	XP_039764128.1, XP_039763862.1, XP_039763863.1	JC_01800-RA
OG0007698	XP_039755500.1	JC_07200-RA
OG0007700	XP_039755710.1	JC_07202-RA
OG0007702	XP_039750532.1	JC_06627-RA
OG0007704	XP_039758013.1	JC_12603-RA
OG0007705	XP_039749825.1	JC_15430-RA
OG0007706	XP_039750243.1	JC_13550-RA
OG0007708	XP_039747406.1	JC_04315-RA
OG0007709	XP_039754611.1	JC_05095-RA
OG0007710	XP_039757583.1	JC_12273-RA
OG0007711	XP_039763701.1	JC_01833-RA
OG0007712	XP_039756407.1	JC_11039-RA
OG0007713	XP_039751444.1	JC_09307-RA
OG0007714	XP_039757592.1	JC_12276-RA
OG0007715	XP_039752734.1	JC_11768-RA
OG0007716	XP_039761643.1	JC_15456-RA
OG0007717	XP_039750609.1	JC_06624-RA
OG0007719	XP_039752732.1	JC_11771-RA
OG0007720	XP_039752731.1	JC_11770-RA
OG0007721	XP_039761671.1	JC_15454-RA
OG0007722	XP_039761471.1	JC_15455-RA
OG0007723	XP_039745346.1	JC_00255-RA
OG0007724	XP_039765923.1	JC_00254-RA
OG0007725	XP_039750331.1	JC_06623-RA
OG0007726	XP_039751455.1	JC_09291-RA
OG0007727	XP_039750691.1	JC_06622-RA
OG0007728	XP_039758447.1	JC_05838-RA
OG0007729	XP_039751458.1	JC_09292-RA
OG0007730	XP_039758791.1	JC_05839-RA
OG0007731	XP_039761628.1	JC_15453-RA
OG0007732	XP_039764602.1	JC_08478-RA
OG0007733	XP_039751204.1	JC_09293-RA
OG0007734	XP_039752493.1	JC_11781-RA
OG0007735	XP_039757180.1	JC_01101-RA
OG0007736	XP_039753516.1	JC_07785-RA
OG0007737	XP_039761860.1	JC_13545-RA
OG0007738	XP_039764513.1	JC_08483-RA
OG0007739	XP_039750253.1	JC_06618-RA
OG0007740	XP_039758558.1	JC_05841-RA
OG0007741	XP_039748787.1	JC_04940-RA
OG0007742	XP_039751563.1	JC_09298-RA
OG0007743	XP_039748785.1	JC_04941-RA
OG0007744	XP_039763484.1	JC_01830-RA
OG0007745	XP_039748814.1	JC_04942-RA
OG0007746	XP_039758612.1	JC_05843-RA
OG0007747	XP_039754954.1	JC_05110-RA
OG0007748	XP_039751588.1	JC_09299-RA
OG0007749	XP_039758211.1	JC_05846-RA
OG0007750	XP_039749770.1	JC_09058-RA
OG0007751	XP_039745256.1	JC_13544-RA
OG0007752	XP_039745244.1	JC_13542-RA
OG0007753	XP_039751593.1	JC_09287-RA
OG0007754	XP_039751673.1	JC_09286-RA
OG0007755	XP_039758535.1	JC_05847-RA
OG0007756	XP_039765753.1	JC_13540-RA
OG0007757	XP_039750494.1	JC_06610-RA
OG0007758	XP_039757897.1	JC_01102-RA
OG0007759	XP_039757337.1, XP_039757336.1	JC_11049-RA
OG0007760	XP_039754227.1	JC_03147-RA
OG0007761	XP_039746585.1	JC_04192-RA
OG0007762	XP_039749509.1	JC_09060-RA
OG0007763	XP_039758394.1	JC_05849-RA
OG0007764	XP_039765589.1	JC_00244-RA
OG0007765	XP_039748848.1	JC_04946-RA
OG0007766	XP_039751194.1	JC_09280-RA
OG0007767	XP_039745248.1	JC_00243-RA
OG0007768	XP_039756971.1	JC_11054-RA
OG0007769	XP_039756973.1	JC_11055-RA
OG0007770	XP_039755858.1	JC_01104-RA
OG0007771	XP_039757040.1	JC_11056-RA
OG0007772	XP_039749345.1	JC_09061-RA
OG0007773	XP_039748568.1	JC_04954-RA
OG0007774	XP_039754112.1	JC_03146-RA
OG0007776	XP_039764712.1	JC_13535-RA
OG0007777	XP_039754016.1	JC_03145-RA
OG0007778	XP_039764698.1	JC_13534-RA
OG0007779	XP_039756698.1	JC_11033-RA
OG0007780	XP_039750653.1	JC_06597-RA
OG0007781	XP_039755165.1	JC_05129-RA
OG0007782	XP_039752286.1	JC_11789-RA
OG0007783	XP_039748738.1	JC_04956-RA
OG0007784	XP_039759510.1	JC_10429-RA
OG0007785	XP_039752721.1	JC_11790-RA
OG0007786	XP_039758990.1	JC_10427-RA
OG0007788	XP_039752063.1	JC_11791-RA
OG0007789	XP_039758991.1	JC_10426-RA
OG0007790	XP_039755967.1	JC_07215-RA
OG0007791	XP_039750058.1	JC_09081-RA
OG0007792	XP_039753422.1	JC_07801-RA, JC_07802-RA
OG0007793	XP_039754880.1	JC_05134-RA, JC_05133-RA
OG0007794	XP_039752699.1	JC_11795-RA
OG0007795	XP_039761578.1	JC_15431-RA
OG0007796	XP_039752781.1	JC_11796-RA
OG0007797	XP_039759242.1	JC_10421-RA
OG0007798	XP_039745231.1	JC_13518-RA
OG0007799	XP_039763450.1	JC_01814-RA
OG0007800	XP_039759450.1	JC_10416-RA
OG0007801	XP_039765971.1	JC_00232-RA
OG0007803	XP_039765820.1	JC_00230-RA
OG0007804	XP_039761588.1	JC_15426-RA
OG0007805	XP_039761734.1	JC_15425-RA
OG0007806	XP_039753489.1	JC_07807-RA
OG0007807	XP_039757430.1	JC_11062-RA
OG0007808	XP_039753875.1	JC_03129-RA
OG0007809	XP_039745129.1	JC_00228-RA
OG0007810	XP_039751229.1	JC_09275-RA
