Orthogroup	Pararge_aegeria	Vanessa_cardui
OG0009231	XP_039753653.1	Vcard_DToL09469-RA
OG0009232	XP_039746617.1	Vcard_DToL08583-RA
OG0009233	XP_039757874.1	Vcard_DToL14519-RA
OG0009235	XP_039745634.1	Vcard_DToL03706-RA
OG0009237	XP_039765157.1	Vcard_DToL05864-RA
OG0009238	XP_039756758.1	Vcard_DToL11040-RA
OG0009239	XP_039745097.1	Vcard_DToL02364-RA
OG0009240	XP_039748401.1	Vcard_DToL14218-RA
OG0009241	XP_039765235.1	Vcard_DToL05862-RA
OG0009242	XP_039758247.1	Vcard_DToL09781-RA
OG0009243	XP_039752367.1	Vcard_DToL07922-RA
OG0009245	XP_039745686.1	Vcard_DToL03709-RA
OG0009247	XP_039752071.1	Vcard_DToL07999-RA
OG0009249	XP_039747013.1	Vcard_DToL08582-RA
OG0009250	XP_039754041.1	Vcard_DToL04384-RA
OG0009253	XP_039754202.1	Vcard_DToL04386-RA
OG0009254	XP_039747778.1	Vcard_DToL14226-RA
OG0009255	XP_039745520.1	Vcard_DToL02355-RA
OG0009256	XP_039757060.1	Vcard_DToL11048-RA
OG0009257	XP_039752437.1	Vcard_DToL07991-RA
OG0009258	XP_039756262.1	Vcard_DToL12686-RA
OG0009259	XP_039747399.1	Vcard_DToL08581-RA
OG0009261	XP_039758684.1	Vcard_DToL09773-RA
OG0009262	XP_039757722.1	Vcard_DToL14543-RA
OG0009263	XP_039745623.1	Vcard_DToL15537-RA
OG0009264	XP_039745610.1	Vcard_DToL15538-RA
OG0009265	XP_039759605.1	Vcard_DToL13221-RA
OG0009266	XP_039756316.1	Vcard_DToL12683-RA
OG0009267	XP_039752617.1	Vcard_DToL07986-RA
OG0009268	XP_039757767.1	Vcard_DToL14546-RA
OG0009269	XP_039747400.1	Vcard_DToL08576-RA
OG0009270	XP_039747402.1	Vcard_DToL08573-RA
OG0009271	XP_039756183.1	Vcard_DToL12681-RA
OG0009272	XP_039765752.1	Vcard_DToL02347-RA
OG0009273	XP_039755797.1	Vcard_DToL11995-RA
OG0009274	XP_039763419.1	Vcard_DToL00441-RA
OG0009277	XP_039757109.1	Vcard_DToL11062-RA
OG0009278	XP_039746886.1	Vcard_DToL08566-RA
OG0009279	XP_039747380.1	Vcard_DToL08565-RA
OG0009280	XP_039758625.1	Vcard_DToL09763-RA
OG0009282	XP_039756325.1	Vcard_DToL12676-RA
OG0009283	XP_039758632.1	Vcard_DToL09764-RA
OG0009284	XP_039748117.1	Vcard_DToL14235-RA
OG0009285	XP_039763137.1	Vcard_DToL05828-RA
OG0009286	XP_039763163.1	Vcard_DToL05827-RA
OG0009287	XP_039760057.1	Vcard_DToL15407-RA
OG0009288	XP_039759137.1	Vcard_DToL13682-RA
OG0009289	XP_039757322.1	Vcard_DToL11063-RA
OG0009290	XP_039747216.1	Vcard_DToL08564-RA
OG0009291	XP_039765167.1	Vcard_DToL05824-RA
OG0009292	XP_039755706.1	Vcard_DToL12007-RA
OG0009293	XP_039747343.1	Vcard_DToL08563-RA
OG0009294	XP_039745627.1	Vcard_DToL03735-RA
OG0009295	XP_039765529.1	Vcard_DToL02316-RA
OG0009296	XP_039760854.1	Vcard_DToL16184-RA
OG0009297	XP_039753291.1	Vcard_DToL09483-RA
OG0009298	XP_039756544.1	Vcard_DToL12670-RA
OG0009300	XP_039746671.1	Vcard_DToL08558-RA
OG0009302	XP_039755424.1	Vcard_DToL12012-RA
OG0009303	XP_039754324.1	Vcard_DToL04407-RA
OG0009304	XP_039752540.1	Vcard_DToL07953-RA
OG0009306	XP_039746670.1	Vcard_DToL08555-RA
OG0009307	XP_039755372.1	Vcard_DToL12023-RA
OG0009308	XP_039746871.1	Vcard_DToL08554-RA
OG0009309	XP_039759949.1	Vcard_DToL15412-RA
OG0009310	XP_039746852.1	Vcard_DToL08552-RA
OG0009311	XP_039759948.1	Vcard_DToL15413-RA
OG0009312	XP_039754156.1	Vcard_DToL04416-RA
OG0009313	XP_039764122.1	Vcard_DToL00499-RA
OG0009314	XP_039764061.1	Vcard_DToL00498-RA
OG0009315	XP_039763492.1	Vcard_DToL00495-RA
OG0009316	XP_039746265.1	Vcard_DToL03746-RA
OG0009319	XP_039746745.1, XP_039746744.1	Vcard_DToL08551-RA
OG0009320	XP_039746746.1	Vcard_DToL08550-RA
OG0009322	XP_039756449.1	Vcard_DToL12644-RA
OG0009323	XP_039764068.1	Vcard_DToL00494-RA
OG0009324	XP_039764084.1	Vcard_DToL00492-RA
OG0009326	XP_039751999.1	Vcard_DToL07699-RA
OG0009328	XP_039747321.1	Vcard_DToL08547-RA
OG0009329	XP_039753158.1	Vcard_DToL09308-RA
OG0009333	XP_039758820.1	Vcard_DToL09749-RA
OG0009334	XP_039751747.1	Vcard_DToL07693-RA
OG0009335	XP_039763390.1	Vcard_DToL00488-RA
OG0009336	XP_039752535.1	Vcard_DToL07689-RA
OG0009337	XP_039750805.1	Vcard_DToL10399-RA
OG0009339	XP_039759144.1	Vcard_DToL13711-RA
OG0009340	XP_039747035.1	Vcard_DToL08544-RA
OG0009342	XP_039746991.1	Vcard_DToL08539-RA
OG0009343	XP_039749778.1	Vcard_DToL07416-RA
OG0009344	XP_039764162.1	Vcard_DToL00480-RA
OG0009345	XP_039747069.1	Vcard_DToL08533-RA
OG0009346	XP_039748282.1	Vcard_DToL14246-RA
OG0009347	XP_039747286.1	Vcard_DToL08531-RA
OG0009348	XP_039746698.1	Vcard_DToL08529-RA
OG0009352	XP_039759989.1	Vcard_DToL15421-RA
OG0009353	XP_039745393.1	Vcard_DToL02307-RA
OG0009355	XP_039746527.1	Vcard_DToL08527-RA
OG0009356	XP_039762529.1	Vcard_DToL05718-RA
OG0009357	XP_039754789.1	Vcard_DToL03011-RA
OG0009358	XP_039759383.1	Vcard_DToL13725-RA
OG0009361	XP_039763333.1	Vcard_DToL00477-RA
OG0009362	XP_039759950.1	Vcard_DToL15429-RA
OG0009363	XP_039756856.1	Vcard_DToL10951-RA
OG0009364	XP_039757063.1	Vcard_DToL10949-RA
OG0009365	XP_039764081.1	Vcard_DToL00474-RA
OG0009366	XP_039745783.1	Vcard_DToL03778-RA
OG0009367	XP_039759654.1	Vcard_DToL13763-RA
OG0009369	XP_039749751.1	Vcard_DToL07445-RA
OG0009370	XP_039758875.1	Vcard_DToL10161-RA
OG0009371	XP_039745506.1	Vcard_DToL02292-RA
OG0009373	XP_039759994.1	Vcard_DToL15438-RA
OG0009374	XP_039764982.1	Vcard_DToL05725-RA
OG0009376	XP_039758550.1	Vcard_DToL01208-RA
OG0009377	XP_039760307.1	Vcard_DToL15444-RA
OG0009378	XP_039757859.1	Vcard_DToL14401-RA
OG0009379	XP_039752424.1	Vcard_DToL07809-RA
OG0009380	XP_039753700.1	Vcard_DToL09287-RA
OG0009381	XP_039745282.1	Vcard_DToL02285-RA, Vcard_DToL02286-RA
OG0009382	XP_039749558.1	Vcard_DToL07456-RA
OG0009383	XP_039753341.1	Vcard_DToL09284-RA
OG0009384	XP_039763210.1	Vcard_DToL00501-RA
OG0009387	XP_039763555.1	Vcard_DToL00448-RA
OG0009389	XP_039757437.1	Vcard_DToL14396-RA
OG0009390	XP_039746192.1	Vcard_DToL03795-RA
OG0009391	XP_039757742.1	Vcard_DToL14394-RA
OG0009395	XP_039752897.1	Vcard_DToL09275-RA
OG0009396	XP_039759808.1	Vcard_DToL15446-RA
OG0009397	XP_039755700.1	Vcard_DToL12045-RA
OG0009398	XP_039755752.1	Vcard_DToL12046-RA
OG0009399	XP_039752134.1	Vcard_DToL15591-RA
OG0009401	XP_039765427.1	Vcard_DToL02272-RA
OG0009403	XP_039755941.1	Vcard_DToL12054-RA
OG0009404	XP_039755330.1	Vcard_DToL12055-RA
OG0009406	XP_039748665.1	Vcard_DToL05439-RA
OG0009407	XP_039750548.1	Vcard_DToL10373-RA
OG0009409	XP_039754662.1	Vcard_DToL03025-RA
OG0009410	XP_039754663.1	Vcard_DToL03026-RA
OG0009411	XP_039758196.1	Vcard_DToL10127-RA
OG0009412	XP_039756190.1	Vcard_DToL12603-RA
OG0009413	XP_039756742.1	Vcard_DToL12601-RA
OG0009415	XP_039747950.1	Vcard_DToL14278-RA
OG0009416	XP_039755206.1	Vcard_DToL03031-RA
OG0009417	XP_039749870.1	Vcard_DToL15678-RA
OG0009418	XP_039747355.1	Vcard_DToL08521-RA
OG0009419	XP_039761589.1	Vcard_DToL01189-RA
OG0009421	XP_039763547.1	Vcard_DToL00512-RA
OG0009422	XP_039746833.1	Vcard_DToL08773-RA
OG0009423	XP_039765810.1	Vcard_DToL02247-RA
OG0009424	XP_039747410.1, XP_039747408.1	Vcard_DToL08513-RA
OG0009425	XP_039753598.1	Vcard_DToL09260-RA
OG0009426	XP_039756159.1	Vcard_DToL12599-RA
OG0009427	XP_039756082.1	Vcard_DToL12598-RA
OG0009428	XP_039759478.1	Vcard_DToL13731-RA
OG0009429	XP_039754127.1	Vcard_DToL01417-RA
OG0009430	XP_039754820.1	Vcard_DToL01419-RA
OG0009431	XP_039756570.1	Vcard_DToL12595-RA
OG0009432	XP_039753509.1	Vcard_DToL09242-RA
OG0009433	XP_039756607.1	Vcard_DToL12594-RA
OG0009434	XP_039750697.1	Vcard_DToL10367-RA
OG0009435	XP_039755933.1	Vcard_DToL12169-RA
OG0009436	XP_039756204.1	Vcard_DToL12587-RA
OG0009437	XP_039756513.1	Vcard_DToL12586-RA
OG0009438	XP_039755860.1	Vcard_DToL12168-RA
OG0009439	XP_039755659.1	Vcard_DToL12164-RA
OG0009440	XP_039753567.1	Vcard_DToL09239-RA
OG0009441	XP_039755595.1	Vcard_DToL12163-RA
OG0009443	XP_039760002.1	Vcard_DToL15480-RA
OG0009444	XP_039765783.1	Vcard_DToL02377-RA
OG0009445	XP_039765139.1	Vcard_DToL05748-RA
OG0009446	XP_039755792.1	Vcard_DToL12161-RA
OG0009447	XP_039755575.1	Vcard_DToL12160-RA
OG0009448	XP_039749702.1	Vcard_DToL07491-RA
OG0009450	XP_039747360.1	Vcard_DToL08511-RA
OG0009453	XP_039758265.1	Vcard_DToL10114-RA
OG0009454	XP_039754983.1	Vcard_DToL03047-RA
OG0009455	XP_039748237.1	Vcard_DToL13936-RA
OG0009456	XP_039760317.1	Vcard_DToL15484-RA
OG0009457	XP_039765574.1	Vcard_DToL02388-RA
OG0009458	XP_039747972.1	Vcard_DToL13938-RA
OG0009459	XP_039754167.1	Vcard_DToL04491-RA
OG0009461	XP_039748466.1	Vcard_DToL14175-RA
OG0009463	XP_039757434.1	Vcard_DToL14352-RA
OG0009465	XP_039759614.1	Vcard_DToL13820-RA
OG0009466	XP_039761612.1	Vcard_DToL17227-RA
OG0009468	XP_039759538.1	Vcard_DToL13819-RA
OG0009469	XP_039746494.1	Vcard_DToL08507-RA
OG0009470	XP_039764772.1	Vcard_DToL05711-RA
OG0009471	XP_039759651.1	Vcard_DToL13815-RA
OG0009472	XP_039754792.1	Vcard_DToL03053-RA
OG0009475	XP_039754676.1	Vcard_DToL03056-RA
OG0009477	XP_039759068.1	Vcard_DToL13806-RA
OG0009478	XP_039759067.1	Vcard_DToL13805-RA
OG0009479	XP_039747450.1	Vcard_DToL08505-RA
OG0009480	XP_039746124.1	Vcard_DToL03816-RA
OG0009483	XP_039745607.1	Vcard_DToL03825-RA
OG0009484	XP_039755831.1	Vcard_DToL12107-RA
OG0009484	XP_039755829.1	Vcard_DToL12166-RA
OG0009485	XP_039756025.1	Vcard_DToL12558-RA
OG0009487	XP_039746575.1	Vcard_DToL08500-RA
OG0009488	XP_039749464.1	Vcard_DToL07515-RA
OG0009489	XP_039749069.1	Vcard_DToL05177-RA
OG0009491	XP_039757474.1	Vcard_DToL14336-RA
OG0009493	XP_039757475.1	Vcard_DToL14334-RA
OG0009494	XP_039762803.1	Vcard_DToL05698-RA
OG0009495	XP_039749644.1	Vcard_DToL07517-RA
OG0009496	XP_039756312.1	Vcard_DToL12556-RA
OG0009497	XP_039755686.1	Vcard_DToL12105-RA
OG0009498	XP_039764544.1	Vcard_DToL05696-RA
OG0009501	XP_039765749.1	Vcard_DToL02417-RA
OG0009502	XP_039756344.1	Vcard_DToL12549-RA
OG0009503	XP_039750370.1	Vcard_DToL10346-RA
OG0009504	XP_039756246.1	Vcard_DToL12548-RA
OG0009505	XP_039757694.1	Vcard_DToL14315-RA
OG0009507	XP_039761754.1	Vcard_DToL17176-RA
OG0009508	XP_039764749.1	Vcard_DToL05683-RA
OG0009509	XP_039749642.1	Vcard_DToL07520-RA
OG0009511	XP_039764898.1	Vcard_DToL05677-RA
OG0009512	XP_039761665.1	Vcard_DToL17169-RA
OG0009513	XP_039747025.1	Vcard_DToL08495-RA
OG0009514	XP_039747026.1	Vcard_DToL08494-RA
OG0009515	XP_039746922.1	Vcard_DToL08489-RA
OG0009516	XP_039761410.1	Vcard_DToL17164-RA
OG0009517	XP_039746919.1	Vcard_DToL08487-RA
OG0009518	XP_039749483.1	Vcard_DToL07531-RA
OG0009519	XP_039755505.1	Vcard_DToL12187-RA
OG0009520	XP_039755692.1	Vcard_DToL12188-RA
OG0009522	XP_039748917.1	Vcard_DToL05346-RA
OG0009523	XP_039750971.1	Vcard_DToL10340-RA
OG0009524	XP_039750398.1	Vcard_DToL10339-RA
OG0009525	XP_039750397.1	Vcard_DToL10338-RA
OG0009526	XP_039749370.1	Vcard_DToL07542-RA
OG0009528	XP_039754713.1	Vcard_DToL02722-RA
OG0009529	XP_039755730.1	Vcard_DToL11918-RA
OG0009530	XP_039755082.1	Vcard_DToL02727-RA
OG0009531	XP_039747366.1	Vcard_DToL08484-RA
OG0009533	XP_039746961.1	Vcard_DToL08482-RA
OG0009534	XP_039755337.1	Vcard_DToL11913-RA
OG0009535	XP_039746927.1	Vcard_DToL08481-RA
OG0009536	XP_039752200.1	Vcard_DToL08212-RA
OG0009537	XP_039760668.1	Vcard_DToL01471-RA
OG0009538	XP_039754888.1	Vcard_DToL02729-RA
OG0009539	XP_039754272.1	Vcard_DToL04529-RA
OG0009540	XP_039752737.1	Vcard_DToL08210-RA
OG0009541	XP_039754606.1	Vcard_DToL02753-RA
OG0009542	XP_039752406.1	Vcard_DToL08197-RA
OG0009543	XP_039751396.1	Vcard_DToL06655-RA
OG0009545	XP_039764600.1	Vcard_DToL05662-RA
OG0009547	XP_039761771.1	Vcard_DToL17155-RA
OG0009549	XP_039752188.1	Vcard_DToL08192-RA
OG0009550	XP_039764605.1	Vcard_DToL05658-RA
OG0009551	XP_039764601.1	Vcard_DToL05655-RA
OG0009554	XP_039763705.1	Vcard_DToL00583-RA
OG0009555	XP_039754957.1	Vcard_DToL02756-RA
OG0009556	XP_039755155.1	Vcard_DToL02759-RA
OG0009557	XP_039755104.1	Vcard_DToL02760-RA
OG0009558	XP_039753800.1	Vcard_DToL04544-RA
OG0009560	XP_039758634.1	Vcard_DToL10060-RA
OG0009561	XP_039749954.1	Vcard_DToL07556-RA
OG0009562	XP_039754747.1	Vcard_DToL02768-RA
OG0009563	XP_039764118.1	Vcard_DToL00586-RA
OG0009564	XP_039760521.1	Vcard_DToL15687-RA
OG0009565	XP_039764220.1	Vcard_DToL05650-RA
OG0009566	XP_039754994.1	Vcard_DToL02769-RA
OG0009567	XP_039754769.1	Vcard_DToL02771-RA
OG0009568	XP_039746587.1	Vcard_DToL08473-RA
OG0009569	XP_039754624.1	Vcard_DToL02772-RA
OG0009570	XP_039761799.1	Vcard_DToL17141-RA
OG0009571	XP_039746583.1	Vcard_DToL08472-RA
OG0009572	XP_039754764.1	Vcard_DToL02773-RA
OG0009573	XP_039754851.1	Vcard_DToL02777-RA
OG0009574	XP_039758562.1	Vcard_DToL10054-RA
OG0009576	XP_039746753.1	Vcard_DToL15689-RA
OG0009577	XP_039751384.1	Vcard_DToL06957-RA
OG0009578	XP_039753980.1	Vcard_DToL04551-RA
OG0009579	XP_039753304.1	Vcard_DToL09183-RA
OG0009580	XP_039761659.1	Vcard_DToL17134-RA
OG0009581	XP_039755145.1	Vcard_DToL02782-RA
OG0009582	XP_039759968.1	Vcard_DToL02784-RA
OG0009584	XP_039748835.1	Vcard_DToL05312-RA
OG0009585	XP_039746679.1	Vcard_DToL08460-RA
OG0009586	XP_039763509.1	Vcard_DToL00595-RA
OG0009587	XP_039759234.1	Vcard_DToL13783-RA
OG0009588	XP_039748806.1	Vcard_DToL05306-RA
OG0009590	XP_039763784.1	Vcard_DToL05646-RA
OG0009591	XP_039753185.1	Vcard_DToL09175-RA
OG0009592	XP_039755088.1	Vcard_DToL02799-RA
OG0009593	XP_039751800.1	Vcard_DToL08173-RA
OG0009594	XP_039747473.1	Vcard_DToL08454-RA
OG0009595	XP_039754641.1	Vcard_DToL02800-RA
OG0009596	XP_039754840.1	Vcard_DToL02804-RA
OG0009597	XP_039754838.1	Vcard_DToL02805-RA
OG0009598	XP_039755162.1	Vcard_DToL02808-RA
OG0009599	XP_039755190.1	Vcard_DToL02809-RA
OG0009600	XP_039753207.1	Vcard_DToL09165-RA
OG0009601	XP_039747326.1	Vcard_DToL08449-RA
OG0009603	XP_039752682.1	Vcard_DToL08168-RA
OG0009607	XP_039765588.1	Vcard_DToL02516-RA
OG0009608	XP_039765587.1	Vcard_DToL02517-RA
OG0009609	XP_039751270.1	Vcard_DToL06962-RA
OG0009611	XP_039765619.1	Vcard_DToL02529-RA
OG0009612	XP_039755735.1	Vcard_DToL11882-RA
OG0009614	XP_039764516.1	Vcard_DToL05628-RA
OG0009615	XP_039753193.1	Vcard_DToL09150-RA
OG0009618	XP_039749079.1	Vcard_DToL05281-RA
OG0009620	XP_039761388.1	Vcard_DToL01713-RA
OG0009621	XP_039748617.1	Vcard_DToL05275-RA
OG0009622	XP_039746996.1	Vcard_DToL08438-RA
OG0009623	XP_039758613.1	Vcard_DToL01700-RA
OG0009624	XP_039750754.1	Vcard_DToL10293-RA
OG0009625	XP_039765772.1	Vcard_DToL02536-RA
OG0009627	XP_039753958.1	Vcard_DToL04619-RA
OG0009628	XP_039761530.1	Vcard_DToL17101-RA
OG0009629	XP_039753009.1	Vcard_DToL09138-RA
OG0009631	XP_039757189.1	Vcard_DToL10897-RA
OG0009632	XP_039757255.1	Vcard_DToL10899-RA
OG0009633	XP_039750600.1	Vcard_DToL10290-RA
OG0009635	XP_039755645.1	Vcard_DToL11879-RA
OG0009636	XP_039752324.1	Vcard_DToL08138-RA
OG0009637	XP_039754362.1, XP_039754930.1	Vcard_DToL01413-RA
OG0009638	XP_039761185.1	Vcard_DToL01694-RA
OG0009639	XP_039745515.1	Vcard_DToL02557-RA
OG0009640	XP_039763308.1	Vcard_DToL00787-RA
OG0009642	XP_039756508.1	Vcard_DToL01688-RA
OG0009643	XP_039749253.1	Vcard_DToL05267-RA
OG0009645	XP_039758130.1	Vcard_DToL01684-RA
OG0009648	XP_039751205.1	Vcard_DToL07011-RA
OG0009649	XP_039746238.1	Vcard_DToL03884-RA
OG0009650	XP_039754061.1	Vcard_DToL04628-RA
OG0009653	XP_039745893.1	Vcard_DToL03892-RA
OG0009654	XP_039745435.1	Vcard_DToL15746-RA
OG0009656	XP_039753288.1	Vcard_DToL09109-RA
OG0009657	XP_039750569.1	Vcard_DToL10263-RA
OG0009658	XP_039746743.1	Vcard_DToL08307-RA
OG0009659	XP_039751239.1	Vcard_DToL07018-RA
OG0009660	XP_039746526.1	Vcard_DToL08311-RA
OG0009661	XP_039751554.1	Vcard_DToL07022-RA
OG0009662	XP_039751758.1	Vcard_DToL08104-RA
OG0009663	XP_039747199.1	Vcard_DToL08315-RA
OG0009664	XP_039753859.1	Vcard_DToL01662-RA
OG0009665	XP_039745836.1	Vcard_DToL15758-RA
OG0009666	XP_039747153.1	Vcard_DToL08319-RA
OG0009667	XP_039747169.1	Vcard_DToL08321-RA
OG0009668	XP_039750211.1	Vcard_DToL10258-RA
OG0009669	XP_039754057.1	Vcard_DToL04660-RA
OG0009670	XP_039755568.1	Vcard_DToL11851-RA
OG0009671	XP_039752365.1	Vcard_DToL08098-RA
OG0009672	XP_039747243.1	Vcard_DToL08325-RA
OG0009675	XP_039763827.1	Vcard_DToL00748-RA
OG0009676	XP_039747183.1	Vcard_DToL08328-RA
OG0009677	XP_039746926.1	Vcard_DToL08329-RA
OG0009678	XP_039747202.1	Vcard_DToL08330-RA
OG0009679	XP_039747022.1	Vcard_DToL08332-RA
OG0009680	XP_039755779.1	Vcard_DToL11831-RA
OG0009682	XP_039764808.1	Vcard_DToL05597-RA
OG0009683	XP_039753238.1	Vcard_DToL09091-RA
OG0009685	XP_039750010.1	Vcard_DToL07621-RA
OG0009687	XP_039764198.1	Vcard_DToL00751-RA
OG0009688	XP_039753520.1	Vcard_DToL09086-RA
OG0009689	XP_039763116.1	Vcard_DToL00610-RA
OG0009690	XP_039749258.1	Vcard_DToL05242-RA
OG0009691	XP_039749800.1	Vcard_DToL07627-RA
OG0009692	XP_039752761.1	Vcard_DToL08077-RA
OG0009693	XP_039745630.1	Vcard_DToL03912-RA
OG0009694	XP_039748619.1	Vcard_DToL05228-RA
OG0009695	XP_039751454.1	Vcard_DToL07040-RA
OG0009696	XP_039752767.1	Vcard_DToL07350-RA, Vcard_DToL08073-RA
OG0009698	XP_039750184.1	Vcard_DToL07636-RA
OG0009700	XP_039763055.1	Vcard_DToL05459-RA
OG0009702	XP_039749958.1	Vcard_DToL15810-RA
OG0009703	XP_039746736.1	Vcard_DToL08343-RA
OG0009704	XP_039763109.1	Vcard_DToL00779-RA
OG0009707	XP_039746812.1	Vcard_DToL08349-RA
OG0009708	XP_039764663.1	Vcard_DToL05464-RA
OG0009709	XP_039763764.1	Vcard_DToL00715-RA
OG0009712	XP_039751831.1	Vcard_DToL08287-RA
OG0009713	XP_039746925.1	Vcard_DToL08353-RA
OG0009714	XP_039748645.1	Vcard_DToL05450-RA
OG0009715	XP_039764533.1	Vcard_DToL05466-RA
OG0009716	XP_039746567.1	Vcard_DToL08358-RA
OG0009717	XP_039764693.1	Vcard_DToL05471-RA
OG0009718	XP_039765269.1	Vcard_DToL05472-RA
OG0009719	XP_039764173.1	Vcard_DToL00792-RA
OG0009720	XP_039752388.1	Vcard_DToL08281-RA
OG0009721	XP_039747224.1	Vcard_DToL08361-RA
OG0009722	XP_039764530.1	Vcard_DToL05476-RA
OG0009723	XP_039746497.1	Vcard_DToL08364-RA
OG0009724	XP_039747253.1	Vcard_DToL08365-RA
OG0009725	XP_039763428.1	Vcard_DToL00759-RA
OG0009727	XP_039747503.1	Vcard_DToL08369-RA
OG0009728	XP_039747502.1	Vcard_DToL08370-RA
OG0009729	XP_039747310.1	Vcard_DToL08371-RA
OG0009730	XP_039747291.1	Vcard_DToL08373-RA
OG0009731	XP_039752358.1	Vcard_DToL08270-RA
OG0009733	XP_039749806.1	Vcard_DToL07654-RA
OG0009734	XP_039750152.1	Vcard_DToL07656-RA
OG0009735	XP_039746543.1	Vcard_DToL08379-RA
OG0009737	XP_039746896.1	Vcard_DToL08381-RA
OG0009738	XP_039745089.1	Vcard_DToL02641-RA
OG0009739	XP_039746715.1	Vcard_DToL15822-RA
OG0009740	XP_039763932.1	Vcard_DToL00789-RA
OG0009741	XP_039765193.1	Vcard_DToL05495-RA
OG0009742	XP_039752694.1	Vcard_DToL08005-RA
OG0009744	XP_039752021.1	Vcard_DToL04757-RA
OG0009746	XP_039747486.1	Vcard_DToL08397-RA
OG0009747	XP_039754442.1	Vcard_DToL04753-RA
OG0009749	XP_039754050.1	Vcard_DToL04752-RA
OG0009750	XP_039748899.1	Vcard_DToL05205-RA
OG0009751	XP_039753790.1	Vcard_DToL04741-RA
OG0009752	XP_039752539.1	Vcard_DToL08009-RA
OG0009753	XP_039765144.1	Vcard_DToL05515-RA
OG0009754	XP_039752423.1	Vcard_DToL08019-RA
OG0009755	XP_039764541.1	Vcard_DToL05524-RA
OG0009757	XP_039746075.1	Vcard_DToL03939-RA
OG0009759	XP_039764324.1	Vcard_DToL05535-RA
OG0009760	XP_039751392.1	Vcard_DToL07039-RA
OG0009761	XP_039746779.1	Vcard_DToL08410-RA
OG0009762	XP_039748641.1	Vcard_DToL15843-RA
OG0009764	XP_039746347.1	Vcard_DToL03963-RA
OG0009766	XP_039758105.1	Vcard_DToL01358-RA
OG0009767	XP_039764522.1	Vcard_DToL05557-RA
OG0009768	XP_039747322.1	Vcard_DToL08428-RA
OG0009769	XP_039747309.1	Vcard_DToL08423-RA
OG0009770	XP_039746849.1	Vcard_DToL15855-RA
OG0009771	XP_039746383.1	Vcard_DToL03966-RA
OG0009772	XP_039745875.1	Vcard_DToL03977-RA
OG0009773	XP_039745989.1	Vcard_DToL03979-RA
OG0009774	XP_039765057.1	Vcard_DToL05569-RA
OG0009775	XP_039746430.1	Vcard_DToL03771-RA
OG0009777	XP_039762546.1	Vcard_DToL05587-RA
OG0009778	XP_039755293.1	Vcard_DToL01370-RA
OG0009779	XP_039764093.1	Vcard_DToL00656-RA
OG0009780	XP_039763216.1	Vcard_DToL00658-RA
OG0009781	XP_039765340.1	Vcard_DToL02690-RA
OG0009782	XP_039757828.1	Vcard_DToL01383-RA
OG0009783	XP_039745130.1	Vcard_DToL02696-RA
OG0009784	XP_039765341.1	Vcard_DToL02702-RA
OG0009788	XP_039754226.1	Vcard_DToL01395-RA
OG0009789	XP_039755704.1	Vcard_DToL01494-RA
OG0009790	XP_039761312.1	Vcard_DToL01483-RA
OG0009791	XP_039762602.1	Vcard_DToL18647-RA
OG0009794	XP_039758746.1	Vcard_DToL09896-RA
OG0009797	XP_039747574.1	Vcard_DToL17520-RA
OG0009798	XP_039765811.1	Vcard_DToL02248-RA
OG0009799	XP_039756522.1	Vcard_DToL12497-RA
OG0009800	XP_039753628.1	Vcard_DToL09527-RA
OG0009801	XP_039759937.1	Vcard_DToL15313-RA
OG0009802	XP_039759012.1	Vcard_DToL13507-RA
OG0009804	XP_039758132.1	Vcard_DToL14604-RA
OG0009805	XP_039756972.1	Vcard_DToL15680-RA
OG0009806	XP_039760083.1	Vcard_DToL15478-RA
OG0009807	XP_039747749.1	Vcard_DToL17717-RA, Vcard_DToL17718-RA
OG0009809	XP_039762561.1	Vcard_DToL18857-RA
OG0009810	XP_039765874.1	Vcard_DToL02646-RA
OG0009811	XP_039757631.1	Vcard_DToL14877-RA
OG0009812	XP_039762213.1	Vcard_DToL17884-RA
OG0009813	XP_039746453.1	Vcard_DToL03974-RA
OG0009814	XP_039761936.1	Vcard_DToL17927-RA
OG0009815	XP_039747277.1	Vcard_DToL08297-RA
OG0009816	XP_039761697.1	Vcard_DToL17357-RA
OG0009817	XP_039748236.1	Vcard_DToL13849-RA
OG0009818	XP_039765513.1	Vcard_DToL02042-RA
OG0009819	XP_039750381.1	Vcard_DToL16416-RA
OG0009820	XP_039765360.1	Vcard_DToL02304-RA
OG0009821	XP_039750564.1	Vcard_DToL10721-RA
OG0009822	XP_039755566.1	Vcard_DToL11852-RA
OG0009823	XP_039760630.1	Vcard_DToL16170-RA
OG0009824	XP_039753708.1	Vcard_DToL01515-RA
OG0009825	XP_039759372.1	Vcard_DToL13527-RA
OG0009827	XP_039759344.1	Vcard_DToL13342-RA
OG0009828	XP_039750667.1	Vcard_DToL10289-RA
OG0009829	XP_039746836.1	Vcard_DToL15518-RA, Vcard_DToL15519-RA
OG0009830	XP_039753348.1	Vcard_DToL09387-RA
OG0009831	XP_039755580.1	Vcard_DToL11965-RA
OG0009832	XP_039765347.1	Vcard_DToL02691-RA
OG0009833	XP_039755863.1	Vcard_DToL12317-RA
OG0009834	XP_039759101.1	Vcard_DToL13539-RA
OG0009835	XP_039747974.1	Vcard_DToL15500-RA
OG0009836	XP_039750757.1	Vcard_DToL10831-RA
