Orthogroup	Pararge_aegeria	Danaus_plexippus
OG0009519	XP_039755505.1	DPOGS213506-PA
OG0009520	XP_039755692.1	DPOGS213626-PA
OG0009521	XP_039758237.1	DPOGS215381-PA
OG0009522	XP_039748917.1	DPOGS211403-PA
OG0009523	XP_039750971.1	DPOGS210711-PA
OG0009524	XP_039750398.1	DPOGS210742-PA
OG0009525	XP_039750397.1	DPOGS210712-PA
OG0009526	XP_039749370.1	DPOGS208934-PA
OG0009527	XP_039764041.1	DPOGS212556-PA
OG0009528	XP_039754713.1	DPOGS209946-PA
OG0009529	XP_039755730.1	DPOGS212329-PA
OG0009530	XP_039755082.1	DPOGS209947-PA
OG0009531	XP_039747366.1	DPOGS202123-PA
OG0009532	XP_039750940.1	DPOGS210714-PA
OG0009533	XP_039746961.1	DPOGS202103-PA
OG0009534	XP_039755337.1	DPOGS212327-PA
OG0009535	XP_039746927.1	DPOGS202124-PA
OG0009536	XP_039752200.1	DPOGS207005-PA
OG0009537	XP_039760668.1	DPOGS201922-PA
OG0009538	XP_039754888.1	DPOGS209976-PA
OG0009539	XP_039754272.1	DPOGS200312-PA
OG0009540	XP_039752737.1	DPOGS206931-PA
OG0009541	XP_039754606.1	DPOGS209980-PA
OG0009542	XP_039752406.1	DPOGS207009-PA
OG0009543	XP_039751396.1	DPOGS207663-PA
OG0009544	XP_039752999.1	DPOGS207701-PA
OG0009545	XP_039764600.1	DPOGS214279-PA
OG0009546	XP_039753734.1	DPOGS207698-PA
OG0009547	XP_039761771.1	DPOGS205506-PA
OG0009548	XP_039749244.1	DPOGS211415-PA
OG0009549	XP_039752188.1	DPOGS206926-PA
OG0009550	XP_039764605.1	DPOGS214108-PA
OG0009551	XP_039764601.1	DPOGS214283-PA
OG0009552	XP_039748911.1	DPOGS211416-PA
OG0009554	XP_039763705.1	DPOGS212558-PA
OG0009555	XP_039754957.1	DPOGS209983-PA
OG0009556	XP_039755155.1	DPOGS209949-PA
OG0009557	XP_039755104.1	DPOGS209984-PA
OG0009558	XP_039753800.1	DPOGS200321-PA
OG0009559	XP_039749248.1	DPOGS211421-PA
OG0009560	XP_039758634.1	DPOGS215416-PA
OG0009561	XP_039749954.1	DPOGS200053-PA
OG0009562	XP_039754747.1	DPOGS209974-PA
OG0009564	XP_039760521.1	DPOGS202358-PA
OG0009565	XP_039764220.1	DPOGS214105-PA
OG0009566	XP_039754994.1	DPOGS209973-PA
OG0009567	XP_039754769.1	DPOGS209956-PA
OG0009568	XP_039746587.1	DPOGS202099-PA
OG0009569	XP_039754624.1	DPOGS209972-PA
OG0009570	XP_039761799.1	DPOGS205529-PA
OG0009571	XP_039746583.1	DPOGS202126-PA
OG0009572	XP_039754764.1	DPOGS209957-PA
OG0009573	XP_039754851.1	DPOGS209971-PA
OG0009574	XP_039758562.1	DPOGS215420-PA
OG0009576	XP_039746753.1	DPOGS202357-PA
OG0009577	XP_039751384.1	DPOGS202805-PA
OG0009578	XP_039753980.1	DPOGS200306-PA
OG0009579	XP_039753304.1	DPOGS200818-PA
OG0009580	XP_039761659.1	DPOGS205517-PA
OG0009581	XP_039755145.1	DPOGS209959-PA
OG0009582	XP_039759968.1	DPOGS209968-PA
OG0009584	XP_039748835.1	DPOGS205848-PA
OG0009585	XP_039746679.1	DPOGS202093-PA
OG0009586	XP_039763509.1	DPOGS212561-PA
OG0009587	XP_039759234.1	DPOGS202881-PA
OG0009588	XP_039748806.1	DPOGS205851-PA
OG0009589	XP_039745218.1	DPOGS210298-PA
OG0009590	XP_039763784.1	DPOGS214098-PA
OG0009591	XP_039753185.1	DPOGS200873-PA
OG0009592	XP_039755088.1	DPOGS200648-PA
OG0009593	XP_039751800.1	DPOGS206918-PA
OG0009594	XP_039747473.1	DPOGS200182-PA
OG0009595	XP_039754641.1	DPOGS200591-PA
OG0009596	XP_039754840.1	DPOGS200645-PA
OG0009597	XP_039754838.1	DPOGS200594-PA
OG0009598	XP_039755162.1	DPOGS200644-PA
OG0009599	XP_039755190.1	DPOGS200595-PA
OG0009600	XP_039753207.1	DPOGS200825-PA
OG0009601	XP_039747326.1	DPOGS200180-PA
OG0009603	XP_039752682.1	DPOGS206957-PA
OG0009604	XP_039764893.1	DPOGS214290-PA
OG0009606	XP_039752153.1	DPOGS206964-PA
OG0009607	XP_039765588.1	DPOGS208725-PA
OG0009608	XP_039765587.1	DPOGS208714-PA
OG0009609	XP_039751270.1	DPOGS202835-PA
OG0009610	XP_039745281.1	DPOGS208712-PA
OG0009611	XP_039765619.1	DPOGS208730-PA
OG0009612	XP_039755735.1	DPOGS212382-PA
OG0009613	XP_039756701.1	DPOGS215274-PA
OG0009614	XP_039764516.1	DPOGS214088-PA
OG0009615	XP_039753193.1	DPOGS200832-PA
OG0009616	XP_039754463.1	DPOGS200343-PA
OG0009617	XP_039757110.1	DPOGS211605-PA
OG0009618	XP_039749079.1	DPOGS209929-PA
OG0009620	XP_039761388.1	DPOGS210597-PA
OG0009621	XP_039748617.1	DPOGS209931-PA
OG0009622	XP_039746996.1	DPOGS200174-PA
OG0009623	XP_039758613.1	DPOGS210616-PA
OG0009624	XP_039750754.1	DPOGS208315-PA
OG0009625	XP_039765772.1	DPOGS208733-PA
OG0009626	XP_039754409.1	DPOGS200286-PA
OG0009627	XP_039753958.1	DPOGS200355-PA
OG0009628	XP_039761530.1	DPOGS207691-PA
OG0009629	XP_039753009.1	DPOGS200836-PA
OG0009631	XP_039757189.1	DPOGS211615-PA
OG0009632	XP_039757255.1	DPOGS211616-PA
OG0009633	XP_039750600.1	DPOGS208314-PA
OG0009634	XP_039746408.1	DPOGS200746-PA
OG0009635	XP_039755645.1	DPOGS212336-PA
OG0009636	XP_039752324.1	DPOGS206863-PA
OG0009637	XP_039754362.1, XP_039754930.1	DPOGS200656-PA, DPOGS200804-PA
OG0009638	XP_039761185.1	DPOGS210621-PA
OG0009639	XP_039745515.1	DPOGS208743-PA
OG0009640	XP_039763308.1	DPOGS202977-PA
OG0009641	XP_039755534.1	DPOGS212376-PA
OG0009642	XP_039756508.1	DPOGS202186-PA
OG0009643	XP_039749253.1	DPOGS209933-PA
OG0009644	XP_039755633.1	DPOGS212342-PA
OG0009645	XP_039758130.1	DPOGS202234-PA
OG0009647	XP_039761763.1	DPOGS208161-PA, DPOGS208160-PA
OG0009648	XP_039751205.1	DPOGS202844-PA
OG0009649	XP_039746238.1	DPOGS200738-PA
OG0009650	XP_039754061.1	DPOGS200283-PA
OG0009651	XP_039746520.1	DPOGS204762-PA
OG0009653	XP_039745893.1	DPOGS200727-PA
OG0009656	XP_039753288.1	DPOGS200850-PA
OG0009657	XP_039750569.1	DPOGS202347-PA
OG0009658	XP_039746743.1	DPOGS205956-PA
OG0009659	XP_039751239.1	DPOGS202773-PA
OG0009660	XP_039746526.1	DPOGS205955-PA
OG0009661	XP_039751554.1	DPOGS202848-PA
OG0009662	XP_039751758.1	DPOGS207088-PA
OG0009663	XP_039747199.1	DPOGS205929-PA
OG0009664	XP_039753859.1	DPOGS202190-PA
OG0009665	XP_039745836.1	DPOGS208153-PA
OG0009666	XP_039747153.1	DPOGS205952-PA
OG0009667	XP_039747169.1	DPOGS205950-PA
OG0009668	XP_039750211.1	DPOGS211468-PA
OG0009669	XP_039754057.1	DPOGS215065-PA
OG0009670	XP_039755568.1	DPOGS212348-PA
OG0009671	XP_039752365.1	DPOGS207091-PA
OG0009672	XP_039747243.1	DPOGS205933-PA
OG0009674	XP_039752252.1	DPOGS206856-PA
OG0009675	XP_039763827.1	DPOGS202995-PA
OG0009676	XP_039747183.1	DPOGS205935-PA
OG0009677	XP_039746926.1	DPOGS205936-PA
OG0009678	XP_039747202.1	DPOGS205945-PA
OG0009679	XP_039747022.1	DPOGS205944-PA
OG0009680	XP_039755779.1	DPOGS212353-PA
OG0009681	XP_039751934.1	DPOGS206852-PA
OG0009682	XP_039764808.1	DPOGS211832-PA
OG0009683	XP_039753238.1	DPOGS205700-PA
OG0009684	XP_039761502.1	DPOGS202219-PA
OG0009685	XP_039750010.1	DPOGS210215-PA
OG0009687	XP_039764198.1	DPOGS203016-PA
OG0009688	XP_039753520.1	DPOGS205707-PA
OG0009690	XP_039749258.1	DPOGS211382-PA
OG0009691	XP_039749800.1	DPOGS210245-PA
OG0009692	XP_039752761.1	DPOGS207098-PA
OG0009693	XP_039745630.1	DPOGS205620-PA
OG0009694	XP_039748619.1	DPOGS211389-PA
OG0009695	XP_039751454.1	DPOGS202866-PA
OG0009696	XP_039752767.1	DPOGS206844-PA
OG0009698	XP_039750184.1	DPOGS210220-PA
OG0009699	XP_039749262.1	DPOGS205837-PA
OG0009700	XP_039763055.1	DPOGS201833-PA
OG0009702	XP_039749958.1	DPOGS212908-PA
OG0009703	XP_039746736.1	DPOGS206729-PA
OG0009704	XP_039763109.1	DPOGS202980-PA
OG0009705	XP_039751884.1	DPOGS206839-PA
OG0009706	XP_039763661.1	DPOGS203032-PA
OG0009707	XP_039746812.1	DPOGS206726-PA
OG0009708	XP_039764663.1	DPOGS201905-PA
OG0009709	XP_039763764.1	DPOGS203368-PA
OG0009710	XP_039747191.1	DPOGS206725-PA, DPOGS212423-PA
OG0009712	XP_039751831.1	DPOGS207141-PA
OG0009713	XP_039746925.1	DPOGS212425-PA
OG0009714	XP_039748645.1	DPOGS202467-PA
OG0009715	XP_039764533.1	DPOGS201835-PA
OG0009716	XP_039746567.1	DPOGS212419-PA
OG0009717	XP_039764693.1	DPOGS201901-PA
OG0009718	XP_039765269.1	DPOGS201836-PA
OG0009719	XP_039764173.1	DPOGS202975-PA
OG0009720	XP_039752388.1	DPOGS207138-PA
OG0009721	XP_039747224.1	DPOGS212429-PA
OG0009722	XP_039764530.1	DPOGS201898-PA
OG0009723	XP_039746497.1	DPOGS212414-PA
OG0009724	XP_039747253.1	DPOGS212430-PA
OG0009725	XP_039763428.1	DPOGS202989-PA
OG0009727	XP_039747503.1	DPOGS212432-PA
OG0009728	XP_039747502.1	DPOGS212412-PA
OG0009729	XP_039747310.1	DPOGS212433-PA
OG0009730	XP_039747291.1	DPOGS212411-PA
OG0009731	XP_039752358.1	DPOGS207135-PA
OG0009733	XP_039749806.1	DPOGS210234-PA
OG0009734	XP_039750152.1	DPOGS210236-PA
OG0009735	XP_039746543.1	DPOGS212409-PA
OG0009736	XP_039764559.1	DPOGS201887-PA
OG0009737	XP_039746896.1	DPOGS212438-PA
OG0009738	XP_039745089.1	DPOGS202410-PA
OG0009739	XP_039746715.1	DPOGS211729-PA
OG0009740	XP_039763932.1	DPOGS203035-PA
OG0009741	XP_039765193.1	DPOGS201885-PA
OG0009742	XP_039752694.1	DPOGS206825-PA
OG0009743	XP_039764527.1	DPOGS201883-PA
OG0009744	XP_039752021.1	DPOGS209391-PA
OG0009746	XP_039747486.1	DPOGS212448-PA
OG0009747	XP_039754442.1	DPOGS209390-PA
OG0009748	XP_039747491.1	DPOGS212449-PA
OG0009749	XP_039754050.1	DPOGS209352-PA
OG0009750	XP_039748899.1	DPOGS205846-PA
OG0009751	XP_039753790.1	DPOGS209359-PA
OG0009752	XP_039752539.1	DPOGS207128-PA
OG0009753	XP_039765144.1	DPOGS201852-PA
OG0009754	XP_039752423.1	DPOGS206829-PA
OG0009755	XP_039764541.1	DPOGS201855-PA
OG0009756	XP_039755287.1	DPOGS214959-PA
OG0009757	XP_039746075.1	DPOGS205631-PA
OG0009758	XP_039745744.1	DPOGS205632-PA
OG0009759	XP_039764324.1	DPOGS201865-PA
OG0009760	XP_039751392.1	DPOGS202761-PA
OG0009761	XP_039746779.1	DPOGS200151-PA
OG0009762	XP_039748641.1	DPOGS215157-PA
OG0009763	XP_039763818.1	DPOGS208385-PA
OG0009764	XP_039746347.1	DPOGS205653-PA
OG0009765	XP_039745394.1	DPOGS200014-PA
OG0009766	XP_039758105.1	DPOGS201453-PA
OG0009767	XP_039764522.1	DPOGS201558-PA
OG0009768	XP_039747322.1	DPOGS200168-PA
OG0009769	XP_039747309.1	DPOGS200165-PA
OG0009770	XP_039746849.1	DPOGS214833-PA
OG0009771	XP_039746383.1	DPOGS205650-PA
OG0009772	XP_039745875.1	DPOGS214783-PA
OG0009773	XP_039745989.1	DPOGS214782-PA
OG0009774	XP_039765057.1	DPOGS201573-PA
OG0009775	XP_039746430.1	DPOGS212211-PA
OG0009776	XP_039763686.1	DPOGS208371-PA
OG0009777	XP_039762546.1	DPOGS211839-PA
OG0009778	XP_039755293.1	DPOGS201448-PA
OG0009779	XP_039764093.1	DPOGS203289-PA
OG0009780	XP_039763216.1	DPOGS203293-PA
OG0009781	XP_039765340.1	DPOGS211456-PA
OG0009782	XP_039757828.1	DPOGS201437-PA, DPOGS201436-PA
OG0009783	XP_039745130.1	DPOGS211451-PA
OG0009784	XP_039765341.1	DPOGS211445-PA
OG0009785	XP_039753357.1	DPOGS201514-PA
OG0009786	XP_039753405.1	DPOGS201512-PA, DPOGS201513-PA
OG0009787	XP_039755339.1	DPOGS201510-PA
OG0009788	XP_039754226.1	DPOGS201445-PA
OG0009789	XP_039755704.1	DPOGS201740-PA
OG0009790	XP_039761312.1	DPOGS201925-PA
OG0009791	XP_039762602.1	DPOGS212954-PA, DPOGS212073-PA
OG0009792	XP_039761600.1	DPOGS215627-PA, DPOGS202346-PA
OG0009794	XP_039758746.1	DPOGS205254-PA
OG0009795	XP_039751034.1	DPOGS212228-PA
OG0009796	XP_039764539.1	DPOGS201912-PA, DPOGS212187-PA, DPOGS214785-PA
OG0009797	XP_039747574.1	DPOGS201799-PA
OG0009798	XP_039765811.1	DPOGS208652-PA
OG0009799	XP_039756522.1	DPOGS215265-PA
OG0009800	XP_039753628.1	DPOGS200809-PA
OG0009801	XP_039759937.1	DPOGS212492-PA
OG0009802	XP_039759012.1	DPOGS214015-PA
OG0009804	XP_039758132.1	DPOGS211313-PA, DPOGS211315-PA
OG0009805	XP_039756972.1	DPOGS209531-PA
OG0009806	XP_039760083.1	DPOGS209050-PA
OG0009807	XP_039747749.1	DPOGS214555-PA
OG0009808	XP_039747548.1	DPOGS213367-PA
OG0009809	XP_039762561.1	DPOGS206206-PA
OG0009810	XP_039765874.1	DPOGS202407-PA
OG0009811	XP_039757631.1	DPOGS214723-PA
OG0009812	XP_039762213.1	DPOGS201588-PA
OG0009813	XP_039746453.1	DPOGS205644-PA
OG0009814	XP_039761936.1	DPOGS203885-PA
OG0009815	XP_039747277.1	DPOGS204767-PA
OG0009816	XP_039761697.1	DPOGS205137-PA
OG0009817	XP_039748236.1	DPOGS204630-PA
OG0009818	XP_039765513.1	DPOGS213103-PA
OG0009819	XP_039750381.1	DPOGS211744-PA
OG0009820	XP_039765360.1	DPOGS203070-PA
OG0009821	XP_039750564.1	DPOGS204116-PA
OG0009822	XP_039755566.1	DPOGS212366-PA
OG0009823	XP_039760630.1	DPOGS212189-PA
OG0009824	XP_039753708.1	DPOGS201746-PA
OG0009825	XP_039759372.1	DPOGS208410-PA, DPOGS208411-PA
OG0009827	XP_039759344.1	DPOGS215932-PA
OG0009828	XP_039750667.1	DPOGS208313-PA
OG0009829	XP_039746836.1	DPOGS206422-PA
OG0009830	XP_039753348.1	DPOGS206455-PA
OG0009831	XP_039755580.1	DPOGS206172-PA
OG0009832	XP_039765347.1	DPOGS211440-PA
OG0009833	XP_039755863.1	DPOGS213557-PA
OG0009834	XP_039759101.1	DPOGS208399-PA
OG0009835	XP_039747974.1	DPOGS209312-PA
OG0009836	XP_039750757.1	DPOGS210556-PA
OG0009837	XP_039745888.1	DPOGS211919-PA
OG0009838	XP_039753415.1	DPOGS205713-PA
OG0009839	XP_039765016.1	DPOGS214197-PA
OG0009840	XP_039758709.1	DPOGS206257-PA
OG0009841	XP_039749540.1	DPOGS201039-PA
OG0009842	XP_039759592.1	DPOGS215949-PA
OG0009843	XP_039751558.1	DPOGS212618-PA
OG0009844	XP_039751292.1	DPOGS209464-PA
OG0009845	XP_039748590.1	DPOGS215892-PA
OG0009846	XP_039748636.1	DPOGS215569-PA
OG0009847	XP_039757228.1	DPOGS204729-PA
OG0009848	XP_039746391.1	DPOGS205180-PA
OG0009849	XP_039751419.1	DPOGS206246-PA
OG0009850	XP_039748762.1, XP_039748763.1	DPOGS205829-PA
OG0009851	XP_039751290.1	DPOGS209469-PA
OG0009852	XP_039761755.1	DPOGS202215-PA
OG0009853	XP_039756260.1	DPOGS200625-PA
OG0009854	XP_039751624.1	DPOGS201997-PA
OG0009855	XP_039757473.1	DPOGS204184-PA
OG0009857	XP_039764745.1	DPOGS201877-PA
OG0009858	XP_039756595.1	DPOGS200626-PA
OG0009859	XP_039763180.1	DPOGS203369-PA
OG0009860	XP_039762322.1	DPOGS211498-PA
OG0009861	XP_039764509.1	DPOGS214206-PA
OG0009862	XP_039748420.1	DPOGS210201-PA
OG0009863	XP_039749874.1	DPOGS211477-PA
OG0009864	XP_039748317.1	DPOGS210202-PA
OG0009866	XP_039760845.1	DPOGS206267-PA, DPOGS206268-PA
OG0009867	XP_039750501.1	DPOGS210991-PA
OG0009868	XP_039758821.1	DPOGS205598-PA
OG0009869	XP_039745110.1	DPOGS202176-PA
OG0009870	XP_039749613.1	DPOGS210231-PA
OG0009871	XP_039754438.1	DPOGS202200-PA
OG0009872	XP_039760875.1, XP_039760881.1	DPOGS200231-PA
OG0009873	XP_039751725.1	DPOGS209474-PA
OG0009874	XP_039754875.1	DPOGS209156-PA
OG0009875	XP_039745624.1	DPOGS207455-PA
OG0009876	XP_039747325.1	DPOGS203541-PA
OG0009877	XP_039751277.1	DPOGS209476-PA
OG0009878	XP_039760010.1	DPOGS205004-PA
OG0009879	XP_039765609.1	DPOGS208638-PA
OG0009880	XP_039749320.1	DPOGS203525-PA
OG0009881	XP_039753788.1	DPOGS209387-PA
OG0009882	XP_039754145.1	DPOGS209388-PA
OG0009883	XP_039760452.1	DPOGS200537-PA
OG0009884	XP_039754470.1	DPOGS205901-PA
OG0009885	XP_039760379.1	DPOGS215698-PA
OG0009886	XP_039755303.1	DPOGS202510-PA
OG0009887	XP_039748163.1	DPOGS207405-PA
OG0009888	XP_039745226.1	DPOGS208703-PA
OG0009889	XP_039765002.1	DPOGS214209-PA
OG0009890	XP_039756057.1	DPOGS209736-PA
OG0009891	XP_039745896.1	DPOGS207451-PA
OG0009893	XP_039758810.1	DPOGS202508-PA
OG0009894	XP_039748306.1	DPOGS213252-PA, DPOGS213253-PA
OG0009895	XP_039759268.1	DPOGS207508-PA
OG0009896	XP_039750904.1	DPOGS210710-PA
OG0009897	XP_039757752.1	DPOGS202311-PA
OG0009898	XP_039755883.1	DPOGS210358-PA
OG0009899	XP_039755439.1	DPOGS214809-PA
OG0009900	XP_039758274.1	DPOGS208056-PA
OG0009901	XP_039754961.1	DPOGS214537-PA
OG0009903	XP_039751681.1	DPOGS213670-PA
OG0009904	XP_039758739.1	DPOGS215406-PA
OG0009905	XP_039758590.1	DPOGS215386-PA
OG0009906	XP_039763938.1	DPOGS215816-PA
OG0009907	XP_039745532.1	DPOGS213461-PA
OG0009908	XP_039745240.1, XP_039745241.1	DPOGS215345-PA
OG0009909	XP_039750526.1	DPOGS211569-PA
OG0009910	XP_039754385.1	DPOGS209354-PA
OG0009911	XP_039749687.1	DPOGS203516-PA
OG0009912	XP_039756494.1	DPOGS216074-PA
OG0009913	XP_039761747.1	DPOGS205499-PA
OG0009914	XP_039755791.1	DPOGS213590-PA
OG0009915	XP_039755503.1	DPOGS212935-PA
OG0009917	XP_039758042.1	DPOGS202961-PA
OG0009918	XP_039746247.1	DPOGS205668-PA
OG0009919	XP_039764792.1	DPOGS215839-PA
OG0009920	XP_039753630.1	DPOGS201659-PA
OG0009922	XP_039760841.1	DPOGS201708-PA
OG0009923	XP_039750709.1	DPOGS202382-PA
OG0009924	XP_039765892.1	DPOGS204237-PA
OG0009925	XP_039758162.1	DPOGS204198-PA
OG0009926	XP_039753526.1	DPOGS201202-PA
OG0009927	XP_039758098.1	DPOGS214637-PA
OG0009928	XP_039754744.1	DPOGS203172-PA
OG0009929	XP_039761086.1	DPOGS203770-PA
OG0009931	XP_039757814.1	DPOGS202331-PA
OG0009932	XP_039749215.1	DPOGS207976-PA
OG0009933	XP_039749087.1	DPOGS207977-PA
OG0009934	XP_039761087.1	DPOGS203727-PA
OG0009935	XP_039754824.1	DPOGS212256-PA
OG0009936	XP_039745153.1	DPOGS204225-PA
OG0009937	XP_039755445.1	DPOGS207263-PA
OG0009938	XP_039764682.1	DPOGS215846-PA
OG0009939	XP_039748514.1	DPOGS211376-PA
OG0009940	XP_039747480.1	DPOGS200185-PA
OG0009941	XP_039755479.1	DPOGS214820-PA
OG0009942	XP_039760707.1	DPOGS215532-PA
OG0009943	XP_039753268.1	DPOGS207493-PA
OG0009944	XP_039755177.1	DPOGS203211-PA
OG0009945	XP_039764145.1	DPOGS214222-PA
OG0009946	XP_039754897.1	DPOGS209207-PA
OG0009947	XP_039757265.1	DPOGS203578-PA
OG0009948	XP_039752722.1	DPOGS206992-PA
OG0009949	XP_039745365.1	DPOGS204409-PA
OG0009950	XP_039755866.1	DPOGS212974-PA
OG0009951	XP_039752272.1	DPOGS212699-PA
OG0009952	XP_039755803.1	DPOGS213614-PA
OG0009953	XP_039755382.1	DPOGS213516-PA
OG0009954	XP_039745856.1	DPOGS211950-PA
OG0009955	XP_039764489.1	DPOGS211102-PA
OG0009956	XP_039749709.1	DPOGS202018-PA
OG0009957	XP_039755527.1, XP_039755528.1	DPOGS213620-PA
OG0009958	XP_039746672.1	DPOGS212090-PA
OG0009959	XP_039763502.1	DPOGS206129-PA
OG0009960	XP_039752697.1	DPOGS207004-PA
OG0009961	XP_039753638.1	DPOGS207727-PA
OG0009962	XP_039753510.1	DPOGS207726-PA
OG0009963	XP_039755623.1	DPOGS213507-PA
OG0009964	XP_039763249.1	DPOGS203403-PA
OG0009965	XP_039751886.1	DPOGS206928-PA
OG0009966	XP_039754236.1	DPOGS200380-PA
OG0009967	XP_039746400.1	DPOGS211861-PA
OG0009968	XP_039745342.1	DPOGS213148-PA
OG0009969	XP_039751267.1	DPOGS208480-PA
OG0009970	XP_039745155.1	DPOGS213149-PA
OG0009971	XP_039754151.1	DPOGS201521-PA
OG0009972	XP_039755041.1	DPOGS203225-PA
OG0009973	XP_039756874.1	DPOGS206606-PA
OG0009974	XP_039745901.1	DPOGS211977-PA
OG0009975	XP_039753333.1	DPOGS207850-PA
OG0009976	XP_039752171.1	DPOGS207020-PA
OG0009977	XP_039754091.1	DPOGS214692-PA
OG0009978	XP_039754149.1, XP_039754148.1	DPOGS214774-PA
OG0009979	XP_039763583.1	DPOGS203290-PA
OG0009981	XP_039751815.1	DPOGS201409-PA
OG0009982	XP_039745206.1	DPOGS204507-PA
OG0009983	XP_039757645.1	DPOGS215778-PA
OG0009984	XP_039764607.1	DPOGS214280-PA
OG0009985	XP_039745876.1	DPOGS214687-PA
OG0009986	XP_039760264.1, XP_039760255.1	DPOGS203811-PA
OG0009987	XP_039756988.1	DPOGS215613-PA
OG0009988	XP_039756641.1	DPOGS215802-PA
OG0009989	XP_039758030.1	DPOGS203672-PA
OG0009990	XP_039752042.1	DPOGS206834-PA
OG0009991	XP_039764031.1	DPOGS207186-PA
OG0009992	XP_039763341.1	DPOGS206784-PA
OG0010017	XP_039749706.1	DPOGS211475-PA
OG0010018	XP_039760655.1	DPOGS207219-PA
OG0010022	XP_039762306.1	DPOGS211527-PA
OG0010024	XP_039757993.1	DPOGS214698-PA
OG0010025	XP_039757882.1, XP_039757883.1	DPOGS214762-PA
OG0010028	XP_039761706.1	DPOGS213500-PA
OG0010029	XP_039753311.1	DPOGS206366-PA
OG0010032	XP_039752035.1	DPOGS200465-PA
OG0010035	XP_039762749.1	DPOGS215129-PA
OG0010037	XP_039759914.1	DPOGS204978-PA
OG0010039	XP_039746198.1	DPOGS209294-PA
OG0010041	XP_039757404.1	DPOGS210394-PA
OG0010042	XP_039754967.1	DPOGS209136-PA
OG0010046	XP_039761868.1	DPOGS202962-PA
OG0010047	XP_039750189.1	DPOGS213383-PA
OG0010050	XP_039756269.1	DPOGS205545-PA
OG0010051	XP_039758527.1	DPOGS205494-PA
OG0010053	XP_039757407.1	DPOGS208001-PA
OG0010054	XP_039755764.1	DPOGS210330-PA
OG0010055	XP_039763490.1	DPOGS206154-PA
OG0010058	XP_039752271.1	DPOGS214413-PA
OG0010059	XP_039752149.1	DPOGS214412-PA
OG0010061	XP_039754225.1	DPOGS210845-PA
OG0010063	XP_039754721.1	DPOGS208689-PA
OG0010065	XP_039758053.1	DPOGS214747-PA
OG0010066	XP_039746257.1	DPOGS202682-PA, DPOGS202681-PA
OG0010067	XP_039750848.1	DPOGS208276-PA
OG0010068	XP_039758855.1	DPOGS202144-PA
OG0010070	XP_039757413.1	DPOGS204726-PA
OG0010071	XP_039757414.1	DPOGS204711-PA
OG0010072	XP_039757530.1, XP_039757529.1, XP_039757528.1	DPOGS214740-PA
OG0010074	XP_039765567.1	DPOGS208833-PA
OG0010076	XP_039745243.1	DPOGS208839-PA
OG0010077	XP_039762434.1	DPOGS215026-PA
OG0010078	XP_039750026.1	DPOGS209785-PA
OG0010079	XP_039755502.1	DPOGS210388-PA
OG0010080	XP_039754104.1	DPOGS201165-PA
OG0010082	XP_039765621.1	DPOGS208771-PA
OG0010084	XP_039754823.1	DPOGS214514-PA
OG0010085	XP_039748118.1	DPOGS200008-PA
OG0010086	XP_039745034.1	DPOGS216138-PA
OG0010087	XP_039759327.1	DPOGS214381-PA
OG0010089	XP_039757190.1	DPOGS205456-PA
OG0010090	XP_039759396.1	DPOGS214377-PA
OG0010091	XP_039749112.1	DPOGS210074-PA
OG0010092	XP_039755234.1	DPOGS209238-PA, DPOGS209237-PA
OG0010094	XP_039758593.1	DPOGS206255-PA
OG0010095	XP_039754716.1	DPOGS203418-PA
OG0010097	XP_039753929.1	DPOGS201136-PA
OG0010099	XP_039746932.1	DPOGS209629-PA
OG0010100	XP_039757395.1	DPOGS205493-PA
OG0010101	XP_039757394.1	DPOGS202569-PA
OG0010102	XP_039760432.1	DPOGS215542-PA
OG0010104	XP_039765924.1	DPOGS215321-PA
OG0010105	XP_039762286.1	DPOGS201608-PA
OG0010107	XP_039750622.1	DPOGS204433-PA
OG0010109	XP_039759660.1	DPOGS208338-PA
OG0010110	XP_039759404.1	DPOGS208336-PA, DPOGS208335-PA, DPOGS208337-PA
OG0010111	XP_039761135.1	DPOGS216208-PA
OG0010112	XP_039755036.1, XP_039755242.1	DPOGS211316-PA
OG0010114	XP_039750492.1	DPOGS204449-PA
OG0010116	XP_039747352.1	DPOGS209639-PA
OG0010118	XP_039747773.1	DPOGS213332-PA
OG0010119	XP_039754701.1	DPOGS205261-PA
OG0010120	XP_039745232.1	DPOGS215304-PA
OG0010121	XP_039750885.1	DPOGS204446-PA
OG0010122	XP_039755585.1	DPOGS212971-PA
OG0010123	XP_039762744.1	DPOGS200780-PA
OG0010128	XP_039749272.1	DPOGS216155-PA
OG0010129	XP_039745217.1	DPOGS215339-PA
OG0010130	XP_039763995.1	DPOGS207162-PA
OG0010131	XP_039758542.1	DPOGS203114-PA
OG0010132	XP_039747620.1	DPOGS204633-PA
OG0010133	XP_039757692.1	DPOGS204156-PA
OG0010134	XP_039760946.1	DPOGS215691-PA
OG0010135	XP_039760642.1	DPOGS206184-PA
OG0010137	XP_039765710.1	DPOGS203646-PA
OG0010138	XP_039747915.1	DPOGS204625-PA
OG0010140	XP_039751291.1	DPOGS209446-PA
OG0010143	XP_039761182.1	DPOGS212003-PA
OG0010144	XP_039750858.1	DPOGS204103-PA
OG0010145	XP_039750042.1	DPOGS203519-PA
OG0010146	XP_039752489.1	DPOGS203195-PA
OG0010148	XP_039765679.1	DPOGS208807-PA
