Orthogroup	Heliconius_erato_lativitta	Maniola_hyperantus
OG0007490	HEL_013598-RA	XP_034834646.1
OG0007492	HEL_013459-RA	XP_034836026.1
OG0007493	HEL_008584-RA	XP_034832837.1
OG0007494	HEL_006788-RA	XP_034833580.1
OG0007495	HEL_000956-RA	XP_034831604.1
OG0007497	HEL_008583-RA	XP_034832838.1
OG0007498	HEL_001444-RA	XP_034841114.1
OG0007499	HEL_005952-RA	XP_034837680.1
OG0007500	HEL_001328-RA	XP_034841273.1
OG0007501	HEL_013591-RA	XP_034834605.1
OG0007502	HEL_001327-RA	XP_034824161.1
OG0007503	HEL_003867-RA	XP_034833961.1
OG0007504	HEL_006789-RA	XP_034834136.1
OG0007505	HEL_007389-RA	XP_034830296.1
OG0007506	HEL_008582-RA	XP_034832935.1
OG0007507	HEL_003869-RA	XP_034833768.1
OG0007508	HEL_012240-RA	XP_034831774.1
OG0007509	HEL_013452-RA	XP_034835799.1
OG0007510	HEL_007023-RA	XP_034839582.1
OG0007511	HEL_012241-RA	XP_034832197.1
OG0007512	HEL_013590-RA	XP_034834594.1
OG0007513	HEL_007385-RA	XP_034830293.1
OG0007514	HEL_012243-RA	XP_034831777.1
OG0007515	HEL_005946-RA	XP_034837679.1
OG0007516	HEL_003872-RA	XP_034833951.1
OG0007517	HEL_013141-RA, HEL_013142-RA	XP_034827505.1
OG0007518	HEL_012246-RA	XP_034831769.1
OG0007520	HEL_003874-RA	XP_034834088.1
OG0007521	HEL_001317-RA	XP_034841443.1
OG0007522	HEL_010616-RA	XP_034829783.1
OG0007523	HEL_001316-RA	XP_034841444.1
OG0007524	HEL_010617-RA	XP_034829782.1
OG0007525	HEL_013587-RA	XP_034834604.1
OG0007526	HEL_006790-RA	XP_034834178.1
OG0007528	HEL_005471-RA	XP_034829210.1
OG0007529	HEL_003075-RA	XP_034824623.1
OG0007530	HEL_003074-RA	XP_034830735.1
OG0007531	HEL_007026-RA	XP_034839137.1
OG0007532	HEL_003072-RA	XP_034828666.1
OG0007533	HEL_012575-RA	XP_034831776.1
OG0007534	HEL_003071-RA	XP_034828655.1
OG0007535	HEL_003070-RA	XP_034828702.1
OG0007536	HEL_003068-RA	XP_034836895.1
OG0007537	HEL_007379-RA	XP_034830299.1
OG0007538	HEL_007248-RA	XP_034833569.1
OG0007539	HEL_003067-RA	XP_034831302.1
OG0007540	HEL_003065-RA	XP_034832383.1
OG0007541	HEL_000300-RA	XP_034836427.1
OG0007542	HEL_012577-RA	XP_034832196.1
OG0007543	HEL_006831-RA	XP_034826182.1
OG0007544	HEL_003064-RA	XP_034835865.1
OG0007545	HEL_001312-RA	XP_034841295.1
OG0007546	HEL_003062-RA	XP_034825632.1
OG0007547	HEL_003061-RA	XP_034825591.1
OG0007548	HEL_007375-RA	XP_034830313.1
OG0007550	HEL_003059-RA	XP_034825537.1
OG0007552	HEL_005939-RA	XP_034837692.1
OG0007553	HEL_005938-RA	XP_034837688.1
OG0007554	HEL_005470-RA	XP_034828994.1
OG0007555	HEL_005937-RA	XP_034837585.1
OG0007556	HEL_000294-RA	XP_034836291.1
OG0007557	HEL_013127-RA	XP_034827394.1
OG0007558	HEL_006791-RA	XP_034834009.1
OG0007559	HEL_008108-RA	XP_034835472.1
OG0007560	HEL_010623-RA	XP_034829778.1
OG0007561	HEL_005469-RA	XP_034828995.1
OG0007562	HEL_008109-RA	XP_034835473.1
OG0007563	HEL_010624-RA	XP_034829784.1
OG0007564	HEL_000966-RA	XP_034831236.1
OG0007565	HEL_000968-RA	XP_034831233.1
OG0007566	HEL_007369-RA	XP_034830976.1
OG0007567	HEL_005879-RA	XP_034837677.1
OG0007568	HEL_005468-RA	XP_034829430.1
OG0007569	HEL_007380-RA	XP_034830977.1
OG0007570	HEL_006263-RA	XP_034827096.1, XP_034827099.1, XP_034827098.1, XP_034827097.1
OG0007571	HEL_000970-RA	XP_034831230.1
OG0007572	HEL_004383-RA	XP_034825053.1
OG0007573	HEL_003886-RA	XP_034833973.1
OG0007574	HEL_003114-RA	XP_034828629.1
OG0007575	HEL_004384-RA	XP_034825625.1
OG0007576	HEL_003115-RA	XP_034828805.1
OG0007577	HEL_008114-RA	XP_034835060.1
OG0007578	HEL_012378-RA	XP_034828863.1
OG0007579	HEL_008119-RA	XP_034835054.1
OG0007580	HEL_008120-RA	XP_034835053.1
OG0007581	HEL_001306-RA	XP_034841348.1
OG0007582	HEL_004389-RA	XP_034825206.1
OG0007583	HEL_008121-RA	XP_034835062.1
OG0007584	HEL_000982-RA	XP_034831220.1
OG0007585	HEL_007238-RA	XP_034833566.1
OG0007586	HEL_003891-RA	XP_034834007.1
OG0007587	HEL_004390-RA	XP_034825195.1
OG0007588	HEL_006261-RA	XP_034826921.1
OG0007589	HEL_003121-RA	XP_034827673.1
OG0007590	HEL_004393-RA	XP_034825196.1
OG0007591	HEL_000983-RA	XP_034831232.1
OG0007592	HEL_004392-RA	XP_034825199.1
OG0007593	HEL_003122-RA	XP_034827874.1
OG0007594	HEL_010639-RA	XP_034830040.1
OG0007595	HEL_000984-RA	XP_034831223.1
OG0007596	HEL_003123-RA	XP_034824711.1
OG0007597	HEL_004394-RA	XP_034825200.1
OG0007598	HEL_007237-RA	XP_034833208.1
OG0007599	HEL_004398-RA	XP_034825208.1
OG0007600	HEL_007236-RA	XP_034833296.1
OG0007601	HEL_010641-RA	XP_034829953.1
OG0007602	HEL_010985-RA	XP_034824342.1
OG0007603	HEL_003894-RA	XP_034834003.1
OG0007604	HEL_012582-RA	XP_034831913.1
OG0007605	HEL_003895-RA	XP_034833979.1
OG0007606	HEL_004396-RA	XP_034825203.1
OG0007607	HEL_004400-RA	XP_034825202.1
OG0007608	HEL_003896-RA	XP_034833992.1, XP_034833993.1
OG0007609	HEL_004402-RA	XP_034825623.1
OG0007610	HEL_012584-RA	XP_034831882.1
OG0007611	HEL_010644-RA	XP_034829946.1
OG0007612	HEL_003124-RA	XP_034829676.1
OG0007614	HEL_013389-RA	XP_034827512.1
OG0007615	HEL_012377-RA	XP_034828680.1
OG0007616	HEL_010977-RA	XP_034824937.1
OG0007617	HEL_012585-RA	XP_034831916.1
OG0007618	HEL_010976-RA	XP_034824938.1
OG0007619	HEL_012589-RA	XP_034831908.1
OG0007620	HEL_000989-RA	XP_034831565.1
OG0007621	HEL_011995-RA	XP_034834874.1
OG0007622	HEL_012590-RA	XP_034831889.1
OG0007623	HEL_006259-RA	XP_034826866.1
OG0007624	HEL_003127-RA	XP_034824724.1
OG0007625	HEL_003904-RA	XP_034834174.1
OG0007627	HEL_003129-RA	XP_034833886.1
OG0007628	HEL_003905-RA	XP_034833976.1
OG0007629	HEL_003906-RA	XP_034833985.1
OG0007630	HEL_014427-RA	XP_034826628.1
OG0007631	HEL_007035-RA	XP_034839129.1
OG0007632	HEL_012591-RA	XP_034831911.1
OG0007633	HEL_003130-RA	XP_034827826.1
OG0007634	HEL_007233-RA	XP_034833333.1
OG0007635	HEL_007036-RA	XP_034839126.1
OG0007636	HEL_007232-RA	XP_034833563.1
OG0007637	HEL_013382-RA	XP_034827663.1
OG0007638	HEL_007231-RA	XP_034833445.1
OG0007639	HEL_005462-RA	XP_034828962.1
OG0007640	HEL_003907-RA	XP_034833997.1
OG0007641	HEL_013376-RA	XP_034827634.1
OG0007642	HEL_010975-RA	XP_034824645.1
OG0007643	HEL_007038-RA	XP_034839124.1
OG0007644	HEL_001293-RA	XP_034841059.1
OG0007645	HEL_012002-RA	XP_034834868.1, XP_034834867.1
OG0007646	HEL_001009-RA	XP_034831329.1
OG0007647	HEL_005916-RA	XP_034837581.1
OG0007648	HEL_007039-RA	XP_034839125.1
OG0007649	HEL_001013-RA	XP_034831332.1
OG0007650	HEL_007228-RA	XP_034833442.1
OG0007651	HEL_007222-RA	XP_034833441.1
OG0007652	HEL_012005-RA	XP_034834878.1
OG0007653	HEL_006807-RA	XP_034831704.1
OG0007654	HEL_003913-RA	XP_034833983.1
OG0007655	HEL_005915-RA	XP_034837479.1
OG0007656	HEL_010647-RA	XP_034829939.1
OG0007657	HEL_003135-RA	XP_034825436.1
OG0007658	HEL_010648-RA	XP_034829924.1
OG0007659	HEL_008604-RA	XP_034832675.1
OG0007660	HEL_005914-RA	XP_034837764.1
OG0007661	HEL_003139-RA	XP_034825474.1
OG0007662	HEL_003918-RA	XP_034833766.1
OG0007663	HEL_005911-RA	XP_034837660.1
OG0007664	HEL_003140-RA	XP_034829172.1
OG0007665	HEL_005460-RA	XP_034829120.1
OG0007666	HEL_003141-RA	XP_034829195.1
OG0007667	HEL_007041-RA	XP_034839295.1
OG0007668	HEL_006817-RA	XP_034830500.1
OG0007669	HEL_001014-RA	XP_034831448.1
OG0007670	HEL_005909-RA	XP_034837665.1
OG0007671	HEL_001015-RA	XP_034831202.1
OG0007672	HEL_005908-RA	XP_034837656.1
OG0007673	HEL_003920-RA	XP_034833700.1
OG0007674	HEL_003142-RA	XP_034829151.1
OG0007675	HEL_007042-RA	XP_034839296.1
OG0007676	HEL_007043-RA	XP_034839574.1
OG0007677	HEL_001016-RA	XP_034831098.1
OG0007678	HEL_003921-RA	XP_034833696.1
OG0007679	HEL_002941-RA	XP_034830472.1
OG0007680	HEL_005906-RA	XP_034837666.1
OG0007681	HEL_003143-RA	XP_034829213.1
OG0007682	HEL_000951-RA	XP_034831657.1
OG0007683	HEL_000950-RA	XP_034831658.1
OG0007684	HEL_012370-RA	XP_034828726.1
OG0007685	HEL_000068-RA	XP_034824338.1
OG0007687	HEL_000069-RA	XP_034824336.1
OG0007688	HEL_012369-RA	XP_034828731.1
OG0007689	HEL_012367-RA	XP_034828876.1
OG0007692	HEL_007210-RA	XP_034833436.1
OG0007693	HEL_008128-RA	XP_034835608.1
OG0007694	HEL_000937-RA	XP_034831035.1
OG0007696	HEL_012363-RA	XP_034828670.1
OG0007698	HEL_009781-RA	XP_034831365.1
OG0007700	HEL_009778-RA	XP_034831356.1
OG0007702	HEL_014257-RA	XP_034828674.1
OG0007704	HEL_003922-RA	XP_034834168.1
OG0007705	HEL_005878-RA	XP_034829955.1
OG0007706	HEL_012965-RA	XP_034826203.1
OG0007707	HEL_009774-RA, HEL_009775-RA	XP_034831471.1
OG0007710	HEL_003789-RA	XP_034833868.1
OG0007711	HEL_007046-RA	XP_034839376.1
OG0007712	HEL_000009-RA, HEL_012021-RA	XP_034834433.1
OG0007713	HEL_006255-RA	XP_034827029.1
OG0007714	HEL_003793-RA	XP_034833712.1
OG0007715	HEL_013359-RA	XP_034827611.1
OG0007716	HEL_005899-RA	XP_034837765.1
OG0007717	HEL_014261-RA	XP_034828668.1
OG0007719	HEL_013356-RA	XP_034827639.1
OG0007720	HEL_013357-RA	XP_034827637.1
OG0007721	HEL_005896-RA	XP_034837622.1
OG0007722	HEL_005897-RA	XP_034837621.1
OG0007723	HEL_001278-RA	XP_034840907.1
OG0007724	HEL_001277-RA	XP_034840906.1
OG0007725	HEL_014262-RA	XP_034828529.1
OG0007726	HEL_009618-RA	XP_034827223.1
OG0007727	HEL_014263-RA	XP_034828523.1
OG0007728	HEL_007209-RA	XP_034833438.1
OG0007729	HEL_009619-RA	XP_034827225.1
OG0007730	HEL_007208-RA	XP_034833429.1
OG0007731	HEL_005895-RA	XP_034837620.1
OG0007732	HEL_003156-RA	XP_034840012.1
OG0007733	HEL_009620-RA	XP_034827232.1
OG0007734	HEL_014175-RA	XP_034827843.1
OG0007735	HEL_002939-RA	XP_034834439.1
OG0007736	HEL_012616-RA	XP_034832354.1
OG0007737	HEL_012960-RA	XP_034825963.1
OG0007738	HEL_003161-RA	XP_034841453.1
OG0007739	HEL_014270-RA	XP_034828519.1
OG0007740	HEL_007205-RA	XP_034833325.1
OG0007741	HEL_000082-RA	XP_034824243.1
OG0007742	HEL_009623-RA	XP_034826754.1
OG0007743	HEL_000083-RA	XP_034824241.1
OG0007744	HEL_007049-RA	XP_034839445.1
OG0007745	HEL_000084-RA	XP_034824244.1
OG0007746	HEL_007202-RA	XP_034833326.1
OG0007748	HEL_014120-RA	XP_034826897.1
OG0007749	HEL_007200-RA	XP_034833318.1
OG0007750	HEL_010671-RA	XP_034829949.1
OG0007751	HEL_012959-RA	XP_034826132.1
OG0007752	HEL_012957-RA	XP_034826131.1
OG0007753	HEL_014124-RA	XP_034827104.1
OG0007754	HEL_014125-RA	XP_034827206.1
OG0007755	HEL_007199-RA	XP_034833330.1
OG0007756	HEL_012954-RA	XP_034826209.1
OG0007757	HEL_014285-RA	XP_034828520.1
OG0007758	HEL_002938-RA	XP_034835116.1
OG0007760	HEL_013424-RA	XP_034830640.1
OG0007761	HEL_011594-RA	XP_034840121.1
OG0007762	HEL_010672-RA	XP_034829603.1
OG0007763	HEL_007195-RA	XP_034833316.1
OG0007764	HEL_001270-RA	XP_034840899.1
OG0007765	HEL_000089-RA	XP_034824230.1
OG0007766	HEL_014130-RA	XP_034827198.1
OG0007767	HEL_001269-RA	XP_034840903.1
OG0007768	HEL_008665-RA	XP_034832678.1
OG0007769	HEL_008664-RA	XP_034832690.1
OG0007770	HEL_002936-RA	XP_034835385.1
OG0007771	HEL_008662-RA	XP_034832576.1
OG0007772	HEL_010674-RA	XP_034829588.1
OG0007773	HEL_000103-RA	XP_034824862.1
OG0007774	HEL_013422-RA	XP_034830798.1
OG0007775	HEL_012865-RA, HEL_012864-RA	XP_034828585.1
OG0007776	HEL_012947-RA	XP_034825803.1
OG0007777	HEL_011526-RA	XP_034830444.1, XP_034830443.1
OG0007778	HEL_012945-RA	XP_034825794.1
OG0007779	HEL_012054-RA	XP_034835000.1
OG0007780	HEL_012867-RA	XP_034828883.1
OG0007782	HEL_014183-RA	XP_034827620.1
OG0007783	HEL_000104-RA	XP_034824193.1
OG0007784	HEL_000981-RA	XP_034835041.1
OG0007785	HEL_014185-RA	XP_034827642.1
OG0007786	HEL_008131-RA	XP_034835043.1
OG0007787	HEL_003188-RA	XP_034825530.1
OG0007788	HEL_014188-RA	XP_034827602.1
OG0007789	HEL_008134-RA	XP_034835039.1
OG0007791	HEL_010681-RA	XP_034829599.1
OG0007792	HEL_012629-RA	XP_034832190.1
OG0007794	HEL_014191-RA	XP_034827625.1
OG0007795	HEL_005880-RA	XP_034837671.1
OG0007796	HEL_014192-RA	XP_034827846.1
OG0007797	HEL_008140-RA	XP_034835457.1
OG0007798	HEL_012934-RA	XP_034825806.1
OG0007799	HEL_007059-RA	XP_034839298.1
OG0007800	HEL_008146-RA	XP_034835450.1
OG0007801	HEL_001258-RA	XP_034824144.1
OG0007803	HEL_001257-RA	XP_034841419.1
OG0007804	HEL_005877-RA	XP_034837678.1
OG0007805	HEL_005875-RA	XP_034837672.1
OG0007806	HEL_011913-RA	XP_034832494.1
OG0007807	HEL_008655-RA	XP_034832784.1
OG0007808	HEL_011522-RA	XP_034830926.1
OG0007809	HEL_001256-RA	XP_034841382.1
OG0007810	HEL_014141-RA	XP_034827283.1
OG0007812	HEL_011607-RA	XP_034840406.1
OG0007813	HEL_011917-RA	XP_034832478.1
OG0007814	HEL_001254-RA	XP_034841406.1
OG0007815	HEL_008250-RA	XP_034827631.1
OG0007816	HEL_001253-RA	XP_034841409.1
OG0007817	HEL_011609-RA	XP_034840439.1
OG0007818	HEL_011511-RA	XP_034830936.1
OG0007819	HEL_005873-RA	XP_034837464.1
OG0007820	HEL_011506-RA	XP_034830938.1
OG0007821	HEL_010689-RA	XP_034830085.1
OG0007822	HEL_008643-RA	XP_034832748.1
OG0007823	HEL_005872-RA	XP_034837470.1
OG0007824	HEL_003172-RA	XP_034826128.1
OG0007825	HEL_011613-RA	XP_034840175.1
OG0007826	HEL_010690-RA	XP_034829809.1
OG0007827	HEL_007075-RA	XP_034839335.1
OG0007828	HEL_008252-RA	XP_034827650.1
OG0007829	HEL_011505-RA	XP_034830796.1
OG0007830	HEL_006615-RA	XP_034834001.1
OG0007831	HEL_004428-RA	XP_034825119.1
OG0007832	HEL_011616-RA	XP_034840409.1
OG0007833	HEL_011619-RA	XP_034840164.1
OG0007834	HEL_006614-RA	XP_034834261.1
OG0007835	HEL_005433-RA	XP_034829119.1
OG0007836	HEL_006613-RA	XP_034832661.1
OG0007837	HEL_007072-RA	XP_034839567.1
OG0007838	HEL_006617-RA	XP_034831350.1
OG0007839	HEL_011617-RA	XP_034840410.1
OG0007840	HEL_011495-RA	XP_034830505.1
OG0007841	HEL_001246-RA	XP_034841407.1
OG0007842	HEL_003175-RA	XP_034840273.1
OG0007843	HEL_001245-RA	XP_034841389.1
OG0007844	HEL_011920-RA	XP_034832496.1
OG0007845	HEL_003177-RA	XP_034827401.1
OG0007846	HEL_003179-RA	XP_034827349.1
OG0007847	HEL_012049-RA	XP_034834397.1
OG0007848	HEL_001243-RA	XP_034841370.1
OG0007849	HEL_010297-RA	XP_034830175.1
OG0007850	HEL_008637-RA	XP_034833104.1
OG0007851	HEL_006201-RA	XP_034826692.1
OG0007852	HEL_011922-RA	XP_034832479.1
OG0007853	HEL_011924-RA	XP_034832471.1
OG0007854	HEL_001241-RA	XP_034824143.1
OG0007855	HEL_007080-RA	XP_034839748.1
OG0007856	HEL_006205-RA, HEL_006203-RA	XP_034826713.1
OG0007857	HEL_001235-RA	XP_034841365.1
OG0007858	HEL_012929-RA	XP_034826248.1
OG0007859	HEL_001233-RA	XP_034841418.1
OG0007860	HEL_012038-RA	XP_034834416.1
OG0007861	HEL_006211-RA	XP_034827392.1
OG0007862	HEL_006212-RA	XP_034827386.1
OG0007863	HEL_012037-RA	XP_034834417.1
OG0007864	HEL_008636-RA	XP_034832863.1
OG0007866	HEL_012034-RA	XP_034834399.1, XP_034834398.1
OG0007867	HEL_000124-RA	XP_034824404.1
OG0007868	HEL_011927-RA	XP_034832504.1
OG0007869	HEL_011494-RA	XP_034830530.1
OG0007870	HEL_008285-RA	XP_034827970.1
OG0007871	HEL_012031-RA	XP_034834410.1
OG0007872	HEL_003182-RA	XP_034840504.1
OG0007873	HEL_005436-RA	XP_034829258.1
OG0007874	HEL_011929-RA	XP_034831819.1
OG0007876	HEL_003184-RA	XP_034840516.1
OG0007877	HEL_008573-RA	XP_034826385.1
OG0007878	HEL_007086-RA	XP_034839351.1
OG0007879	HEL_008572-RA	XP_034826388.1
OG0007880	HEL_005437-RA	XP_034829256.1
OG0007881	HEL_011489-RA	XP_034830535.1
OG0007882	HEL_011488-RA	XP_034830536.1
OG0007883	HEL_007088-RA	XP_034839321.1
OG0007884	HEL_011486-RA	XP_034830538.1
OG0007885	HEL_011485-RA	XP_034830528.1
OG0007886	HEL_008570-RA	XP_034826390.1
OG0007887	HEL_000114-RA	XP_034824853.1
OG0007888	HEL_011484-RA	XP_034830527.1
OG0007889	HEL_011483-RA	XP_034830532.1
OG0007890	HEL_011482-RA	XP_034830519.1
OG0007891	HEL_005440-RA	XP_034829259.1
OG0007892	HEL_011481-RA	XP_034830514.1
OG0007893	HEL_005442-RA	XP_034829033.1
OG0007894	HEL_011480-RA	XP_034830529.1
OG0007895	HEL_011934-RA	XP_034831807.1
OG0007896	HEL_011935-RA	XP_034831804.1
OG0007897	HEL_008286-RA	XP_034828100.1
OG0007898	HEL_000132-RA	XP_034824651.1
OG0007899	HEL_011475-RA	XP_034830520.1
OG0007900	HEL_011936-RA	XP_034831981.1
OG0007901	HEL_011937-RA	XP_034832051.1
OG0007902	HEL_006622-RA	XP_034834221.1
OG0007903	HEL_012878-RA	XP_034828602.1
OG0007904	HEL_005443-RA	XP_034829148.1
OG0007905	HEL_005444-RA	XP_034829416.1
OG0007906	HEL_003190-RA	XP_034840168.1
OG0007907	HEL_000138-RA, HEL_000137-RA	XP_034824652.1
OG0007908	HEL_010421-RA	XP_034839434.1
OG0007909	HEL_011472-RA	XP_034830791.1
OG0007910	HEL_001229-RA	XP_034840923.1
OG0007911	HEL_003191-RA	XP_034840107.1
OG0007912	HEL_006628-RA	XP_034838525.1
OG0007913	HEL_001228-RA	XP_034824141.1
OG0007914	HEL_006225-RA	XP_034826704.1
OG0007915	HEL_011939-RA	XP_034832033.1
OG0007916	HEL_000142-RA	XP_034824855.1
OG0007917	HEL_001227-RA	XP_034824172.1
OG0007918	HEL_011469-RA	XP_034830511.1
OG0007919	HEL_006630-RA	XP_034833923.1
OG0007920	HEL_007139-RA	XP_034839400.1
OG0007921	HEL_007142-RA	XP_034839392.1
OG0007922	HEL_003194-RA	XP_034840069.1
OG0007923	HEL_008293-RA	XP_034828174.1
OG0007924	HEL_006235-RA	XP_034826862.1
OG0007925	HEL_008294-RA	XP_034828172.1
OG0007926	HEL_006632-RA	XP_034834704.1
OG0007927	HEL_008621-RA	XP_034832786.1
OG0007928	HEL_011465-RA	XP_034830534.1
OG0007929	HEL_011464-RA	XP_034830515.1
OG0007930	HEL_008295-RA	XP_034828173.1
OG0007931	HEL_011940-RA	XP_034832045.1
OG0007932	HEL_008620-RA	XP_034833118.1
OG0007933	HEL_008297-RA	XP_034828175.1
OG0007934	HEL_008298-RA	XP_034827865.1
OG0007936	HEL_008617-RA	XP_034833116.1
OG0007937	HEL_004416-RA	XP_034825372.1
OG0007938	HEL_012883-RA	XP_034828653.1
OG0007939	HEL_011943-RA	XP_034832046.1
OG0007940	HEL_012884-RA	XP_034828915.1
OG0007941	HEL_001220-RA	XP_034825985.1
OG0007942	HEL_008299-RA	XP_034827868.1
OG0007943	HEL_011944-RA	XP_034832048.1
OG0007944	HEL_001217-RA	XP_034840974.1
OG0007945	HEL_012890-RA	XP_034828888.1
OG0007946	HEL_001216-RA	XP_034840975.1
OG0007947	HEL_010386-RA	XP_034839291.1
OG0007949	HEL_011946-RA	XP_034832034.1
OG0007950	HEL_006240-RA	XP_034826680.1
OG0007951	HEL_011947-RA	XP_034832049.1
OG0007952	HEL_011948-RA	XP_034832036.1
OG0007953	HEL_009827-RA	XP_034831501.1
OG0007954	HEL_006638-RA	XP_034834985.1
OG0007955	HEL_009828-RA	XP_034831496.1
OG0007956	HEL_011949-RA	XP_034832184.1
OG0007957	HEL_006640-RA	XP_034830704.1
OG0007958	HEL_009833-RA	XP_034831639.1
OG0007959	HEL_011951-RA	XP_034832053.1
OG0007960	HEL_006244-RA	XP_034826768.1
OG0007961	HEL_004426-RA	XP_034825211.1
OG0007962	HEL_011952-RA	XP_034831741.1
OG0007963	HEL_009838-RA	XP_034831153.1
OG0007964	HEL_001206-RA	XP_034841525.1
OG0007965	HEL_005449-RA	XP_034829057.1
OG0007966	HEL_009842-RA	XP_034831152.1
OG0007967	HEL_001205-RA	XP_034841523.1
OG0007968	HEL_011461-RA	XP_034830668.1
OG0007969	HEL_005451-RA	XP_034829050.1
OG0007970	HEL_009844-RA	XP_034831690.1
OG0007971	HEL_011954-RA	XP_034831743.1
OG0007972	HEL_013071-RA	XP_034828891.1
OG0007973	HEL_010042-RA	XP_034840429.1
OG0007974	HEL_000147-RA	XP_034824700.1
OG0007975	HEL_011955-RA	XP_034831742.1
OG0007976	HEL_011956-RA	XP_034832183.1
OG0007977	HEL_006246-RA	XP_034827220.1
OG0007978	HEL_011957-RA	XP_034831809.1
OG0007979	HEL_006247-RA	XP_034827209.1
OG0007980	HEL_004431-RA	XP_034825393.1
OG0007981	HEL_003202-RA	XP_034827867.1
OG0007982	HEL_008614-RA	XP_034832854.1
OG0007983	HEL_003203-RA	XP_034827840.1
OG0007984	HEL_010039-RA	XP_034840074.1
OG0007985	HEL_009607-RA	XP_034827222.1
OG0007986	HEL_013073-RA	XP_034828749.1
OG0007987	HEL_004432-RA	XP_034825175.1
OG0007988	HEL_008318-RA, HEL_008319-RA	XP_034827741.1
OG0007990	HEL_001201-RA	XP_034824138.1
OG0007991	HEL_011456-RA	XP_034830742.1
OG0007992	HEL_003210-RA	XP_034828618.1
OG0007993	HEL_010404-RA	XP_034839447.1
OG0007994	HEL_010038-RA	XP_034840778.1
OG0007995	HEL_005457-RA	XP_034829419.1
OG0007996	HEL_009602-RA	XP_034827219.1
OG0007997	HEL_001199-RA	XP_034841081.1
OG0007998	HEL_004435-RA	XP_034825193.1
OG0007999	HEL_001196-RA	XP_034841086.1
OG0008000	HEL_001195-RA	XP_034841088.1
OG0008001	HEL_005458-RA	XP_034829275.1
OG0008002	HEL_001192-RA	XP_034841072.1
OG0008003	HEL_004438-RA	XP_034825181.1
OG0008004	HEL_010414-RA	XP_034839443.1
OG0008005	HEL_010033-RA	XP_034840003.1
OG0008006	HEL_010413-RA	XP_034839437.1
OG0008007	HEL_010032-RA	XP_034839994.1
OG0008008	HEL_011447-RA	XP_034830787.1
OG0008009	HEL_004439-RA	XP_034825184.1
OG0008010	HEL_010412-RA	XP_034839440.1
OG0008011	HEL_001190-RA	XP_034841074.1
OG0008012	HEL_012265-RA	XP_034833119.1
OG0008013	HEL_003212-RA	XP_034824958.1
OG0008014	HEL_010030-RA	XP_034840020.1
OG0008015	HEL_013079-RA	XP_034828335.1
OG0008016	HEL_007281-RA	XP_034833401.1, XP_034833402.1
OG0008017	HEL_009596-RA	XP_034827304.1
OG0008018	HEL_009595-RA	XP_034827302.1
OG0008019	HEL_001189-RA	XP_034841090.1
OG0008020	HEL_008552-RA	XP_034826633.1
OG0008021	HEL_009594-RA	XP_034827301.1
OG0008022	HEL_012264-RA	XP_034833121.1
OG0008023	HEL_007283-RA	XP_034833404.1
OG0008024	HEL_009593-RA	XP_034826761.1
OG0008026	HEL_009592-RA	XP_034827121.1
OG0008027	HEL_010318-RA	XP_034830114.1
OG0008028	HEL_010410-RA	XP_034839523.1
OG0008029	HEL_005853-RA	XP_034837463.1
OG0008030	HEL_010319-RA	XP_034830116.1
OG0008031	HEL_008543-RA	XP_034826127.1
OG0008032	HEL_011425-RA	XP_034830334.1
OG0008033	HEL_008542-RA	XP_034826129.1
OG0008034	HEL_010321-RA	XP_034830115.1
OG0008035	HEL_011963-RA	XP_034832181.1
OG0008036	HEL_008326-RA	XP_034827443.1
OG0008037	HEL_011964-RA	XP_034832333.1
OG0008039	HEL_009855-RA	XP_034831621.1
OG0008040	HEL_006656-RA	XP_034838355.1
OG0008041	HEL_009591-RA	XP_034826737.1
OG0008042	HEL_010409-RA	XP_034839435.1
OG0008043	HEL_013091-RA	XP_034828894.1
OG0008044	HEL_004447-RA	XP_034825017.1
OG0008045	HEL_011418-RA	XP_034830344.1
OG0008047	HEL_008336-RA	XP_034828187.1
OG0008048	HEL_011966-RA	XP_034832332.1
OG0008050	HEL_006660-RA	XP_034831228.1
OG0008051	HEL_011968-RA	XP_034831975.1
OG0008052	HEL_006662-RA	XP_034833823.1
OG0008053	HEL_010338-RA	XP_034830144.1
OG0008055	HEL_010339-RA	XP_034830152.1
OG0008056	HEL_011974-RA	XP_034831788.1
OG0008057	HEL_001174-RA	XP_034823918.1
OG0008058	HEL_008534-RA	XP_034826231.1
OG0008059	HEL_000154-RA	XP_034824369.1
OG0008060	HEL_008339-RA	XP_034828178.1
OG0008061	HEL_006673-RA	XP_034831207.1, XP_034825447.1
OG0008062	HEL_006674-RA	XP_034831032.1
OG0008063	HEL_006675-RA	XP_034831095.1
OG0008065	HEL_008532-RA	XP_034826394.1
OG0008066	HEL_000163-RA	XP_034824245.1
OG0008067	HEL_004452-RA	XP_034825007.1
OG0008068	HEL_008341-RA	XP_034828195.1
OG0008069	HEL_000168-RA	XP_034824246.1
OG0008070	HEL_006678-RA	XP_034831054.1
OG0008071	HEL_011979-RA	XP_034832429.1
OG0008072	HEL_004454-RA	XP_034825035.1
OG0008073	HEL_008531-RA	XP_034826401.1
OG0008075	HEL_000171-RA	XP_034824298.1
OG0008076	HEL_010398-RA	XP_034839453.1
OG0008077	HEL_008342-RA	XP_034828181.1, XP_034828180.1
OG0008078	HEL_011981-RA	XP_034831852.1
OG0008079	HEL_000174-RA	XP_034824297.1
