Orthogroup	Heliconius_erato_lativitta	Pararge_aegeria
OG0007657	HEL_003135-RA	XP_039764076.1
OG0007658	HEL_010648-RA	XP_039749512.1
OG0007659	HEL_008604-RA	XP_039757098.1
OG0007660	HEL_005914-RA	XP_039761663.1
OG0007661	HEL_003139-RA	XP_039764789.1
OG0007662	HEL_003918-RA	XP_039757869.1
OG0007663	HEL_005911-RA	XP_039761648.1
OG0007664	HEL_003140-RA	XP_039764583.1
OG0007665	HEL_005460-RA	XP_039754901.1
OG0007666	HEL_003141-RA	XP_039764584.1
OG0007667	HEL_007041-RA	XP_039764113.1
OG0007668	HEL_006817-RA	XP_039758508.1
OG0007669	HEL_001014-RA	XP_039755754.1
OG0007670	HEL_005909-RA	XP_039761812.1
OG0007671	HEL_001015-RA	XP_039755607.1
OG0007672	HEL_005908-RA	XP_039761700.1
OG0007673	HEL_003920-RA	XP_039757484.1
OG0007674	HEL_003142-RA	XP_039764507.1
OG0007675	HEL_007042-RA	XP_039764127.1
OG0007676	HEL_007043-RA	XP_039763442.1
OG0007677	HEL_001016-RA	XP_039755550.1
OG0007678	HEL_003921-RA	XP_039757793.1
OG0007679	HEL_002941-RA	XP_039760682.1
OG0007680	HEL_005906-RA	XP_039761409.1
OG0007681	HEL_003143-RA	XP_039764887.1
OG0007682	HEL_000951-RA	XP_039755299.1
OG0007683	HEL_000950-RA	XP_039755300.1
OG0007684	HEL_012370-RA	XP_039750540.1
OG0007685	HEL_000068-RA	XP_039748918.1
OG0007686	HEL_007044-RA	XP_039763503.1, XP_039763504.1
OG0007687	HEL_000069-RA	XP_039749150.1
OG0007688	HEL_012369-RA	XP_039750753.1
OG0007689	HEL_012367-RA	XP_039750785.1
OG0007692	HEL_007210-RA	XP_039758284.1
OG0007693	HEL_008128-RA	XP_039758929.1
OG0007694	HEL_000937-RA	XP_039755411.1
OG0007696	HEL_012363-RA	XP_039750561.1
OG0007698	HEL_009781-RA	XP_039755500.1
OG0007700	HEL_009778-RA	XP_039755710.1
OG0007702	HEL_014257-RA	XP_039750532.1
OG0007704	HEL_003922-RA	XP_039758013.1
OG0007705	HEL_005878-RA	XP_039749825.1
OG0007706	HEL_012965-RA	XP_039750243.1
OG0007707	HEL_009774-RA, HEL_009775-RA	XP_039755788.1
OG0007710	HEL_003789-RA	XP_039757583.1
OG0007711	HEL_007046-RA	XP_039763701.1
OG0007712	HEL_000009-RA, HEL_012021-RA	XP_039756407.1
OG0007713	HEL_006255-RA	XP_039751444.1
OG0007714	HEL_003793-RA	XP_039757592.1
OG0007715	HEL_013359-RA	XP_039752734.1
OG0007716	HEL_005899-RA	XP_039761643.1
OG0007717	HEL_014261-RA	XP_039750609.1
OG0007719	HEL_013356-RA	XP_039752732.1
OG0007720	HEL_013357-RA	XP_039752731.1
OG0007721	HEL_005896-RA	XP_039761671.1
OG0007722	HEL_005897-RA	XP_039761471.1
OG0007723	HEL_001278-RA	XP_039745346.1
OG0007724	HEL_001277-RA	XP_039765923.1
OG0007725	HEL_014262-RA	XP_039750331.1
OG0007726	HEL_009618-RA	XP_039751455.1
OG0007727	HEL_014263-RA	XP_039750691.1
OG0007728	HEL_007209-RA	XP_039758447.1
OG0007729	HEL_009619-RA	XP_039751458.1
OG0007730	HEL_007208-RA	XP_039758791.1
OG0007731	HEL_005895-RA	XP_039761628.1
OG0007732	HEL_003156-RA	XP_039764602.1
OG0007733	HEL_009620-RA	XP_039751204.1
OG0007734	HEL_014175-RA	XP_039752493.1
OG0007735	HEL_002939-RA	XP_039757180.1
OG0007736	HEL_012616-RA	XP_039753516.1
OG0007737	HEL_012960-RA	XP_039761860.1
OG0007738	HEL_003161-RA	XP_039764513.1
OG0007739	HEL_014270-RA	XP_039750253.1
OG0007740	HEL_007205-RA	XP_039758558.1
OG0007741	HEL_000082-RA	XP_039748787.1
OG0007742	HEL_009623-RA	XP_039751563.1
OG0007743	HEL_000083-RA	XP_039748785.1
OG0007744	HEL_007049-RA	XP_039763484.1
OG0007745	HEL_000084-RA	XP_039748814.1
OG0007746	HEL_007202-RA	XP_039758612.1
OG0007748	HEL_014120-RA	XP_039751588.1
OG0007749	HEL_007200-RA	XP_039758211.1
OG0007750	HEL_010671-RA	XP_039749770.1
OG0007751	HEL_012959-RA	XP_039745256.1
OG0007752	HEL_012957-RA	XP_039745244.1
OG0007753	HEL_014124-RA	XP_039751593.1
OG0007754	HEL_014125-RA	XP_039751673.1
OG0007755	HEL_007199-RA	XP_039758535.1
OG0007756	HEL_012954-RA	XP_039765753.1
OG0007757	HEL_014285-RA	XP_039750494.1
OG0007758	HEL_002938-RA	XP_039757897.1
OG0007760	HEL_013424-RA	XP_039754227.1
OG0007761	HEL_011594-RA	XP_039746585.1
OG0007762	HEL_010672-RA	XP_039749509.1
OG0007763	HEL_007195-RA	XP_039758394.1
OG0007764	HEL_001270-RA	XP_039765589.1
OG0007765	HEL_000089-RA	XP_039748848.1
OG0007766	HEL_014130-RA	XP_039751194.1
OG0007767	HEL_001269-RA	XP_039745248.1
OG0007768	HEL_008665-RA	XP_039756971.1
OG0007769	HEL_008664-RA	XP_039756973.1
OG0007770	HEL_002936-RA	XP_039755858.1
OG0007771	HEL_008662-RA	XP_039757040.1
OG0007772	HEL_010674-RA	XP_039749345.1
OG0007773	HEL_000103-RA	XP_039748568.1
OG0007774	HEL_013422-RA	XP_039754112.1
OG0007775	HEL_012865-RA, HEL_012864-RA	XP_039750876.1
OG0007776	HEL_012947-RA	XP_039764712.1
OG0007777	HEL_011526-RA	XP_039754016.1
OG0007778	HEL_012945-RA	XP_039764698.1
OG0007779	HEL_012054-RA	XP_039756698.1
OG0007780	HEL_012867-RA	XP_039750653.1
OG0007782	HEL_014183-RA	XP_039752286.1
OG0007783	HEL_000104-RA	XP_039748738.1
OG0007784	HEL_000981-RA	XP_039759510.1
OG0007785	HEL_014185-RA	XP_039752721.1
OG0007786	HEL_008131-RA	XP_039758990.1
OG0007787	HEL_003188-RA	XP_039765267.1
OG0007788	HEL_014188-RA	XP_039752063.1
OG0007789	HEL_008134-RA	XP_039758991.1
OG0007791	HEL_010681-RA	XP_039750058.1
OG0007792	HEL_012629-RA	XP_039753422.1
OG0007794	HEL_014191-RA	XP_039752699.1
OG0007795	HEL_005880-RA	XP_039761578.1
OG0007796	HEL_014192-RA	XP_039752781.1
OG0007797	HEL_008140-RA	XP_039759242.1
OG0007798	HEL_012934-RA	XP_039745231.1
OG0007799	HEL_007059-RA	XP_039763450.1
OG0007800	HEL_008146-RA	XP_039759450.1
OG0007801	HEL_001258-RA	XP_039765971.1
OG0007803	HEL_001257-RA	XP_039765820.1
OG0007804	HEL_005877-RA	XP_039761588.1
OG0007805	HEL_005875-RA	XP_039761734.1
OG0007806	HEL_011913-RA	XP_039753489.1
OG0007807	HEL_008655-RA	XP_039757430.1
OG0007808	HEL_011522-RA	XP_039753875.1
OG0007809	HEL_001256-RA	XP_039745129.1
OG0007810	HEL_014141-RA	XP_039751229.1
OG0007812	HEL_011607-RA	XP_039747427.1
OG0007813	HEL_011917-RA	XP_039753025.1
OG0007814	HEL_001254-RA	XP_039765460.1
OG0007815	HEL_008250-RA	XP_039751804.1, XP_039751806.1, XP_039751805.1
OG0007816	HEL_001253-RA	XP_039745348.1
OG0007817	HEL_011609-RA	XP_039747278.1
OG0007818	HEL_011511-RA	XP_039754456.1
OG0007819	HEL_005873-RA	XP_039761521.1
OG0007820	HEL_011506-RA	XP_039754121.1
OG0007821	HEL_010689-RA	XP_039750043.1
OG0007822	HEL_008643-RA	XP_039756903.1
OG0007823	HEL_005872-RA	XP_039761773.1
OG0007824	HEL_003172-RA	XP_039764688.1
OG0007825	HEL_011613-RA	XP_039747037.1
OG0007826	HEL_010690-RA	XP_039749765.1
OG0007827	HEL_007075-RA	XP_039764077.1
OG0007828	HEL_008252-RA	XP_039752380.1
OG0007829	HEL_011505-RA	XP_039754365.1
OG0007830	HEL_006615-RA	XP_039754905.1
OG0007831	HEL_004428-RA	XP_039746112.1
OG0007832	HEL_011616-RA	XP_039747007.1
OG0007833	HEL_011619-RA	XP_039746659.1
OG0007834	HEL_006614-RA	XP_039754371.1
OG0007835	HEL_005433-RA	XP_039755045.1
OG0007836	HEL_006613-RA	XP_039754383.1
OG0007837	HEL_007072-RA	XP_039763946.1
OG0007838	HEL_006617-RA	XP_039758649.1, XP_039755042.1
OG0007839	HEL_011617-RA	XP_039746621.1
OG0007840	HEL_011495-RA	XP_039754106.1
OG0007841	HEL_001246-RA	XP_039765834.1
OG0007842	HEL_003175-RA	XP_039765071.1
OG0007843	HEL_001245-RA	XP_039765943.1
OG0007844	HEL_011920-RA	XP_039753275.1
OG0007845	HEL_003177-RA	XP_039764877.1
OG0007846	HEL_003179-RA	XP_039765178.1
OG0007847	HEL_012049-RA	XP_039756034.1
OG0007848	HEL_001243-RA	XP_039765397.1
OG0007849	HEL_010297-RA	XP_039749583.1
OG0007850	HEL_008637-RA	XP_039757048.1
OG0007851	HEL_006201-RA	XP_039751630.1
OG0007852	HEL_011922-RA	XP_039753577.1
OG0007853	HEL_011924-RA	XP_039752875.1
OG0007854	HEL_001241-RA	XP_039745046.1
OG0007855	HEL_007080-RA	XP_039764185.1
OG0007856	HEL_006205-RA, HEL_006203-RA	XP_039751648.1
OG0007857	HEL_001235-RA	XP_039745209.1
OG0007858	HEL_012929-RA	XP_039750263.1
OG0007859	HEL_001233-RA	XP_039745347.1
OG0007860	HEL_012038-RA	XP_039756080.1
OG0007861	HEL_006211-RA	XP_039751728.1
OG0007862	HEL_006212-RA	XP_039751727.1
OG0007863	HEL_012037-RA	XP_039756345.1
OG0007864	HEL_008636-RA	XP_039756793.1
OG0007866	HEL_012034-RA	XP_039756597.1
OG0007867	HEL_000124-RA	XP_039749014.1
OG0007868	HEL_011927-RA	XP_039753493.1
OG0007869	HEL_011494-RA	XP_039754357.1
OG0007870	HEL_008285-RA	XP_039752738.1
OG0007871	HEL_012031-RA	XP_039756258.1
OG0007872	HEL_003182-RA	XP_039765182.1
OG0007873	HEL_005436-RA	XP_039755108.1
OG0007874	HEL_011929-RA	XP_039753194.1
OG0007876	HEL_003184-RA	XP_039762568.1
OG0007877	HEL_008573-RA	XP_039745303.1
OG0007878	HEL_007086-RA	XP_039763273.1
OG0007879	HEL_008572-RA	XP_039745315.1
OG0007880	HEL_005437-RA	XP_039754658.1
OG0007881	HEL_011489-RA	XP_039754117.1
OG0007882	HEL_011488-RA	XP_039754150.1
OG0007883	HEL_007088-RA	XP_039764144.1
OG0007884	HEL_011486-RA	XP_039754179.1
OG0007885	HEL_011485-RA	XP_039754527.1
OG0007886	HEL_008570-RA	XP_039748580.1
OG0007887	HEL_000114-RA	XP_039748794.1
OG0007888	HEL_011484-RA	XP_039754020.1
OG0007889	HEL_011483-RA	XP_039754022.1
OG0007890	HEL_011482-RA	XP_039754019.1
OG0007891	HEL_005440-RA	XP_039754629.1
OG0007892	HEL_011481-RA	XP_039754264.1
OG0007893	HEL_005442-RA	XP_039755033.1
OG0007894	HEL_011480-RA	XP_039753922.1
OG0007895	HEL_011934-RA	XP_039753202.1
OG0007896	HEL_011935-RA	XP_039752969.1
OG0007897	HEL_008286-RA	XP_039752570.1
OG0007898	HEL_000132-RA	XP_039748716.1
OG0007899	HEL_011475-RA	XP_039753823.1, XP_039753825.1
OG0007900	HEL_011936-RA	XP_039752972.1
OG0007901	HEL_011937-RA	XP_039753142.1
OG0007902	HEL_006622-RA	XP_039755211.1
OG0007903	HEL_012878-RA	XP_039750918.1
OG0007904	HEL_005443-RA	XP_039754796.1
OG0007905	HEL_005444-RA	XP_039755203.1
OG0007906	HEL_003190-RA	XP_039764891.1
OG0007907	HEL_000138-RA, HEL_000137-RA	XP_039748611.1, XP_039748612.1
OG0007908	HEL_010421-RA	XP_039763696.1
OG0007909	HEL_011472-RA	XP_039754530.1
OG0007910	HEL_001229-RA	XP_039745237.1
OG0007911	HEL_004543-RA, HEL_003191-RA	XP_039764908.1
OG0007912	HEL_006628-RA	XP_039758624.1
OG0007913	HEL_001228-RA	XP_039745235.1
OG0007914	HEL_006225-RA	XP_039751717.1
OG0007915	HEL_011939-RA	XP_039753625.1
OG0007916	HEL_000142-RA	XP_039748576.1
OG0007917	HEL_001227-RA	XP_039745472.1
OG0007918	HEL_011469-RA	XP_039754100.1
OG0007919	HEL_006630-RA	XP_039755087.1
OG0007920	HEL_007139-RA	XP_039763803.1
OG0007921	HEL_007142-RA	XP_039763395.1
OG0007922	HEL_003194-RA	XP_039764902.1
OG0007923	HEL_008293-RA	XP_039751772.1
OG0007924	HEL_006235-RA	XP_039751493.1
OG0007925	HEL_008294-RA	XP_039752287.1
OG0007926	HEL_006632-RA	XP_039761269.1
OG0007927	HEL_008621-RA	XP_039757182.1
OG0007928	HEL_011465-RA	XP_039753957.1
OG0007929	HEL_011464-RA	XP_039753956.1
OG0007930	HEL_008295-RA	XP_039752696.1
OG0007931	HEL_011940-RA	XP_039753695.1
OG0007932	HEL_008620-RA	XP_039757256.1
OG0007933	HEL_008297-RA	XP_039751816.1
OG0007934	HEL_008298-RA	XP_039751949.1
OG0007936	HEL_008617-RA	XP_039756938.1
OG0007937	HEL_004416-RA	XP_039746473.1
OG0007938	HEL_012883-RA	XP_039750480.1
OG0007939	HEL_011943-RA	XP_039753626.1
OG0007940	HEL_012884-RA	XP_039750866.1
OG0007941	HEL_001220-RA	XP_039765801.1
OG0007942	HEL_008299-RA	XP_039752106.1
OG0007943	HEL_011944-RA	XP_039753642.1
OG0007944	HEL_001217-RA	XP_039765387.1
OG0007945	HEL_012890-RA	XP_039750718.1
OG0007946	HEL_001216-RA	XP_039765858.1
OG0007947	HEL_010386-RA	XP_039763306.1
OG0007949	HEL_011946-RA	XP_039752992.1
OG0007950	HEL_006240-RA	XP_039751094.1
OG0007951	HEL_011947-RA	XP_039753592.1
OG0007952	HEL_011948-RA	XP_039753650.1
OG0007953	HEL_009827-RA	XP_039755712.1
OG0007954	HEL_006638-RA	XP_039754360.1
OG0007955	HEL_009828-RA	XP_039755744.1
OG0007956	HEL_011949-RA	XP_039753261.1
OG0007957	HEL_006640-RA	XP_039762001.1
OG0007958	HEL_009833-RA	XP_039755651.1
OG0007959	HEL_011951-RA	XP_039753040.1
OG0007960	HEL_006244-RA	XP_039751557.1
OG0007961	HEL_004426-RA	XP_039746081.1
OG0007962	HEL_011952-RA	XP_039753580.1
OG0007963	HEL_009838-RA	XP_039755868.1
OG0007964	HEL_001206-RA	XP_039765972.1
OG0007965	HEL_005449-RA	XP_039754799.1
OG0007966	HEL_009842-RA	XP_039755636.1
OG0007967	HEL_001205-RA	XP_039745308.1
OG0007968	HEL_011461-RA	XP_039754459.1
OG0007969	HEL_005451-RA	XP_039754642.1
OG0007970	HEL_009844-RA	XP_039755635.1
OG0007971	HEL_011954-RA	XP_039752963.1
OG0007972	HEL_013071-RA	XP_039750273.1
OG0007973	HEL_010042-RA	XP_039746723.1
OG0007974	HEL_000147-RA	XP_039748841.1
OG0007975	HEL_011955-RA	XP_039752962.1
OG0007976	HEL_011956-RA	XP_039752964.1
OG0007977	HEL_006246-RA	XP_039751272.1
OG0007978	HEL_011957-RA	XP_039752968.1
OG0007979	HEL_006247-RA	XP_039751520.1
OG0007980	HEL_004431-RA	XP_039746285.1
OG0007981	HEL_003202-RA	XP_039765021.1
OG0007982	HEL_008614-RA	XP_039757345.1
OG0007983	HEL_003203-RA	XP_039764780.1
OG0007984	HEL_010039-RA	XP_039746610.1
OG0007985	HEL_009607-RA	XP_039751206.1
OG0007986	HEL_013073-RA	XP_039750810.1
OG0007987	HEL_004432-RA	XP_039746226.1
OG0007988	HEL_008318-RA, HEL_008319-RA	XP_039752658.1
OG0007990	HEL_001201-RA	XP_039745119.1
OG0007991	HEL_011456-RA	XP_039754505.1
OG0007992	HEL_003210-RA	XP_039764782.1
OG0007993	HEL_010404-RA	XP_039763437.1
OG0007994	HEL_010038-RA	XP_039746518.1
OG0007995	HEL_005457-RA	XP_039754949.1
OG0007996	HEL_009602-RA	XP_039751389.1
OG0007997	HEL_001199-RA	XP_039765871.1
OG0007998	HEL_004435-RA	XP_039745796.1
OG0007999	HEL_001196-RA	XP_039765829.1
OG0008000	HEL_001195-RA	XP_039745328.1
OG0008001	HEL_005458-RA	XP_039754651.1
OG0008002	HEL_001192-RA	XP_039765530.1
OG0008003	HEL_004438-RA	XP_039745781.1
OG0008004	HEL_010414-RA	XP_039763813.1
OG0008005	HEL_010033-RA	XP_039747188.1
OG0008006	HEL_010413-RA	XP_039763881.1
OG0008007	HEL_010032-RA	XP_039746721.1
OG0008008	HEL_011447-RA	XP_039754247.1
OG0008009	HEL_004439-RA	XP_039746042.1
OG0008010	HEL_010412-RA	XP_039763117.1
OG0008011	HEL_001190-RA	XP_039745404.1
OG0008012	HEL_012265-RA	XP_039757214.1
OG0008013	HEL_003212-RA	XP_039764299.1
OG0008014	HEL_010030-RA	XP_039746937.1
OG0008015	HEL_013079-RA	XP_039750214.1
OG0008016	HEL_007281-RA	XP_039758654.1
OG0008017	HEL_009596-RA	XP_039751553.1
OG0008018	HEL_009595-RA	XP_039751685.1
OG0008019	HEL_001189-RA	XP_039745391.1
OG0008020	HEL_008552-RA	XP_039747435.1
OG0008021	HEL_009594-RA	XP_039751428.1
OG0008022	HEL_012264-RA	XP_039756949.1
OG0008023	HEL_007283-RA	XP_039758446.1
OG0008024	HEL_009593-RA	XP_039751517.1
OG0008026	HEL_009592-RA	XP_039751453.1
OG0008027	HEL_010318-RA	XP_039749585.1
OG0008028	HEL_010410-RA	XP_039763321.1
OG0008029	HEL_005853-RA	XP_039761483.1
OG0008030	HEL_010319-RA	XP_039749586.1
OG0008031	HEL_008543-RA	XP_039762060.1
OG0008032	HEL_011425-RA	XP_039754506.1
OG0008033	HEL_008542-RA	XP_039746177.1, XP_039746184.1
OG0008034	HEL_010321-RA	XP_039749588.1
OG0008035	HEL_011963-RA	XP_039753535.1
OG0008036	HEL_008326-RA	XP_039752241.1
OG0008037	HEL_011964-RA	XP_039753170.1
OG0008039	HEL_009855-RA	XP_039755927.1
OG0008040	HEL_006656-RA	XP_039757589.1
OG0008041	HEL_009591-RA	XP_039751459.1
OG0008042	HEL_010409-RA	XP_039763203.1
OG0008043	HEL_013091-RA	XP_039750614.1
OG0008044	HEL_004447-RA	XP_039745713.1
OG0008045	HEL_011418-RA	XP_039754211.1
OG0008046	HEL_014603-RA	XP_039755435.1
OG0008047	HEL_008336-RA	XP_039751936.1
OG0008048	HEL_011966-RA	XP_039753267.1
OG0008049	HEL_014605-RA	XP_039755436.1
OG0008050	HEL_006660-RA	XP_039761344.1
OG0008051	HEL_011968-RA	XP_039753646.1
OG0008052	HEL_006662-RA	XP_039761404.1
OG0008053	HEL_010338-RA	XP_039749574.1
OG0008055	HEL_010339-RA	XP_039749809.1
OG0008056	HEL_011974-RA	XP_039753499.1
OG0008057	HEL_001174-RA	XP_039765599.1
OG0008058	HEL_008534-RA	XP_039746646.1
OG0008059	HEL_000154-RA	XP_039748513.1
OG0008060	HEL_008339-RA	XP_039751956.1
OG0008062	HEL_006674-RA	XP_039755124.1
OG0008063	HEL_006675-RA	XP_039759188.1
OG0008065	HEL_008532-RA	XP_039745547.1
OG0008066	HEL_000163-RA	XP_039749256.1
OG0008067	HEL_004452-RA	XP_039745644.1
OG0008068	HEL_008341-RA	XP_039752468.1
OG0008069	HEL_000168-RA	XP_039749045.1
OG0008070	HEL_006678-RA	XP_039761743.1
OG0008071	HEL_011979-RA	XP_039753522.1
OG0008072	HEL_004454-RA	XP_039745947.1
OG0008073	HEL_008531-RA	XP_039762403.1
OG0008075	HEL_000171-RA	XP_039749116.1
OG0008076	HEL_010398-RA	XP_039763152.1
OG0008077	HEL_008342-RA	XP_039752760.1
OG0008078	HEL_011981-RA	XP_039753633.1
OG0008079	HEL_000174-RA	XP_039749149.1
OG0008080	HEL_006684-RA	XP_039752294.1
OG0008081	HEL_004457-RA	XP_039745760.1
OG0008082	HEL_000176-RA	XP_039748818.1
OG0008083	HEL_004458-RA	XP_039745761.1
OG0008084	HEL_008520-RA	XP_039750751.1
OG0008085	HEL_000177-RA	XP_039749309.1
OG0008086	HEL_008519-RA	XP_039762482.1
OG0008087	HEL_006685-RA	XP_039752313.1
OG0008088	HEL_006686-RA	XP_039755715.1
OG0008089	HEL_006687-RA	XP_039757204.1
OG0008090	HEL_008513-RA	XP_039762554.1
OG0008091	HEL_010355-RA	XP_039749659.1
OG0008092	HEL_008349-RA	XP_039752765.1
OG0008093	HEL_011988-RA	XP_039753114.1
OG0008094	HEL_011990-RA	XP_039753188.1
OG0008095	HEL_008512-RA	XP_039746329.1
OG0008096	HEL_000186-RA, HEL_000187-RA	XP_039748897.1
OG0008097	HEL_011404-RA	XP_039754366.1
OG0008098	HEL_010394-RA	XP_039763358.1
OG0008099	HEL_008354-RA	XP_039751784.1
OG0008100	HEL_006689-RA	XP_039758806.1
OG0008101	HEL_001167-RA	XP_039745381.1
OG0008102	HEL_006690-RA	XP_039761234.1
OG0008103	HEL_001164-RA	XP_039745526.1
OG0008104	HEL_001163-RA	XP_039745527.1
OG0008105	HEL_008358-RA	XP_039752519.1
OG0008106	HEL_008359-RA	XP_039752267.1
OG0008107	HEL_001162-RA	XP_039765331.1
OG0008108	HEL_001160-RA	XP_039765625.1
OG0008109	HEL_012863-RA	XP_039754369.1
OG0008110	HEL_001159-RA	XP_039765928.1
OG0008111	HEL_000194-RA	XP_039749123.1
OG0008112	HEL_012862-RA	XP_039754036.1
OG0008113	HEL_008505-RA	XP_039764961.1
OG0008114	HEL_008502-RA	XP_039745908.1
OG0008115	HEL_000199-RA	XP_039748564.1
OG0008116	HEL_008501-RA	XP_039749115.1
OG0008117	HEL_012861-RA	XP_039754131.1
OG0008118	HEL_007134-RA	XP_039763130.1
OG0008119	HEL_014577-RA	XP_039751827.1
OG0008122	HEL_008498-RA	XP_039750113.1
OG0008123	HEL_006706-RA	XP_039758353.1
OG0008125	HEL_012851-RA	XP_039753872.1
OG0008126	HEL_014574-RA	XP_039752389.1
OG0008127	HEL_014572-RA	XP_039752716.1
OG0008128	HEL_001153-RA	XP_039765515.1
OG0008129	HEL_003314-RA	XP_039765141.1
OG0008130	HEL_001150-RA	XP_039765755.1
OG0008131	HEL_012845-RA, HEL_012848-RA	XP_039754370.1
OG0008132	HEL_001148-RA	XP_039765311.1
OG0008133	HEL_010401-RA	XP_039763763.1
OG0008135	HEL_001146-RA	XP_039745279.1
OG0008136	HEL_006710-RA	XP_039756294.1
OG0008137	HEL_008424-RA	XP_039752236.1
OG0008139	HEL_001143-RA	XP_039765915.1
OG0008140	HEL_001141-RA	XP_039765624.1
OG0008142	HEL_008420-RA	XP_039752327.1
OG0008143	HEL_001140-RA	XP_039765745.1
OG0008144	HEL_006713-RA	XP_039758849.1
OG0008145	HEL_006714-RA	XP_039754164.1
OG0008146	HEL_008419-RA	XP_039752234.1
OG0008147	HEL_006717-RA	XP_039753163.1
OG0008148	HEL_011667-RA	XP_039746867.1
OG0008149	HEL_011666-RA	XP_039746895.1
OG0008150	HEL_006719-RA	XP_039752474.1
OG0008151	HEL_011663-RA	XP_039747293.1
OG0008152	HEL_011662-RA	XP_039747384.1
OG0008153	HEL_013121-RA	XP_039745286.1
OG0008154	HEL_013120-RA	XP_039765560.1
OG0008155	HEL_012839-RA	XP_039754554.1
OG0008156	HEL_006727-RA	XP_039752440.1
OG0008157	HEL_003304-RA	XP_039762522.1
OG0008158	HEL_008411-RA	XP_039752465.1
OG0008159	HEL_008410-RA	XP_039752368.1
OG0008160	HEL_008491-RA	XP_039748630.1
OG0008161	HEL_008490-RA	XP_039765314.1
OG0008162	HEL_008489-RA	XP_039765329.1
OG0008163	HEL_013113-RA	XP_039745201.1
OG0008164	HEL_003300-RA	XP_039765285.1
OG0008165	HEL_000204-RA, HEL_000205-RA	XP_039749271.1
OG0008166	HEL_012826-RA	XP_039754373.1
OG0008167	HEL_013116-RA	XP_039765726.1
OG0008168	HEL_003298-RA	XP_039765045.1
OG0008169	HEL_004466-RA	XP_039745931.1
OG0008171	HEL_004468-RA	XP_039746146.1
OG0008172	HEL_012811-RA	XP_039753786.1, XP_039753787.1
OG0008173	HEL_003289-RA	XP_039764834.1
OG0008174	HEL_004474-RA	XP_039746399.1
OG0008175	HEL_004475-RA	XP_039746187.1
OG0008177	HEL_004476-RA	XP_039745975.1
OG0008178	HEL_012814-RA	XP_039754249.1
OG0008179	HEL_013109-RA	XP_039745127.1
OG0008180	HEL_004478-RA	XP_039746386.1
OG0008181	HEL_012818-RA	XP_039754569.1
OG0008182	HEL_004479-RA	XP_039745641.1
OG0008183	HEL_008402-RA	XP_039752431.1
OG0008184	HEL_008401-RA	XP_039752791.1
OG0008185	HEL_008399-RA	XP_039752360.1
OG0008186	HEL_008398-RA	XP_039752229.1
OG0008187	HEL_008483-RA	XP_039757547.1
OG0008188	HEL_008393-RA	XP_039752788.1
OG0008189	HEL_008392-RA	XP_039751735.1
OG0008190	HEL_012821-RA	XP_039754346.1
OG0008191	HEL_003277-RA	XP_039764429.1
OG0008192	HEL_012822-RA	XP_039754252.1
OG0008193	HEL_003276-RA	XP_039764347.1
OG0008194	HEL_008388-RA	XP_039752125.1
OG0008195	HEL_006730-RA	XP_039756388.1
OG0008196	HEL_004487-RA	XP_039745746.1
OG0008197	HEL_004489-RA	XP_039745750.1
OG0008198	HEL_004490-RA	XP_039745986.1
OG0008199	HEL_008379-RA	XP_039751797.1
OG0008201	HEL_006732-RA	XP_039756727.1
OG0008202	HEL_008372-RA	XP_039751918.1, XP_039750716.1, XP_039764411.1
OG0008203	HEL_006736-RA	XP_039754450.1
OG0008204	HEL_013099-RA	XP_039745380.1
OG0008205	HEL_004504-RA	XP_039746273.1
OG0008206	HEL_007149-RA	XP_039763984.1
OG0008208	HEL_008479-RA	XP_039748484.1
OG0008209	HEL_011648-RA	XP_039746638.1
OG0008210	HEL_004506-RA	XP_039745754.1
OG0008211	HEL_008477-RA	XP_039745951.1
OG0008212	HEL_011645-RA	XP_039747213.1
OG0008213	HEL_008475-RA	XP_039762812.1
OG0008214	HEL_003263-RA	XP_039764833.1
OG0008215	HEL_003260-RA	XP_039764648.1
OG0008216	HEL_007152-RA	XP_039764153.1
OG0008217	HEL_011628-RA	XP_039746981.1
OG0008218	HEL_006740-RA	XP_039761380.1
OG0008219	HEL_011630-RA	XP_039746709.1
OG0008220	HEL_011631-RA	XP_039747320.1
OG0008221	HEL_004508-RA	XP_039746254.1
OG0008222	HEL_003258-RA	XP_039764997.1
OG0008223	HEL_003259-RA	XP_039764996.1
OG0008224	HEL_006743-RA	XP_039755966.1
OG0008225	HEL_003250-RA	XP_039765155.1
OG0008226	HEL_003246-RA	XP_039764783.1
OG0008227	HEL_003244-RA	XP_039764839.1
OG0008228	HEL_013096-RA	XP_039745416.1
OG0008229	HEL_011639-RA	XP_039747170.1
OG0008230	HEL_008468-RA	XP_039765853.1
OG0008232	HEL_011642-RA	XP_039747061.1
OG0008233	HEL_011643-RA	XP_039747207.1
OG0008234	HEL_004519-RA	XP_039745873.1
OG0008235	HEL_008451-RA	XP_039749930.1
OG0008236	HEL_004521-RA	XP_039745774.1
OG0008237	HEL_008445-RA	XP_039749402.1
OG0008238	HEL_003238-RA	XP_039764594.1
OG0008239	HEL_004528-RA	XP_039746129.1
OG0008240	HEL_003235-RA	XP_039762953.1
OG0008241	HEL_007159-RA	XP_039763293.1
OG0008242	HEL_003232-RA	XP_039762557.1
OG0008243	HEL_013417-RA	XP_039765785.1
OG0008244	HEL_003228-RA	XP_039764949.1
OG0008245	HEL_006748-RA	XP_039760512.1
OG0008246	HEL_006750-RA	XP_039760431.1
