Orthogroup	Heliconius_erato_lativitta	Vanessa_tameamea
OG0007412	HEL_003860-RA	XP_026498919.1
OG0007413	HEL_014164-RA	XP_026491676.1
OG0007414	HEL_003863-RA	XP_026498922.1
OG0007415	HEL_006996-RA	XP_026499106.1
OG0007417	HEL_006999-RA	XP_026499080.1
OG0007418	HEL_005973-RA	XP_026484003.1
OG0007419	HEL_007265-RA	XP_026493235.1
OG0007420	HEL_012388-RA	XP_026485522.1
OG0007421	HEL_014167-RA	XP_026491665.1
OG0007422	HEL_001420-RA	XP_026485158.1
OG0007423	HEL_012214-RA	XP_026499658.1
OG0007424	HEL_007004-RA	XP_026499053.1
OG0007425	HEL_008592-RA	XP_026493985.1
OG0007426	HEL_010594-RA	XP_026496736.1
OG0007427	HEL_000232-RA	XP_026498252.1
OG0007428	HEL_006352-RA	XP_026500149.1
OG0007429	HEL_012387-RA	XP_026485543.1
OG0007430	HEL_013482-RA	XP_026483181.1
OG0007431	HEL_002716-RA	XP_026487829.1
OG0007432	HEL_013483-RA	XP_026483182.1
OG0007433	HEL_007006-RA	XP_026499681.1
OG0007434	HEL_007263-RA	XP_026493274.1
OG0007435	HEL_013477-RA	XP_026483188.1
OG0007436	HEL_007007-RA	XP_026499979.1
OG0007437	HEL_007402-RA	XP_026488270.1
OG0007438	HEL_007262-RA	XP_026493331.1
OG0007439	HEL_013473-RA	XP_026483191.1
OG0007440	HEL_005486-RA	XP_026498572.1
OG0007442	HEL_010595-RA	XP_026496780.1
OG0007443	HEL_005485-RA	XP_026498541.1
OG0007445	HEL_011004-RA	XP_026486037.1
OG0007446	HEL_013472-RA	XP_026483190.1
OG0007447	HEL_007011-RA	XP_026499972.1
OG0007448	HEL_005483-RA	XP_026498564.1
OG0007449	HEL_013602-RA	XP_026495753.1
OG0007450	HEL_010599-RA	XP_026496731.1
OG0007451	HEL_002699-RA	XP_026487854.1
OG0007452	HEL_010601-RA	XP_026496802.1
OG0007453	HEL_007013-RA	XP_026499958.1
OG0007454	HEL_007014-RA	XP_026499899.1
OG0007455	HEL_011000-RA	XP_026486036.1
OG0007456	HEL_005480-RA	XP_026498586.1
OG0007457	HEL_006272-RA	XP_026483065.1
OG0007458	HEL_006270-RA	XP_026499476.1
OG0007459	HEL_010990-RA	XP_026485691.1
OG0007460	HEL_007016-RA	XP_026499316.1
OG0007461	HEL_008591-RA	XP_026493918.1
OG0007463	HEL_007018-RA	XP_026499855.1
OG0007464	HEL_002695-RA	XP_026487852.1
OG0007465	HEL_010995-RA	XP_026485699.1
OG0007467	HEL_002691-RA	XP_026487853.1
OG0007468	HEL_002690-RA	XP_026487831.1
OG0007470	HEL_001432-RA	XP_026485163.1
OG0007471	HEL_005479-RA	XP_026498540.1
OG0007472	HEL_010602-RA	XP_026496811.1
OG0007473	HEL_005476-RA	XP_026498574.1
OG0007474	HEL_010603-RA	XP_026496781.1
OG0007475	HEL_010604-RA	XP_026496805.1
OG0007476	HEL_001436-RA	XP_026485168.1
OG0007477	HEL_000219-RA	XP_026498235.1
OG0007478	HEL_012229-RA	XP_026499837.1
OG0007479	HEL_001025-RA	XP_026486992.1
OG0007480	HEL_006783-RA	XP_026496572.1
OG0007481	HEL_005954-RA	XP_026483934.1
OG0007482	HEL_007883-RA	XP_026488457.1
OG0007483	HEL_013466-RA	XP_026483217.1
OG0007484	HEL_008586-RA	XP_026493912.1
OG0007485	HEL_007021-RA	XP_026499514.1
OG0007486	HEL_001024-RA	XP_026486909.1
OG0007487	HEL_013461-RA, HEL_013464-RA	XP_026483212.1
OG0007488	HEL_006785-RA	XP_026496612.1
OG0007489	HEL_012233-RA	XP_026499782.1
OG0007490	HEL_013598-RA	XP_026495494.1
OG0007492	HEL_013459-RA	XP_026483218.1
OG0007493	HEL_008584-RA	XP_026493849.1
OG0007494	HEL_006788-RA	XP_026496613.1
OG0007495	HEL_000956-RA	XP_026499112.1
OG0007496	HEL_014335-RA	XP_026494845.1, XP_026487267.1
OG0007497	HEL_008583-RA	XP_026494043.1
OG0007498	HEL_001444-RA	XP_026485072.1
OG0007499	HEL_005952-RA	XP_026484172.1
OG0007500	HEL_001328-RA	XP_026484999.1
OG0007501	HEL_013591-RA	XP_026495627.1
OG0007502	HEL_001327-RA	XP_026485014.1
OG0007503	HEL_003867-RA	XP_026498930.1
OG0007504	HEL_006789-RA	XP_026496558.1
OG0007505	HEL_007389-RA	XP_026488502.1
OG0007506	HEL_008582-RA	XP_026494045.1
OG0007507	HEL_003869-RA	XP_026498896.1
OG0007508	HEL_012240-RA	XP_026499807.1
OG0007509	HEL_013452-RA	XP_026483197.1
OG0007510	HEL_007023-RA	XP_026499484.1
OG0007511	HEL_012241-RA	XP_026499811.1
OG0007512	HEL_013590-RA	XP_026495619.1
OG0007513	HEL_007385-RA	XP_026488194.1
OG0007514	HEL_012243-RA	XP_026499819.1
OG0007515	HEL_005946-RA	XP_026483951.1
OG0007516	HEL_003872-RA	XP_026498935.1
OG0007517	HEL_013141-RA, HEL_013142-RA	XP_026489045.1
OG0007518	HEL_012246-RA	XP_026499767.1
OG0007520	HEL_003874-RA	XP_026498931.1
OG0007521	HEL_001317-RA	XP_026484809.1
OG0007522	HEL_010616-RA	XP_026496683.1
OG0007523	HEL_001316-RA	XP_026484470.1
OG0007524	HEL_010617-RA	XP_026496681.1
OG0007525	HEL_013587-RA	XP_026495791.1
OG0007526	HEL_006790-RA	XP_026496570.1
OG0007528	HEL_005471-RA	XP_026498561.1
OG0007529	HEL_003075-RA	XP_026487476.1
OG0007530	HEL_003074-RA	XP_026487478.1
OG0007531	HEL_007026-RA	XP_026499242.1
OG0007532	HEL_003072-RA	XP_026487474.1
OG0007533	HEL_012575-RA	XP_026499823.1
OG0007534	HEL_003071-RA	XP_026487450.1
OG0007535	HEL_003070-RA	XP_026487479.1
OG0007536	HEL_003068-RA	XP_026487475.1
OG0007537	HEL_007379-RA	XP_026488218.1
OG0007538	HEL_007248-RA	XP_026493414.1
OG0007539	HEL_003067-RA	XP_026487461.1
OG0007540	HEL_003065-RA	XP_026487464.1
OG0007541	HEL_000300-RA	XP_026501259.1
OG0007542	HEL_012577-RA	XP_026499828.1
OG0007543	HEL_006831-RA	XP_026497792.1
OG0007544	HEL_003064-RA	XP_026487553.1
OG0007545	HEL_001312-RA	XP_026484451.1
OG0007546	HEL_003062-RA	XP_026487481.1
OG0007547	HEL_003061-RA	XP_026487480.1
OG0007548	HEL_007375-RA	XP_026488237.1
OG0007550	HEL_003059-RA	XP_026487370.1
OG0007552	HEL_005939-RA	XP_026483995.1
OG0007553	HEL_005938-RA	XP_026484143.1
OG0007554	HEL_005470-RA	XP_026498551.1
OG0007555	HEL_005937-RA	XP_026483978.1
OG0007556	HEL_000294-RA	XP_026488043.1
OG0007557	HEL_013127-RA	XP_026489100.1
OG0007558	HEL_006791-RA	XP_026496565.1
OG0007559	HEL_008108-RA	XP_026496542.1
OG0007560	HEL_010623-RA	XP_026496797.1
OG0007561	HEL_005469-RA	XP_026498569.1
OG0007562	HEL_008109-RA	XP_026496545.1
OG0007563	HEL_010624-RA	XP_026496798.1
OG0007564	HEL_000966-RA	XP_026499218.1
OG0007565	HEL_000968-RA	XP_026499177.1
OG0007566	HEL_007369-RA	XP_026488420.1
OG0007567	HEL_005879-RA	XP_026501760.1
OG0007568	HEL_005468-RA	XP_026498570.1
OG0007569	HEL_007380-RA	XP_026488365.1
OG0007571	HEL_000970-RA	XP_026499070.1
OG0007572	HEL_004383-RA	XP_026491585.1
OG0007573	HEL_003886-RA	XP_026486693.1
OG0007574	HEL_003114-RA	XP_026487647.1
OG0007575	HEL_004384-RA	XP_026491590.1
OG0007576	HEL_003115-RA	XP_026487651.1
OG0007577	HEL_008114-RA	XP_026496552.1
OG0007578	HEL_012378-RA	XP_026485309.1
OG0007579	HEL_008119-RA	XP_026496539.1
OG0007580	HEL_008120-RA	XP_026496543.1
OG0007581	HEL_001306-RA	XP_026484336.1
OG0007582	HEL_004389-RA	XP_026491754.1
OG0007583	HEL_008121-RA	XP_026496515.1
OG0007584	HEL_000982-RA	XP_026500035.1
OG0007585	HEL_007238-RA	XP_026493284.1
OG0007586	HEL_003891-RA	XP_026486696.1
OG0007587	HEL_004390-RA	XP_026491513.1
OG0007588	HEL_006261-RA	XP_026483679.1
OG0007589	HEL_003121-RA	XP_026487650.1
OG0007590	HEL_004393-RA	XP_026491430.1
OG0007591	HEL_000983-RA	XP_026486829.1
OG0007592	HEL_004392-RA	XP_026491431.1
OG0007593	HEL_003122-RA	XP_026487654.1
OG0007594	HEL_010639-RA	XP_026492776.1
OG0007595	HEL_000984-RA	XP_026486828.1
OG0007596	HEL_003123-RA	XP_026487439.1
OG0007597	HEL_004394-RA	XP_026491432.1
OG0007598	HEL_007237-RA	XP_026493166.1
OG0007599	HEL_004398-RA	XP_026491438.1
OG0007600	HEL_007236-RA	XP_026493170.1
OG0007601	HEL_010641-RA	XP_026492850.1
OG0007602	HEL_010985-RA	XP_026486225.1
OG0007603	HEL_003894-RA	XP_026486695.1
OG0007604	HEL_012582-RA	XP_026499792.1
OG0007605	HEL_003895-RA	XP_026486669.1
OG0007606	HEL_004396-RA	XP_026491433.1
OG0007607	HEL_004400-RA	XP_026491192.1
OG0007608	HEL_003896-RA	XP_026486702.1
OG0007609	HEL_004402-RA	XP_026491753.1
OG0007610	HEL_012584-RA	XP_026499785.1
OG0007611	HEL_010644-RA	XP_026492745.1
OG0007612	HEL_003124-RA	XP_026487671.1
OG0007614	HEL_013389-RA	XP_026486508.1
OG0007615	HEL_012377-RA	XP_026485526.1
OG0007616	HEL_010977-RA	XP_026486278.1
OG0007617	HEL_012585-RA	XP_026499797.1
OG0007618	HEL_010976-RA	XP_026486280.1
OG0007619	HEL_012589-RA	XP_026499789.1
OG0007620	HEL_000989-RA	XP_026486940.1, XP_026486784.1
OG0007621	HEL_011995-RA	XP_026500060.1
OG0007622	HEL_012590-RA	XP_026499790.1
OG0007623	HEL_006259-RA	XP_026500970.1
OG0007624	HEL_003127-RA	XP_026487670.1
OG0007625	HEL_003904-RA	XP_026486704.1
OG0007627	HEL_003129-RA	XP_026487416.1
OG0007628	HEL_003905-RA	XP_026486708.1
OG0007629	HEL_003906-RA	XP_026486709.1
OG0007630	HEL_014427-RA	XP_026497718.1
OG0007631	HEL_007035-RA	XP_026489896.1
OG0007632	HEL_012591-RA	XP_026499808.1
OG0007633	HEL_003130-RA	XP_026487803.1
OG0007634	HEL_007233-RA	XP_026493137.1
OG0007635	HEL_007036-RA	XP_026490114.1
OG0007636	HEL_007232-RA	XP_026493154.1
OG0007637	HEL_013382-RA	XP_026488076.1
OG0007638	HEL_007231-RA	XP_026493162.1
OG0007639	HEL_005462-RA	XP_026488516.1
OG0007640	HEL_003907-RA	XP_026486717.1
OG0007641	HEL_013376-RA	XP_026488063.1
OG0007642	HEL_010975-RA	XP_026486123.1
OG0007643	HEL_007038-RA	XP_026490166.1
OG0007644	HEL_001293-RA	XP_026484618.1
OG0007645	HEL_012002-RA	XP_026487983.1
OG0007646	HEL_001009-RA	XP_026486844.1
OG0007647	HEL_005916-RA	XP_026484141.1
OG0007648	HEL_007039-RA	XP_026490105.1
OG0007649	HEL_001013-RA	XP_026486989.1
OG0007650	HEL_007228-RA	XP_026493480.1
OG0007651	HEL_007222-RA	XP_026493479.1
OG0007652	HEL_012005-RA	XP_026488010.1
OG0007653	HEL_006807-RA	XP_026496591.1
OG0007654	HEL_003913-RA	XP_026486674.1
OG0007655	HEL_005915-RA	XP_026484179.1
OG0007656	HEL_010647-RA	XP_026492821.1
OG0007657	HEL_003135-RA	XP_026487806.1
OG0007658	HEL_010648-RA	XP_026492779.1
OG0007659	HEL_008604-RA	XP_026490297.1
OG0007661	HEL_003139-RA	XP_026487810.1
OG0007662	HEL_003918-RA	XP_026486682.1
OG0007663	HEL_005911-RA	XP_026484176.1
OG0007664	HEL_003140-RA	XP_026487812.1
OG0007665	HEL_005460-RA	XP_026488531.1
OG0007666	HEL_003141-RA	XP_026487537.1
OG0007667	HEL_007041-RA	XP_026489994.1
OG0007668	HEL_006817-RA	XP_026494691.1
OG0007669	HEL_001014-RA	XP_026486982.1
OG0007670	HEL_005909-RA	XP_026484015.1
OG0007671	HEL_001015-RA	XP_026486985.1
OG0007672	HEL_005908-RA	XP_026483922.1
OG0007673	HEL_003920-RA	XP_026486727.1
OG0007674	HEL_003142-RA	XP_026487809.1
OG0007675	HEL_007042-RA	XP_026490045.1
OG0007676	HEL_007043-RA	XP_026490070.1
OG0007677	HEL_001016-RA	XP_026486991.1
OG0007678	HEL_003921-RA	XP_026486720.1
OG0007679	HEL_002941-RA	XP_026494690.1
OG0007680	HEL_005906-RA	XP_026483932.1
OG0007681	HEL_003143-RA	XP_026487513.1
OG0007682	HEL_000951-RA	XP_026499148.1
OG0007683	HEL_000950-RA	XP_026499183.1
OG0007684	HEL_012370-RA	XP_026485342.1, XP_026485343.1
OG0007685	HEL_000068-RA	XP_026485720.1
OG0007686	HEL_007044-RA	XP_026489916.1
OG0007687	HEL_000069-RA	XP_026485718.1
OG0007688	HEL_012369-RA	XP_026485351.1
OG0007689	HEL_012367-RA	XP_026485544.1
OG0007692	HEL_007210-RA	XP_026493196.1
OG0007693	HEL_008128-RA	XP_026496547.1
OG0007694	HEL_000937-RA	XP_026499140.1
OG0007696	HEL_012363-RA	XP_026485569.1
OG0007698	HEL_009781-RA	XP_026489217.1
OG0007700	HEL_009778-RA	XP_026489211.1
OG0007702	HEL_014257-RA	XP_026485488.1
OG0007704	HEL_003922-RA	XP_026486699.1
OG0007705	HEL_005878-RA	XP_026501728.1
OG0007706	HEL_012965-RA	XP_026497728.1
OG0007707	HEL_009774-RA, HEL_009775-RA	XP_026489205.1
OG0007710	HEL_003789-RA	XP_026494319.1
OG0007711	HEL_007046-RA	XP_026489954.1
OG0007712	HEL_000009-RA, HEL_012021-RA	XP_026487985.1
OG0007713	HEL_006255-RA	XP_026483656.1
OG0007714	HEL_003793-RA	XP_026494334.1
OG0007715	HEL_013359-RA	XP_026488077.1
OG0007716	HEL_005899-RA	XP_026484087.1
OG0007717	HEL_014261-RA	XP_026485498.1
OG0007719	HEL_013356-RA	XP_026488085.1
OG0007720	HEL_013357-RA	XP_026488084.1
OG0007721	HEL_005896-RA	XP_026483887.1
OG0007722	HEL_005897-RA	XP_026483885.1
OG0007723	HEL_001278-RA	XP_026485151.1
OG0007724	HEL_001277-RA	XP_026485150.1
OG0007725	HEL_014262-RA	XP_026485481.1
OG0007726	HEL_009618-RA	XP_026484210.1
OG0007727	HEL_014263-RA	XP_026485325.1
OG0007728	HEL_007209-RA	XP_026493271.1
OG0007729	HEL_009619-RA	XP_026484278.1
OG0007730	HEL_007208-RA	XP_026493361.1
OG0007731	HEL_005895-RA	XP_026483884.1
OG0007732	HEL_003156-RA	XP_026487517.1
OG0007733	HEL_009620-RA	XP_026484352.1
OG0007734	HEL_014175-RA	XP_026499766.1
OG0007735	HEL_002939-RA	XP_026494798.1
OG0007736	HEL_012616-RA	XP_026486579.1
OG0007737	HEL_012960-RA	XP_026497733.1
OG0007738	HEL_003161-RA	XP_026487514.1
OG0007739	HEL_014270-RA	XP_026485284.1
OG0007740	HEL_007205-RA	XP_026493092.1
OG0007741	HEL_000082-RA	XP_026486292.1
OG0007742	HEL_009623-RA	XP_026484400.1
OG0007743	HEL_000083-RA	XP_026486282.1
OG0007744	HEL_007049-RA	XP_026497192.1
OG0007745	HEL_000084-RA	XP_026486295.1
OG0007746	HEL_007202-RA	XP_026493355.1
OG0007748	HEL_014120-RA	XP_026484424.1
OG0007749	HEL_007200-RA	XP_026493348.1
OG0007750	HEL_010671-RA	XP_026492837.1
OG0007751	HEL_012959-RA	XP_026497779.1
OG0007752	HEL_012957-RA	XP_026497777.1
OG0007753	HEL_014124-RA	XP_026489481.1
OG0007754	HEL_014125-RA	XP_026489483.1
OG0007755	HEL_007199-RA	XP_026493165.1
OG0007756	HEL_012954-RA	XP_026497781.1
OG0007757	HEL_014285-RA	XP_026493013.1
OG0007758	HEL_002938-RA	XP_026494796.1
OG0007760	HEL_013424-RA	XP_026490848.1
OG0007761	HEL_011594-RA	XP_026494805.1
OG0007762	HEL_010672-RA	XP_026492843.1
OG0007763	HEL_007195-RA	XP_026493342.1
OG0007764	HEL_001270-RA	XP_026484438.1
OG0007765	HEL_000089-RA	XP_026485909.1
OG0007766	HEL_014130-RA	XP_026489434.1
OG0007767	HEL_001269-RA	XP_026484802.1
OG0007768	HEL_008665-RA	XP_026483316.1
OG0007769	HEL_008664-RA	XP_026483317.1
OG0007770	HEL_002936-RA	XP_026494795.1
OG0007771	HEL_008662-RA	XP_026483319.1
OG0007772	HEL_010674-RA	XP_026492831.1
OG0007773	HEL_000103-RA	XP_026486199.1
OG0007774	HEL_013422-RA	XP_026490887.1
OG0007775	HEL_012865-RA, HEL_012864-RA	XP_026493012.1
OG0007776	HEL_012947-RA	XP_026497817.1
OG0007777	HEL_011526-RA	XP_026490824.1
OG0007778	HEL_012945-RA	XP_026497806.1
OG0007779	HEL_012054-RA	XP_026487991.1
OG0007780	HEL_012867-RA	XP_026493019.1
OG0007782	HEL_014183-RA	XP_026490768.1
OG0007783	HEL_000104-RA	XP_026486165.1
OG0007784	HEL_000981-RA	XP_026496468.1
OG0007785	HEL_014185-RA	XP_026490762.1
OG0007786	HEL_008131-RA	XP_026496469.1
OG0007787	HEL_003188-RA	XP_026487506.1
OG0007788	HEL_014188-RA	XP_026490755.1
OG0007789	HEL_008134-RA	XP_026496466.1
OG0007791	HEL_010681-RA	XP_026492842.1
OG0007792	HEL_012629-RA	XP_026490253.1
OG0007794	HEL_014191-RA	XP_026490773.1
OG0007795	HEL_005880-RA	XP_026501759.1
OG0007796	HEL_014192-RA	XP_026490774.1
OG0007797	HEL_008140-RA	XP_026496502.1
OG0007798	HEL_012934-RA	XP_026497739.1
OG0007799	HEL_007059-RA	XP_026497354.1
OG0007800	HEL_008146-RA	XP_026496462.1
OG0007801	HEL_001258-RA	XP_026484897.1
OG0007803	HEL_001257-RA	XP_026484620.1
OG0007804	HEL_005877-RA	XP_026501727.1
OG0007805	HEL_005875-RA	XP_026501725.1
OG0007806	HEL_011913-RA	XP_026496084.1
OG0007807	HEL_008655-RA	XP_026490273.1
OG0007808	HEL_011522-RA	XP_026490865.1
OG0007809	HEL_001256-RA	XP_026484681.1
OG0007810	HEL_014141-RA	XP_026489449.1
OG0007811	HEL_012870-RA	XP_026493025.1
OG0007812	HEL_011607-RA	XP_026501561.1
OG0007813	HEL_011917-RA	XP_026496078.1
OG0007814	HEL_001254-RA	XP_026484699.1
OG0007815	HEL_008250-RA	XP_026490735.1
OG0007816	HEL_001253-RA	XP_026484702.1
OG0007817	HEL_011609-RA	XP_026501564.1
OG0007818	HEL_011511-RA	XP_026490882.1
OG0007819	HEL_005873-RA	XP_026501729.1
OG0007820	HEL_011506-RA	XP_026490864.1
OG0007821	HEL_010689-RA	XP_026492753.1
OG0007822	HEL_008643-RA	XP_026490313.1
OG0007823	HEL_005872-RA	XP_026501733.1
OG0007824	HEL_003172-RA	XP_026487397.1
OG0007825	HEL_011613-RA	XP_026501470.1
OG0007826	HEL_010690-RA	XP_026492759.1
OG0007827	HEL_007075-RA	XP_026500686.1
OG0007828	HEL_008252-RA	XP_026490740.1
OG0007829	HEL_011505-RA	XP_026490884.1
OG0007830	HEL_006615-RA	XP_026500046.1
OG0007831	HEL_004428-RA	XP_026491727.1
OG0007832	HEL_011616-RA	XP_026501683.1
OG0007833	HEL_011619-RA	XP_026501670.1
OG0007834	HEL_006614-RA	XP_026500045.1
OG0007835	HEL_005433-RA	XP_026488673.1
OG0007836	HEL_006613-RA	XP_026500047.1
OG0007837	HEL_007072-RA	XP_026500662.1
OG0007838	HEL_006617-RA	XP_026500048.1
OG0007839	HEL_011617-RA	XP_026501672.1
OG0007840	HEL_011495-RA	XP_026490787.1
OG0007841	HEL_001246-RA	XP_026484703.1
OG0007842	HEL_003175-RA	XP_026487536.1
OG0007843	HEL_001245-RA	XP_026484698.1
OG0007844	HEL_011920-RA	XP_026496076.1
OG0007845	HEL_003177-RA	XP_026487533.1
OG0007846	HEL_003179-RA	XP_026487434.1
OG0007847	HEL_012049-RA	XP_026487990.1
OG0007848	HEL_001243-RA	XP_026484672.1
OG0007849	HEL_010297-RA	XP_026492770.1
OG0007850	HEL_008637-RA	XP_026490299.1
OG0007851	HEL_006201-RA	XP_026489489.1
OG0007852	HEL_011922-RA	XP_026496093.1
OG0007853	HEL_011924-RA	XP_026496089.1
OG0007854	HEL_001241-RA	XP_026484669.1
OG0007855	HEL_007080-RA	XP_026500677.1
OG0007856	HEL_006205-RA, HEL_006203-RA	XP_026489518.1
OG0007857	HEL_001235-RA	XP_026484666.1
OG0007858	HEL_012929-RA	XP_026497784.1
OG0007859	HEL_001233-RA	XP_026484707.1, XP_026484706.1
OG0007860	HEL_012038-RA	XP_026488034.1
OG0007861	HEL_006211-RA	XP_026489444.1
OG0007862	HEL_006212-RA	XP_026489461.1
OG0007863	HEL_012037-RA	XP_026488035.1
OG0007864	HEL_008636-RA	XP_026490280.1
OG0007867	HEL_000124-RA	XP_026485802.1
OG0007868	HEL_011927-RA	XP_026485217.1
OG0007869	HEL_011494-RA	XP_026490852.1
OG0007870	HEL_008285-RA	XP_026490760.1
OG0007871	HEL_012031-RA	XP_026487981.1
OG0007872	HEL_003182-RA	XP_026487497.1
OG0007873	HEL_005436-RA	XP_026488647.1
OG0007874	HEL_011929-RA	XP_026485218.1
OG0007876	HEL_003184-RA	XP_026487496.1
OG0007877	HEL_008573-RA	XP_026497769.1
OG0007878	HEL_007086-RA	XP_026500684.1
OG0007879	HEL_008572-RA	XP_026497771.1
OG0007880	HEL_005437-RA	XP_026488645.1
OG0007881	HEL_011489-RA	XP_026490857.1
OG0007882	HEL_011488-RA	XP_026490818.1
OG0007883	HEL_007088-RA	XP_026500636.1
OG0007884	HEL_011486-RA	XP_026490830.1
OG0007885	HEL_011485-RA	XP_026490922.1
OG0007886	HEL_008570-RA	XP_026497800.1
OG0007887	HEL_000114-RA	XP_026486125.1
OG0007888	HEL_011484-RA	XP_026490920.1
OG0007889	HEL_011483-RA	XP_026490923.1
OG0007890	HEL_011482-RA	XP_026490919.1
OG0007891	HEL_005440-RA	XP_026488674.1
OG0007892	HEL_011481-RA	XP_026490918.1
OG0007893	HEL_005442-RA	XP_026488682.1
OG0007894	HEL_011480-RA	XP_026490851.1
OG0007895	HEL_011934-RA	XP_026488179.1
OG0007896	HEL_011935-RA	XP_026488182.1
OG0007897	HEL_008286-RA	XP_026494500.1
OG0007898	HEL_000132-RA	XP_026486222.1, XP_026486223.1
OG0007900	HEL_011936-RA	XP_026488183.1
OG0007901	HEL_011937-RA	XP_026488174.1
OG0007902	HEL_006622-RA	XP_026492617.1
OG0007903	HEL_012878-RA	XP_026493008.1
OG0007904	HEL_005443-RA	XP_026484222.1
OG0007905	HEL_005444-RA	XP_026484219.1
OG0007906	HEL_003190-RA	XP_026487492.1
OG0007907	HEL_000138-RA, HEL_000137-RA	XP_026485993.1
OG0007908	HEL_010421-RA	XP_026500715.1
OG0007909	HEL_011472-RA	XP_026490924.1
OG0007910	HEL_001229-RA	XP_026485188.1
OG0007911	HEL_003191-RA	XP_026487363.1
OG0007912	HEL_006628-RA	XP_026492610.1
OG0007913	HEL_001228-RA	XP_026485019.1
OG0007914	HEL_006225-RA	XP_026489464.1
OG0007915	HEL_011939-RA	XP_026488166.1
OG0007916	HEL_000142-RA	XP_026486256.1
OG0007917	HEL_001227-RA	XP_026484509.1
OG0007918	HEL_011469-RA	XP_026490837.1
OG0007919	HEL_006630-RA	XP_026492661.1
OG0007920	HEL_007139-RA	XP_026497178.1
OG0007921	HEL_007142-RA	XP_026497106.1
OG0007922	HEL_003194-RA	XP_026487488.1
OG0007923	HEL_008293-RA	XP_026494497.1
OG0007924	HEL_006235-RA	XP_026489488.1
OG0007925	HEL_008294-RA	XP_026494505.1
OG0007926	HEL_006632-RA	XP_026492602.1
OG0007927	HEL_008621-RA	XP_026490266.1
OG0007928	HEL_011465-RA	XP_026490915.1
OG0007929	HEL_011464-RA	XP_026490911.1
OG0007930	HEL_008295-RA	XP_026494494.1
OG0007931	HEL_011940-RA	XP_026488172.1
OG0007932	HEL_008620-RA	XP_026490267.1
OG0007933	HEL_008297-RA	XP_026494501.1
OG0007934	HEL_008298-RA	XP_026494489.1
OG0007936	HEL_008617-RA	XP_026490257.1
OG0007937	HEL_004416-RA	XP_026491697.1
OG0007938	HEL_012883-RA	XP_026493003.1
OG0007939	HEL_011943-RA	XP_026488175.1
OG0007940	HEL_012884-RA	XP_026492996.1
OG0007941	HEL_001220-RA	XP_026484654.1
OG0007942	HEL_008299-RA	XP_026494504.1
OG0007943	HEL_011944-RA	XP_026488177.1
OG0007944	HEL_001217-RA	XP_026484645.1
OG0007945	HEL_012890-RA	XP_026493002.1
OG0007946	HEL_001216-RA	XP_026484653.1
OG0007947	HEL_010386-RA	XP_026500695.1
OG0007949	HEL_011946-RA	XP_026488140.1
OG0007950	HEL_006240-RA	XP_026489503.1
OG0007951	HEL_011947-RA	XP_026488162.1
OG0007952	HEL_011948-RA	XP_026488164.1
OG0007953	HEL_009827-RA	XP_026499955.1
OG0007954	HEL_006638-RA	XP_026492673.1
OG0007955	HEL_009828-RA	XP_026499947.1
OG0007956	HEL_011949-RA	XP_026488165.1
OG0007957	HEL_006640-RA	XP_026492668.1
OG0007958	HEL_009833-RA	XP_026499960.1
OG0007959	HEL_011951-RA	XP_026488153.1
OG0007960	HEL_006244-RA	XP_026486471.1
OG0007961	HEL_004426-RA	XP_026491057.1
OG0007962	HEL_011952-RA	XP_026488145.1
OG0007963	HEL_009838-RA	XP_026499918.1
OG0007964	HEL_001206-RA	XP_026484648.1
OG0007965	HEL_005449-RA	XP_026489820.1
OG0007966	HEL_009842-RA	XP_026499938.1
OG0007967	HEL_001205-RA	XP_026485114.1
OG0007968	HEL_011461-RA	XP_026490799.1
OG0007969	HEL_005451-RA	XP_026489808.1
OG0007970	HEL_009844-RA	XP_026499911.1
OG0007971	HEL_011954-RA	XP_026488176.1
OG0007972	HEL_013071-RA	XP_026498364.1
OG0007973	HEL_010042-RA	XP_026501436.1
OG0007974	HEL_000147-RA	XP_026485803.1
OG0007975	HEL_011955-RA	XP_026488135.1
OG0007976	HEL_011956-RA	XP_026488137.1
OG0007977	HEL_006246-RA	XP_026486468.1
OG0007978	HEL_011957-RA	XP_026488139.1
OG0007979	HEL_006247-RA	XP_026486467.1
OG0007980	HEL_004431-RA	XP_026491481.1
OG0007981	HEL_003202-RA	XP_026487502.1
OG0007982	HEL_008614-RA	XP_026490295.1
OG0007983	HEL_003203-RA	XP_026487482.1
OG0007984	HEL_010039-RA	XP_026501412.1
OG0007985	HEL_009607-RA	XP_026486470.1
OG0007986	HEL_013073-RA	XP_026498344.1
OG0007987	HEL_004432-RA	XP_026491172.1
OG0007988	HEL_008318-RA, HEL_008319-RA	XP_026498396.1
OG0007990	HEL_001201-RA	XP_026485120.1
OG0007991	HEL_011456-RA	XP_026490813.1
OG0007992	HEL_003210-RA	XP_026487495.1
OG0007993	HEL_010404-RA	XP_026500667.1
OG0007994	HEL_010038-RA	XP_026501448.1
OG0007995	HEL_005457-RA	XP_026488543.1
OG0007996	HEL_009602-RA	XP_026486474.1
OG0007997	HEL_001199-RA	XP_026485122.1
OG0007998	HEL_004435-RA	XP_026491072.1
OG0007999	HEL_001196-RA	XP_026485126.1
OG0008000	HEL_001195-RA	XP_026485127.1
OG0008001	HEL_005458-RA	XP_026488538.1
OG0008002	HEL_001192-RA	XP_026485110.1
