Orthogroup	Heliconius_erato_lativitta	Danaus_plexippus
OG0007360	HEL_010579-RA	DPOGS208919-PA
OG0007361	HEL_003095-RA	DPOGS214135-PA
OG0007362	HEL_012198-RA	DPOGS207814-PA
OG0007363	HEL_013349-RA	DPOGS206977-PA
OG0007364	HEL_010581-RA	DPOGS208948-PA
OG0007365	HEL_013350-RA	DPOGS206948-PA
OG0007366	HEL_010582-RA	DPOGS208949-PA
OG0007367	HEL_012199-RA	DPOGS207750-PA
OG0007368	HEL_014157-RA	DPOGS216020-PA
OG0007369	HEL_005491-RA	DPOGS212281-PA
OG0007370	HEL_014486-RA	DPOGS200084-PA
OG0007371	HEL_003838-RA	DPOGS204043-PA
OG0007372	HEL_010583-RA	DPOGS208918-PA
OG0007373	HEL_003840-RA	DPOGS204020-PA
OG0007374	HEL_013353-RA	DPOGS206993-PA
OG0007375	HEL_003841-RA	DPOGS204041-PA
OG0007376	HEL_010584-RA	DPOGS208950-PA
OG0007377	HEL_010585-RA	DPOGS208917-PA
OG0007378	HEL_002719-RA	DPOGS203718-PA
OG0007379	HEL_003090-RA	DPOGS214246-PA
OG0007380	HEL_014484-RA	DPOGS200085-PA
OG0007381	HEL_014357-RA	DPOGS209722-PA, DPOGS209721-PA
OG0007382	HEL_000235-RA	DPOGS207418-PA
OG0007383	HEL_014358-RA	DPOGS209725-PA
OG0007384	HEL_014485-RA	DPOGS200101-PA
OG0007385	HEL_014359-RA	DPOGS209723-PA
OG0007386	HEL_001401-RA	DPOGS208637-PA
OG0007387	HEL_014360-RA	DPOGS209724-PA
OG0007388	HEL_008163-RA	DPOGS202906-PA
OG0007389	HEL_005490-RA	DPOGS209917-PA
OG0007390	HEL_009727-RA	DPOGS209560-PA
OG0007391	HEL_014160-RA	DPOGS215958-PA
OG0007392	HEL_001407-RA	DPOGS208661-PA
OG0007393	HEL_007269-RA	DPOGS209559-PA
OG0007394	HEL_014362-RA	DPOGS213048-PA
OG0007395	HEL_012392-RA	DPOGS210672-PA
OG0007397	HEL_008599-RA	DPOGS201775-PA
OG0007398	HEL_003848-RA	DPOGS204025-PA
OG0007399	HEL_012210-RA	DPOGS207820-PA
OG0007400	HEL_008167-RA	DPOGS202903-PA
OG0007401	HEL_001410-RA	DPOGS208641-PA
OG0007402	HEL_010588-RA	DPOGS208952-PA
OG0007403	HEL_010589-RA	DPOGS208915-PA
OG0007404	HEL_008597-RA	DPOGS201774-PA
OG0007405	HEL_006868-RA	DPOGS202353-PA
OG0007406	HEL_008596-RA	DPOGS201773-PA
OG0007407	HEL_003855-RA	DPOGS204027-PA
OG0007408	HEL_013490-RA	DPOGS209025-PA
OG0007409	HEL_008168-RA	DPOGS202902-PA
OG0007410	HEL_008593-RA	DPOGS207231-PA
OG0007411	HEL_006330-RA	DPOGS200483-PA
OG0007412	HEL_003860-RA	DPOGS204033-PA
OG0007413	HEL_014164-RA	DPOGS216021-PA
OG0007414	HEL_003863-RA	DPOGS204032-PA
OG0007415	HEL_006996-RA	DPOGS206047-PA
OG0007417	HEL_006999-RA	DPOGS206048-PA
OG0007418	HEL_005973-RA	DPOGS202428-PA
OG0007419	HEL_007265-RA	DPOGS209544-PA
OG0007420	HEL_012388-RA	DPOGS210753-PA
OG0007421	HEL_014167-RA	DPOGS216023-PA
OG0007422	HEL_001420-RA	DPOGS208644-PA
OG0007423	HEL_012214-RA	DPOGS207825-PA
OG0007424	HEL_007004-RA	DPOGS206130-PA
OG0007425	HEL_008592-RA	DPOGS207233-PA
OG0007426	HEL_010594-RA	DPOGS208912-PA
OG0007427	HEL_000232-RA	DPOGS207412-PA
OG0007428	HEL_006352-RA	DPOGS200495-PA
OG0007429	HEL_012387-RA	DPOGS210678-PA
OG0007430	HEL_013482-RA	DPOGS209065-PA
OG0007431	HEL_002716-RA	DPOGS203720-PA
OG0007432	HEL_013483-RA	DPOGS209064-PA
OG0007433	HEL_007006-RA	DPOGS206051-PA
OG0007434	HEL_007263-RA	DPOGS209546-PA
OG0007435	HEL_013477-RA	DPOGS209063-PA
OG0007436	HEL_007007-RA	DPOGS206128-PA
OG0007437	HEL_007402-RA	DPOGS213443-PA
OG0007438	HEL_007262-RA	DPOGS209547-PA
OG0007439	HEL_013473-RA	DPOGS209030-PA
OG0007440	HEL_005486-RA	DPOGS212271-PA
OG0007442	HEL_010595-RA	DPOGS208909-PA
OG0007443	HEL_005485-RA	DPOGS212276-PA
OG0007445	HEL_011004-RA	DPOGS202460-PA
OG0007446	HEL_013472-RA	DPOGS209031-PA
OG0007447	HEL_007011-RA	DPOGS216024-PA
OG0007448	HEL_005483-RA	DPOGS212275-PA
OG0007449	HEL_013602-RA	DPOGS200975-PA
OG0007450	HEL_010599-RA	DPOGS208954-PA
OG0007451	HEL_002699-RA	DPOGS215788-PA
OG0007452	HEL_010601-RA	DPOGS208907-PA
OG0007453	HEL_007013-RA	DPOGS203969-PA
OG0007454	HEL_007014-RA	DPOGS203916-PA
OG0007455	HEL_011000-RA	DPOGS202446-PA
OG0007456	HEL_005480-RA	DPOGS202591-PA
OG0007457	HEL_006272-RA	DPOGS200493-PA
OG0007458	HEL_006270-RA	DPOGS200490-PA
OG0007459	HEL_010990-RA	DPOGS202463-PA
OG0007460	HEL_007016-RA	DPOGS203915-PA
OG0007461	HEL_008591-RA	DPOGS207235-PA
OG0007463	HEL_007018-RA	DPOGS203972-PA
OG0007464	HEL_002695-RA	DPOGS215792-PA
OG0007465	HEL_010995-RA	DPOGS207599-PA
OG0007467	HEL_002691-RA	DPOGS215793-PA
OG0007468	HEL_002690-RA	DPOGS215624-PA
OG0007470	HEL_001432-RA	DPOGS208650-PA
OG0007471	HEL_005479-RA	DPOGS202595-PA
OG0007472	HEL_010602-RA	DPOGS208904-PA
OG0007473	HEL_005476-RA	DPOGS202589-PA
OG0007474	HEL_010603-RA	DPOGS208956-PA
OG0007475	HEL_010604-RA	DPOGS208903-PA
OG0007476	HEL_001436-RA	DPOGS208074-PA
OG0007477	HEL_000219-RA	DPOGS205862-PA
OG0007478	HEL_012229-RA	DPOGS207833-PA
OG0007479	HEL_001025-RA	DPOGS204843-PA
OG0007480	HEL_006783-RA	DPOGS201494-PA
OG0007481	HEL_005954-RA	DPOGS211992-PA
OG0007482	HEL_007883-RA	DPOGS202950-PA
OG0007482	HEL_006978-RA	DPOGS202954-PA
OG0007483	HEL_013466-RA	DPOGS209035-PA
OG0007484	HEL_008586-RA	DPOGS207228-PA
OG0007485	HEL_007021-RA	DPOGS202024-PA
OG0007486	HEL_001024-RA	DPOGS204841-PA
OG0007487	HEL_013461-RA, HEL_013464-RA	DPOGS209055-PA
OG0007488	HEL_006785-RA	DPOGS201493-PA
OG0007489	HEL_012233-RA	DPOGS207728-PA
OG0007490	HEL_013598-RA	DPOGS200978-PA
OG0007492	HEL_013459-RA	DPOGS209052-PA
OG0007493	HEL_008584-RA	DPOGS207225-PA
OG0007494	HEL_006788-RA	DPOGS201458-PA
OG0007495	HEL_000956-RA	DPOGS211643-PA
OG0007496	HEL_014335-RA	DPOGS213716-PA, DPOGS215523-PA, DPOGS204960-PA, DPOGS204958-PA
OG0007497	HEL_008583-RA	DPOGS207224-PA
OG0007498	HEL_001444-RA	DPOGS208080-PA
OG0007499	HEL_005952-RA	DPOGS211993-PA
OG0007500	HEL_001328-RA	DPOGS204246-PA
OG0007501	HEL_013591-RA	DPOGS201028-PA
OG0007502	HEL_001327-RA	DPOGS204247-PA
OG0007503	HEL_003867-RA	DPOGS212810-PA
OG0007504	HEL_006789-RA	DPOGS201459-PA
OG0007505	HEL_007389-RA	DPOGS214769-PA
OG0007506	HEL_008582-RA	DPOGS207223-PA
OG0007507	HEL_003869-RA	DPOGS212877-PA
OG0007508	HEL_012240-RA	DPOGS207724-PA
OG0007509	HEL_013452-RA	DPOGS209047-PA
OG0007510	HEL_007023-RA	DPOGS203910-PA
OG0007511	HEL_012241-RA	DPOGS207723-PA
OG0007512	HEL_013590-RA	DPOGS200982-PA
OG0007513	HEL_007385-RA	DPOGS214770-PA
OG0007514	HEL_012243-RA	DPOGS207722-PA
OG0007515	HEL_005946-RA	DPOGS211984-PA
OG0007516	HEL_003872-RA	DPOGS212812-PA
OG0007517	HEL_013141-RA, HEL_013142-RA	DPOGS206990-PA
OG0007518	HEL_012246-RA	DPOGS207841-PA
OG0007520	HEL_003874-RA	DPOGS212813-PA
OG0007521	HEL_001317-RA	DPOGS204294-PA
OG0007522	HEL_010616-RA	DPOGS208897-PA
OG0007523	HEL_001316-RA	DPOGS204293-PA
OG0007524	HEL_010617-RA	DPOGS208958-PA
OG0007525	HEL_013587-RA	DPOGS200983-PA
OG0007526	HEL_006790-RA	DPOGS201488-PA
OG0007528	HEL_005471-RA	DPOGS213834-PA
OG0007529	HEL_003075-RA	DPOGS214226-PA
OG0007530	HEL_003074-RA	DPOGS214145-PA
OG0007531	HEL_007026-RA	DPOGS203909-PA
OG0007532	HEL_003072-RA	DPOGS214225-PA
OG0007533	HEL_012575-RA	DPOGS207846-PA, DPOGS207845-PA
OG0007534	HEL_003071-RA	DPOGS214147-PA
OG0007535	HEL_003070-RA	DPOGS214224-PA
OG0007536	HEL_003068-RA	DPOGS214223-PA
OG0007537	HEL_007379-RA	DPOGS214772-PA
OG0007538	HEL_007248-RA	DPOGS200024-PA
OG0007539	HEL_003067-RA	DPOGS214149-PA
OG0007540	HEL_003065-RA	DPOGS214221-PA
OG0007541	HEL_000300-RA	DPOGS205993-PA
OG0007542	HEL_012577-RA	DPOGS207718-PA
OG0007543	HEL_006831-RA	DPOGS205721-PA
OG0007544	HEL_003064-RA	DPOGS214150-PA
OG0007545	HEL_001312-RA	DPOGS204259-PA
OG0007546	HEL_003062-RA	DPOGS214151-PA
OG0007547	HEL_003061-RA	DPOGS214219-PA
OG0007548	HEL_007375-RA	DPOGS214691-PA
OG0007550	HEL_003059-RA	DPOGS214218-PA
OG0007552	HEL_005939-RA	DPOGS205880-PA
OG0007553	HEL_005938-RA	DPOGS205870-PA
OG0007554	HEL_005470-RA	DPOGS213831-PA
OG0007555	HEL_005937-RA	DPOGS205869-PA
OG0007556	HEL_000294-RA	DPOGS205997-PA
OG0007557	HEL_013127-RA	DPOGS206984-PA
OG0007558	HEL_006791-RA	DPOGS201463-PA
OG0007559	HEL_008108-RA	DPOGS209892-PA
OG0007560	HEL_010623-RA	DPOGS208894-PA
OG0007561	HEL_005469-RA	DPOGS213838-PA
OG0007562	HEL_008109-RA	DPOGS209901-PA
OG0007563	HEL_010624-RA	DPOGS208964-PA
OG0007564	HEL_000966-RA	DPOGS211625-PA
OG0007565	HEL_000968-RA	DPOGS211657-PA
OG0007566	HEL_007369-RA	DPOGS214689-PA
OG0007567	HEL_005879-RA	DPOGS205522-PA
OG0007568	HEL_005468-RA	DPOGS213839-PA
OG0007569	HEL_007380-RA	DPOGS213302-PA
OG0007570	HEL_006263-RA	DPOGS202754-PA
OG0007571	HEL_000970-RA	DPOGS211622-PA
OG0007572	HEL_004383-RA	DPOGS214781-PA
OG0007573	HEL_003886-RA	DPOGS212818-PA
OG0007574	HEL_003114-RA	DPOGS214256-PA
OG0007575	HEL_004384-RA	DPOGS214688-PA
OG0007576	HEL_003115-RA	DPOGS214128-PA
OG0007577	HEL_008114-RA	DPOGS209890-PA
OG0007578	HEL_012378-RA	DPOGS210691-PA
OG0007579	HEL_008119-RA	DPOGS209904-PA
OG0007580	HEL_008120-RA	DPOGS209888-PA
OG0007581	HEL_001306-RA	DPOGS204289-PA
OG0007582	HEL_004389-RA	DPOGS211904-PA
OG0007583	HEL_008121-RA	DPOGS209887-PA
OG0007584	HEL_000982-RA	DPOGS204886-PA
OG0007585	HEL_007238-RA	DPOGS215392-PA
OG0007586	HEL_003891-RA	DPOGS212860-PA
OG0007587	HEL_004390-RA	DPOGS211905-PA
OG0007588	HEL_006261-RA	DPOGS202752-PA
OG0007589	HEL_003121-RA	DPOGS214258-PA
OG0007590	HEL_004393-RA	DPOGS211918-PA
OG0007591	HEL_000983-RA	DPOGS204887-PA
OG0007592	HEL_004392-RA	DPOGS211906-PA
OG0007593	HEL_003122-RA	DPOGS214126-PA
OG0007594	HEL_010639-RA	DPOGS208944-PA
OG0007595	HEL_000984-RA	DPOGS204880-PA
OG0007596	HEL_003123-RA	DPOGS214259-PA
OG0007597	HEL_004394-RA	DPOGS211907-PA
OG0007598	HEL_007237-RA	DPOGS215400-PA
OG0007599	HEL_004398-RA	DPOGS211915-PA
OG0007600	HEL_007236-RA	DPOGS215391-PA
OG0007601	HEL_010641-RA	DPOGS208943-PA
OG0007602	HEL_010985-RA	DPOGS205763-PA
OG0007603	HEL_003894-RA	DPOGS212859-PA
OG0007604	HEL_012582-RA	DPOGS207714-PA
OG0007605	HEL_003895-RA	DPOGS212821-PA
OG0007606	HEL_004396-RA	DPOGS211908-PA
OG0007607	HEL_004400-RA	DPOGS211909-PA
OG0007608	HEL_003896-RA	DPOGS212858-PA
OG0007609	HEL_004402-RA	DPOGS211914-PA
OG0007610	HEL_012584-RA	DPOGS207852-PA
OG0007611	HEL_010644-RA	DPOGS208922-PA
OG0007612	HEL_003124-RA	DPOGS214260-PA
OG0007614	HEL_013389-RA	DPOGS206978-PA
OG0007615	HEL_012377-RA	DPOGS214680-PA
OG0007616	HEL_010977-RA	DPOGS205769-PA
OG0007617	HEL_012585-RA	DPOGS207853-PA
OG0007618	HEL_010976-RA	DPOGS205757-PA
OG0007619	HEL_012589-RA	DPOGS207855-PA
OG0007620	HEL_000989-RA	DPOGS204895-PA
OG0007621	HEL_011995-RA	DPOGS201015-PA
OG0007622	HEL_012590-RA	DPOGS207712-PA
OG0007623	HEL_006259-RA	DPOGS207668-PA
OG0007624	HEL_003127-RA	DPOGS214124-PA
OG0007625	HEL_003904-RA	DPOGS212855-PA
OG0007627	HEL_003129-RA	DPOGS214123-PA
OG0007628	HEL_003905-RA	DPOGS212824-PA
OG0007629	HEL_003906-RA	DPOGS212853-PA
OG0007630	HEL_014427-RA	DPOGS202364-PA
OG0007631	HEL_007035-RA	DPOGS203938-PA
OG0007632	HEL_012591-RA	DPOGS207711-PA
OG0007633	HEL_003130-RA	DPOGS214122-PA
OG0007634	HEL_007233-RA	DPOGS215388-PA
OG0007635	HEL_007036-RA	DPOGS203952-PA
OG0007636	HEL_007232-RA	DPOGS215403-PA
OG0007637	HEL_013382-RA	DPOGS206997-PA
OG0007638	HEL_007231-RA	DPOGS215387-PA
OG0007639	HEL_005462-RA	DPOGS213842-PA
OG0007640	HEL_003907-RA	DPOGS212850-PA
OG0007641	HEL_013376-RA	DPOGS206935-PA
OG0007642	HEL_010975-RA	DPOGS215559-PA
OG0007643	HEL_007038-RA	DPOGS203940-PA
OG0007644	HEL_001293-RA	DPOGS204283-PA
OG0007645	HEL_012002-RA	DPOGS200995-PA
OG0007646	HEL_001009-RA	DPOGS204835-PA
OG0007647	HEL_005916-RA	DPOGS205542-PA
OG0007648	HEL_007039-RA	DPOGS203951-PA
OG0007649	HEL_001013-RA	DPOGS204858-PA
OG0007650	HEL_007228-RA	DPOGS215407-PA
OG0007651	HEL_007222-RA	DPOGS205360-PA
OG0007652	HEL_012005-RA	DPOGS201010-PA
OG0007653	HEL_006807-RA	DPOGS201483-PA
OG0007654	HEL_003913-RA	DPOGS212826-PA
OG0007655	HEL_005915-RA	DPOGS205541-PA
OG0007656	HEL_010647-RA	DPOGS208924-PA
OG0007657	HEL_003135-RA	DPOGS214118-PA
OG0007658	HEL_010648-RA	DPOGS208940-PA
OG0007659	HEL_008604-RA	DPOGS205749-PA
OG0007660	HEL_005914-RA	DPOGS205497-PA
OG0007661	HEL_003139-RA	DPOGS214116-PA
OG0007662	HEL_003918-RA	DPOGS212842-PA
OG0007663	HEL_005911-RA	DPOGS205539-PA
OG0007664	HEL_003140-RA	DPOGS214269-PA
OG0007665	HEL_005460-RA	DPOGS202079-PA
OG0007666	HEL_003141-RA	DPOGS214115-PA
OG0007667	HEL_007041-RA	DPOGS203949-PA
OG0007668	HEL_006817-RA	DPOGS201479-PA
OG0007669	HEL_001014-RA	DPOGS204857-PA
OG0007670	HEL_005909-RA	DPOGS205538-PA
OG0007671	HEL_001015-RA	DPOGS204839-PA
OG0007672	HEL_005908-RA	DPOGS205500-PA
OG0007673	HEL_003920-RA	DPOGS212839-PA
OG0007674	HEL_003142-RA	DPOGS214114-PA
OG0007675	HEL_007042-RA	DPOGS203948-PA
OG0007676	HEL_007043-RA	DPOGS203942-PA
OG0007677	HEL_001016-RA	DPOGS204856-PA
OG0007678	HEL_003921-RA	DPOGS212831-PA
OG0007679	HEL_002941-RA	DPOGS201934-PA
OG0007680	HEL_005906-RA	DPOGS205536-PA
OG0007681	HEL_003143-RA	DPOGS214113-PA
OG0007682	HEL_000951-RA	DPOGS211639-PA
OG0007683	HEL_000950-RA	DPOGS211640-PA
OG0007684	HEL_012370-RA	DPOGS210707-PA
OG0007685	HEL_000068-RA	DPOGS211402-PA
OG0007686	HEL_007044-RA	DPOGS203943-PA
OG0007687	HEL_000069-RA	DPOGS211401-PA
OG0007688	HEL_012369-RA	DPOGS210744-PA
OG0007689	HEL_012367-RA	DPOGS210743-PA
OG0007692	HEL_007210-RA	DPOGS215380-PA
OG0007693	HEL_008128-RA	DPOGS209911-PA
OG0007694	HEL_000937-RA	DPOGS213508-PA
OG0007696	HEL_012363-RA	DPOGS210741-PA
OG0007698	HEL_009781-RA	DPOGS212386-PA
OG0007700	HEL_009778-RA	DPOGS212328-PA
OG0007702	HEL_014257-RA	DPOGS210739-PA
OG0007704	HEL_003922-RA	DPOGS212835-PA
OG0007705	HEL_005878-RA	DPOGS205520-PA
OG0007706	HEL_012965-RA	DPOGS209302-PA
OG0007707	HEL_009774-RA, HEL_009775-RA	DPOGS212390-PA
OG0007710	HEL_003789-RA	DPOGS202689-PA
OG0007711	HEL_007046-RA	DPOGS212581-PA
OG0007712	HEL_000009-RA, HEL_012021-RA	DPOGS201004-PA
OG0007713	HEL_006255-RA	DPOGS207650-PA
OG0007714	HEL_003793-RA	DPOGS202702-PA
OG0007715	HEL_013359-RA	DPOGS207006-PA
OG0007716	HEL_005899-RA	DPOGS205532-PA
OG0007717	HEL_014261-RA	DPOGS210738-PA
OG0007719	HEL_013356-RA	DPOGS206929-PA
OG0007720	HEL_013357-RA	DPOGS207007-PA
OG0007721	HEL_005896-RA	DPOGS205530-PA
OG0007722	HEL_005897-RA	DPOGS205507-PA
OG0007723	HEL_001278-RA	DPOGS204273-PA
OG0007724	HEL_001277-RA	DPOGS204276-PA
OG0007725	HEL_014262-RA	DPOGS210716-PA
OG0007726	HEL_009618-RA	DPOGS207662-PA
OG0007727	HEL_014263-RA	DPOGS210736-PA
OG0007728	HEL_007209-RA	DPOGS215412-PA
OG0007729	HEL_009619-RA	DPOGS202797-PA
OG0007730	HEL_007208-RA	DPOGS215413-PA
OG0007731	HEL_005895-RA	DPOGS205508-PA
OG0007732	HEL_003156-RA	DPOGS214281-PA
OG0007733	HEL_009620-RA	DPOGS202798-PA
OG0007734	HEL_014175-RA	DPOGS207012-PA
OG0007735	HEL_002939-RA	DPOGS201933-PA
OG0007736	HEL_012616-RA	DPOGS207699-PA
OG0007737	HEL_012960-RA	DPOGS206421-PA
OG0007738	HEL_003161-RA	DPOGS214285-PA
OG0007739	HEL_014270-RA	DPOGS210718-PA
OG0007740	HEL_007205-RA	DPOGS215378-PA
OG0007741	HEL_000082-RA	DPOGS211398-PA
OG0007742	HEL_009623-RA	DPOGS202824-PA
OG0007743	HEL_000083-RA	DPOGS211420-PA
OG0007744	HEL_007049-RA	DPOGS212559-PA
OG0007745	HEL_000084-RA	DPOGS211397-PA
OG0007746	HEL_007202-RA	DPOGS215376-PA
OG0007748	HEL_014120-RA	DPOGS202823-PA
OG0007749	HEL_007200-RA	DPOGS215417-PA
OG0007750	HEL_010671-RA	DPOGS200052-PA
OG0007751	HEL_012959-RA	DPOGS206420-PA
OG0007752	HEL_012957-RA	DPOGS202378-PA
OG0007753	HEL_014124-RA	DPOGS202822-PA
OG0007754	HEL_014125-RA	DPOGS202800-PA
OG0007755	HEL_007199-RA	DPOGS215375-PA
OG0007756	HEL_012954-RA	DPOGS202377-PA
OG0007757	HEL_014285-RA	DPOGS210720-PA
OG0007758	HEL_002938-RA	DPOGS201932-PA
OG0007760	HEL_013424-RA	DPOGS200324-PA
OG0007761	HEL_011594-RA	DPOGS202098-PA
OG0007762	HEL_010672-RA	DPOGS200055-PA
OG0007763	HEL_007195-RA	DPOGS215419-PA
OG0007764	HEL_001270-RA	DPOGS213960-PA
OG0007765	HEL_000089-RA	DPOGS211396-PA
OG0007766	HEL_014130-RA	DPOGS202802-PA
OG0007767	HEL_001269-RA	DPOGS213934-PA
OG0007768	HEL_008665-RA	DPOGS203501-PA
OG0007769	HEL_008664-RA	DPOGS203567-PA
OG0007770	HEL_002936-RA	DPOGS201923-PA
OG0007771	HEL_008662-RA	DPOGS203499-PA
OG0007772	HEL_010674-RA	DPOGS200057-PA
OG0007773	HEL_000103-RA	DPOGS205832-PA
OG0007774	HEL_013422-RA	DPOGS200325-PA
OG0007775	HEL_012865-RA, HEL_012864-RA	DPOGS210724-PA
OG0007776	HEL_012947-RA	DPOGS202375-PA
OG0007777	HEL_011526-RA	DPOGS200332-PA
OG0007778	HEL_012945-RA	DPOGS202374-PA
OG0007779	HEL_012054-RA	DPOGS215257-PA
OG0007780	HEL_012867-RA	DPOGS200202-PA
OG0007782	HEL_014183-RA	DPOGS204185-PA
OG0007783	HEL_000104-RA	DPOGS205847-PA
OG0007784	HEL_000981-RA	DPOGS202878-PA
OG0007785	HEL_014185-RA	DPOGS206922-PA
OG0007786	HEL_008131-RA	DPOGS202879-PA
OG0007787	HEL_003188-RA	DPOGS214086-PA
OG0007788	HEL_014188-RA	DPOGS207016-PA
OG0007789	HEL_008134-RA	DPOGS202920-PA
OG0007791	HEL_010681-RA	DPOGS200061-PA
OG0007792	HEL_012629-RA	DPOGS200819-PA
OG0007794	HEL_014191-RA	DPOGS206920-PA
OG0007795	HEL_005880-RA	DPOGS205519-PA
OG0007796	HEL_014192-RA	DPOGS207019-PA
OG0007797	HEL_008140-RA	DPOGS202883-PA
OG0007798	HEL_012934-RA	DPOGS210307-PA
OG0007799	HEL_007059-RA	DPOGS212562-PA
OG0007800	HEL_008146-RA	DPOGS202913-PA
OG0007801	HEL_001258-RA	DPOGS213953-PA
OG0007803	HEL_001257-RA	DPOGS213952-PA
OG0007804	HEL_005877-RA	DPOGS207915-PA
OG0007805	HEL_005875-RA	DPOGS207922-PA
OG0007806	HEL_011913-RA	DPOGS200821-PA
OG0007807	HEL_008655-RA	DPOGS203576-PA
OG0007808	HEL_011522-RA	DPOGS200304-PA
OG0007809	HEL_001256-RA	DPOGS213951-PA
OG0007810	HEL_014141-RA	DPOGS202815-PA
OG0007811	HEL_012870-RA	DPOGS200205-PA
OG0007812	HEL_011607-RA	DPOGS200186-PA
OG0007813	HEL_011917-RA	DPOGS200823-PA
OG0007814	HEL_001254-RA	DPOGS213950-PA
OG0007815	HEL_008250-RA	DPOGS206917-PA
OG0007816	HEL_001253-RA	DPOGS213948-PA
OG0007817	HEL_011609-RA	DPOGS200131-PA
OG0007818	HEL_011511-RA	DPOGS200333-PA
OG0007819	HEL_005873-RA	DPOGS207920-PA
OG0007820	HEL_011506-RA	DPOGS200334-PA
OG0007821	HEL_010689-RA	DPOGS206490-PA
OG0007822	HEL_008643-RA	DPOGS203486-PA
OG0007823	HEL_005872-RA	DPOGS207918-PA
OG0007824	HEL_003172-RA	DPOGS214094-PA
OG0007825	HEL_011613-RA	DPOGS200132-PA
OG0007826	HEL_010690-RA	DPOGS206487-PA
OG0007827	HEL_007075-RA	DPOGS203315-PA
OG0007828	HEL_008252-RA	DPOGS206966-PA
OG0007829	HEL_011505-RA	DPOGS200335-PA
OG0007830	HEL_006615-RA	DPOGS210608-PA
OG0007831	HEL_004428-RA	DPOGS200741-PA
OG0007832	HEL_011616-RA	DPOGS200179-PA
OG0007833	HEL_011619-RA	DPOGS200133-PA
OG0007834	HEL_006614-RA	DPOGS210602-PA
OG0007835	HEL_005433-RA	DPOGS200597-PA
OG0007836	HEL_006613-RA	DPOGS210607-PA
OG0007837	HEL_007072-RA	DPOGS203316-PA
OG0007838	HEL_006617-RA	DPOGS210609-PA
OG0007839	HEL_011617-RA	DPOGS200134-PA
OG0007840	HEL_011495-RA	DPOGS200296-PA
OG0007841	HEL_001246-RA	DPOGS208723-PA
OG0007842	HEL_003175-RA	DPOGS214092-PA
OG0007843	HEL_001245-RA	DPOGS208724-PA
OG0007844	HEL_011920-RA	DPOGS200870-PA
OG0007845	HEL_003177-RA	DPOGS214091-PA
OG0007846	HEL_003179-RA	DPOGS214090-PA
OG0007847	HEL_012049-RA	DPOGS215269-PA
OG0007848	HEL_001243-RA	DPOGS208715-PA
OG0007849	HEL_010297-RA	DPOGS206493-PA
OG0007850	HEL_008637-RA	DPOGS203478-PA
OG0007851	HEL_006201-RA	DPOGS207659-PA
OG0007852	HEL_011922-RA	DPOGS200869-PA
OG0007853	HEL_011924-RA	DPOGS200830-PA
OG0007854	HEL_001241-RA	DPOGS208713-PA
OG0007855	HEL_007080-RA	DPOGS203400-PA
OG0007856	HEL_006205-RA, HEL_006203-RA	DPOGS202836-PA
OG0007857	HEL_001235-RA	DPOGS208728-PA
OG0007858	HEL_012929-RA	DPOGS214916-PA
OG0007859	HEL_001233-RA	DPOGS208710-PA
OG0007860	HEL_012038-RA	DPOGS215244-PA
OG0007861	HEL_006211-RA	DPOGS202786-PA
OG0007862	HEL_006212-RA	DPOGS202787-PA
OG0007863	HEL_012037-RA	DPOGS215271-PA
OG0007864	HEL_008636-RA	DPOGS211611-PA
OG0007866	HEL_012034-RA	DPOGS215272-PA
OG0007867	HEL_000124-RA	DPOGS215823-PA
OG0007868	HEL_011927-RA	DPOGS200867-PA
OG0007869	HEL_011494-RA	DPOGS200295-PA
OG0007870	HEL_008285-RA	DPOGS206869-PA
OG0007871	HEL_012031-RA	DPOGS215275-PA
OG0007872	HEL_003182-RA	DPOGS214293-PA
OG0007873	HEL_005436-RA	DPOGS200598-PA
OG0007874	HEL_011929-RA	DPOGS200866-PA
OG0007876	HEL_003184-RA	DPOGS214087-PA
OG0007877	HEL_008573-RA	DPOGS214918-PA
OG0007878	HEL_007086-RA	DPOGS203308-PA
OG0007879	HEL_008572-RA	DPOGS214909-PA
OG0007880	HEL_005437-RA	DPOGS200640-PA
OG0007881	HEL_011489-RA	DPOGS200293-PA
OG0007882	HEL_011488-RA	DPOGS200342-PA
OG0007883	HEL_007088-RA	DPOGS203307-PA
OG0007884	HEL_011486-RA	DPOGS200292-PA
OG0007885	HEL_011485-RA	DPOGS200291-PA
OG0007886	HEL_008570-RA	DPOGS214908-PA
OG0007887	HEL_000114-RA	DPOGS209928-PA
OG0007888	HEL_011484-RA	DPOGS200344-PA
OG0007889	HEL_011483-RA	DPOGS200345-PA
OG0007890	HEL_011482-RA	DPOGS200290-PA
OG0007891	HEL_005440-RA	DPOGS200601-PA
OG0007892	HEL_011481-RA	DPOGS200346-PA
OG0007893	HEL_005442-RA	DPOGS200637-PA
OG0007894	HEL_011480-RA	DPOGS200347-PA
OG0007895	HEL_011934-RA	DPOGS200864-PA
OG0007896	HEL_011935-RA	DPOGS200863-PA
OG0007897	HEL_008286-RA	DPOGS206867-PA
OG0007898	HEL_000132-RA	DPOGS209930-PA
OG0007899	HEL_011475-RA	DPOGS200350-PA
OG0007900	HEL_011936-RA	DPOGS200834-PA
OG0007901	HEL_011937-RA	DPOGS200862-PA
OG0007902	HEL_006622-RA	DPOGS210596-PA
OG0007903	HEL_012878-RA	DPOGS200210-PA
