Orthogroup	Heliconius_erato_lativitta	Heliconius_melpomene_melpomene
OG0008991	HEL_002470-RA	HMEL012475g1.t1
OG0008992	HEL_007891-RA	HMEL016102g1.t1
OG0008993	HEL_005208-RA	HMEL017967g1.t1
OG0008994	HEL_002477-RA	HMEL012482g1.t1
OG0008997	HEL_008987-RA	HMEL033650g1.t1
OG0008998	HEL_004175-RA	HMEL004439g1.t1
OG0008999	HEL_011866-RA	HMEL002091g1.t1
OG0009001	HEL_008989-RA	HMEL010182g1.t1
OG0009003	HEL_008990-RA	HMEL021887g1.t1
OG0009004	HEL_000630-RA, HEL_000629-RA, HEL_000628-RA	HMEL008439-RA
OG0009012	HEL_011558-RA	HMEL022315g1.t1
OG0009017	HEL_010799-RA	HMEL012946g1.t1
OG0009018	HEL_011872-RA	HMEL013182g1.t1
OG0009022	HEL_010882-RA	HMEL014325g1.t1
OG0009027	HEL_004192-RA	HMEL007793-RA
OG0009029	HEL_012708-RA	HMEL002498g1.t1
OG0009031	HEL_007189-RA	HMEL014704g1.t1
OG0009032	HEL_001850-RA	HMEL004411g1.t1
OG0009034	HEL_000641-RA	HMEL008445g1.t1
OG0009038	HEL_008726-RA	HMEL008679g1.t1
OG0009041	HEL_001846-RA	HMEL013595g1.t1
OG0009043	HEL_007544-RA	HMEL008265g1.t1
OG0009046	HEL_002509-RA	HMEL009381g1.t1
OG0009056	HEL_004257-RA	HMEL012259-RA
OG0009057	HEL_012471-RA	HMEL004778g1.t1
OG0009064	HEL_009858-RA	HMEL015543g1.t1
OG0009065	HEL_009585-RA	HMEL034680g1.t1
OG0009067	HEL_001520-RA	HMEL015683g1.t1
OG0009068	HEL_010902-RA	HMEL005189g1.t1
OG0009072	HEL_002873-RA	HMEL006939g1.t1
OG0009073	HEL_008714-RA	HMEL004676g1.t1
OG0009077	HEL_000659-RA	HMEL015872g1.t1
OG0009078	HEL_004089-RA	HMEL008109g1.t1
OG0009080	HEL_004775-RA	HMEL017972g1.t1
OG0009081	HEL_002867-RA	HMEL006942g1.t1
OG0009082	HEL_001512-RA	HMEL002149g1.t1
OG0009083	HEL_007840-RA	HMEL011574g1.t1
OG0009086	HEL_010907-RA	HMEL007073g1.t1
OG0009087	HEL_002957-RA	HMEL030262g1.t1
OG0009091	HEL_004248-RA	HMEL007865g1.t1
OG0009096	HEL_005589-RA	HMEL002559g1.t1
OG0009098	HEL_014092-RA	HMEL016344g1.t1
OG0009099	HEL_007167-RA	HMEL013873g1.t1
OG0009100	HEL_011577-RA	HMEL036512g1.t1
OG0009101	HEL_005587-RA	HMEL002557g1.t1
OG0009103	HEL_007165-RA	HMEL007228g1.t1
OG0009105	HEL_000671-RA	HMEL015883g1.t1
OG0009106	HEL_007519-RA	HMEL007011g1.t1
OG0009116	HEL_006122-RA	HMEL016767g1.t1
OG0009117	HEL_006120-RA	HMEL037028g1.t1
OG0009118	HEL_006117-RA	HMEL037026g1.t1
OG0009119	HEL_009568-RA, HEL_009569-RA	HMEL016871g1.t1
OG0009121	HEL_002168-RA	HMEL014548g1.t1
OG0009124	HEL_001825-RA	HMEL012970g1.t1
OG0009125	HEL_014102-RA	HMEL022134g1.t1, HMEL016112g1.t1, HMEL032638g1.t1, HMEL032629g1.t1
OG0009126	HEL_010928-RA	HMEL005420g1.t1
OG0009127	HEL_010929-RA	HMEL031926g1.t1
OG0009138	HEL_002970-RA	HMEL011651g1.t1
OG0009139	HEL_009890-RA	HMEL008322-RA
OG0009141	HEL_010425-RA	HMEL013528g1.t1
OG0009142	HEL_009929-RA	HMEL010199g1.t1
OG0009143	HEL_010937-RA	HMEL006016g1.t1
OG0009146	HEL_008673-RA	HMEL014860g1.t1
OG0009147	HEL_009934-RA	HMEL010197g1.t1
OG0009148	HEL_009557-RA	HMEL034667g1.t1
OG0009151	HEL_005572-RA	HMEL006501g1.t1
OG0009152	HEL_005571-RA	HMEL006500g1.t1
OG0009156	HEL_002178-RA	HMEL014543g1.t1
OG0009157	HEL_014117-RA	HMEL009244g1.t1
OG0009158	HEL_004237-RA	HMEL017916g1.t1
OG0009159	HEL_006967-RA	HMEL005881g1.t1
OG0009163	HEL_001486-RA	HMEL031121g1.t1
OG0009164	HEL_009950-RA	HMEL010189g1.t1
OG0009171	HEL_013970-RA	HMEL010732g1.t1
OG0009172	HEL_010960-RA	HMEL016922g1.t1
OG0009175	HEL_005561-RA	HMEL006488g1.t1
OG0009176	HEL_006959-RA	HMEL030681g1.t1
OG0009179	HEL_002830-RA	HMEL013343g1.t1
OG0009180	HEL_010963-RA	HMEL031943g1.t1
OG0009181	HEL_002829-RA	HMEL013341g1.t1
OG0009182	HEL_010439-RA	HMEL013512g1.t1
OG0009183	HEL_012772-RA	HMEL014606g1.t1
OG0009185	HEL_006956-RA	HMEL005869g1.t1
OG0009186	HEL_002981-RA	HMEL011640g1.t1
OG0009188	HEL_010966-RA	HMEL031945g1.t1
OG0009195	HEL_002809-RA	HMEL013331g1.t1
OG0009196	HEL_014007-RA	HMEL010537g1.t1
OG0009197	HEL_004232-RA	HMEL002459g1.t1
OG0009198	HEL_005551-RA	HMEL010974g1.t1
OG0009200	HEL_000064-RA	HMEL009855g1.t1
OG0009201	HEL_014014-RA	HMEL010545g1.t1
OG0009202	HEL_002984-RA	HMEL030281g1.t1
OG0009205	HEL_012740-RA	HMEL036746g1.t1
OG0009209	HEL_004716-RA	HMEL004217g1.t1
OG0009211	HEL_009968-RA	HMEL006873g1.t1
OG0009212	HEL_009969-RA	HMEL006872g1.t1
OG0009219	HEL_005979-RA	HMEL030074g1.t1
OG0009220	HEL_012895-RA	HMEL005837g1.t1
OG0009221	HEL_013728-RA	HMEL008836g1.t1
OG0009223	HEL_006092-RA	HMEL002926g1.t1
OG0009224	HEL_010755-RA	HMEL012710g1.t1
OG0009226	HEL_001447-RA	HMEL031111g1.t1
OG0009229	HEL_000056-RA	HMEL031996g1.t1
OG0009231	HEL_010752-RA	HMEL012713g1.t1
OG0009233	HEL_003708-RA	HMEL038052g1.t1
OG0009234	HEL_012901-RA	HMEL004655g1.t1
OG0009236	HEL_012902-RA	HMEL004654g1.t1
OG0009238	HEL_013745-RA	HMEL006576g1.t1
OG0009239	HEL_001334-RA	HMEL015172g1.t1
OG0009241	HEL_002995-RA	HMEL030288g1.t1
OG0009246	HEL_006089-RA	HMEL002930g1.t1
OG0009247	HEL_009976-RA	HMEL006864g1.t1
OG0009248	HEL_000050-RA	HMEL018032g1.t1
OG0009251	HEL_009982-RA	HMEL006861g1.t1
OG0009252	HEL_006085-RA	HMEL002934g1.t1
OG0009253	HEL_007454-RA	HMEL006153g1.t1
OG0009256	HEL_013750-RA	HMEL033527g1.t1
OG0009257	HEL_009985-RA	HMEL006857g1.t1
OG0009260	HEL_004709-RA	HMEL003749g1.t1
OG0009262	HEL_003693-RA	HMEL005602g1.t1
OG0009271	HEL_013613-RA	HMEL013921g1.t1
OG0009273	HEL_001081-RA	HMEL037657g1.t1
OG0009275	HEL_003788-RA	HMEL015598g1.t1
OG0009276	HEL_003013-RA	HMEL002306g1.t1
OG0009277	HEL_014079-RA	HMEL003074g1.t1
OG0009280	HEL_012923-RA	HMEL013922g1.t1
OG0009281	HEL_014473-RA	HMEL008813g1.t1
OG0009283	HEL_012924-RA	HMEL017460g1.t1
OG0009284	HEL_000274-RA	HMEL008480g1.t1
OG0009285	HEL_003022-RA	HMEL007324g1.t1
OG0009287	HEL_012359-RA	HMEL004103g1.t1
OG0009289	HEL_014080-RA	HMEL011008g1.t1
OG0009291	HEL_003026-RA	HMEL006824g1.t1
OG0009294	HEL_004559-RA	HMEL016691g1.t1
OG0009298	HEL_013618-RA	HMEL017871g1.t1
OG0009299	HEL_006303-RA	HMEL034771g1.t1
OG0009301	HEL_003038-RA	HMEL033005g1.t1
OG0009304	HEL_010016-RA	HMEL016092g1.t1
OG0009305	HEL_002755-RA	HMEL012505g1.t1
OG0009307	HEL_001106-RA	HMEL037673g1.t1
OG0009311	HEL_012352-RA	HMEL007614g1.t1
OG0009317	HEL_006077-RA	HMEL003902g1.t1
OG0009318	HEL_013631-RA	HMEL011344g1.t1
OG0009322	HEL_013634-RA	HMEL011347g1.t1
OG0009325	HEL_003053-RA	HMEL006793g1.t1
OG0009326	HEL_013555-RA	HMEL007054g1.t1
OG0009330	HEL_013641-RA	HMEL011354g1.t1
OG0009331	HEL_012343-RA	HMEL007023g1.t1
OG0009332	HEL_012342-RA	HMEL007022g1.t1
OG0009333	HEL_012928-RA	HMEL036569g1.t1
OG0009337	HEL_004206-RA	HMEL036049g1.t1
OG0009338	HEL_013649-RA	HMEL011359g1.t1
OG0009346	HEL_000264-RA	HMEL005444g1.t1
OG0009349	HEL_000261-RA	HMEL005446g1.t1
OG0009350	HEL_012337-RA	HMEL015022g1.t1
OG0009351	HEL_008184-RA	HMEL032352g1.t1
OG0009352	HEL_012336-RA	HMEL015021g1.t1
OG0009354	HEL_007319-RA	HMEL014558g1.t1
OG0009356	HEL_003102-RA	HMEL033040g1.t1
OG0009358	HEL_008183-RA	HMEL006482g1.t1
OG0009359	HEL_003834-RA	HMEL038138g1.t1
OG0009360	HEL_012464-RA	HMEL010220g1.t1
OG0009363	HEL_012463-RA	HMEL010219g1.t1
OG0009364	HEL_012461-RA	HMEL010217g1.t1
OG0009366	HEL_014151-RA	HMEL033684g1.t1
OG0009367	HEL_008152-RA	HMEL011779g1.t1
OG0009368	HEL_014156-RA	HMEL016447g1.t1
OG0009369	HEL_010578-RA	HMEL002641g1.t1
OG0009370	HEL_007292-RA	HMEL012130g1.t1
OG0009374	HEL_003092-RA	HMEL004441g1.t1
OG0009375	HEL_003839-RA	HMEL010643g1.t1
OG0009377	HEL_012310-RA	HMEL005267g1.t1
OG0009379	HEL_013156-RA	HMEL015454g1.t1
OG0009382	HEL_010586-RA	HMEL037062g1.t1
OG0009386	HEL_003844-RA	HMEL004958g1.t1
OG0009387	HEL_014475-RA	HMEL008809g1.t1
OG0009388	HEL_010587-RA	HMEL037063g1.t1
OG0009389	HEL_003845-RA	HMEL035768g1.t1, HMEL038146g1.t1
OG0009391	HEL_003846-RA	HMEL004957g1.t1
OG0009392	HEL_008165-RA, HEL_008166-RA	HMEL032338g1.t1
OG0009393	HEL_001409-RA	HMEL011745g1.t1
OG0009395	HEL_012212-RA	HMEL011981g1.t1
OG0009396	HEL_013487-RA	HMEL005269g1.t1
OG0009397	HEL_001120-RA	HMEL012319g1.t1
OG0009398	HEL_001045-RA, HEL_001046-RA	HMEL015763g1.t1
OG0009399	HEL_006863-RA	HMEL007598g1.t1
OG0009402	HEL_003864-RA	HMEL008166g1.t1
OG0009405	HEL_012386-RA	HMEL017475g1.t1
OG0009407	HEL_012384-RA	HMEL017473g1.t1
OG0009408	HEL_005958-RA, HEL_005959-RA	HMEL030060g1.t1
OG0009413	HEL_013601-RA	HMEL016722g1.t1
OG0009414	HEL_012221-RA	HMEL031659g1.t1
OG0009415	HEL_000227-RA	HMEL012520g1.t1
OG0009416	HEL_005482-RA	HMEL006658g1.t1
OG0009417	HEL_006853-RA	HMEL006075g1.t1
OG0009419	HEL_002698-RA	HMEL030799g1.t1
OG0009420	HEL_007017-RA	HMEL010374g1.t1
OG0009421	HEL_007003-RA	HMEL002822g1.t1
OG0009423	HEL_001431-RA	HMEL003337g1.t1
OG0009425	HEL_012226-RA	HMEL015296g1.t1
OG0009429	HEL_006784-RA	HMEL015965g1.t1
OG0009431	HEL_013597-RA	HMEL002376g1.t1
OG0009433	HEL_013596-RA	HMEL036815g1.t1
OG0009436	HEL_013593-RA	HMEL002380g1.t1
OG0009437	HEL_013592-RA	HMEL002381g1.t1
OG0009442	HEL_005950-RA	HMEL030055g1.t1
OG0009443	HEL_013453-RA	HMEL038212g1.t1
OG0009444	HEL_001320-RA	HMEL015183g1.t1
OG0009446	HEL_000958-RA	HMEL006635g1.t1
OG0009451	HEL_013588-RA	HMEL011826g1.t1
OG0009452	HEL_003077-RA	HMEL015633g1.t1
OG0009453	HEL_007256-RA	HMEL003687g1.t1
OG0009456	HEL_013450-RA	HMEL006084g1.t1
OG0009462	HEL_013130-RA	HMEL011075g1.t1
OG0009464	HEL_003883-RA, HEL_003884-RA	HMEL008186g1.t1
OG0009466	HEL_005941-RA	HMEL030050g1.t1
OG0009467	HEL_000296-RA, HEL_000297-RA	HMEL032119g1.t1
OG0009468	HEL_008102-RA	HMEL007981g1.t1
OG0009470	HEL_003105-RA	HMEL011368g1.t1
OG0009471	HEL_008107-RA	HMEL006751g1.t1
OG0009474	HEL_003113-RA	HMEL011371g1.t1
OG0009476	HEL_011997-RA	HMEL004650g1.t1, HMEL038216g1.t1
OG0009477	HEL_008115-RA	HMEL011848g1.t1
OG0009478	HEL_008116-RA	HMEL011847g1.t1
OG0009480	HEL_004388-RA	HMEL017719g1.t1
OG0009481	HEL_003118-RA, HEL_003117-RA, HEL_003120-RA	HMEL011375g1.t1
OG0009482	HEL_013562-RA	HMEL036825g1.t1
OG0009483	HEL_004395-RA	HMEL033720g1.t1
OG0009485	HEL_013558-RA	HMEL013056g1.t1
OG0009488	HEL_010643-RA	HMEL016069g1.t1
OG0009490	HEL_003897-RA	HMEL010114g1.t1
OG0009491	HEL_003900-RA	HMEL010116g1.t1
OG0009492	HEL_003902-RA	HMEL010117g1.t1
OG0009493	HEL_003903-RA	HMEL010118g1.t1
OG0009495	HEL_010646-RA	HMEL037084g1.t1
OG0009499	HEL_012374-RA	HMEL011764g1.t1
OG0009500	HEL_005464-RA	HMEL005058g1.t1
OG0009501	HEL_001297-RA	HMEL015202g1.t1
OG0009503	HEL_012371-RA	HMEL011768g1.t1
OG0009504	HEL_012001-RA	HMEL036829g1.t1
OG0009505	HEL_003909-RA	HMEL038176g1.t1
OG0009506	HEL_003911-RA	HMEL004476g1.t1
OG0009507	HEL_005917-RA	HMEL011273g1.t1
OG0009508	HEL_003133-RA	HMEL011388g1.t1
OG0009510	HEL_003137-RA	HMEL011394g1.t1
OG0009511	HEL_003138-RA	HMEL011393g1.t1
OG0009512	HEL_005912-RA	HMEL011277g1.t1
OG0009516	HEL_005907-RA	HMEL011282g1.t1
OG0009521	HEL_007213-RA	HMEL017427g1.t1
OG0009522	HEL_000066-RA	HMEL032005g1.t1
OG0009524	HEL_012365-RA	HMEL036015g1.t1
OG0009525	HEL_012364-RA	HMEL007543g1.t1
OG0009527	HEL_007045-RA	HMEL012079g1.t1
OG0009532	HEL_014256-RA	HMEL035955g1.t1
OG0009537	HEL_002940-RA	HMEL003713g1.t1
OG0009543	HEL_009615-RA	HMEL002674g1.t1
OG0009544	HEL_012613-RA	HMEL008421g1.t1
OG0009545	HEL_003149-RA	HMEL033056g1.t1
OG0009546	HEL_012619-RA	HMEL031681g1.t1
OG0009547	HEL_005898-RA	HMEL011292g1.t1
OG0009548	HEL_000078-RA	HMEL032014g1.t1
OG0009550	HEL_003157-RA	HMEL033058g1.t1
OG0009552	HEL_000080-RA	HMEL008084g1.t1
OG0009553	HEL_000081-RA	HMEL008085g1.t1
OG0009558	HEL_013427-RA	HMEL032702g1.t1
OG0009559	HEL_000087-RA	HMEL005676g1.t1
OG0009563	HEL_007050-RA	HMEL007775g1.t1
OG0009565	HEL_003162-RA	HMEL011417g1.t1
OG0009568	HEL_011592-RA	HMEL035226g1.t1
OG0009570	HEL_005890-RA	HMEL011298g1.t1
OG0009574	HEL_007194-RA	HMEL017446g1.t1
OG0009575	HEL_000099-RA	HMEL007569g1.t1
OG0009577	HEL_014134-RA	HMEL005995g1.t1
OG0009578	HEL_013421-RA	HMEL015101g1.t1
OG0009583	HEL_009770-RA	HMEL009406g1.t1
OG0009584	HEL_000107-RA	HMEL017387g1.t1
OG0009585	HEL_011599-RA	HMEL021150g1.t1
OG0009587	HEL_008137-RA	HMEL014585g1.t1
OG0009591	HEL_011912-RA	HMEL011478g1.t1
OG0009600	HEL_011918-RA	HMEL011473g1.t1
OG0009602	HEL_006616-RA	HMEL005899g1.t1
OG0009604	HEL_003176-RA	HMEL033070g1.t1
OG0009605	HEL_003178-RA	HMEL011432g1.t1
OG0009606	HEL_008280-RA	HMEL009235-RA
OG0009610	HEL_001234-RA	HMEL015259g1.t1
OG0009611	HEL_001231-RA	HMEL015254g1.t1
OG0009612	HEL_009825-RA	HMEL005630g1.t1
OG0009613	HEL_012032-RA	HMEL036862g1.t1
OG0009614	HEL_003183-RA	HMEL011439g1.t1
OG0009616	HEL_011487-RA	HMEL032684g1.t1
OG0009617	HEL_008625-RA	HMEL014314g1.t1
OG0009619	HEL_010419-RA	HMEL011015g1.t1
OG0009621	HEL_000135-RA	HMEL016749g1.t1
OG0009623	HEL_006629-RA	HMEL003085g1.t1
OG0009624	HEL_012880-RA	HMEL006000g1.t1
OG0009625	HEL_001225-RA	HMEL031020g1.t1
OG0009626	HEL_011467-RA	HMEL000030-RA
OG0009627	HEL_011466-RA	HMEL000029g1.t1
OG0009629	HEL_011941-RA	HMEL012644g1.t1
OG0009630	HEL_006236-RA	HMEL009289g1.t1
OG0009631	HEL_008619-RA	HMEL014012g1.t1
OG0009632	HEL_008618-RA	HMEL016245g1.t1
OG0009634	HEL_004419-RA	HMEL033751g1.t1
OG0009635	HEL_009826-RA	HMEL010451g1.t1
OG0009639	HEL_001208-RA	HMEL015231g1.t1
OG0009641	HEL_009834-RA, HEL_009835-RA	HMEL005665g1.t1
OG0009642	HEL_006642-RA	HMEL030951g1.t1
OG0009644	HEL_009841-RA	HMEL005661g1.t1
OG0009648	HEL_006248-RA	HMEL009301g1.t1
OG0009651	HEL_010037-RA	HMEL035298g1.t1
OG0009652	HEL_006649-RA	HMEL030950g1.t1
OG0009653	HEL_004437-RA	HMEL008957g1.t1
OG0009654	HEL_008546-RA	HMEL011081g1.t1
OG0009655	HEL_011451-RA	HMEL000019-RA
OG0009657	HEL_013078-RA	HMEL011674g1.t1
OG0009664	HEL_006653-RA	HMEL009183g1.t1
OG0009665	HEL_008544-RA	HMEL011079g1.t1
OG0009668	HEL_013090-RA	HMEL014007g1.t1
OG0009671	HEL_008328-RA	HMEL006144g1.t1
OG0009673	HEL_010314-RA, HEL_010322-RA	HMEL009154g1.t1
OG0009674	HEL_008331-RA	HMEL006141g1.t1
OG0009680	HEL_014606-RA	HMEL005300g1.t1
OG0009681	HEL_008337-RA	HMEL006135g1.t1
OG0009682	HEL_003226-RA	HMEL005192g1.t1
OG0009684	HEL_006665-RA	HMEL030941g1.t1
OG0009685	HEL_010340-RA	HMEL037146g1.t1
OG0009686	HEL_006672-RA	HMEL009202g1.t1
OG0009689	HEL_007137-RA	HMEL017937g1.t1
OG0009690	HEL_000170-RA	HMEL032051g1.t1
OG0009691	HEL_010349-RA	HMEL013775g1.t1
OG0009692	HEL_008344-RA	HMEL013289g1.t1
OG0009693	HEL_004459-RA	HMEL007340g1.t1
OG0009696	HEL_008347-RA	HMEL033386g1.t1
OG0009697	HEL_001171-RA	HMEL003029g1.t1
OG0009699	HEL_000188-RA	HMEL032060g1.t1, HMEL032061g1.t1
OG0009701	HEL_000189-RA	HMEL021424g1.t1
OG0009702	HEL_008503-RA	HMEL030605g1.t1
OG0009704	HEL_010388-RA	HMEL009536g1.t1
OG0009705	HEL_008367-RA	HMEL033394g1.t1
OG0009706	HEL_010387-RA	HMEL009537g1.t1
OG0009711	HEL_005050-RA, HEL_005051-RA	HMEL016541g1.t1
OG0009720	HEL_014573-RA	HMEL017607g1.t1
OG0009725	HEL_010402-RA	HMEL011032g1.t1
OG0009726	HEL_003312-RA	HMEL014743g1.t1
OG0009732	HEL_006712-RA	HMEL030924g1.t1
OG0009736	HEL_003309-RA	HMEL003935g1.t1
OG0009739	HEL_008494-RA	HMEL017347g1.t1
OG0009743	HEL_003302-RA	HMEL013098g1.t1
OG0009746	HEL_011654-RA	HMEL010955g1.t1
OG0009748	HEL_011653-RA	HMEL035263g1.t1
OG0009750	HEL_000212-RA	HMEL009928g1.t1
OG0009751	HEL_012810-RA	HMEL032641g1.t1
OG0009754	HEL_008397-RA	HMEL009600g1.t1
OG0009756	HEL_008482-RA	HMEL017370g1.t1
OG0009758	HEL_004488-RA	HMEL033787g1.t1
OG0009759	HEL_003275-RA	HMEL006986g1.t1
OG0009761	HEL_011646-RA	HMEL005833g1.t1
OG0009763	HEL_007150-RA	HMEL008791g1.t1
OG0009764	HEL_004507-RA	HMEL006590g1.t1
OG0009765	HEL_013097-RA	HMEL004522g1.t1
OG0009766	HEL_006742-RA	HMEL030910g1.t1
OG0009767	HEL_003257-RA	HMEL033116g1.t1
OG0009769	HEL_011640-RA	HMEL035253g1.t1
OG0009771	HEL_004509-RA	HMEL004170g1.t1
OG0009776	HEL_007160-RA	HMEL007232g1.t1
OG0009777	HEL_003233-RA	HMEL016494g1.t1
OG0009779	HEL_007112-RA	HMEL006388g1.t1
OG0009780	HEL_007116-RA	HMEL012064g1.t1
OG0009781	HEL_013407-RA	HMEL013823g1.t1
OG0009782	HEL_006763-RA	HMEL015989g1.t1
OG0009785	HEL_006768-RA	HMEL015980g1.t1
OG0009787	HEL_006770-RA	HMEL015978g1.t1
OG0009788	HEL_006774-RA	HMEL015975g1.t1
OG0009789	HEL_002928-RA	HMEL030863g1.t1
OG0009790	HEL_002933-RA	HMEL030867g1.t1
OG0009791	HEL_010382-RA	HMEL037182g1.t1
OG0009792	HEL_002697-RA	HMEL030798g1.t1
OG0009793	HEL_000679-RA	HMEL015890g1.t1
OG0009794	HEL_013792-RA	HMEL016504g1.t1
OG0009795	HEL_004844-RA	HMEL007962g1.t1
OG0009796	HEL_006969-RA	HMEL005883g1.t1
OG0009797	HEL_000578-RA	HMEL007136g1.t1
OG0009798	HEL_001430-RA	HMEL003336g1.t1
OG0009799	HEL_012055-RA	HMEL036896g1.t1
OG0009800	HEL_010714-RA	HMEL011921g1.t1
OG0009801	HEL_001872-RA	HMEL007473g1.t1
OG0009802	HEL_006406-RA	HMEL013814g1.t1
OG0009803	HEL_011177-RA	HMEL034170g1.t1, HMEL033582g1.t1
OG0009804	HEL_014255-RA	HMEL009360g1.t1
OG0009805	HEL_006854-RA	HMEL006077g1.t1
OG0009806	HEL_013455-RA	HMEL006089g1.t1
OG0009808	HEL_003409-RA, HEL_003412-RA	HMEL016395g1.t1
OG0009810	HEL_013118-RA	HMEL006281g1.t1
OG0009811	HEL_005122-RA	HMEL037849g1.t1
OG0009812	HEL_004098-RA	HMEL008117g1.t1
OG0009813	HEL_004517-RA	HMEL006850g1.t1
OG0009814	HEL_004114-RA	HMEL008131g1.t1
OG0009815	HEL_010040-RA	HMEL003492g1.t1
OG0009816	HEL_002193-RA	HMEL002605g1.t1
OG0009818	HEL_001597-RA	HMEL006554g1.t1
OG0009819	HEL_004893-RA	HMEL016821g1.t1
OG0009820	HEL_001387-RA	HMEL004307g1.t1
OG0009821	HEL_011079-RA	HMEL036237g1.t1
OG0009822	HEL_009851-RA	HMEL005311g1.t1
OG0009823	HEL_011904-RA	HMEL013154g1.t1
OG0009824	HEL_002907-RA	HMEL006705g1.t1
OG0009825	HEL_006394-RA	HMEL010987-RA
OG0009826	HEL_008171-RA	HMEL016294g1.t1
OG0009827	HEL_006542-RA	HMEL032529g1.t1
OG0009828	HEL_012882-RA	HMEL035978g1.t1
OG0009830	HEL_012115-RA	HMEL012938g1.t1
OG0009831	HEL_001124-RA	HMEL007926g1.t1
OG0009832	HEL_013408-RA	HMEL015345g1.t1
OG0009833	HEL_000855-RA	HMEL008558g1.t1
OG0009834	HEL_006391-RA	HMEL010992-RA
OG0009836	HEL_013205-RA	HMEL009545g1.t1
OG0009837	HEL_004391-RA	HMEL017716g1.t1
OG0009838	HEL_011989-RA	HMEL007294g1.t1
OG0009839	HEL_003018-RA	HMEL007328g1.t1
OG0009840	HEL_009703-RA	HMEL005892g1.t1
OG0009841	HEL_006153-RA	HMEL005360g1.t1
OG0009842	HEL_006535-RA	HMEL010713g1.t1
OG0009843	HEL_008054-RA	HMEL002477g1.t1
OG0009844	HEL_010227-RA	HMEL004503g1.t1
OG0009845	HEL_013273-RA	HMEL031847g1.t1
OG0009847	HEL_008904-RA	HMEL011704g1.t1
OG0009848	HEL_008855-RA	HMEL012798g1.t1
OG0009849	HEL_006266-RA	HMEL013416g1.t1
OG0009852	HEL_006679-RA	HMEL009210g1.t1
OG0009853	HEL_012755-RA	HMEL035970g1.t1
OG0009854	HEL_006300-RA	HMEL034761g1.t1
OG0009855	HEL_005183-RA	HMEL009962g1.t1
OG0009856	HEL_012153-RA	HMEL017565g1.t1
OG0009857	HEL_003294-RA	HMEL013090g1.t1
OG0009858	HEL_012756-RA	HMEL003142g1.t1
OG0009860	HEL_004163-RA	HMEL034093g1.t1
OG0009861	HEL_003037-RA	HMEL033004g1.t1
OG0009862	HEL_011299-RA	HMEL009527g1.t1
OG0009863	HEL_007727-RA	HMEL036914g1.t1
OG0009864	HEL_011300-RA	HMEL009529g1.t1
OG0009867	HEL_004355-RA	HMEL036156g1.t1
OG0009869	HEL_001158-RA	HMEL010887g1.t1
OG0009870	HEL_010371-RA	HMEL037170g1.t1
OG0009872	HEL_009333-RA	HMEL010652g1.t1
OG0009873	HEL_010236-RA	HMEL004490g1.t1
OG0009874	HEL_005632-RA	HMEL003070g1.t1
OG0009875	HEL_008700-RA	HMEL033824g1.t1
OG0009877	HEL_010235-RA	HMEL004491g1.t1
OG0009878	HEL_001938-RA	HMEL009464g1.t1
OG0009879	HEL_001403-RA	HMEL011739g1.t1
OG0009880	HEL_004958-RA	HMEL013207g1.t1
OG0009881	HEL_012809-RA	HMEL013108g1.t1
OG0009882	HEL_012808-RA	HMEL032640g1.t1
OG0009883	HEL_009583-RA	HMEL034678g1.t1
OG0009885	HEL_012435-RA	HMEL009650g1.t1
OG0009886	HEL_013761-RA	HMEL007443g1.t1
OG0009887	HEL_000246-RA	HMEL002073g1.t1
OG0009888	HEL_001221-RA	HMEL015242g1.t1
OG0009889	HEL_003045-RA	HMEL006803g1.t1
OG0009890	HEL_013638-RA	HMEL036799g1.t1
OG0009891	HEL_008691-RA	HMEL014848g1.t1
OG0009892	HEL_012533-RA, HEL_012532-RA	HMEL002990g1.t1
OG0009894	HEL_000356-RA	HMEL003056g1.t1
OG0009895	HEL_006451-RA	HMEL006002g1.t1
OG0009896	HEL_012368-RA	HMEL021775g1.t1
OG0009897	HEL_003667-RA	HMEL038022g1.t1
OG0009898	HEL_000698-RA	HMEL007260g1.t1
OG0009899	HEL_009798-RA	HMEL017289g1.t1
OG0009900	HEL_007294-RA	HMEL012133g1.t1
OG0009901	HEL_005265-RA	HMEL017836g1.t1
OG0009902	HEL_000201-RA	HMEL017301-RA
OG0009903	HEL_007975-RA	HMEL016424g1.t1
OG0009904	HEL_007230-RA	HMEL009719g1.t1
OG0009905	HEL_007229-RA	HMEL009720g1.t1
OG0009906	HEL_002973-RA	HMEL011648g1.t1
OG0009907	HEL_004899-RA	HMEL016827g1.t1
OG0009909	HEL_004288-RA	HMEL036094g1.t1
OG0009910	HEL_012801-RA	HMEL006371g1.t1
OG0009911	HEL_004944-RA	HMEL004108g1.t1
OG0009912	HEL_005842-RA	HMEL008939g1.t1
OG0009913	HEL_005910-RA	HMEL030035g1.t1
OG0009915	HEL_000794-RA	HMEL017798g1.t1
OG0009916	HEL_002951-RA, HEL_002949-RA	HMEL015928-RA
OG0009918	HEL_004470-RA	HMEL033780g1.t1
OG0009919	HEL_002968-RA	HMEL030277g1.t1
OG0009920	HEL_010718-RA	HMEL011925g1.t1
OG0009921	HEL_007364-RA	HMEL032727g1.t1
OG0009923	HEL_013070-RA	HMEL035983g1.t1
OG0009924	HEL_001343-RA	HMEL031068g1.t1
OG0009925	HEL_003625-RA	HMEL009904g1.t1
