Orthogroup	Heliconius_erato_lativitta	Junonia_coenia
OG0008251	HEL_013404-RA	JC_00002-RA
OG0008252	HEL_013405-RA	JC_00003-RA
OG0008253	HEL_013406-RA	JC_00004-RA
OG0008254	HEL_007117-RA	JC_01754-RA
OG0008255	HEL_006764-RA	JC_01021-RA
OG0008256	HEL_006765-RA	JC_01025-RA
OG0008257	HEL_006766-RA	JC_01026-RA
OG0008258	HEL_007104-RA	JC_01760-RA
OG0008259	HEL_006767-RA	JC_01027-RA
OG0008261	HEL_006771-RA	JC_01031-RA
OG0008262	HEL_007099-RA	JC_01768-RA
OG0008263	HEL_006775-RA	JC_01036-RA
OG0008264	HEL_006778-RA	JC_01042-RA
OG0008265	HEL_006779-RA	JC_01047-RA
OG0008266	HEL_002919-RA	JC_01120-RA
OG0008267	HEL_002929-RA	JC_01115-RA
OG0008269	HEL_002931-RA	JC_01112-RA
OG0008270	HEL_007095-RA	JC_01780-RA
OG0008271	HEL_002934-RA	JC_01106-RA
OG0008273	HEL_007227-RA	JC_05818-RA
OG0008274	HEL_006611-RA	JC_00839-RA
OG0008275	HEL_000953-RA, HEL_000954-RA	JC_06996-RA
OG0008277	HEL_013015-RA	JC_16430-RA
OG0008278	HEL_005066-RA	JC_14977-RA, JC_14464-RA
OG0008280	HEL_003806-RA, HEL_003807-RA	JC_12284-RA
OG0008281	HEL_011687-RA	JC_16770-RA
OG0008282	HEL_008892-RA	JC_11550-RA
OG0008283	HEL_006262-RA	JC_09317-RA
OG0008284	HEL_005943-RA	JC_15387-RA
OG0008285	HEL_011348-RA	JC_16066-RA
OG0008286	HEL_014502-RA	JC_12174-RA
OG0008288	HEL_001232-RA	JC_00202-RA
OG0008289	HEL_011581-RA	JC_05947-RA
OG0008291	HEL_014232-RA	JC_12455-RA
OG0008293	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA	JC_16203-RA
OG0008295	HEL_013856-RA	JC_12486-RA
OG0008296	HEL_006000-RA	JC_15306-RA
OG0008297	HEL_002280-RA	JC_07980-RA
OG0008298	HEL_010058-RA, HEL_010057-RA	JC_16376-RA
OG0008299	HEL_012750-RA	JC_10858-RA
OG0008300	HEL_002065-RA	JC_12988-RA
OG0008301	HEL_010957-RA	JC_04791-RA
OG0008302	HEL_009369-RA	JC_03413-RA
OG0008303	HEL_014010-RA	JC_05913-RA
OG0008304	HEL_004801-RA, HEL_004800-RA	JC_14219-RA
OG0008305	HEL_004350-RA	JC_06375-RA
OG0008306	HEL_003005-RA	JC_08312-RA
OG0008307	HEL_009635-RA	JC_02018-RA
OG0008308	HEL_008696-RA	JC_02657-RA
OG0008309	HEL_004915-RA	JC_14326-RA
OG0008310	HEL_005031-RA	JC_14508-RA
OG0008311	HEL_007311-RA	JC_05709-RA
OG0008312	HEL_010429-RA	JC_02086-RA
OG0008313	HEL_001400-RA, HEL_001399-RA	JC_00393-RA
OG0008314	HEL_011516-RA	JC_03140-RA, JC_03141-RA
OG0008315	HEL_010118-RA	JC_16404-RA
OG0008316	HEL_012296-RA, HEL_012295-RA, HEL_012292-RA	JC_11286-RA
OG0008317	HEL_012169-RA, HEL_012167-RA	JC_07680-RA
OG0008318	HEL_000146-RA	JC_04991-RA
OG0008320	HEL_012087-RA	JC_01947-RA
OG0008321	HEL_009801-RA, HEL_009804-RA	JC_07186-RA
OG0008322	HEL_008138-RA	JC_10423-RA
OG0008323	HEL_003677-RA	JC_12526-RA
OG0008324	HEL_000280-RA	JC_13816-RA
OG0008325	HEL_006782-RA	JC_01051-RA
OG0008326	HEL_013827-RA	JC_12358-RA
OG0008327	HEL_011442-RA	JC_03058-RA
OG0008328	HEL_008666-RA	JC_11053-RA
OG0008329	HEL_013323-RA	JC_04645-RA
OG0008330	HEL_008648-RA	JC_11069-RA, JC_11068-RA
OG0008331	HEL_006213-RA	JC_09247-RA
OG0008332	HEL_000045-RA	JC_04891-RA
OG0008333	HEL_008802-RA, HEL_008801-RA	JC_02538-RA
OG0008334	HEL_007467-RA	JC_03294-RA
OG0008335	HEL_008029-RA	JC_09614-RA
OG0008336	HEL_010849-RA	JC_05470-RA
OG0008337	HEL_007473-RA	JC_03303-RA
OG0008338	HEL_012385-RA	JC_06660-RA
OG0008339	HEL_008778-RA	JC_02563-RA
OG0008340	HEL_000949-RA	JC_06993-RA
OG0008341	HEL_009786-RA	JC_07198-RA
OG0008343	HEL_003147-RA	JC_08472-RA
OG0008344	HEL_006101-RA, HEL_006099-RA	JC_08829-RA
OG0008345	HEL_002635-RA, HEL_002636-RA	JC_01372-RA
OG0008346	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA	JC_01235-RA
OG0008347	HEL_002847-RA	JC_01190-RA, JC_01189-RA
OG0008348	HEL_012617-RA	JC_07786-RA, JC_07787-RA
OG0008349	HEL_012618-RA	JC_07789-RA
OG0008350	HEL_005477-RA	JC_05205-RA, JC_05206-RA, JC_05207-RA
OG0008351	HEL_009902-RA, HEL_009901-RA	JC_09281-RA, JC_07269-RA, JC_11123-RA
OG0008353	HEL_003745-RA, HEL_003746-RA, HEL_003747-RA	JC_12241-RA
OG0008370	HEL_002781-RA	JC_01247-RA
OG0008371	HEL_009414-RA	JC_03464-RA
OG0008373	HEL_002223-RA	JC_07906-RA
OG0008378	HEL_002225-RA	JC_07908-RA
OG0008382	HEL_001897-RA	JC_13128-RA
OG0008385	HEL_005352-RA	JC_05592-RA
OG0008386	HEL_003493-RA	JC_07354-RA
OG0008387	HEL_007643-RA	JC_04417-RA
OG0008390	HEL_002231-RA	JC_07918-RA
OG0008391	HEL_007639-RA	JC_04422-RA
OG0008392	HEL_002187-RA	JC_15223-RA
OG0008394	HEL_001879-RA	JC_13135-RA
OG0008395	HEL_001889-RA	JC_13133-RA
OG0008398	HEL_009689-RA	JC_02216-RA
OG0008399	HEL_009470-RA	JC_03524-RA
OG0008401	HEL_012510-RA	JC_10470-RA
OG0008402	HEL_009690-RA	JC_02214-RA
OG0008407	HEL_010486-RA	JC_03650-RA
OG0008415	HEL_005375-RA	JC_15574-RA
OG0008416	HEL_003462-RA	JC_07326-RA
OG0008418	HEL_001867-RA	JC_13159-RA
OG0008420	HEL_001865-RA	JC_13160-RA
OG0008421	HEL_007118-RA	JC_01755-RA, JC_01753-RA
OG0008422	HEL_012520-RA	JC_10479-RA
OG0008428	HEL_005317-RA	JC_05557-RA, JC_05560-RA
OG0008430	HEL_012526-RA	JC_10483-RA
OG0008434	HEL_003382-RA	JC_14597-RA
OG0008436	HEL_001712-RA	JC_00720-RA
OG0008441	HEL_004032-RA	JC_17163-RA
OG0008445	HEL_007613-RA	JC_04453-RA
OG0008446	HEL_002203-RA	JC_15205-RA
OG0008447	HEL_007733-RA	JC_08657-RA
OG0008448	HEL_000465-RA	JC_14075-RA
OG0008449	HEL_002247-RA	JC_07940-RA
OG0008451	HEL_012540-RA	JC_10493-RA
OG0008452	HEL_009655-RA	JC_02267-RA
OG0008453	HEL_007730-RA	JC_08653-RA
OG0008454	HEL_004059-RA	JC_17093-RA
OG0008455	HEL_011676-RA	JC_16715-RA, JC_16957-RA
OG0008456	HEL_003361-RA	JC_14574-RA
OG0008460	HEL_002212-RA	JC_15190-RA
OG0008462	HEL_012396-RA	JC_01593-RA
OG0008463	HEL_012642-RA	JC_16210-RA
OG0008471	HEL_005403-RA	JC_15525-RA
OG0008472	HEL_008917-RA	JC_11521-RA
OG0008473	HEL_007597-RA	JC_04465-RA
OG0008489	HEL_013214-RA	JC_06077-RA
OG0008490	HEL_008901-RA	JC_11541-RA
OG0008495	HEL_012410-RA	JC_01575-RA
OG0008498	HEL_014585-RA	JC_12432-RA
OG0008501	HEL_003970-RA	JC_02352-RA
OG0008504	HEL_013206-RA	JC_06085-RA
OG0008507	HEL_004078-RA	JC_17072-RA
OG0008508	HEL_013061-RA	JC_16746-RA
OG0008509	HEL_002068-RA	JC_12985-RA
OG0008514	HEL_013895-RA	JC_16241-RA
OG0008518	HEL_001753-RA	JC_00767-RA
OG0008520	HEL_002267-RA	JC_07969-RA
OG0008522	HEL_000774-RA	JC_06804-RA
OG0008525	HEL_008236-RA	JC_10310-RA
OG0008527	HEL_013189-RA	JC_06108-RA
OG0008528	HEL_013912-RA	JC_05066-RA
OG0008530	HEL_011761-RA, HEL_011760-RA	JC_16618-RA, JC_16619-RA
OG0008531	HEL_013186-RA	JC_06146-RA
OG0008536	HEL_005246-RA	JC_05510-RA
OG0008539	HEL_013185-RA	JC_06140-RA
OG0008541	HEL_009020-RA	JC_11419-RA
OG0008542	HEL_005673-RA	JC_10563-RA
OG0008543	HEL_013182-RA	JC_06137-RA
OG0008544	HEL_011244-RA	JC_15999-RA
OG0008545	HEL_011242-RA	JC_16003-RA
OG0008547	HEL_011240-RA	JC_16006-RA
OG0008548	HEL_004085-RA	JC_17116-RA
OG0008555	HEL_001775-RA	JC_00796-RA
OG0008557	HEL_005684-RA	JC_10575-RA
OG0008559	HEL_014304-RA	JC_10244-RA
OG0008560	HEL_012433-RA	JC_01541-RA
OG0008562	HEL_003318-RA	JC_14513-RA
OG0008564	HEL_007574-RA	JC_04509-RA
OG0008566	HEL_008875-RA	JC_11403-RA
OG0008567	HEL_013166-RA	JC_06112-RA
OG0008569	HEL_006411-RA	JC_10182-RA
OG0008570	HEL_004024-RA	JC_17152-RA
OG0008571	HEL_005233-RA	JC_05495-RA
OG0008572	HEL_013165-RA	JC_06113-RA
OG0008574	HEL_005430-RA	JC_15596-RA
OG0008577	HEL_010556-RA	JC_03715-RA
OG0008579	HEL_010560-RA	JC_03718-RA
OG0008580	HEL_010561-RA	JC_03719-RA
OG0008583	HEL_010268-RA	JC_03590-RA
OG0008584	HEL_004105-RA	JC_17024-RA
OG0008585	HEL_005046-RA	JC_14491-RA
OG0008586	HEL_005224-RA	JC_05485-RA
OG0008587	HEL_005047-RA	JC_14490-RA
OG0008590	HEL_006399-RA	JC_10199-RA
OG0008600	HEL_005059-RA	JC_14476-RA
OG0008603	HEL_009722-RA	JC_05620-RA
OG0008604	HEL_009366-RA	JC_14902-RA
OG0008607	HEL_003547-RA	JC_07424-RA
OG0008610	HEL_005711-RA	JC_10611-RA
OG0008619	HEL_004945-RA	JC_14426-RA
OG0008620	HEL_010232-RA	JC_09817-RA
OG0008622	HEL_011298-RA	JC_16129-RA
OG0008623	HEL_010234-RA	JC_09818-RA
OG0008627	HEL_010122-RA	JC_16408-RA
OG0008628	HEL_013608-RA	JC_03950-RA
OG0008629	HEL_003671-RA	JC_12519-RA
OG0008630	HEL_011108-RA	JC_06183-RA
OG0008632	HEL_003558-RA	JC_07432-RA
OG0008633	HEL_005725-RA	JC_10626-RA
OG0008634	HEL_011309-RA	JC_16135-RA
OG0008639	HEL_002135-RA	JC_12918-RA
OG0008640	HEL_011312-RA	JC_16139-RA
OG0008642	HEL_006021-RA	JC_08738-RA
OG0008650	HEL_011317-RA	JC_16146-RA
OG0008652	HEL_005957-RA	JC_12476-RA
OG0008658	HEL_002296-RA	JC_08009-RA
OG0008659	HEL_009046-RA	JC_03750-RA
OG0008661	HEL_000806-RA	JC_06837-RA
OG0008662	HEL_000808-RA	JC_06840-RA
OG0008665	HEL_011069-RA	JC_06216-RA
OG0008671	HEL_005824-RA	JC_10735-RA
OG0008675	HEL_011793-RA	JC_16670-RA
OG0008679	HEL_005817-RA	JC_10730-RA
OG0008683	HEL_009058-RA	JC_03763-RA
OG0008685	HEL_002156-RA	JC_12889-RA
OG0008686	HEL_014563-RA	JC_12474-RA
OG0008688	HEL_004655-RA	JC_15701-RA
OG0008689	HEL_012064-RA	JC_01917-RA
OG0008691	HEL_003564-RA	JC_07502-RA
OG0008694	HEL_000730-RA	JC_09464-RA
OG0008696	HEL_004986-RA	JC_14390-RA
OG0008704	HEL_011831-RA	JC_14858-RA
OG0008706	HEL_007831-RA	JC_08760-RA
OG0008707	HEL_004376-RA	JC_06348-RA
OG0008711	HEL_007695-RA	JC_04392-RA
OG0008713	HEL_009078-RA	JC_03781-RA
OG0008715	HEL_009083-RA	JC_03785-RA
OG0008720	HEL_002329-RA	JC_08049-RA
OG0008723	HEL_002244-RA	JC_07933-RA
OG0008724	HEL_004366-RA	JC_06354-RA
OG0008726	HEL_014229-RA	JC_12452-RA
OG0008727	HEL_009283-RA	JC_14993-RA
OG0008728	HEL_008084-RA	JC_09640-RA
OG0008733	HEL_006440-RA	JC_10150-RA
OG0008735	HEL_004644-RA	JC_15689-RA
OG0008738	HEL_010083-RA	JC_16329-RA
OG0008739	HEL_010828-RA	JC_05445-RA
OG0008740	HEL_012060-RA	JC_01910-RA
OG0008742	HEL_014228-RA	JC_12448-RA
OG0008744	HEL_014387-RA	JC_12834-RA
OG0008747	HEL_012058-RA	JC_01907-RA
OG0008748	HEL_014503-RA	JC_12176-RA
OG0008750	HEL_014501-RA	JC_12173-RA
OG0008754	HEL_009699-RA	JC_01904-RA
OG0008756	HEL_007710-RA	JC_04551-RA
OG0008765	HEL_007977-RA	JC_09606-RA
OG0008766	HEL_004342-RA	JC_06383-RA
OG0008768	HEL_004336-RA	JC_06385-RA
OG0008770	HEL_014393-RA	JC_12144-RA
OG0008778	HEL_007985-RA, HEL_007986-RA	JC_09598-RA
OG0008780	HEL_001948-RA	JC_13099-RA
OG0008782	HEL_009108-RA	JC_03809-RA
OG0008783	HEL_001653-RA	JC_00652-RA
OG0008784	HEL_008845-RA	JC_02507-RA
OG0008785	HEL_008841-RA	JC_02509-RA
OG0008786	HEL_009670-RA	JC_02245-RA
OG0008789	HEL_002363-RA	JC_08100-RA
OG0008790	HEL_009247-RA	JC_15019-RA
OG0008794	HEL_009119-RA	JC_03819-RA
OG0008795	HEL_007723-RA	JC_04572-RA
OG0008800	HEL_011154-RA	JC_11316-RA
OG0008801	HEL_013686-RA	JC_16942-RA
OG0008802	HEL_013766-RA	JC_06042-RA
OG0008803	HEL_002368-RA	JC_08108-RA
OG0008804	HEL_011171-RA	JC_11333-RA
OG0008805	HEL_011148-RA	JC_11310-RA
OG0008808	HEL_009136-RA	JC_03837-RA
OG0008810	HEL_001639-RA	JC_00638-RA
OG0008811	HEL_008016-RA	JC_09568-RA
OG0008813	HEL_005118-RA	JC_12766-RA
OG0008815	HEL_009149-RA, HEL_009148-RA	JC_03841-RA
OG0008818	HEL_000383-RA	JC_13977-RA
OG0008819	HEL_010694-RA	JC_07459-RA
OG0008820	HEL_013274-RA	JC_04586-RA
OG0008826	HEL_002379-RA	JC_08119-RA
OG0008829	HEL_006482-RA	JC_10112-RA
OG0008830	HEL_006485-RA	JC_10110-RA
OG0008831	HEL_010704-RA	JC_07448-RA
OG0008843	HEL_000934-RA	JC_06979-RA
OG0008845	HEL_000932-RA	JC_06977-RA
OG0008846	HEL_006504-RA	JC_10084-RA
OG0008847	HEL_013303-RA	JC_04622-RA
OG0008852	HEL_000924-RA	JC_06971-RA
OG0008853	HEL_013307-RA	JC_04630-RA
OG0008855	HEL_013018-RA	JC_16434-RA
OG0008857	HEL_013794-RA	JC_06017-RA, JC_06016-RA
OG0008859	HEL_006517-RA	JC_10072-RA
OG0008863	HEL_010728-RA	JC_07528-RA
OG0008865	HEL_009324-RA	JC_14949-RA
OG0008868	HEL_013227-RA	JC_01989-RA
OG0008871	HEL_000564-RA	JC_15929-RA
OG0008874	HEL_013922-RA	JC_16417-RA
OG0008875	HEL_002416-RA	JC_08171-RA
OG0008876	HEL_013921-RA	JC_16418-RA
OG0008884	HEL_014527-RA	JC_16893-RA
OG0008889	HEL_009645-RA	JC_02004-RA
OG0008892	HEL_011527-RA	JC_06010-RA
OG0008898	HEL_009643-RA	JC_02009-RA
OG0008903	HEL_004306-RA	JC_06425-RA
OG0008904	HEL_001592-RA	JC_00593-RA
OG0008905	HEL_004305-RA	JC_06426-RA
OG0008906	HEL_001591-RA	JC_00592-RA
OG0008908	HEL_005175-RA	JC_12712-RA
OG0008909	HEL_004300-RA	JC_06431-RA
OG0008916	HEL_012133-RA	JC_07644-RA
OG0008920	HEL_006550-RA	JC_10040-RA
OG0008921	HEL_008767-RA	JC_02581-RA
OG0008922	HEL_014434-RA	JC_04650-RA
OG0008926	HEL_008764-RA	JC_02584-RA, JC_02585-RA
OG0008927	HEL_012294-RA	JC_11289-RA
OG0008929	HEL_009347-RA	JC_14919-RA
OG0008931	HEL_007901-RA	JC_09505-RA, JC_09504-RA
OG0008935	HEL_006162-RA	JC_08899-RA
OG0008937	HEL_006561-RA	JC_10023-RA
OG0008941	HEL_014439-RA	JC_04659-RA
OG0008942	HEL_000608-RA	JC_15881-RA
OG0008944	HEL_000358-RA	JC_13948-RA
OG0008947	HEL_012125-RA	JC_07634-RA
OG0008948	HEL_000355-RA	JC_13946-RA
OG0008952	HEL_001580-RA	JC_00575-RA
OG0008955	HEL_006159-RA	JC_08895-RA
OG0008957	HEL_010068-RA	JC_16387-RA
OG0008958	HEL_012123-RA	JC_07631-RA
OG0008961	HEL_006570-RA	JC_10013-RA
OG0008969	HEL_002455-RA	JC_08212-RA
OG0008970	HEL_009870-RA, HEL_005582-RA	JC_13146-RA
OG0008976	HEL_000342-RA	JC_13934-RA
OG0008983	HEL_002894-RA	JC_01140-RA
OG0008995	HEL_011554-RA	JC_05980-RA
OG0008996	HEL_004279-RA	JC_06453-RA
OG0008997	HEL_008987-RA	JC_11458-RA
OG0008998	HEL_004175-RA	JC_16869-RA
OG0008999	HEL_011866-RA	JC_14811-RA
OG0009001	HEL_008989-RA	JC_11455-RA
OG0009003	HEL_008990-RA	JC_11454-RA
OG0009004	HEL_000630-RA, HEL_000629-RA, HEL_000628-RA	JC_15848-RA
OG0009005	HEL_009203-RA	JC_03910-RA
OG0009011	HEL_007884-RA	JC_09487-RA
OG0009012	HEL_011558-RA	JC_05966-RA
OG0009016	HEL_009920-RA, HEL_009918-RA	JC_11697-RA
OG0009018	HEL_011872-RA	JC_14804-RA
OG0009019	HEL_007191-RA	JC_02077-RA
OG0009022	HEL_010882-RA	JC_04700-RA
OG0009024	HEL_010885-RA	JC_04702-RA
OG0009025	HEL_007874-RA	JC_09478-RA
OG0009026	HEL_002496-RA	JC_08240-RA
OG0009027	HEL_004192-RA	JC_16850-RA
OG0009032	HEL_001850-RA	JC_13177-RA
OG0009034	HEL_000641-RA	JC_15835-RA, JC_15834-RA
OG0009036	HEL_012468-RA	JC_11166-RA
OG0009039	HEL_007184-RA	JC_02070-RA
OG0009049	HEL_014416-RA	JC_11653-RA
OG0009052	HEL_007540-RA	JC_03378-RA
OG0009056	HEL_004257-RA	JC_06475-RA
OG0009060	HEL_010898-RA	JC_04718-RA
OG0009065	HEL_009585-RA	JC_14705-RA
OG0009068	HEL_010902-RA	JC_04724-RA
OG0009070	HEL_010903-RA	JC_04726-RA
OG0009072	HEL_002873-RA	JC_01161-RA
OG0009077	HEL_000659-RA	JC_15791-RA
OG0009078	HEL_004089-RA	JC_17121-RA
OG0009080	HEL_004775-RA	JC_14197-RA
OG0009085	HEL_006133-RA	JC_08866-RA
OG0009086	HEL_010907-RA	JC_04738-RA
OG0009089	HEL_003782-RA	JC_12264-RA
OG0009091	HEL_004248-RA	JC_06484-RA
OG0009094	HEL_009863-RA	JC_12092-RA
OG0009096	HEL_005589-RA	JC_05339-RA
OG0009099	HEL_007167-RA	JC_02045-RA
OG0009100	HEL_011577-RA	JC_05950-RA
OG0009104	HEL_007522-RA	JC_03354-RA
OG0009106	HEL_007519-RA	JC_03352-RA
OG0009114	HEL_002857-RA	JC_01177-RA
OG0009117	HEL_006120-RA	JC_08851-RA
OG0009118	HEL_006117-RA	JC_08849-RA
OG0009119	HEL_009568-RA, HEL_009569-RA	JC_14683-RA
OG0009120	HEL_009878-RA	JC_11725-RA, JC_11724-RA
OG0009121	HEL_002168-RA	JC_15244-RA
OG0009124	HEL_001825-RA	JC_13210-RA
OG0009125	HEL_014102-RA	JC_09843-RA
OG0009126	HEL_010928-RA	JC_04763-RA
OG0009127	HEL_010929-RA	JC_04764-RA
OG0009130	HEL_002963-RA	JC_08264-RA
OG0009139	HEL_009890-RA	JC_11663-RA
OG0009140	HEL_002849-RA	JC_01187-RA
OG0009141	HEL_010425-RA	JC_02080-RA
OG0009143	HEL_010937-RA	JC_04777-RA
OG0009146	HEL_008673-RA	JC_02678-RA
OG0009148	HEL_009557-RA	JC_14669-RA
OG0009151	HEL_005572-RA	JC_05318-RA
OG0009152	HEL_005571-RA	JC_05316-RA
OG0009156	HEL_002178-RA	JC_15236-RA
OG0009158	HEL_004237-RA	JC_06500-RA
OG0009163	HEL_001486-RA	JC_00493-RA
OG0009164	HEL_009950-RA	JC_11920-RA
OG0009169	HEL_010775-RA	JC_07582-RA
OG0009172	HEL_010960-RA	JC_04795-RA
OG0009174	HEL_010431-RA	JC_02088-RA
OG0009175	HEL_005561-RA	JC_05306-RA
OG0009178	HEL_010767-RA	JC_07574-RA
OG0009179	HEL_002830-RA	JC_01208-RA
OG0009180	HEL_010963-RA	JC_04797-RA
OG0009181	HEL_002829-RA	JC_01209-RA
OG0009184	HEL_003724-RA	JC_12566-RA
OG0009185	HEL_006956-RA	JC_13729-RA
OG0009187	HEL_006103-RA	JC_08831-RA
OG0009195	HEL_002809-RA	JC_01219-RA
OG0009197	HEL_004232-RA	JC_06505-RA
OG0009199	HEL_010974-RA	JC_04808-RA
OG0009202	HEL_002984-RA	JC_08289-RA
OG0009203	HEL_001456-RA	JC_00457-RA
OG0009205	HEL_012740-RA	JC_10850-RA
OG0009208	HEL_002802-RA	JC_01232-RA
OG0009211	HEL_009968-RA	JC_11943-RA, JC_11939-RA, JC_11941-RA
OG0009212	HEL_009969-RA	JC_11944-RA
OG0009218	HEL_002985-RA	JC_08290-RA
OG0009220	HEL_012895-RA	JC_05897-RA
OG0009223	HEL_006092-RA	JC_08822-RA
OG0009229	HEL_000056-RA	JC_04905-RA
OG0009234	HEL_012901-RA	JC_05888-RA
OG0009235	HEL_004583-RA	JC_02692-RA
OG0009236	HEL_012902-RA	JC_05886-RA
OG0009239	HEL_001334-RA	JC_00318-RA
OG0009240	HEL_000282-RA	JC_13819-RA
OG0009243	HEL_009973-RA	JC_11957-RA
OG0009246	HEL_006089-RA	JC_08818-RA
OG0009248	HEL_000050-RA	JC_04896-RA
OG0009251	HEL_009982-RA	JC_11964-RA
OG0009252	HEL_006085-RA	JC_08815-RA
OG0009254	HEL_000276-RA	JC_13809-RA
OG0009256	HEL_013750-RA	JC_11234-RA
OG0009260	HEL_004709-RA	JC_15745-RA
OG0009264	HEL_006919-RA	JC_13701-RA
OG0009275	HEL_003788-RA	JC_12272-RA
OG0009276	HEL_003013-RA	JC_08319-RA
OG0009286	HEL_003021-RA	JC_08327-RA
OG0009288	HEL_008210-RA	JC_10339-RA
OG0009297	HEL_010743-RA	JC_07548-RA
OG0009298	HEL_013618-RA	JC_10893-RA
OG0009299	HEL_006303-RA	JC_09377-RA
OG0009301	HEL_003038-RA	JC_08338-RA
OG0009303	HEL_007428-RA	JC_03265-RA
OG0009305	HEL_002755-RA	JC_01271-RA
OG0009309	HEL_012353-RA	JC_13261-RA
OG0009312	HEL_007425-RA	JC_03259-RA
OG0009316	HEL_004548-RA	JC_02729-RA
OG0009317	HEL_006077-RA	JC_08803-RA
OG0009318	HEL_013631-RA	JC_10912-RA
OG0009325	HEL_003053-RA	JC_08361-RA
OG0009330	HEL_013641-RA	JC_10923-RA
OG0009331	HEL_012343-RA	JC_13265-RA
OG0009332	HEL_012342-RA	JC_13266-RA
OG0009338	HEL_013649-RA	JC_10929-RA
OG0009341	HEL_012258-RA	JC_11261-RA
OG0009349	HEL_000261-RA	JC_13754-RA
OG0009350	HEL_012337-RA	JC_13270-RA
OG0009351	HEL_008184-RA	JC_10376-RA
OG0009354	HEL_007319-RA	JC_05699-RA
OG0009357	HEL_005498-RA	JC_05228-RA
OG0009359	HEL_003834-RA	JC_12306-RA
OG0009360	HEL_012464-RA	JC_11158-RA
OG0009368	HEL_014156-RA	JC_02934-RA
OG0009375	HEL_003839-RA	JC_12681-RA
OG0009380	HEL_012201-RA	JC_07702-RA
OG0009381	HEL_001402-RA	JC_00396-RA
OG0009383	HEL_012203-RA	JC_07704-RA
OG0009386	HEL_003844-RA	JC_12669-RA
OG0009388	HEL_010587-RA	JC_08981-RA
OG0009392	HEL_008165-RA	JC_10394-RA
OG0009392	HEL_008166-RA	JC_10393-RA
OG0009398	HEL_001045-RA, HEL_001046-RA	JC_07096-RA
OG0009399	HEL_006863-RA	JC_13627-RA
OG0009400	HEL_003861-RA, HEL_003862-RA	JC_12651-RA
OG0009402	HEL_003864-RA	JC_12649-RA
OG0009405	HEL_012386-RA	JC_06661-RA
OG0009407	HEL_012384-RA	JC_06659-RA
OG0009408	HEL_005959-RA	JC_15369-RA
OG0009409	HEL_005487-RA	JC_05219-RA
OG0009412	HEL_013604-RA	JC_10952-RA
OG0009414	HEL_012221-RA	JC_07723-RA, JC_07722-RA
OG0009420	HEL_007017-RA	JC_01869-RA
OG0009425	HEL_012226-RA	JC_07728-RA
OG0009432	HEL_012238-RA	JC_07741-RA
OG0009438	HEL_000957-RA	JC_07002-RA
OG0009442	HEL_005950-RA	JC_15380-RA
OG0009445	HEL_003079-RA	JC_08394-RA
OG0009446	HEL_000958-RA	JC_07009-RA
OG0009448	HEL_010615-RA	JC_09007-RA
OG0009451	HEL_013588-RA	JC_10966-RA
OG0009452	HEL_003077-RA	JC_08392-RA
OG0009454	HEL_005472-RA	JC_05198-RA
OG0009459	HEL_007382-RA	JC_03209-RA
OG0009462	HEL_013130-RA	JC_12074-RA
OG0009467	HEL_000296-RA, HEL_000297-RA	JC_13854-RA
OG0009468	HEL_008102-RA	JC_10453-RA
OG0009473	HEL_007241-RA	JC_05800-RA
OG0009474	HEL_003113-RA	JC_08429-RA
OG0009476	HEL_011997-RA	JC_10985-RA
OG0009480	HEL_004388-RA	JC_02897-RA
OG0009481	HEL_003118-RA, HEL_003117-RA, HEL_003120-RA	JC_08435-RA
OG0009482	HEL_013562-RA	JC_10988-RA
OG0009483	HEL_004395-RA	JC_02890-RA
OG0009489	HEL_010982-RA	JC_04817-RA
OG0009490	HEL_003897-RA	JC_12575-RA
OG0009491	HEL_003900-RA	JC_12578-RA
OG0009492	HEL_003902-RA	JC_12580-RA
OG0009494	HEL_003126-RA	JC_08442-RA
OG0009495	HEL_010646-RA	JC_09033-RA
OG0009498	HEL_003128-RA	JC_08446-RA
OG0009500	HEL_005464-RA	JC_05184-RA
OG0009501	HEL_001297-RA	JC_00274-RA
OG0009506	HEL_003911-RA	JC_12592-RA
OG0009510	HEL_003137-RA	JC_08460-RA
OG0009512	HEL_005912-RA	JC_15472-RA
OG0009521	HEL_007213-RA	JC_05835-RA
OG0009527	HEL_007045-RA	JC_01835-RA
OG0009532	HEL_014256-RA	JC_06628-RA
OG0009540	HEL_013360-RA	JC_11767-RA
OG0009544	HEL_012613-RA	JC_07781-RA
OG0009546	HEL_012619-RA	JC_07790-RA
OG0009548	HEL_000078-RA	JC_04932-RA, JC_04931-RA
OG0009549	HEL_014174-RA	JC_11780-RA
OG0009551	HEL_003158-RA	JC_08480-RA
OG0009552	HEL_000080-RA	JC_04934-RA
OG0009553	HEL_000081-RA	JC_04935-RA
OG0009559	HEL_000087-RA	JC_04945-RA
OG0009560	HEL_007201-RA	JC_05845-RA
OG0009563	HEL_007050-RA	JC_01829-RA
OG0009568	HEL_011592-RA	JC_04190-RA
OG0009571	HEL_011593-RA	JC_04191-RA
OG0009575	HEL_000099-RA	JC_04952-RA
OG0009577	HEL_014134-RA	JC_09278-RA
OG0009579	HEL_012627-RA	JC_07800-RA
OG0009580	HEL_005886-RA	JC_15441-RA
OG0009583	HEL_009770-RA	JC_07210-RA
OG0009585	HEL_011599-RA	JC_04207-RA
