Orthogroup	Maniola_hyperantus	Heliconius_melpomene_melpomene
OG0007515	XP_034837679.1	HMEL014991g1.t1
OG0007516	XP_034833951.1	HMEL008177g1.t1
OG0007518	XP_034831769.1	HMEL015312g1.t1
OG0007519	XP_034829245.1	HMEL034242g1.t1
OG0007520	XP_034834088.1	HMEL008179g1.t1
OG0007521	XP_034841443.1	HMEL015186g1.t1
OG0007522	XP_034829783.1	HMEL015774g1.t1
OG0007523	XP_034841444.1	HMEL015187g1.t1
OG0007524	XP_034829782.1	HMEL015775g1.t1
OG0007525	XP_034834604.1	HMEL036817g1.t1
OG0007526	XP_034834178.1	HMEL015955g1.t1
OG0007527	XP_034826590.1	HMEL007035g1.t1
OG0007528	XP_034829210.1	HMEL014198g1.t1
OG0007529	XP_034824623.1	HMEL033021g1.t1
OG0007530	XP_034830735.1	HMEL015636g1.t1
OG0007531	XP_034839137.1	HMEL003978g1.t1
OG0007532	XP_034828666.1	HMEL015638g1.t1
OG0007534	XP_034828655.1	HMEL015639g1.t1
OG0007535	XP_034828702.1	HMEL015640g1.t1
OG0007536	XP_034836895.1	HMEL016408g1.t1
OG0007537	XP_034830299.1	HMEL032733g1.t1
OG0007539	XP_034831302.1	HMEL016409g1.t1
OG0007540	XP_034832383.1	HMEL016411g1.t1
OG0007541	XP_034836427.1	HMEL005154g1.t1
OG0007542	XP_034832196.1	HMEL031670g1.t1
OG0007543	XP_034826182.1	HMEL012038g1.t1
OG0007544	XP_034835865.1	HMEL016412g1.t1
OG0007545	XP_034841295.1	HMEL015190g1.t1
OG0007546	XP_034825632.1	HMEL033018g1.t1
OG0007547	XP_034825591.1	HMEL033017g1.t1
OG0007548	XP_034830313.1	HMEL032731g1.t1
OG0007549	XP_034840441.1	HMEL035208g1.t1, HMEL003965g1.t1
OG0007550	XP_034825537.1	HMEL033015g1.t1
OG0007551	XP_034830300.1, XP_034830301.1	HMEL032728g1.t1
OG0007552	XP_034837692.1	HMEL030049g1.t1
OG0007553	XP_034837688.1	HMEL030048g1.t1
OG0007554	XP_034828994.1	HMEL014195g1.t1
OG0007555	XP_034837585.1	HMEL015001g1.t1
OG0007556	XP_034836291.1	HMEL005150g1.t1
OG0007557	XP_034827394.1	HMEL002126g1.t1
OG0007558	XP_034834009.1	HMEL015950g1.t1
OG0007559	XP_034835472.1	HMEL006752g1.t1
OG0007560	XP_034829778.1	HMEL037076g1.t1
OG0007561	XP_034828995.1	HMEL014194g1.t1
OG0007562	XP_034835473.1	HMEL010487g1.t1
OG0007563	XP_034829784.1	HMEL037077g1.t1
OG0007564	XP_034831236.1	HMEL006302g1.t1
OG0007565	XP_034831233.1	HMEL006303g1.t1
OG0007566	XP_034830976.1	HMEL011884g1.t1
OG0007567	XP_034837677.1	HMEL003797g1.t1
OG0007568	XP_034829430.1	HMEL034233g1.t1
OG0007569	XP_034830977.1	HMEL010834g1.t1
OG0007570	XP_034827096.1, XP_034827099.1, XP_034827098.1, XP_034827097.1	HMEL017990g1.t1
OG0007571	XP_034831230.1	HMEL006304g1.t1
OG0007572	XP_034825053.1	HMEL017724g1.t1
OG0007573	XP_034833973.1	HMEL008189g1.t1
OG0007574	XP_034828629.1	HMEL011372g1.t1
OG0007575	XP_034825625.1	HMEL017723g1.t1
OG0007576	XP_034828805.1	HMEL011373g1.t1
OG0007577	XP_034835060.1	HMEL011849g1.t1
OG0007578	XP_034828863.1	HMEL020587g1.t1
OG0007579	XP_034835054.1	HMEL011845g1.t1
OG0007580	XP_034835053.1	HMEL011844g1.t1
OG0007581	XP_034841348.1	HMEL015196g1.t1
OG0007582	XP_034825206.1	HMEL017718g1.t1
OG0007583	XP_034835062.1	HMEL010433g1.t1
OG0007584	XP_034831220.1	HMEL006312g1.t1
OG0007585	XP_034833566.1	HMEL003674g1.t1
OG0007586	XP_034834007.1	HMEL008195g1.t1
OG0007587	XP_034825195.1	HMEL017717g1.t1
OG0007588	XP_034826921.1	HMEL034723g1.t1
OG0007589	XP_034827673.1	HMEL011376g1.t1
OG0007590	XP_034825196.1	HMEL033718g1.t1
OG0007591	XP_034831232.1	HMEL009956g1.t1
OG0007592	XP_034825199.1	HMEL033717g1.t1
OG0007593	XP_034827874.1	HMEL011377g1.t1
OG0007594	XP_034830040.1	HMEL037081g1.t1
OG0007595	XP_034831223.1	HMEL009955g1.t1
OG0007596	XP_034824711.1	HMEL011378g1.t1
OG0007597	XP_034825200.1	HMEL033719g1.t1
OG0007598	XP_034833208.1	HMEL003673g1.t1
OG0007599	XP_034825208.1	HMEL017709g1.t1
OG0007600	XP_034833296.1	HMEL003672g1.t1
OG0007601	XP_034829953.1	HMEL037082g1.t1
OG0007602	XP_034824342.1	HMEL007752g1.t1
OG0007603	XP_034834003.1	HMEL038167g1.t1
OG0007604	XP_034831913.1	HMEL015321g1.t1
OG0007605	XP_034833979.1	HMEL010112g1.t1
OG0007606	XP_034825203.1	HMEL033721g1.t1
OG0007607	XP_034825202.1	HMEL017708g1.t1
OG0007608	XP_034833992.1, XP_034833993.1	HMEL010113g1.t1
OG0007609	XP_034825623.1	HMEL017707g1.t1
OG0007610	XP_034831882.1	HMEL015323g1.t1
OG0007611	XP_034829946.1	HMEL016070g1.t1
OG0007612	XP_034829676.1	HMEL033041g1.t1
OG0007613	XP_034826775.1	HMEL020539g1.t1, HMEL034722g1.t1
OG0007614	XP_034827512.1	HMEL002117g1.t1
OG0007615	XP_034828680.1	HMEL002324g1.t1
OG0007616	XP_034824937.1	HMEL031954g1.t1
OG0007617	XP_034831916.1	HMEL015324g1.t1
OG0007618	XP_034824938.1	HMEL031953g1.t1
OG0007619	XP_034831908.1	HMEL015327g1.t1
OG0007621	XP_034834874.1	HMEL004648g1.t1
OG0007622	XP_034831889.1	HMEL015328g1.t1
OG0007623	XP_034826866.1	HMEL034720g1.t1
OG0007624	XP_034824724.1	HMEL011383g1.t1
OG0007625	XP_034834174.1	HMEL010119g1.t1
OG0007626	XP_034828901.1	HMEL036020g1.t1
OG0007627	XP_034833886.1	HMEL011385g1.t1
OG0007628	XP_034833976.1	HMEL010120g1.t1
OG0007629	XP_034833985.1	HMEL038171g1.t1
OG0007630	XP_034826628.1	HMEL017166g1.t1
OG0007631	XP_034839129.1	HMEL035547g1.t1
OG0007632	XP_034831911.1	HMEL007094g1.t1
OG0007633	XP_034827826.1	HMEL033044g1.t1
OG0007634	XP_034833333.1	HMEL009716g1.t1
OG0007635	XP_034839126.1	HMEL035548g1.t1
OG0007636	XP_034833563.1	HMEL009717g1.t1
OG0007637	XP_034827663.1	HMEL002112g1.t1
OG0007638	XP_034833445.1	HMEL009718g1.t1
OG0007639	XP_034828962.1	HMEL005056g1.t1
OG0007640	XP_034833997.1	HMEL010122g1.t1
OG0007641	XP_034827634.1	HMEL005709g1.t1
OG0007642	XP_034824645.1	HMEL031952g1.t1
OG0007643	XP_034839124.1	HMEL012088g1.t1
OG0007644	XP_034841059.1	HMEL003311g1.t1
OG0007645	XP_034834868.1, XP_034834867.1	HMEL013786g1.t1
OG0007646	XP_034831329.1	HMEL013904-RA
OG0007647	XP_034837581.1	HMEL011274g1.t1
OG0007648	XP_034839125.1	HMEL012087-RA
OG0007649	XP_034831332.1	HMEL013901g1.t1
OG0007650	XP_034833442.1	HMEL009721g1.t1
OG0007651	XP_034833441.1	HMEL017419g1.t1
OG0007652	XP_034834878.1	HMEL013788g1.t1
OG0007653	XP_034831704.1	HMEL015936g1.t1
OG0007654	XP_034833983.1	HMEL004478g1.t1
OG0007655	XP_034837479.1	HMEL011275g1.t1
OG0007656	XP_034829939.1	HMEL037088g1.t1
OG0007657	XP_034825436.1	HMEL033049g1.t1
OG0007658	XP_034829924.1	HMEL021638g1.t1
OG0007659	XP_034832675.1	HMEL010589g1.t1
OG0007660	XP_034837764.1	HMEL011276g1.t1
OG0007661	XP_034825474.1	HMEL011395g1.t1
OG0007662	XP_034833766.1	HMEL004481g1.t1
OG0007663	XP_034837660.1	HMEL011278g1.t1
OG0007664	XP_034829172.1	HMEL011396g1.t1
OG0007665	XP_034829120.1	HMEL005052g1.t1
OG0007666	XP_034829195.1	HMEL011397g1.t1
OG0007667	XP_034839295.1	HMEL012084g1.t1
OG0007668	XP_034830500.1	HMEL015930g1.t1
OG0007669	XP_034831448.1	HMEL013900g1.t1
OG0007670	XP_034837665.1	HMEL011280g1.t1
OG0007671	XP_034831202.1	HMEL037622g1.t1
OG0007672	XP_034837656.1	HMEL011281g1.t1
OG0007673	XP_034833700.1	HMEL004483g1.t1
OG0007674	XP_034829151.1	HMEL011399g1.t1
OG0007675	XP_034839296.1	HMEL012082g1.t1
OG0007676	XP_034839574.1	HMEL012081g1.t1
OG0007677	XP_034831098.1	HMEL013898g1.t1
OG0007678	XP_034833696.1	HMEL038180g1.t1
OG0007679	XP_034830472.1	HMEL003712g1.t1
OG0007680	XP_034837666.1	HMEL011283g1.t1
OG0007681	XP_034829213.1	HMEL011400g1.t1
OG0007682	XP_034831657.1	HMEL006646g1.t1
OG0007683	XP_034831658.1	HMEL006647g1.t1
OG0007684	XP_034828726.1	HMEL008888g1.t1
OG0007685	XP_034824338.1	HMEL032007g1.t1
OG0007687	XP_034824336.1	HMEL032008g1.t1
OG0007688	XP_034828731.1	HMEL021776g1.t1
OG0007689	XP_034828876.1	HMEL036016g1.t1
OG0007690	XP_034836423.1, XP_034836424.1	HMEL012881g1.t1
OG0007691	XP_034829403.1	HMEL009999g1.t1
OG0007692	XP_034833436.1	HMEL017429g1.t1
OG0007693	XP_034835608.1	HMEL008012g1.t1
OG0007694	XP_034831035.1	HMEL007788g1.t1
OG0007696	XP_034828670.1	HMEL021575g1.t1
OG0007698	XP_034831365.1	HMEL013388g1.t1
OG0007700	XP_034831356.1	HMEL013386g1.t1
OG0007701	XP_034828671.1	HMEL036014g1.t1, HMEL035956g1.t1
OG0007702	XP_034828674.1	HMEL035954g1.t1
OG0007704	XP_034834168.1	HMEL014262g1.t1
OG0007705	XP_034829955.1	HMEL003796g1.t1
OG0007706	XP_034826203.1	HMEL004236g1.t1
OG0007707	XP_034831471.1	HMEL011463g1.t1
OG0007708	XP_034840422.1	HMEL012057g1.t1
OG0007710	XP_034833868.1	HMEL038111g1.t1
OG0007711	XP_034839376.1	HMEL012077g1.t1
OG0007712	XP_034834433.1	HMEL036853g1.t1
OG0007713	XP_034827029.1	HMEL009304g1.t1
OG0007714	XP_034833712.1	HMEL012362g1.t1
OG0007715	XP_034827611.1	HMEL014377g1.t1
OG0007716	XP_034837765.1	HMEL011291g1.t1
OG0007717	XP_034828668.1	HMEL035957g1.t1
OG0007718	XP_034840108.1	HMEL022141g1.t1, HMEL035220g1.t1
OG0007719	XP_034827639.1	HMEL033304g1.t1
OG0007720	XP_034827637.1	HMEL033305g1.t1
OG0007721	XP_034837622.1	HMEL011294g1.t1
OG0007722	XP_034837621.1	HMEL011293g1.t1
OG0007723	XP_034840907.1	HMEL003321g1.t1
OG0007724	XP_034840906.1	HMEL003322g1.t1
OG0007725	XP_034828529.1	HMEL007076g1.t1
OG0007726	XP_034827223.1	HMEL002668g1.t1
OG0007727	XP_034828523.1	HMEL007077g1.t1
OG0007728	XP_034833438.1	HMEL017432g1.t1
OG0007729	XP_034827225.1	HMEL002666g1.t1
OG0007730	XP_034833429.1	HMEL017433g1.t1
OG0007731	XP_034837620.1	HMEL011295g1.t1
OG0007732	XP_034840012.1	HMEL011409g1.t1
OG0007733	XP_034827232.1	HMEL002665g1.t1
OG0007734	XP_034827843.1	HMEL015467g1.t1
OG0007735	XP_034834439.1	HMEL003719g1.t1
OG0007736	XP_034832354.1	HMEL008426g1.t1
OG0007737	XP_034825963.1	HMEL018100g1.t1
OG0007738	XP_034841453.1	HMEL011414g1.t1
OG0007739	XP_034828519.1	HMEL007081g1.t1
OG0007740	XP_034833325.1	HMEL017437g1.t1
OG0007741	XP_034824243.1	HMEL008087g1.t1
OG0007742	XP_034826754.1	HMEL002662g1.t1
OG0007743	XP_034824241.1	HMEL032016g1.t1
OG0007744	XP_034839445.1	HMEL007774g1.t1
OG0007745	XP_034824244.1	HMEL005674g1.t1
OG0007746	XP_034833326.1	HMEL017439g1.t1
OG0007747	XP_034829409.1	HMEL013553g1.t1
OG0007748	XP_034826897.1	HMEL002661g1.t1
OG0007749	XP_034833318.1	HMEL036315g1.t1
OG0007750	XP_034829949.1	HMEL020458g1.t1
OG0007751	XP_034826132.1	HMEL002906-RA
OG0007752	XP_034826131.1	HMEL002904-RA
OG0007753	XP_034827104.1	HMEL003651g1.t1
OG0007754	XP_034827206.1	HMEL003650g1.t1
OG0007755	XP_034833330.1	HMEL017443g1.t1
OG0007756	XP_034826209.1	HMEL002902-RA
OG0007757	XP_034828520.1	HMEL016170g1.t1
OG0007758	XP_034835116.1	HMEL022536-RA
OG0007760	XP_034830640.1	HMEL011564g1.t1
OG0007761	XP_034840121.1	HMEL035227g1.t1
OG0007762	XP_034829603.1	HMEL037100g1.t1
OG0007763	XP_034833316.1	HMEL017445g1.t1
OG0007764	XP_034840899.1	HMEL002845g1.t1
OG0007765	XP_034824230.1	HMEL007565g1.t1
OG0007766	XP_034827198.1	HMEL005992g1.t1
OG0007767	XP_034840903.1	HMEL002844g1.t1
OG0007768	XP_034832678.1	HMEL006121g1.t1
OG0007769	XP_034832690.1	HMEL006122g1.t1
OG0007770	XP_034835385.1	HMEL007305g1.t1
OG0007771	XP_034832576.1	HMEL006123g1.t1
OG0007772	XP_034829588.1	HMEL016162g1.t1
OG0007773	XP_034824862.1	HMEL032011g1.t1
OG0007774	XP_034830798.1	HMEL032699g1.t1
OG0007775	XP_034828585.1	HMEL002416g1.t1
OG0007776	XP_034825803.1	HMEL002895g1.t1
OG0007778	XP_034825794.1	HMEL030631g1.t1
OG0007779	XP_034835000.1	HMEL036887g1.t1
OG0007780	XP_034828883.1	HMEL035964g1.t1, HMEL035961g1.t1
OG0007781	XP_034828932.1, XP_034828931.1	HMEL003861g1.t1
OG0007782	XP_034827620.1	HMEL033353g1.t1
OG0007783	XP_034824193.1	HMEL017385g1.t1
OG0007784	XP_034835041.1	HMEL006309g1.t1
OG0007785	XP_034827642.1	HMEL010622g1.t1
OG0007786	XP_034835043.1	HMEL032324g1.t1
OG0007787	XP_034825530.1	HMEL011441-RA
OG0007788	XP_034827602.1	HMEL010623g1.t1
OG0007789	XP_034835039.1	HMEL032325g1.t1
OG0007790	XP_034831469.1, XP_034831468.1	HMEL037732g1.t1
OG0007791	XP_034829599.1	HMEL015483g1.t1
OG0007793	XP_034829012.1	HMEL003857g1.t1
OG0007794	XP_034827625.1	HMEL010626g1.t1
OG0007795	XP_034837671.1	HMEL003798g1.t1
OG0007796	XP_034827846.1	HMEL010627g1.t1
OG0007797	XP_034835457.1	HMEL014588g1.t1
OG0007798	XP_034825806.1	HMEL030629g1.t1
OG0007799	XP_034839298.1	HMEL016621g1.t1
OG0007800	XP_034835450.1	HMEL032327g1.t1
OG0007801	XP_034824144.1	HMEL015280g1.t1
OG0007803	XP_034841419.1	HMEL015279g1.t1
OG0007804	XP_034837678.1	HMEL030025g1.t1
OG0007805	XP_034837672.1	HMEL003793g1.t1
OG0007806	XP_034832494.1	HMEL011477g1.t1
OG0007807	XP_034832784.1	HMEL014293g1.t1
OG0007808	XP_034830926.1	HMEL032692g1.t1
OG0007809	XP_034841382.1	HMEL015278g1.t1
OG0007810	XP_034827283.1	HMEL003762g1.t1
OG0007812	XP_034840406.1	HMEL022507-RA
OG0007813	XP_034832478.1	HMEL011474g1.t1
OG0007814	XP_034841406.1	HMEL015276g1.t1
OG0007816	XP_034841409.1	HMEL015275g1.t1
OG0007817	XP_034840439.1	HMEL009446g1.t1
OG0007818	XP_034830936.1	HMEL000060g1.t1
OG0007819	XP_034837464.1	HMEL003791g1.t1
OG0007820	XP_034830938.1	HMEL000059g1.t1
OG0007821	XP_034830085.1	HMEL037115g1.t1
OG0007822	XP_034832748.1	HMEL014299g1.t1
OG0007823	XP_034837470.1	HMEL003790g1.t1
OG0007824	XP_034826128.1	HMEL011425g1.t1
OG0007825	XP_034840175.1	HMEL009443g1.t1
OG0007826	XP_034829809.1	HMEL005457g1.t1
OG0007827	XP_034839335.1	HMEL035573g1.t1
OG0007828	XP_034827650.1	HMEL010636g1.t1
OG0007829	XP_034830796.1	HMEL000058-RA
OG0007830	XP_034834001.1	HMEL005900g1.t1
OG0007831	XP_034825119.1	HMEL008967g1.t1
OG0007832	XP_034840409.1	HMEL009441g1.t1
OG0007833	XP_034840164.1	HMEL009438g1.t1
OG0007834	XP_034834261.1	HMEL005901g1.t1
OG0007835	XP_034829119.1	HMEL001028-RA
OG0007836	XP_034832661.1	HMEL005902g1.t1
OG0007837	XP_034839567.1	HMEL016629g1.t1
OG0007839	XP_034840410.1	HMEL009440g1.t1
OG0007840	XP_034830505.1	HMEL000053-RA
OG0007841	XP_034841407.1	HMEL015268g1.t1
OG0007842	XP_034840273.1	HMEL011428g1.t1
OG0007843	XP_034841389.1	HMEL015267g1.t1
OG0007844	XP_034832496.1	HMEL011470g1.t1
OG0007845	XP_034827401.1	HMEL011431g1.t1
OG0007846	XP_034827349.1	HMEL011433g1.t1
OG0007847	XP_034834397.1	HMEL013990g1.t1
OG0007848	XP_034841370.1	HMEL015263g1.t1
OG0007849	XP_034830175.1	HMEL037118g1.t1
OG0007850	XP_034833104.1	HMEL014308g1.t1
OG0007851	XP_034826692.1	HMEL003752g1.t1
OG0007852	XP_034832479.1	HMEL011468g1.t1
OG0007853	XP_034832471.1	HMEL031693g1.t1
OG0007854	XP_034824143.1	HMEL015261g1.t1
OG0007855	XP_034839748.1	HMEL016639g1.t1
OG0007856	XP_034826713.1	HMEL006291g1.t1
OG0007857	XP_034841365.1	HMEL015260g1.t1
OG0007858	XP_034826248.1	HMEL011122g1.t1
OG0007859	XP_034841418.1	HMEL015256g1.t1
OG0007860	XP_034834416.1	HMEL011990g1.t1
OG0007861	XP_034827392.1	HMEL006295g1.t1
OG0007862	XP_034827386.1	HMEL006296g1.t1
OG0007863	XP_034834417.1	HMEL036867g1.t1
OG0007864	XP_034832863.1	HMEL014311g1.t1
OG0007865	XP_034830540.1	HMEL032686g1.t1, HMEL021863g1.t1
OG0007866	XP_034834399.1, XP_034834398.1	HMEL036865g1.t1
OG0007868	XP_034832504.1	HMEL012628g1.t1
OG0007869	XP_034830530.1	HMEL000051g1.t1
OG0007870	XP_034827970.1	HMEL014031g1.t1
OG0007871	XP_034834410.1	HMEL012717-RA
OG0007872	XP_034840504.1	HMEL011436-RA
OG0007873	XP_034829258.1	HMEL001014g1.t1
OG0007874	XP_034831819.1	HMEL012632g1.t1
OG0007875	XP_034841010.1	HMEL015252g1.t1
OG0007876	XP_034840516.1	HMEL022601g1.t1
OG0007877	XP_034826385.1	HMEL011118g1.t1
OG0007878	XP_034839351.1	HMEL035578g1.t1
OG0007879	XP_034826388.1	HMEL011117g1.t1
OG0007880	XP_034829256.1	HMEL001017g1.t1
OG0007881	XP_034830535.1	HMEL000048g1.t1
OG0007882	XP_034830536.1	HMEL000047-RA
OG0007883	XP_034839321.1	HMEL016647g1.t1
OG0007884	XP_034830538.1	HMEL000045g1.t1
OG0007885	XP_034830528.1	HMEL000044g1.t1
OG0007886	XP_034826390.1	HMEL011114g1.t1
OG0007887	XP_034824853.1	HMEL017394g1.t1
OG0007888	XP_034830527.1	HMEL000043-RA
OG0007889	XP_034830532.1	HMEL000042-RA
OG0007890	XP_034830519.1	HMEL000041-RA
OG0007891	XP_034829259.1	HMEL001020g1.t1
OG0007892	XP_034830514.1	HMEL000040-RA
OG0007893	XP_034829033.1	HMEL001022g1.t1
OG0007894	XP_034830529.1	HMEL000039-RA
OG0007895	XP_034831807.1	HMEL012638g1.t1
OG0007896	XP_034831804.1	HMEL012639g1.t1
OG0007897	XP_034828100.1	HMEL014035g1.t1
OG0007899	XP_034830520.1	HMEL000036-RA
OG0007900	XP_034831981.1	HMEL012640g1.t1
OG0007901	XP_034832051.1	HMEL012641g1.t1
OG0007902	XP_034834221.1	HMEL003091g1.t1
OG0007903	XP_034828602.1	HMEL035976g1.t1
OG0007904	XP_034829148.1	HMEL001006g1.t1
OG0007905	XP_034829416.1	HMEL001004g1.t1
OG0007906	XP_034840168.1	HMEL033072g1.t1
OG0007907	XP_034824652.1	HMEL016748g1.t1
OG0007908	XP_034839434.1	HMEL013532g1.t1
OG0007909	XP_034830791.1	HMEL000033-RA
OG0007910	XP_034840923.1	HMEL031022g1.t1
OG0007911	XP_034840107.1	HMEL014091g1.t1
OG0007912	XP_034838525.1	HMEL003087g1.t1
OG0007913	XP_034824141.1	HMEL031021g1.t1
OG0007914	XP_034826704.1	HMEL009280g1.t1
OG0007915	XP_034832033.1	HMEL012642g1.t1
OG0007916	XP_034824855.1	HMEL032040g1.t1
OG0007917	XP_034824172.1	HMEL015247g1.t1
OG0007918	XP_034830511.1	HMEL000032-RA
OG0007919	XP_034833923.1	HMEL003084g1.t1
OG0007920	XP_034839400.1	HMEL017939g1.t1
OG0007921	XP_034839392.1	HMEL017944g1.t1
OG0007922	XP_034840069.1	HMEL020096g1.t1
OG0007923	XP_034828174.1	HMEL014040g1.t1
OG0007924	XP_034826862.1	HMEL009286g1.t1
OG0007925	XP_034828172.1	HMEL014041g1.t1
OG0007926	XP_034834704.1	HMEL003083g1.t1
OG0007927	XP_034832786.1	HMEL014016g1.t1
OG0007928	XP_034830534.1	HMEL000028-RA
OG0007929	XP_034830515.1	HMEL000027g1.t1
OG0007930	XP_034828173.1	HMEL014042g1.t1
OG0007931	XP_034832045.1	HMEL012643g1.t1
OG0007932	XP_034833118.1	HMEL014013g1.t1
OG0007933	XP_034828175.1	HMEL014043g1.t1
OG0007934	XP_034827865.1	HMEL014044g1.t1
OG0007936	XP_034833116.1	HMEL016243g1.t1
OG0007937	XP_034825372.1	HMEL010092g1.t1
OG0007938	XP_034828653.1	HMEL005783g1.t1
OG0007939	XP_034832046.1	HMEL004006g1.t1
OG0007940	XP_034828915.1	HMEL011502g1.t1
OG0007941	XP_034825985.1	HMEL015241g1.t1
OG0007942	XP_034827868.1	HMEL014045g1.t1
OG0007943	XP_034832048.1	HMEL004007g1.t1
OG0007944	XP_034840974.1	HMEL015237g1.t1
OG0007945	XP_034828888.1	HMEL011497g1.t1
OG0007946	XP_034840975.1	HMEL015236g1.t1
OG0007947	XP_034839291.1	HMEL009539g1.t1
OG0007948	XP_034828919.1	HMEL021239g1.t1
OG0007949	XP_034832034.1	HMEL003530g1.t1
OG0007950	XP_034826680.1	HMEL009294g1.t1
OG0007951	XP_034832049.1	HMEL003529g1.t1
OG0007952	XP_034832036.1	HMEL003528g1.t1
OG0007953	XP_034831501.1	HMEL003943g1.t1
OG0007954	XP_034834985.1	HMEL009168g1.t1
OG0007955	XP_034831496.1	HMEL037746g1.t1
OG0007956	XP_034832184.1	HMEL012349g1.t1
OG0007957	XP_034830704.1	HMEL009169g1.t1
OG0007958	XP_034831639.1	HMEL037748g1.t1
OG0007959	XP_034832053.1	HMEL012347g1.t1
OG0007960	XP_034826768.1	HMEL009297g1.t1
OG0007961	XP_034825211.1	HMEL008969g1.t1
OG0007962	XP_034831741.1	HMEL031703g1.t1
OG0007963	XP_034831153.1	HMEL005663g1.t1
OG0007964	XP_034841525.1	HMEL015228g1.t1
OG0007965	XP_034829057.1	HMEL003293g1.t1
OG0007966	XP_034831152.1	HMEL005660g1.t1
OG0007967	XP_034841523.1	HMEL015227g1.t1
OG0007968	XP_034830668.1	HMEL000025-RA
OG0007969	XP_034829050.1	HMEL003289g1.t1
OG0007970	XP_034831690.1	HMEL037756g1.t1
OG0007971	XP_034831743.1	HMEL012344g1.t1
OG0007972	XP_034828891.1	HMEL009531g1.t1
OG0007973	XP_034840429.1	HMEL003493g1.t1
OG0007974	XP_034824700.1	HMEL009766g1.t1
OG0007975	XP_034831742.1	HMEL031704g1.t1
OG0007976	XP_034832183.1	HMEL031705g1.t1
OG0007977	XP_034827220.1	HMEL009299g1.t1
OG0007978	XP_034831809.1	HMEL012341g1.t1
OG0007979	XP_034827209.1	HMEL009300g1.t1
OG0007980	XP_034825393.1	HMEL008964g1.t1
OG0007981	XP_034827867.1	HMEL011986g1.t1
OG0007982	XP_034832854.1	HMEL013767g1.t1
OG0007983	XP_034827840.1	HMEL011987g1.t1
OG0007984	XP_034840074.1	HMEL003491g1.t1
OG0007985	XP_034827222.1	HMEL002678g1.t1
OG0007986	XP_034828749.1	HMEL022032g1.t1
OG0007987	XP_034825175.1	HMEL008962g1.t1
OG0007988	XP_034827741.1	HMEL004145g1.t1
OG0007989	XP_034830740.1	HMEL000024-RA
OG0007990	XP_034824138.1	HMEL031014g1.t1
OG0007991	XP_034830742.1	HMEL000022-RA
OG0007992	XP_034828618.1	HMEL033081g1.t1
OG0007993	XP_034839447.1	HMEL007279g1.t1
OG0007994	XP_034840778.1	HMEL004855g1.t1
OG0007995	XP_034829419.1	HMEL022514-RA
OG0007996	XP_034827219.1	HMEL002682g1.t1
OG0007997	XP_034841081.1	HMEL015218g1.t1
OG0007998	XP_034825193.1	HMEL008959g1.t1
OG0007999	XP_034841086.1	HMEL015215g1.t1
OG0008000	XP_034841088.1	HMEL015214g1.t1
OG0008001	XP_034829275.1	HMEL003383g1.t1
OG0008002	XP_034841072.1	HMEL015211g1.t1
OG0008003	XP_034825181.1	HMEL008956g1.t1
OG0008004	XP_034839443.1	HMEL011019g1.t1
OG0008006	XP_034839437.1	HMEL011020g1.t1
OG0008007	XP_034839994.1	HMEL006441g1.t1
OG0008008	XP_034830787.1	HMEL000016g1.t1
OG0008009	XP_034825184.1	HMEL008955g1.t1
OG0008010	XP_034839440.1	HMEL011021g1.t1
OG0008011	XP_034841074.1	HMEL015209g1.t1
OG0008012	XP_034833119.1	HMEL011153g1.t1
OG0008013	XP_034824958.1	HMEL033083g1.t1
OG0008014	XP_034840020.1	HMEL006443g1.t1
OG0008015	XP_034828335.1	HMEL011673g1.t1
OG0008016	XP_034833401.1, XP_034833402.1	HMEL036357g1.t1
OG0008017	XP_034827304.1	HMEL002687g1.t1
OG0008018	XP_034827302.1	HMEL002688g1.t1
OG0008019	XP_034841090.1	HMEL015207g1.t1
OG0008020	XP_034826633.1	HMEL011084g1.t1
OG0008021	XP_034827301.1	HMEL002689g1.t1
OG0008022	XP_034833121.1	HMEL011155g1.t1
OG0008023	XP_034833404.1	HMEL021641g1.t1
OG0008024	XP_034826761.1	HMEL002690g1.t1
OG0008025	XP_034831315.1	HMEL037776g1.t1
OG0008026	XP_034827121.1	HMEL002691g1.t1
OG0008027	XP_034830114.1	HMEL009800g1.t1
OG0008028	XP_034839523.1	HMEL011024g1.t1
OG0008029	XP_034837463.1	HMEL002758g1.t1
OG0008030	XP_034830116.1	HMEL037136g1.t1
OG0008031	XP_034826127.1	HMEL011078g1.t1
OG0008032	XP_034830334.1	HMEL002016g1.t1
OG0008033	XP_034826129.1	HMEL011207g1.t1
OG0008034	XP_034830115.1	HMEL004535g1.t1
OG0008035	XP_034832181.1	HMEL012332g1.t1
OG0008036	XP_034827443.1	HMEL006145g1.t1
OG0008037	XP_034832333.1	HMEL012330g1.t1
OG0008038	XP_034839915.1	HMEL035294g1.t1
OG0008039	XP_034831621.1	HMEL037767g1.t1
OG0008040	XP_034838355.1	HMEL030945g1.t1
OG0008041	XP_034826737.1	HMEL002694g1.t1
OG0008042	XP_034839435.1	HMEL011026g1.t1
OG0008043	XP_034828894.1	HMEL035989g1.t1
OG0008044	XP_034825017.1	HMEL007353g1.t1
OG0008045	XP_034830344.1	HMEL002011g1.t1
OG0008047	XP_034828187.1	HMEL006137g1.t1
OG0008048	XP_034832332.1	HMEL012328g1.t1
