Orthogroup	Maniola_hyperantus	Bicyclus_anynana
OG0009389	XP_034834179.1	Bany_09780-RA
OG0009390	XP_034825710.1	Bany_05671-RA
OG0009391	XP_034834152.1	Bany_09781-RA
OG0009393	XP_034841169.1	Bany_00563-RA
OG0009394	XP_034828369.1, XP_034828368.1	Bany_10980-RA
OG0009395	XP_034832209.1	Bany_09102-RA
OG0009396	XP_034836008.1	Bany_17359-RA
OG0009397	XP_034831186.1	Bany_14041-RA
OG0009398	XP_034831181.1	Bany_14042-RA
OG0009399	XP_034826493.1	Bany_02366-RA
OG0009400	XP_034833882.1	Bany_09792-RA
OG0009401	XP_034841120.1	Bany_00571-RA
OG0009402	XP_034833850.1	Bany_09794-RA
OG0009403	XP_034831687.1	Bany_14046-RA
OG0009404	XP_034831685.1	Bany_14047-RA
OG0009405	XP_034828650.1	Bany_10986-RA
OG0009406	XP_034824399.1	Bany_10352-RA
OG0009407	XP_034828858.1	Bany_10987-RA
OG0009409	XP_034829199.1	Bany_15866-RA
OG0009410	XP_034829203.1	Bany_15867-RA
OG0009411	XP_034833458.1	Bany_15304-RA
OG0009412	XP_034834492.1	Bany_14743-RA
OG0009413	XP_034834489.1	Bany_14744-RA
OG0009414	XP_034832199.1	Bany_09117-RA
OG0009415	XP_034836635.1	Bany_16858-RA
OG0009416	XP_034829435.1	Bany_15872-RA
OG0009417	XP_034826597.1	Bany_02372-RA
OG0009418	XP_034840731.1	Bany_03163-RA
OG0009419	XP_034838252.1	Bany_04853-RA
OG0009420	XP_034839725.1	Bany_07662-RA
OG0009421	XP_034839718.1	Bany_07663-RA
OG0009422	XP_034840632.1	Bany_03164-RA
OG0009423	XP_034841122.1	Bany_00586-RA
OG0009424	XP_034840461.1	Bany_03170-RA
OG0009425	XP_034831922.1	Bany_09121-RA
OG0009426	XP_034834651.1	Bany_14748-RA
OG0009427	XP_034834640.1	Bany_14749-RA
OG0009428	XP_034835274.1	Bany_11712-RA
OG0009429	XP_034834065.1	Bany_04867-RA
OG0009430	XP_034834148.1	Bany_04872-RA
OG0009431	XP_034834650.1	Bany_14752-RA
OG0009432	XP_034831771.1	Bany_09129-RA
OG0009433	XP_034834649.1	Bany_14753-RA
OG0009434	XP_034828648.1	Bany_10994-RA
OG0009435	XP_034831196.1	Bany_14072-RA
OG0009436	XP_034834603.1	Bany_14758-RA
OG0009437	XP_034834602.1	Bany_14759-RA
OG0009438	XP_034831563.1	Bany_14073-RA
OG0009439	XP_034831294.1	Bany_14077-RA
OG0009440	XP_034831779.1	Bany_09133-RA
OG0009441	XP_034831073.1	Bany_14078-RA
OG0009442	XP_034837699.1	Bany_07052-RA
OG0009443	XP_034836198.1	Bany_17392-RA
OG0009444	XP_034841451.1	Bany_00604-RA
OG0009445	XP_034828348.1	Bany_03994-RA
OG0009446	XP_034831071.1	Bany_14080-RA
OG0009447	XP_034831070.1	Bany_14081-RA
OG0009448	XP_034829550.1	Bany_12256-RA
OG0009449	XP_034831591.1, XP_034827793.1, XP_034824121.1	Bany_15380-RA, Bany_11718-RA
OG0009450	XP_034840530.1	Bany_03175-RA
OG0009451	XP_034834606.1	Bany_14762-RA
OG0009452	XP_034824353.1	Bany_03996-RA
OG0009453	XP_034833256.1	Bany_15312-RA
OG0009454	XP_034829244.1	Bany_15885-RA
OG0009455	XP_034836389.1	Bany_16908-RA
OG0009456	XP_034835920.1	Bany_17398-RA
OG0009457	XP_034840987.1	Bany_00612-RA
OG0009458	XP_034836546.1	Bany_16910-RA
OG0009459	XP_034830311.1	Bany_08408-RA
OG0009460	XP_034836296.1	Bany_16911-RA
OG0009461	XP_034836426.1	Bany_16917-RA
OG0009462	XP_034827990.1	Bany_01536-RA
OG0009463	XP_034833999.1	Bany_09821-RA
OG0009464	XP_034833977.1	Bany_09822-RA
OG0009465	XP_034835058.1	Bany_11732-RA
OG0009466	XP_034837683.1	Bany_07059-RA
OG0009467	XP_034836294.1	Bany_16919-RA
OG0009469	XP_034840125.1	Bany_03181-RA
OG0009470	XP_034825617.1	Bany_04017-RA
OG0009471	XP_034835057.1	Bany_11739-RA
OG0009472	XP_034829432.1	Bany_15894-RA
OG0009473	XP_034833209.1	Bany_15323-RA
OG0009474	XP_034840128.1	Bany_04020-RA
OG0009475	XP_034829434.1	Bany_15898-RA
OG0009476	XP_034834431.1, XP_034834991.1	Bany_14782-RA
OG0009477	XP_034835059.1	Bany_11750-RA
OG0009478	XP_034835048.1	Bany_11751-RA
OG0009479	XP_034840274.1	Bany_03184-RA
OG0009482	XP_034834421.1	Bany_14788-RA
OG0009485	XP_034834877.1	Bany_14792-RA
OG0009486	XP_034840800.1	Bany_03186-RA
OG0009487	XP_034840795.1	Bany_03187-RA
OG0009488	XP_034829951.1	Bany_12277-RA
OG0009489	XP_034824939.1	Bany_10382-RA
OG0009490	XP_034833998.1	Bany_09841-RA
OG0009491	XP_034833984.1	Bany_09843-RA
OG0009492	XP_034834006.1	Bany_09845-RA
OG0009493	XP_034833996.1	Bany_09846-RA
OG0009494	XP_034829660.1	Bany_04032-RA
OG0009495	XP_034829933.1	Bany_12280-RA
OG0009496	XP_034834873.1	Bany_14795-RA
OG0009497	XP_034831340.1	Bany_14117-RA
OG0009498	XP_034834000.1	Bany_04034-RA
OG0009499	XP_034828904.1	Bany_11009-RA
OG0009500	XP_034828966.1	Bany_15903-RA
OG0009501	XP_034841056.1	Bany_00634-RA
OG0009502	XP_034834894.1	Bany_14803-RA
OG0009503	XP_034828728.1	Bany_11012-RA
OG0009504	XP_034834895.1	Bany_14804-RA
OG0009505	XP_034833994.1	Bany_09855-RA
OG0009506	XP_034834172.1	Bany_09858-RA
OG0009507	XP_034837569.1	Bany_07075-RA
OG0009508	XP_034825431.1	Bany_04043-RA
OG0009509	XP_034829923.1	Bany_12282-RA
OG0009510	XP_034825514.1	Bany_04048-RA
OG0009511	XP_034825494.1	Bany_04049-RA
OG0009513	XP_034840087.1	Bany_03194-RA
OG0009514	XP_034840088.1	Bany_03195-RA
OG0009515	XP_034840299.1	Bany_03199-RA
OG0009516	XP_034837667.1	Bany_07085-RA
OG0009517	XP_034840104.1	Bany_03200-RA
OG0009518	XP_034829952.1	Bany_12291-RA
OG0009519	XP_034831523.1	Bany_14148-RA
OG0009520	XP_034831522.1	Bany_14149-RA
OG0009521	XP_034833553.1	Bany_15351-RA
OG0009522	XP_034824497.1	Bany_10391-RA
OG0009523	XP_034828661.1	Bany_11018-RA
OG0009524	XP_034828662.1	Bany_11019-RA
OG0009525	XP_034828672.1	Bany_11020-RA
OG0009526	XP_034829957.1	Bany_12294-RA
OG0009527	XP_034839354.1	Bany_07706-RA
OG0009528	XP_034828969.1	Bany_15927-RA
OG0009529	XP_034831371.1	Bany_14155-RA
OG0009530	XP_034828970.1	Bany_15931-RA
OG0009531	XP_034840123.1	Bany_03202-RA
OG0009532	XP_034828667.1	Bany_11023-RA
OG0009533	XP_034840117.1	Bany_03203-RA
OG0009534	XP_034831467.1	Bany_14160-RA
OG0009535	XP_034840102.1	Bany_03204-RA
OG0009536	XP_034827640.1	Bany_01583-RA
OG0009537	XP_034834787.1	Bany_04913-RA
OG0009538	XP_034829309.1	Bany_15934-RA
OG0009539	XP_034830630.1	Bany_08439-RA
OG0009540	XP_034827633.1	Bany_01587-RA
OG0009541	XP_034829267.1	Bany_15941-RA
OG0009542	XP_034827643.1	Bany_01595-RA
OG0009543	XP_034827308.1	Bany_06405-RA
OG0009544	XP_034832381.1	Bany_09182-RA
OG0009545	XP_034841333.1	Bany_04061-RA
OG0009546	XP_034832344.1	Bany_09184-RA
OG0009547	XP_034837627.1	Bany_07099-RA
OG0009548	XP_034824844.1	Bany_10395-RA
OG0009549	XP_034827635.1	Bany_01599-RA
OG0009550	XP_034841439.1	Bany_04066-RA
OG0009551	XP_034841283.1	Bany_04067-RA
OG0009552	XP_034824840.1	Bany_10397-RA
OG0009553	XP_034824849.1	Bany_10400-RA
OG0009554	XP_034839805.1, XP_034839806.1	Bany_07710-RA
OG0009555	XP_034829230.1	Bany_15946-RA
OG0009556	XP_034829234.1	Bany_15949-RA
OG0009557	XP_034829233.1	Bany_15950-RA
OG0009558	XP_034830320.1	Bany_08451-RA
OG0009559	XP_034824240.1	Bany_10406-RA
OG0009560	XP_034833327.1	Bany_15364-RA
OG0009561	XP_034829609.1	Bany_12313-RA
OG0009562	XP_034829288.1	Bany_15955-RA
OG0009563	XP_034839572.1	Bany_07712-RA
OG0009564	XP_034826603.1	Bany_02416-RA
OG0009565	XP_034841366.1	Bany_04072-RA
OG0009566	XP_034829286.1	Bany_15959-RA
OG0009567	XP_034829287.1	Bany_15960-RA
OG0009569	XP_034828968.1	Bany_15962-RA
OG0009570	XP_034837796.1	Bany_07108-RA
OG0009571	XP_034840103.1	Bany_03212-RA
OG0009572	XP_034828967.1	Bany_15964-RA
OG0009573	XP_034829411.1	Bany_15966-RA
OG0009574	XP_034833328.1	Bany_15374-RA
OG0009575	XP_034824231.1	Bany_10411-RA
OG0009576	XP_034826211.1	Bany_02420-RA
OG0009577	XP_034827106.1	Bany_06429-RA
OG0009578	XP_034830440.1	Bany_08455-RA
OG0009579	XP_034831818.1	Bany_09196-RA
OG0009580	XP_034837795.1	Bany_07115-RA
OG0009581	XP_034829137.1	Bany_15971-RA
OG0009582	XP_034828960.1	Bany_15972-RA
OG0009583	XP_034831472.1	Bany_14167-RA
OG0009584	XP_034824195.1	Bany_10421-RA
OG0009585	XP_034840135.1	Bany_03228-RA
OG0009586	XP_034839745.1	Bany_07722-RA
OG0009587	XP_034835040.1	Bany_11807-RA
OG0009588	XP_034824271.1	Bany_10425-RA
OG0009589	XP_034825804.1	Bany_02432-RA
OG0009590	XP_034826141.1	Bany_04084-RA
OG0009591	XP_034832495.1	Bany_09206-RA
OG0009592	XP_034829135.1	Bany_15982-RA
OG0009593	XP_034827628.1	Bany_01618-RA
OG0009594	XP_034840335.1	Bany_03233-RA
OG0009595	XP_034829278.1	Bany_15983-RA
OG0009596	XP_034829281.1	Bany_15985-RA
OG0009597	XP_034829277.1	Bany_15986-RA
OG0009598	XP_034829108.1	Bany_15987-RA
OG0009599	XP_034829153.1	Bany_15988-RA
OG0009600	XP_034832487.1	Bany_09213-RA
OG0009601	XP_034840167.1	Bany_03239-RA
OG0009602	XP_034835468.1	Bany_04937-RA
OG0009603	XP_034827783.1	Bany_01624-RA
OG0009604	XP_034827378.1	Bany_04096-RA
OG0009605	XP_034827393.1	Bany_04098-RA
OG0009606	XP_034828070.1	Bany_01628-RA
OG0009607	XP_034841413.1	Bany_00705-RA
OG0009608	XP_034841392.1	Bany_00706-RA
OG0009609	XP_034826711.1	Bany_06446-RA
OG0009610	XP_034841414.1	Bany_00711-RA
OG0009611	XP_034841375.1	Bany_00714-RA
OG0009612	XP_034831416.1	Bany_14192-RA
OG0009613	XP_034834390.1	Bany_14862-RA
OG0009614	XP_034835229.1	Bany_04105-RA
OG0009615	XP_034832061.1	Bany_09226-RA
OG0009616	XP_034830523.1	Bany_08497-RA
OG0009617	XP_034832867.1	Bany_13576-RA
OG0009618	XP_034824408.1	Bany_10440-RA
OG0009619	XP_034839526.1	Bany_07751-RA
OG0009620	XP_034833942.1	Bany_04957-RA
OG0009621	XP_034824656.1	Bany_10444-RA
OG0009622	XP_034840166.1	Bany_03249-RA
OG0009623	XP_034831502.1	Bany_04965-RA
OG0009626	XP_034830526.1	Bany_08519-RA
OG0009627	XP_034830539.1	Bany_08520-RA
OG0009628	XP_034837489.1	Bany_07145-RA
OG0009629	XP_034832047.1	Bany_09239-RA
OG0009630	XP_034826783.1	Bany_06464-RA
OG0009631	XP_034833114.1	Bany_13585-RA
OG0009632	XP_034833115.1	Bany_13587-RA
OG0009633	XP_034828610.1	Bany_11075-RA
OG0009634	XP_034825588.1	Bany_05744-RA
OG0009635	XP_034831169.1	Bany_14198-RA
OG0009636	XP_034827870.1	Bany_01651-RA
OG0009638	XP_034831931.1	Bany_04972-RA
OG0009639	XP_034840920.1	Bany_00745-RA
OG0009640	XP_034839399.1	Bany_07768-RA
OG0009641	XP_034831636.1	Bany_14205-RA
OG0009642	XP_034830053.1	Bany_04979-RA
OG0009643	XP_034824496.1	Bany_10455-RA
OG0009644	XP_034831149.1	Bany_14209-RA
OG0009645	XP_034830063.1	Bany_04981-RA
OG0009646	XP_034831692.1	Bany_14214-RA
OG0009647	XP_034826130.1	Bany_02464-RA
OG0009648	XP_034827221.1	Bany_06484-RA
OG0009649	XP_034825185.1	Bany_05763-RA
OG0009650	XP_034830745.1	Bany_08530-RA
OG0009651	XP_034840779.1	Bany_03289-RA
OG0009652	XP_034833877.1	Bany_04987-RA
OG0009653	XP_034825189.1	Bany_05770-RA
OG0009654	XP_034825900.1	Bany_02466-RA
OG0009655	XP_034830736.1	Bany_08535-RA
OG0009656	XP_034832026.1	Bany_09269-RA
OG0009657	XP_034828336.1	Bany_11100-RA
OG0009658	XP_034839990.1	Bany_03295-RA
OG0009659	XP_034826865.1	Bany_06497-RA
OG0009660	XP_034840023.1	Bany_03299-RA
OG0009661	XP_034827306.1	Bany_06500-RA
OG0009662	XP_034827724.1	Bany_01671-RA
OG0009663	XP_034839869.1	Bany_03306-RA
OG0009664	XP_034833836.1	Bany_04995-RA
OG0009665	XP_034826229.1	Bany_02476-RA
OG0009666	XP_034839982.1	Bany_03313-RA
OG0009667	XP_034840024.1	Bany_03314-RA
OG0009668	XP_034828333.1	Bany_11110-RA
OG0009669	XP_034830335.1	Bany_08561-RA
OG0009670	XP_034831624.1	Bany_14226-RA
OG0009671	XP_034827974.1	Bany_01678-RA
OG0009672	XP_034840017.1	Bany_03320-RA
OG0009674	XP_034828227.1	Bany_01682-RA
OG0009675	XP_034839460.1	Bany_07786-RA
OG0009676	XP_034839991.1	Bany_03322-RA
OG0009677	XP_034839992.1	Bany_03323-RA
OG0009678	XP_034840315.1	Bany_03324-RA
OG0009679	XP_034840079.1	Bany_03326-RA
OG0009681	XP_034828197.1	Bany_01687-RA
OG0009682	XP_034840824.1	Bany_04143-RA
OG0009683	XP_034831789.1	Bany_09285-RA
OG0009684	XP_034831042.1	Bany_05012-RA
OG0009685	XP_034830151.1	Bany_12386-RA
OG0009686	XP_034831120.1	Bany_05016-RA
OG0009687	XP_034839301.1	Bany_07791-RA
OG0009688	XP_034832425.1	Bany_09291-RA
OG0009689	XP_034839222.1	Bany_07794-RA
OG0009690	XP_034824248.1	Bany_10477-RA
OG0009693	XP_034824996.1	Bany_05795-RA
OG0009694	XP_034824232.1	Bany_10485-RA
OG0009695	XP_034827120.1	Bany_06539-RA
OG0009697	XP_034824115.1	Bany_00787-RA
OG0009698	XP_034829997.1	Bany_12405-RA
OG0009699	XP_034824252.1	Bany_10496-RA
OG0009700	XP_034824591.1	Bany_04172-RA
OG0009701	XP_034824335.1	Bany_10499-RA
OG0009702	XP_034826057.1	Bany_02523-RA
OG0009703	XP_034839980.1	Bany_03336-RA
OG0009705	XP_034828039.1	Bany_01722-RA
OG0009706	XP_034839515.1	Bany_07814-RA
OG0009707	XP_034839889.1	Bany_03341-RA
OG0009708	XP_034824796.1	Bany_04179-RA
OG0009709	XP_034839403.1	Bany_07817-RA
OG0009710	XP_034840423.1	Bany_03345-RA
OG0009712	XP_034828038.1	Bany_01728-RA
OG0009713	XP_034840018.1	Bany_03348-RA
OG0009714	XP_034824586.1	Bany_10505-RA
OG0009715	XP_034831157.1	Bany_04180-RA
OG0009716	XP_034839954.1	Bany_03355-RA
OG0009717	XP_034829083.1	Bany_04182-RA
OG0009718	XP_034829118.1	Bany_04183-RA
OG0009719	XP_034839223.1	Bany_07824-RA
OG0009720	XP_034827473.1	Bany_01731-RA
OG0009721	XP_034840007.1	Bany_03359-RA
OG0009722	XP_034831372.1	Bany_04186-RA
OG0009723	XP_034839989.1	Bany_03364-RA
OG0009724	XP_034839909.1	Bany_03365-RA
OG0009726	XP_034830188.1	Bany_04192-RA
OG0009727	XP_034840013.1	Bany_03369-RA
OG0009728	XP_034840009.1	Bany_03370-RA
OG0009729	XP_034839942.1	Bany_03376-RA, Bany_03371-RA
OG0009730	XP_034840011.1	Bany_03372-RA
OG0009731	XP_034827890.1	Bany_01741-RA
OG0009732	XP_034837158.1	Bany_05065-RA
OG0009733	XP_034830098.1	Bany_12423-RA
OG0009734	XP_034829912.1	Bany_12424-RA
OG0009735	XP_034840019.1	Bany_03381-RA
OG0009736	XP_034827197.1	Bany_04200-RA
OG0009737	XP_034839998.1	Bany_03384-RA
OG0009738	XP_034841105.1	Bany_00829-RA
OG0009739	XP_034826157.1	Bany_02544-RA
OG0009740	XP_034839517.1	Bany_07845-RA
OG0009741	XP_034827177.1	Bany_04208-RA
OG0009742	XP_034827661.1	Bany_01755-RA
OG0009743	XP_034832342.1	Bany_04210-RA
OG0009744	XP_034830708.1	Bany_08617-RA
OG0009747	XP_034830419.1	Bany_08619-RA
OG0009748	XP_034840418.1	Bany_03397-RA
OG0009749	XP_034830325.1	Bany_08620-RA
OG0009750	XP_034824264.1	Bany_10538-RA
OG0009751	XP_034830676.1	Bany_08628-RA
OG0009752	XP_034827522.1	Bany_01760-RA
OG0009753	XP_034827353.1, XP_034827277.1	Bany_04225-RA
OG0009754	XP_034827929.1	Bany_01769-RA
OG0009755	XP_034826271.1	Bany_04231-RA
OG0009756	XP_034826208.1	Bany_02561-RA
OG0009757	XP_034825133.1	Bany_05821-RA
OG0009758	XP_034825142.1	Bany_05823-RA
OG0009759	XP_034825085.1	Bany_04240-RA
OG0009760	XP_034826928.1	Bany_01797-RA
OG0009761	XP_034840197.1	Bany_03405-RA
OG0009762	XP_034826180.1	Bany_02568-RA
OG0009763	XP_034839199.1	Bany_07862-RA
OG0009764	XP_034825370.1	Bany_05837-RA
OG0009765	XP_034840977.1	Bany_00858-RA
OG0009766	XP_034833689.1	Bany_05104-RA
OG0009767	XP_034833293.1	Bany_04257-RA
OG0009768	XP_034840381.1	Bany_03417-RA
OG0009769	XP_034840525.1	Bany_03433-RA
OG0009770	XP_034826367.1	Bany_02583-RA
OG0009771	XP_034825331.1	Bany_05843-RA
OG0009772	XP_034825590.1	Bany_05849-RA
OG0009773	XP_034825419.1	Bany_05851-RA
OG0009774	XP_034829284.1	Bany_04272-RA
OG0009775	XP_034825258.1	Bany_05857-RA
OG0009776	XP_034839534.1	Bany_07877-RA
OG0009777	XP_034841075.1	Bany_04284-RA
OG0009778	XP_034833634.1	Bany_05118-RA
OG0009779	XP_034839465.1	Bany_07888-RA
OG0009780	XP_034839646.1	Bany_07890-RA
OG0009783	XP_034824083.1	Bany_00900-RA
OG0009784	XP_034824035.1	Bany_00913-RA
OG0009785	XP_034836708.1	Bany_05140-RA
OG0009786	XP_034836809.1	Bany_05142-RA
OG0009787	XP_034833623.1	Bany_05144-RA
OG0009788	XP_034836793.1	Bany_05149-RA
OG0009789	XP_034832998.1	Bany_05161-RA
OG0009790	XP_034833046.1	Bany_05170-RA
OG0010017	XP_034829999.1	Bany_11825-RA
OG0010018	XP_034837399.1	Bany_17692-RA
OG0010020	XP_034831987.1	Bany_04301-RA
OG0010021	XP_034826135.1	Bany_01815-RA
OG0010023	XP_034834918.1	Bany_14266-RA
OG0010024	XP_034833845.1	Bany_09339-RA
OG0010025	XP_034834269.1	Bany_09340-RA
OG0010026	XP_034829633.1	Bany_16038-RA, Bany_16688-RA, Bany_09559-RA, Bany_06058-RA, Bany_12408-RA
OG0010028	XP_034837505.1	Bany_06555-RA
OG0010029	XP_034832258.1	Bany_08662-RA
OG0010030	XP_034826352.1	Bany_04313-RA, Bany_16272-RA, Bany_16748-RA, Bany_01913-RA, Bany_01910-RA
OG0010031	XP_034835725.1	Bany_03472-RA, Bany_09406-RA
OG0010032	XP_034827748.1	Bany_00941-RA
OG0010033	XP_034834920.1	Bany_14273-RA, Bany_14272-RA
OG0010034	XP_034836063.1	Bany_14898-RA
OG0010035	XP_034838817.1	Bany_16046-RA
OG0010037	XP_034836039.1	Bany_14901-RA
OG0010038	XP_034825050.1	Bany_05195-RA
OG0010039	XP_034825522.1	Bany_05197-RA
OG0010041	XP_034833033.1	Bany_13037-RA
OG0010042	XP_034829037.1	Bany_15478-RA
OG0010043	XP_034829888.1	Bany_11843-RA, Bany_11844-RA
OG0010044	XP_034825525.1	Bany_05200-RA
OG0010046	XP_034830975.1	Bany_04333-RA
OG0010047	XP_034825854.1	Bany_01870-RA
OG0010051	XP_034832186.1	Bany_04343-RA
OG0010052	XP_034834615.1	Bany_14306-RA
OG0010054	XP_034831175.1	Bany_13659-RA
OG0010056	XP_034838806.1	Bany_16090-RA
OG0010058	XP_034828293.1	Bany_00986-RA
OG0010060	XP_034826355.1	Bany_01898-RA
OG0010061	XP_034830391.1	Bany_07989-RA
OG0010063	XP_034837350.1	Bany_04374-RA
OG0010064	XP_034833021.1	Bany_13064-RA
OG0010065	XP_034833861.1	Bany_09369-RA
OG0010066	XP_034825450.1	Bany_05231-RA
OG0010068	XP_034833427.1	Bany_14939-RA
OG0010069	XP_034826890.1	Bany_05919-RA
OG0010070	XP_034833019.1	Bany_13072-RA
OG0010071	XP_034833018.1	Bany_13073-RA
OG0010074	XP_034824016.1	Bany_00048-RA
OG0010075	XP_034834077.1, XP_034834078.1, XP_034834076.1	Bany_09382-RA
OG0010076	XP_034823997.1	Bany_00062-RA
OG0010077	XP_034837807.1	Bany_12552-RA
OG0010078	XP_034829964.1	Bany_11865-RA
OG0010079	XP_034831408.1	Bany_13712-RA
OG0010082	XP_034823953.1	Bany_00078-RA
OG0010083	XP_034824220.1	Bany_09973-RA
OG0010084	XP_034828953.1	Bany_15537-RA
OG0010086	XP_034841189.1	Bany_00085-RA
OG0010087	XP_034835632.1	Bany_11199-RA
OG0010088	XP_034833048.1	Bany_13120-RA, Bany_13121-RA
OG0010089	XP_034832602.1	Bany_13123-RA
OG0010090	XP_034835071.1	Bany_11207-RA
OG0010091	XP_034824718.1	Bany_09975-RA
OG0010093	XP_034840704.1	Bany_02699-RA
OG0010094	XP_034833599.1	Bany_14955-RA
OG0010095	XP_034828940.1	Bany_15548-RA
OG0010097	XP_034830402.1	Bany_08016-RA
OG0010099	XP_034840714.1	Bany_02705-RA
OG0010100	XP_034832804.1	Bany_13132-RA
OG0010101	XP_034833053.1	Bany_13135-RA
OG0010103	XP_034832620.1	Bany_13138-RA
OG0010104	XP_034840870.1	Bany_00098-RA
OG0010105	XP_034838184.1	Bany_12586-RA
OG0010107	XP_034828597.1	Bany_10690-RA
OG0010109	XP_034835513.1	Bany_11244-RA
OG0010110	XP_034835514.1, XP_034835701.1	Bany_11245-RA
OG0010114	XP_034828928.1	Bany_10696-RA
OG0010115	XP_034833056.1	Bany_13156-RA
OG0010116	XP_034840711.1	Bany_02728-RA
OG0010118	XP_034836433.1	Bany_16545-RA
OG0010119	XP_034829173.1	Bany_15576-RA
OG0010120	XP_034841545.1	Bany_00126-RA
OG0010121	XP_034828681.1	Bany_10699-RA
OG0010122	XP_034831626.1	Bany_13750-RA
OG0010123	XP_034838781.1	Bany_16178-RA
OG0010124	XP_034824714.1, XP_034824957.1	Bany_09991-RA
OG0010125	XP_034836889.1	Bany_17499-RA
OG0010125	XP_034836887.1	Bany_17500-RA, Bany_17501-RA
OG0010126	XP_034836885.1, XP_034836886.1	Bany_17502-RA
OG0010127	XP_034825681.1	Bany_05290-RA
OG0010128	XP_034826476.1	Bany_01971-RA
OG0010129	XP_034841549.1	Bany_00136-RA
OG0010130	XP_034839279.1	Bany_07267-RA
OG0010131	XP_034833239.1	Bany_14977-RA
OG0010132	XP_034836413.1	Bany_16559-RA
OG0010134	XP_034831513.1	Bany_04451-RA
OG0010135	XP_034837411.1	Bany_17801-RA
OG0010136	XP_034825228.1	Bany_05802-RA
OG0010136	XP_034833602.1	Bany_14983-RA
OG0010137	XP_034841541.1	Bany_00168-RA
OG0010139	XP_034839650.1	Bany_12735-RA, Bany_15598-RA, Bany_12289-RA
OG0010140	XP_034826938.1	Bany_05971-RA
OG0010141	XP_034829111.1	Bany_15599-RA, Bany_15601-RA
OG0010142	XP_034838756.1	Bany_16206-RA
OG0010143	XP_034836881.1	Bany_17507-RA
OG0010144	XP_034828692.1	Bany_10735-RA
OG0010145	XP_034825950.1	Bany_02008-RA
OG0010146	XP_034827474.1	Bany_01072-RA
OG0010147	XP_034838406.1	Bany_13495-RA, Bany_06667-RA
OG0010148	XP_034841221.1	Bany_00187-RA
OG0010149	XP_034834326.1	Bany_09479-RA
OG0010150	XP_034838749.1	Bany_16221-RA
OG0010151	XP_034834947.1	Bany_14426-RA
OG0010151	XP_034834948.1	Bany_14427-RA
OG0010152	XP_034825361.1	Bany_05310-RA
OG0010153	XP_034828696.1	Bany_10771-RA
OG0010154	XP_034828772.1	Bany_10773-RA
OG0010155	XP_034835407.1	Bany_11306-RA
OG0010156	XP_034826482.1	Bany_02033-RA
OG0010157	XP_034839372.1	Bany_07287-RA
OG0010159	XP_034827041.1	Bany_06027-RA
OG0010160	XP_034825549.1	Bany_05333-RA
OG0010162	XP_034826306.1	Bany_02042-RA
OG0010163	XP_034830582.1	Bany_08099-RA
OG0010164	XP_034839350.1	Bany_07294-RA
OG0010165	XP_034824885.1	Bany_10030-RA
OG0010167	XP_034831282.1	Bany_13774-RA
OG0010169	XP_034830129.1	Bany_11950-RA
OG0010170	XP_034838957.1	Bany_16253-RA
OG0010171	XP_034840133.1	Bany_02812-RA
OG0010172	XP_034839545.1	Bany_02817-RA
OG0010173	XP_034839575.1	Bany_02818-RA
OG0010174	XP_034838900.1	Bany_16273-RA
OG0010175	XP_034835394.1	Bany_11329-RA
OG0010176	XP_034828506.1	Bany_10793-RA
OG0010177	XP_034828500.1	Bany_10794-RA
OG0010178	XP_034834219.1	Bany_09521-RA
OG0010180	XP_034827779.1	Bany_01114-RA
OG0010182	XP_034835613.1	Bany_11341-RA
OG0010183	XP_034833611.1	Bany_15022-RA
OG0010184	XP_034835736.1	Bany_17135-RA
OG0010185	XP_034835735.1	Bany_17136-RA
OG0010187	XP_034840578.1	Bany_02829-RA
OG0010189	XP_034836326.1	Bany_16629-RA
OG0010190	XP_034824277.1	Bany_10049-RA
OG0010191	XP_034838659.1	Bany_06762-RA
OG0010192	XP_034830576.1	Bany_08124-RA
OG0010193	XP_034834481.1	Bany_14459-RA
OG0010194	XP_034836064.1	Bany_17159-RA
OG0010195	XP_034833106.1	Bany_04542-RA
OG0010196	XP_034835294.1	Bany_11350-RA
OG0010197	XP_034832466.1	Bany_08814-RA
OG0010198	XP_034839144.1	Bany_07335-RA
OG0010203	XP_034840145.1	Bany_02860-RA
OG0010204	XP_034835109.1	Bany_11364-RA
OG0010205	XP_034833665.1	Bany_15035-RA
OG0010206	XP_034825834.1	Bany_02113-RA
OG0010209	XP_034832522.1	Bany_13260-RA
OG0010210	XP_034832515.1	Bany_13264-RA
OG0010211	XP_034824749.1	Bany_10074-RA
OG0010212	XP_034833073.1	Bany_13269-RA
OG0010213	XP_034836227.1	Bany_17183-RA
OG0010214	XP_034836624.1	Bany_16653-RA
OG0010215	XP_034830980.1	Bany_08147-RA
OG0010216	XP_034835066.1	Bany_11378-RA
OG0010217	XP_034836625.1	Bany_16660-RA
OG0010218	XP_034832238.1	Bany_08837-RA
OG0010219	XP_034827056.1	Bany_06124-RA
OG0010220	XP_034838417.1	Bany_06795-RA
OG0010223	XP_034838041.1	Bany_12841-RA
OG0010225	XP_034831163.1	Bany_13840-RA
OG0010226	XP_034840864.1	Bany_00283-RA
OG0010227	XP_034838013.1	Bany_12850-RA
OG0010228	XP_034832137.1	Bany_08862-RA
OG0010229	XP_034828656.1	Bany_10834-RA
OG0010230	XP_034832235.1	Bany_08863-RA
OG0010231	XP_034835318.1	Bany_11409-RA
