Orthogroup	Maniola_hyperantus	Danaus_plexippus
OG0007705	XP_034829955.1	DPOGS205520-PA
OG0007706	XP_034826203.1	DPOGS209302-PA
OG0007707	XP_034831471.1	DPOGS212390-PA
OG0007708	XP_034840422.1	DPOGS212424-PA
OG0007709	XP_034829266.1	DPOGS209953-PA
OG0007710	XP_034833868.1	DPOGS202689-PA
OG0007711	XP_034839376.1	DPOGS212581-PA
OG0007712	XP_034834433.1	DPOGS201004-PA
OG0007713	XP_034827029.1	DPOGS207650-PA
OG0007714	XP_034833712.1	DPOGS202702-PA
OG0007715	XP_034827611.1	DPOGS207006-PA
OG0007716	XP_034837765.1	DPOGS205532-PA
OG0007717	XP_034828668.1	DPOGS210738-PA
OG0007718	XP_034840108.1	DPOGS202102-PA
OG0007719	XP_034827639.1	DPOGS206929-PA
OG0007720	XP_034827637.1	DPOGS207007-PA
OG0007721	XP_034837622.1	DPOGS205530-PA
OG0007722	XP_034837621.1	DPOGS205507-PA
OG0007723	XP_034840907.1	DPOGS204273-PA
OG0007724	XP_034840906.1	DPOGS204276-PA
OG0007725	XP_034828529.1	DPOGS210716-PA
OG0007726	XP_034827223.1	DPOGS207662-PA
OG0007727	XP_034828523.1	DPOGS210736-PA
OG0007728	XP_034833438.1	DPOGS215412-PA
OG0007729	XP_034827225.1	DPOGS202797-PA
OG0007730	XP_034833429.1	DPOGS215413-PA
OG0007731	XP_034837620.1	DPOGS205508-PA
OG0007732	XP_034840012.1	DPOGS214281-PA
OG0007733	XP_034827232.1	DPOGS202798-PA
OG0007734	XP_034827843.1	DPOGS207012-PA
OG0007735	XP_034834439.1	DPOGS201933-PA
OG0007736	XP_034832354.1	DPOGS207699-PA
OG0007737	XP_034825963.1	DPOGS206421-PA
OG0007738	XP_034841453.1	DPOGS214285-PA
OG0007739	XP_034828519.1	DPOGS210718-PA
OG0007740	XP_034833325.1	DPOGS215378-PA
OG0007741	XP_034824243.1	DPOGS211398-PA
OG0007742	XP_034826754.1	DPOGS202824-PA
OG0007743	XP_034824241.1	DPOGS211420-PA
OG0007744	XP_034839445.1	DPOGS212559-PA
OG0007745	XP_034824244.1	DPOGS211397-PA
OG0007746	XP_034833326.1	DPOGS215376-PA
OG0007747	XP_034829409.1	DPOGS209975-PA, DPOGS214000-PA
OG0007748	XP_034826897.1	DPOGS202823-PA
OG0007749	XP_034833318.1	DPOGS215417-PA
OG0007750	XP_034829949.1	DPOGS200052-PA
OG0007751	XP_034826132.1	DPOGS206420-PA
OG0007752	XP_034826131.1	DPOGS202378-PA
OG0007753	XP_034827104.1	DPOGS202822-PA
OG0007754	XP_034827206.1	DPOGS202800-PA
OG0007755	XP_034833330.1	DPOGS215375-PA
OG0007756	XP_034826209.1	DPOGS202377-PA
OG0007757	XP_034828520.1	DPOGS210720-PA
OG0007758	XP_034835116.1	DPOGS201932-PA
OG0007760	XP_034830640.1	DPOGS200324-PA
OG0007761	XP_034840121.1	DPOGS202098-PA
OG0007762	XP_034829603.1	DPOGS200055-PA
OG0007763	XP_034833316.1	DPOGS215419-PA
OG0007764	XP_034840899.1	DPOGS213960-PA
OG0007765	XP_034824230.1	DPOGS211396-PA
OG0007766	XP_034827198.1	DPOGS202802-PA
OG0007767	XP_034840903.1	DPOGS213934-PA
OG0007768	XP_034832678.1	DPOGS203501-PA
OG0007769	XP_034832690.1	DPOGS203567-PA
OG0007770	XP_034835385.1	DPOGS201923-PA
OG0007771	XP_034832576.1	DPOGS203499-PA
OG0007772	XP_034829588.1	DPOGS200057-PA
OG0007773	XP_034824862.1	DPOGS205832-PA
OG0007774	XP_034830798.1	DPOGS200325-PA
OG0007775	XP_034828585.1	DPOGS210724-PA
OG0007776	XP_034825803.1	DPOGS202375-PA
OG0007777	XP_034830444.1, XP_034830443.1	DPOGS200332-PA
OG0007778	XP_034825794.1	DPOGS202374-PA
OG0007779	XP_034835000.1	DPOGS215257-PA
OG0007780	XP_034828883.1	DPOGS200202-PA
OG0007781	XP_034828932.1, XP_034828931.1	DPOGS209966-PA
OG0007782	XP_034827620.1	DPOGS204185-PA
OG0007783	XP_034824193.1	DPOGS205847-PA
OG0007784	XP_034835041.1	DPOGS202878-PA
OG0007785	XP_034827642.1	DPOGS206922-PA
OG0007786	XP_034835043.1	DPOGS202879-PA
OG0007787	XP_034825530.1	DPOGS214086-PA
OG0007788	XP_034827602.1	DPOGS207016-PA
OG0007789	XP_034835039.1	DPOGS202920-PA
OG0007790	XP_034831469.1, XP_034831468.1	DPOGS212316-PA
OG0007791	XP_034829599.1	DPOGS200061-PA
OG0007792	XP_034832190.1	DPOGS200819-PA
OG0007793	XP_034829012.1	DPOGS200651-PA
OG0007794	XP_034827625.1	DPOGS206920-PA
OG0007795	XP_034837671.1	DPOGS205519-PA
OG0007796	XP_034827846.1	DPOGS207019-PA
OG0007797	XP_034835457.1	DPOGS202883-PA
OG0007798	XP_034825806.1	DPOGS210307-PA
OG0007799	XP_034839298.1	DPOGS212562-PA
OG0007800	XP_034835450.1	DPOGS202913-PA
OG0007801	XP_034824144.1	DPOGS213953-PA
OG0007802	XP_034824328.1	DPOGS205826-PA, DPOGS205827-PA
OG0007803	XP_034841419.1	DPOGS213952-PA
OG0007804	XP_034837678.1	DPOGS207915-PA
OG0007805	XP_034837672.1	DPOGS207922-PA
OG0007806	XP_034832494.1	DPOGS200821-PA
OG0007807	XP_034832784.1	DPOGS203576-PA
OG0007808	XP_034830926.1	DPOGS200304-PA
OG0007809	XP_034841382.1	DPOGS213951-PA
OG0007810	XP_034827283.1	DPOGS202815-PA
OG0007811	XP_034828587.1	DPOGS200205-PA
OG0007812	XP_034840406.1	DPOGS200186-PA
OG0007813	XP_034832478.1	DPOGS200823-PA
OG0007814	XP_034841406.1	DPOGS213950-PA
OG0007815	XP_034827631.1	DPOGS206917-PA
OG0007816	XP_034841409.1	DPOGS213948-PA
OG0007817	XP_034840439.1	DPOGS200131-PA
OG0007818	XP_034830936.1	DPOGS200333-PA
OG0007819	XP_034837464.1	DPOGS207920-PA
OG0007820	XP_034830938.1	DPOGS200334-PA
OG0007821	XP_034830085.1	DPOGS206490-PA
OG0007822	XP_034832748.1	DPOGS203486-PA
OG0007823	XP_034837470.1	DPOGS207918-PA
OG0007824	XP_034826128.1	DPOGS214094-PA
OG0007825	XP_034840175.1	DPOGS200132-PA
OG0007826	XP_034829809.1	DPOGS206487-PA
OG0007827	XP_034839335.1	DPOGS203315-PA
OG0007828	XP_034827650.1	DPOGS206966-PA
OG0007829	XP_034830796.1	DPOGS200335-PA
OG0007830	XP_034834001.1	DPOGS210608-PA
OG0007831	XP_034825119.1	DPOGS200741-PA
OG0007832	XP_034840409.1	DPOGS200179-PA
OG0007833	XP_034840164.1	DPOGS200133-PA
OG0007834	XP_034834261.1	DPOGS210602-PA
OG0007835	XP_034829119.1	DPOGS200597-PA
OG0007836	XP_034832661.1	DPOGS210607-PA
OG0007837	XP_034839567.1	DPOGS203316-PA
OG0007838	XP_034831350.1	DPOGS210609-PA
OG0007839	XP_034840410.1	DPOGS200134-PA
OG0007840	XP_034830505.1	DPOGS200296-PA
OG0007841	XP_034841407.1	DPOGS208723-PA
OG0007842	XP_034840273.1	DPOGS214092-PA
OG0007843	XP_034841389.1	DPOGS208724-PA
OG0007844	XP_034832496.1	DPOGS200870-PA
OG0007845	XP_034827401.1	DPOGS214091-PA
OG0007846	XP_034827349.1	DPOGS214090-PA
OG0007847	XP_034834397.1	DPOGS215269-PA
OG0007848	XP_034841370.1	DPOGS208715-PA
OG0007849	XP_034830175.1	DPOGS206493-PA
OG0007850	XP_034833104.1	DPOGS203478-PA
OG0007851	XP_034826692.1	DPOGS207659-PA
OG0007852	XP_034832479.1	DPOGS200869-PA
OG0007853	XP_034832471.1	DPOGS200830-PA
OG0007854	XP_034824143.1	DPOGS208713-PA
OG0007855	XP_034839748.1	DPOGS203400-PA
OG0007856	XP_034826713.1	DPOGS202836-PA
OG0007857	XP_034841365.1	DPOGS208728-PA
OG0007858	XP_034826248.1	DPOGS214916-PA
OG0007859	XP_034841418.1	DPOGS208710-PA
OG0007860	XP_034834416.1	DPOGS215244-PA
OG0007861	XP_034827392.1	DPOGS202786-PA
OG0007862	XP_034827386.1	DPOGS202787-PA
OG0007863	XP_034834417.1	DPOGS215271-PA
OG0007864	XP_034832863.1	DPOGS211611-PA
OG0007865	XP_034830540.1	DPOGS200340-PA
OG0007866	XP_034834399.1, XP_034834398.1	DPOGS215272-PA
OG0007867	XP_034824404.1	DPOGS215823-PA
OG0007868	XP_034832504.1	DPOGS200867-PA
OG0007869	XP_034830530.1	DPOGS200295-PA
OG0007870	XP_034827970.1	DPOGS206869-PA
OG0007871	XP_034834410.1	DPOGS215275-PA
OG0007872	XP_034840504.1	DPOGS214293-PA
OG0007873	XP_034829258.1	DPOGS200598-PA
OG0007874	XP_034831819.1	DPOGS200866-PA
OG0007875	XP_034841010.1	DPOGS208708-PA
OG0007876	XP_034840516.1	DPOGS214087-PA
OG0007877	XP_034826385.1	DPOGS214918-PA
OG0007878	XP_034839351.1	DPOGS203308-PA
OG0007879	XP_034826388.1	DPOGS214909-PA
OG0007880	XP_034829256.1	DPOGS200640-PA
OG0007881	XP_034830535.1	DPOGS200293-PA
OG0007882	XP_034830536.1	DPOGS200342-PA
OG0007883	XP_034839321.1	DPOGS203307-PA
OG0007884	XP_034830538.1	DPOGS200292-PA
OG0007885	XP_034830528.1	DPOGS200291-PA
OG0007886	XP_034826390.1	DPOGS214908-PA
OG0007887	XP_034824853.1	DPOGS209928-PA
OG0007888	XP_034830527.1	DPOGS200344-PA
OG0007889	XP_034830532.1	DPOGS200345-PA
OG0007890	XP_034830519.1	DPOGS200290-PA
OG0007891	XP_034829259.1	DPOGS200601-PA
OG0007892	XP_034830514.1	DPOGS200346-PA
OG0007893	XP_034829033.1	DPOGS200637-PA
OG0007894	XP_034830529.1	DPOGS200347-PA
OG0007895	XP_034831807.1	DPOGS200864-PA
OG0007896	XP_034831804.1	DPOGS200863-PA
OG0007897	XP_034828100.1	DPOGS206867-PA
OG0007898	XP_034824651.1	DPOGS209930-PA
OG0007899	XP_034830520.1	DPOGS200350-PA
OG0007900	XP_034831981.1	DPOGS200834-PA
OG0007901	XP_034832051.1	DPOGS200862-PA
OG0007902	XP_034834221.1	DPOGS210596-PA
OG0007903	XP_034828602.1	DPOGS200210-PA
OG0007904	XP_034829148.1	DPOGS200636-PA
OG0007905	XP_034829416.1	DPOGS200603-PA
OG0007906	XP_034840168.1	DPOGS207642-PA
OG0007908	XP_034839434.1	DPOGS203340-PA
OG0007909	XP_034830791.1	DPOGS200287-PA
OG0007910	XP_034840923.1	DPOGS208731-PA
OG0007911	XP_034840107.1	DPOGS207641-PA
OG0007912	XP_034838525.1	DPOGS210593-PA
OG0007913	XP_034824141.1	DPOGS208706-PA
OG0007914	XP_034826704.1	DPOGS202831-PA
OG0007915	XP_034832033.1	DPOGS200835-PA
OG0007916	XP_034824855.1	DPOGS209924-PA
OG0007917	XP_034824172.1	DPOGS208732-PA
OG0007918	XP_034830511.1	DPOGS200353-PA
OG0007919	XP_034833923.1	DPOGS210592-PA
OG0007920	XP_034839400.1	DPOGS203921-PA
OG0007921	XP_034839392.1	DPOGS203920-PA
OG0007922	XP_034840069.1	DPOGS207622-PA
OG0007923	XP_034828174.1	DPOGS207072-PA
OG0007924	XP_034826862.1	DPOGS202830-PA
OG0007925	XP_034828172.1	DPOGS207073-PA
OG0007926	XP_034834704.1	DPOGS210590-PA
OG0007927	XP_034832786.1	DPOGS211613-PA
OG0007928	XP_034830534.1	DPOGS200285-PA
OG0007929	XP_034830515.1	DPOGS200356-PA
OG0007930	XP_034828173.1	DPOGS206865-PA
OG0007931	XP_034832045.1	DPOGS200861-PA
OG0007932	XP_034833118.1	DPOGS211614-PA
OG0007933	XP_034828175.1	DPOGS207074-PA
OG0007934	XP_034827865.1	DPOGS207075-PA
OG0007936	XP_034833116.1	DPOGS211602-PA
OG0007937	XP_034825372.1	DPOGS200715-PA
OG0007938	XP_034828653.1	DPOGS208317-PA
OG0007939	XP_034832046.1	DPOGS200838-PA
OG0007940	XP_034828915.1	DPOGS208318-PA
OG0007941	XP_034825985.1	DPOGS208702-PA
OG0007942	XP_034827868.1	DPOGS207077-PA
OG0007943	XP_034832048.1	DPOGS200859-PA
OG0007944	XP_034840974.1	DPOGS208741-PA
OG0007945	XP_034828888.1	DPOGS208311-PA
OG0007946	XP_034840975.1	DPOGS208701-PA
OG0007947	XP_034839291.1	DPOGS202979-PA
OG0007948	XP_034828919.1	DPOGS208320-PA
OG0007949	XP_034832034.1	DPOGS200841-PA
OG0007950	XP_034826680.1	DPOGS202781-PA
OG0007951	XP_034832049.1	DPOGS200858-PA
OG0007952	XP_034832036.1	DPOGS200842-PA
OG0007953	XP_034831501.1	DPOGS212380-PA
OG0007954	XP_034834985.1	DPOGS210588-PA
OG0007955	XP_034831496.1	DPOGS212337-PA
OG0007956	XP_034832184.1	DPOGS200857-PA
OG0007957	XP_034830704.1	DPOGS202185-PA
OG0007958	XP_034831639.1	DPOGS212339-PA
OG0007959	XP_034832053.1	DPOGS200844-PA
OG0007960	XP_034826768.1	DPOGS202841-PA
OG0007961	XP_034825211.1	DPOGS200743-PA
OG0007962	XP_034831741.1	DPOGS200856-PA
OG0007963	XP_034831153.1	DPOGS212375-PA
OG0007964	XP_034841525.1	DPOGS208695-PA
OG0007965	XP_034829057.1	DPOGS200630-PA
OG0007966	XP_034831152.1	DPOGS212373-PA
OG0007967	XP_034841523.1	DPOGS208746-PA
OG0007968	XP_034830668.1	DPOGS200358-PA
OG0007969	XP_034829050.1	DPOGS200629-PA
OG0007970	XP_034831690.1	DPOGS212343-PA
OG0007971	XP_034831743.1	DPOGS200854-PA
OG0007972	XP_034828891.1	DPOGS202351-PA
OG0007973	XP_034840429.1	DPOGS204769-PA
OG0007974	XP_034824700.1	DPOGS209918-PA
OG0007975	XP_034831742.1	DPOGS200845-PA
OG0007976	XP_034832183.1	DPOGS200853-PA
OG0007977	XP_034827220.1	DPOGS202843-PA
OG0007978	XP_034831809.1	DPOGS200846-PA
OG0007979	XP_034827209.1	DPOGS202778-PA
OG0007980	XP_034825393.1	DPOGS200740-PA
OG0007981	XP_034827867.1	DPOGS207638-PA
OG0007982	XP_034832854.1	DPOGS211619-PA
OG0007983	XP_034827840.1	DPOGS207626-PA
OG0007984	XP_034840074.1	DPOGS204765-PA
OG0007985	XP_034827222.1	DPOGS202776-PA
OG0007986	XP_034828749.1	DPOGS202350-PA
OG0007987	XP_034825175.1	DPOGS200739-PA
OG0007988	XP_034827741.1	DPOGS207083-PA
OG0007989	XP_034830740.1	DPOGS200361-PA, DPOGS204321-PA
OG0007990	XP_034824138.1	DPOGS208749-PA
OG0007991	XP_034830742.1	DPOGS200362-PA
OG0007992	XP_034828618.1	DPOGS207628-PA
OG0007993	XP_034839447.1	DPOGS202991-PA
OG0007994	XP_034840778.1	DPOGS204756-PA
OG0007995	XP_034829419.1	DPOGS211039-PA
OG0007996	XP_034827219.1	DPOGS202846-PA
OG0007997	XP_034841081.1	DPOGS208690-PA
OG0007998	XP_034825193.1	DPOGS200726-PA
OG0007999	XP_034841086.1	DPOGS208751-PA
OG0008000	XP_034841088.1	DPOGS208688-PA
OG0008001	XP_034829275.1	DPOGS202081-PA
OG0008002	XP_034841072.1	DPOGS208752-PA
OG0008003	XP_034825181.1	DPOGS200728-PA
OG0008004	XP_034839443.1	DPOGS202999-PA
OG0008005	XP_034840003.1	DPOGS204758-PA
OG0008006	XP_034839437.1	DPOGS203007-PA
OG0008007	XP_034839994.1	DPOGS204760-PA
OG0008008	XP_034830787.1	DPOGS200277-PA
OG0008009	XP_034825184.1	DPOGS200735-PA, DPOGS200734-PA
OG0008010	XP_034839440.1	DPOGS202998-PA
OG0008011	XP_034841074.1	DPOGS208685-PA
OG0008012	XP_034833119.1	DPOGS206635-PA
OG0008013	XP_034824958.1	DPOGS207630-PA
OG0008014	XP_034840020.1	DPOGS204759-PA
OG0008015	XP_034828335.1	DPOGS211492-PA
OG0008016	XP_034833401.1, XP_034833402.1	DPOGS215395-PA
OG0008017	XP_034827304.1	DPOGS202771-PA
OG0008018	XP_034827302.1	DPOGS202850-PA
OG0008019	XP_034841090.1	DPOGS208684-PA
OG0008020	XP_034826633.1	DPOGS208150-PA
OG0008021	XP_034827301.1	DPOGS202770-PA
OG0008022	XP_034833121.1	DPOGS206634-PA
OG0008023	XP_034833404.1	DPOGS200034-PA
OG0008024	XP_034826761.1	DPOGS202769-PA
OG0008025	XP_034831315.1	DPOGS212345-PA
OG0008026	XP_034827121.1	DPOGS202851-PA
OG0008027	XP_034830114.1	DPOGS205563-PA
OG0008028	XP_034839523.1	DPOGS203008-PA
OG0008029	XP_034837463.1	DPOGS208361-PA
OG0008030	XP_034830116.1	DPOGS205562-PA
OG0008031	XP_034826127.1	DPOGS208155-PA
OG0008032	XP_034830334.1	DPOGS215040-PA
OG0008033	XP_034826129.1	DPOGS208154-PA
OG0008034	XP_034830115.1	DPOGS210253-PA
OG0008035	XP_034832181.1	DPOGS207438-PA
OG0008036	XP_034827443.1	DPOGS206858-PA
OG0008037	XP_034832333.1	DPOGS207497-PA
OG0008038	XP_034839915.1	DPOGS205931-PA
OG0008039	XP_034831621.1	DPOGS212365-PA
OG0008040	XP_034838355.1	DPOGS202193-PA
OG0008041	XP_034826737.1	DPOGS202854-PA
OG0008042	XP_034839435.1	DPOGS203011-PA
OG0008043	XP_034828894.1	DPOGS211488-PA
OG0008044	XP_034825017.1	DPOGS209334-PA
OG0008045	XP_034830344.1	DPOGS215063-PA
OG0008047	XP_034828187.1	DPOGS207093-PA
OG0008048	XP_034832332.1	DPOGS207441-PA
OG0008050	XP_034831228.1	DPOGS202196-PA
OG0008051	XP_034831975.1	DPOGS207442-PA
OG0008052	XP_034833823.1	DPOGS202195-PA
OG0008053	XP_034830144.1	DPOGS210214-PA
OG0008054	XP_034831161.1	DPOGS202202-PA
OG0008055	XP_034830152.1	DPOGS210249-PA
OG0008056	XP_034831788.1	DPOGS205703-PA
OG0008057	XP_034823918.1	DPOGS208674-PA
OG0008058	XP_034826231.1	DPOGS211557-PA
OG0008060	XP_034828178.1	DPOGS207095-PA
OG0008061	XP_034831207.1, XP_034825447.1	DPOGS202218-PA
OG0008062	XP_034831032.1	DPOGS202204-PA
OG0008063	XP_034831095.1	DPOGS202217-PA
OG0008065	XP_034826394.1	DPOGS211554-PA
OG0008066	XP_034824245.1	DPOGS211379-PA
OG0008067	XP_034825007.1	DPOGS205616-PA
OG0008068	XP_034828195.1	DPOGS206848-PA
OG0008069	XP_034824246.1	DPOGS211380-PA
OG0008070	XP_034831054.1	DPOGS202206-PA
OG0008071	XP_034832429.1	DPOGS205708-PA
OG0008072	XP_034825035.1	DPOGS205679-PA
OG0008073	XP_034826401.1	DPOGS211538-PA
OG0008075	XP_034824298.1	DPOGS211432-PA
OG0008076	XP_034839453.1	DPOGS202985-PA
OG0008077	XP_034828181.1, XP_034828180.1	DPOGS206847-PA
OG0008078	XP_034831852.1	DPOGS205709-PA
OG0008079	XP_034824297.1	DPOGS211431-PA
OG0008080	XP_034832573.1	DPOGS202207-PA
OG0008081	XP_034825015.1	DPOGS205619-PA
OG0008082	XP_034824490.1	DPOGS211385-PA
OG0008083	XP_034825034.1	DPOGS205677-PA
OG0008084	XP_034826397.1	DPOGS213322-PA
OG0008085	XP_034824588.1	DPOGS211430-PA
OG0008086	XP_034825978.1	DPOGS213324-PA
OG0008087	XP_034832586.1	DPOGS202213-PA
OG0008088	XP_034831415.1	DPOGS202208-PA
OG0008089	XP_034834409.1	DPOGS202211-PA
OG0008090	XP_034826620.1	DPOGS200048-PA
OG0008091	XP_034829996.1	DPOGS210219-PA
OG0008092	XP_034828194.1	DPOGS207101-PA
OG0008093	XP_034832176.1	DPOGS205689-PA
OG0008094	XP_034831758.1	DPOGS205688-PA
OG0008095	XP_034826044.1	DPOGS200047-PA
OG0008096	XP_034824884.1	DPOGS205838-PA
OG0008097	XP_034830774.1	DPOGS215047-PA
OG0008098	XP_034839456.1	DPOGS203028-PA
OG0008099	XP_034828205.1	DPOGS207106-PA
OG0008100	XP_034838197.1	DPOGS202209-PA
OG0008101	XP_034823919.1	DPOGS202146-PA
OG0008102	XP_034838200.1	DPOGS201404-PA
OG0008103	XP_034823912.1	DPOGS202147-PA
OG0008104	XP_034823913.1	DPOGS202178-PA
OG0008105	XP_034827842.1	DPOGS206841-PA
OG0008106	XP_034827736.1	DPOGS206840-PA
OG0008108	XP_034823895.1	DPOGS202177-PA
OG0008109	XP_034830773.1	DPOGS215049-PA
OG0008110	XP_034823907.1	DPOGS202149-PA
OG0008111	XP_034824360.1	DPOGS202443-PA
OG0008112	XP_034830699.1	DPOGS215054-PA
OG0008113	XP_034826032.1	DPOGS212919-PA
OG0008114	XP_034826047.1	DPOGS212907-PA
OG0008115	XP_034824410.1	DPOGS202442-PA
OG0008116	XP_034826045.1	DPOGS212906-PA
OG0008117	XP_034830700.1	DPOGS215050-PA
OG0008118	XP_034839220.1	DPOGS203338-PA
OG0008119	XP_034828032.1	DPOGS207140-PA
OG0008120	XP_034826056.1	DPOGS212922-PA, DPOGS212905-PA
OG0008121	XP_034839976.1	DPOGS212426-PA
OG0008122	XP_034826049.1	DPOGS211716-PA
OG0008123	XP_034831787.1	DPOGS201412-PA
OG0008124	XP_034839842.1	DPOGS212418-PA
OG0008125	XP_034830757.1	DPOGS209081-PA
OG0008126	XP_034828037.1	DPOGS206812-PA
OG0008127	XP_034827435.1	DPOGS206813-PA
OG0008128	XP_034823904.1	DPOGS202154-PA
OG0008129	XP_034831484.1	DPOGS201897-PA
OG0008130	XP_034841039.1	DPOGS202170-PA
OG0008131	XP_034830758.1	DPOGS209073-PA
OG0008132	XP_034841032.1	DPOGS202155-PA
OG0008133	XP_034839459.1	DPOGS202988-PA
OG0008134	XP_034839983.1	DPOGS212431-PA
OG0008135	XP_034841049.1	DPOGS202157-PA
OG0008136	XP_034837076.1	DPOGS201543-PA
OG0008137	XP_034827470.1	DPOGS206817-PA
OG0008138	XP_034840421.1	DPOGS212435-PA
OG0008139	XP_034841033.1	DPOGS202159-PA
OG0008140	XP_034841031.1	DPOGS202166-PA, DPOGS202165-PA
OG0008141	XP_034826622.1	DPOGS211732-PA
OG0008142	XP_034828231.1	DPOGS207134-PA
OG0008143	XP_034841040.1	DPOGS202160-PA
OG0008144	XP_034836976.1	DPOGS201416-PA
OG0008146	XP_034828232.1	DPOGS206819-PA
OG0008148	XP_034839845.1	DPOGS212437-PA
OG0008149	XP_034839981.1	DPOGS212408-PA
OG0008150	XP_034837139.1	DPOGS201418-PA
OG0008151	XP_034840000.1	DPOGS212407-PA
OG0008152	XP_034840008.1	DPOGS212440-PA
OG0008153	XP_034840921.1	DPOGS202412-PA
OG0008154	XP_034840908.1	DPOGS202409-PA
OG0008155	XP_034830614.1	DPOGS209088-PA
OG0008156	XP_034837051.1	DPOGS201538-PA
OG0008157	XP_034827139.1	DPOGS201886-PA
OG0008158	XP_034827695.1	DPOGS206823-PA
OG0008159	XP_034827697.1	DPOGS207131-PA
OG0008160	XP_034826515.1	DPOGS211720-PA
OG0008161	XP_034826520.1	DPOGS211726-PA
OG0008162	XP_034826524.1	DPOGS211721-PA
OG0008163	XP_034840955.1	DPOGS202406-PA
OG0008164	XP_034827151.1	DPOGS201847-PA
OG0008165	XP_034824435.1	DPOGS213657-PA
OG0008166	XP_034830763.1	DPOGS209376-PA
OG0008167	XP_034824112.1	DPOGS202405-PA
OG0008168	XP_034840057.1	DPOGS201880-PA
OG0008169	XP_034825660.1	DPOGS205621-PA
OG0008171	XP_034825665.1	DPOGS205623-PA
OG0008172	XP_034830675.1	DPOGS209386-PA
OG0008173	XP_034826451.1	DPOGS201874-PA
OG0008174	XP_034825101.1	DPOGS205624-PA
OG0008175	XP_034825103.1	DPOGS205666-PA
OG0008176	XP_034827584.1	DPOGS207127-PA, DPOGS207126-PA
OG0008177	XP_034825097.1	DPOGS205625-PA
OG0008178	XP_034830672.1	DPOGS209384-PA
OG0008179	XP_034841012.1	DPOGS202400-PA
OG0008180	XP_034825135.1	DPOGS205665-PA
OG0008181	XP_034830767.1	DPOGS209365-PA
OG0008182	XP_034825134.1	DPOGS205627-PA
OG0008183	XP_034827926.1	DPOGS206827-PA
OG0008184	XP_034827924.1	DPOGS207125-PA
OG0008185	XP_034827921.1	DPOGS207124-PA
OG0008186	XP_034827914.1	DPOGS207122-PA
OG0008187	XP_034825890.1	DPOGS214958-PA
OG0008188	XP_034827917.1	DPOGS207120-PA
OG0008189	XP_034827927.1	DPOGS206832-PA
OG0008190	XP_034830764.1	DPOGS209382-PA
OG0008191	XP_034824795.1	DPOGS201870-PA
OG0008192	XP_034830441.1	DPOGS209381-PA
OG0008193	XP_034825784.1	DPOGS201869-PA
OG0008194	XP_034827930.1	DPOGS207118-PA
OG0008195	XP_034836916.1	DPOGS201427-PA
OG0008196	XP_034825147.1	DPOGS205661-PA
OG0008197	XP_034825140.1	DPOGS205660-PA
OG0008198	XP_034825132.1	DPOGS205633-PA
OG0008199	XP_034827908.1	DPOGS207115-PA
OG0008200	XP_034825157.1	DPOGS205634-PA
OG0008201	XP_034837093.1	DPOGS201533-PA
OG0008202	XP_034827911.1	DPOGS207113-PA
OG0008203	XP_034838383.1	DPOGS201531-PA
OG0008204	XP_034841182.1	DPOGS214902-PA
OG0008205	XP_034825445.1	DPOGS205637-PA
OG0008206	XP_034839307.1	DPOGS208364-PA
OG0008208	XP_034826650.1	DPOGS215154-PA
OG0008209	XP_034840813.1	DPOGS200161-PA
OG0008210	XP_034825443.1	DPOGS205638-PA
OG0008211	XP_034826675.1	DPOGS215156-PA
OG0008212	XP_034839750.1	DPOGS200150-PA
OG0008213	XP_034826632.1	DPOGS204095-PA
OG0008214	XP_034828154.1	DPOGS201563-PA
OG0008215	XP_034829751.1	DPOGS201562-PA
OG0008216	XP_034839201.1, XP_034839200.1	DPOGS208382-PA
OG0008217	XP_034840412.1	DPOGS200138-PA
OG0008218	XP_034835100.1	DPOGS201431-PA
OG0008219	XP_034840413.1	DPOGS200140-PA
OG0008220	XP_034840354.1	DPOGS200141-PA
OG0008221	XP_034825451.1	DPOGS205652-PA
OG0008222	XP_034827571.1	DPOGS201567-PA
OG0008223	XP_034835125.1	DPOGS201559-PA
OG0008224	XP_034831425.1	DPOGS201452-PA
OG0008225	XP_034824426.1	DPOGS201554-PA
OG0008226	XP_034834611.1	DPOGS201553-PA
OG0008227	XP_034834425.1	DPOGS201552-PA
OG0008228	XP_034841177.1	DPOGS200016-PA
OG0008229	XP_034840523.1	DPOGS200143-PA
OG0008230	XP_034826212.1	DPOGS214832-PA
OG0008231	XP_034826183.1	DPOGS214828-PA
OG0008232	XP_034840191.1	DPOGS200164-PA
OG0008233	XP_034840304.1	DPOGS200147-PA
OG0008234	XP_034825418.1	DPOGS214784-PA
OG0008235	XP_034825981.1	DPOGS206513-PA
OG0008236	XP_034825406.1	DPOGS211921-PA
OG0008237	XP_034825982.1	DPOGS205473-PA
OG0008238	XP_034828490.1	DPOGS211800-PA
OG0008239	XP_034825096.1	DPOGS212200-PA
OG0008240	XP_034841135.1	DPOGS211841-PA
OG0008241	XP_034839231.1	DPOGS208372-PA
OG0008242	XP_034841098.1	DPOGS211838-PA
OG0008243	XP_034841020.1	DPOGS211435-PA
OG0008244	XP_034841050.1	DPOGS211835-PA
OG0008245	XP_034835833.1	DPOGS201499-PA
OG0008246	XP_034835809.1	DPOGS201447-PA
OG0008247	XP_034839230.1	DPOGS203288-PA
OG0008248	XP_034824096.1	DPOGS211438-PA
