Orthogroup	Maniola_hyperantus	Junonia_coenia
OG0008655	XP_034841216.1	JC_00703-RA
OG0008656	XP_034837208.1	JC_14840-RA
OG0008657	XP_034836135.1	JC_12903-RA
OG0008658	XP_034825653.1	JC_08009-RA
OG0008659	XP_034840451.1	JC_03750-RA
OG0008661	XP_034831287.1	JC_06837-RA
OG0008662	XP_034831286.1	JC_06840-RA
OG0008665	XP_034828535.1	JC_06216-RA
OG0008666	XP_034824278.1, XP_034839899.1	JC_04542-RA
OG0008669	XP_034825399.1	JC_02454-RA
OG0008670	XP_034834851.1	JC_10701-RA
OG0008671	XP_034834567.1	JC_10735-RA
OG0008672	XP_034831288.1	JC_06844-RA
OG0008674	XP_034827666.1	JC_16360-RA
OG0008676	XP_034827776.1	JC_16359-RA
OG0008679	XP_034834963.1	JC_10730-RA
OG0008680	XP_034831285.1	JC_06846-RA
OG0008681	XP_034826841.1	JC_09664-RA
OG0008682	XP_034826005.1, XP_034826002.1	JC_14404-RA
OG0008683	XP_034839558.1	JC_03763-RA
OG0008684	XP_034836454.1	JC_14025-RA
OG0008685	XP_034835724.1	JC_12889-RA
OG0008686	XP_034834217.1	JC_12474-RA
OG0008688	XP_034836959.1	JC_15701-RA
OG0008689	XP_034839663.1	JC_01917-RA
OG0008691	XP_034832248.1	JC_07502-RA
OG0008693	XP_034826803.1	JC_09660-RA
OG0008694	XP_034838742.1	JC_09464-RA
OG0008695	XP_034837869.1	JC_17040-RA
OG0008696	XP_034826066.1	JC_14390-RA
OG0008697	XP_034839359.1, XP_034839360.1	JC_01927-RA
OG0008698	XP_034835081.1	JC_10157-RA
OG0008701	XP_034829896.1	JC_08752-RA
OG0008704	XP_034837358.1	JC_14858-RA
OG0008705	XP_034832063.1	JC_07485-RA
OG0008706	XP_034830059.1	JC_08760-RA
OG0008707	XP_034828803.1, XP_034828804.1	JC_06348-RA
OG0008711	XP_034824226.1	JC_04392-RA
OG0008712	XP_034835731.1	JC_12874-RA
OG0008713	XP_034840182.1	JC_03781-RA
OG0008715	XP_034840026.1	JC_03785-RA
OG0008716	XP_034834049.1	JC_12456-RA
OG0008717	XP_034839586.1	JC_03788-RA
OG0008718	XP_034825938.1	JC_08047-RA
OG0008719	XP_034836516.1	JC_14016-RA
OG0008720	XP_034825908.1	JC_08049-RA
OG0008722	XP_034825968.1	JC_08051-RA
OG0008723	XP_034824268.1	JC_07933-RA
OG0008724	XP_034828494.1	JC_06354-RA
OG0008725	XP_034824947.1	JC_04381-RA
OG0008726	XP_034834050.1	JC_12452-RA
OG0008727	XP_034837391.1	JC_14993-RA
OG0008728	XP_034827333.1	JC_09640-RA
OG0008731	XP_034830555.1	JC_03497-RA
OG0008732	XP_034837947.1	JC_03946-RA, JC_03947-RA
OG0008733	XP_034835395.1	JC_10150-RA
OG0008734	XP_034838639.1	JC_16120-RA
OG0008735	XP_034836960.1	JC_15689-RA
OG0008737	XP_034841239.1	JC_00670-RA
OG0008738	XP_034827902.1	JC_16329-RA
OG0008739	XP_034829100.1	JC_05445-RA
OG0008741	XP_034838885.1	JC_16487-RA
OG0008743	XP_034829105.1	JC_02175-RA
OG0008744	XP_034835757.1	JC_12834-RA
OG0008745	XP_034834299.1	JC_12445-RA
OG0008746	XP_034834298.1	JC_12446-RA
OG0008748	XP_034827574.1	JC_12176-RA
OG0008750	XP_034827534.1	JC_12173-RA
OG0008752	XP_034835741.1, XP_034835739.1	JC_12842-RA
OG0008755	XP_034840370.1	JC_03798-RA
OG0008756	XP_034824746.1	JC_04551-RA
OG0008757	XP_034835737.1	JC_12849-RA
OG0008758	XP_034826696.1	JC_09639-RA
OG0008759	XP_034826931.1	JC_09636-RA
OG0008760	XP_034835803.1	JC_12857-RA
OG0008761	XP_034838690.1	JC_16108-RA, JC_16109-RA
OG0008762	XP_034835734.1	JC_12858-RA
OG0008763	XP_034838960.1	JC_16490-RA
OG0008765	XP_034826871.1	JC_09606-RA
OG0008766	XP_034828813.1	JC_06383-RA
OG0008768	XP_034828660.1	JC_06385-RA
OG0008770	XP_034827795.1	JC_12144-RA
OG0008771	XP_034838253.1	JC_16794-RA
OG0008772	XP_034836327.1	JC_14005-RA
OG0008773	XP_034827239.1	JC_09604-RA
OG0008777	XP_034837965.1	JC_16813-RA
OG0008778	XP_034827049.1	JC_09598-RA
OG0008780	XP_034836055.1	JC_13099-RA
OG0008782	XP_034840373.1	JC_03809-RA
OG0008783	XP_034841018.1	JC_00652-RA
OG0008784	XP_034825552.1	JC_02507-RA
OG0008785	XP_034825461.1	JC_02509-RA
OG0008786	XP_034839669.1	JC_02245-RA
OG0008787	XP_034837997.1	JC_16864-RA
OG0008788	XP_034838634.1	JC_15958-RA
OG0008789	XP_034824327.1	JC_08100-RA
OG0008790	XP_034837253.1	JC_15019-RA
OG0008791	XP_034838294.1	JC_17009-RA
OG0008792	XP_034824877.1	JC_04571-RA
OG0008794	XP_034840564.1	JC_03819-RA
OG0008795	XP_034824748.1	JC_04572-RA
OG0008797	XP_034841425.1	JC_00642-RA
OG0008798	XP_034834486.1	JC_10635-RA
OG0008799	XP_034840178.1	JC_03827-RA
OG0008800	XP_034832648.1	JC_11316-RA
OG0008801	XP_034838318.1	JC_16942-RA
OG0008802	XP_034833334.1	JC_06042-RA
OG0008804	XP_034832664.1	JC_11333-RA
OG0008805	XP_034832674.1	JC_11310-RA
OG0008807	XP_034825835.1	JC_14334-RA
OG0008808	XP_034840678.1	JC_03837-RA
OG0008810	XP_034841423.1	JC_00638-RA
OG0008811	XP_034827052.1	JC_09568-RA
OG0008812	XP_034827491.1	JC_12236-RA
OG0008813	XP_034833817.1	JC_12766-RA
OG0008816	XP_034836813.1	JC_15671-RA
OG0008817	XP_034833072.1	JC_11301-RA
OG0008818	XP_034836321.1	JC_13977-RA
OG0008819	XP_034831729.1	JC_07459-RA
OG0008820	XP_034824566.1	JC_04586-RA
OG0008824	XP_034824558.1	JC_04587-RA
OG0008825	XP_034838142.1	JC_08118-RA
OG0008826	XP_034837646.1	JC_08119-RA
OG0008827	XP_034835104.1	JC_10115-RA
OG0008828	XP_034824525.1	JC_04589-RA
OG0008829	XP_034835207.1	JC_10112-RA
OG0008831	XP_034832457.1	JC_07448-RA
OG0008834	XP_034838081.1	JC_06510-RA
OG0008837	XP_034841510.1	JC_00630-RA
OG0008838	XP_034830650.1	JC_03447-RA
OG0008839	XP_034835916.1	JC_13064-RA
OG0008840	XP_034830651.1	JC_03446-RA
OG0008841	XP_034830644.1	JC_03445-RA
OG0008842	XP_034834832.1, XP_034834831.1	JC_10650-RA
OG0008843	XP_034831561.1	JC_06979-RA
OG0008845	XP_034831162.1	JC_06977-RA
OG0008846	XP_034835534.1	JC_10084-RA
OG0008847	XP_034824553.1	JC_04622-RA
OG0008848	XP_034832160.1	JC_07514-RA
OG0008849	XP_034824568.1	JC_04623-RA
OG0008850	XP_034833207.1	JC_06019-RA
OG0008851	XP_034833820.1	JC_12745-RA
OG0008852	XP_034831618.1	JC_06971-RA
OG0008853	XP_034824554.1	JC_04630-RA
OG0008854	XP_034838562.1	JC_15938-RA
OG0008855	XP_034838934.1	JC_16434-RA
OG0008856	XP_034825629.1	JC_02536-RA
OG0008858	XP_034835094.1, XP_034835272.1	JC_10073-RA
OG0008859	XP_034835093.1	JC_10072-RA
OG0008860	XP_034838542.1	JC_15932-RA
OG0008861	XP_034832233.1	JC_07525-RA
OG0008862	XP_034825651.1	JC_02539-RA, JC_02540-RA
OG0008863	XP_034832131.1	JC_07528-RA
OG0008864	XP_034831028.1	JC_06964-RA
OG0008865	XP_034837308.1	JC_14949-RA
OG0008866	XP_034834331.1	JC_10659-RA
OG0008867	XP_034826690.1	JC_08167-RA
OG0008868	XP_034839554.1	JC_01989-RA
OG0008874	XP_034839020.1	JC_16417-RA
OG0008875	XP_034826384.1	JC_08171-RA
OG0008876	XP_034838972.1	JC_16418-RA
OG0008878	XP_034838292.1	JC_16903-RA, JC_16901-RA
OG0008880	XP_034838291.1	JC_16897-RA
OG0008881	XP_034824567.1	JC_04640-RA
OG0008884	XP_034837969.1	JC_16893-RA
OG0008885	XP_034823990.1	JC_00604-RA
OG0008886	XP_034824010.1	JC_00603-RA
OG0008889	XP_034839644.1	JC_02004-RA
OG0008890	XP_034831516.1	JC_06945-RA
OG0008891	XP_034839474.1	JC_02006-RA
OG0008892	XP_034833455.1	JC_06010-RA
OG0008893	XP_034838840.1	JC_16459-RA, JC_16460-RA
OG0008895	XP_034827263.1	JC_09529-RA
OG0008897	XP_034825480.1	JC_02560-RA
OG0008898	XP_034839213.1	JC_02009-RA
OG0008899	XP_034828437.1	JC_06420-RA
OG0008900	XP_034826705.1	JC_09527-RA
OG0008901	XP_034832373.1	JC_07650-RA
OG0008902	XP_034828441.1	JC_06424-RA
OG0008903	XP_034828442.1	JC_06425-RA
OG0008904	XP_034841210.1, XP_034841209.1	JC_00593-RA
OG0008905	XP_034828427.1	JC_06426-RA
OG0008906	XP_034841208.1	JC_00592-RA
OG0008907	XP_034829034.1	JC_05411-RA
OG0008909	XP_034828331.1	JC_06431-RA
OG0008910	XP_034840768.1	JC_03879-RA
OG0008911	XP_034826802.1	JC_08185-RA
OG0008912	XP_034825219.1	JC_02572-RA
OG0008916	XP_034832095.1	JC_07644-RA
OG0008918	XP_034832750.1	JC_01335-RA
OG0008920	XP_034835427.1	JC_10040-RA
OG0008921	XP_034825559.1	JC_02581-RA
OG0008922	XP_034824981.1	JC_04650-RA
OG0008926	XP_034825163.1	JC_02584-RA, JC_02585-RA
OG0008927	XP_034832736.1	JC_11289-RA
OG0008928	XP_034833080.1	JC_11284-RA
OG0008929	XP_034837293.1	JC_14919-RA
OG0008931	XP_034827329.1	JC_09505-RA, JC_09504-RA
OG0008933	XP_034836317.1	JC_13951-RA
OG0008935	XP_034829654.1	JC_08899-RA
OG0008937	XP_034835370.1	JC_10023-RA
OG0008941	XP_034824871.1	JC_04659-RA
OG0008942	XP_034838526.1	JC_15881-RA
OG0008943	XP_034832170.1	JC_07635-RA
OG0008944	XP_034836503.1	JC_13948-RA
OG0008945	XP_034834573.1	JC_10740-RA
OG0008946	XP_034835343.1	JC_10021-RA
OG0008947	XP_034831801.1	JC_07634-RA
OG0008948	XP_034836506.1	JC_13946-RA
OG0008949	XP_034840936.1	JC_00577-RA
OG0008950	XP_034840947.1	JC_00576-RA
OG0008951	XP_034831802.1	JC_07633-RA
OG0008952	XP_034840926.1	JC_00575-RA
OG0008954	XP_034835335.1	JC_10020-RA
OG0008955	XP_034830165.1	JC_08895-RA
OG0008957	XP_034827455.1	JC_16387-RA
OG0008958	XP_034832221.1	JC_07631-RA
OG0008959	XP_034838305.1	JC_16941-RA
OG0008960	XP_034831104.1	JC_06928-RA
OG0008961	XP_034835362.1	JC_10013-RA
OG0008962	XP_034836376.1	JC_13862-RA
OG0008963	XP_034833188.1, XP_034833187.1	JC_06001-RA
OG0008964	XP_034827122.1	JC_09497-RA
OG0008965	XP_034834015.1	JC_12312-RA
OG0008967	XP_034834792.1	JC_10827-RA
OG0008968	XP_034839941.1, XP_034834019.1	JC_12313-RA
OG0008969	XP_034826402.1	JC_08212-RA
OG0008972	XP_034840612.1	JC_03903-RA
OG0008973	XP_034840601.1	JC_03905-RA
OG0008974	XP_034832767.1	JC_11475-RA
OG0008976	XP_034836475.1	JC_13934-RA
OG0008977	XP_034833674.1	JC_05997-RA
OG0008981	XP_034831666.1	JC_06915-RA
OG0008984	XP_034840623.1	JC_03906-RA
OG0008985	XP_034839566.1	JC_15897-RA
OG0008987	XP_034837315.1	JC_14822-RA
OG0008988	XP_034837317.1	JC_14821-RA
OG0008989	XP_034833134.1	JC_05986-RA
OG0008990	XP_034828607.1	JC_06445-RA
OG0008995	XP_034833171.1	JC_05980-RA
OG0008996	XP_034828570.1	JC_06453-RA
OG0008997	XP_034832815.1	JC_11458-RA
OG0008999	XP_034837451.1	JC_14811-RA
OG0009000	XP_034835367.1	JC_09991-RA
OG0009001	XP_034832816.1	JC_11455-RA
OG0009002	XP_034836497.1, XP_034836496.1	JC_13947-RA
OG0009003	XP_034832810.1	JC_11454-RA
OG0009005	XP_034840628.1	JC_03910-RA
OG0009006	XP_034824452.1	JC_04687-RA
OG0009007	XP_034833657.1	JC_05973-RA
OG0009008	XP_034833658.1	JC_05972-RA
OG0009009	XP_034833478.1	JC_05969-RA
OG0009010	XP_034831048.1	JC_06905-RA
OG0009011	XP_034826844.1	JC_09487-RA
OG0009012	XP_034833483.1	JC_05966-RA
OG0009013	XP_034840756.1	JC_03962-RA
OG0009014	XP_034840758.1	JC_03964-RA
OG0009015	XP_034840211.1	JC_03965-RA
OG0009016	XP_034827539.1	JC_11697-RA
OG0009018	XP_034837175.1	JC_14804-RA
OG0009019	XP_034839629.1	JC_02077-RA
OG0009020	XP_034840505.1	JC_03967-RA
OG0009021	XP_034841363.1	JC_00547-RA
OG0009022	XP_034824486.1	JC_04700-RA
OG0009023	XP_034835987.1	JC_13173-RA
OG0009024	XP_034824442.1	JC_04702-RA
OG0009025	XP_034826776.1	JC_09478-RA
OG0009026	XP_034828890.1	JC_08240-RA
OG0009027	XP_034837986.1	JC_16850-RA
OG0009028	XP_034831063.1	JC_06880-RA
OG0009030	XP_034834785.1	JC_10813-RA
OG0009032	XP_034835971.1	JC_13177-RA
OG0009033	XP_034824791.1	JC_04707-RA
OG0009034	XP_034838430.1	JC_15835-RA, JC_15834-RA
OG0009035	XP_034834783.1	JC_10809-RA
OG0009036	XP_034832560.1	JC_11166-RA
OG0009037	XP_034840509.1	JC_03973-RA
OG0009039	XP_034839379.1	JC_02070-RA
OG0009040	XP_034834350.1	JC_10806-RA
OG0009042	XP_034835952.1	JC_13193-RA
OG0009044	XP_034840484.1	JC_03974-RA
OG0009045	XP_034840473.1	JC_03977-RA
OG0009047	XP_034831426.1	JC_07183-RA
OG0009048	XP_034840482.1	JC_03978-RA
OG0009049	XP_034828210.1	JC_11653-RA
OG0009050	XP_034834759.1	JC_10805-RA
OG0009051	XP_034825768.1	JC_02633-RA
OG0009052	XP_034830327.1	JC_03378-RA
OG0009053	XP_034834563.1	JC_10802-RA
OG0009054	XP_034836434.1	JC_13896-RA
OG0009055	XP_034829117.1	JC_05355-RA
OG0009056	XP_034828824.1	JC_06475-RA
OG0009058	XP_034840463.1	JC_03983-RA
OG0009059	XP_034834564.1	JC_10801-RA
OG0009060	XP_034824457.1	JC_04718-RA
OG0009062	XP_034840476.1	JC_03984-RA
OG0009063	XP_034827280.1	JC_09467-RA
OG0009066	XP_034840466.1	JC_03987-RA
OG0009069	XP_034840465.1	JC_03988-RA
OG0009070	XP_034824465.1	JC_04726-RA
OG0009071	XP_034834438.1	JC_10790-RA
OG0009072	XP_034831748.1	JC_01161-RA
OG0009074	XP_034838324.1	JC_16875-RA
OG0009075	XP_034840488.1	JC_03999-RA
OG0009076	XP_034832538.1, XP_034832539.1	JC_11182-RA
OG0009077	XP_034838492.1	JC_15791-RA
OG0009078	XP_034838191.1, XP_034838190.1	JC_17121-RA
OG0009079	XP_034834360.1	JC_10781-RA
OG0009080	XP_034825862.1	JC_14197-RA
OG0009084	XP_034834520.1, XP_034833927.1	JC_12366-RA
OG0009085	XP_034829636.1	JC_08866-RA
OG0009086	XP_034824483.1	JC_04738-RA
OG0009088	XP_034840226.1	JC_04002-RA
OG0009089	XP_034833875.1	JC_12264-RA
OG0009090	XP_034831305.1	JC_07173-RA
OG0009091	XP_034828584.1	JC_06484-RA
OG0009092	XP_034829540.1	JC_08861-RA
OG0009093	XP_034840231.1	JC_04004-RA
OG0009094	XP_034827760.1	JC_12092-RA
OG0009095	XP_034840232.1	JC_04005-RA
OG0009096	XP_034829365.1	JC_05339-RA
OG0009097	XP_034840256.1	JC_04006-RA
OG0009099	XP_034839623.1	JC_02045-RA
OG0009100	XP_034833127.1	JC_05950-RA
OG0009102	XP_034840263.1	JC_04007-RA
OG0009104	XP_034830376.1	JC_03354-RA
OG0009106	XP_034830283.1	JC_03352-RA
OG0009107	XP_034840234.1	JC_04010-RA
OG0009108	XP_034840235.1	JC_04012-RA
OG0009109	XP_034840257.1	JC_04013-RA
OG0009110	XP_034840241.1	JC_04014-RA
OG0009111	XP_034830286.1	JC_03350-RA
OG0009112	XP_034840229.1	JC_04019-RA
OG0009113	XP_034837290.1	JC_14688-RA
OG0009114	XP_034838021.1	JC_01177-RA
OG0009115	XP_034840216.1	JC_04024-RA
OG0009117	XP_034829794.1	JC_08851-RA
OG0009118	XP_034829802.1	JC_08849-RA
OG0009123	XP_034831490.1	JC_07161-RA
OG0009124	XP_034836214.1	JC_13210-RA
OG0009126	XP_034824287.1	JC_04763-RA
OG0009127	XP_034824275.1	JC_04764-RA
OG0009128	XP_034840261.1	JC_04028-RA
OG0009129	XP_034824813.1	JC_04765-RA
OG0009130	XP_034829508.1	JC_08264-RA
OG0009131	XP_034837919.1	JC_01185-RA
OG0009132	XP_034830902.1	JC_03348-RA
OG0009133	XP_034829476.1	JC_08267-RA
OG0009134	XP_034840385.1	JC_04030-RA
OG0009135	XP_034830910.1	JC_03347-RA
OG0009136	XP_034824078.1	JC_00510-RA
OG0009137	XP_034831486.1	JC_07157-RA
OG0009139	XP_034827943.1	JC_11663-RA
OG0009140	XP_034837872.1	JC_01187-RA
OG0009141	XP_034839615.1	JC_02080-RA
OG0009143	XP_034824325.1	JC_04777-RA
OG0009144	XP_034840386.1	JC_04041-RA
OG0009145	XP_034824076.1	JC_00502-RA
OG0009146	XP_034825564.1	JC_02678-RA
OG0009148	XP_034837279.1	JC_14669-RA
OG0009149	XP_034831612.1	JC_07155-RA
OG0009150	XP_034840978.1	JC_00496-RA
OG0009151	XP_034829143.1	JC_05318-RA
OG0009152	XP_034829159.1	JC_05316-RA
OG0009153	XP_034840236.1	JC_04045-RA
OG0009154	XP_034826200.1	JC_14164-RA
OG0009155	XP_034840215.1	JC_04050-RA
OG0009156	XP_034837707.1	JC_15236-RA
OG0009158	XP_034828659.1	JC_06500-RA
OG0009160	XP_034840244.1	JC_04052-RA
OG0009161	XP_034830695.1	JC_03329-RA
OG0009162	XP_034840387.1	JC_04053-RA
OG0009163	XP_034841016.1	JC_00493-RA
OG0009164	XP_034828256.1	JC_11920-RA
OG0009166	XP_034840228.1	JC_04057-RA
OG0009168	XP_034840219.1	JC_04058-RA
OG0009169	XP_034832285.1	JC_07582-RA
OG0009170	XP_034831003.1	JC_03324-RA
OG0009172	XP_034824646.1	JC_04795-RA
OG0009173	XP_034832283.1	JC_07579-RA
OG0009174	XP_034839329.1	JC_02088-RA
OG0009177	XP_034823927.1	JC_00487-RA
OG0009178	XP_034832325.1	JC_07574-RA
OG0009179	XP_034833156.1	JC_01208-RA
OG0009180	XP_034824225.1	JC_04797-RA
OG0009181	XP_034833147.1	JC_01209-RA
OG0009184	XP_034834059.1	JC_12566-RA
OG0009185	XP_034826540.1	JC_13729-RA
OG0009187	XP_034830208.1	JC_08831-RA
OG0009189	XP_034824184.1, XP_034824185.1	JC_04800-RA
OG0009190	XP_034829300.1	JC_05302-RA
OG0009191	XP_034833537.1	JC_05922-RA
OG0009192	XP_034840639.1	JC_04061-RA
OG0009193	XP_034831767.1	JC_07567-RA
OG0009194	XP_034829451.1	JC_05297-RA, JC_05298-RA
OG0009195	XP_034836178.1	JC_01219-RA
OG0009197	XP_034828411.1	JC_06505-RA
OG0009199	XP_034824964.1	JC_04808-RA
OG0009202	XP_034825668.1	JC_08289-RA
OG0009203	XP_034840989.1	JC_00457-RA
OG0009204	XP_034828580.1	JC_06513-RA
OG0009205	XP_034834978.1	JC_10850-RA
OG0009206	XP_034840047.1	JC_04081-RA
OG0009207	XP_034837508.1	JC_15350-RA
OG0009208	XP_034834863.1	JC_01232-RA
OG0009210	XP_034840049.1	JC_04087-RA
OG0009212	XP_034827821.1	JC_11944-RA
OG0009213	XP_034840066.1	JC_04088-RA
OG0009214	XP_034840068.1	JC_04089-RA
OG0009215	XP_034840071.1	JC_04090-RA
OG0009216	XP_034840050.1	JC_04091-RA
OG0009217	XP_034840065.1	JC_04092-RA
OG0009218	XP_034824025.1	JC_08290-RA
OG0009220	XP_034833176.1	JC_05897-RA
OG0009222	XP_034836652.1	JC_13828-RA
OG0009223	XP_034829886.1	JC_08822-RA
OG0009225	XP_034840042.1	JC_04101-RA
OG0009227	XP_034840064.1	JC_04102-RA
OG0009228	XP_034840052.1	JC_04103-RA
OG0009229	XP_034824794.1	JC_04905-RA
OG0009230	XP_034826243.1	JC_13709-RA
OG0009232	XP_034840070.1	JC_04104-RA
OG0009234	XP_034833631.1	JC_05888-RA
OG0009235	XP_034825039.1	JC_02692-RA
OG0009236	XP_034833157.1	JC_05886-RA
OG0009237	XP_034829638.1	JC_08301-RA
OG0009239	XP_034840995.1	JC_00318-RA
OG0009240	XP_034836370.1	JC_13819-RA
OG0009242	XP_034833532.1	JC_05880-RA
OG0009243	XP_034827586.1	JC_11957-RA
OG0009244	XP_034832775.1	JC_11230-RA
OG0009245	XP_034825724.1	JC_02693-RA
OG0009246	XP_034829887.1	JC_08818-RA
OG0009248	XP_034824821.1	JC_04896-RA
OG0009249	XP_034840059.1	JC_04105-RA, JC_04106-RA
OG0009250	XP_034830365.1	JC_03286-RA
OG0009251	XP_034827580.1	JC_11964-RA
OG0009252	XP_034829669.1	JC_08815-RA
OG0009254	XP_034836525.1	JC_13809-RA
OG0009255	XP_034824163.1	JC_00324-RA
OG0009258	XP_034834803.1	JC_10865-RA
OG0009259	XP_034840670.1	JC_04107-RA
OG0009260	XP_034836780.1	JC_15745-RA
OG0009261	XP_034833182.1	JC_05872-RA
OG0009263	XP_034825976.1	JC_13702-RA
OG0009264	XP_034825975.1	JC_13701-RA
OG0009265	XP_034835562.1	JC_09919-RA
OG0009266	XP_034834336.1	JC_10885-RA
OG0009267	XP_034827410.1	JC_11970-RA
OG0009268	XP_034833754.1	JC_12529-RA
OG0009269	XP_034840671.1	JC_04112-RA
OG0009270	XP_034840677.1	JC_04114-RA
OG0009272	XP_034841096.1	JC_00332-RA
OG0009274	XP_034839370.1	JC_02149-RA
OG0009275	XP_034833874.1	JC_12272-RA
OG0009276	XP_034841556.1	JC_08319-RA
OG0009278	XP_034840089.1	JC_04116-RA
OG0009279	XP_034840090.1	JC_04117-RA
OG0009282	XP_034834637.1	JC_10890-RA
OG0009286	XP_034827669.1	JC_08327-RA
OG0009288	XP_034835172.1	JC_10339-RA
OG0009290	XP_034840392.1	JC_04118-RA
OG0009292	XP_034831176.1	JC_07127-RA
OG0009293	XP_034840724.1	JC_04120-RA
OG0009295	XP_034841435.1	JC_00364-RA
OG0009296	XP_034837072.1	JC_14762-RA
OG0009297	XP_034832125.1	JC_07548-RA
OG0009298	XP_034834901.1	JC_10893-RA
OG0009299	XP_034827086.1	JC_09377-RA
OG0009300	XP_034840307.1	JC_04123-RA
OG0009301	XP_034836896.1	JC_08338-RA
OG0009302	XP_034831443.1	JC_07124-RA
OG0009303	XP_034830282.1	JC_03265-RA
OG0009305	XP_034830533.1	JC_01271-RA
OG0009306	XP_034839611.1	JC_04124-RA
OG0009308	XP_034839632.1	JC_04126-RA
OG0009309	XP_034835895.1	JC_13261-RA
OG0009310	XP_034839622.1	JC_04127-RA
OG0009312	XP_034830817.1	JC_03259-RA
OG0009313	XP_034838707.1	JC_02205-RA
OG0009314	XP_034839729.1	JC_02204-RA
OG0009315	XP_034839689.1	JC_02202-RA
OG0009316	XP_034825252.1	JC_02729-RA
OG0009317	XP_034830062.1	JC_08803-RA
OG0009318	XP_034834545.1	JC_10912-RA
OG0009320	XP_034840214.1	JC_04128-RA
OG0009321	XP_034826747.1	JC_09374-RA
OG0009323	XP_034839713.1	JC_02200-RA
OG0009324	XP_034839726.1	JC_02199-RA
OG0009325	XP_034840277.1	JC_08361-RA
OG0009327	XP_034835158.1	JC_10360-RA
OG0009328	XP_034840034.1	JC_04131-RA
OG0009329	XP_034832399.1	JC_07687-RA
OG0009330	XP_034834558.1	JC_10923-RA
OG0009331	XP_034836021.1	JC_13265-RA
OG0009332	XP_034836022.1	JC_13266-RA
OG0009334	XP_034827535.1	JC_12182-RA
OG0009335	XP_034839734.1	JC_02196-RA
OG0009336	XP_034827799.1	JC_12181-RA
OG0009338	XP_034834537.1	JC_10929-RA
OG0009339	XP_034835600.1	JC_10368-RA
OG0009340	XP_034840129.1	JC_04133-RA
OG0009341	XP_034832912.1	JC_11261-RA
OG0009342	XP_034840649.1	JC_04135-RA
OG0009343	XP_034829521.1	JC_08955-RA
OG0009344	XP_034839737.1	JC_02192-RA
OG0009345	XP_034840790.1	JC_04137-RA
OG0009347	XP_034840782.1	JC_04138-RA
OG0009348	XP_034840786.1	JC_04141-RA
OG0009349	XP_034836394.1	JC_13754-RA
OG0009350	XP_034835776.1	JC_13270-RA
OG0009351	XP_034835034.1	JC_10376-RA
OG0009353	XP_034841359.1	JC_00373-RA
OG0009354	XP_034833357.1	JC_05699-RA
OG0009355	XP_034840781.1	JC_04142-RA
OG0009357	XP_034829024.1	JC_05228-RA
OG0009359	XP_034834184.1	JC_12306-RA
OG0009360	XP_034832831.1	JC_11158-RA
OG0009361	XP_034839766.1	JC_02177-RA
OG0009362	XP_034835888.1	JC_13277-RA
OG0009365	XP_034839764.1	JC_02174-RA
OG0009368	XP_034825722.1	JC_02934-RA
OG0009371	XP_034824168.1	JC_00391-RA
OG0009373	XP_034835786.1	JC_13286-RA
OG0009375	XP_034834159.1	JC_12681-RA
OG0009376	XP_034831799.1	JC_01291-RA
OG0009378	XP_034834145.1	JC_12674-RA
OG0009380	XP_034832341.1	JC_07702-RA
OG0009381	XP_034841025.1	JC_00396-RA
OG0009383	XP_034832447.1	JC_07704-RA
OG0009384	XP_034839591.1	JC_02206-RA
OG0009386	XP_034834151.1	JC_12669-RA
OG0009388	XP_034830231.1	JC_08981-RA
OG0009390	XP_034825710.1	JC_02926-RA
OG0009394	XP_034828369.1, XP_034828368.1	JC_06667-RA
OG0009398	XP_034831181.1	JC_07096-RA
OG0009399	XP_034826493.1	JC_13627-RA
OG0009400	XP_034833882.1	JC_12651-RA
OG0009401	XP_034841120.1	JC_00410-RA
OG0009402	XP_034833850.1	JC_12649-RA
OG0009403	XP_034831687.1	JC_07092-RA
OG0009404	XP_034831685.1	JC_07091-RA
OG0009405	XP_034828650.1	JC_06661-RA
OG0009406	XP_034824399.1	JC_04850-RA
OG0009407	XP_034828858.1	JC_06659-RA
OG0009409	XP_034829199.1	JC_05219-RA
OG0009410	XP_034829203.1	JC_05218-RA
OG0009411	XP_034833458.1	JC_05776-RA
OG0009412	XP_034834492.1	JC_10952-RA
OG0009414	XP_034832199.1	JC_07723-RA, JC_07722-RA
OG0009418	XP_034840731.1	JC_04148-RA
OG0009420	XP_034839725.1	JC_01869-RA
OG0009422	XP_034840632.1	JC_03895-RA
OG0009425	XP_034831922.1	JC_07728-RA
OG0009426	XP_034834651.1	JC_10955-RA
OG0009427	XP_034834640.1	JC_10956-RA
OG0009428	XP_034835274.1	JC_10380-RA
OG0009430	XP_034834148.1	JC_01058-RA
OG0009432	XP_034831771.1	JC_07741-RA
OG0009434	XP_034828648.1	JC_06657-RA
OG0009435	XP_034831196.1	JC_07001-RA
OG0009438	XP_034831563.1	JC_07002-RA
OG0009439	XP_034831294.1	JC_07006-RA
OG0009440	XP_034831779.1	JC_07746-RA, JC_07744-RA
OG0009441	XP_034831073.1	JC_07007-RA
OG0009442	XP_034837699.1	JC_15380-RA
OG0009445	XP_034828348.1	JC_08394-RA
OG0009446	XP_034831071.1	JC_07009-RA
OG0009447	XP_034831070.1	JC_07010-RA
OG0009448	XP_034829550.1	JC_09007-RA
