Orthogroup	Maniola_hyperantus	Heliconius_erato_lativitta
OG0007991	XP_034830742.1	HEL_011456-RA
OG0007992	XP_034828618.1	HEL_003210-RA
OG0007993	XP_034839447.1	HEL_010404-RA
OG0007994	XP_034840778.1	HEL_010038-RA
OG0007995	XP_034829419.1	HEL_005457-RA
OG0007996	XP_034827219.1	HEL_009602-RA
OG0007997	XP_034841081.1	HEL_001199-RA
OG0007998	XP_034825193.1	HEL_004435-RA
OG0007999	XP_034841086.1	HEL_001196-RA
OG0008000	XP_034841088.1	HEL_001195-RA
OG0008001	XP_034829275.1	HEL_005458-RA
OG0008002	XP_034841072.1	HEL_001192-RA
OG0008003	XP_034825181.1	HEL_004438-RA
OG0008004	XP_034839443.1	HEL_010414-RA
OG0008005	XP_034840003.1	HEL_010033-RA
OG0008006	XP_034839437.1	HEL_010413-RA
OG0008007	XP_034839994.1	HEL_010032-RA
OG0008008	XP_034830787.1	HEL_011447-RA
OG0008009	XP_034825184.1	HEL_004439-RA
OG0008010	XP_034839440.1	HEL_010412-RA
OG0008011	XP_034841074.1	HEL_001190-RA
OG0008012	XP_034833119.1	HEL_012265-RA
OG0008013	XP_034824958.1	HEL_003212-RA
OG0008014	XP_034840020.1	HEL_010030-RA
OG0008015	XP_034828335.1	HEL_013079-RA
OG0008016	XP_034833401.1, XP_034833402.1	HEL_007281-RA
OG0008017	XP_034827304.1	HEL_009596-RA
OG0008018	XP_034827302.1	HEL_009595-RA
OG0008019	XP_034841090.1	HEL_001189-RA
OG0008020	XP_034826633.1	HEL_008552-RA
OG0008021	XP_034827301.1	HEL_009594-RA
OG0008022	XP_034833121.1	HEL_012264-RA
OG0008023	XP_034833404.1	HEL_007283-RA
OG0008024	XP_034826761.1	HEL_009593-RA
OG0008026	XP_034827121.1	HEL_009592-RA
OG0008027	XP_034830114.1	HEL_010318-RA
OG0008028	XP_034839523.1	HEL_010410-RA
OG0008029	XP_034837463.1	HEL_005853-RA
OG0008030	XP_034830116.1	HEL_010319-RA
OG0008031	XP_034826127.1	HEL_008543-RA
OG0008032	XP_034830334.1	HEL_011425-RA
OG0008033	XP_034826129.1	HEL_008542-RA
OG0008034	XP_034830115.1	HEL_010321-RA
OG0008035	XP_034832181.1	HEL_011963-RA
OG0008036	XP_034827443.1	HEL_008326-RA
OG0008037	XP_034832333.1	HEL_011964-RA
OG0008039	XP_034831621.1	HEL_009855-RA
OG0008040	XP_034838355.1	HEL_006656-RA
OG0008041	XP_034826737.1	HEL_009591-RA
OG0008042	XP_034839435.1	HEL_010409-RA
OG0008043	XP_034828894.1	HEL_013091-RA
OG0008044	XP_034825017.1	HEL_004447-RA
OG0008045	XP_034830344.1	HEL_011418-RA
OG0008047	XP_034828187.1	HEL_008336-RA
OG0008048	XP_034832332.1	HEL_011966-RA
OG0008050	XP_034831228.1	HEL_006660-RA
OG0008051	XP_034831975.1	HEL_011968-RA
OG0008052	XP_034833823.1	HEL_006662-RA
OG0008053	XP_034830144.1	HEL_010338-RA
OG0008055	XP_034830152.1	HEL_010339-RA
OG0008056	XP_034831788.1	HEL_011974-RA
OG0008057	XP_034823918.1	HEL_001174-RA
OG0008058	XP_034826231.1	HEL_008534-RA
OG0008059	XP_034824369.1	HEL_000154-RA
OG0008060	XP_034828178.1	HEL_008339-RA
OG0008061	XP_034831207.1, XP_034825447.1	HEL_006673-RA
OG0008062	XP_034831032.1	HEL_006674-RA
OG0008063	XP_034831095.1	HEL_006675-RA
OG0008065	XP_034826394.1	HEL_008532-RA
OG0008066	XP_034824245.1	HEL_000163-RA
OG0008067	XP_034825007.1	HEL_004452-RA
OG0008068	XP_034828195.1	HEL_008341-RA
OG0008069	XP_034824246.1	HEL_000168-RA
OG0008070	XP_034831054.1	HEL_006678-RA
OG0008071	XP_034832429.1	HEL_011979-RA
OG0008072	XP_034825035.1	HEL_004454-RA
OG0008073	XP_034826401.1	HEL_008531-RA
OG0008075	XP_034824298.1	HEL_000171-RA
OG0008076	XP_034839453.1	HEL_010398-RA
OG0008077	XP_034828181.1, XP_034828180.1	HEL_008342-RA
OG0008078	XP_034831852.1	HEL_011981-RA
OG0008079	XP_034824297.1	HEL_000174-RA
OG0008080	XP_034832573.1	HEL_006684-RA
OG0008081	XP_034825015.1	HEL_004457-RA
OG0008082	XP_034824490.1	HEL_000176-RA
OG0008083	XP_034825034.1	HEL_004458-RA
OG0008084	XP_034826397.1	HEL_008520-RA
OG0008085	XP_034824588.1	HEL_000177-RA
OG0008086	XP_034825978.1	HEL_008519-RA
OG0008087	XP_034832586.1	HEL_006685-RA
OG0008088	XP_034831415.1	HEL_006686-RA
OG0008089	XP_034834409.1	HEL_006687-RA
OG0008090	XP_034826620.1	HEL_008513-RA
OG0008091	XP_034829996.1	HEL_010355-RA
OG0008092	XP_034828194.1	HEL_008349-RA
OG0008093	XP_034832176.1	HEL_011988-RA
OG0008094	XP_034831758.1	HEL_011990-RA
OG0008095	XP_034826044.1	HEL_008512-RA
OG0008096	XP_034824884.1	HEL_000186-RA, HEL_000187-RA
OG0008097	XP_034830774.1	HEL_011404-RA
OG0008098	XP_034839456.1	HEL_010394-RA
OG0008099	XP_034828205.1	HEL_008354-RA
OG0008100	XP_034838197.1	HEL_006689-RA
OG0008101	XP_034823919.1	HEL_001167-RA
OG0008102	XP_034838200.1	HEL_006690-RA
OG0008103	XP_034823912.1	HEL_001164-RA
OG0008104	XP_034823913.1	HEL_001163-RA
OG0008105	XP_034827842.1	HEL_008358-RA
OG0008106	XP_034827736.1	HEL_008359-RA
OG0008108	XP_034823895.1	HEL_001160-RA
OG0008109	XP_034830773.1	HEL_012863-RA
OG0008110	XP_034823907.1	HEL_001159-RA
OG0008111	XP_034824360.1	HEL_000194-RA
OG0008112	XP_034830699.1	HEL_012862-RA
OG0008113	XP_034826032.1	HEL_008505-RA
OG0008114	XP_034826047.1	HEL_008502-RA
OG0008115	XP_034824410.1	HEL_000199-RA
OG0008116	XP_034826045.1	HEL_008501-RA
OG0008117	XP_034830700.1	HEL_012861-RA
OG0008118	XP_034839220.1	HEL_007134-RA
OG0008119	XP_034828032.1	HEL_014577-RA
OG0008120	XP_034826056.1	HEL_008499-RA
OG0008122	XP_034826049.1	HEL_008498-RA
OG0008123	XP_034831787.1	HEL_006706-RA
OG0008125	XP_034830757.1	HEL_012851-RA
OG0008126	XP_034828037.1	HEL_014574-RA
OG0008127	XP_034827435.1	HEL_014572-RA
OG0008128	XP_034823904.1	HEL_001153-RA
OG0008129	XP_034831484.1	HEL_003314-RA
OG0008130	XP_034841039.1	HEL_001150-RA
OG0008131	XP_034830758.1	HEL_012845-RA, HEL_012848-RA
OG0008132	XP_034841032.1	HEL_001148-RA
OG0008133	XP_034839459.1	HEL_010401-RA
OG0008135	XP_034841049.1	HEL_001146-RA
OG0008136	XP_034837076.1	HEL_006710-RA
OG0008137	XP_034827470.1	HEL_008424-RA
OG0008139	XP_034841033.1	HEL_001143-RA
OG0008140	XP_034841031.1	HEL_001141-RA
OG0008142	XP_034828231.1	HEL_008420-RA
OG0008143	XP_034841040.1	HEL_001140-RA
OG0008144	XP_034836976.1	HEL_006713-RA
OG0008145	XP_034836839.1	HEL_006714-RA
OG0008146	XP_034828232.1	HEL_008419-RA
OG0008147	XP_034837170.1, XP_034833719.1	HEL_006717-RA
OG0008148	XP_034839845.1	HEL_011667-RA
OG0008149	XP_034839981.1	HEL_011666-RA
OG0008150	XP_034837139.1	HEL_006719-RA
OG0008151	XP_034840000.1	HEL_011663-RA
OG0008152	XP_034840008.1	HEL_011662-RA
OG0008153	XP_034840921.1	HEL_013121-RA
OG0008154	XP_034840908.1	HEL_013120-RA
OG0008155	XP_034830614.1	HEL_012839-RA
OG0008156	XP_034837051.1	HEL_006727-RA
OG0008157	XP_034827139.1	HEL_003304-RA
OG0008158	XP_034827695.1	HEL_008411-RA
OG0008159	XP_034827697.1	HEL_008410-RA
OG0008160	XP_034826515.1	HEL_008491-RA
OG0008161	XP_034826520.1	HEL_008490-RA
OG0008162	XP_034826524.1	HEL_008489-RA
OG0008163	XP_034840955.1	HEL_013113-RA
OG0008164	XP_034827151.1	HEL_003300-RA
OG0008165	XP_034824435.1	HEL_000204-RA, HEL_000205-RA
OG0008166	XP_034830763.1	HEL_012826-RA
OG0008167	XP_034824112.1	HEL_013116-RA
OG0008168	XP_034840057.1	HEL_003298-RA
OG0008169	XP_034825660.1	HEL_004466-RA
OG0008171	XP_034825665.1	HEL_004468-RA
OG0008172	XP_034830675.1	HEL_012811-RA
OG0008173	XP_034826451.1	HEL_003289-RA
OG0008174	XP_034825101.1	HEL_004474-RA
OG0008175	XP_034825103.1	HEL_004475-RA
OG0008177	XP_034825097.1	HEL_004476-RA
OG0008178	XP_034830672.1	HEL_012814-RA
OG0008179	XP_034841012.1	HEL_013109-RA
OG0008180	XP_034825135.1	HEL_004478-RA
OG0008181	XP_034830767.1	HEL_012818-RA
OG0008182	XP_034825134.1	HEL_004479-RA
OG0008183	XP_034827926.1	HEL_008402-RA
OG0008184	XP_034827924.1	HEL_008401-RA
OG0008185	XP_034827921.1	HEL_008399-RA
OG0008186	XP_034827914.1	HEL_008398-RA
OG0008187	XP_034825890.1	HEL_008483-RA
OG0008188	XP_034827917.1	HEL_008393-RA
OG0008189	XP_034827927.1	HEL_008392-RA
OG0008190	XP_034830764.1	HEL_012821-RA
OG0008191	XP_034824795.1	HEL_003277-RA
OG0008192	XP_034830441.1	HEL_012822-RA
OG0008193	XP_034825784.1	HEL_003276-RA
OG0008194	XP_034827930.1	HEL_008388-RA
OG0008195	XP_034836916.1	HEL_006730-RA
OG0008196	XP_034825147.1	HEL_004487-RA
OG0008197	XP_034825140.1	HEL_004489-RA
OG0008198	XP_034825132.1	HEL_004490-RA
OG0008199	XP_034827908.1	HEL_008379-RA
OG0008201	XP_034837093.1	HEL_006732-RA
OG0008202	XP_034827911.1	HEL_008372-RA
OG0008203	XP_034838383.1	HEL_006736-RA
OG0008204	XP_034841182.1	HEL_013099-RA
OG0008205	XP_034825445.1	HEL_004504-RA
OG0008206	XP_034839307.1	HEL_007149-RA
OG0008208	XP_034826650.1	HEL_008479-RA
OG0008209	XP_034840813.1	HEL_011648-RA
OG0008210	XP_034825443.1	HEL_004506-RA
OG0008211	XP_034826675.1	HEL_008477-RA
OG0008212	XP_034839750.1	HEL_011645-RA
OG0008213	XP_034826632.1	HEL_008475-RA
OG0008214	XP_034828154.1	HEL_003263-RA
OG0008215	XP_034829751.1	HEL_003260-RA
OG0008216	XP_034839201.1, XP_034839200.1	HEL_007152-RA
OG0008217	XP_034840412.1	HEL_011628-RA
OG0008218	XP_034835100.1	HEL_006740-RA
OG0008219	XP_034840413.1	HEL_011630-RA
OG0008220	XP_034840354.1	HEL_011631-RA
OG0008221	XP_034825451.1	HEL_004508-RA
OG0008222	XP_034827571.1	HEL_003258-RA
OG0008223	XP_034835125.1	HEL_003259-RA
OG0008224	XP_034831425.1	HEL_006743-RA
OG0008225	XP_034824426.1	HEL_003250-RA
OG0008226	XP_034834611.1	HEL_003246-RA
OG0008227	XP_034834425.1	HEL_003244-RA
OG0008228	XP_034841177.1	HEL_013096-RA
OG0008229	XP_034840523.1	HEL_011639-RA
OG0008230	XP_034826212.1	HEL_008468-RA
OG0008231	XP_034826183.1	HEL_008465-RA, HEL_008466-RA, HEL_008467-RA
OG0008232	XP_034840191.1	HEL_011642-RA
OG0008233	XP_034840304.1	HEL_011643-RA
OG0008234	XP_034825418.1	HEL_004519-RA
OG0008235	XP_034825981.1	HEL_008451-RA
OG0008236	XP_034825406.1	HEL_004521-RA
OG0008237	XP_034825982.1	HEL_008445-RA
OG0008238	XP_034828490.1	HEL_003238-RA
OG0008239	XP_034825096.1	HEL_004528-RA
OG0008240	XP_034841135.1	HEL_003235-RA
OG0008241	XP_034839231.1	HEL_007159-RA
OG0008242	XP_034841098.1	HEL_003232-RA
OG0008243	XP_034841020.1	HEL_013417-RA
OG0008244	XP_034841050.1	HEL_003228-RA
OG0008245	XP_034835833.1	HEL_006748-RA
OG0008246	XP_034835809.1	HEL_006750-RA
OG0008247	XP_034839230.1	HEL_007110-RA
OG0008248	XP_034824096.1	HEL_013415-RA
OG0008249	XP_034824095.1	HEL_013414-RA
OG0008250	XP_034834046.1	HEL_006751-RA
OG0008251	XP_034841023.1	HEL_013404-RA
OG0008252	XP_034841022.1	HEL_013405-RA
OG0008253	XP_034841024.1	HEL_013406-RA
OG0008254	XP_034839369.1	HEL_007117-RA
OG0008255	XP_034836651.1	HEL_006764-RA
OG0008256	XP_034836533.1	HEL_006765-RA
OG0008257	XP_034836661.1	HEL_006766-RA
OG0008258	XP_034839175.1	HEL_007104-RA
OG0008259	XP_034836728.1	HEL_006767-RA
OG0008260	XP_034839179.1	HEL_007102-RA
OG0008261	XP_034836687.1	HEL_006771-RA
OG0008262	XP_034839191.1	HEL_007099-RA
OG0008263	XP_034836673.1	HEL_006775-RA
OG0008264	XP_034838823.1	HEL_006778-RA
OG0008265	XP_034830608.1	HEL_006779-RA
OG0008266	XP_034834301.1	HEL_002919-RA
OG0008267	XP_034832984.1	HEL_002929-RA
OG0008269	XP_034833010.1	HEL_002931-RA
OG0008270	XP_034839562.1	HEL_007095-RA
OG0008271	XP_034833037.1	HEL_002934-RA
OG0008273	XP_034833558.1	HEL_007227-RA
OG0008274	XP_034835478.1	HEL_006611-RA
OG0008275	XP_034831656.1	HEL_000953-RA, HEL_000954-RA
OG0008277	XP_034838854.1	HEL_013015-RA
OG0008278	XP_034826369.1	HEL_005066-RA
OG0008280	XP_034833776.1	HEL_003806-RA, HEL_003807-RA
OG0008281	XP_034839046.1, XP_034839045.1	HEL_011687-RA
OG0008283	XP_034827100.1	HEL_006262-RA
OG0008284	XP_034837687.1	HEL_005943-RA
OG0008285	XP_034838684.1	HEL_011348-RA
OG0008286	XP_034827555.1	HEL_014502-RA
OG0008287	XP_034828508.1	HEL_004370-RA
OG0008288	XP_034841399.1	HEL_001232-RA
OG0008289	XP_034833468.1	HEL_011581-RA
OG0008291	XP_034834045.1	HEL_014232-RA
OG0008292	XP_034826111.1	HEL_004878-RA, HEL_004879-RA
OG0008293	XP_034827758.1	HEL_012648-RA, HEL_012649-RA, HEL_012650-RA
OG0008294	XP_034838188.1	HEL_004137-RA
OG0008295	XP_034829878.1, XP_034834321.1	HEL_013856-RA
OG0008296	XP_034837633.1	HEL_006000-RA
OG0008297	XP_034828211.1	HEL_002280-RA
OG0008298	XP_034827453.1	HEL_010058-RA, HEL_010057-RA
OG0008299	XP_034834343.1	HEL_012750-RA
OG0008300	XP_034835764.1	HEL_002066-RA
OG0008301	XP_034824612.1	HEL_010957-RA
OG0008302	XP_034830947.1	HEL_009369-RA
OG0008303	XP_034833494.1, XP_034833495.1	HEL_014010-RA
OG0008304	XP_034826568.1	HEL_004801-RA, HEL_004800-RA
OG0008305	XP_034828502.1	HEL_004350-RA
OG0008306	XP_034829696.1	HEL_003005-RA
OG0008307	XP_034839214.1, XP_034832157.1	HEL_009635-RA
OG0008308	XP_034825425.1	HEL_008696-RA
OG0008309	XP_034826507.1	HEL_004915-RA
OG0008310	XP_034826471.1	HEL_005031-RA
OG0008311	XP_034833390.1, XP_034833389.1	HEL_007311-RA
OG0008312	XP_034839333.1, XP_034839334.1	HEL_010429-RA
OG0008313	XP_034841027.1	HEL_001400-RA, HEL_001399-RA
OG0008314	XP_034830710.1	HEL_011516-RA
OG0008315	XP_034835530.1	HEL_010118-RA
OG0008316	XP_034832617.1	HEL_012296-RA, HEL_012295-RA, HEL_012292-RA
OG0008317	XP_034832432.1	HEL_012169-RA, HEL_012167-RA
OG0008318	XP_034824644.1	HEL_000146-RA
OG0008319	XP_034829171.1, XP_034835363.1, XP_034835551.1	HEL_006554-RA
OG0008320	XP_034839469.1	HEL_012087-RA
OG0008321	XP_034831418.1	HEL_009801-RA, HEL_009804-RA
OG0008322	XP_034835458.1, XP_034835459.1	HEL_008138-RA
OG0008323	XP_034833759.1	HEL_003677-RA
OG0008324	XP_034836519.1, XP_034836521.1, XP_034836522.1	HEL_000280-RA
OG0008325	XP_034834100.1	HEL_006782-RA
OG0008326	XP_034833922.1	HEL_013827-RA
OG0008327	XP_034830360.1	HEL_011442-RA
OG0008328	XP_034833113.1, XP_034833112.1	HEL_008666-RA
OG0008329	XP_034824510.1, XP_034824511.1	HEL_013323-RA
OG0008330	XP_034833108.1	HEL_008648-RA
OG0008331	XP_034827111.1	HEL_006213-RA
OG0008332	XP_034824694.1, XP_034824695.1	HEL_000045-RA
OG0008333	XP_034825647.1	HEL_008802-RA, HEL_008801-RA
OG0008334	XP_034831014.1	HEL_007467-RA
OG0008335	XP_034826975.1	HEL_008029-RA
OG0008336	XP_034828989.1	HEL_010849-RA
OG0008337	XP_034831018.1	HEL_007473-RA
OG0008338	XP_034828641.1	HEL_012385-RA
OG0008339	XP_034825482.1	HEL_008778-RA
OG0008340	XP_034831251.1	HEL_000949-RA
OG0008341	XP_034831367.1, XP_034831366.1	HEL_009786-RA
OG0008342	XP_034824950.1, XP_034824949.1	HEL_007701-RA
OG0008343	XP_034841415.1	HEL_003147-RA
OG0008344	XP_034829514.1	HEL_006101-RA, HEL_006099-RA
OG0008345	XP_034830810.1	HEL_002635-RA, HEL_002636-RA
OG0008346	XP_034830619.1	HEL_002799-RA, HEL_002798-RA, HEL_002796-RA
OG0008347	XP_034838040.1	HEL_002847-RA
OG0008348	XP_034832192.1	HEL_012617-RA
OG0008349	XP_034832352.1	HEL_012618-RA
OG0008350	XP_034829128.1, XP_034829127.1	HEL_005477-RA
OG0008353	XP_034833837.1	HEL_003745-RA, HEL_003746-RA, HEL_003747-RA
OG0008368	XP_034831791.1	HEL_012190-RA
OG0008370	XP_034836414.1	HEL_002781-RA
OG0008372	XP_034837355.1	HEL_011822-RA
OG0008373	XP_034823974.1	HEL_002223-RA
OG0008378	XP_034823934.1	HEL_002225-RA
OG0008380	XP_034838241.1	HEL_004166-RA
OG0008381	XP_034832256.1	HEL_003497-RA
OG0008382	XP_034836096.1	HEL_001897-RA
OG0008384	XP_034836097.1	HEL_001895-RA
OG0008386	XP_034832257.1	HEL_003493-RA
OG0008387	XP_034824893.1	HEL_007643-RA
OG0008391	XP_034824922.1	HEL_007639-RA
OG0008392	XP_034837578.1	HEL_002187-RA
OG0008393	XP_034836099.1	HEL_001890-RA
OG0008394	XP_034836004.1	HEL_001879-RA
OG0008395	XP_034836107.1	HEL_001889-RA
OG0008396	XP_034836792.1	HEL_005370-RA
OG0008398	XP_034839666.1	HEL_009689-RA
OG0008399	XP_034830428.1	HEL_009470-RA
OG0008400	XP_034836070.1	HEL_001927-RA
OG0008401	XP_034834865.1	HEL_012510-RA
OG0008402	XP_034839339.1	HEL_009690-RA
OG0008407	XP_034840341.1	HEL_010486-RA
OG0008408	XP_034830849.1	HEL_009476-RA
OG0008410	XP_034836719.1	HEL_005374-RA
OG0008412	XP_034826837.1	HEL_010159-RA
OG0008413	XP_034829038.1	HEL_005328-RA
OG0008414	XP_034824963.1	HEL_010973-RA
OG0008415	XP_034836785.1	HEL_005375-RA
OG0008416	XP_034832414.1	HEL_003462-RA
OG0008417	XP_034824258.1	HEL_002238-RA
OG0008420	XP_034836218.1	HEL_001865-RA
OG0008422	XP_034834608.1	HEL_012520-RA
OG0008427	XP_034830997.1	HEL_006986-RA
OG0008428	XP_034829069.1	HEL_005317-RA
OG0008430	XP_034834344.1	HEL_012526-RA
OG0008431	XP_034839033.1	HEL_013060-RA
OG0008433	XP_034834619.1, XP_034834617.1	HEL_012531-RA
OG0008434	XP_034826466.1	HEL_003382-RA
OG0008435	XP_034835956.1	HEL_001862-RA
OG0008436	XP_034841243.1	HEL_001712-RA
OG0008439	XP_034831759.1	HEL_006994-RA
OG0008441	XP_034838196.1	HEL_004032-RA
OG0008445	XP_034824726.1	HEL_007613-RA
OG0008446	XP_034837556.1	HEL_002203-RA
OG0008447	XP_034829820.1	HEL_007733-RA
OG0008448	XP_034836577.1	HEL_000465-RA
OG0008449	XP_034827231.1	HEL_002247-RA
OG0008450	XP_034829180.1	HEL_005306-RA
OG0008451	XP_034834333.1	HEL_012540-RA
OG0008452	XP_034839159.1	HEL_009655-RA
OG0008453	XP_034829897.1	HEL_007730-RA
OG0008454	XP_034837915.1	HEL_004059-RA
OG0008455	XP_034838942.1	HEL_011676-RA
OG0008456	XP_034826345.1	HEL_003361-RA
OG0008461	XP_034833502.1	HEL_013864-RA
OG0008462	XP_034831552.1	HEL_012396-RA
OG0008463	XP_034827436.1	HEL_012642-RA
OG0008465	XP_034839113.1, XP_034839114.1	HEL_011672-RA
OG0008466	XP_034829370.1	HEL_005280-RA
OG0008467	XP_034834999.1	HEL_012399-RA
OG0008468	XP_034826955.1	HEL_010185-RA
OG0008469	XP_034831874.1	HEL_003502-RA
OG0008471	XP_034836781.1	HEL_005403-RA
OG0008473	XP_034824723.1	HEL_007597-RA
OG0008476	XP_034837144.1	HEL_009238-RA
OG0008477	XP_034833020.1, XP_034832565.1	HEL_008914-RA
OG0008482	XP_034825102.1	HEL_002264-RA
OG0008484	XP_034837600.1	HEL_002219-RA, HEL_002216-RA
OG0008487	XP_034828350.1	HEL_013215-RA
OG0008489	XP_034828351.1	HEL_013214-RA
OG0008493	XP_034837199.1	HEL_013504-RA
OG0008494	XP_034836777.1	HEL_005415-RA
OG0008495	XP_034837515.1	HEL_012410-RA
OG0008498	XP_034834068.1	HEL_014585-RA
OG0008500	XP_034837409.1	HEL_012412-RA
OG0008501	XP_034825330.1	HEL_003970-RA
OG0008504	XP_034828795.1	HEL_013206-RA
OG0008507	XP_034837804.1	HEL_004078-RA
OG0008508	XP_034838918.1	HEL_013061-RA
OG0008509	XP_034835924.1	HEL_002068-RA
OG0008513	XP_034831398.1	HEL_000763-RA
OG0008514	XP_034827585.1	HEL_013895-RA
OG0008518	XP_034823991.1	HEL_001753-RA
OG0008520	XP_034840395.1	HEL_002267-RA
OG0008522	XP_034831394.1	HEL_000774-RA
OG0008523	XP_034828956.1	HEL_005262-RA
OG0008525	XP_034835174.1	HEL_008236-RA
OG0008526	XP_034838984.1	HEL_011763-RA
OG0008527	XP_034828373.1	HEL_013189-RA
OG0008528	XP_034827679.1	HEL_013912-RA
OG0008531	XP_034828476.1	HEL_013186-RA
OG0008532	XP_034831717.1	HEL_003514-RA
OG0008536	XP_034828979.1	HEL_005246-RA
OG0008539	XP_034828363.1	HEL_013185-RA
OG0008541	XP_034832803.1	HEL_009020-RA
OG0008542	XP_034834940.1	HEL_005673-RA
OG0008543	XP_034828906.1	HEL_013182-RA
OG0008544	XP_034838592.1	HEL_011244-RA
OG0008545	XP_034838555.1	HEL_011242-RA
OG0008547	XP_034838553.1	HEL_011240-RA
OG0008548	XP_034838168.1, XP_034837837.1	HEL_004085-RA
OG0008549	XP_034826951.1	HEL_010201-RA
OG0008550	XP_034840352.1	HEL_010546-RA
OG0008551	XP_034835195.1	HEL_008213-RA
OG0008552	XP_034828219.1, XP_034828220.1	HEL_010151-RA
OG0008554	XP_034841170.1	HEL_001773-RA
OG0008555	XP_034840969.1	HEL_001775-RA
OG0008557	XP_034834705.1	HEL_005684-RA
OG0008558	XP_034835662.1	HEL_014301-RA
OG0008559	XP_034835706.1	HEL_014304-RA
OG0008560	XP_034834883.1	HEL_012433-RA
OG0008561	XP_034826778.1	HEL_010203-RA
OG0008562	XP_034826023.1	HEL_003318-RA
OG0008564	XP_034824417.1	HEL_007574-RA
OG0008565	XP_034840877.1	HEL_001789-RA
OG0008566	XP_034832654.1	HEL_008875-RA
OG0008567	XP_034828927.1	HEL_013166-RA
OG0008568	XP_034840722.1	HEL_010548-RA
OG0008569	XP_034835197.1	HEL_006411-RA
OG0008571	XP_034829166.1	HEL_005233-RA
OG0008572	XP_034828785.1	HEL_013165-RA
OG0008574	XP_034837007.1	HEL_005430-RA
OG0008575	XP_034835686.1	HEL_014318-RA
OG0008576	XP_034826909.1	HEL_010207-RA
OG0008578	XP_034840353.1	HEL_010557-RA
OG0008579	XP_034840324.1	HEL_010560-RA
OG0008580	XP_034840318.1	HEL_010561-RA
OG0008581	XP_034835684.1	HEL_006393-RA
OG0008582	XP_034830603.1	HEL_010269-RA
OG0008583	XP_034830605.1	HEL_010268-RA
OG0008584	XP_034838206.1	HEL_004105-RA
OG0008585	XP_034826173.1	HEL_005046-RA
OG0008586	XP_034829194.1	HEL_005224-RA
OG0008587	XP_034826174.1	HEL_005047-RA
OG0008590	XP_034835648.1	HEL_006399-RA
OG0008592	XP_034839377.1	HEL_009675-RA
OG0008597	XP_034835546.1	HEL_006404-RA
OG0008598	XP_034828557.1	HEL_011127-RA
OG0008600	XP_034826071.1	HEL_005059-RA
OG0008601	XP_034829241.1	HEL_010859-RA
OG0008603	XP_034833603.1	HEL_009722-RA
OG0008604	XP_034837113.1	HEL_009366-RA
OG0008605	XP_034833237.1	HEL_009723-RA
OG0008607	XP_034832100.1	HEL_003547-RA
OG0008609	XP_034838589.1	HEL_011295-RA
OG0008610	XP_034834661.1	HEL_005711-RA
OG0008612	XP_034832108.1	HEL_003554-RA
OG0008614	XP_034834710.1	HEL_005718-RA
OG0008617	XP_034837696.1	HEL_002526-RA
OG0008618	XP_034833738.1	HEL_003679-RA
OG0008619	XP_034825953.1	HEL_004945-RA
OG0008620	XP_034826935.1	HEL_010232-RA
OG0008621	XP_034834726.1	HEL_005719-RA
OG0008622	XP_034838686.1	HEL_011298-RA
OG0008624	XP_034833758.1	HEL_003672-RA
OG0008627	XP_034827715.1	HEL_010122-RA
OG0008629	XP_034833751.1	HEL_003671-RA
OG0008630	XP_034828685.1	HEL_011108-RA
OG0008632	XP_034832098.1	HEL_003558-RA
OG0008633	XP_034834740.1	HEL_005725-RA
OG0008634	XP_034838548.1	HEL_011309-RA
OG0008636	XP_034831558.1	HEL_002530-RA
OG0008637	XP_034827773.1	HEL_010113-RA
OG0008639	XP_034836164.1	HEL_002135-RA
OG0008640	XP_034838485.1	HEL_011312-RA, HEL_011314-RA
OG0008642	XP_034830030.1	HEL_006021-RA
OG0008644	XP_034836152.1	HEL_002138-RA
OG0008649	XP_034826788.1	HEL_008047-RA
OG0008650	XP_034838402.1	HEL_011317-RA
OG0008651	XP_034838502.1	HEL_011318-RA
OG0008658	XP_034825653.1	HEL_002296-RA
OG0008659	XP_034840451.1	HEL_009046-RA
OG0008661	XP_034831287.1	HEL_000806-RA
OG0008662	XP_034831286.1	HEL_000808-RA
OG0008663	XP_034841284.1	HEL_001701-RA
OG0008665	XP_034828535.1	HEL_011069-RA
OG0008667	XP_034837138.1	HEL_011840-RA
OG0008671	XP_034834567.1	HEL_005824-RA
OG0008673	XP_034831283.1	HEL_000812-RA
OG0008677	XP_034835398.1	HEL_006420-RA
OG0008678	XP_034835402.1	HEL_006421-RA
OG0008679	XP_034834963.1	HEL_005817-RA
OG0008683	XP_034839558.1	HEL_009058-RA
OG0008685	XP_034835724.1	HEL_002156-RA
OG0008686	XP_034834217.1	HEL_014563-RA
OG0008687	XP_034827582.1	HEL_010094-RA
OG0008688	XP_034836959.1	HEL_004655-RA
OG0008689	XP_034839663.1	HEL_012064-RA
OG0008690	XP_034825740.1, XP_034825739.1	HEL_014035-RA
OG0008691	XP_034832248.1	HEL_003564-RA
OG0008694	XP_034838742.1	HEL_000730-RA
OG0008696	XP_034826066.1	HEL_004986-RA
OG0008699	XP_034829131.1	HEL_010840-RA
OG0008700	XP_034835079.1	HEL_006433-RA
OG0008702	XP_034828005.1	HEL_010089-RA
OG0008703	XP_034838273.1	HEL_014524-RA
OG0008704	XP_034837358.1	HEL_011831-RA
OG0008706	XP_034830059.1	HEL_007831-RA
