Orthogroup	Maniola_hyperantus	Pararge_aegeria
OG0007414	XP_034833849.1	XP_039757739.1
OG0007415	XP_034839723.1	XP_039763577.1
OG0007416	XP_034832212.1	XP_039753229.1
OG0007417	XP_034839589.1	XP_039763573.1
OG0007418	XP_034837566.1	XP_039761597.1
OG0007419	XP_034833249.1	XP_039758738.1
OG0007420	XP_034828586.1	XP_039750737.1
OG0007421	XP_034825712.1	XP_039746085.1
OG0007422	XP_034841141.1	XP_039765430.1
OG0007423	XP_034832200.1	XP_039753599.1
OG0007424	XP_034839704.1	XP_039763958.1
OG0007425	XP_034832788.1, XP_034832787.1	XP_039757221.1
OG0007426	XP_034829625.1	XP_039749607.1
OG0007427	XP_034836473.1	XP_039747656.1
OG0007428	XP_034826724.1	XP_039751508.1
OG0007429	XP_034828649.1	XP_039750921.1
OG0007430	XP_034835850.1	XP_039760097.1
OG0007431	XP_034833067.1	XP_039752486.1
OG0007432	XP_034835856.1	XP_039760107.1
OG0007433	XP_034839722.1	XP_039763551.1
OG0007434	XP_034833581.1	XP_039758778.1
OG0007435	XP_034835853.1	XP_039759863.1
OG0007436	XP_034839730.1	XP_039763953.1
OG0007437	XP_034830309.1	XP_039753983.1
OG0007438	XP_034833456.1	XP_039758672.1
OG0007439	XP_034835766.1	XP_039760051.1, XP_039760050.1
OG0007440	XP_034829205.1	XP_039755262.1
OG0007442	XP_034829542.1	XP_039750076.1
OG0007443	XP_034829196.1	XP_039755259.1
OG0007444	XP_034829753.1	XP_039749560.1
OG0007445	XP_034824761.1	XP_039748774.1
OG0007446	XP_034835767.1	XP_039760156.1
OG0007447	XP_034839716.1	XP_039763389.1
OG0007448	XP_034829202.1	XP_039755111.1
OG0007449	XP_034834490.1	XP_039756191.1
OG0007450	XP_034829977.1	XP_039750013.1, XP_039750012.1
OG0007451	XP_034838288.1	XP_039756782.1
OG0007452	XP_034830075.1	XP_039750049.1
OG0007453	XP_034839710.1	XP_039763243.1
OG0007454	XP_034839686.1	XP_039763775.1
OG0007455	XP_034824188.1	XP_039748998.1
OG0007456	XP_034829428.1	XP_039754937.1
OG0007457	XP_034826727.1	XP_039751151.1
OG0007458	XP_034826729.1	XP_039751431.1
OG0007459	XP_034824189.1	XP_039749297.1
OG0007460	XP_034839585.1	XP_039764074.1
OG0007461	XP_034832660.1	XP_039757101.1
OG0007462	XP_034840586.1	XP_039746832.1
OG0007463	XP_034839702.1	XP_039763935.1
OG0007464	XP_034839015.1	XP_039758225.1
OG0007465	XP_034824931.1	XP_039748925.1
OG0007466	XP_034841137.1, XP_034841138.1	XP_039745458.1
OG0007467	XP_034839025.1	XP_039757239.1
OG0007468	XP_034838579.1	XP_039757482.1
OG0007470	XP_034841124.1	XP_039765512.1
OG0007471	XP_034829427.1	XP_039754988.1
OG0007472	XP_034829980.1	XP_039749859.1
OG0007473	XP_034828944.1	XP_039755159.1
OG0007474	XP_034829981.1	XP_039750015.1
OG0007475	XP_034829982.1	XP_039749811.1
OG0007476	XP_034841134.1	XP_039765797.1
OG0007477	XP_034836655.1	XP_039748238.1, XP_039748239.1
OG0007478	XP_034831925.1	XP_039753675.1
OG0007479	XP_034831493.1	XP_039755296.1
OG0007480	XP_034834113.1	XP_039758275.1
OG0007481	XP_034837682.1	XP_039761629.1
OG0007483	XP_034836024.1	XP_039759953.1
OG0007484	XP_034832843.1	XP_039757299.1
OG0007485	XP_034839133.1	XP_039763815.1
OG0007486	XP_034831492.1	XP_039755928.1
OG0007487	XP_034836023.1	XP_039759970.1
OG0007488	XP_034834124.1	XP_039754808.1
OG0007489	XP_034831782.1	XP_039753459.1
OG0007490	XP_034834646.1	XP_039756362.1
OG0007491	XP_034841117.1	XP_039765721.1
OG0007492	XP_034836026.1	XP_039760123.1
OG0007493	XP_034832837.1	XP_039757259.1
OG0007494	XP_034833580.1	XP_039759782.1
OG0007495	XP_034831604.1	XP_039755491.1
OG0007497	XP_034832838.1	XP_039757223.1, XP_039757224.1
OG0007498	XP_034841114.1	XP_039765509.1
OG0007499	XP_034837680.1	XP_039761532.1
OG0007500	XP_034841273.1	XP_039765747.1
OG0007501	XP_034834605.1	XP_039756261.1
OG0007502	XP_034824161.1	XP_039745098.1
OG0007503	XP_034833961.1	XP_039757953.1
OG0007504	XP_034834136.1	XP_039759838.1
OG0007505	XP_034830296.1	XP_039754592.1
OG0007506	XP_034832935.1	XP_039756830.1, XP_039756829.1
OG0007507	XP_034833768.1	XP_039757813.1
OG0007508	XP_034831774.1	XP_039753335.1
OG0007509	XP_034835799.1	XP_039760271.1
OG0007510	XP_034839582.1	XP_039764080.1
OG0007511	XP_034832197.1	XP_039753555.1
OG0007512	XP_034834594.1	XP_039756216.1
OG0007513	XP_034830293.1	XP_039754159.1
OG0007514	XP_034831777.1	XP_039753553.1
OG0007515	XP_034837679.1	XP_039761762.1
OG0007516	XP_034833951.1	XP_039758020.1
OG0007517	XP_034827505.1	XP_039752548.1
OG0007518	XP_034831769.1	XP_039753603.1
OG0007519	XP_034825249.1	XP_039745865.1
OG0007519	XP_034829245.1	XP_039754795.1
OG0007520	XP_034834088.1	XP_039757515.1
OG0007521	XP_034841443.1	XP_039745172.1
OG0007522	XP_034829783.1	XP_039749863.1
OG0007523	XP_034841444.1	XP_039765546.1
OG0007524	XP_034829782.1	XP_039749667.1
OG0007525	XP_034834604.1	XP_039756343.1
OG0007526	XP_034834178.1	XP_039760370.1
OG0007527	XP_034826590.1	XP_039758449.1
OG0007528	XP_034829210.1	XP_039754638.1
OG0007529	XP_034824623.1	XP_039765174.1
OG0007530	XP_034830735.1	XP_039764669.1
OG0007531	XP_034839137.1	XP_039763177.1
OG0007532	XP_034828666.1	XP_039765266.1
OG0007533	XP_034831776.1	XP_039753334.1
OG0007534	XP_034828655.1	XP_039763268.1
OG0007535	XP_034828702.1	XP_039763305.1
OG0007536	XP_034836895.1	XP_039763292.1
OG0007537	XP_034830299.1	XP_039753813.1
OG0007538	XP_034833569.1	XP_039758404.1
OG0007539	XP_034831302.1	XP_039763282.1
OG0007540	XP_034832383.1	XP_039764167.1
OG0007541	XP_034836427.1	XP_039748467.1
OG0007542	XP_034832196.1	XP_039753244.1
OG0007543	XP_034826182.1	XP_039748072.1
OG0007544	XP_034835865.1	XP_039764154.1
OG0007545	XP_034841295.1	XP_039765902.1
OG0007546	XP_034825632.1	XP_039764720.1
OG0007547	XP_034825591.1	XP_039764740.1
OG0007548	XP_034830313.1	XP_039754147.1
OG0007549	XP_034840441.1	XP_039747221.1
OG0007550	XP_034825537.1	XP_039764579.1
OG0007551	XP_034830300.1, XP_034830301.1	XP_039754234.1
OG0007552	XP_034837692.1	XP_039761594.1
OG0007553	XP_034837688.1	XP_039761462.1
OG0007554	XP_034828994.1	XP_039754694.1
OG0007555	XP_034837585.1	XP_039761593.1
OG0007556	XP_034836291.1	XP_039747869.1
OG0007557	XP_034827394.1	XP_039752295.1
OG0007558	XP_034834009.1	XP_039759405.1
OG0007559	XP_034835472.1	XP_039759539.1
OG0007560	XP_034829778.1	XP_039749514.1
OG0007561	XP_034828995.1	XP_039755157.1
OG0007562	XP_034835473.1	XP_039759285.1
OG0007563	XP_034829784.1	XP_039749516.1
OG0007564	XP_034831236.1	XP_039755796.1
OG0007565	XP_034831233.1	XP_039755506.1
OG0007566	XP_034830976.1	XP_039754265.1
OG0007567	XP_034837677.1	XP_039761604.1
OG0007568	XP_034829430.1	XP_039754686.1
OG0007569	XP_034830977.1	XP_039754574.1
OG0007570	XP_034827096.1, XP_034827099.1, XP_034827098.1, XP_034827097.1	XP_039751373.1
OG0007571	XP_034831230.1	XP_039755537.1
OG0007572	XP_034825053.1	XP_039745808.1
OG0007573	XP_034833973.1	XP_039758164.1
OG0007574	XP_034828629.1	XP_039765117.1
OG0007575	XP_034825625.1	XP_039746419.1
OG0007576	XP_034828805.1	XP_039765118.1
OG0007577	XP_034835060.1	XP_039759523.1
OG0007578	XP_034828863.1	XP_039750762.1
OG0007579	XP_034835054.1	XP_039758947.1
OG0007580	XP_034835053.1	XP_039759534.1
OG0007581	XP_034841348.1	XP_039745179.1
OG0007582	XP_034825206.1	XP_039746326.1
OG0007583	XP_034835062.1	XP_039759453.1
OG0007584	XP_034831220.1	XP_039755674.1
OG0007585	XP_034833566.1	XP_039758473.1
OG0007586	XP_034834007.1	XP_039757968.1
OG0007587	XP_034825195.1	XP_039746069.1
OG0007588	XP_034826921.1	XP_039751445.1
OG0007589	XP_034827673.1	XP_039763751.1
OG0007590	XP_034825196.1	XP_039745604.1
OG0007591	XP_034831232.1	XP_039755478.1
OG0007592	XP_034825199.1	XP_039745601.1
OG0007593	XP_034827874.1	XP_039763761.1
OG0007594	XP_034830040.1	XP_039749695.1
OG0007595	XP_034831223.1	XP_039755658.1
OG0007596	XP_034824711.1	XP_039765047.1
OG0007597	XP_034825200.1	XP_039745605.1
OG0007598	XP_034833208.1	XP_039758776.1
OG0007599	XP_034825208.1	XP_039745609.1
OG0007600	XP_034833296.1	XP_039758710.1
OG0007601	XP_034829953.1	XP_039749465.1
OG0007602	XP_034824342.1	XP_039749089.1
OG0007603	XP_034834003.1	XP_039758115.1
OG0007604	XP_034831913.1	XP_039753262.1
OG0007605	XP_034833979.1	XP_039757959.1
OG0007606	XP_034825203.1	XP_039745606.1
OG0007607	XP_034825202.1	XP_039745816.1
OG0007609	XP_034825623.1	XP_039745815.1
OG0007610	XP_034831882.1	XP_039753595.1
OG0007611	XP_034829946.1	XP_039749974.1
OG0007612	XP_034829676.1	XP_039764714.1
OG0007613	XP_034826775.1	XP_039751411.1
OG0007614	XP_034827512.1	XP_039751904.1
OG0007615	XP_034828680.1	XP_039750878.1
OG0007616	XP_034824937.1	XP_039749233.1
OG0007617	XP_034831916.1	XP_039753303.1
OG0007618	XP_034824938.1	XP_039749085.1
OG0007619	XP_034831908.1	XP_039753551.1
OG0007620	XP_034831565.1	XP_039755830.1
OG0007621	XP_034834874.1	XP_039756168.1
OG0007622	XP_034831889.1	XP_039753614.1
OG0007623	XP_034826866.1	XP_039751344.1
OG0007624	XP_034824724.1	XP_039762825.1
OG0007625	XP_034834174.1	XP_039757577.1
OG0007626	XP_034828901.1	XP_039750953.1
OG0007627	XP_034833886.1	XP_039765187.1
OG0007628	XP_034833976.1	XP_039757690.1
OG0007629	XP_034833985.1	XP_039758181.1
OG0007630	XP_034826628.1	XP_039755993.1
OG0007631	XP_034839129.1	XP_039763458.1
OG0007632	XP_034831911.1	XP_039752849.1
OG0007633	XP_034827826.1	XP_039765184.1
OG0007634	XP_034833333.1	XP_039758406.1
OG0007635	XP_034839126.1	XP_039763623.1
OG0007636	XP_034833563.1	XP_039758594.1
OG0007637	XP_034827663.1	XP_039752701.1
OG0007638	XP_034833445.1	XP_039758460.1
OG0007639	XP_034828962.1	XP_039755166.1
OG0007640	XP_034833997.1	XP_039757558.1
OG0007641	XP_034827634.1	XP_039752054.1
OG0007642	XP_034824645.1	XP_039748942.1
OG0007643	XP_034839124.1	XP_039764110.1
OG0007644	XP_034841059.1	XP_039745158.1
OG0007645	XP_034834868.1, XP_034834867.1	XP_039756243.1
OG0007646	XP_034831329.1	XP_039755467.1
OG0007647	XP_034837581.1	XP_039761802.1
OG0007648	XP_034839125.1	XP_039763523.1
OG0007649	XP_034831332.1	XP_039755282.1
OG0007650	XP_034833442.1	XP_039758700.1
OG0007651	XP_034833441.1	XP_039758694.1
OG0007652	XP_034834878.1	XP_039756478.1
OG0007653	XP_034831704.1	XP_039751935.1
OG0007654	XP_034833983.1	XP_039757477.1
OG0007655	XP_034837479.1	XP_039761654.1
OG0007656	XP_034829939.1	XP_039749775.1
OG0007657	XP_034825436.1	XP_039764076.1
OG0007658	XP_034829924.1	XP_039749512.1
OG0007659	XP_034832675.1	XP_039757098.1
OG0007660	XP_034837764.1	XP_039761663.1
OG0007661	XP_034825474.1	XP_039764789.1
OG0007662	XP_034833766.1	XP_039757869.1
OG0007663	XP_034837660.1	XP_039761648.1
OG0007664	XP_034829172.1	XP_039764583.1
OG0007665	XP_034829120.1	XP_039754901.1
OG0007666	XP_034829195.1	XP_039764584.1
OG0007667	XP_034839295.1	XP_039764113.1
OG0007668	XP_034830500.1	XP_039758508.1
OG0007669	XP_034831448.1	XP_039755754.1
OG0007670	XP_034837665.1	XP_039761812.1
OG0007671	XP_034831202.1	XP_039755607.1
OG0007672	XP_034837656.1	XP_039761700.1
OG0007673	XP_034833700.1	XP_039757484.1
OG0007674	XP_034829151.1	XP_039764507.1
OG0007675	XP_034839296.1	XP_039764127.1
OG0007676	XP_034839574.1	XP_039763442.1
OG0007677	XP_034831098.1	XP_039755550.1
OG0007678	XP_034833696.1	XP_039757793.1
OG0007679	XP_034830472.1	XP_039760682.1
OG0007680	XP_034837666.1	XP_039761409.1
OG0007681	XP_034829213.1	XP_039764887.1
OG0007682	XP_034831657.1	XP_039755299.1
OG0007683	XP_034831658.1	XP_039755300.1
OG0007684	XP_034828726.1	XP_039750540.1
OG0007685	XP_034824338.1	XP_039748918.1
OG0007687	XP_034824336.1	XP_039749150.1
OG0007688	XP_034828731.1	XP_039750753.1
OG0007689	XP_034828876.1	XP_039750785.1
OG0007690	XP_034836423.1, XP_034836424.1	XP_039747673.1
OG0007691	XP_034829403.1	XP_039754816.1
OG0007692	XP_034833436.1	XP_039758284.1
OG0007693	XP_034835608.1	XP_039758929.1
OG0007694	XP_034831035.1	XP_039755411.1
OG0007696	XP_034828670.1	XP_039750561.1
OG0007698	XP_034831365.1	XP_039755500.1
OG0007700	XP_034831356.1	XP_039755710.1
OG0007701	XP_034828671.1	XP_039750784.1
OG0007702	XP_034828674.1	XP_039750532.1
OG0007704	XP_034834168.1	XP_039758013.1
OG0007705	XP_034829955.1	XP_039749825.1
OG0007706	XP_034826203.1	XP_039750243.1
OG0007707	XP_034831471.1	XP_039755788.1
OG0007708	XP_034840422.1	XP_039747406.1
OG0007709	XP_034829266.1	XP_039754611.1
OG0007710	XP_034833868.1	XP_039757583.1
OG0007711	XP_034839376.1	XP_039763701.1
OG0007712	XP_034834433.1	XP_039756407.1
OG0007713	XP_034827029.1	XP_039751444.1
OG0007714	XP_034833712.1	XP_039757592.1
OG0007715	XP_034827611.1	XP_039752734.1
OG0007716	XP_034837765.1	XP_039761643.1
OG0007717	XP_034828668.1	XP_039750609.1
OG0007718	XP_034840108.1	XP_039747381.1
OG0007719	XP_034827639.1	XP_039752732.1
OG0007720	XP_034827637.1	XP_039752731.1
OG0007721	XP_034837622.1	XP_039761671.1
OG0007722	XP_034837621.1	XP_039761471.1
OG0007723	XP_034840907.1	XP_039745346.1
OG0007724	XP_034840906.1	XP_039765923.1
OG0007725	XP_034828529.1	XP_039750331.1
OG0007726	XP_034827223.1	XP_039751455.1
OG0007727	XP_034828523.1	XP_039750691.1
OG0007728	XP_034833438.1	XP_039758447.1
OG0007729	XP_034827225.1	XP_039751458.1
OG0007730	XP_034833429.1	XP_039758791.1
OG0007731	XP_034837620.1	XP_039761628.1
OG0007732	XP_034840012.1	XP_039764602.1
OG0007733	XP_034827232.1	XP_039751204.1
OG0007734	XP_034827843.1	XP_039752493.1
OG0007735	XP_034834439.1	XP_039757180.1
OG0007736	XP_034832354.1	XP_039753516.1
OG0007737	XP_034825963.1	XP_039761860.1
OG0007738	XP_034841453.1	XP_039764513.1
OG0007739	XP_034828519.1	XP_039750253.1
OG0007740	XP_034833325.1	XP_039758558.1
OG0007741	XP_034824243.1	XP_039748787.1
OG0007742	XP_034826754.1	XP_039751563.1
OG0007743	XP_034824241.1	XP_039748785.1
OG0007744	XP_034839445.1	XP_039763484.1
OG0007745	XP_034824244.1	XP_039748814.1
OG0007746	XP_034833326.1	XP_039758612.1
OG0007747	XP_034829409.1	XP_039754954.1
OG0007748	XP_034826897.1	XP_039751588.1
OG0007749	XP_034833318.1	XP_039758211.1
OG0007750	XP_034829949.1	XP_039749770.1
OG0007751	XP_034826132.1	XP_039745256.1
OG0007752	XP_034826131.1	XP_039745244.1
OG0007753	XP_034827104.1	XP_039751593.1
OG0007754	XP_034827206.1	XP_039751673.1
OG0007755	XP_034833330.1	XP_039758535.1
OG0007756	XP_034826209.1	XP_039765753.1
OG0007757	XP_034828520.1	XP_039750494.1
OG0007758	XP_034835116.1	XP_039757897.1
OG0007760	XP_034830640.1	XP_039754227.1
OG0007761	XP_034840121.1	XP_039746585.1
OG0007762	XP_034829603.1	XP_039749509.1
OG0007763	XP_034833316.1	XP_039758394.1
OG0007764	XP_034840899.1	XP_039765589.1
OG0007765	XP_034824230.1	XP_039748848.1
OG0007766	XP_034827198.1	XP_039751194.1
OG0007767	XP_034840903.1	XP_039745248.1
OG0007768	XP_034832678.1	XP_039756971.1
OG0007769	XP_034832690.1	XP_039756973.1
OG0007770	XP_034835385.1	XP_039755858.1
OG0007771	XP_034832576.1	XP_039757040.1
OG0007772	XP_034829588.1	XP_039749345.1
OG0007773	XP_034824862.1	XP_039748568.1
OG0007774	XP_034830798.1	XP_039754112.1
OG0007775	XP_034828585.1	XP_039750876.1
OG0007776	XP_034825803.1	XP_039764712.1
OG0007777	XP_034830444.1, XP_034830443.1	XP_039754016.1
OG0007778	XP_034825794.1	XP_039764698.1
OG0007779	XP_034835000.1	XP_039756698.1
OG0007780	XP_034828883.1	XP_039750653.1
OG0007781	XP_034828932.1, XP_034828931.1	XP_039755165.1
OG0007782	XP_034827620.1	XP_039752286.1
OG0007783	XP_034824193.1	XP_039748738.1
OG0007784	XP_034835041.1	XP_039759510.1
OG0007785	XP_034827642.1	XP_039752721.1
OG0007786	XP_034835043.1	XP_039758990.1
OG0007787	XP_034825530.1	XP_039765267.1
OG0007788	XP_034827602.1	XP_039752063.1
OG0007789	XP_034835039.1	XP_039758991.1
OG0007790	XP_034831469.1, XP_034831468.1	XP_039755967.1
OG0007791	XP_034829599.1	XP_039750058.1
OG0007792	XP_034832190.1	XP_039753422.1
OG0007793	XP_034829012.1	XP_039754880.1
OG0007794	XP_034827625.1	XP_039752699.1
OG0007795	XP_034837671.1	XP_039761578.1
OG0007796	XP_034827846.1	XP_039752781.1
OG0007797	XP_034835457.1	XP_039759242.1
OG0007798	XP_034825806.1	XP_039745231.1
OG0007799	XP_034839298.1	XP_039763450.1
OG0007800	XP_034835450.1	XP_039759450.1
OG0007801	XP_034824144.1	XP_039765971.1
OG0007802	XP_034824328.1	XP_039749249.1
OG0007803	XP_034841419.1	XP_039765820.1
OG0007804	XP_034837678.1	XP_039761588.1
OG0007805	XP_034837672.1	XP_039761734.1
OG0007806	XP_034832494.1	XP_039753489.1
OG0007807	XP_034832784.1	XP_039757430.1
OG0007808	XP_034830926.1	XP_039753875.1
OG0007809	XP_034841382.1	XP_039745129.1
OG0007810	XP_034827283.1	XP_039751229.1
OG0007811	XP_034828587.1	XP_039750781.1
OG0007812	XP_034840406.1	XP_039747427.1
OG0007813	XP_034832478.1	XP_039753025.1
OG0007814	XP_034841406.1	XP_039765460.1
OG0007815	XP_034827631.1	XP_039751804.1, XP_039751806.1, XP_039751805.1
OG0007816	XP_034841409.1	XP_039745348.1
OG0007817	XP_034840439.1	XP_039747278.1
OG0007818	XP_034830936.1	XP_039754456.1
OG0007819	XP_034837464.1	XP_039761521.1
OG0007820	XP_034830938.1	XP_039754121.1
OG0007821	XP_034830085.1	XP_039750043.1
OG0007822	XP_034832748.1	XP_039756903.1
OG0007823	XP_034837470.1	XP_039761773.1
OG0007824	XP_034826128.1	XP_039764688.1
OG0007825	XP_034840175.1	XP_039747037.1
OG0007826	XP_034829809.1	XP_039749765.1
OG0007827	XP_034839335.1	XP_039764077.1
OG0007828	XP_034827650.1	XP_039752380.1
OG0007829	XP_034830796.1	XP_039754365.1
OG0007830	XP_034834001.1	XP_039754905.1
OG0007831	XP_034825119.1	XP_039746112.1
OG0007832	XP_034840409.1	XP_039747007.1
OG0007833	XP_034840164.1	XP_039746659.1
OG0007834	XP_034834261.1	XP_039754371.1
OG0007835	XP_034829119.1	XP_039755045.1
OG0007836	XP_034832661.1	XP_039754383.1
OG0007837	XP_034839567.1	XP_039763946.1
OG0007838	XP_034831350.1	XP_039758649.1, XP_039755042.1
OG0007839	XP_034840410.1	XP_039746621.1
OG0007840	XP_034830505.1	XP_039754106.1
OG0007841	XP_034841407.1	XP_039765834.1
OG0007842	XP_034840273.1	XP_039765071.1
OG0007843	XP_034841389.1	XP_039765943.1
OG0007844	XP_034832496.1	XP_039753275.1
OG0007845	XP_034827401.1	XP_039764877.1
OG0007846	XP_034827349.1	XP_039765178.1
OG0007847	XP_034834397.1	XP_039756034.1
OG0007848	XP_034841370.1	XP_039765397.1
OG0007849	XP_034830175.1	XP_039749583.1
OG0007850	XP_034833104.1	XP_039757048.1
OG0007851	XP_034826692.1	XP_039751630.1
OG0007852	XP_034832479.1	XP_039753577.1
OG0007853	XP_034832471.1	XP_039752875.1
OG0007854	XP_034824143.1	XP_039745046.1
OG0007855	XP_034839748.1	XP_039764185.1
OG0007856	XP_034826713.1	XP_039751648.1
OG0007857	XP_034841365.1	XP_039745209.1
OG0007858	XP_034826248.1	XP_039750263.1
OG0007859	XP_034841418.1	XP_039745347.1
OG0007860	XP_034834416.1	XP_039756080.1
OG0007861	XP_034827392.1	XP_039751728.1
OG0007862	XP_034827386.1	XP_039751727.1
OG0007863	XP_034834417.1	XP_039756345.1
OG0007864	XP_034832863.1	XP_039756793.1
OG0007865	XP_034830540.1	XP_039754204.1
OG0007866	XP_034834399.1, XP_034834398.1	XP_039756597.1
OG0007867	XP_034824404.1	XP_039749014.1
OG0007868	XP_034832504.1	XP_039753493.1
OG0007869	XP_034830530.1	XP_039754357.1
OG0007870	XP_034827970.1	XP_039752738.1
OG0007871	XP_034834410.1	XP_039756258.1
OG0007872	XP_034840504.1	XP_039765182.1
OG0007873	XP_034829258.1	XP_039755108.1
OG0007874	XP_034831819.1	XP_039753194.1
OG0007875	XP_034841010.1	XP_039745478.1
OG0007876	XP_034840516.1	XP_039762568.1
OG0007877	XP_034826385.1	XP_039745303.1
OG0007878	XP_034839351.1	XP_039763273.1
OG0007879	XP_034826388.1	XP_039745315.1
OG0007880	XP_034829256.1	XP_039754658.1
OG0007881	XP_034830535.1	XP_039754117.1
OG0007882	XP_034830536.1	XP_039754150.1
OG0007883	XP_034839321.1	XP_039764144.1
OG0007884	XP_034830538.1	XP_039754179.1
OG0007885	XP_034830528.1	XP_039754527.1
OG0007886	XP_034826390.1	XP_039748580.1
OG0007887	XP_034824853.1	XP_039748794.1
OG0007888	XP_034830527.1	XP_039754020.1
OG0007889	XP_034830532.1	XP_039754022.1
OG0007890	XP_034830519.1	XP_039754019.1
OG0007891	XP_034829259.1	XP_039754629.1
OG0007892	XP_034830514.1	XP_039754264.1
OG0007893	XP_034829033.1	XP_039755033.1
OG0007894	XP_034830529.1	XP_039753922.1
OG0007895	XP_034831807.1	XP_039753202.1
OG0007896	XP_034831804.1	XP_039752969.1
OG0007897	XP_034828100.1	XP_039752570.1
OG0007898	XP_034824651.1	XP_039748716.1
OG0007899	XP_034830520.1	XP_039753823.1, XP_039753825.1
OG0007900	XP_034831981.1	XP_039752972.1
OG0007901	XP_034832051.1	XP_039753142.1
OG0007902	XP_034834221.1	XP_039755211.1
OG0007903	XP_034828602.1	XP_039750918.1
OG0007904	XP_034829148.1	XP_039754796.1
OG0007905	XP_034829416.1	XP_039755203.1
OG0007906	XP_034840168.1	XP_039764891.1
OG0007907	XP_034824652.1	XP_039748611.1, XP_039748612.1
OG0007908	XP_034839434.1	XP_039763696.1
OG0007909	XP_034830791.1	XP_039754530.1
OG0007910	XP_034840923.1	XP_039745237.1
OG0007911	XP_034840107.1	XP_039764908.1
OG0007912	XP_034838525.1	XP_039758624.1
OG0007913	XP_034824141.1	XP_039745235.1
OG0007914	XP_034826704.1	XP_039751717.1
OG0007915	XP_034832033.1	XP_039753625.1
OG0007916	XP_034824855.1	XP_039748576.1
OG0007917	XP_034824172.1	XP_039745472.1
OG0007918	XP_034830511.1	XP_039754100.1
OG0007919	XP_034833923.1	XP_039755087.1
OG0007920	XP_034839400.1	XP_039763803.1
OG0007921	XP_034839392.1	XP_039763395.1
OG0007922	XP_034840069.1	XP_039764902.1
OG0007923	XP_034828174.1	XP_039751772.1
OG0007924	XP_034826862.1	XP_039751493.1
OG0007925	XP_034828172.1	XP_039752287.1
OG0007926	XP_034834704.1	XP_039761269.1
OG0007927	XP_034832786.1	XP_039757182.1
OG0007928	XP_034830534.1	XP_039753957.1
OG0007929	XP_034830515.1	XP_039753956.1
OG0007930	XP_034828173.1	XP_039752696.1
OG0007931	XP_034832045.1	XP_039753695.1
OG0007932	XP_034833118.1	XP_039757256.1
OG0007933	XP_034828175.1	XP_039751816.1
OG0007934	XP_034827865.1	XP_039751949.1
OG0007936	XP_034833116.1	XP_039756938.1
OG0007937	XP_034825372.1	XP_039746473.1
OG0007938	XP_034828653.1	XP_039750480.1
OG0007939	XP_034832046.1	XP_039753626.1
OG0007940	XP_034828915.1	XP_039750866.1
OG0007941	XP_034825985.1	XP_039765801.1
OG0007942	XP_034827868.1	XP_039752106.1
OG0007943	XP_034832048.1	XP_039753642.1
OG0007944	XP_034840974.1	XP_039765387.1
OG0007945	XP_034828888.1	XP_039750718.1
OG0007946	XP_034840975.1	XP_039765858.1
OG0007947	XP_034839291.1	XP_039763306.1
OG0007948	XP_034828919.1	XP_039750269.1
OG0007949	XP_034832034.1	XP_039752992.1
OG0007950	XP_034826680.1	XP_039751094.1
OG0007951	XP_034832049.1	XP_039753592.1
OG0007952	XP_034832036.1	XP_039753650.1
OG0007953	XP_034831501.1	XP_039755712.1
OG0007954	XP_034834985.1	XP_039754360.1
OG0007955	XP_034831496.1	XP_039755744.1
OG0007956	XP_034832184.1	XP_039753261.1
OG0007957	XP_034830704.1	XP_039762001.1
OG0007958	XP_034831639.1	XP_039755651.1
OG0007959	XP_034832053.1	XP_039753040.1
OG0007960	XP_034826768.1	XP_039751557.1
OG0007961	XP_034825211.1	XP_039746081.1
OG0007962	XP_034831741.1	XP_039753580.1
OG0007963	XP_034831153.1	XP_039755868.1
OG0007964	XP_034841525.1	XP_039765972.1
OG0007965	XP_034829057.1	XP_039754799.1
OG0007966	XP_034831152.1	XP_039755636.1
OG0007967	XP_034841523.1	XP_039745308.1
OG0007968	XP_034830668.1	XP_039754459.1
OG0007969	XP_034829050.1	XP_039754642.1
OG0007970	XP_034831690.1	XP_039755635.1
OG0007971	XP_034831743.1	XP_039752963.1
OG0007972	XP_034828891.1	XP_039750273.1
OG0007973	XP_034840429.1	XP_039746723.1
OG0007974	XP_034824700.1	XP_039748841.1
OG0007975	XP_034831742.1	XP_039752962.1
OG0007976	XP_034832183.1	XP_039752964.1
OG0007977	XP_034827220.1	XP_039751272.1
OG0007978	XP_034831809.1	XP_039752968.1
OG0007979	XP_034827209.1	XP_039751520.1
OG0007980	XP_034825393.1	XP_039746285.1
OG0007981	XP_034827867.1	XP_039765021.1
OG0007982	XP_034832854.1	XP_039757345.1
OG0007983	XP_034827840.1	XP_039764780.1
OG0007984	XP_034840074.1	XP_039746610.1
OG0007985	XP_034827222.1	XP_039751206.1
OG0007986	XP_034828749.1	XP_039750810.1
OG0007987	XP_034825175.1	XP_039746226.1
OG0007988	XP_034827741.1	XP_039752658.1
OG0007989	XP_034830740.1	XP_039754059.1
OG0007990	XP_034824138.1	XP_039745119.1
OG0007991	XP_034830742.1	XP_039754505.1
OG0007992	XP_034828618.1	XP_039764782.1
OG0007993	XP_034839447.1	XP_039763437.1
OG0007994	XP_034840778.1	XP_039746518.1
OG0007995	XP_034829419.1	XP_039754949.1
OG0007996	XP_034827219.1	XP_039751389.1
OG0007997	XP_034841081.1	XP_039765871.1
