Orthogroup	Danaus_plexippus	Maniola_hyperantus
OG0007667	DPOGS203949-PA	XP_034839295.1
OG0007668	DPOGS201479-PA	XP_034830500.1
OG0007669	DPOGS204857-PA	XP_034831448.1
OG0007670	DPOGS205538-PA	XP_034837665.1
OG0007671	DPOGS204839-PA	XP_034831202.1
OG0007672	DPOGS205500-PA	XP_034837656.1
OG0007673	DPOGS212839-PA	XP_034833700.1
OG0007674	DPOGS214114-PA	XP_034829151.1
OG0007675	DPOGS203948-PA	XP_034839296.1
OG0007676	DPOGS203942-PA	XP_034839574.1
OG0007677	DPOGS204856-PA	XP_034831098.1
OG0007678	DPOGS212831-PA	XP_034833696.1
OG0007679	DPOGS201934-PA	XP_034830472.1
OG0007680	DPOGS205536-PA	XP_034837666.1
OG0007681	DPOGS214113-PA	XP_034829213.1
OG0007682	DPOGS211639-PA	XP_034831657.1
OG0007683	DPOGS211640-PA	XP_034831658.1
OG0007684	DPOGS210707-PA	XP_034828726.1
OG0007685	DPOGS211402-PA	XP_034824338.1
OG0007687	DPOGS211401-PA	XP_034824336.1
OG0007688	DPOGS210744-PA	XP_034828731.1
OG0007689	DPOGS210743-PA	XP_034828876.1
OG0007690	DPOGS208423-PA	XP_034836423.1, XP_034836424.1
OG0007691	DPOGS209990-PA	XP_034829403.1
OG0007692	DPOGS215380-PA	XP_034833436.1
OG0007693	DPOGS209911-PA	XP_034835608.1
OG0007694	DPOGS213508-PA	XP_034831035.1
OG0007696	DPOGS210741-PA	XP_034828670.1
OG0007698	DPOGS212386-PA	XP_034831365.1
OG0007700	DPOGS212328-PA	XP_034831356.1
OG0007701	DPOGS210713-PA	XP_034828671.1
OG0007702	DPOGS210739-PA	XP_034828674.1
OG0007704	DPOGS212835-PA	XP_034834168.1
OG0007705	DPOGS205520-PA	XP_034829955.1
OG0007706	DPOGS209302-PA	XP_034826203.1
OG0007707	DPOGS212390-PA	XP_034831471.1
OG0007708	DPOGS212424-PA	XP_034840422.1
OG0007709	DPOGS209953-PA	XP_034829266.1
OG0007710	DPOGS202689-PA	XP_034833868.1
OG0007711	DPOGS212581-PA	XP_034839376.1
OG0007712	DPOGS201004-PA	XP_034834433.1
OG0007713	DPOGS207650-PA	XP_034827029.1
OG0007714	DPOGS202702-PA	XP_034833712.1
OG0007715	DPOGS207006-PA	XP_034827611.1
OG0007716	DPOGS205532-PA	XP_034837765.1
OG0007717	DPOGS210738-PA	XP_034828668.1
OG0007718	DPOGS202102-PA	XP_034840108.1
OG0007719	DPOGS206929-PA	XP_034827639.1
OG0007720	DPOGS207007-PA	XP_034827637.1
OG0007721	DPOGS205530-PA	XP_034837622.1
OG0007722	DPOGS205507-PA	XP_034837621.1
OG0007723	DPOGS204273-PA	XP_034840907.1
OG0007724	DPOGS204276-PA	XP_034840906.1
OG0007725	DPOGS210716-PA	XP_034828529.1
OG0007726	DPOGS207662-PA	XP_034827223.1
OG0007727	DPOGS210736-PA	XP_034828523.1
OG0007728	DPOGS215412-PA	XP_034833438.1
OG0007729	DPOGS202797-PA	XP_034827225.1
OG0007730	DPOGS215413-PA	XP_034833429.1
OG0007731	DPOGS205508-PA	XP_034837620.1
OG0007732	DPOGS214281-PA	XP_034840012.1
OG0007733	DPOGS202798-PA	XP_034827232.1
OG0007734	DPOGS207012-PA	XP_034827843.1
OG0007735	DPOGS201933-PA	XP_034834439.1
OG0007736	DPOGS207699-PA	XP_034832354.1
OG0007737	DPOGS206421-PA	XP_034825963.1
OG0007738	DPOGS214285-PA	XP_034841453.1
OG0007739	DPOGS210718-PA	XP_034828519.1
OG0007740	DPOGS215378-PA	XP_034833325.1
OG0007741	DPOGS211398-PA	XP_034824243.1
OG0007742	DPOGS202824-PA	XP_034826754.1
OG0007743	DPOGS211420-PA	XP_034824241.1
OG0007744	DPOGS212559-PA	XP_034839445.1
OG0007745	DPOGS211397-PA	XP_034824244.1
OG0007746	DPOGS215376-PA	XP_034833326.1
OG0007747	DPOGS209975-PA, DPOGS214000-PA	XP_034829409.1
OG0007748	DPOGS202823-PA	XP_034826897.1
OG0007749	DPOGS215417-PA	XP_034833318.1
OG0007750	DPOGS200052-PA	XP_034829949.1
OG0007751	DPOGS206420-PA	XP_034826132.1
OG0007752	DPOGS202378-PA	XP_034826131.1
OG0007753	DPOGS202822-PA	XP_034827104.1
OG0007754	DPOGS202800-PA	XP_034827206.1
OG0007755	DPOGS215375-PA	XP_034833330.1
OG0007756	DPOGS202377-PA	XP_034826209.1
OG0007757	DPOGS210720-PA	XP_034828520.1
OG0007758	DPOGS201932-PA	XP_034835116.1
OG0007760	DPOGS200324-PA	XP_034830640.1
OG0007761	DPOGS202098-PA	XP_034840121.1
OG0007762	DPOGS200055-PA	XP_034829603.1
OG0007763	DPOGS215419-PA	XP_034833316.1
OG0007764	DPOGS213960-PA	XP_034840899.1
OG0007765	DPOGS211396-PA	XP_034824230.1
OG0007766	DPOGS202802-PA	XP_034827198.1
OG0007767	DPOGS213934-PA	XP_034840903.1
OG0007768	DPOGS203501-PA	XP_034832678.1
OG0007769	DPOGS203567-PA	XP_034832690.1
OG0007770	DPOGS201923-PA	XP_034835385.1
OG0007771	DPOGS203499-PA	XP_034832576.1
OG0007772	DPOGS200057-PA	XP_034829588.1
OG0007773	DPOGS205832-PA	XP_034824862.1
OG0007774	DPOGS200325-PA	XP_034830798.1
OG0007775	DPOGS210724-PA	XP_034828585.1
OG0007776	DPOGS202375-PA	XP_034825803.1
OG0007777	DPOGS200332-PA	XP_034830444.1, XP_034830443.1
OG0007778	DPOGS202374-PA	XP_034825794.1
OG0007779	DPOGS215257-PA	XP_034835000.1
OG0007780	DPOGS200202-PA	XP_034828883.1
OG0007781	DPOGS209966-PA	XP_034828932.1, XP_034828931.1
OG0007782	DPOGS204185-PA	XP_034827620.1
OG0007783	DPOGS205847-PA	XP_034824193.1
OG0007784	DPOGS202878-PA	XP_034835041.1
OG0007785	DPOGS206922-PA	XP_034827642.1
OG0007786	DPOGS202879-PA	XP_034835043.1
OG0007787	DPOGS214086-PA	XP_034825530.1
OG0007788	DPOGS207016-PA	XP_034827602.1
OG0007789	DPOGS202920-PA	XP_034835039.1
OG0007790	DPOGS212316-PA	XP_034831469.1, XP_034831468.1
OG0007791	DPOGS200061-PA	XP_034829599.1
OG0007792	DPOGS200819-PA	XP_034832190.1
OG0007793	DPOGS200651-PA	XP_034829012.1
OG0007794	DPOGS206920-PA	XP_034827625.1
OG0007795	DPOGS205519-PA	XP_034837671.1
OG0007796	DPOGS207019-PA	XP_034827846.1
OG0007797	DPOGS202883-PA	XP_034835457.1
OG0007798	DPOGS210307-PA	XP_034825806.1
OG0007799	DPOGS212562-PA	XP_034839298.1
OG0007800	DPOGS202913-PA	XP_034835450.1
OG0007801	DPOGS213953-PA	XP_034824144.1
OG0007802	DPOGS205826-PA, DPOGS205827-PA	XP_034824328.1
OG0007803	DPOGS213952-PA	XP_034841419.1
OG0007804	DPOGS207915-PA	XP_034837678.1
OG0007805	DPOGS207922-PA	XP_034837672.1
OG0007806	DPOGS200821-PA	XP_034832494.1
OG0007807	DPOGS203576-PA	XP_034832784.1
OG0007808	DPOGS200304-PA	XP_034830926.1
OG0007809	DPOGS213951-PA	XP_034841382.1
OG0007810	DPOGS202815-PA	XP_034827283.1
OG0007811	DPOGS200205-PA	XP_034828587.1
OG0007812	DPOGS200186-PA	XP_034840406.1
OG0007813	DPOGS200823-PA	XP_034832478.1
OG0007814	DPOGS213950-PA	XP_034841406.1
OG0007815	DPOGS206917-PA	XP_034827631.1
OG0007816	DPOGS213948-PA	XP_034841409.1
OG0007817	DPOGS200131-PA	XP_034840439.1
OG0007818	DPOGS200333-PA	XP_034830936.1
OG0007819	DPOGS207920-PA	XP_034837464.1
OG0007820	DPOGS200334-PA	XP_034830938.1
OG0007821	DPOGS206490-PA	XP_034830085.1
OG0007822	DPOGS203486-PA	XP_034832748.1
OG0007823	DPOGS207918-PA	XP_034837470.1
OG0007824	DPOGS214094-PA	XP_034826128.1
OG0007825	DPOGS200132-PA	XP_034840175.1
OG0007826	DPOGS206487-PA	XP_034829809.1
OG0007827	DPOGS203315-PA	XP_034839335.1
OG0007828	DPOGS206966-PA	XP_034827650.1
OG0007829	DPOGS200335-PA	XP_034830796.1
OG0007830	DPOGS210608-PA	XP_034834001.1
OG0007831	DPOGS200741-PA	XP_034825119.1
OG0007832	DPOGS200179-PA	XP_034840409.1
OG0007833	DPOGS200133-PA	XP_034840164.1
OG0007834	DPOGS210602-PA	XP_034834261.1
OG0007835	DPOGS200597-PA	XP_034829119.1
OG0007836	DPOGS210607-PA	XP_034832661.1
OG0007837	DPOGS203316-PA	XP_034839567.1
OG0007838	DPOGS210609-PA	XP_034831350.1
OG0007839	DPOGS200134-PA	XP_034840410.1
OG0007840	DPOGS200296-PA	XP_034830505.1
OG0007841	DPOGS208723-PA	XP_034841407.1
OG0007842	DPOGS214092-PA	XP_034840273.1
OG0007843	DPOGS208724-PA	XP_034841389.1
OG0007844	DPOGS200870-PA	XP_034832496.1
OG0007845	DPOGS214091-PA	XP_034827401.1
OG0007846	DPOGS214090-PA	XP_034827349.1
OG0007847	DPOGS215269-PA	XP_034834397.1
OG0007848	DPOGS208715-PA	XP_034841370.1
OG0007849	DPOGS206493-PA	XP_034830175.1
OG0007850	DPOGS203478-PA	XP_034833104.1
OG0007851	DPOGS207659-PA	XP_034826692.1
OG0007852	DPOGS200869-PA	XP_034832479.1
OG0007853	DPOGS200830-PA	XP_034832471.1
OG0007854	DPOGS208713-PA	XP_034824143.1
OG0007855	DPOGS203400-PA	XP_034839748.1
OG0007856	DPOGS202836-PA	XP_034826713.1
OG0007857	DPOGS208728-PA	XP_034841365.1
OG0007858	DPOGS214916-PA	XP_034826248.1
OG0007859	DPOGS208710-PA	XP_034841418.1
OG0007860	DPOGS215244-PA	XP_034834416.1
OG0007861	DPOGS202786-PA	XP_034827392.1
OG0007862	DPOGS202787-PA	XP_034827386.1
OG0007863	DPOGS215271-PA	XP_034834417.1
OG0007864	DPOGS211611-PA	XP_034832863.1
OG0007865	DPOGS200340-PA	XP_034830540.1
OG0007866	DPOGS215272-PA	XP_034834399.1, XP_034834398.1
OG0007867	DPOGS215823-PA	XP_034824404.1
OG0007868	DPOGS200867-PA	XP_034832504.1
OG0007869	DPOGS200295-PA	XP_034830530.1
OG0007870	DPOGS206869-PA	XP_034827970.1
OG0007871	DPOGS215275-PA	XP_034834410.1
OG0007872	DPOGS214293-PA	XP_034840504.1
OG0007873	DPOGS200598-PA	XP_034829258.1
OG0007874	DPOGS200866-PA	XP_034831819.1
OG0007875	DPOGS208708-PA	XP_034841010.1
OG0007876	DPOGS214087-PA	XP_034840516.1
OG0007877	DPOGS214918-PA	XP_034826385.1
OG0007878	DPOGS203308-PA	XP_034839351.1
OG0007879	DPOGS214909-PA	XP_034826388.1
OG0007880	DPOGS200640-PA	XP_034829256.1
OG0007881	DPOGS200293-PA	XP_034830535.1
OG0007882	DPOGS200342-PA	XP_034830536.1
OG0007883	DPOGS203307-PA	XP_034839321.1
OG0007884	DPOGS200292-PA	XP_034830538.1
OG0007885	DPOGS200291-PA	XP_034830528.1
OG0007886	DPOGS214908-PA	XP_034826390.1
OG0007887	DPOGS209928-PA	XP_034824853.1
OG0007888	DPOGS200344-PA	XP_034830527.1
OG0007889	DPOGS200345-PA	XP_034830532.1
OG0007890	DPOGS200290-PA	XP_034830519.1
OG0007891	DPOGS200601-PA	XP_034829259.1
OG0007892	DPOGS200346-PA	XP_034830514.1
OG0007893	DPOGS200637-PA	XP_034829033.1
OG0007894	DPOGS200347-PA	XP_034830529.1
OG0007895	DPOGS200864-PA	XP_034831807.1
OG0007896	DPOGS200863-PA	XP_034831804.1
OG0007897	DPOGS206867-PA	XP_034828100.1
OG0007898	DPOGS209930-PA	XP_034824651.1
OG0007899	DPOGS200350-PA	XP_034830520.1
OG0007900	DPOGS200834-PA	XP_034831981.1
OG0007901	DPOGS200862-PA	XP_034832051.1
OG0007902	DPOGS210596-PA	XP_034834221.1
OG0007903	DPOGS200210-PA	XP_034828602.1
OG0007904	DPOGS200636-PA	XP_034829148.1
OG0007905	DPOGS200603-PA	XP_034829416.1
OG0007906	DPOGS207642-PA	XP_034840168.1
OG0007908	DPOGS203340-PA	XP_034839434.1
OG0007909	DPOGS200287-PA	XP_034830791.1
OG0007910	DPOGS208731-PA	XP_034840923.1
OG0007911	DPOGS207641-PA	XP_034840107.1
OG0007912	DPOGS210593-PA	XP_034838525.1
OG0007913	DPOGS208706-PA	XP_034824141.1
OG0007914	DPOGS202831-PA	XP_034826704.1
OG0007915	DPOGS200835-PA	XP_034832033.1
OG0007916	DPOGS209924-PA	XP_034824855.1
OG0007917	DPOGS208732-PA	XP_034824172.1
OG0007918	DPOGS200353-PA	XP_034830511.1
OG0007919	DPOGS210592-PA	XP_034833923.1
OG0007920	DPOGS203921-PA	XP_034839400.1
OG0007921	DPOGS203920-PA	XP_034839392.1
OG0007922	DPOGS207622-PA	XP_034840069.1
OG0007923	DPOGS207072-PA	XP_034828174.1
OG0007924	DPOGS202830-PA	XP_034826862.1
OG0007925	DPOGS207073-PA	XP_034828172.1
OG0007926	DPOGS210590-PA	XP_034834704.1
OG0007927	DPOGS211613-PA	XP_034832786.1
OG0007928	DPOGS200285-PA	XP_034830534.1
OG0007929	DPOGS200356-PA	XP_034830515.1
OG0007930	DPOGS206865-PA	XP_034828173.1
OG0007931	DPOGS200861-PA	XP_034832045.1
OG0007932	DPOGS211614-PA	XP_034833118.1
OG0007933	DPOGS207074-PA	XP_034828175.1
OG0007934	DPOGS207075-PA	XP_034827865.1
OG0007936	DPOGS211602-PA	XP_034833116.1
OG0007937	DPOGS200715-PA	XP_034825372.1
OG0007938	DPOGS208317-PA	XP_034828653.1
OG0007939	DPOGS200838-PA	XP_034832046.1
OG0007940	DPOGS208318-PA	XP_034828915.1
OG0007941	DPOGS208702-PA	XP_034825985.1
OG0007942	DPOGS207077-PA	XP_034827868.1
OG0007943	DPOGS200859-PA	XP_034832048.1
OG0007944	DPOGS208741-PA	XP_034840974.1
OG0007945	DPOGS208311-PA	XP_034828888.1
OG0007946	DPOGS208701-PA	XP_034840975.1
OG0007947	DPOGS202979-PA	XP_034839291.1
OG0007948	DPOGS208320-PA	XP_034828919.1
OG0007949	DPOGS200841-PA	XP_034832034.1
OG0007950	DPOGS202781-PA	XP_034826680.1
OG0007951	DPOGS200858-PA	XP_034832049.1
OG0007952	DPOGS200842-PA	XP_034832036.1
OG0007953	DPOGS212380-PA	XP_034831501.1
OG0007954	DPOGS210588-PA	XP_034834985.1
OG0007955	DPOGS212337-PA	XP_034831496.1
OG0007956	DPOGS200857-PA	XP_034832184.1
OG0007957	DPOGS202185-PA	XP_034830704.1
OG0007958	DPOGS212339-PA	XP_034831639.1
OG0007959	DPOGS200844-PA	XP_034832053.1
OG0007960	DPOGS202841-PA	XP_034826768.1
OG0007961	DPOGS200743-PA	XP_034825211.1
OG0007962	DPOGS200856-PA	XP_034831741.1
OG0007963	DPOGS212375-PA	XP_034831153.1
OG0007964	DPOGS208695-PA	XP_034841525.1
OG0007965	DPOGS200630-PA	XP_034829057.1
OG0007966	DPOGS212373-PA	XP_034831152.1
OG0007967	DPOGS208746-PA	XP_034841523.1
OG0007968	DPOGS200358-PA	XP_034830668.1
OG0007969	DPOGS200629-PA	XP_034829050.1
OG0007970	DPOGS212343-PA	XP_034831690.1
OG0007971	DPOGS200854-PA	XP_034831743.1
OG0007972	DPOGS202351-PA	XP_034828891.1
OG0007973	DPOGS204769-PA	XP_034840429.1
OG0007974	DPOGS209918-PA	XP_034824700.1
OG0007975	DPOGS200845-PA	XP_034831742.1
OG0007976	DPOGS200853-PA	XP_034832183.1
OG0007977	DPOGS202843-PA	XP_034827220.1
OG0007978	DPOGS200846-PA	XP_034831809.1
OG0007979	DPOGS202778-PA	XP_034827209.1
OG0007980	DPOGS200740-PA	XP_034825393.1
OG0007981	DPOGS207638-PA	XP_034827867.1
OG0007982	DPOGS211619-PA	XP_034832854.1
OG0007983	DPOGS207626-PA	XP_034827840.1
OG0007984	DPOGS204765-PA	XP_034840074.1
OG0007985	DPOGS202776-PA	XP_034827222.1
OG0007986	DPOGS202350-PA	XP_034828749.1
OG0007987	DPOGS200739-PA	XP_034825175.1
OG0007988	DPOGS207083-PA	XP_034827741.1
OG0007989	DPOGS200361-PA, DPOGS204321-PA	XP_034830740.1
OG0007990	DPOGS208749-PA	XP_034824138.1
OG0007991	DPOGS200362-PA	XP_034830742.1
OG0007992	DPOGS207628-PA	XP_034828618.1
OG0007993	DPOGS202991-PA	XP_034839447.1
OG0007994	DPOGS204756-PA	XP_034840778.1
OG0007995	DPOGS211039-PA	XP_034829419.1
OG0007996	DPOGS202846-PA	XP_034827219.1
OG0007997	DPOGS208690-PA	XP_034841081.1
OG0007998	DPOGS200726-PA	XP_034825193.1
OG0007999	DPOGS208751-PA	XP_034841086.1
OG0008000	DPOGS208688-PA	XP_034841088.1
OG0008001	DPOGS202081-PA	XP_034829275.1
OG0008002	DPOGS208752-PA	XP_034841072.1
OG0008003	DPOGS200728-PA	XP_034825181.1
OG0008004	DPOGS202999-PA	XP_034839443.1
OG0008005	DPOGS204758-PA	XP_034840003.1
OG0008006	DPOGS203007-PA	XP_034839437.1
OG0008007	DPOGS204760-PA	XP_034839994.1
OG0008008	DPOGS200277-PA	XP_034830787.1
OG0008009	DPOGS200735-PA, DPOGS200734-PA	XP_034825184.1
OG0008010	DPOGS202998-PA	XP_034839440.1
OG0008011	DPOGS208685-PA	XP_034841074.1
OG0008012	DPOGS206635-PA	XP_034833119.1
OG0008013	DPOGS207630-PA	XP_034824958.1
OG0008014	DPOGS204759-PA	XP_034840020.1
OG0008015	DPOGS211492-PA	XP_034828335.1
OG0008016	DPOGS215395-PA	XP_034833401.1, XP_034833402.1
OG0008017	DPOGS202771-PA	XP_034827304.1
OG0008018	DPOGS202850-PA	XP_034827302.1
OG0008019	DPOGS208684-PA	XP_034841090.1
OG0008020	DPOGS208150-PA	XP_034826633.1
OG0008021	DPOGS202770-PA	XP_034827301.1
OG0008022	DPOGS206634-PA	XP_034833121.1
OG0008023	DPOGS200034-PA	XP_034833404.1
OG0008024	DPOGS202769-PA	XP_034826761.1
OG0008025	DPOGS212345-PA	XP_034831315.1
OG0008026	DPOGS202851-PA	XP_034827121.1
OG0008027	DPOGS205563-PA	XP_034830114.1
OG0008028	DPOGS203008-PA	XP_034839523.1
OG0008029	DPOGS208361-PA	XP_034837463.1
OG0008030	DPOGS205562-PA	XP_034830116.1
OG0008031	DPOGS208155-PA	XP_034826127.1
OG0008032	DPOGS215040-PA	XP_034830334.1
OG0008033	DPOGS208154-PA	XP_034826129.1
OG0008034	DPOGS210253-PA	XP_034830115.1
OG0008035	DPOGS207438-PA	XP_034832181.1
OG0008036	DPOGS206858-PA	XP_034827443.1
OG0008037	DPOGS207497-PA	XP_034832333.1
OG0008038	DPOGS205931-PA	XP_034839915.1
OG0008039	DPOGS212365-PA	XP_034831621.1
OG0008040	DPOGS202193-PA	XP_034838355.1
OG0008041	DPOGS202854-PA	XP_034826737.1
OG0008042	DPOGS203011-PA	XP_034839435.1
OG0008043	DPOGS211488-PA	XP_034828894.1
OG0008044	DPOGS209334-PA	XP_034825017.1
OG0008045	DPOGS215063-PA	XP_034830344.1
OG0008047	DPOGS207093-PA	XP_034828187.1
OG0008048	DPOGS207441-PA	XP_034832332.1
OG0008050	DPOGS202196-PA	XP_034831228.1
OG0008051	DPOGS207442-PA	XP_034831975.1
OG0008052	DPOGS202195-PA	XP_034833823.1
OG0008053	DPOGS210214-PA	XP_034830144.1
OG0008054	DPOGS202202-PA	XP_034831161.1
OG0008055	DPOGS210249-PA	XP_034830152.1
OG0008056	DPOGS205703-PA	XP_034831788.1
OG0008057	DPOGS208674-PA	XP_034823918.1
OG0008058	DPOGS211557-PA	XP_034826231.1
OG0008060	DPOGS207095-PA	XP_034828178.1
OG0008061	DPOGS202218-PA	XP_034831207.1, XP_034825447.1
OG0008062	DPOGS202204-PA	XP_034831032.1
OG0008063	DPOGS202217-PA	XP_034831095.1
OG0008065	DPOGS211554-PA	XP_034826394.1
OG0008066	DPOGS211379-PA	XP_034824245.1
OG0008067	DPOGS205616-PA	XP_034825007.1
OG0008068	DPOGS206848-PA	XP_034828195.1
OG0008069	DPOGS211380-PA	XP_034824246.1
OG0008070	DPOGS202206-PA	XP_034831054.1
OG0008071	DPOGS205708-PA	XP_034832429.1
OG0008072	DPOGS205679-PA	XP_034825035.1
OG0008073	DPOGS211538-PA	XP_034826401.1
OG0008075	DPOGS211432-PA	XP_034824298.1
OG0008076	DPOGS202985-PA	XP_034839453.1
OG0008077	DPOGS206847-PA	XP_034828181.1, XP_034828180.1
OG0008078	DPOGS205709-PA	XP_034831852.1
OG0008079	DPOGS211431-PA	XP_034824297.1
OG0008080	DPOGS202207-PA	XP_034832573.1
OG0008081	DPOGS205619-PA	XP_034825015.1
OG0008082	DPOGS211385-PA	XP_034824490.1
OG0008083	DPOGS205677-PA	XP_034825034.1
OG0008084	DPOGS213322-PA	XP_034826397.1
OG0008085	DPOGS211430-PA	XP_034824588.1
OG0008086	DPOGS213324-PA	XP_034825978.1
OG0008087	DPOGS202213-PA	XP_034832586.1
OG0008088	DPOGS202208-PA	XP_034831415.1
OG0008089	DPOGS202211-PA	XP_034834409.1
OG0008090	DPOGS200048-PA	XP_034826620.1
OG0008091	DPOGS210219-PA	XP_034829996.1
OG0008092	DPOGS207101-PA	XP_034828194.1
OG0008093	DPOGS205689-PA	XP_034832176.1
OG0008094	DPOGS205688-PA	XP_034831758.1
OG0008095	DPOGS200047-PA	XP_034826044.1
OG0008096	DPOGS205838-PA	XP_034824884.1
OG0008097	DPOGS215047-PA	XP_034830774.1
OG0008098	DPOGS203028-PA	XP_034839456.1
OG0008099	DPOGS207106-PA	XP_034828205.1
OG0008100	DPOGS202209-PA	XP_034838197.1
OG0008101	DPOGS202146-PA	XP_034823919.1
OG0008102	DPOGS201404-PA	XP_034838200.1
OG0008103	DPOGS202147-PA	XP_034823912.1
OG0008104	DPOGS202178-PA	XP_034823913.1
OG0008105	DPOGS206841-PA	XP_034827842.1
OG0008106	DPOGS206840-PA	XP_034827736.1
OG0008108	DPOGS202177-PA	XP_034823895.1
OG0008109	DPOGS215049-PA	XP_034830773.1
OG0008110	DPOGS202149-PA	XP_034823907.1
OG0008111	DPOGS202443-PA	XP_034824360.1
OG0008112	DPOGS215054-PA	XP_034830699.1
OG0008113	DPOGS212919-PA	XP_034826032.1
OG0008114	DPOGS212907-PA	XP_034826047.1
OG0008115	DPOGS202442-PA	XP_034824410.1
OG0008116	DPOGS212906-PA	XP_034826045.1
OG0008117	DPOGS215050-PA	XP_034830700.1
OG0008118	DPOGS203338-PA	XP_034839220.1
OG0008119	DPOGS207140-PA	XP_034828032.1
OG0008120	DPOGS212922-PA, DPOGS212905-PA	XP_034826056.1
OG0008121	DPOGS212426-PA	XP_034839976.1
OG0008122	DPOGS211716-PA	XP_034826049.1
OG0008123	DPOGS201412-PA	XP_034831787.1
OG0008124	DPOGS212418-PA	XP_034839842.1
OG0008125	DPOGS209081-PA	XP_034830757.1
OG0008126	DPOGS206812-PA	XP_034828037.1
OG0008127	DPOGS206813-PA	XP_034827435.1
OG0008128	DPOGS202154-PA	XP_034823904.1
OG0008129	DPOGS201897-PA	XP_034831484.1
OG0008130	DPOGS202170-PA	XP_034841039.1
OG0008131	DPOGS209073-PA	XP_034830758.1
OG0008132	DPOGS202155-PA	XP_034841032.1
OG0008133	DPOGS202988-PA	XP_034839459.1
OG0008134	DPOGS212431-PA	XP_034839983.1
OG0008135	DPOGS202157-PA	XP_034841049.1
OG0008136	DPOGS201543-PA	XP_034837076.1
OG0008137	DPOGS206817-PA	XP_034827470.1
OG0008138	DPOGS212435-PA	XP_034840421.1
OG0008139	DPOGS202159-PA	XP_034841033.1
OG0008140	DPOGS202166-PA, DPOGS202165-PA	XP_034841031.1
OG0008141	DPOGS211732-PA	XP_034826622.1
OG0008142	DPOGS207134-PA	XP_034828231.1
OG0008143	DPOGS202160-PA	XP_034841040.1
OG0008144	DPOGS201416-PA	XP_034836976.1
OG0008146	DPOGS206819-PA	XP_034828232.1
OG0008148	DPOGS212437-PA	XP_034839845.1
OG0008149	DPOGS212408-PA	XP_034839981.1
OG0008150	DPOGS201418-PA	XP_034837139.1
OG0008151	DPOGS212407-PA	XP_034840000.1
OG0008152	DPOGS212440-PA	XP_034840008.1
OG0008153	DPOGS202412-PA	XP_034840921.1
OG0008154	DPOGS202409-PA	XP_034840908.1
OG0008155	DPOGS209088-PA	XP_034830614.1
OG0008156	DPOGS201538-PA	XP_034837051.1
OG0008157	DPOGS201886-PA	XP_034827139.1
OG0008158	DPOGS206823-PA	XP_034827695.1
OG0008159	DPOGS207131-PA	XP_034827697.1
OG0008160	DPOGS211720-PA	XP_034826515.1
OG0008161	DPOGS211726-PA	XP_034826520.1
OG0008162	DPOGS211721-PA	XP_034826524.1
OG0008163	DPOGS202406-PA	XP_034840955.1
OG0008164	DPOGS201847-PA	XP_034827151.1
OG0008165	DPOGS213657-PA	XP_034824435.1
OG0008166	DPOGS209376-PA	XP_034830763.1
OG0008167	DPOGS202405-PA	XP_034824112.1
OG0008168	DPOGS201880-PA	XP_034840057.1
OG0008169	DPOGS205621-PA	XP_034825660.1
OG0008171	DPOGS205623-PA	XP_034825665.1
OG0008172	DPOGS209386-PA	XP_034830675.1
OG0008173	DPOGS201874-PA	XP_034826451.1
OG0008174	DPOGS205624-PA	XP_034825101.1
OG0008175	DPOGS205666-PA	XP_034825103.1
OG0008176	DPOGS207127-PA, DPOGS207126-PA	XP_034827584.1
OG0008177	DPOGS205625-PA	XP_034825097.1
OG0008178	DPOGS209384-PA	XP_034830672.1
OG0008179	DPOGS202400-PA	XP_034841012.1
OG0008180	DPOGS205665-PA	XP_034825135.1
OG0008181	DPOGS209365-PA	XP_034830767.1
OG0008182	DPOGS205627-PA	XP_034825134.1
OG0008183	DPOGS206827-PA	XP_034827926.1
OG0008184	DPOGS207125-PA	XP_034827924.1
OG0008185	DPOGS207124-PA	XP_034827921.1
OG0008186	DPOGS207122-PA	XP_034827914.1
OG0008187	DPOGS214958-PA	XP_034825890.1
OG0008188	DPOGS207120-PA	XP_034827917.1
OG0008189	DPOGS206832-PA	XP_034827927.1
OG0008190	DPOGS209382-PA	XP_034830764.1
OG0008191	DPOGS201870-PA	XP_034824795.1
OG0008192	DPOGS209381-PA	XP_034830441.1
OG0008193	DPOGS201869-PA	XP_034825784.1
OG0008194	DPOGS207118-PA	XP_034827930.1
OG0008195	DPOGS201427-PA	XP_034836916.1
OG0008196	DPOGS205661-PA	XP_034825147.1
OG0008197	DPOGS205660-PA	XP_034825140.1
OG0008198	DPOGS205633-PA	XP_034825132.1
OG0008199	DPOGS207115-PA	XP_034827908.1
OG0008200	DPOGS205634-PA	XP_034825157.1
OG0008201	DPOGS201533-PA	XP_034837093.1
OG0008202	DPOGS207113-PA	XP_034827911.1
OG0008203	DPOGS201531-PA	XP_034838383.1
OG0008204	DPOGS214902-PA	XP_034841182.1
OG0008205	DPOGS205637-PA	XP_034825445.1
OG0008206	DPOGS208364-PA	XP_034839307.1
OG0008208	DPOGS215154-PA	XP_034826650.1
OG0008209	DPOGS200161-PA	XP_034840813.1
OG0008210	DPOGS205638-PA	XP_034825443.1
OG0008211	DPOGS215156-PA	XP_034826675.1
OG0008212	DPOGS200150-PA	XP_034839750.1
OG0008213	DPOGS204095-PA	XP_034826632.1
OG0008214	DPOGS201563-PA	XP_034828154.1
OG0008215	DPOGS201562-PA	XP_034829751.1
