Orthogroup	Danaus_plexippus	Bicyclus_anynana
OG0009712	DPOGS207141-PA	Bany_01728-RA
OG0009713	DPOGS212425-PA	Bany_03348-RA
OG0009714	DPOGS202467-PA	Bany_10505-RA
OG0009715	DPOGS201835-PA	Bany_04180-RA
OG0009716	DPOGS212419-PA	Bany_03355-RA
OG0009717	DPOGS201901-PA	Bany_04182-RA
OG0009718	DPOGS201836-PA	Bany_04183-RA
OG0009719	DPOGS202975-PA	Bany_07824-RA
OG0009720	DPOGS207138-PA	Bany_01731-RA
OG0009721	DPOGS212429-PA	Bany_03359-RA
OG0009722	DPOGS201898-PA	Bany_04186-RA
OG0009723	DPOGS212414-PA	Bany_03364-RA
OG0009724	DPOGS212430-PA	Bany_03365-RA
OG0009725	DPOGS202989-PA	Bany_07830-RA
OG0009726	DPOGS201894-PA	Bany_04192-RA
OG0009727	DPOGS212432-PA	Bany_03369-RA
OG0009728	DPOGS212412-PA	Bany_03370-RA
OG0009729	DPOGS212433-PA	Bany_03376-RA, Bany_03371-RA
OG0009730	DPOGS212411-PA	Bany_03372-RA
OG0009731	DPOGS207135-PA	Bany_01741-RA
OG0009732	DPOGS201542-PA	Bany_05065-RA
OG0009733	DPOGS210234-PA	Bany_12423-RA
OG0009734	DPOGS210236-PA	Bany_12424-RA
OG0009735	DPOGS212409-PA	Bany_03381-RA
OG0009736	DPOGS201887-PA	Bany_04200-RA
OG0009737	DPOGS212438-PA	Bany_03384-RA
OG0009738	DPOGS202410-PA	Bany_00829-RA
OG0009739	DPOGS211729-PA	Bany_02544-RA
OG0009740	DPOGS203035-PA	Bany_07845-RA
OG0009741	DPOGS201885-PA	Bany_04208-RA
OG0009742	DPOGS206825-PA	Bany_01755-RA
OG0009743	DPOGS201883-PA	Bany_04210-RA
OG0009744	DPOGS209391-PA	Bany_08617-RA
OG0009745	DPOGS211723-PA	Bany_02552-RA
OG0009746	DPOGS212448-PA	Bany_03396-RA
OG0009747	DPOGS209390-PA	Bany_08619-RA
OG0009748	DPOGS212449-PA	Bany_03397-RA
OG0009749	DPOGS209352-PA	Bany_08620-RA
OG0009750	DPOGS205846-PA	Bany_10538-RA
OG0009751	DPOGS209359-PA	Bany_08628-RA
OG0009752	DPOGS207128-PA	Bany_01760-RA
OG0009753	DPOGS201852-PA	Bany_04225-RA
OG0009754	DPOGS206829-PA	Bany_01769-RA
OG0009755	DPOGS201855-PA	Bany_04231-RA
OG0009756	DPOGS214959-PA	Bany_02561-RA
OG0009757	DPOGS205631-PA	Bany_05821-RA
OG0009758	DPOGS205632-PA	Bany_05823-RA
OG0009759	DPOGS201865-PA	Bany_04240-RA
OG0009760	DPOGS202761-PA	Bany_01797-RA
OG0009761	DPOGS200151-PA	Bany_03405-RA
OG0009762	DPOGS215157-PA	Bany_02568-RA
OG0009763	DPOGS208385-PA	Bany_07862-RA
OG0009764	DPOGS205653-PA	Bany_05837-RA
OG0009765	DPOGS200014-PA	Bany_00858-RA
OG0009766	DPOGS201453-PA	Bany_05104-RA
OG0009767	DPOGS201558-PA	Bany_04257-RA
OG0009768	DPOGS200168-PA	Bany_03417-RA
OG0009769	DPOGS200165-PA	Bany_03433-RA
OG0009770	DPOGS214833-PA	Bany_02583-RA
OG0009771	DPOGS205650-PA	Bany_05843-RA
OG0009772	DPOGS214783-PA	Bany_05849-RA
OG0009773	DPOGS214782-PA	Bany_05851-RA
OG0009774	DPOGS201573-PA	Bany_04272-RA
OG0009775	DPOGS212211-PA	Bany_05857-RA
OG0009776	DPOGS208371-PA	Bany_07877-RA
OG0009777	DPOGS211839-PA	Bany_04284-RA
OG0009778	DPOGS201448-PA	Bany_05118-RA
OG0009779	DPOGS203289-PA	Bany_07888-RA
OG0009780	DPOGS203293-PA	Bany_07890-RA
OG0009781	DPOGS211456-PA	Bany_00888-RA
OG0009782	DPOGS201437-PA, DPOGS201436-PA	Bany_05132-RA
OG0009783	DPOGS211451-PA	Bany_00900-RA
OG0009784	DPOGS211445-PA	Bany_00913-RA
OG0009785	DPOGS201514-PA	Bany_05140-RA
OG0009786	DPOGS201512-PA, DPOGS201513-PA	Bany_05142-RA
OG0009787	DPOGS201510-PA	Bany_05144-RA
OG0009788	DPOGS201445-PA	Bany_05149-RA
OG0009789	DPOGS201740-PA	Bany_05161-RA
OG0009790	DPOGS201925-PA	Bany_05170-RA
OG0010017	DPOGS211475-PA	Bany_11825-RA
OG0010018	DPOGS207219-PA	Bany_17692-RA
OG0010019	DPOGS204986-PA	Bany_16935-RA
OG0010021	DPOGS203537-PA	Bany_01815-RA
OG0010022	DPOGS211527-PA	Bany_12448-RA
OG0010023	DPOGS213194-PA	Bany_14266-RA
OG0010024	DPOGS214698-PA	Bany_09339-RA
OG0010025	DPOGS214762-PA	Bany_09340-RA
OG0010028	DPOGS213500-PA	Bany_06555-RA
OG0010029	DPOGS206366-PA	Bany_08662-RA
OG0010032	DPOGS200465-PA	Bany_00941-RA
OG0010034	DPOGS204975-PA	Bany_14898-RA
OG0010035	DPOGS215129-PA	Bany_16046-RA
OG0010037	DPOGS204978-PA	Bany_14901-RA
OG0010038	DPOGS209290-PA	Bany_05195-RA
OG0010039	DPOGS209294-PA	Bany_05197-RA
OG0010041	DPOGS210394-PA	Bany_13037-RA
OG0010042	DPOGS209136-PA	Bany_15478-RA
OG0010043	DPOGS201264-PA	Bany_11843-RA, Bany_11844-RA
OG0010045	DPOGS210907-PA	Bany_03541-RA, Bany_07954-RA
OG0010046	DPOGS202962-PA	Bany_04333-RA
OG0010047	DPOGS213383-PA	Bany_01870-RA
OG0010049	DPOGS202942-PA	Bany_04336-RA
OG0010050	DPOGS205545-PA	Bany_04340-RA
OG0010051	DPOGS205494-PA	Bany_04343-RA
OG0010053	DPOGS208001-PA	Bany_13048-RA
OG0010054	DPOGS210330-PA	Bany_13659-RA
OG0010055	DPOGS206154-PA	Bany_04348-RA
OG0010056	DPOGS209113-PA	Bany_16090-RA
OG0010058	DPOGS214413-PA	Bany_00986-RA
OG0010059	DPOGS214412-PA	Bany_00990-RA
OG0010061	DPOGS210845-PA	Bany_07989-RA
OG0010062	DPOGS207364-PA	Bany_16997-RA, Bany_16998-RA
OG0010063	DPOGS208689-PA	Bany_04374-RA
OG0010065	DPOGS214747-PA	Bany_09369-RA
OG0010066	DPOGS202682-PA, DPOGS202681-PA	Bany_05231-RA
OG0010067	DPOGS208276-PA	Bany_10643-RA
OG0010068	DPOGS202144-PA	Bany_14939-RA
OG0010070	DPOGS204726-PA	Bany_13072-RA
OG0010071	DPOGS204711-PA	Bany_13073-RA
OG0010072	DPOGS214740-PA	Bany_09376-RA
OG0010073	DPOGS208270-PA	Bany_10648-RA
OG0010074	DPOGS208833-PA	Bany_00048-RA
OG0010076	DPOGS208839-PA	Bany_00062-RA
OG0010077	DPOGS215026-PA	Bany_12552-RA
OG0010078	DPOGS209785-PA	Bany_11865-RA
OG0010079	DPOGS210388-PA	Bany_13712-RA
OG0010080	DPOGS201165-PA	Bany_07999-RA
OG0010082	DPOGS208771-PA	Bany_00078-RA
OG0010084	DPOGS214514-PA	Bany_15537-RA
OG0010085	DPOGS200008-PA	Bany_06608-RA
OG0010086	DPOGS216138-PA	Bany_00085-RA
OG0010087	DPOGS214381-PA	Bany_11199-RA
OG0010088	DPOGS205489-PA	Bany_13120-RA, Bany_13121-RA
OG0010089	DPOGS205456-PA	Bany_13123-RA
OG0010090	DPOGS214377-PA	Bany_11207-RA
OG0010091	DPOGS210074-PA	Bany_09975-RA
OG0010092	DPOGS209238-PA, DPOGS209237-PA	Bany_15544-RA
OG0010094	DPOGS206255-PA	Bany_14955-RA
OG0010095	DPOGS203418-PA	Bany_15548-RA
OG0010096	DPOGS206212-PA, DPOGS201632-PA	Bany_16142-RA
OG0010097	DPOGS201136-PA	Bany_08016-RA
OG0010098	DPOGS206313-PA	Bany_08735-RA
OG0010099	DPOGS209629-PA	Bany_02705-RA
OG0010100	DPOGS205493-PA	Bany_13132-RA
OG0010101	DPOGS202569-PA	Bany_13135-RA
OG0010102	DPOGS215542-PA	Bany_17772-RA, Bany_17770-RA
OG0010103	DPOGS202708-PA, DPOGS202571-PA	Bany_13138-RA
OG0010104	DPOGS215321-PA	Bany_00098-RA
OG0010105	DPOGS201608-PA	Bany_12586-RA
OG0010107	DPOGS204433-PA	Bany_10690-RA
OG0010109	DPOGS208338-PA	Bany_11244-RA
OG0010110	DPOGS208336-PA, DPOGS208335-PA, DPOGS208337-PA	Bany_11245-RA
OG0010111	DPOGS216208-PA	Bany_17492-RA
OG0010112	DPOGS211316-PA	Bany_07256-RA
OG0010113	DPOGS208333-PA	Bany_11246-RA
OG0010114	DPOGS204449-PA	Bany_10696-RA
OG0010116	DPOGS209639-PA	Bany_02728-RA
OG0010117	DPOGS210413-PA	Bany_11254-RA
OG0010118	DPOGS213332-PA	Bany_16545-RA
OG0010119	DPOGS205261-PA	Bany_15576-RA
OG0010120	DPOGS215304-PA	Bany_00126-RA
OG0010121	DPOGS204446-PA	Bany_10699-RA
OG0010122	DPOGS212971-PA	Bany_13750-RA
OG0010123	DPOGS200780-PA	Bany_16178-RA
OG0010128	DPOGS216155-PA	Bany_01971-RA
OG0010129	DPOGS215339-PA	Bany_00136-RA
OG0010130	DPOGS207162-PA	Bany_07267-RA
OG0010131	DPOGS203114-PA	Bany_14977-RA
OG0010132	DPOGS204633-PA	Bany_16559-RA
OG0010133	DPOGS204156-PA	Bany_09431-RA
OG0010134	DPOGS215691-PA	Bany_04451-RA
OG0010135	DPOGS206184-PA	Bany_17801-RA
OG0010137	DPOGS203646-PA	Bany_00168-RA
OG0010138	DPOGS204625-PA	Bany_16579-RA, Bany_16581-RA
OG0010140	DPOGS209446-PA	Bany_05971-RA
OG0010143	DPOGS212003-PA	Bany_17507-RA
OG0010144	DPOGS204103-PA	Bany_10735-RA
OG0010145	DPOGS203519-PA	Bany_02008-RA
OG0010146	DPOGS203195-PA	Bany_01072-RA
OG0010148	DPOGS208807-PA	Bany_00187-RA
OG0010149	DPOGS202306-PA	Bany_09479-RA
OG0010150	DPOGS210640-PA	Bany_16221-RA
OG0010151	DPOGS215456-PA	Bany_14426-RA, Bany_14427-RA
OG0010153	DPOGS204123-PA	Bany_10771-RA
OG0010154	DPOGS209423-PA	Bany_10773-RA
OG0010156	DPOGS203540-PA	Bany_02033-RA
OG0010157	DPOGS206160-PA	Bany_07287-RA
OG0010158	DPOGS203353-PA, DPOGS203354-PA	Bany_16236-RA
OG0010159	DPOGS206180-PA	Bany_06027-RA
OG0010161	DPOGS210121-PA	Bany_10027-RA
OG0010162	DPOGS202561-PA	Bany_02042-RA
OG0010163	DPOGS210794-PA	Bany_08099-RA
OG0010164	DPOGS200098-PA	Bany_07294-RA
OG0010165	DPOGS210037-PA	Bany_10030-RA
OG0010168	DPOGS206026-PA	Bany_07304-RA
OG0010169	DPOGS209004-PA	Bany_11950-RA
OG0010170	DPOGS205342-PA	Bany_16253-RA
OG0010171	DPOGS212104-PA	Bany_02812-RA
OG0010172	DPOGS212155-PA	Bany_02817-RA
OG0010173	DPOGS212154-PA	Bany_02818-RA
OG0010174	DPOGS209279-PA	Bany_16273-RA
OG0010175	DPOGS207503-PA	Bany_11329-RA
OG0010176	DPOGS210977-PA	Bany_10793-RA
OG0010177	DPOGS210988-PA	Bany_10794-RA
OG0010178	DPOGS211305-PA	Bany_09521-RA
OG0010179	DPOGS209296-PA, DPOGS213755-PA	Bany_16619-RA
OG0010180	DPOGS200037-PA	Bany_01114-RA
OG0010181	DPOGS200036-PA	Bany_01115-RA
OG0010182	DPOGS207529-PA	Bany_11341-RA
OG0010184	DPOGS207684-PA	Bany_17135-RA
OG0010185	DPOGS207680-PA	Bany_17136-RA
OG0010186	DPOGS207681-PA	Bany_17137-RA
OG0010188	DPOGS203273-PA	Bany_10045-RA
OG0010189	DPOGS213773-PA	Bany_16629-RA
OG0010190	DPOGS203259-PA	Bany_10049-RA
OG0010191	DPOGS212792-PA	Bany_06762-RA
OG0010192	DPOGS205735-PA	Bany_08124-RA
OG0010193	DPOGS208449-PA	Bany_14459-RA
OG0010194	DPOGS205007-PA	Bany_17159-RA
OG0010195	DPOGS215763-PA	Bany_04542-RA
OG0010196	DPOGS207526-PA	Bany_11350-RA
OG0010197	DPOGS200704-PA	Bany_08814-RA
OG0010198	DPOGS207148-PA	Bany_07335-RA
OG0010199	DPOGS205221-PA	Bany_12782-RA
OG0010200	DPOGS212143-PA	Bany_02843-RA
OG0010201	DPOGS208504-PA	Bany_06090-RA
OG0010202	DPOGS207885-PA	Bany_13245-RA
OG0010203	DPOGS212123-PA	Bany_02860-RA
OG0010204	DPOGS207523-PA	Bany_11364-RA
OG0010205	DPOGS202509-PA	Bany_15035-RA
OG0010206	DPOGS213474-PA	Bany_02113-RA
OG0010208	DPOGS214799-PA	Bany_13826-RA
OG0010209	DPOGS207872-PA	Bany_13260-RA
OG0010210	DPOGS207870-PA	Bany_13264-RA
OG0010212	DPOGS207893-PA	Bany_13269-RA
OG0010214	DPOGS216096-PA	Bany_16653-RA
OG0010215	DPOGS205900-PA	Bany_08147-RA
OG0010216	DPOGS214669-PA	Bany_11378-RA
OG0010217	DPOGS216093-PA	Bany_16660-RA
OG0010218	DPOGS209754-PA	Bany_08837-RA
OG0010220	DPOGS203865-PA	Bany_06795-RA
OG0010222	DPOGS205896-PA	Bany_08163-RA
OG0010224	DPOGS215912-PA	Bany_10101-RA
OG0010225	DPOGS213621-PA	Bany_13840-RA
OG0010226	DPOGS213086-PA	Bany_00283-RA
OG0010227	DPOGS205382-PA	Bany_12849-RA, Bany_12850-RA
OG0010228	DPOGS201679-PA	Bany_08862-RA
OG0010231	DPOGS215934-PA	Bany_11409-RA
OG0010232	DPOGS203859-PA	Bany_06806-RA
OG0010235	DPOGS203779-PA	Bany_04604-RA
OG0010236	DPOGS210444-PA	Bany_11424-RA
OG0010237	DPOGS208128-PA	Bany_02897-RA
OG0010239	DPOGS204191-PA	Bany_09585-RA
OG0010240	DPOGS203239-PA	Bany_08186-RA
OG0010241	DPOGS213109-PA	Bany_00304-RA
OG0010243	DPOGS215956-PA	Bany_01181-RA, Bany_01180-RA, Bany_06378-RA, Bany_06379-RA
OG0010244	DPOGS213105-PA	Bany_00315-RA
OG0010245	DPOGS213412-PA	Bany_02166-RA
OG0010247	DPOGS208473-PA	Bany_06164-RA
OG0010248	DPOGS201374-PA	Bany_07387-RA
OG0010249	DPOGS204918-PA	Bany_16401-RA
OG0010251	DPOGS207787-PA	Bany_08893-RA
OG0010252	DPOGS215480-PA	Bany_14512-RA
OG0010253	DPOGS210949-PA	Bany_10861-RA
OG0010254	DPOGS213883-PA	Bany_16407-RA
OG0010255	DPOGS201185-PA	Bany_01187-RA
OG0010258	DPOGS211862-PA	Bany_05443-RA
OG0010260	DPOGS208092-PA	Bany_16418-RA
OG0010261	DPOGS213427-PA	Bany_02175-RA
OG0010262	DPOGS210433-PA	Bany_11448-RA
OG0010264	DPOGS200251-PA	Bany_17947-RA
OG0010265	DPOGS211851-PA	Bany_05453-RA
OG0010266	DPOGS201234-PA	Bany_12047-RA, Bany_12046-RA
OG0010267	DPOGS204378-PA	Bany_00334-RA
OG0010268	DPOGS212472-PA	Bany_06851-RA
OG0010269	DPOGS211107-PA	Bany_03771-RA
OG0010270	DPOGS200660-PA	Bany_12927-RA
OG0010271	DPOGS214617-PA	Bany_13361-RA, Bany_16431-RA
OG0010272	DPOGS216066-PA	Bany_14544-RA
OG0010274	DPOGS206186-PA	Bany_17961-RA
OG0010275	DPOGS205405-PA	Bany_15089-RA
OG0010276	DPOGS213239-PA	Bany_16692-RA
OG0010277	DPOGS210421-PA	Bany_11477-RA
OG0010278	DPOGS213588-PA	Bany_13915-RA
OG0010280	DPOGS205399-PA	Bany_15095-RA
OG0010281	DPOGS202812-PA	Bany_06201-RA
OG0010282	DPOGS209866-PA	Bany_02199-RA
OG0010283	DPOGS204387-PA	Bany_00355-RA
OG0010284	DPOGS201755-PA	Bany_04661-RA
OG0010286	DPOGS203648-PA	Bany_04665-RA
OG0010287	DPOGS210484-PA	Bany_11489-RA
OG0010289	DPOGS205394-PA	Bany_15105-RA
OG0010290	DPOGS207332-PA	Bany_17241-RA
OG0010291	DPOGS212075-PA	Bany_06876-RA
OG0010292	DPOGS205414-PA	Bany_15108-RA
OG0010293	DPOGS211214-PA	Bany_03790-RA
OG0010294	DPOGS212059-PA	Bany_06882-RA
OG0010295	DPOGS200922-PA	Bany_10157-RA
OG0010296	DPOGS203052-PA	Bany_02944-RA
OG0010297	DPOGS205422-PA	Bany_15118-RA
OG0010298	DPOGS203043-PA	Bany_02953-RA
OG0010299	DPOGS201785-PA	Bany_01251-RA
OG0010300	DPOGS211587-PA	Bany_10889-RA, Bany_10890-RA
OG0010301	DPOGS209180-PA	Bany_15699-RA
OG0010302	DPOGS201666-PA	Bany_08957-RA
OG0010303	DPOGS201360-PA	Bany_07466-RA
OG0010304	DPOGS215983-PA	Bany_05502-RA
OG0010305	DPOGS213555-PA	Bany_13946-RA
OG0010306	DPOGS209176-PA	Bany_15707-RA
OG0010307	DPOGS211227-PA	Bany_03823-RA
OG0010308	DPOGS207949-PA	Bany_10186-RA
OG0010309	DPOGS206057-PA	Bany_02971-RA
OG0010310	DPOGS201078-PA	Bany_15136-RA
OG0010311	DPOGS206279-PA	Bany_17999-RA
OG0010312	DPOGS212021-PA	Bany_17271-RA
OG0010313	DPOGS214037-PA	Bany_13348-RA
OG0010314	DPOGS202007-PA	Bany_12088-RA
OG0010315	DPOGS203998-PA	Bany_07484-RA
OG0010316	DPOGS206069-PA	Bany_02991-RA
OG0010317	DPOGS200563-PA	Bany_18015-RA
OG0010318	DPOGS207374-PA	Bany_14599-RA
OG0010319	DPOGS200540-PA	Bany_18019-RA
OG0010321	DPOGS203583-PA	Bany_06919-RA
OG0010322	DPOGS207381-PA	Bany_14607-RA
OG0010323	DPOGS207376-PA	Bany_14608-RA
OG0010324	DPOGS207616-PA	Bany_10907-RA
OG0010325	DPOGS214953-PA	Bany_09663-RA
OG0010326	DPOGS200556-PA	Bany_18025-RA
OG0010327	DPOGS206077-PA	Bany_03010-RA
OG0010328	DPOGS210488-PA	Bany_11554-RA
OG0010329	DPOGS214951-PA	Bany_09667-RA
OG0010330	DPOGS202017-PA	Bany_12102-RA
OG0010331	DPOGS207968-PA	Bany_10210-RA
OG0010332	DPOGS210521-PA	Bany_11562-RA
OG0010333	DPOGS216026-PA	Bany_14614-RA
OG0010334	DPOGS210493-PA	Bany_11565-RA, Bany_11564-RA
OG0010335	DPOGS201718-PA	Bany_06941-RA
OG0010337	DPOGS202059-PA	Bany_12108-RA
OG0010338	DPOGS206092-PA	Bany_03028-RA
OG0010340	DPOGS203223-PA	Bany_15748-RA
OG0010341	DPOGS210518-PA	Bany_11568-RA
OG0010342	DPOGS212722-PA	Bany_01319-RA
OG0010343	DPOGS207314-PA	Bany_13972-RA
OG0010344	DPOGS206086-PA	Bany_03036-RA
OG0010345	DPOGS206699-PA	Bany_13379-RA
OG0010348	DPOGS204470-PA	Bany_00423-RA
OG0010349	DPOGS204344-PA	Bany_08269-RA
OG0010351	DPOGS206873-PA	Bany_01333-RA
OG0010352	DPOGS201688-PA	Bany_18046-RA
OG0010353	DPOGS203931-PA	Bany_13559-RA, Bany_07520-RA
OG0010354	DPOGS216035-PA	Bany_14630-RA
OG0010355	DPOGS207993-PA	Bany_10240-RA
OG0010356	DPOGS205446-PA	Bany_16736-RA
OG0010357	DPOGS205066-PA	Bany_03062-RA
OG0010358	DPOGS207056-PA	Bany_01348-RA
OG0010359	DPOGS203333-PA	Bany_07547-RA, Bany_14635-RA
OG0010361	DPOGS209328-PA	Bany_02280-RA
OG0010362	DPOGS209309-PA	Bany_02283-RA
OG0010363	DPOGS211252-PA	Bany_08994-RA
OG0010364	DPOGS214054-PA	Bany_06280-RA
OG0010366	DPOGS203819-PA	Bany_04747-RA
OG0010367	DPOGS205087-PA	Bany_03074-RA
OG0010368	DPOGS200616-PA	Bany_14652-RA
OG0010369	DPOGS215093-PA	Bany_15186-RA
OG0010370	DPOGS203871-PA, DPOGS209224-PA	Bany_06979-RA
OG0010371	DPOGS202601-PA	Bany_10932-RA
OG0010372	DPOGS211068-PA	Bany_06985-RA
OG0010374	DPOGS214021-PA	Bany_03085-RA
OG0010375	DPOGS202598-PA	Bany_10942-RA
OG0010376	DPOGS208860-PA	Bany_12141-RA
OG0010377	DPOGS206545-PA	Bany_03884-RA
OG0010378	DPOGS206605-PA	Bany_13402-RA
OG0010379	DPOGS204245-PA	Bany_00470-RA
OG0010380	DPOGS206537-PA	Bany_03887-RA
OG0010381	DPOGS206895-PA	Bany_01393-RA
OG0010382	DPOGS200571-PA	Bany_16798-RA
OG0010383	DPOGS206897-PA	Bany_01399-RA
OG0010384	DPOGS201098-PA	Bany_15218-RA
OG0010386	DPOGS207904-PA	Bany_15804-RA
OG0010387	DPOGS206427-PA	Bany_02321-RA
OG0010388	DPOGS205044-PA	Bany_03107-RA
OG0010389	DPOGS206292-PA	Bany_18080-RA
OG0010390	DPOGS203607-PA	Bany_08340-RA
OG0010391	DPOGS200690-PA	Bany_14681-RA
OG0010392	DPOGS212252-PA	Bany_15814-RA
OG0010394	DPOGS203695-PA	Bany_04784-RA
OG0010395	DPOGS207254-PA	Bany_13999-RA
OG0010396	DPOGS208872-PA	Bany_12153-RA
OG0010397	DPOGS211596-PA	Bany_10953-RA
OG0010398	DPOGS201982-PA	Bany_06316-RA
OG0010400	DPOGS204314-PA	Bany_00510-RA
OG0010401	DPOGS214178-PA	Bany_03919-RA
OG0010402	DPOGS202693-PA	Bany_09742-RA
OG0010404	DPOGS202696-PA	Bany_09746-RA
OG0010405	DPOGS214174-PA	Bany_03928-RA
OG0010406	DPOGS214317-PA	Bany_11647-RA
OG0010407	DPOGS214839-PA	Bany_17320-RA
OG0010408	DPOGS207297-PA	Bany_14016-RA
OG0010409	DPOGS214373-PA	Bany_11651-RA
OG0010410	DPOGS214375-PA	Bany_11654-RA
OG0010411	DPOGS207295-PA	Bany_14020-RA
OG0010412	DPOGS203707-PA	Bany_04814-RA
OG0010413	DPOGS206137-PA	Bany_07589-RA
OG0010415	DPOGS209739-PA	Bany_14702-RA
OG0010416	DPOGS209737-PA	Bany_14708-RA
OG0010417	DPOGS207807-PA	Bany_09067-RA
OG0010418	DPOGS201645-PA	Bany_07022-RA
OG0010419	DPOGS213025-PA	Bany_03138-RA
OG0010420	DPOGS214352-PA	Bany_11672-RA
OG0010421	DPOGS206039-PA	Bany_07603-RA
OG0010422	DPOGS213029-PA	Bany_03145-RA
OG0010423	DPOGS214338-PA	Bany_11675-RA
OG0010424	DPOGS206036-PA, DPOGS206037-PA	Bany_07604-RA
OG0010425	DPOGS212265-PA	Bany_15841-RA
OG0010427	DPOGS208047-PA	Bany_15259-RA
OG0010428	DPOGS204046-PA	Bany_09765-RA, Bany_09764-RA
OG0010429	DPOGS214310-PA	Bany_05637-RA
OG0010430	DPOGS208051-PA	Bany_15268-RA
OG0010431	DPOGS212284-PA	Bany_15851-RA
OG0010432	DPOGS208055-PA	Bany_15276-RA
OG0010433	DPOGS203787-PA	Bany_04837-RA
OG0010434	DPOGS206991-PA	Bany_01503-RA
OG0010435	DPOGS202896-PA	Bany_11696-RA
OG0010436	DPOGS209541-PA	Bany_15290-RA
OG0010437	DPOGS207822-PA	Bany_09100-RA
OG0010438	DPOGS207272-PA	Bany_14038-RA
OG0010439	DPOGS207284-PA	Bany_14039-RA
OG0010441	DPOGS207282-PA	Bany_14043-RA
OG0010442	DPOGS207731-PA	Bany_09108-RA
OG0010443	DPOGS207278-PA	Bany_14051-RA
OG0010444	DPOGS213039-PA	Bany_03155-RA
OG0010445	DPOGS202431-PA	Bany_07037-RA
OG0010446	DPOGS209555-PA	Bany_15302-RA
OG0010448	DPOGS206052-PA	Bany_07649-RA
OG0010449	DPOGS207735-PA	Bany_09116-RA
OG0010450	DPOGS204845-PA	Bany_14059-RA
OG0010451	DPOGS205134-PA	Bany_00581-RA
OG0010452	DPOGS207828-PA	Bany_09118-RA
OG0010453	DPOGS207733-PA	Bany_09119-RA
OG0010454	DPOGS212989-PA	Bany_03169-RA
OG0010455	DPOGS207732-PA	Bany_09122-RA
OG0010457	DPOGS201034-PA	Bany_14750-RA
OG0010458	DPOGS211642-PA	Bany_14067-RA
OG0010459	DPOGS211637-PA	Bany_14071-RA
OG0010460	DPOGS211634-PA	Bany_14079-RA
OG0010461	DPOGS209046-PA	Bany_17395-RA
OG0010462	DPOGS213836-PA	Bany_15883-RA
OG0010463	DPOGS203976-PA	Bany_07676-RA
OG0010464	DPOGS212872-PA	Bany_09810-RA
OG0010465	DPOGS214146-PA	Bany_04000-RA
OG0010467	DPOGS205968-PA	Bany_16915-RA
OG0010468	DPOGS200032-PA	Bany_15319-RA
OG0010469	DPOGS210689-PA	Bany_10999-RA
OG0010470	DPOGS205996-PA	Bany_16920-RA
OG0010471	DPOGS213830-PA	Bany_15893-RA
OG0010472	DPOGS205720-PA	Bany_02391-RA
OG0010473	DPOGS204881-PA	Bany_14102-RA
OG0010474	DPOGS208892-PA	Bany_12270-RA
OG0010475	DPOGS209886-PA	Bany_11761-RA
OG0010476	DPOGS211916-PA	Bany_05697-RA
OG0010477	DPOGS204879-PA	Bany_14108-RA
OG0010478	DPOGS204877-PA	Bany_14111-RA
OG0010479	DPOGS210749-PA	Bany_11004-RA
OG0010480	DPOGS207854-PA	Bany_09154-RA
OG0010482	DPOGS213843-PA	Bany_15906-RA
OG0010483	DPOGS201469-PA	Bany_04898-RA
OG0010484	DPOGS212828-PA, DPOGS212829-PA	Bany_09864-RA
OG0010486	DPOGS202107-PA	Bany_03198-RA
OG0010487	DPOGS209942-PA	Bany_15918-RA
OG0010488	DPOGS204281-PA	Bany_00652-RA
OG0010489	DPOGS205967-PA	Bany_14822-RA
OG0010490	DPOGS207658-PA	Bany_06408-RA
OG0010491	DPOGS210717-PA	Bany_11032-RA
OG0010492	DPOGS215415-PA	Bany_15359-RA
OG0010493	DPOGS211418-PA, DPOGS211417-PA	Bany_10401-RA
OG0010494	DPOGS203504-PA	Bany_13524-RA
OG0010495	DPOGS210723-PA	Bany_11047-RA
OG0010497	DPOGS200300-PA	Bany_08461-RA, Bany_08460-RA
OG0010498	DPOGS205828-PA	Bany_10426-RA
OG0010499	DPOGS203495-PA	Bany_13544-RA
OG0010500	DPOGS207923-PA	Bany_07126-RA
OG0010501	DPOGS202885-PA	Bany_11815-RA
OG0010502	DPOGS200303-PA	Bany_08470-RA
OG0010503	DPOGS212331-PA	Bany_14184-RA
OG0010504	DPOGS202887-PA	Bany_11822-RA
OG0010505	DPOGS202809-PA	Bany_06436-RA
OG0010506	DPOGS212332-PA	Bany_14186-RA
OG0010507	DPOGS215373-PA	Bany_15391-RA
OG0010508	DPOGS203480-PA	Bany_13561-RA
OG0010510	DPOGS203310-PA	Bany_07745-RA
OG0010511	DPOGS212335-PA	Bany_14193-RA
OG0010511	DPOGS206117-PA, DPOGS212381-PA	Bany_14197-RA
OG0010512	DPOGS201949-PA	Bany_07142-RA
OG0010513	DPOGS210614-PA	Bany_04958-RA
OG0010514	DPOGS213929-PA	Bany_14873-RA
OG0010515	DPOGS207300-PA	Bany_05739-RA
OG0010516	DPOGS211603-PA	Bany_13586-RA
OG0010517	DPOGS211617-PA	Bany_13590-RA
OG0010518	DPOGS208357-PA	Bany_07148-RA
OG0010519	DPOGS208310-PA	Bany_11082-RA
OG0010520	DPOGS205557-PA	Bany_12361-RA
OG0010521	DPOGS200719-PA	Bany_05752-RA
OG0010523	DPOGS200364-PA	Bany_08540-RA
