Orthogroup	Danaus_plexippus	Vanessa_tameamea
OG0009395	DPOGS207741-PA	XP_026499687.1
OG0009396	DPOGS209026-PA	XP_026483194.1
OG0009397	DPOGS207283-PA	XP_026486901.1
OG0009400	DPOGS204030-PA	XP_026498924.1
OG0009401	DPOGS208658-PA	XP_026485152.1
OG0009402	DPOGS204031-PA	XP_026498926.1
OG0009403	DPOGS207274-PA	XP_026486801.1
OG0009404	DPOGS207280-PA	XP_026486799.1
OG0009405	DPOGS210679-PA	XP_026485388.1
OG0009406	DPOGS202450-PA	XP_026486060.1
OG0009409	DPOGS212278-PA	XP_026498554.1
OG0009410	DPOGS212277-PA	XP_026498568.1
OG0009412	DPOGS201037-PA	XP_026495755.1
OG0009413	DPOGS201036-PA	XP_026495752.1
OG0009414	DPOGS207827-PA	XP_026499783.1
OG0009415	DPOGS205822-PA	XP_026498286.1
OG0009416	DPOGS202593-PA	XP_026498587.1
OG0009417	DPOGS209536-PA	XP_026497734.1
OG0009418	DPOGS212992-PA	XP_026494980.1
OG0009419	DPOGS215790-PA	XP_026487839.1
OG0009420	DPOGS203971-PA	XP_026499539.1
OG0009421	DPOGS206050-PA	XP_026499069.1
OG0009422	DPOGS213798-PA	XP_026495212.1
OG0009423	DPOGS208649-PA	XP_026484873.1
OG0009424	DPOGS212988-PA	XP_026494955.1
OG0009426	DPOGS201035-PA	XP_026496017.1
OG0009427	DPOGS200977-PA	XP_026496012.1
OG0009428	DPOGS214341-PA	XP_026495403.1
OG0009429	DPOGS201454-PA	XP_026496611.1
OG0009430	DPOGS201492-PA	XP_026496616.1
OG0009431	DPOGS201033-PA	XP_026495868.1
OG0009432	DPOGS207725-PA	XP_026499776.1
OG0009433	DPOGS200979-PA	XP_026495821.1
OG0009434	DPOGS210685-PA	XP_026485514.1
OG0009435	DPOGS211644-PA	XP_026499201.1
OG0009436	DPOGS200981-PA	XP_026495625.1
OG0009437	DPOGS201029-PA	XP_026495624.1
OG0009438	DPOGS211645-PA	XP_026499199.1
OG0009439	DPOGS211635-PA	XP_026499142.1
OG0009441	DPOGS211648-PA	XP_026499211.1
OG0009442	DPOGS211987-PA	XP_026483946.1
OG0009443	DPOGS209048-PA	XP_026483202.1
OG0009444	DPOGS204249-PA	XP_026485006.1
OG0009445	DPOGS214228-PA	XP_026487465.1
OG0009447	DPOGS211650-PA	XP_026499293.1
OG0009448	DPOGS208957-PA	XP_026496680.1
OG0009450	DPOGS213044-PA	XP_026495180.1
OG0009451	DPOGS201026-PA	XP_026495628.1
OG0009452	DPOGS214227-PA	XP_026487444.1
OG0009453	DPOGS200030-PA	XP_026493347.1
OG0009454	DPOGS213837-PA	XP_026498584.1
OG0009455	DPOGS213263-PA	XP_026496121.1
OG0009456	DPOGS209044-PA	XP_026483189.1
OG0009457	DPOGS204255-PA	XP_026484472.1
OG0009458	DPOGS213262-PA	XP_026496154.1
OG0009459	DPOGS214771-PA	XP_026488282.1
OG0009460	DPOGS205991-PA	XP_026501267.1
OG0009461	DPOGS205992-PA	XP_026501258.1
OG0009462	DPOGS206987-PA	XP_026489020.1
OG0009463	DPOGS212868-PA	XP_026498888.1
OG0009464	DPOGS212867-PA	XP_026498887.1
OG0009465	DPOGS209898-PA	XP_026496536.1, XP_026496535.1
OG0009466	DPOGS205878-PA	XP_026483979.1
OG0009467	DPOGS205995-PA	XP_026499321.1
OG0009468	DPOGS209894-PA	XP_026496529.1
OG0009469	DPOGS202114-PA	XP_026495185.1
OG0009470	DPOGS214253-PA	XP_026487577.1
OG0009471	DPOGS209900-PA	XP_026496533.1
OG0009472	DPOGS213829-PA	XP_026498582.1
OG0009473	DPOGS215396-PA, DPOGS215398-PA	XP_026493285.1
OG0009474	DPOGS214255-PA	XP_026487648.1
OG0009475	DPOGS213840-PA	XP_026498566.1
OG0009477	DPOGS209903-PA	XP_026496551.1
OG0009478	DPOGS209889-PA	XP_026496550.1
OG0009479	DPOGS202115-PA	XP_026495262.1
OG0009480	DPOGS211920-PA	XP_026491755.1
OG0009482	DPOGS200988-PA	XP_026495714.1
OG0009483	DPOGS211917-PA	XP_026491435.1
OG0009485	DPOGS200990-PA	XP_026495507.1
OG0009486	DPOGS202110-PA	XP_026494847.1
OG0009487	DPOGS202116-PA	XP_026494827.1
OG0009488	DPOGS208942-PA	XP_026492847.1
OG0009489	DPOGS205758-PA	XP_026486067.1
OG0009490	DPOGS212857-PA	XP_026486681.1
OG0009492	DPOGS212856-PA	XP_026486719.1
OG0009493	DPOGS212823-PA	XP_026486715.1
OG0009494	DPOGS214262-PA	XP_026487668.1
OG0009496	DPOGS200992-PA	XP_026500056.1
OG0009497	DPOGS204868-PA	XP_026486856.1
OG0009498	DPOGS214263-PA	XP_026487417.1
OG0009499	DPOGS210701-PA, DPOGS210699-PA	XP_026485352.1
OG0009500	DPOGS213825-PA	XP_026498687.1
OG0009502	DPOGS201011-PA	XP_026488024.1
OG0009503	DPOGS210704-PA	XP_026485345.1
OG0009504	DPOGS200994-PA	XP_026488026.1
OG0009505	DPOGS212848-PA	XP_026486700.1
OG0009506	DPOGS212847-PA	XP_026486706.1
OG0009507	DPOGS205543-PA	XP_026484035.1
OG0009508	DPOGS214266-PA	XP_026487805.1
OG0009509	DPOGS208923-PA	XP_026492778.1
OG0009510	DPOGS214268-PA	XP_026487814.1
OG0009511	DPOGS214117-PA	XP_026487808.1
OG0009512	DPOGS205498-PA	XP_026484174.1
OG0009513	DPOGS202119-PA	XP_026494928.1
OG0009514	DPOGS202108-PA	XP_026494932.1
OG0009515	DPOGS202121-PA	XP_026494926.1
OG0009516	DPOGS205537-PA	XP_026483933.1
OG0009517	DPOGS202106-PA	XP_026494923.1
OG0009518	DPOGS208935-PA	XP_026492848.1
OG0009519	DPOGS213506-PA	XP_026499176.1
OG0009520	DPOGS213626-PA	XP_026499173.1
OG0009521	DPOGS215381-PA	XP_026493410.1
OG0009522	DPOGS211403-PA	XP_026485716.1
OG0009523	DPOGS210711-PA	XP_026485563.1
OG0009524	DPOGS210742-PA	XP_026485564.1
OG0009525	DPOGS210712-PA	XP_026485571.1
OG0009526	DPOGS208934-PA	XP_026492856.1
OG0009527	DPOGS212556-PA	XP_026490005.1
OG0009528	DPOGS209946-PA	XP_026501803.1
OG0009529	DPOGS212329-PA	XP_026489222.1
OG0009530	DPOGS209947-PA	XP_026501807.1
OG0009531	DPOGS202123-PA	XP_026495341.1
OG0009532	DPOGS210714-PA	XP_026485568.1
OG0009533	DPOGS202103-PA	XP_026495340.1
OG0009534	DPOGS212327-PA	XP_026489214.1
OG0009535	DPOGS202124-PA	XP_026494921.1
OG0009536	DPOGS207005-PA	XP_026488072.1
OG0009537	DPOGS201922-PA	XP_026494762.1
OG0009538	DPOGS209976-PA	XP_026501796.1
OG0009539	DPOGS200312-PA	XP_026490863.1
OG0009540	DPOGS206931-PA	XP_026488083.1
OG0009541	DPOGS209980-PA	XP_026488666.1
OG0009542	DPOGS207009-PA	XP_026488088.1
OG0009543	DPOGS207663-PA	XP_026484178.1
OG0009544	DPOGS207701-PA	XP_026486576.1
OG0009545	DPOGS214279-PA	XP_026487348.1
OG0009546	DPOGS207698-PA	XP_026486577.1
OG0009547	DPOGS205506-PA	XP_026484036.1
OG0009549	DPOGS206926-PA	XP_026499764.1
OG0009550	DPOGS214108-PA	XP_026487525.1
OG0009551	DPOGS214283-PA	XP_026487516.1
OG0009552	DPOGS211416-PA	XP_026486286.1
OG0009553	DPOGS211399-PA	XP_026486288.1
OG0009554	DPOGS212558-PA	XP_026497423.1
OG0009555	DPOGS209983-PA	XP_026488691.1
OG0009556	DPOGS209949-PA	XP_026488695.1
OG0009557	DPOGS209984-PA	XP_026488693.1
OG0009558	DPOGS200321-PA	XP_026490826.1
OG0009559	DPOGS211421-PA	XP_026486281.1
OG0009560	DPOGS215416-PA	XP_026493357.1
OG0009561	DPOGS200053-PA	XP_026492864.1
OG0009562	DPOGS209974-PA	XP_026488701.1
OG0009564	DPOGS202358-PA	XP_026497776.1
OG0009565	DPOGS214105-PA	XP_026487642.1
OG0009566	DPOGS209973-PA	XP_026488687.1
OG0009567	DPOGS209956-PA	XP_026488689.1
OG0009568	DPOGS202099-PA	XP_026494804.1
OG0009569	DPOGS209972-PA	XP_026488683.1
OG0009570	DPOGS205529-PA	XP_026483947.1
OG0009571	DPOGS202126-PA	XP_026494800.1
OG0009572	DPOGS209957-PA	XP_026488648.1
OG0009573	DPOGS209971-PA	XP_026488651.1
OG0009574	DPOGS215420-PA	XP_026493346.1
OG0009575	DPOGS211424-PA	XP_026485998.1
OG0009576	DPOGS202357-PA	XP_026497772.1
OG0009578	DPOGS200306-PA	XP_026490832.1
OG0009579	DPOGS200818-PA	XP_026490246.1
OG0009580	DPOGS205517-PA	XP_026501774.1
OG0009581	DPOGS209959-PA	XP_026488714.1
OG0009582	DPOGS209968-PA	XP_026488716.1
OG0009583	DPOGS212319-PA	XP_026489229.1
OG0009584	DPOGS205848-PA	XP_026486169.1
OG0009586	DPOGS212561-PA	XP_026497095.1
OG0009587	DPOGS202881-PA	XP_026496491.1
OG0009588	DPOGS205851-PA	XP_026486168.1
OG0009589	DPOGS210298-PA	XP_026497736.1, XP_026497738.1
OG0009590	DPOGS214098-PA	XP_026487563.1
OG0009591	DPOGS200873-PA	XP_026496085.1
OG0009592	DPOGS200648-PA	XP_026488649.1
OG0009593	DPOGS206918-PA	XP_026490734.1
OG0009594	DPOGS200182-PA	XP_026501527.1
OG0009595	DPOGS200591-PA	XP_026488650.1
OG0009596	DPOGS200645-PA	XP_026488681.1
OG0009597	DPOGS200594-PA	XP_026488672.1
OG0009598	DPOGS200644-PA	XP_026488717.1
OG0009599	DPOGS200595-PA	XP_026488718.1
OG0009600	DPOGS200825-PA	XP_026496072.1
OG0009601	DPOGS200180-PA	XP_026501676.1
OG0009602	DPOGS210601-PA	XP_026500049.1
OG0009603	DPOGS206957-PA	XP_026490737.1
OG0009604	DPOGS214290-PA	XP_026487535.1
OG0009605	DPOGS214291-PA	XP_026487436.1
OG0009606	DPOGS206964-PA	XP_026490757.1
OG0009607	DPOGS208725-PA	XP_026484705.1
OG0009608	DPOGS208714-PA	XP_026484686.1
OG0009609	DPOGS202835-PA	XP_026489519.1
OG0009610	DPOGS208712-PA	XP_026484708.1
OG0009611	DPOGS208730-PA	XP_026484675.1
OG0009612	DPOGS212382-PA	XP_026489769.1
OG0009613	DPOGS215274-PA	XP_026487980.1
OG0009615	DPOGS200832-PA	XP_026485219.1
OG0009616	DPOGS200343-PA	XP_026490858.1
OG0009617	DPOGS211605-PA	XP_026490268.1
OG0009618	DPOGS209929-PA	XP_026485848.1
OG0009619	DPOGS203004-PA	XP_026500722.1
OG0009620	DPOGS210597-PA	XP_026492621.1
OG0009621	DPOGS209931-PA	XP_026486221.1
OG0009622	DPOGS200174-PA	XP_026501599.1
OG0009623	DPOGS210616-PA	XP_026492662.1
OG0009624	DPOGS208315-PA	XP_026493017.1
OG0009625	DPOGS208733-PA	XP_026484511.1
OG0009626	DPOGS200286-PA	XP_026490914.1
OG0009627	DPOGS200355-PA	XP_026490917.1
OG0009628	DPOGS207691-PA	XP_026501736.1
OG0009629	DPOGS200836-PA	XP_026488173.1
OG0009630	DPOGS202828-PA	XP_026489490.1
OG0009631	DPOGS211615-PA	XP_026490312.1
OG0009632	DPOGS211616-PA	XP_026490256.1
OG0009633	DPOGS208314-PA	XP_026493010.1, XP_026493011.1
OG0009634	DPOGS200746-PA	XP_026491219.1
OG0009635	DPOGS212336-PA	XP_026499929.1
OG0009636	DPOGS206863-PA	XP_026494487.1
OG0009637	DPOGS200656-PA, DPOGS200804-PA	XP_026492744.1
OG0009638	DPOGS210621-PA	XP_026492604.1
OG0009640	DPOGS202977-PA	XP_026500696.1
OG0009641	DPOGS212376-PA	XP_026499948.1
OG0009642	DPOGS202186-PA	XP_026492672.1
OG0009643	DPOGS209933-PA	XP_026485992.1
OG0009644	DPOGS212342-PA	XP_026499930.1
OG0009645	DPOGS202234-PA	XP_026492574.1
OG0009646	DPOGS212369-PA	XP_026499932.1, XP_026499933.1
OG0009647	DPOGS208161-PA, DPOGS208160-PA	XP_026497715.1
OG0009648	DPOGS202844-PA	XP_026486469.1
OG0009649	DPOGS200738-PA	XP_026491332.1
OG0009650	DPOGS200283-PA	XP_026490860.1
OG0009651	DPOGS204762-PA	XP_026501655.1
OG0009653	DPOGS200727-PA	XP_026491074.1
OG0009655	DPOGS200280-PA	XP_026490795.1
OG0009656	DPOGS200850-PA	XP_026494564.1
OG0009657	DPOGS202347-PA	XP_026498358.1
OG0009658	DPOGS205956-PA	XP_026501425.1
OG0009659	DPOGS202773-PA	XP_026486450.1
OG0009660	DPOGS205955-PA	XP_026501646.1
OG0009661	DPOGS202848-PA	XP_026486452.1
OG0009662	DPOGS207088-PA	XP_026498384.1
OG0009663	DPOGS205929-PA	XP_026501482.1
OG0009665	DPOGS208153-PA	XP_026491993.1
OG0009666	DPOGS205952-PA	XP_026501487.1
OG0009667	DPOGS205950-PA	XP_026501486.1
OG0009668	DPOGS211468-PA	XP_026498351.1
OG0009669	DPOGS215065-PA	XP_026490885.1
OG0009670	DPOGS212348-PA	XP_026499940.1
OG0009671	DPOGS207091-PA	XP_026498376.1
OG0009672	DPOGS205933-PA	XP_026501629.1
OG0009673	DPOGS210209-PA	XP_026489198.1
OG0009675	DPOGS202995-PA	XP_026500701.1
OG0009676	DPOGS205935-PA	XP_026501474.1, XP_026501475.1
OG0009677	DPOGS205936-PA	XP_026501465.1
OG0009678	DPOGS205945-PA	XP_026501543.1
OG0009679	DPOGS205944-PA	XP_026501558.1
OG0009680	DPOGS212353-PA	XP_026499923.1
OG0009681	DPOGS206852-PA	XP_026487118.1
OG0009682	DPOGS211832-PA	XP_026488781.1
OG0009683	DPOGS205700-PA	XP_026487210.1
OG0009684	DPOGS202219-PA	XP_026492728.1
OG0009685	DPOGS210215-PA	XP_026489182.1
OG0009686	DPOGS202203-PA	XP_026492622.1
OG0009687	DPOGS203016-PA	XP_026500768.1
OG0009688	DPOGS205707-PA	XP_026483234.1
OG0009690	DPOGS211382-PA	XP_026486012.1
OG0009691	DPOGS210245-PA	XP_026489148.1
OG0009692	DPOGS207098-PA	XP_026487110.1
OG0009694	DPOGS211389-PA	XP_026486306.1
OG0009695	DPOGS202866-PA	XP_026483301.1
OG0009697	DPOGS208671-PA	XP_026484661.1
OG0009698	DPOGS210220-PA	XP_026489120.1
OG0009700	DPOGS201833-PA	XP_026490521.1
OG0009701	DPOGS205834-PA	XP_026486144.1
OG0009703	DPOGS206729-PA	XP_026501545.1
OG0009704	DPOGS202980-PA	XP_026500644.1
OG0009705	DPOGS206839-PA	XP_026501795.1
OG0009706	DPOGS203032-PA	XP_026500692.1
OG0009707	DPOGS206726-PA	XP_026501541.1
OG0009708	DPOGS201905-PA	XP_026490482.1
OG0009709	DPOGS203368-PA	XP_026500631.1
OG0009710	DPOGS206725-PA, DPOGS212423-PA	XP_026501649.1
OG0009712	DPOGS207141-PA	XP_026486428.1
OG0009713	DPOGS212425-PA	XP_026501560.1
OG0009714	DPOGS202467-PA	XP_026486056.1, XP_026486055.1
OG0009715	DPOGS201835-PA	XP_026490555.1
OG0009716	DPOGS212419-PA	XP_026501456.1
OG0009717	DPOGS201901-PA	XP_026490557.1
OG0009718	DPOGS201836-PA	XP_026490561.1
OG0009719	DPOGS202975-PA	XP_026497543.1
OG0009721	DPOGS212429-PA	XP_026501464.1
OG0009722	DPOGS201898-PA	XP_026490491.1
OG0009723	DPOGS212414-PA	XP_026501581.1
OG0009724	DPOGS212430-PA	XP_026501567.1
OG0009725	DPOGS202989-PA	XP_026500672.1
OG0009726	DPOGS201894-PA	XP_026490453.1
OG0009727	DPOGS212432-PA	XP_026501523.1
OG0009728	DPOGS212412-PA	XP_026501520.1
OG0009729	DPOGS212433-PA	XP_026501512.1
OG0009730	DPOGS212411-PA	XP_026501519.1
OG0009731	DPOGS207135-PA	XP_026488589.1
OG0009732	DPOGS201542-PA	XP_026497115.1
OG0009733	DPOGS210234-PA	XP_026489183.1
OG0009734	DPOGS210236-PA	XP_026489184.1
OG0009735	DPOGS212409-PA	XP_026501525.1
OG0009736	DPOGS201887-PA	XP_026490554.1
OG0009737	DPOGS212438-PA	XP_026501515.1
OG0009738	DPOGS202410-PA	XP_026484322.1
OG0009739	DPOGS211729-PA	XP_026491954.1
OG0009740	DPOGS203035-PA	XP_026497544.1
OG0009741	DPOGS201885-PA	XP_026490553.1
OG0009742	DPOGS206825-PA	XP_026501367.1
OG0009743	DPOGS201883-PA	XP_026490532.1
OG0009744	DPOGS209391-PA	XP_026489811.1
OG0009745	DPOGS211724-PA	XP_026491884.1
OG0009746	DPOGS212448-PA	XP_026501441.1
OG0009747	DPOGS209390-PA	XP_026489824.1
OG0009748	DPOGS212449-PA	XP_026501440.1
OG0009749	DPOGS209352-PA	XP_026489862.1
OG0009750	DPOGS205846-PA	XP_026485980.1
OG0009751	DPOGS209359-PA	XP_026486659.1
OG0009752	DPOGS207128-PA	XP_026501382.1
OG0009753	DPOGS201852-PA	XP_026490439.1
OG0009754	DPOGS206829-PA	XP_026501307.1
OG0009755	DPOGS201855-PA	XP_026490537.1
OG0009756	DPOGS214959-PA	XP_026491885.1
OG0009757	DPOGS205631-PA	XP_026491302.1
OG0009758	DPOGS205632-PA	XP_026491538.1
OG0009759	DPOGS201865-PA	XP_026490473.1
OG0009760	DPOGS202761-PA	XP_026486441.1
OG0009761	DPOGS200151-PA	XP_026501619.1
OG0009762	DPOGS215157-PA	XP_026491952.1
OG0009763	DPOGS208385-PA	XP_026498503.1
OG0009764	DPOGS205653-PA	XP_026491333.1
OG0009765	DPOGS200014-PA	XP_026484848.1
OG0009767	DPOGS201558-PA	XP_026490496.1
OG0009768	DPOGS200168-PA	XP_026501472.1
OG0009769	DPOGS200165-PA	XP_026501609.1
OG0009770	DPOGS214833-PA	XP_026491899.1
OG0009771	DPOGS205650-PA	XP_026491454.1
OG0009772	DPOGS214783-PA	XP_026491686.1
OG0009773	DPOGS214782-PA	XP_026491461.1
OG0009774	DPOGS201573-PA	XP_026488773.1
OG0009775	DPOGS212211-PA	XP_026491675.1
OG0009776	DPOGS208371-PA	XP_026498595.1
OG0009777	DPOGS211839-PA	XP_026488795.1
OG0009778	DPOGS201448-PA	XP_026497051.1
OG0009779	DPOGS203289-PA	XP_026490382.1
OG0009780	DPOGS203293-PA	XP_026490200.1
OG0009781	DPOGS211456-PA	XP_026484350.1
OG0009782	DPOGS201437-PA, DPOGS201436-PA	XP_026497174.1
OG0009783	DPOGS211451-PA	XP_026485195.1
OG0009784	DPOGS211445-PA	XP_026484867.1
OG0009785	DPOGS201514-PA	XP_026496568.1
OG0009786	DPOGS201512-PA, DPOGS201513-PA	XP_026496603.1
OG0009787	DPOGS201510-PA	XP_026496597.1
OG0009788	DPOGS201445-PA	XP_026496592.1
OG0009789	DPOGS201740-PA	XP_026494749.1
OG0009790	DPOGS201925-PA	XP_026494723.1
OG0009791	DPOGS212954-PA, DPOGS212073-PA	XP_026483121.1
OG0009793	DPOGS211665-PA, DPOGS202133-PA	XP_026483694.1
OG0009794	DPOGS205254-PA	XP_026493241.1
OG0009795	DPOGS212228-PA	XP_026497657.1
OG0009797	DPOGS201799-PA	XP_026483776.1
OG0009798	DPOGS208652-PA	XP_026485169.1
OG0009799	DPOGS215265-PA	XP_026487996.1
OG0009800	DPOGS200809-PA	XP_026492350.1
OG0009801	DPOGS212492-PA	XP_026497327.1
OG0009802	DPOGS214015-PA	XP_026494398.1
OG0009803	DPOGS208097-PA	XP_026494598.1
OG0009804	DPOGS211313-PA, DPOGS211315-PA	XP_026494216.1
OG0009805	DPOGS209531-PA	XP_026497774.1
OG0009806	DPOGS209050-PA	XP_026483203.1
OG0009807	DPOGS214555-PA	XP_026488725.1
OG0009808	DPOGS213367-PA	XP_026489445.1
OG0009809	DPOGS206206-PA	XP_026498870.1
OG0009810	DPOGS202407-PA	XP_026485176.1
OG0009811	DPOGS214723-PA	XP_026491012.1
OG0009812	DPOGS201588-PA	XP_026488814.1
OG0009813	DPOGS205644-PA	XP_026491777.1
OG0009814	DPOGS203885-PA	XP_026490723.1
OG0009815	DPOGS204767-PA	XP_026501528.1
OG0009816	DPOGS205137-PA	XP_026483894.1
OG0009817	DPOGS204630-PA	XP_026497248.1, XP_026497247.1
OG0009818	DPOGS213103-PA	XP_026484570.1
OG0009819	DPOGS211744-PA	XP_026499866.1
OG0009820	DPOGS203070-PA	XP_026484944.1
OG0009821	DPOGS204116-PA	XP_026498453.1
OG0009822	DPOGS212366-PA	XP_026499913.1
OG0009823	DPOGS212189-PA	XP_026498760.1
OG0009824	DPOGS201746-PA	XP_026494780.1
OG0009825	DPOGS208410-PA	XP_026494898.1
OG0009826	DPOGS202899-PA	XP_026496504.1
OG0009827	DPOGS215932-PA	XP_026492862.1
OG0009828	DPOGS208313-PA	XP_026493004.1
OG0009829	DPOGS206422-PA	XP_026498136.1
OG0009830	DPOGS206455-PA	XP_026499626.1
OG0009831	DPOGS206172-PA	XP_026486921.1
OG0009832	DPOGS211440-PA	XP_026485067.1
OG0009833	DPOGS213557-PA	XP_026499067.1
OG0009834	DPOGS208399-PA	XP_026494739.1
OG0009835	DPOGS209312-PA	XP_026498122.1
OG0009836	DPOGS210556-PA	XP_026500358.1
OG0009837	DPOGS211919-PA	XP_026491437.1
OG0009838	DPOGS205713-PA	XP_026486495.1
OG0009839	DPOGS214197-PA	XP_026487768.1
OG0009840	DPOGS206257-PA	XP_026493402.1
OG0009841	DPOGS201039-PA	XP_026497034.1
OG0009842	DPOGS215949-PA	XP_026493563.1
OG0009843	DPOGS212618-PA	XP_026501350.1
OG0009844	DPOGS209464-PA	XP_026501697.1
OG0009845	DPOGS215892-PA	XP_026486197.1
OG0009846	DPOGS215569-PA	XP_026485819.1
OG0009847	DPOGS204729-PA	XP_026487941.1
OG0009848	DPOGS205180-PA	XP_026491342.1
OG0009849	DPOGS206246-PA	XP_026500935.1, XP_026500949.1, XP_026500941.1
OG0009850	DPOGS205829-PA	XP_026485854.1
OG0009851	DPOGS209469-PA	XP_026501445.1
OG0009852	DPOGS202215-PA	XP_026492702.1
OG0009853	DPOGS200625-PA	XP_026496002.1
OG0009854	DPOGS201997-PA	XP_026484290.1
OG0009855	DPOGS204184-PA	XP_026489647.1
OG0009856	DPOGS207794-PA	XP_026499567.1
OG0009857	DPOGS201877-PA	XP_026490525.1
OG0009858	DPOGS200626-PA	XP_026496007.1
OG0009859	DPOGS203369-PA	XP_026497132.1
OG0009860	DPOGS211498-PA	XP_026486755.1
OG0009861	DPOGS214206-PA	XP_026487769.1
OG0009862	DPOGS210201-PA	XP_026488746.1
OG0009863	DPOGS211477-PA	XP_026496766.1
OG0009864	DPOGS210202-PA	XP_026488744.1
OG0009865	DPOGS214800-PA	XP_026497710.1
OG0009866	DPOGS206267-PA, DPOGS206268-PA	XP_026489572.1
OG0009867	DPOGS210991-PA	XP_026485524.1
OG0009868	DPOGS205598-PA	XP_026489545.1, XP_026489546.1
OG0009869	DPOGS202176-PA	XP_026484609.1
OG0009870	DPOGS210231-PA	XP_026489152.1
OG0009871	DPOGS202200-PA	XP_026492571.1
OG0009873	DPOGS209474-PA	XP_026485182.1
OG0009874	DPOGS209156-PA	XP_026496399.1
OG0009875	DPOGS207455-PA	XP_026491193.1
OG0009877	DPOGS209476-PA	XP_026485087.1
OG0009878	DPOGS205004-PA	XP_026497358.1
OG0009879	DPOGS208638-PA	XP_026484934.1
OG0009880	DPOGS203525-PA	XP_026497696.1
OG0009881	DPOGS209387-PA	XP_026486656.1
OG0009882	DPOGS209388-PA	XP_026486660.1, XP_026486661.1
OG0009883	DPOGS200537-PA	XP_026499455.1
OG0009884	DPOGS205901-PA	XP_026488306.1
OG0009885	DPOGS215698-PA	XP_026498099.1
OG0009886	DPOGS202510-PA	XP_026493561.1
OG0009887	DPOGS207405-PA	XP_026498265.1
OG0009888	DPOGS208703-PA	XP_026484643.1
OG0009889	DPOGS214209-PA	XP_026487733.1
OG0009890	DPOGS209736-PA	XP_026495613.1
OG0009891	DPOGS207451-PA	XP_026491185.1
OG0009892	DPOGS213171-PA	XP_026500989.1
OG0009893	DPOGS202508-PA	XP_026493261.1
OG0009894	DPOGS213252-PA, DPOGS213253-PA	XP_026496099.1
OG0009895	DPOGS207508-PA	XP_026491075.1
OG0009896	DPOGS210710-PA	XP_026485349.1
OG0009897	DPOGS202311-PA	XP_026494202.1
OG0009898	DPOGS210358-PA	XP_026487304.1
OG0009899	DPOGS214809-PA	XP_026486793.1
OG0009900	DPOGS208056-PA	XP_026493291.1
OG0009901	DPOGS214537-PA	XP_026496229.1
OG0009902	DPOGS202466-PA	XP_026486057.1
OG0009903	DPOGS213670-PA	XP_026489516.1
OG0009904	DPOGS215406-PA	XP_026493412.1
OG0009905	DPOGS215386-PA	XP_026493478.1
OG0009906	DPOGS215816-PA	XP_026487608.1
OG0009907	DPOGS213461-PA	XP_026499879.1
OG0009908	DPOGS215345-PA	XP_026501231.1
OG0009909	DPOGS211569-PA	XP_026485503.1
OG0009910	DPOGS209354-PA	XP_026489837.1
OG0009911	DPOGS203516-PA	XP_026497691.1
OG0009912	DPOGS216074-PA	XP_026495649.1, XP_026495650.1
OG0009913	DPOGS205499-PA	XP_026484014.1
OG0009914	DPOGS213590-PA	XP_026499055.1, XP_026499056.1
OG0009915	DPOGS212935-PA	XP_026488890.1
OG0009916	DPOGS201921-PA	XP_026494700.1, XP_026494701.1
OG0009917	DPOGS202961-PA	XP_026487066.1
OG0009918	DPOGS205668-PA	XP_026491374.1
OG0009919	DPOGS215839-PA	XP_026487609.1
OG0009920	DPOGS201659-PA	XP_026492170.1
OG0009921	DPOGS213304-PA	XP_026488426.1
OG0009922	DPOGS201708-PA	XP_026494528.1
OG0009923	DPOGS202382-PA	XP_026498340.1
OG0009924	DPOGS204237-PA	XP_026485008.1
OG0009925	DPOGS204198-PA	XP_026489715.1
OG0009926	DPOGS201202-PA	XP_026492233.1
OG0009927	DPOGS214637-PA	XP_026489739.1
OG0009928	DPOGS203172-PA	XP_026496206.1
OG0009929	DPOGS203770-PA	XP_026493567.1
OG0009930	DPOGS214837-PA	XP_026497478.1, XP_026497480.1
OG0009931	DPOGS202331-PA	XP_026494315.1
OG0009932	DPOGS207976-PA	XP_026486354.1
OG0009933	DPOGS207977-PA	XP_026486355.1
OG0009934	DPOGS203727-PA	XP_026493586.1
OG0009935	DPOGS212256-PA	XP_026498660.1
OG0009936	DPOGS204225-PA	XP_026484962.1
OG0009937	DPOGS207263-PA	XP_026486811.1
OG0009938	DPOGS215846-PA	XP_026487590.1
OG0009939	DPOGS211376-PA	XP_026485984.1
OG0009940	DPOGS200185-PA	XP_026501481.1
OG0009941	DPOGS214820-PA	XP_026486918.1
OG0009942	DPOGS215532-PA	XP_026498849.1
OG0009943	DPOGS207493-PA	XP_026487212.1
OG0009944	DPOGS203211-PA	XP_026498629.1
OG0009945	DPOGS214222-PA	XP_026487466.1
OG0009946	DPOGS209207-PA	XP_026488515.1
OG0009947	DPOGS203578-PA	XP_026490323.1
OG0009948	DPOGS206992-PA	XP_026488867.1
OG0009949	DPOGS204409-PA	XP_026484732.1
OG0009950	DPOGS212974-PA	XP_026488940.1
OG0009951	DPOGS212699-PA	XP_026488578.1
OG0009952	DPOGS213614-PA	XP_026499118.1
OG0009953	DPOGS213516-PA	XP_026499187.1
OG0009954	DPOGS211950-PA	XP_026491444.1
OG0009955	DPOGS211102-PA	XP_026487545.1
OG0009956	DPOGS202018-PA	XP_026496870.1
OG0009957	DPOGS213620-PA	XP_026499194.1
OG0009958	DPOGS212090-PA	XP_026489910.1
