Orthogroup	Danaus_plexippus	Pararge_aegeria
OG0008837	DPOGS213078-PA, DPOGS213080-PA	XP_039745167.1
OG0008838	DPOGS205892-PA	XP_039754535.1
OG0008839	DPOGS207316-PA	XP_039760223.1
OG0008840	DPOGS205893-PA	XP_039754025.1
OG0008841	DPOGS205919-PA	XP_039754026.1
OG0008842	DPOGS208434-PA	XP_039756615.1
OG0008843	DPOGS213509-PA	XP_039755324.1
OG0008844	DPOGS205891-PA	XP_039754339.1
OG0008845	DPOGS213623-PA	XP_039755606.1
OG0008846	DPOGS215943-PA	XP_039759583.1
OG0008847	DPOGS215914-PA	XP_039748724.1
OG0008848	DPOGS201682-PA	XP_039752842.1
OG0008849	DPOGS215915-PA	XP_039748890.1
OG0008850	DPOGS204813-PA	XP_039758741.1
OG0008851	DPOGS214623-PA	XP_039758066.1
OG0008852	DPOGS213617-PA	XP_039755716.1
OG0008853	DPOGS215919-PA	XP_039748815.1
OG0008854	DPOGS203636-PA	XP_039748320.1
OG0008855	DPOGS209865-PA	XP_039762765.1
OG0008856	DPOGS211878-PA	XP_039745923.1
OG0008857	DPOGS204823-PA	XP_039758844.1
OG0008858	DPOGS210437-PA	XP_039759258.1
OG0008859	DPOGS210459-PA	XP_039759261.1
OG0008860	DPOGS203858-PA	XP_039747855.1
OG0008861	DPOGS201677-PA	XP_039752932.1
OG0008862	DPOGS211946-PA	XP_039746179.1
OG0008863	DPOGS206470-PA	XP_039753355.1
OG0008864	DPOGS213518-PA	XP_039755917.1
OG0008865	DPOGS210267-PA	XP_039760718.1
OG0008866	DPOGS215476-PA	XP_039756507.1
OG0008867	DPOGS211119-PA	XP_039763562.1
OG0008868	DPOGS201369-PA	XP_039764023.1
OG0008869	DPOGS211284-PA	XP_039750070.1
OG0008870	DPOGS208116-PA	XP_039746664.1
OG0008871	DPOGS213858-PA	XP_039747576.1, XP_039747577.1
OG0008872	DPOGS203200-PA	XP_039754741.1
OG0008873	DPOGS202747-PA	XP_039762891.1
OG0008874	DPOGS205428-PA	XP_039762951.1
OG0008875	DPOGS211182-PA	XP_039763506.1
OG0008876	DPOGS205429-PA	XP_039762609.1
OG0008877	DPOGS207518-PA	XP_039761891.1, XP_039747298.1
OG0008879	DPOGS211282-PA	XP_039749626.1
OG0008880	DPOGS205241-PA	XP_039762134.1
OG0008881	DPOGS215868-PA	XP_039748635.1
OG0008882	DPOGS208476-PA	XP_039751720.1
OG0008883	DPOGS203249-PA	XP_039754051.1
OG0008884	DPOGS205202-PA	XP_039762019.1
OG0008885	DPOGS213094-PA	XP_039745382.1
OG0008886	DPOGS213095-PA	XP_039745392.1
OG0008889	DPOGS201378-PA	XP_039763931.1
OG0008890	DPOGS213606-PA	XP_039755679.1
OG0008891	DPOGS201377-PA	XP_039763627.1
OG0008892	DPOGS204828-PA	XP_039758389.1
OG0008894	DPOGS208566-PA	XP_039751535.1
OG0008895	DPOGS208568-PA	XP_039751610.1
OG0008896	DPOGS210952-PA	XP_039750871.1
OG0008897	DPOGS211956-PA	XP_039746196.1
OG0008898	DPOGS201375-PA	XP_039764195.1
OG0008899	DPOGS211016-PA	XP_039750547.1
OG0008900	DPOGS208471-PA	XP_039751003.1
OG0008901	DPOGS207773-PA	XP_039753149.1, XP_039753148.1
OG0008902	DPOGS211018-PA	XP_039750822.1
OG0008903	DPOGS211019-PA	XP_039750679.1
OG0008905	DPOGS210948-PA	XP_039750898.1
OG0008907	DPOGS209220-PA	XP_039755000.1
OG0008908	DPOGS204188-PA	XP_039757906.1
OG0008909	DPOGS211021-PA	XP_039750820.1
OG0008910	DPOGS213819-PA	XP_039747267.1
OG0008911	DPOGS211188-PA	XP_039764975.1
OG0008912	DPOGS211965-PA	XP_039745949.1
OG0008913	DPOGS215483-PA	XP_039756446.1
OG0008914	DPOGS204807-PA	XP_039758841.1
OG0008915	DPOGS201250-PA	XP_039749455.1
OG0008916	DPOGS207776-PA	XP_039753105.1
OG0008917	DPOGS215615-PA	XP_039760052.1, XP_039760044.1
OG0008918	DPOGS215616-PA	XP_039755870.1
OG0008919	DPOGS200235-PA	XP_039760814.1
OG0008922	DPOGS215863-PA	XP_039749017.1
OG0008923	DPOGS213420-PA	XP_039747271.1, XP_039747280.1
OG0008924	DPOGS201235-PA	XP_039750045.1
OG0008928	DPOGS206647-PA	XP_039757148.1
OG0008929	DPOGS200248-PA	XP_039760775.1
OG0008930	DPOGS208461-PA	XP_039751580.1
OG0008932	DPOGS200247-PA	XP_039760746.1
OG0008933	DPOGS213250-PA	XP_039747880.1
OG0008934	DPOGS215493-PA	XP_039756309.1
OG0008935	DPOGS201231-PA	XP_039749407.1
OG0008936	DPOGS215458-PA	XP_039756079.1
OG0008938	DPOGS206645-PA	XP_039757260.1
OG0008939	DPOGS215795-PA	XP_039756625.1
OG0008942	DPOGS212524-PA	XP_039748295.1
OG0008943	DPOGS204546-PA	XP_039753349.1
OG0008945	DPOGS216042-PA	XP_039756124.1
OG0008946	DPOGS210426-PA	XP_039759183.1
OG0008947	DPOGS204544-PA	XP_039753232.1
OG0008948	DPOGS213254-PA	XP_039747623.1
OG0008949	DPOGS204382-PA	XP_039765836.1
OG0008950	DPOGS204505-PA	XP_039765837.1
OG0008951	DPOGS204543-PA	XP_039753233.1
OG0008952	DPOGS204504-PA	XP_039765884.1
OG0008953	DPOGS206667-PA	XP_039757035.1
OG0008954	DPOGS210472-PA	XP_039759387.1
OG0008956	DPOGS208458-PA	XP_039751187.1
OG0008957	DPOGS203103-PA	XP_039752309.1
OG0008959	DPOGS200658-PA	XP_039762389.1
OG0008960	DPOGS213593-PA	XP_039755473.1
OG0008961	DPOGS210476-PA	XP_039758971.1
OG0008962	DPOGS205969-PA	XP_039748150.1
OG0008963	DPOGS205404-PA	XP_039758838.1
OG0008964	DPOGS208584-PA	XP_039751468.1
OG0008965	DPOGS204173-PA	XP_039758067.1
OG0008966	DPOGS200414-PA, DPOGS200413-PA	XP_039756589.1
OG0008967	DPOGS200439-PA	XP_039756421.1
OG0008968	DPOGS204174-PA	XP_039757785.1
OG0008969	DPOGS211103-PA	XP_039764645.1
OG0008971	DPOGS200416-PA	XP_039756517.1
OG0008972	DPOGS213804-PA	XP_039747174.1
OG0008973	DPOGS213805-PA	XP_039747132.1
OG0008974	DPOGS210018-PA	XP_039757116.1
OG0008975	DPOGS205406-PA	XP_039758392.1, XP_039758393.1
OG0008976	DPOGS213260-PA	XP_039747715.1
OG0008977	DPOGS205398-PA	XP_039758638.1
OG0008979	DPOGS201753-PA	XP_039758944.1
OG0008980	DPOGS201754-PA	XP_039756560.1
OG0008981	DPOGS213586-PA	XP_039755943.1
OG0008983	DPOGS203647-PA	XP_039756573.1
OG0008984	DPOGS203056-PA	XP_039746701.1
OG0008985	DPOGS212530-PA	XP_039748176.1
OG0008987	DPOGS210023-PA	XP_039760737.1
OG0008988	DPOGS210025-PA	XP_039760793.1
OG0008989	DPOGS205412-PA	XP_039758469.1
OG0008990	DPOGS211570-PA	XP_039750752.1
OG0008991	DPOGS211096-PA	XP_039764577.1
OG0008992	DPOGS205794-PA	XP_039751485.1
OG0008993	DPOGS200192-PA	XP_039757789.1
OG0008994	DPOGS211091-PA	XP_039764407.1
OG0008995	DPOGS205420-PA	XP_039758536.1
OG0008996	DPOGS211575-PA	XP_039750815.1
OG0008997	DPOGS210008-PA	XP_039757305.1
OG0008998	DPOGS214455-PA	XP_039762044.1
OG0008999	DPOGS210019-PA	XP_039760406.1
OG0009000	DPOGS209129-PA	XP_039759481.1
OG0009001	DPOGS205477-PA	XP_039757170.1
OG0009002	DPOGS213251-PA	XP_039747879.1
OG0009003	DPOGS205463-PA	XP_039757332.1
OG0009005	DPOGS203053-PA	XP_039747361.1
OG0009006	DPOGS200919-PA	XP_039749336.1
OG0009007	DPOGS205390-PA	XP_039758657.1
OG0009008	DPOGS205423-PA	XP_039758777.1
OG0009009	DPOGS201073-PA	XP_039758463.1
OG0009010	DPOGS213580-PA	XP_039755270.1
OG0009011	DPOGS205027-PA	XP_039751025.1
OG0009012	DPOGS201086-PA	XP_039758840.1
OG0009013	DPOGS203046-PA	XP_039746789.1
OG0009014	DPOGS203049-PA	XP_039746492.1
OG0009015	DPOGS203048-PA	XP_039746493.1
OG0009017	DPOGS206467-PA	XP_039753657.1
OG0009018	DPOGS204798-PA	XP_039760729.1
OG0009019	DPOGS209677-PA	XP_039763889.1
OG0009020	DPOGS206120-PA	XP_039746693.1
OG0009021	DPOGS204395-PA	XP_039745085.1
OG0009022	DPOGS207954-PA	XP_039749036.1
OG0009023	DPOGS200939-PA	XP_039760146.1
OG0009024	DPOGS207953-PA	XP_039748753.1
OG0009025	DPOGS205791-PA	XP_039751190.1
OG0009026	DPOGS211079-PA	XP_039765062.1
OG0009027	DPOGS214451-PA	XP_039761953.1
OG0009028	DPOGS213553-PA	XP_039755438.1
OG0009029	DPOGS200424-PA	XP_039756092.1
OG0009030	DPOGS200433-PA	XP_039756091.1
OG0009031	DPOGS201389-PA	XP_039763791.1
OG0009032	DPOGS212055-PA	XP_039760095.1
OG0009033	DPOGS207948-PA	XP_039749209.1
OG0009034	DPOGS201728-PA	XP_039747845.1
OG0009035	DPOGS200432-PA	XP_039756192.1
OG0009036	DPOGS214029-PA	XP_039756814.1
OG0009037	DPOGS206114-PA	XP_039746488.1
OG0009038	DPOGS215980-PA	XP_039746371.1
OG0009039	DPOGS201395-PA	XP_039763873.1
OG0009040	DPOGS200431-PA	XP_039756271.1
OG0009041	DPOGS212052-PA	XP_039760099.1
OG0009042	DPOGS212018-PA	XP_039760273.1
OG0009043	DPOGS209267-PA	XP_039754185.1
OG0009044	DPOGS206113-PA	XP_039747262.1
OG0009045	DPOGS206061-PA	XP_039746826.1
OG0009046	DPOGS211071-PA	XP_039764911.1
OG0009047	DPOGS214812-PA	XP_039755407.1
OG0009048	DPOGS206112-PA	XP_039746827.1
OG0009049	DPOGS212700-PA	XP_039752362.1
OG0009050	DPOGS207370-PA	XP_039756428.1
OG0009051	DPOGS216009-PA	XP_039746036.1
OG0009052	DPOGS209270-PA	XP_039753745.1
OG0009053	DPOGS207393-PA	XP_039756465.1
OG0009054	DPOGS215508-PA	XP_039747935.1
OG0009055	DPOGS213729-PA	XP_039754881.1
OG0009057	DPOGS214036-PA	XP_039757236.1
OG0009058	DPOGS206065-PA	XP_039746773.1
OG0009059	DPOGS207392-PA	XP_039756304.1
OG0009060	DPOGS207942-PA	XP_039748860.1
OG0009061	DPOGS207391-PA	XP_039756235.1
OG0009062	DPOGS206067-PA	XP_039747000.1
OG0009063	DPOGS205803-PA	XP_039751615.1
OG0009064	DPOGS212749-PA	XP_039752140.1
OG0009065	DPOGS200536-PA	XP_039760389.1
OG0009066	DPOGS206108-PA	XP_039747497.1
OG0009067	DPOGS204401-PA	XP_039765748.1
OG0009068	DPOGS207965-PA	XP_039749022.1
OG0009069	DPOGS206070-PA	XP_039747494.1
OG0009070	DPOGS207966-PA	XP_039748966.1
OG0009071	DPOGS207373-PA	XP_039756251.1
OG0009072	DPOGS203840-PA	XP_039757958.1
OG0009073	DPOGS207470-PA	XP_039746165.1
OG0009074	DPOGS215104-PA	XP_039762214.1
OG0009075	DPOGS206104-PA	XP_039747167.1
OG0009077	DPOGS203629-PA	XP_039747842.1
OG0009079	DPOGS207382-PA	XP_039756069.1
OG0009080	DPOGS212669-PA	XP_039765414.1
OG0009081	DPOGS203656-PA	XP_039760656.1
OG0009082	DPOGS204406-PA	XP_039765704.1
OG0009083	DPOGS205778-PA	XP_039751111.1
OG0009084	DPOGS214580-PA	XP_039757837.1
OG0009085	DPOGS202065-PA	XP_039749838.1
OG0009086	DPOGS207936-PA	XP_039749035.1
OG0009087	DPOGS215847-PA	XP_039762642.1
OG0009088	DPOGS206075-PA	XP_039746726.1
OG0009089	DPOGS214941-PA	XP_039757610.1
OG0009090	DPOGS214818-PA	XP_039755561.1
OG0009091	DPOGS207614-PA	XP_039750496.1
OG0009092	DPOGS202015-PA	XP_039749559.1
OG0009093	DPOGS206076-PA	XP_039746879.1
OG0009094	DPOGS212715-PA	XP_039752741.1
OG0009095	DPOGS206102-PA	XP_039746880.1
OG0009097	DPOGS206101-PA	XP_039747299.1
OG0009098	DPOGS210489-PA	XP_039759249.1
OG0009100	DPOGS209699-PA	XP_039758526.1
OG0009101	DPOGS203757-PA	XP_039754889.1
OG0009103	DPOGS203991-PA	XP_039763997.1
OG0009104	DPOGS204350-PA	XP_039754566.1
OG0009105	DPOGS211661-PA	XP_039747841.1
OG0009107	DPOGS206079-PA	XP_039747040.1
OG0009108	DPOGS206096-PA	XP_039747259.1
OG0009109	DPOGS206081-PA	XP_039746985.1
OG0009110	DPOGS206095-PA	XP_039746982.1
OG0009111	DPOGS204323-PA	XP_039754313.1
OG0009112	DPOGS206094-PA	XP_039747506.1
OG0009113	DPOGS200544-PA	XP_039760799.1
OG0009114	DPOGS203659-PA	XP_039756519.1
OG0009115	DPOGS206091-PA	XP_039746822.1
OG0009116	DPOGS202057-PA	XP_039749818.1
OG0009117	DPOGS202056-PA	XP_039749469.1
OG0009119	DPOGS200551-PA	XP_039760675.1
OG0009121	DPOGS201644-PA	XP_039761699.1
OG0009122	DPOGS201643-PA	XP_039761437.1
OG0009123	DPOGS206171-PA, DPOGS206170-PA	XP_039755694.1
OG0009124	DPOGS212045-PA	XP_039759977.1
OG0009126	DPOGS207983-PA	XP_039749216.1
OG0009128	DPOGS205072-PA	XP_039747173.1
OG0009129	DPOGS207985-PA	XP_039748773.1
OG0009130	DPOGS215842-PA	XP_039764551.1
OG0009131	DPOGS203832-PA	XP_039761103.1
OG0009132	DPOGS204324-PA	XP_039753981.1
OG0009133	DPOGS215811-PA	XP_039764550.1
OG0009134	DPOGS205071-PA	XP_039746687.1
OG0009135	DPOGS204325-PA	XP_039753982.1
OG0009136	DPOGS204471-PA	XP_039745413.1
OG0009137	DPOGS207312-PA	XP_039755987.1
OG0009138	DPOGS215814-PA	XP_039765164.1
OG0009139	DPOGS212737-PA	XP_039752361.1
OG0009140	DPOGS203831-PA	XP_039755576.1
OG0009142	DPOGS207065-PA	XP_039752057.1
OG0009144	DPOGS205070-PA	XP_039746869.1
OG0009145	DPOGS204421-PA	XP_039745403.1
OG0009147	DPOGS207063-PA	XP_039752319.1
OG0009148	DPOGS201709-PA	XP_039760394.1
OG0009149	DPOGS207310-PA	XP_039755916.1
OG0009150	DPOGS204424-PA	XP_039745507.1
OG0009151	DPOGS203221-PA	XP_039755160.1
OG0009153	DPOGS205068-PA	XP_039747285.1
OG0009154	DPOGS202474-PA	XP_039747010.1
OG0009155	DPOGS205078-PA	XP_039746589.1
OG0009156	DPOGS212543-PA	XP_039761583.1
OG0009157	DPOGS210508-PA	XP_039759078.1
OG0009158	DPOGS202604-PA	XP_039750490.1
OG0009159	DPOGS209330-PA	XP_039750658.1
OG0009160	DPOGS205067-PA	XP_039746588.1
OG0009161	DPOGS204336-PA	XP_039754391.1
OG0009162	DPOGS205080-PA	XP_039747438.1
OG0009163	DPOGS204426-PA	XP_039745091.1
OG0009164	DPOGS207057-PA	XP_039752210.1
OG0009165	DPOGS209304-PA	XP_039750619.1, XP_039750627.1, XP_039750635.1
OG0009166	DPOGS205082-PA	XP_039747442.1
OG0009168	DPOGS205065-PA	XP_039747433.1
OG0009169	DPOGS202739-PA	XP_039752996.1
OG0009170	DPOGS200383-PA	XP_039754397.1
OG0009171	DPOGS214614-PA	XP_039762764.1
OG0009172	DPOGS215596-PA	XP_039748930.1
OG0009173	DPOGS202727-PA	XP_039753350.1
OG0009174	DPOGS203956-PA	XP_039763301.1
OG0009175	DPOGS203157-PA	XP_039755154.1
OG0009176	DPOGS209310-PA	XP_039746984.1
OG0009177	DPOGS204459-PA	XP_039765771.1
OG0009178	DPOGS211253-PA	XP_039753309.1
OG0009182	DPOGS203929-PA	XP_039763481.1
OG0009183	DPOGS206006-PA	XP_039759401.1
OG0009184	DPOGS202244-PA	XP_039757952.1
OG0009186	DPOGS215821-PA	XP_039765217.1
OG0009187	DPOGS208994-PA	XP_039749855.1
OG0009188	DPOGS215600-PA	XP_039748525.1
OG0009190	DPOGS203213-PA	XP_039754814.1, XP_039754813.1
OG0009191	DPOGS215088-PA	XP_039758232.1
OG0009192	DPOGS205085-PA	XP_039747283.1
OG0009193	DPOGS211249-PA	XP_039753277.1
OG0009196	DPOGS215090-PA	XP_039758658.1
OG0009197	DPOGS202616-PA	XP_039750692.1
OG0009198	DPOGS203212-PA	XP_039754753.1
OG0009199	DPOGS215560-PA	XP_039749147.1
OG0009200	DPOGS211409-PA	XP_039748896.1
OG0009201	DPOGS215072-PA	XP_039758264.1
OG0009202	DPOGS215822-PA	XP_039762738.1
OG0009203	DPOGS208064-PA	XP_039745319.1
OG0009204	DPOGS202619-PA	XP_039750258.1
OG0009206	DPOGS205092-PA	XP_039747081.1
OG0009207	DPOGS211067-PA	XP_039761742.1
OG0009208	DPOGS203815-PA	XP_039761767.1
OG0009209	DPOGS203773-PA	XP_039761175.1
OG0009210	DPOGS205057-PA	XP_039746689.1
OG0009213	DPOGS205056-PA	XP_039747097.1
OG0009214	DPOGS205095-PA	XP_039747178.1
OG0009215	DPOGS205055-PA	XP_039747177.1
OG0009216	DPOGS205096-PA	XP_039746856.1
OG0009217	DPOGS205054-PA	XP_039746863.1
OG0009218	DPOGS206543-PA	XP_039762751.1
OG0009219	DPOGS211065-PA	XP_039761407.1, XP_039761406.1
OG0009220	DPOGS201072-PA	XP_039758659.1
OG0009221	DPOGS206603-PA	XP_039756855.1
OG0009222	DPOGS200530-PA	XP_039748171.1
OG0009223	DPOGS208861-PA	XP_039749700.1
OG0009224	DPOGS206479-PA	XP_039752974.1
OG0009225	DPOGS205052-PA	XP_039747305.1
OG0009226	DPOGS208082-PA	XP_039745397.1
OG0009227	DPOGS205098-PA	XP_039747432.1
OG0009228	DPOGS205051-PA	XP_039746616.1
OG0009230	DPOGS206411-PA	XP_039750217.1
OG0009231	DPOGS206439-PA	XP_039753653.1
OG0009232	DPOGS205049-PA	XP_039746617.1
OG0009233	DPOGS202329-PA	XP_039757874.1
OG0009234	DPOGS201092-PA	XP_039758826.1
OG0009235	DPOGS215992-PA	XP_039745634.1
OG0009237	DPOGS206536-PA	XP_039765157.1
OG0009238	DPOGS206685-PA	XP_039756758.1
OG0009239	DPOGS204243-PA	XP_039745097.1
OG0009240	DPOGS200568-PA	XP_039748401.1
OG0009241	DPOGS206535-PA	XP_039765235.1
OG0009242	DPOGS201067-PA	XP_039758247.1
OG0009243	DPOGS206891-PA	XP_039752367.1
OG0009245	DPOGS215991-PA	XP_039745686.1
OG0009246	DPOGS208988-PA	XP_039749759.1
OG0009247	DPOGS206893-PA	XP_039752071.1
OG0009248	DPOGS207591-PA	XP_039748905.1
OG0009249	DPOGS205099-PA	XP_039747013.1
OG0009250	DPOGS205349-PA	XP_039754041.1
OG0009251	DPOGS207043-PA	XP_039752147.1
OG0009252	DPOGS208986-PA	XP_039749536.1
OG0009253	DPOGS205353-PA	XP_039754202.1
OG0009254	DPOGS200572-PA	XP_039747778.1
OG0009255	DPOGS204236-PA	XP_039745520.1
OG0009256	DPOGS206611-PA	XP_039757060.1
OG0009257	DPOGS207041-PA	XP_039752437.1
OG0009258	DPOGS200608-PA	XP_039756262.1
OG0009259	DPOGS205048-PA	XP_039747399.1
OG0009260	DPOGS214474-PA	XP_039761168.1
OG0009261	DPOGS201097-PA	XP_039758684.1
OG0009262	DPOGS202265-PA	XP_039757722.1
OG0009263	DPOGS206428-PA	XP_039745623.1
OG0009264	DPOGS206429-PA	XP_039745610.1
OG0009265	DPOGS209398-PA	XP_039759605.1
OG0009266	DPOGS200692-PA	XP_039756316.1
OG0009267	DPOGS207039-PA	XP_039752617.1
OG0009268	DPOGS202268-PA	XP_039757767.1
OG0009269	DPOGS210404-PA	XP_039747400.1
OG0009270	DPOGS205101-PA	XP_039747402.1
OG0009271	DPOGS200691-PA	XP_039756183.1
OG0009272	DPOGS204232-PA	XP_039765752.1
OG0009273	DPOGS207252-PA	XP_039755797.1
OG0009274	DPOGS203390-PA	XP_039763419.1
OG0009275	DPOGS214934-PA	XP_039757587.1
OG0009276	DPOGS214187-PA	XP_039765270.1
OG0009277	DPOGS206676-PA	XP_039757109.1
OG0009278	DPOGS213010-PA	XP_039746886.1
OG0009279	DPOGS213012-PA	XP_039747380.1
OG0009280	DPOGS205605-PA	XP_039758625.1
OG0009281	DPOGS203392-PA	XP_039764181.1
OG0009282	DPOGS200685-PA	XP_039756325.1
OG0009283	DPOGS205599-PA	XP_039758632.1
OG0009284	DPOGS203080-PA	XP_039748117.1
OG0009285	DPOGS214177-PA	XP_039763137.1
OG0009286	DPOGS214200-PA	XP_039763163.1
OG0009287	DPOGS214875-PA	XP_039760057.1
OG0009288	DPOGS214320-PA	XP_039759137.1
OG0009289	DPOGS206617-PA	XP_039757322.1
OG0009290	DPOGS213014-PA	XP_039747216.1
OG0009291	DPOGS214175-PA	XP_039765167.1
OG0009292	DPOGS207256-PA	XP_039755706.1
OG0009293	DPOGS214930-PA	XP_039747343.1
OG0009294	DPOGS212208-PA	XP_039745627.1
OG0009295	DPOGS204221-PA	XP_039765529.1
OG0009296	DPOGS204059-PA	XP_039760854.1
OG0009297	DPOGS206443-PA	XP_039753291.1
OG0009298	DPOGS209706-PA	XP_039756544.1
OG0009299	DPOGS201999-PA	XP_039751490.1
OG0009300	DPOGS213007-PA	XP_039746671.1
OG0009301	DPOGS214170-PA	XP_039764512.1
OG0009302	DPOGS207299-PA	XP_039755424.1
OG0009303	DPOGS203605-PA	XP_039754324.1
OG0009304	DPOGS207027-PA	XP_039752540.1
OG0009305	DPOGS203701-PA	XP_039752089.1
OG0009306	DPOGS213006-PA	XP_039746670.1
OG0009307	DPOGS207264-PA	XP_039755372.1
OG0009308	DPOGS213018-PA	XP_039746871.1
OG0009309	DPOGS214871-PA	XP_039759949.1
OG0009310	DPOGS213005-PA	XP_039746852.1
OG0009311	DPOGS214870-PA	XP_039759948.1
OG0009312	DPOGS203603-PA	XP_039754156.1
OG0009313	DPOGS206138-PA	XP_039764122.1
OG0009314	DPOGS206139-PA	XP_039764061.1
OG0009315	DPOGS206140-PA	XP_039763492.1
OG0009316	DPOGS211928-PA	XP_039746265.1
OG0009318	DPOGS209740-PA	XP_039756528.1
OG0009319	DPOGS213019-PA	XP_039746745.1, XP_039746744.1
OG0009320	DPOGS213001-PA	XP_039746746.1
OG0009321	DPOGS201967-PA, DPOGS213741-PA	XP_039751417.1
OG0009322	DPOGS209714-PA	XP_039756449.1
OG0009323	DPOGS206045-PA	XP_039764068.1
OG0009324	DPOGS206141-PA	XP_039764084.1
OG0009326	DPOGS212783-PA	XP_039751999.1
OG0009327	DPOGS214356-PA	XP_039758937.1
OG0009328	DPOGS213022-PA	XP_039747321.1
OG0009329	DPOGS207806-PA	XP_039753158.1
OG0009330	DPOGS209717-PA	XP_039756748.1
OG0009331	DPOGS214845-PA	XP_039759979.1
OG0009332	DPOGS214869-PA	XP_039760116.1
OG0009333	DPOGS205610-PA	XP_039758820.1
OG0009334	DPOGS201800-PA	XP_039751747.1
OG0009335	DPOGS206143-PA	XP_039763390.1
OG0009336	DPOGS201801-PA	XP_039752535.1
OG0009338	DPOGS209719-PA	XP_039756062.1
OG0009339	DPOGS214336-PA	XP_039759144.1
OG0009340	DPOGS213026-PA	XP_039747035.1
OG0009341	DPOGS206628-PA	XP_039757036.1
OG0009342	DPOGS213000-PA	XP_039746991.1
OG0009343	DPOGS208967-PA	XP_039749778.1
OG0009344	DPOGS206145-PA	XP_039764162.1
OG0009345	DPOGS213030-PA	XP_039747069.1
OG0009346	DPOGS207429-PA	XP_039748282.1
OG0009347	DPOGS212998-PA	XP_039747286.1
OG0009348	DPOGS212996-PA	XP_039746698.1
OG0009349	DPOGS207402-PA	XP_039748192.1
OG0009351	DPOGS214346-PA	XP_039758933.1
OG0009352	DPOGS214864-PA	XP_039759989.1
OG0009353	DPOGS203078-PA	XP_039745393.1
OG0009355	DPOGS213031-PA	XP_039746527.1
OG0009356	DPOGS214132-PA	XP_039762529.1
OG0009357	DPOGS212267-PA	XP_039754789.1
OG0009358	DPOGS214339-PA	XP_039759383.1
OG0009359	DPOGS204017-PA	XP_039757929.1
OG0009360	DPOGS202630-PA	XP_039756805.1
OG0009361	DPOGS206032-PA	XP_039763333.1
OG0009362	DPOGS214860-PA	XP_039759950.1
OG0009363	DPOGS202632-PA	XP_039756856.1
OG0009364	DPOGS202633-PA	XP_039757063.1
OG0009365	DPOGS206030-PA	XP_039764081.1
OG0009366	DPOGS216016-PA	XP_039745783.1
OG0009367	DPOGS202892-PA	XP_039759654.1
OG0009368	DPOGS215960-PA	XP_039746461.1
OG0009369	DPOGS208946-PA	XP_039749751.1
OG0009370	DPOGS208014-PA	XP_039758875.1
OG0009371	DPOGS208666-PA	XP_039745506.1
OG0009373	DPOGS209069-PA	XP_039759994.1
OG0009374	DPOGS214247-PA	XP_039764982.1
OG0009375	DPOGS204042-PA	XP_039757834.1
OG0009376	DPOGS203717-PA	XP_039758550.1
OG0009377	DPOGS209067-PA	XP_039760307.1
OG0009378	DPOGS204039-PA	XP_039757859.1
OG0009379	DPOGS206938-PA	XP_039752424.1
OG0009380	DPOGS207816-PA	XP_039753700.1
OG0009382	DPOGS208951-PA	XP_039749558.1
OG0009384	DPOGS206136-PA	XP_039763210.1
OG0009386	DPOGS204038-PA	XP_039757931.1
OG0009387	DPOGS203318-PA	XP_039763555.1
OG0009388	DPOGS208916-PA	XP_039749556.1
OG0009390	DPOGS215957-PA	XP_039746192.1
OG0009391	DPOGS204024-PA	XP_039757742.1
OG0009393	DPOGS208640-PA	XP_039765607.1, XP_039765608.1
OG0009394	DPOGS210674-PA	XP_039750872.1
OG0009395	DPOGS207741-PA	XP_039752897.1
OG0009396	DPOGS209026-PA	XP_039759808.1
OG0009397	DPOGS207283-PA	XP_039755700.1
OG0009399	DPOGS206417-PA	XP_039752134.1
OG0009401	DPOGS208658-PA	XP_039765427.1
OG0009403	DPOGS207274-PA	XP_039755941.1
OG0009404	DPOGS207280-PA	XP_039755330.1
OG0009405	DPOGS210679-PA	XP_039750949.1
OG0009406	DPOGS202450-PA	XP_039748665.1
OG0009407	DPOGS210681-PA	XP_039750548.1
OG0009409	DPOGS212278-PA	XP_039754662.1
OG0009410	DPOGS212277-PA	XP_039754663.1
OG0009412	DPOGS201037-PA	XP_039756190.1
OG0009413	DPOGS201036-PA	XP_039756742.1
OG0009415	DPOGS205822-PA	XP_039747950.1
OG0009416	DPOGS202593-PA	XP_039755206.1
OG0009417	DPOGS209536-PA	XP_039749870.1
OG0009418	DPOGS212992-PA	XP_039747355.1
OG0009419	DPOGS215790-PA	XP_039761589.1
OG0009420	DPOGS203971-PA	XP_039763725.1
OG0009421	DPOGS206050-PA	XP_039763547.1
OG0009422	DPOGS213798-PA	XP_039746833.1
OG0009423	DPOGS208649-PA	XP_039765810.1
OG0009424	DPOGS212988-PA	XP_039747410.1, XP_039747408.1
OG0009426	DPOGS201035-PA	XP_039756159.1
OG0009427	DPOGS200977-PA	XP_039756082.1
OG0009428	DPOGS214341-PA	XP_039759478.1
OG0009429	DPOGS201454-PA	XP_039754127.1
OG0009430	DPOGS201492-PA	XP_039754820.1
OG0009431	DPOGS201033-PA	XP_039756570.1
OG0009432	DPOGS207725-PA	XP_039753509.1
OG0009433	DPOGS200979-PA	XP_039756607.1
OG0009434	DPOGS210685-PA	XP_039750697.1
OG0009435	DPOGS211644-PA	XP_039755933.1
OG0009436	DPOGS200981-PA	XP_039756204.1
OG0009437	DPOGS201029-PA	XP_039756513.1
OG0009438	DPOGS211645-PA	XP_039755860.1
