Orthogroup	Danaus_plexippus	Junonia_coenia
OG0009427	DPOGS200977-PA	JC_10956-RA
OG0009428	DPOGS214341-PA	JC_10380-RA
OG0009430	DPOGS201492-PA	JC_01058-RA
OG0009432	DPOGS207725-PA	JC_07741-RA
OG0009434	DPOGS210685-PA	JC_06657-RA
OG0009435	DPOGS211644-PA	JC_07001-RA
OG0009438	DPOGS211645-PA	JC_07002-RA
OG0009439	DPOGS211635-PA	JC_07006-RA
OG0009441	DPOGS211648-PA	JC_07007-RA
OG0009442	DPOGS211987-PA	JC_15380-RA
OG0009445	DPOGS214228-PA	JC_08394-RA
OG0009446	DPOGS211649-PA	JC_07009-RA
OG0009447	DPOGS211650-PA	JC_07010-RA
OG0009448	DPOGS208957-PA	JC_09007-RA
OG0009450	DPOGS213044-PA	JC_04158-RA
OG0009451	DPOGS201026-PA	JC_10966-RA
OG0009452	DPOGS214227-PA	JC_08392-RA
OG0009454	DPOGS213837-PA	JC_05198-RA
OG0009455	DPOGS213263-PA	JC_13929-RA
OG0009457	DPOGS204255-PA	JC_00295-RA
OG0009458	DPOGS213262-PA	JC_13931-RA
OG0009459	DPOGS214771-PA	JC_03209-RA
OG0009460	DPOGS205991-PA	JC_13861-RA, JC_13860-RA
OG0009461	DPOGS205992-PA	JC_13857-RA
OG0009462	DPOGS206987-PA	JC_12074-RA
OG0009463	DPOGS212868-PA	JC_12626-RA
OG0009467	DPOGS205995-PA	JC_13854-RA
OG0009468	DPOGS209894-PA	JC_10453-RA
OG0009469	DPOGS202114-PA	JC_04162-RA
OG0009472	DPOGS213829-PA	JC_05191-RA
OG0009473	DPOGS215396-PA, DPOGS215398-PA	JC_05800-RA
OG0009474	DPOGS214255-PA	JC_08429-RA
OG0009475	DPOGS213840-PA	JC_05187-RA
OG0009479	DPOGS202115-PA	JC_04165-RA
OG0009480	DPOGS211920-PA	JC_02897-RA
OG0009481	DPOGS214257-PA	JC_08435-RA
OG0009482	DPOGS200988-PA	JC_10988-RA
OG0009483	DPOGS211917-PA	JC_02890-RA
OG0009484	DPOGS204893-PA	JC_07052-RA
OG0009486	DPOGS202110-PA	JC_04168-RA, JC_04166-RA
OG0009487	DPOGS202116-PA	JC_04169-RA
OG0009489	DPOGS205758-PA	JC_04817-RA
OG0009490	DPOGS212857-PA	JC_12575-RA
OG0009492	DPOGS212856-PA	JC_12580-RA
OG0009494	DPOGS214262-PA	JC_08442-RA
OG0009495	DPOGS208941-PA	JC_09033-RA
OG0009496	DPOGS200992-PA	JC_10992-RA
OG0009497	DPOGS204868-PA	JC_07055-RA
OG0009498	DPOGS214263-PA	JC_08446-RA
OG0009500	DPOGS213825-PA	JC_05184-RA
OG0009506	DPOGS212847-PA	JC_12592-RA
OG0009509	DPOGS208923-PA	JC_09034-RA
OG0009510	DPOGS214268-PA	JC_08460-RA
OG0009512	DPOGS205498-PA	JC_15472-RA
OG0009513	DPOGS202119-PA	JC_04174-RA
OG0009514	DPOGS202108-PA	JC_04175-RA
OG0009515	DPOGS202121-PA	JC_04179-RA
OG0009517	DPOGS202106-PA	JC_04180-RA
OG0009518	DPOGS208935-PA	JC_09044-RA
OG0009519	DPOGS213506-PA	JC_06989-RA
OG0009520	DPOGS213626-PA	JC_06988-RA
OG0009521	DPOGS215381-PA	JC_05835-RA
OG0009523	DPOGS210711-PA	JC_06631-RA
OG0009526	DPOGS208934-PA	JC_09050-RA
OG0009527	DPOGS212556-PA	JC_01835-RA
OG0009528	DPOGS209946-PA	JC_05089-RA
OG0009529	DPOGS212329-PA	JC_07201-RA
OG0009530	DPOGS209947-PA	JC_05091-RA
OG0009531	DPOGS202123-PA	JC_04182-RA
OG0009532	DPOGS210714-PA	JC_06628-RA
OG0009533	DPOGS202103-PA	JC_04184-RA
OG0009534	DPOGS212327-PA	JC_07205-RA
OG0009535	DPOGS202124-PA	JC_04185-RA
OG0009536	DPOGS207005-PA	JC_11763-RA
OG0009538	DPOGS209976-PA	JC_05093-RA
OG0009539	DPOGS200312-PA	JC_03170-RA
OG0009540	DPOGS206931-PA	JC_11767-RA
OG0009541	DPOGS209980-PA	JC_05097-RA
OG0009542	DPOGS207009-PA	JC_11776-RA
OG0009544	DPOGS207701-PA	JC_07781-RA
OG0009546	DPOGS207698-PA	JC_07790-RA
OG0009548	DPOGS211415-PA	JC_04932-RA, JC_04931-RA
OG0009549	DPOGS206926-PA	JC_11780-RA
OG0009551	DPOGS214283-PA	JC_08480-RA
OG0009552	DPOGS211416-PA	JC_04934-RA
OG0009553	DPOGS211399-PA	JC_04935-RA
OG0009555	DPOGS209983-PA	JC_05101-RA
OG0009556	DPOGS209949-PA	JC_05102-RA
OG0009557	DPOGS209984-PA	JC_05103-RA
OG0009559	DPOGS211421-PA	JC_04945-RA
OG0009560	DPOGS215416-PA	JC_05845-RA
OG0009561	DPOGS200053-PA	JC_09059-RA
OG0009562	DPOGS209974-PA	JC_05111-RA
OG0009564	DPOGS202358-PA	JC_13539-RA
OG0009566	DPOGS209973-PA	JC_05112-RA
OG0009567	DPOGS209956-PA	JC_05114-RA
OG0009568	DPOGS202099-PA	JC_04190-RA
OG0009569	DPOGS209972-PA	JC_05116-RA, JC_05115-RA
OG0009571	DPOGS202126-PA	JC_04191-RA
OG0009572	DPOGS209957-PA	JC_05118-RA
OG0009573	DPOGS209971-PA	JC_05119-RA
OG0009575	DPOGS211424-PA	JC_04952-RA
OG0009576	DPOGS202357-PA	JC_13537-RA
OG0009577	DPOGS202805-PA	JC_09278-RA
OG0009579	DPOGS200818-PA	JC_07800-RA
OG0009580	DPOGS205517-PA	JC_15441-RA
OG0009581	DPOGS209959-PA	JC_05121-RA
OG0009582	DPOGS209968-PA	JC_05122-RA
OG0009583	DPOGS212319-PA	JC_07210-RA
OG0009585	DPOGS202093-PA	JC_04207-RA
OG0009586	DPOGS212561-PA	JC_01820-RA
OG0009588	DPOGS205851-PA	JC_04961-RA
OG0009589	DPOGS210298-PA	JC_13522-RA
OG0009590	DPOGS214098-PA	JC_08489-RA
OG0009592	DPOGS200648-PA	JC_05138-RA
OG0009593	DPOGS206918-PA	JC_11798-RA
OG0009594	DPOGS200182-PA	JC_04213-RA
OG0009595	DPOGS200591-PA	JC_05139-RA
OG0009596	DPOGS200645-PA	JC_05143-RA
OG0009597	DPOGS200594-PA	JC_05144-RA
OG0009598	DPOGS200644-PA	JC_05145-RA
OG0009599	DPOGS200595-PA	JC_05146-RA
OG0009601	DPOGS200180-PA	JC_04217-RA
OG0009602	DPOGS210601-PA	JC_00851-RA
OG0009604	DPOGS214290-PA	JC_08499-RA
OG0009605	DPOGS214291-PA	JC_08501-RA
OG0009606	DPOGS206964-PA	JC_11812-RA
OG0009607	DPOGS208725-PA	JC_00211-RA
OG0009608	DPOGS208714-PA	JC_00210-RA
OG0009609	DPOGS202835-PA	JC_09253-RA
OG0009610	DPOGS208712-PA	JC_00205-RA
OG0009613	DPOGS215274-PA	JC_11019-RA
OG0009614	DPOGS214088-PA	JC_08507-RA
OG0009615	DPOGS200832-PA	JC_07831-RA
OG0009616	DPOGS200343-PA	JC_03102-RA
OG0009617	DPOGS211605-PA	JC_11095-RA
OG0009618	DPOGS209929-PA	JC_04977-RA
OG0009619	DPOGS203004-PA	JC_01649-RA
OG0009620	DPOGS210597-PA	JC_00844-RA
OG0009622	DPOGS200174-PA	JC_04229-RA
OG0009624	DPOGS208315-PA	JC_06589-RA
OG0009625	DPOGS208733-PA	JC_00190-RA
OG0009626	DPOGS200286-PA	JC_03087-RA
OG0009628	DPOGS207691-PA	JC_15409-RA
OG0009630	DPOGS202828-PA	JC_09222-RA
OG0009633	DPOGS208314-PA	JC_06586-RA
OG0009634	DPOGS200746-PA	JC_02850-RA
OG0009636	DPOGS206863-PA	JC_11838-RA
OG0009638	DPOGS210621-PA	JC_00861-RA
OG0009639	DPOGS208743-PA	JC_00172-RA
OG0009640	DPOGS202977-PA	JC_01723-RA
OG0009643	DPOGS209933-PA	JC_04989-RA
OG0009644	DPOGS212342-PA	JC_07244-RA
OG0009645	DPOGS202234-PA	JC_00870-RA
OG0009646	DPOGS212369-PA	JC_07246-RA
OG0009647	DPOGS208161-PA, DPOGS208160-PA	JC_13485-RA
OG0009649	DPOGS200738-PA	JC_02837-RA
OG0009650	DPOGS200283-PA	JC_03075-RA
OG0009651	DPOGS204762-PA	JC_04366-RA
OG0009652	DPOGS203421-PA	JC_00878-RA
OG0009655	DPOGS200280-PA	JC_03068-RA
OG0009656	DPOGS200850-PA	JC_07868-RA
OG0009658	DPOGS205956-PA	JC_04357-RA
OG0009659	DPOGS202773-PA	JC_09198-RA
OG0009660	DPOGS205955-PA	JC_04354-RA
OG0009661	DPOGS202848-PA	JC_09194-RA
OG0009662	DPOGS207088-PA	JC_11868-RA
OG0009663	DPOGS205929-PA	JC_04349-RA
OG0009664	DPOGS202190-PA	JC_00888-RA
OG0009666	DPOGS205952-PA	JC_04345-RA
OG0009667	DPOGS205950-PA	JC_04343-RA
OG0009669	DPOGS215065-PA	JC_03047-RA
OG0009670	DPOGS212348-PA	JC_07254-RA
OG0009672	DPOGS205933-PA	JC_04337-RA
OG0009673	DPOGS210209-PA	JC_09117-RA
OG0009674	DPOGS206856-PA	JC_11879-RA, JC_11880-RA
OG0009675	DPOGS202995-PA	JC_01634-RA
OG0009677	DPOGS205936-PA	JC_04334-RA
OG0009678	DPOGS205945-PA	JC_04333-RA
OG0009679	DPOGS205944-PA	JC_04332-RA
OG0009680	DPOGS212353-PA	JC_07268-RA
OG0009681	DPOGS206852-PA	JC_11888-RA
OG0009683	DPOGS205700-PA	JC_07879-RA
OG0009684	DPOGS202219-PA	JC_00903-RA
OG0009686	DPOGS202203-PA	JC_00910-RA
OG0009687	DPOGS203016-PA	JC_01630-RA
OG0009688	DPOGS205707-PA	JC_07882-RA
OG0009691	DPOGS210245-PA	JC_09138-RA
OG0009692	DPOGS207098-PA	JC_11897-RA
OG0009693	DPOGS205620-PA	JC_02812-RA
OG0009694	DPOGS211389-PA	JC_05020-RA
OG0009695	DPOGS202866-PA	JC_09175-RA
OG0009696	DPOGS206844-PA	JC_11900-RA
OG0009697	DPOGS208671-PA	JC_00121-RA, JC_00120-RA
OG0009698	DPOGS210220-PA	JC_09154-RA
OG0009699	DPOGS205837-PA	JC_05051-RA
OG0009700	DPOGS201833-PA	JC_08639-RA
OG0009701	DPOGS205834-PA	JC_05057-RA
OG0009702	DPOGS212908-PA	JC_13433-RA
OG0009703	DPOGS206729-PA	JC_04325-RA
OG0009704	DPOGS202980-PA	JC_01712-RA
OG0009705	DPOGS206839-PA	JC_11635-RA
OG0009706	DPOGS203032-PA	JC_01713-RA
OG0009707	DPOGS206726-PA	JC_04319-RA
OG0009708	DPOGS201905-PA	JC_08634-RA
OG0009709	DPOGS203368-PA	JC_01657-RA
OG0009710	DPOGS206725-PA, DPOGS212423-PA	JC_04316-RA
OG0009712	DPOGS207141-PA	JC_11553-RA
OG0009713	DPOGS212425-PA	JC_04313-RA
OG0009714	DPOGS202467-PA	JC_05073-RA
OG0009715	DPOGS201835-PA	JC_08633-RA
OG0009716	DPOGS212419-PA	JC_04310-RA
OG0009717	DPOGS201901-PA	JC_08627-RA
OG0009718	DPOGS201836-PA	JC_08626-RA
OG0009719	DPOGS202975-PA	JC_01727-RA
OG0009720	DPOGS207138-PA	JC_11560-RA
OG0009721	DPOGS212429-PA	JC_04302-RA
OG0009722	DPOGS201898-PA	JC_08619-RA
OG0009723	DPOGS212414-PA	JC_04299-RA
OG0009724	DPOGS212430-PA	JC_04298-RA
OG0009725	DPOGS202989-PA	JC_01625-RA
OG0009726	DPOGS201894-PA	JC_08615-RA
OG0009727	DPOGS212432-PA	JC_04295-RA
OG0009728	DPOGS212412-PA	JC_04294-RA
OG0009729	DPOGS212433-PA	JC_04293-RA
OG0009730	DPOGS212411-PA	JC_04291-RA
OG0009731	DPOGS207135-PA	JC_11572-RA
OG0009732	DPOGS201542-PA	JC_00958-RA
OG0009733	DPOGS210234-PA	JC_09167-RA
OG0009734	DPOGS210236-PA	JC_09168-RA
OG0009735	DPOGS212409-PA	JC_04284-RA
OG0009736	DPOGS201887-PA	JC_08609-RA
OG0009737	DPOGS212438-PA	JC_04282-RA
OG0009738	DPOGS202410-PA	JC_00083-RA
OG0009740	DPOGS203035-PA	JC_01725-RA
OG0009741	DPOGS201885-PA	JC_08604-RA
OG0009742	DPOGS206825-PA	JC_11589-RA
OG0009743	DPOGS201883-PA	JC_08602-RA
OG0009744	DPOGS209391-PA	JC_02946-RA
OG0009745	DPOGS211723-PA	JC_13397-RA
OG0009745	DPOGS211724-PA	JC_13396-RA
OG0009746	DPOGS212448-PA	JC_04267-RA
OG0009747	DPOGS209390-PA	JC_02947-RA
OG0009748	DPOGS212449-PA	JC_04266-RA
OG0009749	DPOGS209352-PA	JC_02948-RA
OG0009752	DPOGS207128-PA	JC_11591-RA
OG0009755	DPOGS201855-PA	JC_08583-RA
OG0009756	DPOGS214959-PA	JC_13386-RA
OG0009757	DPOGS205631-PA	JC_02781-RA
OG0009758	DPOGS205632-PA	JC_02777-RA
OG0009760	DPOGS202761-PA	JC_09177-RA
OG0009762	DPOGS215157-PA	JC_13377-RA
OG0009763	DPOGS208385-PA	JC_01685-RA
OG0009765	DPOGS200014-PA	JC_00025-RA
OG0009766	DPOGS201453-PA	JC_00999-RA
OG0009768	DPOGS200168-PA	JC_04242-RA
OG0009770	DPOGS214833-PA	JC_13368-RA
OG0009772	DPOGS214783-PA	JC_02754-RA
OG0009773	DPOGS214782-PA	JC_02752-RA
OG0009774	DPOGS201573-PA	JC_08550-RA
OG0009775	DPOGS212211-PA	JC_02748-RA
OG0009776	DPOGS208371-PA	JC_01737-RA
OG0009778	DPOGS201448-PA	JC_01006-RA
OG0009781	DPOGS211456-PA	JC_00141-RA
OG0009783	DPOGS211451-PA	JC_00139-RA
OG0009784	DPOGS211445-PA	JC_00134-RA
OG0009785	DPOGS201514-PA	JC_01028-RA
OG0009786	DPOGS201512-PA, DPOGS201513-PA	JC_01029-RA
OG0009787	DPOGS201510-PA	JC_01030-RA
OG0009792	DPOGS215627-PA, DPOGS202346-PA	JC_01309-RA
OG0009793	DPOGS211665-PA, DPOGS202133-PA	JC_15821-RA
OG0009794	DPOGS205254-PA	JC_06018-RA
OG0009795	DPOGS212228-PA	JC_14292-RA
OG0009796	DPOGS201912-PA, DPOGS212187-PA, DPOGS214785-PA	JC_08644-RA
OG0009798	DPOGS208652-PA	JC_00425-RA
OG0009799	DPOGS215265-PA	JC_11034-RA
OG0009800	DPOGS200809-PA	JC_07437-RA
OG0009801	DPOGS212492-PA	JC_13155-RA
OG0009802	DPOGS214015-PA	JC_10188-RA
OG0009803	DPOGS208097-PA, DPOGS208096-PA	JC_11339-RA
OG0009804	DPOGS211313-PA, DPOGS211315-PA	JC_12471-RA
OG0009805	DPOGS209531-PA	JC_13623-RA
OG0009806	DPOGS209050-PA	JC_13333-RA
OG0009807	DPOGS214555-PA	JC_16005-RA
OG0009808	DPOGS213367-PA	JC_14636-RA
OG0009809	DPOGS206206-PA	JC_16562-RA, JC_16561-RA
OG0009810	DPOGS202407-PA	JC_00079-RA
OG0009811	DPOGS214723-PA	JC_12760-RA
OG0009812	DPOGS201588-PA	JC_17056-RA
OG0009813	DPOGS205644-PA	JC_02759-RA
OG0009814	DPOGS203885-PA	JC_17026-RA
OG0009815	DPOGS204767-PA	JC_04369-RA
OG0009816	DPOGS205137-PA	JC_15217-RA
OG0009817	DPOGS204630-PA	JC_14143-RA
OG0009818	DPOGS213103-PA	JC_00597-RA
OG0009819	DPOGS211744-PA	JC_14250-RA
OG0009820	DPOGS203070-PA	JC_00376-RA
OG0009821	DPOGS204116-PA	JC_06204-RA
OG0009822	DPOGS212366-PA	JC_07252-RA
OG0009823	DPOGS212189-PA	JC_14779-RA
OG0009824	DPOGS201746-PA	JC_01128-RA
OG0009826	DPOGS202899-PA	JC_10386-RA, JC_10384-RA, JC_10385-RA, JC_10387-RA
OG0009827	DPOGS215932-PA	JC_10049-RA
OG0009828	DPOGS208313-PA	JC_06585-RA
OG0009829	DPOGS206422-PA	JC_13720-RA
OG0009830	DPOGS206455-PA	JC_07622-RA
OG0009831	DPOGS206172-PA	JC_07165-RA
OG0009832	DPOGS211440-PA	JC_00142-RA
OG0009833	DPOGS213557-PA	JC_06887-RA
OG0009834	DPOGS208399-PA	JC_10212-RA
OG0009835	DPOGS209312-PA	JC_13732-RA
OG0009836	DPOGS210556-PA	JC_06086-RA
OG0009837	DPOGS211919-PA	JC_02894-RA
OG0009838	DPOGS205713-PA	JC_07899-RA
OG0009839	DPOGS214197-PA	JC_08323-RA
OG0009840	DPOGS206257-PA	JC_05643-RA
OG0009841	DPOGS201039-PA	JC_08885-RA
OG0009843	DPOGS212618-PA	JC_09691-RA
OG0009844	DPOGS209464-PA	JC_09803-RA
OG0009845	DPOGS215892-PA	JC_04585-RA, JC_04584-RA
OG0009846	DPOGS215569-PA	JC_04785-RA
OG0009847	DPOGS204729-PA	JC_11530-RA
OG0009848	DPOGS205180-PA	JC_02499-RA
OG0009849	DPOGS206246-PA	JC_09322-RA
OG0009850	DPOGS205829-PA	JC_04962-RA
OG0009851	DPOGS209469-PA	JC_09812-RA, JC_09813-RA
OG0009852	DPOGS202215-PA	JC_00918-RA
OG0009853	DPOGS200625-PA	JC_10861-RA
OG0009854	DPOGS201997-PA	JC_09383-RA
OG0009855	DPOGS204184-PA	JC_12695-RA
OG0009856	DPOGS207794-PA	JC_07664-RA
OG0009857	DPOGS201877-PA	JC_08595-RA
OG0009858	DPOGS200626-PA	JC_10862-RA
OG0009859	DPOGS203369-PA	JC_01661-RA, JC_15973-RA
OG0009860	DPOGS211498-PA	JC_17053-RA
OG0009861	DPOGS214206-PA	JC_08339-RA
OG0009862	DPOGS210201-PA	JC_16131-RA
OG0009863	DPOGS211477-PA	JC_08646-RA
OG0009864	DPOGS210202-PA	JC_16132-RA
OG0009866	DPOGS206267-PA, DPOGS206268-PA	JC_14726-RA
OG0009867	DPOGS210991-PA	JC_06370-RA
OG0009868	DPOGS205598-PA	JC_05856-RA
OG0009869	DPOGS202176-PA	JC_00107-RA
OG0009870	DPOGS210231-PA	JC_09162-RA
OG0009871	DPOGS202200-PA	JC_00907-RA, JC_00908-RA
OG0009872	DPOGS200231-PA	JC_14930-RA
OG0009873	DPOGS209474-PA	JC_09822-RA
OG0009874	DPOGS209156-PA	JC_05389-RA
OG0009875	DPOGS207455-PA	JC_02653-RA
OG0009876	DPOGS203541-PA	JC_05642-RA, JC_14405-RA, JC_14382-RA
OG0009877	DPOGS209476-PA	JC_09823-RA
OG0009878	DPOGS205004-PA	JC_13106-RA
OG0009879	DPOGS208638-PA	JC_00397-RA
OG0009880	DPOGS203525-PA	JC_14413-RA
OG0009881	DPOGS209387-PA	JC_02966-RA
OG0009883	DPOGS200537-PA	JC_14701-RA
OG0009884	DPOGS205901-PA	JC_03458-RA
OG0009885	DPOGS215698-PA	JC_01536-RA
OG0009886	DPOGS202510-PA	JC_06047-RA
OG0009887	DPOGS207405-PA	JC_13765-RA
OG0009888	DPOGS208703-PA	JC_00184-RA
OG0009889	DPOGS214209-PA	JC_08350-RA
OG0009890	DPOGS209736-PA	JC_10918-RA
OG0009891	DPOGS207451-PA	JC_02664-RA
OG0009892	DPOGS213171-PA	JC_10487-RA
OG0009893	DPOGS202508-PA	JC_06044-RA
OG0009895	DPOGS207508-PA	JC_10139-RA
OG0009896	DPOGS210710-PA	JC_06635-RA
OG0009897	DPOGS202311-PA	JC_12511-RA
OG0009898	DPOGS210358-PA	JC_06697-RA
OG0009899	DPOGS214809-PA	JC_07188-RA
OG0009900	DPOGS208056-PA	JC_05721-RA
OG0009901	DPOGS214537-PA	JC_05521-RA
OG0009902	DPOGS202466-PA	JC_05074-RA, JC_05072-RA, JC_00766-RA
OG0009903	DPOGS213670-PA	JC_09563-RA
OG0009904	DPOGS215406-PA	JC_05815-RA
OG0009905	DPOGS215386-PA	JC_05816-RA
OG0009906	DPOGS215816-PA	JC_08275-RA
OG0009907	DPOGS213461-PA	JC_14312-RA
OG0009908	DPOGS215345-PA	JC_00816-RA
OG0009909	DPOGS211569-PA	JC_06441-RA
OG0009910	DPOGS209354-PA	JC_02949-RA
OG0009911	DPOGS203516-PA	JC_14425-RA
OG0009912	DPOGS216074-PA	JC_10753-RA
OG0009913	DPOGS205499-PA	JC_15470-RA
OG0009914	DPOGS213590-PA	JC_06924-RA
OG0009915	DPOGS212935-PA	JC_06827-RA
OG0009916	DPOGS201921-PA	JC_01098-RA
OG0009917	DPOGS202961-PA	JC_01596-RA
OG0009918	DPOGS205668-PA	JC_02799-RA
OG0009919	DPOGS215839-PA	JC_08270-RA
OG0009920	DPOGS201659-PA	JC_07515-RA
OG0009921	DPOGS213304-PA	JC_03189-RA
OG0009922	DPOGS201708-PA	JC_14668-RA
OG0009923	DPOGS202382-PA	JC_06572-RA
OG0009924	DPOGS204237-PA	JC_00323-RA
OG0009925	DPOGS204198-PA	JC_12385-RA
OG0009926	DPOGS201202-PA	JC_07294-RA, JC_07293-RA
OG0009927	DPOGS214637-PA	JC_12355-RA
OG0009928	DPOGS203172-PA	JC_05429-RA
OG0009929	DPOGS203770-PA	JC_15763-RA
OG0009930	DPOGS214837-PA	JC_13255-RA
OG0009931	DPOGS202331-PA	JC_12556-RA
OG0009932	DPOGS207976-PA	JC_04755-RA
OG0009933	DPOGS207977-PA	JC_04756-RA
OG0009934	DPOGS203727-PA	JC_15754-RA
OG0009935	DPOGS212256-PA	JC_05245-RA
OG0009936	DPOGS204225-PA	JC_00348-RA
OG0009937	DPOGS207263-PA	JC_07119-RA
OG0009938	DPOGS215846-PA	JC_08260-RA
OG0009939	DPOGS211376-PA	JC_05002-RA, JC_05003-RA
OG0009940	DPOGS200185-PA	JC_04211-RA
OG0009941	DPOGS214820-PA	JC_07170-RA
OG0009942	DPOGS215532-PA	JC_14855-RA
OG0009943	DPOGS207493-PA	JC_07875-RA
OG0009944	DPOGS203211-PA	JC_05295-RA
OG0009945	DPOGS214222-PA	JC_08380-RA
OG0009946	DPOGS209207-PA	JC_05565-RA
OG0009947	DPOGS203578-PA	JC_11070-RA
OG0009948	DPOGS206992-PA	JC_12040-RA
OG0009949	DPOGS204409-PA	JC_00524-RA
OG0009950	DPOGS212974-PA	JC_06838-RA
OG0009951	DPOGS212699-PA	JC_11708-RA
OG0009952	DPOGS213614-PA	JC_06963-RA
OG0009953	DPOGS213516-PA	JC_06969-RA
OG0009954	DPOGS211950-PA	JC_02549-RA
OG0009955	DPOGS211102-PA	JC_08214-RA
OG0009956	DPOGS202018-PA	JC_08859-RA
OG0009958	DPOGS212090-PA	JC_03757-RA
OG0009959	DPOGS206129-PA	JC_01884-RA
OG0009960	DPOGS207004-PA	JC_11761-RA
OG0009961	DPOGS207727-PA	JC_07739-RA
OG0009962	DPOGS207726-PA	JC_07740-RA
OG0009963	DPOGS213507-PA	JC_06987-RA
OG0009964	DPOGS203403-PA	JC_01782-RA
OG0009965	DPOGS206928-PA	JC_11774-RA
OG0009966	DPOGS200380-PA	JC_03320-RA
OG0009967	DPOGS211861-PA	JC_02574-RA
OG0009968	DPOGS213148-PA	JC_00677-RA
OG0009969	DPOGS208480-PA	JC_09542-RA
OG0009970	DPOGS213149-PA	JC_00679-RA
OG0009971	DPOGS201521-PA	JC_01016-RA
OG0009972	DPOGS203225-PA	JC_05606-RA
OG0009973	DPOGS206606-PA	JC_11223-RA
OG0009974	DPOGS211977-PA	JC_02593-RA
OG0009975	DPOGS207851-PA	JC_07760-RA
OG0009976	DPOGS207020-PA	JC_11797-RA
OG0009977	DPOGS214692-PA	JC_03203-RA
OG0009978	DPOGS214774-PA	JC_03198-RA
OG0009979	DPOGS203290-PA	JC_01750-RA
OG0009980	DPOGS210035-PA	JC_04396-RA
OG0009981	DPOGS201409-PA	JC_00940-RA
OG0009982	DPOGS204507-PA	JC_00588-RA
OG0009983	DPOGS215778-PA	JC_01402-RA
OG0009984	DPOGS214280-PA	JC_08475-RA
OG0009985	DPOGS214687-PA	JC_02753-RA
OG0009986	DPOGS203811-PA	JC_01243-RA
OG0009987	DPOGS215613-PA	JC_01339-RA
OG0009988	DPOGS215802-PA	JC_01346-RA
OG0009989	DPOGS203672-PA	JC_01212-RA
OG0009990	DPOGS206834-PA	JC_11617-RA
OG0009991	DPOGS207186-PA	JC_02233-RA
OG0009992	DPOGS206784-PA	JC_02220-RA
OG0010018	DPOGS207219-PA	JC_14831-RA
OG0010019	DPOGS204986-PA	JC_13126-RA
OG0010021	DPOGS203537-PA	JC_14659-RA
OG0010022	DPOGS211527-PA	JC_17050-RA
OG0010023	DPOGS213194-PA	JC_10463-RA
OG0010024	DPOGS214698-PA	JC_12829-RA
OG0010025	DPOGS214762-PA	JC_12828-RA
OG0010029	DPOGS206366-PA	JC_07352-RA
OG0010034	DPOGS204975-PA	JC_13115-RA
OG0010035	DPOGS215129-PA	JC_16443-RA
OG0010038	DPOGS209290-PA	JC_02412-RA
OG0010039	DPOGS209294-PA	JC_02410-RA
OG0010041	DPOGS210394-PA	JC_11488-RA
OG0010042	DPOGS209136-PA	JC_05572-RA
OG0010045	DPOGS210907-PA	JC_07987-RA
OG0010047	DPOGS213383-PA	JC_14605-RA
OG0010049	DPOGS202942-PA	JC_01598-RA
OG0010050	DPOGS205545-PA	JC_01602-RA
OG0010054	DPOGS210330-PA	JC_06753-RA
OG0010055	DPOGS206154-PA	JC_01926-RA
OG0010056	DPOGS209113-PA	JC_16708-RA
OG0010059	DPOGS214412-PA	JC_16207-RA
OG0010061	DPOGS210845-PA	JC_03565-RA
OG0010062	DPOGS207364-PA	JC_12996-RA
OG0010067	DPOGS208276-PA	JC_06239-RA
OG0010068	DPOGS202144-PA	JC_05665-RA
OG0010071	DPOGS204711-PA	JC_16118-RA, JC_11528-RA
OG0010073	DPOGS208270-PA	JC_06226-RA, JC_06225-RA
OG0010077	DPOGS215026-PA	JC_17110-RA
OG0010079	DPOGS210388-PA	JC_06802-RA
OG0010085	DPOGS200008-PA	JC_16127-RA
OG0010088	DPOGS205489-PA	JC_11427-RA
OG0010091	DPOGS210074-PA	JC_04491-RA
OG0010092	DPOGS209238-PA, DPOGS209237-PA	JC_05516-RA
OG0010094	DPOGS206255-PA	JC_05644-RA
OG0010096	DPOGS201632-PA	JC_16625-RA
OG0010098	DPOGS206313-PA	JC_07381-RA, JC_07824-RA
OG0010099	DPOGS209629-PA	JC_03694-RA
OG0010102	DPOGS215542-PA	JC_14877-RA
OG0010103	DPOGS202708-PA, DPOGS202571-PA	JC_11415-RA
OG0010104	DPOGS215321-PA	JC_00790-RA
OG0010105	DPOGS201608-PA	JC_17117-RA
OG0010107	DPOGS204433-PA	JC_06132-RA
OG0010111	DPOGS216208-PA	JC_15623-RA, JC_15622-RA
OG0010112	DPOGS211316-PA	JC_00461-RA, JC_00471-RA, JC_00462-RA
OG0010113	DPOGS208333-PA	JC_10239-RA
OG0010114	DPOGS204449-PA	JC_06119-RA
OG0010117	DPOGS210413-PA	JC_10232-RA
OG0010118	DPOGS213332-PA	JC_14140-RA
OG0010120	DPOGS215304-PA	JC_00834-RA
OG0010122	DPOGS212971-PA	JC_06849-RA
OG0010128	DPOGS216155-PA	JC_14492-RA
OG0010130	DPOGS207162-PA	JC_02291-RA
OG0010131	DPOGS203114-PA	JC_05628-RA
OG0010133	DPOGS204156-PA	JC_12394-RA
OG0010145	DPOGS203519-PA	JC_14422-RA
OG0010149	DPOGS202306-PA	JC_12498-RA
OG0010150	DPOGS210640-PA	JC_16675-RA
OG0010153	DPOGS204123-PA	JC_06219-RA
