Orthogroup	Danaus_plexippus	Vanessa_cardui
OG0008524	DPOGS208847-PA	Vcard_DToL01798-RA
OG0008526	DPOGS211261-PA	Vcard_DToL18812-RA
OG0008528	DPOGS205123-PA	Vcard_DToL18450-RA
OG0008531	DPOGS213879-PA	Vcard_DToL10780-RA
OG0008532	DPOGS206311-PA	Vcard_DToL09655-RA
OG0008533	DPOGS214314-PA	Vcard_DToL13662-RA
OG0008534	DPOGS213878-PA	Vcard_DToL10783-RA
OG0008535	DPOGS209377-PA	Vcard_DToL04724-RA
OG0008538	DPOGS215711-PA	Vcard_DToL00879-RA
OG0008540	DPOGS206231-PA	Vcard_DToL17724-RA
OG0008542	DPOGS209493-PA	Vcard_DToL13012-RA
OG0008544	DPOGS214558-PA	Vcard_DToL17723-RA
OG0008546	DPOGS202720-PA	Vcard_DToL11260-RA
OG0008547	DPOGS214560-PA	Vcard_DToL17716-RA
OG0008549	DPOGS204368-PA	Vcard_DToL06398-RA
OG0008550	DPOGS209579-PA	Vcard_DToL08993-RA
OG0008551	DPOGS214321-PA	Vcard_DToL13676-RA
OG0008553	DPOGS215721-PA	Vcard_DToL00897-RA
OG0008554	DPOGS215323-PA	Vcard_DToL01778-RA
OG0008555	DPOGS215324-PA	Vcard_DToL01775-RA
OG0008556	DPOGS215325-PA	Vcard_DToL01773-RA
OG0008557	DPOGS209519-PA	Vcard_DToL13004-RA
OG0008558	DPOGS208341-PA	Vcard_DToL13561-RA
OG0008561	DPOGS204365-PA	Vcard_DToL06402-RA
OG0008562	DPOGS216165-PA	Vcard_DToL16679-RA
OG0008563	DPOGS208330-PA, DPOGS215924-PA	Vcard_DToL13556-RA
OG0008565	DPOGS215306-PA	Vcard_DToL01764-RA
OG0008568	DPOGS209577-PA	Vcard_DToL08991-RA
OG0008569	DPOGS202939-PA	Vcard_DToL13499-RA
OG0008571	DPOGS205304-PA	Vcard_DToL03157-RA
OG0008573	DPOGS201144-PA	Vcard_DToL04107-RA
OG0008574	DPOGS213645-PA	Vcard_DToL16858-RA
OG0008575	DPOGS208395-PA	Vcard_DToL13546-RA
OG0008576	DPOGS204363-PA	Vcard_DToL06404-RA
OG0008577	DPOGS209640-PA	Vcard_DToL08982-RA
OG0008578	DPOGS209641-PA	Vcard_DToL08981-RA
OG0008579	DPOGS209643-PA	Vcard_DToL08978-RA
OG0008581	DPOGS208400-PA	Vcard_DToL13528-RA
OG0008582	DPOGS201146-PA	Vcard_DToL04102-RA
OG0008585	DPOGS216154-PA	Vcard_DToL16647-RA
OG0008586	DPOGS205267-PA	Vcard_DToL03165-RA
OG0008588	DPOGS210627-PA	Vcard_DToL10777-RA
OG0008591	DPOGS209568-PA	Vcard_DToL08964-RA
OG0008593	DPOGS209994-PA	Vcard_DToL04786-RA
OG0008595	DPOGS206323-PA	Vcard_DToL09604-RA
OG0008596	DPOGS204201-PA	Vcard_DToL14704-RA
OG0008597	DPOGS214014-PA	Vcard_DToL13510-RA
OG0008598	DPOGS210581-PA	Vcard_DToL10768-RA
OG0008601	DPOGS205268-PA	Vcard_DToL03167-RA
OG0008602	DPOGS204199-PA	Vcard_DToL14708-RA
OG0008603	DPOGS203121-PA	Vcard_DToL10028-RA
OG0008605	DPOGS203120-PA	Vcard_DToL10029-RA
OG0008606	DPOGS215291-PA	Vcard_DToL01731-RA
OG0008608	DPOGS204626-PA	Vcard_DToL13836-RA
OG0008611	DPOGS215732-PA	Vcard_DToL00932-RA
OG0008615	DPOGS214583-PA	Vcard_DToL14728-RA
OG0008616	DPOGS203118-PA	Vcard_DToL10031-RA
OG0008617	DPOGS215684-PA	Vcard_DToL00940-RA
OG0008618	DPOGS202319-PA	Vcard_DToL14549-RA
OG0008619	DPOGS203550-PA	Vcard_DToL16580-RA
OG0008621	DPOGS204700-PA	Vcard_DToL12962-RA
OG0008622	DPOGS210186-PA	Vcard_DToL17739-RA
OG0008623	DPOGS209440-PA	Vcard_DToL06440-RA, Vcard_DToL06441-RA
OG0008624	DPOGS202315-PA	Vcard_DToL14559-RA
OG0008625	DPOGS209473-PA	Vcard_DToL06442-RA
OG0008626	DPOGS204654-PA	Vcard_DToL12958-RA
OG0008631	DPOGS203119-PA	Vcard_DToL18831-RA
OG0008632	DPOGS206331-PA	Vcard_DToL09598-RA
OG0008634	DPOGS210184-PA	Vcard_DToL17753-RA
OG0008635	DPOGS202276-PA	Vcard_DToL14569-RA
OG0008636	DPOGS215740-PA	Vcard_DToL00944-RA
OG0008637	DPOGS203187-PA	Vcard_DToL18363-RA
OG0008638	DPOGS213791-PA	Vcard_DToL14055-RA
OG0008640	DPOGS206762-PA	Vcard_DToL17756-RA
OG0008641	DPOGS202309-PA	Vcard_DToL14582-RA
OG0008642	DPOGS209806-PA	Vcard_DToL07070-RA
OG0008643	DPOGS210835-PA	Vcard_DToL04090-RA
OG0008644	DPOGS215194-PA	Vcard_DToL15025-RA
OG0008645	DPOGS210833-PA	Vcard_DToL04085-RA
OG0008646	DPOGS208816-PA	Vcard_DToL01886-RA
OG0008648	DPOGS202029-PA	Vcard_DToL03438-RA
OG0008649	DPOGS212601-PA	Vcard_DToL06467-RA
OG0008651	DPOGS206761-PA	Vcard_DToL17759-RA
OG0008653	DPOGS204130-PA	Vcard_DToL10727-RA
OG0008655	DPOGS208811-PA	Vcard_DToL01890-RA
OG0008656	DPOGS207212-PA	Vcard_DToL16109-RA
OG0008657	DPOGS215213-PA	Vcard_DToL15036-RA
OG0008659	DPOGS212087-PA	Vcard_DToL08939-RA
OG0008660	DPOGS212624-PA	Vcard_DToL06455-RA
OG0008661	DPOGS212928-PA	Vcard_DToL12369-RA
OG0008663	DPOGS208813-PA	Vcard_DToL01893-RA
OG0008666	DPOGS206511-PA	Vcard_DToL04764-RA
OG0008667	DPOGS206777-PA	Vcard_DToL16104-RA
OG0008668	DPOGS206494-PA	Vcard_DToL04761-RA
OG0008669	DPOGS202048-PA	Vcard_DToL03442-RA
OG0008670	DPOGS215496-PA	Vcard_DToL12945-RA
OG0008671	DPOGS216045-PA	Vcard_DToL12833-RA
OG0008672	DPOGS212978-PA	Vcard_DToL12364-RA
OG0008673	DPOGS212925-PA	Vcard_DToL12363-RA
OG0008675	DPOGS203346-PA	Vcard_DToL18844-RA
OG0008677	DPOGS202935-PA	Vcard_DToL13487-RA
OG0008678	DPOGS202933-PA	Vcard_DToL13485-RA
OG0008680	DPOGS212924-PA	Vcard_DToL12361-RA
OG0008681	DPOGS205727-PA	Vcard_DToL06449-RA
OG0008683	DPOGS212169-PA	Vcard_DToL08927-RA
OG0008684	DPOGS213749-PA	Vcard_DToL14045-RA
OG0008687	DPOGS204929-PA	Vcard_DToL18377-RA
OG0008693	DPOGS206177-PA	Vcard_DToL06891-RA
OG0008697	DPOGS206155-PA	Vcard_DToL00146-RA
OG0008698	DPOGS207500-PA	Vcard_DToL13474-RA
OG0008699	DPOGS205295-PA	Vcard_DToL03182-RA
OG0008700	DPOGS207501-PA	Vcard_DToL13473-RA
OG0008701	DPOGS209019-PA	Vcard_DToL07048-RA
OG0008702	DPOGS203449-PA	Vcard_DToL18387-RA
OG0008703	DPOGS205236-PA	Vcard_DToL18165-RA
OG0008705	DPOGS204932-PA	Vcard_DToL09583-RA
OG0008706	DPOGS209006-PA	Vcard_DToL07195-RA
OG0008709	DPOGS210125-PA	Vcard_DToL04890-RA, Vcard_DToL04889-RA
OG0008710	DPOGS211712-PA	Vcard_DToL15061-RA
OG0008712	DPOGS211709-PA	Vcard_DToL15062-RA
OG0008713	DPOGS212103-PA	Vcard_DToL08900-RA
OG0008714	DPOGS212160-PA	Vcard_DToL08899-RA
OG0008715	DPOGS212156-PA	Vcard_DToL08892-RA
OG0008717	DPOGS212107-PA	Vcard_DToL08889-RA
OG0008718	DPOGS211130-PA	Vcard_DToL06157-RA
OG0008719	DPOGS213779-PA	Vcard_DToL14027-RA
OG0008720	DPOGS211131-PA	Vcard_DToL06155-RA
OG0008722	DPOGS211169-PA	Vcard_DToL06154-RA
OG0008723	DPOGS210137-PA	Vcard_DToL06307-RA
OG0008724	DPOGS210986-PA	Vcard_DToL10593-RA
OG0008725	DPOGS210128-PA	Vcard_DToL04896-RA
OG0008726	DPOGS211308-PA	Vcard_DToL14629-RA
OG0008729	DPOGS204585-PA	Vcard_DToL10245-RA
OG0008730	DPOGS210029-PA	Vcard_DToL04900-RA
OG0008731	DPOGS210872-PA	Vcard_DToL04151-RA
OG0008732	DPOGS203880-PA	Vcard_DToL17966-RA
OG0008733	DPOGS207533-PA	Vcard_DToL13465-RA
OG0008734	DPOGS206238-PA	Vcard_DToL17615-RA
OG0008735	DPOGS208592-PA	Vcard_DToL16969-RA
OG0008736	DPOGS211372-PA	Vcard_DToL11207-RA
OG0008737	DPOGS213059-PA	Vcard_DToL01940-RA
OG0008738	DPOGS214540-PA	Vcard_DToL18397-RA
OG0008740	DPOGS200092-PA	Vcard_DToL00133-RA, Vcard_DToL16233-RA
OG0008741	DPOGS209281-PA	Vcard_DToL18583-RA
OG0008742	DPOGS211304-PA	Vcard_DToL14631-RA
OG0008743	DPOGS205289-PA	Vcard_DToL03193-RA
OG0008745	DPOGS211327-PA	Vcard_DToL14633-RA
OG0008746	DPOGS211302-PA	Vcard_DToL14634-RA
OG0008747	DPOGS200091-PA	Vcard_DToL00131-RA
OG0008749	DPOGS213142-PA	Vcard_DToL01945-RA
OG0008750	DPOGS201806-PA	Vcard_DToL07687-RA
OG0008751	DPOGS213141-PA	Vcard_DToL01946-RA
OG0008752	DPOGS207675-PA	Vcard_DToL14959-RA
OG0008753	DPOGS213677-PA	Vcard_DToL06912-RA
OG0008755	DPOGS212110-PA	Vcard_DToL08879-RA
OG0008756	DPOGS203274-PA	Vcard_DToL04912-RA
OG0008757	DPOGS207678-PA	Vcard_DToL14964-RA
OG0008758	DPOGS213694-PA	Vcard_DToL06918-RA
OG0008759	DPOGS213695-PA	Vcard_DToL06920-RA
OG0008760	DPOGS209778-PA	Vcard_DToL14975-RA
OG0008762	DPOGS209770-PA	Vcard_DToL14976-RA
OG0008763	DPOGS203062-PA	Vcard_DToL18584-RA
OG0008764	DPOGS209098-PA	Vcard_DToL17627-RA
OG0008765	DPOGS213669-PA	Vcard_DToL06594-RA
OG0008766	DPOGS210968-PA	Vcard_DToL10567-RA
OG0008767	DPOGS207163-PA	Vcard_DToL00020-RA
OG0008769	DPOGS211345-PA	Vcard_DToL11182-RA
OG0008771	DPOGS205219-PA	Vcard_DToL18196-RA
OG0008772	DPOGS213761-PA	Vcard_DToL14014-RA
OG0008773	DPOGS213665-PA	Vcard_DToL06599-RA
OG0008774	DPOGS211346-PA	Vcard_DToL11180-RA
OG0008775	DPOGS211347-PA	Vcard_DToL11179-RA
OG0008777	DPOGS205217-PA	Vcard_DToL18185-RA
OG0008779	DPOGS205008-PA	Vcard_DToL15256-RA
OG0008780	DPOGS204969-PA	Vcard_DToL15253-RA
OG0008782	DPOGS212145-PA	Vcard_DToL08870-RA
OG0008783	DPOGS213066-PA	Vcard_DToL01966-RA
OG0008784	DPOGS205159-PA	Vcard_DToL03499-RA
OG0008785	DPOGS205187-PA	Vcard_DToL03501-RA
OG0008786	DPOGS206805-PA	Vcard_DToL00086-RA
OG0008787	DPOGS211057-PA	Vcard_DToL18234-RA
OG0008788	DPOGS210570-PA	Vcard_DToL17573-RA
OG0008791	DPOGS209346-PA	Vcard_DToL18062-RA
OG0008792	DPOGS203265-PA	Vcard_DToL04938-RA
OG0008793	DPOGS213479-PA	Vcard_DToL16466-RA
OG0008795	DPOGS203264-PA	Vcard_DToL04939-RA
OG0008796	DPOGS205283-PA	Vcard_DToL03202-RA
OG0008797	DPOGS213071-PA	Vcard_DToL01984-RA
OG0008798	DPOGS208442-PA	Vcard_DToL12873-RA
OG0008799	DPOGS212136-PA	Vcard_DToL08854-RA
OG0008800	DPOGS207887-PA	Vcard_DToL11156-RA
OG0008806	DPOGS213129-PA, DPOGS213130-PA	Vcard_DToL01985-RA
OG0008807	DPOGS213473-PA	Vcard_DToL16460-RA
OG0008809	DPOGS214798-PA	Vcard_DToL11941-RA
OG0008810	DPOGS213127-PA	Vcard_DToL01992-RA
OG0008811	DPOGS208541-PA	Vcard_DToL06634-RA
OG0008812	DPOGS212707-PA	Vcard_DToL07667-RA
OG0008813	DPOGS214720-PA	Vcard_DToL14882-RA
OG0008814	DPOGS205281-PA	Vcard_DToL03204-RA
OG0008815	DPOGS201946-PA	Vcard_DToL08836-RA
OG0008816	DPOGS208626-PA, DPOGS208625-PA	Vcard_DToL16953-RA
OG0008817	DPOGS207867-PA	Vcard_DToL11141-RA
OG0008821	DPOGS207894-PA	Vcard_DToL11140-RA
OG0008822	DPOGS213075-PA	Vcard_DToL01994-RA
OG0008823	DPOGS210960-PA	Vcard_DToL10557-RA
OG0008824	DPOGS215894-PA	Vcard_DToL04949-RA
OG0008825	DPOGS201342-PA	Vcard_DToL06083-RA
OG0008826	DPOGS201341-PA	Vcard_DToL06082-RA
OG0008827	DPOGS214666-PA	Vcard_DToL13424-RA
OG0008828	DPOGS215896-PA	Vcard_DToL04951-RA
OG0008829	DPOGS214665-PA	Vcard_DToL13421-RA
OG0008830	DPOGS214670-PA	Vcard_DToL13420-RA
OG0008832	DPOGS214801-PA	Vcard_DToL11936-RA
OG0008833	DPOGS208492-PA	Vcard_DToL06578-RA
OG0008834	DPOGS205194-PA	Vcard_DToL18146-RA
OG0008835	DPOGS208109-PA	Vcard_DToL08828-RA
OG0008836	DPOGS213470-PA	Vcard_DToL16446-RA
OG0008837	DPOGS213078-PA, DPOGS213080-PA	Vcard_DToL02001-RA
OG0008838	DPOGS205892-PA	Vcard_DToL04209-RA
OG0008839	DPOGS207316-PA	Vcard_DToL15211-RA
OG0008840	DPOGS205893-PA	Vcard_DToL04210-RA
OG0008841	DPOGS205919-PA	Vcard_DToL04211-RA
OG0008843	DPOGS213509-PA	Vcard_DToL12196-RA
OG0008844	DPOGS205891-PA	Vcard_DToL04217-RA
OG0008845	DPOGS213623-PA	Vcard_DToL12199-RA
OG0008848	DPOGS201682-PA	Vcard_DToL09524-RA
OG0008849	DPOGS215915-PA	Vcard_DToL04966-RA
OG0008850	DPOGS204813-PA	Vcard_DToL09897-RA
OG0008851	DPOGS214623-PA	Vcard_DToL14857-RA
OG0008853	DPOGS215919-PA	Vcard_DToL04975-RA
OG0008854	DPOGS203636-PA	Vcard_DToL17549-RA
OG0008855	DPOGS209865-PA	Vcard_DToL18642-RA
OG0008856	DPOGS211878-PA	Vcard_DToL03536-RA
OG0008860	DPOGS203858-PA	Vcard_DToL17542-RA
OG0008861	DPOGS201677-PA	Vcard_DToL09513-RA
OG0008863	DPOGS206470-PA	Vcard_DToL09509-RA
OG0008864	DPOGS213518-PA	Vcard_DToL12217-RA
OG0008866	DPOGS215476-PA	Vcard_DToL12901-RA
OG0008867	DPOGS211119-PA	Vcard_DToL06037-RA
OG0008869	DPOGS211284-PA	Vcard_DToL07255-RA
OG0008870	DPOGS208116-PA	Vcard_DToL08817-RA
OG0008871	DPOGS213858-PA	Vcard_DToL17539-RA
OG0008872	DPOGS203200-PA	Vcard_DToL03209-RA
OG0008873	DPOGS202747-PA	Vcard_DToL18634-RA
OG0008875	DPOGS211182-PA	Vcard_DToL06035-RA
OG0008878	DPOGS205197-PA	Vcard_DToL18156-RA
OG0008879	DPOGS211282-PA	Vcard_DToL07259-RA
OG0008880	DPOGS205241-PA	Vcard_DToL18159-RA
OG0008881	DPOGS215868-PA	Vcard_DToL04988-RA
OG0008882	DPOGS208476-PA	Vcard_DToL06534-RA
OG0008883	DPOGS203249-PA	Vcard_DToL04235-RA
OG0008885	DPOGS213094-PA	Vcard_DToL02033-RA
OG0008886	DPOGS213095-PA	Vcard_DToL02035-RA
OG0008889	DPOGS201378-PA	Vcard_DToL00301-RA
OG0008890	DPOGS213606-PA	Vcard_DToL12243-RA
OG0008891	DPOGS201377-PA	Vcard_DToL00300-RA
OG0008894	DPOGS208566-PA	Vcard_DToL06529-RA
OG0008895	DPOGS208568-PA	Vcard_DToL06526-RA
OG0008896	DPOGS210952-PA	Vcard_DToL10535-RA
OG0008897	DPOGS211956-PA	Vcard_DToL03563-RA
OG0008899	DPOGS211016-PA	Vcard_DToL10531-RA
OG0008900	DPOGS208471-PA	Vcard_DToL06524-RA
OG0008902	DPOGS211018-PA	Vcard_DToL10530-RA
OG0008903	DPOGS211019-PA	Vcard_DToL10528-RA
OG0008904	DPOGS213100-PA	Vcard_DToL02046-RA
OG0008905	DPOGS210948-PA	Vcard_DToL10526-RA
OG0008906	DPOGS213099-PA	Vcard_DToL02048-RA
OG0008907	DPOGS209220-PA	Vcard_DToL03229-RA
OG0008909	DPOGS211021-PA	Vcard_DToL10521-RA
OG0008910	DPOGS213819-PA	Vcard_DToL08799-RA
OG0008911	DPOGS211188-PA	Vcard_DToL06022-RA
OG0008912	DPOGS211965-PA	Vcard_DToL03578-RA
OG0008913	DPOGS215483-PA	Vcard_DToL12918-RA
OG0008914	DPOGS204807-PA	Vcard_DToL09879-RA
OG0008915	DPOGS201250-PA	Vcard_DToL07276-RA
OG0008917	DPOGS215615-PA	Vcard_DToL01157-RA
OG0008918	DPOGS215616-PA	Vcard_DToL01158-RA
OG0008919	DPOGS200235-PA	Vcard_DToL16014-RA
OG0008920	DPOGS210431-PA	Vcard_DToL13330-RA
OG0008921	DPOGS211854-PA	Vcard_DToL03588-RA
OG0008922	DPOGS215863-PA	Vcard_DToL05000-RA
OG0008923	DPOGS213420-PA	Vcard_DToL16396-RA
OG0008924	DPOGS201235-PA	Vcard_DToL07281-RA
OG0008928	DPOGS206647-PA	Vcard_DToL11120-RA
OG0008929	DPOGS200248-PA	Vcard_DToL16021-RA
OG0008930	DPOGS208461-PA	Vcard_DToL06501-RA
OG0008932	DPOGS200247-PA	Vcard_DToL16023-RA
OG0008933	DPOGS213250-PA	Vcard_DToL13960-RA
OG0008934	DPOGS215493-PA	Vcard_DToL12940-RA
OG0008935	DPOGS201231-PA	Vcard_DToL07285-RA
OG0008936	DPOGS215458-PA	Vcard_DToL12942-RA
OG0008937	DPOGS210428-PA	Vcard_DToL13315-RA
OG0008938	DPOGS206645-PA	Vcard_DToL11113-RA
OG0008939	DPOGS215795-PA	Vcard_DToL01172-RA
OG0008943	DPOGS204546-PA	Vcard_DToL09365-RA
OG0008944	DPOGS213242-PA	Vcard_DToL13956-RA
OG0008945	DPOGS216042-PA	Vcard_DToL12827-RA
OG0008946	DPOGS210426-PA	Vcard_DToL13312-RA
OG0008947	DPOGS204544-PA	Vcard_DToL09366-RA
OG0008949	DPOGS204382-PA	Vcard_DToL02060-RA
OG0008950	DPOGS204505-PA	Vcard_DToL02061-RA
OG0008951	DPOGS204543-PA	Vcard_DToL09367-RA
OG0008952	DPOGS204504-PA	Vcard_DToL02062-RA
OG0008953	DPOGS206667-PA	Vcard_DToL11106-RA
OG0008954	DPOGS210472-PA	Vcard_DToL13310-RA
OG0008955	DPOGS201254-PA	Vcard_DToL07288-RA
OG0008956	DPOGS208458-PA	Vcard_DToL06493-RA
OG0008959	DPOGS200658-PA	Vcard_DToL18095-RA
OG0008960	DPOGS213593-PA	Vcard_DToL12267-RA
OG0008962	DPOGS205969-PA	Vcard_DToL14172-RA
OG0008963	DPOGS205404-PA	Vcard_DToL09875-RA
OG0008964	DPOGS208584-PA	Vcard_DToL06489-RA
OG0008965	DPOGS204173-PA	Vcard_DToL14808-RA
OG0008966	DPOGS200414-PA, DPOGS200413-PA	Vcard_DToL12737-RA
OG0008967	DPOGS200439-PA	Vcard_DToL12739-RA
OG0008969	DPOGS211103-PA	Vcard_DToL05990-RA
OG0008971	DPOGS200416-PA	Vcard_DToL12740-RA
OG0008972	DPOGS213804-PA	Vcard_DToL08767-RA
OG0008973	DPOGS213805-PA	Vcard_DToL08765-RA
OG0008974	DPOGS210018-PA	Vcard_DToL11305-RA
OG0008975	DPOGS205406-PA	Vcard_DToL09872-RA
OG0008977	DPOGS205398-PA	Vcard_DToL09868-RA
OG0008979	DPOGS201753-PA	Vcard_DToL01529-RA
OG0008980	DPOGS201754-PA	Vcard_DToL01530-RA
OG0008981	DPOGS213586-PA	Vcard_DToL12283-RA
OG0008983	DPOGS203647-PA	Vcard_DToL01531-RA
OG0008984	DPOGS203056-PA	Vcard_DToL08763-RA
OG0008985	DPOGS212530-PA	Vcard_DToL17506-RA
OG0008986	DPOGS207344-PA	Vcard_DToL15162-RA
OG0008987	DPOGS210023-PA	Vcard_DToL16128-RA
OG0008988	DPOGS210025-PA	Vcard_DToL16129-RA
OG0008989	DPOGS205412-PA	Vcard_DToL09860-RA
OG0008990	DPOGS211570-PA	Vcard_DToL10504-RA
OG0008991	DPOGS211096-PA	Vcard_DToL05979-RA
OG0008992	DPOGS205794-PA	Vcard_DToL06484-RA
OG0008993	DPOGS200192-PA	Vcard_DToL14798-RA
OG0008994	DPOGS211091-PA	Vcard_DToL05971-RA
OG0008995	DPOGS205420-PA	Vcard_DToL09857-RA
OG0008996	DPOGS211575-PA	Vcard_DToL10494-RA
OG0008997	DPOGS210008-PA	Vcard_DToL11290-RA
OG0008998	DPOGS214455-PA	Vcard_DToL18243-RA
OG0008999	DPOGS210019-PA	Vcard_DToL16143-RA
OG0009000	DPOGS209129-PA	Vcard_DToL13271-RA
OG0009003	DPOGS205463-PA	Vcard_DToL11286-RA
OG0009005	DPOGS203053-PA	Vcard_DToL08755-RA
OG0009006	DPOGS200919-PA	Vcard_DToL05032-RA
OG0009007	DPOGS205390-PA	Vcard_DToL09853-RA
OG0009008	DPOGS205423-PA	Vcard_DToL09852-RA
OG0009009	DPOGS201073-PA	Vcard_DToL09850-RA
OG0009010	DPOGS213580-PA	Vcard_DToL12297-RA
OG0009011	DPOGS205027-PA	Vcard_DToL06850-RA
OG0009012	DPOGS201086-PA	Vcard_DToL09849-RA
OG0009013	DPOGS203046-PA	Vcard_DToL08744-RA
OG0009014	DPOGS203049-PA	Vcard_DToL08742-RA
OG0009015	DPOGS203048-PA	Vcard_DToL08741-RA
OG0009017	DPOGS206467-PA	Vcard_DToL09398-RA
OG0009019	DPOGS209677-PA	Vcard_DToL00261-RA
OG0009020	DPOGS206120-PA	Vcard_DToL08739-RA
OG0009021	DPOGS204395-PA	Vcard_DToL02104-RA
OG0009023	DPOGS200939-PA	Vcard_DToL15339-RA
OG0009024	DPOGS207953-PA	Vcard_DToL05049-RA
OG0009025	DPOGS205791-PA	Vcard_DToL06873-RA
OG0009026	DPOGS211079-PA	Vcard_DToL05951-RA
OG0009028	DPOGS213553-PA	Vcard_DToL12308-RA
OG0009029	DPOGS200424-PA	Vcard_DToL12748-RA
OG0009030	DPOGS200433-PA	Vcard_DToL12750-RA
OG0009031	DPOGS201389-PA	Vcard_DToL00257-RA
OG0009033	DPOGS207948-PA	Vcard_DToL05055-RA
OG0009035	DPOGS200432-PA	Vcard_DToL12752-RA
OG0009036	DPOGS214029-PA	Vcard_DToL10961-RA
OG0009037	DPOGS206114-PA	Vcard_DToL08734-RA
OG0009038	DPOGS215980-PA	Vcard_DToL03636-RA
OG0009039	DPOGS201395-PA	Vcard_DToL00243-RA
OG0009040	DPOGS200431-PA	Vcard_DToL12756-RA
OG0009041	DPOGS212052-PA	Vcard_DToL15349-RA
OG0009042	DPOGS212018-PA	Vcard_DToL15351-RA
OG0009043	DPOGS209267-PA	Vcard_DToL04287-RA
OG0009044	DPOGS206113-PA	Vcard_DToL08733-RA
OG0009045	DPOGS206061-PA	Vcard_DToL08730-RA
OG0009046	DPOGS211071-PA	Vcard_DToL05933-RA
OG0009047	DPOGS214812-PA	Vcard_DToL11947-RA
OG0009048	DPOGS206112-PA	Vcard_DToL08729-RA
OG0009049	DPOGS212700-PA	Vcard_DToL07882-RA
OG0009050	DPOGS207370-PA	Vcard_DToL12758-RA
OG0009051	DPOGS216009-PA	Vcard_DToL03644-RA
OG0009052	DPOGS209270-PA	Vcard_DToL04292-RA
OG0009054	DPOGS215508-PA	Vcard_DToL14146-RA
OG0009055	DPOGS213729-PA	Vcard_DToL02867-RA
OG0009057	DPOGS214036-PA	Vcard_DToL10963-RA
OG0009058	DPOGS206065-PA	Vcard_DToL08723-RA
OG0009059	DPOGS207392-PA	Vcard_DToL12763-RA
OG0009060	DPOGS207942-PA	Vcard_DToL05072-RA
OG0009061	DPOGS207391-PA	Vcard_DToL12764-RA
OG0009062	DPOGS206067-PA	Vcard_DToL08722-RA
OG0009063	DPOGS205803-PA	Vcard_DToL06885-RA
OG0009064	DPOGS212749-PA	Vcard_DToL07830-RA
OG0009065	DPOGS200536-PA	Vcard_DToL16273-RA
OG0009066	DPOGS206108-PA	Vcard_DToL08718-RA
OG0009067	DPOGS204401-PA	Vcard_DToL02126-RA
OG0009068	DPOGS207965-PA	Vcard_DToL05078-RA
OG0009069	DPOGS206070-PA	Vcard_DToL08717-RA
OG0009070	DPOGS207966-PA	Vcard_DToL05080-RA
OG0009071	DPOGS207373-PA	Vcard_DToL12776-RA
OG0009073	DPOGS207470-PA	Vcard_DToL03650-RA
OG0009074	DPOGS215104-PA	Vcard_DToL18251-RA
OG0009075	DPOGS206104-PA	Vcard_DToL08706-RA
OG0009079	DPOGS207382-PA	Vcard_DToL12787-RA
OG0009081	DPOGS203656-PA	Vcard_DToL01561-RA
OG0009082	DPOGS204406-PA	Vcard_DToL02137-RA
OG0009083	DPOGS205778-PA	Vcard_DToL06680-RA
OG0009084	DPOGS214580-PA	Vcard_DToL14739-RA
OG0009085	DPOGS202065-PA	Vcard_DToL07320-RA
OG0009087	DPOGS215847-PA	Vcard_DToL05920-RA
OG0009088	DPOGS206075-PA	Vcard_DToL08700-RA
OG0009089	DPOGS214941-PA	Vcard_DToL14455-RA
OG0009090	DPOGS214818-PA	Vcard_DToL11957-RA
OG0009092	DPOGS202015-PA	Vcard_DToL07325-RA
OG0009093	DPOGS206076-PA	Vcard_DToL08698-RA
OG0009094	DPOGS212715-PA	Vcard_DToL07835-RA
OG0009095	DPOGS206102-PA	Vcard_DToL08697-RA
OG0009096	DPOGS215514-PA	Vcard_DToL02879-RA
OG0009097	DPOGS206101-PA	Vcard_DToL08695-RA
OG0009098	DPOGS210489-PA	Vcard_DToL13172-RA
OG0009099	DPOGS203992-PA	Vcard_DToL00214-RA
OG0009101	DPOGS203757-PA	Vcard_DToL02882-RA
OG0009102	DPOGS206100-PA	Vcard_DToL08694-RA
OG0009103	DPOGS203991-PA	Vcard_DToL00211-RA
OG0009104	DPOGS204350-PA	Vcard_DToL04312-RA
OG0009105	DPOGS211661-PA	Vcard_DToL17427-RA
OG0009107	DPOGS206079-PA	Vcard_DToL08689-RA
OG0009108	DPOGS206096-PA	Vcard_DToL08684-RA
OG0009109	DPOGS206081-PA	Vcard_DToL08683-RA
OG0009110	DPOGS206095-PA	Vcard_DToL08681-RA
OG0009111	DPOGS204323-PA	Vcard_DToL04315-RA
OG0009112	DPOGS206094-PA	Vcard_DToL08676-RA
OG0009113	DPOGS200544-PA	Vcard_DToL16260-RA
OG0009114	DPOGS203659-PA	Vcard_DToL01574-RA
OG0009115	DPOGS206091-PA	Vcard_DToL08669-RA
OG0009116	DPOGS202057-PA	Vcard_DToL07334-RA
OG0009118	DPOGS202055-PA	Vcard_DToL07337-RA
OG0009119	DPOGS200551-PA	Vcard_DToL16257-RA
OG0009121	DPOGS201644-PA	Vcard_DToL17324-RA
OG0009123	DPOGS206171-PA, DPOGS206170-PA	Vcard_DToL11971-RA
OG0009127	DPOGS207984-PA	Vcard_DToL05114-RA
OG0009128	DPOGS205072-PA	Vcard_DToL08664-RA
OG0009129	DPOGS207985-PA	Vcard_DToL05117-RA
OG0009130	DPOGS215842-PA	Vcard_DToL05914-RA
