Orthogroup	Danaus_plexippus	Heliconius_melpomene_melpomene
OG0007518	DPOGS207841-PA	HMEL015312g1.t1
OG0007519	DPOGS213835-PA	HMEL034242g1.t1
OG0007520	DPOGS212813-PA	HMEL008179g1.t1
OG0007521	DPOGS204294-PA	HMEL015186g1.t1
OG0007522	DPOGS208897-PA	HMEL015774g1.t1
OG0007523	DPOGS204293-PA	HMEL015187g1.t1
OG0007524	DPOGS208958-PA	HMEL015775g1.t1
OG0007525	DPOGS200983-PA	HMEL036817g1.t1
OG0007526	DPOGS201488-PA	HMEL015955g1.t1
OG0007527	DPOGS204214-PA	HMEL007035g1.t1
OG0007528	DPOGS213834-PA	HMEL014198g1.t1
OG0007529	DPOGS214226-PA	HMEL033021g1.t1
OG0007530	DPOGS214145-PA	HMEL015636g1.t1
OG0007531	DPOGS203909-PA	HMEL003978g1.t1
OG0007532	DPOGS214225-PA	HMEL015638g1.t1
OG0007534	DPOGS214147-PA	HMEL015639g1.t1
OG0007535	DPOGS214224-PA	HMEL015640g1.t1
OG0007536	DPOGS214223-PA	HMEL016408g1.t1
OG0007537	DPOGS214772-PA	HMEL032733g1.t1
OG0007539	DPOGS214149-PA	HMEL016409g1.t1
OG0007540	DPOGS214221-PA	HMEL016411g1.t1
OG0007541	DPOGS205993-PA	HMEL005154g1.t1
OG0007542	DPOGS207718-PA	HMEL031670g1.t1
OG0007543	DPOGS205721-PA	HMEL012038g1.t1
OG0007544	DPOGS214150-PA	HMEL016412g1.t1
OG0007545	DPOGS204259-PA	HMEL015190g1.t1
OG0007546	DPOGS214151-PA	HMEL033018g1.t1
OG0007547	DPOGS214219-PA	HMEL033017g1.t1
OG0007548	DPOGS214691-PA	HMEL032731g1.t1
OG0007549	DPOGS202113-PA	HMEL035208g1.t1, HMEL003965g1.t1
OG0007550	DPOGS214218-PA	HMEL033015g1.t1
OG0007551	DPOGS214775-PA	HMEL032728g1.t1
OG0007552	DPOGS205880-PA	HMEL030049g1.t1
OG0007553	DPOGS205870-PA	HMEL030048g1.t1
OG0007554	DPOGS213831-PA	HMEL014195g1.t1
OG0007555	DPOGS205869-PA	HMEL015001g1.t1
OG0007556	DPOGS205997-PA	HMEL005150g1.t1
OG0007557	DPOGS206984-PA	HMEL002126g1.t1
OG0007558	DPOGS201463-PA	HMEL015950g1.t1
OG0007559	DPOGS209892-PA	HMEL006752g1.t1
OG0007560	DPOGS208894-PA	HMEL037076g1.t1
OG0007561	DPOGS213838-PA	HMEL014194g1.t1
OG0007562	DPOGS209901-PA	HMEL010487g1.t1
OG0007563	DPOGS208964-PA	HMEL037077g1.t1
OG0007564	DPOGS211625-PA	HMEL006302g1.t1
OG0007565	DPOGS211657-PA	HMEL006303g1.t1
OG0007566	DPOGS214689-PA	HMEL011884g1.t1
OG0007567	DPOGS205522-PA	HMEL003797g1.t1
OG0007568	DPOGS213839-PA	HMEL034233g1.t1
OG0007569	DPOGS213302-PA	HMEL010834g1.t1
OG0007570	DPOGS202754-PA	HMEL017990g1.t1
OG0007571	DPOGS211622-PA	HMEL006304g1.t1
OG0007572	DPOGS214781-PA	HMEL017724g1.t1
OG0007573	DPOGS212818-PA	HMEL008189g1.t1
OG0007574	DPOGS214256-PA	HMEL011372g1.t1
OG0007575	DPOGS214688-PA	HMEL017723g1.t1
OG0007576	DPOGS214128-PA	HMEL011373g1.t1
OG0007577	DPOGS209890-PA	HMEL011849g1.t1
OG0007578	DPOGS210691-PA	HMEL020587g1.t1
OG0007579	DPOGS209904-PA	HMEL011845g1.t1
OG0007580	DPOGS209888-PA	HMEL011844g1.t1
OG0007581	DPOGS204289-PA	HMEL015196g1.t1
OG0007582	DPOGS211904-PA	HMEL017718g1.t1
OG0007583	DPOGS209887-PA	HMEL010433g1.t1
OG0007584	DPOGS204886-PA	HMEL006312g1.t1
OG0007585	DPOGS215392-PA	HMEL003674g1.t1
OG0007586	DPOGS212860-PA	HMEL008195g1.t1
OG0007587	DPOGS211905-PA	HMEL017717g1.t1
OG0007588	DPOGS202752-PA	HMEL034723g1.t1
OG0007589	DPOGS214258-PA	HMEL011376g1.t1
OG0007590	DPOGS211918-PA	HMEL033718g1.t1
OG0007591	DPOGS204887-PA	HMEL009956g1.t1
OG0007592	DPOGS211906-PA	HMEL033717g1.t1
OG0007593	DPOGS214126-PA	HMEL011377g1.t1
OG0007594	DPOGS208944-PA	HMEL037081g1.t1
OG0007595	DPOGS204880-PA	HMEL009955g1.t1
OG0007596	DPOGS214259-PA	HMEL011378g1.t1
OG0007597	DPOGS211907-PA	HMEL033719g1.t1
OG0007598	DPOGS215400-PA	HMEL003673g1.t1
OG0007599	DPOGS211915-PA	HMEL017709g1.t1
OG0007600	DPOGS215391-PA	HMEL003672g1.t1
OG0007601	DPOGS208943-PA	HMEL037082g1.t1
OG0007602	DPOGS205763-PA	HMEL007752g1.t1
OG0007603	DPOGS212859-PA	HMEL038167g1.t1
OG0007604	DPOGS207714-PA	HMEL015321g1.t1
OG0007605	DPOGS212821-PA	HMEL010112g1.t1
OG0007606	DPOGS211908-PA	HMEL033721g1.t1
OG0007607	DPOGS211909-PA	HMEL017708g1.t1
OG0007608	DPOGS212858-PA	HMEL010113g1.t1
OG0007609	DPOGS211914-PA	HMEL017707g1.t1
OG0007610	DPOGS207852-PA	HMEL015323g1.t1
OG0007611	DPOGS208922-PA	HMEL016070g1.t1
OG0007612	DPOGS214260-PA	HMEL033041g1.t1
OG0007613	DPOGS207643-PA	HMEL020539g1.t1, HMEL034722g1.t1
OG0007614	DPOGS206978-PA	HMEL002117g1.t1
OG0007615	DPOGS214680-PA	HMEL002324g1.t1
OG0007616	DPOGS205769-PA	HMEL031954g1.t1
OG0007617	DPOGS207853-PA	HMEL015324g1.t1
OG0007618	DPOGS205757-PA	HMEL031953g1.t1
OG0007619	DPOGS207855-PA	HMEL015327g1.t1
OG0007621	DPOGS201015-PA	HMEL004648g1.t1
OG0007622	DPOGS207712-PA	HMEL015328g1.t1
OG0007623	DPOGS207668-PA	HMEL034720g1.t1
OG0007624	DPOGS214124-PA	HMEL011383g1.t1
OG0007625	DPOGS212855-PA	HMEL010119g1.t1
OG0007626	DPOGS210696-PA	HMEL036020g1.t1
OG0007627	DPOGS214123-PA	HMEL011385g1.t1
OG0007628	DPOGS212824-PA	HMEL010120g1.t1
OG0007629	DPOGS212853-PA	HMEL038171g1.t1
OG0007630	DPOGS202364-PA	HMEL017166g1.t1
OG0007631	DPOGS203938-PA	HMEL035547g1.t1
OG0007632	DPOGS207711-PA	HMEL007094g1.t1
OG0007633	DPOGS214122-PA	HMEL033044g1.t1
OG0007634	DPOGS215388-PA	HMEL009716g1.t1
OG0007635	DPOGS203952-PA	HMEL035548g1.t1
OG0007636	DPOGS215403-PA	HMEL009717g1.t1
OG0007637	DPOGS206997-PA	HMEL002112g1.t1
OG0007638	DPOGS215387-PA	HMEL009718g1.t1
OG0007639	DPOGS213842-PA	HMEL005056g1.t1
OG0007640	DPOGS212850-PA	HMEL010122g1.t1
OG0007641	DPOGS206935-PA	HMEL005709g1.t1
OG0007642	DPOGS215559-PA	HMEL031952g1.t1
OG0007643	DPOGS203940-PA	HMEL012088g1.t1
OG0007644	DPOGS204283-PA	HMEL003311g1.t1
OG0007645	DPOGS200995-PA	HMEL013786g1.t1
OG0007646	DPOGS204835-PA	HMEL013904-RA
OG0007647	DPOGS205542-PA	HMEL011274g1.t1
OG0007648	DPOGS203951-PA	HMEL012087-RA
OG0007649	DPOGS204858-PA	HMEL013901g1.t1
OG0007650	DPOGS215407-PA	HMEL009721g1.t1
OG0007651	DPOGS205360-PA	HMEL017419g1.t1
OG0007652	DPOGS201010-PA	HMEL013788g1.t1
OG0007653	DPOGS201483-PA	HMEL015936g1.t1
OG0007654	DPOGS212826-PA	HMEL004478g1.t1
OG0007655	DPOGS205541-PA	HMEL011275g1.t1
OG0007656	DPOGS208924-PA	HMEL037088g1.t1
OG0007657	DPOGS214118-PA	HMEL033049g1.t1
OG0007658	DPOGS208940-PA	HMEL021638g1.t1
OG0007659	DPOGS205749-PA	HMEL010589g1.t1
OG0007660	DPOGS205497-PA	HMEL011276g1.t1
OG0007661	DPOGS214116-PA	HMEL011395g1.t1
OG0007662	DPOGS212842-PA	HMEL004481g1.t1
OG0007663	DPOGS205539-PA	HMEL011278g1.t1
OG0007664	DPOGS214269-PA	HMEL011396g1.t1
OG0007665	DPOGS202079-PA	HMEL005052g1.t1
OG0007666	DPOGS214115-PA	HMEL011397g1.t1
OG0007667	DPOGS203949-PA	HMEL012084g1.t1
OG0007668	DPOGS201479-PA	HMEL015930g1.t1
OG0007669	DPOGS204857-PA	HMEL013900g1.t1
OG0007670	DPOGS205538-PA	HMEL011280g1.t1
OG0007671	DPOGS204839-PA	HMEL037622g1.t1
OG0007672	DPOGS205500-PA	HMEL011281g1.t1
OG0007673	DPOGS212839-PA	HMEL004483g1.t1
OG0007674	DPOGS214114-PA	HMEL011399g1.t1
OG0007675	DPOGS203948-PA	HMEL012082g1.t1
OG0007676	DPOGS203942-PA	HMEL012081g1.t1
OG0007677	DPOGS204856-PA	HMEL013898g1.t1
OG0007678	DPOGS212831-PA	HMEL038180g1.t1
OG0007679	DPOGS201934-PA	HMEL003712g1.t1
OG0007680	DPOGS205536-PA	HMEL011283g1.t1
OG0007681	DPOGS214113-PA	HMEL011400g1.t1
OG0007682	DPOGS211639-PA	HMEL006646g1.t1
OG0007683	DPOGS211640-PA	HMEL006647g1.t1
OG0007684	DPOGS210707-PA	HMEL008888g1.t1
OG0007685	DPOGS211402-PA	HMEL032007g1.t1
OG0007686	DPOGS203943-PA	HMEL012080g1.t1
OG0007687	DPOGS211401-PA	HMEL032008g1.t1
OG0007688	DPOGS210744-PA	HMEL021776g1.t1
OG0007689	DPOGS210743-PA	HMEL036016g1.t1
OG0007690	DPOGS208423-PA	HMEL012881g1.t1
OG0007691	DPOGS209990-PA	HMEL009999g1.t1
OG0007692	DPOGS215380-PA	HMEL017429g1.t1
OG0007693	DPOGS209911-PA	HMEL008012g1.t1
OG0007694	DPOGS213508-PA	HMEL007788g1.t1
OG0007695	DPOGS209945-PA	HMEL034181g1.t1
OG0007696	DPOGS210741-PA	HMEL021575g1.t1
OG0007697	DPOGS203314-PA	HMEL035575g1.t1, HMEL035574g1.t1
OG0007698	DPOGS212386-PA	HMEL013388g1.t1
OG0007700	DPOGS212328-PA	HMEL013386g1.t1
OG0007701	DPOGS210713-PA	HMEL036014g1.t1, HMEL035956g1.t1
OG0007702	DPOGS210739-PA	HMEL035954g1.t1
OG0007703	DPOGS210611-PA	HMEL005895g1.t1
OG0007703	DPOGS210610-PA	HMEL030961g1.t1
OG0007704	DPOGS212835-PA	HMEL014262g1.t1
OG0007705	DPOGS205520-PA	HMEL003796g1.t1
OG0007706	DPOGS209302-PA	HMEL004236g1.t1
OG0007707	DPOGS212390-PA	HMEL011463g1.t1
OG0007708	DPOGS212424-PA	HMEL012057g1.t1
OG0007710	DPOGS202689-PA	HMEL038111g1.t1
OG0007711	DPOGS212581-PA	HMEL012077g1.t1
OG0007712	DPOGS201004-PA	HMEL036853g1.t1
OG0007713	DPOGS207650-PA	HMEL009304g1.t1
OG0007714	DPOGS202702-PA	HMEL012362g1.t1
OG0007715	DPOGS207006-PA	HMEL014377g1.t1
OG0007716	DPOGS205532-PA	HMEL011291g1.t1
OG0007717	DPOGS210738-PA	HMEL035957g1.t1
OG0007718	DPOGS202102-PA	HMEL022141g1.t1, HMEL035220g1.t1
OG0007719	DPOGS206929-PA	HMEL033304g1.t1
OG0007720	DPOGS207007-PA	HMEL033305g1.t1
OG0007721	DPOGS205530-PA	HMEL011294g1.t1
OG0007722	DPOGS205507-PA	HMEL011293g1.t1
OG0007723	DPOGS204273-PA	HMEL003321g1.t1
OG0007724	DPOGS204276-PA	HMEL003322g1.t1
OG0007725	DPOGS210716-PA	HMEL007076g1.t1
OG0007726	DPOGS207662-PA	HMEL002668g1.t1
OG0007727	DPOGS210736-PA	HMEL007077g1.t1
OG0007728	DPOGS215412-PA	HMEL017432g1.t1
OG0007729	DPOGS202797-PA	HMEL002666g1.t1
OG0007730	DPOGS215413-PA	HMEL017433g1.t1
OG0007731	DPOGS205508-PA	HMEL011295g1.t1
OG0007732	DPOGS214281-PA	HMEL011409g1.t1
OG0007733	DPOGS202798-PA	HMEL002665g1.t1
OG0007734	DPOGS207012-PA	HMEL015467g1.t1
OG0007735	DPOGS201933-PA	HMEL003719g1.t1
OG0007736	DPOGS207699-PA	HMEL008426g1.t1
OG0007737	DPOGS206421-PA	HMEL018100g1.t1
OG0007738	DPOGS214285-PA	HMEL011414g1.t1
OG0007739	DPOGS210718-PA	HMEL007081g1.t1
OG0007740	DPOGS215378-PA	HMEL017437g1.t1
OG0007741	DPOGS211398-PA	HMEL008087g1.t1
OG0007742	DPOGS202824-PA	HMEL002662g1.t1
OG0007743	DPOGS211420-PA	HMEL032016g1.t1
OG0007744	DPOGS212559-PA	HMEL007774g1.t1
OG0007745	DPOGS211397-PA	HMEL005674g1.t1
OG0007746	DPOGS215376-PA	HMEL017439g1.t1
OG0007747	DPOGS209975-PA, DPOGS214000-PA	HMEL013553g1.t1
OG0007748	DPOGS202823-PA	HMEL002661g1.t1
OG0007749	DPOGS215417-PA	HMEL036315g1.t1
OG0007750	DPOGS200052-PA	HMEL020458g1.t1
OG0007751	DPOGS206420-PA	HMEL002906-RA
OG0007752	DPOGS202378-PA	HMEL002904-RA
OG0007753	DPOGS202822-PA	HMEL003651g1.t1
OG0007754	DPOGS202800-PA	HMEL003650g1.t1
OG0007755	DPOGS215375-PA	HMEL017443g1.t1
OG0007756	DPOGS202377-PA	HMEL002902-RA
OG0007757	DPOGS210720-PA	HMEL016170g1.t1
OG0007758	DPOGS201932-PA	HMEL022536-RA
OG0007760	DPOGS200324-PA	HMEL011564g1.t1
OG0007761	DPOGS202098-PA	HMEL035227g1.t1
OG0007762	DPOGS200055-PA	HMEL037100g1.t1
OG0007763	DPOGS215419-PA	HMEL017445g1.t1
OG0007764	DPOGS213960-PA	HMEL002845g1.t1
OG0007765	DPOGS211396-PA	HMEL007565g1.t1
OG0007766	DPOGS202802-PA	HMEL005992g1.t1
OG0007767	DPOGS213934-PA	HMEL002844g1.t1
OG0007768	DPOGS203501-PA	HMEL006121g1.t1
OG0007769	DPOGS203567-PA	HMEL006122g1.t1
OG0007770	DPOGS201923-PA	HMEL007305g1.t1
OG0007771	DPOGS203499-PA	HMEL006123g1.t1
OG0007772	DPOGS200057-PA	HMEL016162g1.t1
OG0007773	DPOGS205832-PA	HMEL032011g1.t1
OG0007774	DPOGS200325-PA	HMEL032699g1.t1
OG0007775	DPOGS210724-PA	HMEL002416g1.t1
OG0007776	DPOGS202375-PA	HMEL002895g1.t1
OG0007778	DPOGS202374-PA	HMEL030631g1.t1
OG0007779	DPOGS215257-PA	HMEL036887g1.t1
OG0007780	DPOGS200202-PA	HMEL035964g1.t1, HMEL035961g1.t1
OG0007781	DPOGS209966-PA	HMEL003861g1.t1
OG0007782	DPOGS204185-PA	HMEL033353g1.t1
OG0007783	DPOGS205847-PA	HMEL017385g1.t1
OG0007784	DPOGS202878-PA	HMEL006309g1.t1
OG0007785	DPOGS206922-PA	HMEL010622g1.t1
OG0007786	DPOGS202879-PA	HMEL032324g1.t1
OG0007787	DPOGS214086-PA	HMEL011441-RA
OG0007788	DPOGS207016-PA	HMEL010623g1.t1
OG0007789	DPOGS202920-PA	HMEL032325g1.t1
OG0007790	DPOGS212316-PA	HMEL037732g1.t1
OG0007791	DPOGS200061-PA	HMEL015483g1.t1
OG0007793	DPOGS200651-PA	HMEL003857g1.t1
OG0007794	DPOGS206920-PA	HMEL010626g1.t1
OG0007795	DPOGS205519-PA	HMEL003798g1.t1
OG0007796	DPOGS207019-PA	HMEL010627g1.t1
OG0007797	DPOGS202883-PA	HMEL014588g1.t1
OG0007798	DPOGS210307-PA	HMEL030629g1.t1
OG0007799	DPOGS212562-PA	HMEL016621g1.t1
OG0007800	DPOGS202913-PA	HMEL032327g1.t1
OG0007801	DPOGS213953-PA	HMEL015280g1.t1
OG0007803	DPOGS213952-PA	HMEL015279g1.t1
OG0007804	DPOGS207915-PA	HMEL030025g1.t1
OG0007805	DPOGS207922-PA	HMEL003793g1.t1
OG0007806	DPOGS200821-PA	HMEL011477g1.t1
OG0007807	DPOGS203576-PA	HMEL014293g1.t1
OG0007808	DPOGS200304-PA	HMEL032692g1.t1
OG0007809	DPOGS213951-PA	HMEL015278g1.t1
OG0007810	DPOGS202815-PA	HMEL003762g1.t1
OG0007812	DPOGS200186-PA	HMEL022507-RA
OG0007813	DPOGS200823-PA	HMEL011474g1.t1
OG0007814	DPOGS213950-PA	HMEL015276g1.t1
OG0007816	DPOGS213948-PA	HMEL015275g1.t1
OG0007817	DPOGS200131-PA	HMEL009446g1.t1
OG0007818	DPOGS200333-PA	HMEL000060g1.t1
OG0007819	DPOGS207920-PA	HMEL003791g1.t1
OG0007820	DPOGS200334-PA	HMEL000059g1.t1
OG0007821	DPOGS206490-PA	HMEL037115g1.t1
OG0007822	DPOGS203486-PA	HMEL014299g1.t1
OG0007823	DPOGS207918-PA	HMEL003790g1.t1
OG0007824	DPOGS214094-PA	HMEL011425g1.t1
OG0007825	DPOGS200132-PA	HMEL009443g1.t1
OG0007826	DPOGS206487-PA	HMEL005457g1.t1
OG0007827	DPOGS203315-PA	HMEL035573g1.t1
OG0007828	DPOGS206966-PA	HMEL010636g1.t1
OG0007829	DPOGS200335-PA	HMEL000058-RA
OG0007830	DPOGS210608-PA	HMEL005900g1.t1
OG0007831	DPOGS200741-PA	HMEL008967g1.t1
OG0007832	DPOGS200179-PA	HMEL009441g1.t1
OG0007833	DPOGS200133-PA	HMEL009438g1.t1
OG0007834	DPOGS210602-PA	HMEL005901g1.t1
OG0007835	DPOGS200597-PA	HMEL001028-RA
OG0007836	DPOGS210607-PA	HMEL005902g1.t1
OG0007837	DPOGS203316-PA	HMEL016629g1.t1
OG0007839	DPOGS200134-PA	HMEL009440g1.t1
OG0007840	DPOGS200296-PA	HMEL000053-RA
OG0007841	DPOGS208723-PA	HMEL015268g1.t1
OG0007842	DPOGS214092-PA	HMEL011428g1.t1
OG0007843	DPOGS208724-PA	HMEL015267g1.t1
OG0007844	DPOGS200870-PA	HMEL011470g1.t1
OG0007845	DPOGS214091-PA	HMEL011431g1.t1
OG0007846	DPOGS214090-PA	HMEL011433g1.t1
OG0007847	DPOGS215269-PA	HMEL013990g1.t1
OG0007848	DPOGS208715-PA	HMEL015263g1.t1
OG0007849	DPOGS206493-PA	HMEL037118g1.t1
OG0007850	DPOGS203478-PA	HMEL014308g1.t1
OG0007851	DPOGS207659-PA	HMEL003752g1.t1
OG0007852	DPOGS200869-PA	HMEL011468g1.t1
OG0007853	DPOGS200830-PA	HMEL031693g1.t1
OG0007854	DPOGS208713-PA	HMEL015261g1.t1
OG0007855	DPOGS203400-PA	HMEL016639g1.t1
OG0007856	DPOGS202836-PA	HMEL006291g1.t1
OG0007857	DPOGS208728-PA	HMEL015260g1.t1
OG0007858	DPOGS214916-PA	HMEL011122g1.t1
OG0007859	DPOGS208710-PA	HMEL015256g1.t1
OG0007860	DPOGS215244-PA	HMEL011990g1.t1
OG0007861	DPOGS202786-PA	HMEL006295g1.t1
OG0007862	DPOGS202787-PA	HMEL006296g1.t1
OG0007863	DPOGS215271-PA	HMEL036867g1.t1
OG0007864	DPOGS211611-PA	HMEL014311g1.t1
OG0007865	DPOGS200340-PA	HMEL032686g1.t1, HMEL021863g1.t1
OG0007866	DPOGS215272-PA	HMEL036865g1.t1
OG0007868	DPOGS200867-PA	HMEL012628g1.t1
OG0007869	DPOGS200295-PA	HMEL000051g1.t1
OG0007870	DPOGS206869-PA	HMEL014031g1.t1
OG0007871	DPOGS215275-PA	HMEL012717-RA
OG0007872	DPOGS214293-PA	HMEL011436-RA
OG0007873	DPOGS200598-PA	HMEL001014g1.t1
OG0007874	DPOGS200866-PA	HMEL012632g1.t1
OG0007875	DPOGS208708-PA	HMEL015252g1.t1
OG0007876	DPOGS214087-PA	HMEL022601g1.t1
OG0007877	DPOGS214918-PA	HMEL011118g1.t1
OG0007878	DPOGS203308-PA	HMEL035578g1.t1
OG0007879	DPOGS214909-PA	HMEL011117g1.t1
OG0007880	DPOGS200640-PA	HMEL001017g1.t1
OG0007881	DPOGS200293-PA	HMEL000048g1.t1
OG0007882	DPOGS200342-PA	HMEL000047-RA
OG0007883	DPOGS203307-PA	HMEL016647g1.t1
OG0007884	DPOGS200292-PA	HMEL000045g1.t1
OG0007885	DPOGS200291-PA	HMEL000044g1.t1
OG0007886	DPOGS214908-PA	HMEL011114g1.t1
OG0007887	DPOGS209928-PA	HMEL017394g1.t1
OG0007888	DPOGS200344-PA	HMEL000043-RA
OG0007889	DPOGS200345-PA	HMEL000042-RA
OG0007890	DPOGS200290-PA	HMEL000041-RA
OG0007891	DPOGS200601-PA	HMEL001020g1.t1
OG0007892	DPOGS200346-PA	HMEL000040-RA
OG0007893	DPOGS200637-PA	HMEL001022g1.t1
OG0007894	DPOGS200347-PA	HMEL000039-RA
OG0007895	DPOGS200864-PA	HMEL012638g1.t1
OG0007896	DPOGS200863-PA	HMEL012639g1.t1
OG0007897	DPOGS206867-PA	HMEL014035g1.t1
OG0007899	DPOGS200350-PA	HMEL000036-RA
OG0007900	DPOGS200834-PA	HMEL012640g1.t1
OG0007901	DPOGS200862-PA	HMEL012641g1.t1
OG0007902	DPOGS210596-PA	HMEL003091g1.t1
OG0007903	DPOGS200210-PA	HMEL035976g1.t1
OG0007904	DPOGS200636-PA	HMEL001006g1.t1
OG0007905	DPOGS200603-PA	HMEL001004g1.t1
OG0007906	DPOGS207642-PA	HMEL033072g1.t1
OG0007908	DPOGS203340-PA	HMEL013532g1.t1
OG0007909	DPOGS200287-PA	HMEL000033-RA
OG0007910	DPOGS208731-PA	HMEL031022g1.t1
OG0007911	DPOGS207641-PA	HMEL014091g1.t1
OG0007912	DPOGS210593-PA	HMEL003087g1.t1
OG0007913	DPOGS208706-PA	HMEL031021g1.t1
OG0007914	DPOGS202831-PA	HMEL009280g1.t1
OG0007915	DPOGS200835-PA	HMEL012642g1.t1
OG0007916	DPOGS209924-PA	HMEL032040g1.t1
OG0007917	DPOGS208732-PA	HMEL015247g1.t1
OG0007918	DPOGS200353-PA	HMEL000032-RA
OG0007919	DPOGS210592-PA	HMEL003084g1.t1
OG0007920	DPOGS203921-PA	HMEL017939g1.t1
OG0007921	DPOGS203920-PA	HMEL017944g1.t1
OG0007922	DPOGS207622-PA	HMEL020096g1.t1
OG0007923	DPOGS207072-PA	HMEL014040g1.t1
OG0007924	DPOGS202830-PA	HMEL009286g1.t1
OG0007925	DPOGS207073-PA	HMEL014041g1.t1
OG0007926	DPOGS210590-PA	HMEL003083g1.t1
OG0007927	DPOGS211613-PA	HMEL014016g1.t1
OG0007928	DPOGS200285-PA	HMEL000028-RA
OG0007929	DPOGS200356-PA	HMEL000027g1.t1
OG0007930	DPOGS206865-PA	HMEL014042g1.t1
OG0007931	DPOGS200861-PA	HMEL012643g1.t1
OG0007932	DPOGS211614-PA	HMEL014013g1.t1
OG0007933	DPOGS207074-PA	HMEL014043g1.t1
OG0007934	DPOGS207075-PA	HMEL014044g1.t1
OG0007935	DPOGS200172-PA	HMEL035244g1.t1
OG0007936	DPOGS211602-PA	HMEL016243g1.t1
OG0007937	DPOGS200715-PA	HMEL010092g1.t1
OG0007938	DPOGS208317-PA	HMEL005783g1.t1
OG0007939	DPOGS200838-PA	HMEL004006g1.t1
OG0007940	DPOGS208318-PA	HMEL011502g1.t1
OG0007941	DPOGS208702-PA	HMEL015241g1.t1
OG0007942	DPOGS207077-PA	HMEL014045g1.t1
OG0007943	DPOGS200859-PA	HMEL004007g1.t1
OG0007944	DPOGS208741-PA	HMEL015237g1.t1
OG0007945	DPOGS208311-PA	HMEL011497g1.t1
OG0007946	DPOGS208701-PA	HMEL015236g1.t1
OG0007947	DPOGS202979-PA	HMEL009539g1.t1
OG0007948	DPOGS208320-PA	HMEL021239g1.t1
OG0007949	DPOGS200841-PA	HMEL003530g1.t1
OG0007950	DPOGS202781-PA	HMEL009294g1.t1
OG0007951	DPOGS200858-PA	HMEL003529g1.t1
OG0007952	DPOGS200842-PA	HMEL003528g1.t1
OG0007953	DPOGS212380-PA	HMEL003943g1.t1
OG0007954	DPOGS210588-PA	HMEL009168g1.t1
OG0007955	DPOGS212337-PA	HMEL037746g1.t1
OG0007956	DPOGS200857-PA	HMEL012349g1.t1
OG0007957	DPOGS202185-PA	HMEL009169g1.t1
OG0007958	DPOGS212339-PA	HMEL037748g1.t1
OG0007959	DPOGS200844-PA	HMEL012347g1.t1
OG0007960	DPOGS202841-PA	HMEL009297g1.t1
OG0007961	DPOGS200743-PA	HMEL008969g1.t1
OG0007962	DPOGS200856-PA	HMEL031703g1.t1
OG0007963	DPOGS212375-PA	HMEL005663g1.t1
OG0007964	DPOGS208695-PA	HMEL015228g1.t1
OG0007965	DPOGS200630-PA	HMEL003293g1.t1
OG0007966	DPOGS212373-PA	HMEL005660g1.t1
OG0007967	DPOGS208746-PA	HMEL015227g1.t1
OG0007968	DPOGS200358-PA	HMEL000025-RA
OG0007969	DPOGS200629-PA	HMEL003289g1.t1
OG0007970	DPOGS212343-PA	HMEL037756g1.t1
OG0007971	DPOGS200854-PA	HMEL012344g1.t1
OG0007972	DPOGS202351-PA	HMEL009531g1.t1
OG0007973	DPOGS204769-PA	HMEL003493g1.t1
OG0007974	DPOGS209918-PA	HMEL009766g1.t1
OG0007975	DPOGS200845-PA	HMEL031704g1.t1
OG0007976	DPOGS200853-PA	HMEL031705g1.t1
OG0007977	DPOGS202843-PA	HMEL009299g1.t1
OG0007978	DPOGS200846-PA	HMEL012341g1.t1
OG0007979	DPOGS202778-PA	HMEL009300g1.t1
OG0007980	DPOGS200740-PA	HMEL008964g1.t1
OG0007981	DPOGS207638-PA	HMEL011986g1.t1
OG0007982	DPOGS211619-PA	HMEL013767g1.t1
OG0007983	DPOGS207626-PA	HMEL011987g1.t1
OG0007984	DPOGS204765-PA	HMEL003491g1.t1
OG0007985	DPOGS202776-PA	HMEL002678g1.t1
OG0007986	DPOGS202350-PA	HMEL022032g1.t1
OG0007987	DPOGS200739-PA	HMEL008962g1.t1
OG0007988	DPOGS207083-PA	HMEL004145g1.t1
OG0007989	DPOGS200361-PA, DPOGS204321-PA	HMEL000024-RA
OG0007990	DPOGS208749-PA	HMEL031014g1.t1
OG0007991	DPOGS200362-PA	HMEL000022-RA
OG0007992	DPOGS207628-PA	HMEL033081g1.t1
OG0007993	DPOGS202991-PA	HMEL007279g1.t1
OG0007994	DPOGS204756-PA	HMEL004855g1.t1
OG0007995	DPOGS211039-PA	HMEL022514-RA
OG0007996	DPOGS202846-PA	HMEL002682g1.t1
OG0007997	DPOGS208690-PA	HMEL015218g1.t1
OG0007998	DPOGS200726-PA	HMEL008959g1.t1
OG0007999	DPOGS208751-PA	HMEL015215g1.t1
OG0008000	DPOGS208688-PA	HMEL015214g1.t1
OG0008001	DPOGS202081-PA	HMEL003383g1.t1
OG0008002	DPOGS208752-PA	HMEL015211g1.t1
OG0008003	DPOGS200728-PA	HMEL008956g1.t1
OG0008004	DPOGS202999-PA	HMEL011019g1.t1
OG0008006	DPOGS203007-PA	HMEL011020g1.t1
OG0008007	DPOGS204760-PA	HMEL006441g1.t1
OG0008008	DPOGS200277-PA	HMEL000016g1.t1
OG0008009	DPOGS200735-PA, DPOGS200734-PA	HMEL008955g1.t1
OG0008010	DPOGS202998-PA	HMEL011021g1.t1
OG0008011	DPOGS208685-PA	HMEL015209g1.t1
