Orthogroup	Danaus_plexippus	Heliconius_erato_lativitta
OG0006958	DPOGS204430-PA	HEL_001468-RA
OG0006959	DPOGS211259-PA	HEL_010763-RA
OG0006960	DPOGS214055-PA	HEL_006361-RA
OG0006961	DPOGS215087-PA	HEL_014003-RA
OG0006962	DPOGS200408-PA	HEL_012728-RA
OG0006963	DPOGS202245-PA	HEL_003734-RA
OG0006964	DPOGS203823-PA	HEL_002821-RA
OG0006966	DPOGS203160-PA	HEL_005556-RA
OG0006968	DPOGS215828-PA	HEL_002983-RA
OG0006969	DPOGS215078-PA	HEL_014004-RA
OG0006970	DPOGS200444-PA	HEL_012731-RA
OG0006971	DPOGS203162-PA	HEL_005554-RA
OG0006972	DPOGS200406-PA	HEL_012733-RA, HEL_012732-RA
OG0006974	DPOGS203927-PA	HEL_010443-RA
OG0006975	DPOGS215089-PA	HEL_014005-RA
OG0006976	DPOGS206880-PA	HEL_009960-RA
OG0006978	DPOGS216089-PA	HEL_001465-RA
OG0006979	DPOGS203820-PA	HEL_002811-RA
OG0006980	DPOGS215077-PA	HEL_014006-RA
OG0006981	DPOGS215601-PA	HEL_010969-RA, HEL_010968-RA
OG0006982	DPOGS202335-PA	HEL_003721-RA
OG0006983	DPOGS215602-PA	HEL_010970-RA
OG0006984	DPOGS215603-PA	HEL_010972-RA
OG0006985	DPOGS200403-PA	HEL_012735-RA
OG0006986	DPOGS215091-PA	HEL_014009-RA
OG0006988	DPOGS206882-PA	HEL_009962-RA
OG0006989	DPOGS215074-PA	HEL_014011-RA
OG0006991	DPOGS203164-PA	HEL_005550-RA
OG0006992	DPOGS203966-PA	HEL_010448-RA
OG0006993	DPOGS206483-PA	HEL_010760-RA
OG0006994	DPOGS200401-PA	HEL_012736-RA
OG0006995	DPOGS203817-PA	HEL_002805-RA
OG0006997	DPOGS203923-PA	HEL_010450-RA
OG0006998	DPOGS215092-PA	HEL_014012-RA
OG0006999	DPOGS216084-PA	HEL_001463-RA
OG0007000	DPOGS208858-PA	HEL_006098-RA, HEL_006100-RA
OG0007001	DPOGS215073-PA	HEL_014013-RA
OG0007002	DPOGS206884-PA	HEL_009964-RA
OG0007003	DPOGS216085-PA	HEL_001461-RA
OG0007004	DPOGS201695-PA	HEL_009545-RA
OG0007005	DPOGS203732-PA	HEL_004731-RA
OG0007006	DPOGS202617-PA	HEL_004231-RA
OG0007007	DPOGS202602-PA	HEL_004230-RA
OG0007008	DPOGS216087-PA	HEL_001460-RA
OG0007009	DPOGS213271-PA	HEL_014375-RA
OG0007010	DPOGS216086-PA	HEL_001458-RA
OG0007011	DPOGS203731-PA	HEL_004728-RA, HEL_004729-RA
OG0007012	DPOGS214465-PA	HEL_001457-RA
OG0007013	DPOGS200372-PA	HEL_007469-RA
OG0007014	DPOGS209319-PA	HEL_006947-RA
OG0007015	DPOGS203922-PA	HEL_010452-RA
OG0007016	DPOGS203870-PA	HEL_005976-RA
OG0007017	DPOGS201696-PA	HEL_009544-RA
OG0007018	DPOGS213274-PA	HEL_014371-RA
OG0007019	DPOGS202622-PA	HEL_004225-RA
OG0007020	DPOGS213269-PA	HEL_014370-RA
OG0007021	DPOGS201704-PA	HEL_009540-RA
OG0007022	DPOGS202623-PA	HEL_004224-RA
OG0007024	DPOGS203772-PA	HEL_004726-RA
OG0007025	DPOGS203208-PA	HEL_005546-RA
OG0007027	DPOGS202599-PA	HEL_004222-RA
OG0007028	DPOGS212033-PA	HEL_001819-RA
OG0007029	DPOGS200612-PA	HEL_012743-RA
OG0007030	DPOGS213275-PA	HEL_014369-RA
OG0007031	DPOGS206413-PA	HEL_006913-RA
OG0007032	DPOGS203684-PA	HEL_002800-RA
OG0007033	DPOGS203331-PA	HEL_010461-RA
OG0007034	DPOGS207549-PA	HEL_000063-RA
OG0007035	DPOGS201087-PA	HEL_012894-RA
OG0007036	DPOGS206539-PA	HEL_002986-RA
OG0007037	DPOGS215070-PA	HEL_007463-RA
OG0007038	DPOGS206693-PA	HEL_013727-RA
OG0007039	DPOGS203685-PA	HEL_002795-RA
OG0007040	DPOGS207596-PA	HEL_000060-RA
OG0007041	DPOGS201993-PA	HEL_006370-RA
OG0007042	DPOGS214467-PA	HEL_004713-RA
OG0007043	DPOGS201621-PA	HEL_005980-RA
OG0007044	DPOGS203687-PA	HEL_002792-RA
OG0007045	DPOGS202333-PA	HEL_003717-RA
OG0007046	DPOGS206436-PA	HEL_010754-RA
OG0007047	DPOGS201991-PA	HEL_006374-RA
OG0007048	DPOGS203688-PA	HEL_002791-RA
OG0007049	DPOGS214060-PA	HEL_006375-RA
OG0007050	DPOGS201089-PA	HEL_012899-RA
OG0007051	DPOGS201655-PA	HEL_005999-RA
OG0007052	DPOGS206689-PA	HEL_013735-RA
OG0007053	DPOGS200566-PA	HEL_000289-RA
OG0007054	DPOGS203689-PA	HEL_002788-RA
OG0007055	DPOGS203375-PA	HEL_010466-RA
OG0007056	DPOGS202251-PA	HEL_003711-RA
OG0007057	DPOGS214064-PA	HEL_006284-RA
OG0007058	DPOGS205593-PA	HEL_005994-RA
OG0007059	DPOGS202252-PA	HEL_003710-RA
OG0007060	DPOGS206283-PA	HEL_009537-RA
OG0007061	DPOGS212584-PA	HEL_007459-RA
OG0007062	DPOGS212040-PA	HEL_001814-RA
OG0007063	DPOGS203377-PA	HEL_010468-RA
OG0007064	DPOGS206284-PA	HEL_009534-RA
OG0007065	DPOGS202253-PA	HEL_003709-RA
OG0007066	DPOGS206547-PA	HEL_002992-RA
OG0007067	DPOGS203326-PA	HEL_010469-RA
OG0007068	DPOGS212037-PA	HEL_001813-RA
OG0007069	DPOGS206608-PA	HEL_013744-RA
OG0007070	DPOGS212039-PA	HEL_001812-RA
OG0007071	DPOGS209284-PA	HEL_006286-RA
OG0007073	DPOGS212038-PA	HEL_001811-RA
OG0007074	DPOGS206548-PA	HEL_002994-RA
OG0007075	DPOGS204300-PA	HEL_001333-RA
OG0007076	DPOGS206609-PA	HEL_013746-RA
OG0007078	DPOGS202255-PA	HEL_003704-RA
OG0007079	DPOGS207592-PA	HEL_000052-RA
OG0007080	DPOGS200621-PA	HEL_012749-RA
OG0007081	DPOGS201094-PA	HEL_012904-RA
OG0007082	DPOGS205649-PA	HEL_006288-RA
OG0007083	DPOGS207901-PA	HEL_005528-RA
OG0007084	DPOGS206892-PA	HEL_009974-RA
OG0007085	DPOGS202325-PA	HEL_003701-RA
OG0007086	DPOGS207045-PA	HEL_009975-RA
OG0007087	DPOGS206549-PA	HEL_002997-RA
OG0007088	DPOGS207044-PA	HEL_009977-RA
OG0007089	DPOGS202258-PA	HEL_003699-RA
OG0007090	DPOGS206894-PA	HEL_009981-RA
OG0007091	DPOGS205351-PA	HEL_007458-RA
OG0007092	DPOGS203324-PA	HEL_010473-RA
OG0007093	DPOGS200610-PA	HEL_012751-RA
OG0007094	DPOGS205352-PA	HEL_007456-RA
OG0007095	DPOGS206534-PA	HEL_002998-RA
OG0007096	DPOGS202324-PA	HEL_003697-RA
OG0007097	DPOGS206550-PA	HEL_002999-RA
OG0007098	DPOGS202259-PA	HEL_003698-RA
OG0007099	DPOGS205354-PA	HEL_007453-RA
OG0007100	DPOGS207042-PA	HEL_009984-RA
OG0007101	DPOGS200609-PA	HEL_012757-RA
OG0007102	DPOGS215995-PA	HEL_004581-RA
OG0007103	DPOGS204302-PA	HEL_001344-RA
OG0007104	DPOGS200627-PA	HEL_012758-RA
OG0007105	DPOGS206898-PA	HEL_009986-RA
OG0007106	DPOGS215989-PA	HEL_004580-RA
OG0007107	DPOGS204234-PA	HEL_001345-RA
OG0007108	DPOGS206290-PA	HEL_009527-RA
OG0007109	DPOGS205345-PA	HEL_007450-RA
OG0007110	DPOGS202320-PA	HEL_003686-RA
OG0007111	DPOGS206527-PA	HEL_003007-RA
OG0007112	DPOGS206553-PA	HEL_003004-RA
OG0007113	DPOGS214475-PA	HEL_004708-RA
OG0007114	DPOGS204303-PA	HEL_001346-RA
OG0007115	DPOGS200679-PA	HEL_013610-RA
OG0007116	DPOGS206554-PA	HEL_003006-RA
OG0007117	DPOGS207040-PA	HEL_009992-RA
OG0007118	DPOGS200680-PA	HEL_013611-RA
OG0007119	DPOGS200681-PA	HEL_013612-RA
OG0007120	DPOGS206526-PA	HEL_003008-RA
OG0007121	DPOGS206571-PA	HEL_006920-RA
OG0007122	DPOGS204233-PA	HEL_001348-RA
OG0007124	DPOGS207555-PA	HEL_000044-RA
OG0007125	DPOGS201358-PA	HEL_007187-RA
OG0007126	DPOGS206478-PA	HEL_010751-RA
OG0007127	DPOGS204305-PA	HEL_001349-RA
OG0007128	DPOGS207556-PA	HEL_000041-RA
OG0007129	DPOGS207306-PA	HEL_001080-RA
OG0007131	DPOGS207037-PA	HEL_009997-RA
OG0007133	DPOGS207468-PA	HEL_004569-RA
OG0007134	DPOGS214476-PA	HEL_004704-RA
OG0007135	DPOGS204231-PA	HEL_001351-RA
OG0007136	DPOGS206678-PA	HEL_014078-RA
OG0007137	DPOGS206903-PA	HEL_009998-RA
OG0007138	DPOGS207559-PA	HEL_000036-RA
OG0007139	DPOGS206904-PA	HEL_009999-RA
OG0007140	DPOGS214497-PA	HEL_004703-RA
OG0007141	DPOGS206905-PA	HEL_010000-RA
OG0007142	DPOGS206260-PA	HEL_009518-RA
OG0007143	DPOGS207304-PA	HEL_001083-RA
OG0007144	DPOGS206295-PA	HEL_009517-RA
OG0007145	DPOGS203805-PA	HEL_002769-RA
OG0007146	DPOGS204067-PA	HEL_009515-RA
OG0007147	DPOGS207253-PA	HEL_001084-RA
OG0007148	DPOGS207303-PA	HEL_001085-RA
OG0007149	DPOGS208871-PA	HEL_006082-RA
OG0007150	DPOGS207581-PA	HEL_000028-RA
OG0007151	DPOGS205600-PA	HEL_012920-RA
OG0007152	DPOGS200684-PA	HEL_013614-RA
OG0007153	DPOGS211565-PA	HEL_004215-RA
OG0007154	DPOGS203697-PA	HEL_002763-RA
OG0007155	DPOGS204310-PA	HEL_001365-RA
OG0007156	DPOGS213974-PA	HEL_006927-RA
OG0007157	DPOGS214180-PA	HEL_003014-RA
OG0007158	DPOGS200686-PA	HEL_013616-RA
OG0007159	DPOGS214195-PA	HEL_003015-RA
OG0007160	DPOGS206907-PA	HEL_010003-RA
OG0007161	DPOGS214179-PA	HEL_003017-RA
OG0007162	DPOGS205606-PA	HEL_012925-RA
OG0007163	DPOGS203319-PA	HEL_014474-RA
OG0007165	DPOGS212570-PA	HEL_014476-RA
OG0007166	DPOGS204313-PA	HEL_001368-RA
OG0007167	DPOGS207580-PA	HEL_000026-RA
OG0007168	DPOGS203698-PA	HEL_002761-RA
OG0007169	DPOGS207563-PA	HEL_000025-RA
OG0007170	DPOGS204224-PA	HEL_001370-RA
OG0007171	DPOGS203802-PA	HEL_002759-RA
OG0007172	DPOGS214199-PA	HEL_003023-RA
OG0007174	DPOGS212203-PA	HEL_004564-RA
OG0007176	DPOGS214176-PA	HEL_003025-RA
OG0007177	DPOGS206477-PA	HEL_010750-RA
OG0007178	DPOGS214202-PA	HEL_003027-RA
OG0007179	DPOGS208873-PA	HEL_006078-RA
OG0007181	DPOGS204317-PA	HEL_001376-RA
OG0007182	DPOGS204222-PA	HEL_001377-RA
OG0007183	DPOGS212202-PA	HEL_004558-RA
OG0007184	DPOGS211922-PA	HEL_004557-RA
OG0007185	DPOGS211900-PA	HEL_004556-RA
OG0007186	DPOGS206442-PA	HEL_010744-RA
OG0007187	DPOGS203699-PA	HEL_002758-RA
OG0007188	DPOGS214171-PA	HEL_003035-RA
OG0007189	DPOGS203084-PA	HEL_000273-RA
OG0007191	DPOGS207257-PA	HEL_001090-RA
OG0007192	DPOGS214169-PA	HEL_003036-RA
OG0007194	DPOGS203700-PA	HEL_002757-RA
OG0007195	DPOGS207567-PA	HEL_000020-RA
OG0007196	DPOGS203796-PA	HEL_002756-RA
OG0007197	DPOGS206911-PA	HEL_010015-RA
OG0007198	DPOGS209707-PA	HEL_013620-RA
OG0007199	DPOGS207298-PA	HEL_001096-RA, HEL_001095-RA, HEL_001094-RA
OG0007200	DPOGS207261-PA	HEL_001098-RA
OG0007202	DPOGS207262-PA	HEL_001101-RA
OG0007203	DPOGS203795-PA	HEL_002754-RA
OG0007204	DPOGS203604-PA	HEL_007427-RA
OG0007205	DPOGS204318-PA	HEL_001379-RA
OG0007206	DPOGS206475-PA	HEL_010740-RA
OG0007207	DPOGS214374-PA	HEL_008199-RA
OG0007208	DPOGS209745-PA	HEL_013623-RA
OG0007209	DPOGS206912-PA	HEL_010018-RA
OG0007210	DPOGS214873-PA	HEL_012356-RA
OG0007211	DPOGS214840-PA	HEL_012355-RA
OG0007212	DPOGS201968-PA	HEL_006304-RA
OG0007213	DPOGS206447-PA	HEL_010738-RA
OG0007214	DPOGS211899-PA	HEL_004553-RA
OG0007215	DPOGS203702-PA	HEL_002753-RA
OG0007216	DPOGS207770-PA	HEL_012150-RA
OG0007217	DPOGS207769-PA	HEL_012151-RA
OG0007218	DPOGS214208-PA	HEL_003043-RA
OG0007219	DPOGS207793-PA	HEL_012152-RA
OG0007220	DPOGS214164-PA	HEL_003044-RA
OG0007221	DPOGS207294-PA	HEL_001108-RA
OG0007222	DPOGS203602-PA	HEL_007424-RA, HEL_007423-RA
OG0007223	DPOGS214163-PA	HEL_003047-RA
OG0007224	DPOGS214212-PA	HEL_003048-RA
OG0007225	DPOGS214213-PA	HEL_003049-RA
OG0007226	DPOGS214214-PA	HEL_003050-RA
OG0007227	DPOGS209710-PA	HEL_013626-RA
OG0007228	DPOGS209742-PA	HEL_013627-RA
OG0007229	DPOGS207796-PA	HEL_012158-RA
OG0007230	DPOGS214331-PA	HEL_008196-RA
OG0007231	DPOGS211898-PA	HEL_004549-RA
OG0007232	DPOGS200390-PA	HEL_005983-RA
OG0007233	DPOGS209711-PA	HEL_013628-RA
OG0007234	DPOGS207767-PA	HEL_012160-RA
OG0007235	DPOGS209712-PA	HEL_013630-RA
OG0007236	DPOGS212290-PA	HEL_005508-RA
OG0007237	DPOGS209713-PA	HEL_013633-RA
OG0007238	DPOGS211930-PA	HEL_004542-RA
OG0007239	DPOGS214161-PA	HEL_003052-RA
OG0007240	DPOGS207766-PA	HEL_012162-RA
OG0007241	DPOGS201966-PA	HEL_006305-RA
OG0007242	DPOGS207802-PA	HEL_012163-RA
OG0007243	DPOGS207765-PA	HEL_012164-RA
OG0007244	DPOGS208879-PA	HEL_006072-RA
OG0007245	DPOGS208981-PA	HEL_006071-RA
OG0007246	DPOGS212685-PA	HEL_013553-RA
OG0007247	DPOGS207762-PA	HEL_012172-RA
OG0007248	DPOGS212684-PA	HEL_013554-RA
OG0007249	DPOGS202496-PA	HEL_005933-RA
OG0007250	DPOGS202537-PA	HEL_005934-RA
OG0007251	DPOGS207761-PA	HEL_012176-RA
OG0007252	DPOGS212683-PA	HEL_014510-RA
OG0007253	DPOGS214355-PA	HEL_008194-RA
OG0007254	DPOGS207759-PA	HEL_012181-RA
OG0007255	DPOGS212368-PA	HEL_009845-RA
OG0007256	DPOGS204082-PA	HEL_009499-RA, HEL_009500-RA
OG0007257	DPOGS208880-PA	HEL_006070-RA
OG0007258	DPOGS207758-PA	HEL_012182-RA
OG0007259	DPOGS209735-PA	HEL_013640-RA
OG0007260	DPOGS206622-PA	HEL_014089-RA
OG0007261	DPOGS204057-PA	HEL_009498-RA
OG0007262	DPOGS214333-PA	HEL_008193-RA
OG0007263	DPOGS207808-PA	HEL_012183-RA, HEL_012184-RA
OG0007264	DPOGS209734-PA	HEL_013642-RA, HEL_013643-RA
OG0007265	DPOGS202001-PA	HEL_006307-RA, HEL_006306-RA
OG0007266	DPOGS206673-PA	HEL_012251-RA
OG0007267	DPOGS206624-PA	HEL_012253-RA
OG0007269	DPOGS203710-PA	HEL_002738-RA
OG0007271	DPOGS209732-PA	HEL_013647-RA
OG0007273	DPOGS206627-PA	HEL_012257-RA
OG0007274	DPOGS206566-PA	HEL_006886-RA
OG0007275	DPOGS212260-PA	HEL_005504-RA
OG0007277	DPOGS206564-PA	HEL_006885-RA
OG0007278	DPOGS214847-PA	HEL_012339-RA
OG0007279	DPOGS203618-PA	HEL_007421-RA
OG0007280	DPOGS209729-PA, DPOGS209730-PA	HEL_013651-RA
OG0007281	DPOGS203601-PA	HEL_007420-RA
OG0007282	DPOGS208966-PA	HEL_006055-RA
OG0007283	DPOGS208889-PA	HEL_006054-RA
OG0007284	DPOGS203712-PA	HEL_002729-RA
OG0007285	DPOGS201965-PA	HEL_006308-RA
OG0007286	DPOGS214865-PA	HEL_012338-RA
OG0007287	DPOGS208888-PA	HEL_006053-RA
OG0007288	DPOGS206968-PA	HEL_013332-RA
OG0007289	DPOGS203600-PA	HEL_007418-RA
OG0007290	DPOGS206969-PA	HEL_013334-RA
OG0007291	DPOGS212195-PA	HEL_004534-RA
OG0007292	DPOGS206970-PA	HEL_013336-RA
OG0007293	DPOGS202004-PA	HEL_006313-RA
OG0007294	DPOGS207401-PA	HEL_000263-RA, HEL_000262-RA
OG0007296	DPOGS212196-PA	HEL_004532-RA
OG0007297	DPOGS214348-PA	HEL_008185-RA
OG0007298	DPOGS212197-PA	HEL_004530-RA
OG0007299	DPOGS201963-PA	HEL_006316-RA
OG0007300	DPOGS206630-PA	HEL_012260-RA
OG0007301	DPOGS206971-PA	HEL_013337-RA
OG0007302	DPOGS203714-PA	HEL_002727-RA
OG0007302	DPOGS203715-PA	HEL_002726-RA
OG0007303	DPOGS201700-PA	HEL_011901-RA
OG0007304	DPOGS203788-PA	HEL_002725-RA
OG0007305	DPOGS207570-PA	HEL_000016-RA
OG0007306	DPOGS206972-PA	HEL_013344-RA
OG0007308	DPOGS207571-PA	HEL_000015-RA
OG0007309	DPOGS206973-PA	HEL_013345-RA
OG0007311	DPOGS214155-PA	HEL_003055-RA
OG0007312	DPOGS206560-PA	HEL_006879-RA
OG0007313	DPOGS207578-PA	HEL_000014-RA
OG0007314	DPOGS214851-PA	HEL_012334-RA
OG0007315	DPOGS208045-PA	HEL_007320-RA
OG0007316	DPOGS214216-PA	HEL_003056-RA
OG0007317	DPOGS214154-PA	HEL_003057-RA
OG0007318	DPOGS208023-PA	HEL_007317-RA
OG0007319	DPOGS214217-PA	HEL_003058-RA
OG0007320	DPOGS206669-PA	HEL_012263-RA
OG0007321	DPOGS203599-PA	HEL_007416-RA
OG0007322	DPOGS201962-PA	HEL_006317-RA
OG0007323	DPOGS208048-PA	HEL_007316-RA
OG0007324	DPOGS208886-PA	HEL_006042-RA
OG0007325	DPOGS203597-PA	HEL_007412-RA
OG0007326	DPOGS206975-PA	HEL_013346-RA
OG0007327	DPOGS208022-PA	HEL_007314-RA
OG0007328	DPOGS208050-PA	HEL_007313-RA
OG0007329	DPOGS208972-PA	HEL_006041-RA
OG0007330	DPOGS212286-PA	HEL_005497-RA
OG0007331	DPOGS208885-PA	HEL_006193-RA
OG0007332	DPOGS210757-PA	HEL_004200-RA
OG0007333	DPOGS212268-PA	HEL_005496-RA
OG0007335	DPOGS207753-PA	HEL_012191-RA
OG0007337	DPOGS204018-PA	HEL_003836-RA
OG0007338	DPOGS207404-PA	HEL_000250-RA
OG0007339	DPOGS214858-PA	HEL_012320-RA
OG0007340	DPOGS207423-PA	HEL_000249-RA
OG0007341	DPOGS203624-PA	HEL_007409-RA
OG0007342	DPOGS207268-PA	HEL_001114-RA
OG0007343	DPOGS203073-PA	HEL_001391-RA
OG0007344	DPOGS207422-PA	HEL_000245-RA
OG0007345	DPOGS202628-PA	HEL_012460-RA
OG0007346	DPOGS202627-PA	HEL_012458-RA
OG0007347	DPOGS212283-PA	HEL_005493-RA
OG0007348	DPOGS214134-PA	HEL_003098-RA
OG0007349	DPOGS208016-PA	HEL_007295-RA
OG0007350	DPOGS207421-PA	HEL_000242-RA
OG0007351	DPOGS206149-PA	HEL_014496-RA
OG0007352	DPOGS202635-PA	HEL_012457-RA
OG0007353	DPOGS214250-PA	HEL_003097-RA
OG0007354	DPOGS207287-PA	HEL_001117-RA
OG0007355	DPOGS208976-PA	HEL_010576-RA
OG0007356	DPOGS208883-PA	HEL_010577-RA
OG0007357	DPOGS215961-PA	HEL_014155-RA
OG0007358	DPOGS206150-PA	HEL_014494-RA
OG0007359	DPOGS207408-PA	HEL_000238-RA
OG0007360	DPOGS208919-PA	HEL_010579-RA
OG0007361	DPOGS214135-PA	HEL_003095-RA
OG0007362	DPOGS207814-PA	HEL_012198-RA
OG0007363	DPOGS206977-PA	HEL_013349-RA
OG0007364	DPOGS208948-PA	HEL_010581-RA
OG0007365	DPOGS206948-PA	HEL_013350-RA
OG0007366	DPOGS208949-PA	HEL_010582-RA
OG0007367	DPOGS207750-PA	HEL_012199-RA
OG0007368	DPOGS216020-PA	HEL_014157-RA
OG0007369	DPOGS212281-PA	HEL_005491-RA
OG0007370	DPOGS200084-PA	HEL_014486-RA
OG0007371	DPOGS204043-PA	HEL_003838-RA
OG0007372	DPOGS208918-PA	HEL_010583-RA
OG0007373	DPOGS204020-PA	HEL_003840-RA
OG0007374	DPOGS206993-PA	HEL_013353-RA
OG0007375	DPOGS204041-PA	HEL_003841-RA
OG0007376	DPOGS208950-PA	HEL_010584-RA
OG0007377	DPOGS208917-PA	HEL_010585-RA
OG0007378	DPOGS203718-PA	HEL_002719-RA
OG0007379	DPOGS214246-PA	HEL_003090-RA
OG0007380	DPOGS200085-PA	HEL_014484-RA
OG0007381	DPOGS209722-PA, DPOGS209721-PA	HEL_014357-RA
OG0007382	DPOGS207418-PA	HEL_000235-RA
OG0007383	DPOGS209725-PA	HEL_014358-RA
OG0007384	DPOGS200101-PA	HEL_014485-RA
OG0007385	DPOGS209723-PA	HEL_014359-RA
OG0007386	DPOGS208637-PA	HEL_001401-RA
OG0007387	DPOGS209724-PA	HEL_014360-RA
OG0007388	DPOGS202906-PA	HEL_008163-RA
OG0007389	DPOGS209917-PA	HEL_005490-RA
OG0007390	DPOGS209560-PA	HEL_009727-RA
OG0007391	DPOGS215958-PA	HEL_014160-RA
OG0007392	DPOGS208661-PA	HEL_001407-RA
OG0007393	DPOGS209559-PA	HEL_007269-RA
OG0007394	DPOGS213048-PA	HEL_014362-RA
OG0007395	DPOGS210672-PA	HEL_012392-RA
OG0007397	DPOGS201775-PA	HEL_008599-RA
OG0007398	DPOGS204025-PA	HEL_003848-RA
OG0007399	DPOGS207820-PA	HEL_012210-RA
OG0007400	DPOGS202903-PA	HEL_008167-RA
OG0007401	DPOGS208641-PA	HEL_001410-RA
OG0007402	DPOGS208952-PA	HEL_010588-RA
OG0007403	DPOGS208915-PA	HEL_010589-RA
OG0007404	DPOGS201774-PA	HEL_008597-RA
OG0007405	DPOGS202353-PA	HEL_006868-RA
OG0007406	DPOGS201773-PA	HEL_008596-RA
OG0007407	DPOGS204027-PA	HEL_003855-RA
OG0007408	DPOGS209025-PA	HEL_013490-RA
OG0007409	DPOGS202902-PA	HEL_008168-RA
OG0007410	DPOGS207231-PA	HEL_008593-RA
OG0007411	DPOGS200483-PA	HEL_006330-RA
OG0007412	DPOGS204033-PA	HEL_003860-RA
OG0007413	DPOGS216021-PA	HEL_014164-RA
OG0007414	DPOGS204032-PA	HEL_003863-RA
OG0007415	DPOGS206047-PA	HEL_006996-RA
OG0007417	DPOGS206048-PA	HEL_006999-RA
OG0007418	DPOGS202428-PA	HEL_005973-RA
OG0007419	DPOGS209544-PA	HEL_007265-RA
OG0007420	DPOGS210753-PA	HEL_012388-RA
OG0007421	DPOGS216023-PA	HEL_014167-RA
OG0007422	DPOGS208644-PA	HEL_001420-RA
OG0007423	DPOGS207825-PA	HEL_012214-RA
OG0007424	DPOGS206130-PA	HEL_007004-RA
OG0007425	DPOGS207233-PA	HEL_008592-RA
OG0007426	DPOGS208912-PA	HEL_010594-RA
OG0007427	DPOGS207412-PA	HEL_000232-RA
OG0007428	DPOGS200495-PA	HEL_006352-RA
OG0007429	DPOGS210678-PA	HEL_012387-RA
OG0007430	DPOGS209065-PA	HEL_013482-RA
OG0007431	DPOGS203720-PA	HEL_002716-RA
OG0007432	DPOGS209064-PA	HEL_013483-RA
OG0007433	DPOGS206051-PA	HEL_007006-RA
OG0007434	DPOGS209546-PA	HEL_007263-RA
OG0007435	DPOGS209063-PA	HEL_013477-RA
OG0007436	DPOGS206128-PA	HEL_007007-RA
OG0007437	DPOGS213443-PA	HEL_007402-RA
OG0007438	DPOGS209547-PA	HEL_007262-RA
OG0007439	DPOGS209030-PA	HEL_013473-RA
OG0007440	DPOGS212271-PA	HEL_005486-RA
OG0007442	DPOGS208909-PA	HEL_010595-RA
OG0007443	DPOGS212276-PA	HEL_005485-RA
OG0007445	DPOGS202460-PA	HEL_011004-RA
OG0007446	DPOGS209031-PA	HEL_013472-RA
OG0007447	DPOGS216024-PA	HEL_007011-RA
OG0007448	DPOGS212275-PA	HEL_005483-RA
OG0007449	DPOGS200975-PA	HEL_013602-RA
OG0007450	DPOGS208954-PA	HEL_010599-RA
OG0007451	DPOGS215788-PA	HEL_002699-RA
OG0007452	DPOGS208907-PA	HEL_010601-RA
OG0007453	DPOGS203969-PA	HEL_007013-RA
OG0007454	DPOGS203916-PA	HEL_007014-RA
OG0007455	DPOGS202446-PA	HEL_011000-RA
OG0007456	DPOGS202591-PA	HEL_005480-RA
OG0007457	DPOGS200493-PA	HEL_006272-RA
OG0007458	DPOGS200490-PA	HEL_006270-RA
OG0007459	DPOGS202463-PA	HEL_010990-RA
OG0007460	DPOGS203915-PA	HEL_007016-RA
OG0007461	DPOGS207235-PA	HEL_008591-RA
OG0007463	DPOGS203972-PA	HEL_007018-RA
OG0007464	DPOGS215792-PA	HEL_002695-RA
OG0007465	DPOGS207599-PA	HEL_010995-RA
OG0007467	DPOGS215793-PA	HEL_002691-RA
OG0007468	DPOGS215624-PA	HEL_002690-RA
OG0007470	DPOGS208650-PA	HEL_001432-RA
OG0007471	DPOGS202595-PA	HEL_005479-RA
OG0007472	DPOGS208904-PA	HEL_010602-RA
OG0007473	DPOGS202589-PA	HEL_005476-RA
OG0007474	DPOGS208956-PA	HEL_010603-RA
OG0007475	DPOGS208903-PA	HEL_010604-RA
OG0007476	DPOGS208074-PA	HEL_001436-RA
OG0007477	DPOGS205862-PA	HEL_000219-RA
OG0007478	DPOGS207833-PA	HEL_012229-RA
OG0007479	DPOGS204843-PA	HEL_001025-RA
OG0007480	DPOGS201494-PA	HEL_006783-RA
OG0007481	DPOGS211992-PA	HEL_005954-RA
OG0007482	DPOGS202950-PA	HEL_007883-RA
OG0007482	DPOGS202954-PA	HEL_006978-RA
OG0007483	DPOGS209035-PA	HEL_013466-RA
OG0007484	DPOGS207228-PA	HEL_008586-RA
OG0007485	DPOGS202024-PA	HEL_007021-RA
OG0007486	DPOGS204841-PA	HEL_001024-RA
OG0007487	DPOGS209055-PA	HEL_013461-RA, HEL_013464-RA
OG0007488	DPOGS201493-PA	HEL_006785-RA
OG0007489	DPOGS207728-PA	HEL_012233-RA
OG0007490	DPOGS200978-PA	HEL_013598-RA
OG0007492	DPOGS209052-PA	HEL_013459-RA
OG0007493	DPOGS207225-PA	HEL_008584-RA
OG0007494	DPOGS201458-PA	HEL_006788-RA
OG0007495	DPOGS211643-PA	HEL_000956-RA
OG0007496	DPOGS213716-PA, DPOGS215523-PA, DPOGS204960-PA, DPOGS204958-PA	HEL_014335-RA
OG0007497	DPOGS207224-PA	HEL_008583-RA
OG0007498	DPOGS208080-PA	HEL_001444-RA
OG0007499	DPOGS211993-PA	HEL_005952-RA
OG0007500	DPOGS204246-PA	HEL_001328-RA
OG0007501	DPOGS201028-PA	HEL_013591-RA
OG0007502	DPOGS204247-PA	HEL_001327-RA
OG0007503	DPOGS212810-PA	HEL_003867-RA
